Orthogroup	Prad	Prac
OG0000203	Prad.g_01797	Prac.g_01736
OG0000204	Prad.g_01796	Prac.g_01735
OG0000205	Prad.g_01789	Prac.g_01728
OG0000206	Prad.g_01784	Prac.g_01723
OG0000207	Prad.g_01782	Prac.g_01721
OG0000208	Prad.g_01781	Prac.g_01720
OG0000209	Prad.g_01772	Prac.g_01711
OG0000210	Prad.g_01771	Prac.g_01710
OG0000211	Prad.g_01758	Prac.g_01697
OG0000212	Prad.g_01751	Prac.g_01690
OG0000213	Prad.g_01734	Prac.g_01674
OG0000214	Prad.g_01724	Prac.g_01664
OG0000215	Prad.g_01699	Prac.g_01639
OG0000216	Prad.g_01697	Prac.g_01637
OG0000217	Prad.g_01694	Prac.g_01634
OG0000218	Prad.g_01692	Prac.g_01632
OG0000219	Prad.g_01691	Prac.g_01631
OG0000220	Prad.g_01690	Prac.g_01630
OG0000221	Prad.g_01689	Prac.g_01629
OG0000222	Prad.g_01681	Prac.g_01621
OG0000223	Prad.g_01668	Prac.g_01608
OG0000224	Prad.g_01666	Prac.g_01606
OG0000225	Prad.g_01645	Prac.g_01188
OG0000226	Prad.g_00761	Prac.g_01184
OG0000227	Prad.g_00759	Prac.g_01182
OG0000228	Prad.g_00756	Prac.g_01179
OG0000229	Prad.g_00666	Prac.g_01111
OG0000230	Prad.g_00069	Prac.g_01109
OG0000231	Prad.g_00058	Prac.g_01098
OG0000232	Prad.g_00049	Prac.g_01089
OG0000233	Prad.g_00043	Prac.g_01082
OG0000234	Prad.g_00031	Prac.g_01068
OG0000235	Prad.g_00028	Prac.g_01065
OG0000236	Prad.g_00014	Prac.g_01051
OG0000237	Prad.g_00123	Prac.g_00865
OG0000238	Prad.g_00117	Prac.g_00859
OG0000239	Prad.g_00104	Prac.g_00847
OG0000240	Prad.g_00103	Prac.g_00846
OG0000241	Prad.g_00099	Prac.g_00842
OG0000242	Prad.g_00097	Prac.g_00840
OG0000243	Prad.g_01333	Prac.g_00829
OG0000244	Prad.g_01336	Prac.g_00826
OG0000245	Prad.g_01338	Prac.g_00824
OG0000246	Prad.g_01342	Prac.g_00820
OG0000247	Prad.g_01352	Prac.g_00810
OG0000248	Prad.g_01354	Prac.g_00808
OG0000249	Prad.g_01356	Prac.g_00806
OG0000250	Prad.g_01361	Prac.g_00801
OG0000251	Prad.g_01380	Prac.g_00782
OG0000252	Prad.g_01383	Prac.g_00778
OG0000253	Prad.g_01384	Prac.g_00777
OG0000254	Prad.g_01400	Prac.g_00760
OG0000255	Prad.g_01406	Prac.g_00754
OG0000256	Prad.g_01416	Prac.g_00744
OG0000257	Prad.g_01419	Prac.g_00741
OG0000258	Prad.g_01432	Prac.g_00728
OG0000259	Prad.g_01234	Prac.g_00711
OG0000260	Prad.g_01237	Prac.g_00708
OG0000261	Prad.g_01239	Prac.g_00706
OG0000262	Prad.g_01243	Prac.g_00702
OG0000263	Prad.g_01255	Prac.g_00690
OG0000264	Prad.g_01265	Prac.g_00680
OG0000265	Prad.g_01049	Prac.g_01560
OG0000266	Prad.g_01059	Prac.g_01550
OG0000267	Prad.g_01070	Prac.g_01539
OG0000268	Prad.g_01071	Prac.g_01538
OG0000269	Prad.g_01141	Prac.g_01480
OG0000270	Prad.g_01144	Prac.g_01477
OG0000271	Prad.g_01152	Prac.g_01469
OG0000272	Prad.g_01153	Prac.g_01468
OG0000273	Prad.g_01176	Prac.g_01445
OG0000274	Prad.g_01177	Prac.g_01444
OG0000275	Prad.g_01180	Prac.g_01442
OG0000276	Prad.g_01185	Prac.g_01437
OG0000277	Prad.g_00308	Prac.g_01436
OG0000278	Prad.g_00305	Prac.g_01433
OG0000279	Prad.g_00298	Prac.g_01426
OG0000280	Prad.g_00297	Prac.g_01425
OG0000281	Prad.g_00292	Prac.g_01420
OG0000282	Prad.g_00243	Prac.g_01382
OG0000283	Prad.g_00209	Prac.g_01350
OG0000284	Prad.g_00204	Prac.g_01345
OG0000285	Prad.g_00199	Prac.g_01340
OG0000286	Prad.g_00187	Prac.g_01328
OG0000287	Prad.g_00170	Prac.g_01311
OG0000288	Prad.g_00140	Prac.g_01283
OG0000289	Prad.g_01035	Prac.g_01272
OG0000290	Prad.g_01021	Prac.g_01259
OG0000291	Prad.g_01019	Prac.g_01257
OG0000292	Prad.g_00972	Prac.g_01207
OG0000293	Prad.g_01505	Prac.g_00994
OG0000294	Prad.g_01504	Prac.g_00993
OG0000295	Prad.g_01484	Prac.g_00973
OG0000296	Prad.g_01482	Prac.g_00971
OG0000297	Prad.g_01474	Prac.g_00963
OG0000298	Prad.g_01473	Prac.g_00962
OG0000299	Prad.g_01455	Prac.g_00945
OG0000300	Prad.g_01452	Prac.g_00942
OG0000301	Prad.g_01451	Prac.g_00941
OG0000302	Prad.g_01449	Prac.g_00939
OG0000303	Prad.g_01442	Prac.g_00932
OG0000304	Prad.g_01438	Prac.g_00928
OG0000305	Prad.g_00602	Prac.g_00209
OG0000306	Prad.g_00599	Prac.g_00212
OG0000307	Prad.g_00585	Prac.g_00226
OG0000308	Prad.g_00584	Prac.g_00227
OG0000309	Prad.g_00580	Prac.g_00231
OG0000310	Prad.g_00530	Prac.g_00426
OG0000311	Prad.g_00528	Prac.g_00424
OG0000312	Prad.g_00525	Prac.g_00421
OG0000313	Prad.g_00511	Prac.g_00407
OG0000314	Prad.g_00487	Prac.g_00384
OG0000315	Prad.g_00477	Prac.g_00374
OG0000316	Prad.g_00457	Prac.g_00354
OG0000317	Prad.g_00943	Prac.g_00627
OG0000318	Prad.g_00940	Prac.g_00624
OG0000319	Prad.g_00927	Prac.g_00611
OG0000320	Prad.g_00925	Prac.g_00609
OG0000321	Prad.g_00924	Prac.g_00608
OG0000322	Prad.g_00923	Prac.g_00607
OG0000323	Prad.g_00914	Prac.g_00598
OG0000324	Prad.g_00887	Prac.g_00572
OG0000325	Prad.g_00878	Prac.g_00477
OG0000326	Prad.g_00872	Prac.g_00483
OG0000327	Prad.g_00848	Prac.g_00507
OG0000328	Prad.g_00847	Prac.g_00508
OG0000329	Prad.g_00830	Prac.g_00525
OG0000330	Prad.g_00829	Prac.g_00526
OG0000331	Prad.g_00828	Prac.g_00527
OG0000332	Prad.g_00814	Prac.g_00541
OG0000333	Prad.g_00812	Prac.g_00543
OG0000334	Prad.g_00804	Prac.g_00551
OG0000335	Prad.g_00799	Prac.g_00555
OG0000336	Prad.g_00795	Prac.g_00559
OG0000337	Prad.g_00779	Prac.g_00013
OG0000338	Prad.g_00778	Prac.g_00014
OG0000339	Prad.g_00774	Prac.g_00018
OG0000340	Prad.g_00766	Prac.g_00026
OG0000340	Prad.g_01294	Prac.g_00026
OG0000341	Prad.g_00764	Prac.g_00028
OG0000342	Prad.g_00763	Prac.g_00029
OG0000343	Prad.g_00762	Prac.g_00030
OG0000344	Prad.g_01639	Prac.g_00033
OG0000345	Prad.g_01634	Prac.g_00038
OG0000346	Prad.g_01630	Prac.g_00042
OG0000347	Prad.g_01615	Prac.g_00057
OG0000348	Prad.g_01606	Prac.g_00066
OG0000349	Prad.g_01589	Prac.g_00083
OG0000350	Prad.g_01570	Prac.g_00101
OG0000351	Prad.g_01553	Prac.g_00118
OG0000352	Prad.g_01552	Prac.g_00119
OG0000353	Prad.g_01537	Prac.g_01948
OG0000355	Prad.g_01535	Prac.g_01946
OG0000356	Prad.g_01534	Prac.g_01945
OG0000357	Prad.g_01533	Prac.g_01944
OG0000358	Prad.g_01529	Prac.g_01940
OG0000359	Prad.g_01528	Prac.g_01939
OG0000360	Prad.g_01527	Prac.g_01938
OG0000361	Prad.g_01976	Prac.g_01937
OG0000362	Prad.g_01974	Prac.g_01935
OG0000363	Prad.g_01972	Prac.g_01933
OG0000364	Prad.g_01971	Prac.g_01932
OG0000365	Prad.g_01966	Prac.g_01927
OG0000366	Prad.g_01965	Prac.g_01926
OG0000367	Prad.g_01964	Prac.g_01925
OG0000368	Prad.g_01962	Prac.g_01923
OG0000369	Prad.g_01961	Prac.g_01922
OG0000370	Prad.g_01960	Prac.g_01921
OG0000371	Prad.g_01954	Prac.g_01915
OG0000372	Prad.g_01951	Prac.g_01911
OG0000373	Prad.g_01950	Prac.g_01910
OG0000374	Prad.g_01949	Prac.g_01909
OG0000375	Prad.g_01947	Prac.g_01892
OG0000376	Prad.g_01945	Prac.g_01890
OG0000377	Prad.g_01941	Prac.g_01886
OG0000378	Prad.g_01939	Prac.g_01884
OG0000379	Prad.g_01936	Prac.g_01881
OG0000380	Prad.g_01927	Prac.g_01865
OG0000381	Prad.g_01923	Prac.g_01861
OG0000382	Prad.g_01912	Prac.g_01850
OG0000383	Prad.g_01910	Prac.g_01848
OG0000384	Prad.g_01909	Prac.g_01847
OG0000385	Prad.g_01908	Prac.g_01846
OG0000386	Prad.g_01907	Prac.g_01845
OG0000387	Prad.g_01894	Prac.g_01832
OG0000388	Prad.g_01891	Prac.g_01829
OG0000389	Prad.g_01887	Prac.g_01825
OG0000390	Prad.g_01880	Prac.g_01818
OG0000391	Prad.g_01877	Prac.g_01815
OG0000392	Prad.g_01873	Prac.g_01811
OG0000393	Prad.g_01871	Prac.g_01809
OG0000394	Prad.g_01870	Prac.g_01808
OG0000395	Prad.g_01869	Prac.g_01807
OG0000396	Prad.g_01866	Prac.g_01804
OG0000397	Prad.g_01864	Prac.g_01802
OG0000398	Prad.g_01862	Prac.g_01800
OG0000399	Prad.g_01861	Prac.g_01799
OG0000400	Prad.g_01860	Prac.g_01798
OG0000401	Prad.g_01859	Prac.g_01797
OG0000402	Prad.g_01857	Prac.g_01795
OG0000403	Prad.g_01856	Prac.g_01794
OG0000404	Prad.g_01855	Prac.g_01793
OG0000405	Prad.g_01851	Prac.g_01789
OG0000406	Prad.g_01844	Prac.g_01783
OG0000407	Prad.g_01843	Prac.g_01782
OG0000408	Prad.g_01841	Prac.g_01780
OG0000409	Prad.g_01839	Prac.g_01778
OG0000410	Prad.g_01838	Prac.g_01777
OG0000411	Prad.g_01837	Prac.g_01776
OG0000412	Prad.g_01836	Prac.g_01775
OG0000413	Prad.g_01835	Prac.g_01774
OG0000414	Prad.g_01834	Prac.g_01773
OG0000415	Prad.g_01833	Prac.g_01772
OG0000416	Prad.g_01832	Prac.g_01771
OG0000417	Prad.g_01831	Prac.g_01770
OG0000418	Prad.g_01826	Prac.g_01765
OG0000419	Prad.g_01824	Prac.g_01763
OG0000420	Prad.g_01823	Prac.g_01762
OG0000421	Prad.g_01818	Prac.g_01757
OG0000422	Prad.g_01817	Prac.g_01756
OG0000423	Prad.g_01816	Prac.g_01755
OG0000424	Prad.g_01815	Prac.g_01754
OG0000425	Prad.g_01814	Prac.g_01753
OG0000426	Prad.g_01813	Prac.g_01752
OG0000427	Prad.g_01812	Prac.g_01751
OG0000428	Prad.g_01810	Prac.g_01749
OG0000429	Prad.g_01809	Prac.g_01748
OG0000430	Prad.g_01808	Prac.g_01747
OG0000431	Prad.g_01806	Prac.g_01745
OG0000432	Prad.g_01803	Prac.g_01742
OG0000433	Prad.g_01802	Prac.g_01741
OG0000434	Prad.g_01801	Prac.g_01740
OG0000435	Prad.g_01800	Prac.g_01739
OG0000436	Prad.g_01795	Prac.g_01734
OG0000437	Prad.g_01794	Prac.g_01733
OG0000438	Prad.g_01793	Prac.g_01732
OG0000439	Prad.g_01791	Prac.g_01730
OG0000440	Prad.g_01790	Prac.g_01729
OG0000441	Prad.g_01787	Prac.g_01726
OG0000442	Prad.g_01786	Prac.g_01725
OG0000443	Prad.g_01785	Prac.g_01724
OG0000444	Prad.g_01780	Prac.g_01719
OG0000445	Prad.g_01779	Prac.g_01718
OG0000446	Prad.g_01778	Prac.g_01717
OG0000447	Prad.g_01777	Prac.g_01716
OG0000448	Prad.g_01776	Prac.g_01715
OG0000449	Prad.g_01775	Prac.g_01714
OG0000450	Prad.g_01774	Prac.g_01713
OG0000451	Prad.g_01773	Prac.g_01712
OG0000452	Prad.g_01770	Prac.g_01709
OG0000453	Prad.g_01769	Prac.g_01708
OG0000454	Prad.g_01768	Prac.g_01707
OG0000455	Prad.g_01767	Prac.g_01706
OG0000456	Prad.g_01766	Prac.g_01705
OG0000457	Prad.g_01765	Prac.g_01704
OG0000458	Prad.g_01764	Prac.g_01703
OG0000459	Prad.g_01763	Prac.g_01702
OG0000460	Prad.g_01756	Prac.g_01695
OG0000461	Prad.g_01749	Prac.g_01688
OG0000462	Prad.g_01747	Prac.g_01686
OG0000463	Prad.g_01746	Prac.g_01685
OG0000464	Prad.g_01745	Prac.g_01684
OG0000465	Prad.g_01744	Prac.g_01683
OG0000466	Prad.g_01741	Prac.g_01680
OG0000467	Prad.g_01740	Prac.g_01679
OG0000468	Prad.g_01738	Prac.g_01678
OG0000469	Prad.g_01729	Prac.g_01669
OG0000470	Prad.g_01727	Prac.g_01667
OG0000471	Prad.g_01726	Prac.g_01666
OG0000472	Prad.g_01725	Prac.g_01665
OG0000473	Prad.g_01723	Prac.g_01663
OG0000474	Prad.g_01722	Prac.g_01662
OG0000475	Prad.g_01721	Prac.g_01661
OG0000476	Prad.g_01720	Prac.g_01660
OG0000477	Prad.g_01716	Prac.g_01656
OG0000478	Prad.g_01715	Prac.g_01655
OG0000479	Prad.g_01714	Prac.g_01654
OG0000480	Prad.g_01709	Prac.g_01649
OG0000481	Prad.g_01707	Prac.g_01647
OG0000482	Prad.g_01706	Prac.g_01646
OG0000483	Prad.g_01703	Prac.g_01643
OG0000484	Prad.g_01702	Prac.g_01642
OG0000485	Prad.g_01701	Prac.g_01641
OG0000486	Prad.g_01700	Prac.g_01640
OG0000487	Prad.g_01696	Prac.g_01636
OG0000488	Prad.g_01693	Prac.g_01633
OG0000489	Prad.g_01688	Prac.g_01628
OG0000490	Prad.g_01683	Prac.g_01623
OG0000491	Prad.g_01682	Prac.g_01622
OG0000492	Prad.g_01680	Prac.g_01620
OG0000493	Prad.g_01679	Prac.g_01619
OG0000494	Prad.g_01678	Prac.g_01618
OG0000495	Prad.g_01677	Prac.g_01617
OG0000496	Prad.g_01676	Prac.g_01616
OG0000497	Prad.g_01675	Prac.g_01615
OG0000498	Prad.g_01674	Prac.g_01614
OG0000499	Prad.g_01673	Prac.g_01613
OG0000500	Prad.g_01672	Prac.g_01612
OG0000501	Prad.g_01670	Prac.g_01610
OG0000502	Prad.g_01667	Prac.g_01607
OG0000503	Prad.g_01657	Prac.g_01200
OG0000504	Prad.g_01656	Prac.g_01199
OG0000505	Prad.g_01655	Prac.g_01198
OG0000506	Prad.g_01653	Prac.g_01196
OG0000507	Prad.g_01650	Prac.g_01193
OG0000508	Prad.g_01646	Prac.g_01189
OG0000509	Prad.g_01644	Prac.g_01187
OG0000510	Prad.g_01643	Prac.g_01186
OG0000511	Prad.g_01642	Prac.g_01185
OG0000512	Prad.g_00760	Prac.g_01183
OG0000513	Prad.g_00753	Prac.g_01176
OG0000514	Prad.g_00671	Prac.g_01116
OG0000515	Prad.g_00670	Prac.g_01115
OG0000516	Prad.g_00669	Prac.g_01114
OG0000517	Prad.g_00667	Prac.g_01112
OG0000518	Prad.g_00061	Prac.g_01101
OG0000519	Prad.g_00060	Prac.g_01100
OG0000520	Prad.g_00059	Prac.g_01099
OG0000521	Prad.g_00054	Prac.g_01094
OG0000522	Prad.g_00052	Prac.g_01092
OG0000523	Prad.g_00051	Prac.g_01091
OG0000524	Prad.g_00045	Prac.g_01084
OG0000525	Prad.g_00042	Prac.g_01081
OG0000526	Prad.g_00041	Prac.g_01080
OG0000527	Prad.g_00034	Prac.g_01071
OG0000528	Prad.g_00029	Prac.g_01066
OG0000529	Prad.g_00026	Prac.g_01063
OG0000530	Prad.g_00023	Prac.g_01060
OG0000531	Prad.g_00022	Prac.g_01059
OG0000532	Prad.g_00020	Prac.g_01057
OG0000533	Prad.g_00019	Prac.g_01056
OG0000534	Prad.g_00018	Prac.g_01055
OG0000535	Prad.g_00017	Prac.g_01054
OG0000536	Prad.g_00016	Prac.g_01053
OG0000537	Prad.g_00015	Prac.g_01052
OG0000538	Prad.g_00129	Prac.g_00871
OG0000539	Prad.g_00128	Prac.g_00870
OG0000540	Prad.g_00127	Prac.g_00869
OG0000541	Prad.g_00126	Prac.g_00868
OG0000542	Prad.g_00124	Prac.g_00866
OG0000543	Prad.g_00122	Prac.g_00864
OG0000544	Prad.g_00121	Prac.g_00863
OG0000545	Prad.g_00119	Prac.g_00861
OG0000546	Prad.g_00116	Prac.g_00858
OG0000547	Prad.g_00114	Prac.g_00857
OG0000548	Prad.g_00113	Prac.g_00856
OG0000549	Prad.g_00111	Prac.g_00854
OG0000550	Prad.g_00106	Prac.g_00849
OG0000551	Prad.g_00102	Prac.g_00845
OG0000552	Prad.g_00101	Prac.g_00844
OG0000553	Prad.g_00100	Prac.g_00843
OG0000554	Prad.g_00095	Prac.g_00838
OG0000555	Prad.g_01332	Prac.g_00830
OG0000556	Prad.g_01334	Prac.g_00828
OG0000557	Prad.g_01335	Prac.g_00827
OG0000558	Prad.g_01337	Prac.g_00825
OG0000559	Prad.g_01341	Prac.g_00821
OG0000560	Prad.g_01344	Prac.g_00818
OG0000561	Prad.g_01345	Prac.g_00817
OG0000562	Prad.g_01346	Prac.g_00816
OG0000563	Prad.g_01347	Prac.g_00815
OG0000564	Prad.g_01348	Prac.g_00814
