Orthogroup	Prad	Syag
OG0000136	Prad.g_00066	Syag.g_00038
OG0000137	Prad.g_00032	Syag.g_01356
OG0000138	Prad.g_00012	Syag.g_01511
OG0000139	Prad.g_00092	Syag.g_01448
OG0000140	Prad.g_00091	Syag.g_01446
OG0000141	Prad.g_01396	Syag.g_00351
OG0000142	Prad.g_01424	Syag.g_00410
OG0000143	Prad.g_01428	Syag.g_00414
OG0000144	Prad.g_01226	Syag.g_00493
OG0000145	Prad.g_01107	Syag.g_01504
OG0000146	Prad.g_01110	Syag.g_00800
OG0000147	Prad.g_01111	Syag.g_00799
OG0000148	Prad.g_01162	Syag.g_00693
OG0000149	Prad.g_00301	Syag.g_00731
OG0000150	Prad.g_00293	Syag.g_00352
OG0000151	Prad.g_00235	Syag.g_00623
OG0000152	Prad.g_00186	Syag.g_00810
OG0000153	Prad.g_00167	Syag.g_00845
OG0000154	Prad.g_00139	Syag.g_00870
OG0000155	Prad.g_01476	Syag.g_01107
OG0000156	Prad.g_00359	Syag.g_01166
OG0000157	Prad.g_00360	Syag.g_01167
OG0000158	Prad.g_00567	Syag.g_02422
OG0000160	Prad.g_00514	Syag.g_01415
OG0000161	Prad.g_00508	Syag.g_01409
OG0000162	Prad.g_00502	Syag.g_01402
OG0000163	Prad.g_00467	Syag.g_01618
OG0000164	Prad.g_00917	Syag.g_01725
OG0000165	Prad.g_00910	Syag.g_01733
OG0000166	Prad.g_00843	Syag.g_02733
OG0000167	Prad.g_00777	Syag.g_02437
OG0000168	Prad.g_00767	Syag.g_02417
OG0000169	Prad.g_01637	Syag.g_02405
OG0000170	Prad.g_01635	Syag.g_02398
OG0000171	Prad.g_01617	Syag.g_02368
OG0000172	Prad.g_01609	Syag.g_02360
OG0000173	Prad.g_01594	Syag.g_02337
OG0000174	Prad.g_01566	Syag.g_02175
OG0000175	Prad.g_01556	Syag.g_02240
OG0000176	Prad.g_01532	Syag.g_02276
OG0000177	Prad.g_01531	Syag.g_02277
OG0000178	Prad.g_01530	Syag.g_02278
OG0000179	Prad.g_01970	Syag.g_02293
OG0000180	Prad.g_01969	Syag.g_02294
OG0000181	Prad.g_01968	Syag.g_02295
OG0000182	Prad.g_01967	Syag.g_02296
OG0000183	Prad.g_01963	Syag.g_02300
OG0000184	Prad.g_01940	Syag.g_02110
OG0000185	Prad.g_01937	Syag.g_02092
OG0000186	Prad.g_01929	Syag.g_01815
OG0000187	Prad.g_01928	Syag.g_01816
OG0000188	Prad.g_01911	Syag.g_01839
OG0000189	Prad.g_01897	Syag.g_01872
OG0000190	Prad.g_01896	Syag.g_01874
OG0000191	Prad.g_01876	Syag.g_01909
OG0000192	Prad.g_01872	Syag.g_01915
OG0000193	Prad.g_01845	Syag.g_01952
OG0000194	Prad.g_01842	Syag.g_01955
OG0000195	Prad.g_01840	Syag.g_01957
OG0000196	Prad.g_01830	Syag.g_01968
OG0000197	Prad.g_01829	Syag.g_01969
OG0000198	Prad.g_01828	Syag.g_00108, Syag.g_01971
OG0000199	Prad.g_01821	Syag.g_01979
OG0000200	Prad.g_01807	Syag.g_01996
OG0000201	Prad.g_01799	Syag.g_02019
OG0000202	Prad.g_01798	Syag.g_02024
OG0000203	Prad.g_01797	Syag.g_02025
OG0000204	Prad.g_01796	Syag.g_02020, Syag.g_02026
OG0000205	Prad.g_01789	Syag.g_02035
OG0000206	Prad.g_01784	Syag.g_02047
OG0000207	Prad.g_01782	Syag.g_02051
OG0000208	Prad.g_01781	Syag.g_02052
OG0000209	Prad.g_01772	Syag.g_02069
OG0000210	Prad.g_01771	Syag.g_02070
OG0000212	Prad.g_01751	Syag.g_01777
OG0000213	Prad.g_01734	Syag.g_02632
OG0000214	Prad.g_01724	Syag.g_02615
OG0000215	Prad.g_01699	Syag.g_02584
OG0000216	Prad.g_01697	Syag.g_02580
OG0000217	Prad.g_01694	Syag.g_02576
OG0000218	Prad.g_01692	Syag.g_02574
OG0000219	Prad.g_01691	Syag.g_02573
OG0000220	Prad.g_01690	Syag.g_02572
OG0000221	Prad.g_01689	Syag.g_02566
OG0000222	Prad.g_01681	Syag.g_02550
OG0000223	Prad.g_01668	Syag.g_02475
OG0000224	Prad.g_01666	Syag.g_02471
OG0000225	Prad.g_01645	Syag.g_02861
OG0000226	Prad.g_00761	Syag.g_02865
OG0000227	Prad.g_00759	Syag.g_02867
OG0000228	Prad.g_00756	Syag.g_00004
OG0000229	Prad.g_00666	Syag.g_00033
OG0000230	Prad.g_00069	Syag.g_00035
OG0000231	Prad.g_00058	Syag.g_00048
OG0000232	Prad.g_00049	Syag.g_00059
OG0000233	Prad.g_00043	Syag.g_01330
OG0000234	Prad.g_00031	Syag.g_01358
OG0000235	Prad.g_00028	Syag.g_01529
OG0000236	Prad.g_00014	Syag.g_01513
OG0000237	Prad.g_00123	Syag.g_01495
OG0000238	Prad.g_00117	Syag.g_01490
OG0000239	Prad.g_00104	Syag.g_01472
OG0000240	Prad.g_00103	Syag.g_01471
OG0000241	Prad.g_00099	Syag.g_00396
OG0000242	Prad.g_00097	Syag.g_01456
OG0000243	Prad.g_01333	Syag.g_00255
OG0000244	Prad.g_01336	Syag.g_00268
OG0000245	Prad.g_01338	Syag.g_00270
OG0000246	Prad.g_01342	Syag.g_00274
OG0000247	Prad.g_01352	Syag.g_00286
OG0000248	Prad.g_01354	Syag.g_00289
OG0000249	Prad.g_01356	Syag.g_00291
OG0000250	Prad.g_01361	Syag.g_00299
OG0000251	Prad.g_01380	Syag.g_00328
OG0000252	Prad.g_01383	Syag.g_00331
OG0000253	Prad.g_01384	Syag.g_00333
OG0000254	Prad.g_01400	Syag.g_00356
OG0000255	Prad.g_01406	Syag.g_00369
OG0000256	Prad.g_01416	Syag.g_00385
OG0000257	Prad.g_01419	Syag.g_00395
OG0000258	Prad.g_01432	Syag.g_00423
OG0000259	Prad.g_01234	Syag.g_00560
OG0000260	Prad.g_01237	Syag.g_00570
OG0000261	Prad.g_01239	Syag.g_00581
OG0000262	Prad.g_01243	Syag.g_00586
OG0000263	Prad.g_01255	Syag.g_01079
OG0000264	Prad.g_01265	Syag.g_01011
OG0000265	Prad.g_01049	Syag.g_01021
OG0000266	Prad.g_01059	Syag.g_00907
OG0000267	Prad.g_01070	Syag.g_00762
OG0000268	Prad.g_01071	Syag.g_00763
OG0000269	Prad.g_01141	Syag.g_00662
OG0000270	Prad.g_01144	Syag.g_00665
OG0000271	Prad.g_01152	Syag.g_00673
OG0000274	Prad.g_01177	Syag.g_00714
OG0000275	Prad.g_01180	Syag.g_00717
OG0000276	Prad.g_01185	Syag.g_00723
OG0000277	Prad.g_00308	Syag.g_00724
OG0000278	Prad.g_00305	Syag.g_00727
OG0000279	Prad.g_00298	Syag.g_00735
OG0000280	Prad.g_00297	Syag.g_00741
OG0000281	Prad.g_00292	Syag.g_00572
OG0000282	Prad.g_00243	Syag.g_00611
OG0000283	Prad.g_00209	Syag.g_00775
OG0000284	Prad.g_00204	Syag.g_00780
OG0000285	Prad.g_00199	Syag.g_00791
OG0000286	Prad.g_00187	Syag.g_00809
OG0000287	Prad.g_00170	Syag.g_00838
OG0000288	Prad.g_00140	Syag.g_00869
OG0000289	Prad.g_01035	Syag.g_00884
OG0000290	Prad.g_01021	Syag.g_00970
OG0000291	Prad.g_01019	Syag.g_00972
OG0000292	Prad.g_00972	Syag.g_02265
OG0000293	Prad.g_01505	Syag.g_01155
OG0000294	Prad.g_01504	Syag.g_01154
OG0000295	Prad.g_01484	Syag.g_01115
OG0000296	Prad.g_01482	Syag.g_01113
OG0000297	Prad.g_01474	Syag.g_01099
OG0000298	Prad.g_01473	Syag.g_01098
OG0000299	Prad.g_01455	Syag.g_01067
OG0000301	Prad.g_01451	Syag.g_01061
OG0000302	Prad.g_01449	Syag.g_01060
OG0000303	Prad.g_01442	Syag.g_01048
OG0000304	Prad.g_01438	Syag.g_01041
OG0000305	Prad.g_00602	Syag.g_00977
OG0000306	Prad.g_00599	Syag.g_00460
OG0000307	Prad.g_00585	Syag.g_01546
OG0000308	Prad.g_00584	Syag.g_01548
OG0000309	Prad.g_00580	Syag.g_01553
OG0000310	Prad.g_00530	Syag.g_01291
OG0000311	Prad.g_00528	Syag.g_01300
OG0000312	Prad.g_00525	Syag.g_01434
OG0000313	Prad.g_00511	Syag.g_00966, Syag.g_01412
OG0000314	Prad.g_00487	Syag.g_01380
OG0000315	Prad.g_00477	Syag.g_01369
OG0000316	Prad.g_00457	Syag.g_01641
OG0000317	Prad.g_00943	Syag.g_01684
OG0000318	Prad.g_00940	Syag.g_01688
OG0000319	Prad.g_00927	Syag.g_01710
OG0000320	Prad.g_00925	Syag.g_01712
OG0000321	Prad.g_00924	Syag.g_01713
OG0000322	Prad.g_00923	Syag.g_01714
OG0000323	Prad.g_00914	Syag.g_01728
OG0000324	Prad.g_00887	Syag.g_01757
OG0000325	Prad.g_00878	Syag.g_02690
OG0000326	Prad.g_00872	Syag.g_02698
OG0000327	Prad.g_00848	Syag.g_02728
OG0000328	Prad.g_00847	Syag.g_02729
OG0000329	Prad.g_00830	Syag.g_02747
OG0000330	Prad.g_00829	Syag.g_02748
OG0000331	Prad.g_00828	Syag.g_02749
OG0000332	Prad.g_00814	Syag.g_02764
OG0000333	Prad.g_00812	Syag.g_02767
OG0000334	Prad.g_00804	Syag.g_02777
OG0000335	Prad.g_00799	Syag.g_02782
OG0000336	Prad.g_00795	Syag.g_02786
OG0000337	Prad.g_00779	Syag.g_02445
OG0000338	Prad.g_00778	Syag.g_02440
OG0000340	Prad.g_00766, Prad.g_01294	Syag.g_02416
OG0000341	Prad.g_00764	Syag.g_02414
OG0000342	Prad.g_00763	Syag.g_02413
OG0000343	Prad.g_00762	Syag.g_02411
OG0000344	Prad.g_01639	Syag.g_02407
OG0000345	Prad.g_01634	Syag.g_02397
OG0000346	Prad.g_01630	Syag.g_02392
OG0000347	Prad.g_01615	Syag.g_02366
OG0000348	Prad.g_01606	Syag.g_02357
OG0000349	Prad.g_01589	Syag.g_02330
OG0000350	Prad.g_01570	Syag.g_02705
OG0000351	Prad.g_01553	Syag.g_02244
OG0000352	Prad.g_01552	Syag.g_02245
OG0000353	Prad.g_01537	Syag.g_02271
OG0000354	Prad.g_01041	Syag.g_02291
OG0000355	Prad.g_01535	Syag.g_02273
OG0000356	Prad.g_01534	Syag.g_02274
OG0000357	Prad.g_01533	Syag.g_02275
OG0000358	Prad.g_01529	Syag.g_02279
OG0000359	Prad.g_01528	Syag.g_02281
OG0000360	Prad.g_01527	Syag.g_02282
OG0000361	Prad.g_01976	Syag.g_02283
OG0000362	Prad.g_01974	Syag.g_02285
OG0000363	Prad.g_01972	Syag.g_02287
OG0000364	Prad.g_01971	Syag.g_02288
OG0000365	Prad.g_01966	Syag.g_02297
OG0000366	Prad.g_01965	Syag.g_02298
OG0000367	Prad.g_01964	Syag.g_02299
OG0000368	Prad.g_01962	Syag.g_02301
OG0000369	Prad.g_01961	Syag.g_02302
OG0000370	Prad.g_01960	Syag.g_02303
OG0000371	Prad.g_01954	Syag.g_02312
OG0000372	Prad.g_01951	Syag.g_02317
OG0000373	Prad.g_01950	Syag.g_02318
OG0000374	Prad.g_01949	Syag.g_02319
OG0000375	Prad.g_01947	Syag.g_02326
OG0000376	Prad.g_01945	Syag.g_02328
OG0000377	Prad.g_01941	Syag.g_02119
OG0000378	Prad.g_01939	Syag.g_02099
OG0000379	Prad.g_01936	Syag.g_02091
OG0000380	Prad.g_01927	Syag.g_01817
OG0000381	Prad.g_01923	Syag.g_01820
OG0000382	Prad.g_01912	Syag.g_01838
OG0000383	Prad.g_01910	Syag.g_01843
OG0000384	Prad.g_01909	Syag.g_01844
OG0000385	Prad.g_01908	Syag.g_01845
OG0000386	Prad.g_01907	Syag.g_01846
OG0000387	Prad.g_01894	Syag.g_01876
OG0000388	Prad.g_01891	Syag.g_01880
OG0000389	Prad.g_01887	Syag.g_01884
OG0000390	Prad.g_00011, Prad.g_01880	Syag.g_01903
OG0000391	Prad.g_01877	Syag.g_01908
OG0000392	Prad.g_01873	Syag.g_01914
OG0000393	Prad.g_01871	Syag.g_01917
OG0000394	Prad.g_01870	Syag.g_01918
OG0000395	Prad.g_01869	Syag.g_01919
OG0000396	Prad.g_01866	Syag.g_01922
OG0000397	Prad.g_01864	Syag.g_01924
OG0000398	Prad.g_01862	Syag.g_01929
OG0000399	Prad.g_01861	Syag.g_01930
OG0000400	Prad.g_01860	Syag.g_01931
OG0000401	Prad.g_01859	Syag.g_01932
OG0000402	Prad.g_01857	Syag.g_01934
OG0000403	Prad.g_01856	Syag.g_01935
OG0000404	Prad.g_01855	Syag.g_01937
OG0000405	Prad.g_01851	Syag.g_01949
OG0000406	Prad.g_01844	Syag.g_01953
OG0000407	Prad.g_01843	Syag.g_01954
OG0000408	Prad.g_01841	Syag.g_01956
OG0000409	Prad.g_01839	Syag.g_01958
OG0000410	Prad.g_01838	Syag.g_01959
OG0000411	Prad.g_01837	Syag.g_01960
OG0000412	Prad.g_01836	Syag.g_01961
OG0000413	Prad.g_01835	Syag.g_01963
OG0000414	Prad.g_01834	Syag.g_01964
OG0000415	Prad.g_01833	Syag.g_01965
OG0000416	Prad.g_01832	Syag.g_01966
OG0000417	Prad.g_01831	Syag.g_01967
OG0000418	Prad.g_01826	Syag.g_01973
OG0000419	Prad.g_01824	Syag.g_01975
OG0000420	Prad.g_01823	Syag.g_01977
OG0000421	Prad.g_01818	Syag.g_01982
OG0000422	Prad.g_01817	Syag.g_01983
OG0000423	Prad.g_01816	Syag.g_01984
OG0000424	Prad.g_01815	Syag.g_01985
OG0000425	Prad.g_01814	Syag.g_01986
OG0000426	Prad.g_01813	Syag.g_01987
OG0000427	Prad.g_01812	Syag.g_01988
OG0000428	Prad.g_01810	Syag.g_01991
OG0000429	Prad.g_01809	Syag.g_01993
OG0000430	Prad.g_01808	Syag.g_01995
OG0000431	Prad.g_01806	Syag.g_01998
OG0000432	Prad.g_01803	Syag.g_02007
OG0000433	Prad.g_01802	Syag.g_02009
OG0000434	Prad.g_01801	Syag.g_02010
OG0000435	Prad.g_01800	Syag.g_02017
OG0000436	Prad.g_01795	Syag.g_02028
OG0000437	Prad.g_01794	Syag.g_02029
OG0000438	Prad.g_01793	Syag.g_02031
OG0000439	Prad.g_01791	Syag.g_02033
OG0000440	Prad.g_01790	Syag.g_02034
OG0000441	Prad.g_01787	Syag.g_02041
OG0000442	Prad.g_01786	Syag.g_02044
OG0000443	Prad.g_01785	Syag.g_02046
OG0000444	Prad.g_01780	Syag.g_02053
OG0000445	Prad.g_01779	Syag.g_02054
OG0000446	Prad.g_01778	Syag.g_02056
OG0000447	Prad.g_01777	Syag.g_02059
OG0000448	Prad.g_01776	Syag.g_02060
OG0000449	Prad.g_01775	Syag.g_02061
OG0000450	Prad.g_01774	Syag.g_02066
OG0000451	Prad.g_01773	Syag.g_02067
OG0000452	Prad.g_01770	Syag.g_02071
OG0000453	Prad.g_01769	Syag.g_02072
OG0000454	Prad.g_01768	Syag.g_02073
OG0000455	Prad.g_01767	Syag.g_02074
OG0000456	Prad.g_01766	Syag.g_02075
OG0000457	Prad.g_01765	Syag.g_02077
OG0000458	Prad.g_01764	Syag.g_02080
OG0000459	Prad.g_01763	Syag.g_02081
OG0000460	Prad.g_01756	Syag.g_01786
OG0000461	Prad.g_01749	Syag.g_02675
OG0000462	Prad.g_01747	Syag.g_02672
OG0000463	Prad.g_01746	Syag.g_02671
OG0000464	Prad.g_01745	Syag.g_02670
OG0000465	Prad.g_01744	Syag.g_02668
OG0000466	Prad.g_01741	Syag.g_02662
OG0000467	Prad.g_01740	Syag.g_02660
OG0000468	Prad.g_01738	Syag.g_02636
OG0000469	Prad.g_01729	Syag.g_02621
OG0000470	Prad.g_01727	Syag.g_02619
OG0000471	Prad.g_01726	Syag.g_02618
OG0000472	Prad.g_01725	Syag.g_02616
OG0000473	Prad.g_01723	Syag.g_02614
OG0000474	Prad.g_01722	Syag.g_02613
OG0000475	Prad.g_01721	Syag.g_02612
OG0000476	Prad.g_01720	Syag.g_02610
OG0000477	Prad.g_01716	Syag.g_02604
OG0000478	Prad.g_01715	Syag.g_02603
OG0000479	Prad.g_01714	Syag.g_02602
OG0000480	Prad.g_01709	Syag.g_02595
OG0000481	Prad.g_01707	Syag.g_02593
OG0000482	Prad.g_01706	Syag.g_02592
OG0000483	Prad.g_01703	Syag.g_02588
OG0000484	Prad.g_01702	Syag.g_02587
OG0000485	Prad.g_01701	Syag.g_02586
OG0000486	Prad.g_01700	Syag.g_02585
OG0000487	Prad.g_01696	Syag.g_02579
OG0000488	Prad.g_01693	Syag.g_02575
OG0000489	Prad.g_01688	Syag.g_02565
OG0000490	Prad.g_01683	Syag.g_02553
OG0000491	Prad.g_01682	Syag.g_02551
OG0000492	Prad.g_01680	Syag.g_02549
OG0000493	Prad.g_01679	Syag.g_02548
OG0000494	Prad.g_01678	Syag.g_02547
OG0000495	Prad.g_01677	Syag.g_02546
OG0000496	Prad.g_01676	Syag.g_02545
OG0000497	Prad.g_01675	Syag.g_02544
OG0000498	Prad.g_01674	Syag.g_02543
OG0000499	Prad.g_01673	Syag.g_02542
OG0000500	Prad.g_01672	Syag.g_02541
OG0000501	Prad.g_01670	Syag.g_02538
OG0000502	Prad.g_01667	Syag.g_02467
OG0000503	Prad.g_01657	Syag.g_02843
OG0000504	Prad.g_01656	Syag.g_02845
OG0000505	Prad.g_01655	Syag.g_02846
OG0000506	Prad.g_01653	Syag.g_02849
OG0000507	Prad.g_01650	Syag.g_02855
OG0000508	Prad.g_01646	Syag.g_02860
OG0000509	Prad.g_01644	Syag.g_02862
OG0000510	Prad.g_01643	Syag.g_02863
OG0000511	Prad.g_01642	Syag.g_02864
OG0000512	Prad.g_00760	Syag.g_02866
OG0000513	Prad.g_00753	Syag.g_00009
OG0000514	Prad.g_00671	Syag.g_00018
OG0000515	Prad.g_00670	Syag.g_00019
OG0000516	Prad.g_00669	Syag.g_00025
OG0000517	Prad.g_00667	Syag.g_00032
OG0000518	Prad.g_00061	Syag.g_00044
OG0000519	Prad.g_00060	Syag.g_00045
OG0000520	Prad.g_00059	Syag.g_00046
OG0000521	Prad.g_00054	Syag.g_00054
OG0000522	Prad.g_00052	Syag.g_00056
OG0000523	Prad.g_00051	Syag.g_00057
OG0000524	Prad.g_00045	Syag.g_01327
OG0000525	Prad.g_00042	Syag.g_01345
OG0000526	Prad.g_00041	Syag.g_01348
OG0000527	Prad.g_00034	Syag.g_01354
OG0000528	Prad.g_00029	Syag.g_01532
OG0000529	Prad.g_00026	Syag.g_01527
OG0000530	Prad.g_00023	Syag.g_01524
OG0000531	Prad.g_00022	Syag.g_01523
OG0000532	Prad.g_00020	Syag.g_01520
OG0000533	Prad.g_00019	Syag.g_01518
OG0000534	Prad.g_00018	Syag.g_01517
OG0000535	Prad.g_00017	Syag.g_01516
OG0000536	Prad.g_00016	Syag.g_01515
OG0000537	Prad.g_00015	Syag.g_01514
OG0000538	Prad.g_00129	Syag.g_01502
OG0000539	Prad.g_00128	Syag.g_01501
OG0000540	Prad.g_00127	Syag.g_01500
OG0000541	Prad.g_00126	Syag.g_01499
OG0000542	Prad.g_00124	Syag.g_01496
OG0000543	Prad.g_00122	Syag.g_01494
OG0000544	Prad.g_00121	Syag.g_01493
OG0000545	Prad.g_00119	Syag.g_01491
OG0000546	Prad.g_00116	Syag.g_01489
OG0000547	Prad.g_00114	Syag.g_01487
OG0000548	Prad.g_00113	Syag.g_01486
OG0000549	Prad.g_00111	Syag.g_01480
OG0000550	Prad.g_00106	Syag.g_01474
OG0000551	Prad.g_00102	Syag.g_01470
OG0000552	Prad.g_00101	Syag.g_01469
OG0000553	Prad.g_00100	Syag.g_01464
OG0000554	Prad.g_00095	Syag.g_01453
OG0000555	Prad.g_01332	Syag.g_00075
OG0000556	Prad.g_01334	Syag.g_00257
OG0000557	Prad.g_01335	Syag.g_00267
OG0000558	Prad.g_01337	Syag.g_00269
OG0000559	Prad.g_01341	Syag.g_00273
OG0000560	Prad.g_01344	Syag.g_00276
OG0000561	Prad.g_01345	Syag.g_00277
OG0000562	Prad.g_01346	Syag.g_00278
OG0000563	Prad.g_01347	Syag.g_00279
OG0000564	Prad.g_01348	Syag.g_00280
OG0000565	Prad.g_01351	Syag.g_00284
OG0000566	Prad.g_01353	Syag.g_00288
OG0000567	Prad.g_01357	Syag.g_00292
OG0000568	Prad.g_01358	Syag.g_00295
OG0000569	Prad.g_01359	Syag.g_00296
OG0000570	Prad.g_01360	Syag.g_00297
OG0000571	Prad.g_01362	Syag.g_00301
OG0000572	Prad.g_01375	Syag.g_00251, Syag.g_00320
OG0000573	Prad.g_01381	Syag.g_00329
OG0000574	Prad.g_01382	Syag.g_00330
OG0000575	Prad.g_01386	Syag.g_00335
OG0000576	Prad.g_01388	Syag.g_00337
OG0000577	Prad.g_01389	Syag.g_00338
OG0000578	Prad.g_01390	Syag.g_00339
OG0000579	Prad.g_01391	Syag.g_00340
OG0000580	Prad.g_01392	Syag.g_00341
OG0000581	Prad.g_01394	Syag.g_00348
OG0000582	Prad.g_01397	Syag.g_00353
OG0000583	Prad.g_01398	Syag.g_00354
OG0000584	Prad.g_01399	Syag.g_00355
OG0000585	Prad.g_01401	Syag.g_00357
OG0000586	Prad.g_01402	Syag.g_00358
OG0000587	Prad.g_01403	Syag.g_00360
OG0000588	Prad.g_01407	Syag.g_00371
OG0000589	Prad.g_01410	Syag.g_00375
OG0000590	Prad.g_01411	Syag.g_00376
OG0000591	Prad.g_01414	Syag.g_00383
OG0000592	Prad.g_01415	Syag.g_00384
OG0000593	Prad.g_01421	Syag.g_00406
