Orthogroup	Syab	Praa
OG0000057	Syab.g_01200	Praa.g_00698
OG0000058	Syab.g_00227	Praa.g_01425
OG0000059	Syab.g_00397	Praa.g_01723
OG0000061	Syab.g_00171	Praa.g_01415
OG0000061	Syab.g_00969	Praa.g_01159
OG0000062	Syab.g_02234	Praa.g_01555
OG0000063	Syab.g_00040	Praa.g_00033
OG0000065	Syab.g_02500, Syab.g_01768	Praa.g_00107
OG0000066	Syab.g_01516, Syab.g_02031	Praa.g_00539
OG0000067	Syab.g_01659	Praa.g_00803
OG0000068	Syab.g_02087	Praa.g_01366
OG0000070	Syab.g_00614	Praa.g_00449
OG0000071	Syab.g_00915	Praa.g_01318
OG0000072	Syab.g_02593	Praa.g_00171
OG0000073	Syab.g_02119	Praa.g_00499
OG0000075	Syab.g_00202	Praa.g_01808
OG0000076	Syab.g_00113	Praa.g_01832
OG0000077	Syab.g_02446	Praa.g_00078
OG0000078	Syab.g_02366	Praa.g_00239
OG0000079	Syab.g_00340	Praa.g_00252
OG0000080	Syab.g_00140	Praa.g_01392, Praa.g_01390
OG0000081	Syab.g_01793	Praa.g_00531
OG0000082	Syab.g_01971	Praa.g_00585
OG0000084	Syab.g_00781	Praa.g_01472
OG0000085	Syab.g_02243	Praa.g_01628
OG0000086	Syab.g_02468	Praa.g_00088
OG0000087	Syab.g_02551	Praa.g_00139
OG0000088	Syab.g_02586	Praa.g_00166
OG0000089	Syab.g_00551	Praa.g_00355
OG0000090	Syab.g_02041	Praa.g_00533
OG0000091	Syab.g_01866	Praa.g_00642
OG0000093	Syab.g_01582	Praa.g_00932
OG0000094	Syab.g_01306	Praa.g_01020
OG0000095	Syab.g_01210	Praa.g_01039
OG0000097	Syab.g_01051	Praa.g_01200
OG0000098	Syab.g_01553	Praa.g_01348
OG0000099	Syab.g_00230	Praa.g_01394
OG0000100	Syab.g_01694	Praa.g_01551
OG0000101	Syab.g_00446	Praa.g_01775
OG0000102	Syab.g_00104	Praa.g_01837
OG0000103	Syab.g_02895, Syab.g_01296	Praa.g_01916
OG0000104	Syab.g_02910	Praa.g_01924
OG0000105	Syab.g_00303	Praa.g_00274
OG0000106	Syab.g_01817	Praa.g_00369
OG0000107	Syab.g_00367	Praa.g_00383
OG0000108	Syab.g_02096	Praa.g_00480
OG0000109	Syab.g_02112	Praa.g_00494
OG0000110	Syab.g_01984	Praa.g_00575
OG0000111	Syab.g_01201	Praa.g_00699
OG0000112	Syab.g_01392	Praa.g_00766
OG0000113	Syab.g_01689	Praa.g_00826
OG0000114	Syab.g_02656, Syab.g_01633	Praa.g_00907
OG0000115	Syab.g_00748	Praa.g_01101
OG0000116	Syab.g_00945	Praa.g_01150
OG0000117	Syab.g_01018	Praa.g_01255
OG0000118	Syab.g_00897	Praa.g_01330
OG0000120	Syab.g_00229	Praa.g_01387
OG0000121	Syab.g_00772	Praa.g_01478
OG0000122	Syab.g_01839	Praa.g_01516
OG0000123	Syab.g_00454	Praa.g_01782
OG0000124	Syab.g_00088	Praa.g_01848
OG0000125	Syab.g_02763	Praa.g_01885
OG0000126	Syab.g_02908	Praa.g_01923
OG0000128	Syab.g_00012	Praa.g_00011
OG0000129	Syab.g_02749	Praa.g_00044
OG0000130	Syab.g_02434	Praa.g_00069
OG0000131	Syab.g_02564	Praa.g_00145
OG0000132	Syab.g_02584	Praa.g_00164
OG0000133	Syab.g_01387	Praa.g_00322
OG0000134	Syab.g_00554	Praa.g_00356
OG0000135	Syab.g_02815	Praa.g_00381
OG0000136	Syab.g_00588	Praa.g_00440
OG0000137	Syab.g_00697	Praa.g_00475
OG0000138	Syab.g_02113	Praa.g_00495
OG0000139	Syab.g_02035	Praa.g_00537
OG0000140	Syab.g_02033	Praa.g_00538
OG0000141	Syab.g_01931	Praa.g_00607
OG0000142	Syab.g_01524, Syab.g_01873	Praa.g_00635
OG0000143	Syab.g_01870	Praa.g_00639
OG0000144	Syab.g_01757	Praa.g_00652
OG0000145	Syab.g_02120	Praa.g_00764
OG0000146	Syab.g_01393	Praa.g_00767
OG0000147	Syab.g_01394	Praa.g_00768
OG0000148	Syab.g_01682, Syab.g_01683	Praa.g_00820
OG0000149	Syab.g_01720	Praa.g_00851
OG0000150	Syab.g_01930	Praa.g_00859
OG0000151	Syab.g_01612	Praa.g_00917
OG0000152	Syab.g_01383	Praa.g_00964
OG0000153	Syab.g_01343	Praa.g_00983
OG0000154	Syab.g_01317	Praa.g_01013
OG0000155	Syab.g_01009	Praa.g_01179
OG0000156	Syab.g_00933	Praa.g_01307
OG0000157	Syab.g_00932	Praa.g_01308
OG0000158	Syab.g_00161	Praa.g_01395
OG0000160	Syab.g_00774	Praa.g_01477
OG0000161	Syab.g_00766	Praa.g_01483
OG0000162	Syab.g_00755	Praa.g_01489
OG0000163	Syab.g_02173	Praa.g_01523
OG0000164	Syab.g_02307	Praa.g_01659
OG0000165	Syab.g_02316	Praa.g_01667
OG0000166	Syab.g_00407	Praa.g_01739
OG0000167	Syab.g_00205	Praa.g_01806
OG0000168	Syab.g_00136	Praa.g_01816
OG0000169	Syab.g_00125	Praa.g_01826
OG0000170	Syab.g_00118	Praa.g_01828
OG0000171	Syab.g_00089	Praa.g_01847
OG0000172	Syab.g_00080	Praa.g_01856
OG0000173	Syab.g_00061	Praa.g_01871
OG0000174	Syab.g_02819	Praa.g_01898
OG0000175	Syab.g_02876	Praa.g_01908
OG0000176	Syab.g_00004	Praa.g_00004
OG0000177	Syab.g_00005	Praa.g_00005
OG0000178	Syab.g_00006	Praa.g_00006
OG0000179	Syab.g_00022	Praa.g_00016
OG0000180	Syab.g_00023	Praa.g_00017
OG0000181	Syab.g_00024	Praa.g_00018
OG0000182	Syab.g_00025	Praa.g_00019
OG0000183	Syab.g_00029	Praa.g_00023
OG0000184	Syab.g_02738	Praa.g_00046
OG0000185	Syab.g_02715	Praa.g_00049
OG0000186	Syab.g_02430	Praa.g_00064
OG0000187	Syab.g_02431	Praa.g_00065
OG0000188	Syab.g_02454	Praa.g_00082
OG0000189	Syab.g_02487	Praa.g_00096
OG0000190	Syab.g_00190, Syab.g_00139	Praa.g_00097
OG0000191	Syab.g_02522	Praa.g_00117
OG0000192	Syab.g_02528	Praa.g_00121
OG0000193	Syab.g_02565	Praa.g_00146
OG0000194	Syab.g_02568	Praa.g_00149
OG0000195	Syab.g_02570	Praa.g_00151
OG0000196	Syab.g_02581	Praa.g_00161
OG0000197	Syab.g_02582	Praa.g_00162
OG0000198	Syab.g_02583	Praa.g_00163
OG0000199	Syab.g_02591	Praa.g_00170
OG0000200	Syab.g_02611	Praa.g_00184
OG0000201	Syab.g_02628	Praa.g_00192
OG0000202	Syab.g_02629	Praa.g_00193
OG0000203	Syab.g_02630	Praa.g_00194
OG0000204	Syab.g_02631	Praa.g_00195
OG0000205	Syab.g_02638	Praa.g_00202
OG0000206	Syab.g_02674	Praa.g_00207
OG0000207	Syab.g_02677	Praa.g_00209
OG0000208	Syab.g_02678	Praa.g_00210
OG0000209	Syab.g_02698	Praa.g_00219
OG0000210	Syab.g_02699	Praa.g_00220
OG0000211	Syab.g_02374	Praa.g_00233
OG0000212	Syab.g_02365	Praa.g_00240
OG0000213	Syab.g_00332	Praa.g_00257
OG0000214	Syab.g_00312	Praa.g_00267
OG0000215	Syab.g_00281	Praa.g_00292
OG0000216	Syab.g_00277	Praa.g_00294
OG0000217	Syab.g_00273	Praa.g_00297
OG0000218	Syab.g_00271	Praa.g_00299
OG0000219	Syab.g_00270	Praa.g_00300
OG0000220	Syab.g_00269	Praa.g_00301
OG0000221	Syab.g_00257	Praa.g_00302
OG0000222	Syab.g_00244	Praa.g_00310
OG0000223	Syab.g_00226	Praa.g_00323
OG0000224	Syab.g_00223	Praa.g_00325
OG0000225	Syab.g_00538	Praa.g_00345
OG0000226	Syab.g_00542	Praa.g_00349
OG0000227	Syab.g_00544	Praa.g_00351
OG0000228	Syab.g_00550	Praa.g_00354
OG0000229	Syab.g_00583	Praa.g_00436
OG0000230	Syab.g_00585	Praa.g_00437
OG0000231	Syab.g_00613	Praa.g_00448
OG0000232	Syab.g_00631	Praa.g_00457
OG0000233	Syab.g_00645	Praa.g_00463
OG0000234	Syab.g_00699	Praa.g_00476
OG0000235	Syab.g_02095	Praa.g_00479
OG0000236	Syab.g_02111	Praa.g_00493
OG0000237	Syab.g_02129	Praa.g_00506
OG0000238	Syab.g_02134	Praa.g_00512
OG0000239	Syab.g_02151	Praa.g_00525
OG0000240	Syab.g_02152	Praa.g_00526
OG0000241	Syab.g_01884	Praa.g_00530
OG0000242	Syab.g_02043	Praa.g_00532
OG0000243	Syab.g_02025	Praa.g_00544
OG0000244	Syab.g_02017	Praa.g_00547
OG0000245	Syab.g_02015	Praa.g_00549
OG0000246	Syab.g_02011	Praa.g_00553
OG0000247	Syab.g_01999	Praa.g_00563
OG0000248	Syab.g_01996	Praa.g_00565
OG0000249	Syab.g_01994	Praa.g_00567
OG0000250	Syab.g_01988	Praa.g_00572
OG0000251	Syab.g_01961	Praa.g_00591
OG0000252	Syab.g_01958	Praa.g_00594
OG0000253	Syab.g_01956	Praa.g_00595
OG0000254	Syab.g_01925	Praa.g_00611
OG0000255	Syab.g_01912	Praa.g_00617
OG0000256	Syab.g_01890	Praa.g_00627
OG0000257	Syab.g_01885	Praa.g_00630
OG0000258	Syab.g_01861	Praa.g_00643
OG0000259	Syab.g_01538	Praa.g_00660
OG0000260	Syab.g_01544	Praa.g_00663
OG0000261	Syab.g_01556	Praa.g_00665
OG0000262	Syab.g_01561	Praa.g_00669
OG0000263	Syab.g_01035	Praa.g_00681
OG0000264	Syab.g_01173	Praa.g_00691
OG0000265	Syab.g_01773	Praa.g_00711
OG0000266	Syab.g_01667	Praa.g_00721
OG0000267	Syab.g_01433	Praa.g_00732
OG0000268	Syab.g_01432	Praa.g_00733
OG0000269	Syab.g_01650	Praa.g_00798
OG0000270	Syab.g_01657	Praa.g_00801
OG0000271	Syab.g_01279	Praa.g_00809
OG0000272	Syab.g_01280	Praa.g_00810, Praa.g_00811
OG0000273	Syab.g_01699	Praa.g_00834
OG0000274	Syab.g_01700	Praa.g_00835
OG0000275	Syab.g_01704	Praa.g_00838
OG0000276	Syab.g_01712	Praa.g_00843
OG0000277	Syab.g_01713	Praa.g_00844
OG0000278	Syab.g_01716	Praa.g_00847
OG0000279	Syab.g_01724	Praa.g_00854
OG0000280	Syab.g_01736	Praa.g_00855
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Praa.g_00860
OG0000282	Syab.g_01631	Praa.g_00909
OG0000283	Syab.g_01418	Praa.g_00941
OG0000284	Syab.g_01413	Praa.g_00946
OG0000285	Syab.g_01402	Praa.g_00951
OG0000286	Syab.g_01384	Praa.g_00963
OG0000287	Syab.g_01350	Praa.g_00980
OG0000288	Syab.g_01318	Praa.g_01012
OG0000289	Syab.g_01303	Praa.g_01023
OG0000290	Syab.g_01213	Praa.g_01036
OG0000291	Syab.g_01211	Praa.g_01038
OG0000292	Syab.g_02907	Praa.g_01089
OG0000293	Syab.g_00946	Praa.g_01151
OG0000294	Syab.g_00947	Praa.g_01152
OG0000295	Syab.g_01001	Praa.g_01171
OG0000296	Syab.g_01003	Praa.g_01173
OG0000297	Syab.g_01016	Praa.g_01181
OG0000298	Syab.g_01017	Praa.g_01182
OG0000299	Syab.g_01047	Praa.g_01199
OG0000300	Syab.g_01054	Praa.g_01202
OG0000301	Syab.g_01055	Praa.g_01203
OG0000302	Syab.g_01056	Praa.g_01205
OG0000303	Syab.g_01149	Praa.g_01212
OG0000304	Syab.g_01143	Praa.g_01216
OG0000305	Syab.g_01208	Praa.g_01358
OG0000306	Syab.g_01819	Praa.g_01361
OG0000307	Syab.g_02078	Praa.g_01375
OG0000308	Syab.g_02076	Praa.g_01376
OG0000309	Syab.g_02071	Praa.g_01380
OG0000310	Syab.g_00817	Praa.g_01461
OG0000311	Syab.g_00811	Praa.g_01463
OG0000312	Syab.g_00793	Praa.g_01466
OG0000313	Syab.g_00769	Praa.g_01480
OG0000314	Syab.g_00736	Praa.g_01503
OG0000315	Syab.g_00726	Praa.g_01513
OG0000316	Syab.g_02189	Praa.g_01533
OG0000317	Syab.g_02251	Praa.g_01633
OG0000318	Syab.g_02257	Praa.g_01636
OG0000319	Syab.g_02291	Praa.g_01649
OG0000320	Syab.g_02293	Praa.g_01651
OG0000321	Syab.g_02294	Praa.g_01652
OG0000322	Syab.g_02295	Praa.g_01653
OG0000323	Syab.g_02310	Praa.g_01662
OG0000324	Syab.g_02341	Praa.g_01690
OG0000325	Syab.g_00368	Praa.g_01700
OG0000326	Syab.g_00375	Praa.g_01706
OG0000327	Syab.g_00402	Praa.g_01734
OG0000328	Syab.g_00403	Praa.g_01735
OG0000329	Syab.g_00420	Praa.g_01752
OG0000330	Syab.g_00421	Praa.g_01753
OG0000331	Syab.g_00422	Praa.g_01754
OG0000332	Syab.g_00437	Praa.g_01768
OG0000333	Syab.g_00440	Praa.g_01770
OG0000334	Syab.g_00450	Praa.g_01778
OG0000335	Syab.g_00455	Praa.g_01783
OG0000336	Syab.g_00459	Praa.g_01787
OG0000337	Syab.g_00210	Praa.g_01804
OG0000338	Syab.g_00207	Praa.g_01805
OG0000339	Syab.g_00201	Praa.g_01809
OG0000340	Syab.g_00135	Praa.g_01817
OG0000341	Syab.g_00157, Syab.g_00133	Praa.g_01819
OG0000342	Syab.g_00132	Praa.g_01820
OG0000343	Syab.g_00131	Praa.g_01821
OG0000344	Syab.g_00127, Syab.g_02424	Praa.g_01824
OG0000345	Syab.g_00117	Praa.g_01829
OG0000346	Syab.g_00112	Praa.g_01833
OG0000347	Syab.g_00087	Praa.g_01849
OG0000348	Syab.g_00076	Praa.g_01859
OG0000349	Syab.g_00054	Praa.g_01876
OG0000350	Syab.g_00382	Praa.g_01894
OG0000351	Syab.g_02879	Praa.g_01911
OG0000352	Syab.g_02880	Praa.g_01912
OG0000353	Syab.g_02913	Praa.g_01927
OG0000355	Syab.g_00001	Praa.g_00001
OG0000356	Syab.g_00002	Praa.g_00002
OG0000357	Syab.g_00003	Praa.g_00003
OG0000358	Syab.g_00007	Praa.g_00007
OG0000359	Syab.g_00009	Praa.g_00008
OG0000360	Syab.g_00010	Praa.g_00009
OG0000361	Syab.g_00011	Praa.g_00010
OG0000362	Syab.g_00013	Praa.g_00012
OG0000363	Syab.g_00015	Praa.g_00014
OG0000364	Syab.g_00016	Praa.g_00015
OG0000365	Syab.g_00026	Praa.g_00020
OG0000366	Syab.g_00027	Praa.g_00021
OG0000367	Syab.g_00028	Praa.g_00022
OG0000368	Syab.g_00030	Praa.g_00024
OG0000369	Syab.g_00031	Praa.g_00025
OG0000370	Syab.g_00032	Praa.g_00026
OG0000371	Syab.g_00711, Syab.g_00039	Praa.g_00032
OG0000372	Syab.g_00045	Praa.g_00035
OG0000373	Syab.g_00046	Praa.g_00036
OG0000374	Syab.g_00047	Praa.g_00037
OG0000375	Syab.g_00050	Praa.g_00040
OG0000376	Syab.g_00052	Praa.g_00042
OG0000377	Syab.g_02748	Praa.g_00045
OG0000378	Syab.g_02717	Praa.g_00047
OG0000379	Syab.g_02714	Praa.g_00050
OG0000380	Syab.g_02432	Praa.g_00066
OG0000381	Syab.g_02435	Praa.g_00070
OG0000382	Syab.g_02453	Praa.g_00081
OG0000383	Syab.g_02459	Praa.g_00083
OG0000384	Syab.g_02460	Praa.g_00084
OG0000385	Syab.g_02461	Praa.g_00085
OG0000386	Syab.g_02462	Praa.g_00086
OG0000387	Syab.g_02491	Praa.g_00099
OG0000388	Syab.g_02495	Praa.g_00102
OG0000389	Syab.g_02499	Praa.g_00106
OG0000390	Syab.g_02516	Praa.g_00113
OG0000391	Syab.g_02521	Praa.g_00116
OG0000392	Syab.g_02527	Praa.g_00120
OG0000393	Syab.g_02530	Praa.g_00122
OG0000394	Syab.g_02531	Praa.g_00123
OG0000395	Syab.g_02532	Praa.g_00124
OG0000396	Syab.g_02535	Praa.g_00127
OG0000397	Syab.g_02537	Praa.g_00129
OG0000398	Syab.g_02542	Praa.g_00131
OG0000399	Syab.g_02543	Praa.g_00132
OG0000400	Syab.g_02544	Praa.g_00133
OG0000401	Syab.g_02545	Praa.g_00134
OG0000402	Syab.g_02547	Praa.g_00136
OG0000403	Syab.g_02548	Praa.g_00137
OG0000404	Syab.g_02550	Praa.g_00138
OG0000405	Syab.g_02562	Praa.g_00142
OG0000406	Syab.g_02566	Praa.g_00147
OG0000407	Syab.g_02567	Praa.g_00148
OG0000408	Syab.g_02569	Praa.g_00150
OG0000409	Syab.g_02571	Praa.g_00152
OG0000410	Syab.g_02572	Praa.g_00153
OG0000411	Syab.g_02573	Praa.g_00154
OG0000412	Syab.g_02574	Praa.g_00155
OG0000413	Syab.g_02576	Praa.g_00156
OG0000414	Syab.g_02577	Praa.g_00157
OG0000415	Syab.g_02578	Praa.g_00158
OG0000416	Syab.g_02579	Praa.g_00159
OG0000417	Syab.g_02580	Praa.g_00160
OG0000418	Syab.g_02585	Praa.g_00165
OG0000419	Syab.g_02587	Praa.g_00167
OG0000420	Syab.g_02589	Praa.g_00168
OG0000421	Syab.g_02595	Praa.g_00173
OG0000422	Syab.g_02596	Praa.g_00174
OG0000423	Syab.g_02597	Praa.g_00175
OG0000424	Syab.g_02598	Praa.g_00176
OG0000425	Syab.g_02599	Praa.g_00177
OG0000426	Syab.g_02600	Praa.g_00178
OG0000427	Syab.g_02601	Praa.g_00179
OG0000428	Syab.g_02604	Praa.g_00181
OG0000429	Syab.g_02608	Praa.g_00182
OG0000430	Syab.g_02610	Praa.g_00183
OG0000431	Syab.g_02613	Praa.g_00185
OG0000432	Syab.g_02619	Praa.g_00188
OG0000433	Syab.g_02622	Praa.g_00189
OG0000434	Syab.g_02623	Praa.g_00190
OG0000435	Syab.g_02625	Praa.g_00191
OG0000436	Syab.g_02632	Praa.g_00196
OG0000437	Syab.g_02633	Praa.g_00197
OG0000438	Syab.g_02634	Praa.g_00198
OG0000439	Syab.g_02636	Praa.g_00200
OG0000440	Syab.g_02637	Praa.g_00201
OG0000441	Syab.g_02641	Praa.g_00204
OG0000442	Syab.g_02642	Praa.g_00205
OG0000443	Syab.g_02668	Praa.g_00206
OG0000444	Syab.g_02681	Praa.g_00211
OG0000445	Syab.g_02682	Praa.g_00212
OG0000446	Syab.g_02684	Praa.g_00213
OG0000447	Syab.g_02687	Praa.g_00214
OG0000448	Syab.g_02688	Praa.g_00215
OG0000449	Syab.g_02689	Praa.g_00216
OG0000450	Syab.g_02695	Praa.g_00217
OG0000451	Syab.g_02696	Praa.g_00218
OG0000452	Syab.g_02701	Praa.g_00221
OG0000453	Syab.g_02702	Praa.g_00222
OG0000454	Syab.g_02703	Praa.g_00223
OG0000455	Syab.g_02704	Praa.g_00224
OG0000456	Syab.g_02705	Praa.g_00225
OG0000457	Syab.g_02707	Praa.g_00226
OG0000458	Syab.g_02708	Praa.g_00227
OG0000459	Syab.g_02709	Praa.g_00228
OG0000460	Syab.g_02372	Praa.g_00235
OG0000461	Syab.g_00356	Praa.g_00242
OG0000462	Syab.g_00352	Praa.g_00244
OG0000463	Syab.g_00351	Praa.g_00245
OG0000464	Syab.g_00350	Praa.g_00246
OG0000465	Syab.g_00349	Praa.g_00247
OG0000466	Syab.g_00343	Praa.g_00250
OG0000467	Syab.g_00341	Praa.g_00251
OG0000468	Syab.g_00336	Praa.g_00253
OG0000469	Syab.g_00318	Praa.g_00262
OG0000470	Syab.g_00316	Praa.g_00264
OG0000471	Syab.g_00315	Praa.g_00265
OG0000472	Syab.g_00313	Praa.g_00266
OG0000473	Syab.g_00311	Praa.g_00268
OG0000474	Syab.g_00310	Praa.g_00269
OG0000475	Syab.g_00309	Praa.g_00270
OG0000476	Syab.g_00307	Praa.g_00271
OG0000477	Syab.g_00301	Praa.g_00275
OG0000478	Syab.g_00300	Praa.g_00276
OG0000479	Syab.g_00299	Praa.g_00277
OG0000480	Syab.g_00292	Praa.g_00282
OG0000481	Syab.g_00290	Praa.g_00284
OG0000482	Syab.g_00289	Praa.g_00285
OG0000483	Syab.g_00285	Praa.g_00288
OG0000484	Syab.g_00284	Praa.g_00289
OG0000485	Syab.g_00283	Praa.g_00290
OG0000486	Syab.g_00282	Praa.g_00291
OG0000487	Syab.g_00276	Praa.g_00295
OG0000488	Syab.g_00272	Praa.g_00298
OG0000489	Syab.g_00256	Praa.g_00303
OG0000490	Syab.g_00247	Praa.g_00308
OG0000491	Syab.g_00245	Praa.g_00309
OG0000492	Syab.g_00243	Praa.g_00311
OG0000493	Syab.g_00242	Praa.g_00312
OG0000494	Syab.g_00241	Praa.g_00313
OG0000495	Syab.g_00240	Praa.g_00314
OG0000496	Syab.g_00239	Praa.g_00315
OG0000497	Syab.g_00238	Praa.g_00316
OG0000498	Syab.g_00237	Praa.g_00317
OG0000499	Syab.g_00236	Praa.g_00318
OG0000500	Syab.g_00235	Praa.g_00319
OG0000501	Syab.g_00232	Praa.g_00321
OG0000502	Syab.g_00224	Praa.g_00324
OG0000503	Syab.g_00523	Praa.g_00334
OG0000504	Syab.g_00525	Praa.g_00335
OG0000505	Syab.g_00526	Praa.g_00336
OG0000506	Syab.g_00528	Praa.g_00338
OG0000507	Syab.g_00533	Praa.g_00340
OG0000508	Syab.g_00537	Praa.g_00344
OG0000509	Syab.g_00539	Praa.g_00346
OG0000510	Syab.g_00540	Praa.g_00347
OG0000511	Syab.g_00541	Praa.g_00348
OG0000512	Syab.g_00543	Praa.g_00350
OG0000513	Syab.g_00555	Praa.g_00357
OG0000514	Syab.g_00566	Praa.g_00431
OG0000515	Syab.g_00567	Praa.g_00432
OG0000516	Syab.g_00575	Praa.g_00433
OG0000517	Syab.g_00582	Praa.g_00435
OG0000518	Syab.g_00594	Praa.g_00445
OG0000519	Syab.g_00610	Praa.g_00446
OG0000520	Syab.g_00611	Praa.g_00447
OG0000521	Syab.g_00624	Praa.g_00452
OG0000522	Syab.g_00626	Praa.g_00454
OG0000523	Syab.g_00627	Praa.g_00455
OG0000524	Syab.g_00640	Praa.g_00461
OG0000525	Syab.g_00671	Praa.g_00464
OG0000526	Syab.g_00689	Praa.g_00465
OG0000527	Syab.g_00695	Praa.g_00473
OG0000528	Syab.g_02092	Praa.g_00478
OG0000529	Syab.g_02097	Praa.g_00481
OG0000530	Syab.g_02100	Praa.g_00484
OG0000531	Syab.g_02101	Praa.g_00485
OG0000532	Syab.g_02104	Praa.g_00487
OG0000533	Syab.g_02106	Praa.g_00488
OG0000534	Syab.g_02107	Praa.g_00489
OG0000535	Syab.g_02108	Praa.g_00490
OG0000536	Syab.g_02109	Praa.g_00491
OG0000537	Syab.g_02110	Praa.g_00492
OG0000538	Syab.g_02122	Praa.g_00500
OG0000539	Syab.g_02123	Praa.g_00501
OG0000540	Syab.g_02124	Praa.g_00502
OG0000541	Syab.g_02125	Praa.g_00503
OG0000542	Syab.g_02128	Praa.g_00505
OG0000543	Syab.g_02130	Praa.g_00507
OG0000544	Syab.g_02131	Praa.g_00508
OG0000545	Syab.g_02133	Praa.g_00510
OG0000546	Syab.g_02135	Praa.g_00513
OG0000547	Syab.g_02137	Praa.g_00515
OG0000548	Syab.g_02138	Praa.g_00516
OG0000549	Syab.g_02144	Praa.g_00518
OG0000550	Syab.g_02149	Praa.g_00523
OG0000551	Syab.g_02153	Praa.g_00527
OG0000552	Syab.g_02154	Praa.g_00528
OG0000553	Syab.g_02046	Praa.g_00529
OG0000554	Syab.g_02040	Praa.g_00534
OG0000555	Syab.g_02026	Praa.g_00543
OG0000556	Syab.g_02022	Praa.g_00545
OG0000557	Syab.g_02019	Praa.g_00546
OG0000558	Syab.g_02016	Praa.g_00548
OG0000559	Syab.g_02012	Praa.g_00552
OG0000560	Syab.g_02009	Praa.g_00555
OG0000561	Syab.g_02008	Praa.g_00556
OG0000562	Syab.g_02007	Praa.g_00557
OG0000563	Syab.g_02006	Praa.g_00558
OG0000564	Syab.g_02005	Praa.g_00559
OG0000565	Syab.g_02001	Praa.g_00562
OG0000566	Syab.g_01997	Praa.g_00564
OG0000567	Syab.g_01993	Praa.g_00568
OG0000568	Syab.g_01991	Praa.g_00569
OG0000569	Syab.g_01990	Praa.g_00570
OG0000570	Syab.g_01989	Praa.g_00571
OG0000571	Syab.g_01986	Praa.g_00573
OG0000572	Syab.g_01969	Praa.g_00586
OG0000573	Syab.g_01960	Praa.g_00592
OG0000574	Syab.g_01959	Praa.g_00593
OG0000575	Syab.g_01954	Praa.g_00597
OG0000576	Syab.g_01952	Praa.g_00599
OG0000577	Syab.g_01951	Praa.g_00600
OG0000578	Syab.g_01950	Praa.g_00601
OG0000579	Syab.g_01949	Praa.g_00602
