Orthogroup	Syab	Syaf
OG0000163	Syab.g_02173	Syaf.g_01105
OG0000164	Syab.g_02307	Syaf.g_00999
OG0000165	Syab.g_02316	Syaf.g_01197
OG0000166	Syab.g_00407	Syaf.g_00133
OG0000167	Syab.g_00205	Syaf.g_00350
OG0000168	Syab.g_00136	Syaf.g_00365
OG0000169	Syab.g_00125	Syaf.g_00376
OG0000170	Syab.g_00118	Syaf.g_00383
OG0000171	Syab.g_00089	Syaf.g_00413
OG0000172	Syab.g_00080	Syaf.g_00419
OG0000173	Syab.g_00061	Syaf.g_00438
OG0000174	Syab.g_02819	Syaf.g_00603
OG0000175	Syab.g_02876	Syaf.g_00531
OG0000176	Syab.g_00004	Syaf.g_00494
OG0000177	Syab.g_00005	Syaf.g_00493
OG0000178	Syab.g_00006	Syaf.g_00492
OG0000179	Syab.g_00022	Syaf.g_00477
OG0000180	Syab.g_00023	Syaf.g_00476
OG0000181	Syab.g_00024	Syaf.g_00475
OG0000182	Syab.g_00025	Syaf.g_00474
OG0000183	Syab.g_00029	Syaf.g_00470
OG0000184	Syab.g_02738	Syaf.g_00664
OG0000185	Syab.g_02715	Syaf.g_00684
OG0000186	Syab.g_02430	Syaf.g_00968
OG0000187	Syab.g_02431	Syaf.g_00966
OG0000188	Syab.g_02454	Syaf.g_00944
OG0000189	Syab.g_02487	Syaf.g_00916
OG0000190	Syab.g_00190, Syab.g_00139	Syaf.g_00914
OG0000191	Syab.g_02522	Syaf.g_00877
OG0000192	Syab.g_02528	Syaf.g_00871
OG0000193	Syab.g_02565	Syaf.g_00832
OG0000194	Syab.g_02568	Syaf.g_00829
OG0000195	Syab.g_02570	Syaf.g_00827
OG0000196	Syab.g_02581	Syaf.g_00816
OG0000197	Syab.g_02582	Syaf.g_00815
OG0000198	Syab.g_02583	Syaf.g_00814
OG0000199	Syab.g_02591	Syaf.g_00806
OG0000200	Syab.g_02611	Syaf.g_00789
OG0000202	Syab.g_02629	Syaf.g_00770
OG0000203	Syab.g_02630	Syaf.g_00769
OG0000204	Syab.g_02631	Syaf.g_00768
OG0000205	Syab.g_02638	Syaf.g_00761
OG0000206	Syab.g_02674	Syaf.g_00736
OG0000207	Syab.g_02677	Syaf.g_00735
OG0000208	Syab.g_02678	Syaf.g_00734
OG0000209	Syab.g_02698	Syaf.g_00714
OG0000210	Syab.g_02699	Syaf.g_00713
OG0000211	Syab.g_02374	Syaf.g_02791
OG0000212	Syab.g_02365	Syaf.g_02781
OG0000213	Syab.g_00332	Syaf.g_00210
OG0000214	Syab.g_00312	Syaf.g_00226
OG0000215	Syab.g_00281	Syaf.g_00258
OG0000216	Syab.g_00277	Syaf.g_00262
OG0000217	Syab.g_00273	Syaf.g_00266
OG0000218	Syab.g_00271	Syaf.g_00268
OG0000219	Syab.g_00270	Syaf.g_00269
OG0000220	Syab.g_00269	Syaf.g_00270
OG0000221	Syab.g_00257	Syaf.g_00273
OG0000222	Syab.g_00244	Syaf.g_00287
OG0000223	Syab.g_00226	Syaf.g_00317
OG0000224	Syab.g_00223	Syaf.g_00324
OG0000225	Syab.g_00538	Syaf.g_00007
OG0000226	Syab.g_00542	Syaf.g_00003
OG0000227	Syab.g_00544	Syaf.g_00001
OG0000228	Syab.g_00550	Syaf.g_02808
OG0000229	Syab.g_00583	Syaf.g_01214
OG0000230	Syab.g_00585	Syaf.g_01216
OG0000231	Syab.g_00613	Syaf.g_01236
OG0000232	Syab.g_00631	Syaf.g_02536
OG0000233	Syab.g_00645	Syaf.g_02528
OG0000234	Syab.g_00699	Syaf.g_02497
OG0000235	Syab.g_02095	Syaf.g_02722
OG0000236	Syab.g_02111	Syaf.g_02707
OG0000237	Syab.g_02129	Syaf.g_02690
OG0000238	Syab.g_02134	Syaf.g_02685
OG0000239	Syab.g_02151	Syaf.g_02669
OG0000240	Syab.g_02152	Syaf.g_02668
OG0000241	Syab.g_01884	Syaf.g_02322
OG0000242	Syab.g_02043	Syaf.g_02656
OG0000243	Syab.g_02025	Syaf.g_02634
OG0000244	Syab.g_02017	Syaf.g_02627
OG0000245	Syab.g_02015	Syaf.g_02625
OG0000246	Syab.g_02011	Syaf.g_02621
OG0000247	Syab.g_01999	Syaf.g_02610
OG0000248	Syab.g_01996	Syaf.g_02607
OG0000249	Syab.g_01994	Syaf.g_02605
OG0000250	Syab.g_01988	Syaf.g_02593
OG0000251	Syab.g_01961	Syaf.g_02568
OG0000252	Syab.g_01958	Syaf.g_02565
OG0000253	Syab.g_01956	Syaf.g_02564
OG0000254	Syab.g_01925	Syaf.g_02371
OG0000255	Syab.g_01912	Syaf.g_02352
OG0000256	Syab.g_01890	Syaf.g_02329
OG0000257	Syab.g_01885	Syaf.g_02323
OG0000258	Syab.g_01861	Syaf.g_02301
OG0000259	Syab.g_01538	Syaf.g_02137
OG0000260	Syab.g_01544	Syaf.g_02134
OG0000261	Syab.g_01556	Syaf.g_02131
OG0000262	Syab.g_01561	Syaf.g_02126
OG0000263	Syab.g_01035	Syaf.g_01585
OG0000264	Syab.g_01173	Syaf.g_01473
OG0000265	Syab.g_01773	Syaf.g_01196
OG0000266	Syab.g_01667	Syaf.g_01967
OG0000267	Syab.g_01433	Syaf.g_01787
OG0000268	Syab.g_01432	Syaf.g_01788
OG0000269	Syab.g_01650	Syaf.g_02054
OG0000270	Syab.g_01657	Syaf.g_02051
OG0000271	Syab.g_01279	Syaf.g_02043
OG0000272	Syab.g_01280	Syaf.g_02042
OG0000274	Syab.g_01700	Syaf.g_01391
OG0000275	Syab.g_01704	Syaf.g_01386
OG0000276	Syab.g_01712	Syaf.g_01379
OG0000277	Syab.g_01713	Syaf.g_01378
OG0000278	Syab.g_01716	Syaf.g_01375
OG0000279	Syab.g_01724	Syaf.g_01367
OG0000280	Syab.g_01736	Syaf.g_01337
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Syaf.g_01636
OG0000282	Syab.g_01631	Syaf.g_02101
OG0000283	Syab.g_01418	Syaf.g_01804
OG0000284	Syab.g_01413	Syaf.g_01810
OG0000285	Syab.g_01402	Syaf.g_01842
OG0000286	Syab.g_01384	Syaf.g_01860
OG0000287	Syab.g_01350	Syaf.g_01896
OG0000288	Syab.g_01318	Syaf.g_01929
OG0000289	Syab.g_01303	Syaf.g_01943
OG0000290	Syab.g_01213	Syaf.g_01439
OG0000291	Syab.g_01211	Syaf.g_01441
OG0000292	Syab.g_02907	Syaf.g_00505
OG0000293	Syab.g_00946	Syaf.g_01277
OG0000294	Syab.g_00947	Syaf.g_01278
OG0000295	Syab.g_01001	Syaf.g_01316
OG0000296	Syab.g_01003	Syaf.g_01318
OG0000297	Syab.g_01016	Syaf.g_01607
OG0000298	Syab.g_01017	Syaf.g_01606
OG0000299	Syab.g_01047	Syaf.g_01578
OG0000300	Syab.g_01054	Syaf.g_01571
OG0000301	Syab.g_01055	Syaf.g_01570
OG0000302	Syab.g_01056	Syaf.g_01568
OG0000303	Syab.g_01149	Syaf.g_01559
OG0000304	Syab.g_01143	Syaf.g_01551
OG0000305	Syab.g_01208	Syaf.g_01444
OG0000306	Syab.g_01819	Syaf.g_01332
OG0000307	Syab.g_02078	Syaf.g_02742
OG0000308	Syab.g_02076	Syaf.g_02744
OG0000309	Syab.g_02071	Syaf.g_02749
OG0000310	Syab.g_00817	Syaf.g_02387
OG0000311	Syab.g_00811	Syaf.g_02391
OG0000312	Syab.g_00793	Syaf.g_02397
OG0000313	Syab.g_00769	Syaf.g_02421
OG0000314	Syab.g_00736	Syaf.g_02458
OG0000315	Syab.g_00726	Syaf.g_02468
OG0000316	Syab.g_02189	Syaf.g_01088
OG0000317	Syab.g_02251	Syaf.g_01040
OG0000318	Syab.g_02257	Syaf.g_01032
OG0000319	Syab.g_02291	Syaf.g_01015
OG0000320	Syab.g_02293	Syaf.g_01013
OG0000321	Syab.g_02294	Syaf.g_01012
OG0000322	Syab.g_02295	Syaf.g_01011
OG0000323	Syab.g_02310	Syaf.g_00997
OG0000324	Syab.g_02341	Syaf.g_01164
OG0000325	Syab.g_00368	Syaf.g_00176
OG0000326	Syab.g_00375	Syaf.g_00169
OG0000327	Syab.g_00402	Syaf.g_00138
OG0000328	Syab.g_00403	Syaf.g_00137
OG0000329	Syab.g_00420	Syaf.g_00119
OG0000330	Syab.g_00421	Syaf.g_00118
OG0000331	Syab.g_00422	Syaf.g_00117
OG0000332	Syab.g_00437	Syaf.g_00102
OG0000333	Syab.g_00440	Syaf.g_00099
OG0000334	Syab.g_00450	Syaf.g_00090
OG0000335	Syab.g_00455	Syaf.g_00085
OG0000336	Syab.g_00459	Syaf.g_00081
OG0000337	Syab.g_00210	Syaf.g_00344
OG0000338	Syab.g_00207	Syaf.g_00348
OG0000339	Syab.g_00201	Syaf.g_00355
OG0000340	Syab.g_00135	Syaf.g_00366
OG0000341	Syab.g_00157, Syab.g_00133	Syaf.g_00368
OG0000342	Syab.g_00132	Syaf.g_00369
OG0000343	Syab.g_00131	Syaf.g_00370
OG0000344	Syab.g_00127	Syaf.g_00374
OG0000345	Syab.g_00117	Syaf.g_00384
OG0000346	Syab.g_00112	Syaf.g_00389
OG0000347	Syab.g_00087	Syaf.g_00415
OG0000348	Syab.g_00076	Syaf.g_00427
OG0000349	Syab.g_00054	Syaf.g_00445
OG0000350	Syab.g_00382	Syaf.g_00162
OG0000351	Syab.g_02879	Syaf.g_00528
OG0000352	Syab.g_02880	Syaf.g_00527
OG0000353	Syab.g_02913	Syaf.g_00499
OG0000354	Syab.g_02140	Syaf.g_02680
OG0000354	Syab.g_00020	Syaf.g_00479
OG0000355	Syab.g_00001	Syaf.g_00497
OG0000356	Syab.g_00002	Syaf.g_00496
OG0000357	Syab.g_00003	Syaf.g_00495
OG0000358	Syab.g_00007	Syaf.g_00491
OG0000359	Syab.g_00009	Syaf.g_00489
OG0000360	Syab.g_00010	Syaf.g_00488
OG0000361	Syab.g_00011	Syaf.g_00487
OG0000362	Syab.g_00013	Syaf.g_00485
OG0000363	Syab.g_00015	Syaf.g_00483
OG0000364	Syab.g_00016	Syaf.g_00482
OG0000365	Syab.g_00026	Syaf.g_00473
OG0000366	Syab.g_00027	Syaf.g_00472
OG0000367	Syab.g_00028	Syaf.g_00471
OG0000368	Syab.g_00030	Syaf.g_00469
OG0000369	Syab.g_00031	Syaf.g_00468
OG0000370	Syab.g_00032	Syaf.g_00467
OG0000371	Syab.g_00711, Syab.g_00039	Syaf.g_00458
OG0000372	Syab.g_00045	Syaf.g_00453
OG0000373	Syab.g_00046	Syaf.g_00452
OG0000374	Syab.g_00047	Syaf.g_00451
OG0000375	Syab.g_00050	Syaf.g_00449
OG0000376	Syab.g_00052	Syaf.g_00447
OG0000377	Syab.g_02748	Syaf.g_00654
OG0000378	Syab.g_02717	Syaf.g_00668
OG0000379	Syab.g_02714	Syaf.g_00686
OG0000380	Syab.g_02432	Syaf.g_00965
OG0000381	Syab.g_02435	Syaf.g_00962
OG0000382	Syab.g_02453	Syaf.g_00945
OG0000383	Syab.g_02459	Syaf.g_00941
OG0000384	Syab.g_02460	Syaf.g_00940
OG0000385	Syab.g_02461	Syaf.g_00939
OG0000386	Syab.g_02462	Syaf.g_00938
OG0000387	Syab.g_02491	Syaf.g_00912
OG0000388	Syab.g_02495	Syaf.g_00908
OG0000389	Syab.g_02499	Syaf.g_00904
OG0000390	Syab.g_02516	Syaf.g_00883
OG0000391	Syab.g_02521	Syaf.g_00878
OG0000392	Syab.g_02527	Syaf.g_00872
OG0000393	Syab.g_02530	Syaf.g_00870
OG0000394	Syab.g_02531	Syaf.g_00869
OG0000395	Syab.g_02532	Syaf.g_00868
OG0000396	Syab.g_02535	Syaf.g_00865
OG0000397	Syab.g_02537	Syaf.g_00863
OG0000398	Syab.g_02542	Syaf.g_00858
OG0000399	Syab.g_02543	Syaf.g_00857
OG0000400	Syab.g_02544	Syaf.g_00856
OG0000401	Syab.g_02545	Syaf.g_00855
OG0000402	Syab.g_02547	Syaf.g_00852
OG0000403	Syab.g_02548	Syaf.g_00851
OG0000404	Syab.g_02550	Syaf.g_00850
OG0000405	Syab.g_02562	Syaf.g_00835
OG0000406	Syab.g_02566	Syaf.g_00831
OG0000407	Syab.g_02567	Syaf.g_00830
OG0000408	Syab.g_02569	Syaf.g_00828
OG0000409	Syab.g_02571	Syaf.g_00826
OG0000410	Syab.g_02572	Syaf.g_00825
OG0000411	Syab.g_02573	Syaf.g_00824
OG0000412	Syab.g_02574	Syaf.g_00823
OG0000413	Syab.g_02576	Syaf.g_00821
OG0000414	Syab.g_02577	Syaf.g_00820
OG0000415	Syab.g_02578	Syaf.g_00819
OG0000416	Syab.g_02579	Syaf.g_00818
OG0000417	Syab.g_02580	Syaf.g_00817
OG0000418	Syab.g_02585	Syaf.g_00812
OG0000419	Syab.g_02587	Syaf.g_00810
OG0000420	Syab.g_02589	Syaf.g_00808
OG0000421	Syab.g_02595	Syaf.g_00803
OG0000422	Syab.g_02596	Syaf.g_00802
OG0000423	Syab.g_02597	Syaf.g_00801
OG0000424	Syab.g_02598	Syaf.g_00800
OG0000425	Syab.g_02599	Syaf.g_00799
OG0000426	Syab.g_02600	Syaf.g_00798
OG0000427	Syab.g_02601	Syaf.g_00797
OG0000428	Syab.g_02604	Syaf.g_00794
OG0000429	Syab.g_02608	Syaf.g_00792
OG0000430	Syab.g_02610	Syaf.g_00790
OG0000431	Syab.g_02613	Syaf.g_00786
OG0000432	Syab.g_02619	Syaf.g_00779
OG0000433	Syab.g_02622	Syaf.g_00777
OG0000434	Syab.g_02623	Syaf.g_00776
OG0000435	Syab.g_02625	Syaf.g_00772
OG0000436	Syab.g_02632	Syaf.g_00767
OG0000437	Syab.g_02633	Syaf.g_00766
OG0000438	Syab.g_02634	Syaf.g_00765
OG0000439	Syab.g_02636	Syaf.g_00763
OG0000440	Syab.g_02637	Syaf.g_00762
OG0000441	Syab.g_02641	Syaf.g_00756
OG0000442	Syab.g_02642	Syaf.g_00743
OG0000443	Syab.g_02668	Syaf.g_00739
OG0000444	Syab.g_02681	Syaf.g_00733
OG0000445	Syab.g_02682	Syaf.g_00729
OG0000446	Syab.g_02684	Syaf.g_00728
OG0000447	Syab.g_02687	Syaf.g_00725
OG0000448	Syab.g_02688	Syaf.g_00724
OG0000449	Syab.g_02689	Syaf.g_00723
OG0000450	Syab.g_02695	Syaf.g_00717
OG0000451	Syab.g_02696	Syaf.g_00716
OG0000452	Syab.g_02701	Syaf.g_00712
OG0000453	Syab.g_02702	Syaf.g_00711
OG0000454	Syab.g_02703	Syaf.g_00710
OG0000455	Syab.g_02704	Syaf.g_00709
OG0000456	Syab.g_02705	Syaf.g_00708
OG0000457	Syab.g_02707	Syaf.g_00706
OG0000458	Syab.g_02708	Syaf.g_00705
OG0000459	Syab.g_02709	Syaf.g_00704
OG0000460	Syab.g_02372	Syaf.g_02789
OG0000461	Syab.g_00356	Syaf.g_00183
OG0000462	Syab.g_00352	Syaf.g_00186
OG0000463	Syab.g_00351	Syaf.g_00187
OG0000464	Syab.g_00350	Syaf.g_00188
OG0000465	Syab.g_00349	Syaf.g_00190
OG0000466	Syab.g_00343	Syaf.g_00194
OG0000467	Syab.g_00341	Syaf.g_00196
OG0000468	Syab.g_00336	Syaf.g_00206
OG0000469	Syab.g_00318	Syaf.g_00220
OG0000470	Syab.g_00316	Syaf.g_00222
OG0000471	Syab.g_00315	Syaf.g_00223
OG0000472	Syab.g_00313	Syaf.g_00225
OG0000473	Syab.g_00311	Syaf.g_00227
OG0000474	Syab.g_00310	Syaf.g_00228
OG0000475	Syab.g_00309	Syaf.g_00229
OG0000476	Syab.g_00307	Syaf.g_00231
OG0000477	Syab.g_00301	Syaf.g_00237
OG0000478	Syab.g_00300	Syaf.g_00238
OG0000479	Syab.g_00299	Syaf.g_00239
OG0000480	Syab.g_00292	Syaf.g_00247
OG0000481	Syab.g_00290	Syaf.g_00249
OG0000482	Syab.g_00289	Syaf.g_00250
OG0000483	Syab.g_00285	Syaf.g_00254
OG0000484	Syab.g_00284	Syaf.g_00255
OG0000485	Syab.g_00283	Syaf.g_00256
OG0000486	Syab.g_00282	Syaf.g_00257
OG0000487	Syab.g_00276	Syaf.g_00263
OG0000488	Syab.g_00272	Syaf.g_00267
OG0000489	Syab.g_00256	Syaf.g_00274
OG0000490	Syab.g_00247	Syaf.g_00284
OG0000491	Syab.g_00245	Syaf.g_00285
OG0000492	Syab.g_00243	Syaf.g_00288
OG0000493	Syab.g_00242	Syaf.g_00289
OG0000494	Syab.g_00241	Syaf.g_00290
OG0000495	Syab.g_00240	Syaf.g_00291
OG0000496	Syab.g_00239	Syaf.g_00292
OG0000497	Syab.g_00238	Syaf.g_00293
OG0000498	Syab.g_00237	Syaf.g_00294
OG0000499	Syab.g_00236	Syaf.g_00295
OG0000500	Syab.g_00235	Syaf.g_00296
OG0000501	Syab.g_00232	Syaf.g_00299
OG0000502	Syab.g_00224	Syaf.g_00319
OG0000503	Syab.g_00523	Syaf.g_00023
OG0000504	Syab.g_00525	Syaf.g_00021
OG0000505	Syab.g_00526	Syaf.g_00020
OG0000506	Syab.g_00528	Syaf.g_00018
OG0000507	Syab.g_00533	Syaf.g_00012
OG0000508	Syab.g_00537	Syaf.g_00008
OG0000509	Syab.g_00539	Syaf.g_00006
OG0000510	Syab.g_00540	Syaf.g_00005
OG0000511	Syab.g_00541	Syaf.g_00004
OG0000512	Syab.g_00543	Syaf.g_00002
OG0000513	Syab.g_00555	Syaf.g_02803
OG0000514	Syab.g_00566	Syaf.g_02796
OG0000515	Syab.g_00567	Syaf.g_02795
OG0000516	Syab.g_00575	Syaf.g_01219
OG0000517	Syab.g_00582	Syaf.g_01213
OG0000518	Syab.g_00594	Syaf.g_01230
OG0000519	Syab.g_00610	Syaf.g_01231
OG0000520	Syab.g_00611	Syaf.g_01235
OG0000521	Syab.g_00624	Syaf.g_02542
OG0000522	Syab.g_00626	Syaf.g_02538
OG0000523	Syab.g_00627	Syaf.g_02537
OG0000524	Syab.g_00640	Syaf.g_02531
OG0000525	Syab.g_00671	Syaf.g_02507
OG0000526	Syab.g_00689	Syaf.g_02504
OG0000527	Syab.g_00695	Syaf.g_02500
OG0000528	Syab.g_02092	Syaf.g_02728
OG0000529	Syab.g_02097	Syaf.g_02720
OG0000530	Syab.g_02100	Syaf.g_02717
OG0000531	Syab.g_02101	Syaf.g_02716
OG0000532	Syab.g_02104	Syaf.g_02713
OG0000533	Syab.g_02106	Syaf.g_02712
OG0000534	Syab.g_02107	Syaf.g_02711
OG0000535	Syab.g_02108	Syaf.g_02710
OG0000536	Syab.g_02109	Syaf.g_02709
OG0000537	Syab.g_02110	Syaf.g_02708
OG0000538	Syab.g_02122	Syaf.g_02697
OG0000539	Syab.g_02123	Syaf.g_02696
OG0000540	Syab.g_02124	Syaf.g_02695
OG0000541	Syab.g_02125	Syaf.g_02694
OG0000542	Syab.g_02128	Syaf.g_02691
OG0000543	Syab.g_02130	Syaf.g_02689
OG0000544	Syab.g_02131	Syaf.g_02688
OG0000545	Syab.g_02133	Syaf.g_02686
OG0000546	Syab.g_02135	Syaf.g_02684
OG0000547	Syab.g_02137	Syaf.g_02682
OG0000548	Syab.g_02138	Syaf.g_02681
OG0000549	Syab.g_02144	Syaf.g_02676
OG0000550	Syab.g_02149	Syaf.g_02671
