Orthogroup	Syab	Syae
OG0000185	Syab.g_02715	Syae.g_01551
OG0000186	Syab.g_02430	Syae.g_01279
OG0000187	Syab.g_02431	Syae.g_01280
OG0000188	Syab.g_02454	Syae.g_01323
OG0000189	Syab.g_02487	Syae.g_01350
OG0000190	Syab.g_00190, Syab.g_00139	Syae.g_01352
OG0000191	Syab.g_02522	Syae.g_01384
OG0000192	Syab.g_02528	Syae.g_01390
OG0000193	Syab.g_02565	Syae.g_01429
OG0000194	Syab.g_02568	Syae.g_01432
OG0000195	Syab.g_02570	Syae.g_01434
OG0000196	Syab.g_02581	Syae.g_01444
OG0000197	Syab.g_02582	Syae.g_01445
OG0000199	Syab.g_02591	Syae.g_01454
OG0000200	Syab.g_02611	Syae.g_01471
OG0000202	Syab.g_02629	Syae.g_01488
OG0000203	Syab.g_02630	Syae.g_01489
OG0000204	Syab.g_02631	Syae.g_01490
OG0000205	Syab.g_02638	Syae.g_01497
OG0000206	Syab.g_02674	Syae.g_01504
OG0000207	Syab.g_02677	Syae.g_01506
OG0000208	Syab.g_02678	Syae.g_01507
OG0000209	Syab.g_02698	Syae.g_01528
OG0000210	Syab.g_02699	Syae.g_01529
OG0000211	Syab.g_02374	Syae.g_02234
OG0000212	Syab.g_02365	Syae.g_02244
OG0000213	Syab.g_00332	Syae.g_02003
OG0000214	Syab.g_00312	Syae.g_01986
OG0000215	Syab.g_00281	Syae.g_01955
OG0000216	Syab.g_00277	Syae.g_01951
OG0000217	Syab.g_00273	Syae.g_01947
OG0000218	Syab.g_00271	Syae.g_01945
OG0000219	Syab.g_00270	Syae.g_01944
OG0000220	Syab.g_00269	Syae.g_01943
OG0000221	Syab.g_00257	Syae.g_01937
OG0000222	Syab.g_00244	Syae.g_01926
OG0000223	Syab.g_00226	Syae.g_01904
OG0000224	Syab.g_00223	Syae.g_01897
OG0000225	Syab.g_00538	Syae.g_02208
OG0000226	Syab.g_00542	Syae.g_02212
OG0000227	Syab.g_00544	Syae.g_02214
OG0000228	Syab.g_00550	Syae.g_02218
OG0000229	Syab.g_00583	Syae.g_00994
OG0000230	Syab.g_00585	Syae.g_00992
OG0000231	Syab.g_00613	Syae.g_00980
OG0000232	Syab.g_00631	Syae.g_02496
OG0000233	Syab.g_00645	Syae.g_02504
OG0000234	Syab.g_00699	Syae.g_02532
OG0000235	Syab.g_02095	Syae.g_02308
OG0000236	Syab.g_02111	Syae.g_02323
OG0000237	Syab.g_02129	Syae.g_02340
OG0000238	Syab.g_02134	Syae.g_02345
OG0000239	Syab.g_02151	Syae.g_02360
OG0000240	Syab.g_02152	Syae.g_02361
OG0000241	Syab.g_01884	Syae.g_00065
OG0000242	Syab.g_02043	Syae.g_02372
OG0000243	Syab.g_02025	Syae.g_02391
OG0000244	Syab.g_02017	Syae.g_02399
OG0000245	Syab.g_02015	Syae.g_02401
OG0000246	Syab.g_02011	Syae.g_02405
OG0000247	Syab.g_01999	Syae.g_02416
OG0000248	Syab.g_01996	Syae.g_02419
OG0000249	Syab.g_01994	Syae.g_02421
OG0000251	Syab.g_01961	Syae.g_02455
OG0000252	Syab.g_01958	Syae.g_02458
OG0000253	Syab.g_01956	Syae.g_02459
OG0000254	Syab.g_01925	Syae.g_00021
OG0000255	Syab.g_01912	Syae.g_00041
OG0000256	Syab.g_01890	Syae.g_00058
OG0000257	Syab.g_01885	Syae.g_00064
OG0000258	Syab.g_01861	Syae.g_00083
OG0000259	Syab.g_01538	Syae.g_00608
OG0000260	Syab.g_01544	Syae.g_00603
OG0000261	Syab.g_01556	Syae.g_00600
OG0000262	Syab.g_01561	Syae.g_00595
OG0000263	Syab.g_01035	Syae.g_00671
OG0000264	Syab.g_01173	Syae.g_00761
OG0000265	Syab.g_01773	Syae.g_00932, Syae.g_00226
OG0000266	Syab.g_01667	Syae.g_00457
OG0000267	Syab.g_01433	Syae.g_00304
OG0000268	Syab.g_01432	Syae.g_00308
OG0000269	Syab.g_01650	Syae.g_00526
OG0000270	Syab.g_01657	Syae.g_00523
OG0000271	Syab.g_01279	Syae.g_00515
OG0000272	Syab.g_01280	Syae.g_00514
OG0000274	Syab.g_01700	Syae.g_00826
OG0000275	Syab.g_01704	Syae.g_00832
OG0000276	Syab.g_01712	Syae.g_00839
OG0000277	Syab.g_01713	Syae.g_00840
OG0000278	Syab.g_01716	Syae.g_00843
OG0000279	Syab.g_01724	Syae.g_00851
OG0000280	Syab.g_01736	Syae.g_00877
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Syae.g_02057
OG0000282	Syab.g_01631	Syae.g_00573
OG0000283	Syab.g_01418	Syae.g_00321
OG0000284	Syab.g_01413	Syae.g_00327
OG0000285	Syab.g_01402	Syae.g_00340
OG0000286	Syab.g_01384	Syae.g_00359
OG0000287	Syab.g_01350	Syae.g_00387
OG0000288	Syab.g_01318	Syae.g_00419
OG0000289	Syab.g_01303	Syae.g_00433
OG0000290	Syab.g_01213	Syae.g_00796
OG0000291	Syab.g_01211	Syae.g_00794
OG0000292	Syab.g_02907	Syae.g_01705
OG0000293	Syab.g_00946	Syae.g_00938
OG0000294	Syab.g_00947	Syae.g_00937
OG0000295	Syab.g_01001	Syae.g_00893
OG0000296	Syab.g_01003	Syae.g_00891
OG0000297	Syab.g_01016	Syae.g_00645
OG0000298	Syab.g_01017	Syae.g_00646
OG0000299	Syab.g_01047	Syae.g_00680
OG0000300	Syab.g_01054	Syae.g_00686
OG0000301	Syab.g_01055	Syae.g_00687
OG0000302	Syab.g_01056	Syae.g_00691
OG0000303	Syab.g_01149	Syae.g_00700
OG0000304	Syab.g_01143	Syae.g_00706
OG0000305	Syab.g_01208	Syae.g_00791
OG0000306	Syab.g_01819	Syae.g_00277
OG0000307	Syab.g_02078	Syae.g_02290
OG0000308	Syab.g_02076	Syae.g_02288
OG0000309	Syab.g_02071	Syae.g_02283
OG0000310	Syab.g_00817	Syae.g_02687
OG0000311	Syab.g_00811	Syae.g_02682
OG0000312	Syab.g_00793	Syae.g_02664
OG0000313	Syab.g_00769	Syae.g_02647
OG0000314	Syab.g_00736	Syae.g_02618
OG0000315	Syab.g_00726	Syae.g_02609
OG0000316	Syab.g_02189	Syae.g_01118
OG0000317	Syab.g_02251	Syae.g_01160
OG0000318	Syab.g_02257	Syae.g_01164
OG0000319	Syab.g_02291	Syae.g_01181
OG0000320	Syab.g_02293	Syae.g_01183
OG0000321	Syab.g_02294	Syae.g_01184
OG0000322	Syab.g_02295	Syae.g_01185
OG0000323	Syab.g_02310	Syae.g_01200
OG0000324	Syab.g_02341	Syae.g_01049
OG0000325	Syab.g_00368	Syae.g_02033
OG0000326	Syab.g_00375	Syae.g_02040
OG0000327	Syab.g_00402	Syae.g_02080
OG0000328	Syab.g_00403	Syae.g_02081
OG0000329	Syab.g_00420	Syae.g_02099
OG0000330	Syab.g_00421	Syae.g_02100
OG0000331	Syab.g_00422	Syae.g_02101
OG0000332	Syab.g_00437	Syae.g_02116
OG0000333	Syab.g_00440	Syae.g_02119
OG0000334	Syab.g_00450	Syae.g_02128
OG0000335	Syab.g_00455	Syae.g_02132
OG0000336	Syab.g_00459	Syae.g_02136
OG0000337	Syab.g_00210	Syae.g_01879
OG0000338	Syab.g_00207	Syae.g_01876
OG0000339	Syab.g_00201	Syae.g_01869
OG0000340	Syab.g_00135	Syae.g_01855
OG0000341	Syab.g_00157, Syab.g_00133	Syae.g_01853
OG0000342	Syab.g_00132	Syae.g_01852
OG0000343	Syab.g_00131	Syae.g_01848
OG0000344	Syab.g_00127	Syae.g_01843
OG0000345	Syab.g_00117	Syae.g_01833
OG0000346	Syab.g_00112	Syae.g_01828
OG0000347	Syab.g_00087	Syae.g_01805
OG0000348	Syab.g_00076	Syae.g_01781
OG0000349	Syab.g_00054	Syae.g_01763
OG0000350	Syab.g_00382	Syae.g_02047
OG0000351	Syab.g_02879	Syae.g_01684
OG0000352	Syab.g_02880	Syae.g_01685
OG0000353	Syab.g_02913	Syae.g_01711
OG0000354	Syab.g_02140	Syae.g_02351
OG0000354	Syab.g_00020	Syae.g_01731
OG0000355	Syab.g_00001	Syae.g_01713
OG0000356	Syab.g_00002	Syae.g_01714
OG0000357	Syab.g_00003	Syae.g_01715
OG0000358	Syab.g_00007	Syae.g_01719
OG0000359	Syab.g_00009	Syae.g_01721
OG0000360	Syab.g_00010	Syae.g_01722
OG0000361	Syab.g_00011	Syae.g_01723
OG0000362	Syab.g_00013	Syae.g_01725
OG0000363	Syab.g_00015	Syae.g_01727
OG0000364	Syab.g_00016	Syae.g_01728
OG0000365	Syab.g_00026	Syae.g_01737
OG0000366	Syab.g_00027	Syae.g_01738
OG0000367	Syab.g_00028	Syae.g_01739
OG0000368	Syab.g_00030	Syae.g_01741
OG0000369	Syab.g_00031	Syae.g_01742
OG0000370	Syab.g_00032	Syae.g_01743
OG0000371	Syab.g_00711, Syab.g_00039	Syae.g_01751
OG0000372	Syab.g_00045	Syae.g_01756
OG0000373	Syab.g_00046	Syae.g_01757
OG0000374	Syab.g_00047	Syae.g_01758
OG0000375	Syab.g_00050	Syae.g_01759
OG0000376	Syab.g_00052	Syae.g_01761
OG0000377	Syab.g_02748	Syae.g_01561
OG0000378	Syab.g_02717	Syae.g_01553
OG0000379	Syab.g_02714	Syae.g_01550
OG0000380	Syab.g_02432	Syae.g_01281
OG0000381	Syab.g_02435	Syae.g_01285
OG0000382	Syab.g_02453	Syae.g_01322
OG0000383	Syab.g_02459	Syae.g_01324
OG0000384	Syab.g_02460	Syae.g_01325
OG0000385	Syab.g_02461	Syae.g_01326
OG0000386	Syab.g_02462	Syae.g_01327
OG0000387	Syab.g_02491	Syae.g_01354
OG0000388	Syab.g_02495	Syae.g_01358
OG0000389	Syab.g_02499	Syae.g_01362
OG0000390	Syab.g_02516	Syae.g_01378
OG0000391	Syab.g_02521	Syae.g_01383
OG0000392	Syab.g_02527	Syae.g_01389
OG0000393	Syab.g_02530	Syae.g_01392
OG0000394	Syab.g_02531	Syae.g_01393
OG0000395	Syab.g_02532	Syae.g_01394
OG0000396	Syab.g_02535	Syae.g_01397
OG0000397	Syab.g_02537	Syae.g_01400
OG0000398	Syab.g_02542	Syae.g_01405
OG0000399	Syab.g_02543	Syae.g_01406
OG0000400	Syab.g_02544	Syae.g_01407
OG0000401	Syab.g_02545	Syae.g_01408
OG0000402	Syab.g_02547	Syae.g_01410
OG0000403	Syab.g_02548	Syae.g_01411
OG0000404	Syab.g_02550	Syae.g_01412
OG0000405	Syab.g_02562	Syae.g_01426
OG0000406	Syab.g_02566	Syae.g_01430
OG0000407	Syab.g_02567	Syae.g_01431
OG0000408	Syab.g_02569	Syae.g_01433
OG0000409	Syab.g_02571	Syae.g_01435
OG0000410	Syab.g_02572	Syae.g_01436
OG0000411	Syab.g_02573	Syae.g_01437
OG0000412	Syab.g_02574	Syae.g_01438
OG0000413	Syab.g_02576	Syae.g_01440
OG0000415	Syab.g_02578	Syae.g_01441
OG0000416	Syab.g_02579	Syae.g_01442
OG0000417	Syab.g_02580	Syae.g_01443
OG0000418	Syab.g_02585	Syae.g_01448
OG0000419	Syab.g_02587	Syae.g_01450
OG0000420	Syab.g_02589	Syae.g_01452
OG0000421	Syab.g_02595	Syae.g_01457
OG0000422	Syab.g_02596	Syae.g_01458
OG0000423	Syab.g_02597	Syae.g_01459
OG0000424	Syab.g_02598	Syae.g_01460
OG0000425	Syab.g_02599	Syae.g_01461
OG0000426	Syab.g_02600	Syae.g_01462
OG0000427	Syab.g_02601	Syae.g_01463
OG0000428	Syab.g_02604	Syae.g_01466
OG0000429	Syab.g_02608	Syae.g_01468
OG0000430	Syab.g_02610	Syae.g_01470
OG0000431	Syab.g_02613	Syae.g_01473
OG0000432	Syab.g_02619	Syae.g_01481
OG0000433	Syab.g_02622	Syae.g_01484
OG0000434	Syab.g_02623	Syae.g_01485
OG0000435	Syab.g_02625	Syae.g_01486
OG0000436	Syab.g_02632	Syae.g_01491
OG0000437	Syab.g_02633	Syae.g_01492
OG0000438	Syab.g_02634	Syae.g_01493
OG0000439	Syab.g_02636	Syae.g_01495
OG0000440	Syab.g_02637	Syae.g_01496
OG0000441	Syab.g_02641	Syae.g_01501
OG0000442	Syab.g_02642	Syae.g_01502
OG0000443	Syab.g_02668	Syae.g_01503
OG0000444	Syab.g_02681	Syae.g_01509
OG0000445	Syab.g_02682	Syae.g_01510
OG0000446	Syab.g_02684	Syae.g_01512
OG0000447	Syab.g_02687	Syae.g_01517
OG0000448	Syab.g_02688	Syae.g_01518
OG0000449	Syab.g_02689	Syae.g_01519
OG0000450	Syab.g_02695	Syae.g_01525
OG0000451	Syab.g_02696	Syae.g_01526
OG0000452	Syab.g_02701	Syae.g_01530
OG0000453	Syab.g_02702	Syae.g_01531
OG0000454	Syab.g_02703	Syae.g_01532
OG0000455	Syab.g_02704	Syae.g_01533
OG0000456	Syab.g_02705	Syae.g_01534
OG0000457	Syab.g_02707	Syae.g_01536
OG0000458	Syab.g_02708	Syae.g_01538
OG0000459	Syab.g_02709	Syae.g_01539
OG0000460	Syab.g_02372	Syae.g_02236
OG0000461	Syab.g_00356	Syae.g_02024
OG0000462	Syab.g_00352	Syae.g_02021
OG0000463	Syab.g_00351	Syae.g_02020
OG0000464	Syab.g_00350	Syae.g_02019
OG0000465	Syab.g_00349	Syae.g_02018
OG0000466	Syab.g_00343	Syae.g_02014
OG0000467	Syab.g_00341	Syae.g_02012
OG0000468	Syab.g_00336	Syae.g_02007
OG0000469	Syab.g_00318	Syae.g_01992
OG0000470	Syab.g_00316	Syae.g_01990
OG0000471	Syab.g_00315	Syae.g_01989
OG0000472	Syab.g_00313	Syae.g_01987
OG0000473	Syab.g_00311	Syae.g_01985
OG0000474	Syab.g_00310	Syae.g_01984
OG0000475	Syab.g_00309	Syae.g_01983
OG0000476	Syab.g_00307	Syae.g_01981
OG0000477	Syab.g_00301	Syae.g_01975
OG0000478	Syab.g_00300	Syae.g_01974
OG0000479	Syab.g_00299	Syae.g_01973
OG0000480	Syab.g_00292	Syae.g_01966
OG0000481	Syab.g_00290	Syae.g_01964
OG0000482	Syab.g_00289	Syae.g_01963
OG0000483	Syab.g_00285	Syae.g_01959
OG0000484	Syab.g_00284	Syae.g_01958
OG0000485	Syab.g_00283	Syae.g_01957
OG0000486	Syab.g_00282	Syae.g_01956
OG0000487	Syab.g_00276	Syae.g_01950
OG0000488	Syab.g_00272	Syae.g_01946
OG0000489	Syab.g_00256	Syae.g_01936
OG0000490	Syab.g_00247	Syae.g_01928
OG0000491	Syab.g_00245	Syae.g_01927
OG0000492	Syab.g_00243	Syae.g_01925
OG0000493	Syab.g_00242	Syae.g_01924
OG0000494	Syab.g_00241	Syae.g_01923
OG0000495	Syab.g_00240	Syae.g_01922
OG0000496	Syab.g_00239	Syae.g_01921
OG0000497	Syab.g_00238	Syae.g_01920
OG0000498	Syab.g_00237	Syae.g_01919
OG0000499	Syab.g_00236	Syae.g_01918
OG0000500	Syab.g_00235	Syae.g_01917
OG0000501	Syab.g_00232	Syae.g_01914
OG0000502	Syab.g_00224	Syae.g_01902
OG0000503	Syab.g_00523	Syae.g_02192
OG0000504	Syab.g_00525	Syae.g_02194
OG0000505	Syab.g_00526	Syae.g_02195
OG0000506	Syab.g_00528	Syae.g_02197
OG0000507	Syab.g_00533	Syae.g_02203
OG0000508	Syab.g_00537	Syae.g_02207
OG0000509	Syab.g_00539	Syae.g_02209
OG0000510	Syab.g_00540	Syae.g_02210
OG0000511	Syab.g_00541	Syae.g_02211
OG0000512	Syab.g_00543	Syae.g_02213
OG0000513	Syab.g_00555	Syae.g_02223
OG0000514	Syab.g_00566	Syae.g_02229
OG0000515	Syab.g_00567	Syae.g_02230
OG0000516	Syab.g_00575	Syae.g_01000
OG0000517	Syab.g_00582	Syae.g_00995
OG0000518	Syab.g_00594	Syae.g_00983
OG0000519	Syab.g_00610	Syae.g_00982
OG0000520	Syab.g_00611	Syae.g_00981
OG0000521	Syab.g_00624	Syae.g_02491
OG0000522	Syab.g_00626	Syae.g_02493
OG0000523	Syab.g_00627	Syae.g_02494
OG0000524	Syab.g_00640	Syae.g_02501
OG0000525	Syab.g_00671	Syae.g_02520
OG0000526	Syab.g_00689	Syae.g_02523
OG0000527	Syab.g_00695	Syae.g_02528
OG0000528	Syab.g_02092	Syae.g_02304
OG0000529	Syab.g_02097	Syae.g_02310
OG0000530	Syab.g_02100	Syae.g_02313
OG0000531	Syab.g_02101	Syae.g_02314
OG0000532	Syab.g_02104	Syae.g_02317
OG0000533	Syab.g_02106	Syae.g_02318
OG0000534	Syab.g_02107	Syae.g_02319
OG0000535	Syab.g_02108	Syae.g_02320
OG0000536	Syab.g_02109	Syae.g_02321
OG0000537	Syab.g_02110	Syae.g_02322
OG0000538	Syab.g_02122	Syae.g_02333
OG0000539	Syab.g_02123	Syae.g_02334
OG0000540	Syab.g_02124	Syae.g_02335
OG0000541	Syab.g_02125	Syae.g_02336
OG0000542	Syab.g_02128	Syae.g_02339
OG0000543	Syab.g_02130	Syae.g_02341
OG0000544	Syab.g_02131	Syae.g_02342
OG0000545	Syab.g_02133	Syae.g_02344
OG0000546	Syab.g_02135	Syae.g_02346
OG0000547	Syab.g_02137	Syae.g_02348
OG0000548	Syab.g_02138	Syae.g_02349
OG0000549	Syab.g_02144	Syae.g_02354
OG0000550	Syab.g_02149	Syae.g_02358
OG0000551	Syab.g_02153	Syae.g_02363
OG0000552	Syab.g_02154	Syae.g_02364
OG0000553	Syab.g_02046	Syae.g_02366
OG0000554	Syab.g_02040	Syae.g_02375
OG0000555	Syab.g_02026	Syae.g_02390
OG0000556	Syab.g_02022	Syae.g_02394
OG0000557	Syab.g_02019	Syae.g_02398
OG0000558	Syab.g_02016	Syae.g_02400
OG0000559	Syab.g_02012	Syae.g_02404
OG0000560	Syab.g_02009	Syae.g_02407
OG0000561	Syab.g_02008	Syae.g_02408
OG0000562	Syab.g_02007	Syae.g_02409
OG0000563	Syab.g_02006	Syae.g_02410
OG0000564	Syab.g_02005	Syae.g_02411
OG0000565	Syab.g_02001	Syae.g_02414
OG0000566	Syab.g_01997	Syae.g_02418
OG0000567	Syab.g_01993	Syae.g_02422
OG0000568	Syab.g_01991	Syae.g_02427
OG0000569	Syab.g_01990	Syae.g_02428
OG0000570	Syab.g_01989	Syae.g_02429
OG0000571	Syab.g_01986	Syae.g_02433
OG0000572	Syab.g_01969	Syae.g_02448
OG0000573	Syab.g_01960	Syae.g_02456
OG0000574	Syab.g_01959	Syae.g_02457
