Orthogroup	Syab	Prbk
OG0000231	Syab.g_00613	Prbk.g_00311
OG0000232	Syab.g_00631	Prbk.g_00295
OG0000233	Syab.g_00645	Prbk.g_02092
OG0000234	Syab.g_00699	Prbk.g_02114
OG0000235	Syab.g_02095	Prbk.g_02060
OG0000236	Syab.g_02111	Prbk.g_02076
OG0000237	Syab.g_02129	Prbk.g_01047
OG0000238	Syab.g_02134	Prbk.g_01051
OG0000239	Syab.g_02151	Prbk.g_01067
OG0000240	Syab.g_02152	Prbk.g_01068
OG0000241	Syab.g_01884	Prbk.g_01965
OG0000242	Syab.g_02043	Prbk.g_01078
OG0000243	Syab.g_02025	Prbk.g_02684
OG0000244	Syab.g_02017	Prbk.g_01897
OG0000245	Syab.g_02015	Prbk.g_01894
OG0000246	Syab.g_02011	Prbk.g_01890
OG0000247	Syab.g_01999	Prbk.g_01879
OG0000248	Syab.g_01996	Prbk.g_01876
OG0000249	Syab.g_01994	Prbk.g_01874
OG0000250	Syab.g_01988	Prbk.g_01106
OG0000251	Syab.g_01961	Prbk.g_01130
OG0000252	Syab.g_01958	Prbk.g_01133
OG0000253	Syab.g_01956	Prbk.g_01139
OG0000254	Syab.g_01925	Prbk.g_01158
OG0000255	Syab.g_01912	Prbk.g_02604
OG0000256	Syab.g_01890	Prbk.g_02618
OG0000257	Syab.g_01885	Prbk.g_02624
OG0000258	Syab.g_01861	Prbk.g_02647
OG0000259	Syab.g_01538	Prbk.g_00720
OG0000260	Syab.g_01544	Prbk.g_00717
OG0000261	Syab.g_01556	Prbk.g_00714
OG0000262	Syab.g_01561	Prbk.g_00709
OG0000263	Syab.g_01035	Prbk.g_00672
OG0000264	Syab.g_01173	Prbk.g_01815
OG0000265	Syab.g_01773	Prbk.g_00619
OG0000266	Syab.g_01667	Prbk.g_00608
OG0000267	Syab.g_01433	Prbk.g_02371
OG0000268	Syab.g_01432	Prbk.g_02370
OG0000269	Syab.g_01650	Prbk.g_02463
OG0000270	Syab.g_01657	Prbk.g_02466
OG0000271	Syab.g_01279	Prbk.g_02474
OG0000272	Syab.g_01280	Prbk.g_02475
OG0000274	Syab.g_01700	Prbk.g_02527
OG0000275	Syab.g_01704	Prbk.g_02530
OG0000276	Syab.g_01712	Prbk.g_02536
OG0000277	Syab.g_01713	Prbk.g_02537
OG0000278	Syab.g_01716	Prbk.g_02540
OG0000279	Syab.g_01724	Prbk.g_02548
OG0000280	Syab.g_01736	Prbk.g_02554
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Prbk.g_02568
OG0000282	Syab.g_01631	Prbk.g_02398
OG0000283	Syab.g_01418	Prbk.g_02359
OG0000284	Syab.g_01413	Prbk.g_02353
OG0000285	Syab.g_01402	Prbk.g_01698
OG0000286	Syab.g_01384	Prbk.g_02325
OG0000287	Syab.g_01350	Prbk.g_01728
OG0000288	Syab.g_01318	Prbk.g_00583
OG0000289	Syab.g_01303	Prbk.g_00596
OG0000290	Syab.g_01213	Prbk.g_00059
OG0000291	Syab.g_01211	Prbk.g_00057
OG0000292	Syab.g_02907	Prbk.g_02271
OG0000293	Syab.g_00946	Prbk.g_01032
OG0000294	Syab.g_00947	Prbk.g_01031
OG0000295	Syab.g_01001	Prbk.g_00106
OG0000296	Syab.g_01003	Prbk.g_00104
OG0000297	Syab.g_01016	Prbk.g_01498
OG0000298	Syab.g_01017	Prbk.g_01497
OG0000299	Syab.g_01047	Prbk.g_01508
OG0000300	Syab.g_01054	Prbk.g_00186
OG0000301	Syab.g_01055	Prbk.g_00185
OG0000302	Syab.g_01056	Prbk.g_00182
OG0000303	Syab.g_01149	Prbk.g_00097
OG0000304	Syab.g_01143	Prbk.g_00121
OG0000305	Syab.g_01208	Prbk.g_00055
OG0000306	Syab.g_01819	Prbk.g_02578
OG0000307	Syab.g_02078	Prbk.g_02044
OG0000308	Syab.g_02076	Prbk.g_02042
OG0000309	Syab.g_02071	Prbk.g_02038
OG0000310	Syab.g_00817	Prbk.g_01937
OG0000311	Syab.g_00811	Prbk.g_00243
OG0000312	Syab.g_00793	Prbk.g_00247
OG0000313	Syab.g_00769	Prbk.g_00271
OG0000314	Syab.g_00736	Prbk.g_01222
OG0000315	Syab.g_00726	Prbk.g_01212
OG0000316	Syab.g_02189	Prbk.g_01991
OG0000317	Syab.g_02251	Prbk.g_00913
OG0000318	Syab.g_02257	Prbk.g_00906
OG0000319	Syab.g_02291	Prbk.g_01443
OG0000320	Syab.g_02293	Prbk.g_01441
OG0000321	Syab.g_02294	Prbk.g_01440
OG0000322	Syab.g_02295	Prbk.g_01439
OG0000323	Syab.g_02310	Prbk.g_01428
OG0000324	Syab.g_02341	Prbk.g_01399
OG0000325	Syab.g_00368	Prbk.g_01904
OG0000326	Syab.g_00375	Prbk.g_01912
OG0000327	Syab.g_00402	Prbk.g_00987
OG0000328	Syab.g_00403	Prbk.g_00986
OG0000329	Syab.g_00420	Prbk.g_00969
OG0000330	Syab.g_00421	Prbk.g_00968
OG0000331	Syab.g_00422	Prbk.g_00967
OG0000332	Syab.g_00437	Prbk.g_00952
OG0000333	Syab.g_00440	Prbk.g_00950
OG0000334	Syab.g_00450	Prbk.g_00801
OG0000335	Syab.g_00455	Prbk.g_00806
OG0000336	Syab.g_00459	Prbk.g_00810
OG0000337	Syab.g_00210	Prbk.g_00506
OG0000338	Syab.g_00207	Prbk.g_00510
OG0000339	Syab.g_00201	Prbk.g_00516
OG0000340	Syab.g_00135	Prbk.g_00528
OG0000341	Syab.g_00157, Syab.g_00133	Prbk.g_00530
OG0000342	Syab.g_00132	Prbk.g_00531
OG0000343	Syab.g_00131	Prbk.g_00215
OG0000344	Syab.g_00127	Prbk.g_00218
OG0000345	Syab.g_00117	Prbk.g_00233
OG0000346	Syab.g_00112	Prbk.g_00238
OG0000347	Syab.g_00087	Prbk.g_01540
OG0000348	Syab.g_00076	Prbk.g_01578
OG0000349	Syab.g_00054	Prbk.g_01602
OG0000350	Syab.g_00382	Prbk.g_02204
OG0000351	Syab.g_02879	Prbk.g_02252
OG0000352	Syab.g_02880	Prbk.g_02253
OG0000353	Syab.g_02913	Prbk.g_02277
OG0000354	Syab.g_02140	Prbk.g_01057
OG0000354	Syab.g_00020	Prbk.g_01635
OG0000355	Syab.g_00001	Prbk.g_02279
OG0000356	Syab.g_00002	Prbk.g_02280
OG0000357	Syab.g_00003	Prbk.g_02281
OG0000358	Syab.g_00007	Prbk.g_02285
OG0000359	Syab.g_00009	Prbk.g_02287
OG0000360	Syab.g_00010	Prbk.g_02288
OG0000361	Syab.g_00011	Prbk.g_02289
OG0000362	Syab.g_00013	Prbk.g_02291
OG0000363	Syab.g_00015	Prbk.g_01639
OG0000364	Syab.g_00016	Prbk.g_01638
OG0000365	Syab.g_00026	Prbk.g_01629
OG0000366	Syab.g_00027	Prbk.g_01628
OG0000367	Syab.g_00028	Prbk.g_01627
OG0000368	Syab.g_00030	Prbk.g_01625
OG0000369	Syab.g_00031	Prbk.g_01624
OG0000370	Syab.g_00032	Prbk.g_01623
OG0000371	Syab.g_00711, Syab.g_00039	Prbk.g_01614
OG0000372	Syab.g_00045	Prbk.g_01609
OG0000373	Syab.g_00046	Prbk.g_01608
OG0000374	Syab.g_00047	Prbk.g_01607
OG0000375	Syab.g_00050	Prbk.g_01606
OG0000376	Syab.g_00052	Prbk.g_01604
OG0000377	Syab.g_02748	Prbk.g_02155
OG0000378	Syab.g_02717	Prbk.g_02141
OG0000379	Syab.g_02714	Prbk.g_02125
OG0000380	Syab.g_02432	Prbk.g_01323
OG0000381	Syab.g_02435	Prbk.g_01319
OG0000382	Syab.g_02453	Prbk.g_01304
OG0000383	Syab.g_02459	Prbk.g_01302
OG0000384	Syab.g_02460	Prbk.g_01301
OG0000385	Syab.g_02461	Prbk.g_01300
OG0000386	Syab.g_02462	Prbk.g_01299
OG0000387	Syab.g_02491	Prbk.g_00020
OG0000388	Syab.g_02495	Prbk.g_00016
OG0000389	Syab.g_02499	Prbk.g_00012
OG0000390	Syab.g_02516	Prbk.g_00191
OG0000391	Syab.g_02521	Prbk.g_00196
OG0000392	Syab.g_02527	Prbk.g_00202
OG0000393	Syab.g_02530	Prbk.g_00207
OG0000394	Syab.g_02531	Prbk.g_00208
OG0000395	Syab.g_02532	Prbk.g_00209
OG0000396	Syab.g_02535	Prbk.g_00542
OG0000397	Syab.g_02537	Prbk.g_00544
OG0000398	Syab.g_02542	Prbk.g_00549
OG0000399	Syab.g_02543	Prbk.g_00550
OG0000400	Syab.g_02544	Prbk.g_00551
OG0000401	Syab.g_02545	Prbk.g_00552
OG0000402	Syab.g_02547	Prbk.g_00554
OG0000403	Syab.g_02548	Prbk.g_00555
OG0000404	Syab.g_02550	Prbk.g_00557
OG0000405	Syab.g_02562	Prbk.g_00749
OG0000406	Syab.g_02566	Prbk.g_00753
OG0000407	Syab.g_02567	Prbk.g_00754
OG0000408	Syab.g_02569	Prbk.g_00756
OG0000409	Syab.g_02571	Prbk.g_00758
OG0000410	Syab.g_02572	Prbk.g_00759
OG0000411	Syab.g_02573	Prbk.g_00760
OG0000412	Syab.g_02574	Prbk.g_00761
OG0000413	Syab.g_02576	Prbk.g_00763
OG0000414	Syab.g_02577	Prbk.g_00764
OG0000415	Syab.g_02578	Prbk.g_00765
OG0000416	Syab.g_02579	Prbk.g_00766
OG0000417	Syab.g_02580	Prbk.g_00767
OG0000418	Syab.g_02585	Prbk.g_00772
OG0000419	Syab.g_02587	Prbk.g_00774
OG0000420	Syab.g_02589	Prbk.g_00775
OG0000421	Syab.g_02595	Prbk.g_00779
OG0000422	Syab.g_02596	Prbk.g_00780
OG0000423	Syab.g_02597	Prbk.g_00781
OG0000424	Syab.g_02598	Prbk.g_00782
OG0000425	Syab.g_02599	Prbk.g_00783
OG0000426	Syab.g_02600	Prbk.g_00784
OG0000427	Syab.g_02601	Prbk.g_00785
OG0000428	Syab.g_02604	Prbk.g_02425
OG0000429	Syab.g_02608	Prbk.g_01283
OG0000430	Syab.g_02610	Prbk.g_01281
OG0000431	Syab.g_02613	Prbk.g_01277
OG0000432	Syab.g_02619	Prbk.g_01270
OG0000433	Syab.g_02622	Prbk.g_01267
OG0000434	Syab.g_02623	Prbk.g_01266
OG0000435	Syab.g_02625	Prbk.g_01263
OG0000436	Syab.g_02632	Prbk.g_01257
OG0000437	Syab.g_02633	Prbk.g_01256
OG0000438	Syab.g_02634	Prbk.g_01255
OG0000439	Syab.g_02636	Prbk.g_01253
OG0000440	Syab.g_02637	Prbk.g_01252
OG0000441	Syab.g_02641	Prbk.g_01245
OG0000442	Syab.g_02642	Prbk.g_01244
OG0000443	Syab.g_02668	Prbk.g_00631
OG0000444	Syab.g_02681	Prbk.g_00683
OG0000445	Syab.g_02682	Prbk.g_00682
OG0000446	Syab.g_02684	Prbk.g_00680
OG0000447	Syab.g_02687	Prbk.g_00670
OG0000448	Syab.g_02688	Prbk.g_00669
OG0000449	Syab.g_02689	Prbk.g_00668
OG0000450	Syab.g_02695	Prbk.g_00662
OG0000451	Syab.g_02696	Prbk.g_00661
OG0000452	Syab.g_02701	Prbk.g_00656
OG0000453	Syab.g_02702	Prbk.g_00655
OG0000454	Syab.g_02703	Prbk.g_00654
OG0000455	Syab.g_02704	Prbk.g_00653
OG0000456	Syab.g_02705	Prbk.g_00652
OG0000457	Syab.g_02707	Prbk.g_00650
OG0000458	Syab.g_02708	Prbk.g_00649
OG0000459	Syab.g_02709	Prbk.g_00648
OG0000460	Syab.g_02372	Prbk.g_01369
OG0000461	Syab.g_00356	Prbk.g_01900
OG0000462	Syab.g_00352	Prbk.g_01012
OG0000463	Syab.g_00351	Prbk.g_01011
OG0000464	Syab.g_00350	Prbk.g_01010
OG0000465	Syab.g_00349	Prbk.g_01008
OG0000466	Syab.g_00343	Prbk.g_01003
OG0000467	Syab.g_00341	Prbk.g_01001
OG0000468	Syab.g_00336	Prbk.g_00371
OG0000469	Syab.g_00318	Prbk.g_00384
OG0000470	Syab.g_00316	Prbk.g_00397
OG0000471	Syab.g_00315	Prbk.g_00398
OG0000472	Syab.g_00313	Prbk.g_00400
OG0000473	Syab.g_00311	Prbk.g_00402
OG0000474	Syab.g_00310	Prbk.g_00403
OG0000475	Syab.g_00309	Prbk.g_00404
OG0000476	Syab.g_00307	Prbk.g_00406
OG0000477	Syab.g_00301	Prbk.g_00411
OG0000478	Syab.g_00300	Prbk.g_00412
OG0000479	Syab.g_00299	Prbk.g_00413
OG0000480	Syab.g_00292	Prbk.g_00420
OG0000481	Syab.g_00290	Prbk.g_00422
OG0000482	Syab.g_00289	Prbk.g_00423
OG0000483	Syab.g_00285	Prbk.g_00427
OG0000484	Syab.g_00284	Prbk.g_00428
OG0000485	Syab.g_00283	Prbk.g_00429
OG0000486	Syab.g_00282	Prbk.g_00430
OG0000487	Syab.g_00276	Prbk.g_00435
OG0000488	Syab.g_00272	Prbk.g_00439
OG0000489	Syab.g_00256	Prbk.g_00450
OG0000490	Syab.g_00247	Prbk.g_00456
OG0000491	Syab.g_00245	Prbk.g_00457
OG0000492	Syab.g_00243	Prbk.g_00460
OG0000493	Syab.g_00242	Prbk.g_00461
OG0000494	Syab.g_00241	Prbk.g_00462
OG0000495	Syab.g_00240	Prbk.g_00463
OG0000496	Syab.g_00239	Prbk.g_00464
OG0000497	Syab.g_00238	Prbk.g_00465
OG0000498	Syab.g_00237	Prbk.g_00466
OG0000499	Syab.g_00236	Prbk.g_00467
OG0000500	Syab.g_00235	Prbk.g_00468
OG0000501	Syab.g_00232	Prbk.g_00471
OG0000502	Syab.g_00224	Prbk.g_00483
OG0000503	Syab.g_00523	Prbk.g_00871
OG0000504	Syab.g_00525	Prbk.g_00873
OG0000505	Syab.g_00526	Prbk.g_00874
OG0000506	Syab.g_00528	Prbk.g_00876
OG0000507	Syab.g_00533	Prbk.g_00881
OG0000508	Syab.g_00537	Prbk.g_00888
OG0000509	Syab.g_00539	Prbk.g_00890
OG0000510	Syab.g_00540	Prbk.g_00891
OG0000511	Syab.g_00541	Prbk.g_00892
OG0000512	Syab.g_00543	Prbk.g_00894
OG0000513	Syab.g_00555	Prbk.g_00360
OG0000514	Syab.g_00566	Prbk.g_00352
OG0000515	Syab.g_00567	Prbk.g_00351
OG0000516	Syab.g_00575	Prbk.g_00339
OG0000517	Syab.g_00582	Prbk.g_00329
OG0000518	Syab.g_00594	Prbk.g_00317
OG0000519	Syab.g_00610	Prbk.g_00316
OG0000520	Syab.g_00611	Prbk.g_00315
OG0000521	Syab.g_00624	Prbk.g_00301
OG0000522	Syab.g_00626	Prbk.g_00299
OG0000523	Syab.g_00627	Prbk.g_00298
OG0000524	Syab.g_00640	Prbk.g_02088
OG0000525	Syab.g_00671	Prbk.g_02105
OG0000526	Syab.g_00689	Prbk.g_02107
OG0000527	Syab.g_00695	Prbk.g_02111
OG0000528	Syab.g_02092	Prbk.g_02056
OG0000529	Syab.g_02097	Prbk.g_02062
OG0000530	Syab.g_02100	Prbk.g_02065
OG0000531	Syab.g_02101	Prbk.g_02066
OG0000532	Syab.g_02104	Prbk.g_02069
OG0000533	Syab.g_02106	Prbk.g_02071
OG0000534	Syab.g_02107	Prbk.g_02072
OG0000535	Syab.g_02108	Prbk.g_02073
OG0000536	Syab.g_02109	Prbk.g_02074
OG0000537	Syab.g_02110	Prbk.g_02075
OG0000538	Syab.g_02122	Prbk.g_01865
OG0000539	Syab.g_02123	Prbk.g_01041
OG0000540	Syab.g_02124	Prbk.g_01042
OG0000541	Syab.g_02125	Prbk.g_01043
OG0000542	Syab.g_02128	Prbk.g_01046
OG0000543	Syab.g_02130	Prbk.g_01048
OG0000544	Syab.g_02131	Prbk.g_01049
OG0000545	Syab.g_02133	Prbk.g_01050
OG0000546	Syab.g_02135	Prbk.g_01052
OG0000547	Syab.g_02137	Prbk.g_01054
OG0000548	Syab.g_02138	Prbk.g_01055
OG0000549	Syab.g_02144	Prbk.g_01061
OG0000550	Syab.g_02149	Prbk.g_01066
OG0000551	Syab.g_02153	Prbk.g_01070
OG0000552	Syab.g_02154	Prbk.g_01071
OG0000553	Syab.g_02046	Prbk.g_01076
OG0000554	Syab.g_02040	Prbk.g_01081
