Orthogroup	Syab	Prar
OG0000323	Syab.g_02310	Prar.g_01967
OG0000324	Syab.g_02341	Prar.g_00609
OG0000325	Syab.g_00368	Prar.g_01113
OG0000326	Syab.g_00375	Prar.g_01107
OG0000327	Syab.g_00402	Prar.g_01068
OG0000328	Syab.g_00403	Prar.g_01067
OG0000329	Syab.g_00420	Prar.g_01050
OG0000330	Syab.g_00421	Prar.g_01049
OG0000331	Syab.g_00422	Prar.g_01048
OG0000332	Syab.g_00437	Prar.g_01034
OG0000333	Syab.g_00440	Prar.g_01032
OG0000334	Syab.g_00450	Prar.g_01024
OG0000335	Syab.g_00455	Prar.g_01020
OG0000336	Syab.g_00459	Prar.g_01016
OG0000337	Syab.g_00210	Prar.g_00625
OG0000338	Syab.g_00207	Prar.g_00626
OG0000339	Syab.g_00201	Prar.g_00630
OG0000340	Syab.g_00135	Prar.g_00638
OG0000341	Syab.g_00157, Syab.g_00133	Prar.g_00640
OG0000342	Syab.g_00132	Prar.g_00641
OG0000343	Syab.g_00131	Prar.g_00642
OG0000344	Syab.g_00127, Syab.g_02424	Prar.g_00645
OG0000345	Syab.g_00117	Prar.g_00650
OG0000346	Syab.g_00112	Prar.g_00654
OG0000347	Syab.g_00087	Prar.g_00669
OG0000348	Syab.g_00076	Prar.g_00678
OG0000349	Syab.g_00054	Prar.g_00695
OG0000350	Syab.g_00382	Prar.g_00072
OG0000351	Syab.g_02879	Prar.g_00055
OG0000352	Syab.g_02880	Prar.g_00054
OG0000353	Syab.g_02913	Prar.g_00039
OG0000355	Syab.g_00001	Prar.g_00037
OG0000356	Syab.g_00002	Prar.g_00036
OG0000357	Syab.g_00003	Prar.g_00035
OG0000358	Syab.g_00007	Prar.g_00031
OG0000359	Syab.g_00009	Prar.g_00030
OG0000360	Syab.g_00010	Prar.g_00029
OG0000361	Syab.g_00011	Prar.g_00028
OG0000362	Syab.g_00013	Prar.g_00026
OG0000363	Syab.g_00015	Prar.g_00024
OG0000364	Syab.g_00016	Prar.g_00023
OG0000365	Syab.g_00026	Prar.g_00018
OG0000366	Syab.g_00027	Prar.g_00017
OG0000367	Syab.g_00028	Prar.g_00016
OG0000368	Syab.g_00030	Prar.g_00014
OG0000369	Syab.g_00031	Prar.g_00013
OG0000370	Syab.g_00032	Prar.g_00012
OG0000371	Syab.g_00711, Syab.g_00039	Prar.g_00006
OG0000372	Syab.g_00045	Prar.g_00002
OG0000373	Syab.g_00046	Prar.g_00001
OG0000374	Syab.g_00047	Prar.g_00594
OG0000375	Syab.g_00050	Prar.g_00580
OG0000376	Syab.g_00052	Prar.g_00578
OG0000377	Syab.g_02748	Prar.g_00574
OG0000378	Syab.g_02717	Prar.g_00572
OG0000379	Syab.g_02714	Prar.g_00569
OG0000380	Syab.g_02432	Prar.g_00552
OG0000381	Syab.g_02435	Prar.g_00548
OG0000382	Syab.g_02453	Prar.g_00247
OG0000383	Syab.g_02459	Prar.g_00245
OG0000384	Syab.g_02460	Prar.g_00244
OG0000385	Syab.g_02461	Prar.g_00243
OG0000386	Syab.g_02462	Prar.g_00242
OG0000387	Syab.g_02491	Prar.g_00229
OG0000388	Syab.g_02495	Prar.g_00226
OG0000389	Syab.g_02499	Prar.g_00222
OG0000390	Syab.g_02516	Prar.g_00215
OG0000391	Syab.g_02521	Prar.g_00212
OG0000392	Syab.g_02527	Prar.g_00208
OG0000393	Syab.g_02530	Prar.g_00206
OG0000394	Syab.g_02531	Prar.g_00205
OG0000395	Syab.g_02532	Prar.g_00204
OG0000396	Syab.g_02535	Prar.g_00201
OG0000397	Syab.g_02537	Prar.g_00199
OG0000398	Syab.g_02542	Prar.g_00197
OG0000399	Syab.g_02543	Prar.g_00196
OG0000400	Syab.g_02544	Prar.g_00195
OG0000401	Syab.g_02545	Prar.g_00194
OG0000402	Syab.g_02547	Prar.g_00192
OG0000403	Syab.g_02548	Prar.g_00191
OG0000404	Syab.g_02550	Prar.g_00190
OG0000405	Syab.g_02562	Prar.g_00186
OG0000406	Syab.g_02566	Prar.g_00180
OG0000407	Syab.g_02567	Prar.g_00179
OG0000408	Syab.g_02569	Prar.g_00177
OG0000409	Syab.g_02571	Prar.g_00175
OG0000410	Syab.g_02572	Prar.g_00174
OG0000411	Syab.g_02573	Prar.g_00173
OG0000412	Syab.g_02574	Prar.g_00172
OG0000413	Syab.g_02576	Prar.g_00171
OG0000414	Syab.g_02577	Prar.g_01569, Prar.g_00170
OG0000415	Syab.g_02578	Prar.g_00169
OG0000416	Syab.g_02579	Prar.g_00168
OG0000417	Syab.g_02580	Prar.g_00167
OG0000418	Syab.g_02585	Prar.g_00162
OG0000419	Syab.g_02587	Prar.g_00160
OG0000420	Syab.g_02589	Prar.g_00159
OG0000421	Syab.g_02595	Prar.g_00154
OG0000422	Syab.g_02596	Prar.g_00153
OG0000423	Syab.g_02597	Prar.g_00152
OG0000424	Syab.g_02598	Prar.g_00151
OG0000425	Syab.g_02599	Prar.g_00150
OG0000426	Syab.g_02600	Prar.g_00149
OG0000427	Syab.g_02601	Prar.g_00148
OG0000428	Syab.g_02604	Prar.g_00146
OG0000429	Syab.g_02608	Prar.g_00145
OG0000430	Syab.g_02610	Prar.g_00144
OG0000431	Syab.g_02613	Prar.g_00142
OG0000432	Syab.g_02619	Prar.g_00139
OG0000433	Syab.g_02622	Prar.g_00138
OG0000434	Syab.g_02623	Prar.g_00137
OG0000435	Syab.g_02625	Prar.g_00136
OG0000436	Syab.g_02632	Prar.g_00131
OG0000437	Syab.g_02633	Prar.g_00130
OG0000438	Syab.g_02634	Prar.g_00129
OG0000439	Syab.g_02636	Prar.g_00127
OG0000440	Syab.g_02637	Prar.g_00126
OG0000441	Syab.g_02641	Prar.g_00123
OG0000442	Syab.g_02642	Prar.g_00122
OG0000443	Syab.g_02668	Prar.g_00121
OG0000444	Syab.g_02681	Prar.g_00116
OG0000445	Syab.g_02682	Prar.g_00115
OG0000446	Syab.g_02684	Prar.g_00114
OG0000447	Syab.g_02687	Prar.g_00113
OG0000448	Syab.g_02688	Prar.g_00112
OG0000449	Syab.g_02689	Prar.g_00111
OG0000450	Syab.g_02695	Prar.g_00110
OG0000451	Syab.g_02696	Prar.g_00109
OG0000452	Syab.g_02701	Prar.g_00106
OG0000453	Syab.g_02702	Prar.g_00105
OG0000454	Syab.g_02703	Prar.g_00104
OG0000455	Syab.g_02704	Prar.g_00103
OG0000456	Syab.g_02705	Prar.g_00102
OG0000457	Syab.g_02707	Prar.g_00101
OG0000458	Syab.g_02708	Prar.g_00100
OG0000459	Syab.g_02709	Prar.g_00099
OG0000460	Syab.g_02372	Prar.g_00092
OG0000461	Syab.g_00356	Prar.g_00085
OG0000462	Syab.g_00352	Prar.g_00083
OG0000463	Syab.g_00351	Prar.g_00082
OG0000464	Syab.g_00350	Prar.g_00081
OG0000465	Syab.g_00349	Prar.g_00080
OG0000466	Syab.g_00343	Prar.g_00077
OG0000467	Syab.g_00341	Prar.g_00076
OG0000468	Syab.g_00336	Prar.g_00334
OG0000469	Syab.g_00318	Prar.g_00325
OG0000470	Syab.g_00316	Prar.g_00323
OG0000471	Syab.g_00315	Prar.g_00322
OG0000472	Syab.g_00313	Prar.g_00321
OG0000473	Syab.g_00311	Prar.g_00319
OG0000474	Syab.g_00310	Prar.g_00318
OG0000475	Syab.g_00309	Prar.g_00317
OG0000476	Syab.g_00307	Prar.g_00316
OG0000477	Syab.g_00301	Prar.g_00312
OG0000478	Syab.g_00300	Prar.g_00311
OG0000479	Syab.g_00299	Prar.g_00310
OG0000480	Syab.g_00292	Prar.g_00305
OG0000481	Syab.g_00290	Prar.g_00303
OG0000482	Syab.g_00289	Prar.g_00302
OG0000483	Syab.g_00285	Prar.g_00299
OG0000484	Syab.g_00284	Prar.g_00298
OG0000485	Syab.g_00283	Prar.g_00297
OG0000486	Syab.g_00282	Prar.g_00296
OG0000487	Syab.g_00276	Prar.g_00292
OG0000488	Syab.g_00272	Prar.g_00289
OG0000489	Syab.g_00256	Prar.g_00284
OG0000490	Syab.g_00247	Prar.g_00279
OG0000491	Syab.g_00245	Prar.g_00278
OG0000492	Syab.g_00243	Prar.g_00276
OG0000493	Syab.g_00242	Prar.g_00275
OG0000494	Syab.g_00241	Prar.g_00274
OG0000495	Syab.g_00240	Prar.g_00273
OG0000496	Syab.g_00239	Prar.g_00272
OG0000497	Syab.g_00238	Prar.g_00271
OG0000498	Syab.g_00237	Prar.g_00270
OG0000499	Syab.g_00236	Prar.g_00269
OG0000500	Syab.g_00235	Prar.g_00268
OG0000501	Syab.g_00232	Prar.g_00266
OG0000502	Syab.g_00224	Prar.g_00263
OG0000503	Syab.g_00523	Prar.g_00394
OG0000504	Syab.g_00525	Prar.g_00395
OG0000505	Syab.g_00526	Prar.g_00396
OG0000506	Syab.g_00528	Prar.g_00398
OG0000507	Syab.g_00533	Prar.g_00401
OG0000508	Syab.g_00537	Prar.g_00405
OG0000509	Syab.g_00539	Prar.g_00407
OG0000510	Syab.g_00540	Prar.g_00408
OG0000511	Syab.g_00541	Prar.g_00409
OG0000512	Syab.g_00543	Prar.g_00411
OG0000513	Syab.g_00555	Prar.g_00418
OG0000514	Syab.g_00566	Prar.g_00479
OG0000515	Syab.g_00567	Prar.g_00480
OG0000516	Syab.g_00575	Prar.g_00481
OG0000517	Syab.g_00582	Prar.g_00483
OG0000518	Syab.g_00594	Prar.g_00494
OG0000519	Syab.g_00610	Prar.g_00495
OG0000520	Syab.g_00611	Prar.g_00496
OG0000521	Syab.g_00624	Prar.g_00501
OG0000522	Syab.g_00626	Prar.g_00503
OG0000523	Syab.g_00627	Prar.g_00504
OG0000524	Syab.g_00640	Prar.g_00510
OG0000525	Syab.g_00671	Prar.g_00513
OG0000526	Syab.g_00689	Prar.g_00514
OG0000527	Syab.g_00695	Prar.g_00523
OG0000528	Syab.g_02092	Prar.g_00528
OG0000529	Syab.g_02097	Prar.g_00531
OG0000530	Syab.g_02100	Prar.g_00534
OG0000531	Syab.g_02101	Prar.g_00535
OG0000532	Syab.g_02104	Prar.g_00537
OG0000533	Syab.g_02106	Prar.g_00538
OG0000534	Syab.g_02107	Prar.g_00539
OG0000535	Syab.g_02108	Prar.g_00540
OG0000536	Syab.g_02109	Prar.g_00541
OG0000537	Syab.g_02110	Prar.g_00542
OG0000538	Syab.g_02122	Prar.g_01331
OG0000539	Syab.g_02123	Prar.g_01332
OG0000540	Syab.g_02124	Prar.g_01333
OG0000541	Syab.g_02125	Prar.g_01334
OG0000542	Syab.g_02128	Prar.g_01336
OG0000543	Syab.g_02130	Prar.g_01338
OG0000544	Syab.g_02131	Prar.g_01339
OG0000545	Syab.g_02133	Prar.g_01341
OG0000546	Syab.g_02135	Prar.g_01344
OG0000547	Syab.g_02137	Prar.g_01345
OG0000548	Syab.g_02138	Prar.g_01346
OG0000549	Syab.g_02144	Prar.g_01348
OG0000550	Syab.g_02149	Prar.g_01353
OG0000551	Syab.g_02153	Prar.g_01357
OG0000552	Syab.g_02154	Prar.g_01358
OG0000553	Syab.g_02046	Prar.g_01359
OG0000554	Syab.g_02040	Prar.g_01364
OG0000555	Syab.g_02026	Prar.g_01372
OG0000556	Syab.g_02022	Prar.g_01374
OG0000557	Syab.g_02019	Prar.g_01375
OG0000558	Syab.g_02016	Prar.g_01377
OG0000559	Syab.g_02012	Prar.g_01381
OG0000560	Syab.g_02009	Prar.g_01384
OG0000561	Syab.g_02008	Prar.g_01385
OG0000562	Syab.g_02007	Prar.g_01386
OG0000563	Syab.g_02006	Prar.g_01387
OG0000564	Syab.g_02005	Prar.g_01388
OG0000565	Syab.g_02001	Prar.g_01391
OG0000566	Syab.g_01997	Prar.g_01393
OG0000567	Syab.g_01993	Prar.g_01397
OG0000568	Syab.g_01991	Prar.g_01398
OG0000569	Syab.g_01990	Prar.g_01399
OG0000570	Syab.g_01989	Prar.g_01400
OG0000571	Syab.g_01986	Prar.g_01402
OG0000572	Syab.g_01969	Prar.g_01415
OG0000573	Syab.g_01960	Prar.g_01422
OG0000574	Syab.g_01959	Prar.g_01423
OG0000575	Syab.g_01954	Prar.g_01427
OG0000576	Syab.g_01952	Prar.g_01429
OG0000577	Syab.g_01951	Prar.g_01430
