Orthogroup	Syab	Praz
OG0000040	Syab.g_02853	Praz.g_00012
OG0000042	Syab.g_01019, Syab.g_00099	Praz.g_00198
OG0000043	Syab.g_02802	Praz.g_01234
OG0000044	Syab.g_01262, Syab.g_01256, Syab.g_01097	Praz.g_00693
OG0000045	Syab.g_01787	Praz.g_00803
OG0000047	Syab.g_00876	Praz.g_00687, Praz.g_01921
OG0000048	Syab.g_00308	Praz.g_00800
OG0000053	Syab.g_00746	Praz.g_01021
OG0000054	Syab.g_01932	Praz.g_01724
OG0000055	Syab.g_01255	Praz.g_01531
OG0000056	Syab.g_01452	Praz.g_01253
OG0000057	Syab.g_01200	Praz.g_01632
OG0000058	Syab.g_00227	Praz.g_01096
OG0000059	Syab.g_00397	Praz.g_00311
OG0000061	Syab.g_00969	Praz.g_00755
OG0000062	Syab.g_02234	Praz.g_00963
OG0000063	Syab.g_00040	Praz.g_00398
OG0000065	Syab.g_02500, Syab.g_01768	Praz.g_00467
OG0000066	Syab.g_01516, Syab.g_02031	Praz.g_01789
OG0000067	Syab.g_01659	Praz.g_01512
OG0000068	Syab.g_02087	Praz.g_01139
OG0000070	Syab.g_00614	Praz.g_01878
OG0000071	Syab.g_00915	Praz.g_01180
OG0000072	Syab.g_02593	Praz.g_00531
OG0000073	Syab.g_02119	Praz.g_01829
OG0000075	Syab.g_00202	Praz.g_00230
OG0000076	Syab.g_00113	Praz.g_00205
OG0000077	Syab.g_02446	Praz.g_00438
OG0000078	Syab.g_02366	Praz.g_00599
OG0000079	Syab.g_00340	Praz.g_00612
OG0000081	Syab.g_01793	Praz.g_01797
OG0000082	Syab.g_01971	Praz.g_01744
OG0000084	Syab.g_00781	Praz.g_01045
OG0000085	Syab.g_02243	Praz.g_00884
OG0000086	Syab.g_02468	Praz.g_00448
OG0000087	Syab.g_02551	Praz.g_00499
OG0000088	Syab.g_02586	Praz.g_00526
OG0000089	Syab.g_00551	Praz.g_00818
OG0000090	Syab.g_02041	Praz.g_01795
OG0000091	Syab.g_01866	Praz.g_01688
OG0000092	Syab.g_01242, Syab.g_00690	Praz.g_00244
OG0000093	Syab.g_01582	Praz.g_01382
OG0000094	Syab.g_01306	Praz.g_01296
OG0000095	Syab.g_01210	Praz.g_00066
OG0000097	Syab.g_01051	Praz.g_00713
OG0000098	Syab.g_01553	Praz.g_01157
OG0000099	Syab.g_00230	Praz.g_01098
OG0000100	Syab.g_01694	Praz.g_00967
OG0000101	Syab.g_00446	Praz.g_00263
OG0000102	Syab.g_00104	Praz.g_00200
OG0000103	Syab.g_02895, Syab.g_01296	Praz.g_00120
OG0000104	Syab.g_02910	Praz.g_00361
OG0000105	Syab.g_00303	Praz.g_00632
OG0000106	Syab.g_01817	Praz.g_00804
OG0000107	Syab.g_00367	Praz.g_00788
OG0000108	Syab.g_02096	Praz.g_01848
OG0000109	Syab.g_02112	Praz.g_01834
OG0000110	Syab.g_01984	Praz.g_01754
OG0000111	Syab.g_01201	Praz.g_01631
OG0000112	Syab.g_01392	Praz.g_01547
OG0000113	Syab.g_01689	Praz.g_01490
OG0000114	Syab.g_02656, Syab.g_01633	Praz.g_01408
OG0000115	Syab.g_00748	Praz.g_00054
OG0000116	Syab.g_00945	Praz.g_00002
OG0000117	Syab.g_01018	Praz.g_01237
OG0000118	Syab.g_00897	Praz.g_01168
OG0000120	Syab.g_00229	Praz.g_01118
OG0000121	Syab.g_00772	Praz.g_01039
OG0000122	Syab.g_01839	Praz.g_01001
OG0000123	Syab.g_00454	Praz.g_00256
OG0000124	Syab.g_00088	Praz.g_00189
OG0000125	Syab.g_02763	Praz.g_00152
OG0000126	Syab.g_02908	Praz.g_00360
OG0000128	Syab.g_00012	Praz.g_00376
OG0000129	Syab.g_02749	Praz.g_00410
OG0000130	Syab.g_02434	Praz.g_00429
OG0000131	Syab.g_02564	Praz.g_00505
OG0000132	Syab.g_02584	Praz.g_00524
OG0000133	Syab.g_01387	Praz.g_00679
OG0000134	Syab.g_00554	Praz.g_00817
OG0000135	Syab.g_02815	Praz.g_00791
OG0000136	Syab.g_00588	Praz.g_01887
OG0000137	Syab.g_00697	Praz.g_01853
OG0000138	Syab.g_02113	Praz.g_01833
OG0000139	Syab.g_02035	Praz.g_01791
OG0000140	Syab.g_02033	Praz.g_01790
OG0000141	Syab.g_01931	Praz.g_01723
OG0000142	Syab.g_01524, Syab.g_01873	Praz.g_01695
OG0000143	Syab.g_01870	Praz.g_01691
OG0000144	Syab.g_01757	Praz.g_01678
OG0000145	Syab.g_02120	Praz.g_01554
OG0000146	Syab.g_01393	Praz.g_01546
OG0000147	Syab.g_01394	Praz.g_01545
OG0000148	Syab.g_01682, Syab.g_01683	Praz.g_01496
OG0000149	Syab.g_01720	Praz.g_01465
OG0000150	Syab.g_01930	Praz.g_01457
OG0000151	Syab.g_01612	Praz.g_01398
OG0000152	Syab.g_01383	Praz.g_01350
OG0000153	Syab.g_01343	Praz.g_01331
OG0000154	Syab.g_01317	Praz.g_01303
OG0000155	Syab.g_01009	Praz.g_00734
OG0000156	Syab.g_00933	Praz.g_01191
OG0000157	Syab.g_00932	Praz.g_01190
OG0000158	Syab.g_00161	Praz.g_01097
OG0000160	Syab.g_00774	Praz.g_01040
OG0000161	Syab.g_00766	Praz.g_01034
OG0000162	Syab.g_00755	Praz.g_01028
OG0000163	Syab.g_02173	Praz.g_00994
OG0000164	Syab.g_02307	Praz.g_00853
OG0000165	Syab.g_02316	Praz.g_00846
OG0000166	Syab.g_00407	Praz.g_00299
OG0000167	Syab.g_00205	Praz.g_00232
OG0000168	Syab.g_00136	Praz.g_00222
OG0000169	Syab.g_00125	Praz.g_00212
OG0000170	Syab.g_00118	Praz.g_00210
OG0000171	Syab.g_00089	Praz.g_00190
OG0000172	Syab.g_00080	Praz.g_00181
OG0000173	Syab.g_00061	Praz.g_00166
OG0000174	Syab.g_02819	Praz.g_00138
OG0000175	Syab.g_02876	Praz.g_00128
OG0000176	Syab.g_00004	Praz.g_00369
OG0000177	Syab.g_00005	Praz.g_00370
OG0000178	Syab.g_00006	Praz.g_00371
OG0000179	Syab.g_00022	Praz.g_00381
OG0000180	Syab.g_00023	Praz.g_00382
OG0000181	Syab.g_00024	Praz.g_00383
OG0000182	Syab.g_00025	Praz.g_00384
OG0000183	Syab.g_00029	Praz.g_00388
OG0000184	Syab.g_02738	Praz.g_00412
OG0000185	Syab.g_02715	Praz.g_00415
OG0000186	Syab.g_02430	Praz.g_00424
OG0000187	Syab.g_02431	Praz.g_00425
OG0000188	Syab.g_02454	Praz.g_00442
OG0000189	Syab.g_02487	Praz.g_00456
OG0000190	Syab.g_00190, Syab.g_00139	Praz.g_00457
OG0000191	Syab.g_02522	Praz.g_00477
OG0000192	Syab.g_02528	Praz.g_00481
OG0000193	Syab.g_02565	Praz.g_00506
OG0000194	Syab.g_02568	Praz.g_00509
OG0000195	Syab.g_02570	Praz.g_00511
OG0000196	Syab.g_02581	Praz.g_00521
OG0000197	Syab.g_02582	Praz.g_00522
OG0000198	Syab.g_02583	Praz.g_00523
OG0000199	Syab.g_02591	Praz.g_00530
OG0000200	Syab.g_02611	Praz.g_00544
OG0000201	Syab.g_02628	Praz.g_00552
OG0000202	Syab.g_02629	Praz.g_00553
OG0000203	Syab.g_02630	Praz.g_00554
OG0000204	Syab.g_02631	Praz.g_00555
OG0000205	Syab.g_02638	Praz.g_00562
OG0000206	Syab.g_02674	Praz.g_00567
OG0000207	Syab.g_02677	Praz.g_00569
OG0000208	Syab.g_02678	Praz.g_00570
OG0000209	Syab.g_02698	Praz.g_00579
OG0000210	Syab.g_02699	Praz.g_00580
OG0000211	Syab.g_02374	Praz.g_00593
OG0000212	Syab.g_02365	Praz.g_00600
OG0000213	Syab.g_00332	Praz.g_00617
OG0000214	Syab.g_00312	Praz.g_00626
OG0000215	Syab.g_00281	Praz.g_00650
OG0000216	Syab.g_00277	Praz.g_00651
OG0000217	Syab.g_00273	Praz.g_00654
OG0000218	Syab.g_00271	Praz.g_00656
OG0000219	Syab.g_00270	Praz.g_00657
OG0000220	Syab.g_00269	Praz.g_00658
OG0000221	Syab.g_00257	Praz.g_00659
OG0000222	Syab.g_00244	Praz.g_00667
OG0000223	Syab.g_00226	Praz.g_00680
OG0000224	Syab.g_00223	Praz.g_00682
OG0000225	Syab.g_00538	Praz.g_00348
OG0000226	Syab.g_00542	Praz.g_00352
OG0000227	Syab.g_00544	Praz.g_00354
OG0000228	Syab.g_00550	Praz.g_00819
OG0000229	Syab.g_00583	Praz.g_01892
OG0000230	Syab.g_00585	Praz.g_01890
OG0000231	Syab.g_00613	Praz.g_01879
OG0000232	Syab.g_00631	Praz.g_01870
OG0000233	Syab.g_00645	Praz.g_01865
OG0000234	Syab.g_00699	Praz.g_01852
OG0000235	Syab.g_02095	Praz.g_01849
OG0000236	Syab.g_02111	Praz.g_01835
OG0000237	Syab.g_02129	Praz.g_01822
OG0000238	Syab.g_02134	Praz.g_01816
OG0000239	Syab.g_02151	Praz.g_01803
OG0000240	Syab.g_02152	Praz.g_01802
OG0000241	Syab.g_01884	Praz.g_01798
OG0000242	Syab.g_02043	Praz.g_01796
OG0000243	Syab.g_02025	Praz.g_01785
OG0000244	Syab.g_02017	Praz.g_01782
OG0000245	Syab.g_02015	Praz.g_01780
OG0000246	Syab.g_02011	Praz.g_01776
OG0000247	Syab.g_01999	Praz.g_01766
OG0000248	Syab.g_01996	Praz.g_01764
OG0000249	Syab.g_01994	Praz.g_01762
OG0000250	Syab.g_01988	Praz.g_01757
OG0000251	Syab.g_01961	Praz.g_01739
OG0000252	Syab.g_01958	Praz.g_01736
OG0000253	Syab.g_01956	Praz.g_01735
OG0000254	Syab.g_01925	Praz.g_01719
OG0000255	Syab.g_01912	Praz.g_01713
OG0000256	Syab.g_01890	Praz.g_01703
OG0000257	Syab.g_01885	Praz.g_01700
OG0000258	Syab.g_01861	Praz.g_01687
OG0000259	Syab.g_01538	Praz.g_01670
OG0000260	Syab.g_01544	Praz.g_01667
OG0000261	Syab.g_01556	Praz.g_01665
OG0000262	Syab.g_01561	Praz.g_01661
OG0000263	Syab.g_01035	Praz.g_01649
OG0000264	Syab.g_01173	Praz.g_01639
OG0000265	Syab.g_01773	Praz.g_01607
OG0000266	Syab.g_01667	Praz.g_01597
OG0000267	Syab.g_01433	Praz.g_01586
OG0000268	Syab.g_01432	Praz.g_01585
OG0000269	Syab.g_01650	Praz.g_01517
OG0000270	Syab.g_01657	Praz.g_01514
OG0000271	Syab.g_01279	Praz.g_01506
OG0000272	Syab.g_01280	Praz.g_01505
OG0000273	Syab.g_01699	Praz.g_01482
OG0000274	Syab.g_01700	Praz.g_01481
OG0000275	Syab.g_01704	Praz.g_01478
OG0000276	Syab.g_01712	Praz.g_01473
OG0000277	Syab.g_01713	Praz.g_01472
OG0000278	Syab.g_01716	Praz.g_01469
OG0000279	Syab.g_01724	Praz.g_01462
OG0000280	Syab.g_01736	Praz.g_01461
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Praz.g_01456
OG0000282	Syab.g_01631	Praz.g_01406
OG0000283	Syab.g_01418	Praz.g_01373
OG0000284	Syab.g_01413	Praz.g_01368
OG0000285	Syab.g_01402	Praz.g_01363
OG0000286	Syab.g_01384	Praz.g_01351
OG0000287	Syab.g_01350	Praz.g_01334
OG0000288	Syab.g_01318	Praz.g_01304
OG0000289	Syab.g_01303	Praz.g_01292
OG0000290	Syab.g_01213	Praz.g_01279, Praz.g_00063
OG0000291	Syab.g_01211	Praz.g_00065
OG0000292	Syab.g_02907	Praz.g_00114
OG0000293	Syab.g_00946	Praz.g_00001
OG0000294	Syab.g_00947	Praz.g_00763
OG0000295	Syab.g_01001	Praz.g_00742
OG0000296	Syab.g_01003	Praz.g_00740
OG0000297	Syab.g_01016	Praz.g_00732
OG0000298	Syab.g_01017	Praz.g_00731
OG0000299	Syab.g_01047	Praz.g_00714
OG0000300	Syab.g_01054	Praz.g_00711
OG0000301	Syab.g_01055	Praz.g_00710
OG0000302	Syab.g_01056	Praz.g_00708
OG0000303	Syab.g_01149	Praz.g_00701
OG0000304	Syab.g_01143	Praz.g_00697
OG0000305	Syab.g_01208	Praz.g_01147
OG0000306	Syab.g_01819	Praz.g_01144
OG0000307	Syab.g_02078	Praz.g_01130
OG0000308	Syab.g_02076	Praz.g_01129
OG0000309	Syab.g_02071	Praz.g_01125
OG0000310	Syab.g_00817	Praz.g_01056
OG0000311	Syab.g_00811	Praz.g_01054
OG0000312	Syab.g_00793	Praz.g_01051
OG0000313	Syab.g_00769	Praz.g_01037
OG0000314	Syab.g_00736	Praz.g_01014
OG0000315	Syab.g_00726	Praz.g_01004
OG0000316	Syab.g_02189	Praz.g_00984
OG0000317	Syab.g_02251	Praz.g_00879
OG0000318	Syab.g_02257	Praz.g_00876
OG0000319	Syab.g_02291	Praz.g_00863
OG0000320	Syab.g_02293	Praz.g_00861
OG0000321	Syab.g_02294	Praz.g_00860
OG0000322	Syab.g_02295	Praz.g_00859
OG0000323	Syab.g_02310	Praz.g_00850
OG0000324	Syab.g_02341	Praz.g_00824
OG0000325	Syab.g_00368	Praz.g_00334
OG0000326	Syab.g_00375	Praz.g_00328
OG0000327	Syab.g_00402	Praz.g_00304
OG0000328	Syab.g_00403	Praz.g_00303
OG0000329	Syab.g_00420	Praz.g_00286
OG0000330	Syab.g_00421	Praz.g_00285
OG0000331	Syab.g_00422	Praz.g_00284
OG0000332	Syab.g_00437	Praz.g_00270
OG0000333	Syab.g_00440	Praz.g_00268
OG0000334	Syab.g_00450	Praz.g_00260
OG0000335	Syab.g_00455	Praz.g_00255
OG0000336	Syab.g_00459	Praz.g_00251
OG0000337	Syab.g_00210	Praz.g_00234
OG0000338	Syab.g_00207	Praz.g_00233
OG0000339	Syab.g_00201	Praz.g_00229
OG0000340	Syab.g_00135	Praz.g_00221
OG0000341	Syab.g_00157, Syab.g_00133	Praz.g_00219
OG0000342	Syab.g_00132	Praz.g_00218
OG0000343	Syab.g_00131	Praz.g_00217
OG0000344	Syab.g_00127, Syab.g_02424	Praz.g_00214
OG0000345	Syab.g_00117	Praz.g_00209
OG0000346	Syab.g_00112	Praz.g_00204
OG0000347	Syab.g_00087	Praz.g_00188
OG0000348	Syab.g_00076	Praz.g_00178
OG0000349	Syab.g_00054	Praz.g_00161
OG0000350	Syab.g_00382	Praz.g_00142
OG0000351	Syab.g_02879	Praz.g_00125
OG0000352	Syab.g_02880	Praz.g_00124
OG0000353	Syab.g_02913	Praz.g_00364
OG0000355	Syab.g_00001	Praz.g_00366
OG0000356	Syab.g_00002	Praz.g_00367
OG0000357	Syab.g_00003	Praz.g_00368
OG0000358	Syab.g_00007	Praz.g_00372
OG0000359	Syab.g_00009	Praz.g_00373
OG0000360	Syab.g_00010	Praz.g_00374
OG0000361	Syab.g_00011	Praz.g_00375
OG0000362	Syab.g_00013	Praz.g_00377
OG0000363	Syab.g_00015	Praz.g_00379
OG0000364	Syab.g_00016	Praz.g_00380
OG0000365	Syab.g_00026	Praz.g_00385
OG0000366	Syab.g_00027	Praz.g_00386
OG0000367	Syab.g_00028	Praz.g_00387
OG0000368	Syab.g_00030	Praz.g_00389
OG0000369	Syab.g_00031	Praz.g_00390
OG0000370	Syab.g_00032	Praz.g_00391
OG0000371	Syab.g_00711, Syab.g_00039	Praz.g_00397
OG0000372	Syab.g_00045	Praz.g_00400
OG0000373	Syab.g_00046	Praz.g_00401
OG0000374	Syab.g_00047	Praz.g_00402
OG0000375	Syab.g_00050	Praz.g_00406
OG0000376	Syab.g_00052	Praz.g_00408
OG0000377	Syab.g_02748	Praz.g_00411
OG0000378	Syab.g_02717	Praz.g_00413
OG0000379	Syab.g_02714	Praz.g_00416
OG0000380	Syab.g_02432	Praz.g_00426
OG0000381	Syab.g_02435	Praz.g_00430
OG0000382	Syab.g_02453	Praz.g_00441
OG0000383	Syab.g_02459	Praz.g_00443
OG0000384	Syab.g_02460	Praz.g_00444
OG0000385	Syab.g_02461	Praz.g_00445
OG0000386	Syab.g_02462	Praz.g_00446
OG0000387	Syab.g_02491	Praz.g_00459
OG0000388	Syab.g_02495	Praz.g_00462
OG0000389	Syab.g_02499	Praz.g_00466
OG0000390	Syab.g_02516	Praz.g_00473
OG0000391	Syab.g_02521	Praz.g_00476
OG0000392	Syab.g_02527	Praz.g_00480
OG0000393	Syab.g_02530	Praz.g_00482
OG0000394	Syab.g_02531	Praz.g_00483
OG0000395	Syab.g_02532	Praz.g_00484
OG0000396	Syab.g_02535	Praz.g_00487
OG0000397	Syab.g_02537	Praz.g_00489
OG0000398	Syab.g_02542	Praz.g_00491
OG0000399	Syab.g_02543	Praz.g_00492
OG0000400	Syab.g_02544	Praz.g_00493
OG0000401	Syab.g_02545	Praz.g_00494
OG0000402	Syab.g_02547	Praz.g_00496
OG0000403	Syab.g_02548	Praz.g_00497
OG0000404	Syab.g_02550	Praz.g_00498
OG0000405	Syab.g_02562	Praz.g_00502
OG0000406	Syab.g_02566	Praz.g_00507
OG0000407	Syab.g_02567	Praz.g_00508
OG0000408	Syab.g_02569	Praz.g_00510
OG0000409	Syab.g_02571	Praz.g_00512
OG0000410	Syab.g_02572	Praz.g_00513
OG0000411	Syab.g_02573	Praz.g_00514
OG0000412	Syab.g_02574	Praz.g_00515
OG0000413	Syab.g_02576	Praz.g_00516
OG0000414	Syab.g_02577	Praz.g_00517
OG0000415	Syab.g_02578	Praz.g_00518
OG0000416	Syab.g_02579	Praz.g_00519
OG0000417	Syab.g_02580	Praz.g_00520
OG0000418	Syab.g_02585	Praz.g_00525
OG0000419	Syab.g_02587	Praz.g_00527
OG0000420	Syab.g_02589	Praz.g_00528
OG0000421	Syab.g_02595	Praz.g_00533
OG0000422	Syab.g_02596	Praz.g_00534
OG0000423	Syab.g_02597	Praz.g_00535
OG0000424	Syab.g_02598	Praz.g_00536
OG0000425	Syab.g_02599	Praz.g_00537
OG0000426	Syab.g_02600	Praz.g_00538
OG0000427	Syab.g_02601	Praz.g_00539
OG0000428	Syab.g_02604	Praz.g_00541
OG0000429	Syab.g_02608	Praz.g_00542
OG0000430	Syab.g_02610	Praz.g_00543
OG0000431	Syab.g_02613	Praz.g_00545
OG0000432	Syab.g_02619	Praz.g_00548
OG0000433	Syab.g_02622	Praz.g_00549
OG0000434	Syab.g_02623	Praz.g_00550
OG0000435	Syab.g_02625	Praz.g_00551
OG0000436	Syab.g_02632	Praz.g_00556
OG0000437	Syab.g_02633	Praz.g_00557
OG0000438	Syab.g_02634	Praz.g_00558
OG0000439	Syab.g_02636	Praz.g_00560
OG0000440	Syab.g_02637	Praz.g_00561
OG0000441	Syab.g_02641	Praz.g_00564
OG0000442	Syab.g_02642	Praz.g_00565
OG0000443	Syab.g_02668	Praz.g_00566
OG0000444	Syab.g_02681	Praz.g_00571
OG0000445	Syab.g_02682	Praz.g_00572
OG0000446	Syab.g_02684	Praz.g_00573
OG0000447	Syab.g_02687	Praz.g_00574
OG0000448	Syab.g_02688	Praz.g_00575
OG0000449	Syab.g_02689	Praz.g_00576
OG0000450	Syab.g_02695	Praz.g_00577
OG0000451	Syab.g_02696	Praz.g_00578
OG0000452	Syab.g_02701	Praz.g_00581
OG0000453	Syab.g_02702	Praz.g_00582
OG0000454	Syab.g_02703	Praz.g_00583
OG0000455	Syab.g_02704	Praz.g_00584
OG0000456	Syab.g_02705	Praz.g_00585
OG0000457	Syab.g_02707	Praz.g_00586
OG0000458	Syab.g_02708	Praz.g_00587
OG0000459	Syab.g_02709	Praz.g_00588
OG0000460	Syab.g_02372	Praz.g_00595
OG0000461	Syab.g_00356	Praz.g_00602
OG0000462	Syab.g_00352	Praz.g_00604
OG0000463	Syab.g_00351	Praz.g_00605
OG0000464	Syab.g_00350	Praz.g_00606
OG0000465	Syab.g_00349	Praz.g_00607
OG0000466	Syab.g_00343	Praz.g_00610
OG0000467	Syab.g_00341	Praz.g_00611
OG0000468	Syab.g_00336	Praz.g_00613
OG0000469	Syab.g_00318	Praz.g_00621
OG0000470	Syab.g_00316	Praz.g_00623
OG0000471	Syab.g_00315	Praz.g_00624
OG0000472	Syab.g_00313	Praz.g_00625
OG0000473	Syab.g_00311	Praz.g_00627
OG0000474	Syab.g_00310	Praz.g_00628
OG0000475	Syab.g_00309	Praz.g_00629
OG0000476	Syab.g_00307	Praz.g_00630
OG0000477	Syab.g_00301	Praz.g_00633
OG0000478	Syab.g_00300	Praz.g_00634
OG0000479	Syab.g_00299	Praz.g_00635
OG0000480	Syab.g_00292	Praz.g_00640
OG0000481	Syab.g_00290	Praz.g_00642
OG0000482	Syab.g_00289	Praz.g_00643
OG0000483	Syab.g_00285	Praz.g_00646
OG0000484	Syab.g_00284	Praz.g_00647
OG0000485	Syab.g_00283	Praz.g_00648
OG0000486	Syab.g_00282	Praz.g_00649
OG0000487	Syab.g_00276	Praz.g_00652
OG0000488	Syab.g_00272	Praz.g_00655
OG0000489	Syab.g_00256	Praz.g_00660
OG0000490	Syab.g_00247	Praz.g_00665
OG0000491	Syab.g_00245	Praz.g_00666
OG0000492	Syab.g_00243	Praz.g_00668
OG0000493	Syab.g_00242	Praz.g_00669
OG0000494	Syab.g_00241	Praz.g_00670
OG0000495	Syab.g_00240	Praz.g_00671
OG0000496	Syab.g_00239	Praz.g_00672
OG0000497	Syab.g_00238	Praz.g_00673
OG0000498	Syab.g_00237	Praz.g_00674
OG0000499	Syab.g_00236	Praz.g_00675
OG0000500	Syab.g_00235	Praz.g_00676
OG0000501	Syab.g_00232	Praz.g_00678
OG0000502	Syab.g_00224	Praz.g_00681
OG0000503	Syab.g_00523	Praz.g_01931
OG0000504	Syab.g_00525	Praz.g_01932
OG0000505	Syab.g_00526	Praz.g_01933
OG0000506	Syab.g_00528	Praz.g_01935
OG0000507	Syab.g_00533	Praz.g_00343
OG0000508	Syab.g_00537	Praz.g_00347
OG0000509	Syab.g_00539	Praz.g_00349
OG0000510	Syab.g_00540	Praz.g_00350
OG0000511	Syab.g_00541	Praz.g_00351
OG0000512	Syab.g_00543	Praz.g_00353
OG0000513	Syab.g_00555	Praz.g_00816
OG0000514	Syab.g_00566	Praz.g_01897
OG0000515	Syab.g_00567	Praz.g_01896
OG0000516	Syab.g_00575	Praz.g_01895
OG0000517	Syab.g_00582	Praz.g_01893
OG0000518	Syab.g_00594	Praz.g_01882
OG0000519	Syab.g_00610	Praz.g_01881
OG0000520	Syab.g_00611	Praz.g_01880
OG0000521	Syab.g_00624	Praz.g_01875
OG0000522	Syab.g_00626	Praz.g_01873
OG0000523	Syab.g_00627	Praz.g_01872
OG0000524	Syab.g_00640	Praz.g_01867
OG0000525	Syab.g_00671	Praz.g_01864
OG0000526	Syab.g_00689	Praz.g_01863
OG0000527	Syab.g_00695	Praz.g_01855
OG0000528	Syab.g_02092	Praz.g_01850
OG0000529	Syab.g_02097	Praz.g_01847
OG0000530	Syab.g_02100	Praz.g_01844
OG0000531	Syab.g_02101	Praz.g_01843
OG0000532	Syab.g_02104	Praz.g_01841
OG0000533	Syab.g_02106	Praz.g_01840
OG0000534	Syab.g_02107	Praz.g_01839
OG0000535	Syab.g_02108	Praz.g_01838
OG0000536	Syab.g_02109	Praz.g_01837
OG0000537	Syab.g_02110	Praz.g_01836
OG0000538	Syab.g_02122	Praz.g_01828
OG0000539	Syab.g_02123	Praz.g_01827
OG0000540	Syab.g_02124	Praz.g_01826
OG0000541	Syab.g_02125	Praz.g_01825
OG0000542	Syab.g_02128	Praz.g_01823
OG0000543	Syab.g_02130	Praz.g_01821
OG0000544	Syab.g_02131	Praz.g_01820
OG0000545	Syab.g_02133	Praz.g_01818
OG0000546	Syab.g_02135	Praz.g_01815
OG0000547	Syab.g_02137	Praz.g_01813
OG0000548	Syab.g_02138	Praz.g_01812
OG0000549	Syab.g_02144	Praz.g_01810
OG0000550	Syab.g_02149	Praz.g_01805
OG0000551	Syab.g_02153	Praz.g_01801
OG0000552	Syab.g_02154	Praz.g_01800
OG0000553	Syab.g_02046	Praz.g_01799
OG0000554	Syab.g_02040	Praz.g_01794
OG0000555	Syab.g_02026	Praz.g_01786
OG0000556	Syab.g_02022	Praz.g_01784
OG0000557	Syab.g_02019	Praz.g_01783
OG0000558	Syab.g_02016	Praz.g_01781
OG0000559	Syab.g_02012	Praz.g_01777
OG0000560	Syab.g_02009	Praz.g_01774
OG0000561	Syab.g_02008	Praz.g_01773
OG0000562	Syab.g_02007	Praz.g_01772
OG0000563	Syab.g_02006	Praz.g_01771
OG0000564	Syab.g_02005	Praz.g_01770
OG0000565	Syab.g_02001	Praz.g_01767
OG0000566	Syab.g_01997	Praz.g_01765
OG0000567	Syab.g_01993	Praz.g_01761
OG0000568	Syab.g_01991	Praz.g_01760
OG0000569	Syab.g_01990	Praz.g_01759
OG0000570	Syab.g_01989	Praz.g_01758
OG0000571	Syab.g_01986	Praz.g_01756
OG0000572	Syab.g_01969	Praz.g_01743
OG0000573	Syab.g_01960	Praz.g_01738
OG0000574	Syab.g_01959	Praz.g_01737
OG0000575	Syab.g_01954	Praz.g_01733
OG0000576	Syab.g_01952	Praz.g_01731
OG0000577	Syab.g_01951	Praz.g_01730
OG0000578	Syab.g_01950	Praz.g_01729
