Orthogroup	Syab	Syad
OG0000034	Syab.g_00900, Syab.g_02560	Syad.g_02420, Syad.g_02872
OG0000035	Syab.g_00776, Syab.g_00778	Syad.g_02275
OG0000036	Syab.g_00846	Syad.g_02714, Syad.g_02715
OG0000038	Syab.g_02759	Syad.g_03038
OG0000039	Syab.g_02791	Syad.g_01111
OG0000040	Syab.g_02853	Syad.g_00104
OG0000042	Syab.g_01019, Syab.g_00099	Syad.g_00333
OG0000043	Syab.g_01785	Syad.g_02119
OG0000044	Syab.g_01262, Syab.g_01256, Syab.g_01097	Syad.g_02214
OG0000045	Syab.g_00871	Syad.g_00964
OG0000046	Syab.g_00488	Syad.g_00730
OG0000046	Syab.g_00496	Syad.g_00736
OG0000046	Syab.g_00481	Syad.g_00723
OG0000047	Syab.g_00876	Syad.g_00754
OG0000048	Syab.g_00308	Syad.g_00534
OG0000051	Syab.g_02216	Syad.g_01967
OG0000052	Syab.g_00214	Syad.g_00434
OG0000053	Syab.g_00746	Syad.g_02302
OG0000055	Syab.g_01255	Syad.g_01255
OG0000057	Syab.g_01200	Syad.g_01301
OG0000058	Syab.g_00227	Syad.g_00452
OG0000059	Syab.g_00397	Syad.g_00642
OG0000060	Syab.g_00662	Syad.g_02370
OG0000060	Syab.g_02094	Syad.g_00899
OG0000061	Syab.g_00969	Syad.g_01152
OG0000062	Syab.g_02234	Syad.g_02598
OG0000063	Syab.g_00040	Syad.g_00202
OG0000064	Syab.g_02808	Syad.g_00873
OG0000064	Syab.g_01783	Syad.g_00081, Syad.g_02125
OG0000065	Syab.g_01768	Syad.g_02574
OG0000066	Syab.g_01516	Syad.g_00992
OG0000067	Syab.g_01659	Syad.g_01889
OG0000068	Syab.g_02087	Syad.g_00891
OG0000070	Syab.g_00614	Syad.g_02424
OG0000071	Syab.g_00915	Syad.g_02405
OG0000072	Syab.g_02593	Syad.g_02905
OG0000073	Syab.g_02119	Syad.g_00926
OG0000075	Syab.g_00202	Syad.g_00416
OG0000076	Syab.g_00113	Syad.g_00348
OG0000077	Syab.g_02446	Syad.g_02741
OG0000078	Syab.g_02366	Syad.g_00824
OG0000079	Syab.g_00340	Syad.g_00565
OG0000081	Syab.g_01793	Syad.g_00833
OG0000082	Syab.g_01971	Syad.g_01063
OG0000084	Syab.g_00781	Syad.g_02272
OG0000085	Syab.g_02243	Syad.g_02612
OG0000086	Syab.g_02468	Syad.g_02770
OG0000087	Syab.g_02551	Syad.g_02860
OG0000088	Syab.g_02586	Syad.g_02899
OG0000089	Syab.g_00551	Syad.g_00785, Syad.g_02829
OG0000090	Syab.g_02041	Syad.g_00977
OG0000091	Syab.g_01866	Syad.g_02144
OG0000092	Syab.g_01242, Syab.g_00690	Syad.g_01190
OG0000093	Syab.g_01582	Syad.g_01905
OG0000094	Syab.g_01306	Syad.g_01676
OG0000095	Syab.g_01210	Syad.g_01290
OG0000097	Syab.g_01051	Syad.g_01458
OG0000099	Syab.g_00230	Syad.g_00460
OG0000100	Syab.g_01694	Syad.g_01846
OG0000101	Syab.g_00446	Syad.g_00694
OG0000102	Syab.g_00104	Syad.g_00343
OG0000103	Syab.g_02895	Syad.g_00143
OG0000104	Syab.g_02910	Syad.g_00158
OG0000105	Syab.g_00303	Syad.g_00530
OG0000106	Syab.g_01817	Syad.g_01993
OG0000107	Syab.g_00367	Syad.g_00590
OG0000108	Syab.g_02096	Syad.g_00904
OG0000109	Syab.g_02112	Syad.g_00919
OG0000110	Syab.g_01984	Syad.g_01048
OG0000111	Syab.g_01201	Syad.g_01300
OG0000112	Syab.g_01392	Syad.g_01766
OG0000113	Syab.g_01689	Syad.g_01851
OG0000114	Syab.g_02656	Syad.g_01617
OG0000115	Syab.g_00748	Syad.g_02300
OG0000116	Syab.g_00945	Syad.g_01123
OG0000117	Syab.g_01018	Syad.g_01510
OG0000118	Syab.g_00897	Syad.g_01104
OG0000120	Syab.g_00229	Syad.g_00459
OG0000121	Syab.g_00772	Syad.g_02280
OG0000122	Syab.g_01839	Syad.g_02122
OG0000123	Syab.g_00454	Syad.g_00701
OG0000124	Syab.g_00088	Syad.g_00320
OG0000125	Syab.g_02763	Syad.g_03040
OG0000126	Syab.g_02908	Syad.g_00156
OG0000128	Syab.g_00012	Syad.g_00174
OG0000129	Syab.g_02749	Syad.g_03028
OG0000130	Syab.g_02434	Syad.g_02728
OG0000131	Syab.g_02564	Syad.g_02876
OG0000132	Syab.g_02584	Syad.g_02897
OG0000133	Syab.g_01387	Syad.g_01761
OG0000134	Syab.g_00554	Syad.g_00788
OG0000135	Syab.g_02815	Syad.g_00063
OG0000136	Syab.g_00588	Syad.g_02445
OG0000137	Syab.g_00697	Syad.g_02353
OG0000138	Syab.g_02113	Syad.g_00920
OG0000139	Syab.g_02035	Syad.g_00983
OG0000140	Syab.g_02033	Syad.g_00987
OG0000141	Syab.g_01931	Syad.g_02208
OG0000142	Syab.g_01873	Syad.g_02152
OG0000143	Syab.g_01870	Syad.g_02148
OG0000144	Syab.g_01757	Syad.g_02024
OG0000145	Syab.g_02120	Syad.g_00927
OG0000146	Syab.g_01393	Syad.g_01767
OG0000147	Syab.g_01394	Syad.g_01768
OG0000148	Syab.g_01682	Syad.g_01861
OG0000149	Syab.g_01720	Syad.g_01221
OG0000150	Syab.g_01930	Syad.g_02207, Syad.g_00989
OG0000151	Syab.g_01612	Syad.g_01956
OG0000152	Syab.g_01383	Syad.g_01757
OG0000153	Syab.g_01343	Syad.g_01713
OG0000154	Syab.g_01317	Syad.g_01686
OG0000155	Syab.g_01009	Syad.g_01189
OG0000156	Syab.g_00933	Syad.g_01116
OG0000157	Syab.g_00932	Syad.g_01115
OG0000158	Syab.g_00161	Syad.g_00374
OG0000159	Syab.g_00148	Syad.g_00373
OG0000160	Syab.g_00774	Syad.g_02279
OG0000161	Syab.g_00766	Syad.g_02287
OG0000162	Syab.g_00755	Syad.g_02293
OG0000163	Syab.g_02173	Syad.g_02542
OG0000164	Syab.g_02307	Syad.g_02659
OG0000165	Syab.g_02316	Syad.g_02476
OG0000166	Syab.g_00407	Syad.g_00654
OG0000167	Syab.g_00205	Syad.g_00419
OG0000168	Syab.g_00136	Syad.g_00371
OG0000169	Syab.g_00125	Syad.g_00360
OG0000170	Syab.g_00118	Syad.g_00353
OG0000171	Syab.g_00089	Syad.g_00321
OG0000172	Syab.g_00080	Syad.g_00244
OG0000173	Syab.g_00061	Syad.g_00220
OG0000174	Syab.g_02819	Syad.g_00065
OG0000175	Syab.g_02876	Syad.g_00129
OG0000176	Syab.g_00004	Syad.g_00166
OG0000177	Syab.g_00005	Syad.g_00167
OG0000178	Syab.g_00006	Syad.g_00168
OG0000179	Syab.g_00022	Syad.g_00183
OG0000180	Syab.g_00023	Syad.g_00184
OG0000181	Syab.g_00024	Syad.g_00185
OG0000182	Syab.g_00025	Syad.g_00186
OG0000183	Syab.g_00029	Syad.g_00190
OG0000184	Syab.g_02738	Syad.g_03018
OG0000185	Syab.g_02715	Syad.g_03006
OG0000186	Syab.g_02430	Syad.g_02722
OG0000187	Syab.g_02431	Syad.g_02724
OG0000188	Syab.g_02454	Syad.g_02759
OG0000189	Syab.g_02487	Syad.g_02788
OG0000190	Syab.g_00190, Syab.g_00139	Syad.g_02790
OG0000191	Syab.g_02522	Syad.g_02824
OG0000192	Syab.g_02528	Syad.g_02834
OG0000193	Syab.g_02565	Syad.g_02877
OG0000194	Syab.g_02568	Syad.g_02880
OG0000195	Syab.g_02570	Syad.g_02884
OG0000196	Syab.g_02581	Syad.g_02894
OG0000197	Syab.g_02582	Syad.g_02895
OG0000199	Syab.g_02591	Syad.g_02904
OG0000200	Syab.g_02611	Syad.g_02921
OG0000201	Syab.g_02628	Syad.g_02937
OG0000202	Syab.g_02629	Syad.g_02938
OG0000203	Syab.g_02630	Syad.g_02939
OG0000204	Syab.g_02631	Syad.g_02940
OG0000205	Syab.g_02638	Syad.g_02948
OG0000206	Syab.g_02674	Syad.g_02955
OG0000207	Syab.g_02677	Syad.g_02957
OG0000208	Syab.g_02678	Syad.g_02958
OG0000209	Syab.g_02698	Syad.g_02981
OG0000210	Syab.g_02699	Syad.g_02982
OG0000211	Syab.g_02374	Syad.g_00813
OG0000212	Syab.g_02365	Syad.g_00825
OG0000213	Syab.g_00332	Syad.g_00556
OG0000214	Syab.g_00312	Syad.g_00538
OG0000215	Syab.g_00281	Syad.g_00508
OG0000216	Syab.g_00277	Syad.g_00504
OG0000217	Syab.g_00273	Syad.g_00500
OG0000218	Syab.g_00271	Syad.g_00498
OG0000219	Syab.g_00270	Syad.g_00497
OG0000220	Syab.g_00269	Syad.g_00496
OG0000221	Syab.g_00257	Syad.g_00488
OG0000222	Syab.g_00244	Syad.g_00473
OG0000223	Syab.g_00226	Syad.g_00451
OG0000224	Syab.g_00223	Syad.g_00444
OG0000225	Syab.g_00538	Syad.g_00777
OG0000226	Syab.g_00542	Syad.g_00781
OG0000227	Syab.g_00544	Syad.g_00783
OG0000228	Syab.g_00550	Syad.g_00784
OG0000229	Syab.g_00583	Syad.g_02450
OG0000230	Syab.g_00585	Syad.g_02448
OG0000231	Syab.g_00613	Syad.g_02436
OG0000232	Syab.g_00631	Syad.g_02392
OG0000233	Syab.g_00645	Syad.g_02382
OG0000234	Syab.g_00699	Syad.g_02351
OG0000235	Syab.g_02095	Syad.g_00903
OG0000236	Syab.g_02111	Syad.g_00918
OG0000237	Syab.g_02129	Syad.g_00936
OG0000238	Syab.g_02134	Syad.g_00941
OG0000239	Syab.g_02151	Syad.g_00957
OG0000240	Syab.g_02152	Syad.g_00958
OG0000241	Syab.g_01884	Syad.g_02160
OG0000242	Syab.g_02043	Syad.g_00975
OG0000243	Syab.g_02025	Syad.g_01000
OG0000244	Syab.g_02017	Syad.g_01012
OG0000245	Syab.g_02015	Syad.g_01014
OG0000246	Syab.g_02011	Syad.g_01017
OG0000247	Syab.g_01999	Syad.g_01029
OG0000248	Syab.g_01996	Syad.g_01032
OG0000249	Syab.g_01994	Syad.g_01034
OG0000250	Syab.g_01988	Syad.g_01044
OG0000251	Syab.g_01961	Syad.g_01071
OG0000252	Syab.g_01958	Syad.g_01078
OG0000253	Syab.g_01956	Syad.g_01081
OG0000254	Syab.g_01925	Syad.g_02203
OG0000255	Syab.g_01912	Syad.g_02185
OG0000256	Syab.g_01890	Syad.g_02167
OG0000257	Syab.g_01885	Syad.g_02161
OG0000258	Syab.g_01861	Syad.g_02143
OG0000259	Syab.g_01538	Syad.g_01576
OG0000260	Syab.g_01544	Syad.g_01587
OG0000261	Syab.g_01556	Syad.g_01590
OG0000262	Syab.g_01561	Syad.g_01595
OG0000263	Syab.g_01035	Syad.g_01475
OG0000264	Syab.g_01173	Syad.g_01360
OG0000266	Syab.g_01667	Syad.g_01804
OG0000267	Syab.g_01433	Syad.g_01645
OG0000268	Syab.g_01432	Syad.g_01646
OG0000269	Syab.g_01650	Syad.g_01894
OG0000270	Syab.g_01657	Syad.g_01891
OG0000271	Syab.g_01279	Syad.g_01883
OG0000272	Syab.g_01280	Syad.g_01882
OG0000273	Syab.g_01699	Syad.g_01247
OG0000274	Syab.g_01700	Syad.g_01246
OG0000275	Syab.g_01704	Syad.g_01242
OG0000276	Syab.g_01712	Syad.g_01229
OG0000277	Syab.g_01713	Syad.g_01228
OG0000278	Syab.g_01716	Syad.g_01225
OG0000279	Syab.g_01724	Syad.g_01208
OG0000280	Syab.g_01736	Syad.g_01198
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Syad.g_00624
OG0000282	Syab.g_01631	Syad.g_01619
OG0000283	Syab.g_01418	Syad.g_01661
OG0000284	Syab.g_01413	Syad.g_01787
OG0000285	Syab.g_01402	Syad.g_01776
OG0000286	Syab.g_01384	Syad.g_01758
OG0000287	Syab.g_01350	Syad.g_01720
OG0000288	Syab.g_01318	Syad.g_01687
OG0000289	Syab.g_01303	Syad.g_01672
OG0000290	Syab.g_01213	Syad.g_01287
OG0000291	Syab.g_01211	Syad.g_01289
OG0000292	Syab.g_02907	Syad.g_00155
OG0000293	Syab.g_00946	Syad.g_01124
OG0000294	Syab.g_00947	Syad.g_01125
OG0000295	Syab.g_01001	Syad.g_01181
OG0000296	Syab.g_01003	Syad.g_01183
OG0000297	Syab.g_01016	Syad.g_01512
OG0000298	Syab.g_01017	Syad.g_01511
OG0000299	Syab.g_01047	Syad.g_01462
OG0000300	Syab.g_01054	Syad.g_01455
OG0000301	Syab.g_01055	Syad.g_01454
OG0000302	Syab.g_01056	Syad.g_01453
OG0000303	Syab.g_01149	Syad.g_01442
OG0000304	Syab.g_01143	Syad.g_01436
OG0000305	Syab.g_01208	Syad.g_01292
OG0000306	Syab.g_01819	Syad.g_01989
OG0000307	Syab.g_02078	Syad.g_00883
OG0000308	Syab.g_02076	Syad.g_00881
OG0000309	Syab.g_02071	Syad.g_00876
OG0000310	Syab.g_00817	Syad.g_02250
OG0000311	Syab.g_00811	Syad.g_02254
OG0000312	Syab.g_00793	Syad.g_02265
OG0000313	Syab.g_00769	Syad.g_02284
OG0000314	Syab.g_00736	Syad.g_02313, Syad.g_02231
OG0000315	Syab.g_00726	Syad.g_02323
OG0000316	Syab.g_02189	Syad.g_02564
OG0000317	Syab.g_02251	Syad.g_02620
OG0000318	Syab.g_02257	Syad.g_02624
OG0000319	Syab.g_02291	Syad.g_02642
OG0000320	Syab.g_02293	Syad.g_02644
OG0000321	Syab.g_02294	Syad.g_02645
OG0000322	Syab.g_02295	Syad.g_02646
OG0000323	Syab.g_02310	Syad.g_02661
OG0000324	Syab.g_02341	Syad.g_02505
OG0000325	Syab.g_00368	Syad.g_00591
OG0000326	Syab.g_00375	Syad.g_00598
OG0000327	Syab.g_00402	Syad.g_00649
OG0000328	Syab.g_00403	Syad.g_00650
OG0000329	Syab.g_00420	Syad.g_00668
OG0000330	Syab.g_00421	Syad.g_00669
OG0000331	Syab.g_00422	Syad.g_00670
OG0000332	Syab.g_00437	Syad.g_00685
OG0000333	Syab.g_00440	Syad.g_00688
OG0000334	Syab.g_00450	Syad.g_00697
OG0000335	Syab.g_00455	Syad.g_00702
OG0000336	Syab.g_00459	Syad.g_00706
OG0000337	Syab.g_00210	Syad.g_00425, Syad.g_00427
OG0000338	Syab.g_00207	Syad.g_00421
OG0000339	Syab.g_00201	Syad.g_00414
OG0000340	Syab.g_00135	Syad.g_00370
OG0000341	Syab.g_00157, Syab.g_00133	Syad.g_00368
OG0000342	Syab.g_00132	Syad.g_00367
OG0000343	Syab.g_00131	Syad.g_00366
OG0000344	Syab.g_00127	Syad.g_00362
OG0000345	Syab.g_00117	Syad.g_00352
OG0000346	Syab.g_00112	Syad.g_00347
OG0000347	Syab.g_00087	Syad.g_00318
OG0000348	Syab.g_00076	Syad.g_00233
OG0000349	Syab.g_00054	Syad.g_00213
OG0000350	Syab.g_00382	Syad.g_00605
OG0000351	Syab.g_02879	Syad.g_00134
OG0000352	Syab.g_02880	Syad.g_00135
OG0000353	Syab.g_02913	Syad.g_00161
OG0000354	Syab.g_02140	Syad.g_00947
OG0000354	Syab.g_00020	Syad.g_00181
OG0000355	Syab.g_00001	Syad.g_00163
OG0000356	Syab.g_00002	Syad.g_00164
OG0000357	Syab.g_00003	Syad.g_00165
OG0000358	Syab.g_00007	Syad.g_00169
OG0000359	Syab.g_00009	Syad.g_00171
OG0000360	Syab.g_00010	Syad.g_00172
OG0000361	Syab.g_00011	Syad.g_00173
OG0000362	Syab.g_00013	Syad.g_00175
OG0000363	Syab.g_00015	Syad.g_00177
OG0000364	Syab.g_00016	Syad.g_00178
OG0000365	Syab.g_00026	Syad.g_00187
OG0000366	Syab.g_00027	Syad.g_00188
OG0000367	Syab.g_00028	Syad.g_00189
OG0000368	Syab.g_00030	Syad.g_00191
OG0000369	Syab.g_00031	Syad.g_00192
OG0000370	Syab.g_00032	Syad.g_00193
OG0000371	Syab.g_00711, Syab.g_00039	Syad.g_00201
OG0000372	Syab.g_00045	Syad.g_00206
OG0000373	Syab.g_00046	Syad.g_00207
OG0000374	Syab.g_00047	Syad.g_00208
OG0000375	Syab.g_00050	Syad.g_00209
OG0000376	Syab.g_00052	Syad.g_00211
OG0000377	Syab.g_02748	Syad.g_03027
OG0000378	Syab.g_02717	Syad.g_03012
OG0000379	Syab.g_02714	Syad.g_03005
OG0000380	Syab.g_02432	Syad.g_02725
OG0000381	Syab.g_02435	Syad.g_02729
OG0000382	Syab.g_02453	Syad.g_02758
OG0000383	Syab.g_02459	Syad.g_02761
OG0000384	Syab.g_02460	Syad.g_02762
OG0000385	Syab.g_02461	Syad.g_02763
OG0000386	Syab.g_02462	Syad.g_02764
OG0000387	Syab.g_02491	Syad.g_02792
OG0000388	Syab.g_02495	Syad.g_02796
OG0000389	Syab.g_02499	Syad.g_02800
OG0000390	Syab.g_02516	Syad.g_02818
OG0000391	Syab.g_02521	Syad.g_02823
OG0000392	Syab.g_02527	Syad.g_02833
OG0000393	Syab.g_02530	Syad.g_02837
OG0000394	Syab.g_02531	Syad.g_02838
OG0000395	Syab.g_02532	Syad.g_02839
OG0000396	Syab.g_02535	Syad.g_02843
OG0000397	Syab.g_02537	Syad.g_02845
OG0000398	Syab.g_02542	Syad.g_02850
OG0000399	Syab.g_02543	Syad.g_02851
OG0000400	Syab.g_02544	Syad.g_02852
OG0000401	Syab.g_02545	Syad.g_02853
OG0000402	Syab.g_02547	Syad.g_02855
OG0000403	Syab.g_02548	Syad.g_02856
OG0000404	Syab.g_02550	Syad.g_02858
OG0000405	Syab.g_02562	Syad.g_02874
OG0000406	Syab.g_02566	Syad.g_02878
OG0000407	Syab.g_02567	Syad.g_02879
OG0000408	Syab.g_02569	Syad.g_02883
OG0000409	Syab.g_02571	Syad.g_02885
OG0000410	Syab.g_02572	Syad.g_02886
OG0000411	Syab.g_02573	Syad.g_02887
OG0000412	Syab.g_02574	Syad.g_02888
OG0000413	Syab.g_02576	Syad.g_02890
OG0000415	Syab.g_02578	Syad.g_02891
OG0000416	Syab.g_02579	Syad.g_02892
OG0000417	Syab.g_02580	Syad.g_02893
OG0000418	Syab.g_02585	Syad.g_02898
OG0000419	Syab.g_02587	Syad.g_02900
OG0000420	Syab.g_02589	Syad.g_02902
OG0000421	Syab.g_02595	Syad.g_02907
OG0000422	Syab.g_02596	Syad.g_02908
OG0000423	Syab.g_02597	Syad.g_02909
OG0000424	Syab.g_02598	Syad.g_02910
OG0000425	Syab.g_02599	Syad.g_02911
OG0000426	Syab.g_02600	Syad.g_02912
OG0000427	Syab.g_02601	Syad.g_02913
OG0000428	Syab.g_02604	Syad.g_02916
OG0000429	Syab.g_02608	Syad.g_02918
OG0000430	Syab.g_02610	Syad.g_02920
OG0000431	Syab.g_02613	Syad.g_02923
OG0000432	Syab.g_02619	Syad.g_02930
OG0000433	Syab.g_02622	Syad.g_02933
OG0000434	Syab.g_02623	Syad.g_02934
OG0000435	Syab.g_02625	Syad.g_02936
OG0000436	Syab.g_02632	Syad.g_02942
OG0000437	Syab.g_02633	Syad.g_02943
OG0000438	Syab.g_02634	Syad.g_02944
OG0000439	Syab.g_02636	Syad.g_02946
OG0000440	Syab.g_02637	Syad.g_02947
OG0000441	Syab.g_02641	Syad.g_02951
OG0000442	Syab.g_02642	Syad.g_02952
OG0000443	Syab.g_02668	Syad.g_02953
OG0000444	Syab.g_02681	Syad.g_02964
OG0000445	Syab.g_02682	Syad.g_02965
OG0000446	Syab.g_02684	Syad.g_02967
OG0000447	Syab.g_02687	Syad.g_02970
OG0000448	Syab.g_02688	Syad.g_02971
OG0000449	Syab.g_02689	Syad.g_02972
OG0000450	Syab.g_02695	Syad.g_02978
OG0000451	Syab.g_02696	Syad.g_02979
OG0000452	Syab.g_02701	Syad.g_02983
OG0000453	Syab.g_02702	Syad.g_02984
OG0000454	Syab.g_02703	Syad.g_02985
OG0000455	Syab.g_02704	Syad.g_02986
OG0000456	Syab.g_02705	Syad.g_02987
OG0000457	Syab.g_02707	Syad.g_02989
OG0000458	Syab.g_02708	Syad.g_02998
OG0000459	Syab.g_02709	Syad.g_02999
OG0000460	Syab.g_02372	Syad.g_00815
OG0000461	Syab.g_00356	Syad.g_00579
OG0000462	Syab.g_00352	Syad.g_00576
OG0000463	Syab.g_00351	Syad.g_00575
OG0000464	Syab.g_00350	Syad.g_00574
OG0000465	Syab.g_00349	Syad.g_00573
OG0000466	Syab.g_00343	Syad.g_00568
OG0000467	Syab.g_00341	Syad.g_00566
OG0000468	Syab.g_00336	Syad.g_00561
OG0000469	Syab.g_00318	Syad.g_00545
OG0000470	Syab.g_00316	Syad.g_00542
OG0000471	Syab.g_00315	Syad.g_00541
OG0000472	Syab.g_00313	Syad.g_00539
OG0000473	Syab.g_00311	Syad.g_00537
OG0000474	Syab.g_00310	Syad.g_00536
OG0000475	Syab.g_00309	Syad.g_00535
OG0000476	Syab.g_00307	Syad.g_00533
OG0000477	Syab.g_00301	Syad.g_00528
OG0000478	Syab.g_00300	Syad.g_00527
OG0000479	Syab.g_00299	Syad.g_00526
OG0000480	Syab.g_00292	Syad.g_00520
OG0000481	Syab.g_00290	Syad.g_00518
OG0000482	Syab.g_00289	Syad.g_00517
OG0000483	Syab.g_00285	Syad.g_00513
OG0000484	Syab.g_00284	Syad.g_00512
OG0000485	Syab.g_00283	Syad.g_00511
OG0000486	Syab.g_00282	Syad.g_00510
OG0000487	Syab.g_00276	Syad.g_00503
OG0000488	Syab.g_00272	Syad.g_00499
OG0000489	Syab.g_00256	Syad.g_00487
OG0000490	Syab.g_00247	Syad.g_00475
OG0000491	Syab.g_00245	Syad.g_00474
OG0000492	Syab.g_00243	Syad.g_00472
OG0000493	Syab.g_00242	Syad.g_00471
OG0000494	Syab.g_00241	Syad.g_00470
OG0000495	Syab.g_00240	Syad.g_00469
OG0000496	Syab.g_00239	Syad.g_00468
OG0000497	Syab.g_00238	Syad.g_00467
OG0000498	Syab.g_00237	Syad.g_00466
OG0000499	Syab.g_00236	Syad.g_00465
OG0000500	Syab.g_00235	Syad.g_00464
OG0000501	Syab.g_00232	Syad.g_00461
OG0000502	Syab.g_00224	Syad.g_00449
OG0000503	Syab.g_00523	Syad.g_00761
OG0000504	Syab.g_00525	Syad.g_00763
OG0000505	Syab.g_00526	Syad.g_00764
OG0000506	Syab.g_00528	Syad.g_00766
OG0000507	Syab.g_00533	Syad.g_00772
OG0000508	Syab.g_00537	Syad.g_00776
OG0000509	Syab.g_00539	Syad.g_00778
OG0000510	Syab.g_00540	Syad.g_00779
OG0000511	Syab.g_00541	Syad.g_00780
OG0000512	Syab.g_00543	Syad.g_00782
OG0000513	Syab.g_00555	Syad.g_00789
OG0000514	Syab.g_00566	Syad.g_00795
OG0000515	Syab.g_00567	Syad.g_00796
OG0000516	Syab.g_00575	Syad.g_02456
OG0000517	Syab.g_00582	Syad.g_02451
OG0000518	Syab.g_00594	Syad.g_02439
OG0000519	Syab.g_00610	Syad.g_02438
OG0000520	Syab.g_00611	Syad.g_02437
OG0000521	Syab.g_00624	Syad.g_01108
OG0000522	Syab.g_00626	Syad.g_01109
OG0000523	Syab.g_00627	Syad.g_01110
OG0000524	Syab.g_00640	Syad.g_02386
OG0000525	Syab.g_00671	Syad.g_02363
OG0000526	Syab.g_00689	Syad.g_02360
OG0000527	Syab.g_00695	Syad.g_02355
OG0000528	Syab.g_02092	Syad.g_00897
OG0000529	Syab.g_02097	Syad.g_00905
OG0000530	Syab.g_02100	Syad.g_00908
OG0000531	Syab.g_02101	Syad.g_00909
OG0000532	Syab.g_02104	Syad.g_00912
OG0000533	Syab.g_02106	Syad.g_00913
OG0000534	Syab.g_02107	Syad.g_00914
OG0000535	Syab.g_02108	Syad.g_00915
OG0000536	Syab.g_02109	Syad.g_00916
OG0000537	Syab.g_02110	Syad.g_00917
OG0000538	Syab.g_02122	Syad.g_00929
OG0000539	Syab.g_02123	Syad.g_00930
OG0000540	Syab.g_02124	Syad.g_00931
OG0000541	Syab.g_02125	Syad.g_00932
OG0000542	Syab.g_02128	Syad.g_00935
OG0000543	Syab.g_02130	Syad.g_00937
OG0000544	Syab.g_02131	Syad.g_00938
OG0000545	Syab.g_02133	Syad.g_00940
OG0000546	Syab.g_02135	Syad.g_00942
OG0000547	Syab.g_02137	Syad.g_00944
OG0000548	Syab.g_02138	Syad.g_00945
OG0000549	Syab.g_02144	Syad.g_00952
OG0000550	Syab.g_02149	Syad.g_00956
OG0000551	Syab.g_02153	Syad.g_00960
OG0000552	Syab.g_02154	Syad.g_00961
OG0000553	Syab.g_02046	Syad.g_00965
OG0000554	Syab.g_02040	Syad.g_00978
OG0000555	Syab.g_02026	Syad.g_00999
OG0000556	Syab.g_02022	Syad.g_01003
OG0000557	Syab.g_02019	Syad.g_01011
OG0000558	Syab.g_02016	Syad.g_01013
OG0000559	Syab.g_02012	Syad.g_01016
OG0000560	Syab.g_02009	Syad.g_01019
OG0000561	Syab.g_02008	Syad.g_01020
OG0000562	Syab.g_02007	Syad.g_01021
OG0000563	Syab.g_02006	Syad.g_01022
OG0000564	Syab.g_02005	Syad.g_01023
OG0000565	Syab.g_02001	Syad.g_01027
OG0000566	Syab.g_01997	Syad.g_01031
OG0000567	Syab.g_01993	Syad.g_01035
OG0000568	Syab.g_01991	Syad.g_01040
OG0000569	Syab.g_01990	Syad.g_01041
OG0000570	Syab.g_01989	Syad.g_01042
OG0000571	Syab.g_01986	Syad.g_01046
