Orthogroup	Syab	Prah
OG0000089	Syab.g_00551	Prah.g_00205
OG0000090	Syab.g_02041	Prah.g_01501
OG0000091	Syab.g_01866	Prah.g_00493
OG0000093	Syab.g_01582	Prah.g_00692
OG0000094	Syab.g_01306	Prah.g_02518
OG0000095	Syab.g_01210	Prah.g_00915
OG0000097	Syab.g_01051	Prah.g_01272
OG0000098	Syab.g_01553	Prah.g_00327
OG0000099	Syab.g_00230	Prah.g_02191
OG0000100	Syab.g_01694	Prah.g_01791, Prah.g_00636
OG0000101	Syab.g_00446	Prah.g_01995
OG0000102	Syab.g_00104	Prah.g_00144
OG0000103	Syab.g_02895, Syab.g_01296	Prah.g_02586
OG0000104	Syab.g_02910	Prah.g_02600
OG0000105	Syab.g_00303	Prah.g_02126
OG0000106	Syab.g_01817	Prah.g_01660
OG0000107	Syab.g_00367	Prah.g_02072
OG0000108	Syab.g_02096	Prah.g_01566
OG0000109	Syab.g_02112	Prah.g_01550
OG0000110	Syab.g_01984	Prah.g_01439
OG0000111	Syab.g_01201	Prah.g_01028
OG0000112	Syab.g_01392	Prah.g_00788
OG0000113	Syab.g_01689	Prah.g_00641
OG0000114	Syab.g_02656, Syab.g_01633	Prah.g_00733
OG0000115	Syab.g_00748	Prah.g_00383
OG0000116	Syab.g_00945	Prah.g_01337
OG0000117	Syab.g_01018	Prah.g_01257
OG0000118	Syab.g_00897	Prah.g_01378
OG0000120	Syab.g_00229	Prah.g_02192
OG0000121	Syab.g_00772	Prah.g_00406
OG0000122	Syab.g_01839	Prah.g_01203
OG0000123	Syab.g_00454	Prah.g_01987
OG0000124	Syab.g_00088	Prah.g_00125
OG0000125	Syab.g_02763	Prah.g_02498
OG0000126	Syab.g_02908	Prah.g_02598
OG0000128	Syab.g_00012	Prah.g_00013
OG0000129	Syab.g_02749	Prah.g_02486
OG0000130	Syab.g_02434	Prah.g_01838
OG0000131	Syab.g_02564	Prah.g_02282
OG0000132	Syab.g_02584	Prah.g_02302
OG0000133	Syab.g_01387	Prah.g_02187
OG0000134	Syab.g_00554	Prah.g_00208
OG0000135	Syab.g_02815	Prah.g_02538
OG0000136	Syab.g_00588	Prah.g_00235
OG0000137	Syab.g_00697	Prah.g_00312
OG0000138	Syab.g_02113	Prah.g_01549
OG0000139	Syab.g_02035	Prah.g_01495
OG0000140	Syab.g_02033	Prah.g_01489
OG0000141	Syab.g_01931	Prah.g_01393
OG0000142	Syab.g_01524, Syab.g_01873	Prah.g_00501
OG0000143	Syab.g_01870	Prah.g_00497
OG0000144	Syab.g_01757	Prah.g_00473
OG0000145	Syab.g_02120	Prah.g_01543
OG0000146	Syab.g_01393	Prah.g_00787
OG0000147	Syab.g_01394	Prah.g_00786
OG0000148	Syab.g_01682	Prah.g_00649
OG0000149	Syab.g_01720	Prah.g_00591
OG0000150	Syab.g_01930	Prah.g_00568
OG0000151	Syab.g_01612	Prah.g_00718
OG0000152	Syab.g_01383	Prah.g_00796
OG0000153	Syab.g_01343	Prah.g_00826
OG0000154	Syab.g_01317	Prah.g_00852
OG0000155	Syab.g_01009	Prah.g_01291
OG0000156	Syab.g_00933	Prah.g_01349
OG0000157	Syab.g_00932	Prah.g_01350
OG0000158	Syab.g_00161	Prah.g_02242
OG0000160	Syab.g_00774	Prah.g_00407
OG0000161	Syab.g_00766	Prah.g_00399
OG0000162	Syab.g_00755	Prah.g_00391
OG0000163	Syab.g_02173	Prah.g_01619
OG0000164	Syab.g_02307	Prah.g_01705
OG0000165	Syab.g_02316	Prah.g_01716
OG0000166	Syab.g_00407	Prah.g_02033
OG0000167	Syab.g_00205	Prah.g_02230
OG0000168	Syab.g_00136	Prah.g_02243
OG0000169	Syab.g_00125	Prah.g_00163
OG0000170	Syab.g_00118	Prah.g_00155
OG0000171	Syab.g_00089	Prah.g_00126
OG0000172	Syab.g_00080	Prah.g_00084
OG0000173	Syab.g_00061	Prah.g_00061
OG0000174	Syab.g_02819	Prah.g_02541
OG0000175	Syab.g_02876	Prah.g_02575
OG0000176	Syab.g_00004	Prah.g_00005
OG0000177	Syab.g_00005	Prah.g_00006
OG0000178	Syab.g_00006	Prah.g_00007
OG0000179	Syab.g_00022	Prah.g_00022
OG0000180	Syab.g_00023	Prah.g_00023
OG0000181	Syab.g_00024	Prah.g_00024
OG0000182	Syab.g_00025	Prah.g_00025
OG0000183	Syab.g_00029	Prah.g_00029
OG0000184	Syab.g_02738	Prah.g_02478
OG0000185	Syab.g_02715	Prah.g_02458
OG0000186	Syab.g_02430	Prah.g_01830
OG0000187	Syab.g_02431	Prah.g_01833
OG0000188	Syab.g_02454	Prah.g_01860
OG0000189	Syab.g_02487	Prah.g_01884
OG0000190	Syab.g_00190, Syab.g_00139	Prah.g_01886
OG0000191	Syab.g_02522	Prah.g_00188
OG0000192	Syab.g_02528	Prah.g_00176, Prah.g_00180
OG0000193	Syab.g_02565	Prah.g_02283
OG0000194	Syab.g_02568	Prah.g_02286
OG0000195	Syab.g_02570	Prah.g_02288
OG0000196	Syab.g_02581	Prah.g_02299
OG0000197	Syab.g_02582	Prah.g_02300
OG0000198	Syab.g_02583	Prah.g_02301
OG0000199	Syab.g_02591	Prah.g_02308
OG0000200	Syab.g_02611	Prah.g_02324
OG0000201	Syab.g_02628	Prah.g_02352
OG0000202	Syab.g_02629	Prah.g_02353
OG0000203	Syab.g_02630	Prah.g_02354
OG0000204	Syab.g_02631	Prah.g_02355
OG0000205	Syab.g_02638	Prah.g_02362
OG0000206	Syab.g_02674	Prah.g_02371
OG0000207	Syab.g_02677	Prah.g_02420
OG0000208	Syab.g_02678	Prah.g_02419
OG0000209	Syab.g_02698	Prah.g_02400
OG0000210	Syab.g_02699	Prah.g_02399
OG0000211	Syab.g_02374	Prah.g_01782
OG0000212	Syab.g_02365	Prah.g_01772
OG0000213	Syab.g_00332	Prah.g_02101
OG0000214	Syab.g_00312	Prah.g_02118
OG0000215	Syab.g_00281	Prah.g_02148
OG0000217	Syab.g_00273	Prah.g_02155
OG0000218	Syab.g_00271	Prah.g_02157
OG0000219	Syab.g_00270	Prah.g_02158
OG0000220	Syab.g_00269	Prah.g_02159
OG0000221	Syab.g_00257	Prah.g_02166
OG0000222	Syab.g_00244	Prah.g_02174
OG0000223	Syab.g_00226	Prah.g_02197
OG0000224	Syab.g_00223	Prah.g_02207
OG0000225	Syab.g_00538	Prah.g_01921
OG0000226	Syab.g_00542	Prah.g_01917
OG0000227	Syab.g_00544	Prah.g_01915
OG0000228	Syab.g_00550	Prah.g_00204
OG0000229	Syab.g_00583	Prah.g_00230
OG0000230	Syab.g_00585	Prah.g_00232
OG0000231	Syab.g_00613	Prah.g_00251
OG0000232	Syab.g_00631	Prah.g_00261
OG0000233	Syab.g_00645	Prah.g_00294
OG0000234	Syab.g_00699	Prah.g_00313, Prah.g_00314
OG0000235	Syab.g_02095	Prah.g_01567
OG0000236	Syab.g_02111	Prah.g_01551
OG0000237	Syab.g_02129	Prah.g_01534
OG0000238	Syab.g_02134	Prah.g_01529
OG0000239	Syab.g_02151	Prah.g_01513
OG0000240	Syab.g_02152	Prah.g_01512
OG0000241	Syab.g_01884	Prah.g_01094
OG0000242	Syab.g_02043	Prah.g_00108, Prah.g_01503
OG0000243	Syab.g_02025	Prah.g_01476
OG0000244	Syab.g_02017	Prah.g_01472
OG0000245	Syab.g_02015	Prah.g_01469
OG0000246	Syab.g_02011	Prah.g_01465
OG0000247	Syab.g_01999	Prah.g_01454
OG0000248	Syab.g_01996	Prah.g_01451
OG0000249	Syab.g_01994	Prah.g_01449
OG0000250	Syab.g_01988	Prah.g_01443
OG0000251	Syab.g_01961	Prah.g_01417
OG0000252	Syab.g_01958	Prah.g_01414
OG0000253	Syab.g_01956	Prah.g_01408
OG0000254	Syab.g_01925	Prah.g_01389
OG0000255	Syab.g_01912	Prah.g_00530
OG0000256	Syab.g_01890	Prah.g_00516
OG0000257	Syab.g_01885	Prah.g_00509
OG0000258	Syab.g_01861	Prah.g_00486
OG0000259	Syab.g_01538	Prah.g_00457
OG0000260	Syab.g_01544	Prah.g_00454
OG0000261	Syab.g_01556	Prah.g_00451
OG0000262	Syab.g_01561	Prah.g_00445
OG0000263	Syab.g_01035	Prah.g_02413
OG0000264	Syab.g_01173	Prah.g_00974
OG0000265	Syab.g_01773	Prah.g_00887
OG0000266	Syab.g_01667	Prah.g_00876
OG0000267	Syab.g_01433	Prah.g_00751
OG0000268	Syab.g_01432	Prah.g_00752
OG0000269	Syab.g_01650	Prah.g_00672
OG0000270	Syab.g_01657	Prah.g_00669
OG0000271	Syab.g_01279	Prah.g_00661
OG0000272	Syab.g_01280	Prah.g_00660
OG0000274	Syab.g_01700	Prah.g_00608
OG0000275	Syab.g_01704	Prah.g_00605
OG0000276	Syab.g_01712	Prah.g_00599
OG0000277	Syab.g_01713	Prah.g_00598
OG0000278	Syab.g_01716	Prah.g_00595
OG0000279	Syab.g_01724	Prah.g_00587
OG0000280	Syab.g_01736	Prah.g_00581
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Prah.g_00566
OG0000282	Syab.g_01631	Prah.g_00731
OG0000283	Syab.g_01418	Prah.g_00761
OG0000284	Syab.g_01413	Prah.g_00767
OG0000285	Syab.g_01402	Prah.g_01178
OG0000286	Syab.g_01384	Prah.g_00795
OG0000287	Syab.g_01350	Prah.g_01131
OG0000288	Syab.g_01318	Prah.g_00851
OG0000289	Syab.g_01303	Prah.g_00864
OG0000290	Syab.g_01213	Prah.g_00912
OG0000291	Syab.g_01211	Prah.g_00914
OG0000292	Syab.g_02907	Prah.g_02597
OG0000293	Syab.g_00946	Prah.g_01336
OG0000294	Syab.g_00947	Prah.g_01335
OG0000295	Syab.g_01001	Prah.g_01298
OG0000296	Syab.g_01003	Prah.g_01296
OG0000297	Syab.g_01016	Prah.g_01259
OG0000298	Syab.g_01017	Prah.g_01258
OG0000299	Syab.g_01047	Prah.g_01268
OG0000300	Syab.g_01054	Prah.g_01275
OG0000301	Syab.g_01055	Prah.g_01276
OG0000302	Syab.g_01056	Prah.g_01279
OG0000303	Syab.g_01149	Prah.g_01289
OG0000304	Syab.g_01143	Prah.g_01237, Prah.g_01238
OG0000305	Syab.g_01208	Prah.g_00918
OG0000306	Syab.g_01819	Prah.g_00560
OG0000307	Syab.g_02078	Prah.g_01584
OG0000308	Syab.g_02076	Prah.g_01586
OG0000309	Syab.g_02071	Prah.g_01590
OG0000310	Syab.g_00817	Prah.g_00428
OG0000311	Syab.g_00811	Prah.g_00424
OG0000312	Syab.g_00793	Prah.g_00420
OG0000313	Syab.g_00769	Prah.g_00402
OG0000314	Syab.g_00736	Prah.g_00371
OG0000315	Syab.g_00726	Prah.g_00361
OG0000316	Syab.g_02189	Prah.g_01631
OG0000317	Syab.g_02251	Prah.g_01672
OG0000318	Syab.g_02257	Prah.g_01677
OG0000319	Syab.g_02291	Prah.g_01694
OG0000320	Syab.g_02293	Prah.g_01696
OG0000321	Syab.g_02294	Prah.g_01697
OG0000322	Syab.g_02295	Prah.g_01698
OG0000323	Syab.g_02310	Prah.g_01710
OG0000324	Syab.g_02341	Prah.g_01744
OG0000325	Syab.g_00368	Prah.g_02071
OG0000326	Syab.g_00375	Prah.g_02064
OG0000327	Syab.g_00402	Prah.g_02038
OG0000328	Syab.g_00403	Prah.g_02037
OG0000329	Syab.g_00420	Prah.g_02020
OG0000330	Syab.g_00421	Prah.g_02019
OG0000331	Syab.g_00422	Prah.g_02018
OG0000332	Syab.g_00437	Prah.g_02003
OG0000333	Syab.g_00440	Prah.g_02001
OG0000334	Syab.g_00450	Prah.g_01991
OG0000335	Syab.g_00455	Prah.g_01986
OG0000336	Syab.g_00459	Prah.g_01982
OG0000337	Syab.g_00210	Prah.g_02224
OG0000338	Syab.g_00207	Prah.g_02227
OG0000339	Syab.g_00201	Prah.g_02234
OG0000340	Syab.g_00135	Prah.g_02244
OG0000341	Syab.g_00157, Syab.g_00133	Prah.g_02246
OG0000342	Syab.g_00132	Prah.g_02247
OG0000343	Syab.g_00131	Prah.g_00168
OG0000344	Syab.g_00127	Prah.g_00165
OG0000345	Syab.g_00117	Prah.g_00154
OG0000346	Syab.g_00112	Prah.g_00149
OG0000347	Syab.g_00087	Prah.g_00089
OG0000348	Syab.g_00076	Prah.g_00078
OG0000349	Syab.g_00054	Prah.g_00053
OG0000350	Syab.g_00382	Prah.g_02533
OG0000351	Syab.g_02879	Prah.g_02578
OG0000352	Syab.g_02880	Prah.g_02579
OG0000353	Syab.g_02913	Prah.g_02603
OG0000354	Syab.g_02140	Prah.g_01523
OG0000354	Syab.g_00020	Prah.g_00020
OG0000355	Syab.g_00001	Prah.g_00002
OG0000356	Syab.g_00002	Prah.g_00003
OG0000357	Syab.g_00003	Prah.g_00004
OG0000358	Syab.g_00007	Prah.g_00008
OG0000359	Syab.g_00009	Prah.g_00010
OG0000360	Syab.g_00010	Prah.g_00011
OG0000361	Syab.g_00011	Prah.g_00012
OG0000362	Syab.g_00013	Prah.g_00014
OG0000363	Syab.g_00015	Prah.g_00016
OG0000364	Syab.g_00016	Prah.g_00017
OG0000365	Syab.g_00026	Prah.g_00026
OG0000366	Syab.g_00027	Prah.g_00027
OG0000367	Syab.g_00028	Prah.g_00028
OG0000368	Syab.g_00030	Prah.g_00030
OG0000369	Syab.g_00031	Prah.g_00031
OG0000370	Syab.g_00032	Prah.g_00032
OG0000371	Syab.g_00711, Syab.g_00039	Prah.g_00041
OG0000372	Syab.g_00045	Prah.g_00046
OG0000373	Syab.g_00046	Prah.g_00047
OG0000374	Syab.g_00047	Prah.g_00048
OG0000375	Syab.g_00050	Prah.g_00049
OG0000376	Syab.g_00052	Prah.g_00051
OG0000377	Syab.g_02748	Prah.g_02485
OG0000378	Syab.g_02717	Prah.g_02471
OG0000379	Syab.g_02714	Prah.g_02457
OG0000380	Syab.g_02432	Prah.g_01834
OG0000381	Syab.g_02435	Prah.g_01839
OG0000382	Syab.g_02453	Prah.g_01859
OG0000383	Syab.g_02459	Prah.g_01861
OG0000384	Syab.g_02460	Prah.g_01862
OG0000385	Syab.g_02461	Prah.g_01863
OG0000386	Syab.g_02462	Prah.g_01864
OG0000387	Syab.g_02491	Prah.g_01888
OG0000388	Syab.g_02495	Prah.g_01892
OG0000389	Syab.g_02499	Prah.g_01896
OG0000390	Syab.g_02516	Prah.g_00194
OG0000391	Syab.g_02521	Prah.g_00189
OG0000392	Syab.g_02527	Prah.g_00183
OG0000393	Syab.g_02530	Prah.g_00175
OG0000394	Syab.g_02531	Prah.g_00174
OG0000395	Syab.g_02532	Prah.g_00173
OG0000396	Syab.g_02535	Prah.g_02252
OG0000397	Syab.g_02537	Prah.g_02254
OG0000398	Syab.g_02542	Prah.g_02259
OG0000399	Syab.g_02543	Prah.g_02260
OG0000400	Syab.g_02544	Prah.g_02261
OG0000401	Syab.g_02545	Prah.g_02262
OG0000402	Syab.g_02547	Prah.g_02264
OG0000403	Syab.g_02548	Prah.g_02265
OG0000405	Syab.g_02562	Prah.g_02280
OG0000406	Syab.g_02566	Prah.g_02284
OG0000407	Syab.g_02567	Prah.g_02285
OG0000408	Syab.g_02569	Prah.g_02287
OG0000409	Syab.g_02571	Prah.g_02289
OG0000410	Syab.g_02572	Prah.g_02290
OG0000411	Syab.g_02573	Prah.g_02291
OG0000412	Syab.g_02574	Prah.g_02292
OG0000413	Syab.g_02576	Prah.g_02294
OG0000414	Syab.g_02577	Prah.g_02295
OG0000415	Syab.g_02578	Prah.g_02296
OG0000416	Syab.g_02579	Prah.g_02297
OG0000417	Syab.g_02580	Prah.g_02298
OG0000418	Syab.g_02585	Prah.g_02303
OG0000419	Syab.g_02587	Prah.g_02305
OG0000420	Syab.g_02589	Prah.g_02306
OG0000421	Syab.g_02595	Prah.g_02310
OG0000422	Syab.g_02596	Prah.g_02311
OG0000423	Syab.g_02597	Prah.g_02312
OG0000424	Syab.g_02598	Prah.g_02313
OG0000425	Syab.g_02599	Prah.g_02314
OG0000426	Syab.g_02600	Prah.g_02315
OG0000427	Syab.g_02601	Prah.g_02316
OG0000428	Syab.g_02604	Prah.g_00709
OG0000429	Syab.g_02608	Prah.g_02321
OG0000430	Syab.g_02610	Prah.g_02323
OG0000431	Syab.g_02613	Prah.g_02334
OG0000432	Syab.g_02619	Prah.g_02341
OG0000433	Syab.g_02622	Prah.g_02344
OG0000434	Syab.g_02623	Prah.g_02345
OG0000435	Syab.g_02625	Prah.g_02350
OG0000436	Syab.g_02632	Prah.g_02356
OG0000437	Syab.g_02633	Prah.g_02357
OG0000438	Syab.g_02634	Prah.g_02358
OG0000439	Syab.g_02636	Prah.g_02360
OG0000440	Syab.g_02637	Prah.g_02361
OG0000441	Syab.g_02641	Prah.g_02364
OG0000442	Syab.g_02642	Prah.g_02365
OG0000443	Syab.g_02668	Prah.g_02370
OG0000444	Syab.g_02681	Prah.g_02418
OG0000445	Syab.g_02682	Prah.g_02417
OG0000446	Syab.g_02684	Prah.g_02415
OG0000447	Syab.g_02687	Prah.g_02411
OG0000448	Syab.g_02688	Prah.g_02410
OG0000449	Syab.g_02689	Prah.g_02409
OG0000450	Syab.g_02695	Prah.g_02403
OG0000451	Syab.g_02696	Prah.g_02402
OG0000452	Syab.g_02701	Prah.g_02398
OG0000453	Syab.g_02702	Prah.g_02397
OG0000454	Syab.g_02703	Prah.g_02396
OG0000455	Syab.g_02704	Prah.g_02395
OG0000456	Syab.g_02705	Prah.g_02394
OG0000457	Syab.g_02707	Prah.g_02392
OG0000458	Syab.g_02708	Prah.g_02391
OG0000459	Syab.g_02709	Prah.g_02390
OG0000460	Syab.g_02372	Prah.g_01781
OG0000461	Syab.g_00356	Prah.g_02074
OG0000462	Syab.g_00352	Prah.g_02078
OG0000463	Syab.g_00351	Prah.g_02079
OG0000464	Syab.g_00350	Prah.g_02080
OG0000465	Syab.g_00349	Prah.g_02082
OG0000466	Syab.g_00343	Prah.g_02087
OG0000467	Syab.g_00341	Prah.g_02089
OG0000468	Syab.g_00336	Prah.g_02098
OG0000469	Syab.g_00318	Prah.g_02111
OG0000470	Syab.g_00316	Prah.g_02114
OG0000471	Syab.g_00315	Prah.g_02115
OG0000472	Syab.g_00313	Prah.g_02117
OG0000473	Syab.g_00311	Prah.g_02119
OG0000474	Syab.g_00310	Prah.g_02120
OG0000475	Syab.g_00309	Prah.g_02121
OG0000476	Syab.g_00307	Prah.g_02123
OG0000477	Syab.g_00301	Prah.g_02128
OG0000478	Syab.g_00300	Prah.g_02129
OG0000479	Syab.g_00299	Prah.g_02130
OG0000480	Syab.g_00292	Prah.g_02137
OG0000481	Syab.g_00290	Prah.g_02139
OG0000482	Syab.g_00289	Prah.g_02140
OG0000483	Syab.g_00285	Prah.g_02144
OG0000484	Syab.g_00284	Prah.g_02145
OG0000485	Syab.g_00283	Prah.g_02146
OG0000486	Syab.g_00282	Prah.g_02147
OG0000487	Syab.g_00276	Prah.g_02152
OG0000488	Syab.g_00272	Prah.g_02156
OG0000489	Syab.g_00256	Prah.g_02167
OG0000490	Syab.g_00247	Prah.g_02172
OG0000491	Syab.g_00245	Prah.g_02173
OG0000492	Syab.g_00243	Prah.g_02175
OG0000493	Syab.g_00242	Prah.g_02176
OG0000494	Syab.g_00241	Prah.g_02177
OG0000495	Syab.g_00240	Prah.g_02178
OG0000496	Syab.g_00239	Prah.g_02179
OG0000497	Syab.g_00238	Prah.g_02180
OG0000498	Syab.g_00237	Prah.g_02181
OG0000499	Syab.g_00236	Prah.g_02182
OG0000500	Syab.g_00235	Prah.g_02183
OG0000501	Syab.g_00232	Prah.g_02186
OG0000502	Syab.g_00224	Prah.g_02199
OG0000503	Syab.g_00523	Prah.g_01940
OG0000504	Syab.g_00525	Prah.g_01938
OG0000505	Syab.g_00526	Prah.g_01937
OG0000506	Syab.g_00528	Prah.g_01935
OG0000507	Syab.g_00533	Prah.g_01930
OG0000508	Syab.g_00537	Prah.g_01922
OG0000509	Syab.g_00539	Prah.g_01920
OG0000510	Syab.g_00540	Prah.g_01919
OG0000511	Syab.g_00541	Prah.g_01918
OG0000512	Syab.g_00543	Prah.g_01916
OG0000513	Syab.g_00555	Prah.g_00209
OG0000514	Syab.g_00566	Prah.g_00218
OG0000515	Syab.g_00567	Prah.g_00219
OG0000516	Syab.g_00575	Prah.g_00221
OG0000517	Syab.g_00582	Prah.g_00229
OG0000518	Syab.g_00594	Prah.g_00241
OG0000519	Syab.g_00610	Prah.g_00242
OG0000520	Syab.g_00611	Prah.g_00247
OG0000521	Syab.g_00624	Prah.g_00255
OG0000522	Syab.g_00626	Prah.g_00257
OG0000523	Syab.g_00627	Prah.g_00258
OG0000524	Syab.g_00640	Prah.g_00290
OG0000525	Syab.g_00671	Prah.g_00304
OG0000526	Syab.g_00689	Prah.g_00306
OG0000527	Syab.g_00695	Prah.g_00310
OG0000528	Syab.g_02092	Prah.g_01572
OG0000529	Syab.g_02097	Prah.g_01565
OG0000530	Syab.g_02100	Prah.g_01562
OG0000531	Syab.g_02101	Prah.g_01561
OG0000532	Syab.g_02104	Prah.g_01558
OG0000533	Syab.g_02106	Prah.g_01556
OG0000534	Syab.g_02107	Prah.g_01555
OG0000535	Syab.g_02108	Prah.g_01554
OG0000536	Syab.g_02109	Prah.g_01553
OG0000537	Syab.g_02110	Prah.g_01552
OG0000538	Syab.g_02122	Prah.g_01541
OG0000539	Syab.g_02123	Prah.g_01540
OG0000540	Syab.g_02124	Prah.g_01539
OG0000541	Syab.g_02125	Prah.g_01538
OG0000542	Syab.g_02128	Prah.g_01535
OG0000543	Syab.g_02130	Prah.g_01533
OG0000544	Syab.g_02131	Prah.g_01532
OG0000545	Syab.g_02133	Prah.g_01530
OG0000546	Syab.g_02135	Prah.g_01528
OG0000547	Syab.g_02137	Prah.g_01526
OG0000548	Syab.g_02138	Prah.g_01525
OG0000549	Syab.g_02144	Prah.g_01519
OG0000550	Syab.g_02149	Prah.g_01514
OG0000551	Syab.g_02153	Prah.g_01510
OG0000552	Syab.g_02154	Prah.g_01509
OG0000553	Syab.g_02046	Prah.g_01505
OG0000554	Syab.g_02040	Prah.g_01500
OG0000555	Syab.g_02026	Prah.g_01480
OG0000556	Syab.g_02022	Prah.g_01474
OG0000557	Syab.g_02019	Prah.g_01473
OG0000558	Syab.g_02016	Prah.g_01470
OG0000559	Syab.g_02012	Prah.g_01466
OG0000560	Syab.g_02009	Prah.g_01463
OG0000561	Syab.g_02008	Prah.g_01462
OG0000562	Syab.g_02007	Prah.g_01461
OG0000563	Syab.g_02006	Prah.g_01460
OG0000564	Syab.g_02005	Prah.g_01459
OG0000565	Syab.g_02001	Prah.g_01457
OG0000566	Syab.g_01997	Prah.g_01452
OG0000567	Syab.g_01993	Prah.g_01448
OG0000568	Syab.g_01991	Prah.g_01446
OG0000569	Syab.g_01990	Prah.g_01445
OG0000570	Syab.g_01989	Prah.g_01444
OG0000571	Syab.g_01986	Prah.g_01441
OG0000572	Syab.g_01969	Prah.g_01425
OG0000573	Syab.g_01960	Prah.g_01416
OG0000574	Syab.g_01959	Prah.g_01415
OG0000575	Syab.g_01954	Prah.g_01406
OG0000576	Syab.g_01952	Prah.g_01404
