Orthogroup	Syab	Syal
OG0000313	Syab.g_00769	Syal.g_00381
OG0000314	Syab.g_00736	Syal.g_00416
OG0000315	Syab.g_00726	Syal.g_00426
OG0000316	Syab.g_02189	Syal.g_02987
OG0000317	Syab.g_02251	Syal.g_00583
OG0000318	Syab.g_02257	Syal.g_00588
OG0000319	Syab.g_02291	Syal.g_00608
OG0000320	Syab.g_02293	Syal.g_00610
OG0000321	Syab.g_02294	Syal.g_00611
OG0000322	Syab.g_02295	Syal.g_00612
OG0000323	Syab.g_02310	Syal.g_00626
OG0000324	Syab.g_02341	Syal.g_00656
OG0000325	Syab.g_00368	Syal.g_00195
OG0000326	Syab.g_00375	Syal.g_00202
OG0000327	Syab.g_00402	Syal.g_00230
OG0000328	Syab.g_00403	Syal.g_00231
OG0000329	Syab.g_00420	Syal.g_00249
OG0000330	Syab.g_00421	Syal.g_00250
OG0000331	Syab.g_00422	Syal.g_00251
OG0000332	Syab.g_00437	Syal.g_00266
OG0000333	Syab.g_00440	Syal.g_00269
OG0000334	Syab.g_00450	Syal.g_00279
OG0000335	Syab.g_00455	Syal.g_00284
OG0000336	Syab.g_00459	Syal.g_00288
OG0000337	Syab.g_00210	Syal.g_01343
OG0000338	Syab.g_00207	Syal.g_01345
OG0000339	Syab.g_00201	Syal.g_01351
OG0000340	Syab.g_00135	Syal.g_01434
OG0000341	Syab.g_00133	Syal.g_01436
OG0000342	Syab.g_00132	Syal.g_01437
OG0000343	Syab.g_00131	Syal.g_01441
OG0000344	Syab.g_00127	Syal.g_01445
OG0000345	Syab.g_00117	Syal.g_01455
OG0000346	Syab.g_00112	Syal.g_01460
OG0000347	Syab.g_00087	Syal.g_01525
OG0000348	Syab.g_00076	Syal.g_00170
OG0000349	Syab.g_00054	Syal.g_00148
OG0000350	Syab.g_00382	Syal.g_00209
OG0000351	Syab.g_02879	Syal.g_01175
OG0000352	Syab.g_02880	Syal.g_01176
OG0000353	Syab.g_02913	Syal.g_00095
OG0000354	Syab.g_02140	Syal.g_02941
OG0000354	Syab.g_00020	Syal.g_00116
OG0000355	Syab.g_00001	Syal.g_00098
OG0000356	Syab.g_00002	Syal.g_00099
OG0000357	Syab.g_00003	Syal.g_00100
OG0000358	Syab.g_00007	Syal.g_00104
OG0000359	Syab.g_00009	Syal.g_00106
OG0000360	Syab.g_00010	Syal.g_00107
OG0000361	Syab.g_00011	Syal.g_00108
OG0000362	Syab.g_00013	Syal.g_00110
OG0000363	Syab.g_00015	Syal.g_00112
OG0000364	Syab.g_00016	Syal.g_00113
OG0000365	Syab.g_00026	Syal.g_00122
OG0000366	Syab.g_00027	Syal.g_00123
OG0000367	Syab.g_00028	Syal.g_00124
OG0000368	Syab.g_00030	Syal.g_00126
OG0000369	Syab.g_00031	Syal.g_00127
OG0000370	Syab.g_00032	Syal.g_00128
OG0000371	Syab.g_00039	Syal.g_00135
OG0000372	Syab.g_00045	Syal.g_00141
OG0000373	Syab.g_00046	Syal.g_00142
OG0000374	Syab.g_00047	Syal.g_00143
OG0000375	Syab.g_00050	Syal.g_00144
OG0000376	Syab.g_00052	Syal.g_00146
OG0000377	Syab.g_02748	Syal.g_01061
OG0000378	Syab.g_02717	Syal.g_01027
OG0000379	Syab.g_02714	Syal.g_01024
OG0000380	Syab.g_02432	Syal.g_00749
OG0000381	Syab.g_02435	Syal.g_00752
OG0000382	Syab.g_02453	Syal.g_00770
OG0000383	Syab.g_02459	Syal.g_00775
OG0000384	Syab.g_02460	Syal.g_00776
OG0000385	Syab.g_02461	Syal.g_00777
OG0000386	Syab.g_02462	Syal.g_00778
OG0000387	Syab.g_02491	Syal.g_00811
OG0000388	Syab.g_02495	Syal.g_00815
OG0000389	Syab.g_02499	Syal.g_00819
OG0000390	Syab.g_02516	Syal.g_00835
OG0000391	Syab.g_02521	Syal.g_00840
OG0000392	Syab.g_02527	Syal.g_00846
OG0000393	Syab.g_02530	Syal.g_00849
OG0000394	Syab.g_02531	Syal.g_00850
OG0000395	Syab.g_02532	Syal.g_00851
OG0000396	Syab.g_02535	Syal.g_00854
OG0000397	Syab.g_02537	Syal.g_00857
OG0000398	Syab.g_02542	Syal.g_00862
OG0000399	Syab.g_02543	Syal.g_00863
OG0000400	Syab.g_02544	Syal.g_00864
OG0000401	Syab.g_02545	Syal.g_00865
OG0000402	Syab.g_02547	Syal.g_00867
OG0000403	Syab.g_02548	Syal.g_00868
OG0000404	Syab.g_02550	Syal.g_00870
OG0000405	Syab.g_02562	Syal.g_00883
OG0000406	Syab.g_02566	Syal.g_00888
OG0000407	Syab.g_02567	Syal.g_00889
OG0000408	Syab.g_02569	Syal.g_00891
OG0000409	Syab.g_02571	Syal.g_00893
OG0000410	Syab.g_02572	Syal.g_00894
OG0000411	Syab.g_02573	Syal.g_00895
OG0000412	Syab.g_02574	Syal.g_00896
OG0000413	Syab.g_02576	Syal.g_00898
OG0000414	Syab.g_02577	Syal.g_00899
OG0000415	Syab.g_02578	Syal.g_00900
OG0000416	Syab.g_02579	Syal.g_00901
OG0000417	Syab.g_02580	Syal.g_00902
OG0000418	Syab.g_02585	Syal.g_00907
OG0000419	Syab.g_02587	Syal.g_00909
OG0000420	Syab.g_02589	Syal.g_00911
OG0000421	Syab.g_02595	Syal.g_00916
OG0000422	Syab.g_02596	Syal.g_00917
OG0000423	Syab.g_02597	Syal.g_00918
OG0000424	Syab.g_02598	Syal.g_00919
OG0000425	Syab.g_02599	Syal.g_00920
OG0000426	Syab.g_02600	Syal.g_00921
OG0000427	Syab.g_02601	Syal.g_00922
OG0000428	Syab.g_02604	Syal.g_00925
OG0000429	Syab.g_02608	Syal.g_00929
OG0000430	Syab.g_02610	Syal.g_00931
OG0000431	Syab.g_02613	Syal.g_00934
OG0000432	Syab.g_02619	Syal.g_00940
OG0000433	Syab.g_02622	Syal.g_00943
OG0000434	Syab.g_02623	Syal.g_00944
OG0000435	Syab.g_02625	Syal.g_00946
OG0000436	Syab.g_02632	Syal.g_00953
OG0000437	Syab.g_02633	Syal.g_00954
OG0000438	Syab.g_02634	Syal.g_00955
OG0000439	Syab.g_02636	Syal.g_00957
OG0000440	Syab.g_02637	Syal.g_00958
OG0000441	Syab.g_02641	Syal.g_00962
OG0000442	Syab.g_02642	Syal.g_00964
OG0000443	Syab.g_02668	Syal.g_00966
OG0000444	Syab.g_02681	Syal.g_00978
OG0000445	Syab.g_02682	Syal.g_00979
OG0000446	Syab.g_02684	Syal.g_00981
OG0000447	Syab.g_02687	Syal.g_00989
OG0000448	Syab.g_02688	Syal.g_00990
OG0000449	Syab.g_02689	Syal.g_00991
OG0000450	Syab.g_02695	Syal.g_00997
OG0000451	Syab.g_02696	Syal.g_00998
OG0000452	Syab.g_02701	Syal.g_01002
OG0000453	Syab.g_02702	Syal.g_01003
OG0000454	Syab.g_02703	Syal.g_01004
OG0000455	Syab.g_02704	Syal.g_01005
OG0000456	Syab.g_02705	Syal.g_01006
OG0000457	Syab.g_02707	Syal.g_01008
OG0000458	Syab.g_02708	Syal.g_01009
OG0000459	Syab.g_02709	Syal.g_01010
OG0000460	Syab.g_02372	Syal.g_00686
OG0000461	Syab.g_00356	Syal.g_01199
OG0000462	Syab.g_00352	Syal.g_01202
OG0000463	Syab.g_00351	Syal.g_01203
OG0000464	Syab.g_00350	Syal.g_01204
OG0000465	Syab.g_00349	Syal.g_01205
OG0000466	Syab.g_00343	Syal.g_01210
OG0000467	Syab.g_00341	Syal.g_01212
OG0000468	Syab.g_00336	Syal.g_01225
OG0000469	Syab.g_00318	Syal.g_01240
OG0000470	Syab.g_00316	Syal.g_01242
OG0000471	Syab.g_00315	Syal.g_01243
OG0000472	Syab.g_00313	Syal.g_01245
OG0000473	Syab.g_00311	Syal.g_01247
OG0000474	Syab.g_00310	Syal.g_01248
OG0000475	Syab.g_00309	Syal.g_01249
OG0000476	Syab.g_00307	Syal.g_01251
OG0000477	Syab.g_00301	Syal.g_01257
OG0000478	Syab.g_00300	Syal.g_01258
OG0000479	Syab.g_00299	Syal.g_01259
OG0000480	Syab.g_00292	Syal.g_01266
OG0000481	Syab.g_00290	Syal.g_01268
OG0000482	Syab.g_00289	Syal.g_01269
OG0000483	Syab.g_00285	Syal.g_01273
OG0000484	Syab.g_00284	Syal.g_01274
OG0000485	Syab.g_00283	Syal.g_01275
OG0000486	Syab.g_00282	Syal.g_01276
OG0000487	Syab.g_00276	Syal.g_01282
OG0000488	Syab.g_00272	Syal.g_01286
OG0000489	Syab.g_00256	Syal.g_01298
OG0000490	Syab.g_00247	Syal.g_01307
OG0000491	Syab.g_00245	Syal.g_01308
OG0000492	Syab.g_00243	Syal.g_01310
OG0000493	Syab.g_00242	Syal.g_01311
OG0000494	Syab.g_00241	Syal.g_01312
OG0000495	Syab.g_00240	Syal.g_01313
OG0000496	Syab.g_00239	Syal.g_01314
OG0000497	Syab.g_00238	Syal.g_01315
OG0000498	Syab.g_00237	Syal.g_01316
OG0000499	Syab.g_00236	Syal.g_01317
OG0000500	Syab.g_00235	Syal.g_01318
OG0000501	Syab.g_00232	Syal.g_01321
OG0000502	Syab.g_00224	Syal.g_01328
OG0000503	Syab.g_00523	Syal.g_00347
OG0000504	Syab.g_00525	Syal.g_00349
OG0000505	Syab.g_00526	Syal.g_00350
OG0000506	Syab.g_00528	Syal.g_00352
OG0000507	Syab.g_00533	Syal.g_00358
OG0000508	Syab.g_00537	Syal.g_00362
OG0000509	Syab.g_00539	Syal.g_00364
OG0000510	Syab.g_00540	Syal.g_00365
OG0000511	Syab.g_00541	Syal.g_00366
OG0000512	Syab.g_00543	Syal.g_00368
OG0000513	Syab.g_00555	Syal.g_00551
OG0000514	Syab.g_00566	Syal.g_00539
OG0000515	Syab.g_00567	Syal.g_00538
OG0000516	Syab.g_00575	Syal.g_00534
OG0000517	Syab.g_00582	Syal.g_00526
OG0000518	Syab.g_00594	Syal.g_00514
OG0000519	Syab.g_00610	Syal.g_00513
OG0000520	Syab.g_00611	Syal.g_00512
OG0000521	Syab.g_00624	Syal.g_00502
OG0000522	Syab.g_00626	Syal.g_00500
OG0000523	Syab.g_00627	Syal.g_00499
OG0000524	Syab.g_00640	Syal.g_00491
OG0000525	Syab.g_00671	Syal.g_00473
OG0000526	Syab.g_00689	Syal.g_00471
OG0000527	Syab.g_00695	Syal.g_00465
OG0000528	Syab.g_02092	Syal.g_02893
OG0000529	Syab.g_02097	Syal.g_02898
OG0000530	Syab.g_02100	Syal.g_02901
OG0000531	Syab.g_02101	Syal.g_02902
OG0000532	Syab.g_02104	Syal.g_02905
OG0000533	Syab.g_02106	Syal.g_02907
OG0000534	Syab.g_02107	Syal.g_02908
OG0000535	Syab.g_02108	Syal.g_02909
OG0000536	Syab.g_02109	Syal.g_02910
OG0000537	Syab.g_02110	Syal.g_02911
OG0000538	Syab.g_02122	Syal.g_02923
OG0000539	Syab.g_02123	Syal.g_02924
OG0000540	Syab.g_02124	Syal.g_02925
OG0000541	Syab.g_02125	Syal.g_02926
OG0000542	Syab.g_02128	Syal.g_02929
OG0000543	Syab.g_02130	Syal.g_02931
OG0000544	Syab.g_02131	Syal.g_02932
OG0000545	Syab.g_02133	Syal.g_02934
OG0000546	Syab.g_02135	Syal.g_02936
OG0000547	Syab.g_02137	Syal.g_02938
OG0000548	Syab.g_02138	Syal.g_02939
OG0000549	Syab.g_02144	Syal.g_02945
OG0000550	Syab.g_02149	Syal.g_02949
OG0000551	Syab.g_02153	Syal.g_02953
OG0000552	Syab.g_02154	Syal.g_02954
OG0000553	Syab.g_02046	Syal.g_02843
