Orthogroup	Syab	Praq
OG0000143	Syab.g_01870	Praq.g_00963
OG0000144	Syab.g_01757	Praq.g_00781
OG0000145	Syab.g_02120	Praq.g_00637
OG0000146	Syab.g_01393	Praq.g_00639
OG0000147	Syab.g_01394	Praq.g_00640
OG0000148	Syab.g_01682, Syab.g_01683	Praq.g_01414
OG0000149	Syab.g_01720	Praq.g_01444
OG0000150	Syab.g_01930	Praq.g_01452
OG0000151	Syab.g_01612	Praq.g_01500
OG0000152	Syab.g_01383	Praq.g_01548
OG0000153	Syab.g_01343	Praq.g_01567
OG0000154	Syab.g_01317	Praq.g_01593
OG0000155	Syab.g_01009	Praq.g_01353
OG0000156	Syab.g_00933	Praq.g_00122
OG0000157	Syab.g_00932	Praq.g_00123
OG0000158	Syab.g_00161	Praq.g_00258
OG0000160	Syab.g_00774	Praq.g_00295
OG0000161	Syab.g_00766	Praq.g_00301
OG0000162	Syab.g_00755	Praq.g_00307
OG0000163	Syab.g_02173	Praq.g_00341
OG0000164	Syab.g_02307	Praq.g_00473
OG0000165	Syab.g_02316	Praq.g_00466
OG0000166	Syab.g_00407	Praq.g_00915
OG0000167	Syab.g_00205	Praq.g_00737
OG0000168	Syab.g_00136	Praq.g_00747
OG0000169	Syab.g_00125	Praq.g_00757
OG0000170	Syab.g_00118	Praq.g_00759
OG0000171	Syab.g_00089	Praq.g_00681
OG0000172	Syab.g_00080	Praq.g_00689
OG0000173	Syab.g_00061	Praq.g_00704
OG0000174	Syab.g_02819	Praq.g_00396
OG0000175	Syab.g_02876	Praq.g_00406
OG0000176	Syab.g_00004	Praq.g_00430
OG0000177	Syab.g_00005	Praq.g_00431
OG0000178	Syab.g_00006	Praq.g_00432
OG0000179	Syab.g_00022	Praq.g_01219
OG0000180	Syab.g_00023	Praq.g_01220
OG0000181	Syab.g_00024	Praq.g_01221
OG0000182	Syab.g_00025	Praq.g_01222
OG0000183	Syab.g_00029	Praq.g_01226
OG0000184	Syab.g_02738	Praq.g_01262
OG0000185	Syab.g_02715	Praq.g_01265
OG0000186	Syab.g_02430	Praq.g_01939
OG0000187	Syab.g_02431	Praq.g_01938
OG0000188	Syab.g_02454	Praq.g_01921
OG0000189	Syab.g_02487	Praq.g_01907
OG0000190	Syab.g_00190, Syab.g_00139	Praq.g_01906
OG0000191	Syab.g_02522	Praq.g_01886
OG0000192	Syab.g_02528	Praq.g_01882
OG0000193	Syab.g_02565	Praq.g_01856
OG0000194	Syab.g_02568	Praq.g_01853
OG0000195	Syab.g_02570	Praq.g_01851
OG0000196	Syab.g_02581	Praq.g_01841
OG0000197	Syab.g_02582	Praq.g_01840
OG0000198	Syab.g_02583	Praq.g_01839
OG0000199	Syab.g_02591	Praq.g_01832
OG0000200	Syab.g_02611	Praq.g_01818
OG0000201	Syab.g_02628	Praq.g_01810
OG0000202	Syab.g_02629	Praq.g_01809
OG0000203	Syab.g_02630	Praq.g_01808
OG0000204	Syab.g_02631	Praq.g_01807
OG0000205	Syab.g_02638	Praq.g_01800
OG0000206	Syab.g_02674	Praq.g_01795
OG0000207	Syab.g_02677	Praq.g_01793
OG0000208	Syab.g_02678	Praq.g_01792
OG0000209	Syab.g_02698	Praq.g_01783
OG0000210	Syab.g_02699	Praq.g_01782
OG0000211	Syab.g_02374	Praq.g_01769
OG0000212	Syab.g_02365	Praq.g_01762
OG0000213	Syab.g_00332	Praq.g_01746
OG0000214	Syab.g_00312	Praq.g_01736
OG0000215	Syab.g_00281	Praq.g_01710
OG0000216	Syab.g_00277	Praq.g_01708
OG0000217	Syab.g_00273	Praq.g_01705
OG0000218	Syab.g_00271	Praq.g_01703
OG0000219	Syab.g_00270	Praq.g_01702
OG0000220	Syab.g_00269	Praq.g_01701
OG0000221	Syab.g_00257	Praq.g_01700
OG0000222	Syab.g_00244	Praq.g_01692
OG0000223	Syab.g_00226	Praq.g_01679
OG0000224	Syab.g_00223	Praq.g_01677
OG0000225	Syab.g_00538	Praq.g_01199
OG0000226	Syab.g_00542	Praq.g_01195
OG0000227	Syab.g_00544	Praq.g_01193
OG0000228	Syab.g_00550	Praq.g_01189
OG0000229	Syab.g_00583	Praq.g_01121
OG0000230	Syab.g_00585	Praq.g_01119
OG0000231	Syab.g_00613	Praq.g_01108
OG0000232	Syab.g_00631	Praq.g_00507
OG0000233	Syab.g_00645	Praq.g_00513
OG0000234	Syab.g_00699	Praq.g_00527
OG0000235	Syab.g_02095	Praq.g_00530
OG0000236	Syab.g_02111	Praq.g_00544
OG0000237	Syab.g_02129	Praq.g_01096
OG0000238	Syab.g_02134	Praq.g_01090
OG0000239	Syab.g_02151	Praq.g_01077
OG0000240	Syab.g_02152	Praq.g_01076
OG0000241	Syab.g_01884	Praq.g_01072
OG0000242	Syab.g_02043	Praq.g_01070
OG0000243	Syab.g_02025	Praq.g_01059
OG0000244	Syab.g_02017	Praq.g_01056
OG0000245	Syab.g_02015	Praq.g_01054
OG0000246	Syab.g_02011	Praq.g_01050
OG0000247	Syab.g_01999	Praq.g_01040
OG0000248	Syab.g_01996	Praq.g_01038
OG0000249	Syab.g_01994	Praq.g_01036
OG0000250	Syab.g_01988	Praq.g_01031
OG0000251	Syab.g_01961	Praq.g_01012
OG0000252	Syab.g_01958	Praq.g_01008
OG0000253	Syab.g_01956	Praq.g_01007
OG0000254	Syab.g_01925	Praq.g_00991
OG0000255	Syab.g_01912	Praq.g_00985
OG0000256	Syab.g_01890	Praq.g_00975
OG0000257	Syab.g_01885	Praq.g_00972
OG0000258	Syab.g_01861	Praq.g_00959
OG0000259	Syab.g_01538	Praq.g_00789
OG0000260	Syab.g_01544	Praq.g_00792
OG0000261	Syab.g_01556	Praq.g_00794
OG0000262	Syab.g_01561	Praq.g_00798
OG0000263	Syab.g_01035	Praq.g_00810
OG0000264	Syab.g_01173	Praq.g_00820
OG0000265	Syab.g_01773	Praq.g_00583
OG0000266	Syab.g_01667	Praq.g_00593
OG0000267	Syab.g_01433	Praq.g_00604
OG0000268	Syab.g_01432	Praq.g_00605
OG0000269	Syab.g_01650	Praq.g_00665
OG0000270	Syab.g_01657	Praq.g_00668
OG0000271	Syab.g_01279	Praq.g_00676
OG0000272	Syab.g_01280	Praq.g_00677
OG0000273	Syab.g_01699	Praq.g_01428
OG0000274	Syab.g_01700	Praq.g_01429
OG0000275	Syab.g_01704	Praq.g_01431
OG0000276	Syab.g_01712	Praq.g_01436
OG0000277	Syab.g_01713	Praq.g_01437
OG0000278	Syab.g_01716	Praq.g_01440
OG0000279	Syab.g_01724	Praq.g_01447
OG0000280	Syab.g_01736	Praq.g_01448
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Praq.g_01454
OG0000282	Syab.g_01631	Praq.g_01492
OG0000283	Syab.g_01418	Praq.g_01525
OG0000284	Syab.g_01413	Praq.g_01530
OG0000285	Syab.g_01402	Praq.g_01535
OG0000286	Syab.g_01384	Praq.g_01547
OG0000287	Syab.g_01350	Praq.g_01564
OG0000288	Syab.g_01318	Praq.g_01592
OG0000289	Syab.g_01303	Praq.g_01603
OG0000290	Syab.g_01213	Praq.g_01616
OG0000291	Syab.g_01211	Praq.g_01618
OG0000292	Syab.g_02907	Praq.g_01667
OG0000293	Syab.g_00946	Praq.g_01324
OG0000294	Syab.g_00947	Praq.g_01325
OG0000295	Syab.g_01001	Praq.g_01345
OG0000296	Syab.g_01003	Praq.g_01347
OG0000297	Syab.g_01016	Praq.g_01355
OG0000298	Syab.g_01017	Praq.g_01356
OG0000299	Syab.g_01047	Praq.g_01373
OG0000300	Syab.g_01054	Praq.g_01376
OG0000301	Syab.g_01055	Praq.g_01377
OG0000302	Syab.g_01056	Praq.g_01379
OG0000303	Syab.g_01149	Praq.g_01386
OG0000304	Syab.g_01143	Praq.g_01390
OG0000305	Syab.g_01208	Praq.g_00167
OG0000306	Syab.g_01819	Praq.g_00170
OG0000307	Syab.g_02078	Praq.g_00186
OG0000308	Syab.g_02076	Praq.g_00187
OG0000309	Syab.g_02071	Praq.g_00191
OG0000310	Syab.g_00817	Praq.g_00279
OG0000311	Syab.g_00811	Praq.g_00281
OG0000312	Syab.g_00793	Praq.g_00284
OG0000313	Syab.g_00769	Praq.g_00298
OG0000314	Syab.g_00736	Praq.g_00321
OG0000315	Syab.g_00726	Praq.g_00331
OG0000316	Syab.g_02189	Praq.g_00351
OG0000317	Syab.g_02251	Praq.g_01954, Praq.g_00499
OG0000318	Syab.g_02257	Praq.g_00496
OG0000319	Syab.g_02291	Praq.g_00483
OG0000320	Syab.g_02293	Praq.g_00481
OG0000321	Syab.g_02294	Praq.g_00480
OG0000322	Syab.g_02295	Praq.g_00479
OG0000323	Syab.g_02310	Praq.g_00470
OG0000324	Syab.g_02341	Praq.g_00444
OG0000325	Syab.g_00368	Praq.g_00950
OG0000326	Syab.g_00375	Praq.g_00944
OG0000327	Syab.g_00402	Praq.g_00920
OG0000328	Syab.g_00403	Praq.g_00919
OG0000329	Syab.g_00420	Praq.g_00902
OG0000330	Syab.g_00421	Praq.g_00901
OG0000331	Syab.g_00422	Praq.g_00900
OG0000332	Syab.g_00437	Praq.g_00886
OG0000333	Syab.g_00440	Praq.g_00884
OG0000334	Syab.g_00450	Praq.g_00876
OG0000335	Syab.g_00455	Praq.g_00872
OG0000336	Syab.g_00459	Praq.g_00868
OG0000337	Syab.g_00210	Praq.g_00735
OG0000338	Syab.g_00207	Praq.g_00736
OG0000339	Syab.g_00201	Praq.g_00740
OG0000340	Syab.g_00135	Praq.g_00748
OG0000341	Syab.g_00157, Syab.g_00133	Praq.g_00750
OG0000342	Syab.g_00132	Praq.g_00751
OG0000343	Syab.g_00131	Praq.g_00752
OG0000344	Syab.g_00127, Syab.g_02424	Praq.g_00755
OG0000345	Syab.g_00117	Praq.g_00760
OG0000346	Syab.g_00112	Praq.g_00764
OG0000347	Syab.g_00087	Praq.g_00683
OG0000348	Syab.g_00076	Praq.g_00692
OG0000349	Syab.g_00054	Praq.g_00709
OG0000350	Syab.g_00382	Praq.g_00392
OG0000351	Syab.g_02879	Praq.g_00409
OG0000352	Syab.g_02880	Praq.g_00410
OG0000353	Syab.g_02913	Praq.g_00425
OG0000355	Syab.g_00001	Praq.g_00427
OG0000356	Syab.g_00002	Praq.g_00428
OG0000357	Syab.g_00003	Praq.g_00429
OG0000358	Syab.g_00007	Praq.g_00433
OG0000359	Syab.g_00009	Praq.g_00434
OG0000360	Syab.g_00010	Praq.g_00435
OG0000361	Syab.g_00011	Praq.g_00436
OG0000362	Syab.g_00013	Praq.g_00438
OG0000363	Syab.g_00015	Praq.g_01217
OG0000364	Syab.g_00016	Praq.g_01218
OG0000365	Syab.g_00026	Praq.g_01223
OG0000366	Syab.g_00027	Praq.g_01224
OG0000367	Syab.g_00028	Praq.g_01225
OG0000368	Syab.g_00030	Praq.g_01227
OG0000369	Syab.g_00031	Praq.g_01228
OG0000370	Syab.g_00032	Praq.g_01229
OG0000371	Syab.g_00711, Syab.g_00039	Praq.g_01235
OG0000372	Syab.g_00045	Praq.g_01239
OG0000373	Syab.g_00046	Praq.g_01240
OG0000374	Syab.g_00047	Praq.g_01241
OG0000375	Syab.g_00050	Praq.g_01255
OG0000376	Syab.g_00052	Praq.g_01257
OG0000377	Syab.g_02748	Praq.g_01261
OG0000378	Syab.g_02717	Praq.g_01263
OG0000379	Syab.g_02714	Praq.g_01266
OG0000380	Syab.g_02432	Praq.g_01937
OG0000381	Syab.g_02435	Praq.g_01933
OG0000382	Syab.g_02453	Praq.g_01922
OG0000383	Syab.g_02459	Praq.g_01920
OG0000384	Syab.g_02460	Praq.g_01919
OG0000385	Syab.g_02461	Praq.g_01918
OG0000386	Syab.g_02462	Praq.g_01917
OG0000387	Syab.g_02491	Praq.g_01904
OG0000388	Syab.g_02495	Praq.g_01901
OG0000389	Syab.g_02499	Praq.g_01897
OG0000390	Syab.g_02516	Praq.g_01890
OG0000391	Syab.g_02521	Praq.g_01887
OG0000392	Syab.g_02527	Praq.g_01883
OG0000393	Syab.g_02530	Praq.g_01881
OG0000394	Syab.g_02531	Praq.g_01880
OG0000395	Syab.g_02532	Praq.g_01879
OG0000396	Syab.g_02535	Praq.g_01876
OG0000397	Syab.g_02537	Praq.g_01874
OG0000398	Syab.g_02542	Praq.g_01872
OG0000399	Syab.g_02543	Praq.g_01871
OG0000400	Syab.g_02544	Praq.g_01870
OG0000401	Syab.g_02545	Praq.g_01869
OG0000402	Syab.g_02547	Praq.g_01867
OG0000403	Syab.g_02548	Praq.g_01866
OG0000404	Syab.g_02550	Praq.g_01865
OG0000405	Syab.g_02562	Praq.g_01861
OG0000406	Syab.g_02566	Praq.g_01855
OG0000407	Syab.g_02567	Praq.g_01854
OG0000408	Syab.g_02569	Praq.g_01852
OG0000409	Syab.g_02571	Praq.g_01850
OG0000410	Syab.g_02572	Praq.g_01849
OG0000411	Syab.g_02573	Praq.g_01848
OG0000412	Syab.g_02574	Praq.g_01847
OG0000413	Syab.g_02576	Praq.g_01846
OG0000414	Syab.g_02577	Praq.g_00554, Praq.g_01845
OG0000415	Syab.g_02578	Praq.g_01844
OG0000416	Syab.g_02579	Praq.g_01843
OG0000417	Syab.g_02580	Praq.g_01842
OG0000418	Syab.g_02585	Praq.g_01837
OG0000419	Syab.g_02587	Praq.g_01835
OG0000420	Syab.g_02589	Praq.g_01834
OG0000421	Syab.g_02595	Praq.g_01829
OG0000422	Syab.g_02596	Praq.g_01828
OG0000423	Syab.g_02597	Praq.g_01827
OG0000424	Syab.g_02598	Praq.g_01826
OG0000425	Syab.g_02599	Praq.g_01825
OG0000426	Syab.g_02600	Praq.g_01824
OG0000427	Syab.g_02601	Praq.g_01823
OG0000428	Syab.g_02604	Praq.g_01821
OG0000429	Syab.g_02608	Praq.g_01820
OG0000430	Syab.g_02610	Praq.g_01819
OG0000431	Syab.g_02613	Praq.g_01817
OG0000432	Syab.g_02619	Praq.g_01814
OG0000433	Syab.g_02622	Praq.g_01813
OG0000434	Syab.g_02623	Praq.g_01812
OG0000435	Syab.g_02625	Praq.g_01811
OG0000436	Syab.g_02632	Praq.g_01806
OG0000437	Syab.g_02633	Praq.g_01805
OG0000438	Syab.g_02634	Praq.g_01804
OG0000439	Syab.g_02636	Praq.g_01802
OG0000440	Syab.g_02637	Praq.g_01801
OG0000441	Syab.g_02641	Praq.g_01798
OG0000442	Syab.g_02642	Praq.g_01797
OG0000443	Syab.g_02668	Praq.g_01796
OG0000444	Syab.g_02681	Praq.g_01791
OG0000445	Syab.g_02682	Praq.g_01790
OG0000446	Syab.g_02684	Praq.g_01789
OG0000447	Syab.g_02687	Praq.g_01788
OG0000448	Syab.g_02688	Praq.g_01787
OG0000449	Syab.g_02689	Praq.g_01786
OG0000450	Syab.g_02695	Praq.g_01785
OG0000451	Syab.g_02696	Praq.g_01784
OG0000452	Syab.g_02701	Praq.g_01781
OG0000453	Syab.g_02702	Praq.g_01780
OG0000454	Syab.g_02703	Praq.g_01779
OG0000455	Syab.g_02704	Praq.g_01778
OG0000456	Syab.g_02705	Praq.g_01777
OG0000457	Syab.g_02707	Praq.g_01776
OG0000458	Syab.g_02708	Praq.g_01775
OG0000459	Syab.g_02709	Praq.g_01774
OG0000460	Syab.g_02372	Praq.g_01767
OG0000461	Syab.g_00356	Praq.g_01760
OG0000462	Syab.g_00352	Praq.g_01758
OG0000463	Syab.g_00351	Praq.g_01757
OG0000464	Syab.g_00350	Praq.g_01756
OG0000465	Syab.g_00349	Praq.g_01755
OG0000466	Syab.g_00343	Praq.g_01752
OG0000467	Syab.g_00341	Praq.g_01751
OG0000468	Syab.g_00336	Praq.g_01750
OG0000469	Syab.g_00318	Praq.g_01741
OG0000470	Syab.g_00316	Praq.g_01739
OG0000471	Syab.g_00315	Praq.g_01738
OG0000472	Syab.g_00313	Praq.g_01737
OG0000473	Syab.g_00311	Praq.g_01735
OG0000474	Syab.g_00310	Praq.g_01734
OG0000475	Syab.g_00309	Praq.g_01733
OG0000476	Syab.g_00307	Praq.g_01732
OG0000477	Syab.g_00301	Praq.g_01728
OG0000478	Syab.g_00300	Praq.g_01727
OG0000479	Syab.g_00299	Praq.g_01726
OG0000480	Syab.g_00292	Praq.g_01721
OG0000481	Syab.g_00290	Praq.g_01718
OG0000482	Syab.g_00289	Praq.g_01717
OG0000483	Syab.g_00285	Praq.g_01714
OG0000484	Syab.g_00284	Praq.g_01713
OG0000485	Syab.g_00283	Praq.g_01712
OG0000486	Syab.g_00282	Praq.g_01711
OG0000487	Syab.g_00276	Praq.g_01707
OG0000488	Syab.g_00272	Praq.g_01704
OG0000489	Syab.g_00256	Praq.g_01699
OG0000490	Syab.g_00247	Praq.g_01694
OG0000491	Syab.g_00245	Praq.g_01693
OG0000492	Syab.g_00243	Praq.g_01691
OG0000493	Syab.g_00242	Praq.g_01690
OG0000494	Syab.g_00241	Praq.g_01689
OG0000495	Syab.g_00240	Praq.g_01688
OG0000496	Syab.g_00239	Praq.g_01687
OG0000497	Syab.g_00238	Praq.g_01686
OG0000498	Syab.g_00237	Praq.g_01685
OG0000499	Syab.g_00236	Praq.g_01684
OG0000500	Syab.g_00235	Praq.g_01683
OG0000501	Syab.g_00232	Praq.g_01681
OG0000502	Syab.g_00224	Praq.g_01678
OG0000503	Syab.g_00523	Praq.g_01211
OG0000504	Syab.g_00525	Praq.g_01210
OG0000505	Syab.g_00526	Praq.g_01209
OG0000506	Syab.g_00528	Praq.g_01207
OG0000507	Syab.g_00533	Praq.g_01204
OG0000508	Syab.g_00537	Praq.g_01200
OG0000509	Syab.g_00539	Praq.g_01198
OG0000510	Syab.g_00540	Praq.g_01197
OG0000511	Syab.g_00541	Praq.g_01196
OG0000512	Syab.g_00543	Praq.g_01194
OG0000513	Syab.g_00555	Praq.g_01186
OG0000514	Syab.g_00566	Praq.g_01126
OG0000515	Syab.g_00567	Praq.g_01125
OG0000516	Syab.g_00575	Praq.g_01124
OG0000517	Syab.g_00582	Praq.g_01122
OG0000518	Syab.g_00594	Praq.g_01111
OG0000519	Syab.g_00610	Praq.g_01110
OG0000520	Syab.g_00611	Praq.g_01109
OG0000521	Syab.g_00624	Praq.g_00502
OG0000522	Syab.g_00626	Praq.g_00504
OG0000523	Syab.g_00627	Praq.g_00505
OG0000524	Syab.g_00640	Praq.g_00511
OG0000525	Syab.g_00671	Praq.g_00514
OG0000526	Syab.g_00689	Praq.g_00515
OG0000527	Syab.g_00695	Praq.g_00524
OG0000528	Syab.g_02092	Praq.g_00529
OG0000529	Syab.g_02097	Praq.g_00532
OG0000530	Syab.g_02100	Praq.g_00535
OG0000531	Syab.g_02101	Praq.g_00536
OG0000532	Syab.g_02104	Praq.g_00538
OG0000533	Syab.g_02106	Praq.g_00539
OG0000534	Syab.g_02107	Praq.g_00540
OG0000535	Syab.g_02108	Praq.g_00541
OG0000536	Syab.g_02109	Praq.g_00542
OG0000537	Syab.g_02110	Praq.g_00543
OG0000538	Syab.g_02122	Praq.g_01102
OG0000539	Syab.g_02123	Praq.g_01101
OG0000540	Syab.g_02124	Praq.g_01100
OG0000541	Syab.g_02125	Praq.g_01099
OG0000542	Syab.g_02128	Praq.g_01097
OG0000543	Syab.g_02130	Praq.g_01095
OG0000544	Syab.g_02131	Praq.g_01094
OG0000545	Syab.g_02133	Praq.g_01092
OG0000546	Syab.g_02135	Praq.g_01089
OG0000547	Syab.g_02137	Praq.g_01087
OG0000548	Syab.g_02138	Praq.g_01086
OG0000549	Syab.g_02144	Praq.g_01084
OG0000550	Syab.g_02149	Praq.g_01079
OG0000551	Syab.g_02153	Praq.g_01075
OG0000552	Syab.g_02154	Praq.g_01074
OG0000553	Syab.g_02046	Praq.g_01073
OG0000554	Syab.g_02040	Praq.g_01068
OG0000555	Syab.g_02026	Praq.g_01060
OG0000556	Syab.g_02022	Praq.g_01058
OG0000557	Syab.g_02019	Praq.g_01057
OG0000558	Syab.g_02016	Praq.g_01055
OG0000559	Syab.g_02012	Praq.g_01051
OG0000560	Syab.g_02009	Praq.g_01048
OG0000561	Syab.g_02008	Praq.g_01047
OG0000562	Syab.g_02007	Praq.g_01046
OG0000563	Syab.g_02006	Praq.g_01045
OG0000564	Syab.g_02005	Praq.g_01044
OG0000565	Syab.g_02001	Praq.g_01041
OG0000566	Syab.g_01997	Praq.g_01039
OG0000567	Syab.g_01993	Praq.g_01035
OG0000568	Syab.g_01991	Praq.g_01034
OG0000569	Syab.g_01990	Praq.g_01033
OG0000570	Syab.g_01989	Praq.g_01032
OG0000571	Syab.g_01986	Praq.g_01030
OG0000572	Syab.g_01969	Praq.g_01017
OG0000573	Syab.g_01960	Praq.g_01010
OG0000574	Syab.g_01959	Praq.g_01009
OG0000575	Syab.g_01954	Praq.g_01005
OG0000576	Syab.g_01952	Praq.g_01003
OG0000577	Syab.g_01951	Praq.g_01002
OG0000578	Syab.g_01950	Praq.g_01001
OG0000579	Syab.g_01949	Praq.g_01000
OG0000580	Syab.g_01948	Praq.g_00999
