Orthogroup	Prbk	Syak
OG0000107	Prbk.g_01902	Syak.g_01392
OG0000108	Prbk.g_02061	Syak.g_02574
OG0000109	Prbk.g_02077	Syak.g_02590
OG0000110	Prbk.g_01110	Syak.g_02698
OG0000111	Prbk.g_01766	Syak.g_00725
OG0000112	Prbk.g_02332	Syak.g_00512
OG0000113	Prbk.g_02493	Syak.g_00461
OG0000114	Prbk.g_02396	Syak.g_00373, Syak.g_00065
OG0000115	Prbk.g_01234	Syak.g_01066
OG0000116	Prbk.g_01034	Syak.g_00911
OG0000117	Prbk.g_01496	Syak.g_00846
OG0000118	Prbk.g_01169	Syak.g_00954
OG0000119	Prbk.g_01746, Prbk.g_01786	Syak.g_00917
OG0000120	Prbk.g_00477	Syak.g_01526
OG0000121	Prbk.g_00267, Prbk.g_00261	Syak.g_01044
OG0000122	Prbk.g_02664	Syak.g_00081
OG0000123	Prbk.g_00805	Syak.g_01299
OG0000124	Prbk.g_01539	Syak.g_01692
OG0000125	Prbk.g_02168	Syak.g_01934
OG0000126	Prbk.g_02272	Syak.g_01801
OG0000128	Prbk.g_02290	Syak.g_01782
OG0000129	Prbk.g_02156	Syak.g_01947
OG0000130	Prbk.g_01320	Syak.g_02255
OG0000131	Prbk.g_00751	Syak.g_02128
OG0000132	Prbk.g_00771	Syak.g_02108
OG0000133	Prbk.g_00472	Syak.g_00507
OG0000134	Prbk.g_00361	Syak.g_01212
OG0000135	Prbk.g_02209	Syak.g_01897
OG0000136	Prbk.g_00323	Syak.g_01186
OG0000137	Prbk.g_02113	Syak.g_01118
OG0000138	Prbk.g_02078	Syak.g_02591
OG0000139	Prbk.g_01086	Syak.g_02646
OG0000140	Prbk.g_01092	Syak.g_02650
OG0000141	Prbk.g_01154	Syak.g_02746
OG0000142	Prbk.g_02631	Syak.g_00035
OG0000143	Prbk.g_02635	Syak.g_00039
OG0000144	Prbk.g_00739	Syak.g_00260
OG0000145	Prbk.g_01863	Syak.g_02598
OG0000146	Prbk.g_02333	Syak.g_00514
OG0000147	Prbk.g_02334	Syak.g_00515
OG0000148	Prbk.g_02487	Syak.g_00455
OG0000149	Prbk.g_02544	Syak.g_00596
OG0000150	Prbk.g_02567	Syak.g_02747
OG0000151	Prbk.g_02417	Syak.g_00387
OG0000152	Prbk.g_02324	Syak.g_00503
OG0000153	Prbk.g_02297	Syak.g_00470
OG0000154	Prbk.g_00584	Syak.g_00645
OG0000155	Prbk.g_00099	Syak.g_00855
OG0000156	Prbk.g_00164	Syak.g_00919
OG0000157	Prbk.g_00163	Syak.g_00920
OG0000158	Prbk.g_00526	Syak.g_01624
OG0000160	Prbk.g_00260	Syak.g_01043
OG0000161	Prbk.g_00274	Syak.g_01050
OG0000162	Prbk.g_00280	Syak.g_01058
OG0000163	Prbk.g_02002	Syak.g_02478
OG0000164	Prbk.g_01432	Syak.g_02384
OG0000165	Prbk.g_01423	Syak.g_02374
OG0000166	Prbk.g_00982	Syak.g_01345
OG0000167	Prbk.g_00512	Syak.g_01561
OG0000168	Prbk.g_00527	Syak.g_01625
OG0000169	Prbk.g_00220	Syak.g_01637
OG0000170	Prbk.g_00232	Syak.g_01644
OG0000171	Prbk.g_01538	Syak.g_01691
OG0000172	Prbk.g_01573	Syak.g_01713
OG0000173	Prbk.g_01594	Syak.g_01733
OG0000174	Prbk.g_02211	Syak.g_01895
OG0000175	Prbk.g_02249	Syak.g_01827
OG0000176	Prbk.g_02282	Syak.g_01790
OG0000177	Prbk.g_02283	Syak.g_01789
OG0000178	Prbk.g_02284	Syak.g_01788
OG0000179	Prbk.g_01633	Syak.g_01773
OG0000180	Prbk.g_01632	Syak.g_01772
OG0000181	Prbk.g_01631	Syak.g_01771
OG0000182	Prbk.g_01630	Syak.g_01770
OG0000183	Prbk.g_01626	Syak.g_01766
OG0000184	Prbk.g_02148	Syak.g_01955
OG0000186	Prbk.g_01326	Syak.g_02258
OG0000187	Prbk.g_01324	Syak.g_02257
OG0000188	Prbk.g_01303	Syak.g_02235
OG0000189	Prbk.g_00024	Syak.g_02203
OG0000190	Prbk.g_00022	Syak.g_01575
OG0000191	Prbk.g_00197	Syak.g_02171
OG0000192	Prbk.g_00206	Syak.g_02165
OG0000193	Prbk.g_00752	Syak.g_02127
OG0000194	Prbk.g_00755	Syak.g_02124
OG0000195	Prbk.g_00757	Syak.g_02122
OG0000196	Prbk.g_00768	Syak.g_02111
OG0000197	Prbk.g_00769	Syak.g_02110
OG0000198	Prbk.g_00770	Syak.g_02109
OG0000199	Prbk.g_00777	Syak.g_02100
OG0000200	Prbk.g_01280	Syak.g_02083
OG0000201	Prbk.g_01261	Syak.g_02068
OG0000202	Prbk.g_01260	Syak.g_02067
OG0000203	Prbk.g_01259	Syak.g_02066
OG0000204	Prbk.g_01258	Syak.g_02065
OG0000205	Prbk.g_01251	Syak.g_02058
OG0000206	Prbk.g_00632	Syak.g_02038
OG0000207	Prbk.g_00686	Syak.g_02025
OG0000208	Prbk.g_00685	Syak.g_02024
OG0000209	Prbk.g_00658	Syak.g_01995
OG0000210	Prbk.g_00657	Syak.g_01994
OG0000211	Prbk.g_01368	Syak.g_02300
OG0000212	Prbk.g_01514	Syak.g_02311
OG0000213	Prbk.g_00374	Syak.g_01425
OG0000214	Prbk.g_00401	Syak.g_01442
OG0000215	Prbk.g_00431	Syak.g_01474
OG0000216	Prbk.g_00434	Syak.g_01478
OG0000217	Prbk.g_00438	Syak.g_01482
OG0000218	Prbk.g_00442	Syak.g_01484
OG0000219	Prbk.g_00443	Syak.g_01485
OG0000220	Prbk.g_00444	Syak.g_01486
OG0000221	Prbk.g_00449	Syak.g_01498
OG0000222	Prbk.g_00458	Syak.g_01512
OG0000223	Prbk.g_00481	Syak.g_01531
OG0000224	Prbk.g_00492	Syak.g_01532
OG0000225	Prbk.g_00889	Syak.g_01230
OG0000226	Prbk.g_00893	Syak.g_01226
OG0000227	Prbk.g_00895	Syak.g_01224
OG0000228	Prbk.g_00365	Syak.g_01216
OG0000229	Prbk.g_00328	Syak.g_01191
OG0000230	Prbk.g_00326	Syak.g_01189
OG0000231	Prbk.g_00311	Syak.g_01176
OG0000232	Prbk.g_00295	Syak.g_01156
OG0000233	Prbk.g_02092	Syak.g_01145
OG0000234	Prbk.g_02114	Syak.g_01116
OG0000235	Prbk.g_02060	Syak.g_02573
OG0000236	Prbk.g_02076	Syak.g_02589
OG0000237	Prbk.g_01047	Syak.g_02607
OG0000238	Prbk.g_01051	Syak.g_02612
OG0000239	Prbk.g_01067	Syak.g_02628
OG0000240	Prbk.g_01068	Syak.g_02629
OG0000241	Prbk.g_01965	Syak.g_00027
OG0000242	Prbk.g_01078	Syak.g_02638
OG0000243	Prbk.g_02684	Syak.g_02658
OG0000244	Prbk.g_01897	Syak.g_02665
OG0000245	Prbk.g_01894	Syak.g_02667
OG0000246	Prbk.g_01890	Syak.g_02671
OG0000247	Prbk.g_01879	Syak.g_02681
OG0000248	Prbk.g_01876	Syak.g_02684
OG0000249	Prbk.g_01874	Syak.g_02686
OG0000250	Prbk.g_01106	Syak.g_02694
OG0000251	Prbk.g_01130	Syak.g_02722
OG0000252	Prbk.g_01133	Syak.g_02725
OG0000253	Prbk.g_01139	Syak.g_02727
OG0000254	Prbk.g_01158	Syak.g_02752
OG0000255	Prbk.g_02604	Syak.g_02772
OG0000256	Prbk.g_02618	Syak.g_00020
OG0000257	Prbk.g_02624	Syak.g_00026
OG0000258	Prbk.g_02647	Syak.g_00044
OG0000259	Prbk.g_00720	Syak.g_00334
OG0000260	Prbk.g_00717	Syak.g_00338
OG0000261	Prbk.g_00714	Syak.g_00348
OG0000262	Prbk.g_00709	Syak.g_00353
OG0000263	Prbk.g_00672	Syak.g_00828
OG0000264	Prbk.g_01815	Syak.g_00698
OG0000265	Prbk.g_00619	Syak.g_00211
OG0000266	Prbk.g_00608	Syak.g_00778
OG0000267	Prbk.g_02371	Syak.g_00555
OG0000268	Prbk.g_02370	Syak.g_00554
OG0000269	Prbk.g_02463	Syak.g_00429
OG0000270	Prbk.g_02466	Syak.g_00432
OG0000271	Prbk.g_02474	Syak.g_00440
OG0000272	Prbk.g_02475	Syak.g_00441
OG0000274	Prbk.g_02527	Syak.g_00615
OG0000275	Prbk.g_02530	Syak.g_00611
OG0000276	Prbk.g_02536	Syak.g_00604
OG0000277	Prbk.g_02537	Syak.g_00603
OG0000278	Prbk.g_02540	Syak.g_00600
OG0000279	Prbk.g_02548	Syak.g_00592
OG0000280	Prbk.g_02554	Syak.g_00582
OG0000281	Prbk.g_02568	Syak.g_00339
OG0000282	Prbk.g_02398	Syak.g_00375
OG0000283	Prbk.g_02359	Syak.g_00541
OG0000284	Prbk.g_02353	Syak.g_00536
OG0000285	Prbk.g_01698	Syak.g_00523
OG0000286	Prbk.g_02325	Syak.g_00504
OG0000287	Prbk.g_01728	Syak.g_00477
OG0000288	Prbk.g_00583	Syak.g_00644
OG0000289	Prbk.g_00596	Syak.g_00659
OG0000290	Prbk.g_00059	Syak.g_00738
OG0000291	Prbk.g_00057	Syak.g_00734, Syak.g_00737
OG0000292	Prbk.g_02271	Syak.g_01802
OG0000293	Prbk.g_01032	Syak.g_00910
OG0000294	Prbk.g_01031	Syak.g_00909
OG0000295	Prbk.g_00106	Syak.g_00863
OG0000296	Prbk.g_00104	Syak.g_00861
OG0000297	Prbk.g_01498	Syak.g_00848
OG0000298	Prbk.g_01497	Syak.g_00847
OG0000299	Prbk.g_01508	Syak.g_00820
OG0000300	Prbk.g_00186	Syak.g_00813
OG0000301	Prbk.g_00185	Syak.g_00812
OG0000302	Prbk.g_00182	Syak.g_00811
OG0000303	Prbk.g_00097	Syak.g_00674
OG0000304	Prbk.g_00121	Syak.g_00680
OG0000305	Prbk.g_00055	Syak.g_00732
OG0000306	Prbk.g_02578	Syak.g_00094
OG0000307	Prbk.g_02044	Syak.g_02556
OG0000308	Prbk.g_02042	Syak.g_02554
OG0000309	Prbk.g_02038	Syak.g_02549
OG0000310	Prbk.g_01937	Syak.g_00994
OG0000311	Prbk.g_00243	Syak.g_00999
OG0000312	Prbk.g_00247	Syak.g_01028
OG0000313	Prbk.g_00271	Syak.g_01046
OG0000314	Prbk.g_01222	Syak.g_01079
OG0000315	Prbk.g_01212	Syak.g_01090
OG0000316	Prbk.g_01991	Syak.g_02462
OG0000317	Prbk.g_00913	Syak.g_02419
OG0000318	Prbk.g_00906	Syak.g_02415
OG0000319	Prbk.g_01443	Syak.g_02399
OG0000320	Prbk.g_01441	Syak.g_02397
OG0000321	Prbk.g_01440	Syak.g_02396
OG0000322	Prbk.g_01439	Syak.g_02395
OG0000323	Prbk.g_01428	Syak.g_02380
OG0000324	Prbk.g_01399	Syak.g_02347
OG0000325	Prbk.g_01904	Syak.g_01391
OG0000326	Prbk.g_01912	Syak.g_01384
OG0000327	Prbk.g_00987	Syak.g_01350
OG0000328	Prbk.g_00986	Syak.g_01349
OG0000329	Prbk.g_00969	Syak.g_01331
OG0000330	Prbk.g_00968	Syak.g_01330
OG0000331	Prbk.g_00967	Syak.g_01329
OG0000332	Prbk.g_00952	Syak.g_01314
OG0000333	Prbk.g_00950	Syak.g_01311
OG0000334	Prbk.g_00801	Syak.g_01302
OG0000335	Prbk.g_00806	Syak.g_01298
OG0000336	Prbk.g_00810	Syak.g_01294
OG0000337	Prbk.g_00506	Syak.g_01555
OG0000338	Prbk.g_00510	Syak.g_01558
OG0000339	Prbk.g_00516	Syak.g_01566
OG0000340	Prbk.g_00528	Syak.g_01626
OG0000341	Prbk.g_00530	Syak.g_01628
OG0000342	Prbk.g_00531	Syak.g_01629
OG0000343	Prbk.g_00215	Syak.g_01631
OG0000344	Prbk.g_00218	Syak.g_01635
OG0000345	Prbk.g_00233	Syak.g_01645
OG0000346	Prbk.g_00238	Syak.g_01651
OG0000347	Prbk.g_01540	Syak.g_01694
OG0000348	Prbk.g_01578	Syak.g_01717
OG0000349	Prbk.g_01602	Syak.g_01740
OG0000350	Prbk.g_02204	Syak.g_01377
OG0000351	Prbk.g_02252	Syak.g_01823
OG0000352	Prbk.g_02253	Syak.g_01822
OG0000353	Prbk.g_02277	Syak.g_01796
OG0000354	Prbk.g_01057	Syak.g_02618
OG0000354	Prbk.g_01635	Syak.g_01775
OG0000355	Prbk.g_02279	Syak.g_01793
OG0000356	Prbk.g_02280	Syak.g_01792
OG0000357	Prbk.g_02281	Syak.g_01791
OG0000358	Prbk.g_02285	Syak.g_01787
OG0000359	Prbk.g_02287	Syak.g_01785
OG0000360	Prbk.g_02288	Syak.g_01784
OG0000361	Prbk.g_02289	Syak.g_01783
OG0000362	Prbk.g_02291	Syak.g_01781
OG0000363	Prbk.g_01639	Syak.g_01779
OG0000364	Prbk.g_01638	Syak.g_01778
OG0000365	Prbk.g_01629	Syak.g_01769
OG0000366	Prbk.g_01628	Syak.g_01768
OG0000367	Prbk.g_01627	Syak.g_01767
OG0000368	Prbk.g_01625	Syak.g_01765
OG0000369	Prbk.g_01624	Syak.g_01764
OG0000370	Prbk.g_01623	Syak.g_01763
OG0000371	Prbk.g_01614	Syak.g_01753
OG0000372	Prbk.g_01609	Syak.g_01748
OG0000373	Prbk.g_01608	Syak.g_01747
OG0000374	Prbk.g_01607	Syak.g_01746
OG0000375	Prbk.g_01606	Syak.g_01744
OG0000376	Prbk.g_01604	Syak.g_01742
OG0000377	Prbk.g_02155	Syak.g_01948
OG0000378	Prbk.g_02141	Syak.g_01968
OG0000379	Prbk.g_02125	Syak.g_01972
OG0000380	Prbk.g_01323	Syak.g_02256
OG0000381	Prbk.g_01319	Syak.g_02254
OG0000382	Prbk.g_01304	Syak.g_02236
OG0000383	Prbk.g_01302	Syak.g_02229
OG0000384	Prbk.g_01301	Syak.g_02228
OG0000385	Prbk.g_01300	Syak.g_02227
OG0000386	Prbk.g_01299	Syak.g_02226
OG0000387	Prbk.g_00020	Syak.g_02200
OG0000388	Prbk.g_00016	Syak.g_02196
OG0000389	Prbk.g_00012	Syak.g_02193, Syak.g_02345
OG0000390	Prbk.g_00191	Syak.g_02177
OG0000391	Prbk.g_00196	Syak.g_02172
OG0000392	Prbk.g_00202	Syak.g_02166
OG0000393	Prbk.g_00207	Syak.g_02163
OG0000394	Prbk.g_00208	Syak.g_02162
OG0000395	Prbk.g_00209	Syak.g_02161
OG0000396	Prbk.g_00542	Syak.g_02158
OG0000397	Prbk.g_00544	Syak.g_02156
OG0000398	Prbk.g_00549	Syak.g_02151
OG0000399	Prbk.g_00550	Syak.g_02150
OG0000400	Prbk.g_00551	Syak.g_02149
OG0000401	Prbk.g_00552	Syak.g_02148
OG0000402	Prbk.g_00554	Syak.g_02146
OG0000403	Prbk.g_00555	Syak.g_02145
OG0000404	Prbk.g_00557	Syak.g_02143
OG0000405	Prbk.g_00749	Syak.g_02131
OG0000406	Prbk.g_00753	Syak.g_02126
OG0000407	Prbk.g_00754	Syak.g_02125
OG0000408	Prbk.g_00756	Syak.g_02123
OG0000409	Prbk.g_00758	Syak.g_02121
OG0000410	Prbk.g_00759	Syak.g_02120
OG0000411	Prbk.g_00760	Syak.g_02119
OG0000412	Prbk.g_00761	Syak.g_02118
OG0000413	Prbk.g_00763	Syak.g_02116
OG0000415	Prbk.g_00765	Syak.g_02114
OG0000416	Prbk.g_00766	Syak.g_02113
OG0000417	Prbk.g_00767	Syak.g_02112
OG0000418	Prbk.g_00772	Syak.g_02107
OG0000419	Prbk.g_00774	Syak.g_02105
OG0000420	Prbk.g_00775	Syak.g_02103
OG0000421	Prbk.g_00779	Syak.g_02097
OG0000422	Prbk.g_00780	Syak.g_02096
OG0000423	Prbk.g_00781	Syak.g_02095
OG0000424	Prbk.g_00782	Syak.g_02094
OG0000425	Prbk.g_00783	Syak.g_02093
OG0000426	Prbk.g_00784	Syak.g_02092
OG0000427	Prbk.g_00785	Syak.g_02091
OG0000428	Prbk.g_02425	Syak.g_02088
OG0000429	Prbk.g_01283	Syak.g_02086
OG0000430	Prbk.g_01281	Syak.g_02084
OG0000431	Prbk.g_01277	Syak.g_02081
OG0000432	Prbk.g_01270	Syak.g_02075
OG0000433	Prbk.g_01267	Syak.g_02073
OG0000434	Prbk.g_01266	Syak.g_02072
OG0000435	Prbk.g_01263	Syak.g_02071
OG0000436	Prbk.g_01257	Syak.g_02064
OG0000437	Prbk.g_01256	Syak.g_02063
OG0000438	Prbk.g_01255	Syak.g_02062
OG0000439	Prbk.g_01253	Syak.g_02060
OG0000440	Prbk.g_01252	Syak.g_02059
OG0000441	Prbk.g_01245	Syak.g_02053
OG0000442	Prbk.g_01244	Syak.g_02043
OG0000443	Prbk.g_00631	Syak.g_02041
OG0000444	Prbk.g_00683	Syak.g_02022
OG0000445	Prbk.g_00682	Syak.g_02015
OG0000446	Prbk.g_00680	Syak.g_02013
OG0000447	Prbk.g_00670	Syak.g_02006
OG0000448	Prbk.g_00669	Syak.g_02005
OG0000449	Prbk.g_00668	Syak.g_02004
OG0000450	Prbk.g_00662	Syak.g_01998
OG0000451	Prbk.g_00661	Syak.g_01997
OG0000452	Prbk.g_00656	Syak.g_01993
OG0000453	Prbk.g_00655	Syak.g_01992
OG0000454	Prbk.g_00654	Syak.g_01991
OG0000455	Prbk.g_00653	Syak.g_01990
OG0000456	Prbk.g_00652	Syak.g_01989
OG0000457	Prbk.g_00650	Syak.g_01987
OG0000458	Prbk.g_00649	Syak.g_01986
OG0000459	Prbk.g_00648	Syak.g_01985
OG0000460	Prbk.g_01369	Syak.g_02303
OG0000461	Prbk.g_01900	Syak.g_01402
OG0000462	Prbk.g_01012	Syak.g_01405
OG0000463	Prbk.g_01011	Syak.g_01406
OG0000464	Prbk.g_01010	Syak.g_01407
OG0000465	Prbk.g_01008	Syak.g_01409
OG0000466	Prbk.g_01003	Syak.g_01414
OG0000467	Prbk.g_01001	Syak.g_01416
OG0000468	Prbk.g_00371	Syak.g_01421
OG0000469	Prbk.g_00384	Syak.g_01436
OG0000470	Prbk.g_00397	Syak.g_01438
OG0000471	Prbk.g_00398	Syak.g_01439
OG0000472	Prbk.g_00400	Syak.g_01441
OG0000473	Prbk.g_00402	Syak.g_01443
OG0000474	Prbk.g_00403	Syak.g_01444
OG0000475	Prbk.g_00404	Syak.g_01445
OG0000476	Prbk.g_00406	Syak.g_01447
OG0000477	Prbk.g_00411	Syak.g_01453
OG0000478	Prbk.g_00412	Syak.g_01454
OG0000479	Prbk.g_00413	Syak.g_01455
OG0000480	Prbk.g_00420	Syak.g_01462
OG0000481	Prbk.g_00422	Syak.g_01464
OG0000482	Prbk.g_00423	Syak.g_01465
OG0000483	Prbk.g_00427	Syak.g_01469
OG0000484	Prbk.g_00428	Syak.g_01470
OG0000485	Prbk.g_00429	Syak.g_01472
OG0000486	Prbk.g_00430	Syak.g_01473
OG0000487	Prbk.g_00435	Syak.g_01479
OG0000488	Prbk.g_00439	Syak.g_01483
OG0000489	Prbk.g_00450	Syak.g_01499
OG0000490	Prbk.g_00456	Syak.g_01507
OG0000491	Prbk.g_00457	Syak.g_01511
OG0000492	Prbk.g_00460	Syak.g_01513
OG0000493	Prbk.g_00461	Syak.g_01514
OG0000494	Prbk.g_00462	Syak.g_01515
OG0000495	Prbk.g_00463	Syak.g_01516
OG0000496	Prbk.g_00464	Syak.g_01517
OG0000497	Prbk.g_00465	Syak.g_01518
OG0000498	Prbk.g_00466	Syak.g_01519
OG0000499	Prbk.g_00467	Syak.g_01520
OG0000500	Prbk.g_00468	Syak.g_01521
OG0000501	Prbk.g_00471	Syak.g_01524
OG0000502	Prbk.g_00483	Syak.g_01538
OG0000503	Prbk.g_00871	Syak.g_01246
OG0000504	Prbk.g_00873	Syak.g_01244
OG0000505	Prbk.g_00874	Syak.g_01243
OG0000506	Prbk.g_00876	Syak.g_01241
OG0000507	Prbk.g_00881	Syak.g_01235
OG0000508	Prbk.g_00888	Syak.g_01231
OG0000509	Prbk.g_00890	Syak.g_01229
OG0000510	Prbk.g_00891	Syak.g_01228
OG0000511	Prbk.g_00892	Syak.g_01227
OG0000512	Prbk.g_00894	Syak.g_01225
OG0000513	Prbk.g_00360	Syak.g_01211
OG0000514	Prbk.g_00352	Syak.g_01204
OG0000515	Prbk.g_00351	Syak.g_01203
OG0000516	Prbk.g_00339	Syak.g_01199
OG0000517	Prbk.g_00329	Syak.g_01192
OG0000518	Prbk.g_00317	Syak.g_01180
OG0000519	Prbk.g_00316	Syak.g_01179
OG0000520	Prbk.g_00315	Syak.g_01178
OG0000521	Prbk.g_00301	Syak.g_01167
OG0000522	Prbk.g_00299	Syak.g_01163
OG0000523	Prbk.g_00298	Syak.g_01162
OG0000524	Prbk.g_02088	Syak.g_01149
OG0000525	Prbk.g_02105	Syak.g_01130
OG0000526	Prbk.g_02107	Syak.g_01127
OG0000527	Prbk.g_02111	Syak.g_01120
OG0000528	Prbk.g_02056	Syak.g_02570
OG0000529	Prbk.g_02062	Syak.g_02575
OG0000530	Prbk.g_02065	Syak.g_02578
OG0000531	Prbk.g_02066	Syak.g_02579
OG0000532	Prbk.g_02069	Syak.g_02582
OG0000533	Prbk.g_02071	Syak.g_02584
OG0000534	Prbk.g_02072	Syak.g_02585
OG0000535	Prbk.g_02073	Syak.g_02586
OG0000536	Prbk.g_02074	Syak.g_02587
OG0000537	Prbk.g_02075	Syak.g_02588
OG0000538	Prbk.g_01865	Syak.g_02600
OG0000539	Prbk.g_01041	Syak.g_02601
OG0000540	Prbk.g_01042	Syak.g_02602
OG0000541	Prbk.g_01043	Syak.g_02603
OG0000542	Prbk.g_01046	Syak.g_02606
OG0000543	Prbk.g_01048	Syak.g_02608
OG0000544	Prbk.g_01049	Syak.g_02609
OG0000545	Prbk.g_01050	Syak.g_02611
OG0000546	Prbk.g_01052	Syak.g_02613
OG0000547	Prbk.g_01054	Syak.g_02615
OG0000548	Prbk.g_01055	Syak.g_02616
OG0000549	Prbk.g_01061	Syak.g_02622
OG0000550	Prbk.g_01066	Syak.g_02626
OG0000551	Prbk.g_01070	Syak.g_02631
OG0000552	Prbk.g_01071	Syak.g_02632
OG0000553	Prbk.g_01076	Syak.g_02636
OG0000554	Prbk.g_01081	Syak.g_02641
OG0000555	Prbk.g_01099	Syak.g_02657
OG0000556	Prbk.g_02686	Syak.g_02661
OG0000557	Prbk.g_01898	Syak.g_02663
OG0000558	Prbk.g_01895	Syak.g_02666
OG0000559	Prbk.g_01891	Syak.g_02670
OG0000560	Prbk.g_01888	Syak.g_02672
OG0000561	Prbk.g_01887	Syak.g_02673
OG0000562	Prbk.g_01886	Syak.g_02674
OG0000563	Prbk.g_01885	Syak.g_02675
OG0000564	Prbk.g_01884	Syak.g_02676
