Orthogroup	Prbk	Prav
OG0000351	Prbk.g_02252	Prav.g_00768
OG0000352	Prbk.g_02253	Prav.g_00769
OG0000353	Prbk.g_02277	Prav.g_00785
OG0000354	Prbk.g_01635	Prav.g_01352
OG0000355	Prbk.g_02279	Prav.g_00787
OG0000356	Prbk.g_02280	Prav.g_00788
OG0000357	Prbk.g_02281	Prav.g_00789
OG0000358	Prbk.g_02285	Prav.g_00793
OG0000359	Prbk.g_02287	Prav.g_00794
OG0000360	Prbk.g_02288	Prav.g_00795
OG0000361	Prbk.g_02289	Prav.g_00078
OG0000362	Prbk.g_02291	Prav.g_00080
OG0000363	Prbk.g_01639	Prav.g_00082
OG0000364	Prbk.g_01638	Prav.g_00083
OG0000365	Prbk.g_01629	Prav.g_00088
OG0000366	Prbk.g_01628	Prav.g_00089
OG0000367	Prbk.g_01627	Prav.g_00090
OG0000368	Prbk.g_01625	Prav.g_00092
OG0000369	Prbk.g_01624	Prav.g_00093
OG0000370	Prbk.g_01623	Prav.g_00094
OG0000371	Prbk.g_01614	Prav.g_00100
OG0000372	Prbk.g_01609	Prav.g_00103
OG0000373	Prbk.g_01608	Prav.g_00104
OG0000374	Prbk.g_01607	Prav.g_00105
OG0000375	Prbk.g_01606	Prav.g_00111
OG0000376	Prbk.g_01604	Prav.g_00113
OG0000377	Prbk.g_02155	Prav.g_00116
OG0000378	Prbk.g_02141	Prav.g_00118
OG0000379	Prbk.g_02125	Prav.g_00121
OG0000380	Prbk.g_01323	Prav.g_00131
OG0000381	Prbk.g_01319	Prav.g_00135
OG0000382	Prbk.g_01304	Prav.g_00146
OG0000383	Prbk.g_01302	Prav.g_00148
OG0000384	Prbk.g_01301	Prav.g_00149
OG0000385	Prbk.g_01300	Prav.g_00150
OG0000386	Prbk.g_01299	Prav.g_00151
OG0000387	Prbk.g_00020	Prav.g_00164
OG0000388	Prbk.g_00016	Prav.g_00167
OG0000389	Prbk.g_00012	Prav.g_00171
OG0000390	Prbk.g_00191	Prav.g_00178
OG0000391	Prbk.g_00196	Prav.g_00181
OG0000392	Prbk.g_00202	Prav.g_00185
OG0000393	Prbk.g_00207	Prav.g_00187
OG0000394	Prbk.g_00208	Prav.g_00188
OG0000395	Prbk.g_00209	Prav.g_00189
OG0000396	Prbk.g_00542	Prav.g_00192
OG0000397	Prbk.g_00544	Prav.g_00194
OG0000398	Prbk.g_00549	Prav.g_00196
OG0000399	Prbk.g_00550	Prav.g_00197
OG0000400	Prbk.g_00551	Prav.g_00198
OG0000401	Prbk.g_00552	Prav.g_00199
OG0000402	Prbk.g_00554	Prav.g_00201
OG0000403	Prbk.g_00555	Prav.g_00202
OG0000404	Prbk.g_00557	Prav.g_00203
OG0000405	Prbk.g_00749	Prav.g_00207
OG0000406	Prbk.g_00753	Prav.g_00214
OG0000407	Prbk.g_00754	Prav.g_00215
OG0000409	Prbk.g_00758	Prav.g_00886
OG0000410	Prbk.g_00759	Prav.g_00885
OG0000411	Prbk.g_00760	Prav.g_00884
OG0000412	Prbk.g_00761	Prav.g_00883
OG0000413	Prbk.g_00763	Prav.g_00882
OG0000414	Prbk.g_00764	Prav.g_00881
OG0000415	Prbk.g_00765	Prav.g_00880
OG0000416	Prbk.g_00766	Prav.g_00879
OG0000417	Prbk.g_00767	Prav.g_00878
OG0000418	Prbk.g_00772	Prav.g_00873
OG0000419	Prbk.g_00774	Prav.g_00871
OG0000420	Prbk.g_00775	Prav.g_00870
OG0000421	Prbk.g_00779	Prav.g_00865
OG0000422	Prbk.g_00780	Prav.g_00864
OG0000423	Prbk.g_00781	Prav.g_00863
OG0000424	Prbk.g_00782	Prav.g_00862
OG0000425	Prbk.g_00783	Prav.g_00861
OG0000426	Prbk.g_00784	Prav.g_00860
OG0000427	Prbk.g_00785	Prav.g_00859
OG0000428	Prbk.g_02425	Prav.g_00857
OG0000429	Prbk.g_01283	Prav.g_00856
OG0000430	Prbk.g_01281	Prav.g_00855
OG0000431	Prbk.g_01277	Prav.g_00853
OG0000432	Prbk.g_01270	Prav.g_00850
OG0000433	Prbk.g_01267	Prav.g_00849
OG0000434	Prbk.g_01266	Prav.g_00848
OG0000435	Prbk.g_01263	Prav.g_00847
OG0000436	Prbk.g_01257	Prav.g_00842
OG0000437	Prbk.g_01256	Prav.g_00841
OG0000438	Prbk.g_01255	Prav.g_00840
OG0000439	Prbk.g_01253	Prav.g_00838
OG0000440	Prbk.g_01252	Prav.g_00837
OG0000441	Prbk.g_01245	Prav.g_00834
OG0000442	Prbk.g_01244	Prav.g_00833
OG0000443	Prbk.g_00631	Prav.g_00832
OG0000444	Prbk.g_00683	Prav.g_00827
OG0000445	Prbk.g_00682	Prav.g_00826
OG0000446	Prbk.g_00680	Prav.g_00825
OG0000447	Prbk.g_00670	Prav.g_00824
OG0000448	Prbk.g_00669	Prav.g_00823
OG0000449	Prbk.g_00668	Prav.g_00822
OG0000450	Prbk.g_00662	Prav.g_00821
OG0000451	Prbk.g_00661	Prav.g_00820
OG0000452	Prbk.g_00656	Prav.g_00817
OG0000453	Prbk.g_00655	Prav.g_00816
OG0000454	Prbk.g_00654	Prav.g_00815
OG0000455	Prbk.g_00653	Prav.g_00814
OG0000456	Prbk.g_00652	Prav.g_00813
OG0000457	Prbk.g_00650	Prav.g_00812
OG0000458	Prbk.g_00649	Prav.g_00811
OG0000459	Prbk.g_00648	Prav.g_00810
OG0000460	Prbk.g_01369	Prav.g_00803
OG0000461	Prbk.g_01900	Prav.g_01889
OG0000462	Prbk.g_01012	Prav.g_01891
OG0000463	Prbk.g_01011	Prav.g_01892
OG0000464	Prbk.g_01010	Prav.g_01893
OG0000465	Prbk.g_01008	Prav.g_01894
OG0000466	Prbk.g_01003	Prav.g_01897
OG0000467	Prbk.g_01001	Prav.g_01898
OG0000468	Prbk.g_00371	Prav.g_01900
OG0000469	Prbk.g_00384	Prav.g_01909
OG0000470	Prbk.g_00397	Prav.g_01911
OG0000471	Prbk.g_00398	Prav.g_01912
OG0000472	Prbk.g_00400	Prav.g_01913
OG0000473	Prbk.g_00402	Prav.g_01915
OG0000474	Prbk.g_00403	Prav.g_01916
OG0000475	Prbk.g_00404	Prav.g_01917
OG0000476	Prbk.g_00406	Prav.g_01918
OG0000477	Prbk.g_00411	Prav.g_01921
OG0000478	Prbk.g_00412	Prav.g_01922
OG0000479	Prbk.g_00413	Prav.g_01923
OG0000480	Prbk.g_00420	Prav.g_01928
OG0000481	Prbk.g_00422	Prav.g_01930
OG0000482	Prbk.g_00423	Prav.g_01931
OG0000483	Prbk.g_00427	Prav.g_01934
OG0000484	Prbk.g_00428	Prav.g_01935
OG0000485	Prbk.g_00429	Prav.g_01936
OG0000486	Prbk.g_00430	Prav.g_01937
OG0000487	Prbk.g_00435	Prav.g_01941
OG0000488	Prbk.g_00439	Prav.g_01944
OG0000489	Prbk.g_00450	Prav.g_01949
OG0000490	Prbk.g_00456	Prav.g_01954
OG0000491	Prbk.g_00457	Prav.g_01955
OG0000492	Prbk.g_00460	Prav.g_01957
OG0000493	Prbk.g_00461	Prav.g_01958
OG0000494	Prbk.g_00462	Prav.g_01959
OG0000495	Prbk.g_00463	Prav.g_01960
OG0000496	Prbk.g_00464	Prav.g_01961
OG0000497	Prbk.g_00465	Prav.g_01962
OG0000498	Prbk.g_00466	Prav.g_01963
OG0000499	Prbk.g_00467	Prav.g_01964
OG0000500	Prbk.g_00468	Prav.g_01965
OG0000501	Prbk.g_00471	Prav.g_01967
OG0000502	Prbk.g_00483	Prav.g_01970
OG0000503	Prbk.g_00871	Prav.g_01980
OG0000504	Prbk.g_00873	Prav.g_01981
OG0000505	Prbk.g_00874	Prav.g_01982
OG0000506	Prbk.g_00876	Prav.g_01984
OG0000507	Prbk.g_00881	Prav.g_01987
OG0000508	Prbk.g_00888	Prav.g_01991
OG0000509	Prbk.g_00890	Prav.g_01993
OG0000510	Prbk.g_00891	Prav.g_01994
OG0000511	Prbk.g_00892	Prav.g_01995
OG0000512	Prbk.g_00894	Prav.g_01997
OG0000513	Prbk.g_00360	Prav.g_00977
OG0000514	Prbk.g_00352	Prav.g_01030
OG0000515	Prbk.g_00351	Prav.g_01031
OG0000516	Prbk.g_00339	Prav.g_01032
OG0000517	Prbk.g_00329	Prav.g_01034
OG0000518	Prbk.g_00317	Prav.g_01045
OG0000519	Prbk.g_00316	Prav.g_01046
OG0000520	Prbk.g_00315	Prav.g_01047
OG0000521	Prbk.g_00301	Prav.g_01052
OG0000522	Prbk.g_00299	Prav.g_01053
OG0000523	Prbk.g_00298	Prav.g_01054
OG0000524	Prbk.g_02088	Prav.g_01059
OG0000525	Prbk.g_02105	Prav.g_01062
OG0000526	Prbk.g_02107	Prav.g_01063
OG0000527	Prbk.g_02111	Prav.g_01071
OG0000528	Prbk.g_02056	Prav.g_01076
OG0000529	Prbk.g_02062	Prav.g_01079
OG0000530	Prbk.g_02065	Prav.g_01082
OG0000531	Prbk.g_02066	Prav.g_01083
OG0000532	Prbk.g_02069	Prav.g_01085
OG0000533	Prbk.g_02071	Prav.g_01086
OG0000534	Prbk.g_02072	Prav.g_01087
OG0000535	Prbk.g_02073	Prav.g_01088
OG0000536	Prbk.g_02074	Prav.g_01089
OG0000537	Prbk.g_02075	Prav.g_01090
OG0000538	Prbk.g_01865	Prav.g_01098
OG0000539	Prbk.g_01041	Prav.g_01099
OG0000540	Prbk.g_01042	Prav.g_01100
OG0000541	Prbk.g_01043	Prav.g_01101
OG0000542	Prbk.g_01046	Prav.g_01103
OG0000543	Prbk.g_01048	Prav.g_01105
OG0000544	Prbk.g_01049	Prav.g_01106
OG0000545	Prbk.g_01050	Prav.g_01108
OG0000546	Prbk.g_01052	Prav.g_01111
OG0000547	Prbk.g_01054	Prav.g_01113
OG0000548	Prbk.g_01055	Prav.g_01114
OG0000549	Prbk.g_01061	Prav.g_01116
OG0000550	Prbk.g_01066	Prav.g_01121
OG0000551	Prbk.g_01070	Prav.g_01125
OG0000552	Prbk.g_01071	Prav.g_01126
OG0000553	Prbk.g_01076	Prav.g_01127
OG0000554	Prbk.g_01081	Prav.g_01132
OG0000555	Prbk.g_01099	Prav.g_01140
OG0000556	Prbk.g_02686	Prav.g_01142
OG0000557	Prbk.g_01898	Prav.g_01143
OG0000558	Prbk.g_01895	Prav.g_01145
OG0000559	Prbk.g_01891	Prav.g_01149
OG0000560	Prbk.g_01888	Prav.g_01152
OG0000561	Prbk.g_01887	Prav.g_01153
OG0000562	Prbk.g_01886	Prav.g_01154
OG0000563	Prbk.g_01885	Prav.g_01155
OG0000564	Prbk.g_01884	Prav.g_01156
