Orthogroup	Prbk	Syag
OG0000030	Prbk.g_01533	Syag.g_02374
OG0000031	Prbk.g_00534, Prbk.g_00539	Syag.g_02510
OG0000032	Prbk.g_01209	Syag.g_01366
OG0000032	Prbk.g_00480	Syag.g_02480
OG0000033	Prbk.g_00776	Syag.g_01978, Syag.g_02481
OG0000034	Prbk.g_01171	Syag.g_01225, Syag.g_01947
OG0000035	Prbk.g_00259	Syag.g_01421
OG0000036	Prbk.g_01948	Syag.g_01809, Syag.g_00928, Syag.g_01031, Syag.g_00063, Syag.g_01274
OG0000037	Prbk.g_00007	Syag.g_00173
OG0000038	Prbk.g_02164	Syag.g_02130
OG0000038	Prbk.g_02166	Syag.g_02132
OG0000039	Prbk.g_01385	Syag.g_01325
OG0000039	Prbk.g_00642	Syag.g_02155
OG0000041	Prbk.g_01406	Syag.g_00962
OG0000042	Prbk.g_01495, Prbk.g_00140	Syag.g_01094, Syag.g_02378
OG0000045	Prbk.g_01321	Syag.g_00225
OG0000046	Prbk.g_00854	Syag.g_02812, Syag.g_02819, Syag.g_02805
OG0000047	Prbk.g_01202, Prbk.g_02565	Syag.g_00768
OG0000048	Prbk.g_00405	Syag.g_02611
OG0000051	Prbk.g_02418	Syag.g_00214
OG0000052	Prbk.g_00499	Syag.g_02451
OG0000053	Prbk.g_01230	Syag.g_01391
OG0000054	Prbk.g_01153	Syag.g_00350
OG0000057	Prbk.g_01765	Syag.g_00985
OG0000058	Prbk.g_00479	Syag.g_02477
OG0000059	Prbk.g_00992	Syag.g_02721
OG0000060	Prbk.g_02058	Syag.g_01530
OG0000060	Prbk.g_01286	Syag.g_02045
OG0000061	Prbk.g_01019	Syag.g_01141
OG0000062	Prbk.g_00931	Syag.g_01669
OG0000063	Prbk.g_01613	Syag.g_02313
OG0000065	Prbk.g_00011	Syag.g_01885
OG0000066	Prbk.g_01094	Syag.g_01443
OG0000067	Prbk.g_02468	Syag.g_00667
OG0000068	Prbk.g_02052	Syag.g_01537
OG0000070	Prbk.g_00310	Syag.g_00049
OG0000071	Prbk.g_01183	Syag.g_01192
OG0000072	Prbk.g_00778	Syag.g_01980, Syag.g_02859
OG0000073	Prbk.g_01862	Syag.g_01505
OG0000075	Prbk.g_00514	Syag.g_02434
OG0000076	Prbk.g_00237	Syag.g_02393
OG0000077	Prbk.g_00307	Syag.g_01831
OG0000078	Prbk.g_01515	Syag.g_01778
OG0000079	Prbk.g_01000	Syag.g_02659
OG0000081	Prbk.g_00733	Syag.g_00167
OG0000082	Prbk.g_01122	Syag.g_00318
OG0000084	Prbk.g_00255	Syag.g_00212, Syag.g_01425
OG0000085	Prbk.g_00919	Syag.g_01676
OG0000086	Prbk.g_01295	Syag.g_01853
OG0000087	Prbk.g_00559	Syag.g_01939
OG0000088	Prbk.g_00773, Prbk.g_01836	Syag.g_01974
OG0000089	Prbk.g_00364	Syag.g_00005
OG0000090	Prbk.g_01080	Syag.g_01454
OG0000091	Prbk.g_02639	Syag.g_00418
OG0000093	Prbk.g_02444	Syag.g_00649
OG0000094	Prbk.g_02190	Syag.g_00881
OG0000095	Prbk.g_00056	Syag.g_00974
OG0000097	Prbk.g_00189	Syag.g_01065
OG0000098	Prbk.g_01199	Syag.g_00578, Syag.g_01445
OG0000099	Prbk.g_00476	Syag.g_02536
OG0000100	Prbk.g_01360, Prbk.g_02498	Syag.g_00704
OG0000101	Prbk.g_00944	Syag.g_02773
OG0000102	Prbk.g_01484	Syag.g_02387
OG0000103	Prbk.g_02260	Syag.g_02253
OG0000104	Prbk.g_02274	Syag.g_02268
OG0000105	Prbk.g_00409	Syag.g_02606
OG0000106	Prbk.g_00925	Syag.g_00462
OG0000107	Prbk.g_01902	Syag.g_02689
OG0000108	Prbk.g_02061	Syag.g_01528
OG0000109	Prbk.g_02077	Syag.g_01512
OG0000110	Prbk.g_01110	Syag.g_00303
OG0000111	Prbk.g_01766	Syag.g_00984
OG0000112	Prbk.g_02332	Syag.g_00801
OG0000113	Prbk.g_02493	Syag.g_00699
OG0000114	Prbk.g_02396	Syag.g_00609
OG0000115	Prbk.g_01234	Syag.g_01397
OG0000116	Prbk.g_01034	Syag.g_01156
OG0000117	Prbk.g_01496	Syag.g_01097
OG0000118	Prbk.g_01169	Syag.g_01232
OG0000120	Prbk.g_00477	Syag.g_02535
OG0000121	Prbk.g_00267, Prbk.g_00261	Syag.g_01414
OG0000122	Prbk.g_02664	Syag.g_00446
OG0000123	Prbk.g_00805	Syag.g_02781
OG0000124	Prbk.g_01539	Syag.g_02367
OG0000125	Prbk.g_02168	Syag.g_02136, Syag.g_02134
OG0000126	Prbk.g_02272	Syag.g_02266
OG0000128	Prbk.g_02290	Syag.g_02284
OG0000129	Prbk.g_02156	Syag.g_02121
OG0000130	Prbk.g_01320	Syag.g_01819
OG0000131	Prbk.g_00751	Syag.g_01951
OG0000132	Prbk.g_00771	Syag.g_01972
OG0000133	Prbk.g_00472	Syag.g_00806
OG0000134	Prbk.g_00361	Syag.g_00008
OG0000135	Prbk.g_02209	Syag.g_02171
OG0000136	Prbk.g_00323	Syag.g_00038
OG0000137	Prbk.g_02113	Syag.g_01356
OG0000138	Prbk.g_02078	Syag.g_01511
OG0000139	Prbk.g_01086	Syag.g_01448
OG0000140	Prbk.g_01092	Syag.g_01446
OG0000141	Prbk.g_01154	Syag.g_00351
OG0000142	Prbk.g_02631	Syag.g_00410
OG0000143	Prbk.g_02635	Syag.g_00414
OG0000144	Prbk.g_00739	Syag.g_00493
OG0000145	Prbk.g_01863	Syag.g_01504
OG0000146	Prbk.g_02333	Syag.g_00800
OG0000147	Prbk.g_02334	Syag.g_00799
OG0000148	Prbk.g_02487	Syag.g_00693
OG0000149	Prbk.g_02544	Syag.g_00731
OG0000150	Prbk.g_02567	Syag.g_00352
OG0000151	Prbk.g_02417	Syag.g_00623
OG0000152	Prbk.g_02324	Syag.g_00810
OG0000153	Prbk.g_02297	Syag.g_00845
OG0000154	Prbk.g_00584	Syag.g_00870
OG0000155	Prbk.g_00099	Syag.g_01107
OG0000156	Prbk.g_00164	Syag.g_01166
OG0000157	Prbk.g_00163	Syag.g_01167
OG0000158	Prbk.g_00526	Syag.g_02422
OG0000160	Prbk.g_00260	Syag.g_01415
OG0000161	Prbk.g_00274	Syag.g_01409
OG0000162	Prbk.g_00280	Syag.g_01402
OG0000163	Prbk.g_02002	Syag.g_00706, Syag.g_01618
OG0000164	Prbk.g_01432	Syag.g_01725
OG0000165	Prbk.g_01423	Syag.g_01733
OG0000166	Prbk.g_00982	Syag.g_02733
OG0000167	Prbk.g_00512	Syag.g_02437
OG0000168	Prbk.g_00527	Syag.g_02417
OG0000169	Prbk.g_00220	Syag.g_02405
OG0000170	Prbk.g_00232	Syag.g_02398
OG0000171	Prbk.g_01538	Syag.g_02368
OG0000172	Prbk.g_01573	Syag.g_02360
OG0000173	Prbk.g_01594	Syag.g_02337
OG0000174	Prbk.g_02211	Syag.g_02175
OG0000175	Prbk.g_02249	Syag.g_02240
OG0000176	Prbk.g_02282	Syag.g_02276
OG0000177	Prbk.g_02283	Syag.g_02277
OG0000178	Prbk.g_02284	Syag.g_02278
OG0000179	Prbk.g_01633	Syag.g_02293
OG0000180	Prbk.g_01632	Syag.g_02294
OG0000181	Prbk.g_01631	Syag.g_02295
OG0000182	Prbk.g_01630	Syag.g_02296
OG0000183	Prbk.g_01626	Syag.g_02300
OG0000184	Prbk.g_02148	Syag.g_02110
OG0000186	Prbk.g_01326	Syag.g_01815
OG0000187	Prbk.g_01324	Syag.g_01816
OG0000188	Prbk.g_01303	Syag.g_01839
OG0000189	Prbk.g_00024	Syag.g_01872
OG0000190	Prbk.g_00022	Syag.g_01874
OG0000191	Prbk.g_00197	Syag.g_01909
OG0000192	Prbk.g_00206	Syag.g_01915
OG0000193	Prbk.g_00752	Syag.g_01952
OG0000194	Prbk.g_00755	Syag.g_01955
OG0000195	Prbk.g_00757	Syag.g_01957
OG0000196	Prbk.g_00768	Syag.g_01968
OG0000197	Prbk.g_00769	Syag.g_01969
OG0000198	Prbk.g_00770	Syag.g_00108, Syag.g_01971
OG0000199	Prbk.g_00777	Syag.g_01979
OG0000200	Prbk.g_01280	Syag.g_01996
OG0000201	Prbk.g_01261	Syag.g_02019, Syag.g_02023
OG0000202	Prbk.g_01260	Syag.g_02024
OG0000203	Prbk.g_01259	Syag.g_02025
OG0000204	Prbk.g_01258	Syag.g_02020, Syag.g_02026
OG0000205	Prbk.g_01251	Syag.g_02035
OG0000206	Prbk.g_00632	Syag.g_02047
OG0000207	Prbk.g_00686	Syag.g_02051
OG0000208	Prbk.g_00685	Syag.g_02052
OG0000209	Prbk.g_00658	Syag.g_02069
OG0000210	Prbk.g_00657	Syag.g_02070
OG0000211	Prbk.g_01368	Syag.g_01788
OG0000212	Prbk.g_01514	Syag.g_01777
OG0000213	Prbk.g_00374	Syag.g_02632
OG0000214	Prbk.g_00401	Syag.g_02615
OG0000215	Prbk.g_00431	Syag.g_02584
OG0000216	Prbk.g_00434	Syag.g_02580
OG0000217	Prbk.g_00438	Syag.g_02576
OG0000218	Prbk.g_00442	Syag.g_02574
OG0000219	Prbk.g_00443	Syag.g_02573
OG0000220	Prbk.g_00444	Syag.g_02572
OG0000221	Prbk.g_00449	Syag.g_02566
OG0000222	Prbk.g_00458	Syag.g_02550
OG0000223	Prbk.g_00481	Syag.g_02475
OG0000224	Prbk.g_00492	Syag.g_02471
OG0000225	Prbk.g_00889	Syag.g_02861
OG0000226	Prbk.g_00893	Syag.g_02865
OG0000227	Prbk.g_00895	Syag.g_02867
OG0000228	Prbk.g_00365	Syag.g_00004
OG0000229	Prbk.g_00328	Syag.g_00033
OG0000230	Prbk.g_00326	Syag.g_00035
OG0000231	Prbk.g_00311	Syag.g_00048
OG0000232	Prbk.g_00295	Syag.g_00059
OG0000233	Prbk.g_02092	Syag.g_01330
OG0000234	Prbk.g_02114	Syag.g_01358
OG0000235	Prbk.g_02060	Syag.g_01529
OG0000236	Prbk.g_02076	Syag.g_01513
OG0000237	Prbk.g_01047	Syag.g_01495
OG0000238	Prbk.g_01051	Syag.g_01490
OG0000239	Prbk.g_01067	Syag.g_01472
OG0000240	Prbk.g_01068	Syag.g_01471
OG0000241	Prbk.g_01965	Syag.g_00396
OG0000242	Prbk.g_01078	Syag.g_01456
OG0000243	Prbk.g_02684	Syag.g_00255
OG0000244	Prbk.g_01897	Syag.g_00268
OG0000245	Prbk.g_01894	Syag.g_00270
OG0000246	Prbk.g_01890	Syag.g_00274
OG0000247	Prbk.g_01879	Syag.g_00286
OG0000248	Prbk.g_01876	Syag.g_00289
OG0000249	Prbk.g_01874	Syag.g_00291
OG0000250	Prbk.g_01106	Syag.g_00299
OG0000251	Prbk.g_01130	Syag.g_00328
OG0000252	Prbk.g_01133	Syag.g_00331
OG0000253	Prbk.g_01139	Syag.g_00333
OG0000254	Prbk.g_01158	Syag.g_00356
OG0000255	Prbk.g_02604	Syag.g_00369
OG0000256	Prbk.g_02618	Syag.g_00385
OG0000257	Prbk.g_02624	Syag.g_00395
OG0000258	Prbk.g_02647	Syag.g_00423
OG0000259	Prbk.g_00720	Syag.g_00560
OG0000260	Prbk.g_00717	Syag.g_00570
OG0000261	Prbk.g_00714	Syag.g_00581
OG0000262	Prbk.g_00709	Syag.g_00586
OG0000263	Prbk.g_00672	Syag.g_01079
OG0000264	Prbk.g_01815	Syag.g_01011
OG0000265	Prbk.g_00619	Syag.g_01021
OG0000266	Prbk.g_00608	Syag.g_00907
OG0000267	Prbk.g_02371	Syag.g_00762
OG0000268	Prbk.g_02370	Syag.g_00763
OG0000269	Prbk.g_02463	Syag.g_00662
OG0000270	Prbk.g_02466	Syag.g_00665
OG0000271	Prbk.g_02474	Syag.g_00673
OG0000274	Prbk.g_02527	Syag.g_00714
OG0000275	Prbk.g_02530	Syag.g_00717
OG0000276	Prbk.g_02536	Syag.g_00723
OG0000277	Prbk.g_02537	Syag.g_00724
OG0000278	Prbk.g_02540	Syag.g_00727
OG0000279	Prbk.g_02548	Syag.g_00735
OG0000280	Prbk.g_02554	Syag.g_00741
OG0000281	Prbk.g_02568	Syag.g_00572
OG0000282	Prbk.g_02398	Syag.g_00611
OG0000283	Prbk.g_02359	Syag.g_00775
OG0000284	Prbk.g_02353	Syag.g_00780
OG0000285	Prbk.g_01698	Syag.g_00791
OG0000286	Prbk.g_02325	Syag.g_00809
OG0000287	Prbk.g_01728	Syag.g_00838
OG0000288	Prbk.g_00583	Syag.g_00869
OG0000289	Prbk.g_00596	Syag.g_00884
OG0000290	Prbk.g_00059	Syag.g_00970
OG0000291	Prbk.g_00057	Syag.g_00972
OG0000292	Prbk.g_02271	Syag.g_02265
OG0000293	Prbk.g_01032	Syag.g_01155
OG0000294	Prbk.g_01031	Syag.g_01154
OG0000295	Prbk.g_00106	Syag.g_01115
OG0000296	Prbk.g_00104	Syag.g_01113
OG0000297	Prbk.g_01498	Syag.g_01099
OG0000298	Prbk.g_01497	Syag.g_01098
OG0000299	Prbk.g_01508	Syag.g_01067
OG0000300	Prbk.g_00186	Syag.g_01062
OG0000301	Prbk.g_00185	Syag.g_01061
OG0000302	Prbk.g_00182	Syag.g_01060
OG0000303	Prbk.g_00097	Syag.g_01048
OG0000304	Prbk.g_00121	Syag.g_01041
OG0000305	Prbk.g_00055	Syag.g_00977
OG0000306	Prbk.g_02578	Syag.g_00460
OG0000307	Prbk.g_02044	Syag.g_01546
OG0000308	Prbk.g_02042	Syag.g_01548
OG0000309	Prbk.g_02038	Syag.g_01553
OG0000310	Prbk.g_01937	Syag.g_01291
OG0000311	Prbk.g_00243	Syag.g_01300
OG0000312	Prbk.g_00247	Syag.g_01434
OG0000313	Prbk.g_00271	Syag.g_00966, Syag.g_01412
OG0000314	Prbk.g_01222	Syag.g_01380
OG0000315	Prbk.g_01212	Syag.g_01369
OG0000316	Prbk.g_01991	Syag.g_01641
OG0000317	Prbk.g_00913	Syag.g_01684
OG0000318	Prbk.g_00906	Syag.g_01688
OG0000319	Prbk.g_01443	Syag.g_01710
OG0000320	Prbk.g_01441	Syag.g_01712
OG0000321	Prbk.g_01440	Syag.g_01713
OG0000322	Prbk.g_01439	Syag.g_01714
OG0000323	Prbk.g_01428	Syag.g_01728
OG0000324	Prbk.g_01399	Syag.g_01757
OG0000325	Prbk.g_01904	Syag.g_02690
OG0000326	Prbk.g_01912	Syag.g_02698
OG0000327	Prbk.g_00987	Syag.g_02728
OG0000328	Prbk.g_00986	Syag.g_02729
OG0000329	Prbk.g_00969	Syag.g_02747
OG0000330	Prbk.g_00968	Syag.g_02748
OG0000331	Prbk.g_00967	Syag.g_02749
OG0000332	Prbk.g_00952	Syag.g_02764
OG0000333	Prbk.g_00950	Syag.g_02767
OG0000334	Prbk.g_00801	Syag.g_02777
OG0000335	Prbk.g_00806	Syag.g_02782
OG0000336	Prbk.g_00810	Syag.g_02786
OG0000337	Prbk.g_00506	Syag.g_02445
OG0000338	Prbk.g_00510	Syag.g_02440
OG0000340	Prbk.g_00528	Syag.g_02416
OG0000341	Prbk.g_00530	Syag.g_02414
OG0000342	Prbk.g_00531	Syag.g_02413
OG0000343	Prbk.g_00215	Syag.g_02411
OG0000344	Prbk.g_00218	Syag.g_02407
OG0000345	Prbk.g_00233	Syag.g_02397
OG0000346	Prbk.g_00238	Syag.g_02392
OG0000347	Prbk.g_01540	Syag.g_02366
OG0000348	Prbk.g_01578	Syag.g_02357
OG0000349	Prbk.g_01602	Syag.g_02330
OG0000350	Prbk.g_02204	Syag.g_02705
OG0000351	Prbk.g_02252	Syag.g_02244
OG0000352	Prbk.g_02253	Syag.g_02245
OG0000353	Prbk.g_02277	Syag.g_02271
OG0000354	Prbk.g_01057	Syag.g_01484
OG0000354	Prbk.g_01635	Syag.g_02291
OG0000355	Prbk.g_02279	Syag.g_02273
OG0000356	Prbk.g_02280	Syag.g_02274
OG0000357	Prbk.g_02281	Syag.g_02275
OG0000358	Prbk.g_02285	Syag.g_02279
OG0000359	Prbk.g_02287	Syag.g_02281
OG0000360	Prbk.g_02288	Syag.g_02282
OG0000361	Prbk.g_02289	Syag.g_02283
OG0000362	Prbk.g_02291	Syag.g_02285
OG0000363	Prbk.g_01639	Syag.g_02287
OG0000364	Prbk.g_01638	Syag.g_02288
OG0000365	Prbk.g_01629	Syag.g_02297
OG0000366	Prbk.g_01628	Syag.g_02298
OG0000367	Prbk.g_01627	Syag.g_02299
OG0000368	Prbk.g_01625	Syag.g_02301
OG0000369	Prbk.g_01624	Syag.g_02302
OG0000370	Prbk.g_01623	Syag.g_02303
OG0000371	Prbk.g_01614	Syag.g_02312
OG0000372	Prbk.g_01609	Syag.g_02317
OG0000373	Prbk.g_01608	Syag.g_02318
OG0000374	Prbk.g_01607	Syag.g_02319
OG0000375	Prbk.g_01606	Syag.g_02326
OG0000376	Prbk.g_01604	Syag.g_02328
OG0000377	Prbk.g_02155	Syag.g_02119
OG0000378	Prbk.g_02141	Syag.g_02099
OG0000379	Prbk.g_02125	Syag.g_02091
OG0000380	Prbk.g_01323	Syag.g_01817
OG0000381	Prbk.g_01319	Syag.g_01820
OG0000382	Prbk.g_01304	Syag.g_01838
OG0000383	Prbk.g_01302	Syag.g_01843
OG0000384	Prbk.g_01301	Syag.g_01844
OG0000385	Prbk.g_01300	Syag.g_01845
OG0000386	Prbk.g_01299	Syag.g_01846
OG0000387	Prbk.g_00020	Syag.g_01876
OG0000388	Prbk.g_00016	Syag.g_01880
OG0000389	Prbk.g_00012	Syag.g_01884
OG0000390	Prbk.g_00191	Syag.g_01903
OG0000391	Prbk.g_00196	Syag.g_01908
OG0000392	Prbk.g_00202	Syag.g_01914
OG0000393	Prbk.g_00207	Syag.g_01917
OG0000394	Prbk.g_00208	Syag.g_01918
OG0000395	Prbk.g_00209	Syag.g_01919
OG0000396	Prbk.g_00542	Syag.g_01922
OG0000397	Prbk.g_00544	Syag.g_01924
OG0000398	Prbk.g_00549	Syag.g_01929
OG0000399	Prbk.g_00550	Syag.g_01930
OG0000400	Prbk.g_00551	Syag.g_01931
OG0000401	Prbk.g_00552	Syag.g_01932
OG0000402	Prbk.g_00554	Syag.g_01934
OG0000403	Prbk.g_00555	Syag.g_01935
OG0000404	Prbk.g_00557	Syag.g_01937
OG0000405	Prbk.g_00749	Syag.g_01949
OG0000406	Prbk.g_00753	Syag.g_01953
OG0000407	Prbk.g_00754	Syag.g_01954
OG0000408	Prbk.g_00756	Syag.g_01956
OG0000409	Prbk.g_00758	Syag.g_01958
OG0000410	Prbk.g_00759	Syag.g_01959
OG0000411	Prbk.g_00760	Syag.g_01960
OG0000412	Prbk.g_00761	Syag.g_01961
OG0000413	Prbk.g_00763	Syag.g_01963
OG0000414	Prbk.g_00764	Syag.g_01964
OG0000415	Prbk.g_00765	Syag.g_01965
OG0000416	Prbk.g_00766	Syag.g_01966
OG0000417	Prbk.g_00767	Syag.g_01967
OG0000418	Prbk.g_00772	Syag.g_01973
OG0000419	Prbk.g_00774	Syag.g_01975
OG0000420	Prbk.g_00775	Syag.g_01977
OG0000421	Prbk.g_00779	Syag.g_01982
OG0000422	Prbk.g_00780	Syag.g_01983
OG0000423	Prbk.g_00781	Syag.g_01984
OG0000424	Prbk.g_00782	Syag.g_01985
OG0000425	Prbk.g_00783	Syag.g_01986
OG0000426	Prbk.g_00784	Syag.g_01987
OG0000427	Prbk.g_00785	Syag.g_01988
OG0000428	Prbk.g_02425	Syag.g_01991
OG0000429	Prbk.g_01283	Syag.g_01993
OG0000430	Prbk.g_01281	Syag.g_01995
OG0000431	Prbk.g_01277	Syag.g_01998
OG0000432	Prbk.g_01270	Syag.g_02007
OG0000433	Prbk.g_01267	Syag.g_02009
OG0000434	Prbk.g_01266	Syag.g_02010
OG0000435	Prbk.g_01263	Syag.g_02017
OG0000436	Prbk.g_01257	Syag.g_02028
OG0000437	Prbk.g_01256	Syag.g_02029
OG0000438	Prbk.g_01255	Syag.g_02031
OG0000439	Prbk.g_01253	Syag.g_02033
OG0000440	Prbk.g_01252	Syag.g_02034
OG0000441	Prbk.g_01245	Syag.g_02041
OG0000442	Prbk.g_01244	Syag.g_02044
OG0000443	Prbk.g_00631	Syag.g_02046
OG0000444	Prbk.g_00683	Syag.g_02053
OG0000445	Prbk.g_00682	Syag.g_02054
OG0000446	Prbk.g_00680	Syag.g_02056
OG0000447	Prbk.g_00670	Syag.g_02059
OG0000448	Prbk.g_00669	Syag.g_02060
OG0000449	Prbk.g_00668	Syag.g_02061
OG0000450	Prbk.g_00662	Syag.g_02066
OG0000451	Prbk.g_00661	Syag.g_02067
OG0000452	Prbk.g_00656	Syag.g_02071
OG0000453	Prbk.g_00655	Syag.g_02072
OG0000454	Prbk.g_00654	Syag.g_02073
OG0000455	Prbk.g_00653	Syag.g_02074
OG0000456	Prbk.g_00652	Syag.g_02075
OG0000457	Prbk.g_00650	Syag.g_02077
OG0000458	Prbk.g_00649	Syag.g_02080
OG0000459	Prbk.g_00648	Syag.g_02081
OG0000460	Prbk.g_01369	Syag.g_01786
OG0000461	Prbk.g_01900	Syag.g_02675
OG0000462	Prbk.g_01012	Syag.g_02672
OG0000463	Prbk.g_01011	Syag.g_02671
OG0000464	Prbk.g_01010	Syag.g_02670
OG0000465	Prbk.g_01008	Syag.g_02668
OG0000466	Prbk.g_01003	Syag.g_02662
OG0000467	Prbk.g_01001	Syag.g_02660
OG0000468	Prbk.g_00371	Syag.g_02636
OG0000469	Prbk.g_00384	Syag.g_02621
OG0000470	Prbk.g_00397	Syag.g_02619
OG0000471	Prbk.g_00398	Syag.g_02618
OG0000472	Prbk.g_00400	Syag.g_02616
OG0000473	Prbk.g_00402	Syag.g_02614
OG0000474	Prbk.g_00403	Syag.g_02613
OG0000475	Prbk.g_00404	Syag.g_02612
OG0000476	Prbk.g_00406	Syag.g_02610
OG0000477	Prbk.g_00411	Syag.g_02604
OG0000478	Prbk.g_00412	Syag.g_02603
OG0000479	Prbk.g_00413	Syag.g_02602
OG0000480	Prbk.g_00420	Syag.g_02595
OG0000481	Prbk.g_00422	Syag.g_02593
OG0000482	Prbk.g_00423	Syag.g_02592
OG0000483	Prbk.g_00427	Syag.g_02588
OG0000484	Prbk.g_00428	Syag.g_02587
OG0000485	Prbk.g_00429	Syag.g_02586
OG0000486	Prbk.g_00430	Syag.g_02585
OG0000487	Prbk.g_00435	Syag.g_02579
OG0000488	Prbk.g_00439	Syag.g_02575
OG0000489	Prbk.g_00450	Syag.g_02565
OG0000490	Prbk.g_00456	Syag.g_02553
OG0000491	Prbk.g_00457	Syag.g_02551
OG0000492	Prbk.g_00460	Syag.g_02549
OG0000493	Prbk.g_00461	Syag.g_02548
OG0000494	Prbk.g_00462	Syag.g_02547
OG0000495	Prbk.g_00463	Syag.g_02546
OG0000496	Prbk.g_00464	Syag.g_02545
OG0000497	Prbk.g_00465	Syag.g_02544
OG0000498	Prbk.g_00466	Syag.g_02543
OG0000499	Prbk.g_00467	Syag.g_02542
OG0000500	Prbk.g_00468	Syag.g_02541
OG0000501	Prbk.g_00471	Syag.g_02538
OG0000502	Prbk.g_00483	Syag.g_02467
OG0000503	Prbk.g_00871	Syag.g_02843
OG0000504	Prbk.g_00873	Syag.g_02845
OG0000505	Prbk.g_00874	Syag.g_02846
OG0000506	Prbk.g_00876	Syag.g_02849
OG0000507	Prbk.g_00881	Syag.g_02855
OG0000508	Prbk.g_00888	Syag.g_02860
OG0000509	Prbk.g_00890	Syag.g_02862
OG0000510	Prbk.g_00891	Syag.g_02863
OG0000511	Prbk.g_00892	Syag.g_02864
OG0000512	Prbk.g_00894	Syag.g_02866
OG0000513	Prbk.g_00360	Syag.g_00009
OG0000514	Prbk.g_00352	Syag.g_00018
OG0000515	Prbk.g_00351	Syag.g_00019
OG0000516	Prbk.g_00339	Syag.g_00025
OG0000517	Prbk.g_00329	Syag.g_00032
OG0000518	Prbk.g_00317	Syag.g_00044
OG0000519	Prbk.g_00316	Syag.g_00045
OG0000520	Prbk.g_00315	Syag.g_00046
OG0000521	Prbk.g_00301	Syag.g_00054
OG0000522	Prbk.g_00299	Syag.g_00056
OG0000523	Prbk.g_00298	Syag.g_00057
OG0000524	Prbk.g_02088	Syag.g_01327
OG0000525	Prbk.g_02105	Syag.g_01345
OG0000526	Prbk.g_02107	Syag.g_01348
OG0000527	Prbk.g_02111	Syag.g_01354
OG0000528	Prbk.g_02056	Syag.g_01532
OG0000529	Prbk.g_02062	Syag.g_01527
OG0000530	Prbk.g_02065	Syag.g_01524
OG0000531	Prbk.g_02066	Syag.g_01523
OG0000532	Prbk.g_02069	Syag.g_01520
OG0000533	Prbk.g_02071	Syag.g_01518
OG0000534	Prbk.g_02072	Syag.g_01517
OG0000535	Prbk.g_02073	Syag.g_01516
OG0000536	Prbk.g_02074	Syag.g_01515
OG0000537	Prbk.g_02075	Syag.g_01514
OG0000538	Prbk.g_01865	Syag.g_01502
OG0000539	Prbk.g_01041	Syag.g_01501
OG0000540	Prbk.g_01042	Syag.g_01500
OG0000541	Prbk.g_01043	Syag.g_01499
OG0000542	Prbk.g_01046	Syag.g_01496
OG0000543	Prbk.g_01048	Syag.g_01494
OG0000544	Prbk.g_01049	Syag.g_01493
OG0000545	Prbk.g_01050	Syag.g_01491
OG0000546	Prbk.g_01052	Syag.g_01489
OG0000547	Prbk.g_01054	Syag.g_01487
OG0000548	Prbk.g_01055	Syag.g_01486
OG0000549	Prbk.g_01061	Syag.g_01480
OG0000550	Prbk.g_01066	Syag.g_01474
OG0000551	Prbk.g_01070	Syag.g_01470
OG0000552	Prbk.g_01071	Syag.g_01469
OG0000553	Prbk.g_01076	Syag.g_01464
OG0000554	Prbk.g_01081	Syag.g_01453
