Orthogroup	Prbk	Syao
OG0000057	Prbk.g_01765	Syao.g_00377
OG0000058	Prbk.g_00479	Syao.g_01978
OG0000059	Prbk.g_00533	Syao.g_01959
OG0000059	Prbk.g_00992	Syao.g_01801
OG0000061	Prbk.g_01019	Syao.g_00123
OG0000062	Prbk.g_00931	Syao.g_01576
OG0000063	Prbk.g_01613	Syao.g_02230
OG0000065	Prbk.g_00011	Syao.g_02600
OG0000066	Prbk.g_01094	Syao.g_01422
OG0000068	Prbk.g_02052	Syao.g_00868, Syao.g_00036
OG0000070	Prbk.g_00310	Syao.g_00330
OG0000071	Prbk.g_01183	Syao.g_01433
OG0000072	Prbk.g_00778	Syao.g_02509, Syao.g_01749
OG0000073	Prbk.g_01862	Syao.g_00103
OG0000075	Prbk.g_00514	Syao.g_02257
OG0000076	Prbk.g_00237	Syao.g_01949
OG0000077	Prbk.g_00307	Syao.g_02629
OG0000078	Prbk.g_01515	Syao.g_01709
OG0000079	Prbk.g_01000	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105
OG0000082	Prbk.g_01122	Syao.g_01035
OG0000084	Prbk.g_00255	Syao.g_01509, Syao.g_02606
OG0000085	Prbk.g_00919	Syao.g_01569
OG0000086	Prbk.g_01295	Syao.g_02653, Syao.g_01240
OG0000087	Prbk.g_00559	Syao.g_02555
OG0000088	Prbk.g_01836	Syao.g_02503
OG0000089	Prbk.g_00364	Syao.g_01716
OG0000090	Prbk.g_01080	Syao.g_01412
OG0000091	Prbk.g_02639	Syao.g_00902
OG0000093	Prbk.g_02444	Syao.g_00739
OG0000094	Prbk.g_02190	Syao.g_00458
OG0000095	Prbk.g_00056	Syao.g_00331
OG0000098	Prbk.g_01199	Syao.g_01374
OG0000099	Prbk.g_00476	Syao.g_02019
OG0000100	Prbk.g_01360, Prbk.g_02498	Syao.g_00787
OG0000101	Prbk.g_00796	Syao.g_01840
OG0000102	Prbk.g_01484	Syao.g_01945
OG0000103	Prbk.g_02260	Syao.g_02340
OG0000104	Prbk.g_02274	Syao.g_02157
OG0000105	Prbk.g_00409	Syao.g_02071, Syao.g_02072
OG0000106	Prbk.g_00925	Syao.g_01385
OG0000107	Prbk.g_01902	Syao.g_01935
OG0000108	Prbk.g_02061	Syao.g_00028
OG0000109	Prbk.g_02077	Syao.g_00110
OG0000110	Prbk.g_01110	Syao.g_01051
OG0000111	Prbk.g_01766	Syao.g_00378
OG0000112	Prbk.g_02332	Syao.g_00683, Syao.g_00303
OG0000113	Prbk.g_02493	Syao.g_00782
OG0000114	Prbk.g_02396	Syao.g_00965
OG0000115	Prbk.g_01234	Syao.g_01464, Syao.g_00065
OG0000116	Prbk.g_01034	Syao.g_00137
OG0000117	Prbk.g_01496	Syao.g_00169
OG0000118	Prbk.g_01169	Syao.g_01475
OG0000120	Prbk.g_00477	Syao.g_02009
OG0000121	Prbk.g_00267, Prbk.g_00261	Syao.g_01489
OG0000122	Prbk.g_02664	Syao.g_01247
OG0000123	Prbk.g_00805	Syao.g_01832
OG0000124	Prbk.g_01539	Syao.g_02179
OG0000125	Prbk.g_02168	Syao.g_02444
OG0000126	Prbk.g_02272	Syao.g_02198
OG0000127	Prbk.g_01335	Syao.g_01312
OG0000128	Prbk.g_02290	Syao.g_02149
OG0000129	Prbk.g_02156	Syao.g_02434
OG0000130	Prbk.g_01320	Syao.g_02617
OG0000131	Prbk.g_00751	Syao.g_02480
OG0000132	Prbk.g_00771	Syao.g_02501
OG0000133	Prbk.g_00472	Syao.g_00678
OG0000134	Prbk.g_00361	Syao.g_01719
OG0000135	Prbk.g_02209	Syao.g_00147
OG0000136	Prbk.g_00323	Syao.g_01614, Syao.g_01613
OG0000137	Prbk.g_02113	Syao.g_02682
OG0000138	Prbk.g_02078	Syao.g_00108
OG0000139	Prbk.g_01086	Syao.g_01418, Syao.g_02005
OG0000140	Prbk.g_01092	Syao.g_01373, Syao.g_01372
OG0000141	Prbk.g_01154	Syao.g_01202
OG0000142	Prbk.g_02631	Syao.g_00894
OG0000143	Prbk.g_02635	Syao.g_00898
OG0000145	Prbk.g_01863	Syao.g_00102
OG0000146	Prbk.g_02333	Syao.g_00684, Syao.g_00304
OG0000147	Prbk.g_02334	Syao.g_00305, Syao.g_00685
OG0000148	Prbk.g_02487	Syao.g_00776
OG0000149	Prbk.g_02544	Syao.g_00534
OG0000150	Prbk.g_02567	Syao.g_01203
OG0000151	Prbk.g_02417	Syao.g_00975
OG0000152	Prbk.g_02324	Syao.g_00674
OG0000153	Prbk.g_02297	Syao.g_00818, Syao.g_01176
OG0000154	Prbk.g_00584	Syao.g_00447
OG0000155	Prbk.g_00099	Syao.g_00178
OG0000156	Prbk.g_00164	Syao.g_00151
OG0000157	Prbk.g_00163	Syao.g_00152
OG0000158	Prbk.g_00526	Syao.g_01141, Syao.g_02267
OG0000160	Prbk.g_00260	Syao.g_01488
OG0000161	Prbk.g_00274	Syao.g_01494
OG0000162	Prbk.g_00280	Syao.g_01515
OG0000163	Prbk.g_02002	Syao.g_01745
OG0000164	Prbk.g_01432	Syao.g_01663
OG0000165	Prbk.g_01423	Syao.g_01655
OG0000166	Prbk.g_00982	Syao.g_01790
OG0000167	Prbk.g_00512	Syao.g_01960
OG0000168	Prbk.g_00527	Syao.g_02128
OG0000169	Prbk.g_00220	Syao.g_02139
OG0000170	Prbk.g_00232	Syao.g_02148
OG0000171	Prbk.g_01538	Syao.g_02181
OG0000172	Prbk.g_01573	Syao.g_02170
OG0000173	Prbk.g_01594	Syao.g_02212
OG0000174	Prbk.g_02211	Syao.g_02364, Syao.g_02355
OG0000175	Prbk.g_02249	Syao.g_02327, Syao.g_00308
OG0000176	Prbk.g_02282	Syao.g_02165
OG0000177	Prbk.g_02283	Syao.g_02156
OG0000178	Prbk.g_02284	Syao.g_02155
OG0000179	Prbk.g_01633	Syao.g_02250
OG0000180	Prbk.g_01632	Syao.g_02249
OG0000181	Prbk.g_01631	Syao.g_02248
OG0000182	Prbk.g_01630	Syao.g_02247
OG0000183	Prbk.g_01626	Syao.g_02243
OG0000184	Prbk.g_02148	Syao.g_02423
OG0000185	Prbk.g_02126	Syao.g_02410
OG0000186	Prbk.g_01326	Syao.g_02613
OG0000187	Prbk.g_01324	Syao.g_02615
OG0000188	Prbk.g_01303	Syao.g_02637
OG0000189	Prbk.g_00024	Syao.g_02672
OG0000190	Prbk.g_00022	Syao.g_01015
OG0000191	Prbk.g_00197	Syao.g_02573
OG0000192	Prbk.g_00206	Syao.g_02579
OG0000193	Prbk.g_00752	Syao.g_02481
OG0000194	Prbk.g_00755	Syao.g_02484
OG0000195	Prbk.g_00757	Syao.g_02486
OG0000196	Prbk.g_00768	Syao.g_02498
OG0000197	Prbk.g_00769	Syao.g_02499
OG0000198	Prbk.g_00770	Syao.g_02500
OG0000199	Prbk.g_00777	Syao.g_02508
OG0000200	Prbk.g_01280	Syao.g_02524
OG0000201	Prbk.g_01261	Syao.g_02540
OG0000202	Prbk.g_01260	Syao.g_02454
OG0000203	Prbk.g_01259	Syao.g_02455
OG0000204	Prbk.g_01258	Syao.g_02456
OG0000205	Prbk.g_01251	Syao.g_02464
OG0000206	Prbk.g_00632	Syao.g_02469
OG0000207	Prbk.g_00686	Syao.g_02471
OG0000208	Prbk.g_00685	Syao.g_02472
OG0000209	Prbk.g_00658	Syao.g_02394
OG0000210	Prbk.g_00657	Syao.g_02395
OG0000211	Prbk.g_01368	Syao.g_01700
OG0000212	Prbk.g_01514	Syao.g_01710
OG0000213	Prbk.g_00374	Syao.g_02098
OG0000214	Prbk.g_00401	Syao.g_02081
OG0000215	Prbk.g_00431	Syao.g_02050
OG0000216	Prbk.g_00434	Syao.g_02045
OG0000217	Prbk.g_00438	Syao.g_02041
OG0000218	Prbk.g_00442	Syao.g_02039
OG0000219	Prbk.g_00443	Syao.g_02038
OG0000220	Prbk.g_00444	Syao.g_02037
OG0000221	Prbk.g_00449	Syao.g_02034
OG0000222	Prbk.g_00458	Syao.g_02023
OG0000223	Prbk.g_00481	Syao.g_00291
OG0000224	Prbk.g_00492	Syao.g_01973
OG0000225	Prbk.g_00889	Syao.g_01751
OG0000226	Prbk.g_00893	Syao.g_01758
OG0000227	Prbk.g_00895	Syao.g_01760
OG0000228	Prbk.g_00365	Syao.g_01715
OG0000229	Prbk.g_00328	Syao.g_01736
OG0000230	Prbk.g_00326	Syao.g_01738
OG0000231	Prbk.g_00311	Syao.g_01513
OG0000232	Prbk.g_00295	Syao.g_00057
OG0000233	Prbk.g_02092	Syao.g_02698
OG0000234	Prbk.g_02114	Syao.g_02680
OG0000235	Prbk.g_02060	Syao.g_00029
OG0000236	Prbk.g_02076	Syao.g_00111
OG0000237	Prbk.g_01047	Syao.g_00166
OG0000238	Prbk.g_01051	Syao.g_00161
OG0000239	Prbk.g_01067	Syao.g_01398
OG0000240	Prbk.g_01068	Syao.g_01399
OG0000241	Prbk.g_01965	Syao.g_00887
OG0000242	Prbk.g_01078	Syao.g_01410
OG0000243	Prbk.g_02684	Syao.g_00873
OG0000244	Prbk.g_01897	Syao.g_00865
OG0000245	Prbk.g_01894	Syao.g_00863
OG0000246	Prbk.g_01890	Syao.g_00859
OG0000247	Prbk.g_01879	Syao.g_00847
OG0000248	Prbk.g_01876	Syao.g_00844
OG0000249	Prbk.g_01874	Syao.g_00842
OG0000250	Prbk.g_01106	Syao.g_00835
OG0000251	Prbk.g_01130	Syao.g_01026
OG0000252	Prbk.g_01133	Syao.g_01020
OG0000253	Prbk.g_01139	Syao.g_01003
OG0000254	Prbk.g_01158	Syao.g_01053
OG0000255	Prbk.g_02604	Syao.g_01009
OG0000256	Prbk.g_02618	Syao.g_01328
OG0000257	Prbk.g_02624	Syao.g_00884
OG0000258	Prbk.g_02647	Syao.g_00907
OG0000259	Prbk.g_00720	Syao.g_00933, Syao.g_00932
OG0000260	Prbk.g_00717	Syao.g_00936
OG0000261	Prbk.g_00714	Syao.g_00941
OG0000262	Prbk.g_00709	Syao.g_00946
OG0000263	Prbk.g_00672	Syao.g_00247
OG0000264	Prbk.g_01815	Syao.g_00699
OG0000265	Prbk.g_00619	Syao.g_00049
OG0000266	Prbk.g_00608	Syao.g_00480
OG0000267	Prbk.g_02371	Syao.g_00589
OG0000268	Prbk.g_02370	Syao.g_00588
OG0000269	Prbk.g_02463	Syao.g_00751
OG0000270	Prbk.g_02466	Syao.g_00754
OG0000271	Prbk.g_02474	Syao.g_00762
OG0000272	Prbk.g_02475	Syao.g_00763
OG0000274	Prbk.g_02527	Syao.g_00792
OG0000275	Prbk.g_02530	Syao.g_00438
OG0000276	Prbk.g_02536	Syao.g_00558
OG0000277	Prbk.g_02537	Syao.g_00557
OG0000278	Prbk.g_02540	Syao.g_00554
OG0000279	Prbk.g_02548	Syao.g_00529
OG0000280	Prbk.g_02554	Syao.g_00608
OG0000281	Prbk.g_02568	Syao.g_01377
OG0000282	Prbk.g_02398	Syao.g_00967
OG0000283	Prbk.g_02359	Syao.g_00640
OG0000284	Prbk.g_02353	Syao.g_00634
OG0000285	Prbk.g_01698	Syao.g_00706
OG0000286	Prbk.g_02325	Syao.g_00675
OG0000287	Prbk.g_01728	Syao.g_00825
OG0000288	Prbk.g_00583	Syao.g_00446
OG0000289	Prbk.g_00596	Syao.g_00461
OG0000290	Prbk.g_00059	Syao.g_00428
OG0000291	Prbk.g_00057	Syao.g_00333
OG0000292	Prbk.g_02271	Syao.g_02196
OG0000293	Prbk.g_01032	Syao.g_00136
OG0000294	Prbk.g_01031	Syao.g_00135
OG0000295	Prbk.g_00106	Syao.g_00186
OG0000296	Prbk.g_00104	Syao.g_00184
OG0000297	Prbk.g_01498	Syao.g_00171
OG0000298	Prbk.g_01497	Syao.g_00170
OG0000299	Prbk.g_01508	Syao.g_00231
OG0000300	Prbk.g_00186	Syao.g_00274
OG0000301	Prbk.g_00185	Syao.g_00272, Syao.g_00273
OG0000302	Prbk.g_00182	Syao.g_00271
OG0000303	Prbk.g_00097	Syao.g_00262
OG0000304	Prbk.g_00121	Syao.g_00256
OG0000305	Prbk.g_00055	Syao.g_00388
OG0000306	Prbk.g_02578	Syao.g_01216
OG0000307	Prbk.g_02044	Syao.g_00045
OG0000308	Prbk.g_02042	Syao.g_00047
OG0000309	Prbk.g_02038	Syao.g_02705
OG0000310	Prbk.g_01937	Syao.g_01530
OG0000311	Prbk.g_00243	Syao.g_01533
OG0000312	Prbk.g_00247	Syao.g_01538
OG0000313	Prbk.g_00271	Syao.g_01491
OG0000314	Prbk.g_01222	Syao.g_00078
OG0000315	Prbk.g_01212	Syao.g_00088
OG0000316	Prbk.g_01991	Syao.g_01602
OG0000317	Prbk.g_00913	Syao.g_01560
OG0000318	Prbk.g_00906	Syao.g_01553
OG0000319	Prbk.g_01443	Syao.g_01678
OG0000320	Prbk.g_01441	Syao.g_01676
OG0000321	Prbk.g_01440	Syao.g_01675
OG0000322	Prbk.g_01439	Syao.g_01674
OG0000323	Prbk.g_01428	Syao.g_01661
OG0000324	Prbk.g_01399	Syao.g_01630
OG0000325	Prbk.g_01904	Syao.g_01936
OG0000326	Prbk.g_01912	Syao.g_01918
OG0000327	Prbk.g_00987	Syao.g_01795
OG0000328	Prbk.g_00986	Syao.g_01794
OG0000329	Prbk.g_00969	Syao.g_01776
OG0000330	Prbk.g_00968	Syao.g_01775
OG0000331	Prbk.g_00967	Syao.g_01774
OG0000332	Prbk.g_00952	Syao.g_01813
OG0000333	Prbk.g_00950	Syao.g_01810
OG0000334	Prbk.g_00801	Syao.g_01836
OG0000335	Prbk.g_00806	Syao.g_01831
OG0000336	Prbk.g_00810	Syao.g_01827
OG0000337	Prbk.g_00506	Syao.g_01968
OG0000338	Prbk.g_00510	Syao.g_01962
OG0000339	Prbk.g_00516	Syao.g_02259
OG0000340	Prbk.g_00528	Syao.g_02129
OG0000341	Prbk.g_00530	Syao.g_02131
OG0000342	Prbk.g_00531	Syao.g_02132
OG0000343	Prbk.g_00215	Syao.g_02133
OG0000344	Prbk.g_00218	Syao.g_02137
OG0000345	Prbk.g_00233	Syao.g_01953
OG0000346	Prbk.g_00238	Syao.g_01948
OG0000347	Prbk.g_01540	Syao.g_02178
OG0000348	Prbk.g_01578	Syao.g_02166
OG0000349	Prbk.g_01602	Syao.g_02219
OG0000350	Prbk.g_02204	Syao.g_01925
OG0000351	Prbk.g_02252	Syao.g_02331
OG0000352	Prbk.g_02253	Syao.g_02332
OG0000353	Prbk.g_02277	Syao.g_02160
OG0000354	Prbk.g_01057	Syao.g_00154, Syao.g_00155
OG0000354	Prbk.g_01635	Syao.g_02252
OG0000355	Prbk.g_02279	Syao.g_02162
OG0000356	Prbk.g_02280	Syao.g_02163
OG0000357	Prbk.g_02281	Syao.g_02164
OG0000358	Prbk.g_02285	Syao.g_02154
OG0000359	Prbk.g_02287	Syao.g_02152
OG0000360	Prbk.g_02288	Syao.g_02151
OG0000361	Prbk.g_02289	Syao.g_02150
OG0000362	Prbk.g_02291	Syao.g_01954
OG0000363	Prbk.g_01639	Syao.g_02255
OG0000364	Prbk.g_01638	Syao.g_01558
OG0000365	Prbk.g_01629	Syao.g_02246
OG0000366	Prbk.g_01628	Syao.g_02245
OG0000367	Prbk.g_01627	Syao.g_02244
OG0000368	Prbk.g_01625	Syao.g_02242
OG0000369	Prbk.g_01624	Syao.g_02241
OG0000370	Prbk.g_01623	Syao.g_02240
OG0000371	Prbk.g_01614	Syao.g_02231
OG0000372	Prbk.g_01609	Syao.g_02226
OG0000373	Prbk.g_01608	Syao.g_02225
OG0000374	Prbk.g_01607	Syao.g_02224
OG0000375	Prbk.g_01606	Syao.g_02223
OG0000376	Prbk.g_01604	Syao.g_02221
OG0000377	Prbk.g_02155	Syao.g_02429
OG0000378	Prbk.g_02141	Syao.g_02414
OG0000379	Prbk.g_02125	Syao.g_02409
OG0000380	Prbk.g_01323	Syao.g_02616
OG0000381	Prbk.g_01319	Syao.g_02618
OG0000382	Prbk.g_01304	Syao.g_02636
OG0000383	Prbk.g_01302	Syao.g_02643
OG0000384	Prbk.g_01301	Syao.g_02644
OG0000385	Prbk.g_01300	Syao.g_02645
OG0000386	Prbk.g_01299	Syao.g_02646
OG0000387	Prbk.g_00020	Syao.g_01019
OG0000388	Prbk.g_00016	Syao.g_02596
OG0000389	Prbk.g_00012	Syao.g_02599
OG0000390	Prbk.g_00191	Syao.g_02567
OG0000391	Prbk.g_00196	Syao.g_02572
OG0000392	Prbk.g_00202	Syao.g_02578
OG0000393	Prbk.g_00207	Syao.g_02581
OG0000394	Prbk.g_00208	Syao.g_02582
OG0000395	Prbk.g_00209	Syao.g_02583
OG0000396	Prbk.g_00542	Syao.g_02586
OG0000397	Prbk.g_00544	Syao.g_02542
OG0000398	Prbk.g_00549	Syao.g_02547
OG0000399	Prbk.g_00550	Syao.g_02548
OG0000400	Prbk.g_00551	Syao.g_02549
OG0000401	Prbk.g_00552	Syao.g_02550
OG0000402	Prbk.g_00554	Syao.g_02552
OG0000403	Prbk.g_00555	Syao.g_02553
OG0000404	Prbk.g_00557	Syao.g_02554
OG0000405	Prbk.g_00749	Syao.g_02478
OG0000406	Prbk.g_00753	Syao.g_02482
OG0000407	Prbk.g_00754	Syao.g_02483
OG0000408	Prbk.g_00756	Syao.g_02485
OG0000409	Prbk.g_00758	Syao.g_02487
OG0000410	Prbk.g_00759	Syao.g_02488
OG0000411	Prbk.g_00760	Syao.g_02489
OG0000412	Prbk.g_00761	Syao.g_02490
OG0000413	Prbk.g_00763	Syao.g_02492
OG0000414	Prbk.g_00764	Syao.g_02493
OG0000415	Prbk.g_00765	Syao.g_02494
OG0000416	Prbk.g_00766	Syao.g_02495
OG0000417	Prbk.g_00767	Syao.g_02497
OG0000418	Prbk.g_00772	Syao.g_02502
OG0000419	Prbk.g_00774	Syao.g_02504
OG0000420	Prbk.g_00775	Syao.g_02506
OG0000421	Prbk.g_00779	Syao.g_02510
OG0000422	Prbk.g_00780	Syao.g_02511
OG0000423	Prbk.g_00781	Syao.g_02512
OG0000424	Prbk.g_00782	Syao.g_02513
OG0000425	Prbk.g_00783	Syao.g_02514
OG0000426	Prbk.g_00784	Syao.g_02515
OG0000427	Prbk.g_00785	Syao.g_02516
OG0000428	Prbk.g_02425	Syao.g_02519
OG0000429	Prbk.g_01283	Syao.g_02522
OG0000430	Prbk.g_01281	Syao.g_02523
OG0000431	Prbk.g_01277	Syao.g_02526
OG0000432	Prbk.g_01270	Syao.g_02532
OG0000433	Prbk.g_01267	Syao.g_02534
OG0000434	Prbk.g_01266	Syao.g_02535
OG0000435	Prbk.g_01263	Syao.g_02538
OG0000436	Prbk.g_01257	Syao.g_02458
OG0000437	Prbk.g_01256	Syao.g_02459
OG0000438	Prbk.g_01255	Syao.g_02460
OG0000439	Prbk.g_01253	Syao.g_02462
OG0000440	Prbk.g_01252	Syao.g_02463
OG0000441	Prbk.g_01245	Syao.g_02466
OG0000442	Prbk.g_01244	Syao.g_02467
OG0000443	Prbk.g_00631	Syao.g_02468
OG0000444	Prbk.g_00683	Syao.g_02473
OG0000445	Prbk.g_00682	Syao.g_02474
OG0000446	Prbk.g_00680	Syao.g_02476
OG0000447	Prbk.g_00670	Syao.g_02383
OG0000448	Prbk.g_00669	Syao.g_02384
OG0000449	Prbk.g_00668	Syao.g_02385
OG0000450	Prbk.g_00662	Syao.g_02391
OG0000451	Prbk.g_00661	Syao.g_02392
OG0000452	Prbk.g_00656	Syao.g_02396
OG0000453	Prbk.g_00655	Syao.g_02397
OG0000454	Prbk.g_00654	Syao.g_02398
OG0000455	Prbk.g_00653	Syao.g_02399
OG0000456	Prbk.g_00652	Syao.g_02400
OG0000457	Prbk.g_00650	Syao.g_02402
OG0000458	Prbk.g_00649	Syao.g_02403
OG0000459	Prbk.g_00648	Syao.g_02404
OG0000460	Prbk.g_01369	Syao.g_01702
OG0000461	Prbk.g_01900	Syao.g_02119
OG0000462	Prbk.g_01012	Syao.g_02116
OG0000463	Prbk.g_01011	Syao.g_02115
OG0000464	Prbk.g_01010	Syao.g_02114
OG0000465	Prbk.g_01008	Syao.g_02112
OG0000466	Prbk.g_01003	Syao.g_02107
OG0000467	Prbk.g_01001	Syao.g_02106
OG0000468	Prbk.g_00371	Syao.g_02102
OG0000469	Prbk.g_00384	Syao.g_02087
OG0000470	Prbk.g_00397	Syao.g_02085
OG0000471	Prbk.g_00398	Syao.g_02084
OG0000472	Prbk.g_00400	Syao.g_02082
OG0000473	Prbk.g_00402	Syao.g_02080
OG0000474	Prbk.g_00403	Syao.g_02079
OG0000475	Prbk.g_00404	Syao.g_02078
OG0000476	Prbk.g_00406	Syao.g_02076
OG0000477	Prbk.g_00411	Syao.g_02069
OG0000478	Prbk.g_00412	Syao.g_02068
OG0000479	Prbk.g_00413	Syao.g_02067
OG0000480	Prbk.g_00420	Syao.g_02060
OG0000481	Prbk.g_00422	Syao.g_01012
OG0000482	Prbk.g_00423	Syao.g_02058
OG0000483	Prbk.g_00427	Syao.g_02054
OG0000484	Prbk.g_00428	Syao.g_02053
OG0000485	Prbk.g_00429	Syao.g_02052
OG0000486	Prbk.g_00430	Syao.g_02051
OG0000487	Prbk.g_00435	Syao.g_02044
OG0000488	Prbk.g_00439	Syao.g_02040
OG0000489	Prbk.g_00450	Syao.g_02033
OG0000490	Prbk.g_00456	Syao.g_02025
OG0000491	Prbk.g_00457	Syao.g_02024
OG0000492	Prbk.g_00460	Syao.g_02022
OG0000493	Prbk.g_00461	Syao.g_02021
OG0000494	Prbk.g_00462	Syao.g_02020
OG0000495	Prbk.g_00463	Syao.g_02018
OG0000496	Prbk.g_00464	Syao.g_02017
OG0000497	Prbk.g_00465	Syao.g_02016
OG0000498	Prbk.g_00466	Syao.g_02015
OG0000499	Prbk.g_00467	Syao.g_02014
OG0000500	Prbk.g_00468	Syao.g_02013
OG0000501	Prbk.g_00471	Syao.g_02010
OG0000502	Prbk.g_00483	Syao.g_01974
OG0000503	Prbk.g_00871	Syao.g_01877
OG0000504	Prbk.g_00873	Syao.g_01875
OG0000505	Prbk.g_00874	Syao.g_01874
OG0000506	Prbk.g_00876	Syao.g_01872
OG0000507	Prbk.g_00881	Syao.g_01866
OG0000508	Prbk.g_00888	Syao.g_01750
OG0000509	Prbk.g_00890	Syao.g_01755
OG0000510	Prbk.g_00891	Syao.g_01756
OG0000511	Prbk.g_00892	Syao.g_01757
OG0000512	Prbk.g_00894	Syao.g_01759
OG0000513	Prbk.g_00360	Syao.g_01720
OG0000514	Prbk.g_00352	Syao.g_01727
OG0000515	Prbk.g_00351	Syao.g_01728
OG0000516	Prbk.g_00339	Syao.g_01730
OG0000517	Prbk.g_00329	Syao.g_01735
OG0000518	Prbk.g_00317	Syao.g_01621
OG0000519	Prbk.g_00316	Syao.g_01622
OG0000520	Prbk.g_00315	Syao.g_01512
OG0000521	Prbk.g_00301	Syao.g_00061
OG0000522	Prbk.g_00299	Syao.g_00059
OG0000523	Prbk.g_00298	Syao.g_00058
OG0000524	Prbk.g_02088	Syao.g_02699
OG0000525	Prbk.g_02105	Syao.g_02691
OG0000526	Prbk.g_02107	Syao.g_02688
OG0000527	Prbk.g_02111	Syao.g_02684
OG0000528	Prbk.g_02056	Syao.g_00031
OG0000529	Prbk.g_02062	Syao.g_00027
OG0000530	Prbk.g_02065	Syao.g_00122
OG0000531	Prbk.g_02066	Syao.g_00121
OG0000532	Prbk.g_02069	Syao.g_00118
OG0000533	Prbk.g_02071	Syao.g_00116
OG0000534	Prbk.g_02072	Syao.g_00115
OG0000535	Prbk.g_02073	Syao.g_00114
OG0000536	Prbk.g_02074	Syao.g_00113
OG0000537	Prbk.g_02075	Syao.g_00112
OG0000538	Prbk.g_01865	Syao.g_00100
OG0000539	Prbk.g_01041	Syao.g_00099
OG0000540	Prbk.g_01042	Syao.g_00098
OG0000541	Prbk.g_01043	Syao.g_00097
OG0000542	Prbk.g_01046	Syao.g_00167
OG0000543	Prbk.g_01048	Syao.g_00165
OG0000544	Prbk.g_01049	Syao.g_00164
OG0000545	Prbk.g_01050	Syao.g_00162
OG0000546	Prbk.g_01052	Syao.g_00160
OG0000547	Prbk.g_01054	Syao.g_00158
OG0000548	Prbk.g_01055	Syao.g_00157
OG0000549	Prbk.g_01061	Syao.g_01391
OG0000550	Prbk.g_01066	Syao.g_01396
OG0000551	Prbk.g_01070	Syao.g_01401
OG0000552	Prbk.g_01071	Syao.g_01402
OG0000553	Prbk.g_01076	Syao.g_01404
OG0000554	Prbk.g_01081	Syao.g_01413
OG0000555	Prbk.g_01099	Syao.g_00875
OG0000556	Prbk.g_02686	Syao.g_00871
OG0000557	Prbk.g_01898	Syao.g_00866
OG0000558	Prbk.g_01895	Syao.g_00864
OG0000559	Prbk.g_01891	Syao.g_00860
OG0000560	Prbk.g_01888	Syao.g_00857
OG0000561	Prbk.g_01887	Syao.g_00856
OG0000562	Prbk.g_01886	Syao.g_00855
OG0000563	Prbk.g_01885	Syao.g_00854
OG0000564	Prbk.g_01884	Syao.g_00853
OG0000565	Prbk.g_01881	Syao.g_00849
