Orthogroup	Prbk	Syai
OG0000071	Prbk.g_01183	Syai.g_02179
OG0000072	Prbk.g_00778	Syai.g_02636
OG0000073	Prbk.g_01862	Syai.g_00659
OG0000075	Prbk.g_00514	Syai.g_00161
OG0000076	Prbk.g_00237	Syai.g_00111
OG0000077	Prbk.g_00307	Syai.g_02486
OG0000078	Prbk.g_01515	Syai.g_00543
OG0000081	Prbk.g_00733	Syai.g_02292
OG0000082	Prbk.g_01122	Syai.g_00781
OG0000084	Prbk.g_00255	Syai.g_01196, Syai.g_00958
OG0000085	Prbk.g_00919	Syai.g_02365
OG0000086	Prbk.g_01295	Syai.g_02507
OG0000087	Prbk.g_00559	Syai.g_02592
OG0000088	Prbk.g_00773, Prbk.g_01836	Syai.g_02630
OG0000089	Prbk.g_00364	Syai.g_00517
OG0000090	Prbk.g_01080	Syai.g_00707
OG0000091	Prbk.g_02639	Syai.g_01112
OG0000093	Prbk.g_02444	Syai.g_01306
OG0000094	Prbk.g_02190	Syai.g_01424
OG0000095	Prbk.g_00056	Syai.g_02007
OG0000097	Prbk.g_00189	Syai.g_01787
OG0000098	Prbk.g_01199	Syai.g_01718
OG0000099	Prbk.g_00476	Syai.g_00199
OG0000100	Prbk.g_01360, Prbk.g_02498	Syai.g_01372
OG0000101	Prbk.g_00944	Syai.g_00404
OG0000102	Prbk.g_01484	Syai.g_00106
OG0000103	Prbk.g_02260	Syai.g_02912
OG0000104	Prbk.g_02274	Syai.g_02929
OG0000105	Prbk.g_00409	Syai.g_00267
OG0000106	Prbk.g_00925	Syai.g_01601
OG0000107	Prbk.g_01902	Syai.g_00319
OG0000108	Prbk.g_02061	Syai.g_00638
OG0000109	Prbk.g_02077	Syai.g_00653
OG0000110	Prbk.g_01110	Syai.g_00878, Syai.g_00766
OG0000111	Prbk.g_01766	Syai.g_01998
OG0000112	Prbk.g_02332	Syai.g_01512
OG0000113	Prbk.g_02493	Syai.g_01367
OG0000114	Prbk.g_02396	Syai.g_01261
OG0000115	Prbk.g_01234	Syai.g_00932
OG0000116	Prbk.g_01034	Syai.g_02156
OG0000117	Prbk.g_01496	Syai.g_01756
OG0000118	Prbk.g_01169	Syai.g_00818
OG0000119	Prbk.g_01746, Prbk.g_01786	Syai.g_02127
OG0000120	Prbk.g_00477	Syai.g_00198
OG0000121	Prbk.g_00267, Prbk.g_00261	Syai.g_00951
OG0000122	Prbk.g_02664	Syai.g_01143
OG0000123	Prbk.g_00805	Syai.g_00411
OG0000124	Prbk.g_01539	Syai.g_00089
OG0000125	Prbk.g_02168	Syai.g_02782
OG0000126	Prbk.g_02272	Syai.g_02927
OG0000127	Prbk.g_01101, Prbk.g_01852	Syai.g_01872, Syai.g_01906, Syai.g_01855
OG0000128	Prbk.g_02290	Syai.g_00012
OG0000129	Prbk.g_02156	Syai.g_02771
OG0000130	Prbk.g_01320	Syai.g_02474
OG0000131	Prbk.g_00751	Syai.g_02608
OG0000132	Prbk.g_00771	Syai.g_02628
OG0000133	Prbk.g_00472	Syai.g_01507
OG0000134	Prbk.g_00361	Syai.g_00520
OG0000135	Prbk.g_02209	Syai.g_02826
OG0000136	Prbk.g_00323	Syai.g_02217
OG0000137	Prbk.g_02113	Syai.g_00865
OG0000138	Prbk.g_02078	Syai.g_00654
OG0000139	Prbk.g_01086	Syai.g_00714
OG0000140	Prbk.g_01092	Syai.g_00716
OG0000141	Prbk.g_01154	Syai.g_01041
OG0000142	Prbk.g_02631	Syai.g_01104
OG0000143	Prbk.g_02635	Syai.g_01108
OG0000144	Prbk.g_00739	Syai.g_01608
OG0000145	Prbk.g_01863	Syai.g_00660
OG0000146	Prbk.g_02333	Syai.g_01513
OG0000147	Prbk.g_02334	Syai.g_01514
OG0000148	Prbk.g_02487	Syai.g_01361
OG0000149	Prbk.g_02544	Syai.g_02059
OG0000150	Prbk.g_02567	Syai.g_00717
OG0000151	Prbk.g_02417	Syai.g_01280
OG0000152	Prbk.g_02324	Syai.g_01503
OG0000153	Prbk.g_02297	Syai.g_01461
OG0000154	Prbk.g_00584	Syai.g_01434
OG0000155	Prbk.g_00099	Syai.g_02109
OG0000156	Prbk.g_00164	Syai.g_02162
OG0000157	Prbk.g_00163	Syai.g_02163
OG0000158	Prbk.g_00526	Syai.g_00135
OG0000160	Prbk.g_00260	Syai.g_00952
OG0000161	Prbk.g_00274	Syai.g_00946
OG0000162	Prbk.g_00280	Syai.g_00939
OG0000163	Prbk.g_02002	Syai.g_02300
OG0000164	Prbk.g_01432	Syai.g_02411
OG0000165	Prbk.g_01423	Syai.g_02244
OG0000166	Prbk.g_00982	Syai.g_00364
OG0000167	Prbk.g_00512	Syai.g_00164
OG0000168	Prbk.g_00527	Syai.g_00134
OG0000169	Prbk.g_00220	Syai.g_00123
OG0000170	Prbk.g_00232	Syai.g_00116
OG0000171	Prbk.g_01538	Syai.g_00090
OG0000172	Prbk.g_01573	Syai.g_00083
OG0000173	Prbk.g_01594	Syai.g_00064
OG0000174	Prbk.g_02211	Syai.g_02828
OG0000175	Prbk.g_02249	Syai.g_02901
OG0000176	Prbk.g_02282	Syai.g_00004
OG0000177	Prbk.g_02283	Syai.g_00005
OG0000178	Prbk.g_02284	Syai.g_00006
OG0000179	Prbk.g_01633	Syai.g_00023
OG0000180	Prbk.g_01632	Syai.g_00024
OG0000181	Prbk.g_01631	Syai.g_00025
OG0000182	Prbk.g_01630	Syai.g_00026
OG0000183	Prbk.g_01626	Syai.g_00030
OG0000184	Prbk.g_02148	Syai.g_02756
OG0000186	Prbk.g_01326	Syai.g_02469
OG0000187	Prbk.g_01324	Syai.g_02471
OG0000188	Prbk.g_01303	Syai.g_00696, Syai.g_02494
OG0000189	Prbk.g_00024	Syai.g_02530
OG0000190	Prbk.g_00022	Syai.g_02532
OG0000191	Prbk.g_00197	Syai.g_02562
OG0000192	Prbk.g_00206	Syai.g_02569
OG0000193	Prbk.g_00752	Syai.g_02609
OG0000194	Prbk.g_00755	Syai.g_02612
OG0000195	Prbk.g_00757	Syai.g_02614
OG0000196	Prbk.g_00768	Syai.g_02625
OG0000197	Prbk.g_00769	Syai.g_02626
OG0000198	Prbk.g_00770	Syai.g_02627
OG0000199	Prbk.g_00777	Syai.g_02635
OG0000200	Prbk.g_01280	Syai.g_02651
OG0000201	Prbk.g_01261	Syai.g_02667
OG0000202	Prbk.g_01260	Syai.g_02668
OG0000203	Prbk.g_01259	Syai.g_02669
OG0000204	Prbk.g_01258	Syai.g_02670
OG0000205	Prbk.g_01251	Syai.g_02677
OG0000206	Prbk.g_00632	Syai.g_02684
OG0000207	Prbk.g_00686	Syai.g_02686
OG0000208	Prbk.g_00685	Syai.g_02687
OG0000209	Prbk.g_00658	Syai.g_02699
OG0000210	Prbk.g_00657	Syai.g_02700
OG0000211	Prbk.g_01368	Syai.g_00533
OG0000212	Prbk.g_01514	Syai.g_00544
OG0000213	Prbk.g_00374	Syai.g_00292
OG0000214	Prbk.g_00401	Syai.g_00276
OG0000215	Prbk.g_00431	Syai.g_00245
OG0000216	Prbk.g_00434	Syai.g_00241
OG0000217	Prbk.g_00438	Syai.g_00237
OG0000218	Prbk.g_00442	Syai.g_00235
OG0000219	Prbk.g_00443	Syai.g_00234
OG0000220	Prbk.g_00444	Syai.g_00233
OG0000221	Prbk.g_00449	Syai.g_00227
OG0000222	Prbk.g_00458	Syai.g_00215
OG0000223	Prbk.g_00481	Syai.g_00194
OG0000224	Prbk.g_00492	Syai.g_00186
OG0000225	Prbk.g_00889	Syai.g_00502
OG0000226	Prbk.g_00893	Syai.g_00506
OG0000227	Prbk.g_00895	Syai.g_00508
OG0000228	Prbk.g_00365	Syai.g_00516
OG0000229	Prbk.g_00328	Syai.g_02228
OG0000230	Prbk.g_00326	Syai.g_02226
OG0000231	Prbk.g_00311	Syai.g_02208
OG0000232	Prbk.g_00295	Syai.g_00846
OG0000233	Prbk.g_02092	Syai.g_00855
OG0000234	Prbk.g_02114	Syai.g_00866
OG0000235	Prbk.g_02060	Syai.g_00637
OG0000236	Prbk.g_02076	Syai.g_00652
OG0000237	Prbk.g_01047	Syai.g_00669
OG0000238	Prbk.g_01051	Syai.g_00674
OG0000239	Prbk.g_01067	Syai.g_00691
OG0000240	Prbk.g_01068	Syai.g_00692
OG0000241	Prbk.g_01965	Syai.g_01085
OG0000242	Prbk.g_01078	Syai.g_00705
OG0000243	Prbk.g_02684	Syai.g_00726
OG0000244	Prbk.g_01897	Syai.g_00731
OG0000245	Prbk.g_01894	Syai.g_00733
OG0000246	Prbk.g_01890	Syai.g_00737
OG0000247	Prbk.g_01879	Syai.g_00748
OG0000248	Prbk.g_01876	Syai.g_00751
OG0000249	Prbk.g_01874	Syai.g_00753
OG0000250	Prbk.g_01106	Syai.g_00762
OG0000251	Prbk.g_01130	Syai.g_00789
OG0000252	Prbk.g_01133	Syai.g_00797
OG0000253	Prbk.g_01139	Syai.g_00798
OG0000254	Prbk.g_01158	Syai.g_01045
OG0000255	Prbk.g_02604	Syai.g_01061
OG0000256	Prbk.g_02618	Syai.g_01077
OG0000257	Prbk.g_02624	Syai.g_01084
OG0000258	Prbk.g_02647	Syai.g_01113
OG0000259	Prbk.g_00720	Syai.g_01229
OG0000260	Prbk.g_00717	Syai.g_01232
OG0000261	Prbk.g_00714	Syai.g_01235
OG0000262	Prbk.g_00709	Syai.g_01240
OG0000263	Prbk.g_00672	Syai.g_01776
OG0000264	Prbk.g_01815	Syai.g_01962
OG0000265	Prbk.g_00619	Syai.g_02245
OG0000266	Prbk.g_00608	Syai.g_01401
OG0000267	Prbk.g_02371	Syai.g_01569
OG0000268	Prbk.g_02370	Syai.g_01568
OG0000269	Prbk.g_02463	Syai.g_01316
OG0000270	Prbk.g_02466	Syai.g_01319
OG0000271	Prbk.g_02474	Syai.g_01327
OG0000272	Prbk.g_02475	Syai.g_01328
OG0000273	Prbk.g_02526	Syai.g_02037
OG0000274	Prbk.g_02527	Syai.g_02038
OG0000275	Prbk.g_02530	Syai.g_02043
OG0000276	Prbk.g_02536	Syai.g_02051
OG0000277	Prbk.g_02537	Syai.g_02052
OG0000278	Prbk.g_02540	Syai.g_02055
OG0000279	Prbk.g_02548	Syai.g_02063
OG0000280	Prbk.g_02554	Syai.g_02084
OG0000281	Prbk.g_02568	Syai.g_01719
OG0000282	Prbk.g_02398	Syai.g_01263
OG0000283	Prbk.g_02359	Syai.g_01554
OG0000284	Prbk.g_02353	Syai.g_01548
OG0000285	Prbk.g_01698	Syai.g_01522
OG0000286	Prbk.g_02325	Syai.g_01504
OG0000287	Prbk.g_01728	Syai.g_01469
OG0000288	Prbk.g_00583	Syai.g_01435
OG0000289	Prbk.g_00596	Syai.g_01421
OG0000290	Prbk.g_00059	Syai.g_02010
OG0000291	Prbk.g_00057	Syai.g_02008
OG0000292	Prbk.g_02271	Syai.g_02926
OG0000293	Prbk.g_01032	Syai.g_02155
OG0000294	Prbk.g_01031	Syai.g_02154
OG0000295	Prbk.g_00106	Syai.g_02117
OG0000296	Prbk.g_00104	Syai.g_02115
OG0000297	Prbk.g_01498	Syai.g_01754
OG0000298	Prbk.g_01497	Syai.g_01755
OG0000299	Prbk.g_01508	Syai.g_01783
OG0000300	Prbk.g_00186	Syai.g_01790
OG0000301	Prbk.g_00185	Syai.g_01791
OG0000302	Prbk.g_00182	Syai.g_01793
OG0000303	Prbk.g_00097	Syai.g_01802
OG0000304	Prbk.g_00121	Syai.g_01826
OG0000305	Prbk.g_00055	Syai.g_02005
OG0000306	Prbk.g_02578	Syai.g_02090
OG0000307	Prbk.g_02044	Syai.g_00619
OG0000308	Prbk.g_02042	Syai.g_00617
OG0000309	Prbk.g_02038	Syai.g_00612
OG0000310	Prbk.g_01937	Syai.g_00989
OG0000311	Prbk.g_00243	Syai.g_00985
OG0000312	Prbk.g_00247	Syai.g_00966
OG0000313	Prbk.g_00271	Syai.g_00949
OG0000314	Prbk.g_01222	Syai.g_00908
OG0000315	Prbk.g_01212	Syai.g_00897
OG0000316	Prbk.g_01991	Syai.g_02320, Syai.g_02322
OG0000317	Prbk.g_00913	Syai.g_02373
OG0000318	Prbk.g_00906	Syai.g_02379
OG0000319	Prbk.g_01443	Syai.g_02395
OG0000320	Prbk.g_01441	Syai.g_02397
OG0000321	Prbk.g_01440	Syai.g_02398
OG0000322	Prbk.g_01439	Syai.g_02399
OG0000323	Prbk.g_01428	Syai.g_02413
OG0000324	Prbk.g_01399	Syai.g_02272
OG0000325	Prbk.g_01904	Syai.g_00320
OG0000326	Prbk.g_01912	Syai.g_00327
OG0000327	Prbk.g_00987	Syai.g_00359
OG0000328	Prbk.g_00986	Syai.g_00360
OG0000329	Prbk.g_00969	Syai.g_00378
OG0000330	Prbk.g_00968	Syai.g_00379
OG0000331	Prbk.g_00967	Syai.g_00380
OG0000332	Prbk.g_00952	Syai.g_00395
OG0000333	Prbk.g_00950	Syai.g_00398
OG0000334	Prbk.g_00801	Syai.g_00407
OG0000335	Prbk.g_00806	Syai.g_00412
OG0000336	Prbk.g_00810	Syai.g_00416
OG0000337	Prbk.g_00506	Syai.g_00169
OG0000338	Prbk.g_00510	Syai.g_00166
OG0000339	Prbk.g_00516	Syai.g_00160
OG0000340	Prbk.g_00528	Syai.g_00133
OG0000341	Prbk.g_00530	Syai.g_00131
OG0000342	Prbk.g_00531	Syai.g_00130
OG0000343	Prbk.g_00215	Syai.g_00129
OG0000344	Prbk.g_00218	Syai.g_00125
OG0000345	Prbk.g_00233	Syai.g_00115
OG0000346	Prbk.g_00238	Syai.g_00110
OG0000347	Prbk.g_01540	Syai.g_00087
OG0000348	Prbk.g_01578	Syai.g_00076
OG0000349	Prbk.g_01602	Syai.g_00057
OG0000350	Prbk.g_02204	Syai.g_00334
OG0000351	Prbk.g_02252	Syai.g_02904
OG0000352	Prbk.g_02253	Syai.g_02905
OG0000353	Prbk.g_02277	Syai.g_02932
OG0000354	Prbk.g_01057	Syai.g_00680
OG0000354	Prbk.g_01635	Syai.g_00019
OG0000355	Prbk.g_02279	Syai.g_00001
OG0000356	Prbk.g_02280	Syai.g_00002
OG0000357	Prbk.g_02281	Syai.g_00003
OG0000358	Prbk.g_02285	Syai.g_00007
OG0000359	Prbk.g_02287	Syai.g_00009
OG0000360	Prbk.g_02288	Syai.g_00010
OG0000361	Prbk.g_02289	Syai.g_00011
OG0000362	Prbk.g_02291	Syai.g_00013
OG0000363	Prbk.g_01639	Syai.g_00015
OG0000364	Prbk.g_01638	Syai.g_00016
OG0000365	Prbk.g_01629	Syai.g_00027
OG0000366	Prbk.g_01628	Syai.g_00028
OG0000367	Prbk.g_01627	Syai.g_00029
OG0000368	Prbk.g_01625	Syai.g_00031
OG0000369	Prbk.g_01624	Syai.g_00032
OG0000370	Prbk.g_01623	Syai.g_00033
OG0000371	Prbk.g_01614	Syai.g_00041
OG0000372	Prbk.g_01609	Syai.g_00047
OG0000373	Prbk.g_01608	Syai.g_00048
OG0000374	Prbk.g_01607	Syai.g_00049
OG0000375	Prbk.g_01606	Syai.g_00053
OG0000376	Prbk.g_01604	Syai.g_00055
OG0000377	Prbk.g_02155	Syai.g_02769
OG0000378	Prbk.g_02141	Syai.g_02751
OG0000379	Prbk.g_02125	Syai.g_02733
OG0000380	Prbk.g_01323	Syai.g_02472
OG0000381	Prbk.g_01319	Syai.g_02475
OG0000382	Prbk.g_01304	Syai.g_02493
OG0000383	Prbk.g_01302	Syai.g_02498
OG0000384	Prbk.g_01301	Syai.g_02499
OG0000385	Prbk.g_01300	Syai.g_02500
OG0000386	Prbk.g_01299	Syai.g_02501
OG0000387	Prbk.g_00020	Syai.g_02534
OG0000388	Prbk.g_00016	Syai.g_02538
OG0000389	Prbk.g_00012	Syai.g_02542
OG0000390	Prbk.g_00191	Syai.g_02556
OG0000391	Prbk.g_00196	Syai.g_02561
OG0000392	Prbk.g_00202	Syai.g_02568
OG0000393	Prbk.g_00207	Syai.g_02570
OG0000394	Prbk.g_00208	Syai.g_02571
OG0000395	Prbk.g_00209	Syai.g_02572
OG0000396	Prbk.g_00542	Syai.g_02575
OG0000397	Prbk.g_00544	Syai.g_02577
OG0000398	Prbk.g_00549	Syai.g_02582
OG0000399	Prbk.g_00550	Syai.g_02583
OG0000400	Prbk.g_00551	Syai.g_02584
OG0000401	Prbk.g_00552	Syai.g_02585
OG0000402	Prbk.g_00554	Syai.g_02588
OG0000403	Prbk.g_00555	Syai.g_02589
OG0000404	Prbk.g_00557	Syai.g_02590
OG0000405	Prbk.g_00749	Syai.g_02606
OG0000406	Prbk.g_00753	Syai.g_02610
OG0000407	Prbk.g_00754	Syai.g_02611
OG0000408	Prbk.g_00756	Syai.g_02613
OG0000409	Prbk.g_00758	Syai.g_02615
OG0000410	Prbk.g_00759	Syai.g_02616
OG0000411	Prbk.g_00760	Syai.g_02617
OG0000412	Prbk.g_00761	Syai.g_02618
OG0000413	Prbk.g_00763	Syai.g_02620
OG0000414	Prbk.g_00764	Syai.g_02621
OG0000415	Prbk.g_00765	Syai.g_02622
OG0000416	Prbk.g_00766	Syai.g_02623
OG0000417	Prbk.g_00767	Syai.g_02624
OG0000418	Prbk.g_00772	Syai.g_02629
OG0000419	Prbk.g_00774	Syai.g_02631
OG0000420	Prbk.g_00775	Syai.g_02633
OG0000421	Prbk.g_00779	Syai.g_02638
OG0000422	Prbk.g_00780	Syai.g_02639
OG0000423	Prbk.g_00781	Syai.g_02640
OG0000424	Prbk.g_00782	Syai.g_02641
OG0000425	Prbk.g_00783	Syai.g_02642
OG0000426	Prbk.g_00784	Syai.g_02643
OG0000427	Prbk.g_00785	Syai.g_02644
OG0000428	Prbk.g_02425	Syai.g_02647
OG0000429	Prbk.g_01283	Syai.g_02649
OG0000430	Prbk.g_01281	Syai.g_02650
OG0000431	Prbk.g_01277	Syai.g_02654
OG0000432	Prbk.g_01270	Syai.g_02660
OG0000433	Prbk.g_01267	Syai.g_02662
OG0000434	Prbk.g_01266	Syai.g_02663
OG0000435	Prbk.g_01263	Syai.g_02666
OG0000436	Prbk.g_01257	Syai.g_02671
OG0000437	Prbk.g_01256	Syai.g_02672
OG0000438	Prbk.g_01255	Syai.g_02673
OG0000439	Prbk.g_01253	Syai.g_02675
OG0000440	Prbk.g_01252	Syai.g_02676
OG0000441	Prbk.g_01245	Syai.g_02681
OG0000442	Prbk.g_01244	Syai.g_02682
OG0000443	Prbk.g_00631	Syai.g_02683
OG0000444	Prbk.g_00683	Syai.g_02688
OG0000445	Prbk.g_00682	Syai.g_02689
OG0000446	Prbk.g_00680	Syai.g_02690
OG0000447	Prbk.g_00670	Syai.g_02693
OG0000448	Prbk.g_00669	Syai.g_02694
OG0000449	Prbk.g_00668	Syai.g_02695
OG0000450	Prbk.g_00662	Syai.g_02696
OG0000451	Prbk.g_00661	Syai.g_02697
OG0000452	Prbk.g_00656	Syai.g_02701
OG0000453	Prbk.g_00655	Syai.g_02702
OG0000454	Prbk.g_00654	Syai.g_02703
OG0000455	Prbk.g_00653	Syai.g_02704
OG0000456	Prbk.g_00652	Syai.g_02705
OG0000457	Prbk.g_00650	Syai.g_02707
OG0000458	Prbk.g_00649	Syai.g_02708
OG0000459	Prbk.g_00648	Syai.g_02709
OG0000460	Prbk.g_01369	Syai.g_00535
OG0000461	Prbk.g_01900	Syai.g_00314
OG0000462	Prbk.g_01012	Syai.g_00311
OG0000463	Prbk.g_01011	Syai.g_00310
OG0000464	Prbk.g_01010	Syai.g_00309
OG0000465	Prbk.g_01008	Syai.g_00307
OG0000466	Prbk.g_01003	Syai.g_00303
OG0000467	Prbk.g_01001	Syai.g_00301
OG0000468	Prbk.g_00371	Syai.g_00296
OG0000469	Prbk.g_00384	Syai.g_00282
OG0000470	Prbk.g_00397	Syai.g_00280
OG0000471	Prbk.g_00398	Syai.g_00279
OG0000472	Prbk.g_00400	Syai.g_00277
OG0000473	Prbk.g_00402	Syai.g_00275
OG0000474	Prbk.g_00403	Syai.g_00274
OG0000475	Prbk.g_00404	Syai.g_00273
OG0000476	Prbk.g_00406	Syai.g_00271
OG0000477	Prbk.g_00411	Syai.g_00265
OG0000478	Prbk.g_00412	Syai.g_00264
OG0000479	Prbk.g_00413	Syai.g_00263
OG0000480	Prbk.g_00420	Syai.g_00256
OG0000481	Prbk.g_00422	Syai.g_00254
OG0000482	Prbk.g_00423	Syai.g_00253
OG0000483	Prbk.g_00427	Syai.g_00249
OG0000484	Prbk.g_00428	Syai.g_00248
OG0000485	Prbk.g_00429	Syai.g_00247
OG0000486	Prbk.g_00430	Syai.g_00246
OG0000487	Prbk.g_00435	Syai.g_00240
OG0000488	Prbk.g_00439	Syai.g_00236
OG0000489	Prbk.g_00450	Syai.g_00226
OG0000490	Prbk.g_00456	Syai.g_00218
OG0000491	Prbk.g_00457	Syai.g_00217
OG0000492	Prbk.g_00460	Syai.g_00214
OG0000493	Prbk.g_00461	Syai.g_00213
OG0000494	Prbk.g_00462	Syai.g_00212
OG0000495	Prbk.g_00463	Syai.g_00211
OG0000496	Prbk.g_00464	Syai.g_00210
OG0000497	Prbk.g_00465	Syai.g_00209
OG0000498	Prbk.g_00466	Syai.g_00208
OG0000499	Prbk.g_00467	Syai.g_00207
OG0000500	Prbk.g_00468	Syai.g_00206
OG0000501	Prbk.g_00471	Syai.g_00203
OG0000502	Prbk.g_00483	Syai.g_00192
OG0000503	Prbk.g_00871	Syai.g_00486
OG0000504	Prbk.g_00873	Syai.g_00488
OG0000505	Prbk.g_00874	Syai.g_00489
OG0000506	Prbk.g_00876	Syai.g_00491
OG0000507	Prbk.g_00881	Syai.g_00497
OG0000508	Prbk.g_00888	Syai.g_00501
OG0000509	Prbk.g_00890	Syai.g_00503
OG0000510	Prbk.g_00891	Syai.g_00504
OG0000511	Prbk.g_00892	Syai.g_00505
OG0000512	Prbk.g_00894	Syai.g_00507
OG0000513	Prbk.g_00360	Syai.g_00521
OG0000514	Prbk.g_00352	Syai.g_00528
OG0000515	Prbk.g_00351	Syai.g_00529
OG0000516	Prbk.g_00339	Syai.g_02223
OG0000517	Prbk.g_00329	Syai.g_02229
OG0000518	Prbk.g_00317	Syai.g_02211
OG0000519	Prbk.g_00316	Syai.g_02210
OG0000520	Prbk.g_00315	Syai.g_02209
OG0000521	Prbk.g_00301	Syai.g_00842
OG0000522	Prbk.g_00299	Syai.g_00844
OG0000523	Prbk.g_00298	Syai.g_00845
OG0000524	Prbk.g_02088	Syai.g_00852
OG0000525	Prbk.g_02105	Syai.g_00856
OG0000526	Prbk.g_02107	Syai.g_00859
OG0000527	Prbk.g_02111	Syai.g_00863
OG0000528	Prbk.g_02056	Syai.g_00633
OG0000529	Prbk.g_02062	Syai.g_00639
OG0000530	Prbk.g_02065	Syai.g_00642
OG0000531	Prbk.g_02066	Syai.g_00643
OG0000532	Prbk.g_02069	Syai.g_00646
OG0000533	Prbk.g_02071	Syai.g_00647
OG0000534	Prbk.g_02072	Syai.g_00648
OG0000535	Prbk.g_02073	Syai.g_00649
OG0000536	Prbk.g_02074	Syai.g_00650
OG0000537	Prbk.g_02075	Syai.g_00651
OG0000538	Prbk.g_01865	Syai.g_00662
OG0000539	Prbk.g_01041	Syai.g_00663
OG0000540	Prbk.g_01042	Syai.g_00664
OG0000541	Prbk.g_01043	Syai.g_00665
OG0000542	Prbk.g_01046	Syai.g_00668
OG0000543	Prbk.g_01048	Syai.g_00670
OG0000544	Prbk.g_01049	Syai.g_00671
OG0000545	Prbk.g_01050	Syai.g_00673
OG0000546	Prbk.g_01052	Syai.g_00675
OG0000547	Prbk.g_01054	Syai.g_00677
OG0000548	Prbk.g_01055	Syai.g_00678
OG0000549	Prbk.g_01061	Syai.g_00684
OG0000550	Prbk.g_01066	Syai.g_00689
OG0000551	Prbk.g_01070	Syai.g_00694
OG0000552	Prbk.g_01071	Syai.g_00695
OG0000553	Prbk.g_01076	Syai.g_00698
OG0000554	Prbk.g_01081	Syai.g_00708
OG0000555	Prbk.g_01099	Syai.g_00725
OG0000556	Prbk.g_02686	Syai.g_00728
OG0000557	Prbk.g_01898	Syai.g_00730
OG0000558	Prbk.g_01895	Syai.g_00732
OG0000559	Prbk.g_01891	Syai.g_00736
OG0000560	Prbk.g_01888	Syai.g_00739
OG0000561	Prbk.g_01887	Syai.g_00740
OG0000562	Prbk.g_01886	Syai.g_00741
OG0000563	Prbk.g_01885	Syai.g_00742
