Orthogroup	Prbd	Prau
OG0000160	Prbd.g_01211	Prau.g_00026
OG0000161	Prbd.g_01210	Prau.g_00027
OG0000162	Prbd.g_01209	Prau.g_00028
OG0000163	Prbd.g_01208	Prau.g_00029
OG0000164	Prbd.g_01205	Prau.g_00031
OG0000165	Prbd.g_01202	Prau.g_00034
OG0000166	Prbd.g_01201	Prau.g_00035
OG0000167	Prbd.g_01200	Prau.g_00036
OG0000168	Prbd.g_01198	Prau.g_00047
OG0000169	Prbd.g_01196	Prau.g_00049
OG0000170	Prbd.g_01195	Prau.g_00050
OG0000171	Prbd.g_01194	Prau.g_00051
OG0000172	Prbd.g_01192	Prau.g_00053
OG0000173	Prbd.g_01191	Prau.g_00054
OG0000174	Prbd.g_01190	Prau.g_00055
OG0000175	Prbd.g_01189	Prau.g_00056
OG0000176	Prbd.g_01187	Prau.g_00058
OG0000177	Prbd.g_01186	Prau.g_00059
OG0000178	Prbd.g_01185	Prau.g_00060
OG0000179	Prbd.g_01180	Prau.g_00066
OG0000180	Prbd.g_01179	Prau.g_00067
OG0000181	Prbd.g_01178	Prau.g_00068
OG0000182	Prbd.g_01175	Prau.g_00071
OG0000183	Prbd.g_01174	Prau.g_00072
OG0000184	Prbd.g_01171	Prau.g_00074
OG0000185	Prbd.g_01167	Prau.g_00078
OG0000186	Prbd.g_01166	Prau.g_00079
OG0000187	Prbd.g_01165	Prau.g_00080
OG0000188	Prbd.g_01164	Prau.g_00081
OG0000189	Prbd.g_01163	Prau.g_00082
OG0000190	Prbd.g_01162	Prau.g_00083
OG0000191	Prbd.g_01161	Prau.g_00084
OG0000192	Prbd.g_01160	Prau.g_00085
OG0000193	Prbd.g_01159	Prau.g_00086
OG0000194	Prbd.g_01158	Prau.g_00087
OG0000195	Prbd.g_01156	Prau.g_00089
OG0000196	Prbd.g_01155	Prau.g_00090
OG0000197	Prbd.g_01154	Prau.g_00091
OG0000198	Prbd.g_01153	Prau.g_00092
OG0000199	Prbd.g_01150	Prau.g_00095
OG0000200	Prbd.g_01149	Prau.g_00096
OG0000201	Prbd.g_01148	Prau.g_00097
OG0000202	Prbd.g_01147	Prau.g_00098
OG0000203	Prbd.g_01146	Prau.g_00099
OG0000204	Prbd.g_01145	Prau.g_00100
OG0000205	Prbd.g_01144	Prau.g_00101
OG0000206	Prbd.g_01143	Prau.g_00102
OG0000207	Prbd.g_01142	Prau.g_00103
OG0000208	Prbd.g_01141	Prau.g_00104
OG0000209	Prbd.g_01140	Prau.g_00105
OG0000210	Prbd.g_01138	Prau.g_00107
OG0000211	Prbd.g_01137	Prau.g_00108
OG0000212	Prbd.g_01136	Prau.g_00109
OG0000213	Prbd.g_01135	Prau.g_00110
OG0000214	Prbd.g_01133	Prau.g_00112
OG0000215	Prbd.g_01132	Prau.g_00113
OG0000216	Prbd.g_01130	Prau.g_00115
OG0000217	Prbd.g_01128	Prau.g_00116
OG0000218	Prbd.g_01127	Prau.g_00117
OG0000219	Prbd.g_01126	Prau.g_00118
OG0000220	Prbd.g_01123	Prau.g_00121
OG0000221	Prbd.g_01121	Prau.g_00123
OG0000222	Prbd.g_01120	Prau.g_00124
OG0000223	Prbd.g_01119	Prau.g_00125
OG0000224	Prbd.g_01116	Prau.g_00128
OG0000225	Prbd.g_01114	Prau.g_00130
OG0000226	Prbd.g_01113	Prau.g_00131
OG0000227	Prbd.g_01112	Prau.g_00132
OG0000228	Prbd.g_01111	Prau.g_00133
OG0000229	Prbd.g_01110	Prau.g_00134
OG0000230	Prbd.g_01109	Prau.g_00135
OG0000231	Prbd.g_01107	Prau.g_00137
OG0000232	Prbd.g_01106	Prau.g_00138
OG0000233	Prbd.g_01102	Prau.g_00141
OG0000234	Prbd.g_01100	Prau.g_00143
OG0000235	Prbd.g_01095	Prau.g_00146
OG0000236	Prbd.g_01094	Prau.g_00147
OG0000237	Prbd.g_01093	Prau.g_00148
OG0000238	Prbd.g_01092	Prau.g_00149
OG0000239	Prbd.g_01091	Prau.g_00150
OG0000240	Prbd.g_01089	Prau.g_00152
OG0000241	Prbd.g_01088	Prau.g_00153
OG0000242	Prbd.g_01087	Prau.g_00154
OG0000243	Prbd.g_01086	Prau.g_00155
OG0000244	Prbd.g_01085	Prau.g_00156
OG0000245	Prbd.g_01084	Prau.g_00157
OG0000246	Prbd.g_01082	Prau.g_00159
OG0000247	Prbd.g_01081	Prau.g_00160
OG0000248	Prbd.g_01080	Prau.g_00161
OG0000249	Prbd.g_01079	Prau.g_00162
OG0000250	Prbd.g_01078	Prau.g_00163
OG0000251	Prbd.g_01077	Prau.g_00164
OG0000252	Prbd.g_01076	Prau.g_00165
OG0000253	Prbd.g_01075	Prau.g_00166
OG0000254	Prbd.g_01073	Prau.g_00168
OG0000255	Prbd.g_01072	Prau.g_00169
OG0000256	Prbd.g_01069	Prau.g_00172
OG0000257	Prbd.g_01067	Prau.g_00174
OG0000258	Prbd.g_01066	Prau.g_00175
OG0000259	Prbd.g_01065	Prau.g_00176
OG0000260	Prbd.g_01064	Prau.g_00177
OG0000261	Prbd.g_01063	Prau.g_00178
OG0000262	Prbd.g_01062	Prau.g_00179
OG0000263	Prbd.g_01061	Prau.g_00180
OG0000264	Prbd.g_01059	Prau.g_00182
OG0000265	Prbd.g_01058	Prau.g_00183
OG0000266	Prbd.g_01057	Prau.g_00184
OG0000267	Prbd.g_01055	Prau.g_00186
OG0000268	Prbd.g_01054	Prau.g_00187
OG0000269	Prbd.g_01053	Prau.g_00188
OG0000270	Prbd.g_01052	Prau.g_00189
OG0000271	Prbd.g_01051	Prau.g_00190
OG0000272	Prbd.g_01050	Prau.g_00191
OG0000273	Prbd.g_01049	Prau.g_00192
OG0000274	Prbd.g_01048	Prau.g_00193
OG0000275	Prbd.g_01047	Prau.g_00194
OG0000276	Prbd.g_01046	Prau.g_00195
OG0000277	Prbd.g_01045	Prau.g_00196
OG0000278	Prbd.g_01044	Prau.g_00197
OG0000279	Prbd.g_01043	Prau.g_00198
OG0000280	Prbd.g_01042	Prau.g_00199
OG0000281	Prbd.g_01040	Prau.g_00201
OG0000282	Prbd.g_01039	Prau.g_00202
OG0000283	Prbd.g_01036	Prau.g_00205
OG0000284	Prbd.g_01035	Prau.g_00206
OG0000285	Prbd.g_01034	Prau.g_00207
OG0000286	Prbd.g_01032	Prau.g_00209
OG0000287	Prbd.g_01031	Prau.g_00210
OG0000288	Prbd.g_01030	Prau.g_00211
OG0000289	Prbd.g_01029	Prau.g_00212
OG0000290	Prbd.g_01028	Prau.g_00213
OG0000291	Prbd.g_01027	Prau.g_00214
OG0000292	Prbd.g_01026	Prau.g_00215
OG0000293	Prbd.g_01025	Prau.g_00216
OG0000294	Prbd.g_01024	Prau.g_00217
OG0000295	Prbd.g_01023	Prau.g_00218
OG0000296	Prbd.g_01022	Prau.g_00219
OG0000297	Prbd.g_01021	Prau.g_00220
OG0000298	Prbd.g_01020	Prau.g_00221
OG0000299	Prbd.g_01019	Prau.g_00222
OG0000300	Prbd.g_01018	Prau.g_00223
OG0000301	Prbd.g_01017	Prau.g_00224
OG0000302	Prbd.g_01016	Prau.g_00225
OG0000303	Prbd.g_01015	Prau.g_00226
OG0000304	Prbd.g_01013	Prau.g_00227
OG0000305	Prbd.g_01012	Prau.g_00228
OG0000306	Prbd.g_01011	Prau.g_00229
OG0000307	Prbd.g_01010	Prau.g_00230
OG0000308	Prbd.g_01009	Prau.g_00231
OG0000309	Prbd.g_01008	Prau.g_00232
OG0000310	Prbd.g_01007	Prau.g_00233
OG0000311	Prbd.g_01006	Prau.g_00234
OG0000312	Prbd.g_01004	Prau.g_00236
OG0000313	Prbd.g_01003	Prau.g_00237
OG0000314	Prbd.g_01000	Prau.g_00240
OG0000315	Prbd.g_00999	Prau.g_00241
OG0000316	Prbd.g_00997	Prau.g_00244
OG0000317	Prbd.g_00995	Prau.g_00246
OG0000318	Prbd.g_00994	Prau.g_00247
OG0000319	Prbd.g_00993	Prau.g_00248
OG0000320	Prbd.g_00992	Prau.g_00249
OG0000321	Prbd.g_00989	Prau.g_00252
OG0000322	Prbd.g_00986	Prau.g_00255
OG0000323	Prbd.g_00985	Prau.g_00256
OG0000324	Prbd.g_00982	Prau.g_00259
OG0000325	Prbd.g_00980	Prau.g_00261
OG0000326	Prbd.g_00979	Prau.g_00262
OG0000327	Prbd.g_00977	Prau.g_00264
OG0000328	Prbd.g_00976	Prau.g_00265
OG0000329	Prbd.g_00975	Prau.g_00266
OG0000330	Prbd.g_00974	Prau.g_00267
OG0000331	Prbd.g_00973	Prau.g_00268
OG0000332	Prbd.g_00972	Prau.g_00269
OG0000333	Prbd.g_00971	Prau.g_00270
OG0000334	Prbd.g_00970	Prau.g_00271
OG0000335	Prbd.g_00969	Prau.g_00272
OG0000336	Prbd.g_00968	Prau.g_00273
OG0000337	Prbd.g_00964	Prau.g_00277
OG0000338	Prbd.g_00963	Prau.g_00278
OG0000339	Prbd.g_00962	Prau.g_00279
OG0000340	Prbd.g_00961	Prau.g_00280
OG0000341	Prbd.g_00957	Prau.g_00284
OG0000342	Prbd.g_00956	Prau.g_00285
OG0000343	Prbd.g_00954	Prau.g_00287
OG0000344	Prbd.g_00953	Prau.g_00288
OG0000345	Prbd.g_00952	Prau.g_00289
OG0000346	Prbd.g_00951	Prau.g_00290
OG0000347	Prbd.g_00950	Prau.g_00291
OG0000348	Prbd.g_00949	Prau.g_00292
OG0000349	Prbd.g_00948	Prau.g_00293
OG0000350	Prbd.g_00947	Prau.g_00294
OG0000351	Prbd.g_00944	Prau.g_00297
OG0000352	Prbd.g_00941	Prau.g_00300
OG0000353	Prbd.g_00940	Prau.g_00301
OG0000354	Prbd.g_00939	Prau.g_00302
OG0000355	Prbd.g_00938	Prau.g_00303
OG0000356	Prbd.g_00937	Prau.g_00304
OG0000357	Prbd.g_00936	Prau.g_00305
OG0000358	Prbd.g_00935	Prau.g_00306
OG0000359	Prbd.g_00934	Prau.g_00307
OG0000360	Prbd.g_00931	Prau.g_00310
OG0000361	Prbd.g_00930	Prau.g_00311
OG0000362	Prbd.g_00929	Prau.g_00312
OG0000363	Prbd.g_00928	Prau.g_00313
OG0000364	Prbd.g_00927	Prau.g_00314
OG0000365	Prbd.g_00926	Prau.g_00315
OG0000366	Prbd.g_00925	Prau.g_00316
OG0000367	Prbd.g_00924	Prau.g_00317
OG0000368	Prbd.g_00923	Prau.g_00318
OG0000369	Prbd.g_00922	Prau.g_00319
OG0000370	Prbd.g_00921	Prau.g_00320
OG0000371	Prbd.g_00920	Prau.g_00321
OG0000372	Prbd.g_00918	Prau.g_00323
OG0000373	Prbd.g_00916	Prau.g_00325
OG0000374	Prbd.g_00915	Prau.g_00326
OG0000375	Prbd.g_00914	Prau.g_00327
OG0000376	Prbd.g_00912	Prau.g_00329
OG0000377	Prbd.g_00911	Prau.g_00330
OG0000378	Prbd.g_00910	Prau.g_00331
OG0000379	Prbd.g_00905	Prau.g_00336
OG0000380	Prbd.g_00904	Prau.g_00337
OG0000381	Prbd.g_00903	Prau.g_00338
OG0000382	Prbd.g_00901	Prau.g_00340
OG0000383	Prbd.g_00898	Prau.g_00343
OG0000384	Prbd.g_00897	Prau.g_00344
OG0000385	Prbd.g_00894	Prau.g_00347
OG0000386	Prbd.g_00893	Prau.g_00348
OG0000387	Prbd.g_00892	Prau.g_00349
OG0000388	Prbd.g_00891	Prau.g_00350
OG0000389	Prbd.g_00890	Prau.g_00351
OG0000390	Prbd.g_00889	Prau.g_00352
OG0000391	Prbd.g_00888	Prau.g_00353
OG0000392	Prbd.g_00887	Prau.g_00354
OG0000393	Prbd.g_00884	Prau.g_00357
OG0000394	Prbd.g_00883	Prau.g_00358
OG0000395	Prbd.g_00881	Prau.g_00360
OG0000396	Prbd.g_00880	Prau.g_00361
OG0000397	Prbd.g_00867	Prau.g_00374
OG0000398	Prbd.g_00859	Prau.g_00382
OG0000399	Prbd.g_00858	Prau.g_00383
OG0000400	Prbd.g_00852	Prau.g_00389
OG0000401	Prbd.g_00811	Prau.g_00472
OG0000402	Prbd.g_00810	Prau.g_00473
OG0000403	Prbd.g_00809	Prau.g_00474
OG0000404	Prbd.g_00807	Prau.g_00476
OG0000405	Prbd.g_00806	Prau.g_00477
OG0000406	Prbd.g_00804	Prau.g_00479
OG0000407	Prbd.g_00803	Prau.g_00480
OG0000408	Prbd.g_00802	Prau.g_00481
OG0000409	Prbd.g_00801	Prau.g_00482
OG0000410	Prbd.g_00800	Prau.g_00483
OG0000411	Prbd.g_00799	Prau.g_00484
OG0000412	Prbd.g_00798	Prau.g_00485
OG0000413	Prbd.g_00797	Prau.g_00486
OG0000414	Prbd.g_00796	Prau.g_00487
OG0000415	Prbd.g_00795	Prau.g_00488
OG0000416	Prbd.g_00794	Prau.g_00489
OG0000417	Prbd.g_00793	Prau.g_00490
OG0000418	Prbd.g_00792	Prau.g_00491
OG0000419	Prbd.g_00791	Prau.g_00492
OG0000420	Prbd.g_00790	Prau.g_00493
OG0000421	Prbd.g_00789	Prau.g_00494
OG0000422	Prbd.g_00787	Prau.g_00496
OG0000423	Prbd.g_00786	Prau.g_00497
OG0000424	Prbd.g_00784	Prau.g_00499
OG0000425	Prbd.g_00781	Prau.g_00503
OG0000426	Prbd.g_00780	Prau.g_00504
OG0000427	Prbd.g_00779	Prau.g_00505
OG0000428	Prbd.g_00778	Prau.g_00506
OG0000429	Prbd.g_00777	Prau.g_00507
OG0000430	Prbd.g_00771	Prau.g_00512
OG0000431	Prbd.g_00769	Prau.g_00514
OG0000432	Prbd.g_00768	Prau.g_00515
OG0000433	Prbd.g_00765	Prau.g_00518
OG0000434	Prbd.g_00764	Prau.g_00519
OG0000435	Prbd.g_00763	Prau.g_00520
OG0000436	Prbd.g_00761	Prau.g_00522
OG0000437	Prbd.g_00759	Prau.g_00524
OG0000438	Prbd.g_00758	Prau.g_00525
OG0000439	Prbd.g_00757	Prau.g_00526
OG0000440	Prbd.g_00755	Prau.g_00528
OG0000441	Prbd.g_00754	Prau.g_00529
OG0000442	Prbd.g_00753	Prau.g_00530
OG0000443	Prbd.g_00752	Prau.g_00531
OG0000444	Prbd.g_00751	Prau.g_00532
OG0000445	Prbd.g_00750	Prau.g_00533
OG0000446	Prbd.g_00749	Prau.g_00534
OG0000447	Prbd.g_00748	Prau.g_00535
OG0000448	Prbd.g_00747	Prau.g_00536
OG0000449	Prbd.g_00742	Prau.g_00541
OG0000450	Prbd.g_00741	Prau.g_00542
OG0000451	Prbd.g_00740	Prau.g_00543
OG0000452	Prbd.g_00739	Prau.g_00544
OG0000453	Prbd.g_00737	Prau.g_00546
OG0000454	Prbd.g_00736	Prau.g_00547
OG0000455	Prbd.g_00735	Prau.g_00548
OG0000456	Prbd.g_00734	Prau.g_00549
OG0000457	Prbd.g_00732	Prau.g_00551
OG0000458	Prbd.g_00730	Prau.g_00553
OG0000459	Prbd.g_00729	Prau.g_00554
OG0000460	Prbd.g_00727	Prau.g_00556
OG0000461	Prbd.g_00726	Prau.g_00557
OG0000462	Prbd.g_00725	Prau.g_00558
OG0000463	Prbd.g_00724	Prau.g_00559
OG0000464	Prbd.g_00719	Prau.g_00564
OG0000465	Prbd.g_00717	Prau.g_00565
OG0000466	Prbd.g_00716	Prau.g_00566
OG0000467	Prbd.g_00715	Prau.g_00567
OG0000468	Prbd.g_00714	Prau.g_00568
OG0000469	Prbd.g_00713	Prau.g_00569
OG0000470	Prbd.g_00712	Prau.g_00570
OG0000471	Prbd.g_00711	Prau.g_00571
OG0000472	Prbd.g_00708	Prau.g_00574
OG0000473	Prbd.g_00707	Prau.g_00575
OG0000474	Prbd.g_00706	Prau.g_00576
OG0000475	Prbd.g_00705	Prau.g_00577
OG0000476	Prbd.g_00704	Prau.g_00578
OG0000477	Prbd.g_00702	Prau.g_00580
OG0000478	Prbd.g_00701	Prau.g_00581
OG0000479	Prbd.g_00700	Prau.g_00582
OG0000480	Prbd.g_00698	Prau.g_00584
OG0000481	Prbd.g_00697	Prau.g_00585
OG0000482	Prbd.g_00696	Prau.g_00586
OG0000483	Prbd.g_00695	Prau.g_00587
OG0000484	Prbd.g_00694	Prau.g_00588
OG0000485	Prbd.g_00693	Prau.g_00589
OG0000486	Prbd.g_00692	Prau.g_00590
OG0000487	Prbd.g_00691	Prau.g_00591
OG0000488	Prbd.g_00689	Prau.g_00593
OG0000489	Prbd.g_00688	Prau.g_00594
OG0000490	Prbd.g_00687	Prau.g_00595
OG0000491	Prbd.g_00686	Prau.g_00596
OG0000492	Prbd.g_00685	Prau.g_00597
OG0000493	Prbd.g_00684	Prau.g_00598
OG0000494	Prbd.g_00682	Prau.g_00600
OG0000495	Prbd.g_00681	Prau.g_00601
OG0000496	Prbd.g_00680	Prau.g_00602
OG0000497	Prbd.g_00679	Prau.g_00603
OG0000498	Prbd.g_00678	Prau.g_00604
OG0000499	Prbd.g_00676	Prau.g_00606
OG0000500	Prbd.g_00675	Prau.g_00607
OG0000501	Prbd.g_00673	Prau.g_00609
OG0000502	Prbd.g_00672	Prau.g_00610
OG0000503	Prbd.g_00671	Prau.g_00611
OG0000504	Prbd.g_00670	Prau.g_00612
OG0000505	Prbd.g_00669	Prau.g_00613
OG0000506	Prbd.g_00668	Prau.g_00614
OG0000507	Prbd.g_00667	Prau.g_00615
OG0000508	Prbd.g_00665	Prau.g_00617
OG0000509	Prbd.g_00664	Prau.g_00618
OG0000510	Prbd.g_00663	Prau.g_00619
OG0000511	Prbd.g_00662	Prau.g_00620
OG0000512	Prbd.g_00661	Prau.g_00621
OG0000513	Prbd.g_00660	Prau.g_00622
OG0000514	Prbd.g_00659	Prau.g_00623
OG0000515	Prbd.g_00657	Prau.g_00625
OG0000516	Prbd.g_00656	Prau.g_00626
OG0000517	Prbd.g_00655	Prau.g_00627
OG0000518	Prbd.g_00653	Prau.g_00629
OG0000519	Prbd.g_00652	Prau.g_00630
OG0000520	Prbd.g_00651	Prau.g_00631
OG0000521	Prbd.g_00650	Prau.g_00632
OG0000522	Prbd.g_00649	Prau.g_00633
OG0000523	Prbd.g_00648	Prau.g_00634
OG0000524	Prbd.g_00647	Prau.g_00635
OG0000525	Prbd.g_00645	Prau.g_00637
OG0000526	Prbd.g_00644	Prau.g_00638
OG0000527	Prbd.g_00643	Prau.g_00639
OG0000528	Prbd.g_00642	Prau.g_00640
OG0000529	Prbd.g_00641	Prau.g_00641
OG0000530	Prbd.g_00640	Prau.g_00642
OG0000531	Prbd.g_00639	Prau.g_00643
OG0000532	Prbd.g_00638	Prau.g_00644
OG0000533	Prbd.g_00637	Prau.g_00645
OG0000534	Prbd.g_00636	Prau.g_00646
OG0000535	Prbd.g_00635	Prau.g_00647
OG0000536	Prbd.g_00634	Prau.g_00648
OG0000537	Prbd.g_00633	Prau.g_00649
OG0000538	Prbd.g_00632	Prau.g_00650
OG0000539	Prbd.g_00631	Prau.g_00651
OG0000540	Prbd.g_00630	Prau.g_00652
OG0000541	Prbd.g_00629	Prau.g_00653
OG0000542	Prbd.g_00628	Prau.g_00654
OG0000543	Prbd.g_00627	Prau.g_00655
OG0000544	Prbd.g_00626	Prau.g_00656
OG0000545	Prbd.g_00623	Prau.g_00661
OG0000546	Prbd.g_00622	Prau.g_00662
OG0000547	Prbd.g_00620	Prau.g_00664
OG0000548	Prbd.g_00619	Prau.g_00665
