Orthogroup	Prbd	Prad
OG0000057	Prbd.g_01537	Prad.g_00965
OG0000058	Prbd.g_00767	Prad.g_00032
OG0000059	Prbd.g_00546	Prad.g_01272
OG0000060	Prbd.g_00036	Prad.g_01080
OG0000061	Prbd.g_00284	Prad.g_00166
OG0000062	Prbd.g_00427	Prad.g_01989
OG0000063	Prbd.g_01895	Prad.g_01214
OG0000064	Prbd.g_01884	Prad.g_00320
OG0000064	Prbd.g_01536	Prad.g_00964
OG0000065	Prbd.g_01801	Prad.g_00628
OG0000066	Prbd.g_01737	Prad.g_00564
OG0000067	Prbd.g_00534	Prad.g_01212
OG0000068	Prbd.g_01391	Prad.g_00807
OG0000069	Prbd.g_01730	Prad.g_00561
OG0000071	Prbd.g_01226	Prad.g_01975
OG0000072	Prbd.g_00917	Prad.g_01669
OG0000073	Prbd.g_00575	Prad.g_01243
OG0000074	Prbd.g_00553	Prad.g_01265
OG0000075	Prbd.g_00109	Prad.g_01153
OG0000076	Prbd.g_00340	Prad.g_01018
OG0000077	Prbd.g_01913	Prad.g_01983
OG0000078	Prbd.g_01734	Prad.g_00566
OG0000079	Prbd.g_01610	Prad.g_00436
OG0000080	Prbd.g_01561	Prad.g_00383
OG0000081	Prbd.g_01361	Prad.g_00777
OG0000082	Prbd.g_01272	Prad.g_01570
OG0000083	Prbd.g_01234	Prad.g_01533
OG0000084	Prbd.g_01231	Prad.g_01530
OG0000085	Prbd.g_01214	Prad.g_01963
OG0000087	Prbd.g_01188	Prad.g_01937
OG0000088	Prbd.g_01131	Prad.g_01880, Prad.g_00011
OG0000089	Prbd.g_01122	Prad.g_01872
OG0000090	Prbd.g_01104, Prbd.g_01103	Prad.g_01854
OG0000091	Prbd.g_01071	Prad.g_01822
OG0000092	Prbd.g_01070	Prad.g_01821
OG0000093	Prbd.g_01056	Prad.g_01807
OG0000094	Prbd.g_01038	Prad.g_01789
OG0000095	Prbd.g_01033	Prad.g_01784
OG0000096	Prbd.g_00988	Prad.g_01740
OG0000097	Prbd.g_00965	Prad.g_01717
OG0000098	Prbd.g_00955	Prad.g_01707
OG0000099	Prbd.g_00945	Prad.g_01697
OG0000100	Prbd.g_00942	Prad.g_01694
OG0000101	Prbd.g_00882	Prad.g_00754
OG0000102	Prbd.g_00855	Prad.g_00727
OG0000103	Prbd.g_00766	Prad.g_00031
OG0000104	Prbd.g_00762	Prad.g_00027
OG0000105	Prbd.g_00743	Prad.g_00130
OG0000106	Prbd.g_00710	Prad.g_00097
OG0000107	Prbd.g_00709	Prad.g_00096
OG0000108	Prbd.g_00699	Prad.g_01333
OG0000109	Prbd.g_00690	Prad.g_01342
OG0000110	Prbd.g_00674	Prad.g_01358
OG0000111	Prbd.g_00593	Prad.g_01225
OG0000112	Prbd.g_00592	Prad.g_01226
OG0000113	Prbd.g_00029	Prad.g_01071
OG0000114	Prbd.g_00100	Prad.g_01144
OG0000115	Prbd.g_00264	Prad.g_00186
OG0000116	Prbd.g_00268	Prad.g_00182
OG0000117	Prbd.g_00337	Prad.g_01021
OG0000118	Prbd.g_00389	Prad.g_00972
OG0000119	Prbd.g_00430	Prad.g_01526
OG0000120	Prbd.g_00474	Prad.g_01490
OG0000121	Prbd.g_00493	Prad.g_01471, Prad.g_01470
OG0000122	Prbd.g_00512	Prad.g_01451
OG0000123	Prbd.g_00525	Prad.g_01438
OG0000124	Prbd.g_01921	Prad.g_00076
OG0000125	Prbd.g_01789	Prad.g_00616
OG0000126	Prbd.g_01764	Prad.g_00594
OG0000127	Prbd.g_01702	Prad.g_00528
OG0000128	Prbd.g_01688	Prad.g_00514
OG0000129	Prbd.g_01652	Prad.g_00477
OG0000130	Prbd.g_01527	Prad.g_00943
OG0000131	Prbd.g_01489	Prad.g_00905
OG0000132	Prbd.g_01486	Prad.g_00902
OG0000133	Prbd.g_01432	Prad.g_00848
OG0000134	Prbd.g_01396	Prad.g_00812
OG0000135	Prbd.g_01394	Prad.g_00810
OG0000136	Prbd.g_01350	Prad.g_00766
OG0000136	Prbd.g_01350	Prad.g_01294
OG0000137	Prbd.g_01317	Prad.g_01615
OG0000138	Prbd.g_01281	Prad.g_01580
OG0000139	Prbd.g_01255	Prad.g_01553
OG0000140	Prbd.g_01236	Prad.g_01535
OG0000141	Prbd.g_01235	Prad.g_01534
OG0000142	Prbd.g_01233	Prad.g_01532
OG0000143	Prbd.g_01232	Prad.g_01531
OG0000144	Prbd.g_01230	Prad.g_01529
OG0000145	Prbd.g_01229	Prad.g_01528
OG0000146	Prbd.g_01228	Prad.g_01527
OG0000147	Prbd.g_01227	Prad.g_01976
OG0000148	Prbd.g_01225	Prad.g_01974
OG0000149	Prbd.g_01223	Prad.g_01972
OG0000150	Prbd.g_01222	Prad.g_01971
OG0000151	Prbd.g_01221	Prad.g_01970
OG0000152	Prbd.g_01220	Prad.g_01969
OG0000153	Prbd.g_01219	Prad.g_01968
OG0000154	Prbd.g_01218	Prad.g_01967
OG0000155	Prbd.g_01217	Prad.g_01966
OG0000156	Prbd.g_01216	Prad.g_01965
OG0000157	Prbd.g_01215	Prad.g_01964
OG0000158	Prbd.g_01213	Prad.g_01962
OG0000159	Prbd.g_01212	Prad.g_01961
OG0000160	Prbd.g_01211	Prad.g_01960
OG0000161	Prbd.g_01210	Prad.g_01959
OG0000162	Prbd.g_01209	Prad.g_01958
OG0000163	Prbd.g_01208	Prad.g_01957
OG0000164	Prbd.g_01205	Prad.g_01954
OG0000165	Prbd.g_01202	Prad.g_01951
OG0000166	Prbd.g_01201	Prad.g_01950
OG0000167	Prbd.g_01200	Prad.g_01949
OG0000168	Prbd.g_01198	Prad.g_01947
OG0000169	Prbd.g_01196	Prad.g_01945
OG0000170	Prbd.g_01195	Prad.g_01944
OG0000171	Prbd.g_01194	Prad.g_01943
OG0000172	Prbd.g_01192	Prad.g_01941
OG0000173	Prbd.g_01191	Prad.g_01940
OG0000174	Prbd.g_01190	Prad.g_01939
OG0000175	Prbd.g_01189	Prad.g_01938
OG0000176	Prbd.g_01187	Prad.g_01936
OG0000177	Prbd.g_01186	Prad.g_01935
OG0000178	Prbd.g_01185	Prad.g_01934
OG0000179	Prbd.g_01180	Prad.g_01929
OG0000180	Prbd.g_01179	Prad.g_01928
OG0000181	Prbd.g_01178	Prad.g_01927
OG0000182	Prbd.g_01175	Prad.g_01924
OG0000183	Prbd.g_01174	Prad.g_01923
OG0000184	Prbd.g_01171	Prad.g_01920
OG0000185	Prbd.g_01167	Prad.g_01916
OG0000186	Prbd.g_01166	Prad.g_01915
OG0000187	Prbd.g_01165	Prad.g_01914
OG0000188	Prbd.g_01164	Prad.g_01913
OG0000189	Prbd.g_01163	Prad.g_01912
OG0000190	Prbd.g_01162	Prad.g_01911
OG0000191	Prbd.g_01161	Prad.g_01910
OG0000192	Prbd.g_01160	Prad.g_01909
OG0000193	Prbd.g_01159	Prad.g_01908
OG0000194	Prbd.g_01158	Prad.g_01907
OG0000195	Prbd.g_01156	Prad.g_01905
OG0000196	Prbd.g_01155	Prad.g_01904
OG0000197	Prbd.g_01154	Prad.g_01903
OG0000198	Prbd.g_01153	Prad.g_01902
OG0000199	Prbd.g_01150	Prad.g_01899
OG0000200	Prbd.g_01149	Prad.g_01898
OG0000201	Prbd.g_01148	Prad.g_01897
OG0000202	Prbd.g_01147	Prad.g_01896
OG0000203	Prbd.g_01146	Prad.g_01895
OG0000204	Prbd.g_01145	Prad.g_01894
OG0000205	Prbd.g_01144	Prad.g_01893
OG0000206	Prbd.g_01143	Prad.g_01892
OG0000207	Prbd.g_01142	Prad.g_01891
OG0000208	Prbd.g_01141	Prad.g_01890
OG0000209	Prbd.g_01140	Prad.g_01889
OG0000210	Prbd.g_01138	Prad.g_01887
OG0000211	Prbd.g_01137	Prad.g_01886
OG0000212	Prbd.g_01136	Prad.g_01885
OG0000213	Prbd.g_01135	Prad.g_01884
OG0000214	Prbd.g_01133	Prad.g_01882
OG0000215	Prbd.g_01132	Prad.g_01881
OG0000216	Prbd.g_01130	Prad.g_01879
OG0000217	Prbd.g_01128	Prad.g_01878
OG0000218	Prbd.g_01127	Prad.g_01877
OG0000219	Prbd.g_01126	Prad.g_01876
OG0000220	Prbd.g_01123	Prad.g_01873
OG0000221	Prbd.g_01121	Prad.g_01871
OG0000222	Prbd.g_01120	Prad.g_01870
OG0000223	Prbd.g_01119	Prad.g_01869
OG0000224	Prbd.g_01116	Prad.g_01866
OG0000225	Prbd.g_01114	Prad.g_01864
OG0000226	Prbd.g_01113	Prad.g_01863
OG0000227	Prbd.g_01112	Prad.g_01862
OG0000228	Prbd.g_01111	Prad.g_01861
OG0000229	Prbd.g_01110	Prad.g_01860
OG0000230	Prbd.g_01109	Prad.g_01859
OG0000231	Prbd.g_01107	Prad.g_01857
OG0000232	Prbd.g_01106	Prad.g_01856
OG0000233	Prbd.g_01102	Prad.g_01853
OG0000234	Prbd.g_01100	Prad.g_01851
OG0000235	Prbd.g_01095	Prad.g_01846
OG0000236	Prbd.g_01094	Prad.g_01845
OG0000237	Prbd.g_01093	Prad.g_01844
OG0000238	Prbd.g_01092	Prad.g_01843
OG0000239	Prbd.g_01091	Prad.g_01842
OG0000240	Prbd.g_01089	Prad.g_01840
OG0000241	Prbd.g_01088	Prad.g_01839
OG0000242	Prbd.g_01087	Prad.g_01838
OG0000243	Prbd.g_01086	Prad.g_01837
OG0000244	Prbd.g_01085	Prad.g_01836
OG0000245	Prbd.g_01084	Prad.g_01835
OG0000246	Prbd.g_01082	Prad.g_01833
OG0000247	Prbd.g_01081	Prad.g_01832
OG0000248	Prbd.g_01080	Prad.g_01831
OG0000249	Prbd.g_01079	Prad.g_01830
OG0000250	Prbd.g_01078	Prad.g_01829
OG0000251	Prbd.g_01077	Prad.g_01828
OG0000252	Prbd.g_01076	Prad.g_01827
OG0000253	Prbd.g_01075	Prad.g_01826
OG0000254	Prbd.g_01073	Prad.g_01824
OG0000255	Prbd.g_01072	Prad.g_01823
OG0000256	Prbd.g_01069	Prad.g_01820
OG0000257	Prbd.g_01067	Prad.g_01818
OG0000258	Prbd.g_01066	Prad.g_01817
OG0000259	Prbd.g_01065	Prad.g_01816
OG0000260	Prbd.g_01064	Prad.g_01815
OG0000261	Prbd.g_01063	Prad.g_01814
OG0000262	Prbd.g_01062	Prad.g_01813
OG0000263	Prbd.g_01061	Prad.g_01812
OG0000264	Prbd.g_01059	Prad.g_01810
OG0000265	Prbd.g_01058	Prad.g_01809
OG0000266	Prbd.g_01057	Prad.g_01808
OG0000267	Prbd.g_01055	Prad.g_01806
OG0000268	Prbd.g_01054	Prad.g_01805
OG0000269	Prbd.g_01053	Prad.g_01804
OG0000270	Prbd.g_01052	Prad.g_01803
OG0000271	Prbd.g_01051	Prad.g_01802
OG0000272	Prbd.g_01050	Prad.g_01801
OG0000273	Prbd.g_01049	Prad.g_01800
OG0000274	Prbd.g_01048	Prad.g_01799
OG0000275	Prbd.g_01047	Prad.g_01798
OG0000276	Prbd.g_01046	Prad.g_01797
OG0000277	Prbd.g_01045	Prad.g_01796
OG0000278	Prbd.g_01044	Prad.g_01795
OG0000279	Prbd.g_01043	Prad.g_01794
OG0000280	Prbd.g_01042	Prad.g_01793
OG0000281	Prbd.g_01040	Prad.g_01791
OG0000282	Prbd.g_01039	Prad.g_01790
OG0000283	Prbd.g_01036	Prad.g_01787
OG0000284	Prbd.g_01035	Prad.g_01786
OG0000285	Prbd.g_01034	Prad.g_01785
OG0000286	Prbd.g_01032	Prad.g_01783
OG0000287	Prbd.g_01031	Prad.g_01782
OG0000288	Prbd.g_01030	Prad.g_01781
OG0000289	Prbd.g_01029	Prad.g_01780
OG0000290	Prbd.g_01028	Prad.g_01779
OG0000291	Prbd.g_01027	Prad.g_01778
OG0000292	Prbd.g_01026	Prad.g_01777
OG0000293	Prbd.g_01025	Prad.g_01776
OG0000294	Prbd.g_01024	Prad.g_01775
OG0000295	Prbd.g_01023	Prad.g_01774
OG0000296	Prbd.g_01022	Prad.g_01773
OG0000297	Prbd.g_01021	Prad.g_01772
OG0000298	Prbd.g_01020	Prad.g_01771
OG0000299	Prbd.g_01019	Prad.g_01770
OG0000300	Prbd.g_01018	Prad.g_01769
OG0000301	Prbd.g_01017	Prad.g_01768
OG0000302	Prbd.g_01016	Prad.g_01767
OG0000303	Prbd.g_01015	Prad.g_01766
OG0000304	Prbd.g_01013	Prad.g_01765
OG0000305	Prbd.g_01012	Prad.g_01764
OG0000306	Prbd.g_01011	Prad.g_01763
OG0000307	Prbd.g_01010	Prad.g_01762
OG0000308	Prbd.g_01009	Prad.g_01761
OG0000309	Prbd.g_01008	Prad.g_01760
OG0000310	Prbd.g_01007	Prad.g_01759
OG0000311	Prbd.g_01006	Prad.g_01758
OG0000312	Prbd.g_01004	Prad.g_01756
OG0000313	Prbd.g_01003	Prad.g_01755
OG0000314	Prbd.g_01000	Prad.g_01752
OG0000315	Prbd.g_00999	Prad.g_01751
OG0000316	Prbd.g_00997	Prad.g_01749
OG0000317	Prbd.g_00995	Prad.g_01747
OG0000318	Prbd.g_00994	Prad.g_01746
OG0000319	Prbd.g_00993	Prad.g_01745
OG0000320	Prbd.g_00992	Prad.g_01744
OG0000321	Prbd.g_00989	Prad.g_01741
OG0000322	Prbd.g_00986	Prad.g_01738
OG0000323	Prbd.g_00985	Prad.g_01737
OG0000324	Prbd.g_00982	Prad.g_01734
OG0000325	Prbd.g_00980	Prad.g_01732
OG0000326	Prbd.g_00979	Prad.g_01731
OG0000327	Prbd.g_00977	Prad.g_01729
OG0000328	Prbd.g_00976	Prad.g_01728
OG0000329	Prbd.g_00975	Prad.g_01727
OG0000330	Prbd.g_00974	Prad.g_01726
OG0000331	Prbd.g_00973	Prad.g_01725
OG0000332	Prbd.g_00972	Prad.g_01724
OG0000333	Prbd.g_00971	Prad.g_01723
OG0000334	Prbd.g_00970	Prad.g_01722
OG0000335	Prbd.g_00969	Prad.g_01721
OG0000336	Prbd.g_00968	Prad.g_01720
OG0000337	Prbd.g_00964	Prad.g_01716
OG0000338	Prbd.g_00963	Prad.g_01715
OG0000339	Prbd.g_00962	Prad.g_01714
OG0000340	Prbd.g_00961	Prad.g_01713
OG0000341	Prbd.g_00957	Prad.g_01709
OG0000342	Prbd.g_00956	Prad.g_01708
OG0000343	Prbd.g_00954	Prad.g_01706
OG0000344	Prbd.g_00953	Prad.g_01705
OG0000345	Prbd.g_00952	Prad.g_01704
OG0000346	Prbd.g_00951	Prad.g_01703
OG0000347	Prbd.g_00950	Prad.g_01702
OG0000348	Prbd.g_00949	Prad.g_01701
OG0000349	Prbd.g_00948	Prad.g_01700
OG0000350	Prbd.g_00947	Prad.g_01699
OG0000351	Prbd.g_00944	Prad.g_01696
OG0000352	Prbd.g_00941	Prad.g_01693
OG0000353	Prbd.g_00940	Prad.g_01692
OG0000354	Prbd.g_00939	Prad.g_01691
OG0000355	Prbd.g_00938	Prad.g_01690
OG0000356	Prbd.g_00937	Prad.g_01689
OG0000357	Prbd.g_00936	Prad.g_01688
OG0000358	Prbd.g_00935	Prad.g_01687
OG0000359	Prbd.g_00934	Prad.g_01686
OG0000360	Prbd.g_00931	Prad.g_01683
OG0000361	Prbd.g_00930	Prad.g_01682
OG0000362	Prbd.g_00929	Prad.g_01681
OG0000363	Prbd.g_00928	Prad.g_01680
OG0000364	Prbd.g_00927	Prad.g_01679
OG0000365	Prbd.g_00926	Prad.g_01678
OG0000366	Prbd.g_00925	Prad.g_01677
OG0000367	Prbd.g_00924	Prad.g_01676
OG0000368	Prbd.g_00923	Prad.g_01675
OG0000369	Prbd.g_00922	Prad.g_01674
OG0000370	Prbd.g_00921	Prad.g_01673
OG0000371	Prbd.g_00920	Prad.g_01672
OG0000372	Prbd.g_00918	Prad.g_01670
OG0000373	Prbd.g_00916	Prad.g_01668
OG0000374	Prbd.g_00915	Prad.g_01667
OG0000375	Prbd.g_00914	Prad.g_01666
OG0000376	Prbd.g_00912	Prad.g_01664
OG0000377	Prbd.g_00911	Prad.g_01663
OG0000378	Prbd.g_00910	Prad.g_01662
OG0000379	Prbd.g_00905	Prad.g_01657
OG0000380	Prbd.g_00904	Prad.g_01656
OG0000381	Prbd.g_00903	Prad.g_01655
OG0000382	Prbd.g_00901	Prad.g_01653
OG0000383	Prbd.g_00898	Prad.g_01650
OG0000384	Prbd.g_00897	Prad.g_01649
OG0000385	Prbd.g_00894	Prad.g_01646
OG0000386	Prbd.g_00893	Prad.g_01645
OG0000387	Prbd.g_00892	Prad.g_01644
OG0000388	Prbd.g_00891	Prad.g_01643
OG0000389	Prbd.g_00890	Prad.g_01642
OG0000390	Prbd.g_00889	Prad.g_00761
OG0000391	Prbd.g_00888	Prad.g_00760
OG0000392	Prbd.g_00887	Prad.g_00759
OG0000393	Prbd.g_00884	Prad.g_00756
OG0000394	Prbd.g_00883	Prad.g_00755
OG0000395	Prbd.g_00881	Prad.g_00753
OG0000396	Prbd.g_00880	Prad.g_00752
OG0000397	Prbd.g_00867	Prad.g_00738
OG0000398	Prbd.g_00859	Prad.g_00730
OG0000399	Prbd.g_00858	Prad.g_00729
OG0000400	Prbd.g_00852	Prad.g_00724
OG0000401	Prbd.g_00811	Prad.g_00671
OG0000402	Prbd.g_00810	Prad.g_00670
OG0000403	Prbd.g_00809	Prad.g_00669
OG0000404	Prbd.g_00807	Prad.g_00667
OG0000405	Prbd.g_00806	Prad.g_00666
OG0000406	Prbd.g_00804	Prad.g_00069
OG0000407	Prbd.g_00803	Prad.g_00068
OG0000408	Prbd.g_00802	Prad.g_00067
OG0000409	Prbd.g_00801	Prad.g_00066
OG0000410	Prbd.g_00800	Prad.g_00065
OG0000411	Prbd.g_00799	Prad.g_00064
OG0000412	Prbd.g_00798	Prad.g_00063
OG0000413	Prbd.g_00797	Prad.g_00062
OG0000414	Prbd.g_00796	Prad.g_00061
OG0000415	Prbd.g_00795	Prad.g_00060
OG0000416	Prbd.g_00794	Prad.g_00059
OG0000417	Prbd.g_00793	Prad.g_00058
OG0000418	Prbd.g_00792	Prad.g_00057
OG0000419	Prbd.g_00791	Prad.g_00056
OG0000420	Prbd.g_00790	Prad.g_00055
OG0000421	Prbd.g_00789	Prad.g_00054
OG0000422	Prbd.g_00787	Prad.g_00052
OG0000423	Prbd.g_00786	Prad.g_00051
OG0000424	Prbd.g_00784	Prad.g_00049
OG0000425	Prbd.g_00781	Prad.g_00045
OG0000426	Prbd.g_00780	Prad.g_00044
OG0000427	Prbd.g_00779	Prad.g_00043
OG0000428	Prbd.g_00778	Prad.g_00042
OG0000429	Prbd.g_00777	Prad.g_00041
OG0000430	Prbd.g_00771	Prad.g_00036
OG0000431	Prbd.g_00769	Prad.g_00034
OG0000432	Prbd.g_00768	Prad.g_00033
OG0000433	Prbd.g_00765	Prad.g_00030
OG0000434	Prbd.g_00764	Prad.g_00029
OG0000435	Prbd.g_00763	Prad.g_00028
OG0000436	Prbd.g_00761	Prad.g_00026
OG0000437	Prbd.g_00759	Prad.g_00024
OG0000438	Prbd.g_00758	Prad.g_00023
OG0000439	Prbd.g_00757	Prad.g_00022
OG0000440	Prbd.g_00755	Prad.g_00020
OG0000441	Prbd.g_00754	Prad.g_00019
OG0000442	Prbd.g_00753	Prad.g_00018
OG0000443	Prbd.g_00752	Prad.g_00017
OG0000444	Prbd.g_00751	Prad.g_00016
OG0000445	Prbd.g_00750	Prad.g_00015
OG0000446	Prbd.g_00749	Prad.g_00014
OG0000447	Prbd.g_00748	Prad.g_00013
OG0000448	Prbd.g_00747	Prad.g_00012
OG0000449	Prbd.g_00742	Prad.g_00129
OG0000450	Prbd.g_00741	Prad.g_00128
OG0000451	Prbd.g_00740	Prad.g_00127
OG0000452	Prbd.g_00739	Prad.g_00126
OG0000453	Prbd.g_00737	Prad.g_00124
OG0000454	Prbd.g_00736	Prad.g_00123
OG0000455	Prbd.g_00735	Prad.g_00122
OG0000456	Prbd.g_00734	Prad.g_00121
OG0000457	Prbd.g_00732	Prad.g_00119
OG0000458	Prbd.g_00730	Prad.g_00117
OG0000459	Prbd.g_00729	Prad.g_00116
OG0000460	Prbd.g_00727	Prad.g_00114
OG0000461	Prbd.g_00726	Prad.g_00113
OG0000462	Prbd.g_00725	Prad.g_00112
OG0000463	Prbd.g_00724	Prad.g_00111
OG0000464	Prbd.g_00719	Prad.g_00106
OG0000465	Prbd.g_00717	Prad.g_00104
OG0000466	Prbd.g_00716	Prad.g_00103
OG0000467	Prbd.g_00715	Prad.g_00102
OG0000468	Prbd.g_00714	Prad.g_00101
OG0000469	Prbd.g_00713	Prad.g_00100
OG0000470	Prbd.g_00712	Prad.g_00099
OG0000471	Prbd.g_00711	Prad.g_00098
OG0000472	Prbd.g_00708	Prad.g_00095
OG0000473	Prbd.g_00707	Prad.g_00094
OG0000474	Prbd.g_00706	Prad.g_00093
OG0000475	Prbd.g_00705	Prad.g_00092
OG0000476	Prbd.g_00704	Prad.g_00091
OG0000477	Prbd.g_00702	Prad.g_01330
OG0000478	Prbd.g_00701	Prad.g_01331
OG0000479	Prbd.g_00700	Prad.g_01332
OG0000480	Prbd.g_00698	Prad.g_01334
OG0000481	Prbd.g_00697	Prad.g_01335
OG0000482	Prbd.g_00696	Prad.g_01336
OG0000483	Prbd.g_00695	Prad.g_01337
OG0000484	Prbd.g_00694	Prad.g_01338
OG0000485	Prbd.g_00693	Prad.g_01339
OG0000486	Prbd.g_00692	Prad.g_01340
OG0000487	Prbd.g_00691	Prad.g_01341
OG0000488	Prbd.g_00689	Prad.g_01343
OG0000489	Prbd.g_00688	Prad.g_01344
OG0000490	Prbd.g_00687	Prad.g_01345
OG0000491	Prbd.g_00686	Prad.g_01346
OG0000492	Prbd.g_00685	Prad.g_01347
OG0000493	Prbd.g_00684	Prad.g_01348
OG0000494	Prbd.g_00682	Prad.g_01350
OG0000495	Prbd.g_00681	Prad.g_01351
OG0000496	Prbd.g_00680	Prad.g_01352
OG0000497	Prbd.g_00679	Prad.g_01353
OG0000498	Prbd.g_00678	Prad.g_01354
OG0000499	Prbd.g_00676	Prad.g_01356
OG0000500	Prbd.g_00675	Prad.g_01357
OG0000501	Prbd.g_00673	Prad.g_01359
OG0000502	Prbd.g_00672	Prad.g_01360
OG0000503	Prbd.g_00671	Prad.g_01361
OG0000504	Prbd.g_00670	Prad.g_01362
OG0000505	Prbd.g_00669	Prad.g_01363
OG0000506	Prbd.g_00668	Prad.g_01364
OG0000507	Prbd.g_00667	Prad.g_01365
OG0000508	Prbd.g_00665	Prad.g_01367
OG0000509	Prbd.g_00664	Prad.g_01368
OG0000510	Prbd.g_00663	Prad.g_01369
OG0000511	Prbd.g_00662	Prad.g_01370
OG0000512	Prbd.g_00661	Prad.g_01371
OG0000513	Prbd.g_00660	Prad.g_01372
OG0000514	Prbd.g_00659	Prad.g_01373
OG0000515	Prbd.g_00657	Prad.g_01375
OG0000516	Prbd.g_00656	Prad.g_01376
OG0000517	Prbd.g_00655	Prad.g_01377
OG0000518	Prbd.g_00653	Prad.g_01380
OG0000519	Prbd.g_00652	Prad.g_01381
OG0000520	Prbd.g_00651	Prad.g_01382
OG0000521	Prbd.g_00650	Prad.g_01383
OG0000522	Prbd.g_00649	Prad.g_01384
OG0000523	Prbd.g_00648	Prad.g_01385
OG0000524	Prbd.g_00647	Prad.g_01386
OG0000525	Prbd.g_00645	Prad.g_01388
OG0000526	Prbd.g_00644	Prad.g_01389
OG0000527	Prbd.g_00643	Prad.g_01390
OG0000528	Prbd.g_00642	Prad.g_01391
OG0000529	Prbd.g_00641	Prad.g_01392
OG0000530	Prbd.g_00640	Prad.g_01393
OG0000531	Prbd.g_00639	Prad.g_01394
OG0000532	Prbd.g_00638	Prad.g_01395
OG0000533	Prbd.g_00637	Prad.g_01396
OG0000534	Prbd.g_00636	Prad.g_01397
OG0000535	Prbd.g_00635	Prad.g_01398
OG0000536	Prbd.g_00634	Prad.g_01399
OG0000537	Prbd.g_00633	Prad.g_01400
OG0000538	Prbd.g_00632	Prad.g_01401
OG0000539	Prbd.g_00631	Prad.g_01402
OG0000540	Prbd.g_00630	Prad.g_01403
OG0000541	Prbd.g_00629	Prad.g_01404
OG0000542	Prbd.g_00628	Prad.g_01405
OG0000543	Prbd.g_00627	Prad.g_01406
OG0000544	Prbd.g_00626	Prad.g_01407
OG0000545	Prbd.g_00623	Prad.g_01410
OG0000546	Prbd.g_00622	Prad.g_01411
