Orthogroup	Prbd	Prax
OG0000099	Prbd.g_00945	Prax.g_00881
OG0000100	Prbd.g_00942	Prax.g_00878
OG0000101	Prbd.g_00882	Prax.g_00816
OG0000102	Prbd.g_00855	Prax.g_00792
OG0000103	Prbd.g_00766	Prax.g_00726
OG0000104	Prbd.g_00762	Prax.g_00722
OG0000105	Prbd.g_00743	Prax.g_00702
OG0000106	Prbd.g_00710	Prax.g_00669
OG0000107	Prbd.g_00709	Prax.g_00668
OG0000108	Prbd.g_00699	Prax.g_00004
OG0000109	Prbd.g_00690	Prax.g_00013
OG0000110	Prbd.g_00674	Prax.g_00029
OG0000111	Prbd.g_00593	Prax.g_00110
OG0000112	Prbd.g_00592	Prax.g_00111
OG0000113	Prbd.g_00029	Prax.g_00463
OG0000114	Prbd.g_00100	Prax.g_00375
OG0000115	Prbd.g_00264	Prax.g_01129
OG0000116	Prbd.g_00268	Prax.g_01133
OG0000117	Prbd.g_00337	Prax.g_01201
OG0000118	Prbd.g_00389	Prax.g_01254
OG0000119	Prbd.g_00430	Prax.g_00164
OG0000120	Prbd.g_00474	Prax.g_00206
OG0000121	Prbd.g_00493	Prax.g_00225
OG0000122	Prbd.g_00512	Prax.g_00244
OG0000123	Prbd.g_00525	Prax.g_00257
OG0000124	Prbd.g_01921	Prax.g_01789
OG0000125	Prbd.g_01789	Prax.g_01887
OG0000126	Prbd.g_01764	Prax.g_01863
OG0000127	Prbd.g_01702	Prax.g_01746
OG0000128	Prbd.g_01688	Prax.g_01727
OG0000129	Prbd.g_01652	Prax.g_01691
OG0000130	Prbd.g_01527	Prax.g_01561
OG0000131	Prbd.g_01489	Prax.g_01523
OG0000132	Prbd.g_01486	Prax.g_01520
OG0000133	Prbd.g_01432	Prax.g_01297
OG0000134	Prbd.g_01396	Prax.g_01333
OG0000135	Prbd.g_01394	Prax.g_01335
OG0000136	Prbd.g_01350	Prax.g_01379
OG0000137	Prbd.g_01317	Prax.g_01411
OG0000138	Prbd.g_01281	Prax.g_01447
OG0000139	Prbd.g_01255	Prax.g_01473
OG0000140	Prbd.g_01236	Prax.g_01491
OG0000141	Prbd.g_01235	Prax.g_01492
OG0000142	Prbd.g_01233	Prax.g_01494
OG0000143	Prbd.g_01232	Prax.g_01495
OG0000144	Prbd.g_01230	Prax.g_01497
OG0000145	Prbd.g_01229	Prax.g_01498
OG0000146	Prbd.g_01228	Prax.g_01499
OG0000147	Prbd.g_01227	Prax.g_01975
OG0000148	Prbd.g_01225	Prax.g_01973
OG0000149	Prbd.g_01223	Prax.g_00299
OG0000150	Prbd.g_01222	Prax.g_00298
OG0000151	Prbd.g_01221	Prax.g_00297
OG0000152	Prbd.g_01220	Prax.g_00296
OG0000153	Prbd.g_01219	Prax.g_00295
OG0000154	Prbd.g_01218	Prax.g_00294
OG0000155	Prbd.g_01217	Prax.g_00293
OG0000156	Prbd.g_01216	Prax.g_00292
OG0000157	Prbd.g_01215	Prax.g_00291
OG0000158	Prbd.g_01213	Prax.g_00289
OG0000159	Prbd.g_01212	Prax.g_00288
OG0000160	Prbd.g_01211	Prax.g_00287
OG0000161	Prbd.g_01210	Prax.g_00286
OG0000162	Prbd.g_01209	Prax.g_00285
OG0000163	Prbd.g_01208	Prax.g_00284
OG0000164	Prbd.g_01205	Prax.g_00281
OG0000165	Prbd.g_01202	Prax.g_00278
OG0000166	Prbd.g_01201	Prax.g_00277
OG0000167	Prbd.g_01200	Prax.g_00276
OG0000168	Prbd.g_01198	Prax.g_00273
OG0000169	Prbd.g_01196	Prax.g_00271
OG0000170	Prbd.g_01195	Prax.g_00270
OG0000171	Prbd.g_01194	Prax.g_00269
OG0000172	Prbd.g_01192	Prax.g_00261
OG0000173	Prbd.g_01191	Prax.g_00621
OG0000174	Prbd.g_01190	Prax.g_00622
OG0000175	Prbd.g_01189	Prax.g_00623
OG0000176	Prbd.g_01187	Prax.g_00625
OG0000177	Prbd.g_01186	Prax.g_00626
OG0000178	Prbd.g_01185	Prax.g_00627
OG0000179	Prbd.g_01180	Prax.g_00635
OG0000180	Prbd.g_01179	Prax.g_00636
OG0000181	Prbd.g_01178	Prax.g_00637
OG0000182	Prbd.g_01175	Prax.g_00640
OG0000183	Prbd.g_01174	Prax.g_00641
OG0000184	Prbd.g_01171	Prax.g_00644
OG0000185	Prbd.g_01167	Prax.g_00648
OG0000186	Prbd.g_01166	Prax.g_00649
OG0000187	Prbd.g_01165	Prax.g_00650
OG0000188	Prbd.g_01164	Prax.g_00651
OG0000189	Prbd.g_01163	Prax.g_00652
OG0000190	Prbd.g_01162	Prax.g_00653
OG0000191	Prbd.g_01161	Prax.g_00654
OG0000192	Prbd.g_01160	Prax.g_00655
OG0000193	Prbd.g_01159	Prax.g_00656
OG0000194	Prbd.g_01158	Prax.g_00657
OG0000195	Prbd.g_01156	Prax.g_00659
OG0000196	Prbd.g_01155	Prax.g_00660
OG0000197	Prbd.g_01154	Prax.g_01128
OG0000198	Prbd.g_01153	Prax.g_01127
OG0000199	Prbd.g_01150	Prax.g_01124
OG0000200	Prbd.g_01149	Prax.g_01123
OG0000201	Prbd.g_01148	Prax.g_01122
OG0000202	Prbd.g_01147	Prax.g_01121
OG0000203	Prbd.g_01146	Prax.g_01120
OG0000204	Prbd.g_01145	Prax.g_01119
OG0000205	Prbd.g_01144	Prax.g_01118
OG0000206	Prbd.g_01143	Prax.g_01117
OG0000207	Prbd.g_01142	Prax.g_01116
OG0000208	Prbd.g_01141	Prax.g_01115
OG0000209	Prbd.g_01140	Prax.g_01114
OG0000210	Prbd.g_01138	Prax.g_01113
OG0000211	Prbd.g_01137	Prax.g_01112
OG0000212	Prbd.g_01136	Prax.g_01111
OG0000213	Prbd.g_01135	Prax.g_01110
OG0000214	Prbd.g_01133	Prax.g_01108
OG0000215	Prbd.g_01132	Prax.g_01107
OG0000216	Prbd.g_01130	Prax.g_01105
OG0000217	Prbd.g_01128	Prax.g_01103
OG0000218	Prbd.g_01127	Prax.g_01102
OG0000219	Prbd.g_01126	Prax.g_01101
OG0000220	Prbd.g_01123	Prax.g_01098
OG0000221	Prbd.g_01121	Prax.g_01096
OG0000222	Prbd.g_01120	Prax.g_01095
OG0000223	Prbd.g_01119	Prax.g_01094
OG0000224	Prbd.g_01116	Prax.g_01091
OG0000225	Prbd.g_01114	Prax.g_01089
OG0000226	Prbd.g_01113	Prax.g_01088
OG0000227	Prbd.g_01112	Prax.g_01087
OG0000228	Prbd.g_01111	Prax.g_01086
OG0000229	Prbd.g_01110	Prax.g_01085
OG0000230	Prbd.g_01109	Prax.g_01084
OG0000231	Prbd.g_01107	Prax.g_01082
OG0000232	Prbd.g_01106	Prax.g_01081
OG0000233	Prbd.g_01102	Prax.g_01078
OG0000234	Prbd.g_01100	Prax.g_01076
OG0000235	Prbd.g_01095	Prax.g_01073
OG0000236	Prbd.g_01094	Prax.g_01072
OG0000237	Prbd.g_01093	Prax.g_01071
OG0000238	Prbd.g_01092	Prax.g_01070
OG0000239	Prbd.g_01091	Prax.g_01069
OG0000240	Prbd.g_01089	Prax.g_01067
OG0000241	Prbd.g_01088	Prax.g_01066
OG0000242	Prbd.g_01087	Prax.g_01065
OG0000243	Prbd.g_01086	Prax.g_01064
OG0000244	Prbd.g_01085	Prax.g_01063
OG0000245	Prbd.g_01084	Prax.g_01062
OG0000246	Prbd.g_01082	Prax.g_01060
OG0000247	Prbd.g_01081	Prax.g_01059
OG0000248	Prbd.g_01080	Prax.g_01058
OG0000249	Prbd.g_01079	Prax.g_01057
OG0000250	Prbd.g_01078	Prax.g_01056
OG0000251	Prbd.g_01077	Prax.g_01055
OG0000252	Prbd.g_01076	Prax.g_01054
OG0000253	Prbd.g_01075	Prax.g_01053
OG0000254	Prbd.g_01073	Prax.g_01051
OG0000255	Prbd.g_01072	Prax.g_01050
OG0000256	Prbd.g_01069	Prax.g_01047
OG0000257	Prbd.g_01067	Prax.g_01045
OG0000258	Prbd.g_01066	Prax.g_01044
OG0000259	Prbd.g_01065	Prax.g_01043
OG0000260	Prbd.g_01064	Prax.g_01042
OG0000261	Prbd.g_01063	Prax.g_01041
OG0000262	Prbd.g_01062	Prax.g_01040
OG0000263	Prbd.g_01061	Prax.g_01039
OG0000264	Prbd.g_01059	Prax.g_01037
OG0000265	Prbd.g_01058	Prax.g_01036
OG0000266	Prbd.g_01057	Prax.g_01035
OG0000267	Prbd.g_01055	Prax.g_01033
OG0000268	Prbd.g_01054	Prax.g_01032
OG0000269	Prbd.g_01053	Prax.g_01031
OG0000270	Prbd.g_01052	Prax.g_01030
OG0000271	Prbd.g_01051	Prax.g_01029
OG0000272	Prbd.g_01050	Prax.g_01028
OG0000273	Prbd.g_01049	Prax.g_01027
OG0000274	Prbd.g_01048	Prax.g_01026
OG0000275	Prbd.g_01047	Prax.g_01025
OG0000276	Prbd.g_01046	Prax.g_01024
OG0000277	Prbd.g_01045	Prax.g_01023
OG0000278	Prbd.g_01044	Prax.g_01022
OG0000279	Prbd.g_01043	Prax.g_01021
OG0000280	Prbd.g_01042	Prax.g_01020
OG0000281	Prbd.g_01040	Prax.g_01018
OG0000282	Prbd.g_01039	Prax.g_01017
OG0000283	Prbd.g_01036	Prax.g_01014
OG0000284	Prbd.g_01035	Prax.g_01013
OG0000285	Prbd.g_01034	Prax.g_01012
OG0000286	Prbd.g_01032	Prax.g_01010
OG0000287	Prbd.g_01031	Prax.g_01009
OG0000288	Prbd.g_01030	Prax.g_01008
OG0000289	Prbd.g_01029	Prax.g_01007
OG0000290	Prbd.g_01028	Prax.g_01006
OG0000291	Prbd.g_01027	Prax.g_01005
OG0000292	Prbd.g_01026	Prax.g_01004
OG0000293	Prbd.g_01025	Prax.g_01003
OG0000294	Prbd.g_01024	Prax.g_01002
OG0000295	Prbd.g_01023	Prax.g_01001
OG0000296	Prbd.g_01022	Prax.g_01000
OG0000297	Prbd.g_01021	Prax.g_00999
OG0000298	Prbd.g_01020	Prax.g_00998
OG0000299	Prbd.g_01019	Prax.g_00997
OG0000300	Prbd.g_01018	Prax.g_00996
OG0000301	Prbd.g_01017	Prax.g_00995
OG0000302	Prbd.g_01016	Prax.g_00994
OG0000303	Prbd.g_01015	Prax.g_00993
OG0000304	Prbd.g_01013	Prax.g_00992
OG0000305	Prbd.g_01012	Prax.g_00991
OG0000306	Prbd.g_01011	Prax.g_00990
OG0000307	Prbd.g_01010	Prax.g_00989
OG0000308	Prbd.g_01009	Prax.g_00988
OG0000309	Prbd.g_01008	Prax.g_00987
OG0000310	Prbd.g_01007	Prax.g_00986
OG0000311	Prbd.g_01006	Prax.g_00985
OG0000312	Prbd.g_01004	Prax.g_00983
OG0000313	Prbd.g_01003	Prax.g_00982
OG0000314	Prbd.g_01000	Prax.g_00979
OG0000315	Prbd.g_00999	Prax.g_00978
OG0000316	Prbd.g_00997	Prax.g_00933
OG0000317	Prbd.g_00995	Prax.g_00931
OG0000318	Prbd.g_00994	Prax.g_00930
OG0000319	Prbd.g_00993	Prax.g_00929
OG0000320	Prbd.g_00992	Prax.g_00928
OG0000321	Prbd.g_00989	Prax.g_00925
OG0000322	Prbd.g_00986	Prax.g_00922
OG0000323	Prbd.g_00985	Prax.g_00921
OG0000324	Prbd.g_00982	Prax.g_00918
OG0000325	Prbd.g_00980	Prax.g_00916
OG0000326	Prbd.g_00979	Prax.g_00915
OG0000327	Prbd.g_00977	Prax.g_00913
OG0000328	Prbd.g_00976	Prax.g_00912
OG0000329	Prbd.g_00975	Prax.g_00911
OG0000330	Prbd.g_00974	Prax.g_00910
OG0000331	Prbd.g_00973	Prax.g_00909
OG0000332	Prbd.g_00972	Prax.g_00908
OG0000333	Prbd.g_00971	Prax.g_00907
OG0000334	Prbd.g_00970	Prax.g_00906
OG0000335	Prbd.g_00969	Prax.g_00905
OG0000336	Prbd.g_00968	Prax.g_00904
OG0000337	Prbd.g_00964	Prax.g_00900
OG0000338	Prbd.g_00963	Prax.g_00899
OG0000339	Prbd.g_00962	Prax.g_00898
OG0000340	Prbd.g_00961	Prax.g_00897
OG0000341	Prbd.g_00957	Prax.g_00893
OG0000342	Prbd.g_00956	Prax.g_00892
OG0000343	Prbd.g_00954	Prax.g_00890
OG0000344	Prbd.g_00953	Prax.g_00889
OG0000345	Prbd.g_00952	Prax.g_00888
OG0000346	Prbd.g_00951	Prax.g_00887
OG0000347	Prbd.g_00950	Prax.g_00886
OG0000348	Prbd.g_00949	Prax.g_00885
OG0000349	Prbd.g_00948	Prax.g_00884
OG0000350	Prbd.g_00947	Prax.g_00883
OG0000351	Prbd.g_00944	Prax.g_00880
OG0000352	Prbd.g_00941	Prax.g_00877
OG0000353	Prbd.g_00940	Prax.g_00876
OG0000354	Prbd.g_00939	Prax.g_00875
OG0000355	Prbd.g_00938	Prax.g_00874
OG0000356	Prbd.g_00937	Prax.g_00873
OG0000357	Prbd.g_00936	Prax.g_00872
OG0000358	Prbd.g_00935	Prax.g_00871
OG0000359	Prbd.g_00934	Prax.g_00870
OG0000360	Prbd.g_00931	Prax.g_00867
OG0000361	Prbd.g_00930	Prax.g_00866
OG0000362	Prbd.g_00929	Prax.g_00865
OG0000363	Prbd.g_00928	Prax.g_00864
OG0000364	Prbd.g_00927	Prax.g_00863
OG0000365	Prbd.g_00926	Prax.g_00862
OG0000366	Prbd.g_00925	Prax.g_00861
OG0000367	Prbd.g_00924	Prax.g_00860
OG0000368	Prbd.g_00923	Prax.g_00859
OG0000369	Prbd.g_00922	Prax.g_00858
OG0000370	Prbd.g_00921	Prax.g_00857
OG0000371	Prbd.g_00920	Prax.g_00856
OG0000372	Prbd.g_00918	Prax.g_00854
OG0000373	Prbd.g_00916	Prax.g_00850
OG0000374	Prbd.g_00915	Prax.g_00849
OG0000375	Prbd.g_00914	Prax.g_00848
OG0000376	Prbd.g_00912	Prax.g_00846
OG0000377	Prbd.g_00911	Prax.g_00845
OG0000378	Prbd.g_00910	Prax.g_00844
OG0000379	Prbd.g_00905	Prax.g_00839
OG0000380	Prbd.g_00904	Prax.g_00838
OG0000381	Prbd.g_00903	Prax.g_00837
OG0000382	Prbd.g_00901	Prax.g_00835
OG0000383	Prbd.g_00898	Prax.g_00832
OG0000384	Prbd.g_00897	Prax.g_00831
OG0000385	Prbd.g_00894	Prax.g_00828
OG0000386	Prbd.g_00893	Prax.g_00827
OG0000387	Prbd.g_00892	Prax.g_00826
OG0000388	Prbd.g_00891	Prax.g_00825
OG0000389	Prbd.g_00890	Prax.g_00824
OG0000390	Prbd.g_00889	Prax.g_00823
OG0000391	Prbd.g_00888	Prax.g_00822
OG0000392	Prbd.g_00887	Prax.g_00821
OG0000393	Prbd.g_00884	Prax.g_00818
OG0000394	Prbd.g_00883	Prax.g_00817
OG0000395	Prbd.g_00881	Prax.g_00815
OG0000396	Prbd.g_00880	Prax.g_00814
OG0000397	Prbd.g_00867	Prax.g_00802
OG0000398	Prbd.g_00859	Prax.g_00795
OG0000399	Prbd.g_00858	Prax.g_00794
OG0000400	Prbd.g_00852	Prax.g_00790
OG0000401	Prbd.g_00811	Prax.g_00769
OG0000402	Prbd.g_00810	Prax.g_00768
OG0000403	Prbd.g_00809	Prax.g_00767
OG0000404	Prbd.g_00807	Prax.g_00765
OG0000405	Prbd.g_00806	Prax.g_00764
OG0000406	Prbd.g_00804	Prax.g_00762
OG0000407	Prbd.g_00803	Prax.g_00761
OG0000408	Prbd.g_00802	Prax.g_00760
OG0000409	Prbd.g_00801	Prax.g_00759
OG0000410	Prbd.g_00800	Prax.g_00758
OG0000411	Prbd.g_00799	Prax.g_00757
OG0000412	Prbd.g_00798	Prax.g_00756
OG0000413	Prbd.g_00797	Prax.g_00755
OG0000414	Prbd.g_00796	Prax.g_00754
OG0000415	Prbd.g_00795	Prax.g_00753
OG0000416	Prbd.g_00794	Prax.g_00752
OG0000417	Prbd.g_00793	Prax.g_00751
OG0000418	Prbd.g_00792	Prax.g_00750
OG0000419	Prbd.g_00791	Prax.g_00749
OG0000420	Prbd.g_00790	Prax.g_00748
OG0000421	Prbd.g_00789	Prax.g_00747
OG0000422	Prbd.g_00787	Prax.g_00746
OG0000423	Prbd.g_00786	Prax.g_00745
OG0000424	Prbd.g_00784	Prax.g_00743
OG0000425	Prbd.g_00781	Prax.g_00740
OG0000426	Prbd.g_00780	Prax.g_00739
OG0000427	Prbd.g_00779	Prax.g_00738
OG0000428	Prbd.g_00778	Prax.g_00737
OG0000429	Prbd.g_00777	Prax.g_00736
OG0000430	Prbd.g_00771	Prax.g_00731
OG0000431	Prbd.g_00769	Prax.g_00729
OG0000432	Prbd.g_00768	Prax.g_00728
OG0000433	Prbd.g_00765	Prax.g_00725
OG0000434	Prbd.g_00764	Prax.g_00724
OG0000435	Prbd.g_00763	Prax.g_00723
OG0000436	Prbd.g_00761	Prax.g_00721
OG0000437	Prbd.g_00759	Prax.g_00719
OG0000438	Prbd.g_00758	Prax.g_00718
OG0000439	Prbd.g_00757	Prax.g_00717
OG0000440	Prbd.g_00755	Prax.g_00715
OG0000441	Prbd.g_00754	Prax.g_00714
OG0000442	Prbd.g_00753	Prax.g_00713
OG0000443	Prbd.g_00752	Prax.g_00712
OG0000444	Prbd.g_00751	Prax.g_00711
OG0000445	Prbd.g_00750	Prax.g_00709
OG0000446	Prbd.g_00749	Prax.g_00708
OG0000447	Prbd.g_00748	Prax.g_00707
OG0000448	Prbd.g_00747	Prax.g_00706
OG0000449	Prbd.g_00742	Prax.g_00701
OG0000450	Prbd.g_00741	Prax.g_00700
OG0000451	Prbd.g_00740	Prax.g_00699
OG0000452	Prbd.g_00739	Prax.g_00698
OG0000453	Prbd.g_00737	Prax.g_00696
OG0000454	Prbd.g_00736	Prax.g_00695
OG0000455	Prbd.g_00735	Prax.g_00694
OG0000456	Prbd.g_00734	Prax.g_00693
OG0000457	Prbd.g_00732	Prax.g_00691
OG0000458	Prbd.g_00730	Prax.g_00689
OG0000459	Prbd.g_00729	Prax.g_00688
OG0000460	Prbd.g_00727	Prax.g_00686
OG0000461	Prbd.g_00726	Prax.g_00685
OG0000462	Prbd.g_00725	Prax.g_00684
OG0000463	Prbd.g_00724	Prax.g_00683
OG0000464	Prbd.g_00719	Prax.g_00678
OG0000465	Prbd.g_00717	Prax.g_00676
OG0000466	Prbd.g_00716	Prax.g_00675
OG0000467	Prbd.g_00715	Prax.g_00674
OG0000468	Prbd.g_00714	Prax.g_00673
OG0000469	Prbd.g_00713	Prax.g_00672
OG0000470	Prbd.g_00712	Prax.g_00671
OG0000471	Prbd.g_00711	Prax.g_00670
OG0000472	Prbd.g_00708	Prax.g_00667
OG0000473	Prbd.g_00707	Prax.g_00666
OG0000474	Prbd.g_00706	Prax.g_00665
OG0000475	Prbd.g_00705	Prax.g_00664
OG0000476	Prbd.g_00704	Prax.g_00663
OG0000477	Prbd.g_00702	Prax.g_00001
OG0000478	Prbd.g_00701	Prax.g_00002
OG0000479	Prbd.g_00700	Prax.g_00003
OG0000480	Prbd.g_00698	Prax.g_00005
OG0000481	Prbd.g_00697	Prax.g_00006
OG0000482	Prbd.g_00696	Prax.g_00007
OG0000483	Prbd.g_00695	Prax.g_00008
OG0000484	Prbd.g_00694	Prax.g_00009
OG0000485	Prbd.g_00693	Prax.g_00010
OG0000486	Prbd.g_00692	Prax.g_00011
OG0000487	Prbd.g_00691	Prax.g_00012
OG0000488	Prbd.g_00689	Prax.g_00014
OG0000489	Prbd.g_00688	Prax.g_00015
OG0000490	Prbd.g_00687	Prax.g_00016
OG0000491	Prbd.g_00686	Prax.g_00017
OG0000492	Prbd.g_00685	Prax.g_00018
OG0000493	Prbd.g_00684	Prax.g_00019
OG0000494	Prbd.g_00682	Prax.g_00021
OG0000495	Prbd.g_00681	Prax.g_00022
OG0000496	Prbd.g_00680	Prax.g_00023
OG0000497	Prbd.g_00679	Prax.g_00024
OG0000498	Prbd.g_00678	Prax.g_00025
OG0000499	Prbd.g_00676	Prax.g_00027
OG0000500	Prbd.g_00675	Prax.g_00028
OG0000501	Prbd.g_00673	Prax.g_00030
OG0000502	Prbd.g_00672	Prax.g_00031
OG0000503	Prbd.g_00671	Prax.g_00032
OG0000504	Prbd.g_00670	Prax.g_00033
OG0000505	Prbd.g_00669	Prax.g_00034
OG0000506	Prbd.g_00668	Prax.g_00035
OG0000507	Prbd.g_00667	Prax.g_00036
OG0000508	Prbd.g_00665	Prax.g_00038
OG0000509	Prbd.g_00664	Prax.g_00039
OG0000510	Prbd.g_00663	Prax.g_00040
OG0000511	Prbd.g_00662	Prax.g_00041
OG0000512	Prbd.g_00661	Prax.g_00042
OG0000513	Prbd.g_00660	Prax.g_00043
OG0000514	Prbd.g_00659	Prax.g_00044
OG0000515	Prbd.g_00657	Prax.g_00046
OG0000516	Prbd.g_00656	Prax.g_00047
OG0000517	Prbd.g_00655	Prax.g_00048
OG0000518	Prbd.g_00653	Prax.g_00050
OG0000519	Prbd.g_00652	Prax.g_00051
OG0000520	Prbd.g_00651	Prax.g_00052
OG0000521	Prbd.g_00650	Prax.g_00053
OG0000522	Prbd.g_00649	Prax.g_00054
OG0000523	Prbd.g_00648	Prax.g_00055
OG0000524	Prbd.g_00647	Prax.g_00056
OG0000525	Prbd.g_00645	Prax.g_00058
OG0000526	Prbd.g_00644	Prax.g_00059
OG0000527	Prbd.g_00643	Prax.g_00060
OG0000528	Prbd.g_00642	Prax.g_00061
OG0000529	Prbd.g_00641	Prax.g_00062
OG0000530	Prbd.g_00640	Prax.g_00063
OG0000531	Prbd.g_00639	Prax.g_00064
OG0000532	Prbd.g_00638	Prax.g_00065
OG0000533	Prbd.g_00637	Prax.g_00066
OG0000534	Prbd.g_00636	Prax.g_00067
OG0000535	Prbd.g_00635	Prax.g_00068
OG0000536	Prbd.g_00634	Prax.g_00069
OG0000537	Prbd.g_00633	Prax.g_00070
OG0000538	Prbd.g_00632	Prax.g_00071
OG0000539	Prbd.g_00631	Prax.g_00072
OG0000540	Prbd.g_00630	Prax.g_00073
OG0000541	Prbd.g_00629	Prax.g_00074
OG0000542	Prbd.g_00628	Prax.g_00075
