Orthogroup	Prbd	Prbk
OG0000099	Prbd.g_00945	Prbk.g_00434
OG0000100	Prbd.g_00942	Prbk.g_00438
OG0000101	Prbd.g_00882	Prbk.g_00361
OG0000102	Prbd.g_00855	Prbk.g_02209
OG0000103	Prbd.g_00766	Prbk.g_02114
OG0000104	Prbd.g_00762	Prbk.g_02061
OG0000105	Prbd.g_00743	Prbk.g_01862
OG0000106	Prbd.g_00710	Prbk.g_01078
OG0000107	Prbd.g_00709	Prbk.g_01080
OG0000108	Prbd.g_00699	Prbk.g_02684
OG0000109	Prbd.g_00690	Prbk.g_01890
OG0000110	Prbd.g_00674	Prbk.g_01871
OG0000111	Prbd.g_00593	Prbk.g_00740
OG0000112	Prbd.g_00592	Prbk.g_00739
OG0000113	Prbd.g_00029	Prbk.g_02370
OG0000114	Prbd.g_00100	Prbk.g_02466
OG0000115	Prbd.g_00264	Prbk.g_02324
OG0000116	Prbd.g_00268	Prbk.g_02316
OG0000117	Prbd.g_00337	Prbk.g_00059
OG0000118	Prbd.g_00389	Prbk.g_02271
OG0000119	Prbd.g_00430	Prbk.g_02197
OG0000120	Prbd.g_00474	Prbk.g_00144
OG0000121	Prbd.g_00493	Prbk.g_00138
OG0000122	Prbd.g_00512	Prbk.g_00185
OG0000123	Prbd.g_00525	Prbk.g_00121
OG0000124	Prbd.g_01921	Prbk.g_00066
OG0000125	Prbd.g_01789	Prbk.g_01169
OG0000126	Prbd.g_01764	Prbk.g_02052
OG0000127	Prbd.g_01702	Prbk.g_00243
OG0000128	Prbd.g_01688	Prbk.g_00260
OG0000129	Prbd.g_01652	Prbk.g_01212
OG0000130	Prbd.g_01527	Prbk.g_00913
OG0000131	Prbd.g_01489	Prbk.g_01417
OG0000132	Prbd.g_01486	Prbk.g_01414
OG0000133	Prbd.g_01432	Prbk.g_00987
OG0000134	Prbd.g_01396	Prbk.g_00950
OG0000135	Prbd.g_01394	Prbk.g_00948
OG0000136	Prbd.g_01350	Prbk.g_00528
OG0000137	Prbd.g_01317	Prbk.g_01540
OG0000138	Prbd.g_01281	Prbk.g_02168
OG0000139	Prbd.g_01255	Prbk.g_02252
OG0000140	Prbd.g_01236	Prbk.g_02279
OG0000141	Prbd.g_01235	Prbk.g_02280
OG0000142	Prbd.g_01233	Prbk.g_02282
OG0000143	Prbd.g_01232	Prbk.g_02283
OG0000144	Prbd.g_01230	Prbk.g_02285
OG0000145	Prbd.g_01229	Prbk.g_02287
OG0000146	Prbd.g_01228	Prbk.g_02288
OG0000147	Prbd.g_01227	Prbk.g_02289
OG0000148	Prbd.g_01225	Prbk.g_02291
OG0000149	Prbd.g_01223	Prbk.g_01639
OG0000150	Prbd.g_01222	Prbk.g_01638
OG0000151	Prbd.g_01221	Prbk.g_01633
OG0000152	Prbd.g_01220	Prbk.g_01632
OG0000153	Prbd.g_01219	Prbk.g_01631
OG0000154	Prbd.g_01218	Prbk.g_01630
OG0000155	Prbd.g_01217	Prbk.g_01629
OG0000156	Prbd.g_01216	Prbk.g_01628
OG0000157	Prbd.g_01215	Prbk.g_01627
OG0000158	Prbd.g_01213	Prbk.g_01625
OG0000159	Prbd.g_01212	Prbk.g_01624
OG0000160	Prbd.g_01211	Prbk.g_01623
OG0000161	Prbd.g_01210	Prbk.g_01622
OG0000162	Prbd.g_01209	Prbk.g_01621
OG0000163	Prbd.g_01208	Prbk.g_01619
OG0000164	Prbd.g_01205	Prbk.g_01614
OG0000165	Prbd.g_01202	Prbk.g_01609
OG0000166	Prbd.g_01201	Prbk.g_01608
OG0000167	Prbd.g_01200	Prbk.g_01607
OG0000168	Prbd.g_01198	Prbk.g_01606
OG0000169	Prbd.g_01196	Prbk.g_01604
OG0000170	Prbd.g_01195	Prbk.g_02158
OG0000171	Prbd.g_01194	Prbk.g_02156
OG0000172	Prbd.g_01192	Prbk.g_02155
OG0000173	Prbd.g_01191	Prbk.g_02148
OG0000174	Prbd.g_01190	Prbk.g_02141
OG0000175	Prbd.g_01189	Prbk.g_02133
OG0000176	Prbd.g_01187	Prbk.g_02125
OG0000177	Prbd.g_01186	Prbk.g_02124
OG0000178	Prbd.g_01185	Prbk.g_02123
OG0000179	Prbd.g_01180	Prbk.g_01326
OG0000180	Prbd.g_01179	Prbk.g_01324
OG0000181	Prbd.g_01178	Prbk.g_01323
OG0000182	Prbd.g_01175	Prbk.g_01320
OG0000183	Prbd.g_01174	Prbk.g_01319
OG0000184	Prbd.g_01171	Prbk.g_01315
OG0000185	Prbd.g_01167	Prbk.g_01309
OG0000186	Prbd.g_01166	Prbk.g_01308
OG0000187	Prbd.g_01165	Prbk.g_01665
OG0000188	Prbd.g_01164	Prbk.g_01307
OG0000189	Prbd.g_01163	Prbk.g_01304
OG0000190	Prbd.g_01162	Prbk.g_01303
OG0000191	Prbd.g_01161	Prbk.g_01302
OG0000192	Prbd.g_01160	Prbk.g_01301
OG0000193	Prbd.g_01159	Prbk.g_01300
OG0000194	Prbd.g_01158	Prbk.g_01299
OG0000195	Prbd.g_01156	Prbk.g_01295
OG0000196	Prbd.g_01155	Prbk.g_01294
OG0000197	Prbd.g_01154	Prbk.g_00035
OG0000198	Prbd.g_01153	Prbk.g_00031
OG0000199	Prbd.g_01150	Prbk.g_00026
OG0000200	Prbd.g_01149	Prbk.g_00025
OG0000201	Prbd.g_01148	Prbk.g_00024
OG0000202	Prbd.g_01147	Prbk.g_00022
OG0000203	Prbd.g_01146	Prbk.g_00021
OG0000204	Prbd.g_01145	Prbk.g_00020
OG0000205	Prbd.g_01144	Prbk.g_00018
OG0000206	Prbd.g_01143	Prbk.g_00017
OG0000207	Prbd.g_01142	Prbk.g_00016
OG0000208	Prbd.g_01141	Prbk.g_00015
OG0000209	Prbd.g_01140	Prbk.g_00014
OG0000210	Prbd.g_01138	Prbk.g_00012
OG0000211	Prbd.g_01137	Prbk.g_00011
OG0000212	Prbd.g_01136	Prbk.g_00010
OG0000213	Prbd.g_01135	Prbk.g_00007
OG0000214	Prbd.g_01133	Prbk.g_00001
OG0000215	Prbd.g_01132	Prbk.g_00190
OG0000216	Prbd.g_01130	Prbk.g_00192
OG0000217	Prbd.g_01128	Prbk.g_00194
OG0000218	Prbd.g_01127	Prbk.g_00196
OG0000219	Prbd.g_01126	Prbk.g_00197
OG0000220	Prbd.g_01123	Prbk.g_00202
OG0000221	Prbd.g_01121	Prbk.g_00207
OG0000222	Prbd.g_01120	Prbk.g_00208
OG0000223	Prbd.g_01119	Prbk.g_00209
OG0000224	Prbd.g_01116	Prbk.g_00542
OG0000225	Prbd.g_01114	Prbk.g_00544
OG0000226	Prbd.g_01113	Prbk.g_00547
OG0000227	Prbd.g_01112	Prbk.g_00549
OG0000228	Prbd.g_01111	Prbk.g_00550
OG0000229	Prbd.g_01110	Prbk.g_00551
OG0000230	Prbd.g_01109	Prbk.g_00552
OG0000231	Prbd.g_01107	Prbk.g_00554
OG0000232	Prbd.g_01106	Prbk.g_00555
OG0000233	Prbd.g_01102	Prbk.g_00560
OG0000234	Prbd.g_01100	Prbk.g_00749
OG0000235	Prbd.g_01095	Prbk.g_00751
OG0000236	Prbd.g_01094	Prbk.g_00752
OG0000237	Prbd.g_01093	Prbk.g_00753
OG0000238	Prbd.g_01092	Prbk.g_00754
OG0000239	Prbd.g_01091	Prbk.g_00755
OG0000240	Prbd.g_01089	Prbk.g_00757
OG0000241	Prbd.g_01088	Prbk.g_00758
OG0000242	Prbd.g_01087	Prbk.g_00759
OG0000243	Prbd.g_01086	Prbk.g_00760
OG0000244	Prbd.g_01085	Prbk.g_00761
OG0000245	Prbd.g_01084	Prbk.g_00763
OG0000246	Prbd.g_01082	Prbk.g_00765
OG0000247	Prbd.g_01081	Prbk.g_00766
OG0000248	Prbd.g_01080	Prbk.g_00767
OG0000249	Prbd.g_01079	Prbk.g_00768
OG0000250	Prbd.g_01078	Prbk.g_00769
OG0000251	Prbd.g_01077	Prbk.g_00770
OG0000252	Prbd.g_01076	Prbk.g_00771
OG0000253	Prbd.g_01075	Prbk.g_00772
OG0000254	Prbd.g_01073	Prbk.g_00774
OG0000255	Prbd.g_01072	Prbk.g_00775
OG0000256	Prbd.g_01069	Prbk.g_00778
OG0000257	Prbd.g_01067	Prbk.g_00779
OG0000258	Prbd.g_01066	Prbk.g_00780
OG0000259	Prbd.g_01065	Prbk.g_00781
OG0000260	Prbd.g_01064	Prbk.g_00782
OG0000261	Prbd.g_01063	Prbk.g_00783
OG0000262	Prbd.g_01062	Prbk.g_00784
OG0000263	Prbd.g_01061	Prbk.g_00785
OG0000264	Prbd.g_01059	Prbk.g_02425
OG0000265	Prbd.g_01058	Prbk.g_01283
OG0000266	Prbd.g_01057	Prbk.g_01281
OG0000267	Prbd.g_01055	Prbk.g_01277
OG0000268	Prbd.g_01054	Prbk.g_01275
OG0000269	Prbd.g_01053	Prbk.g_01272
OG0000270	Prbd.g_01052	Prbk.g_01270
OG0000271	Prbd.g_01051	Prbk.g_01267
OG0000272	Prbd.g_01050	Prbk.g_01266
OG0000273	Prbd.g_01049	Prbk.g_01263
OG0000274	Prbd.g_01048	Prbk.g_01261
OG0000275	Prbd.g_01047	Prbk.g_01260
OG0000276	Prbd.g_01046	Prbk.g_01259
OG0000277	Prbd.g_01045	Prbk.g_01258
OG0000278	Prbd.g_01044	Prbk.g_01257
OG0000279	Prbd.g_01043	Prbk.g_01256
OG0000280	Prbd.g_01042	Prbk.g_01255
OG0000281	Prbd.g_01040	Prbk.g_01253
OG0000282	Prbd.g_01039	Prbk.g_01252
OG0000283	Prbd.g_01036	Prbk.g_01245
OG0000284	Prbd.g_01035	Prbk.g_01244
OG0000285	Prbd.g_01034	Prbk.g_00631
OG0000286	Prbd.g_01032	Prbk.g_00633
OG0000287	Prbd.g_01031	Prbk.g_00686
OG0000288	Prbd.g_01030	Prbk.g_00685
OG0000289	Prbd.g_01029	Prbk.g_00683
OG0000290	Prbd.g_01028	Prbk.g_00682
OG0000291	Prbd.g_01027	Prbk.g_00680
OG0000292	Prbd.g_01026	Prbk.g_00670
OG0000293	Prbd.g_01025	Prbk.g_00669
OG0000294	Prbd.g_01024	Prbk.g_00668
OG0000295	Prbd.g_01023	Prbk.g_00662
OG0000296	Prbd.g_01022	Prbk.g_00661
OG0000297	Prbd.g_01021	Prbk.g_00658
OG0000298	Prbd.g_01020	Prbk.g_00657
OG0000299	Prbd.g_01019	Prbk.g_00656
OG0000300	Prbd.g_01018	Prbk.g_00655
OG0000301	Prbd.g_01017	Prbk.g_00654
OG0000302	Prbd.g_01016	Prbk.g_00653
OG0000303	Prbd.g_01015	Prbk.g_00652
OG0000304	Prbd.g_01013	Prbk.g_00650
OG0000305	Prbd.g_01012	Prbk.g_00649
OG0000306	Prbd.g_01011	Prbk.g_00648
OG0000307	Prbd.g_01010	Prbk.g_01364
OG0000308	Prbd.g_01009	Prbk.g_01136
OG0000309	Prbd.g_01008	Prbk.g_01135
OG0000310	Prbd.g_01007	Prbk.g_01134
OG0000311	Prbd.g_01006	Prbk.g_01368
OG0000312	Prbd.g_01004	Prbk.g_01369
OG0000313	Prbd.g_01003	Prbk.g_01521
OG0000314	Prbd.g_01000	Prbk.g_01515
OG0000315	Prbd.g_00999	Prbk.g_01514
OG0000316	Prbd.g_00997	Prbk.g_01900
OG0000317	Prbd.g_00995	Prbk.g_01012
OG0000318	Prbd.g_00994	Prbk.g_01011
OG0000319	Prbd.g_00993	Prbk.g_01010
OG0000320	Prbd.g_00992	Prbk.g_01008
OG0000321	Prbd.g_00989	Prbk.g_01003
OG0000322	Prbd.g_00986	Prbk.g_00371
OG0000323	Prbd.g_00985	Prbk.g_00372
OG0000324	Prbd.g_00982	Prbk.g_00374
OG0000325	Prbd.g_00980	Prbk.g_00376
OG0000326	Prbd.g_00979	Prbk.g_00378
OG0000327	Prbd.g_00977	Prbk.g_00384
OG0000328	Prbd.g_00976	Prbk.g_01365
OG0000329	Prbd.g_00975	Prbk.g_00397
OG0000330	Prbd.g_00974	Prbk.g_00398
OG0000331	Prbd.g_00973	Prbk.g_00400
OG0000332	Prbd.g_00972	Prbk.g_00401
OG0000333	Prbd.g_00971	Prbk.g_00402
OG0000334	Prbd.g_00970	Prbk.g_00403
OG0000335	Prbd.g_00969	Prbk.g_00404
OG0000336	Prbd.g_00968	Prbk.g_00406
OG0000337	Prbd.g_00964	Prbk.g_00411
OG0000338	Prbd.g_00963	Prbk.g_00412
OG0000339	Prbd.g_00962	Prbk.g_00413
OG0000340	Prbd.g_00961	Prbk.g_00415
OG0000341	Prbd.g_00957	Prbk.g_00420
OG0000342	Prbd.g_00956	Prbk.g_00421
OG0000343	Prbd.g_00954	Prbk.g_00423
OG0000344	Prbd.g_00953	Prbk.g_00425
OG0000345	Prbd.g_00952	Prbk.g_00426
OG0000346	Prbd.g_00951	Prbk.g_00427
OG0000347	Prbd.g_00950	Prbk.g_00428
OG0000348	Prbd.g_00949	Prbk.g_00429
OG0000349	Prbd.g_00948	Prbk.g_00430
OG0000350	Prbd.g_00947	Prbk.g_00431
OG0000351	Prbd.g_00944	Prbk.g_00435
OG0000352	Prbd.g_00941	Prbk.g_00439
OG0000353	Prbd.g_00940	Prbk.g_00442
OG0000354	Prbd.g_00939	Prbk.g_00443
OG0000355	Prbd.g_00938	Prbk.g_00444
OG0000356	Prbd.g_00937	Prbk.g_00449
OG0000357	Prbd.g_00936	Prbk.g_00450
OG0000358	Prbd.g_00935	Prbk.g_00451
OG0000359	Prbd.g_00934	Prbk.g_00453
OG0000360	Prbd.g_00931	Prbk.g_00456
OG0000361	Prbd.g_00930	Prbk.g_00457
OG0000362	Prbd.g_00929	Prbk.g_00458
OG0000363	Prbd.g_00928	Prbk.g_00460
OG0000364	Prbd.g_00927	Prbk.g_00461
OG0000365	Prbd.g_00926	Prbk.g_00462
OG0000366	Prbd.g_00925	Prbk.g_00463
OG0000367	Prbd.g_00924	Prbk.g_00464
OG0000368	Prbd.g_00923	Prbk.g_00465
OG0000369	Prbd.g_00922	Prbk.g_00466
OG0000370	Prbd.g_00921	Prbk.g_00467
OG0000371	Prbd.g_00920	Prbk.g_00468
OG0000372	Prbd.g_00918	Prbk.g_00471
OG0000373	Prbd.g_00916	Prbk.g_00481
OG0000374	Prbd.g_00915	Prbk.g_00483
OG0000375	Prbd.g_00914	Prbk.g_00492
OG0000376	Prbd.g_00912	Prbk.g_00853
OG0000377	Prbd.g_00911	Prbk.g_00860
OG0000378	Prbd.g_00910	Prbk.g_00861
OG0000379	Prbd.g_00905	Prbk.g_00871
OG0000380	Prbd.g_00904	Prbk.g_00873
OG0000381	Prbd.g_00903	Prbk.g_00874
OG0000382	Prbd.g_00901	Prbk.g_00876
OG0000383	Prbd.g_00898	Prbk.g_00881
OG0000384	Prbd.g_00897	Prbk.g_00882
OG0000385	Prbd.g_00894	Prbk.g_00888
OG0000386	Prbd.g_00893	Prbk.g_00889
OG0000387	Prbd.g_00892	Prbk.g_00890
OG0000388	Prbd.g_00891	Prbk.g_00891
OG0000389	Prbd.g_00890	Prbk.g_00892
OG0000390	Prbd.g_00889	Prbk.g_00893
OG0000391	Prbd.g_00888	Prbk.g_00894
OG0000392	Prbd.g_00887	Prbk.g_00895
OG0000393	Prbd.g_00884	Prbk.g_00365
OG0000394	Prbd.g_00883	Prbk.g_00364
OG0000395	Prbd.g_00881	Prbk.g_00360
OG0000396	Prbd.g_00880	Prbk.g_02556
OG0000397	Prbd.g_00867	Prbk.g_01321
OG0000398	Prbd.g_00859	Prbk.g_00924
OG0000399	Prbd.g_00858	Prbk.g_01693
OG0000400	Prbd.g_00852	Prbk.g_01902
OG0000401	Prbd.g_00811	Prbk.g_00352
OG0000402	Prbd.g_00810	Prbk.g_00351
OG0000403	Prbd.g_00809	Prbk.g_00339
OG0000404	Prbd.g_00807	Prbk.g_00329
OG0000405	Prbd.g_00806	Prbk.g_00328
OG0000406	Prbd.g_00804	Prbk.g_00326
OG0000407	Prbd.g_00803	Prbk.g_00325
OG0000408	Prbd.g_00802	Prbk.g_00324
OG0000409	Prbd.g_00801	Prbk.g_00323
OG0000410	Prbd.g_00800	Prbk.g_00321
OG0000411	Prbd.g_00799	Prbk.g_00320
OG0000412	Prbd.g_00798	Prbk.g_00319
OG0000413	Prbd.g_00797	Prbk.g_00318
OG0000414	Prbd.g_00796	Prbk.g_00317
OG0000415	Prbd.g_00795	Prbk.g_00316
OG0000416	Prbd.g_00794	Prbk.g_00315
OG0000417	Prbd.g_00793	Prbk.g_00311
OG0000418	Prbd.g_00792	Prbk.g_00310
OG0000419	Prbd.g_00791	Prbk.g_00309
OG0000420	Prbd.g_00790	Prbk.g_00308
OG0000421	Prbd.g_00789	Prbk.g_00301
OG0000422	Prbd.g_00787	Prbk.g_00299
OG0000423	Prbd.g_00786	Prbk.g_00298
OG0000424	Prbd.g_00784	Prbk.g_00295
OG0000425	Prbd.g_00781	Prbk.g_02088
OG0000426	Prbd.g_00780	Prbk.g_02089
OG0000427	Prbd.g_00779	Prbk.g_02092
OG0000428	Prbd.g_00778	Prbk.g_02105
OG0000429	Prbd.g_00777	Prbk.g_02107
OG0000430	Prbd.g_00771	Prbk.g_02109
OG0000431	Prbd.g_00769	Prbk.g_02111
OG0000432	Prbd.g_00768	Prbk.g_02112
OG0000433	Prbd.g_00765	Prbk.g_02053
OG0000434	Prbd.g_00764	Prbk.g_02056
OG0000435	Prbd.g_00763	Prbk.g_02060
OG0000436	Prbd.g_00761	Prbk.g_02062
OG0000437	Prbd.g_00759	Prbk.g_02064
OG0000438	Prbd.g_00758	Prbk.g_02065
OG0000439	Prbd.g_00757	Prbk.g_02066
OG0000440	Prbd.g_00755	Prbk.g_02069
OG0000441	Prbd.g_00754	Prbk.g_02071
OG0000442	Prbd.g_00753	Prbk.g_02072
OG0000443	Prbd.g_00752	Prbk.g_02073
OG0000444	Prbd.g_00751	Prbk.g_02074
OG0000445	Prbd.g_00750	Prbk.g_02075
OG0000446	Prbd.g_00749	Prbk.g_02076
OG0000447	Prbd.g_00748	Prbk.g_02077
OG0000448	Prbd.g_00747	Prbk.g_02078
OG0000449	Prbd.g_00742	Prbk.g_01865
OG0000450	Prbd.g_00741	Prbk.g_01041
OG0000451	Prbd.g_00740	Prbk.g_01042
OG0000452	Prbd.g_00739	Prbk.g_01043
OG0000453	Prbd.g_00737	Prbk.g_01046
OG0000454	Prbd.g_00736	Prbk.g_01047
OG0000455	Prbd.g_00735	Prbk.g_01048
OG0000456	Prbd.g_00734	Prbk.g_01049
OG0000457	Prbd.g_00732	Prbk.g_01050
OG0000458	Prbd.g_00730	Prbk.g_01051
OG0000459	Prbd.g_00729	Prbk.g_01052
OG0000460	Prbd.g_00727	Prbk.g_01054
OG0000461	Prbd.g_00726	Prbk.g_01055
OG0000462	Prbd.g_00725	Prbk.g_01056
OG0000463	Prbd.g_00724	Prbk.g_01061
OG0000464	Prbd.g_00719	Prbk.g_01066
OG0000465	Prbd.g_00717	Prbk.g_01067
OG0000466	Prbd.g_00716	Prbk.g_01068
OG0000467	Prbd.g_00715	Prbk.g_01070
OG0000468	Prbd.g_00714	Prbk.g_01071
OG0000469	Prbd.g_00713	Prbk.g_01076
OG0000470	Prbd.g_00712	Prbk.g_01965
OG0000471	Prbd.g_00711	Prbk.g_01772
OG0000472	Prbd.g_00708	Prbk.g_01081
OG0000473	Prbd.g_00707	Prbk.g_01083
OG0000474	Prbd.g_00706	Prbk.g_01085
OG0000475	Prbd.g_00705	Prbk.g_01086
OG0000476	Prbd.g_00704	Prbk.g_01092
OG0000477	Prbd.g_00702	Prbk.g_01095
OG0000478	Prbd.g_00701	Prbk.g_01097
OG0000479	Prbd.g_00700	Prbk.g_01099
OG0000480	Prbd.g_00698	Prbk.g_02686
OG0000481	Prbd.g_00697	Prbk.g_01898
OG0000482	Prbd.g_00696	Prbk.g_01897
OG0000483	Prbd.g_00695	Prbk.g_01895
OG0000484	Prbd.g_00694	Prbk.g_01894
OG0000485	Prbd.g_00693	Prbk.g_01893
OG0000486	Prbd.g_00692	Prbk.g_01892
OG0000487	Prbd.g_00691	Prbk.g_01891
OG0000488	Prbd.g_00689	Prbk.g_01889
OG0000489	Prbd.g_00688	Prbk.g_01888
OG0000490	Prbd.g_00687	Prbk.g_01887
OG0000491	Prbd.g_00686	Prbk.g_01886
OG0000492	Prbd.g_00685	Prbk.g_01885
OG0000493	Prbd.g_00684	Prbk.g_01884
OG0000494	Prbd.g_00682	Prbk.g_01882
OG0000495	Prbd.g_00681	Prbk.g_01881
OG0000496	Prbd.g_00680	Prbk.g_01879
OG0000497	Prbd.g_00679	Prbk.g_01877
OG0000498	Prbd.g_00678	Prbk.g_01876
OG0000499	Prbd.g_00676	Prbk.g_01874
OG0000500	Prbd.g_00675	Prbk.g_01873
OG0000501	Prbd.g_00673	Prbk.g_01104
OG0000502	Prbd.g_00672	Prbk.g_01105
OG0000503	Prbd.g_00671	Prbk.g_01106
OG0000504	Prbd.g_00670	Prbk.g_01108
OG0000505	Prbd.g_00669	Prbk.g_01109
OG0000506	Prbd.g_00668	Prbk.g_01110
OG0000507	Prbd.g_00667	Prbk.g_01111
OG0000508	Prbd.g_00665	Prbk.g_01115
OG0000509	Prbd.g_00664	Prbk.g_01116
OG0000510	Prbd.g_00663	Prbk.g_01117
OG0000511	Prbd.g_00662	Prbk.g_01118
OG0000512	Prbd.g_00661	Prbk.g_01119
OG0000513	Prbd.g_00660	Prbk.g_01120
OG0000514	Prbd.g_00659	Prbk.g_01121
OG0000515	Prbd.g_00657	Prbk.g_01124
OG0000516	Prbd.g_00656	Prbk.g_01125
OG0000517	Prbd.g_00655	Prbk.g_01126
OG0000518	Prbd.g_00653	Prbk.g_01130
OG0000519	Prbd.g_00652	Prbk.g_01131
OG0000520	Prbd.g_00651	Prbk.g_01132
OG0000521	Prbd.g_00650	Prbk.g_01133
OG0000522	Prbd.g_00649	Prbk.g_01139
OG0000523	Prbd.g_00648	Prbk.g_01140
OG0000524	Prbd.g_00647	Prbk.g_01141
OG0000525	Prbd.g_00645	Prbk.g_01143
OG0000526	Prbd.g_00644	Prbk.g_01144
OG0000527	Prbd.g_00643	Prbk.g_01145
OG0000528	Prbd.g_00642	Prbk.g_01146
OG0000529	Prbd.g_00641	Prbk.g_01147
OG0000530	Prbd.g_00640	Prbk.g_01148
OG0000531	Prbd.g_00639	Prbk.g_01151
OG0000532	Prbd.g_00638	Prbk.g_01153
OG0000533	Prbd.g_00637	Prbk.g_01154
OG0000534	Prbd.g_00636	Prbk.g_01155
OG0000535	Prbd.g_00635	Prbk.g_01156
OG0000536	Prbd.g_00634	Prbk.g_01157
OG0000537	Prbd.g_00633	Prbk.g_01158
OG0000538	Prbd.g_00632	Prbk.g_01159
OG0000539	Prbd.g_00631	Prbk.g_01161
OG0000540	Prbd.g_00630	Prbk.g_01163
OG0000541	Prbd.g_00629	Prbk.g_02602
OG0000542	Prbd.g_00628	Prbk.g_02603
OG0000543	Prbd.g_00627	Prbk.g_02604
OG0000544	Prbd.g_00626	Prbk.g_02605
OG0000545	Prbd.g_00623	Prbk.g_02608
OG0000546	Prbd.g_00622	Prbk.g_02609
OG0000547	Prbd.g_00620	Prbk.g_02611
OG0000548	Prbd.g_00619	Prbk.g_02616
OG0000549	Prbd.g_00618	Prbk.g_02617
OG0000550	Prbd.g_00617	Prbk.g_02618
OG0000551	Prbd.g_00616	Prbk.g_02621
OG0000552	Prbd.g_00615	Prbk.g_02623
OG0000553	Prbd.g_00614	Prbk.g_02624
OG0000554	Prbd.g_00613	Prbk.g_02626
OG0000555	Prbd.g_00612	Prbk.g_02627
