Orthogroup	Prbd	Praa
OG0000084	Prbd.g_01231	Praa.g_00006
OG0000085	Prbd.g_01214	Praa.g_00023
OG0000086	Prbd.g_01199	Praa.g_00039
OG0000087	Prbd.g_01188	Praa.g_00049
OG0000088	Prbd.g_01131	Praa.g_00113
OG0000089	Prbd.g_01122	Praa.g_00121
OG0000090	Prbd.g_01104, Prbd.g_01103	Praa.g_00139
OG0000091	Prbd.g_01071	Praa.g_00169
OG0000092	Prbd.g_01070	Praa.g_00170
OG0000093	Prbd.g_01056	Praa.g_00184
OG0000094	Prbd.g_01038	Praa.g_00202
OG0000095	Prbd.g_01033	Praa.g_00207
OG0000096	Prbd.g_00988	Praa.g_00251
OG0000097	Prbd.g_00965	Praa.g_00274
OG0000098	Prbd.g_00955	Praa.g_00284
OG0000099	Prbd.g_00945	Praa.g_00294
OG0000100	Prbd.g_00942	Praa.g_00297
OG0000101	Prbd.g_00882	Praa.g_00356
OG0000102	Prbd.g_00855	Praa.g_00381
OG0000103	Prbd.g_00766	Praa.g_00476
OG0000104	Prbd.g_00762	Praa.g_00480
OG0000105	Prbd.g_00743	Praa.g_00499
OG0000106	Prbd.g_00710	Praa.g_00532
OG0000107	Prbd.g_00709	Praa.g_00533
OG0000108	Prbd.g_00699	Praa.g_00544
OG0000109	Prbd.g_00690	Praa.g_00553
OG0000110	Prbd.g_00674	Praa.g_00569
OG0000111	Prbd.g_00593	Praa.g_00651
OG0000112	Prbd.g_00592	Praa.g_00652
OG0000113	Prbd.g_00029	Praa.g_00733
OG0000114	Prbd.g_00100	Praa.g_00801
OG0000115	Prbd.g_00264	Praa.g_00964
OG0000116	Prbd.g_00268	Praa.g_00968
OG0000117	Prbd.g_00337	Praa.g_01036
OG0000118	Prbd.g_00389	Praa.g_01089
OG0000119	Prbd.g_00430	Praa.g_01130
OG0000120	Prbd.g_00474	Praa.g_01165
OG0000121	Prbd.g_00493	Praa.g_01184
OG0000122	Prbd.g_00512	Praa.g_01203
OG0000123	Prbd.g_00525	Praa.g_01216
OG0000124	Prbd.g_01921	Praa.g_01224
OG0000125	Prbd.g_01789	Praa.g_01330
OG0000126	Prbd.g_01764	Praa.g_01366
OG0000127	Prbd.g_01702	Praa.g_01463
OG0000128	Prbd.g_01688	Praa.g_01477
OG0000129	Prbd.g_01652	Praa.g_01513
OG0000130	Prbd.g_01527	Praa.g_01633
OG0000131	Prbd.g_01489	Praa.g_01672
OG0000132	Prbd.g_01486	Praa.g_01675
OG0000133	Prbd.g_01432	Praa.g_01734
OG0000134	Prbd.g_01396	Praa.g_01770
OG0000135	Prbd.g_01394	Praa.g_01772
OG0000136	Prbd.g_01350	Praa.g_01817
OG0000137	Prbd.g_01317	Praa.g_01849
OG0000138	Prbd.g_01281	Praa.g_01885
OG0000139	Prbd.g_01255	Praa.g_01911
OG0000140	Prbd.g_01236	Praa.g_00001
OG0000141	Prbd.g_01235	Praa.g_00002
OG0000142	Prbd.g_01233	Praa.g_00004
OG0000143	Prbd.g_01232	Praa.g_00005
OG0000144	Prbd.g_01230	Praa.g_00007
OG0000145	Prbd.g_01229	Praa.g_00008
OG0000146	Prbd.g_01228	Praa.g_00009
OG0000147	Prbd.g_01227	Praa.g_00010
OG0000148	Prbd.g_01225	Praa.g_00012
OG0000149	Prbd.g_01223	Praa.g_00014
OG0000150	Prbd.g_01222	Praa.g_00015
OG0000151	Prbd.g_01221	Praa.g_00016
OG0000152	Prbd.g_01220	Praa.g_00017
OG0000153	Prbd.g_01219	Praa.g_00018
OG0000154	Prbd.g_01218	Praa.g_00019
OG0000155	Prbd.g_01217	Praa.g_00020
OG0000156	Prbd.g_01216	Praa.g_00021
OG0000157	Prbd.g_01215	Praa.g_00022
OG0000158	Prbd.g_01213	Praa.g_00024
OG0000159	Prbd.g_01212	Praa.g_00025
OG0000160	Prbd.g_01211	Praa.g_00026
OG0000161	Prbd.g_01210	Praa.g_00027
OG0000162	Prbd.g_01209	Praa.g_00028
OG0000163	Prbd.g_01208	Praa.g_00029
OG0000164	Prbd.g_01205	Praa.g_00032
OG0000165	Prbd.g_01202	Praa.g_00035
OG0000166	Prbd.g_01201	Praa.g_00036
OG0000167	Prbd.g_01200	Praa.g_00037
OG0000168	Prbd.g_01198	Praa.g_00040
OG0000169	Prbd.g_01196	Praa.g_00042
OG0000170	Prbd.g_01195	Praa.g_00043
OG0000171	Prbd.g_01194	Praa.g_00044
OG0000172	Prbd.g_01192	Praa.g_00045
OG0000173	Prbd.g_01191	Praa.g_00046
OG0000174	Prbd.g_01190	Praa.g_00047
OG0000175	Prbd.g_01189	Praa.g_00048
OG0000176	Prbd.g_01187	Praa.g_00050
OG0000177	Prbd.g_01186	Praa.g_00051
OG0000178	Prbd.g_01185	Praa.g_00052
OG0000179	Prbd.g_01180	Praa.g_00064
OG0000180	Prbd.g_01179	Praa.g_00065
OG0000181	Prbd.g_01178	Praa.g_00066
OG0000182	Prbd.g_01175	Praa.g_00069
OG0000183	Prbd.g_01174	Praa.g_00070
OG0000184	Prbd.g_01171	Praa.g_00073
OG0000185	Prbd.g_01167	Praa.g_00077
OG0000186	Prbd.g_01166	Praa.g_00078
OG0000187	Prbd.g_01165	Praa.g_00079
OG0000188	Prbd.g_01164	Praa.g_00080
OG0000189	Prbd.g_01163	Praa.g_00081
OG0000190	Prbd.g_01162	Praa.g_00082
OG0000191	Prbd.g_01161	Praa.g_00083
OG0000192	Prbd.g_01160	Praa.g_00084
OG0000193	Prbd.g_01159	Praa.g_00085
OG0000194	Prbd.g_01158	Praa.g_00086
OG0000195	Prbd.g_01156	Praa.g_00088
OG0000196	Prbd.g_01155	Praa.g_00089
OG0000197	Prbd.g_01154	Praa.g_00090
OG0000198	Prbd.g_01153	Praa.g_00091
OG0000199	Prbd.g_01150	Praa.g_00094
OG0000200	Prbd.g_01149	Praa.g_00095
OG0000201	Prbd.g_01148	Praa.g_00096
OG0000202	Prbd.g_01147	Praa.g_00097
OG0000203	Prbd.g_01146	Praa.g_00098
OG0000204	Prbd.g_01145	Praa.g_00099
OG0000205	Prbd.g_01144	Praa.g_00100
OG0000206	Prbd.g_01143	Praa.g_00101
OG0000207	Prbd.g_01142	Praa.g_00102
OG0000208	Prbd.g_01141	Praa.g_00103
OG0000209	Prbd.g_01140	Praa.g_00104
OG0000210	Prbd.g_01138	Praa.g_00106
OG0000211	Prbd.g_01137	Praa.g_00107
OG0000212	Prbd.g_01136	Praa.g_00108
OG0000213	Prbd.g_01135	Praa.g_00109
OG0000214	Prbd.g_01133	Praa.g_00111
OG0000215	Prbd.g_01132	Praa.g_00112
OG0000216	Prbd.g_01130	Praa.g_00114
OG0000217	Prbd.g_01128	Praa.g_00115
OG0000218	Prbd.g_01127	Praa.g_00116
OG0000219	Prbd.g_01126	Praa.g_00117
OG0000220	Prbd.g_01123	Praa.g_00120
OG0000221	Prbd.g_01121	Praa.g_00122
OG0000222	Prbd.g_01120	Praa.g_00123
OG0000223	Prbd.g_01119	Praa.g_00124
OG0000224	Prbd.g_01116	Praa.g_00127
OG0000225	Prbd.g_01114	Praa.g_00129
OG0000226	Prbd.g_01113	Praa.g_00130
OG0000227	Prbd.g_01112	Praa.g_00131
OG0000228	Prbd.g_01111	Praa.g_00132
OG0000229	Prbd.g_01110	Praa.g_00133
OG0000230	Prbd.g_01109	Praa.g_00134
OG0000231	Prbd.g_01107	Praa.g_00136
OG0000232	Prbd.g_01106	Praa.g_00137
OG0000233	Prbd.g_01102	Praa.g_00140
OG0000234	Prbd.g_01100	Praa.g_00142
OG0000235	Prbd.g_01095	Praa.g_00145
OG0000236	Prbd.g_01094	Praa.g_00146
OG0000237	Prbd.g_01093	Praa.g_00147
OG0000238	Prbd.g_01092	Praa.g_00148
OG0000239	Prbd.g_01091	Praa.g_00149
OG0000240	Prbd.g_01089	Praa.g_00151
OG0000241	Prbd.g_01088	Praa.g_00152
OG0000242	Prbd.g_01087	Praa.g_00153
OG0000243	Prbd.g_01086	Praa.g_00154
OG0000244	Prbd.g_01085	Praa.g_00155
OG0000245	Prbd.g_01084	Praa.g_00156
OG0000246	Prbd.g_01082	Praa.g_00158
OG0000247	Prbd.g_01081	Praa.g_00159
OG0000248	Prbd.g_01080	Praa.g_00160
OG0000249	Prbd.g_01079	Praa.g_00161
OG0000250	Prbd.g_01078	Praa.g_00162
OG0000251	Prbd.g_01077	Praa.g_00163
OG0000252	Prbd.g_01076	Praa.g_00164
OG0000253	Prbd.g_01075	Praa.g_00165
OG0000254	Prbd.g_01073	Praa.g_00167
OG0000255	Prbd.g_01072	Praa.g_00168
OG0000256	Prbd.g_01069	Praa.g_00171
OG0000257	Prbd.g_01067	Praa.g_00173
OG0000258	Prbd.g_01066	Praa.g_00174
OG0000259	Prbd.g_01065	Praa.g_00175
OG0000260	Prbd.g_01064	Praa.g_00176
OG0000261	Prbd.g_01063	Praa.g_00177
OG0000262	Prbd.g_01062	Praa.g_00178
OG0000263	Prbd.g_01061	Praa.g_00179
OG0000264	Prbd.g_01059	Praa.g_00181
OG0000265	Prbd.g_01058	Praa.g_00182
OG0000266	Prbd.g_01057	Praa.g_00183
OG0000267	Prbd.g_01055	Praa.g_00185
OG0000268	Prbd.g_01054	Praa.g_00186
OG0000269	Prbd.g_01053	Praa.g_00187
OG0000270	Prbd.g_01052	Praa.g_00188
OG0000271	Prbd.g_01051	Praa.g_00189
OG0000272	Prbd.g_01050	Praa.g_00190
OG0000273	Prbd.g_01049	Praa.g_00191
OG0000274	Prbd.g_01048	Praa.g_00192
OG0000275	Prbd.g_01047	Praa.g_00193
OG0000276	Prbd.g_01046	Praa.g_00194
OG0000277	Prbd.g_01045	Praa.g_00195
OG0000278	Prbd.g_01044	Praa.g_00196
OG0000279	Prbd.g_01043	Praa.g_00197
OG0000280	Prbd.g_01042	Praa.g_00198
OG0000281	Prbd.g_01040	Praa.g_00200
OG0000282	Prbd.g_01039	Praa.g_00201
OG0000283	Prbd.g_01036	Praa.g_00204
OG0000284	Prbd.g_01035	Praa.g_00205
OG0000285	Prbd.g_01034	Praa.g_00206
OG0000286	Prbd.g_01032	Praa.g_00208
OG0000287	Prbd.g_01031	Praa.g_00209
OG0000288	Prbd.g_01030	Praa.g_00210
OG0000289	Prbd.g_01029	Praa.g_00211
OG0000290	Prbd.g_01028	Praa.g_00212
OG0000291	Prbd.g_01027	Praa.g_00213
OG0000292	Prbd.g_01026	Praa.g_00214
OG0000293	Prbd.g_01025	Praa.g_00215
OG0000294	Prbd.g_01024	Praa.g_00216
OG0000295	Prbd.g_01023	Praa.g_00217
OG0000296	Prbd.g_01022	Praa.g_00218
OG0000297	Prbd.g_01021	Praa.g_00219
OG0000298	Prbd.g_01020	Praa.g_00220
OG0000299	Prbd.g_01019	Praa.g_00221
OG0000300	Prbd.g_01018	Praa.g_00222
OG0000301	Prbd.g_01017	Praa.g_00223
OG0000302	Prbd.g_01016	Praa.g_00224
OG0000303	Prbd.g_01015	Praa.g_00225
OG0000304	Prbd.g_01013	Praa.g_00226
OG0000305	Prbd.g_01012	Praa.g_00227
OG0000306	Prbd.g_01011	Praa.g_00228
OG0000307	Prbd.g_01010	Praa.g_00229
OG0000308	Prbd.g_01009	Praa.g_00230
OG0000309	Prbd.g_01008	Praa.g_00231
OG0000310	Prbd.g_01007	Praa.g_00232
OG0000311	Prbd.g_01006	Praa.g_00233
OG0000312	Prbd.g_01004	Praa.g_00235
OG0000313	Prbd.g_01003	Praa.g_00236
OG0000314	Prbd.g_01000	Praa.g_00239
OG0000315	Prbd.g_00999	Praa.g_00240
OG0000316	Prbd.g_00997	Praa.g_00242
OG0000317	Prbd.g_00995	Praa.g_00244
OG0000318	Prbd.g_00994	Praa.g_00245
OG0000319	Prbd.g_00993	Praa.g_00246
OG0000320	Prbd.g_00992	Praa.g_00247
OG0000321	Prbd.g_00989	Praa.g_00250
OG0000322	Prbd.g_00986	Praa.g_00253
OG0000323	Prbd.g_00985	Praa.g_00254
OG0000324	Prbd.g_00982	Praa.g_00257
OG0000325	Prbd.g_00980	Praa.g_00259
OG0000326	Prbd.g_00979	Praa.g_00260
OG0000327	Prbd.g_00977	Praa.g_00262
OG0000328	Prbd.g_00976	Praa.g_00263
OG0000329	Prbd.g_00975	Praa.g_00264
OG0000330	Prbd.g_00974	Praa.g_00265
OG0000331	Prbd.g_00973	Praa.g_00266
OG0000332	Prbd.g_00972	Praa.g_00267
OG0000333	Prbd.g_00971	Praa.g_00268
OG0000334	Prbd.g_00970	Praa.g_00269
OG0000335	Prbd.g_00969	Praa.g_00270
OG0000336	Prbd.g_00968	Praa.g_00271
OG0000337	Prbd.g_00964	Praa.g_00275
OG0000338	Prbd.g_00963	Praa.g_00276
OG0000339	Prbd.g_00962	Praa.g_00277
OG0000340	Prbd.g_00961	Praa.g_00278
OG0000341	Prbd.g_00957	Praa.g_00282
OG0000342	Prbd.g_00956	Praa.g_00283
OG0000343	Prbd.g_00954	Praa.g_00285
OG0000344	Prbd.g_00953	Praa.g_00286
OG0000345	Prbd.g_00952	Praa.g_00287
OG0000346	Prbd.g_00951	Praa.g_00288
OG0000347	Prbd.g_00950	Praa.g_00289
OG0000348	Prbd.g_00949	Praa.g_00290
OG0000349	Prbd.g_00948	Praa.g_00291
OG0000350	Prbd.g_00947	Praa.g_00292
OG0000351	Prbd.g_00944	Praa.g_00295
OG0000352	Prbd.g_00941	Praa.g_00298
OG0000353	Prbd.g_00940	Praa.g_00299
OG0000354	Prbd.g_00939	Praa.g_00300
OG0000355	Prbd.g_00938	Praa.g_00301
OG0000356	Prbd.g_00937	Praa.g_00302
OG0000357	Prbd.g_00936	Praa.g_00303
OG0000358	Prbd.g_00935	Praa.g_00304
OG0000359	Prbd.g_00934	Praa.g_00305
OG0000360	Prbd.g_00931	Praa.g_00308
OG0000361	Prbd.g_00930	Praa.g_00309
OG0000362	Prbd.g_00929	Praa.g_00310
OG0000363	Prbd.g_00928	Praa.g_00311
OG0000364	Prbd.g_00927	Praa.g_00312
OG0000365	Prbd.g_00926	Praa.g_00313
OG0000366	Prbd.g_00925	Praa.g_00314
OG0000367	Prbd.g_00924	Praa.g_00315
OG0000368	Prbd.g_00923	Praa.g_00316
OG0000369	Prbd.g_00922	Praa.g_00317
OG0000370	Prbd.g_00921	Praa.g_00318
OG0000371	Prbd.g_00920	Praa.g_00319
OG0000372	Prbd.g_00918	Praa.g_00321
OG0000373	Prbd.g_00916	Praa.g_00323
OG0000374	Prbd.g_00915	Praa.g_00324
OG0000375	Prbd.g_00914	Praa.g_00325
OG0000376	Prbd.g_00912	Praa.g_00327
OG0000377	Prbd.g_00911	Praa.g_00328
OG0000378	Prbd.g_00910	Praa.g_00329
OG0000379	Prbd.g_00905	Praa.g_00334
OG0000380	Prbd.g_00904	Praa.g_00335
OG0000381	Prbd.g_00903	Praa.g_00336
OG0000382	Prbd.g_00901	Praa.g_00338
OG0000383	Prbd.g_00898	Praa.g_00340
OG0000384	Prbd.g_00897	Praa.g_00341
OG0000385	Prbd.g_00894	Praa.g_00344
OG0000386	Prbd.g_00893	Praa.g_00345
OG0000387	Prbd.g_00892	Praa.g_00346
OG0000388	Prbd.g_00891	Praa.g_00347
OG0000389	Prbd.g_00890	Praa.g_00348
OG0000390	Prbd.g_00889	Praa.g_00349
OG0000391	Prbd.g_00888	Praa.g_00350
OG0000392	Prbd.g_00887	Praa.g_00351
OG0000393	Prbd.g_00884	Praa.g_00354
OG0000394	Prbd.g_00883	Praa.g_00355
OG0000395	Prbd.g_00881	Praa.g_00357
OG0000396	Prbd.g_00880	Praa.g_00358
OG0000397	Prbd.g_00867	Praa.g_00370
OG0000398	Prbd.g_00859	Praa.g_00378
OG0000399	Prbd.g_00858	Praa.g_00379
OG0000400	Prbd.g_00852	Praa.g_00383
OG0000401	Prbd.g_00811	Praa.g_00431
OG0000402	Prbd.g_00810	Praa.g_00432
OG0000403	Prbd.g_00809	Praa.g_00433
OG0000404	Prbd.g_00807	Praa.g_00435
OG0000405	Prbd.g_00806	Praa.g_00436
OG0000406	Prbd.g_00804	Praa.g_00437
OG0000407	Prbd.g_00803	Praa.g_00438
OG0000408	Prbd.g_00802	Praa.g_00439
OG0000409	Prbd.g_00801	Praa.g_00440
OG0000410	Prbd.g_00800	Praa.g_00441
OG0000411	Prbd.g_00799	Praa.g_00442
OG0000412	Prbd.g_00798	Praa.g_00443
OG0000413	Prbd.g_00797	Praa.g_00444
OG0000414	Prbd.g_00796	Praa.g_00445
OG0000415	Prbd.g_00795	Praa.g_00446
OG0000416	Prbd.g_00794	Praa.g_00447
OG0000417	Prbd.g_00793	Praa.g_00448
OG0000418	Prbd.g_00792	Praa.g_00449
OG0000419	Prbd.g_00791	Praa.g_00450
OG0000420	Prbd.g_00790	Praa.g_00451
OG0000421	Prbd.g_00789	Praa.g_00452
OG0000422	Prbd.g_00787	Praa.g_00454
OG0000423	Prbd.g_00786	Praa.g_00455
OG0000424	Prbd.g_00784	Praa.g_00457
OG0000425	Prbd.g_00781	Praa.g_00461
OG0000426	Prbd.g_00780	Praa.g_00462
OG0000427	Prbd.g_00779	Praa.g_00463
OG0000428	Prbd.g_00778	Praa.g_00464
OG0000429	Prbd.g_00777	Praa.g_00465
OG0000430	Prbd.g_00771	Praa.g_00471
OG0000431	Prbd.g_00769	Praa.g_00473
OG0000432	Prbd.g_00768	Praa.g_00474
OG0000433	Prbd.g_00765	Praa.g_00477
OG0000434	Prbd.g_00764	Praa.g_00478
OG0000435	Prbd.g_00763	Praa.g_00479
OG0000436	Prbd.g_00761	Praa.g_00481
OG0000437	Prbd.g_00759	Praa.g_00483
OG0000438	Prbd.g_00758	Praa.g_00484
OG0000439	Prbd.g_00757	Praa.g_00485
OG0000440	Prbd.g_00755	Praa.g_00487
OG0000441	Prbd.g_00754	Praa.g_00488
OG0000442	Prbd.g_00753	Praa.g_00489
OG0000443	Prbd.g_00752	Praa.g_00490
OG0000444	Prbd.g_00751	Praa.g_00491
OG0000445	Prbd.g_00750	Praa.g_00492
OG0000446	Prbd.g_00749	Praa.g_00493
OG0000447	Prbd.g_00748	Praa.g_00494
OG0000448	Prbd.g_00747	Praa.g_00495
OG0000449	Prbd.g_00742	Praa.g_00500
OG0000450	Prbd.g_00741	Praa.g_00501
OG0000451	Prbd.g_00740	Praa.g_00502
OG0000452	Prbd.g_00739	Praa.g_00503
OG0000453	Prbd.g_00737	Praa.g_00505
OG0000454	Prbd.g_00736	Praa.g_00506
OG0000455	Prbd.g_00735	Praa.g_00507
OG0000456	Prbd.g_00734	Praa.g_00508
OG0000457	Prbd.g_00732	Praa.g_00510
OG0000458	Prbd.g_00730	Praa.g_00512
OG0000459	Prbd.g_00729	Praa.g_00513
OG0000460	Prbd.g_00727	Praa.g_00515
OG0000461	Prbd.g_00726	Praa.g_00516
OG0000462	Prbd.g_00725	Praa.g_00517
OG0000463	Prbd.g_00724	Praa.g_00518
OG0000464	Prbd.g_00719	Praa.g_00523
OG0000465	Prbd.g_00717	Praa.g_00525
OG0000466	Prbd.g_00716	Praa.g_00526
OG0000467	Prbd.g_00715	Praa.g_00527
OG0000468	Prbd.g_00714	Praa.g_00528
OG0000469	Prbd.g_00713	Praa.g_00529
OG0000470	Prbd.g_00712	Praa.g_00530
OG0000471	Prbd.g_00711	Praa.g_00531
OG0000472	Prbd.g_00708	Praa.g_00534
OG0000473	Prbd.g_00707	Praa.g_00535
OG0000474	Prbd.g_00706	Praa.g_00536
OG0000475	Prbd.g_00705	Praa.g_00537
OG0000476	Prbd.g_00704	Praa.g_00538
OG0000477	Prbd.g_00702	Praa.g_00540
OG0000478	Prbd.g_00701	Praa.g_00541
OG0000479	Prbd.g_00700	Praa.g_00543
OG0000480	Prbd.g_00698	Praa.g_00545
OG0000481	Prbd.g_00697	Praa.g_00546
OG0000482	Prbd.g_00696	Praa.g_00547
OG0000483	Prbd.g_00695	Praa.g_00548
OG0000484	Prbd.g_00694	Praa.g_00549
OG0000485	Prbd.g_00693	Praa.g_00550
OG0000486	Prbd.g_00692	Praa.g_00551
OG0000487	Prbd.g_00691	Praa.g_00552
OG0000488	Prbd.g_00689	Praa.g_00554
OG0000489	Prbd.g_00688	Praa.g_00555
OG0000490	Prbd.g_00687	Praa.g_00556
OG0000491	Prbd.g_00686	Praa.g_00557
OG0000492	Prbd.g_00685	Praa.g_00558
OG0000493	Prbd.g_00684	Praa.g_00559
OG0000494	Prbd.g_00682	Praa.g_00561
OG0000495	Prbd.g_00681	Praa.g_00562
OG0000496	Prbd.g_00680	Praa.g_00563
OG0000497	Prbd.g_00679	Praa.g_00564
OG0000498	Prbd.g_00678	Praa.g_00565
OG0000499	Prbd.g_00676	Praa.g_00567
OG0000500	Prbd.g_00675	Praa.g_00568
OG0000501	Prbd.g_00673	Praa.g_00570
OG0000502	Prbd.g_00672	Praa.g_00571
OG0000503	Prbd.g_00671	Praa.g_00572
OG0000504	Prbd.g_00670	Praa.g_00573
OG0000505	Prbd.g_00669	Praa.g_00574
OG0000506	Prbd.g_00668	Praa.g_00575
OG0000507	Prbd.g_00667	Praa.g_00576
OG0000508	Prbd.g_00665	Praa.g_00578
OG0000509	Prbd.g_00664	Praa.g_00579
OG0000510	Prbd.g_00663	Praa.g_00580
OG0000511	Prbd.g_00662	Praa.g_00581
OG0000512	Prbd.g_00661	Praa.g_00582
OG0000513	Prbd.g_00660	Praa.g_00583
OG0000514	Prbd.g_00659	Praa.g_00584
OG0000515	Prbd.g_00657	Praa.g_00586
OG0000516	Prbd.g_00656	Praa.g_00587
OG0000517	Prbd.g_00655	Praa.g_00588
OG0000518	Prbd.g_00653	Praa.g_00591
OG0000519	Prbd.g_00652	Praa.g_00592
OG0000520	Prbd.g_00651	Praa.g_00593
OG0000521	Prbd.g_00650	Praa.g_00594
OG0000522	Prbd.g_00649	Praa.g_00595
OG0000523	Prbd.g_00648	Praa.g_00596
OG0000524	Prbd.g_00647	Praa.g_00597
OG0000525	Prbd.g_00645	Praa.g_00599
OG0000526	Prbd.g_00644	Praa.g_00600
OG0000527	Prbd.g_00643	Praa.g_00601
OG0000528	Prbd.g_00642	Praa.g_00602
OG0000529	Prbd.g_00641	Praa.g_00603
OG0000530	Prbd.g_00640	Praa.g_00604
OG0000531	Prbd.g_00639	Praa.g_00605
OG0000532	Prbd.g_00638	Praa.g_00606
OG0000533	Prbd.g_00637	Praa.g_00607
OG0000534	Prbd.g_00636	Praa.g_00608
OG0000535	Prbd.g_00635	Praa.g_00609
OG0000536	Prbd.g_00634	Praa.g_00610
OG0000537	Prbd.g_00633	Praa.g_00611
OG0000538	Prbd.g_00632	Praa.g_00612
OG0000539	Prbd.g_00631	Praa.g_00613
OG0000540	Prbd.g_00630	Praa.g_00614
OG0000541	Prbd.g_00629	Praa.g_00615
OG0000542	Prbd.g_00628	Praa.g_00616
OG0000543	Prbd.g_00627	Praa.g_00617
OG0000544	Prbd.g_00626	Praa.g_00618
OG0000545	Prbd.g_00623	Praa.g_00621
OG0000546	Prbd.g_00622	Praa.g_00622
OG0000547	Prbd.g_00620	Praa.g_00624
