HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N16.HOG0000021	OG0000003	n108																																				Prbj.g_00079	Prbk.g_00349	Prbl.g_00673																						
N16.HOG0000022	OG0000003	n116																																				Prbj.g_01354	Prbk.g_00999	Prbl.g_01504																						
N16.HOG0000023	OG0000003	n118																																				Prbj.g_01356	Prbk.g_02681	Prbl.g_01502																						
N16.HOG0000024	OG0000003	n128																																				Prbj.g_01916	Prbk.g_02121	Prbl.g_02278																						
N16.HOG0000025	OG0000003	n129																																				Prbj.g_01831	Prbk.g_00049	Prbl.g_00920																						
N16.HOG0000026	OG0000004	n1																																				Prbj.g_00754	Prbk.g_01760	Prbl.g_00021																						
N16.HOG0000027	OG0000004	n54																																				Prbj.g_01777	Prbk.g_01134	Prbl.g_01771																						
N16.HOG0000028	OG0000005	n46																																				Prbj.g_00883	Prbk.g_00933	Prbl.g_00419																						
N16.HOG0000029	OG0000006	n2																																				Prbj.g_02699	Prbk.g_02695	Prbl.g_02601																						
N16.HOG0000030	OG0000007	n1																																				Prbj.g_01610		Prbl.g_00531																						
N16.HOG0000031	OG0000007	n56																																				Prbj.g_00857	Prbk.g_00907	Prbl.g_00394																						
N16.HOG0000032	OG0000008	n2																																				Prbj.g_00929	Prbk.g_01819	Prbl.g_01855																						
N16.HOG0000033	OG0000008	n46																																				Prbj.g_00928	Prbk.g_01820	Prbl.g_01854																						
N16.HOG0000034	OG0000009	n66																																				Prbj.g_01300	Prbk.g_01932	Prbl.g_00155																						
N16.HOG0000035	OG0000009	n69																																				Prbj.g_00618	Prbk.g_00013	Prbl.g_00554																						
N16.HOG0000036	OG0000010	n0																																				Prbj.g_00129	Prbk.g_02112	Prbl.g_01341																						
N16.HOG0000037	OG0000011	n6																																				Prbj.g_00897	Prbk.g_01851	Prbl.g_01822																						
N16.HOG0000038	OG0000012	n61																																				Prbj.g_02552	Prbk.g_02610	Prbl.g_01618																						
N16.HOG0000039	OG0000013	n2																																				Prbj.g_00359	Prbk.g_00853	Prbl.g_01183																						
N16.HOG0000040	OG0000014	n2																																				Prbj.g_01442	Prbk.g_00454	Prbl.g_01416																						
N16.HOG0000041	OG0000015	n23																																				Prbj.g_02502	Prbk.g_02558	Prbl.g_01566																						
N16.HOG0000042	OG0000017	n1																																				Prbj.g_01761	Prbk.g_01150	Prbl.g_01755																						
N16.HOG0000043	OG0000017	n28																																				Prbj.g_01769	Prbk.g_01142	Prbl.g_01763																						
N16.HOG0000044	OG0000018	n0																																				Prbj.g_00641	Prbk.g_01227	Prbl.g_00694																						
N16.HOG0000045	OG0000019	n4																																				Prbj.g_00025	Prbk.g_01644	Prbl.g_01097																						
N16.HOG0000046	OG0000019	n71																																				Prbj.g_01349	Prbk.g_01004	Prbl.g_01509																						
N16.HOG0000047	OG0000020	n6																																				Prbj.g_00046	Prbk.g_01664	Prbl.g_01076																						
N16.HOG0000048	OG0000020	n69																																				Prbj.g_00214	Prbk.g_01331	Prbl.g_01026																						
N16.HOG0000049	OG0000020	n70																																				Prbj.g_02701	Prbk.g_02697	Prbl.g_01386																						
N16.HOG0000050	OG0000021	n4																																				Prbj.g_01121	Prbk.g_01960	Prbl.g_01531																						
N16.HOG0000051	OG0000021	n56																																				Prbj.g_01774	Prbk.g_01137	Prbl.g_01768																						
N16.HOG0000052	OG0000022	n20																																				Prbj.g_01572	Prbk.g_00212	Prbl.g_01310																						
N16.HOG0000053	OG0000022	n49																																				Prbj.g_00050	Prbk.g_01667	Prbl.g_01072																						
N16.HOG0000054	OG0000023	n0																																				Prbj.g_02392	Prbk.g_02448	Prbl.g_02355																						
N16.HOG0000055	OG0000024	n0																																				Prbj.g_00773	Prbk.g_01780	Prbl.g_00040																						
N16.HOG0000056	OG0000025	n0																																				Prbj.g_02475	Prbk.g_02531	Prbl.g_01539																						
N16.HOG0000057	OG0000026	n0																																				Prbj.g_01204	Prbk.g_01617	Prbl.g_01977																						
N16.HOG0000058	OG0000028	n0																																				Prbj.g_01457	Prbk.g_00469	Prbl.g_00900																						
N16.HOG0000059	OG0000029	n19																																				Prbj.g_00378	Prbk.g_00833	Prbl.g_01163																						
N16.HOG0000060	OG0000030	n29																																				Prbj.g_01288	Prbk.g_01532	Prbl.g_02061																						
N16.HOG0000061	OG0000030	n51																																				Prbj.g_01287	Prbk.g_01533	Prbl.g_02060																						
N16.HOG0000062	OG0000031	n40																																				Prbj.g_01527	Prbk.g_00539	Prbl.g_00830																						
N16.HOG0000063	OG0000031	n42																																				Prbj.g_01522	Prbk.g_00534	Prbl.g_00835																						
N16.HOG0000064	OG0000032	n1																																				Prbj.g_00659	Prbk.g_01209	Prbl.g_00712																						
N16.HOG0000065	OG0000032	n41																																				Prbj.g_01468	Prbk.g_00480	Prbl.g_00889																						
N16.HOG0000066	OG0000033	n22																																				Prbj.g_00518	Prbk.g_00776	Prbl.g_00278																						
N16.HOG0000067	OG0000034	n0																																				Prbj.g_01740	Prbk.g_01171	Prbl.g_01734																						
N16.HOG0000068	OG0000035	n1																																				Prbj.g_01056	Prbk.g_00259	Prbl.g_00242																						
N16.HOG0000069	OG0000036	n37																																				Prbj.g_01382	Prbk.g_00394	Prbl.g_01476																						
N16.HOG0000070	OG0000036	n38																																				Prbj.g_01105	Prbk.g_01942	Prbl.g_00741																						
N16.HOG0000071	OG0000036	n41																																				Prbj.g_01106, Prbj.g_02087	Prbk.g_01040	Prbl.g_00807																						
N16.HOG0000072	OG0000036	n48																																				Prbj.g_00412	Prbk.g_00799	Prbl.g_01129																						
N16.HOG0000073	OG0000036	n49																																				Prbj.g_02670		Prbl.g_02649																						
N16.HOG0000074	OG0000036	n51																																				Prbj.g_00504	Prbk.g_00790	Prbl.g_00264																						
N16.HOG0000075	OG0000036	n54																																				Prbj.g_02686	Prbk.g_00075	Prbl.g_02665																						
N16.HOG0000076	OG0000036	n57																																				Prbj.g_01098	Prbk.g_01949	Prbl.g_00734																						
N16.HOG0000077	OG0000036	n59																																				Prbj.g_01134	Prbk.g_01284	Prbl.g_00065																						
N16.HOG0000078	OG0000036	n61																																				Prbj.g_01675	Prbk.g_02015	Prbl.g_00465																						
N16.HOG0000079	OG0000036	n67																																				Prbj.g_01099	Prbk.g_01948	Prbl.g_00735																						
N16.HOG0000080	OG0000037	n34																																				Prbj.g_00624	Prbk.g_00007	Prbl.g_00548																						
N16.HOG0000081	OG0000038	n2																																				Prbj.g_01959	Prbk.g_02164	Prbl.g_02235																						
N16.HOG0000082	OG0000038	n24																																				Prbj.g_01961	Prbk.g_02166	Prbl.g_02233																						
N16.HOG0000083	OG0000039	n44																																				Prbj.g_00429	Prbk.g_01385	Prbl.g_00318																						
N16.HOG0000084	OG0000039	n51																																				Prbj.g_00278	Prbk.g_00642	Prbl.g_01272																						
N16.HOG0000085	OG0000041	n6																																				Prbj.g_00450	Prbk.g_01406	Prbl.g_00339																						
N16.HOG0000086	OG0000042	n44																																				Prbj.g_01808	Prbk.g_01495	Prbl.g_01236																						
N16.HOG0000087	OG0000042	n48																																				Prbj.g_00001	Prbk.g_00140	Prbl.g_01121																						
N16.HOG0000088	OG0000044	n57																																				Prbj.g_01330	Prbk.g_01462	Prbl.g_01937																						
N16.HOG0000089	OG0000044	n63																																				Prbj.g_00194	Prbk.g_01351	Prbl.g_01006																						
N16.HOG0000090	OG0000044	n64																																				Prbj.g_02695	Prbk.g_02675	Prbl.g_02631																						
N16.HOG0000091	OG0000044	n65																																				Prbj.g_00726	Prbk.g_01732	Prbl.g_02612																						
N16.HOG0000092	OG0000045	n57																																				Prbj.g_00563	Prbk.g_01321	Prbl.g_00609																						
N16.HOG0000093	OG0000046	n1																																				Prbj.g_00358	Prbk.g_00854	Prbl.g_01184																						
N16.HOG0000094	OG0000047	n15																																				Prbj.g_02509	Prbk.g_02565	Prbl.g_01574																						
N16.HOG0000095	OG0000047	n37																																				Prbj.g_00666	Prbk.g_01202	Prbl.g_00719																						
N16.HOG0000096	OG0000048	n0																																				Prbj.g_01393	Prbk.g_00405	Prbl.g_01465																						
N16.HOG0000097	OG0000051	n51																																				Prbj.g_00705	Prbk.g_01709	Prbl.g_01677																						
N16.HOG0000098	OG0000051	n61																																				Prbj.g_02362	Prbk.g_02418	Prbl.g_02385																						
N16.HOG0000099	OG0000052	n19																																				Prbj.g_01487	Prbk.g_00499	Prbl.g_00870																						
N16.HOG0000100	OG0000053	n0																																				Prbj.g_00638	Prbk.g_01230	Prbl.g_00691																						
N16.HOG0000101	OG0000054	n1																																				Prbj.g_01758	Prbk.g_01153	Prbl.g_01752																						
N16.HOG0000102	OG0000056	n9																																				Prbj.g_02533	Prbk.g_02591	Prbl.g_01599																						
N16.HOG0000103	OG0000056	n62																																				Prbj.g_00371	Prbk.g_00841	Prbl.g_01171																						
N16.HOG0000104	OG0000056	n65																																				Prbj.g_01125	Prbk.g_00094																							
N16.HOG0000105	OG0000057	n13																																				Prbj.g_00758	Prbk.g_01765	Prbl.g_00025																						
N16.HOG0000106	OG0000058	n52																																				Prbj.g_01467	Prbk.g_00479	Prbl.g_00890																						
N16.HOG0000107	OG0000059	n3																																				Prbj.g_01029	Prbk.g_00992	Prbl.g_00952																						
N16.HOG0000108	OG0000059	n12																																				Prbj.g_01521	Prbk.g_00533	Prbl.g_00836																						
N16.HOG0000109	OG0000060	n15																																				Prbj.g_01633	Prbk.g_02058	Prbl.g_00508																						
N16.HOG0000110	OG0000060	n35																																				Prbj.g_01132	Prbk.g_01286	Prbl.g_00063																						
N16.HOG0000111	OG0000061	n20																																				Prbj.g_00971	Prbk.g_01019	Prbl.g_02084																						
N16.HOG0000112	OG0000062	n2																																				Prbj.g_00881	Prbk.g_00931	Prbl.g_00417																						
N16.HOG0000113	OG0000063	n0																																				Prbj.g_01208	Prbk.g_01613	Prbl.g_01981																						
N16.HOG0000114	OG0000065	n0																																				Prbj.g_00620	Prbk.g_00011	Prbl.g_00552																						
N16.HOG0000115	OG0000066	n0																																				Prbj.g_02141	Prbk.g_01094	Prbl.g_00752																						
N16.HOG0000116	OG0000067	n7																																				Prbj.g_02412	Prbk.g_02468	Prbl.g_02335																						
N16.HOG0000117	OG0000068	n0																																				Prbj.g_01639	Prbk.g_02052	Prbl.g_00502																						
N16.HOG0000118	OG0000070	n0																																				Prbj.g_00118	Prbk.g_00310	Prbl.g_00634																						
N16.HOG0000119	OG0000071	n3																																				Prbj.g_01728	Prbk.g_01183	Prbl.g_01722																						
N16.HOG0000120	OG0000072	n30																																				Prbj.g_00516	Prbk.g_00778	Prbl.g_00276																						
N16.HOG0000121	OG0000073	n20																																				Prbj.g_01608	Prbk.g_01862	Prbl.g_00533																						
N16.HOG0000122	OG0000075	n0																																				Prbj.g_01502	Prbk.g_00514	Prbl.g_00855																						
N16.HOG0000123	OG0000076	n0																																				Prbj.g_01598	Prbk.g_00237	Prbl.g_01285																						
N16.HOG0000124	OG0000077	n4																																				Prbj.g_00576	Prbk.g_01308	Prbl.g_00596																						
N16.HOG0000125	OG0000077	n38																																				Prbj.g_01900	Prbk.g_00307	Prbl.g_00631																						
N16.HOG0000126	OG0000078	n10																																				Prbj.g_02614	Prbk.g_01515	Prbl.g_00193																						
N16.HOG0000127	OG0000079	n41																																				Prbj.g_01353	Prbk.g_01000	Prbl.g_01505																						
N16.HOG0000128	OG0000081	n8																																				Prbj.g_00799	Prbk.g_00733	Prbl.g_01036																						
N16.HOG0000129	OG0000081	n15																																				Prbj.g_00765	Prbk.g_01772	Prbl.g_00032																						
N16.HOG0000130	OG0000082	n0																																				Prbj.g_01789	Prbk.g_01122	Prbl.g_01783																						
N16.HOG0000131	OG0000084	n11																																				Prbj.g_01052	Prbk.g_00255	Prbl.g_00246																						
N16.HOG0000132	OG0000085	n0																																				Prbj.g_00869	Prbk.g_00919	Prbl.g_00405																						
N16.HOG0000133	OG0000086	n0																																				Prbj.g_00589	Prbk.g_01295	Prbl.g_00583																						
N16.HOG0000134	OG0000087	n0																																				Prbj.g_01547	Prbk.g_00559	Prbl.g_00810																						
N16.HOG0000135	OG0000088	n12																																				Prbj.g_00912	Prbk.g_01836	Prbl.g_01838																						
N16.HOG0000136	OG0000088	n15																																				Prbj.g_00521	Prbk.g_00773	Prbl.g_00281																						
N16.HOG0000137	OG0000089	n0																																				Prbj.g_00064	Prbk.g_00364	Prbl.g_02674																						
N16.HOG0000138	OG0000090	n0																																				Prbj.g_02127	Prbk.g_01080	Prbl.g_00766																						
N16.HOG0000139	OG0000091	n0																																				Prbj.g_02581	Prbk.g_02639	Prbl.g_01647																						
N16.HOG0000140	OG0000093	n1																																				Prbj.g_02388	Prbk.g_02444	Prbl.g_02359																						
N16.HOG0000141	OG0000094	n39																																				Prbj.g_01985	Prbk.g_02190	Prbl.g_02209																						
N16.HOG0000142	OG0000095	n3																																				Prbj.g_01838	Prbk.g_00056	Prbl.g_00927																						
N16.HOG0000143	OG0000097	n4																																				Prbj.g_02152	Prbk.g_00189	Prbl.g_02579																						
N16.HOG0000144	OG0000098	n0																																				Prbj.g_00669	Prbk.g_01199	Prbl.g_00722																						
N16.HOG0000145	OG0000099	n0																																				Prbj.g_01464	Prbk.g_00476	Prbl.g_00893																						
N16.HOG0000146	OG0000100	n21																																				Prbj.g_00185	Prbk.g_01360	Prbl.g_01914																						
N16.HOG0000147	OG0000100	n24																																				Prbj.g_02442	Prbk.g_02498	Prbl.g_02305																						
N16.HOG0000148	OG0000101	n30																																				Prbj.g_00415	Prbk.g_00796	Prbl.g_01126																						
N16.HOG0000149	OG0000101	n37																																				Prbj.g_00981	Prbk.g_00944	Prbl.g_01000																						
N16.HOG0000150	OG0000102	n0																																				Prbj.g_01819	Prbk.g_01484	Prbl.g_02636																						
N16.HOG0000151	OG0000103	n1																																				Prbj.g_02055	Prbk.g_02260	Prbl.g_02139																						
N16.HOG0000152	OG0000104	n0																																				Prbj.g_02069	Prbk.g_02274	Prbl.g_02125																						
N16.HOG0000153	OG0000105	n0																																				Prbj.g_01397	Prbk.g_00409	Prbl.g_01461																						
N16.HOG0000154	OG0000106	n0																																				Prbj.g_00875	Prbk.g_00925	Prbl.g_00411																						
N16.HOG0000155	OG0000107	n45																																				Prbj.g_02659	Prbk.g_01902	Prbl.g_02681																						
N16.HOG0000156	OG0000108	n0																																				Prbj.g_01630	Prbk.g_02061	Prbl.g_00511																						
N16.HOG0000157	OG0000109	n0																																				Prbj.g_01614	Prbk.g_02077	Prbl.g_00527																						
N16.HOG0000158	OG0000110	n3																																				Prbj.g_01801	Prbk.g_01110	Prbl.g_01795																						
N16.HOG0000159	OG0000111	n3																																				Prbj.g_00759	Prbk.g_01766	Prbl.g_00026																						
N16.HOG0000160	OG0000112	n0																																				Prbj.g_02276	Prbk.g_02332	Prbl.g_02470																						
N16.HOG0000161	OG0000113	n0																																				Prbj.g_02437	Prbk.g_02493	Prbl.g_02310																						
N16.HOG0000162	OG0000114	n10																																				Prbj.g_02340	Prbk.g_02396	Prbl.g_02407																						
N16.HOG0000163	OG0000115	n0																																				Prbj.g_00634	Prbk.g_01234	Prbl.g_00687																						
N16.HOG0000164	OG0000116	n0																																				Prbj.g_00956	Prbk.g_01034	Prbl.g_02069																						
N16.HOG0000165	OG0000117	n0																																				Prbj.g_01915	Prbk.g_01496	Prbl.g_01384																						
N16.HOG0000166	OG0000118	n1																																				Prbj.g_01742	Prbk.g_01169	Prbl.g_01736																						
N16.HOG0000167	OG0000119	n33																																				Prbj.g_00740	Prbk.g_01746	Prbl.g_00007																						
N16.HOG0000168	OG0000119	n41																																				Prbj.g_00778	Prbk.g_01786	Prbl.g_00046																						
N16.HOG0000169	OG0000120	n0																																				Prbj.g_01465	Prbk.g_00477	Prbl.g_00892																						
N16.HOG0000170	OG0000121	n52																																				Prbj.g_01064	Prbk.g_00267	Prbl.g_00234																						
N16.HOG0000171	OG0000121	n53																																				Prbj.g_01058	Prbk.g_00261	Prbl.g_00240																						
N16.HOG0000172	OG0000122	n0																																				Prbj.g_02627	Prbk.g_02664	Prbl.g_01808																						
N16.HOG0000173	OG0000123	n0																																				Prbj.g_00406	Prbk.g_00805	Prbl.g_01135																						
N16.HOG0000174	OG0000124	n0																																				Prbj.g_01281	Prbk.g_01539	Prbl.g_02054																						
N16.HOG0000175	OG0000125	n0																																				Prbj.g_01963	Prbk.g_02168	Prbl.g_02231																						
N16.HOG0000176	OG0000126	n0																																				Prbj.g_02067	Prbk.g_02272	Prbl.g_02127																						
N16.HOG0000177	OG0000127	n15																																				Prbj.g_02148	Prbk.g_01101	Prbl.g_00745																						
N16.HOG0000178	OG0000127	n17																																				Prbj.g_00896	Prbk.g_01852	Prbl.g_01821																						
N16.HOG0000179	OG0000127	n22																																				Prbj.g_00210	Prbk.g_01335	Prbl.g_01022																						
N16.HOG0000180	OG0000128	n0																																				Prbj.g_02085	Prbk.g_02290	Prbl.g_02109																						
N16.HOG0000181	OG0000129	n0																																				Prbj.g_01951	Prbk.g_02156	Prbl.g_02243																						
N16.HOG0000182	OG0000130	n0																																				Prbj.g_00564	Prbk.g_01320	Prbl.g_00608																						
N16.HOG0000183	OG0000131	n0																																				Prbj.g_00543	Prbk.g_00751	Prbl.g_00303																						
N16.HOG0000184	OG0000132	n0																																				Prbj.g_00523	Prbk.g_00771	Prbl.g_00283																						
N16.HOG0000185	OG0000133	n0																																				Prbj.g_01460	Prbk.g_00472	Prbl.g_00897																						
N16.HOG0000186	OG0000134	n0																																				Prbj.g_00067	Prbk.g_00361	Prbl.g_02677																						
N16.HOG0000187	OG0000135	n0																																				Prbj.g_02004	Prbk.g_02209	Prbl.g_02190																						
N16.HOG0000188	OG0000136	n0																																				Prbj.g_00105	Prbk.g_00323	Prbl.g_00647																						
N16.HOG0000189	OG0000137	n0																																				Prbj.g_00128	Prbk.g_02113	Prbl.g_01340																						
N16.HOG0000190	OG0000138	n0																																				Prbj.g_01613	Prbk.g_02078	Prbl.g_00528																						
N16.HOG0000191	OG0000139	n0																																				Prbj.g_02133	Prbk.g_01086	Prbl.g_00760																						
N16.HOG0000192	OG0000140	n0																																				Prbj.g_02139	Prbk.g_01092	Prbl.g_00754																						
N16.HOG0000193	OG0000141	n0																																				Prbj.g_01757	Prbk.g_01154	Prbl.g_01751																						
N16.HOG0000194	OG0000142	n0																																				Prbj.g_02573	Prbk.g_02631	Prbl.g_01639																						
N16.HOG0000195	OG0000143	n0																																				Prbj.g_02577	Prbk.g_02635	Prbl.g_01643																						
N16.HOG0000196	OG0000144	n0																																				Prbj.g_00793	Prbk.g_00739	Prbl.g_01042																						
N16.HOG0000197	OG0000145	n0																																				Prbj.g_01607	Prbk.g_01863	Prbl.g_00534																						
N16.HOG0000198	OG0000146	n0																																				Prbj.g_02277	Prbk.g_02333	Prbl.g_02469																						
N16.HOG0000199	OG0000147	n0																																				Prbj.g_02278	Prbk.g_02334	Prbl.g_02468																						
N16.HOG0000200	OG0000148	n0																																				Prbj.g_02431	Prbk.g_02487	Prbl.g_02316																						
N16.HOG0000201	OG0000149	n0																																				Prbj.g_02488	Prbk.g_02544	Prbl.g_01552																						
N16.HOG0000202	OG0000150	n0																																				Prbj.g_02511	Prbk.g_02567	Prbl.g_01576																						
N16.HOG0000203	OG0000151	n0																																				Prbj.g_02361	Prbk.g_02417	Prbl.g_02386																						
N16.HOG0000204	OG0000152	n0																																				Prbj.g_02268	Prbk.g_02324	Prbl.g_02478																						
N16.HOG0000205	OG0000153	n0																																				Prbj.g_02241	Prbk.g_02297	Prbl.g_02505																						
N16.HOG0000206	OG0000154	n0																																				Prbj.g_02213	Prbk.g_00584	Prbl.g_02532																						
N16.HOG0000207	OG0000155	n0																																				Prbj.g_00312	Prbk.g_00099	Prbl.g_00185																						
N16.HOG0000208	OG0000156	n0																																				Prbj.g_00163	Prbk.g_00164	Prbl.g_00115																						
N16.HOG0000209	OG0000157	n0																																				Prbj.g_00162	Prbk.g_00163	Prbl.g_00114																						
N16.HOG0000210	OG0000158	n0																																				Prbj.g_01514	Prbk.g_00526	Prbl.g_00843																						
N16.HOG0000211	OG0000160	n0																																				Prbj.g_01057	Prbk.g_00260	Prbl.g_00241																						
N16.HOG0000212	OG0000161	n0																																				Prbj.g_01071	Prbk.g_00274	Prbl.g_00227																						
N16.HOG0000213	OG0000162	n0																																				Prbj.g_01077	Prbk.g_00280	Prbl.g_00221																						
N16.HOG0000214	OG0000163	n3																																				Prbj.g_01688	Prbk.g_02002	Prbl.g_00452																						
N16.HOG0000215	OG0000164	n0																																				Prbj.g_00476	Prbk.g_01432	Prbl.g_00365																						
N16.HOG0000216	OG0000165	n0																																				Prbj.g_00467	Prbk.g_01423	Prbl.g_00356																						
N16.HOG0000217	OG0000166	n0																																				Prbj.g_01019	Prbk.g_00982	Prbl.g_00962																						
N16.HOG0000218	OG0000167	n0																																				Prbj.g_01500	Prbk.g_00512	Prbl.g_00857																						
N16.HOG0000219	OG0000168	n0																																				Prbj.g_01515	Prbk.g_00527	Prbl.g_00842																						
N16.HOG0000220	OG0000169	n0																																				Prbj.g_01581	Prbk.g_00220	Prbl.g_01302																						
N16.HOG0000221	OG0000170	n0																																				Prbj.g_01593	Prbk.g_00232	Prbl.g_01290																						
N16.HOG0000222	OG0000171	n0																																				Prbj.g_01282	Prbk.g_01538	Prbl.g_02055																						
N16.HOG0000223	OG0000172	n0																																				Prbj.g_01248	Prbk.g_01573	Prbl.g_02021																						
N16.HOG0000224	OG0000173	n0																																				Prbj.g_01227	Prbk.g_01594	Prbl.g_02000																						
N16.HOG0000225	OG0000174	n0																																				Prbj.g_02006	Prbk.g_02211	Prbl.g_02188																						
N16.HOG0000226	OG0000175	n0																																				Prbj.g_02044	Prbk.g_02249	Prbl.g_02150																						
N16.HOG0000227	OG0000176	n0																																				Prbj.g_02077	Prbk.g_02282	Prbl.g_02117																						
N16.HOG0000228	OG0000177	n0																																				Prbj.g_02078	Prbk.g_02283	Prbl.g_02116																						
N16.HOG0000229	OG0000178	n0																																				Prbj.g_02079	Prbk.g_02284	Prbl.g_02115																						
N16.HOG0000230	OG0000179	n0																																				Prbj.g_01188	Prbk.g_01633	Prbl.g_01961																						
N16.HOG0000231	OG0000180	n0																																				Prbj.g_01189	Prbk.g_01632	Prbl.g_01962																						
N16.HOG0000232	OG0000181	n0																																				Prbj.g_01190	Prbk.g_01631	Prbl.g_01963																						
N16.HOG0000233	OG0000182	n0																																				Prbj.g_01191	Prbk.g_01630	Prbl.g_01964																						
N16.HOG0000234	OG0000183	n0																																				Prbj.g_01195	Prbk.g_01626	Prbl.g_01968																						
N16.HOG0000235	OG0000184	n0																																				Prbj.g_01943	Prbk.g_02148	Prbl.g_02251																						
N16.HOG0000236	OG0000185	n0																																				Prbj.g_01921	Prbk.g_02126	Prbl.g_02273																						
N16.HOG0000237	OG0000186	n0																																				Prbj.g_00558	Prbk.g_01326	Prbl.g_00614																						
N16.HOG0000238	OG0000187	n0																																				Prbj.g_00560	Prbk.g_01324	Prbl.g_00613																						
N16.HOG0000239	OG0000188	n0																																				Prbj.g_00581	Prbk.g_01303	Prbl.g_00591																						
N16.HOG0000240	OG0000189	n2																																				Prbj.g_00607	Prbk.g_00024	Prbl.g_00565																						
N16.HOG0000241	OG0000190	n0																																				Prbj.g_00609	Prbk.g_00022	Prbl.g_00563																						
N16.HOG0000242	OG0000191	n0																																				Prbj.g_01557	Prbk.g_00197	Prbl.g_01325																						
N16.HOG0000243	OG0000192	n0																																				Prbj.g_01566	Prbk.g_00206	Prbl.g_01316																						
N16.HOG0000244	OG0000193	n0																																				Prbj.g_00542	Prbk.g_00752	Prbl.g_00302																						
N16.HOG0000245	OG0000194	n0																																				Prbj.g_00539	Prbk.g_00755	Prbl.g_00299																						
N16.HOG0000246	OG0000195	n0																																				Prbj.g_00537	Prbk.g_00757	Prbl.g_00297																						
N16.HOG0000247	OG0000196	n0																																				Prbj.g_00526	Prbk.g_00768	Prbl.g_00286																						
N16.HOG0000248	OG0000197	n0																																				Prbj.g_00525	Prbk.g_00769	Prbl.g_00285																						
N16.HOG0000249	OG0000198	n0																																				Prbj.g_00524	Prbk.g_00770	Prbl.g_00284																						
N16.HOG0000250	OG0000199	n0																																				Prbj.g_00517	Prbk.g_00777	Prbl.g_00277																						
N16.HOG0000251	OG0000200	n48																																				Prbj.g_01138	Prbk.g_01280	Prbl.g_00069																						
N16.HOG0000252	OG0000201	n0																																				Prbj.g_01157	Prbk.g_01261	Prbl.g_00088																						
N16.HOG0000253	OG0000202	n0																																				Prbj.g_01158	Prbk.g_01260	Prbl.g_00089																						
