HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N25.HOG0000098	OG0000052	n19																																				Prbj.g_01487	Prbk.g_00499																							
N25.HOG0000099	OG0000053	n0																																				Prbj.g_00638	Prbk.g_01230																							
N25.HOG0000100	OG0000054	n1																																				Prbj.g_01758	Prbk.g_01153																							
N25.HOG0000101	OG0000056	n9																																				Prbj.g_02533	Prbk.g_02591																							
N25.HOG0000102	OG0000056	n62																																				Prbj.g_00371	Prbk.g_00841																							
N25.HOG0000103	OG0000056	n65																																				Prbj.g_01125	Prbk.g_00094																							
N25.HOG0000104	OG0000057	n13																																				Prbj.g_00758	Prbk.g_01765																							
N25.HOG0000105	OG0000058	n52																																				Prbj.g_01467	Prbk.g_00479																							
N25.HOG0000106	OG0000059	n3																																				Prbj.g_01029	Prbk.g_00992																							
N25.HOG0000107	OG0000059	n12																																				Prbj.g_01521	Prbk.g_00533																							
N25.HOG0000108	OG0000060	n15																																				Prbj.g_01633	Prbk.g_02058																							
N25.HOG0000109	OG0000060	n35																																				Prbj.g_01132	Prbk.g_01286																							
N25.HOG0000110	OG0000061	n20																																				Prbj.g_00971	Prbk.g_01019																							
N25.HOG0000111	OG0000062	n2																																				Prbj.g_00881	Prbk.g_00931																							
N25.HOG0000112	OG0000063	n0																																				Prbj.g_01208	Prbk.g_01613																							
N25.HOG0000113	OG0000065	n0																																				Prbj.g_00620	Prbk.g_00011																							
N25.HOG0000114	OG0000066	n0																																				Prbj.g_02141	Prbk.g_01094																							
N25.HOG0000115	OG0000067	n7																																				Prbj.g_02412	Prbk.g_02468																							
N25.HOG0000116	OG0000068	n0																																				Prbj.g_01639	Prbk.g_02052																							
N25.HOG0000117	OG0000070	n0																																				Prbj.g_00118	Prbk.g_00310																							
N25.HOG0000118	OG0000071	n3																																				Prbj.g_01728	Prbk.g_01183																							
N25.HOG0000119	OG0000072	n30																																				Prbj.g_00516	Prbk.g_00778																							
N25.HOG0000120	OG0000073	n20																																				Prbj.g_01608	Prbk.g_01862																							
N25.HOG0000121	OG0000075	n0																																				Prbj.g_01502	Prbk.g_00514																							
N25.HOG0000122	OG0000076	n0																																				Prbj.g_01598	Prbk.g_00237																							
N25.HOG0000123	OG0000077	n4																																				Prbj.g_00576	Prbk.g_01308																							
N25.HOG0000124	OG0000077	n38																																				Prbj.g_01900	Prbk.g_00307																							
N25.HOG0000125	OG0000078	n10																																				Prbj.g_02614	Prbk.g_01515																							
N25.HOG0000126	OG0000079	n41																																				Prbj.g_01353	Prbk.g_01000																							
N25.HOG0000127	OG0000081	n8																																				Prbj.g_00799	Prbk.g_00733																							
N25.HOG0000128	OG0000081	n15																																				Prbj.g_00765	Prbk.g_01772																							
N25.HOG0000129	OG0000082	n0																																				Prbj.g_01789	Prbk.g_01122																							
N25.HOG0000130	OG0000084	n11																																				Prbj.g_01052	Prbk.g_00255																							
N25.HOG0000131	OG0000085	n0																																				Prbj.g_00869	Prbk.g_00919																							
N25.HOG0000132	OG0000086	n0																																				Prbj.g_00589	Prbk.g_01295																							
N25.HOG0000133	OG0000087	n0																																				Prbj.g_01547	Prbk.g_00559																							
N25.HOG0000134	OG0000088	n12																																				Prbj.g_00912	Prbk.g_01836																							
N25.HOG0000135	OG0000088	n15																																				Prbj.g_00521	Prbk.g_00773																							
N25.HOG0000136	OG0000089	n0																																				Prbj.g_00064	Prbk.g_00364																							
N25.HOG0000137	OG0000090	n0																																				Prbj.g_02127	Prbk.g_01080																							
N25.HOG0000138	OG0000091	n0																																				Prbj.g_02581	Prbk.g_02639																							
N25.HOG0000139	OG0000093	n1																																				Prbj.g_02388	Prbk.g_02444																							
N25.HOG0000140	OG0000094	n39																																				Prbj.g_01985	Prbk.g_02190																							
N25.HOG0000141	OG0000095	n3																																				Prbj.g_01838	Prbk.g_00056																							
N25.HOG0000142	OG0000097	n4																																				Prbj.g_02152	Prbk.g_00189																							
N25.HOG0000143	OG0000098	n0																																				Prbj.g_00669	Prbk.g_01199																							
N25.HOG0000144	OG0000099	n0																																				Prbj.g_01464	Prbk.g_00476																							
N25.HOG0000145	OG0000100	n21																																				Prbj.g_00185	Prbk.g_01360																							
N25.HOG0000146	OG0000100	n24																																				Prbj.g_02442	Prbk.g_02498																							
N25.HOG0000147	OG0000101	n30																																				Prbj.g_00415	Prbk.g_00796																							
N25.HOG0000148	OG0000101	n37																																				Prbj.g_00981	Prbk.g_00944																							
N25.HOG0000149	OG0000102	n0																																				Prbj.g_01819	Prbk.g_01484																							
N25.HOG0000150	OG0000103	n1																																				Prbj.g_02055	Prbk.g_02260																							
N25.HOG0000151	OG0000104	n0																																				Prbj.g_02069	Prbk.g_02274																							
N25.HOG0000152	OG0000105	n0																																				Prbj.g_01397	Prbk.g_00409																							
N25.HOG0000153	OG0000106	n0																																				Prbj.g_00875	Prbk.g_00925																							
N25.HOG0000154	OG0000107	n45																																				Prbj.g_02659	Prbk.g_01902																							
N25.HOG0000155	OG0000108	n0																																				Prbj.g_01630	Prbk.g_02061																							
N25.HOG0000156	OG0000109	n0																																				Prbj.g_01614	Prbk.g_02077																							
N25.HOG0000157	OG0000110	n3																																				Prbj.g_01801	Prbk.g_01110																							
N25.HOG0000158	OG0000111	n3																																				Prbj.g_00759	Prbk.g_01766																							
N25.HOG0000159	OG0000112	n0																																				Prbj.g_02276	Prbk.g_02332																							
N25.HOG0000160	OG0000113	n0																																				Prbj.g_02437	Prbk.g_02493																							
N25.HOG0000161	OG0000114	n10																																				Prbj.g_02340	Prbk.g_02396																							
N25.HOG0000162	OG0000115	n0																																				Prbj.g_00634	Prbk.g_01234																							
N25.HOG0000163	OG0000116	n0																																				Prbj.g_00956	Prbk.g_01034																							
N25.HOG0000164	OG0000117	n0																																				Prbj.g_01915	Prbk.g_01496																							
N25.HOG0000165	OG0000118	n1																																				Prbj.g_01742	Prbk.g_01169																							
N25.HOG0000166	OG0000119	n33																																				Prbj.g_00740	Prbk.g_01746																							
N25.HOG0000167	OG0000119	n41																																				Prbj.g_00778	Prbk.g_01786																							
N25.HOG0000168	OG0000120	n0																																				Prbj.g_01465	Prbk.g_00477																							
N25.HOG0000169	OG0000121	n52																																				Prbj.g_01064	Prbk.g_00267																							
N25.HOG0000170	OG0000121	n53																																				Prbj.g_01058	Prbk.g_00261																							
N25.HOG0000171	OG0000122	n0																																				Prbj.g_02627	Prbk.g_02664																							
N25.HOG0000172	OG0000123	n0																																				Prbj.g_00406	Prbk.g_00805																							
N25.HOG0000173	OG0000124	n0																																				Prbj.g_01281	Prbk.g_01539																							
N25.HOG0000174	OG0000125	n0																																				Prbj.g_01963	Prbk.g_02168																							
N25.HOG0000175	OG0000126	n0																																				Prbj.g_02067	Prbk.g_02272																							
N25.HOG0000176	OG0000127	n15																																				Prbj.g_02148	Prbk.g_01101																							
N25.HOG0000177	OG0000127	n17																																				Prbj.g_00896	Prbk.g_01852																							
N25.HOG0000178	OG0000127	n22																																				Prbj.g_00210	Prbk.g_01335																							
N25.HOG0000179	OG0000128	n0																																				Prbj.g_02085	Prbk.g_02290																							
N25.HOG0000180	OG0000129	n0																																				Prbj.g_01951	Prbk.g_02156																							
N25.HOG0000181	OG0000130	n0																																				Prbj.g_00564	Prbk.g_01320																							
N25.HOG0000182	OG0000131	n0																																				Prbj.g_00543	Prbk.g_00751																							
N25.HOG0000183	OG0000132	n0																																				Prbj.g_00523	Prbk.g_00771																							
N25.HOG0000184	OG0000133	n0																																				Prbj.g_01460	Prbk.g_00472																							
N25.HOG0000185	OG0000134	n0																																				Prbj.g_00067	Prbk.g_00361																							
N25.HOG0000186	OG0000135	n0																																				Prbj.g_02004	Prbk.g_02209																							
N25.HOG0000187	OG0000136	n0																																				Prbj.g_00105	Prbk.g_00323																							
N25.HOG0000188	OG0000137	n0																																				Prbj.g_00128	Prbk.g_02113																							
N25.HOG0000189	OG0000138	n0																																				Prbj.g_01613	Prbk.g_02078																							
N25.HOG0000190	OG0000139	n0																																				Prbj.g_02133	Prbk.g_01086																							
N25.HOG0000191	OG0000140	n0																																				Prbj.g_02139	Prbk.g_01092																							
N25.HOG0000192	OG0000141	n0																																				Prbj.g_01757	Prbk.g_01154																							
N25.HOG0000193	OG0000142	n0																																				Prbj.g_02573	Prbk.g_02631																							
N25.HOG0000194	OG0000143	n0																																				Prbj.g_02577	Prbk.g_02635																							
N25.HOG0000195	OG0000144	n0																																				Prbj.g_00793	Prbk.g_00739																							
N25.HOG0000196	OG0000145	n0																																				Prbj.g_01607	Prbk.g_01863																							
N25.HOG0000197	OG0000146	n0																																				Prbj.g_02277	Prbk.g_02333																							
N25.HOG0000198	OG0000147	n0																																				Prbj.g_02278	Prbk.g_02334																							
N25.HOG0000199	OG0000148	n0																																				Prbj.g_02431	Prbk.g_02487																							
N25.HOG0000200	OG0000149	n0																																				Prbj.g_02488	Prbk.g_02544																							
N25.HOG0000201	OG0000150	n0																																				Prbj.g_02511	Prbk.g_02567																							
N25.HOG0000202	OG0000151	n0																																				Prbj.g_02361	Prbk.g_02417																							
N25.HOG0000203	OG0000152	n0																																				Prbj.g_02268	Prbk.g_02324																							
N25.HOG0000204	OG0000153	n0																																				Prbj.g_02241	Prbk.g_02297																							
N25.HOG0000205	OG0000154	n0																																				Prbj.g_02213	Prbk.g_00584																							
N25.HOG0000206	OG0000155	n0																																				Prbj.g_00312	Prbk.g_00099																							
N25.HOG0000207	OG0000156	n0																																				Prbj.g_00163	Prbk.g_00164																							
N25.HOG0000208	OG0000157	n0																																				Prbj.g_00162	Prbk.g_00163																							
N25.HOG0000209	OG0000158	n0																																				Prbj.g_01514	Prbk.g_00526																							
N25.HOG0000210	OG0000160	n0																																				Prbj.g_01057	Prbk.g_00260																							
N25.HOG0000211	OG0000161	n0																																				Prbj.g_01071	Prbk.g_00274																							
N25.HOG0000212	OG0000162	n0																																				Prbj.g_01077	Prbk.g_00280																							
N25.HOG0000213	OG0000163	n3																																				Prbj.g_01688	Prbk.g_02002																							
N25.HOG0000214	OG0000164	n0																																				Prbj.g_00476	Prbk.g_01432																							
N25.HOG0000215	OG0000165	n0																																				Prbj.g_00467	Prbk.g_01423																							
N25.HOG0000216	OG0000166	n0																																				Prbj.g_01019	Prbk.g_00982																							
N25.HOG0000217	OG0000167	n0																																				Prbj.g_01500	Prbk.g_00512																							
N25.HOG0000218	OG0000168	n0																																				Prbj.g_01515	Prbk.g_00527																							
N25.HOG0000219	OG0000169	n0																																				Prbj.g_01581	Prbk.g_00220																							
N25.HOG0000220	OG0000170	n0																																				Prbj.g_01593	Prbk.g_00232																							
N25.HOG0000221	OG0000171	n0																																				Prbj.g_01282	Prbk.g_01538																							
N25.HOG0000222	OG0000172	n0																																				Prbj.g_01248	Prbk.g_01573																							
N25.HOG0000223	OG0000173	n0																																				Prbj.g_01227	Prbk.g_01594																							
N25.HOG0000224	OG0000174	n0																																				Prbj.g_02006	Prbk.g_02211																							
N25.HOG0000225	OG0000175	n0																																				Prbj.g_02044	Prbk.g_02249																							
N25.HOG0000226	OG0000176	n0																																				Prbj.g_02077	Prbk.g_02282																							
N25.HOG0000227	OG0000177	n0																																				Prbj.g_02078	Prbk.g_02283																							
N25.HOG0000228	OG0000178	n0																																				Prbj.g_02079	Prbk.g_02284																							
N25.HOG0000229	OG0000179	n0																																				Prbj.g_01188	Prbk.g_01633																							
N25.HOG0000230	OG0000180	n0																																				Prbj.g_01189	Prbk.g_01632																							
N25.HOG0000231	OG0000181	n0																																				Prbj.g_01190	Prbk.g_01631																							
N25.HOG0000232	OG0000182	n0																																				Prbj.g_01191	Prbk.g_01630																							
N25.HOG0000233	OG0000183	n0																																				Prbj.g_01195	Prbk.g_01626																							
N25.HOG0000234	OG0000184	n0																																				Prbj.g_01943	Prbk.g_02148																							
N25.HOG0000235	OG0000185	n0																																				Prbj.g_01921	Prbk.g_02126																							
N25.HOG0000236	OG0000186	n0																																				Prbj.g_00558	Prbk.g_01326																							
N25.HOG0000237	OG0000187	n0																																				Prbj.g_00560	Prbk.g_01324																							
N25.HOG0000238	OG0000188	n0																																				Prbj.g_00581	Prbk.g_01303																							
N25.HOG0000239	OG0000189	n2																																				Prbj.g_00607	Prbk.g_00024																							
N25.HOG0000240	OG0000190	n0																																				Prbj.g_00609	Prbk.g_00022																							
N25.HOG0000241	OG0000191	n0																																				Prbj.g_01557	Prbk.g_00197																							
N25.HOG0000242	OG0000192	n0																																				Prbj.g_01566	Prbk.g_00206																							
N25.HOG0000243	OG0000193	n0																																				Prbj.g_00542	Prbk.g_00752																							
N25.HOG0000244	OG0000194	n0																																				Prbj.g_00539	Prbk.g_00755																							
N25.HOG0000245	OG0000195	n0																																				Prbj.g_00537	Prbk.g_00757																							
N25.HOG0000246	OG0000196	n0																																				Prbj.g_00526	Prbk.g_00768																							
N25.HOG0000247	OG0000197	n0																																				Prbj.g_00525	Prbk.g_00769																							
N25.HOG0000248	OG0000198	n0																																				Prbj.g_00524	Prbk.g_00770																							
N25.HOG0000249	OG0000199	n0																																				Prbj.g_00517	Prbk.g_00777																							
N25.HOG0000250	OG0000200	n48																																				Prbj.g_01138	Prbk.g_01280																							
N25.HOG0000251	OG0000201	n0																																				Prbj.g_01157	Prbk.g_01261																							
N25.HOG0000252	OG0000202	n0																																				Prbj.g_01158	Prbk.g_01260																							
N25.HOG0000253	OG0000203	n0																																				Prbj.g_01159	Prbk.g_01259																							
N25.HOG0000254	OG0000204	n0																																				Prbj.g_01160	Prbk.g_01258																							
N25.HOG0000255	OG0000205	n0																																				Prbj.g_01167	Prbk.g_01251																							
N25.HOG0000256	OG0000206	n0																																				Prbj.g_00288	Prbk.g_00632																							
N25.HOG0000257	OG0000207	n0																																				Prbj.g_00234	Prbk.g_00686																							
N25.HOG0000258	OG0000208	n0																																				Prbj.g_00235	Prbk.g_00685																							
N25.HOG0000259	OG0000209	n0																																				Prbj.g_00262	Prbk.g_00658																							
N25.HOG0000260	OG0000210	n0																																				Prbj.g_00263	Prbk.g_00657																							
N25.HOG0000261	OG0000211	n0																																				Prbj.g_00177	Prbk.g_01368																							
N25.HOG0000262	OG0000212	n0																																				Prbj.g_02615	Prbk.g_01514																							
N25.HOG0000263	OG0000213	n0																																				Prbj.g_01362	Prbk.g_00374																							
N25.HOG0000264	OG0000214	n0																																				Prbj.g_01389	Prbk.g_00401																							
N25.HOG0000265	OG0000215	n0																																				Prbj.g_01419	Prbk.g_00431																							
N25.HOG0000266	OG0000216	n0																																				Prbj.g_01422	Prbk.g_00434																							
N25.HOG0000267	OG0000217	n0																																				Prbj.g_01426	Prbk.g_00438																							
N25.HOG0000268	OG0000218	n0																																				Prbj.g_01430	Prbk.g_00442																							
N25.HOG0000269	OG0000219	n0																																				Prbj.g_01431	Prbk.g_00443																							
N25.HOG0000270	OG0000220	n0																																				Prbj.g_01432	Prbk.g_00444																							
N25.HOG0000271	OG0000221	n0																																				Prbj.g_01437	Prbk.g_00449																							
N25.HOG0000272	OG0000222	n0																																				Prbj.g_01446	Prbk.g_00458																							
N25.HOG0000273	OG0000223	n0																																				Prbj.g_01469	Prbk.g_00481																							
N25.HOG0000274	OG0000224	n0																																				Prbj.g_01480	Prbk.g_00492																							
N25.HOG0000275	OG0000225	n0																																				Prbj.g_00323	Prbk.g_00889																							
N25.HOG0000276	OG0000226	n0																																				Prbj.g_00319	Prbk.g_00893																							
N25.HOG0000277	OG0000227	n0																																				Prbj.g_00317	Prbk.g_00895																							
N25.HOG0000278	OG0000228	n0																																				Prbj.g_00063	Prbk.g_00365																							
N25.HOG0000279	OG0000229	n0																																				Prbj.g_00100	Prbk.g_00328																							
N25.HOG0000280	OG0000230	n0																																				Prbj.g_00102	Prbk.g_00326																							
N25.HOG0000281	OG0000231	n0																																				Prbj.g_00117	Prbk.g_00311																							
N25.HOG0000282	OG0000232	n0																																				Prbj.g_01888	Prbk.g_00295																							
N25.HOG0000283	OG0000233	n0																																				Prbj.g_00148	Prbk.g_02092																							
N25.HOG0000284	OG0000234	n0																																				Prbj.g_00127	Prbk.g_02114																							
N25.HOG0000285	OG0000235	n0																																				Prbj.g_01631	Prbk.g_02060																							
N25.HOG0000286	OG0000236	n0																																				Prbj.g_01615	Prbk.g_02076																							
N25.HOG0000287	OG0000237	n0																																				Prbj.g_02094	Prbk.g_01047																							
N25.HOG0000288	OG0000238	n0																																				Prbj.g_02098	Prbk.g_01051																							
N25.HOG0000289	OG0000239	n0																																				Prbj.g_02114	Prbk.g_01067																							
N25.HOG0000290	OG0000240	n0																																				Prbj.g_02115	Prbk.g_01068																							
N25.HOG0000291	OG0000241	n0																																				Prbj.g_01116	Prbk.g_01965																							
N25.HOG0000292	OG0000242	n0																																				Prbj.g_02125	Prbk.g_01078																							
N25.HOG0000293	OG0000243	n0																																				Prbj.g_02668	Prbk.g_02684																							
N25.HOG0000294	OG0000244	n0																																				Prbj.g_01859	Prbk.g_01897																							
N25.HOG0000295	OG0000245	n0																																				Prbj.g_01862	Prbk.g_01894																							
N25.HOG0000296	OG0000246	n0																																				Prbj.g_01866	Prbk.g_01890																							
N25.HOG0000297	OG0000247	n0																																				Prbj.g_01877	Prbk.g_01879																							
N25.HOG0000298	OG0000248	n0																																				Prbj.g_01880	Prbk.g_01876																							
N25.HOG0000299	OG0000249	n0																																				Prbj.g_01882	Prbk.g_01874																							
N25.HOG0000300	OG0000250	n0																																				Prbj.g_01805	Prbk.g_01106																							
N25.HOG0000301	OG0000251	n0																																				Prbj.g_01781	Prbk.g_01130																							
N25.HOG0000302	OG0000252	n0																																				Prbj.g_01778	Prbk.g_01133																							
N25.HOG0000303	OG0000253	n0																																				Prbj.g_01772	Prbk.g_01139																							
N25.HOG0000304	OG0000254	n0																																				Prbj.g_01753	Prbk.g_01158																							
N25.HOG0000305	OG0000255	n0																																				Prbj.g_02546	Prbk.g_02604																							
N25.HOG0000306	OG0000256	n0																																				Prbj.g_02560	Prbk.g_02618																							
N25.HOG0000307	OG0000257	n0																																				Prbj.g_02566	Prbk.g_02624																							
N25.HOG0000308	OG0000258	n0																																				Prbj.g_02589	Prbk.g_02647																							
N25.HOG0000309	OG0000259	n0																																				Prbj.g_00812	Prbk.g_00720																							
N25.HOG0000310	OG0000260	n0																																				Prbj.g_00816	Prbk.g_00717																							
N25.HOG0000311	OG0000261	n0																																				Prbj.g_00819	Prbk.g_00714																							
