Orthogroup	Prbc	Prbg
OG0000053	Prbc.g_01618	Prbg.g_00256
OG0000054	Prbc.g_01116	Prbg.g_00359
OG0000055	Prbc.g_01882, Prbc.g_00153	Prbg.g_01182
OG0000056	Prbc.g_01117	Prbg.g_01542
OG0000057	Prbc.g_00333	Prbg.g_01019
OG0000058	Prbc.g_01534	Prbg.g_00194
OG0000059	Prbc.g_00055, Prbc.g_01780	Prbg.g_01143
OG0000062	Prbc.g_00896	Prbg.g_00749
OG0000063	Prbc.g_00102	Prbg.g_01459
OG0000065	Prbc.g_00566	Prbg.g_00477
OG0000066	Prbc.g_01753	Prbg.g_00549
OG0000067	Prbc.g_00616, Prbc.g_00066	Prbg.g_00415
OG0000068	Prbc.g_00284	Prbg.g_01785
OG0000069	Prbc.g_00746	Prbg.g_00630
OG0000071	Prbc.g_01081	Prbg.g_00778
OG0000072	Prbc.g_01214	Prbg.g_00100
OG0000073	Prbc.g_01748	Prbg.g_01386
OG0000074	Prbc.g_01773	Prbg.g_01133
OG0000075	Prbc.g_01865	Prbg.g_01166
OG0000076	Prbc.g_02113	Prbg.g_01234
OG0000077	Prbc.g_00105, Prbc.g_02166, Prbc.g_00807	Prbg.g_01566
OG0000078	Prbc.g_01229	Prbg.g_00552
OG0000079	Prbc.g_00790	Prbg.g_00676
OG0000080	Prbc.g_00144	Prbg.g_00414
OG0000081	Prbc.g_00238	Prbg.g_01819
OG0000082	Prbc.g_01009	Prbg.g_00419
OG0000083	Prbc.g_01073	Prbg.g_00770
OG0000084	Prbc.g_01076	Prbg.g_00773
OG0000085	Prbc.g_01093	Prbg.g_00851
OG0000087	Prbc.g_01127	Prbg.g_00822
OG0000088	Prbc.g_00458	Prbg.g_00887
OG0000089	Prbc.g_00449	Prbg.g_00896
OG0000090	Prbc.g_00432	Prbg.g_00913
OG0000091	Prbc.g_00402	Prbg.g_00947
OG0000092	Prbc.g_00401	Prbg.g_00948
OG0000093	Prbc.g_00388	Prbg.g_00962
OG0000094	Prbc.g_00369	Prbg.g_00981
OG0000095	Prbc.g_00365	Prbg.g_00986
OG0000096	Prbc.g_01147	Prbg.g_01034
OG0000097	Prbc.g_01167	Prbg.g_00053
OG0000098	Prbc.g_01177	Prbg.g_00064
OG0000099	Prbc.g_01186	Prbg.g_00074
OG0000100	Prbc.g_01189	Prbg.g_00077
OG0000101	Prbc.g_01270	Prbg.g_00139
OG0000102	Prbc.g_02183	Prbg.g_00459
OG0000103	Prbc.g_01535	Prbg.g_00195
OG0000104	Prbc.g_01540	Prbg.g_00199
OG0000105	Prbc.g_01579	Prbg.g_00219
OG0000106	Prbc.g_01611	Prbg.g_00249
OG0000107	Prbc.g_01612	Prbg.g_00250
OG0000108	Prbc.g_01622	Prbg.g_00260
OG0000109	Prbc.g_01632	Prbg.g_00270
OG0000110	Prbc.g_01648	Prbg.g_00287
OG0000111	Prbc.g_01728	Prbg.g_01405
OG0000112	Prbc.g_01729	Prbg.g_01404
OG0000113	Prbc.g_01811	Prbg.g_01354
OG0000114	Prbc.g_01856	Prbg.g_01157
OG0000115	Prbc.g_02036	Prbg.g_01287
OG0000116	Prbc.g_02040	Prbg.g_01291
OG0000117	Prbc.g_02110	Prbg.g_01237
OG0000118	Prbc.g_00173	Prbg.g_01531
OG0000119	Prbc.g_00899	Prbg.g_00752
OG0000120	Prbc.g_01439	Prbg.g_01480
OG0000121	Prbc.g_01417	Prbg.g_01457
OG0000122	Prbc.g_01397	Prbg.g_01437
OG0000123	Prbc.g_01387	Prbg.g_00352
OG0000124	Prbc.g_02103	Prbg.g_00687
OG0000125	Prbc.g_00577	Prbg.g_00490
OG0000126	Prbc.g_00657	Prbg.g_00529
OG0000127	Prbc.g_00695	Prbg.g_00579
OG0000128	Prbc.g_00710	Prbg.g_00592
OG0000129	Prbc.g_00744	Prbg.g_00628
OG0000130	Prbc.g_00830	Prbg.g_01647
OG0000131	Prbc.g_00867	Prbg.g_01686
OG0000132	Prbc.g_00869	Prbg.g_01689
OG0000133	Prbc.g_00326	Prbg.g_01743
OG0000134	Prbc.g_00290	Prbg.g_01779
OG0000135	Prbc.g_01560, Prbc.g_00288	Prbg.g_01781
OG0000136	Prbc.g_00226	Prbg.g_01831
OG0000137	Prbc.g_00190	Prbg.g_01865
OG0000138	Prbc.g_00997	Prbg.g_01900
OG0000139	Prbc.g_01047	Prbg.g_01931
OG0000140	Prbc.g_01071	Prbg.g_00768
OG0000141	Prbc.g_01072	Prbg.g_00769
OG0000142	Prbc.g_01074	Prbg.g_00771
OG0000143	Prbc.g_01075	Prbg.g_00772
OG0000144	Prbc.g_01077	Prbg.g_00774
OG0000145	Prbc.g_01078	Prbg.g_00775
OG0000146	Prbc.g_01079	Prbg.g_00776
OG0000147	Prbc.g_01080	Prbg.g_00777
OG0000148	Prbc.g_01082	Prbg.g_00779
OG0000149	Prbc.g_01084	Prbg.g_00860
OG0000150	Prbc.g_01085	Prbg.g_00859
OG0000151	Prbc.g_01086	Prbg.g_00858
OG0000152	Prbc.g_01087	Prbg.g_00857
OG0000153	Prbc.g_01088	Prbg.g_00856
OG0000154	Prbc.g_01089	Prbg.g_00855
OG0000155	Prbc.g_01090	Prbg.g_00854
OG0000156	Prbc.g_01091	Prbg.g_00853
OG0000157	Prbc.g_01092	Prbg.g_00852
OG0000158	Prbc.g_01094	Prbg.g_00850
OG0000159	Prbc.g_01095	Prbg.g_00849
OG0000160	Prbc.g_01096	Prbg.g_00848
OG0000161	Prbc.g_01097	Prbg.g_00847
OG0000162	Prbc.g_01098	Prbg.g_00846
OG0000163	Prbc.g_01099	Prbg.g_00844
OG0000164	Prbc.g_01102	Prbg.g_00841
OG0000165	Prbc.g_01104	Prbg.g_00838
OG0000166	Prbc.g_01105	Prbg.g_00837
OG0000167	Prbc.g_01106	Prbg.g_00836
OG0000168	Prbc.g_01118	Prbg.g_00834
OG0000169	Prbc.g_01120	Prbg.g_00832
OG0000170	Prbc.g_01121	Prbg.g_00830
OG0000171	Prbc.g_01122	Prbg.g_00829
OG0000172	Prbc.g_01123	Prbg.g_00828
OG0000173	Prbc.g_01124	Prbg.g_00825
OG0000174	Prbc.g_01125	Prbg.g_00824
OG0000175	Prbc.g_01126	Prbg.g_00823
OG0000176	Prbc.g_01128	Prbg.g_00821
OG0000177	Prbc.g_01129	Prbg.g_00820
OG0000178	Prbc.g_01130	Prbg.g_00818
OG0000179	Prbc.g_00509	Prbg.g_00806
OG0000180	Prbc.g_00508	Prbg.g_00805
OG0000181	Prbc.g_00507	Prbg.g_00804
OG0000182	Prbc.g_00504	Prbg.g_00800
OG0000183	Prbc.g_00503	Prbg.g_00799
OG0000184	Prbc.g_00500	Prbg.g_00796
OG0000185	Prbc.g_00496	Prbg.g_00792
OG0000186	Prbc.g_00495	Prbg.g_00791
OG0000187	Prbc.g_00494	Prbg.g_00017
OG0000188	Prbc.g_00493	Prbg.g_00790
OG0000189	Prbc.g_00492	Prbg.g_00789
OG0000190	Prbc.g_00491	Prbg.g_00788
OG0000191	Prbc.g_00490	Prbg.g_00787
OG0000192	Prbc.g_00489	Prbg.g_00786
OG0000193	Prbc.g_00488	Prbg.g_00785
OG0000194	Prbc.g_00487	Prbg.g_00784
OG0000195	Prbc.g_00485	Prbg.g_00782
OG0000196	Prbc.g_00484	Prbg.g_00781
OG0000197	Prbc.g_00483	Prbg.g_00780
OG0000198	Prbc.g_00482	Prbg.g_00861
OG0000199	Prbc.g_00479	Prbg.g_00864
OG0000200	Prbc.g_00478	Prbg.g_00865
OG0000201	Prbc.g_00477	Prbg.g_00866
OG0000202	Prbc.g_00476	Prbg.g_00868
OG0000203	Prbc.g_00475	Prbg.g_00869
OG0000204	Prbc.g_00474	Prbg.g_00870
OG0000205	Prbc.g_00472	Prbg.g_00872
OG0000206	Prbc.g_00471	Prbg.g_00873
OG0000207	Prbc.g_00470	Prbg.g_00874
OG0000208	Prbc.g_00469	Prbg.g_00875
OG0000209	Prbc.g_00468	Prbg.g_00876
OG0000210	Prbc.g_00467	Prbg.g_00877
OG0000211	Prbc.g_00466	Prbg.g_00879
OG0000212	Prbc.g_00465	Prbg.g_00880
OG0000213	Prbc.g_00464	Prbg.g_00881
OG0000214	Prbc.g_00460	Prbg.g_00885
OG0000215	Prbc.g_00459	Prbg.g_00886
OG0000216	Prbc.g_00457	Prbg.g_00888
OG0000217	Prbc.g_00455	Prbg.g_00889
OG0000218	Prbc.g_00454	Prbg.g_00890
OG0000219	Prbc.g_00453	Prbg.g_00891
OG0000220	Prbc.g_00451	Prbg.g_00894
OG0000221	Prbc.g_00448	Prbg.g_00897
OG0000222	Prbc.g_00447	Prbg.g_00898
OG0000223	Prbc.g_00446	Prbg.g_00899
OG0000224	Prbc.g_00443	Prbg.g_00901
OG0000225	Prbc.g_00441	Prbg.g_00903
OG0000226	Prbc.g_00439	Prbg.g_00905
OG0000227	Prbc.g_00438	Prbg.g_00906
OG0000228	Prbc.g_00437	Prbg.g_00907
OG0000229	Prbc.g_00436	Prbg.g_00908
OG0000230	Prbc.g_00435	Prbg.g_00909
OG0000231	Prbc.g_02145	Prbg.g_01349
OG0000232	Prbc.g_00434	Prbg.g_00911
OG0000233	Prbc.g_00431	Prbg.g_00914
OG0000234	Prbc.g_00428	Prbg.g_00916
OG0000235	Prbc.g_00426	Prbg.g_00922
OG0000236	Prbc.g_00425	Prbg.g_00923
OG0000237	Prbc.g_00424	Prbg.g_00924
OG0000238	Prbc.g_00423	Prbg.g_00925
OG0000239	Prbc.g_00422	Prbg.g_00926
OG0000240	Prbc.g_00420	Prbg.g_00928
OG0000241	Prbc.g_00419	Prbg.g_00929
OG0000242	Prbc.g_00418	Prbg.g_00930
OG0000243	Prbc.g_00417	Prbg.g_00931
OG0000244	Prbc.g_00416	Prbg.g_00932
OG0000245	Prbc.g_00415	Prbg.g_00934
OG0000246	Prbc.g_00413	Prbg.g_00936
OG0000247	Prbc.g_00412	Prbg.g_00937
OG0000248	Prbc.g_00411	Prbg.g_00938
OG0000249	Prbc.g_00410	Prbg.g_00939
OG0000250	Prbc.g_00409	Prbg.g_00940
OG0000251	Prbc.g_00408	Prbg.g_00941
OG0000252	Prbc.g_00407	Prbg.g_00942
OG0000253	Prbc.g_00406	Prbg.g_00943
OG0000254	Prbc.g_00404	Prbg.g_00945
OG0000255	Prbc.g_00403	Prbg.g_00946
OG0000256	Prbc.g_00400	Prbg.g_00949
OG0000257	Prbc.g_00399	Prbg.g_00951
OG0000258	Prbc.g_00398	Prbg.g_00952
OG0000259	Prbc.g_00397	Prbg.g_00953
OG0000260	Prbc.g_00396	Prbg.g_00954
OG0000261	Prbc.g_00395	Prbg.g_00955
OG0000262	Prbc.g_00394	Prbg.g_00956
OG0000263	Prbc.g_00393	Prbg.g_00957
OG0000264	Prbc.g_00391	Prbg.g_00959
OG0000265	Prbc.g_00390	Prbg.g_00960
OG0000266	Prbc.g_00389	Prbg.g_00961
OG0000267	Prbc.g_00387	Prbg.g_00963
OG0000268	Prbc.g_00385	Prbg.g_00965
OG0000269	Prbc.g_00384	Prbg.g_00966
OG0000270	Prbc.g_00383	Prbg.g_00967
OG0000271	Prbc.g_00382	Prbg.g_00968
OG0000272	Prbc.g_00381	Prbg.g_00969
OG0000273	Prbc.g_00380	Prbg.g_00970
OG0000274	Prbc.g_00379	Prbg.g_00971
OG0000275	Prbc.g_00378	Prbg.g_00972
OG0000276	Prbc.g_00377	Prbg.g_00973
OG0000277	Prbc.g_00376	Prbg.g_00974
OG0000278	Prbc.g_00375	Prbg.g_00975
OG0000279	Prbc.g_00374	Prbg.g_00976
OG0000280	Prbc.g_00373	Prbg.g_00977
OG0000281	Prbc.g_00371	Prbg.g_00979
OG0000282	Prbc.g_00370	Prbg.g_00980
OG0000283	Prbc.g_00368	Prbg.g_00983
OG0000284	Prbc.g_00367	Prbg.g_00984
OG0000285	Prbc.g_00366	Prbg.g_00985
OG0000286	Prbc.g_00364	Prbg.g_00987
OG0000287	Prbc.g_00363	Prbg.g_00989
OG0000288	Prbc.g_00362	Prbg.g_00990
OG0000289	Prbc.g_00361	Prbg.g_00991
OG0000290	Prbc.g_00360	Prbg.g_00992
OG0000291	Prbc.g_00358	Prbg.g_00993
OG0000292	Prbc.g_00357	Prbg.g_00994
OG0000293	Prbc.g_00356	Prbg.g_00995
OG0000294	Prbc.g_00355	Prbg.g_00996
OG0000295	Prbc.g_00354	Prbg.g_00997
OG0000296	Prbc.g_00353	Prbg.g_00998
OG0000297	Prbc.g_00352	Prbg.g_00999
OG0000298	Prbc.g_00351	Prbg.g_01000
OG0000299	Prbc.g_00350	Prbg.g_01001
OG0000300	Prbc.g_00349	Prbg.g_01002
OG0000301	Prbc.g_00348	Prbg.g_01003
OG0000302	Prbc.g_00347	Prbg.g_01004
OG0000303	Prbc.g_00346	Prbg.g_01005
OG0000304	Prbc.g_00345	Prbg.g_01007
OG0000305	Prbc.g_00344	Prbg.g_01008
OG0000306	Prbc.g_00343	Prbg.g_01009
OG0000307	Prbc.g_00342	Prbg.g_01011
OG0000308	Prbc.g_00341	Prbg.g_01012
OG0000309	Prbc.g_00340	Prbg.g_01013
OG0000310	Prbc.g_00339	Prbg.g_01014
OG0000311	Prbc.g_00337	Prbg.g_01015
OG0000312	Prbc.g_00335	Prbg.g_01017
OG0000313	Prbc.g_00334	Prbg.g_01018
OG0000314	Prbc.g_00330	Prbg.g_01022
OG0000315	Prbc.g_00329	Prbg.g_01023
OG0000316	Prbc.g_01140	Prbg.g_01025
OG0000317	Prbc.g_01142	Prbg.g_01027
OG0000318	Prbc.g_01143	Prbg.g_01028
OG0000319	Prbc.g_01144	Prbg.g_01029
OG0000320	Prbc.g_01145	Prbg.g_01030
OG0000321	Prbc.g_01146	Prbg.g_01033
OG0000322	Prbc.g_01149	Prbg.g_01037
OG0000323	Prbc.g_01150	Prbg.g_01038
OG0000324	Prbc.g_01153	Prbg.g_01041
OG0000325	Prbc.g_01154	Prbg.g_01042
OG0000326	Prbc.g_01155	Prbg.g_01043
OG0000327	Prbc.g_01156	Prbg.g_01045
OG0000328	Prbc.g_01157	Prbg.g_01046
OG0000329	Prbc.g_01158	Prbg.g_00042
OG0000330	Prbc.g_01159	Prbg.g_00043
OG0000331	Prbc.g_01160	Prbg.g_00045
OG0000332	Prbc.g_01161	Prbg.g_00046
OG0000333	Prbc.g_01162	Prbg.g_00047
OG0000334	Prbc.g_01163	Prbg.g_00048
OG0000335	Prbc.g_01164	Prbg.g_00049
OG0000336	Prbc.g_01166	Prbg.g_00051
OG0000337	Prbc.g_01168	Prbg.g_00054
OG0000338	Prbc.g_01169	Prbg.g_00055
OG0000339	Prbc.g_01170	Prbg.g_00056
OG0000340	Prbc.g_01171	Prbg.g_00057
OG0000341	Prbc.g_01175	Prbg.g_00061
OG0000342	Prbc.g_01176	Prbg.g_00062
OG0000343	Prbc.g_01178	Prbg.g_00065
OG0000344	Prbc.g_01179	Prbg.g_00066
OG0000345	Prbc.g_01180	Prbg.g_00067
OG0000346	Prbc.g_01181	Prbg.g_00068
OG0000347	Prbc.g_01182	Prbg.g_00069
OG0000348	Prbc.g_01183	Prbg.g_00071
OG0000349	Prbc.g_01184	Prbg.g_00072
OG0000350	Prbc.g_01185	Prbg.g_00073
OG0000351	Prbc.g_01187	Prbg.g_00075
OG0000352	Prbc.g_01190	Prbg.g_00078
OG0000353	Prbc.g_01191	Prbg.g_00079
OG0000354	Prbc.g_01192	Prbg.g_00080
OG0000355	Prbc.g_01193	Prbg.g_00081
OG0000356	Prbc.g_01194	Prbg.g_00082
OG0000357	Prbc.g_01195	Prbg.g_00083
OG0000358	Prbc.g_01196	Prbg.g_00084
OG0000359	Prbc.g_01197	Prbg.g_00085
OG0000360	Prbc.g_01200	Prbg.g_00087
OG0000361	Prbc.g_01201	Prbg.g_00088
OG0000362	Prbc.g_01202	Prbg.g_00089
OG0000363	Prbc.g_01203	Prbg.g_00090
OG0000364	Prbc.g_01204	Prbg.g_00091
OG0000365	Prbc.g_01205	Prbg.g_00092
OG0000366	Prbc.g_01206	Prbg.g_00093
OG0000367	Prbc.g_01207	Prbg.g_00094
OG0000368	Prbc.g_01208	Prbg.g_00095
OG0000369	Prbc.g_01209	Prbg.g_00096
OG0000370	Prbc.g_01210	Prbg.g_00097
OG0000371	Prbc.g_01211	Prbg.g_00098
OG0000372	Prbc.g_01213	Prbg.g_00099
OG0000373	Prbc.g_01215	Prbg.g_00101
OG0000374	Prbc.g_01216	Prbg.g_00102
OG0000375	Prbc.g_01217	Prbg.g_00103
OG0000376	Prbc.g_01219	Prbg.g_00104
OG0000377	Prbc.g_01225	Prbg.g_00110
OG0000378	Prbc.g_01813	Prbg.g_00111
OG0000379	Prbc.g_01246	Prbg.g_00117
OG0000380	Prbc.g_01248	Prbg.g_00119
OG0000381	Prbc.g_01249	Prbg.g_00120
OG0000382	Prbc.g_01250	Prbg.g_00121
OG0000383	Prbc.g_01253	Prbg.g_00124
OG0000384	Prbc.g_01254	Prbg.g_00125
OG0000385	Prbc.g_01256	Prbg.g_00128
OG0000386	Prbc.g_01257	Prbg.g_00129
OG0000387	Prbc.g_01258	Prbg.g_00130
OG0000388	Prbc.g_01259	Prbg.g_00131
OG0000389	Prbc.g_01260	Prbg.g_00132
OG0000390	Prbc.g_01261	Prbg.g_01941
OG0000391	Prbc.g_01262	Prbg.g_01942
OG0000392	Prbc.g_01263	Prbg.g_01943
OG0000393	Prbc.g_01267	Prbg.g_00136
OG0000394	Prbc.g_01268	Prbg.g_00137
OG0000395	Prbc.g_01271	Prbg.g_00140
OG0000396	Prbc.g_01912	Prbg.g_01214
OG0000397	Prbc.g_02137	Prbg.g_01530
OG0000398	Prbc.g_02168	Prbg.g_01602
OG0000399	Prbc.g_01317	Prbg.g_01525
OG0000400	Prbc.g_00934	Prbg.g_01714
OG0000401	Prbc.g_01492	Prbg.g_00151
OG0000402	Prbc.g_01493	Prbg.g_00152
OG0000403	Prbc.g_01494	Prbg.g_00153
OG0000404	Prbc.g_01496	Prbg.g_00155
OG0000405	Prbc.g_01497	Prbg.g_00156
OG0000406	Prbc.g_01499	Prbg.g_00158
OG0000407	Prbc.g_01500	Prbg.g_00159
OG0000408	Prbc.g_01501	Prbg.g_00160
OG0000409	Prbc.g_01502	Prbg.g_00161
OG0000410	Prbc.g_01503	Prbg.g_00162
OG0000411	Prbc.g_01504	Prbg.g_00163
OG0000412	Prbc.g_01505	Prbg.g_00164
OG0000413	Prbc.g_01506	Prbg.g_00165
OG0000414	Prbc.g_01507	Prbg.g_00166
OG0000415	Prbc.g_01508	Prbg.g_00167
OG0000416	Prbc.g_01509	Prbg.g_00168
OG0000417	Prbc.g_01510	Prbg.g_00169
OG0000418	Prbc.g_01511	Prbg.g_00170
OG0000419	Prbc.g_01512	Prbg.g_00171
OG0000420	Prbc.g_01513	Prbg.g_00172
OG0000421	Prbc.g_01514	Prbg.g_00176
OG0000422	Prbc.g_01516	Prbg.g_00178
OG0000423	Prbc.g_01517	Prbg.g_00179
OG0000424	Prbc.g_01518	Prbg.g_00180
OG0000425	Prbc.g_01524	Prbg.g_00184
OG0000426	Prbc.g_01525	Prbg.g_00185
OG0000427	Prbc.g_01526	Prbg.g_00186
OG0000428	Prbc.g_01528	Prbg.g_00188
OG0000429	Prbc.g_01529	Prbg.g_00189
OG0000430	Prbc.g_01531	Prbg.g_00190
OG0000431	Prbc.g_01532	Prbg.g_00192
OG0000432	Prbc.g_01533	Prbg.g_00193
OG0000433	Prbc.g_01536	Prbg.g_00196
OG0000434	Prbc.g_01538	Prbg.g_00197
OG0000435	Prbc.g_01539	Prbg.g_00198
OG0000436	Prbc.g_01541	Prbg.g_00200
OG0000437	Prbc.g_01543	Prbg.g_00202
OG0000438	Prbc.g_01544	Prbg.g_00203
OG0000439	Prbc.g_01545	Prbg.g_00204
OG0000440	Prbc.g_01546	Prbg.g_00206
OG0000441	Prbc.g_01547	Prbg.g_00207
OG0000442	Prbc.g_01548	Prbg.g_00208
OG0000443	Prbc.g_01549	Prbg.g_00209
OG0000444	Prbc.g_01550	Prbg.g_00210
OG0000445	Prbc.g_01551	Prbg.g_00211
OG0000446	Prbc.g_01552	Prbg.g_00212
OG0000447	Prbc.g_01553	Prbg.g_00213
OG0000448	Prbc.g_01554	Prbg.g_00214
OG0000449	Prbc.g_01580	Prbg.g_00220
OG0000450	Prbc.g_01581	Prbg.g_00221
OG0000451	Prbc.g_01582	Prbg.g_00222
OG0000452	Prbc.g_01583	Prbg.g_00223
OG0000453	Prbc.g_01585	Prbg.g_00224
OG0000454	Prbc.g_01586	Prbg.g_00225
OG0000455	Prbc.g_01587	Prbg.g_00226
OG0000456	Prbc.g_01588	Prbg.g_00227
OG0000457	Prbc.g_01590	Prbg.g_00229
OG0000458	Prbc.g_01592	Prbg.g_00231
OG0000459	Prbc.g_01593	Prbg.g_00232
OG0000460	Prbc.g_01595	Prbg.g_00234
OG0000461	Prbc.g_01596	Prbg.g_00235
OG0000462	Prbc.g_01597	Prbg.g_00236
OG0000463	Prbc.g_01599	Prbg.g_00237
OG0000464	Prbc.g_01603	Prbg.g_00241
OG0000465	Prbc.g_01604	Prbg.g_00242
OG0000466	Prbc.g_01605	Prbg.g_00243
OG0000467	Prbc.g_01606	Prbg.g_00244
OG0000468	Prbc.g_01607	Prbg.g_00245
OG0000469	Prbc.g_01608	Prbg.g_00246
OG0000470	Prbc.g_01609	Prbg.g_00247
OG0000471	Prbc.g_01610	Prbg.g_00248
OG0000472	Prbc.g_01613	Prbg.g_00251
OG0000473	Prbc.g_01614	Prbg.g_00252
OG0000474	Prbc.g_01615	Prbg.g_00253
OG0000475	Prbc.g_01616	Prbg.g_00254
OG0000476	Prbc.g_01617	Prbg.g_00255
OG0000477	Prbc.g_01619	Prbg.g_00257
OG0000478	Prbc.g_01620	Prbg.g_00258
OG0000479	Prbc.g_01621	Prbg.g_00259
OG0000480	Prbc.g_01623	Prbg.g_00261
OG0000481	Prbc.g_01624	Prbg.g_00262
OG0000482	Prbc.g_01626	Prbg.g_00264
OG0000483	Prbc.g_01627	Prbg.g_00265
OG0000484	Prbc.g_01628	Prbg.g_00266
OG0000485	Prbc.g_01629	Prbg.g_00267
OG0000486	Prbc.g_01630	Prbg.g_00268
OG0000487	Prbc.g_01631	Prbg.g_00269
OG0000488	Prbc.g_01633	Prbg.g_00271
OG0000489	Prbc.g_01634	Prbg.g_00272
OG0000490	Prbc.g_01635	Prbg.g_00273
OG0000491	Prbc.g_01636	Prbg.g_00274
OG0000492	Prbc.g_01637	Prbg.g_00275
OG0000493	Prbc.g_01638	Prbg.g_00276
OG0000494	Prbc.g_01640	Prbg.g_00277
OG0000495	Prbc.g_01641	Prbg.g_00278
OG0000496	Prbc.g_01642	Prbg.g_00280
OG0000497	Prbc.g_01643	Prbg.g_00282
OG0000498	Prbc.g_01644	Prbg.g_00283
OG0000499	Prbc.g_01646	Prbg.g_00285
OG0000500	Prbc.g_01647	Prbg.g_00286
OG0000501	Prbc.g_01649	Prbg.g_00288
OG0000502	Prbc.g_01650	Prbg.g_00289
OG0000503	Prbc.g_01651	Prbg.g_00290
OG0000504	Prbc.g_01652	Prbg.g_00291
OG0000505	Prbc.g_01653	Prbg.g_00292
OG0000506	Prbc.g_01654	Prbg.g_00293
OG0000507	Prbc.g_01655	Prbg.g_00294
OG0000508	Prbc.g_01656	Prbg.g_00296
OG0000509	Prbc.g_01657	Prbg.g_00297
OG0000510	Prbc.g_01658	Prbg.g_00298
OG0000511	Prbc.g_01659	Prbg.g_00299
OG0000512	Prbc.g_01660	Prbg.g_00300
OG0000513	Prbc.g_01661	Prbg.g_00301
OG0000514	Prbc.g_01662	Prbg.g_00302
OG0000515	Prbc.g_01663	Prbg.g_00305
OG0000516	Prbc.g_01664	Prbg.g_00306
OG0000517	Prbc.g_01665	Prbg.g_00307
OG0000518	Prbc.g_01667	Prbg.g_00310
OG0000519	Prbc.g_01668	Prbg.g_00311
OG0000520	Prbc.g_01670	Prbg.g_00312
OG0000521	Prbc.g_01669	Prbg.g_00313
OG0000522	Prbc.g_01671	Prbg.g_00314
OG0000523	Prbc.g_01672	Prbg.g_00315
OG0000524	Prbc.g_01673	Prbg.g_00316
OG0000525	Prbc.g_01675	Prbg.g_00318
