Orthogroup	Prbc	Pray
OG0000083	Prbc.g_01073	Pray.g_01464
OG0000084	Prbc.g_01076	Pray.g_01468
OG0000085	Prbc.g_01093	Pray.g_01485
OG0000086	Prbc.g_00132	Pray.g_00244, Pray.g_00907
OG0000087	Prbc.g_01127	Pray.g_00234
OG0000088	Prbc.g_00458	Pray.g_00176
OG0000089	Prbc.g_00449	Pray.g_00168
OG0000090	Prbc.g_00432	Pray.g_00150
OG0000091	Prbc.g_00402	Pray.g_00650
OG0000092	Prbc.g_00401	Pray.g_00651
OG0000093	Prbc.g_00388	Pray.g_00665
OG0000094	Prbc.g_00369	Pray.g_00683
OG0000095	Prbc.g_00365	Pray.g_00688
OG0000096	Prbc.g_01147	Pray.g_00732
OG0000097	Prbc.g_01167	Pray.g_00753
OG0000099	Prbc.g_01186	Pray.g_00772
OG0000100	Prbc.g_01189	Pray.g_00775
OG0000101	Prbc.g_01270	Pray.g_00835
OG0000102	Prbc.g_02183	Pray.g_00861
OG0000103	Prbc.g_01535	Pray.g_00966
OG0000104	Prbc.g_01540	Pray.g_00970
OG0000105	Prbc.g_01579	Pray.g_00990
OG0000106	Prbc.g_01611	Pray.g_01023
OG0000107	Prbc.g_01612	Pray.g_01228, Pray.g_01024
OG0000108	Prbc.g_01622	Pray.g_01218
OG0000109	Prbc.g_01632	Pray.g_01209
OG0000110	Prbc.g_01648	Pray.g_01193
OG0000111	Prbc.g_01728	Pray.g_01112
OG0000112	Prbc.g_01729	Pray.g_01111
OG0000113	Prbc.g_01811	Pray.g_00275
OG0000114	Prbc.g_01856	Pray.g_00346
OG0000115	Prbc.g_02036	Pray.g_00511
OG0000116	Prbc.g_02040	Pray.g_00515
OG0000117	Prbc.g_02110	Pray.g_00581
OG0000118	Prbc.g_00173	Pray.g_00632
OG0000119	Prbc.g_00899	Pray.g_00094
OG0000120	Prbc.g_01439	Pray.g_00057
OG0000121	Prbc.g_01417	Pray.g_00038
OG0000122	Prbc.g_01397	Pray.g_00019
OG0000123	Prbc.g_01387	Pray.g_00006
OG0000124	Prbc.g_02103	Pray.g_00250
OG0000125	Prbc.g_00577	Pray.g_01858
OG0000126	Prbc.g_00657	Pray.g_01829
OG0000127	Prbc.g_00695	Pray.g_01735
OG0000128	Prbc.g_00710	Pray.g_01721
OG0000129	Prbc.g_00744	Pray.g_01685
OG0000130	Prbc.g_00830	Pray.g_01561
OG0000131	Prbc.g_00867	Pray.g_01523
OG0000132	Prbc.g_00869	Pray.g_01520
OG0000133	Prbc.g_00326, Prbc.g_01572	Pray.g_01265
OG0000134	Prbc.g_00290	Pray.g_01301
OG0000135	Prbc.g_01560, Prbc.g_00288	Pray.g_01303
OG0000136	Prbc.g_00226	Pray.g_01348
OG0000137	Prbc.g_00190	Pray.g_01381
OG0000138	Prbc.g_00997	Pray.g_01417
OG0000139	Prbc.g_01047	Pray.g_01444
OG0000140	Prbc.g_01071	Pray.g_01462
OG0000141	Prbc.g_01072	Pray.g_01463
OG0000142	Prbc.g_01074	Pray.g_01465
OG0000143	Prbc.g_01075	Pray.g_01467
OG0000144	Prbc.g_01077	Pray.g_01469
OG0000145	Prbc.g_01078	Pray.g_01470
OG0000146	Prbc.g_01079	Pray.g_01471
OG0000147	Prbc.g_01080	Pray.g_01472
OG0000148	Prbc.g_01082	Pray.g_01474
OG0000149	Prbc.g_01084	Pray.g_01476
OG0000150	Prbc.g_01085	Pray.g_01477
OG0000151	Prbc.g_01086	Pray.g_01478
OG0000152	Prbc.g_01087	Pray.g_01479
OG0000153	Prbc.g_01088	Pray.g_01480
OG0000154	Prbc.g_01089	Pray.g_01481
OG0000155	Prbc.g_01090	Pray.g_01482
OG0000156	Prbc.g_01091	Pray.g_01483
OG0000157	Prbc.g_01092	Pray.g_01484
OG0000158	Prbc.g_01094	Pray.g_01486
OG0000159	Prbc.g_01095	Pray.g_01487
OG0000160	Prbc.g_01096	Pray.g_01488
OG0000161	Prbc.g_01097	Pray.g_01489
OG0000162	Prbc.g_01098	Pray.g_01490
OG0000163	Prbc.g_01099	Pray.g_01491
OG0000164	Prbc.g_01102	Pray.g_01494
OG0000165	Prbc.g_01104	Pray.g_01497
OG0000166	Prbc.g_01105	Pray.g_01498
OG0000167	Prbc.g_01106	Pray.g_01499
OG0000168	Prbc.g_01118	Pray.g_00243
OG0000169	Prbc.g_01120	Pray.g_00241
OG0000170	Prbc.g_01121	Pray.g_00240
OG0000171	Prbc.g_01122	Pray.g_00239
OG0000172	Prbc.g_01123	Pray.g_00238
OG0000173	Prbc.g_01124	Pray.g_00237
OG0000174	Prbc.g_01125	Pray.g_00236
OG0000175	Prbc.g_01126	Pray.g_00235
OG0000176	Prbc.g_01128	Pray.g_00233
OG0000177	Prbc.g_01129	Pray.g_00232
OG0000178	Prbc.g_01130	Pray.g_00231
OG0000179	Prbc.g_00509	Pray.g_00225
OG0000180	Prbc.g_00508	Pray.g_00224
OG0000181	Prbc.g_00507	Pray.g_00223
OG0000182	Prbc.g_00504	Pray.g_00220
OG0000183	Prbc.g_00503	Pray.g_00219
OG0000184	Prbc.g_00500	Pray.g_00216
OG0000185	Prbc.g_00496	Pray.g_00212
OG0000186	Prbc.g_00495	Pray.g_00211
OG0000187	Prbc.g_00494	Pray.g_00210
OG0000188	Prbc.g_00493	Pray.g_00209
OG0000189	Prbc.g_00492	Pray.g_00208
OG0000190	Prbc.g_00491	Pray.g_00207
OG0000191	Prbc.g_00490	Pray.g_00206
OG0000192	Prbc.g_00489	Pray.g_00205
OG0000193	Prbc.g_00488	Pray.g_00204
OG0000194	Prbc.g_00487	Pray.g_00203
OG0000195	Prbc.g_00485	Pray.g_00201
OG0000196	Prbc.g_00484	Pray.g_00200
OG0000197	Prbc.g_00483	Pray.g_00199
OG0000198	Prbc.g_00482	Pray.g_00198
OG0000199	Prbc.g_00479	Pray.g_00195
OG0000200	Prbc.g_00478	Pray.g_00194
OG0000201	Prbc.g_00477	Pray.g_00193
OG0000202	Prbc.g_00476	Pray.g_00192
OG0000203	Prbc.g_00475	Pray.g_00191
OG0000204	Prbc.g_00474	Pray.g_00190
OG0000205	Prbc.g_00472	Pray.g_00189
OG0000206	Prbc.g_00471	Pray.g_00188
OG0000207	Prbc.g_00470	Pray.g_00187
OG0000208	Prbc.g_00469	Pray.g_00186
OG0000209	Prbc.g_00468	Pray.g_00185
OG0000210	Prbc.g_00467	Pray.g_00183
OG0000211	Prbc.g_00466	Pray.g_00182
OG0000212	Prbc.g_00465	Pray.g_00181
OG0000213	Prbc.g_00464	Pray.g_00180
OG0000214	Prbc.g_00460	Pray.g_00178
OG0000215	Prbc.g_00459	Pray.g_00177
OG0000216	Prbc.g_00457	Pray.g_00175
OG0000217	Prbc.g_00455	Pray.g_00174
OG0000218	Prbc.g_00454	Pray.g_00173
OG0000219	Prbc.g_00453	Pray.g_00172
OG0000220	Prbc.g_00451	Pray.g_00169
OG0000221	Prbc.g_00448	Pray.g_00167
OG0000222	Prbc.g_00447	Pray.g_00166
OG0000223	Prbc.g_00446	Pray.g_00165
OG0000224	Prbc.g_00443	Pray.g_00162
OG0000225	Prbc.g_00441	Pray.g_00160
OG0000226	Prbc.g_00439	Pray.g_00159
OG0000227	Prbc.g_00438	Pray.g_00158
OG0000228	Prbc.g_00437	Pray.g_00157
OG0000229	Prbc.g_00436	Pray.g_00156
OG0000230	Prbc.g_00435	Pray.g_00155
OG0000231	Prbc.g_02145	Pray.g_00153
OG0000232	Prbc.g_00434	Pray.g_00152
OG0000233	Prbc.g_00431	Pray.g_00149
OG0000234	Prbc.g_00428	Pray.g_00147
OG0000235	Prbc.g_00426	Pray.g_00144
OG0000236	Prbc.g_00425	Pray.g_00143
OG0000237	Prbc.g_00424	Pray.g_00142
OG0000238	Prbc.g_00423	Pray.g_00141
OG0000239	Prbc.g_00422	Pray.g_00140
OG0000240	Prbc.g_00420	Pray.g_00138
OG0000241	Prbc.g_00419	Pray.g_00137
OG0000242	Prbc.g_00418	Pray.g_00136
OG0000243	Prbc.g_00417	Pray.g_00635
OG0000244	Prbc.g_00416	Pray.g_00636
OG0000245	Prbc.g_00415	Pray.g_00637
OG0000246	Prbc.g_00413	Pray.g_00639
OG0000247	Prbc.g_00412	Pray.g_00640
OG0000248	Prbc.g_00411	Pray.g_00641
OG0000249	Prbc.g_00410	Pray.g_00642
OG0000250	Prbc.g_00409	Pray.g_00643
OG0000251	Prbc.g_00408	Pray.g_00644
OG0000252	Prbc.g_00407	Pray.g_00645
OG0000253	Prbc.g_00406	Pray.g_00646
OG0000254	Prbc.g_00404	Pray.g_00648
OG0000255	Prbc.g_00403	Pray.g_00649
OG0000256	Prbc.g_00400	Pray.g_00652
OG0000257	Prbc.g_00399	Pray.g_00654
OG0000258	Prbc.g_00398	Pray.g_00655
OG0000259	Prbc.g_00397	Pray.g_00656
OG0000260	Prbc.g_00396	Pray.g_00657
OG0000261	Prbc.g_00395	Pray.g_00658
OG0000262	Prbc.g_00394	Pray.g_00659
OG0000263	Prbc.g_00393	Pray.g_00660
OG0000264	Prbc.g_00391	Pray.g_00662
OG0000265	Prbc.g_00390	Pray.g_00663
OG0000266	Prbc.g_00389	Pray.g_00664
OG0000267	Prbc.g_00387	Pray.g_00666
OG0000268	Prbc.g_00385	Pray.g_00667
OG0000269	Prbc.g_00384	Pray.g_00668
OG0000270	Prbc.g_00383	Pray.g_00669
OG0000271	Prbc.g_00382	Pray.g_00670
OG0000272	Prbc.g_00381	Pray.g_00671
OG0000273	Prbc.g_00380	Pray.g_00672
OG0000274	Prbc.g_00379	Pray.g_00673
OG0000275	Prbc.g_00378	Pray.g_00674
OG0000276	Prbc.g_00377	Pray.g_00675
OG0000277	Prbc.g_00376	Pray.g_00676
OG0000278	Prbc.g_00375	Pray.g_00677
OG0000279	Prbc.g_00374	Pray.g_00678
OG0000280	Prbc.g_00373	Pray.g_00679
OG0000281	Prbc.g_00371	Pray.g_00681
OG0000282	Prbc.g_00370	Pray.g_00682
OG0000283	Prbc.g_00368	Pray.g_00685
OG0000284	Prbc.g_00367	Pray.g_00686
OG0000285	Prbc.g_00366	Pray.g_00687
OG0000286	Prbc.g_00364	Pray.g_00689
OG0000287	Prbc.g_00363	Pray.g_00690
OG0000288	Prbc.g_00362	Pray.g_00691
OG0000289	Prbc.g_00361	Pray.g_00692
OG0000290	Prbc.g_00360	Pray.g_00693
OG0000291	Prbc.g_00358	Pray.g_00694
OG0000292	Prbc.g_00357	Pray.g_00695
OG0000293	Prbc.g_00356	Pray.g_00696
OG0000294	Prbc.g_00355	Pray.g_00697
OG0000295	Prbc.g_00354	Pray.g_00698
OG0000296	Prbc.g_00353	Pray.g_00699
OG0000297	Prbc.g_00352	Pray.g_00700
OG0000298	Prbc.g_00351	Pray.g_00701
OG0000299	Prbc.g_00350	Pray.g_00702
OG0000300	Prbc.g_00349	Pray.g_00703
OG0000301	Prbc.g_00348	Pray.g_00704
OG0000302	Prbc.g_00347	Pray.g_00705
OG0000303	Prbc.g_00346	Pray.g_00706
OG0000304	Prbc.g_00345	Pray.g_00707
OG0000305	Prbc.g_00344	Pray.g_00708
OG0000306	Prbc.g_00343	Pray.g_00709
OG0000307	Prbc.g_00342	Pray.g_00710
OG0000308	Prbc.g_00341	Pray.g_00711
OG0000309	Prbc.g_00340	Pray.g_00712
OG0000310	Prbc.g_00339	Pray.g_00713
OG0000311	Prbc.g_00337	Pray.g_00714
OG0000312	Prbc.g_00335	Pray.g_00716
OG0000313	Prbc.g_00334	Pray.g_00717
OG0000314	Prbc.g_00330	Pray.g_00720
OG0000315	Prbc.g_00329	Pray.g_00721
OG0000316	Prbc.g_01140	Pray.g_00723
OG0000317	Prbc.g_01142	Pray.g_00725
OG0000318	Prbc.g_01143	Pray.g_00726
OG0000319	Prbc.g_01144	Pray.g_00727
OG0000320	Prbc.g_01145	Pray.g_00728
OG0000321	Prbc.g_01146	Pray.g_00731
OG0000322	Prbc.g_01149	Pray.g_00734
OG0000323	Prbc.g_01150	Pray.g_00735
OG0000324	Prbc.g_01153	Pray.g_00738
OG0000325	Prbc.g_01154	Pray.g_00739
OG0000326	Prbc.g_01155	Pray.g_00740
OG0000327	Prbc.g_01156	Pray.g_00742
OG0000328	Prbc.g_01157	Pray.g_00743
OG0000329	Prbc.g_01158	Pray.g_00744
OG0000330	Prbc.g_01159	Pray.g_00745
OG0000331	Prbc.g_01160	Pray.g_00746
OG0000332	Prbc.g_01161	Pray.g_00747
OG0000333	Prbc.g_01162	Pray.g_00748
OG0000334	Prbc.g_01163	Pray.g_00749
OG0000335	Prbc.g_01164	Pray.g_00750
OG0000336	Prbc.g_01166	Pray.g_00751
OG0000337	Prbc.g_01168	Pray.g_00754
OG0000338	Prbc.g_01169	Pray.g_00755
OG0000339	Prbc.g_01170	Pray.g_00756
OG0000340	Prbc.g_01171	Pray.g_00757
OG0000341	Prbc.g_01175	Pray.g_00761
OG0000342	Prbc.g_01176	Pray.g_00762
OG0000343	Prbc.g_01178	Pray.g_00764
OG0000344	Prbc.g_01179	Pray.g_00765
OG0000345	Prbc.g_01180	Pray.g_00766
OG0000346	Prbc.g_01181	Pray.g_00767
OG0000347	Prbc.g_01182	Pray.g_00768
OG0000348	Prbc.g_01183	Pray.g_00769
OG0000349	Prbc.g_01184	Pray.g_00770
OG0000350	Prbc.g_01185	Pray.g_00771
OG0000351	Prbc.g_01187	Pray.g_00773
OG0000352	Prbc.g_01190	Pray.g_00776
OG0000353	Prbc.g_01191	Pray.g_00777
OG0000354	Prbc.g_01192	Pray.g_00778
OG0000355	Prbc.g_01193	Pray.g_00779
OG0000356	Prbc.g_01194	Pray.g_00780
OG0000357	Prbc.g_01195	Pray.g_00781
OG0000358	Prbc.g_01196	Pray.g_00782
OG0000359	Prbc.g_01197	Pray.g_00783
OG0000360	Prbc.g_01200	Pray.g_00786
OG0000361	Prbc.g_01201	Pray.g_00787
OG0000362	Prbc.g_01202	Pray.g_00788
OG0000363	Prbc.g_01203	Pray.g_00789
OG0000364	Prbc.g_01204	Pray.g_00790
OG0000365	Prbc.g_01205	Pray.g_00791
OG0000366	Prbc.g_01206	Pray.g_00792
OG0000367	Prbc.g_01207	Pray.g_00793
OG0000368	Prbc.g_01208	Pray.g_00794
OG0000369	Prbc.g_01209	Pray.g_00795
OG0000370	Prbc.g_01210	Pray.g_00796
OG0000371	Prbc.g_01211	Pray.g_00797
OG0000372	Prbc.g_01213	Pray.g_00799
OG0000373	Prbc.g_01215	Pray.g_00801
OG0000374	Prbc.g_01216	Pray.g_00802
OG0000375	Prbc.g_01217	Pray.g_00803
OG0000376	Prbc.g_01219	Pray.g_00805
OG0000377	Prbc.g_01225	Pray.g_00806
OG0000378	Prbc.g_01813	Pray.g_00807
OG0000379	Prbc.g_01246	Pray.g_00812
OG0000380	Prbc.g_01248	Pray.g_00813
OG0000381	Prbc.g_01249	Pray.g_00814
OG0000382	Prbc.g_01250	Pray.g_00816
OG0000383	Prbc.g_01253	Pray.g_00819
OG0000384	Prbc.g_01254	Pray.g_00820
OG0000385	Prbc.g_01256	Pray.g_00823
OG0000386	Prbc.g_01257	Pray.g_00824
OG0000387	Prbc.g_01258	Pray.g_00825
OG0000388	Prbc.g_01259	Pray.g_00826
OG0000389	Prbc.g_01260	Pray.g_00827
OG0000390	Prbc.g_01261	Pray.g_00828
OG0000391	Prbc.g_01262	Pray.g_00829
OG0000392	Prbc.g_01263	Pray.g_00830
OG0000393	Prbc.g_01267	Pray.g_00833
OG0000394	Prbc.g_01268	Pray.g_00834
OG0000395	Prbc.g_01271	Pray.g_00836
OG0000396	Prbc.g_01912	Pray.g_00837
OG0000397	Prbc.g_02137	Pray.g_00849
OG0000398	Prbc.g_02168	Pray.g_00857
OG0000399	Prbc.g_01317	Pray.g_00858
OG0000400	Prbc.g_00934	Pray.g_00864
OG0000401	Prbc.g_01492	Pray.g_00921
OG0000402	Prbc.g_01493	Pray.g_00922
OG0000403	Prbc.g_01494	Pray.g_00923
OG0000404	Prbc.g_01496	Pray.g_00925
OG0000405	Prbc.g_01497	Pray.g_00926
OG0000406	Prbc.g_01499	Pray.g_00928
OG0000407	Prbc.g_01500	Pray.g_00929
OG0000408	Prbc.g_01501	Pray.g_00930
OG0000409	Prbc.g_01502	Pray.g_00931
OG0000410	Prbc.g_01503	Pray.g_00932
OG0000411	Prbc.g_01504	Pray.g_00933
OG0000412	Prbc.g_01505	Pray.g_00934
OG0000413	Prbc.g_01506	Pray.g_00935
OG0000414	Prbc.g_01507	Pray.g_00936
OG0000415	Prbc.g_01508	Pray.g_00937
OG0000416	Prbc.g_01509	Pray.g_00938
OG0000417	Prbc.g_01510	Pray.g_00939
OG0000418	Prbc.g_01511	Pray.g_00940
OG0000419	Prbc.g_01512	Pray.g_00941
OG0000420	Prbc.g_01513	Pray.g_00942
OG0000421	Prbc.g_01514	Pray.g_00943
OG0000422	Prbc.g_01516	Pray.g_00945
OG0000423	Prbc.g_01517	Pray.g_00946
OG0000424	Prbc.g_01518	Pray.g_00948
OG0000425	Prbc.g_01524	Pray.g_00951
OG0000426	Prbc.g_01525	Pray.g_00952
OG0000427	Prbc.g_01526	Pray.g_00953
OG0000428	Prbc.g_01528	Pray.g_00954
OG0000429	Prbc.g_01529	Pray.g_00955
OG0000430	Prbc.g_01531	Pray.g_00961
OG0000431	Prbc.g_01532	Pray.g_00963
OG0000432	Prbc.g_01533	Pray.g_00964
OG0000433	Prbc.g_01536	Pray.g_00967
OG0000434	Prbc.g_01538	Pray.g_00968
OG0000435	Prbc.g_01539	Pray.g_00969
OG0000436	Prbc.g_01541	Pray.g_00971
OG0000437	Prbc.g_01543	Pray.g_00973
OG0000438	Prbc.g_01544	Pray.g_00974
OG0000439	Prbc.g_01545	Pray.g_00975
OG0000440	Prbc.g_01546	Pray.g_00977
OG0000441	Prbc.g_01547	Pray.g_00978
OG0000442	Prbc.g_01548	Pray.g_00979
OG0000443	Prbc.g_01549	Pray.g_00980
OG0000444	Prbc.g_01550	Pray.g_00981
OG0000445	Prbc.g_01551	Pray.g_00982
OG0000446	Prbc.g_01552	Pray.g_00983
OG0000447	Prbc.g_01553	Pray.g_00984
OG0000448	Prbc.g_01554	Pray.g_00985
OG0000449	Prbc.g_01580	Pray.g_00991
OG0000450	Prbc.g_01581	Pray.g_00992
OG0000451	Prbc.g_01582	Pray.g_00993
OG0000452	Prbc.g_01583	Pray.g_00994
OG0000453	Prbc.g_01585	Pray.g_00996
OG0000454	Prbc.g_01586	Pray.g_00997
OG0000455	Prbc.g_01587	Pray.g_00998
OG0000456	Prbc.g_01588	Pray.g_00999
OG0000457	Prbc.g_01590	Pray.g_01001
OG0000458	Prbc.g_01592	Pray.g_01003
OG0000459	Prbc.g_01593	Pray.g_01004
OG0000460	Prbc.g_01595	Pray.g_01006
OG0000461	Prbc.g_01596	Pray.g_01007
OG0000462	Prbc.g_01597	Pray.g_01008
OG0000463	Prbc.g_01599	Pray.g_01009
OG0000464	Prbc.g_01603	Pray.g_01014
OG0000465	Prbc.g_01604	Pray.g_01016
OG0000466	Prbc.g_01605	Pray.g_01017
OG0000467	Prbc.g_01606	Pray.g_01018
OG0000468	Prbc.g_01607	Pray.g_01019
OG0000469	Prbc.g_01608	Pray.g_01020
OG0000470	Prbc.g_01609	Pray.g_01021
OG0000471	Prbc.g_01610	Pray.g_01022
OG0000472	Prbc.g_01613	Pray.g_01227
OG0000473	Prbc.g_01614	Pray.g_01226
OG0000474	Prbc.g_01615	Pray.g_01225
OG0000475	Prbc.g_01616	Pray.g_01224
OG0000476	Prbc.g_01617	Pray.g_01223
OG0000477	Prbc.g_01619	Pray.g_01221
OG0000478	Prbc.g_01620	Pray.g_01220
OG0000479	Prbc.g_01621	Pray.g_01219
OG0000480	Prbc.g_01623	Pray.g_01217
OG0000481	Prbc.g_01624	Pray.g_01216
OG0000482	Prbc.g_01626	Pray.g_01215
OG0000483	Prbc.g_01627	Pray.g_01214
OG0000484	Prbc.g_01628	Pray.g_01213
OG0000485	Prbc.g_01629	Pray.g_01212
OG0000486	Prbc.g_01630	Pray.g_01211
OG0000487	Prbc.g_01631	Pray.g_01210
OG0000488	Prbc.g_01633	Pray.g_01208
OG0000489	Prbc.g_01634	Pray.g_01207
OG0000490	Prbc.g_01635	Pray.g_01206
OG0000491	Prbc.g_01636	Pray.g_01205
OG0000492	Prbc.g_01637	Pray.g_01204
OG0000493	Prbc.g_01638	Pray.g_01203
OG0000494	Prbc.g_01640	Pray.g_01201
OG0000495	Prbc.g_01641	Pray.g_01200
OG0000496	Prbc.g_01642	Pray.g_01199
OG0000497	Prbc.g_01643	Pray.g_01198
OG0000498	Prbc.g_01644	Pray.g_01197
OG0000499	Prbc.g_01646	Pray.g_01195
OG0000500	Prbc.g_01647	Pray.g_01194
OG0000501	Prbc.g_01649	Pray.g_01192
OG0000502	Prbc.g_01650	Pray.g_01191
OG0000503	Prbc.g_01651	Pray.g_01190
OG0000504	Prbc.g_01652	Pray.g_01189
OG0000505	Prbc.g_01653	Pray.g_01188
OG0000506	Prbc.g_01654	Pray.g_01187
OG0000507	Prbc.g_01655	Pray.g_01186
OG0000508	Prbc.g_01656	Pray.g_01184
OG0000509	Prbc.g_01657	Pray.g_01183
OG0000510	Prbc.g_01658	Pray.g_01182
OG0000511	Prbc.g_01659	Pray.g_01181
OG0000512	Prbc.g_01660	Pray.g_01180
OG0000513	Prbc.g_01661	Pray.g_01179
OG0000514	Prbc.g_01662	Pray.g_01178
OG0000515	Prbc.g_01663	Pray.g_01176
OG0000516	Prbc.g_01664	Pray.g_01175
OG0000517	Prbc.g_01665	Pray.g_01174
OG0000518	Prbc.g_01667	Pray.g_01172
OG0000519	Prbc.g_01668	Pray.g_01171
OG0000520	Prbc.g_01670	Pray.g_01170
OG0000521	Prbc.g_01669	Pray.g_01169
OG0000522	Prbc.g_01671	Pray.g_01168
OG0000523	Prbc.g_01672	Pray.g_01167
OG0000524	Prbc.g_01673	Pray.g_01166
OG0000525	Prbc.g_01675	Pray.g_01164
OG0000526	Prbc.g_01676	Pray.g_01163
OG0000527	Prbc.g_01677	Pray.g_01162
OG0000528	Prbc.g_01678	Pray.g_01161
OG0000529	Prbc.g_01679	Pray.g_01160
OG0000530	Prbc.g_01680	Pray.g_01159
OG0000531	Prbc.g_01682	Pray.g_01158
OG0000532	Prbc.g_01683	Pray.g_01157
OG0000533	Prbc.g_01684	Pray.g_01156
OG0000534	Prbc.g_01685	Pray.g_01155
OG0000535	Prbc.g_01686	Pray.g_01154
OG0000536	Prbc.g_01687	Pray.g_01153
OG0000537	Prbc.g_01688	Pray.g_01152
OG0000538	Prbc.g_01689	Pray.g_01151
OG0000539	Prbc.g_01690	Pray.g_01150
OG0000540	Prbc.g_01691	Pray.g_01149
OG0000541	Prbc.g_01692	Pray.g_01148
OG0000542	Prbc.g_01693	Pray.g_01147
OG0000543	Prbc.g_01694	Pray.g_01146
OG0000544	Prbc.g_01695	Pray.g_01145
OG0000545	Prbc.g_01698	Pray.g_01142
OG0000546	Prbc.g_01699	Pray.g_01141
OG0000547	Prbc.g_01700	Pray.g_01139
