Orthogroup	Prbc	Praz
OG0000191	Prbc.g_00490	Praz.g_00443
OG0000192	Prbc.g_00489	Praz.g_00444
OG0000193	Prbc.g_00488	Praz.g_00445
OG0000194	Prbc.g_00487	Praz.g_00446
OG0000195	Prbc.g_00485	Praz.g_00448
OG0000196	Prbc.g_00484	Praz.g_00449
OG0000197	Prbc.g_00483	Praz.g_00450
OG0000198	Prbc.g_00482	Praz.g_00451
OG0000199	Prbc.g_00479	Praz.g_00454
OG0000200	Prbc.g_00478	Praz.g_00455
OG0000201	Prbc.g_00477	Praz.g_00456
OG0000202	Prbc.g_00476	Praz.g_00457
OG0000203	Prbc.g_00475	Praz.g_00458
OG0000204	Prbc.g_00474	Praz.g_00459
OG0000205	Prbc.g_00472	Praz.g_00460
OG0000206	Prbc.g_00471	Praz.g_00461
OG0000207	Prbc.g_00470	Praz.g_00462
OG0000208	Prbc.g_00469	Praz.g_00463
OG0000209	Prbc.g_00468	Praz.g_00464
OG0000210	Prbc.g_00467	Praz.g_00466
OG0000211	Prbc.g_00466	Praz.g_00467
OG0000212	Prbc.g_00465	Praz.g_00468
OG0000213	Prbc.g_00464	Praz.g_00469
OG0000214	Prbc.g_00460	Praz.g_00471
OG0000215	Prbc.g_00459	Praz.g_00472
OG0000216	Prbc.g_00457	Praz.g_00474
OG0000217	Prbc.g_00455	Praz.g_00475
OG0000218	Prbc.g_00454	Praz.g_00476
OG0000219	Prbc.g_00453	Praz.g_00477
OG0000220	Prbc.g_00451	Praz.g_00480
OG0000221	Prbc.g_00448	Praz.g_00482
OG0000222	Prbc.g_00447	Praz.g_00483
OG0000223	Prbc.g_00446	Praz.g_00484
OG0000224	Prbc.g_00443	Praz.g_00487
OG0000225	Prbc.g_00441	Praz.g_00489
OG0000226	Prbc.g_00439	Praz.g_00490
OG0000227	Prbc.g_00438	Praz.g_00491
OG0000228	Prbc.g_00437	Praz.g_00492
OG0000229	Prbc.g_00436	Praz.g_00493
OG0000230	Prbc.g_00435	Praz.g_00494
OG0000231	Prbc.g_02145	Praz.g_00496
OG0000232	Prbc.g_00434	Praz.g_00497
OG0000233	Prbc.g_00431	Praz.g_00500
OG0000234	Prbc.g_00428	Praz.g_00502
OG0000235	Prbc.g_00426	Praz.g_00505
OG0000236	Prbc.g_00425	Praz.g_00506
OG0000237	Prbc.g_00424	Praz.g_00507
OG0000238	Prbc.g_00423	Praz.g_00508
OG0000239	Prbc.g_00422	Praz.g_00509
OG0000240	Prbc.g_00420	Praz.g_00511
OG0000241	Prbc.g_00419	Praz.g_00512
OG0000242	Prbc.g_00418	Praz.g_00513
OG0000243	Prbc.g_00417	Praz.g_00514
OG0000244	Prbc.g_00416	Praz.g_00515
OG0000245	Prbc.g_00415	Praz.g_00516
OG0000246	Prbc.g_00413	Praz.g_00518
OG0000247	Prbc.g_00412	Praz.g_00519
OG0000248	Prbc.g_00411	Praz.g_00520
OG0000249	Prbc.g_00410	Praz.g_00521
OG0000250	Prbc.g_00409	Praz.g_00522
OG0000251	Prbc.g_00408	Praz.g_00523
OG0000252	Prbc.g_00407	Praz.g_00524
OG0000253	Prbc.g_00406	Praz.g_00525
OG0000254	Prbc.g_00404	Praz.g_00527
OG0000255	Prbc.g_00403	Praz.g_00528
OG0000256	Prbc.g_00400	Praz.g_00531
OG0000257	Prbc.g_00399	Praz.g_00533
OG0000258	Prbc.g_00398	Praz.g_00534
OG0000259	Prbc.g_00397	Praz.g_00535
OG0000260	Prbc.g_00396	Praz.g_00536
OG0000261	Prbc.g_00395	Praz.g_00537
OG0000262	Prbc.g_00394	Praz.g_00538
OG0000263	Prbc.g_00393	Praz.g_00539
OG0000264	Prbc.g_00391	Praz.g_00541
OG0000265	Prbc.g_00390	Praz.g_00542
OG0000266	Prbc.g_00389	Praz.g_00543
OG0000267	Prbc.g_00387	Praz.g_00545
OG0000268	Prbc.g_00385	Praz.g_00546
OG0000269	Prbc.g_00384	Praz.g_00547
OG0000270	Prbc.g_00383	Praz.g_00548
OG0000271	Prbc.g_00382	Praz.g_00549
OG0000272	Prbc.g_00381	Praz.g_00550
OG0000273	Prbc.g_00380	Praz.g_00551
OG0000274	Prbc.g_00379	Praz.g_00552
OG0000275	Prbc.g_00378	Praz.g_00553
OG0000276	Prbc.g_00377	Praz.g_00554
OG0000277	Prbc.g_00376	Praz.g_00555
OG0000278	Prbc.g_00375	Praz.g_00556
OG0000279	Prbc.g_00374	Praz.g_00557
OG0000280	Prbc.g_00373	Praz.g_00558
OG0000281	Prbc.g_00371	Praz.g_00560
OG0000282	Prbc.g_00370	Praz.g_00561
OG0000283	Prbc.g_00368	Praz.g_00564
OG0000284	Prbc.g_00367	Praz.g_00565
OG0000285	Prbc.g_00366	Praz.g_00566
OG0000286	Prbc.g_00364	Praz.g_00568
OG0000287	Prbc.g_00363	Praz.g_00569
OG0000288	Prbc.g_00362	Praz.g_00570
OG0000289	Prbc.g_00361	Praz.g_00571
OG0000290	Prbc.g_00360	Praz.g_00572
OG0000291	Prbc.g_00358	Praz.g_00573
OG0000292	Prbc.g_00357	Praz.g_00574
OG0000293	Prbc.g_00356	Praz.g_00575
OG0000294	Prbc.g_00355	Praz.g_00576
OG0000295	Prbc.g_00354	Praz.g_00577
OG0000296	Prbc.g_00353	Praz.g_00578
OG0000297	Prbc.g_00352	Praz.g_00579
OG0000298	Prbc.g_00351	Praz.g_00580
OG0000299	Prbc.g_00350	Praz.g_00581
OG0000300	Prbc.g_00349	Praz.g_00582
OG0000301	Prbc.g_00348	Praz.g_00583
OG0000302	Prbc.g_00347	Praz.g_00584
OG0000303	Prbc.g_00346	Praz.g_00585
OG0000304	Prbc.g_00345	Praz.g_00586
OG0000305	Prbc.g_00344	Praz.g_00587
OG0000306	Prbc.g_00343	Praz.g_00588
OG0000307	Prbc.g_00342	Praz.g_00589
OG0000308	Prbc.g_00341	Praz.g_00590
OG0000309	Prbc.g_00340	Praz.g_00591
OG0000310	Prbc.g_00339	Praz.g_00592
OG0000311	Prbc.g_00337	Praz.g_00593
OG0000312	Prbc.g_00335	Praz.g_00595
OG0000313	Prbc.g_00334	Praz.g_00596
OG0000314	Prbc.g_00330	Praz.g_00599
OG0000315	Prbc.g_00329	Praz.g_00600
OG0000316	Prbc.g_01140	Praz.g_00602
OG0000317	Prbc.g_01142	Praz.g_00604
OG0000318	Prbc.g_01143	Praz.g_00605
OG0000319	Prbc.g_01144	Praz.g_00606
OG0000320	Prbc.g_01145	Praz.g_00607
OG0000321	Prbc.g_01146	Praz.g_00610
OG0000322	Prbc.g_01149	Praz.g_00613
OG0000323	Prbc.g_01150	Praz.g_00614
OG0000324	Prbc.g_01153	Praz.g_00617
OG0000325	Prbc.g_01154	Praz.g_00618
OG0000326	Prbc.g_01155	Praz.g_00619
OG0000327	Prbc.g_01156	Praz.g_00621
OG0000328	Prbc.g_01157	Praz.g_00622
OG0000329	Prbc.g_01158	Praz.g_00623
OG0000330	Prbc.g_01159	Praz.g_00624
OG0000331	Prbc.g_01160	Praz.g_00625
OG0000332	Prbc.g_01161	Praz.g_00626
OG0000333	Prbc.g_01162	Praz.g_00627
OG0000334	Prbc.g_01163	Praz.g_00628
OG0000335	Prbc.g_01164	Praz.g_00629
OG0000336	Prbc.g_01166	Praz.g_00630
OG0000337	Prbc.g_01168	Praz.g_00633
OG0000338	Prbc.g_01169	Praz.g_00634
OG0000339	Prbc.g_01170	Praz.g_00635
OG0000340	Prbc.g_01171	Praz.g_00636
OG0000341	Prbc.g_01175	Praz.g_00640
OG0000342	Prbc.g_01176	Praz.g_00641
OG0000343	Prbc.g_01178	Praz.g_00643
OG0000344	Prbc.g_01179	Praz.g_00644
OG0000345	Prbc.g_01180	Praz.g_00645
OG0000346	Prbc.g_01181	Praz.g_00646
OG0000347	Prbc.g_01182	Praz.g_00647
OG0000348	Prbc.g_01183	Praz.g_00648
OG0000349	Prbc.g_01184	Praz.g_00649
OG0000350	Prbc.g_01185	Praz.g_00650
OG0000351	Prbc.g_01187	Praz.g_00652
OG0000352	Prbc.g_01190	Praz.g_00655
OG0000353	Prbc.g_01191	Praz.g_00656
OG0000354	Prbc.g_01192	Praz.g_00657
OG0000355	Prbc.g_01193	Praz.g_00658
OG0000356	Prbc.g_01194	Praz.g_00659
OG0000357	Prbc.g_01195	Praz.g_00660
OG0000358	Prbc.g_01196	Praz.g_00661
OG0000359	Prbc.g_01197	Praz.g_00662
OG0000360	Prbc.g_01200	Praz.g_00665
OG0000361	Prbc.g_01201	Praz.g_00666
OG0000362	Prbc.g_01202	Praz.g_00667
OG0000363	Prbc.g_01203	Praz.g_00668
OG0000364	Prbc.g_01204	Praz.g_00669
OG0000365	Prbc.g_01205	Praz.g_00670
OG0000366	Prbc.g_01206	Praz.g_00671
OG0000367	Prbc.g_01207	Praz.g_00672
OG0000368	Prbc.g_01208	Praz.g_00673
OG0000369	Prbc.g_01209	Praz.g_00674
OG0000370	Prbc.g_01210	Praz.g_00675
OG0000371	Prbc.g_01211	Praz.g_00676
OG0000372	Prbc.g_01213	Praz.g_00678
OG0000373	Prbc.g_01215	Praz.g_00680
OG0000374	Prbc.g_01216	Praz.g_00681
OG0000375	Prbc.g_01217	Praz.g_00682
OG0000376	Prbc.g_01219	Praz.g_00684
OG0000377	Prbc.g_01225	Praz.g_00685
OG0000378	Prbc.g_01813	Praz.g_00686
OG0000379	Prbc.g_01246	Praz.g_01931
OG0000380	Prbc.g_01248	Praz.g_01932
OG0000381	Prbc.g_01249	Praz.g_01933
OG0000382	Prbc.g_01250	Praz.g_01935
OG0000383	Prbc.g_01253	Praz.g_00343
OG0000384	Prbc.g_01254	Praz.g_00344
OG0000385	Prbc.g_01256	Praz.g_00347
OG0000386	Prbc.g_01257	Praz.g_00348
OG0000387	Prbc.g_01258	Praz.g_00349
OG0000388	Prbc.g_01259	Praz.g_00350
OG0000389	Prbc.g_01260	Praz.g_00351
OG0000390	Prbc.g_01261	Praz.g_00352
OG0000391	Prbc.g_01262	Praz.g_00353
OG0000392	Prbc.g_01263	Praz.g_00354
OG0000393	Prbc.g_01267	Praz.g_00819
OG0000394	Prbc.g_01268	Praz.g_00818
OG0000395	Prbc.g_01271	Praz.g_00816
OG0000396	Prbc.g_01912	Praz.g_00815
OG0000397	Prbc.g_02137	Praz.g_00803
OG0000398	Prbc.g_02168	Praz.g_00795
OG0000399	Prbc.g_01317	Praz.g_00794
OG0000400	Prbc.g_00934	Praz.g_00788
OG0000401	Prbc.g_01492	Praz.g_01897
OG0000402	Prbc.g_01493	Praz.g_01896
OG0000403	Prbc.g_01494	Praz.g_01895
OG0000404	Prbc.g_01496	Praz.g_01893
OG0000405	Prbc.g_01497	Praz.g_01892
OG0000406	Prbc.g_01499	Praz.g_01890
OG0000407	Prbc.g_01500	Praz.g_01889
OG0000408	Prbc.g_01501	Praz.g_01888
OG0000409	Prbc.g_01502	Praz.g_01887
OG0000410	Prbc.g_01503	Praz.g_01886
OG0000411	Prbc.g_01504	Praz.g_01885
OG0000412	Prbc.g_01505	Praz.g_01884
OG0000413	Prbc.g_01506	Praz.g_01883
OG0000414	Prbc.g_01507	Praz.g_01882
OG0000415	Prbc.g_01508	Praz.g_01881
OG0000416	Prbc.g_01509	Praz.g_01880
OG0000417	Prbc.g_01510	Praz.g_01879
OG0000418	Prbc.g_01511	Praz.g_01878
OG0000419	Prbc.g_01512	Praz.g_01877
OG0000420	Prbc.g_01513	Praz.g_01876
OG0000421	Prbc.g_01514	Praz.g_01875
OG0000422	Prbc.g_01516	Praz.g_01873
OG0000423	Prbc.g_01517	Praz.g_01872
OG0000424	Prbc.g_01518	Praz.g_01870
OG0000425	Prbc.g_01524	Praz.g_01867
OG0000426	Prbc.g_01525	Praz.g_01866
OG0000427	Prbc.g_01526	Praz.g_01865
OG0000428	Prbc.g_01528	Praz.g_01864
OG0000429	Prbc.g_01529	Praz.g_01863
OG0000430	Prbc.g_01531	Praz.g_01857
OG0000431	Prbc.g_01532	Praz.g_01855
OG0000432	Prbc.g_01533	Praz.g_01854
OG0000433	Prbc.g_01536	Praz.g_01851
OG0000434	Prbc.g_01538	Praz.g_01850
OG0000435	Prbc.g_01539	Praz.g_01849
OG0000436	Prbc.g_01541	Praz.g_01847
OG0000437	Prbc.g_01543	Praz.g_01845
OG0000438	Prbc.g_01544	Praz.g_01844
OG0000439	Prbc.g_01545	Praz.g_01843
OG0000440	Prbc.g_01546	Praz.g_01841
OG0000441	Prbc.g_01547	Praz.g_01840
OG0000442	Prbc.g_01548	Praz.g_01839
OG0000443	Prbc.g_01549	Praz.g_01838
OG0000444	Prbc.g_01550	Praz.g_01837
OG0000445	Prbc.g_01551	Praz.g_01836
OG0000446	Prbc.g_01552	Praz.g_01835
OG0000447	Prbc.g_01553	Praz.g_01834
OG0000448	Prbc.g_01554	Praz.g_01833
OG0000449	Prbc.g_01580	Praz.g_01828
OG0000450	Prbc.g_01581	Praz.g_01827
OG0000451	Prbc.g_01582	Praz.g_01826
OG0000452	Prbc.g_01583	Praz.g_01825
OG0000453	Prbc.g_01585	Praz.g_01823
OG0000454	Prbc.g_01586	Praz.g_01822
OG0000455	Prbc.g_01587	Praz.g_01821
OG0000456	Prbc.g_01588	Praz.g_01820
OG0000457	Prbc.g_01590	Praz.g_01818
OG0000458	Prbc.g_01592	Praz.g_01816
OG0000459	Prbc.g_01593	Praz.g_01815
OG0000460	Prbc.g_01595	Praz.g_01813
OG0000461	Prbc.g_01596	Praz.g_01812
OG0000462	Prbc.g_01597	Praz.g_01811
OG0000463	Prbc.g_01599	Praz.g_01810
OG0000464	Prbc.g_01603	Praz.g_01805
OG0000465	Prbc.g_01604	Praz.g_01803
OG0000466	Prbc.g_01605	Praz.g_01802
OG0000467	Prbc.g_01606	Praz.g_01801
OG0000468	Prbc.g_01607	Praz.g_01800
OG0000469	Prbc.g_01608	Praz.g_01799
OG0000470	Prbc.g_01609	Praz.g_01798
OG0000471	Prbc.g_01610	Praz.g_01797
OG0000472	Prbc.g_01613	Praz.g_01794
OG0000473	Prbc.g_01614	Praz.g_01793
OG0000474	Prbc.g_01615	Praz.g_01792
OG0000475	Prbc.g_01616	Praz.g_01791
OG0000476	Prbc.g_01617	Praz.g_01790
OG0000477	Prbc.g_01619	Praz.g_01788
OG0000478	Prbc.g_01620	Praz.g_01787
OG0000479	Prbc.g_01621	Praz.g_01786
OG0000480	Prbc.g_01623	Praz.g_01784
OG0000481	Prbc.g_01624	Praz.g_01783
OG0000482	Prbc.g_01626	Praz.g_01782
OG0000483	Prbc.g_01627	Praz.g_01781
OG0000484	Prbc.g_01628	Praz.g_01780
OG0000485	Prbc.g_01629	Praz.g_01779
OG0000486	Prbc.g_01630	Praz.g_01778
OG0000487	Prbc.g_01631	Praz.g_01777
OG0000488	Prbc.g_01633	Praz.g_01775
OG0000489	Prbc.g_01634	Praz.g_01774
OG0000490	Prbc.g_01635	Praz.g_01773
OG0000491	Prbc.g_01636	Praz.g_01772
OG0000492	Prbc.g_01637	Praz.g_01771
OG0000493	Prbc.g_01638	Praz.g_01770
OG0000494	Prbc.g_01640	Praz.g_01768
OG0000495	Prbc.g_01641	Praz.g_01767
OG0000496	Prbc.g_01642	Praz.g_01766
OG0000497	Prbc.g_01643	Praz.g_01765
OG0000498	Prbc.g_01644	Praz.g_01764
OG0000499	Prbc.g_01646	Praz.g_01762
OG0000500	Prbc.g_01647	Praz.g_01761
OG0000501	Prbc.g_01649	Praz.g_01759
OG0000502	Prbc.g_01650	Praz.g_01758
OG0000503	Prbc.g_01651	Praz.g_01757
OG0000504	Prbc.g_01652	Praz.g_01756
OG0000505	Prbc.g_01653	Praz.g_01755
OG0000506	Prbc.g_01654	Praz.g_01754
OG0000507	Prbc.g_01655	Praz.g_01753
OG0000508	Prbc.g_01656	Praz.g_01751
OG0000509	Prbc.g_01657	Praz.g_01750
OG0000510	Prbc.g_01658	Praz.g_01749
OG0000511	Prbc.g_01659	Praz.g_01748
OG0000512	Prbc.g_01660	Praz.g_01747
OG0000513	Prbc.g_01661	Praz.g_01746
OG0000514	Prbc.g_01662	Praz.g_01745
OG0000515	Prbc.g_01663	Praz.g_01743
OG0000516	Prbc.g_01664	Praz.g_01742
OG0000517	Prbc.g_01665	Praz.g_01741
OG0000518	Prbc.g_01667	Praz.g_01739
OG0000519	Prbc.g_01668	Praz.g_01738
OG0000520	Prbc.g_01670	Praz.g_01737
OG0000521	Prbc.g_01669	Praz.g_01736
OG0000522	Prbc.g_01671	Praz.g_01735
OG0000523	Prbc.g_01672	Praz.g_01734
OG0000524	Prbc.g_01673	Praz.g_01733
OG0000525	Prbc.g_01675	Praz.g_01731
OG0000526	Prbc.g_01676	Praz.g_01730
OG0000527	Prbc.g_01677	Praz.g_01729
OG0000528	Prbc.g_01678	Praz.g_01728
OG0000529	Prbc.g_01679	Praz.g_01727
OG0000530	Prbc.g_01680	Praz.g_01726
OG0000531	Prbc.g_01682	Praz.g_01725
OG0000532	Prbc.g_01683	Praz.g_01724
OG0000533	Prbc.g_01684	Praz.g_01723
OG0000534	Prbc.g_01685	Praz.g_01722
OG0000535	Prbc.g_01686	Praz.g_01721
OG0000536	Prbc.g_01687	Praz.g_01720
OG0000537	Prbc.g_01688	Praz.g_01719
OG0000538	Prbc.g_01689	Praz.g_01718
OG0000539	Prbc.g_01690	Praz.g_01717
OG0000540	Prbc.g_01691	Praz.g_01716
OG0000541	Prbc.g_01692	Praz.g_01715
OG0000542	Prbc.g_01693	Praz.g_01714
OG0000543	Prbc.g_01694	Praz.g_01713
OG0000544	Prbc.g_01695	Praz.g_01712
OG0000545	Prbc.g_01698	Praz.g_01709
OG0000546	Prbc.g_01699	Praz.g_01708
OG0000547	Prbc.g_01700	Praz.g_01706
