Orthogroup	Prbc	Prba
OG0000080	Prbc.g_00144	Prba.g_00261
OG0000081	Prbc.g_00238	Prba.g_01069
OG0000083	Prbc.g_01073	Prba.g_01796
OG0000084	Prbc.g_01076	Prba.g_01799
OG0000085	Prbc.g_01093	Prba.g_01816
OG0000086	Prbc.g_00132	Prba.g_01833, Prba.g_01044
OG0000087	Prbc.g_01127	Prba.g_01843
OG0000088	Prbc.g_00458	Prba.g_01901
OG0000089	Prbc.g_00449	Prba.g_01909
OG0000090	Prbc.g_00432	Prba.g_01927
OG0000091	Prbc.g_00402	Prba.g_00625
OG0000092	Prbc.g_00401	Prba.g_00626
OG0000093	Prbc.g_00388	Prba.g_00640
OG0000094	Prbc.g_00369	Prba.g_00658
OG0000095	Prbc.g_00365	Prba.g_00663
OG0000096	Prbc.g_01147	Prba.g_00470
OG0000097	Prbc.g_01167	Prba.g_00491
OG0000099	Prbc.g_01186	Prba.g_00510
OG0000100	Prbc.g_01189	Prba.g_00513
OG0000101	Prbc.g_01270	Prba.g_00851
OG0000102	Prbc.g_02183	Prba.g_00877
OG0000103	Prbc.g_01535	Prba.g_00985
OG0000104	Prbc.g_01540	Prba.g_00981
OG0000105	Prbc.g_01579	Prba.g_00962
OG0000106	Prbc.g_01611	Prba.g_00929
OG0000107	Prbc.g_01612	Prba.g_00928
OG0000108	Prbc.g_01622	Prba.g_01772
OG0000109	Prbc.g_01632	Prba.g_01763
OG0000110	Prbc.g_01648	Prba.g_01747
OG0000111	Prbc.g_01728	Prba.g_01666
OG0000112	Prbc.g_01729	Prba.g_01665
OG0000113	Prbc.g_01811	Prba.g_01572
OG0000114	Prbc.g_01856	Prba.g_01501
OG0000115	Prbc.g_02036	Prba.g_01337
OG0000116	Prbc.g_02040	Prba.g_01333
OG0000117	Prbc.g_02110	Prba.g_01267
OG0000118	Prbc.g_00173	Prba.g_01216
OG0000119	Prbc.g_00899	Prba.g_00094
OG0000120	Prbc.g_01439	Prba.g_00057
OG0000121	Prbc.g_01417	Prba.g_00038
OG0000122	Prbc.g_01397	Prba.g_00019
OG0000123	Prbc.g_01387	Prba.g_00006
OG0000124	Prbc.g_02103	Prba.g_01084
OG0000125	Prbc.g_00577	Prba.g_01204
OG0000126	Prbc.g_00657	Prba.g_00196
OG0000127	Prbc.g_00695	Prba.g_00110
OG0000128	Prbc.g_00710	Prba.g_00712
OG0000129	Prbc.g_00744	Prba.g_00351, Prba.g_00676
OG0000130	Prbc.g_00830	Prba.g_00228
OG0000131	Prbc.g_00867	Prba.g_00584
OG0000132	Prbc.g_00869	Prba.g_00581
OG0000133	Prbc.g_00326, Prbc.g_01572	Prba.g_00388
OG0000134	Prbc.g_00290	Prba.g_00424
OG0000135	Prbc.g_01560, Prbc.g_00288	Prba.g_00426
OG0000136	Prbc.g_00226	Prba.g_00752
OG0000137	Prbc.g_00190	Prba.g_00785
OG0000138	Prbc.g_00997	Prba.g_01089, Prba.g_00821
OG0000139	Prbc.g_01047	Prba.g_01776, Prba.g_00848
OG0000140	Prbc.g_01071	Prba.g_01794
OG0000141	Prbc.g_01072	Prba.g_01795
OG0000142	Prbc.g_01074	Prba.g_01797
OG0000143	Prbc.g_01075	Prba.g_01798
OG0000144	Prbc.g_01077	Prba.g_01800
OG0000145	Prbc.g_01078	Prba.g_01801
OG0000146	Prbc.g_01079	Prba.g_01802
OG0000147	Prbc.g_01080	Prba.g_01803
OG0000148	Prbc.g_01082	Prba.g_01805
OG0000149	Prbc.g_01084	Prba.g_01807
OG0000150	Prbc.g_01085	Prba.g_01808
OG0000151	Prbc.g_01086	Prba.g_01809
OG0000152	Prbc.g_01087	Prba.g_01810
OG0000153	Prbc.g_01088	Prba.g_01811
OG0000154	Prbc.g_01089	Prba.g_01812
OG0000155	Prbc.g_01090	Prba.g_01813
OG0000156	Prbc.g_01091	Prba.g_01814
OG0000157	Prbc.g_01092	Prba.g_01815
OG0000158	Prbc.g_01094	Prba.g_01817
OG0000159	Prbc.g_01095	Prba.g_01818
OG0000160	Prbc.g_01096	Prba.g_01819
OG0000161	Prbc.g_01097	Prba.g_01820
OG0000162	Prbc.g_01098	Prba.g_01821
OG0000163	Prbc.g_01099	Prba.g_01822
OG0000164	Prbc.g_01102	Prba.g_01825
OG0000165	Prbc.g_01104	Prba.g_01828
OG0000166	Prbc.g_01105	Prba.g_01829
OG0000167	Prbc.g_01106	Prba.g_01830
OG0000168	Prbc.g_01118	Prba.g_01834
OG0000169	Prbc.g_01120	Prba.g_01836
OG0000170	Prbc.g_01121	Prba.g_01837
OG0000171	Prbc.g_01122	Prba.g_01838
OG0000172	Prbc.g_01123	Prba.g_01839
OG0000173	Prbc.g_01124	Prba.g_01840
OG0000174	Prbc.g_01125	Prba.g_01841
OG0000175	Prbc.g_01126	Prba.g_01842
OG0000176	Prbc.g_01128	Prba.g_01844
OG0000177	Prbc.g_01129	Prba.g_01845
OG0000178	Prbc.g_01130	Prba.g_01846
OG0000179	Prbc.g_00509	Prba.g_01852
OG0000180	Prbc.g_00508	Prba.g_01853
OG0000181	Prbc.g_00507	Prba.g_01854
OG0000182	Prbc.g_00504	Prba.g_01857
OG0000183	Prbc.g_00503	Prba.g_01858
OG0000184	Prbc.g_00500	Prba.g_01861
OG0000185	Prbc.g_00496	Prba.g_01865
OG0000186	Prbc.g_00495	Prba.g_01866
OG0000187	Prbc.g_00494	Prba.g_01867
OG0000188	Prbc.g_00493	Prba.g_01868
OG0000189	Prbc.g_00492	Prba.g_01869
OG0000190	Prbc.g_00491	Prba.g_01870
OG0000191	Prbc.g_00490	Prba.g_01871
OG0000192	Prbc.g_00489	Prba.g_01872
OG0000193	Prbc.g_00488	Prba.g_01873
OG0000194	Prbc.g_00487	Prba.g_01874
OG0000195	Prbc.g_00485	Prba.g_01876
OG0000196	Prbc.g_00484	Prba.g_01877
OG0000197	Prbc.g_00483	Prba.g_01878
OG0000198	Prbc.g_00482	Prba.g_01879
OG0000199	Prbc.g_00479	Prba.g_01882
OG0000200	Prbc.g_00478	Prba.g_01883
OG0000201	Prbc.g_00477	Prba.g_01884
OG0000202	Prbc.g_00476	Prba.g_01885
OG0000203	Prbc.g_00475	Prba.g_01886
OG0000204	Prbc.g_00474	Prba.g_01887
OG0000205	Prbc.g_00472	Prba.g_01888
OG0000206	Prbc.g_00471	Prba.g_01889
OG0000207	Prbc.g_00470	Prba.g_01890
OG0000208	Prbc.g_00469	Prba.g_01891
OG0000209	Prbc.g_00468	Prba.g_01892
OG0000210	Prbc.g_00467	Prba.g_01894
OG0000211	Prbc.g_00466	Prba.g_01895
OG0000212	Prbc.g_00465	Prba.g_01896
OG0000213	Prbc.g_00464	Prba.g_01897
OG0000214	Prbc.g_00460	Prba.g_01899
OG0000215	Prbc.g_00459	Prba.g_01900
OG0000216	Prbc.g_00457	Prba.g_01902
OG0000217	Prbc.g_00455	Prba.g_01903
OG0000218	Prbc.g_00454	Prba.g_01904
OG0000219	Prbc.g_00453	Prba.g_01905
OG0000220	Prbc.g_00451	Prba.g_01908
OG0000221	Prbc.g_00448	Prba.g_01910
OG0000222	Prbc.g_00447	Prba.g_01911
OG0000223	Prbc.g_00446	Prba.g_01912
OG0000224	Prbc.g_00443	Prba.g_01915
OG0000225	Prbc.g_00441	Prba.g_01917
OG0000226	Prbc.g_00439	Prba.g_01918
OG0000227	Prbc.g_00438	Prba.g_01919
OG0000228	Prbc.g_00437	Prba.g_01920
OG0000229	Prbc.g_00436	Prba.g_01921
OG0000230	Prbc.g_00435	Prba.g_01922
OG0000231	Prbc.g_02145	Prba.g_01924
OG0000232	Prbc.g_00434	Prba.g_01925
OG0000233	Prbc.g_00431	Prba.g_01928
OG0000234	Prbc.g_00428	Prba.g_01930
OG0000235	Prbc.g_00426	Prba.g_01933
OG0000236	Prbc.g_00425	Prba.g_01934
OG0000237	Prbc.g_00424	Prba.g_01935
OG0000238	Prbc.g_00423	Prba.g_01936
OG0000239	Prbc.g_00422	Prba.g_01937
OG0000240	Prbc.g_00420	Prba.g_01939
OG0000241	Prbc.g_00419	Prba.g_01940
OG0000242	Prbc.g_00418	Prba.g_01941
OG0000243	Prbc.g_00417	Prba.g_01942
OG0000244	Prbc.g_00416	Prba.g_01943
OG0000245	Prbc.g_00415	Prba.g_01944
OG0000246	Prbc.g_00413	Prba.g_01946
OG0000247	Prbc.g_00412	Prba.g_01947
OG0000248	Prbc.g_00411	Prba.g_01948
OG0000249	Prbc.g_00410	Prba.g_01949
OG0000250	Prbc.g_00409	Prba.g_01950
OG0000251	Prbc.g_00408	Prba.g_01951
OG0000252	Prbc.g_00407	Prba.g_01952
OG0000253	Prbc.g_00406	Prba.g_01953
OG0000254	Prbc.g_00404	Prba.g_00623
OG0000255	Prbc.g_00403	Prba.g_00624
OG0000256	Prbc.g_00400	Prba.g_00627
OG0000257	Prbc.g_00399	Prba.g_00629
OG0000258	Prbc.g_00398	Prba.g_00630
OG0000259	Prbc.g_00397	Prba.g_00631
OG0000260	Prbc.g_00396	Prba.g_00632
OG0000261	Prbc.g_00395	Prba.g_00633
OG0000262	Prbc.g_00394	Prba.g_00634
OG0000263	Prbc.g_00393	Prba.g_00635
OG0000264	Prbc.g_00391	Prba.g_00637
OG0000265	Prbc.g_00390	Prba.g_00638
OG0000266	Prbc.g_00389	Prba.g_00639
OG0000267	Prbc.g_00387	Prba.g_00641
OG0000268	Prbc.g_00385	Prba.g_00642
OG0000269	Prbc.g_00384	Prba.g_00643
OG0000270	Prbc.g_00383	Prba.g_00644
OG0000271	Prbc.g_00382	Prba.g_00645
OG0000272	Prbc.g_00381	Prba.g_00646
OG0000273	Prbc.g_00380	Prba.g_00647
OG0000274	Prbc.g_00379	Prba.g_00648
OG0000275	Prbc.g_00378	Prba.g_00649
OG0000276	Prbc.g_00377	Prba.g_00650
OG0000277	Prbc.g_00376	Prba.g_00651
OG0000278	Prbc.g_00375	Prba.g_00652
OG0000279	Prbc.g_00374	Prba.g_00653
OG0000280	Prbc.g_00373	Prba.g_00654
OG0000281	Prbc.g_00371	Prba.g_00656
OG0000282	Prbc.g_00370	Prba.g_00657
OG0000283	Prbc.g_00368	Prba.g_00660
OG0000284	Prbc.g_00367	Prba.g_00661
OG0000285	Prbc.g_00366	Prba.g_00662
OG0000286	Prbc.g_00364	Prba.g_00664
OG0000287	Prbc.g_00363	Prba.g_00665
OG0000288	Prbc.g_00362	Prba.g_00666
OG0000289	Prbc.g_00361	Prba.g_00667
OG0000290	Prbc.g_00360	Prba.g_00668
OG0000291	Prbc.g_00358	Prba.g_00669
OG0000292	Prbc.g_00357	Prba.g_00670
OG0000293	Prbc.g_00356	Prba.g_00671
OG0000294	Prbc.g_00355	Prba.g_00672
OG0000295	Prbc.g_00354	Prba.g_00673
OG0000296	Prbc.g_00353	Prba.g_00674
OG0000297	Prbc.g_00352	Prba.g_00675
OG0000298	Prbc.g_00351	Prba.g_00439
OG0000299	Prbc.g_00350	Prba.g_00440
OG0000300	Prbc.g_00349	Prba.g_00441
OG0000301	Prbc.g_00348	Prba.g_00442
OG0000302	Prbc.g_00347	Prba.g_00443
OG0000303	Prbc.g_00346	Prba.g_00444
OG0000304	Prbc.g_00345	Prba.g_00445
OG0000305	Prbc.g_00344	Prba.g_00446
OG0000306	Prbc.g_00343	Prba.g_00447
OG0000307	Prbc.g_00342	Prba.g_00448
OG0000308	Prbc.g_00341	Prba.g_00449
OG0000309	Prbc.g_00340	Prba.g_00450
OG0000310	Prbc.g_00339	Prba.g_00451
OG0000311	Prbc.g_00337	Prba.g_00452
OG0000312	Prbc.g_00335	Prba.g_00454
OG0000313	Prbc.g_00334	Prba.g_00455
OG0000314	Prbc.g_00330	Prba.g_00458
OG0000315	Prbc.g_00329	Prba.g_00459
OG0000316	Prbc.g_01140	Prba.g_00461
OG0000317	Prbc.g_01142	Prba.g_00463
OG0000318	Prbc.g_01143	Prba.g_00464
OG0000319	Prbc.g_01144	Prba.g_00465
OG0000320	Prbc.g_01145	Prba.g_00466
OG0000321	Prbc.g_01146	Prba.g_00469
OG0000322	Prbc.g_01149	Prba.g_00472
OG0000323	Prbc.g_01150	Prba.g_00473
OG0000324	Prbc.g_01153	Prba.g_00476
OG0000325	Prbc.g_01154	Prba.g_00477
OG0000326	Prbc.g_01155	Prba.g_00478
OG0000327	Prbc.g_01156	Prba.g_00480
OG0000328	Prbc.g_01157	Prba.g_00481
OG0000329	Prbc.g_01158	Prba.g_00482
OG0000330	Prbc.g_01159	Prba.g_00483
OG0000331	Prbc.g_01160	Prba.g_00484
OG0000332	Prbc.g_01161	Prba.g_00485
OG0000333	Prbc.g_01162	Prba.g_00486
OG0000334	Prbc.g_01163	Prba.g_00487
OG0000335	Prbc.g_01164	Prba.g_00488
OG0000336	Prbc.g_01166	Prba.g_00489
OG0000337	Prbc.g_01168	Prba.g_00492
OG0000338	Prbc.g_01169	Prba.g_00493
OG0000339	Prbc.g_01170	Prba.g_00494
OG0000340	Prbc.g_01171	Prba.g_00495
OG0000341	Prbc.g_01175	Prba.g_00499
OG0000342	Prbc.g_01176	Prba.g_00500
OG0000343	Prbc.g_01178	Prba.g_00502
OG0000344	Prbc.g_01179	Prba.g_00503
OG0000345	Prbc.g_01180	Prba.g_00504
OG0000346	Prbc.g_01181	Prba.g_00505
OG0000347	Prbc.g_01182	Prba.g_00506
OG0000348	Prbc.g_01183	Prba.g_00507
OG0000349	Prbc.g_01184	Prba.g_00508
OG0000350	Prbc.g_01185	Prba.g_00509
OG0000351	Prbc.g_01187	Prba.g_00511
OG0000352	Prbc.g_01190	Prba.g_00514
OG0000353	Prbc.g_01191	Prba.g_00515
OG0000354	Prbc.g_01192	Prba.g_00516
OG0000355	Prbc.g_01193	Prba.g_00517
OG0000356	Prbc.g_01194	Prba.g_00518
OG0000357	Prbc.g_01195	Prba.g_00519
OG0000358	Prbc.g_01196	Prba.g_00520
OG0000359	Prbc.g_01197	Prba.g_00521
OG0000360	Prbc.g_01200	Prba.g_00524
OG0000361	Prbc.g_01201	Prba.g_00525
OG0000362	Prbc.g_01202	Prba.g_00526
OG0000363	Prbc.g_01203	Prba.g_00527
OG0000364	Prbc.g_01204	Prba.g_00528
OG0000365	Prbc.g_01205	Prba.g_00529
OG0000366	Prbc.g_01206	Prba.g_00530
OG0000367	Prbc.g_01207	Prba.g_00531
OG0000368	Prbc.g_01208	Prba.g_00532
OG0000369	Prbc.g_01209	Prba.g_00533
OG0000370	Prbc.g_01210	Prba.g_00534
OG0000371	Prbc.g_01211	Prba.g_00535
OG0000372	Prbc.g_01213	Prba.g_00537
OG0000373	Prbc.g_01215	Prba.g_00539
OG0000374	Prbc.g_01216	Prba.g_00540
OG0000375	Prbc.g_01217	Prba.g_00541
OG0000376	Prbc.g_01219	Prba.g_00543
OG0000377	Prbc.g_01225	Prba.g_00544
OG0000378	Prbc.g_01813	Prba.g_00545
OG0000379	Prbc.g_01246	Prba.g_00550
OG0000380	Prbc.g_01248	Prba.g_00551
OG0000381	Prbc.g_01249	Prba.g_00552
OG0000382	Prbc.g_01250	Prba.g_00554
OG0000383	Prbc.g_01253	Prba.g_00557
OG0000384	Prbc.g_01254	Prba.g_00558
OG0000385	Prbc.g_01256	Prba.g_00561
OG0000386	Prbc.g_01257	Prba.g_00562
OG0000387	Prbc.g_01258	Prba.g_00218
OG0000388	Prbc.g_01259	Prba.g_00219
OG0000389	Prbc.g_01260	Prba.g_00220
OG0000390	Prbc.g_01261	Prba.g_00221
OG0000391	Prbc.g_01262	Prba.g_00222
OG0000392	Prbc.g_01263	Prba.g_00223
OG0000393	Prbc.g_01267	Prba.g_00849
OG0000394	Prbc.g_01268	Prba.g_00850
OG0000395	Prbc.g_01271	Prba.g_00852
OG0000396	Prbc.g_01912	Prba.g_00853
OG0000397	Prbc.g_02137	Prba.g_00865
OG0000398	Prbc.g_02168	Prba.g_00873
OG0000399	Prbc.g_01317	Prba.g_00874
OG0000400	Prbc.g_00934	Prba.g_00880
OG0000401	Prbc.g_01492	Prba.g_01030
OG0000402	Prbc.g_01493	Prba.g_01029
OG0000403	Prbc.g_01494	Prba.g_01028
OG0000404	Prbc.g_01496	Prba.g_01026
OG0000405	Prbc.g_01497	Prba.g_01025
OG0000406	Prbc.g_01499	Prba.g_01023
OG0000407	Prbc.g_01500	Prba.g_01022
OG0000408	Prbc.g_01501	Prba.g_01021
OG0000409	Prbc.g_01502	Prba.g_01020
OG0000410	Prbc.g_01503	Prba.g_01019
OG0000411	Prbc.g_01504	Prba.g_01018
OG0000412	Prbc.g_01505	Prba.g_01017
OG0000413	Prbc.g_01506	Prba.g_01016
OG0000414	Prbc.g_01507	Prba.g_01015
OG0000415	Prbc.g_01508	Prba.g_01014
OG0000416	Prbc.g_01509	Prba.g_01013
OG0000417	Prbc.g_01510	Prba.g_01012
OG0000418	Prbc.g_01511	Prba.g_01011
OG0000419	Prbc.g_01512	Prba.g_01010
OG0000420	Prbc.g_01513	Prba.g_01009
OG0000421	Prbc.g_01514	Prba.g_01008
OG0000422	Prbc.g_01516	Prba.g_01006
OG0000423	Prbc.g_01517	Prba.g_01005
OG0000424	Prbc.g_01518	Prba.g_01003
OG0000425	Prbc.g_01524	Prba.g_01000
OG0000426	Prbc.g_01525	Prba.g_00999
OG0000427	Prbc.g_01526	Prba.g_00998
OG0000428	Prbc.g_01528	Prba.g_00997
OG0000429	Prbc.g_01529	Prba.g_00996
OG0000430	Prbc.g_01531	Prba.g_00990
OG0000431	Prbc.g_01532	Prba.g_00988
OG0000432	Prbc.g_01533	Prba.g_00987
OG0000433	Prbc.g_01536	Prba.g_00984
OG0000434	Prbc.g_01538	Prba.g_00983
OG0000435	Prbc.g_01539	Prba.g_00982
OG0000436	Prbc.g_01541	Prba.g_00980
OG0000437	Prbc.g_01543	Prba.g_00978
OG0000438	Prbc.g_01544	Prba.g_00977
OG0000439	Prbc.g_01545	Prba.g_00976
OG0000440	Prbc.g_01546	Prba.g_00974
OG0000441	Prbc.g_01547	Prba.g_00973
OG0000442	Prbc.g_01548	Prba.g_00972
OG0000443	Prbc.g_01549	Prba.g_00971
OG0000444	Prbc.g_01550	Prba.g_00970
OG0000445	Prbc.g_01551	Prba.g_00969
OG0000446	Prbc.g_01552	Prba.g_00968
OG0000447	Prbc.g_01553	Prba.g_00967
OG0000448	Prbc.g_01554	Prba.g_00966
OG0000449	Prbc.g_01580	Prba.g_00961
OG0000450	Prbc.g_01581	Prba.g_00960
OG0000451	Prbc.g_01582	Prba.g_00959
OG0000452	Prbc.g_01583	Prba.g_00958
OG0000453	Prbc.g_01585	Prba.g_00956
OG0000454	Prbc.g_01586	Prba.g_00955
OG0000455	Prbc.g_01587	Prba.g_00954
OG0000456	Prbc.g_01588	Prba.g_00953
OG0000457	Prbc.g_01590	Prba.g_00951
OG0000458	Prbc.g_01592	Prba.g_00949
OG0000459	Prbc.g_01593	Prba.g_00948
OG0000460	Prbc.g_01595	Prba.g_00946
OG0000461	Prbc.g_01596	Prba.g_00945
OG0000462	Prbc.g_01597	Prba.g_00944
OG0000463	Prbc.g_01599	Prba.g_00943
OG0000464	Prbc.g_01603	Prba.g_00938
OG0000465	Prbc.g_01604	Prba.g_00936
OG0000466	Prbc.g_01605	Prba.g_00935
OG0000467	Prbc.g_01606	Prba.g_00934
OG0000468	Prbc.g_01607	Prba.g_00933
OG0000469	Prbc.g_01608	Prba.g_00932
OG0000470	Prbc.g_01609	Prba.g_00931
OG0000471	Prbc.g_01610	Prba.g_00930
OG0000472	Prbc.g_01613	Prba.g_00927
OG0000473	Prbc.g_01614	Prba.g_00926
OG0000474	Prbc.g_01615	Prba.g_00925
OG0000475	Prbc.g_01616	Prba.g_00924
OG0000476	Prbc.g_01617	Prba.g_00923
OG0000477	Prbc.g_01619	Prba.g_01775
OG0000478	Prbc.g_01620	Prba.g_01774
OG0000479	Prbc.g_01621	Prba.g_01773
OG0000480	Prbc.g_01623	Prba.g_01771
OG0000481	Prbc.g_01624	Prba.g_01770
OG0000482	Prbc.g_01626	Prba.g_01769
OG0000483	Prbc.g_01627	Prba.g_01768
OG0000484	Prbc.g_01628	Prba.g_01767
OG0000485	Prbc.g_01629	Prba.g_01766
OG0000486	Prbc.g_01630	Prba.g_01765
OG0000487	Prbc.g_01631	Prba.g_01764
OG0000488	Prbc.g_01633	Prba.g_01762
OG0000489	Prbc.g_01634	Prba.g_01761
OG0000490	Prbc.g_01635	Prba.g_01760
OG0000491	Prbc.g_01636	Prba.g_01759
OG0000492	Prbc.g_01637	Prba.g_01758
OG0000493	Prbc.g_01638	Prba.g_01757
OG0000494	Prbc.g_01640	Prba.g_01755
OG0000495	Prbc.g_01641	Prba.g_01754
OG0000496	Prbc.g_01642	Prba.g_01753
OG0000497	Prbc.g_01643	Prba.g_01752
OG0000498	Prbc.g_01644	Prba.g_01751
OG0000499	Prbc.g_01646	Prba.g_01749
OG0000500	Prbc.g_01647	Prba.g_01748
OG0000501	Prbc.g_01649	Prba.g_01746
OG0000502	Prbc.g_01650	Prba.g_01745
OG0000503	Prbc.g_01651	Prba.g_01744
OG0000504	Prbc.g_01652	Prba.g_01743
OG0000505	Prbc.g_01653	Prba.g_01742
OG0000506	Prbc.g_01654	Prba.g_01741
OG0000507	Prbc.g_01655	Prba.g_01740
OG0000508	Prbc.g_01656	Prba.g_01738
OG0000509	Prbc.g_01657	Prba.g_01737
OG0000510	Prbc.g_01658	Prba.g_01736
OG0000511	Prbc.g_01659	Prba.g_01735
OG0000512	Prbc.g_01660	Prba.g_01734
OG0000513	Prbc.g_01661	Prba.g_01733
OG0000514	Prbc.g_01662	Prba.g_01732
OG0000515	Prbc.g_01663	Prba.g_01730
OG0000516	Prbc.g_01664	Prba.g_01729
OG0000517	Prbc.g_01665	Prba.g_01728
OG0000518	Prbc.g_01667	Prba.g_01726
OG0000519	Prbc.g_01668	Prba.g_01725
OG0000520	Prbc.g_01670	Prba.g_01724
OG0000521	Prbc.g_01669	Prba.g_01723
OG0000522	Prbc.g_01671	Prba.g_01722
OG0000523	Prbc.g_01672	Prba.g_01721
OG0000524	Prbc.g_01673	Prba.g_01720
OG0000525	Prbc.g_01675	Prba.g_01718
OG0000526	Prbc.g_01676	Prba.g_01717
OG0000527	Prbc.g_01677	Prba.g_01716
OG0000528	Prbc.g_01678	Prba.g_01715
OG0000529	Prbc.g_01679	Prba.g_01714
OG0000530	Prbc.g_01680	Prba.g_01713
OG0000531	Prbc.g_01682	Prba.g_01712
OG0000532	Prbc.g_01683	Prba.g_01711
OG0000533	Prbc.g_01684	Prba.g_01710
OG0000534	Prbc.g_01685	Prba.g_01709
OG0000535	Prbc.g_01686	Prba.g_01708
OG0000536	Prbc.g_01687	Prba.g_01707
OG0000537	Prbc.g_01688	Prba.g_01706
OG0000538	Prbc.g_01689	Prba.g_01705
OG0000539	Prbc.g_01690	Prba.g_01704
OG0000540	Prbc.g_01691	Prba.g_01703
OG0000541	Prbc.g_01692	Prba.g_01702
OG0000542	Prbc.g_01693	Prba.g_01701
OG0000543	Prbc.g_01694	Prba.g_01700
OG0000544	Prbc.g_01695	Prba.g_01699
OG0000545	Prbc.g_01698	Prba.g_01696
OG0000546	Prbc.g_01699	Prba.g_01695
