Orthogroup	Prbc	Prbl
OG0000104	Prbc.g_01540	Prbl.g_00511
OG0000105	Prbc.g_01579	Prbl.g_00533
OG0000106	Prbc.g_01611	Prbl.g_00768
OG0000107	Prbc.g_01612	Prbl.g_00766
OG0000108	Prbc.g_01622	Prbl.g_02647
OG0000109	Prbc.g_01632	Prbl.g_01886
OG0000110	Prbc.g_01648	Prbl.g_01905
OG0000111	Prbc.g_01728	Prbl.g_01043
OG0000112	Prbc.g_01729	Prbl.g_01042
OG0000113	Prbc.g_01811	Prbl.g_02432
OG0000114	Prbc.g_01856	Prbl.g_02337
OG0000115	Prbc.g_02036	Prbl.g_02478
OG0000116	Prbc.g_02040	Prbl.g_02486
OG0000117	Prbc.g_02110	Prbl.g_00930
OG0000118	Prbc.g_00173	Prbl.g_02128
OG0000119	Prbc.g_00899	Prbl.g_02202
OG0000120	Prbc.g_01439	Prbl.g_02091
OG0000121	Prbc.g_01417	Prbl.g_01119
OG0000122	Prbc.g_01397	Prbl.g_02583
OG0000123	Prbc.g_01387	Prbl.g_01102
OG0000124	Prbc.g_02103	Prbl.g_00937
OG0000125	Prbc.g_00577	Prbl.g_01736
OG0000126	Prbc.g_00657	Prbl.g_00502
OG0000127	Prbc.g_00695	Prbl.g_00258
OG0000128	Prbc.g_00710	Prbl.g_00241
OG0000129	Prbc.g_00744	Prbl.g_00709
OG0000130	Prbc.g_00830	Prbl.g_00399
OG0000131	Prbc.g_00867	Prbl.g_00350
OG0000132	Prbc.g_00869	Prbl.g_00347
OG0000133	Prbc.g_00326, Prbc.g_01572	Prbl.g_00957
OG0000134	Prbc.g_00290	Prbl.g_00994
OG0000135	Prbc.g_01560, Prbc.g_00288	Prbl.g_00996
OG0000136	Prbc.g_00226	Prbl.g_00841
OG0000137	Prbc.g_00190	Prbl.g_02053
OG0000138	Prbc.g_00997	Prbl.g_02231
OG0000139	Prbc.g_01047	Prbl.g_02147
OG0000140	Prbc.g_01071	Prbl.g_02120
OG0000141	Prbc.g_01072	Prbl.g_02119
OG0000142	Prbc.g_01074	Prbl.g_02117
OG0000143	Prbc.g_01075	Prbl.g_02116
OG0000144	Prbc.g_01077	Prbl.g_02114
OG0000145	Prbc.g_01078	Prbl.g_02112
OG0000146	Prbc.g_01079	Prbl.g_02111
OG0000147	Prbc.g_01080	Prbl.g_02110
OG0000148	Prbc.g_01082	Prbl.g_02108
OG0000149	Prbc.g_01084	Prbl.g_01955
OG0000150	Prbc.g_01085	Prbl.g_01956
OG0000151	Prbc.g_01086	Prbl.g_01961
OG0000152	Prbc.g_01087	Prbl.g_01962
OG0000153	Prbc.g_01088	Prbl.g_01963
OG0000154	Prbc.g_01089	Prbl.g_01964
OG0000155	Prbc.g_01090	Prbl.g_01965
OG0000156	Prbc.g_01091	Prbl.g_01966
OG0000157	Prbc.g_01092	Prbl.g_01967
OG0000158	Prbc.g_01094	Prbl.g_01969
OG0000159	Prbc.g_01095	Prbl.g_01970
OG0000160	Prbc.g_01096	Prbl.g_01971
OG0000161	Prbc.g_01097	Prbl.g_01972
OG0000162	Prbc.g_01098	Prbl.g_01973
OG0000163	Prbc.g_01099	Prbl.g_01975
OG0000164	Prbc.g_01102	Prbl.g_01980
OG0000165	Prbc.g_01104	Prbl.g_01985
OG0000166	Prbc.g_01105	Prbl.g_01986
OG0000167	Prbc.g_01106	Prbl.g_01987
OG0000168	Prbc.g_01118	Prbl.g_01988
OG0000169	Prbc.g_01120	Prbl.g_01990
OG0000170	Prbc.g_01121	Prbl.g_02241
OG0000171	Prbc.g_01122	Prbl.g_02243
OG0000172	Prbc.g_01123	Prbl.g_02244
OG0000173	Prbc.g_01124	Prbl.g_02251
OG0000174	Prbc.g_01125	Prbl.g_02258
OG0000175	Prbc.g_01126	Prbl.g_02266
OG0000176	Prbc.g_01128	Prbl.g_02274
OG0000177	Prbc.g_01129	Prbl.g_02275
OG0000178	Prbc.g_01130	Prbl.g_02276
OG0000179	Prbc.g_00509	Prbl.g_00614
OG0000180	Prbc.g_00508	Prbl.g_00613
OG0000181	Prbc.g_00507	Prbl.g_00612
OG0000182	Prbc.g_00504	Prbl.g_00608
OG0000183	Prbc.g_00503	Prbl.g_00607
OG0000184	Prbc.g_00500	Prbl.g_00603
OG0000185	Prbc.g_00496	Prbl.g_00597
OG0000186	Prbc.g_00495	Prbl.g_00596
OG0000187	Prbc.g_00494	Prbl.g_01075
OG0000188	Prbc.g_00493	Prbl.g_00595
OG0000189	Prbc.g_00492	Prbl.g_00592
OG0000190	Prbc.g_00491	Prbl.g_00591
OG0000191	Prbc.g_00490	Prbl.g_00590
OG0000192	Prbc.g_00489	Prbl.g_00589
OG0000193	Prbc.g_00488	Prbl.g_00588
OG0000194	Prbc.g_00487	Prbl.g_00587
OG0000195	Prbc.g_00485	Prbl.g_00583
OG0000196	Prbc.g_00484	Prbl.g_00582
OG0000197	Prbc.g_00483	Prbl.g_00576
OG0000198	Prbc.g_00482	Prbl.g_00572
OG0000199	Prbc.g_00479	Prbl.g_00567
OG0000200	Prbc.g_00478	Prbl.g_00566
OG0000201	Prbc.g_00477	Prbl.g_00565
OG0000202	Prbc.g_00476	Prbl.g_00563
OG0000203	Prbc.g_00475	Prbl.g_00562
OG0000204	Prbc.g_00474	Prbl.g_00561
OG0000205	Prbc.g_00472	Prbl.g_00559
OG0000206	Prbc.g_00471	Prbl.g_00558
OG0000207	Prbc.g_00470	Prbl.g_00557
OG0000208	Prbc.g_00469	Prbl.g_00556
OG0000209	Prbc.g_00468	Prbl.g_00555
OG0000210	Prbc.g_00467	Prbl.g_00553
OG0000211	Prbc.g_00466	Prbl.g_00552
OG0000212	Prbc.g_00465	Prbl.g_00551
OG0000213	Prbc.g_00464	Prbl.g_00548
OG0000214	Prbc.g_00460	Prbl.g_00542
OG0000215	Prbc.g_00459	Prbl.g_01332
OG0000216	Prbc.g_00457	Prbl.g_01330
OG0000217	Prbc.g_00455	Prbl.g_01328
OG0000218	Prbc.g_00454	Prbl.g_01326
OG0000219	Prbc.g_00453	Prbl.g_01325
OG0000220	Prbc.g_00451	Prbl.g_01320
OG0000221	Prbc.g_00448	Prbl.g_01315
OG0000222	Prbc.g_00447	Prbl.g_01314
OG0000223	Prbc.g_00446	Prbl.g_01313
OG0000224	Prbc.g_00443	Prbl.g_00827
OG0000225	Prbc.g_00441	Prbl.g_00825
OG0000226	Prbc.g_00439	Prbl.g_00822
OG0000227	Prbc.g_00438	Prbl.g_00820
OG0000228	Prbc.g_00437	Prbl.g_00819
OG0000229	Prbc.g_00436	Prbl.g_00818
OG0000230	Prbc.g_00435	Prbl.g_00817
OG0000231	Prbc.g_02145	Prbl.g_00815
OG0000232	Prbc.g_00434	Prbl.g_00814
OG0000233	Prbc.g_00431	Prbl.g_00809
OG0000234	Prbc.g_00428	Prbl.g_00305
OG0000235	Prbc.g_00426	Prbl.g_00303
OG0000236	Prbc.g_00425	Prbl.g_00302
OG0000237	Prbc.g_00424	Prbl.g_00301
OG0000238	Prbc.g_00423	Prbl.g_00300
OG0000239	Prbc.g_00422	Prbl.g_00299
OG0000240	Prbc.g_00420	Prbl.g_00297
OG0000241	Prbc.g_00419	Prbl.g_00296
OG0000242	Prbc.g_00418	Prbl.g_00295
OG0000243	Prbc.g_00417	Prbl.g_00294
OG0000244	Prbc.g_00416	Prbl.g_00293
OG0000245	Prbc.g_00415	Prbl.g_00291
OG0000246	Prbc.g_00413	Prbl.g_00289
OG0000247	Prbc.g_00412	Prbl.g_00288
OG0000248	Prbc.g_00411	Prbl.g_00287
OG0000249	Prbc.g_00410	Prbl.g_00286
OG0000250	Prbc.g_00409	Prbl.g_00285
OG0000251	Prbc.g_00408	Prbl.g_00284
OG0000252	Prbc.g_00407	Prbl.g_00283
OG0000253	Prbc.g_00406	Prbl.g_00282
OG0000254	Prbc.g_00404	Prbl.g_00280
OG0000255	Prbc.g_00403	Prbl.g_00279
OG0000256	Prbc.g_00400	Prbl.g_00276
OG0000257	Prbc.g_00399	Prbl.g_00275
OG0000258	Prbc.g_00398	Prbl.g_00274
OG0000259	Prbc.g_00397	Prbl.g_00273
OG0000260	Prbc.g_00396	Prbl.g_00272
OG0000261	Prbc.g_00395	Prbl.g_00271
OG0000262	Prbc.g_00394	Prbl.g_00270
OG0000263	Prbc.g_00393	Prbl.g_00269
OG0000264	Prbc.g_00391	Prbl.g_02377
OG0000265	Prbc.g_00390	Prbl.g_00066
OG0000266	Prbc.g_00389	Prbl.g_00068
OG0000267	Prbc.g_00387	Prbl.g_00072
OG0000268	Prbc.g_00385	Prbl.g_00074
OG0000269	Prbc.g_00384	Prbl.g_00077
OG0000270	Prbc.g_00383	Prbl.g_00079
OG0000271	Prbc.g_00382	Prbl.g_00082
OG0000272	Prbc.g_00381	Prbl.g_00083
OG0000273	Prbc.g_00380	Prbl.g_00086
OG0000274	Prbc.g_00379	Prbl.g_00088
OG0000275	Prbc.g_00378	Prbl.g_00089
OG0000276	Prbc.g_00377	Prbl.g_00090
OG0000277	Prbc.g_00376	Prbl.g_00091
OG0000278	Prbc.g_00375	Prbl.g_00092
OG0000279	Prbc.g_00374	Prbl.g_00093
OG0000280	Prbc.g_00373	Prbl.g_00094
OG0000281	Prbc.g_00371	Prbl.g_00096
OG0000282	Prbc.g_00370	Prbl.g_00097
OG0000283	Prbc.g_00368	Prbl.g_00104
OG0000284	Prbc.g_00367	Prbl.g_00105
OG0000285	Prbc.g_00366	Prbl.g_01283
OG0000286	Prbc.g_00364	Prbl.g_01281
OG0000287	Prbc.g_00363	Prbl.g_00130
OG0000288	Prbc.g_00362	Prbl.g_00129
OG0000289	Prbc.g_00361	Prbl.g_00127
OG0000290	Prbc.g_00360	Prbl.g_00126
OG0000291	Prbc.g_00358	Prbl.g_00124
OG0000292	Prbc.g_00357	Prbl.g_01244
OG0000293	Prbc.g_00356	Prbl.g_01245
OG0000294	Prbc.g_00355	Prbl.g_01246
OG0000295	Prbc.g_00354	Prbl.g_01252
OG0000296	Prbc.g_00353	Prbl.g_01253
OG0000297	Prbc.g_00352	Prbl.g_01256
OG0000298	Prbc.g_00351	Prbl.g_01257
OG0000299	Prbc.g_00350	Prbl.g_01258
OG0000300	Prbc.g_00349	Prbl.g_01259
OG0000301	Prbc.g_00348	Prbl.g_01260
OG0000302	Prbc.g_00347	Prbl.g_01261
OG0000303	Prbc.g_00346	Prbl.g_01262
OG0000304	Prbc.g_00345	Prbl.g_01264
OG0000305	Prbc.g_00344	Prbl.g_01265
OG0000306	Prbc.g_00343	Prbl.g_01266
OG0000307	Prbc.g_00342	Prbl.g_01918
OG0000308	Prbc.g_00341	Prbl.g_01769
OG0000309	Prbc.g_00340	Prbl.g_01770
OG0000310	Prbc.g_00339	Prbl.g_01771
OG0000311	Prbc.g_00337	Prbl.g_01922
OG0000312	Prbc.g_00335	Prbl.g_01923
OG0000313	Prbc.g_00334	Prbl.g_00199
OG0000314	Prbc.g_00330	Prbl.g_00193
OG0000315	Prbc.g_00329	Prbl.g_00192
OG0000316	Prbc.g_01140	Prbl.g_02679
OG0000317	Prbc.g_01142	Prbl.g_02666
OG0000318	Prbc.g_01143	Prbl.g_01516
OG0000319	Prbc.g_01144	Prbl.g_01515
OG0000320	Prbc.g_01145	Prbl.g_01513
OG0000321	Prbc.g_01146	Prbl.g_01508
OG0000322	Prbc.g_01149	Prbl.g_01499
OG0000323	Prbc.g_01150	Prbl.g_01498
OG0000324	Prbc.g_01153	Prbl.g_01496
OG0000325	Prbc.g_01154	Prbl.g_01494
OG0000326	Prbc.g_01155	Prbl.g_01492
OG0000327	Prbc.g_01156	Prbl.g_01486
OG0000328	Prbc.g_01157	Prbl.g_01919
OG0000329	Prbc.g_01158	Prbl.g_01473
OG0000330	Prbc.g_01159	Prbl.g_01472
OG0000331	Prbc.g_01160	Prbl.g_01470
OG0000332	Prbc.g_01161	Prbl.g_01469
OG0000333	Prbc.g_01162	Prbl.g_01468
OG0000334	Prbc.g_01163	Prbl.g_01467
OG0000335	Prbc.g_01164	Prbl.g_01466
OG0000336	Prbc.g_01166	Prbl.g_01464
OG0000337	Prbc.g_01168	Prbl.g_01459
OG0000338	Prbc.g_01169	Prbl.g_01458
OG0000339	Prbc.g_01170	Prbl.g_01457
OG0000340	Prbc.g_01171	Prbl.g_01455
OG0000341	Prbc.g_01175	Prbl.g_01450
OG0000342	Prbc.g_01176	Prbl.g_01449
OG0000343	Prbc.g_01178	Prbl.g_01447
OG0000344	Prbc.g_01179	Prbl.g_01445
OG0000345	Prbc.g_01180	Prbl.g_01444
OG0000346	Prbc.g_01181	Prbl.g_01443
OG0000347	Prbc.g_01182	Prbl.g_01442
OG0000348	Prbc.g_01183	Prbl.g_01441
OG0000349	Prbc.g_01184	Prbl.g_01440
OG0000350	Prbc.g_01185	Prbl.g_01439
OG0000351	Prbc.g_01187	Prbl.g_01435
OG0000352	Prbc.g_01190	Prbl.g_01431
OG0000353	Prbc.g_01191	Prbl.g_01428
OG0000354	Prbc.g_01192	Prbl.g_01427
OG0000355	Prbc.g_01193	Prbl.g_01426
OG0000356	Prbc.g_01194	Prbl.g_01421
OG0000357	Prbc.g_01195	Prbl.g_01420
OG0000358	Prbc.g_01196	Prbl.g_01419
OG0000359	Prbc.g_01197	Prbl.g_01417
OG0000360	Prbc.g_01200	Prbl.g_01414
OG0000361	Prbc.g_01201	Prbl.g_01413
OG0000362	Prbc.g_01202	Prbl.g_00911
OG0000363	Prbc.g_01203	Prbl.g_00909
OG0000364	Prbc.g_01204	Prbl.g_00908
OG0000365	Prbc.g_01205	Prbl.g_00907
OG0000366	Prbc.g_01206	Prbl.g_00906
OG0000367	Prbc.g_01207	Prbl.g_00905
OG0000368	Prbc.g_01208	Prbl.g_00904
OG0000369	Prbc.g_01209	Prbl.g_00903
OG0000370	Prbc.g_01210	Prbl.g_00902
OG0000371	Prbc.g_01211	Prbl.g_00901
OG0000372	Prbc.g_01213	Prbl.g_00898
OG0000373	Prbc.g_01215	Prbl.g_00888
OG0000374	Prbc.g_01216	Prbl.g_00886
OG0000375	Prbc.g_01217	Prbl.g_00877
OG0000376	Prbc.g_01219	Prbl.g_01183
OG0000377	Prbc.g_01225	Prbl.g_01190
OG0000378	Prbc.g_01813	Prbl.g_01191
OG0000379	Prbc.g_01246	Prbl.g_01201
OG0000380	Prbc.g_01248	Prbl.g_01203
OG0000381	Prbc.g_01249	Prbl.g_01204
OG0000382	Prbc.g_01250	Prbl.g_01206
OG0000383	Prbc.g_01253	Prbl.g_01210
OG0000384	Prbc.g_01254	Prbl.g_01211
OG0000385	Prbc.g_01256	Prbl.g_01217
OG0000386	Prbc.g_01257	Prbl.g_01218
OG0000387	Prbc.g_01258	Prbl.g_01219
OG0000388	Prbc.g_01259	Prbl.g_01220
OG0000389	Prbc.g_01260	Prbl.g_01221
OG0000390	Prbc.g_01261	Prbl.g_01222
OG0000391	Prbc.g_01262	Prbl.g_01223
OG0000392	Prbc.g_01263	Prbl.g_01224
OG0000393	Prbc.g_01267	Prbl.g_02673
OG0000394	Prbc.g_01268	Prbl.g_02674
OG0000395	Prbc.g_01271	Prbl.g_02678
OG0000396	Prbc.g_01912	Prbl.g_01564
OG0000397	Prbc.g_02137	Prbl.g_00609
OG0000398	Prbc.g_02168	Prbl.g_00410
OG0000399	Prbc.g_01317	Prbl.g_01693
OG0000400	Prbc.g_00934	Prbl.g_02681
OG0000401	Prbc.g_01492	Prbl.g_00676
OG0000402	Prbc.g_01493	Prbl.g_00675
OG0000403	Prbc.g_01494	Prbl.g_00663
OG0000404	Prbc.g_01496	Prbl.g_00653
OG0000405	Prbc.g_01497	Prbl.g_00652
OG0000406	Prbc.g_01499	Prbl.g_00650
OG0000407	Prbc.g_01500	Prbl.g_00649
OG0000408	Prbc.g_01501	Prbl.g_00648
OG0000409	Prbc.g_01502	Prbl.g_00647
OG0000410	Prbc.g_01503	Prbl.g_00645
OG0000411	Prbc.g_01504	Prbl.g_00644
OG0000412	Prbc.g_01505	Prbl.g_00643
OG0000413	Prbc.g_01506	Prbl.g_00642
OG0000414	Prbc.g_01507	Prbl.g_00641
OG0000415	Prbc.g_01508	Prbl.g_00640
OG0000416	Prbc.g_01509	Prbl.g_00639
OG0000417	Prbc.g_01510	Prbl.g_00635
OG0000418	Prbc.g_01511	Prbl.g_00634
OG0000419	Prbc.g_01512	Prbl.g_00633
OG0000420	Prbc.g_01513	Prbl.g_00632
OG0000421	Prbc.g_01514	Prbl.g_00625
OG0000422	Prbc.g_01516	Prbl.g_00623
OG0000423	Prbc.g_01517	Prbl.g_00622
OG0000424	Prbc.g_01518	Prbl.g_00619
OG0000425	Prbc.g_01524	Prbl.g_01364
OG0000426	Prbc.g_01525	Prbl.g_01363
OG0000427	Prbc.g_01526	Prbl.g_01360
OG0000428	Prbc.g_01528	Prbl.g_01348
OG0000429	Prbc.g_01529	Prbl.g_01346
OG0000430	Prbc.g_01531	Prbl.g_01344
OG0000431	Prbc.g_01532	Prbl.g_01342
OG0000432	Prbc.g_01533	Prbl.g_01341
OG0000433	Prbc.g_01536	Prbl.g_00503
OG0000434	Prbc.g_01538	Prbl.g_00506
OG0000435	Prbc.g_01539	Prbl.g_00510
OG0000436	Prbc.g_01541	Prbl.g_00512
OG0000437	Prbc.g_01543	Prbl.g_00514
OG0000438	Prbc.g_01544	Prbl.g_00515
OG0000439	Prbc.g_01545	Prbl.g_00516
OG0000440	Prbc.g_01546	Prbl.g_00519
OG0000441	Prbc.g_01547	Prbl.g_00521
OG0000442	Prbc.g_01548	Prbl.g_00522
OG0000443	Prbc.g_01549	Prbl.g_00523
OG0000444	Prbc.g_01550	Prbl.g_00524
OG0000445	Prbc.g_01551	Prbl.g_00525
OG0000446	Prbc.g_01552	Prbl.g_00526
OG0000447	Prbc.g_01553	Prbl.g_00527
OG0000448	Prbc.g_01554	Prbl.g_00528
OG0000449	Prbc.g_01580	Prbl.g_00536
OG0000450	Prbc.g_01581	Prbl.g_00806
OG0000451	Prbc.g_01582	Prbl.g_00805
OG0000452	Prbc.g_01583	Prbl.g_00804
OG0000453	Prbc.g_01585	Prbl.g_00801
OG0000454	Prbc.g_01586	Prbl.g_00800
OG0000455	Prbc.g_01587	Prbl.g_00799
OG0000456	Prbc.g_01588	Prbl.g_00798
OG0000457	Prbc.g_01590	Prbl.g_00797
OG0000458	Prbc.g_01592	Prbl.g_00795
OG0000459	Prbc.g_01593	Prbl.g_00794
OG0000460	Prbc.g_01595	Prbl.g_00792
OG0000461	Prbc.g_01596	Prbl.g_00791
OG0000462	Prbc.g_01597	Prbl.g_00790
OG0000463	Prbc.g_01599	Prbl.g_00785
OG0000464	Prbc.g_01603	Prbl.g_00780
OG0000465	Prbc.g_01604	Prbl.g_00779
OG0000466	Prbc.g_01605	Prbl.g_00778
OG0000467	Prbc.g_01606	Prbl.g_00776
OG0000468	Prbc.g_01607	Prbl.g_00775
OG0000469	Prbc.g_01608	Prbl.g_00770
OG0000470	Prbc.g_01609	Prbl.g_01526
OG0000471	Prbc.g_01610	Prbl.g_00032
OG0000472	Prbc.g_01613	Prbl.g_00765
OG0000473	Prbc.g_01614	Prbl.g_00763
OG0000474	Prbc.g_01615	Prbl.g_00761
OG0000475	Prbc.g_01616	Prbl.g_00760
OG0000476	Prbc.g_01617	Prbl.g_00754
OG0000477	Prbc.g_01619	Prbl.g_00751
OG0000478	Prbc.g_01620	Prbl.g_00749
OG0000479	Prbc.g_01621	Prbl.g_00747
OG0000480	Prbc.g_01623	Prbl.g_02645
OG0000481	Prbc.g_01624	Prbl.g_01878
OG0000482	Prbc.g_01626	Prbl.g_01879
OG0000483	Prbc.g_01627	Prbl.g_01881
OG0000484	Prbc.g_01628	Prbl.g_01882
OG0000485	Prbc.g_01629	Prbl.g_01883
OG0000486	Prbc.g_01630	Prbl.g_01884
OG0000487	Prbc.g_01631	Prbl.g_01885
OG0000488	Prbc.g_01633	Prbl.g_01887
OG0000489	Prbc.g_01634	Prbl.g_01888
OG0000490	Prbc.g_01635	Prbl.g_01889
OG0000491	Prbc.g_01636	Prbl.g_01890
OG0000492	Prbc.g_01637	Prbl.g_01891
OG0000493	Prbc.g_01638	Prbl.g_01892
OG0000494	Prbc.g_01640	Prbl.g_01894
OG0000495	Prbc.g_01641	Prbl.g_01895
OG0000496	Prbc.g_01642	Prbl.g_01897
OG0000497	Prbc.g_01643	Prbl.g_01899
OG0000498	Prbc.g_01644	Prbl.g_01900
OG0000499	Prbc.g_01646	Prbl.g_01902
OG0000500	Prbc.g_01647	Prbl.g_01903
OG0000501	Prbc.g_01649	Prbl.g_01801
OG0000502	Prbc.g_01650	Prbl.g_01800
OG0000503	Prbc.g_01651	Prbl.g_01799
OG0000504	Prbc.g_01652	Prbl.g_01797
OG0000505	Prbc.g_01653	Prbl.g_01796
OG0000506	Prbc.g_01654	Prbl.g_01795
OG0000507	Prbc.g_01655	Prbl.g_01794
OG0000508	Prbc.g_01656	Prbl.g_01790
OG0000509	Prbc.g_01657	Prbl.g_01789
OG0000510	Prbc.g_01658	Prbl.g_01788
OG0000511	Prbc.g_01659	Prbl.g_01787
OG0000512	Prbc.g_01660	Prbl.g_01786
OG0000513	Prbc.g_01661	Prbl.g_01785
OG0000514	Prbc.g_01662	Prbl.g_01784
OG0000515	Prbc.g_01663	Prbl.g_01781
OG0000516	Prbc.g_01664	Prbl.g_01780
OG0000517	Prbc.g_01665	Prbl.g_01779
OG0000518	Prbc.g_01667	Prbl.g_01775
OG0000519	Prbc.g_01668	Prbl.g_01774
OG0000520	Prbc.g_01670	Prbl.g_01773
OG0000521	Prbc.g_01669	Prbl.g_01772
OG0000522	Prbc.g_01671	Prbl.g_01766
OG0000523	Prbc.g_01672	Prbl.g_01765
OG0000524	Prbc.g_01673	Prbl.g_01764
OG0000525	Prbc.g_01675	Prbl.g_01762
OG0000526	Prbc.g_01676	Prbl.g_01761
OG0000527	Prbc.g_01677	Prbl.g_01760
OG0000528	Prbc.g_01678	Prbl.g_01759
OG0000529	Prbc.g_01679	Prbl.g_01758
OG0000530	Prbc.g_01680	Prbl.g_01757
OG0000531	Prbc.g_01682	Prbl.g_01754
OG0000532	Prbc.g_01683	Prbl.g_01752
OG0000533	Prbc.g_01684	Prbl.g_01751
OG0000534	Prbc.g_01685	Prbl.g_01750
OG0000535	Prbc.g_01686	Prbl.g_01749
OG0000536	Prbc.g_01687	Prbl.g_01748
OG0000537	Prbc.g_01688	Prbl.g_01747
OG0000538	Prbc.g_01689	Prbl.g_01746
OG0000539	Prbc.g_01690	Prbl.g_01744
OG0000540	Prbc.g_01691	Prbl.g_01742
OG0000541	Prbc.g_01692	Prbl.g_01610
OG0000542	Prbc.g_01693	Prbl.g_01611
OG0000543	Prbc.g_01694	Prbl.g_01612
OG0000544	Prbc.g_01695	Prbl.g_01613
