Orthogroup	Praw	Syan
OG0000086	Praw.g_01346	Syan.g_02946, Syan.g_02515, Syan.g_00114
OG0000087	Praw.g_01296	Syan.g_02268
OG0000088	Praw.g_01269	Syan.g_03031
OG0000089	Praw.g_00776	Syan.g_02316
OG0000090	Praw.g_00615	Syan.g_01166
OG0000091	Praw.g_01880	Syan.g_00235, Syan.g_00808
OG0000093	Praw.g_01571	Syan.g_00708
OG0000094	Praw.g_01486	Syan.g_00353, Syan.g_00065
OG0000095	Praw.g_01467	Syan.g_00290
OG0000097	Praw.g_00275	Syan.g_00160, Syan.g_00733
OG0000098	Praw.g_00997	Syan.g_00043
OG0000099	Praw.g_01051	Syan.g_01968
OG0000100	Praw.g_00411	Syan.g_00658
OG0000101	Praw.g_00096	Syan.g_02199
OG0000102	Praw.g_00034	Syan.g_01891
OG0000103	Praw.g_01148	Syan.g_01692
OG0000104	Praw.g_01140	Syan.g_01792
OG0000105	Praw.g_00860	Syan.g_02031
OG0000106	Praw.g_00762	Syan.g_00076
OG0000107	Praw.g_00748	Syan.g_02106
OG0000108	Praw.g_00667	Syan.g_02764
OG0000109	Praw.g_00654	Syan.g_02748
OG0000110	Praw.g_01922	Syan.g_00171, Syan.g_00882
OG0000111	Praw.g_01823	Syan.g_00187
OG0000112	Praw.g_01732	Syan.g_00556, Syan.g_00252
OG0000113	Praw.g_01675	Syan.g_00664
OG0000114	Praw.g_01597	Syan.g_00741
OG0000115	Praw.g_00178	Syan.g_02810
OG0000116	Praw.g_00224	Syan.g_02710, Syan.g_00460
OG0000117	Praw.g_00926	Syan.g_02644
OG0000118	Praw.g_00993	Syan.g_01241, Syan.g_01237
OG0000119	Praw.g_01012	Syan.g_02672
OG0000120	Praw.g_01050	Syan.g_01966
OG0000121	Praw.g_01078	Syan.g_01273
OG0000123	Praw.g_00089	Syan.g_02190
OG0000124	Praw.g_00023	Syan.g_01873
OG0000125	Praw.g_01180	Syan.g_01573
OG0000126	Praw.g_01141	Syan.g_01705
OG0000128	Praw.g_01125	Syan.g_01768
OG0000129	Praw.g_01384	Syan.g_01563
OG0000130	Praw.g_01365	Syan.g_02906, Syan.g_02907
OG0000131	Praw.g_01290	Syan.g_03008
OG0000132	Praw.g_01271	Syan.g_03029
OG0000133	Praw.g_00812	Syan.g_00561
OG0000134	Praw.g_00775	Syan.g_02319
OG0000135	Praw.g_00751	Syan.g_01616
OG0000136	Praw.g_00706	Syan.g_01342
OG0000137	Praw.g_00672	Syan.g_02846
OG0000138	Praw.g_00653	Syan.g_02747
OG0000139	Praw.g_00611	Syan.g_01160
OG0000140	Praw.g_00610	Syan.g_00042
OG0000141	Praw.g_00143	Syan.g_01032
OG0000142	Praw.g_01887	Syan.g_00816
OG0000143	Praw.g_01883	Syan.g_00812
OG0000144	Praw.g_01870	Syan.g_00782
OG0000145	Praw.g_01745	Syan.g_02740
OG0000146	Praw.g_01731	Syan.g_00555, Syan.g_00253
OG0000147	Praw.g_01730	Syan.g_00254, Syan.g_00554
OG0000148	Praw.g_01681	Syan.g_00670
OG0000149	Praw.g_01652	Syan.g_00393
OG0000150	Praw.g_01644	Syan.g_01031
OG0000151	Praw.g_01587	Syan.g_00731
OG0000152	Praw.g_01539	Syan.g_00565
OG0000153	Praw.g_01520	Syan.g_00601
OG0000154	Praw.g_01493	Syan.g_00363
OG0000155	Praw.g_00254	Syan.g_02654
OG0000156	Praw.g_00968	Syan.g_02717
OG0000157	Praw.g_00969	Syan.g_02718
OG0000158	Praw.g_01052	Syan.g_01078, Syan.g_01926
OG0000159	Praw.g_01054	Syan.g_01120
OG0000160	Praw.g_01079, Praw.g_01080	Syan.g_01274
OG0000161	Praw.g_00344	Syan.g_01268
OG0000162	Praw.g_00350	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Praw.g_00384	Syan.g_02405
OG0000164	Praw.g_00539	Syan.g_01440
OG0000165	Praw.g_00546	Syan.g_01448
OG0000166	Praw.g_00132	Syan.g_02239
OG0000167	Praw.g_00066	Syan.g_01941
OG0000168	Praw.g_00056	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Praw.g_00046	Syan.g_01912
OG0000170	Praw.g_00044	Syan.g_01901
OG0000171	Praw.g_00024	Syan.g_01875
OG0000172	Praw.g_00016	Syan.g_01810
OG0000173	Praw.g_00001	Syan.g_01720
OG0000174	Praw.g_01166	Syan.g_01619
OG0000175	Praw.g_01156	Syan.g_01678, Syan.g_00258
OG0000176	Praw.g_01132	Syan.g_01801
OG0000177	Praw.g_01131	Syan.g_01775
OG0000178	Praw.g_01130	Syan.g_01774
OG0000179	Praw.g_01412	Syan.g_01759
OG0000180	Praw.g_01411	Syan.g_01758
OG0000181	Praw.g_01410	Syan.g_01757
OG0000182	Praw.g_01409	Syan.g_01756
OG0000183	Praw.g_01405	Syan.g_01752
OG0000184	Praw.g_01382	Syan.g_01549
OG0000185	Praw.g_01379	Syan.g_01540
OG0000186	Praw.g_01370	Syan.g_02902
OG0000187	Praw.g_01369	Syan.g_02904
OG0000188	Praw.g_01352	Syan.g_02926
OG0000189	Praw.g_01339	Syan.g_02966
OG0000190	Praw.g_01338	Syan.g_00971
OG0000191	Praw.g_01318	Syan.g_02300
OG0000192	Praw.g_01314	Syan.g_02294
OG0000193	Praw.g_01289	Syan.g_03009
OG0000194	Praw.g_01286	Syan.g_03012
OG0000195	Praw.g_01284	Syan.g_03014
OG0000196	Praw.g_01274	Syan.g_03026
OG0000197	Praw.g_01273	Syan.g_03027
OG0000198	Praw.g_01272	Syan.g_03028
OG0000199	Praw.g_01265	Syan.g_03037
OG0000200	Praw.g_01251	Syan.g_03055
OG0000201	Praw.g_01243	Syan.g_03074
OG0000202	Praw.g_01242	Syan.g_03075
OG0000203	Praw.g_01241	Syan.g_03076
OG0000204	Praw.g_01240	Syan.g_03077
OG0000205	Praw.g_01233	Syan.g_03087
OG0000206	Praw.g_01228	Syan.g_03095
OG0000207	Praw.g_01226	Syan.g_03100
OG0000208	Praw.g_01225	Syan.g_03101
OG0000209	Praw.g_01216	Syan.g_01521
OG0000210	Praw.g_01215	Syan.g_01522
OG0000211	Praw.g_01202	Syan.g_02416
OG0000212	Praw.g_01195	Syan.g_01508, Syan.g_02438
OG0000213	Praw.g_00876	Syan.g_02059
OG0000214	Praw.g_00867	Syan.g_02040
OG0000215	Praw.g_00842	Syan.g_02010
OG0000216	Praw.g_00840	Syan.g_02006
OG0000217	Praw.g_00837	Syan.g_02001
OG0000218	Praw.g_00835	Syan.g_01999
OG0000219	Praw.g_00834	Syan.g_01998
OG0000220	Praw.g_00833	Syan.g_01997
OG0000221	Praw.g_00832	Syan.g_01994
OG0000222	Praw.g_00824	Syan.g_01981
OG0000223	Praw.g_00811	Syan.g_00228
OG0000224	Praw.g_00809	Syan.g_01959
OG0000225	Praw.g_00786	Syan.g_02997
OG0000226	Praw.g_00782	Syan.g_02990
OG0000227	Praw.g_00780	Syan.g_02988
OG0000228	Praw.g_00777	Syan.g_02315
OG0000229	Praw.g_00711	Syan.g_02396
OG0000230	Praw.g_00709	Syan.g_02398
OG0000231	Praw.g_00698	Syan.g_01333
OG0000232	Praw.g_00689	Syan.g_02801
OG0000233	Praw.g_00684	Syan.g_02876
OG0000234	Praw.g_00671	Syan.g_02844
OG0000235	Praw.g_00668	Syan.g_02765
OG0000236	Praw.g_00655	Syan.g_02749
OG0000237	Praw.g_00642	Syan.g_02731
OG0000238	Praw.g_00636	Syan.g_02726
OG0000239	Praw.g_00623	Syan.g_01187
OG0000240	Praw.g_00622	Syan.g_01186
OG0000241	Praw.g_00618	Syan.g_00822
OG0000242	Praw.g_00616	Syan.g_01168
OG0000243	Praw.g_00605	Syan.g_00840
OG0000244	Praw.g_00602	Syan.g_00848
OG0000245	Praw.g_00600	Syan.g_00850
OG0000246	Praw.g_00596	Syan.g_00854
OG0000247	Praw.g_00586	Syan.g_00866
OG0000248	Praw.g_00584	Syan.g_00869
OG0000249	Praw.g_00582	Syan.g_00871
OG0000250	Praw.g_00577	Syan.g_00878
OG0000251	Praw.g_01937	Syan.g_00961
OG0000252	Praw.g_01940	Syan.g_00966
OG0000253	Praw.g_01941	Syan.g_01000
OG0000254	Praw.g_00147	Syan.g_01026
OG0000255	Praw.g_00153	Syan.g_00978
OG0000256	Praw.g_00163	Syan.g_00001, Syan.g_01135
OG0000257	Praw.g_00166	Syan.g_00827
OG0000258	Praw.g_01879	Syan.g_00803
OG0000259	Praw.g_01862	Syan.g_00772
OG0000260	Praw.g_01859	Syan.g_00769
OG0000261	Praw.g_01857	Syan.g_00765
OG0000262	Praw.g_01853	Syan.g_00760
OG0000263	Praw.g_01841	Syan.g_02618
OG0000264	Praw.g_01831	Syan.g_00540
OG0000266	Praw.g_01799	Syan.g_00330
OG0000267	Praw.g_01788	Syan.g_00470
OG0000268	Praw.g_01787	Syan.g_00471
OG0000269	Praw.g_01702	Syan.g_00695
OG0000270	Praw.g_01699	Syan.g_00692
OG0000271	Praw.g_01691	Syan.g_00684
OG0000272	Praw.g_01690	Syan.g_00683
OG0000273	Praw.g_01668	Syan.g_00654
OG0000274	Praw.g_01667	Syan.g_00653
OG0000275	Praw.g_01665	Syan.g_00373
OG0000276	Praw.g_01660	Syan.g_00380
OG0000277	Praw.g_01659	Syan.g_00381
OG0000278	Praw.g_01656	Syan.g_00384
OG0000279	Praw.g_01649	Syan.g_00398
OG0000280	Praw.g_01648	Syan.g_00518
OG0000282	Praw.g_01595	Syan.g_00739
OG0000283	Praw.g_01562	Syan.g_00491
OG0000284	Praw.g_01557	Syan.g_00497
OG0000285	Praw.g_01552	Syan.g_00533
OG0000286	Praw.g_01540	Syan.g_00564
OG0000287	Praw.g_01523	Syan.g_00593
OG0000288	Praw.g_01494	Syan.g_00364
OG0000289	Praw.g_01483	Syan.g_00350
OG0000290	Praw.g_01470	Syan.g_00293
OG0000291	Praw.g_01468	Syan.g_00291
OG0000292	Praw.g_01418	Syan.g_01703
OG0000293	Praw.g_00225	Syan.g_02709
OG0000294	Praw.g_00226	Syan.g_02708
OG0000295	Praw.g_00246	Syan.g_02662
OG0000296	Praw.g_00248	Syan.g_02660
OG0000297	Praw.g_00256	Syan.g_02646
OG0000298	Praw.g_00257	Syan.g_02645
OG0000299	Praw.g_00274	Syan.g_02601
OG0000300	Praw.g_00277	Syan.g_02593, Syan.g_02594
OG0000301	Praw.g_00278	Syan.g_02592
OG0000302	Praw.g_00280	Syan.g_02591
OG0000303	Praw.g_00287	Syan.g_02582
OG0000304	Praw.g_00291	Syan.g_02556
OG0000305	Praw.g_01008	Syan.g_00195
OG0000306	Praw.g_01011	Syan.g_00087
OG0000307	Praw.g_01025	Syan.g_02782
OG0000308	Praw.g_01026	Syan.g_02784
OG0000309	Praw.g_01030	Syan.g_02883
OG0000310	Praw.g_01098	Syan.g_01304
OG0000311	Praw.g_01096	Syan.g_01299
OG0000312	Praw.g_01093	Syan.g_01290
OG0000313	Praw.g_01076	Syan.g_01271
OG0000314	Praw.g_00363	Syan.g_02823
OG0000315	Praw.g_00374	Syan.g_02833
OG0000316	Praw.g_00394	Syan.g_01354
OG0000317	Praw.g_00513	Syan.g_01396
OG0000318	Praw.g_00516	Syan.g_01401
OG0000319	Praw.g_00529	Syan.g_01425
OG0000320	Praw.g_00531	Syan.g_01427
OG0000321	Praw.g_00532	Syan.g_01428
OG0000322	Praw.g_00533	Syan.g_01429
OG0000323	Praw.g_00542	Syan.g_01442
OG0000324	Praw.g_00569	Syan.g_01472
OG0000325	Praw.g_01916	Syan.g_02107
OG0000326	Praw.g_01910	Syan.g_02114
OG0000327	Praw.g_00137	Syan.g_02244
OG0000328	Praw.g_00136	Syan.g_02243
OG0000329	Praw.g_00119	Syan.g_02225
OG0000330	Praw.g_00118	Syan.g_02224
OG0000331	Praw.g_00117	Syan.g_02223
OG0000332	Praw.g_00103	Syan.g_02208
OG0000333	Praw.g_00101	Syan.g_02205
OG0000334	Praw.g_00093	Syan.g_00247, Syan.g_02194
OG0000335	Praw.g_00088	Syan.g_02189
OG0000336	Praw.g_00084	Syan.g_02185
OG0000337	Praw.g_00068	Syan.g_01949
OG0000338	Praw.g_00067	Syan.g_01943
OG0000339	Praw.g_00063	Syan.g_01935, Syan.g_00264
OG0000340	Praw.g_00055	Syan.g_01923
OG0000341	Praw.g_00053	Syan.g_01921
OG0000342	Praw.g_00052	Syan.g_01920
OG0000343	Praw.g_00051	Syan.g_01918
OG0000344	Praw.g_00048	Syan.g_01914
OG0000345	Praw.g_00043	Syan.g_01900
OG0000346	Praw.g_00038	Syan.g_01895
OG0000347	Praw.g_00022	Syan.g_01867
OG0000348	Praw.g_00013	Syan.g_01803
OG0000349	Praw.g_01189	Syan.g_01727
OG0000350	Praw.g_01170	Syan.g_02121
OG0000351	Praw.g_01153	Syan.g_01682
OG0000352	Praw.g_01152	Syan.g_01683
OG0000353	Praw.g_01137	Syan.g_01795
OG0000354	Praw.g_00910	Syan.g_01761
OG0000355	Praw.g_01135	Syan.g_01797
OG0000356	Praw.g_01134	Syan.g_01798
OG0000357	Praw.g_01133	Syan.g_01800
OG0000358	Praw.g_01129	Syan.g_01773
OG0000359	Praw.g_01128	Syan.g_01771
OG0000360	Praw.g_01127	Syan.g_01770
OG0000361	Praw.g_01126	Syan.g_01769
OG0000362	Praw.g_01124	Syan.g_01767
OG0000363	Praw.g_01414	Syan.g_01765
OG0000364	Praw.g_01413	Syan.g_01398
OG0000365	Praw.g_01408	Syan.g_01755
OG0000366	Praw.g_01407	Syan.g_01754
OG0000367	Praw.g_01406	Syan.g_01753
OG0000368	Praw.g_01404	Syan.g_01751
OG0000369	Praw.g_01403	Syan.g_01750
OG0000370	Praw.g_01402	Syan.g_01749
OG0000371	Praw.g_01396	Syan.g_01740
OG0000372	Praw.g_01393	Syan.g_01734
OG0000373	Praw.g_01392	Syan.g_01733
OG0000374	Praw.g_01391	Syan.g_01732
OG0000375	Praw.g_01388	Syan.g_01731
OG0000376	Praw.g_01386	Syan.g_01729
OG0000377	Praw.g_01383	Syan.g_01555
OG0000378	Praw.g_01381	Syan.g_01543
OG0000379	Praw.g_01378	Syan.g_01539
OG0000380	Praw.g_01368	Syan.g_02905
OG0000381	Praw.g_01364	Syan.g_02908
OG0000382	Praw.g_01353	Syan.g_02925
OG0000383	Praw.g_01351	Syan.g_02936
OG0000384	Praw.g_01350	Syan.g_02937
OG0000385	Praw.g_01349	Syan.g_02938
OG0000386	Praw.g_01348	Syan.g_02939
OG0000387	Praw.g_01336	Syan.g_00967
OG0000388	Praw.g_01333	Syan.g_02970
OG0000389	Praw.g_01329	Syan.g_02973
OG0000390	Praw.g_01322	Syan.g_02306
OG0000391	Praw.g_01319	Syan.g_02301
OG0000392	Praw.g_01315	Syan.g_02295
OG0000393	Praw.g_01313	Syan.g_02292
OG0000394	Praw.g_01312	Syan.g_02291
OG0000395	Praw.g_01311	Syan.g_02290
OG0000396	Praw.g_01308	Syan.g_02287
OG0000397	Praw.g_01306	Syan.g_02285
OG0000398	Praw.g_01304	Syan.g_02279
OG0000399	Praw.g_01303	Syan.g_02278
OG0000400	Praw.g_01302	Syan.g_02277
OG0000401	Praw.g_01301	Syan.g_02274
OG0000402	Praw.g_01299	Syan.g_02272
OG0000403	Praw.g_01298	Syan.g_02271
OG0000404	Praw.g_01297	Syan.g_02269
OG0000405	Praw.g_01293	Syan.g_03005
OG0000406	Praw.g_01288	Syan.g_03010
OG0000407	Praw.g_01287	Syan.g_03011
OG0000408	Praw.g_01285	Syan.g_03013
OG0000409	Praw.g_01283	Syan.g_03015
OG0000410	Praw.g_01282	Syan.g_03016
OG0000411	Praw.g_01281	Syan.g_03017
OG0000412	Praw.g_01280	Syan.g_03018
OG0000413	Praw.g_01279	Syan.g_03020
OG0000414	Praw.g_01278	Syan.g_03021
OG0000415	Praw.g_01277	Syan.g_03022
OG0000416	Praw.g_01276	Syan.g_03023
OG0000417	Praw.g_01275	Syan.g_03025
OG0000418	Praw.g_01270	Syan.g_03030
OG0000419	Praw.g_01268	Syan.g_03033
OG0000420	Praw.g_01267	Syan.g_03035
OG0000421	Praw.g_01262	Syan.g_03040
OG0000422	Praw.g_01261	Syan.g_03041
OG0000423	Praw.g_01260	Syan.g_03042
OG0000424	Praw.g_01259	Syan.g_03043
OG0000425	Praw.g_01258	Syan.g_03044
OG0000426	Praw.g_01257	Syan.g_03045
OG0000427	Praw.g_01256	Syan.g_03046
OG0000428	Praw.g_01254	Syan.g_03049
OG0000429	Praw.g_01253	Syan.g_03051
OG0000430	Praw.g_01252	Syan.g_03053
OG0000431	Praw.g_01250	Syan.g_03058
OG0000432	Praw.g_01247	Syan.g_03065
OG0000433	Praw.g_01246	Syan.g_03068
OG0000434	Praw.g_01245	Syan.g_03069
OG0000435	Praw.g_01244	Syan.g_03071
OG0000436	Praw.g_01239	Syan.g_03079
OG0000437	Praw.g_01238	Syan.g_03080
OG0000438	Praw.g_01237	Syan.g_03083
OG0000439	Praw.g_01235	Syan.g_03085
OG0000440	Praw.g_01234	Syan.g_03086
OG0000441	Praw.g_01231	Syan.g_03089
OG0000442	Praw.g_01230	Syan.g_03090
OG0000443	Praw.g_01229	Syan.g_03094
OG0000444	Praw.g_01224	Syan.g_03102
OG0000445	Praw.g_01223	Syan.g_03103
OG0000446	Praw.g_01222	Syan.g_03105
OG0000447	Praw.g_01221	Syan.g_03111
OG0000448	Praw.g_01220	Syan.g_03112
OG0000449	Praw.g_01219	Syan.g_03113
OG0000450	Praw.g_01218	Syan.g_01518
OG0000451	Praw.g_01217	Syan.g_01519
OG0000452	Praw.g_01214	Syan.g_01523
OG0000453	Praw.g_01213	Syan.g_01524
OG0000454	Praw.g_01212	Syan.g_01525
OG0000455	Praw.g_01211	Syan.g_01526
OG0000456	Praw.g_01210	Syan.g_01527
OG0000457	Praw.g_01209	Syan.g_01529
OG0000458	Praw.g_01208	Syan.g_01530
OG0000459	Praw.g_01207	Syan.g_01531
OG0000460	Praw.g_01200	Syan.g_02423
OG0000461	Praw.g_00891	Syan.g_02099
OG0000462	Praw.g_00889	Syan.g_02096
OG0000463	Praw.g_00888	Syan.g_02095
OG0000464	Praw.g_00887	Syan.g_02094
OG0000465	Praw.g_00886	Syan.g_02092
OG0000466	Praw.g_00883	Syan.g_02087
OG0000467	Praw.g_00882	Syan.g_02086
OG0000468	Praw.g_00880	Syan.g_02063
OG0000469	Praw.g_00872	Syan.g_02046
OG0000470	Praw.g_00870	Syan.g_02044
OG0000471	Praw.g_00869	Syan.g_02043
OG0000472	Praw.g_00868	Syan.g_02041
OG0000473	Praw.g_00866	Syan.g_02039
OG0000474	Praw.g_00865	Syan.g_02038
OG0000475	Praw.g_00864	Syan.g_02037
OG0000476	Praw.g_00863	Syan.g_02035
OG0000477	Praw.g_00859	Syan.g_02029
OG0000478	Praw.g_00858	Syan.g_02028
OG0000479	Praw.g_00857	Syan.g_02027
OG0000480	Praw.g_00852	Syan.g_02020
OG0000481	Praw.g_00850	Syan.g_00975
OG0000482	Praw.g_00849	Syan.g_02018
OG0000483	Praw.g_00846	Syan.g_02014
OG0000484	Praw.g_00845	Syan.g_02013
OG0000485	Praw.g_00844	Syan.g_02012
OG0000486	Praw.g_00843	Syan.g_02011
OG0000487	Praw.g_00839	Syan.g_02005
OG0000488	Praw.g_00836	Syan.g_02000
OG0000489	Praw.g_00831	Syan.g_01993
OG0000490	Praw.g_00826	Syan.g_01985
OG0000491	Praw.g_00825	Syan.g_01983
OG0000492	Praw.g_00823	Syan.g_01980
OG0000493	Praw.g_00822	Syan.g_01979
OG0000494	Praw.g_00821	Syan.g_01978
OG0000495	Praw.g_00820	Syan.g_01977
OG0000496	Praw.g_00819	Syan.g_01976
OG0000497	Praw.g_00818	Syan.g_01975
OG0000498	Praw.g_00817	Syan.g_01974
OG0000499	Praw.g_00816	Syan.g_01973
OG0000500	Praw.g_00815	Syan.g_01972
OG0000501	Praw.g_00813	Syan.g_01969
OG0000502	Praw.g_00810	Syan.g_01961
OG0000503	Praw.g_00796	Syan.g_02144
OG0000504	Praw.g_00795	Syan.g_02142
OG0000505	Praw.g_00794	Syan.g_02141
OG0000506	Praw.g_00792	Syan.g_02139
OG0000507	Praw.g_00790	Syan.g_02133
OG0000508	Praw.g_00787	Syan.g_02998
OG0000509	Praw.g_00785	Syan.g_02993
OG0000510	Praw.g_00784	Syan.g_02992
OG0000511	Praw.g_00783	Syan.g_02991
OG0000512	Praw.g_00781	Syan.g_02989
OG0000513	Praw.g_00774	Syan.g_02320
OG0000514	Praw.g_00716	Syan.g_02326
OG0000515	Praw.g_00715	Syan.g_02327
OG0000516	Praw.g_00714	Syan.g_02389
OG0000517	Praw.g_00712	Syan.g_02395
OG0000518	Praw.g_00701	Syan.g_01336
OG0000519	Praw.g_00700	Syan.g_01335
OG0000520	Praw.g_00699	Syan.g_01334
OG0000521	Praw.g_00694	Syan.g_02805
OG0000522	Praw.g_00692	Syan.g_02803
OG0000523	Praw.g_00691	Syan.g_02802
OG0000524	Praw.g_00686	Syan.g_02878
OG0000525	Praw.g_00683	Syan.g_02853
OG0000526	Praw.g_00682	Syan.g_02852
OG0000527	Praw.g_00674	Syan.g_02848
OG0000528	Praw.g_00669	Syan.g_02767
OG0000529	Praw.g_00666	Syan.g_02763
OG0000530	Praw.g_00664	Syan.g_02760
OG0000531	Praw.g_00663	Syan.g_02759
OG0000532	Praw.g_00661	Syan.g_02756
OG0000533	Praw.g_00660	Syan.g_02754
OG0000534	Praw.g_00659	Syan.g_02753
OG0000535	Praw.g_00658	Syan.g_02752
OG0000536	Praw.g_00657	Syan.g_02751
OG0000537	Praw.g_00656	Syan.g_02750
OG0000538	Praw.g_00648	Syan.g_02738
OG0000539	Praw.g_00647	Syan.g_02737
OG0000540	Praw.g_00646	Syan.g_02736
OG0000541	Praw.g_00645	Syan.g_02735
OG0000542	Praw.g_00643	Syan.g_02732
OG0000543	Praw.g_00641	Syan.g_02730
OG0000544	Praw.g_00640	Syan.g_02729
OG0000545	Praw.g_00638	Syan.g_02727
OG0000546	Praw.g_00635	Syan.g_02725
OG0000547	Praw.g_00633	Syan.g_02723
OG0000548	Praw.g_00632	Syan.g_02722
OG0000549	Praw.g_00630	Syan.g_01194
OG0000550	Praw.g_00625	Syan.g_01189
OG0000551	Praw.g_00621	Syan.g_01184
OG0000552	Praw.g_00620	Syan.g_01183
OG0000553	Praw.g_00619	Syan.g_01179
OG0000554	Praw.g_00614	Syan.g_01165
OG0000555	Praw.g_00606	Syan.g_00839
OG0000556	Praw.g_00604	Syan.g_00842
OG0000557	Praw.g_00603	Syan.g_00847
OG0000558	Praw.g_00601	Syan.g_00849
OG0000559	Praw.g_00597	Syan.g_00853
OG0000560	Praw.g_00594	Syan.g_00856
OG0000561	Praw.g_00593	Syan.g_00857
OG0000562	Praw.g_00592	Syan.g_00858
OG0000563	Praw.g_00591	Syan.g_00859
OG0000564	Praw.g_00590	Syan.g_00860
OG0000565	Praw.g_00587	Syan.g_00864
OG0000566	Praw.g_00585	Syan.g_00868
OG0000567	Praw.g_00581	Syan.g_00872
OG0000568	Praw.g_00580	Syan.g_00874
OG0000569	Praw.g_00579	Syan.g_00875
OG0000570	Praw.g_00578	Syan.g_00876
OG0000571	Praw.g_00576	Syan.g_00879
OG0000572	Praw.g_01933	Syan.g_00954
OG0000573	Praw.g_01938	Syan.g_00963
OG0000574	Praw.g_01939	Syan.g_00965
OG0000575	Praw.g_01943	Syan.g_01003
OG0000576	Praw.g_01945	Syan.g_01007
OG0000577	Praw.g_01946	Syan.g_01008
OG0000578	Praw.g_01947	Syan.g_01009
