Orthogroup	Praw	Syaj
OG0000039	Praw.g_01836	Syaj.g_00392, Syaj.g_00275
OG0000040	Praw.g_00214	Syaj.g_02208
OG0000041	Praw.g_00562	Syaj.g_01602, Syaj.g_00418
OG0000042	Praw.g_00032	Syaj.g_02399
OG0000047	Praw.g_00804	Syaj.g_02799
OG0000048	Praw.g_00504, Praw.g_00758	Syaj.g_02578
OG0000050	Praw.g_01432	Syaj.g_01584
OG0000051	Praw.g_00955	Syaj.g_02898
OG0000053	Praw.g_00357	Syaj.g_01409
OG0000054	Praw.g_00142	Syaj.g_01341
OG0000055	Praw.g_01716	Syaj.g_00394
OG0000057	Praw.g_01824	Syaj.g_00438
OG0000059	Praw.g_01894	Syaj.g_02686
OG0000060	Praw.g_01743	Syaj.g_01469, Syaj.g_00067, Syaj.g_00635
OG0000061	Praw.g_00234	Syaj.g_00302
OG0000062	Praw.g_00415	Syaj.g_01700
OG0000063	Praw.g_01395	Syaj.g_02302
OG0000065	Praw.g_01328	Syaj.g_01887, Syaj.g_00007
OG0000066	Praw.g_00609	Syaj.g_00157
OG0000067	Praw.g_01697	Syaj.g_01023
OG0000068	Praw.g_01016	Syaj.g_00059
OG0000070	Praw.g_00697	Syaj.g_01529
OG0000071	Praw.g_00981	Syaj.g_01511
OG0000072	Praw.g_01264	Syaj.g_01992
OG0000073	Praw.g_00649	Syaj.g_00093
OG0000075	Praw.g_00064	Syaj.g_02457
OG0000076	Praw.g_00039	Syaj.g_02417
OG0000077	Praw.g_01356	Syaj.g_01831
OG0000078	Praw.g_01196	Syaj.g_02880
OG0000081	Praw.g_00617	Syaj.g_02888
OG0000082	Praw.g_01932	Syaj.g_00229
OG0000084	Praw.g_01087	Syaj.g_01375
OG0000085	Praw.g_00508	Syaj.g_01707
OG0000086	Praw.g_01346	Syaj.g_01848
OG0000087	Praw.g_01296	Syaj.g_01945
OG0000088	Praw.g_01269	Syaj.g_01986
OG0000089	Praw.g_00776	Syaj.g_02829, Syaj.g_01915
OG0000090	Praw.g_00615	Syaj.g_00144
OG0000091	Praw.g_01880	Syaj.g_01275
OG0000093	Praw.g_01571	Syaj.g_01042
OG0000094	Praw.g_01486	Syaj.g_00804
OG0000095	Praw.g_01467	Syaj.g_00427
OG0000097	Praw.g_00275	Syaj.g_00589
OG0000098	Praw.g_00997	Syaj.g_02671
OG0000099	Praw.g_01051	Syaj.g_02503
OG0000100	Praw.g_00411	Syaj.g_00987
OG0000101	Praw.g_00096	Syaj.g_02738
OG0000102	Praw.g_00034	Syaj.g_02411
OG0000103	Praw.g_01148	Syaj.g_02243
OG0000104	Praw.g_01140	Syaj.g_02258
OG0000105	Praw.g_00860	Syaj.g_02573
OG0000106	Praw.g_00762	Syaj.g_01130
OG0000107	Praw.g_00748	Syaj.g_02637
OG0000108	Praw.g_00667	Syaj.g_00072
OG0000109	Praw.g_00654	Syaj.g_00087
OG0000110	Praw.g_01922	Syaj.g_00215
OG0000111	Praw.g_01823	Syaj.g_00437
OG0000112	Praw.g_01732	Syaj.g_00907
OG0000113	Praw.g_01675	Syaj.g_00992
OG0000114	Praw.g_01597	Syaj.g_00741
OG0000115	Praw.g_00178	Syaj.g_01402
OG0000116	Praw.g_00224	Syaj.g_00289
OG0000117	Praw.g_00926	Syaj.g_00637
OG0000118	Praw.g_00993	Syaj.g_00267
OG0000119	Praw.g_01012	Syaj.g_00317
OG0000120	Praw.g_01050	Syaj.g_02502
OG0000121	Praw.g_01078	Syaj.g_01383
OG0000122	Praw.g_00377	Syaj.g_01250
OG0000123	Praw.g_00089	Syaj.g_02745
OG0000124	Praw.g_00023	Syaj.g_02388
OG0000125	Praw.g_01180	Syaj.g_02117
OG0000126	Praw.g_01141	Syaj.g_02256
OG0000128	Praw.g_01125	Syaj.g_02274
OG0000129	Praw.g_01384	Syaj.g_02106
OG0000130	Praw.g_01365	Syaj.g_01818
OG0000131	Praw.g_01290	Syaj.g_01964
OG0000132	Praw.g_01271	Syaj.g_00688, Syaj.g_01984
OG0000133	Praw.g_00812	Syaj.g_00902
OG0000134	Praw.g_00775	Syaj.g_02832
OG0000135	Praw.g_00751	Syaj.g_02167
OG0000136	Praw.g_00706	Syaj.g_01550
OG0000137	Praw.g_00672	Syaj.g_01444
OG0000138	Praw.g_00653	Syaj.g_00088, Syaj.g_02631
OG0000139	Praw.g_00611	Syaj.g_00150
OG0000140	Praw.g_00610	Syaj.g_00153
OG0000141	Praw.g_00143	Syaj.g_01340
OG0000142	Praw.g_01887	Syaj.g_01283
OG0000143	Praw.g_01883	Syaj.g_01279
OG0000144	Praw.g_01870	Syaj.g_01151
OG0000145	Praw.g_01745	Syaj.g_00094
OG0000146	Praw.g_01731	Syaj.g_00908
OG0000147	Praw.g_01730	Syaj.g_00909
OG0000148	Praw.g_01681	Syaj.g_01003, Syaj.g_01002
OG0000149	Praw.g_01652	Syaj.g_00369
OG0000150	Praw.g_01644	Syaj.g_01339, Syaj.g_00154
OG0000151	Praw.g_01587	Syaj.g_01074
OG0000152	Praw.g_01539	Syaj.g_00898
OG0000153	Praw.g_01520	Syaj.g_00842
OG0000154	Praw.g_01493	Syaj.g_00814
OG0000155	Praw.g_00254	Syaj.g_00338
OG0000156	Praw.g_00968	Syaj.g_00282
OG0000157	Praw.g_00969	Syaj.g_00281
OG0000158	Praw.g_01052	Syaj.g_02445
OG0000160	Praw.g_01079, Praw.g_01080	Syaj.g_01382
OG0000161	Praw.g_00344	Syaj.g_01389
OG0000162	Praw.g_00350	Syaj.g_01395
OG0000163	Praw.g_00384	Syaj.g_01639
OG0000164	Praw.g_00539	Syaj.g_01758
OG0000165	Praw.g_00546	Syaj.g_01582
OG0000166	Praw.g_00132	Syaj.g_02698
OG0000167	Praw.g_00066	Syaj.g_02460
OG0000168	Praw.g_00056	Syaj.g_02444
OG0000169	Praw.g_00046	Syaj.g_02431, Syaj.g_02429
OG0000170	Praw.g_00044	Syaj.g_02422
OG0000171	Praw.g_00024	Syaj.g_02389
OG0000172	Praw.g_00016	Syaj.g_02365
OG0000173	Praw.g_00001	Syaj.g_02321
OG0000174	Praw.g_01166	Syaj.g_02169
OG0000175	Praw.g_01156	Syaj.g_02229
OG0000176	Praw.g_01132	Syaj.g_02266
OG0000177	Praw.g_01131	Syaj.g_02267
OG0000178	Praw.g_01130	Syaj.g_02268
OG0000179	Praw.g_01412	Syaj.g_02283
OG0000180	Praw.g_01411	Syaj.g_02284
OG0000181	Praw.g_01410	Syaj.g_02285
OG0000182	Praw.g_01409	Syaj.g_02286
OG0000183	Praw.g_01405	Syaj.g_02290
OG0000184	Praw.g_01382	Syaj.g_02098
OG0000185	Praw.g_01379	Syaj.g_02087
OG0000186	Praw.g_01370	Syaj.g_01812
OG0000187	Praw.g_01369	Syaj.g_01814
OG0000188	Praw.g_01352	Syaj.g_01837
OG0000189	Praw.g_01339	Syaj.g_01874
OG0000190	Praw.g_01338	Syaj.g_01876
OG0000191	Praw.g_01318	Syaj.g_01910
OG0000192	Praw.g_01314	Syaj.g_01919
OG0000193	Praw.g_01289	Syaj.g_01965
OG0000194	Praw.g_01286	Syaj.g_01968
OG0000195	Praw.g_01284	Syaj.g_01971
OG0000196	Praw.g_01274	Syaj.g_01981
OG0000197	Praw.g_01273	Syaj.g_01982
OG0000198	Praw.g_01272	Syaj.g_01983
OG0000199	Praw.g_01265	Syaj.g_01991
OG0000200	Praw.g_01251	Syaj.g_02008
OG0000201	Praw.g_01243	Syaj.g_02024
OG0000202	Praw.g_01242	Syaj.g_02025
OG0000203	Praw.g_01241	Syaj.g_02026
OG0000204	Praw.g_01240	Syaj.g_02027
OG0000205	Praw.g_01233	Syaj.g_02035
OG0000206	Praw.g_01228	Syaj.g_02043
OG0000207	Praw.g_01226	Syaj.g_02045
OG0000208	Praw.g_01225	Syaj.g_02046
OG0000209	Praw.g_01216	Syaj.g_02070
OG0000210	Praw.g_01215	Syaj.g_02071
OG0000211	Praw.g_01202	Syaj.g_02856
OG0000212	Praw.g_01195	Syaj.g_02881
OG0000213	Praw.g_00876	Syaj.g_02601
OG0000214	Praw.g_00867	Syaj.g_02582
OG0000215	Praw.g_00842	Syaj.g_02551
OG0000216	Praw.g_00840	Syaj.g_02547
OG0000217	Praw.g_00837	Syaj.g_02543
OG0000218	Praw.g_00835	Syaj.g_02541
OG0000219	Praw.g_00834	Syaj.g_02540
OG0000220	Praw.g_00833	Syaj.g_02539
OG0000221	Praw.g_00832	Syaj.g_02530
OG0000222	Praw.g_00824	Syaj.g_02516
OG0000223	Praw.g_00811	Syaj.g_02494
OG0000224	Praw.g_00809	Syaj.g_02487
OG0000225	Praw.g_00786	Syaj.g_02821
OG0000226	Praw.g_00782	Syaj.g_02825
OG0000227	Praw.g_00780	Syaj.g_02827
OG0000228	Praw.g_00777	Syaj.g_02828
OG0000229	Praw.g_00711	Syaj.g_01555
OG0000230	Praw.g_00709	Syaj.g_01553
OG0000231	Praw.g_00698	Syaj.g_01541
OG0000232	Praw.g_00689	Syaj.g_01497
OG0000233	Praw.g_00684	Syaj.g_01481
OG0000234	Praw.g_00671	Syaj.g_01442
OG0000235	Praw.g_00668	Syaj.g_00071
OG0000236	Praw.g_00655	Syaj.g_00086
OG0000237	Praw.g_00642	Syaj.g_00103
OG0000238	Praw.g_00636	Syaj.g_00108
OG0000239	Praw.g_00623	Syaj.g_00125
OG0000240	Praw.g_00622	Syaj.g_00126
OG0000241	Praw.g_00618	Syaj.g_01291
OG0000242	Praw.g_00616	Syaj.g_00142
OG0000243	Praw.g_00605	Syaj.g_00164
OG0000244	Praw.g_00602	Syaj.g_00180
OG0000245	Praw.g_00600	Syaj.g_00182
OG0000246	Praw.g_00596	Syaj.g_00186
OG0000247	Praw.g_00586	Syaj.g_00197
OG0000248	Praw.g_00584	Syaj.g_00200
OG0000249	Praw.g_00582	Syaj.g_00202
OG0000250	Praw.g_00577	Syaj.g_00211
OG0000251	Praw.g_01937	Syaj.g_00237
OG0000252	Praw.g_01940	Syaj.g_00243
OG0000253	Praw.g_01941	Syaj.g_00245
OG0000254	Praw.g_00147	Syaj.g_01335
OG0000255	Praw.g_00153	Syaj.g_01315
OG0000256	Praw.g_00163	Syaj.g_01297
OG0000257	Praw.g_00166	Syaj.g_01292
OG0000258	Praw.g_01879	Syaj.g_01274
OG0000259	Praw.g_01862	Syaj.g_00707
OG0000260	Praw.g_01859	Syaj.g_00712
OG0000261	Praw.g_01857	Syaj.g_00715
OG0000262	Praw.g_01853	Syaj.g_00720
OG0000263	Praw.g_01841	Syaj.g_00605
OG0000264	Praw.g_01831	Syaj.g_00485
OG0000265	Praw.g_01809	Syaj.g_00510
OG0000266	Praw.g_01799	Syaj.g_00946
OG0000267	Praw.g_01788	Syaj.g_00770
OG0000268	Praw.g_01787	Syaj.g_00771
OG0000269	Praw.g_01702	Syaj.g_01031
OG0000270	Praw.g_01699	Syaj.g_01025
OG0000271	Praw.g_01691	Syaj.g_01017
OG0000272	Praw.g_01690	Syaj.g_01016
OG0000273	Praw.g_01668	Syaj.g_00389
OG0000274	Praw.g_01667	Syaj.g_00388
OG0000275	Praw.g_01665	Syaj.g_00384
OG0000276	Praw.g_01660	Syaj.g_00377
OG0000277	Praw.g_01659	Syaj.g_00376
OG0000278	Praw.g_01656	Syaj.g_00373
OG0000279	Praw.g_01649	Syaj.g_00357
OG0000280	Praw.g_01648	Syaj.g_00348
OG0000281	Praw.g_01643	Syaj.g_02670
OG0000282	Praw.g_01595	Syaj.g_00743
OG0000283	Praw.g_01562	Syaj.g_00790
OG0000284	Praw.g_01557	Syaj.g_00930
OG0000285	Praw.g_01552	Syaj.g_00917
OG0000286	Praw.g_01540	Syaj.g_00899
OG0000287	Praw.g_01523	Syaj.g_00849
OG0000288	Praw.g_01494	Syaj.g_00815
OG0000289	Praw.g_01483	Syaj.g_00800
OG0000290	Praw.g_01470	Syaj.g_00424
OG0000291	Praw.g_01468	Syaj.g_00426
OG0000292	Praw.g_01418	Syaj.g_02255
OG0000293	Praw.g_00225	Syaj.g_00290
OG0000294	Praw.g_00226	Syaj.g_00291
OG0000295	Praw.g_00246	Syaj.g_00330
OG0000296	Praw.g_00248	Syaj.g_00332
OG0000297	Praw.g_00256	Syaj.g_00639
OG0000298	Praw.g_00257	Syaj.g_00638
OG0000299	Praw.g_00274	Syaj.g_00592
OG0000300	Praw.g_00277	Syaj.g_00586
OG0000301	Praw.g_00278	Syaj.g_00585
OG0000302	Praw.g_00280	Syaj.g_00582
OG0000303	Praw.g_00287	Syaj.g_00572
OG0000304	Praw.g_00291	Syaj.g_00566
OG0000305	Praw.g_01008	Syaj.g_00429
OG0000306	Praw.g_01011	Syaj.g_01126
OG0000307	Praw.g_01025	Syaj.g_00051
OG0000308	Praw.g_01026	Syaj.g_00049
OG0000309	Praw.g_01030	Syaj.g_00044
OG0000310	Praw.g_01098	Syaj.g_01358
OG0000311	Praw.g_01096	Syaj.g_01362
OG0000312	Praw.g_01093	Syaj.g_01368
OG0000313	Praw.g_01076	Syaj.g_01386
OG0000314	Praw.g_00363	Syaj.g_01420
OG0000315	Praw.g_00374	Syaj.g_01430
OG0000316	Praw.g_00394	Syaj.g_01664
OG0000317	Praw.g_00513	Syaj.g_01715
OG0000318	Praw.g_00516	Syaj.g_01722
OG0000319	Praw.g_00529	Syaj.g_01741
OG0000320	Praw.g_00531	Syaj.g_01743
OG0000321	Praw.g_00532	Syaj.g_01744
OG0000322	Praw.g_00533	Syaj.g_01745
OG0000323	Praw.g_00542	Syaj.g_01760
OG0000324	Praw.g_00569	Syaj.g_01609
OG0000325	Praw.g_01916	Syaj.g_02638
OG0000326	Praw.g_01910	Syaj.g_02645
OG0000327	Praw.g_00137	Syaj.g_02693
OG0000328	Praw.g_00136	Syaj.g_02694
OG0000329	Praw.g_00119	Syaj.g_02712
OG0000330	Praw.g_00118	Syaj.g_02713
OG0000331	Praw.g_00117	Syaj.g_02714
OG0000332	Praw.g_00103	Syaj.g_02729
OG0000333	Praw.g_00101	Syaj.g_02732
OG0000334	Praw.g_00093	Syaj.g_02741
OG0000335	Praw.g_00088	Syaj.g_02746
OG0000336	Praw.g_00084	Syaj.g_02750
OG0000337	Praw.g_00068	Syaj.g_02466
OG0000338	Praw.g_00067	Syaj.g_02462
OG0000339	Praw.g_00063	Syaj.g_02455
OG0000340	Praw.g_00055	Syaj.g_02443
OG0000341	Praw.g_00053	Syaj.g_02441
OG0000342	Praw.g_00052	Syaj.g_02440
OG0000343	Praw.g_00051	Syaj.g_02437
OG0000344	Praw.g_00048	Syaj.g_02433
OG0000345	Praw.g_00043	Syaj.g_02421
OG0000346	Praw.g_00038	Syaj.g_02416
OG0000347	Praw.g_00022	Syaj.g_02383
OG0000348	Praw.g_00013	Syaj.g_02333
OG0000349	Praw.g_01189	Syaj.g_02314
OG0000350	Praw.g_01170	Syaj.g_02652
OG0000351	Praw.g_01153	Syaj.g_02234
OG0000352	Praw.g_01152	Syaj.g_02235
OG0000353	Praw.g_01137	Syaj.g_02261
OG0000354	Praw.g_00910	Syaj.g_02281
OG0000355	Praw.g_01135	Syaj.g_02263
OG0000356	Praw.g_01134	Syaj.g_02264
OG0000357	Praw.g_01133	Syaj.g_02265
OG0000358	Praw.g_01129	Syaj.g_02269
OG0000359	Praw.g_01128	Syaj.g_02271
OG0000360	Praw.g_01127	Syaj.g_02272
OG0000361	Praw.g_01126	Syaj.g_02273
OG0000362	Praw.g_01124	Syaj.g_02275
OG0000363	Praw.g_01414	Syaj.g_02277
OG0000364	Praw.g_01413	Syaj.g_02278
OG0000365	Praw.g_01408	Syaj.g_02287
OG0000366	Praw.g_01407	Syaj.g_02288
OG0000367	Praw.g_01406	Syaj.g_02289
OG0000368	Praw.g_01404	Syaj.g_02291
OG0000369	Praw.g_01403	Syaj.g_02292
OG0000370	Praw.g_01402	Syaj.g_02293
OG0000371	Praw.g_01396	Syaj.g_02301
OG0000372	Praw.g_01393	Syaj.g_02307
OG0000373	Praw.g_01392	Syaj.g_02308
OG0000374	Praw.g_01391	Syaj.g_02309
OG0000375	Praw.g_01388	Syaj.g_02310
OG0000376	Praw.g_01386	Syaj.g_02312
OG0000377	Praw.g_01383	Syaj.g_02105
OG0000378	Praw.g_01381	Syaj.g_02091
OG0000379	Praw.g_01378	Syaj.g_02086
OG0000380	Praw.g_01368	Syaj.g_01815
OG0000381	Praw.g_01364	Syaj.g_01819
OG0000382	Praw.g_01353	Syaj.g_01836
OG0000383	Praw.g_01351	Syaj.g_01839
OG0000384	Praw.g_01350	Syaj.g_01840
OG0000385	Praw.g_01349	Syaj.g_01841
OG0000386	Praw.g_01348	Syaj.g_01842
OG0000387	Praw.g_01336	Syaj.g_01878
OG0000388	Praw.g_01333	Syaj.g_01882
OG0000389	Praw.g_01329	Syaj.g_01886
OG0000390	Praw.g_01322	Syaj.g_01904
OG0000391	Praw.g_01319	Syaj.g_01909
OG0000392	Praw.g_01315	Syaj.g_01918
OG0000393	Praw.g_01313	Syaj.g_01922
OG0000394	Praw.g_01312	Syaj.g_01923
OG0000395	Praw.g_01311	Syaj.g_01924
OG0000396	Praw.g_01308	Syaj.g_01928
OG0000397	Praw.g_01306	Syaj.g_01930
OG0000398	Praw.g_01304	Syaj.g_01935
OG0000399	Praw.g_01303	Syaj.g_01936
OG0000400	Praw.g_01302	Syaj.g_01937
OG0000401	Praw.g_01301	Syaj.g_01938
OG0000402	Praw.g_01299	Syaj.g_01940
OG0000403	Praw.g_01298	Syaj.g_01941
OG0000404	Praw.g_01297	Syaj.g_01943
OG0000405	Praw.g_01293	Syaj.g_01961
OG0000406	Praw.g_01288	Syaj.g_01966
OG0000407	Praw.g_01287	Syaj.g_01967
OG0000408	Praw.g_01285	Syaj.g_01970
OG0000409	Praw.g_01283	Syaj.g_01972
OG0000410	Praw.g_01282	Syaj.g_01973
OG0000411	Praw.g_01281	Syaj.g_01974
OG0000412	Praw.g_01280	Syaj.g_01975
OG0000413	Praw.g_01279	Syaj.g_01977
OG0000415	Praw.g_01277	Syaj.g_01978
OG0000416	Praw.g_01276	Syaj.g_01979
OG0000417	Praw.g_01275	Syaj.g_01980
OG0000418	Praw.g_01270	Syaj.g_01985
OG0000419	Praw.g_01268	Syaj.g_01987
OG0000420	Praw.g_01267	Syaj.g_01989
OG0000421	Praw.g_01262	Syaj.g_01994
OG0000422	Praw.g_01261	Syaj.g_01995
OG0000423	Praw.g_01260	Syaj.g_01996
OG0000424	Praw.g_01259	Syaj.g_01997
OG0000425	Praw.g_01258	Syaj.g_01998
OG0000426	Praw.g_01257	Syaj.g_01999
OG0000427	Praw.g_01256	Syaj.g_02000
OG0000428	Praw.g_01254	Syaj.g_02003
OG0000429	Praw.g_01253	Syaj.g_02005
OG0000430	Praw.g_01252	Syaj.g_02007
OG0000431	Praw.g_01250	Syaj.g_02010
OG0000432	Praw.g_01247	Syaj.g_02017
OG0000433	Praw.g_01246	Syaj.g_02020
OG0000434	Praw.g_01245	Syaj.g_02021
OG0000435	Praw.g_01244	Syaj.g_02023
OG0000436	Praw.g_01239	Syaj.g_02029
OG0000437	Praw.g_01238	Syaj.g_02030
OG0000438	Praw.g_01237	Syaj.g_02031
OG0000439	Praw.g_01235	Syaj.g_02033
OG0000440	Praw.g_01234	Syaj.g_02034
OG0000441	Praw.g_01231	Syaj.g_02038
OG0000442	Praw.g_01230	Syaj.g_02039
OG0000443	Praw.g_01229	Syaj.g_02040
OG0000444	Praw.g_01224	Syaj.g_02052
OG0000445	Praw.g_01223	Syaj.g_02053
OG0000446	Praw.g_01222	Syaj.g_02055
OG0000447	Praw.g_01221	Syaj.g_02058
OG0000448	Praw.g_01220	Syaj.g_02059
OG0000449	Praw.g_01219	Syaj.g_02060
OG0000450	Praw.g_01218	Syaj.g_02067
OG0000451	Praw.g_01217	Syaj.g_02068
OG0000452	Praw.g_01214	Syaj.g_02072
OG0000453	Praw.g_01213	Syaj.g_02073
OG0000454	Praw.g_01212	Syaj.g_02074
OG0000455	Praw.g_01211	Syaj.g_02075
OG0000456	Praw.g_01210	Syaj.g_02076
OG0000457	Praw.g_01209	Syaj.g_02078
OG0000458	Praw.g_01208	Syaj.g_02079
OG0000459	Praw.g_01207	Syaj.g_02080
OG0000460	Praw.g_01200	Syaj.g_02858
OG0000461	Praw.g_00891	Syaj.g_02623
OG0000462	Praw.g_00889	Syaj.g_02620
OG0000463	Praw.g_00888	Syaj.g_02619
OG0000464	Praw.g_00887	Syaj.g_02618
OG0000465	Praw.g_00886	Syaj.g_02617
OG0000466	Praw.g_00883	Syaj.g_02612
OG0000467	Praw.g_00882	Syaj.g_02610
OG0000468	Praw.g_00880	Syaj.g_02605
OG0000469	Praw.g_00872	Syaj.g_02590
OG0000470	Praw.g_00870	Syaj.g_02586
OG0000471	Praw.g_00869	Syaj.g_02585
OG0000472	Praw.g_00868	Syaj.g_02583
OG0000473	Praw.g_00866	Syaj.g_02581
OG0000474	Praw.g_00865	Syaj.g_02580
OG0000475	Praw.g_00864	Syaj.g_02579
OG0000476	Praw.g_00863	Syaj.g_02577
OG0000477	Praw.g_00859	Syaj.g_02571
OG0000478	Praw.g_00858	Syaj.g_02570
OG0000479	Praw.g_00857	Syaj.g_02569
OG0000480	Praw.g_00852	Syaj.g_02562
OG0000481	Praw.g_00850	Syaj.g_02560
OG0000482	Praw.g_00849	Syaj.g_02559
OG0000483	Praw.g_00846	Syaj.g_02555
OG0000484	Praw.g_00845	Syaj.g_02554
OG0000485	Praw.g_00844	Syaj.g_02553
OG0000486	Praw.g_00843	Syaj.g_02552
OG0000487	Praw.g_00839	Syaj.g_02546
OG0000488	Praw.g_00836	Syaj.g_02542
OG0000489	Praw.g_00831	Syaj.g_02529
OG0000490	Praw.g_00826	Syaj.g_02519
OG0000491	Praw.g_00825	Syaj.g_02517
OG0000492	Praw.g_00823	Syaj.g_02515
OG0000493	Praw.g_00822	Syaj.g_02514
OG0000494	Praw.g_00821	Syaj.g_02513
OG0000495	Praw.g_00820	Syaj.g_02512
OG0000496	Praw.g_00819	Syaj.g_02511
OG0000497	Praw.g_00818	Syaj.g_02510
OG0000498	Praw.g_00817	Syaj.g_02509
OG0000499	Praw.g_00816	Syaj.g_02508
OG0000500	Praw.g_00815	Syaj.g_02507
OG0000501	Praw.g_00813	Syaj.g_02504
OG0000502	Praw.g_00810	Syaj.g_02492
OG0000503	Praw.g_00796	Syaj.g_02805
OG0000504	Praw.g_00795	Syaj.g_02807
OG0000505	Praw.g_00794	Syaj.g_02808
OG0000506	Praw.g_00792	Syaj.g_02810
OG0000507	Praw.g_00790	Syaj.g_02816
OG0000508	Praw.g_00787	Syaj.g_02820
OG0000509	Praw.g_00785	Syaj.g_02822
OG0000510	Praw.g_00784	Syaj.g_02823
OG0000511	Praw.g_00783	Syaj.g_02824
OG0000512	Praw.g_00781	Syaj.g_02826
OG0000513	Praw.g_00774	Syaj.g_02833
OG0000514	Praw.g_00716	Syaj.g_02839
OG0000515	Praw.g_00715	Syaj.g_02840
OG0000516	Praw.g_00714	Syaj.g_01561
OG0000517	Praw.g_00712	Syaj.g_01556
OG0000518	Praw.g_00701	Syaj.g_01544
OG0000519	Praw.g_00700	Syaj.g_01543
OG0000520	Praw.g_00699	Syaj.g_01542
OG0000521	Praw.g_00694	Syaj.g_00271
OG0000522	Praw.g_00692	Syaj.g_00273
OG0000523	Praw.g_00691	Syaj.g_00274
OG0000524	Praw.g_00686	Syaj.g_01485
OG0000525	Praw.g_00683	Syaj.g_01454
OG0000526	Praw.g_00682	Syaj.g_01451
OG0000527	Praw.g_00674	Syaj.g_01446
OG0000528	Praw.g_00669	Syaj.g_00065
OG0000529	Praw.g_00666	Syaj.g_00073
OG0000530	Praw.g_00664	Syaj.g_00076
OG0000531	Praw.g_00663	Syaj.g_00077
OG0000532	Praw.g_00661	Syaj.g_00080
OG0000533	Praw.g_00660	Syaj.g_00081
OG0000534	Praw.g_00659	Syaj.g_00082
OG0000535	Praw.g_00658	Syaj.g_00083
OG0000536	Praw.g_00657	Syaj.g_00084
OG0000537	Praw.g_00656	Syaj.g_00085
OG0000538	Praw.g_00648	Syaj.g_00096
OG0000539	Praw.g_00647	Syaj.g_00097
OG0000540	Praw.g_00646	Syaj.g_00098
OG0000541	Praw.g_00645	Syaj.g_00099
OG0000542	Praw.g_00643	Syaj.g_00102
OG0000543	Praw.g_00641	Syaj.g_00104
OG0000544	Praw.g_00640	Syaj.g_00105
OG0000545	Praw.g_00638	Syaj.g_00107
OG0000546	Praw.g_00635	Syaj.g_00109
OG0000547	Praw.g_00633	Syaj.g_00111
OG0000548	Praw.g_00632	Syaj.g_00112
OG0000549	Praw.g_00630	Syaj.g_00118
OG0000550	Praw.g_00625	Syaj.g_00123
OG0000551	Praw.g_00621	Syaj.g_00128
OG0000552	Praw.g_00620	Syaj.g_00129
OG0000553	Praw.g_00619	Syaj.g_00133
OG0000554	Praw.g_00614	Syaj.g_00145
OG0000555	Praw.g_00606	Syaj.g_00163
OG0000556	Praw.g_00604	Syaj.g_00167
OG0000557	Praw.g_00603	Syaj.g_00178
OG0000558	Praw.g_00601	Syaj.g_00181
OG0000559	Praw.g_00597	Syaj.g_00185
OG0000560	Praw.g_00594	Syaj.g_00188
OG0000561	Praw.g_00593	Syaj.g_00189
