Orthogroup	Praw	Prbj
OG0000156	Praw.g_00968	Prbj.g_00163
OG0000157	Praw.g_00969	Prbj.g_00162
OG0000158	Praw.g_01052	Prbj.g_01514
OG0000160	Praw.g_01079, Praw.g_01080	Prbj.g_01057
OG0000161	Praw.g_00344	Prbj.g_01071
OG0000162	Praw.g_00350	Prbj.g_01077
OG0000163	Praw.g_00384	Prbj.g_01688
OG0000164	Praw.g_00539	Prbj.g_00476
OG0000165	Praw.g_00546	Prbj.g_00467
OG0000166	Praw.g_00132	Prbj.g_01019
OG0000167	Praw.g_00066	Prbj.g_01500
OG0000168	Praw.g_00056	Prbj.g_01515
OG0000169	Praw.g_00046	Prbj.g_01581
OG0000170	Praw.g_00044	Prbj.g_01593
OG0000171	Praw.g_00024	Prbj.g_01282
OG0000172	Praw.g_00016	Prbj.g_01248
OG0000173	Praw.g_00001	Prbj.g_01227
OG0000174	Praw.g_01166	Prbj.g_02006
OG0000175	Praw.g_01156	Prbj.g_02044
OG0000176	Praw.g_01132	Prbj.g_02077
OG0000177	Praw.g_01131	Prbj.g_02078
OG0000178	Praw.g_01130	Prbj.g_02079
OG0000179	Praw.g_01412	Prbj.g_01188
OG0000180	Praw.g_01411	Prbj.g_01189
OG0000181	Praw.g_01410	Prbj.g_01190
OG0000182	Praw.g_01409	Prbj.g_01191
OG0000183	Praw.g_01405	Prbj.g_01195
OG0000184	Praw.g_01382	Prbj.g_01943
OG0000185	Praw.g_01379	Prbj.g_01921
OG0000186	Praw.g_01370	Prbj.g_00558
OG0000187	Praw.g_01369	Prbj.g_00560
OG0000188	Praw.g_01352	Prbj.g_00581
OG0000189	Praw.g_01339	Prbj.g_00607
OG0000190	Praw.g_01338	Prbj.g_00609
OG0000191	Praw.g_01318	Prbj.g_01557
OG0000192	Praw.g_01314	Prbj.g_01566
OG0000193	Praw.g_01289	Prbj.g_00542
OG0000194	Praw.g_01286	Prbj.g_00539
OG0000195	Praw.g_01284	Prbj.g_00537
OG0000196	Praw.g_01274	Prbj.g_00526
OG0000197	Praw.g_01273	Prbj.g_00525
OG0000198	Praw.g_01272	Prbj.g_00524
OG0000199	Praw.g_01265	Prbj.g_00517
OG0000200	Praw.g_01251	Prbj.g_01138
OG0000201	Praw.g_01243	Prbj.g_01157
OG0000202	Praw.g_01242	Prbj.g_01158
OG0000203	Praw.g_01241	Prbj.g_01159
OG0000204	Praw.g_01240	Prbj.g_01160
OG0000205	Praw.g_01233	Prbj.g_01167
OG0000206	Praw.g_01228	Prbj.g_00288
OG0000207	Praw.g_01226	Prbj.g_00234
OG0000208	Praw.g_01225	Prbj.g_00235
OG0000209	Praw.g_01216	Prbj.g_00262
OG0000210	Praw.g_01215	Prbj.g_00263
OG0000211	Praw.g_01202	Prbj.g_00177
OG0000212	Praw.g_01195	Prbj.g_02615
OG0000213	Praw.g_00876	Prbj.g_01362
OG0000214	Praw.g_00867	Prbj.g_01389
OG0000215	Praw.g_00842	Prbj.g_01419
OG0000216	Praw.g_00840	Prbj.g_01422
OG0000217	Praw.g_00837	Prbj.g_01426
OG0000218	Praw.g_00835	Prbj.g_01430
OG0000219	Praw.g_00834	Prbj.g_01431
OG0000220	Praw.g_00833	Prbj.g_01432
OG0000221	Praw.g_00832	Prbj.g_01437
OG0000222	Praw.g_00824	Prbj.g_01446
OG0000223	Praw.g_00811	Prbj.g_01469
OG0000224	Praw.g_00809	Prbj.g_01480
OG0000225	Praw.g_00786	Prbj.g_00323
OG0000226	Praw.g_00782	Prbj.g_00319
OG0000227	Praw.g_00780	Prbj.g_00317
OG0000228	Praw.g_00777	Prbj.g_00063
OG0000229	Praw.g_00711	Prbj.g_00100
OG0000230	Praw.g_00709	Prbj.g_00102
OG0000231	Praw.g_00698	Prbj.g_00117
OG0000232	Praw.g_00689	Prbj.g_01888
OG0000233	Praw.g_00684	Prbj.g_00148
OG0000234	Praw.g_00671	Prbj.g_00127
OG0000235	Praw.g_00668	Prbj.g_01631
OG0000236	Praw.g_00655	Prbj.g_01615
OG0000237	Praw.g_00642	Prbj.g_02094
OG0000238	Praw.g_00636	Prbj.g_02098
OG0000239	Praw.g_00623	Prbj.g_02114
OG0000240	Praw.g_00622	Prbj.g_02115
OG0000241	Praw.g_00618	Prbj.g_01116
OG0000242	Praw.g_00616	Prbj.g_02125
OG0000243	Praw.g_00605	Prbj.g_02668
OG0000244	Praw.g_00602	Prbj.g_01859
OG0000245	Praw.g_00600	Prbj.g_01862
OG0000246	Praw.g_00596	Prbj.g_01866
OG0000247	Praw.g_00586	Prbj.g_01877
OG0000248	Praw.g_00584	Prbj.g_01880
OG0000249	Praw.g_00582	Prbj.g_01882
OG0000250	Praw.g_00577	Prbj.g_01805
OG0000251	Praw.g_01937	Prbj.g_01781
OG0000252	Praw.g_01940	Prbj.g_01778
OG0000253	Praw.g_01941	Prbj.g_01772
OG0000254	Praw.g_00147	Prbj.g_01753
OG0000255	Praw.g_00153	Prbj.g_02546
OG0000256	Praw.g_00163	Prbj.g_02560
OG0000257	Praw.g_00166	Prbj.g_02566
OG0000258	Praw.g_01879	Prbj.g_02589
OG0000259	Praw.g_01862	Prbj.g_00812
OG0000260	Praw.g_01859	Prbj.g_00816
OG0000261	Praw.g_01857	Prbj.g_00819
OG0000262	Praw.g_01853	Prbj.g_00824
OG0000263	Praw.g_01841	Prbj.g_00248
OG0000264	Praw.g_01831	Prbj.g_00933
OG0000265	Praw.g_01809	Prbj.g_00913, Prbj.g_02178
OG0000266	Praw.g_01799	Prbj.g_02189
OG0000267	Praw.g_01788	Prbj.g_02315
OG0000268	Praw.g_01787	Prbj.g_02314
OG0000269	Praw.g_01702	Prbj.g_02407
OG0000270	Praw.g_01699	Prbj.g_02410
OG0000271	Praw.g_01691	Prbj.g_02418
OG0000272	Praw.g_01690	Prbj.g_02419
OG0000273	Praw.g_01668	Prbj.g_02470
OG0000274	Praw.g_01667	Prbj.g_02471
OG0000275	Praw.g_01665	Prbj.g_02474
OG0000276	Praw.g_01660	Prbj.g_02480
OG0000277	Praw.g_01659	Prbj.g_02481
OG0000278	Praw.g_01656	Prbj.g_02484
OG0000279	Praw.g_01649	Prbj.g_02492
OG0000280	Praw.g_01648	Prbj.g_02498
OG0000281	Praw.g_01643	Prbj.g_02512
OG0000282	Praw.g_01595	Prbj.g_02342
OG0000283	Praw.g_01562	Prbj.g_02303
OG0000284	Praw.g_01557	Prbj.g_02297
OG0000285	Praw.g_01552	Prbj.g_00694
OG0000286	Praw.g_01540	Prbj.g_02269
OG0000287	Praw.g_01523	Prbj.g_00722
OG0000288	Praw.g_01494	Prbj.g_02214
OG0000289	Praw.g_01483	Prbj.g_02201
OG0000290	Praw.g_01470	Prbj.g_01841
OG0000291	Praw.g_01468	Prbj.g_01839
OG0000292	Praw.g_01418	Prbj.g_02066
OG0000293	Praw.g_00225	Prbj.g_00958
OG0000294	Praw.g_00226	Prbj.g_00959
OG0000295	Praw.g_00246	Prbj.g_00304
OG0000296	Praw.g_00248	Prbj.g_00306, Prbj.g_00307
OG0000297	Praw.g_00256	Prbj.g_01913
OG0000298	Praw.g_00257	Prbj.g_01914
OG0000299	Praw.g_00274	Prbj.g_01903
OG0000300	Praw.g_00277	Prbj.g_02155
OG0000301	Praw.g_00278	Prbj.g_02156
OG0000302	Praw.g_00280	Prbj.g_02159
OG0000303	Praw.g_00287	Prbj.g_00314
OG0000304	Praw.g_00291	Prbj.g_00020
OG0000305	Praw.g_01008	Prbj.g_01837
OG0000306	Praw.g_01011	Prbj.g_02521
OG0000307	Praw.g_01025	Prbj.g_01647
OG0000308	Praw.g_01026	Prbj.g_01649
OG0000309	Praw.g_01030	Prbj.g_01653
OG0000310	Praw.g_01098	Prbj.g_01294
OG0000311	Praw.g_01096	Prbj.g_01040
OG0000312	Praw.g_01093	Prbj.g_01044
OG0000313	Praw.g_01076	Prbj.g_01068
OG0000314	Praw.g_00363	Prbj.g_00646
OG0000315	Praw.g_00374	Prbj.g_00656
OG0000316	Praw.g_00394	Prbj.g_01699
OG0000317	Praw.g_00513	Prbj.g_00863
OG0000318	Praw.g_00516	Prbj.g_00856
OG0000319	Praw.g_00529	Prbj.g_00487
OG0000320	Praw.g_00531	Prbj.g_00485
OG0000321	Praw.g_00532	Prbj.g_00484
OG0000322	Praw.g_00533	Prbj.g_00483
OG0000323	Praw.g_00542	Prbj.g_00472
OG0000324	Praw.g_00569	Prbj.g_00443
OG0000325	Praw.g_01916	Prbj.g_02657
OG0000326	Praw.g_01910	Prbj.g_02649
OG0000327	Praw.g_00137	Prbj.g_01024
OG0000328	Praw.g_00136	Prbj.g_01023
OG0000329	Praw.g_00119	Prbj.g_01006
OG0000330	Praw.g_00118	Prbj.g_01005
OG0000331	Praw.g_00117	Prbj.g_01004
OG0000332	Praw.g_00103	Prbj.g_00989
OG0000333	Praw.g_00101	Prbj.g_00987
OG0000334	Praw.g_00093	Prbj.g_00410
OG0000335	Praw.g_00088	Prbj.g_00405
OG0000336	Praw.g_00084	Prbj.g_00401
OG0000337	Praw.g_00068	Prbj.g_01494
OG0000338	Praw.g_00067	Prbj.g_01498
OG0000339	Praw.g_00063	Prbj.g_01504
OG0000340	Praw.g_00055	Prbj.g_01516
OG0000341	Praw.g_00053	Prbj.g_01518
OG0000342	Praw.g_00052	Prbj.g_01519
OG0000343	Praw.g_00051	Prbj.g_01576
OG0000344	Praw.g_00048	Prbj.g_01579
OG0000345	Praw.g_00043	Prbj.g_01594
OG0000346	Praw.g_00038	Prbj.g_01599
OG0000347	Praw.g_00022	Prbj.g_01280
OG0000348	Praw.g_00013	Prbj.g_01243
OG0000349	Praw.g_01189	Prbj.g_01219
OG0000350	Praw.g_01170	Prbj.g_01999
OG0000351	Praw.g_01153	Prbj.g_02047
OG0000352	Praw.g_01152	Prbj.g_02048
OG0000353	Praw.g_01137	Prbj.g_02072
OG0000354	Praw.g_00910	Prbj.g_01186
OG0000355	Praw.g_01135	Prbj.g_02074
OG0000356	Praw.g_01134	Prbj.g_02075
OG0000357	Praw.g_01133	Prbj.g_02076
OG0000358	Praw.g_01129	Prbj.g_02080
OG0000359	Praw.g_01128	Prbj.g_02082
OG0000360	Praw.g_01127	Prbj.g_02083
OG0000361	Praw.g_01126	Prbj.g_02084
OG0000362	Praw.g_01124	Prbj.g_02086
OG0000363	Praw.g_01414	Prbj.g_01182
OG0000364	Praw.g_01413	Prbj.g_01183
OG0000365	Praw.g_01408	Prbj.g_01192
OG0000366	Praw.g_01407	Prbj.g_01193
OG0000367	Praw.g_01406	Prbj.g_01194
OG0000368	Praw.g_01404	Prbj.g_01196
OG0000369	Praw.g_01403	Prbj.g_01197
OG0000370	Praw.g_01402	Prbj.g_01198
OG0000371	Praw.g_01396	Prbj.g_01207
OG0000372	Praw.g_01393	Prbj.g_01212
OG0000373	Praw.g_01392	Prbj.g_01213
OG0000374	Praw.g_01391	Prbj.g_01214
OG0000375	Praw.g_01388	Prbj.g_01215
OG0000376	Praw.g_01386	Prbj.g_01217
OG0000377	Praw.g_01383	Prbj.g_01950
OG0000378	Praw.g_01381	Prbj.g_01936
OG0000379	Praw.g_01378	Prbj.g_01920
OG0000380	Praw.g_01368	Prbj.g_00561
OG0000381	Praw.g_01364	Prbj.g_00565
OG0000382	Praw.g_01353	Prbj.g_00580
OG0000383	Praw.g_01351	Prbj.g_00582
OG0000384	Praw.g_01350	Prbj.g_00583
OG0000385	Praw.g_01349	Prbj.g_00584
OG0000386	Praw.g_01348	Prbj.g_00585
OG0000387	Praw.g_01336	Prbj.g_00611
OG0000388	Praw.g_01333	Prbj.g_00615
OG0000389	Praw.g_01329	Prbj.g_00619
OG0000390	Praw.g_01322	Prbj.g_01551
OG0000391	Praw.g_01319	Prbj.g_01556
OG0000392	Praw.g_01315	Prbj.g_01562
OG0000393	Praw.g_01313	Prbj.g_01567
OG0000394	Praw.g_01312	Prbj.g_01568
OG0000395	Praw.g_01311	Prbj.g_01569
OG0000396	Praw.g_01308	Prbj.g_01530
OG0000397	Praw.g_01306	Prbj.g_01532
OG0000398	Praw.g_01304	Prbj.g_01537
OG0000399	Praw.g_01303	Prbj.g_01538
OG0000400	Praw.g_01302	Prbj.g_01539
OG0000401	Praw.g_01301	Prbj.g_01540
OG0000402	Praw.g_01299	Prbj.g_01542
OG0000403	Praw.g_01298	Prbj.g_01543
OG0000404	Praw.g_01297	Prbj.g_01545
OG0000405	Praw.g_01293	Prbj.g_00545
OG0000406	Praw.g_01288	Prbj.g_00541
OG0000407	Praw.g_01287	Prbj.g_00540
OG0000408	Praw.g_01285	Prbj.g_00538
OG0000409	Praw.g_01283	Prbj.g_00536
OG0000410	Praw.g_01282	Prbj.g_00535
OG0000411	Praw.g_01281	Prbj.g_00534
OG0000412	Praw.g_01280	Prbj.g_00533
OG0000413	Praw.g_01279	Prbj.g_00531
OG0000414	Praw.g_01278	Prbj.g_00530
OG0000415	Praw.g_01277	Prbj.g_00529
OG0000416	Praw.g_01276	Prbj.g_00528
OG0000417	Praw.g_01275	Prbj.g_00527
OG0000418	Praw.g_01270	Prbj.g_00522
OG0000419	Praw.g_01268	Prbj.g_00520
OG0000420	Praw.g_01267	Prbj.g_00519
OG0000421	Praw.g_01262	Prbj.g_00515
OG0000422	Praw.g_01261	Prbj.g_00514
OG0000423	Praw.g_01260	Prbj.g_00513
OG0000424	Praw.g_01259	Prbj.g_00512
OG0000425	Praw.g_01258	Prbj.g_00511
OG0000426	Praw.g_01257	Prbj.g_00510
OG0000427	Praw.g_01256	Prbj.g_00509
OG0000428	Praw.g_01254	Prbj.g_02369
OG0000429	Praw.g_01253	Prbj.g_01135
OG0000430	Praw.g_01252	Prbj.g_01137
OG0000431	Praw.g_01250	Prbj.g_01141
OG0000432	Praw.g_01247	Prbj.g_01148
OG0000433	Praw.g_01246	Prbj.g_01151
OG0000434	Praw.g_01245	Prbj.g_01152
OG0000435	Praw.g_01244	Prbj.g_01155
OG0000436	Praw.g_01239	Prbj.g_01161
OG0000437	Praw.g_01238	Prbj.g_01162
OG0000438	Praw.g_01237	Prbj.g_01163
OG0000439	Praw.g_01235	Prbj.g_01165
OG0000440	Praw.g_01234	Prbj.g_01166
OG0000441	Praw.g_01231	Prbj.g_01173
OG0000442	Praw.g_01230	Prbj.g_01174
OG0000443	Praw.g_01229	Prbj.g_00289
OG0000444	Praw.g_01224	Prbj.g_00237
OG0000445	Praw.g_01223	Prbj.g_00238
OG0000446	Praw.g_01222	Prbj.g_00240
OG0000447	Praw.g_01221	Prbj.g_00250
OG0000448	Praw.g_01220	Prbj.g_00251
OG0000449	Praw.g_01219	Prbj.g_00252
OG0000450	Praw.g_01218	Prbj.g_00258
OG0000451	Praw.g_01217	Prbj.g_00259
OG0000452	Praw.g_01214	Prbj.g_00264
OG0000453	Praw.g_01213	Prbj.g_00265
OG0000454	Praw.g_01212	Prbj.g_00266
OG0000455	Praw.g_01211	Prbj.g_00267
OG0000456	Praw.g_01210	Prbj.g_00268
OG0000457	Praw.g_01209	Prbj.g_00270
OG0000458	Praw.g_01208	Prbj.g_00271
OG0000459	Praw.g_01207	Prbj.g_00272
OG0000460	Praw.g_01200	Prbj.g_00176
OG0000461	Praw.g_00891	Prbj.g_02661
OG0000462	Praw.g_00889	Prbj.g_01341
OG0000463	Praw.g_00888	Prbj.g_01342
OG0000464	Praw.g_00887	Prbj.g_01343
OG0000465	Praw.g_00886	Prbj.g_01345
OG0000466	Praw.g_00883	Prbj.g_01350
OG0000467	Praw.g_00882	Prbj.g_01352
OG0000468	Praw.g_00880	Prbj.g_01359
OG0000469	Praw.g_00872	Prbj.g_01372
OG0000470	Praw.g_00870	Prbj.g_01385
OG0000471	Praw.g_00869	Prbj.g_01386
OG0000472	Praw.g_00868	Prbj.g_01388
OG0000473	Praw.g_00866	Prbj.g_01390
OG0000474	Praw.g_00865	Prbj.g_01391
OG0000475	Praw.g_00864	Prbj.g_01392
OG0000476	Praw.g_00863	Prbj.g_01394
OG0000477	Praw.g_00859	Prbj.g_01399
OG0000478	Praw.g_00858	Prbj.g_01400
OG0000479	Praw.g_00857	Prbj.g_01401
OG0000480	Praw.g_00852	Prbj.g_01408
OG0000481	Praw.g_00850	Prbj.g_01410
OG0000482	Praw.g_00849	Prbj.g_01411
OG0000483	Praw.g_00846	Prbj.g_01415
OG0000484	Praw.g_00845	Prbj.g_01416
OG0000485	Praw.g_00844	Prbj.g_01417
OG0000486	Praw.g_00843	Prbj.g_01418
OG0000487	Praw.g_00839	Prbj.g_01423
OG0000488	Praw.g_00836	Prbj.g_01427
OG0000489	Praw.g_00831	Prbj.g_01438
OG0000490	Praw.g_00826	Prbj.g_01444
OG0000491	Praw.g_00825	Prbj.g_01445
OG0000492	Praw.g_00823	Prbj.g_01448
OG0000493	Praw.g_00822	Prbj.g_01449
OG0000494	Praw.g_00821	Prbj.g_01450
OG0000495	Praw.g_00820	Prbj.g_01451
OG0000496	Praw.g_00819	Prbj.g_01452
OG0000497	Praw.g_00818	Prbj.g_01453
OG0000498	Praw.g_00817	Prbj.g_01454
OG0000499	Praw.g_00816	Prbj.g_01455
OG0000500	Praw.g_00815	Prbj.g_01456
OG0000501	Praw.g_00813	Prbj.g_01459
OG0000502	Praw.g_00810	Prbj.g_01471
OG0000503	Praw.g_00796	Prbj.g_00341
OG0000504	Praw.g_00795	Prbj.g_00339
OG0000505	Praw.g_00794	Prbj.g_00338
OG0000506	Praw.g_00792	Prbj.g_00336
OG0000507	Praw.g_00790	Prbj.g_00331
OG0000508	Praw.g_00787	Prbj.g_00324
OG0000509	Praw.g_00785	Prbj.g_00322
OG0000510	Praw.g_00784	Prbj.g_00321
OG0000511	Praw.g_00783	Prbj.g_00320
OG0000512	Praw.g_00781	Prbj.g_00318
OG0000513	Praw.g_00774	Prbj.g_00068
OG0000514	Praw.g_00716	Prbj.g_00076
OG0000515	Praw.g_00715	Prbj.g_00077
OG0000516	Praw.g_00714	Prbj.g_00089
OG0000517	Praw.g_00712	Prbj.g_00099
OG0000518	Praw.g_00701	Prbj.g_00111
OG0000519	Praw.g_00700	Prbj.g_00112
OG0000520	Praw.g_00699	Prbj.g_00113
OG0000521	Praw.g_00694	Prbj.g_01894
OG0000522	Praw.g_00692	Prbj.g_01892
OG0000523	Praw.g_00691	Prbj.g_01891
OG0000524	Praw.g_00686	Prbj.g_00152
OG0000525	Praw.g_00683	Prbj.g_00136
OG0000526	Praw.g_00682	Prbj.g_00134
OG0000527	Praw.g_00674	Prbj.g_00130
OG0000528	Praw.g_00669	Prbj.g_01635
OG0000529	Praw.g_00666	Prbj.g_01629
OG0000530	Praw.g_00664	Prbj.g_01626
OG0000531	Praw.g_00663	Prbj.g_01625
OG0000532	Praw.g_00661	Prbj.g_01622
OG0000533	Praw.g_00660	Prbj.g_01620
OG0000534	Praw.g_00659	Prbj.g_01619
OG0000535	Praw.g_00658	Prbj.g_01618
OG0000536	Praw.g_00657	Prbj.g_01617
OG0000537	Praw.g_00656	Prbj.g_01616
OG0000538	Praw.g_00648	Prbj.g_01605
OG0000539	Praw.g_00647	Prbj.g_02088
OG0000540	Praw.g_00646	Prbj.g_02089
OG0000541	Praw.g_00645	Prbj.g_02090
OG0000542	Praw.g_00643	Prbj.g_02093
OG0000543	Praw.g_00641	Prbj.g_02095
OG0000544	Praw.g_00640	Prbj.g_02096
OG0000545	Praw.g_00638	Prbj.g_02097
OG0000546	Praw.g_00635	Prbj.g_02099
OG0000547	Praw.g_00633	Prbj.g_02101
OG0000548	Praw.g_00632	Prbj.g_02102
OG0000549	Praw.g_00630	Prbj.g_02108
OG0000550	Praw.g_00625	Prbj.g_02113
OG0000551	Praw.g_00621	Prbj.g_02117
OG0000552	Praw.g_00620	Prbj.g_02118
OG0000553	Praw.g_00619	Prbj.g_02123
OG0000554	Praw.g_00614	Prbj.g_02128
OG0000555	Praw.g_00606	Prbj.g_02146
OG0000556	Praw.g_00604	Prbj.g_02666
OG0000557	Praw.g_00603	Prbj.g_01858
OG0000558	Praw.g_00601	Prbj.g_01861
OG0000559	Praw.g_00597	Prbj.g_01865
OG0000560	Praw.g_00594	Prbj.g_01868
OG0000561	Praw.g_00593	Prbj.g_01869
OG0000562	Praw.g_00592	Prbj.g_01870
OG0000563	Praw.g_00591	Prbj.g_01871
OG0000564	Praw.g_00590	Prbj.g_01872
OG0000565	Praw.g_00587	Prbj.g_01875
