Orthogroup	Praw	Syai
OG0000086	Praw.g_01346	Syai.g_02507
OG0000087	Praw.g_01296	Syai.g_02592
OG0000088	Praw.g_01269	Syai.g_02630
OG0000089	Praw.g_00776	Syai.g_00517
OG0000090	Praw.g_00615	Syai.g_00707
OG0000091	Praw.g_01880	Syai.g_01112
OG0000092	Praw.g_01592	Syai.g_01358
OG0000093	Praw.g_01571	Syai.g_01306
OG0000094	Praw.g_01486	Syai.g_01424
OG0000095	Praw.g_01467	Syai.g_02007
OG0000097	Praw.g_00275	Syai.g_01787
OG0000098	Praw.g_00997	Syai.g_01718
OG0000099	Praw.g_01051	Syai.g_00199
OG0000100	Praw.g_00411	Syai.g_01372
OG0000101	Praw.g_00096	Syai.g_00404
OG0000102	Praw.g_00034	Syai.g_00106
OG0000103	Praw.g_01148	Syai.g_02912
OG0000104	Praw.g_01140	Syai.g_02929
OG0000105	Praw.g_00860	Syai.g_00267
OG0000106	Praw.g_00762	Syai.g_01601
OG0000107	Praw.g_00748	Syai.g_00319
OG0000108	Praw.g_00667	Syai.g_00638
OG0000109	Praw.g_00654	Syai.g_00653
OG0000110	Praw.g_01922	Syai.g_00878, Syai.g_00766
OG0000111	Praw.g_01823	Syai.g_00884, Syai.g_01998
OG0000112	Praw.g_01732	Syai.g_01512
OG0000113	Praw.g_01675	Syai.g_01367
OG0000114	Praw.g_01597	Syai.g_01261
OG0000115	Praw.g_00178	Syai.g_00932
OG0000116	Praw.g_00224	Syai.g_02156
OG0000117	Praw.g_00926	Syai.g_01756
OG0000118	Praw.g_00993	Syai.g_00818
OG0000119	Praw.g_01012	Syai.g_02127
OG0000120	Praw.g_01050	Syai.g_00198
OG0000121	Praw.g_01078	Syai.g_00951
OG0000122	Praw.g_00377	Syai.g_01143
OG0000123	Praw.g_00089	Syai.g_00411
OG0000124	Praw.g_00023	Syai.g_00089
OG0000125	Praw.g_01180	Syai.g_02782
OG0000126	Praw.g_01141	Syai.g_02927
OG0000128	Praw.g_01125	Syai.g_00012
OG0000129	Praw.g_01384	Syai.g_02771
OG0000130	Praw.g_01365	Syai.g_02474
OG0000131	Praw.g_01290	Syai.g_02608
OG0000132	Praw.g_01271	Syai.g_02628
OG0000133	Praw.g_00812	Syai.g_01507
OG0000134	Praw.g_00775	Syai.g_00520
OG0000135	Praw.g_00751	Syai.g_02826
OG0000136	Praw.g_00706	Syai.g_02217
OG0000137	Praw.g_00672	Syai.g_00865
OG0000138	Praw.g_00653	Syai.g_00654
OG0000139	Praw.g_00611	Syai.g_00714
OG0000140	Praw.g_00610	Syai.g_00716
OG0000141	Praw.g_00143	Syai.g_01041
OG0000142	Praw.g_01887	Syai.g_01104
OG0000143	Praw.g_01883	Syai.g_01108
OG0000144	Praw.g_01870	Syai.g_01608
OG0000145	Praw.g_01745	Syai.g_00660
OG0000146	Praw.g_01731	Syai.g_01513
OG0000147	Praw.g_01730	Syai.g_01514
OG0000148	Praw.g_01681	Syai.g_01361
OG0000149	Praw.g_01652	Syai.g_02059
OG0000150	Praw.g_01644	Syai.g_00717
OG0000151	Praw.g_01587	Syai.g_01280
OG0000152	Praw.g_01539	Syai.g_01503
OG0000153	Praw.g_01520	Syai.g_01461
OG0000154	Praw.g_01493	Syai.g_01434
OG0000155	Praw.g_00254	Syai.g_02109
OG0000156	Praw.g_00968	Syai.g_02162
OG0000157	Praw.g_00969	Syai.g_02163
OG0000158	Praw.g_01052	Syai.g_00135
OG0000160	Praw.g_01079, Praw.g_01080	Syai.g_00952
OG0000161	Praw.g_00344	Syai.g_00946
OG0000162	Praw.g_00350	Syai.g_00939
OG0000163	Praw.g_00384	Syai.g_02300
OG0000164	Praw.g_00539	Syai.g_02411
OG0000165	Praw.g_00546	Syai.g_02244
OG0000166	Praw.g_00132	Syai.g_00364
OG0000167	Praw.g_00066	Syai.g_00164
OG0000168	Praw.g_00056	Syai.g_00134
OG0000169	Praw.g_00046	Syai.g_00123
OG0000170	Praw.g_00044	Syai.g_00116
OG0000171	Praw.g_00024	Syai.g_00090
OG0000172	Praw.g_00016	Syai.g_00083
OG0000173	Praw.g_00001	Syai.g_00064
OG0000174	Praw.g_01166	Syai.g_02828
OG0000175	Praw.g_01156	Syai.g_02901
OG0000176	Praw.g_01132	Syai.g_00004
OG0000177	Praw.g_01131	Syai.g_00005
OG0000178	Praw.g_01130	Syai.g_00006
OG0000179	Praw.g_01412	Syai.g_00023
OG0000180	Praw.g_01411	Syai.g_00024
OG0000181	Praw.g_01410	Syai.g_00025
OG0000182	Praw.g_01409	Syai.g_00026
OG0000183	Praw.g_01405	Syai.g_00030
OG0000184	Praw.g_01382	Syai.g_02756
OG0000185	Praw.g_01379	Syai.g_02734
OG0000186	Praw.g_01370	Syai.g_02469
OG0000187	Praw.g_01369	Syai.g_02471
OG0000188	Praw.g_01352	Syai.g_00696, Syai.g_02494
OG0000189	Praw.g_01339	Syai.g_02530
OG0000190	Praw.g_01338	Syai.g_02532
OG0000191	Praw.g_01318	Syai.g_02562
OG0000192	Praw.g_01314	Syai.g_02569
OG0000193	Praw.g_01289	Syai.g_02609
OG0000194	Praw.g_01286	Syai.g_02612
OG0000195	Praw.g_01284	Syai.g_02614
OG0000196	Praw.g_01274	Syai.g_02625
OG0000197	Praw.g_01273	Syai.g_02626
OG0000198	Praw.g_01272	Syai.g_02627
OG0000199	Praw.g_01265	Syai.g_02635
OG0000200	Praw.g_01251	Syai.g_02651
OG0000201	Praw.g_01243	Syai.g_02667
OG0000202	Praw.g_01242	Syai.g_02668
OG0000203	Praw.g_01241	Syai.g_02669
OG0000204	Praw.g_01240	Syai.g_02670
OG0000205	Praw.g_01233	Syai.g_02677
OG0000206	Praw.g_01228	Syai.g_02684
OG0000207	Praw.g_01226	Syai.g_02686
OG0000208	Praw.g_01225	Syai.g_02687
OG0000209	Praw.g_01216	Syai.g_02699
OG0000210	Praw.g_01215	Syai.g_02700
OG0000211	Praw.g_01202	Syai.g_00533
OG0000212	Praw.g_01195	Syai.g_00544
OG0000213	Praw.g_00876	Syai.g_00292
OG0000214	Praw.g_00867	Syai.g_00276
OG0000215	Praw.g_00842	Syai.g_00245
OG0000216	Praw.g_00840	Syai.g_00241
OG0000217	Praw.g_00837	Syai.g_00237
OG0000218	Praw.g_00835	Syai.g_00235
OG0000219	Praw.g_00834	Syai.g_00234
OG0000220	Praw.g_00833	Syai.g_00233
OG0000221	Praw.g_00832	Syai.g_00227
OG0000222	Praw.g_00824	Syai.g_00215
OG0000223	Praw.g_00811	Syai.g_00194
OG0000224	Praw.g_00809	Syai.g_00186
OG0000225	Praw.g_00786	Syai.g_00502
OG0000226	Praw.g_00782	Syai.g_00506
OG0000227	Praw.g_00780	Syai.g_00508
OG0000228	Praw.g_00777	Syai.g_00516
OG0000229	Praw.g_00711	Syai.g_02228
OG0000230	Praw.g_00709	Syai.g_02226
OG0000231	Praw.g_00698	Syai.g_02208
OG0000232	Praw.g_00689	Syai.g_00846
OG0000233	Praw.g_00684	Syai.g_00855
OG0000234	Praw.g_00671	Syai.g_00866
OG0000235	Praw.g_00668	Syai.g_00637
OG0000236	Praw.g_00655	Syai.g_00652
OG0000237	Praw.g_00642	Syai.g_00669
OG0000238	Praw.g_00636	Syai.g_00674
OG0000239	Praw.g_00623	Syai.g_00691
OG0000240	Praw.g_00622	Syai.g_00692
OG0000241	Praw.g_00618	Syai.g_01085, Syai.g_01089
OG0000242	Praw.g_00616	Syai.g_00705
OG0000243	Praw.g_00605	Syai.g_00726
OG0000244	Praw.g_00602	Syai.g_00731
OG0000245	Praw.g_00600	Syai.g_00733
OG0000246	Praw.g_00596	Syai.g_00737
OG0000247	Praw.g_00586	Syai.g_00748
OG0000248	Praw.g_00584	Syai.g_00751
OG0000249	Praw.g_00582	Syai.g_00753
OG0000250	Praw.g_00577	Syai.g_00762
OG0000251	Praw.g_01937	Syai.g_00789
OG0000252	Praw.g_01940	Syai.g_00797
OG0000253	Praw.g_01941	Syai.g_00798
OG0000254	Praw.g_00147	Syai.g_01045
OG0000255	Praw.g_00153	Syai.g_01061
OG0000256	Praw.g_00163	Syai.g_01077
OG0000257	Praw.g_00166	Syai.g_01084
OG0000258	Praw.g_01879	Syai.g_01113
OG0000259	Praw.g_01862	Syai.g_01229
OG0000260	Praw.g_01859	Syai.g_01232
OG0000261	Praw.g_01857	Syai.g_01235
OG0000262	Praw.g_01853	Syai.g_01240
OG0000263	Praw.g_01841	Syai.g_01776
OG0000264	Praw.g_01831	Syai.g_01962
OG0000265	Praw.g_01809	Syai.g_02245
OG0000266	Praw.g_01799	Syai.g_01401
OG0000267	Praw.g_01788	Syai.g_01569
OG0000268	Praw.g_01787	Syai.g_01568
OG0000269	Praw.g_01702	Syai.g_01316
OG0000270	Praw.g_01699	Syai.g_01319
OG0000271	Praw.g_01691	Syai.g_01327
OG0000272	Praw.g_01690	Syai.g_01328
OG0000273	Praw.g_01668	Syai.g_02037
OG0000274	Praw.g_01667	Syai.g_02038
OG0000275	Praw.g_01665	Syai.g_02043
OG0000276	Praw.g_01660	Syai.g_02051
OG0000277	Praw.g_01659	Syai.g_02052
OG0000278	Praw.g_01656	Syai.g_02055
OG0000279	Praw.g_01649	Syai.g_02063
OG0000280	Praw.g_01648	Syai.g_02084
OG0000281	Praw.g_01643	Syai.g_01719
OG0000282	Praw.g_01595	Syai.g_01263
OG0000283	Praw.g_01562	Syai.g_01554
OG0000284	Praw.g_01557	Syai.g_01548
OG0000285	Praw.g_01552	Syai.g_01522
OG0000286	Praw.g_01540	Syai.g_01504
OG0000287	Praw.g_01523	Syai.g_01469
OG0000288	Praw.g_01494	Syai.g_01435
OG0000289	Praw.g_01483	Syai.g_01421
OG0000290	Praw.g_01470	Syai.g_02010
OG0000291	Praw.g_01468	Syai.g_02008
OG0000292	Praw.g_01418	Syai.g_02926
OG0000293	Praw.g_00225	Syai.g_02155
OG0000294	Praw.g_00226	Syai.g_02154
OG0000295	Praw.g_00246	Syai.g_02117
OG0000296	Praw.g_00248	Syai.g_02115
OG0000297	Praw.g_00256	Syai.g_01754
OG0000298	Praw.g_00257	Syai.g_01755
OG0000299	Praw.g_00274	Syai.g_01783
OG0000300	Praw.g_00277	Syai.g_01790
OG0000301	Praw.g_00278	Syai.g_01791
OG0000302	Praw.g_00280	Syai.g_01793
OG0000303	Praw.g_00287	Syai.g_01802
OG0000304	Praw.g_00291	Syai.g_01826
OG0000305	Praw.g_01008	Syai.g_02005
OG0000306	Praw.g_01011	Syai.g_02090
OG0000307	Praw.g_01025	Syai.g_00619
OG0000308	Praw.g_01026	Syai.g_00617
OG0000309	Praw.g_01030	Syai.g_00612
OG0000310	Praw.g_01098	Syai.g_00989
OG0000311	Praw.g_01096	Syai.g_00985
OG0000312	Praw.g_01093	Syai.g_00966
OG0000313	Praw.g_01076	Syai.g_00949
OG0000314	Praw.g_00363	Syai.g_00908
OG0000315	Praw.g_00374	Syai.g_00897
OG0000316	Praw.g_00394	Syai.g_02320, Syai.g_02322
OG0000317	Praw.g_00513	Syai.g_02373
OG0000318	Praw.g_00516	Syai.g_02379
OG0000319	Praw.g_00529	Syai.g_02395
OG0000320	Praw.g_00531	Syai.g_02397
OG0000321	Praw.g_00532	Syai.g_02398
OG0000322	Praw.g_00533	Syai.g_02399
OG0000323	Praw.g_00542	Syai.g_02413
OG0000324	Praw.g_00569	Syai.g_02272
OG0000325	Praw.g_01916	Syai.g_00320
OG0000326	Praw.g_01910	Syai.g_00327
OG0000327	Praw.g_00137	Syai.g_00359
OG0000328	Praw.g_00136	Syai.g_00360
OG0000329	Praw.g_00119	Syai.g_00378
OG0000330	Praw.g_00118	Syai.g_00379
OG0000331	Praw.g_00117	Syai.g_00380
OG0000332	Praw.g_00103	Syai.g_00395
OG0000333	Praw.g_00101	Syai.g_00398
OG0000334	Praw.g_00093	Syai.g_00407
OG0000335	Praw.g_00088	Syai.g_00412
OG0000336	Praw.g_00084	Syai.g_00416
OG0000337	Praw.g_00068	Syai.g_00169
OG0000338	Praw.g_00067	Syai.g_00166
OG0000339	Praw.g_00063	Syai.g_00160
OG0000340	Praw.g_00055	Syai.g_00133
OG0000341	Praw.g_00053	Syai.g_00131
OG0000342	Praw.g_00052	Syai.g_00130
OG0000343	Praw.g_00051	Syai.g_00129
OG0000344	Praw.g_00048	Syai.g_00125
OG0000345	Praw.g_00043	Syai.g_00115
OG0000346	Praw.g_00038	Syai.g_00110
OG0000347	Praw.g_00022	Syai.g_00087
OG0000348	Praw.g_00013	Syai.g_00076
OG0000349	Praw.g_01189	Syai.g_00057
OG0000350	Praw.g_01170	Syai.g_00334
OG0000351	Praw.g_01153	Syai.g_02904
OG0000352	Praw.g_01152	Syai.g_02905
OG0000353	Praw.g_01137	Syai.g_02932
OG0000354	Praw.g_00910	Syai.g_00019
OG0000355	Praw.g_01135	Syai.g_00001
OG0000356	Praw.g_01134	Syai.g_00002
OG0000357	Praw.g_01133	Syai.g_00003
OG0000358	Praw.g_01129	Syai.g_00007
OG0000359	Praw.g_01128	Syai.g_00009
OG0000360	Praw.g_01127	Syai.g_00010
OG0000361	Praw.g_01126	Syai.g_00011
OG0000362	Praw.g_01124	Syai.g_00013
OG0000363	Praw.g_01414	Syai.g_00015
OG0000364	Praw.g_01413	Syai.g_00016
OG0000365	Praw.g_01408	Syai.g_00027
OG0000366	Praw.g_01407	Syai.g_00028
OG0000367	Praw.g_01406	Syai.g_00029
OG0000368	Praw.g_01404	Syai.g_00031
OG0000369	Praw.g_01403	Syai.g_00032
OG0000370	Praw.g_01402	Syai.g_00033
OG0000371	Praw.g_01396	Syai.g_00041
OG0000372	Praw.g_01393	Syai.g_00047
OG0000373	Praw.g_01392	Syai.g_00048
OG0000374	Praw.g_01391	Syai.g_00049
OG0000375	Praw.g_01388	Syai.g_00053
OG0000376	Praw.g_01386	Syai.g_00055
OG0000377	Praw.g_01383	Syai.g_02769
OG0000378	Praw.g_01381	Syai.g_02751
OG0000379	Praw.g_01378	Syai.g_02733
OG0000380	Praw.g_01368	Syai.g_02472
OG0000381	Praw.g_01364	Syai.g_02475
OG0000382	Praw.g_01353	Syai.g_02493
OG0000383	Praw.g_01351	Syai.g_02498
OG0000384	Praw.g_01350	Syai.g_02499
OG0000385	Praw.g_01349	Syai.g_02500
OG0000386	Praw.g_01348	Syai.g_02501
OG0000387	Praw.g_01336	Syai.g_02534
OG0000388	Praw.g_01333	Syai.g_02538
OG0000389	Praw.g_01329	Syai.g_02542
OG0000390	Praw.g_01322	Syai.g_02556
OG0000391	Praw.g_01319	Syai.g_02561
OG0000392	Praw.g_01315	Syai.g_02568
OG0000393	Praw.g_01313	Syai.g_02570
OG0000394	Praw.g_01312	Syai.g_02571
OG0000395	Praw.g_01311	Syai.g_02572
OG0000396	Praw.g_01308	Syai.g_02575
OG0000397	Praw.g_01306	Syai.g_02577
OG0000398	Praw.g_01304	Syai.g_02582
OG0000399	Praw.g_01303	Syai.g_02583
OG0000400	Praw.g_01302	Syai.g_02584
OG0000401	Praw.g_01301	Syai.g_02585
OG0000402	Praw.g_01299	Syai.g_02588
OG0000403	Praw.g_01298	Syai.g_02589
OG0000404	Praw.g_01297	Syai.g_02590
OG0000405	Praw.g_01293	Syai.g_02606
OG0000406	Praw.g_01288	Syai.g_02610
OG0000407	Praw.g_01287	Syai.g_02611
OG0000408	Praw.g_01285	Syai.g_02613
OG0000409	Praw.g_01283	Syai.g_02615
OG0000410	Praw.g_01282	Syai.g_02616
OG0000411	Praw.g_01281	Syai.g_02617
OG0000412	Praw.g_01280	Syai.g_02618
OG0000413	Praw.g_01279	Syai.g_02620
OG0000414	Praw.g_01278	Syai.g_02621
OG0000415	Praw.g_01277	Syai.g_02622
OG0000416	Praw.g_01276	Syai.g_02623
OG0000417	Praw.g_01275	Syai.g_02624
OG0000418	Praw.g_01270	Syai.g_02629
OG0000419	Praw.g_01268	Syai.g_02631
OG0000420	Praw.g_01267	Syai.g_02633
OG0000421	Praw.g_01262	Syai.g_02638
OG0000422	Praw.g_01261	Syai.g_02639
OG0000423	Praw.g_01260	Syai.g_02640
OG0000424	Praw.g_01259	Syai.g_02641
OG0000425	Praw.g_01258	Syai.g_02642
OG0000426	Praw.g_01257	Syai.g_02643
OG0000427	Praw.g_01256	Syai.g_02644
OG0000428	Praw.g_01254	Syai.g_02647
OG0000429	Praw.g_01253	Syai.g_02649
OG0000430	Praw.g_01252	Syai.g_02650
OG0000431	Praw.g_01250	Syai.g_02654
OG0000432	Praw.g_01247	Syai.g_02660
OG0000433	Praw.g_01246	Syai.g_02662
OG0000434	Praw.g_01245	Syai.g_02663
OG0000435	Praw.g_01244	Syai.g_02666
OG0000436	Praw.g_01239	Syai.g_02671
OG0000437	Praw.g_01238	Syai.g_02672
OG0000438	Praw.g_01237	Syai.g_02673
OG0000439	Praw.g_01235	Syai.g_02675
OG0000440	Praw.g_01234	Syai.g_02676
OG0000441	Praw.g_01231	Syai.g_02681
OG0000442	Praw.g_01230	Syai.g_02682
OG0000443	Praw.g_01229	Syai.g_02683
OG0000444	Praw.g_01224	Syai.g_02688
OG0000445	Praw.g_01223	Syai.g_02689
OG0000446	Praw.g_01222	Syai.g_02690
OG0000447	Praw.g_01221	Syai.g_02693
OG0000448	Praw.g_01220	Syai.g_02694
OG0000449	Praw.g_01219	Syai.g_02695
OG0000450	Praw.g_01218	Syai.g_02696
OG0000451	Praw.g_01217	Syai.g_02697
OG0000452	Praw.g_01214	Syai.g_02701
OG0000453	Praw.g_01213	Syai.g_02702
OG0000454	Praw.g_01212	Syai.g_02703
OG0000455	Praw.g_01211	Syai.g_02704
OG0000456	Praw.g_01210	Syai.g_02705
OG0000457	Praw.g_01209	Syai.g_02707
OG0000458	Praw.g_01208	Syai.g_02708
OG0000459	Praw.g_01207	Syai.g_02709
OG0000460	Praw.g_01200	Syai.g_00535
OG0000461	Praw.g_00891	Syai.g_00314
OG0000462	Praw.g_00889	Syai.g_00311
OG0000463	Praw.g_00888	Syai.g_00310
OG0000464	Praw.g_00887	Syai.g_00309
OG0000465	Praw.g_00886	Syai.g_00307
OG0000466	Praw.g_00883	Syai.g_00303
OG0000467	Praw.g_00882	Syai.g_00301
OG0000468	Praw.g_00880	Syai.g_00296
OG0000469	Praw.g_00872	Syai.g_00282
OG0000470	Praw.g_00870	Syai.g_00280
OG0000471	Praw.g_00869	Syai.g_00279
OG0000472	Praw.g_00868	Syai.g_00277
OG0000473	Praw.g_00866	Syai.g_00275
OG0000474	Praw.g_00865	Syai.g_00274
OG0000475	Praw.g_00864	Syai.g_00273
OG0000476	Praw.g_00863	Syai.g_00271
OG0000477	Praw.g_00859	Syai.g_00265
OG0000478	Praw.g_00858	Syai.g_00264
OG0000479	Praw.g_00857	Syai.g_00263
OG0000480	Praw.g_00852	Syai.g_00256
OG0000481	Praw.g_00850	Syai.g_00254
OG0000482	Praw.g_00849	Syai.g_00253
OG0000483	Praw.g_00846	Syai.g_00249
OG0000484	Praw.g_00845	Syai.g_00248
OG0000485	Praw.g_00844	Syai.g_00247
OG0000486	Praw.g_00843	Syai.g_00246
OG0000487	Praw.g_00839	Syai.g_00240
OG0000488	Praw.g_00836	Syai.g_00236
OG0000489	Praw.g_00831	Syai.g_00226
OG0000490	Praw.g_00826	Syai.g_00218
OG0000491	Praw.g_00825	Syai.g_00217
OG0000492	Praw.g_00823	Syai.g_00214
OG0000493	Praw.g_00822	Syai.g_00213
OG0000494	Praw.g_00821	Syai.g_00212
OG0000495	Praw.g_00820	Syai.g_00211
OG0000496	Praw.g_00819	Syai.g_00210
OG0000497	Praw.g_00818	Syai.g_00209
OG0000498	Praw.g_00817	Syai.g_00208
OG0000499	Praw.g_00816	Syai.g_00207
OG0000500	Praw.g_00815	Syai.g_00206
OG0000501	Praw.g_00813	Syai.g_00203
OG0000502	Praw.g_00810	Syai.g_00192
OG0000503	Praw.g_00796	Syai.g_00486
OG0000504	Praw.g_00795	Syai.g_00488
OG0000505	Praw.g_00794	Syai.g_00489
OG0000506	Praw.g_00792	Syai.g_00491
OG0000507	Praw.g_00790	Syai.g_00497
OG0000508	Praw.g_00787	Syai.g_00501
OG0000509	Praw.g_00785	Syai.g_00503
OG0000510	Praw.g_00784	Syai.g_00504
OG0000511	Praw.g_00783	Syai.g_00505
OG0000512	Praw.g_00781	Syai.g_00507
OG0000513	Praw.g_00774	Syai.g_00521
OG0000514	Praw.g_00716	Syai.g_00528
OG0000515	Praw.g_00715	Syai.g_00529
OG0000516	Praw.g_00714	Syai.g_02223
OG0000517	Praw.g_00712	Syai.g_02229
OG0000518	Praw.g_00701	Syai.g_02211
OG0000519	Praw.g_00700	Syai.g_02210
OG0000520	Praw.g_00699	Syai.g_02209
OG0000521	Praw.g_00694	Syai.g_00842
OG0000522	Praw.g_00692	Syai.g_00844
OG0000523	Praw.g_00691	Syai.g_00845
OG0000524	Praw.g_00686	Syai.g_00852
OG0000525	Praw.g_00683	Syai.g_00856
OG0000526	Praw.g_00682	Syai.g_00859
OG0000527	Praw.g_00674	Syai.g_00863
OG0000528	Praw.g_00669	Syai.g_00633
OG0000529	Praw.g_00666	Syai.g_00639
OG0000530	Praw.g_00664	Syai.g_00642
OG0000531	Praw.g_00663	Syai.g_00643
OG0000532	Praw.g_00661	Syai.g_00646
OG0000533	Praw.g_00660	Syai.g_00647
OG0000534	Praw.g_00659	Syai.g_00648
OG0000535	Praw.g_00658	Syai.g_00649
OG0000536	Praw.g_00657	Syai.g_00650
OG0000537	Praw.g_00656	Syai.g_00651
OG0000538	Praw.g_00648	Syai.g_00662
OG0000539	Praw.g_00647	Syai.g_00663
OG0000540	Praw.g_00646	Syai.g_00664
OG0000541	Praw.g_00645	Syai.g_00665
OG0000542	Praw.g_00643	Syai.g_00668
OG0000543	Praw.g_00641	Syai.g_00670
OG0000544	Praw.g_00640	Syai.g_00671
OG0000545	Praw.g_00638	Syai.g_00673
OG0000546	Praw.g_00635	Syai.g_00675
OG0000547	Praw.g_00633	Syai.g_00677
OG0000548	Praw.g_00632	Syai.g_00678
OG0000549	Praw.g_00630	Syai.g_00684
OG0000550	Praw.g_00625	Syai.g_00689
OG0000551	Praw.g_00621	Syai.g_00694
OG0000552	Praw.g_00620	Syai.g_00695
OG0000553	Praw.g_00619	Syai.g_00698
OG0000554	Praw.g_00614	Syai.g_00708
OG0000555	Praw.g_00606	Syai.g_00725
OG0000556	Praw.g_00604	Syai.g_00728
OG0000557	Praw.g_00603	Syai.g_00730
OG0000558	Praw.g_00601	Syai.g_00732
OG0000559	Praw.g_00597	Syai.g_00736
OG0000560	Praw.g_00594	Syai.g_00739
OG0000561	Praw.g_00593	Syai.g_00740
OG0000562	Praw.g_00592	Syai.g_00741
OG0000563	Praw.g_00591	Syai.g_00742
OG0000564	Praw.g_00590	Syai.g_00743
OG0000565	Praw.g_00587	Syai.g_00746
OG0000566	Praw.g_00585	Syai.g_00750
OG0000567	Praw.g_00581	Syai.g_00754
OG0000568	Praw.g_00580	Syai.g_00758
OG0000569	Praw.g_00579	Syai.g_00759
OG0000570	Praw.g_00578	Syai.g_00760
OG0000571	Praw.g_00576	Syai.g_00764
OG0000572	Praw.g_01933	Syai.g_00782
OG0000573	Praw.g_01938	Syai.g_00790
OG0000574	Praw.g_01939	Syai.g_00796
OG0000575	Praw.g_01943	Syai.g_00800
OG0000576	Praw.g_01945	Syai.g_00802
OG0000577	Praw.g_01946	Syai.g_00803
OG0000578	Praw.g_01947	Syai.g_00804
OG0000579	Praw.g_01948	Syai.g_00805
