Orthogroup	Praw	Syak
OG0000065	Praw.g_01328	Syak.g_02192, Syak.g_00282
OG0000066	Praw.g_00609	Syak.g_02653
OG0000067	Praw.g_01697	Syak.g_00434
OG0000068	Praw.g_01016	Syak.g_02565
OG0000070	Praw.g_00697	Syak.g_01174
OG0000071	Praw.g_00981	Syak.g_02322, Syak.g_00936
OG0000072	Praw.g_01264	Syak.g_02099
OG0000073	Praw.g_00649	Syak.g_02597
OG0000075	Praw.g_00064	Syak.g_01564
OG0000076	Praw.g_00039	Syak.g_01650
OG0000077	Praw.g_01356	Syak.g_02243
OG0000078	Praw.g_01196	Syak.g_02310
OG0000081	Praw.g_00617	Syak.g_00115
OG0000082	Praw.g_01932	Syak.g_02711
OG0000084	Praw.g_01087	Syak.g_01036
OG0000085	Praw.g_00508	Syak.g_02427
OG0000086	Praw.g_01346	Syak.g_02219
OG0000087	Praw.g_01296	Syak.g_02141
OG0000088	Praw.g_01269	Syak.g_02106
OG0000089	Praw.g_00776	Syak.g_01215
OG0000090	Praw.g_00615	Syak.g_02640
OG0000091	Praw.g_01880	Syak.g_00043
OG0000093	Praw.g_01571	Syak.g_00416
OG0000094	Praw.g_01486	Syak.g_00656
OG0000095	Praw.g_01467	Syak.g_00736
OG0000097	Praw.g_00275	Syak.g_00816
OG0000098	Praw.g_00997	Syak.g_00345, Syak.g_02651
OG0000099	Praw.g_01051	Syak.g_01527
OG0000100	Praw.g_00411	Syak.g_00622
OG0000101	Praw.g_00096	Syak.g_01305
OG0000102	Praw.g_00034	Syak.g_01661
OG0000103	Praw.g_01148	Syak.g_01812
OG0000104	Praw.g_01140	Syak.g_01799
OG0000105	Praw.g_00860	Syak.g_01451
OG0000106	Praw.g_00762	Syak.g_00096
OG0000107	Praw.g_00748	Syak.g_01392
OG0000108	Praw.g_00667	Syak.g_02574
OG0000109	Praw.g_00654	Syak.g_01061, Syak.g_02590
OG0000110	Praw.g_01922	Syak.g_02698
OG0000111	Praw.g_01823	Syak.g_00725
OG0000112	Praw.g_01732	Syak.g_00512
OG0000113	Praw.g_01675	Syak.g_00461
OG0000114	Praw.g_01597	Syak.g_00373, Syak.g_00065
OG0000115	Praw.g_00178	Syak.g_01066
OG0000116	Praw.g_00224	Syak.g_00911
OG0000117	Praw.g_00926	Syak.g_00846
OG0000118	Praw.g_00993	Syak.g_00954
OG0000119	Praw.g_01012	Syak.g_00917
OG0000120	Praw.g_01050	Syak.g_01526
OG0000121	Praw.g_01078	Syak.g_01044
OG0000122	Praw.g_00377	Syak.g_00081
OG0000123	Praw.g_00089	Syak.g_01299
OG0000124	Praw.g_00023	Syak.g_01692
OG0000125	Praw.g_01180	Syak.g_01934
OG0000126	Praw.g_01141	Syak.g_01801
OG0000128	Praw.g_01125	Syak.g_01782
OG0000129	Praw.g_01384	Syak.g_01947
OG0000130	Praw.g_01365	Syak.g_02255
OG0000131	Praw.g_01290	Syak.g_02128
OG0000132	Praw.g_01271	Syak.g_02108
OG0000133	Praw.g_00812	Syak.g_00507
OG0000134	Praw.g_00775	Syak.g_01212
OG0000135	Praw.g_00751	Syak.g_01897
OG0000136	Praw.g_00706	Syak.g_01186
OG0000137	Praw.g_00672	Syak.g_01118
OG0000138	Praw.g_00653	Syak.g_01062, Syak.g_02591
OG0000139	Praw.g_00611	Syak.g_02646
OG0000140	Praw.g_00610	Syak.g_02650
OG0000141	Praw.g_00143	Syak.g_02746
OG0000142	Praw.g_01887	Syak.g_00035
OG0000143	Praw.g_01883	Syak.g_00039
OG0000144	Praw.g_01870	Syak.g_00260
OG0000145	Praw.g_01745	Syak.g_02598
OG0000146	Praw.g_01731	Syak.g_00514
OG0000147	Praw.g_01730	Syak.g_00515
OG0000148	Praw.g_01681	Syak.g_00455
OG0000149	Praw.g_01652	Syak.g_00596
OG0000150	Praw.g_01644	Syak.g_02747
OG0000151	Praw.g_01587	Syak.g_00387
OG0000152	Praw.g_01539	Syak.g_00503
OG0000153	Praw.g_01520	Syak.g_00470
OG0000154	Praw.g_01493	Syak.g_00645
OG0000155	Praw.g_00254	Syak.g_00855
OG0000156	Praw.g_00968	Syak.g_00919
OG0000157	Praw.g_00969	Syak.g_00920
OG0000158	Praw.g_01052	Syak.g_01624
OG0000160	Praw.g_01079, Praw.g_01080	Syak.g_01043
OG0000161	Praw.g_00344	Syak.g_01050
OG0000162	Praw.g_00350	Syak.g_01058
OG0000163	Praw.g_00384	Syak.g_02478
OG0000164	Praw.g_00539	Syak.g_02384
OG0000165	Praw.g_00546	Syak.g_02374
OG0000166	Praw.g_00132	Syak.g_01345
OG0000167	Praw.g_00066	Syak.g_01561
OG0000168	Praw.g_00056	Syak.g_01625
OG0000169	Praw.g_00046	Syak.g_01637
OG0000170	Praw.g_00044	Syak.g_01644
OG0000171	Praw.g_00024	Syak.g_01691
OG0000172	Praw.g_00016	Syak.g_01713
OG0000173	Praw.g_00001	Syak.g_01733
OG0000174	Praw.g_01166	Syak.g_01895
OG0000175	Praw.g_01156	Syak.g_01827
OG0000176	Praw.g_01132	Syak.g_01790
OG0000177	Praw.g_01131	Syak.g_01789
OG0000178	Praw.g_01130	Syak.g_01788
OG0000179	Praw.g_01412	Syak.g_01773
OG0000180	Praw.g_01411	Syak.g_01772
OG0000181	Praw.g_01410	Syak.g_01771
OG0000182	Praw.g_01409	Syak.g_01770
OG0000183	Praw.g_01405	Syak.g_01766
OG0000184	Praw.g_01382	Syak.g_01955
OG0000185	Praw.g_01379	Syak.g_01971
OG0000186	Praw.g_01370	Syak.g_02258
OG0000187	Praw.g_01369	Syak.g_02257
OG0000188	Praw.g_01352	Syak.g_02235
OG0000189	Praw.g_01339	Syak.g_02203
OG0000190	Praw.g_01338	Syak.g_01575
OG0000191	Praw.g_01318	Syak.g_02171
OG0000192	Praw.g_01314	Syak.g_02165
OG0000193	Praw.g_01289	Syak.g_02127
OG0000194	Praw.g_01286	Syak.g_02124
OG0000195	Praw.g_01284	Syak.g_02122
OG0000196	Praw.g_01274	Syak.g_02111
OG0000197	Praw.g_01273	Syak.g_02110
OG0000198	Praw.g_01272	Syak.g_02109
OG0000199	Praw.g_01265	Syak.g_02100
OG0000200	Praw.g_01251	Syak.g_02083
OG0000201	Praw.g_01243	Syak.g_02068
OG0000202	Praw.g_01242	Syak.g_02067
OG0000203	Praw.g_01241	Syak.g_02066
OG0000204	Praw.g_01240	Syak.g_02065
OG0000205	Praw.g_01233	Syak.g_02058
OG0000206	Praw.g_01228	Syak.g_02038
OG0000207	Praw.g_01226	Syak.g_02025
OG0000208	Praw.g_01225	Syak.g_02024
OG0000209	Praw.g_01216	Syak.g_01995
OG0000210	Praw.g_01215	Syak.g_01994
OG0000211	Praw.g_01202	Syak.g_02017, Syak.g_02300
OG0000212	Praw.g_01195	Syak.g_02311
OG0000213	Praw.g_00876	Syak.g_01425
OG0000214	Praw.g_00867	Syak.g_01442
OG0000215	Praw.g_00842	Syak.g_01474
OG0000216	Praw.g_00840	Syak.g_01478
OG0000217	Praw.g_00837	Syak.g_01482
OG0000218	Praw.g_00835	Syak.g_01484
OG0000219	Praw.g_00834	Syak.g_01485
OG0000220	Praw.g_00833	Syak.g_01486
OG0000221	Praw.g_00832	Syak.g_01498
OG0000222	Praw.g_00824	Syak.g_01512
OG0000223	Praw.g_00811	Syak.g_01531
OG0000224	Praw.g_00809	Syak.g_01532
OG0000225	Praw.g_00786	Syak.g_01230
OG0000226	Praw.g_00782	Syak.g_01226
OG0000227	Praw.g_00780	Syak.g_01224
OG0000228	Praw.g_00777	Syak.g_01216
OG0000229	Praw.g_00711	Syak.g_01191
OG0000230	Praw.g_00709	Syak.g_01189
OG0000231	Praw.g_00698	Syak.g_01176
OG0000232	Praw.g_00689	Syak.g_01156
OG0000233	Praw.g_00684	Syak.g_01145
OG0000234	Praw.g_00671	Syak.g_01116
OG0000235	Praw.g_00668	Syak.g_02573
OG0000236	Praw.g_00655	Syak.g_02589
OG0000237	Praw.g_00642	Syak.g_02607
OG0000238	Praw.g_00636	Syak.g_02612
OG0000239	Praw.g_00623	Syak.g_02628
OG0000240	Praw.g_00622	Syak.g_02629
OG0000241	Praw.g_00618	Syak.g_00027
OG0000242	Praw.g_00616	Syak.g_02638
OG0000243	Praw.g_00605	Syak.g_02658
OG0000244	Praw.g_00602	Syak.g_02665
OG0000245	Praw.g_00600	Syak.g_02667
OG0000246	Praw.g_00596	Syak.g_02671
OG0000247	Praw.g_00586	Syak.g_02681
OG0000248	Praw.g_00584	Syak.g_02684
OG0000249	Praw.g_00582	Syak.g_02686
OG0000250	Praw.g_00577	Syak.g_02694
OG0000251	Praw.g_01937	Syak.g_02722
OG0000252	Praw.g_01940	Syak.g_02725
OG0000253	Praw.g_01941	Syak.g_02727
OG0000254	Praw.g_00147	Syak.g_02752
OG0000255	Praw.g_00153	Syak.g_02772
OG0000256	Praw.g_00163	Syak.g_00020
OG0000257	Praw.g_00166	Syak.g_00026
OG0000258	Praw.g_01879	Syak.g_00044
OG0000259	Praw.g_01862	Syak.g_00334
OG0000260	Praw.g_01859	Syak.g_00338
OG0000261	Praw.g_01857	Syak.g_00348
OG0000262	Praw.g_01853	Syak.g_00353
OG0000263	Praw.g_01841	Syak.g_00828
OG0000264	Praw.g_01831	Syak.g_00698
OG0000265	Praw.g_01809	Syak.g_00211
OG0000266	Praw.g_01799	Syak.g_00778
OG0000267	Praw.g_01788	Syak.g_00555
OG0000268	Praw.g_01787	Syak.g_00554
OG0000269	Praw.g_01702	Syak.g_00429
OG0000270	Praw.g_01699	Syak.g_00432
OG0000271	Praw.g_01691	Syak.g_00440
OG0000272	Praw.g_01690	Syak.g_00441
OG0000273	Praw.g_01668	Syak.g_00616
OG0000274	Praw.g_01667	Syak.g_00615
OG0000275	Praw.g_01665	Syak.g_00611
OG0000276	Praw.g_01660	Syak.g_00604
OG0000277	Praw.g_01659	Syak.g_00603
OG0000278	Praw.g_01656	Syak.g_00600
OG0000279	Praw.g_01649	Syak.g_00592
OG0000280	Praw.g_01648	Syak.g_00582
OG0000281	Praw.g_01643	Syak.g_00339
OG0000282	Praw.g_01595	Syak.g_00375
OG0000283	Praw.g_01562	Syak.g_00541
OG0000284	Praw.g_01557	Syak.g_00536
OG0000285	Praw.g_01552	Syak.g_00523
OG0000286	Praw.g_01540	Syak.g_00504
OG0000287	Praw.g_01523	Syak.g_00477
OG0000288	Praw.g_01494	Syak.g_00644
OG0000289	Praw.g_01483	Syak.g_00659
OG0000290	Praw.g_01470	Syak.g_00738
OG0000291	Praw.g_01468	Syak.g_00734, Syak.g_00737
OG0000292	Praw.g_01418	Syak.g_01802
OG0000293	Praw.g_00225	Syak.g_00910
OG0000294	Praw.g_00226	Syak.g_00909
OG0000295	Praw.g_00246	Syak.g_00863
OG0000296	Praw.g_00248	Syak.g_00861
OG0000297	Praw.g_00256	Syak.g_00848
OG0000298	Praw.g_00257	Syak.g_00847
OG0000299	Praw.g_00274	Syak.g_00820
OG0000300	Praw.g_00277	Syak.g_00813
OG0000301	Praw.g_00278	Syak.g_00812
OG0000302	Praw.g_00280	Syak.g_00811
OG0000303	Praw.g_00287	Syak.g_00674
OG0000304	Praw.g_00291	Syak.g_00680
OG0000305	Praw.g_01008	Syak.g_00732
OG0000306	Praw.g_01011	Syak.g_00094
OG0000307	Praw.g_01025	Syak.g_02556
OG0000308	Praw.g_01026	Syak.g_02554
OG0000309	Praw.g_01030	Syak.g_02549
OG0000310	Praw.g_01098	Syak.g_00994
OG0000311	Praw.g_01096	Syak.g_00999
OG0000312	Praw.g_01093	Syak.g_01028
OG0000313	Praw.g_01076	Syak.g_01046
OG0000314	Praw.g_00363	Syak.g_01079
OG0000315	Praw.g_00374	Syak.g_01090
OG0000316	Praw.g_00394	Syak.g_02462
OG0000317	Praw.g_00513	Syak.g_02419
OG0000318	Praw.g_00516	Syak.g_02415
OG0000319	Praw.g_00529	Syak.g_02399
OG0000320	Praw.g_00531	Syak.g_02397
OG0000321	Praw.g_00532	Syak.g_02396
OG0000322	Praw.g_00533	Syak.g_02395
OG0000323	Praw.g_00542	Syak.g_02380
OG0000324	Praw.g_00569	Syak.g_02347
OG0000325	Praw.g_01916	Syak.g_01391
OG0000326	Praw.g_01910	Syak.g_01384
OG0000327	Praw.g_00137	Syak.g_01350
OG0000328	Praw.g_00136	Syak.g_01349
OG0000329	Praw.g_00119	Syak.g_01331
OG0000330	Praw.g_00118	Syak.g_01330
OG0000331	Praw.g_00117	Syak.g_01329
OG0000332	Praw.g_00103	Syak.g_01314
OG0000333	Praw.g_00101	Syak.g_01311
OG0000334	Praw.g_00093	Syak.g_01302
OG0000335	Praw.g_00088	Syak.g_01298
OG0000336	Praw.g_00084	Syak.g_01294
OG0000337	Praw.g_00068	Syak.g_01555
OG0000338	Praw.g_00067	Syak.g_01558
OG0000339	Praw.g_00063	Syak.g_01566
OG0000340	Praw.g_00055	Syak.g_01626
OG0000341	Praw.g_00053	Syak.g_01628
OG0000342	Praw.g_00052	Syak.g_01629
OG0000343	Praw.g_00051	Syak.g_01631
OG0000344	Praw.g_00048	Syak.g_01635
OG0000345	Praw.g_00043	Syak.g_01645
OG0000346	Praw.g_00038	Syak.g_01651
OG0000347	Praw.g_00022	Syak.g_01694
OG0000348	Praw.g_00013	Syak.g_01717
OG0000349	Praw.g_01189	Syak.g_01740
OG0000350	Praw.g_01170	Syak.g_01377
OG0000351	Praw.g_01153	Syak.g_01823
OG0000352	Praw.g_01152	Syak.g_01822
OG0000353	Praw.g_01137	Syak.g_01796
OG0000354	Praw.g_00910	Syak.g_01775
OG0000355	Praw.g_01135	Syak.g_01793
OG0000356	Praw.g_01134	Syak.g_01792
OG0000357	Praw.g_01133	Syak.g_01791
OG0000358	Praw.g_01129	Syak.g_01787
OG0000359	Praw.g_01128	Syak.g_01785
OG0000360	Praw.g_01127	Syak.g_01784
OG0000361	Praw.g_01126	Syak.g_01783
OG0000362	Praw.g_01124	Syak.g_01781
OG0000363	Praw.g_01414	Syak.g_01779
OG0000364	Praw.g_01413	Syak.g_01778
OG0000365	Praw.g_01408	Syak.g_01769
OG0000366	Praw.g_01407	Syak.g_01768
OG0000367	Praw.g_01406	Syak.g_01767
OG0000368	Praw.g_01404	Syak.g_01765
OG0000369	Praw.g_01403	Syak.g_01764
OG0000370	Praw.g_01402	Syak.g_01763
OG0000371	Praw.g_01396	Syak.g_01753
OG0000372	Praw.g_01393	Syak.g_01748
OG0000373	Praw.g_01392	Syak.g_01747
OG0000374	Praw.g_01391	Syak.g_01746
OG0000375	Praw.g_01388	Syak.g_01744
OG0000376	Praw.g_01386	Syak.g_01742
OG0000377	Praw.g_01383	Syak.g_01948
OG0000378	Praw.g_01381	Syak.g_01968
OG0000379	Praw.g_01378	Syak.g_01972
OG0000380	Praw.g_01368	Syak.g_02256
OG0000381	Praw.g_01364	Syak.g_02254
OG0000382	Praw.g_01353	Syak.g_02236
OG0000383	Praw.g_01351	Syak.g_02229
OG0000384	Praw.g_01350	Syak.g_02228
OG0000385	Praw.g_01349	Syak.g_02227
OG0000386	Praw.g_01348	Syak.g_02226
OG0000387	Praw.g_01336	Syak.g_02200
OG0000388	Praw.g_01333	Syak.g_02196
OG0000389	Praw.g_01329	Syak.g_02193, Syak.g_02345
OG0000390	Praw.g_01322	Syak.g_02177
OG0000391	Praw.g_01319	Syak.g_02172
OG0000392	Praw.g_01315	Syak.g_02166
OG0000393	Praw.g_01313	Syak.g_02163
OG0000394	Praw.g_01312	Syak.g_02162
OG0000395	Praw.g_01311	Syak.g_02161
OG0000396	Praw.g_01308	Syak.g_02158
OG0000397	Praw.g_01306	Syak.g_02156
OG0000398	Praw.g_01304	Syak.g_02151
OG0000399	Praw.g_01303	Syak.g_02150
OG0000400	Praw.g_01302	Syak.g_02149
OG0000401	Praw.g_01301	Syak.g_02148
OG0000402	Praw.g_01299	Syak.g_02146
OG0000403	Praw.g_01298	Syak.g_02145
OG0000404	Praw.g_01297	Syak.g_02143
OG0000405	Praw.g_01293	Syak.g_02131
OG0000406	Praw.g_01288	Syak.g_02126
OG0000407	Praw.g_01287	Syak.g_02125
OG0000408	Praw.g_01285	Syak.g_02123
OG0000409	Praw.g_01283	Syak.g_02121
OG0000410	Praw.g_01282	Syak.g_02120
OG0000411	Praw.g_01281	Syak.g_02119
OG0000412	Praw.g_01280	Syak.g_02118
OG0000413	Praw.g_01279	Syak.g_02116
OG0000415	Praw.g_01277	Syak.g_02114
OG0000416	Praw.g_01276	Syak.g_02113
OG0000417	Praw.g_01275	Syak.g_02112
OG0000418	Praw.g_01270	Syak.g_02107
OG0000419	Praw.g_01268	Syak.g_02105
OG0000420	Praw.g_01267	Syak.g_02103
OG0000421	Praw.g_01262	Syak.g_02097
OG0000422	Praw.g_01261	Syak.g_02096
OG0000423	Praw.g_01260	Syak.g_02095
OG0000424	Praw.g_01259	Syak.g_02094
OG0000425	Praw.g_01258	Syak.g_02093
OG0000426	Praw.g_01257	Syak.g_02092
OG0000427	Praw.g_01256	Syak.g_02091
OG0000428	Praw.g_01254	Syak.g_02088
OG0000429	Praw.g_01253	Syak.g_02086
OG0000430	Praw.g_01252	Syak.g_02084
OG0000431	Praw.g_01250	Syak.g_02081
OG0000432	Praw.g_01247	Syak.g_02075
OG0000433	Praw.g_01246	Syak.g_02073
OG0000434	Praw.g_01245	Syak.g_02072
OG0000435	Praw.g_01244	Syak.g_02071
OG0000436	Praw.g_01239	Syak.g_02064
OG0000437	Praw.g_01238	Syak.g_02063
OG0000438	Praw.g_01237	Syak.g_02062
OG0000439	Praw.g_01235	Syak.g_02060
OG0000440	Praw.g_01234	Syak.g_02059
OG0000441	Praw.g_01231	Syak.g_02053
OG0000442	Praw.g_01230	Syak.g_02043
OG0000443	Praw.g_01229	Syak.g_02041
OG0000444	Praw.g_01224	Syak.g_02022
OG0000445	Praw.g_01223	Syak.g_02015
OG0000446	Praw.g_01222	Syak.g_02013
OG0000447	Praw.g_01221	Syak.g_02006
OG0000448	Praw.g_01220	Syak.g_02005
OG0000449	Praw.g_01219	Syak.g_02004
OG0000450	Praw.g_01218	Syak.g_01998
OG0000451	Praw.g_01217	Syak.g_01997
OG0000452	Praw.g_01214	Syak.g_01993
OG0000453	Praw.g_01213	Syak.g_01992
OG0000454	Praw.g_01212	Syak.g_01991
OG0000455	Praw.g_01211	Syak.g_01990
OG0000456	Praw.g_01210	Syak.g_01989
OG0000457	Praw.g_01209	Syak.g_01987
OG0000458	Praw.g_01208	Syak.g_01986
OG0000459	Praw.g_01207	Syak.g_01985
OG0000460	Praw.g_01200	Syak.g_02303
OG0000461	Praw.g_00891	Syak.g_01402
OG0000462	Praw.g_00889	Syak.g_01405
OG0000463	Praw.g_00888	Syak.g_01406
OG0000464	Praw.g_00887	Syak.g_01407
OG0000465	Praw.g_00886	Syak.g_01409
OG0000466	Praw.g_00883	Syak.g_01414
OG0000467	Praw.g_00882	Syak.g_01416
OG0000468	Praw.g_00880	Syak.g_01421
OG0000469	Praw.g_00872	Syak.g_01436
OG0000470	Praw.g_00870	Syak.g_01438
OG0000471	Praw.g_00869	Syak.g_01439
OG0000472	Praw.g_00868	Syak.g_01441
OG0000473	Praw.g_00866	Syak.g_01443
OG0000474	Praw.g_00865	Syak.g_01444
OG0000475	Praw.g_00864	Syak.g_01445
OG0000476	Praw.g_00863	Syak.g_01447
OG0000477	Praw.g_00859	Syak.g_01453
OG0000478	Praw.g_00858	Syak.g_01454
OG0000479	Praw.g_00857	Syak.g_01455
OG0000480	Praw.g_00852	Syak.g_01462
OG0000481	Praw.g_00850	Syak.g_01464
OG0000482	Praw.g_00849	Syak.g_01465
OG0000483	Praw.g_00846	Syak.g_01469
OG0000484	Praw.g_00845	Syak.g_01470
OG0000485	Praw.g_00844	Syak.g_01472
OG0000486	Praw.g_00843	Syak.g_01473
OG0000487	Praw.g_00839	Syak.g_01479
OG0000488	Praw.g_00836	Syak.g_01483
OG0000489	Praw.g_00831	Syak.g_01499
OG0000490	Praw.g_00826	Syak.g_01507
OG0000491	Praw.g_00825	Syak.g_01511
OG0000492	Praw.g_00823	Syak.g_01513
OG0000493	Praw.g_00822	Syak.g_01514
OG0000494	Praw.g_00821	Syak.g_01515
OG0000495	Praw.g_00820	Syak.g_01516
OG0000496	Praw.g_00819	Syak.g_01517
OG0000497	Praw.g_00818	Syak.g_01518
OG0000498	Praw.g_00817	Syak.g_01519
OG0000499	Praw.g_00816	Syak.g_01520
OG0000500	Praw.g_00815	Syak.g_01521
OG0000501	Praw.g_00813	Syak.g_01524
OG0000502	Praw.g_00810	Syak.g_01538
OG0000503	Praw.g_00796	Syak.g_01246
OG0000504	Praw.g_00795	Syak.g_01244
OG0000505	Praw.g_00794	Syak.g_01243
OG0000506	Praw.g_00792	Syak.g_01241
OG0000507	Praw.g_00790	Syak.g_01235
OG0000508	Praw.g_00787	Syak.g_01231
OG0000509	Praw.g_00785	Syak.g_01229
OG0000510	Praw.g_00784	Syak.g_01228
OG0000511	Praw.g_00783	Syak.g_01227
OG0000512	Praw.g_00781	Syak.g_01225
OG0000513	Praw.g_00774	Syak.g_01211
OG0000514	Praw.g_00716	Syak.g_01204
OG0000515	Praw.g_00715	Syak.g_01203
OG0000516	Praw.g_00714	Syak.g_01199
OG0000517	Praw.g_00712	Syak.g_01192
OG0000518	Praw.g_00701	Syak.g_01180
OG0000519	Praw.g_00700	Syak.g_01179
OG0000520	Praw.g_00699	Syak.g_01178
OG0000521	Praw.g_00694	Syak.g_01167
OG0000522	Praw.g_00692	Syak.g_01163
OG0000523	Praw.g_00691	Syak.g_01162
OG0000524	Praw.g_00686	Syak.g_01149
OG0000525	Praw.g_00683	Syak.g_01130
OG0000526	Praw.g_00682	Syak.g_01127
OG0000527	Praw.g_00674	Syak.g_01120
OG0000528	Praw.g_00669	Syak.g_02570
OG0000529	Praw.g_00666	Syak.g_02575
OG0000530	Praw.g_00664	Syak.g_02578
OG0000531	Praw.g_00663	Syak.g_02579
OG0000532	Praw.g_00661	Syak.g_02582
OG0000533	Praw.g_00660	Syak.g_02584
OG0000534	Praw.g_00659	Syak.g_02585
OG0000535	Praw.g_00658	Syak.g_02586
OG0000536	Praw.g_00657	Syak.g_02587
OG0000537	Praw.g_00656	Syak.g_02588
OG0000538	Praw.g_00648	Syak.g_02600
OG0000539	Praw.g_00647	Syak.g_02601
OG0000540	Praw.g_00646	Syak.g_02602
OG0000541	Praw.g_00645	Syak.g_02603
OG0000542	Praw.g_00643	Syak.g_02606
OG0000543	Praw.g_00641	Syak.g_02608
OG0000544	Praw.g_00640	Syak.g_02609
OG0000545	Praw.g_00638	Syak.g_02611
OG0000546	Praw.g_00635	Syak.g_02613
OG0000547	Praw.g_00633	Syak.g_02615
OG0000548	Praw.g_00632	Syak.g_02616
OG0000549	Praw.g_00630	Syak.g_02622
OG0000550	Praw.g_00625	Syak.g_02626
OG0000551	Praw.g_00621	Syak.g_02631
OG0000552	Praw.g_00620	Syak.g_02632
OG0000553	Praw.g_00619	Syak.g_02636
OG0000554	Praw.g_00614	Syak.g_02641
OG0000555	Praw.g_00606	Syak.g_02657
OG0000556	Praw.g_00604	Syak.g_02661
OG0000557	Praw.g_00603	Syak.g_02663
OG0000558	Praw.g_00601	Syak.g_02666
OG0000559	Praw.g_00597	Syak.g_02670
OG0000560	Praw.g_00594	Syak.g_02672
OG0000561	Praw.g_00593	Syak.g_02673
OG0000562	Praw.g_00592	Syak.g_02674
OG0000563	Praw.g_00591	Syak.g_02675
OG0000564	Praw.g_00590	Syak.g_02676
OG0000565	Praw.g_00587	Syak.g_02679
OG0000566	Praw.g_00585	Syak.g_02683
OG0000567	Praw.g_00581	Syak.g_02687
OG0000568	Praw.g_00580	Syak.g_02690
OG0000569	Praw.g_00579	Syak.g_02691
OG0000570	Praw.g_00578	Syak.g_02692
OG0000571	Praw.g_00576	Syak.g_02696
OG0000572	Praw.g_01933	Syak.g_02713
OG0000573	Praw.g_01938	Syak.g_02723
OG0000574	Praw.g_01939	Syak.g_02724
OG0000575	Praw.g_01943	Syak.g_02729
OG0000576	Praw.g_01945	Syak.g_02731
OG0000577	Praw.g_01946	Syak.g_02732
OG0000578	Praw.g_01947	Syak.g_02733
OG0000579	Praw.g_01948	Syak.g_02734
OG0000580	Praw.g_01949	Syak.g_02735
OG0000581	Praw.g_00141	Syak.g_02742
OG0000582	Praw.g_00144	Syak.g_02748
OG0000583	Praw.g_00145	Syak.g_02749
OG0000584	Praw.g_00146	Syak.g_02750
OG0000585	Praw.g_00148	Syak.g_02753
OG0000586	Praw.g_00149	Syak.g_02754
