Orthogroup	Praw	Prad
OG0000062	Praw.g_00415	Prad.g_00436
OG0000063	Praw.g_01395	Prad.g_01953
OG0000065	Praw.g_01328	Prad.g_01886
OG0000066	Praw.g_00609	Prad.g_00090
OG0000067	Praw.g_01697	Prad.g_01146
OG0000068	Praw.g_01016	Prad.g_00594
OG0000069	Praw.g_00448	Prad.g_00400
OG0000070	Praw.g_00697	Prad.g_00057
OG0000071	Praw.g_00981	Prad.g_00628
OG0000072	Praw.g_01264	Prad.g_01820
OG0000073	Praw.g_00649	Prad.g_00130
OG0000074	Praw.g_01840	Prad.g_01256
OG0000075	Praw.g_00064	Prad.g_00775
OG0000076	Praw.g_00039	Prad.g_01631
OG0000077	Praw.g_01356	Prad.g_01915
OG0000078	Praw.g_01196	Prad.g_01752
OG0000081	Praw.g_00617	Prad.g_00098
OG0000082	Praw.g_01932	Prad.g_01374
OG0000083	Praw.g_01769	Prad.g_01082
OG0000083	Praw.g_00958	Prad.g_00345
OG0000083	Praw.g_01775	Prad.g_01075
OG0000084	Praw.g_01087	Prad.g_00519
OG0000085	Praw.g_00508	Prad.g_00948
OG0000086	Praw.g_01346	Prad.g_01905
OG0000087	Praw.g_01296	Prad.g_01854
OG0000088	Praw.g_01269	Prad.g_01825
OG0000089	Praw.g_00776	Prad.g_00755
OG0000090	Praw.g_00615	Prad.g_00096
OG0000091	Praw.g_01880	Prad.g_01431
OG0000092	Praw.g_01592	Prad.g_00240
OG0000093	Praw.g_01571	Prad.g_00218
OG0000094	Praw.g_01486	Prad.g_01038
OG0000095	Praw.g_01467	Prad.g_01018
OG0000096	Praw.g_00184	Prad.g_00650
OG0000096	Praw.g_00945	Prad.g_00330
OG0000097	Praw.g_00275	Prad.g_01454
OG0000098	Praw.g_00997	Prad.g_00612
OG0000099	Praw.g_01051	Prad.g_00566
OG0000100	Praw.g_00411	Prad.g_00440
OG0000101	Praw.g_00096	Prad.g_00807
OG0000102	Praw.g_00034	Prad.g_01626
OG0000103	Praw.g_01148	Prad.g_01548
OG0000104	Praw.g_01140	Prad.g_01540
OG0000105	Praw.g_00860	Prad.g_01717
OG0000106	Praw.g_00762	Prad.g_00739
OG0000107	Praw.g_00748	Prad.g_00724
OG0000108	Praw.g_00667	Prad.g_00027
OG0000109	Praw.g_00654	Prad.g_00013
OG0000110	Praw.g_01922	Prad.g_01364
OG0000111	Praw.g_01823	Prad.g_01273
OG0000112	Praw.g_01732	Prad.g_01109
OG0000113	Praw.g_01675	Prad.g_01168
OG0000114	Praw.g_01597	Prad.g_00245
OG0000115	Praw.g_00178	Prad.g_00641
OG0000116	Praw.g_00224	Prad.g_01506
OG0000117	Praw.g_00926	Prad.g_01214
OG0000118	Praw.g_00993	Prad.g_00616
OG0000119	Praw.g_01012	Prad.g_00598
OG0000120	Praw.g_01050	Prad.g_00564
OG0000121	Praw.g_01078	Prad.g_00513
OG0000122	Praw.g_00377	Prad.g_00474
OG0000123	Praw.g_00089	Prad.g_00800
OG0000124	Praw.g_00023	Prad.g_01616
OG0000125	Praw.g_01180	Prad.g_01580
OG0000126	Praw.g_01141	Prad.g_01541
OG0000128	Praw.g_01125	Prad.g_01975
OG0000129	Praw.g_01384	Prad.g_01943
OG0000130	Praw.g_01365	Prad.g_01924
OG0000131	Praw.g_01290	Prad.g_01846
OG0000132	Praw.g_01271	Prad.g_01827
OG0000133	Praw.g_00812	Prad.g_01669
OG0000134	Praw.g_00775	Prad.g_00754
OG0000135	Praw.g_00751	Prad.g_00727
OG0000136	Praw.g_00706	Prad.g_00066
OG0000137	Praw.g_00672	Prad.g_00032
OG0000138	Praw.g_00653	Prad.g_00012
OG0000139	Praw.g_00611	Prad.g_00092
OG0000140	Praw.g_00610	Prad.g_00091
OG0000141	Praw.g_00143	Prad.g_01396
OG0000142	Praw.g_01887	Prad.g_01424
OG0000143	Praw.g_01883	Prad.g_01428
OG0000144	Praw.g_01870	Prad.g_01226
OG0000145	Praw.g_01745	Prad.g_01107
OG0000146	Praw.g_01731	Prad.g_01110
OG0000147	Praw.g_01730	Prad.g_01111
OG0000148	Praw.g_01681	Prad.g_01162
OG0000149	Praw.g_01652	Prad.g_00301
OG0000150	Praw.g_01644	Prad.g_00293
OG0000151	Praw.g_01587	Prad.g_00235
OG0000152	Praw.g_01539	Prad.g_00186
OG0000153	Praw.g_01520	Prad.g_00167
OG0000154	Praw.g_01493	Prad.g_00139
OG0000155	Praw.g_00254	Prad.g_01476
OG0000156	Praw.g_00968	Prad.g_00359
OG0000157	Praw.g_00969	Prad.g_00360
OG0000158	Praw.g_01052	Prad.g_00567
OG0000159	Praw.g_01054	Prad.g_00563
OG0000160	Praw.g_01079, Praw.g_01080	Prad.g_00514
OG0000161	Praw.g_00344	Prad.g_00508
OG0000162	Praw.g_00350	Prad.g_00502
OG0000163	Praw.g_00384	Prad.g_00467
OG0000164	Praw.g_00539	Prad.g_00917
OG0000165	Praw.g_00546	Prad.g_00910
OG0000166	Praw.g_00132	Prad.g_00843
OG0000167	Praw.g_00066	Prad.g_00777
OG0000168	Praw.g_00056	Prad.g_00767
OG0000169	Praw.g_00046	Prad.g_01637
OG0000170	Praw.g_00044	Prad.g_01635
OG0000171	Praw.g_00024	Prad.g_01617
OG0000172	Praw.g_00016	Prad.g_01609
OG0000173	Praw.g_00001	Prad.g_01594
OG0000174	Praw.g_01166	Prad.g_01566
OG0000175	Praw.g_01156	Prad.g_01556
OG0000176	Praw.g_01132	Prad.g_01532
OG0000177	Praw.g_01131	Prad.g_01531
OG0000178	Praw.g_01130	Prad.g_01530
OG0000179	Praw.g_01412	Prad.g_01970
OG0000180	Praw.g_01411	Prad.g_01969
OG0000181	Praw.g_01410	Prad.g_01968
OG0000182	Praw.g_01409	Prad.g_01967
OG0000183	Praw.g_01405	Prad.g_01963
OG0000184	Praw.g_01382	Prad.g_01940
OG0000185	Praw.g_01379	Prad.g_01937
OG0000186	Praw.g_01370	Prad.g_01929
OG0000187	Praw.g_01369	Prad.g_01928
OG0000188	Praw.g_01352	Prad.g_01911
OG0000189	Praw.g_01339	Prad.g_01897
OG0000190	Praw.g_01338	Prad.g_01896
OG0000191	Praw.g_01318	Prad.g_01876
OG0000192	Praw.g_01314	Prad.g_01872
OG0000193	Praw.g_01289	Prad.g_01845
OG0000194	Praw.g_01286	Prad.g_01842
OG0000195	Praw.g_01284	Prad.g_01840
OG0000196	Praw.g_01274	Prad.g_01830
OG0000197	Praw.g_01273	Prad.g_01829
OG0000198	Praw.g_01272	Prad.g_01828
OG0000199	Praw.g_01265	Prad.g_01821
OG0000200	Praw.g_01251	Prad.g_01807
OG0000201	Praw.g_01243	Prad.g_01799
OG0000202	Praw.g_01242	Prad.g_01798
OG0000203	Praw.g_01241	Prad.g_01797
OG0000204	Praw.g_01240	Prad.g_01796
OG0000205	Praw.g_01233	Prad.g_01789
OG0000206	Praw.g_01228	Prad.g_01784
OG0000207	Praw.g_01226	Prad.g_01782
OG0000208	Praw.g_01225	Prad.g_01781
OG0000209	Praw.g_01216	Prad.g_01772
OG0000210	Praw.g_01215	Prad.g_01771
OG0000211	Praw.g_01202	Prad.g_01758
OG0000212	Praw.g_01195	Prad.g_01751
OG0000213	Praw.g_00876	Prad.g_01734
OG0000214	Praw.g_00867	Prad.g_01724
OG0000215	Praw.g_00842	Prad.g_01699
OG0000216	Praw.g_00840	Prad.g_01697
OG0000217	Praw.g_00837	Prad.g_01694
OG0000218	Praw.g_00835	Prad.g_01692
OG0000219	Praw.g_00834	Prad.g_01691
OG0000220	Praw.g_00833	Prad.g_01690
OG0000221	Praw.g_00832	Prad.g_01689
OG0000222	Praw.g_00824	Prad.g_01681
OG0000223	Praw.g_00811	Prad.g_01668
OG0000224	Praw.g_00809	Prad.g_01666
OG0000225	Praw.g_00786	Prad.g_01645
OG0000226	Praw.g_00782	Prad.g_00761
OG0000227	Praw.g_00780	Prad.g_00759
OG0000228	Praw.g_00777	Prad.g_00756
OG0000229	Praw.g_00711	Prad.g_00666
OG0000230	Praw.g_00709	Prad.g_00069
OG0000231	Praw.g_00698	Prad.g_00058
OG0000232	Praw.g_00689	Prad.g_00049
OG0000233	Praw.g_00684	Prad.g_00043
OG0000234	Praw.g_00671	Prad.g_00031
OG0000235	Praw.g_00668	Prad.g_00028
OG0000236	Praw.g_00655	Prad.g_00014
OG0000237	Praw.g_00642	Prad.g_00123
OG0000238	Praw.g_00636	Prad.g_00117
OG0000239	Praw.g_00623	Prad.g_00104
OG0000240	Praw.g_00622	Prad.g_00103
OG0000241	Praw.g_00618	Prad.g_00099
OG0000242	Praw.g_00616	Prad.g_00097
OG0000243	Praw.g_00605	Prad.g_01333
OG0000244	Praw.g_00602	Prad.g_01336
OG0000245	Praw.g_00600	Prad.g_01338
OG0000246	Praw.g_00596	Prad.g_01342
OG0000247	Praw.g_00586	Prad.g_01352
OG0000248	Praw.g_00584	Prad.g_01354
OG0000249	Praw.g_00582	Prad.g_01356
OG0000250	Praw.g_00577	Prad.g_01361
OG0000251	Praw.g_01937	Prad.g_01380
OG0000252	Praw.g_01940	Prad.g_01383
OG0000253	Praw.g_01941	Prad.g_01384
OG0000254	Praw.g_00147	Prad.g_01400
OG0000255	Praw.g_00153	Prad.g_01406
OG0000256	Praw.g_00163	Prad.g_01416
OG0000257	Praw.g_00166	Prad.g_01419
OG0000258	Praw.g_01879	Prad.g_01432
OG0000259	Praw.g_01862	Prad.g_01234
OG0000260	Praw.g_01859	Prad.g_01237
OG0000261	Praw.g_01857	Prad.g_01239
OG0000262	Praw.g_01853	Prad.g_01243
OG0000263	Praw.g_01841	Prad.g_01255
OG0000264	Praw.g_01831	Prad.g_01265
OG0000265	Praw.g_01809	Prad.g_01049
OG0000266	Praw.g_01799	Prad.g_01059
OG0000267	Praw.g_01788	Prad.g_01070
OG0000268	Praw.g_01787	Prad.g_01071
OG0000269	Praw.g_01702	Prad.g_01141
OG0000270	Praw.g_01699	Prad.g_01144
OG0000271	Praw.g_01691	Prad.g_01152
OG0000272	Praw.g_01690	Prad.g_01153
OG0000273	Praw.g_01668	Prad.g_01176
OG0000274	Praw.g_01667	Prad.g_01177
OG0000275	Praw.g_01665	Prad.g_01180
OG0000276	Praw.g_01660	Prad.g_01185
OG0000277	Praw.g_01659	Prad.g_00308
OG0000278	Praw.g_01656	Prad.g_00305
OG0000279	Praw.g_01649	Prad.g_00298
OG0000280	Praw.g_01648	Prad.g_00297
OG0000281	Praw.g_01643	Prad.g_00292
OG0000282	Praw.g_01595	Prad.g_00243
OG0000283	Praw.g_01562	Prad.g_00209
OG0000284	Praw.g_01557	Prad.g_00204
OG0000285	Praw.g_01552	Prad.g_00199
OG0000286	Praw.g_01540	Prad.g_00187
OG0000287	Praw.g_01523	Prad.g_00170
OG0000288	Praw.g_01494	Prad.g_00140
OG0000289	Praw.g_01483	Prad.g_01035
OG0000290	Praw.g_01470	Prad.g_01021
OG0000291	Praw.g_01468	Prad.g_01019
OG0000292	Praw.g_01418	Prad.g_00972
OG0000293	Praw.g_00225	Prad.g_01505
OG0000294	Praw.g_00226	Prad.g_01504
OG0000295	Praw.g_00246	Prad.g_01484
OG0000296	Praw.g_00248	Prad.g_01482
OG0000297	Praw.g_00256	Prad.g_01474
OG0000298	Praw.g_00257	Prad.g_01473
OG0000299	Praw.g_00274	Prad.g_01455
OG0000300	Praw.g_00277	Prad.g_01452
OG0000301	Praw.g_00278	Prad.g_01451
OG0000302	Praw.g_00280	Prad.g_01449
OG0000303	Praw.g_00287	Prad.g_01442
OG0000304	Praw.g_00291	Prad.g_01438
OG0000305	Praw.g_01008	Prad.g_00602
OG0000306	Praw.g_01011	Prad.g_00599
OG0000307	Praw.g_01025	Prad.g_00585
OG0000308	Praw.g_01026	Prad.g_00584
OG0000309	Praw.g_01030	Prad.g_00580
OG0000310	Praw.g_01098	Prad.g_00530
OG0000311	Praw.g_01096	Prad.g_00528
OG0000312	Praw.g_01093	Prad.g_00525
OG0000313	Praw.g_01076	Prad.g_00511
OG0000314	Praw.g_00363	Prad.g_00487
OG0000315	Praw.g_00374	Prad.g_00477
OG0000316	Praw.g_00394	Prad.g_00457
OG0000317	Praw.g_00513	Prad.g_00943
OG0000318	Praw.g_00516	Prad.g_00940
OG0000319	Praw.g_00529	Prad.g_00927
OG0000320	Praw.g_00531	Prad.g_00925
OG0000321	Praw.g_00532	Prad.g_00924
OG0000322	Praw.g_00533	Prad.g_00923
OG0000323	Praw.g_00542	Prad.g_00914
OG0000324	Praw.g_00569	Prad.g_00887
OG0000325	Praw.g_01916	Prad.g_00878
OG0000326	Praw.g_01910	Prad.g_00872
OG0000327	Praw.g_00137	Prad.g_00848
OG0000328	Praw.g_00136	Prad.g_00847
OG0000329	Praw.g_00119	Prad.g_00830
OG0000330	Praw.g_00118	Prad.g_00829
OG0000331	Praw.g_00117	Prad.g_00828
OG0000332	Praw.g_00103	Prad.g_00814
OG0000333	Praw.g_00101	Prad.g_00812
OG0000334	Praw.g_00093	Prad.g_00804
OG0000335	Praw.g_00088	Prad.g_00799
OG0000336	Praw.g_00084	Prad.g_00795
OG0000337	Praw.g_00068	Prad.g_00779
OG0000338	Praw.g_00067	Prad.g_00778
OG0000339	Praw.g_00063	Prad.g_00774
OG0000340	Praw.g_00055	Prad.g_00766, Prad.g_01294
OG0000341	Praw.g_00053	Prad.g_00764
OG0000342	Praw.g_00052	Prad.g_00763
OG0000343	Praw.g_00051	Prad.g_00762
OG0000344	Praw.g_00048	Prad.g_01639
OG0000345	Praw.g_00043	Prad.g_01634
OG0000346	Praw.g_00038	Prad.g_01630
OG0000347	Praw.g_00022	Prad.g_01615
OG0000348	Praw.g_00013	Prad.g_01606
OG0000349	Praw.g_01189	Prad.g_01589
OG0000350	Praw.g_01170	Prad.g_01570
OG0000351	Praw.g_01153	Prad.g_01553
OG0000352	Praw.g_01152	Prad.g_01552
OG0000353	Praw.g_01137	Prad.g_01537
OG0000354	Praw.g_00910	Prad.g_01041
OG0000355	Praw.g_01135	Prad.g_01535
OG0000356	Praw.g_01134	Prad.g_01534
OG0000357	Praw.g_01133	Prad.g_01533
OG0000358	Praw.g_01129	Prad.g_01529
OG0000359	Praw.g_01128	Prad.g_01528
OG0000360	Praw.g_01127	Prad.g_01527
OG0000361	Praw.g_01126	Prad.g_01976
OG0000362	Praw.g_01124	Prad.g_01974
OG0000363	Praw.g_01414	Prad.g_01972
OG0000364	Praw.g_01413	Prad.g_01971
OG0000365	Praw.g_01408	Prad.g_01966
OG0000366	Praw.g_01407	Prad.g_01965
OG0000367	Praw.g_01406	Prad.g_01964
OG0000368	Praw.g_01404	Prad.g_01962
OG0000369	Praw.g_01403	Prad.g_01961
OG0000370	Praw.g_01402	Prad.g_01960
OG0000371	Praw.g_01396	Prad.g_01954
OG0000372	Praw.g_01393	Prad.g_01951
OG0000373	Praw.g_01392	Prad.g_01950
OG0000374	Praw.g_01391	Prad.g_01949
OG0000375	Praw.g_01388	Prad.g_01947
OG0000376	Praw.g_01386	Prad.g_01945
OG0000377	Praw.g_01383	Prad.g_01941
OG0000378	Praw.g_01381	Prad.g_01939
OG0000379	Praw.g_01378	Prad.g_01936
OG0000380	Praw.g_01368	Prad.g_01927
OG0000381	Praw.g_01364	Prad.g_01923
OG0000382	Praw.g_01353	Prad.g_01912
OG0000383	Praw.g_01351	Prad.g_01910
OG0000384	Praw.g_01350	Prad.g_01909
OG0000385	Praw.g_01349	Prad.g_01908
OG0000386	Praw.g_01348	Prad.g_01907
OG0000387	Praw.g_01336	Prad.g_01894
OG0000388	Praw.g_01333	Prad.g_01891
OG0000389	Praw.g_01329	Prad.g_01887
OG0000390	Praw.g_01322	Prad.g_01880
OG0000391	Praw.g_01319	Prad.g_01877
OG0000392	Praw.g_01315	Prad.g_01873
OG0000393	Praw.g_01313	Prad.g_01871
OG0000394	Praw.g_01312	Prad.g_01870
OG0000395	Praw.g_01311	Prad.g_01869
OG0000396	Praw.g_01308	Prad.g_01866
OG0000397	Praw.g_01306	Prad.g_01864
OG0000398	Praw.g_01304	Prad.g_01862
OG0000399	Praw.g_01303	Prad.g_01861
OG0000400	Praw.g_01302	Prad.g_01860
OG0000401	Praw.g_01301	Prad.g_01859
OG0000402	Praw.g_01299	Prad.g_01857
OG0000403	Praw.g_01298	Prad.g_01856
OG0000404	Praw.g_01297	Prad.g_01855
OG0000405	Praw.g_01293	Prad.g_01851
OG0000406	Praw.g_01288	Prad.g_01844
OG0000407	Praw.g_01287	Prad.g_01843
OG0000408	Praw.g_01285	Prad.g_01841
OG0000409	Praw.g_01283	Prad.g_01839
OG0000410	Praw.g_01282	Prad.g_01838
OG0000411	Praw.g_01281	Prad.g_01837
OG0000412	Praw.g_01280	Prad.g_01836
OG0000413	Praw.g_01279	Prad.g_01835
OG0000414	Praw.g_01278	Prad.g_01834
OG0000415	Praw.g_01277	Prad.g_01833
OG0000416	Praw.g_01276	Prad.g_01832
OG0000417	Praw.g_01275	Prad.g_01831
OG0000418	Praw.g_01270	Prad.g_01826
OG0000419	Praw.g_01268	Prad.g_01824
OG0000420	Praw.g_01267	Prad.g_01823
OG0000421	Praw.g_01262	Prad.g_01818
OG0000422	Praw.g_01261	Prad.g_01817
OG0000423	Praw.g_01260	Prad.g_01816
OG0000424	Praw.g_01259	Prad.g_01815
OG0000425	Praw.g_01258	Prad.g_01814
OG0000426	Praw.g_01257	Prad.g_01813
OG0000427	Praw.g_01256	Prad.g_01812
OG0000428	Praw.g_01254	Prad.g_01810
OG0000429	Praw.g_01253	Prad.g_01809
OG0000430	Praw.g_01252	Prad.g_01808
OG0000431	Praw.g_01250	Prad.g_01806
OG0000432	Praw.g_01247	Prad.g_01803
OG0000433	Praw.g_01246	Prad.g_01802
OG0000434	Praw.g_01245	Prad.g_01801
OG0000435	Praw.g_01244	Prad.g_01800
OG0000436	Praw.g_01239	Prad.g_01795
OG0000437	Praw.g_01238	Prad.g_01794
OG0000438	Praw.g_01237	Prad.g_01793
OG0000439	Praw.g_01235	Prad.g_01791
OG0000440	Praw.g_01234	Prad.g_01790
OG0000441	Praw.g_01231	Prad.g_01787
OG0000442	Praw.g_01230	Prad.g_01786
OG0000443	Praw.g_01229	Prad.g_01785
OG0000444	Praw.g_01224	Prad.g_01780
OG0000445	Praw.g_01223	Prad.g_01779
OG0000446	Praw.g_01222	Prad.g_01778
OG0000447	Praw.g_01221	Prad.g_01777
OG0000448	Praw.g_01220	Prad.g_01776
OG0000449	Praw.g_01219	Prad.g_01775
OG0000450	Praw.g_01218	Prad.g_01774
OG0000451	Praw.g_01217	Prad.g_01773
OG0000452	Praw.g_01214	Prad.g_01770
OG0000453	Praw.g_01213	Prad.g_01769
OG0000454	Praw.g_01212	Prad.g_01768
OG0000455	Praw.g_01211	Prad.g_01767
OG0000456	Praw.g_01210	Prad.g_01766
OG0000457	Praw.g_01209	Prad.g_01765
OG0000458	Praw.g_01208	Prad.g_01764
OG0000459	Praw.g_01207	Prad.g_01763
OG0000460	Praw.g_01200	Prad.g_01756
OG0000461	Praw.g_00891	Prad.g_01749
OG0000462	Praw.g_00889	Prad.g_01747
OG0000463	Praw.g_00888	Prad.g_01746
OG0000464	Praw.g_00887	Prad.g_01745
OG0000465	Praw.g_00886	Prad.g_01744
OG0000466	Praw.g_00883	Prad.g_01741
OG0000467	Praw.g_00882	Prad.g_01740
OG0000468	Praw.g_00880	Prad.g_01738
OG0000469	Praw.g_00872	Prad.g_01729
OG0000470	Praw.g_00870	Prad.g_01727
OG0000471	Praw.g_00869	Prad.g_01726
OG0000472	Praw.g_00868	Prad.g_01725
OG0000473	Praw.g_00866	Prad.g_01723
OG0000474	Praw.g_00865	Prad.g_01722
OG0000475	Praw.g_00864	Prad.g_01721
OG0000476	Praw.g_00863	Prad.g_01720
OG0000477	Praw.g_00859	Prad.g_01716
OG0000478	Praw.g_00858	Prad.g_01715
OG0000479	Praw.g_00857	Prad.g_01714
OG0000480	Praw.g_00852	Prad.g_01709
OG0000481	Praw.g_00850	Prad.g_01707
OG0000482	Praw.g_00849	Prad.g_01706
OG0000483	Praw.g_00846	Prad.g_01703
OG0000484	Praw.g_00845	Prad.g_01702
OG0000485	Praw.g_00844	Prad.g_01701
OG0000486	Praw.g_00843	Prad.g_01700
OG0000487	Praw.g_00839	Prad.g_01696
OG0000488	Praw.g_00836	Prad.g_01693
OG0000489	Praw.g_00831	Prad.g_01688
OG0000490	Praw.g_00826	Prad.g_01683
OG0000491	Praw.g_00825	Prad.g_01682
OG0000492	Praw.g_00823	Prad.g_01680
OG0000493	Praw.g_00822	Prad.g_01679
OG0000494	Praw.g_00821	Prad.g_01678
OG0000495	Praw.g_00820	Prad.g_01677
OG0000496	Praw.g_00819	Prad.g_01676
OG0000497	Praw.g_00818	Prad.g_01675
OG0000498	Praw.g_00817	Prad.g_01674
OG0000499	Praw.g_00816	Prad.g_01673
OG0000500	Praw.g_00815	Prad.g_01672
OG0000501	Praw.g_00813	Prad.g_01670
OG0000502	Praw.g_00810	Prad.g_01667
OG0000503	Praw.g_00796	Prad.g_01657
OG0000504	Praw.g_00795	Prad.g_01656
OG0000505	Praw.g_00794	Prad.g_01655
OG0000506	Praw.g_00792	Prad.g_01653
OG0000507	Praw.g_00790	Prad.g_01650
OG0000508	Praw.g_00787	Prad.g_01646
OG0000509	Praw.g_00785	Prad.g_01644
OG0000510	Praw.g_00784	Prad.g_01643
OG0000511	Praw.g_00783	Prad.g_01642
OG0000512	Praw.g_00781	Prad.g_00760
OG0000513	Praw.g_00774	Prad.g_00753
OG0000514	Praw.g_00716	Prad.g_00671
OG0000515	Praw.g_00715	Prad.g_00670
OG0000516	Praw.g_00714	Prad.g_00669
OG0000517	Praw.g_00712	Prad.g_00667
OG0000518	Praw.g_00701	Prad.g_00061
OG0000519	Praw.g_00700	Prad.g_00060
OG0000520	Praw.g_00699	Prad.g_00059
OG0000521	Praw.g_00694	Prad.g_00054
OG0000522	Praw.g_00692	Prad.g_00052
OG0000523	Praw.g_00691	Prad.g_00051
OG0000524	Praw.g_00686	Prad.g_00045
OG0000525	Praw.g_00683	Prad.g_00042
OG0000526	Praw.g_00682	Prad.g_00041
OG0000527	Praw.g_00674	Prad.g_00034
OG0000528	Praw.g_00669	Prad.g_00029
OG0000529	Praw.g_00666	Prad.g_00026
OG0000530	Praw.g_00664	Prad.g_00023
OG0000531	Praw.g_00663	Prad.g_00022
OG0000532	Praw.g_00661	Prad.g_00020
OG0000533	Praw.g_00660	Prad.g_00019
OG0000534	Praw.g_00659	Prad.g_00018
OG0000535	Praw.g_00658	Prad.g_00017
OG0000536	Praw.g_00657	Prad.g_00016
OG0000537	Praw.g_00656	Prad.g_00015
OG0000538	Praw.g_00648	Prad.g_00129
OG0000539	Praw.g_00647	Prad.g_00128
OG0000540	Praw.g_00646	Prad.g_00127
OG0000541	Praw.g_00645	Prad.g_00126
OG0000542	Praw.g_00643	Prad.g_00124
OG0000543	Praw.g_00641	Prad.g_00122
OG0000544	Praw.g_00640	Prad.g_00121
OG0000545	Praw.g_00638	Prad.g_00119
OG0000546	Praw.g_00635	Prad.g_00116
OG0000547	Praw.g_00633	Prad.g_00114
OG0000548	Praw.g_00632	Prad.g_00113
OG0000549	Praw.g_00630	Prad.g_00111
OG0000550	Praw.g_00625	Prad.g_00106
OG0000551	Praw.g_00621	Prad.g_00102
OG0000552	Praw.g_00620	Prad.g_00101
OG0000553	Praw.g_00619	Prad.g_00100
OG0000554	Praw.g_00614	Prad.g_00095
OG0000555	Praw.g_00606	Prad.g_01332
OG0000556	Praw.g_00604	Prad.g_01334
OG0000557	Praw.g_00603	Prad.g_01335
OG0000558	Praw.g_00601	Prad.g_01337
OG0000559	Praw.g_00597	Prad.g_01341
OG0000560	Praw.g_00594	Prad.g_01344
