Orthogroup	Syap	Syan
OG0000045	Syap.g_02525	Syan.g_00086
OG0000046	Syap.g_00581, Syap.g_00584, Syap.g_00587, Syap.g_00973	Syan.g_02157, Syan.g_02160
OG0000048	Syap.g_02340	Syan.g_02036
OG0000053	Syap.g_02006	Syan.g_02812
OG0000054	Syap.g_00678	Syan.g_02503
OG0000054	Syap.g_02652	Syan.g_00231
OG0000054	Syap.g_00774	Syan.g_00506
OG0000057	Syap.g_01569	Syan.g_00643, Syan.g_02514, Syan.g_00186
OG0000058	Syap.g_02074	Syan.g_01964
OG0000059	Syap.g_01918	Syan.g_02255
OG0000060	Syap.g_00795	Syan.g_00277
OG0000061	Syap.g_00228	Syan.g_02696
OG0000062	Syap.g_01365	Syan.g_00098
OG0000062	Syap.g_01220	Syan.g_01380
OG0000063	Syap.g_01796	Syan.g_01739
OG0000066	Syap.g_01972	Syan.g_01156
OG0000067	Syap.g_00194	Syan.g_00690
OG0000068	Syap.g_00108, Syap.g_00144	Syan.g_00845
OG0000069	Syap.g_01543, Syap.g_01545	Syan.g_00459
OG0000070	Syap.g_00930, Syap.g_00931, Syap.g_00966, Syap.g_00802, Syap.g_00915, Syap.g_00953	Syan.g_00289
OG0000071	Syap.g_01483	Syan.g_01213
OG0000072	Syap.g_00555	Syan.g_02999
OG0000073	Syap.g_00273	Syan.g_02741
OG0000075	Syap.g_01064	Syan.g_00981
OG0000076	Syap.g_01111	Syan.g_01896
OG0000077	Syap.g_00416	Syan.g_02919, Syan.g_02579
OG0000078	Syap.g_01149	Syan.g_01509, Syan.g_01510, Syan.g_02437
OG0000079	Syap.g_01589	Syan.g_02085
OG0000080	Syap.g_01035	Syan.g_01083
OG0000085	Syap.g_00611	Syan.g_01387
OG0000087	Syap.g_02617, Syap.g_02202, Syap.g_02203	Syan.g_02268
OG0000088	Syap.g_01202	Syan.g_03031
OG0000089	Syap.g_00115, Syap.g_02042	Syan.g_02316
OG0000090	Syap.g_01451	Syan.g_01166
OG0000094	Syap.g_02781	Syan.g_00353
OG0000095	Syap.g_01556	Syan.g_00290
OG0000098	Syap.g_01975	Syan.g_00043
OG0000099	Syap.g_01385	Syan.g_01968
OG0000101	Syap.g_00472	Syan.g_02199
OG0000102	Syap.g_01116	Syan.g_01891
OG0000103	Syap.g_02607	Syan.g_01692
OG0000104	Syap.g_02321, Syap.g_00051, Syap.g_02320	Syan.g_01792
OG0000105	Syap.g_01369, Syap.g_01368	Syan.g_02031
OG0000107	Syap.g_02496	Syan.g_02106
OG0000108	Syap.g_00733, Syap.g_02255	Syan.g_02764
OG0000109	Syap.g_00279, Syap.g_02237	Syan.g_02748
OG0000110	Syap.g_01313	Syan.g_00882
OG0000111	Syap.g_01566, Syap.g_01568	Syan.g_00187
OG0000112	Syap.g_02023	Syan.g_00556, Syan.g_00252
OG0000113	Syap.g_02714	Syan.g_00664
OG0000114	Syap.g_01255	Syan.g_00741
OG0000115	Syap.g_02004	Syan.g_02810
OG0000116	Syap.g_00241	Syan.g_02710
OG0000117	Syap.g_01889	Syan.g_02644
OG0000118	Syap.g_02286	Syan.g_01241, Syan.g_01237
OG0000120	Syap.g_02075	Syan.g_01966
OG0000121	Syap.g_02471	Syan.g_01273
OG0000123	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464	Syan.g_02190
OG0000124	Syap.g_02456, Syap.g_02457, Syap.g_01130	Syan.g_01873
OG0000125	Syap.g_01046	Syan.g_01573
OG0000126	Syap.g_02317, Syap.g_02316	Syan.g_01705
OG0000127	Syap.g_00736	Syan.g_01071
OG0000128	Syap.g_00069	Syan.g_01768
OG0000129	Syap.g_00130	Syan.g_01563
OG0000130	Syap.g_01688, Syap.g_01689	Syan.g_02906, Syan.g_02907
OG0000131	Syap.g_02189	Syan.g_03008
OG0000132	Syap.g_01205	Syan.g_03029
OG0000133	Syap.g_02017	Syan.g_00561
OG0000134	Syap.g_02047	Syan.g_02319
OG0000135	Syap.g_02090	Syan.g_01616
OG0000136	Syap.g_00089	Syan.g_01342
OG0000137	Syap.g_02756	Syan.g_02846
OG0000138	Syap.g_00278	Syan.g_02747
OG0000139	Syap.g_00410	Syan.g_01160
OG0000140	Syap.g_01976	Syan.g_00042
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Syan.g_01032
OG0000142	Syap.g_00895, Syap.g_00894	Syan.g_00816
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Syan.g_00812
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Syan.g_00782
OG0000145	Syap.g_01860, Syap.g_01859	Syan.g_02740
OG0000146	Syap.g_02024	Syan.g_00555, Syan.g_00253
OG0000147	Syap.g_02025	Syan.g_00254, Syan.g_00554
OG0000148	Syap.g_02720	Syan.g_00670
OG0000149	Syap.g_00824	Syan.g_00393
OG0000150	Syap.g_01540	Syan.g_01031
OG0000151	Syap.g_00142	Syan.g_00731
OG0000152	Syap.g_02012	Syan.g_00565
OG0000153	Syap.g_02682	Syan.g_00601
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Syan.g_00363
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Syan.g_02654
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Syan.g_02717
OG0000157	Syap.g_00249, Syap.g_00286	Syan.g_02718
OG0000158	Syap.g_01075	Syan.g_01078, Syan.g_01926
OG0000159	Syap.g_00700	Syan.g_01120
OG0000159	Syap.g_00852	Syan.g_01126
OG0000160	Syap.g_02470, Syap.g_02469	Syan.g_01274
OG0000161	Syap.g_02476	Syan.g_01268
OG0000162	Syap.g_02531	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000164	Syap.g_01391, Syap.g_01392	Syan.g_01440
OG0000165	Syap.g_01381, Syap.g_01382	Syan.g_01448
OG0000166	Syap.g_00512, Syap.g_01238	Syan.g_02239
OG0000167	Syap.g_02080	Syan.g_01941
OG0000168	Syap.g_01076	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Syap.g_01049, Syap.g_01093	Syan.g_01912
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Syan.g_01901
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Syan.g_01875
OG0000172	Syap.g_01143, Syap.g_00635	Syan.g_01810
OG0000173	Syap.g_00982, Syap.g_00983	Syan.g_01720
OG0000174	Syap.g_02092	Syan.g_01619
OG0000175	Syap.g_02654	Syan.g_01678, Syan.g_00258
OG0000176	Syap.g_00059	Syan.g_01801
OG0000177	Syap.g_00061, Syap.g_00060	Syan.g_01775
OG0000178	Syap.g_00062	Syan.g_01774
OG0000179	Syap.g_00077, Syap.g_02638	Syan.g_01759
OG0000180	Syap.g_00078, Syap.g_02640	Syan.g_01758
OG0000181	Syap.g_00079, Syap.g_02641	Syan.g_01757
OG0000182	Syap.g_00080, Syap.g_02642	Syan.g_01756
OG0000183	Syap.g_00084	Syan.g_01752
OG0000184	Syap.g_01337	Syan.g_01549
OG0000185	Syap.g_01322	Syan.g_01540
OG0000186	Syap.g_01684	Syan.g_02902
OG0000187	Syap.g_01686	Syan.g_02904
OG0000188	Syap.g_02547	Syan.g_02926
OG0000191	Syap.g_02233	Syan.g_02300
OG0000192	Syap.g_02224	Syan.g_02294
OG0000193	Syap.g_02188	Syan.g_03009
OG0000194	Syap.g_02183	Syan.g_03012
OG0000195	Syap.g_02180	Syan.g_03014
OG0000196	Syap.g_01208, Syap.g_02167	Syan.g_03026
OG0000197	Syap.g_01207, Syap.g_02166	Syan.g_03027
OG0000198	Syap.g_01206	Syan.g_03028
OG0000199	Syap.g_01197	Syan.g_03037
OG0000200	Syap.g_01181	Syan.g_03055
OG0000201	Syap.g_02265	Syan.g_03074
OG0000202	Syap.g_02264	Syan.g_03075
OG0000203	Syap.g_01601	Syan.g_03076
OG0000204	Syap.g_01602	Syan.g_03077
OG0000205	Syap.g_01616	Syan.g_03087
OG0000206	Syap.g_01628	Syan.g_03095
OG0000207	Syap.g_01426, Syap.g_00424	Syan.g_03100
OG0000208	Syap.g_00426, Syap.g_01425	Syan.g_03101
OG0000209	Syap.g_01906	Syan.g_01521
OG0000210	Syap.g_01905	Syan.g_01522
OG0000211	Syap.g_01160	Syan.g_02416
OG0000212	Syap.g_02664	Syan.g_01508, Syan.g_02438
OG0000213	Syap.g_00107, Syap.g_01599	Syan.g_02059
OG0000214	Syap.g_02344, Syap.g_02345	Syan.g_02040
OG0000215	Syap.g_01347, Syap.g_01629	Syan.g_02010
OG0000216	Syap.g_01634	Syan.g_02006
OG0000217	Syap.g_01638	Syan.g_02001
OG0000218	Syap.g_01641, Syap.g_01640	Syan.g_01999
OG0000219	Syap.g_01642, Syap.g_01643	Syan.g_01998
OG0000220	Syap.g_01645	Syan.g_01997
OG0000221	Syap.g_01646	Syan.g_01994
OG0000222	Syap.g_01669	Syan.g_01981
OG0000223	Syap.g_02072, Syap.g_02073	Syan.g_00228
OG0000224	Syap.g_02064	Syan.g_01959
OG0000225	Syap.g_00553, Syap.g_00552	Syan.g_02997
OG0000226	Syap.g_02029, Syap.g_02144	Syan.g_02990
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Syan.g_02988
OG0000228	Syap.g_00116, Syap.g_02041	Syan.g_02315
OG0000229	Syap.g_02059	Syan.g_02396
OG0000230	Syap.g_02061	Syan.g_02398
OG0000231	Syap.g_02533	Syan.g_01333
OG0000232	Syap.g_02510, Syap.g_02511	Syan.g_02801
OG0000233	Syap.g_02133	Syan.g_02876
OG0000234	Syap.g_02755	Syan.g_02844
OG0000235	Syap.g_00732, Syap.g_02258	Syan.g_02765
OG0000236	Syap.g_02238	Syan.g_02749
OG0000237	Syap.g_00262, Syap.g_00263	Syan.g_02731
OG0000238	Syap.g_00257, Syap.g_00258	Syan.g_02726
OG0000239	Syap.g_02744	Syan.g_01187
OG0000240	Syap.g_02742	Syan.g_01186
OG0000241	Syap.g_00888	Syan.g_00822
OG0000242	Syap.g_01455	Syan.g_01168
OG0000243	Syap.g_01938	Syan.g_00840
OG0000244	Syap.g_01146, Syap.g_01145	Syan.g_00848
OG0000245	Syap.g_01148	Syan.g_00850
OG0000246	Syap.g_00308	Syan.g_00854
OG0000247	Syap.g_00288, Syap.g_00293	Syan.g_00866
OG0000248	Syap.g_00290	Syan.g_00869
OG0000249	Syap.g_01296, Syap.g_01295	Syan.g_00871
OG0000250	Syap.g_01306	Syan.g_00878
OG0000251	Syap.g_00442	Syan.g_00961
OG0000252	Syap.g_01857	Syan.g_00966
OG0000253	Syap.g_00443	Syan.g_01000
OG0000254	Syap.g_01527, Syap.g_01528	Syan.g_01026
OG0000256	Syap.g_01287	Syan.g_00001, Syan.g_01135
OG0000257	Syap.g_00886	Syan.g_00827
OG0000258	Syap.g_00907	Syan.g_00803
OG0000260	Syap.g_01970	Syan.g_00769
OG0000261	Syap.g_01962, Syap.g_01961	Syan.g_00765
OG0000262	Syap.g_01954	Syan.g_00760
OG0000263	Syap.g_00432, Syap.g_00433	Syan.g_02618
OG0000266	Syap.g_00519	Syan.g_00330
OG0000267	Syap.g_02333, Syap.g_02332	Syan.g_00470
OG0000268	Syap.g_00646	Syan.g_00471
OG0000269	Syap.g_00188	Syan.g_00695
OG0000270	Syap.g_00192	Syan.g_00692
OG0000271	Syap.g_00200, Syap.g_00201	Syan.g_00684
OG0000272	Syap.g_00202	Syan.g_00683
OG0000273	Syap.g_02703	Syan.g_00654
OG0000274	Syap.g_02702	Syan.g_00653
OG0000275	Syap.g_01847	Syan.g_00373
OG0000276	Syap.g_01838	Syan.g_00380
OG0000277	Syap.g_01837	Syan.g_00381
OG0000278	Syap.g_01834	Syan.g_00384
OG0000279	Syap.g_00829, Syap.g_00830	Syan.g_00398
OG0000280	Syap.g_00365	Syan.g_00518
OG0000282	Syap.g_01252	Syan.g_00739
OG0000283	Syap.g_01728	Syan.g_00491
OG0000284	Syap.g_01736	Syan.g_00497
OG0000285	Syap.g_01746, Syap.g_01744	Syan.g_00533
OG0000286	Syap.g_02014	Syan.g_00564
OG0000288	Syap.g_02764, Syap.g_02763	Syan.g_00364
OG0000289	Syap.g_02784	Syan.g_00350
OG0000290	Syap.g_01552	Syan.g_00293
OG0000291	Syap.g_01554	Syan.g_00291
OG0000292	Syap.g_02314	Syan.g_01703
OG0000293	Syap.g_00240	Syan.g_02709
OG0000294	Syap.g_00239	Syan.g_02708
OG0000295	Syap.g_00206	Syan.g_02662
OG0000296	Syap.g_00204	Syan.g_02660
OG0000297	Syap.g_01887	Syan.g_02646
OG0000298	Syap.g_01888	Syan.g_02645
OG0000299	Syap.g_02620	Syan.g_02601
OG0000302	Syap.g_02444, Syap.g_02445	Syan.g_02591
OG0000303	Syap.g_02435	Syan.g_02582
OG0000304	Syap.g_02430	Syan.g_02556
OG0000305	Syap.g_01557	Syan.g_00195
OG0000306	Syap.g_01966	Syan.g_00087
OG0000307	Syap.g_02517	Syan.g_02782
OG0000308	Syap.g_02514, Syap.g_02515	Syan.g_02784
OG0000309	Syap.g_02198, Syap.g_02446	Syan.g_02883
OG0000310	Syap.g_02660, Syap.g_02661	Syan.g_01304
OG0000311	Syap.g_02657	Syan.g_01299
OG0000312	Syap.g_02114	Syan.g_01290
OG0000313	Syap.g_02473	Syan.g_01271
OG0000314	Syap.g_00007	Syan.g_02823
OG0000315	Syap.g_00017	Syan.g_02833
OG0000316	Syap.g_00030	Syan.g_01354
OG0000317	Syap.g_00618	Syan.g_01396
OG0000318	Syap.g_00622, Syap.g_02786	Syan.g_01401
OG0000319	Syap.g_01764, Syap.g_01771	Syan.g_01425
OG0000320	Syap.g_01761, Syap.g_01769	Syan.g_01427
OG0000321	Syap.g_01760, Syap.g_01768	Syan.g_01428
OG0000322	Syap.g_01759, Syap.g_01767	Syan.g_01429
OG0000323	Syap.g_01389	Syan.g_01442
OG0000324	Syap.g_01503	Syan.g_01472
OG0000325	Syap.g_02680	Syan.g_02107
OG0000326	Syap.g_00544	Syan.g_02114
OG0000327	Syap.g_01233, Syap.g_01913	Syan.g_02244
OG0000328	Syap.g_01234, Syap.g_01912	Syan.g_02243
OG0000329	Syap.g_00498	Syan.g_02225
OG0000330	Syap.g_00497	Syan.g_02224
OG0000331	Syap.g_00496	Syan.g_02223
OG0000332	Syap.g_00481	Syan.g_02208
OG0000333	Syap.g_00478	Syan.g_02205
OG0000334	Syap.g_00468	Syan.g_00247, Syan.g_02194
OG0000335	Syap.g_00101, Syap.g_00463	Syan.g_02189
OG0000336	Syap.g_00607	Syan.g_02185
OG0000337	Syap.g_01054	Syan.g_01949
OG0000338	Syap.g_01059	Syan.g_01943
OG0000339	Syap.g_01068	Syan.g_01935, Syan.g_00264
OG0000340	Syap.g_01077	Syan.g_01923
OG0000341	Syap.g_01079	Syan.g_01921
OG0000342	Syap.g_01080, Syap.g_02477	Syan.g_01920
OG0000343	Syap.g_01086, Syap.g_02078	Syan.g_01918
OG0000344	Syap.g_01091	Syan.g_01914
OG0000345	Syap.g_01107, Syap.g_01470	Syan.g_01900
OG0000346	Syap.g_01113	Syan.g_01895
OG0000347	Syap.g_01131, Syap.g_02459	Syan.g_01867
OG0000348	Syap.g_00632	Syan.g_01803
OG0000349	Syap.g_00110, Syap.g_01813	Syan.g_01727
OG0000351	Syap.g_02594	Syan.g_01682
OG0000352	Syap.g_02596, Syap.g_02597	Syan.g_01683
OG0000353	Syap.g_00054	Syan.g_01795
OG0000354	Syap.g_00075, Syap.g_02635	Syan.g_01761
OG0000355	Syap.g_00056	Syan.g_01797
OG0000356	Syap.g_00057	Syan.g_01798
OG0000357	Syap.g_00058	Syan.g_01800
OG0000358	Syap.g_00063	Syan.g_01773
OG0000359	Syap.g_00065	Syan.g_01771
OG0000360	Syap.g_00067	Syan.g_01770
OG0000361	Syap.g_00068	Syan.g_01769
OG0000362	Syap.g_00070	Syan.g_01767
OG0000363	Syap.g_00072	Syan.g_01765
OG0000364	Syap.g_00620	Syan.g_01398
OG0000365	Syap.g_00081	Syan.g_01755
OG0000366	Syap.g_00082	Syan.g_01754
OG0000367	Syap.g_00083	Syan.g_01753
OG0000368	Syap.g_00085	Syan.g_01751
OG0000369	Syap.g_00086	Syan.g_01750
OG0000370	Syap.g_00087	Syan.g_01749
OG0000372	Syap.g_01805	Syan.g_01734
OG0000373	Syap.g_01806	Syan.g_01733
OG0000374	Syap.g_01807	Syan.g_01732
OG0000375	Syap.g_01808	Syan.g_01731
OG0000376	Syap.g_01811	Syan.g_01729
OG0000377	Syap.g_00128	Syan.g_01555
OG0000378	Syap.g_01326	Syan.g_01543
OG0000380	Syap.g_01687	Syan.g_02905
OG0000381	Syap.g_01690	Syan.g_02908
OG0000382	Syap.g_02548	Syan.g_02925
OG0000383	Syap.g_02359	Syan.g_02936
OG0000384	Syap.g_02360	Syan.g_02937
OG0000385	Syap.g_02361	Syan.g_02938
OG0000386	Syap.g_02362	Syan.g_02939
OG0000387	Syap.g_01864	Syan.g_00967
OG0000391	Syap.g_02234	Syan.g_02301
OG0000392	Syap.g_02225	Syan.g_02295
OG0000393	Syap.g_02222	Syan.g_02292
OG0000394	Syap.g_02221	Syan.g_02291
OG0000395	Syap.g_02220	Syan.g_02290
OG0000396	Syap.g_02217	Syan.g_02287
OG0000397	Syap.g_02215	Syan.g_02285
OG0000398	Syap.g_02211	Syan.g_02279
OG0000399	Syap.g_02210	Syan.g_02278
OG0000400	Syap.g_02209	Syan.g_02277
OG0000401	Syap.g_02208	Syan.g_02274
OG0000402	Syap.g_02206	Syan.g_02272
OG0000403	Syap.g_02205	Syan.g_02271
OG0000404	Syap.g_02204, Syap.g_02618	Syan.g_02269
OG0000405	Syap.g_02191	Syan.g_03005
OG0000406	Syap.g_02186	Syan.g_03010
OG0000407	Syap.g_02185	Syan.g_03011
OG0000408	Syap.g_02181, Syap.g_02182	Syan.g_03013
OG0000409	Syap.g_02179	Syan.g_03015
OG0000410	Syap.g_02178	Syan.g_03016
OG0000411	Syap.g_02177	Syan.g_03017
OG0000412	Syap.g_02176	Syan.g_03018
OG0000413	Syap.g_02174	Syan.g_03020
OG0000414	Syap.g_02173	Syan.g_03021
OG0000415	Syap.g_02172	Syan.g_03022
OG0000416	Syap.g_02171	Syan.g_03023
OG0000417	Syap.g_02169	Syan.g_03025
OG0000418	Syap.g_01204	Syan.g_03030
OG0000419	Syap.g_01201	Syan.g_03033
OG0000420	Syap.g_01199	Syan.g_03035
OG0000421	Syap.g_01195	Syan.g_03040
OG0000422	Syap.g_01194	Syan.g_03041
OG0000423	Syap.g_01193	Syan.g_03042
OG0000424	Syap.g_01192	Syan.g_03043
OG0000425	Syap.g_01191	Syan.g_03044
OG0000426	Syap.g_01190	Syan.g_03045
OG0000427	Syap.g_01189	Syan.g_03046
OG0000428	Syap.g_01186	Syan.g_03049
OG0000429	Syap.g_01184	Syan.g_03051
OG0000430	Syap.g_01182	Syan.g_03053
OG0000431	Syap.g_01179	Syan.g_03058
OG0000432	Syap.g_02277	Syan.g_03065
OG0000433	Syap.g_02272	Syan.g_03068
OG0000434	Syap.g_02271	Syan.g_03069
OG0000435	Syap.g_02268	Syan.g_03071
OG0000436	Syap.g_01607	Syan.g_03079
OG0000437	Syap.g_01608	Syan.g_03080
OG0000438	Syap.g_01612	Syan.g_03083
OG0000439	Syap.g_01614	Syan.g_03085
OG0000440	Syap.g_01615	Syan.g_03086
OG0000441	Syap.g_01619	Syan.g_03089
OG0000442	Syap.g_01620	Syan.g_03090
OG0000443	Syap.g_01622	Syan.g_03094
OG0000444	Syap.g_01424	Syan.g_03102
OG0000445	Syap.g_01421	Syan.g_03103
OG0000446	Syap.g_01419	Syan.g_03105
OG0000447	Syap.g_01410	Syan.g_03111
OG0000448	Syap.g_01407	Syan.g_03112
OG0000449	Syap.g_01406	Syan.g_03113
OG0000450	Syap.g_01909	Syan.g_01518
OG0000451	Syap.g_01908	Syan.g_01519
OG0000452	Syap.g_01904	Syan.g_01523
OG0000453	Syap.g_01903	Syan.g_01524
OG0000454	Syap.g_01902	Syan.g_01525
OG0000455	Syap.g_01901	Syan.g_01526
OG0000456	Syap.g_01900	Syan.g_01527
OG0000457	Syap.g_01896	Syan.g_01529
OG0000458	Syap.g_01895	Syan.g_01530
OG0000459	Syap.g_01894	Syan.g_01531
OG0000460	Syap.g_01159	Syan.g_02423
OG0000461	Syap.g_01575	Syan.g_02099
OG0000462	Syap.g_01578	Syan.g_02096
OG0000463	Syap.g_01579	Syan.g_02095
OG0000464	Syap.g_01580	Syan.g_02094
OG0000465	Syap.g_01582	Syan.g_02092
OG0000466	Syap.g_01587	Syan.g_02087
OG0000467	Syap.g_01588	Syan.g_02086
OG0000468	Syap.g_01593	Syan.g_02063
OG0000469	Syap.g_02352	Syan.g_02046
OG0000470	Syap.g_02349	Syan.g_02044
OG0000471	Syap.g_02348	Syan.g_02043
OG0000472	Syap.g_02347	Syan.g_02041
OG0000473	Syap.g_02343	Syan.g_02039
OG0000474	Syap.g_02342	Syan.g_02038
OG0000475	Syap.g_02341	Syan.g_02037
OG0000476	Syap.g_02339	Syan.g_02035
OG0000477	Syap.g_01367	Syan.g_02029
OG0000478	Syap.g_01366	Syan.g_02028
OG0000479	Syap.g_01364	Syan.g_02027
OG0000480	Syap.g_01357	Syan.g_02020
OG0000482	Syap.g_01355	Syan.g_02018
OG0000483	Syap.g_01344	Syan.g_02014
OG0000484	Syap.g_01350	Syan.g_02013
OG0000485	Syap.g_01349	Syan.g_02012
OG0000487	Syap.g_01635	Syan.g_02005
OG0000488	Syap.g_01639	Syan.g_02000
OG0000489	Syap.g_02482	Syan.g_01993
OG0000490	Syap.g_01673	Syan.g_01985
OG0000491	Syap.g_01670	Syan.g_01983
OG0000492	Syap.g_01668	Syan.g_01980
OG0000493	Syap.g_01667	Syan.g_01979
OG0000494	Syap.g_01666	Syan.g_01978
OG0000495	Syap.g_01665	Syan.g_01977
OG0000496	Syap.g_01663	Syan.g_01976
OG0000497	Syap.g_01662	Syan.g_01975
OG0000498	Syap.g_01661	Syan.g_01974
OG0000499	Syap.g_01660	Syan.g_01973
OG0000500	Syap.g_01659	Syan.g_01972
OG0000501	Syap.g_01656	Syan.g_01969
OG0000502	Syap.g_02066	Syan.g_01961
OG0000503	Syap.g_00569	Syan.g_02144
OG0000504	Syap.g_00567	Syan.g_02142
OG0000505	Syap.g_00566	Syan.g_02141
OG0000506	Syap.g_00564	Syan.g_02139
OG0000507	Syap.g_00558	Syan.g_02133
OG0000508	Syap.g_00554	Syan.g_02998
OG0000509	Syap.g_00551	Syan.g_02993
OG0000510	Syap.g_00550	Syan.g_02992
OG0000511	Syap.g_00548	Syan.g_02991
OG0000512	Syap.g_02145	Syan.g_02989
OG0000513	Syap.g_02048	Syan.g_02320
OG0000514	Syap.g_02051	Syan.g_02326
OG0000515	Syap.g_02052	Syan.g_02327
OG0000516	Syap.g_02054	Syan.g_02389
OG0000517	Syap.g_02057	Syan.g_02395
OG0000519	Syap.g_00457	Syan.g_01335
OG0000520	Syap.g_00456	Syan.g_01334
OG0000521	Syap.g_01997	Syan.g_02805
OG0000522	Syap.g_01995	Syan.g_02803
OG0000523	Syap.g_02507	Syan.g_02802
OG0000524	Syap.g_02135	Syan.g_02878
OG0000525	Syap.g_02159	Syan.g_02853
OG0000526	Syap.g_02157	Syan.g_02852
OG0000527	Syap.g_02758	Syan.g_02848
OG0000528	Syap.g_02261	Syan.g_02767
OG0000529	Syap.g_02254	Syan.g_02763
OG0000530	Syap.g_02252	Syan.g_02760
OG0000531	Syap.g_02251	Syan.g_02759
OG0000532	Syap.g_02247	Syan.g_02756
OG0000533	Syap.g_02244	Syan.g_02754
OG0000534	Syap.g_02243	Syan.g_02753
OG0000535	Syap.g_02242	Syan.g_02752
OG0000536	Syap.g_02241	Syan.g_02751
OG0000537	Syap.g_02240	Syan.g_02750
OG0000538	Syap.g_00271	Syan.g_02738
OG0000539	Syap.g_00270	Syan.g_02737
OG0000540	Syap.g_00269	Syan.g_02736
OG0000541	Syap.g_00268	Syan.g_02735
OG0000542	Syap.g_00264	Syan.g_02732
OG0000543	Syap.g_00261	Syan.g_02730
OG0000544	Syap.g_00260	Syan.g_02729
OG0000545	Syap.g_00259	Syan.g_02727
OG0000546	Syap.g_00256	Syan.g_02725
OG0000547	Syap.g_00254	Syan.g_02723
OG0000548	Syap.g_00253	Syan.g_02722
OG0000549	Syap.g_00758	Syan.g_01194
OG0000550	Syap.g_02747	Syan.g_01189
OG0000551	Syap.g_02739	Syan.g_01184
OG0000552	Syap.g_02738	Syan.g_01183
OG0000553	Syap.g_02735	Syan.g_01179
OG0000554	Syap.g_01450	Syan.g_01165
OG0000555	Syap.g_01941	Syan.g_00839
OG0000556	Syap.g_01933	Syan.g_00842
OG0000557	Syap.g_01931	Syan.g_00847
OG0000558	Syap.g_01147	Syan.g_00849
OG0000560	Syap.g_00305	Syan.g_00856
OG0000561	Syap.g_00304	Syan.g_00857
OG0000562	Syap.g_00302	Syan.g_00858
OG0000563	Syap.g_00301	Syan.g_00859
OG0000564	Syap.g_00300	Syan.g_00860
OG0000565	Syap.g_00296	Syan.g_00864
OG0000566	Syap.g_00291	Syan.g_00868
OG0000567	Syap.g_01297	Syan.g_00872
OG0000568	Syap.g_01302	Syan.g_00874
OG0000569	Syap.g_01303	Syan.g_00875
OG0000570	Syap.g_01304	Syan.g_00876
OG0000571	Syap.g_01307	Syan.g_00879
OG0000573	Syap.g_00765	Syan.g_00963
OG0000574	Syap.g_00759	Syan.g_00965
OG0000575	Syap.g_00445	Syan.g_01003
OG0000576	Syap.g_00450	Syan.g_01007
