Orthogroup	Syap	Praj
OG0000070	Syap.g_00930, Syap.g_00931, Syap.g_00966, Syap.g_00802, Syap.g_00915, Syap.g_00953	Praj.g_00444
OG0000071	Syap.g_01483	Praj.g_01528
OG0000072	Syap.g_00555	Praj.g_00211
OG0000073	Syap.g_00273	Praj.g_00491
OG0000075	Syap.g_01064, Syap.g_00664	Praj.g_01987
OG0000076	Syap.g_01111	Praj.g_02012
OG0000077	Syap.g_00416	Praj.g_00116
OG0000078	Syap.g_01149	Praj.g_00280
OG0000079	Syap.g_01589	Praj.g_00291
OG0000085	Syap.g_00611	Praj.g_01762
OG0000087	Syap.g_02617, Syap.g_02202, Syap.g_02203	Praj.g_00179
OG0000088	Syap.g_01202	Praj.g_00206
OG0000089	Syap.g_00115, Syap.g_02042	Praj.g_00403
OG0000090	Syap.g_01451	Praj.g_00524
OG0000091	Syap.g_01861	Praj.g_00630
OG0000094	Syap.g_02781	Praj.g_00846
OG0000095	Syap.g_01556	Praj.g_01024
OG0000098	Syap.g_01975	Praj.g_01546
OG0000099	Syap.g_01385	Praj.g_00372
OG0000101	Syap.g_00472	Praj.g_01952
OG0000102	Syap.g_01116	Praj.g_02017
OG0000103	Syap.g_02607, Syap.g_02608	Praj.g_02135
OG0000104	Syap.g_02321, Syap.g_00051, Syap.g_02320, Syap.g_02318	Praj.g_02145
OG0000105	Syap.g_01369, Syap.g_01368	Praj.g_00310
OG0000107	Syap.g_02496	Praj.g_01869
OG0000108	Syap.g_02256, Syap.g_00733, Syap.g_02255	Praj.g_00473
OG0000109	Syap.g_00279, Syap.g_02237	Praj.g_00486
OG0000110	Syap.g_01313	Praj.g_00565
OG0000111	Syap.g_01566, Syap.g_01568	Praj.g_00692
OG0000112	Syap.g_02023	Praj.g_00938
OG0000113	Syap.g_02714	Praj.g_00793, Praj.g_01176
OG0000114	Syap.g_01255	Praj.g_00887
OG0000115	Syap.g_02004	Praj.g_01725
OG0000116	Syap.g_00241	Praj.g_01471
OG0000117	Syap.g_01889	Praj.g_01355
OG0000118	Syap.g_02286	Praj.g_01540
OG0000120	Syap.g_02075	Praj.g_00664
OG0000121	Syap.g_02471	Praj.g_01634
OG0000123	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464	Praj.g_01959
OG0000124	Syap.g_02456, Syap.g_02457, Syap.g_01130	Praj.g_02031
OG0000125	Syap.g_01046, Syap.g_01047	Praj.g_02091
OG0000126	Syap.g_02317, Syap.g_02316, Syap.g_02576	Praj.g_02144
OG0000128	Syap.g_00069	Praj.g_00011
OG0000129	Syap.g_00130, Syap.g_00129	Praj.g_00048
OG0000130	Syap.g_01688, Syap.g_01689	Praj.g_00107
OG0000131	Syap.g_02189	Praj.g_00185
OG0000132	Syap.g_01205	Praj.g_00204
OG0000133	Syap.g_02017	Praj.g_00357
OG0000134	Syap.g_02047	Praj.g_00405
OG0000135	Syap.g_02090	Praj.g_01279
OG0000136	Syap.g_00089	Praj.g_00435
OG0000137	Syap.g_02756	Praj.g_00467
OG0000138	Syap.g_00278	Praj.g_00487
OG0000139	Syap.g_00410	Praj.g_00528
OG0000140	Syap.g_01976	Praj.g_00529
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Praj.g_00595
OG0000142	Syap.g_00895, Syap.g_00894	Praj.g_00623
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Praj.g_00627
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Praj.g_00640
OG0000145	Syap.g_01860, Syap.g_01859	Praj.g_01054
OG0000146	Syap.g_02024	Praj.g_00937
OG0000147	Syap.g_02025	Praj.g_00936
OG0000148	Syap.g_02720	Praj.g_00787
OG0000149	Syap.g_00824	Praj.g_00819
OG0000150	Syap.g_01540	Praj.g_00828
OG0000151	Syap.g_00142	Praj.g_00898
OG0000152	Syap.g_02012	Praj.g_01601, Praj.g_00946
OG0000153	Syap.g_02682	Praj.g_00965
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Praj.g_00995
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Praj.g_01440
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Praj.g_01517
OG0000157	Syap.g_00249, Syap.g_00286	Praj.g_01518
OG0000158	Syap.g_01075	Praj.g_01995
OG0000159	Syap.g_00700	Praj.g_02043
OG0000160	Syap.g_02470, Syap.g_02469	Praj.g_01633
OG0000161	Syap.g_02476	Praj.g_01639
OG0000162	Syap.g_02531	Praj.g_01645
OG0000164	Syap.g_01391, Syap.g_01392	Praj.g_01790
OG0000165	Syap.g_01381, Syap.g_01382	Praj.g_01798
OG0000166	Syap.g_00512, Syap.g_01238	Praj.g_01915
OG0000167	Syap.g_02080	Praj.g_01985
OG0000168	Syap.g_01076	Praj.g_01996
OG0000169	Syap.g_01049, Syap.g_01093	Praj.g_02006
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Praj.g_02008
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Praj.g_02030
OG0000172	Syap.g_01143, Syap.g_00635	Praj.g_02061
OG0000173	Syap.g_01213, Syap.g_00982, Syap.g_00983	Praj.g_02076
OG0000174	Syap.g_02092	Praj.g_02107
OG0000175	Syap.g_02654	Praj.g_02125
OG0000176	Syap.g_00059	Praj.g_00004
OG0000177	Syap.g_00061, Syap.g_00060	Praj.g_00005
OG0000178	Syap.g_00062	Praj.g_00006
OG0000179	Syap.g_00077, Syap.g_02638	Praj.g_00016
OG0000180	Syap.g_00078, Syap.g_02640	Praj.g_00017
OG0000181	Syap.g_00079, Syap.g_02641	Praj.g_00018
OG0000182	Syap.g_00080, Syap.g_02642	Praj.g_00019
OG0000183	Syap.g_00084	Praj.g_00023
OG0000184	Syap.g_01337	Praj.g_00050
OG0000185	Syap.g_01322	Praj.g_00053
OG0000186	Syap.g_01684	Praj.g_00102
OG0000187	Syap.g_01686	Praj.g_00103
OG0000188	Syap.g_02547	Praj.g_00120
OG0000191	Syap.g_02233	Praj.g_00158
OG0000192	Syap.g_02224	Praj.g_00162
OG0000193	Syap.g_02187, Syap.g_02188	Praj.g_00186
OG0000194	Syap.g_02183	Praj.g_00189
OG0000195	Syap.g_02180	Praj.g_00191
OG0000196	Syap.g_01208, Syap.g_02167	Praj.g_00201
OG0000197	Syap.g_01207, Syap.g_02166	Praj.g_00202
OG0000198	Syap.g_01206	Praj.g_00203
OG0000199	Syap.g_01197	Praj.g_00210
OG0000200	Syap.g_01181	Praj.g_00223
OG0000201	Syap.g_02265	Praj.g_00232
OG0000202	Syap.g_02264	Praj.g_00233
OG0000203	Syap.g_01601	Praj.g_00234
OG0000204	Syap.g_01602	Praj.g_00235
OG0000205	Syap.g_01616	Praj.g_00242
OG0000206	Syap.g_01628	Praj.g_00246
OG0000207	Syap.g_01426, Syap.g_00424	Praj.g_00248
OG0000208	Syap.g_00426, Syap.g_01425	Praj.g_00249
OG0000209	Syap.g_01906	Praj.g_00258
OG0000210	Syap.g_01905	Praj.g_00259
OG0000211	Syap.g_01160	Praj.g_00273
OG0000212	Syap.g_02664	Praj.g_00281
OG0000213	Syap.g_00107, Syap.g_01599	Praj.g_00296
OG0000214	Syap.g_02344, Syap.g_02345	Praj.g_00304
OG0000215	Syap.g_01347, Syap.g_01629	Praj.g_00328
OG0000216	Syap.g_01634	Praj.g_00329
OG0000217	Syap.g_01638	Praj.g_00332
OG0000218	Syap.g_01641, Syap.g_01640	Praj.g_00334
OG0000219	Syap.g_01642, Syap.g_01643	Praj.g_00335
OG0000220	Syap.g_01645	Praj.g_00336
OG0000221	Syap.g_01646	Praj.g_00337
OG0000222	Syap.g_01669	Praj.g_00345
OG0000223	Syap.g_02072, Syap.g_02073	Praj.g_00358
OG0000224	Syap.g_02064	Praj.g_00360
OG0000225	Syap.g_00553, Syap.g_00552	Praj.g_00391
OG0000226	Syap.g_02029, Syap.g_02144	Praj.g_00395
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Praj.g_00397
OG0000228	Syap.g_00116, Syap.g_02041	Praj.g_00402
OG0000229	Syap.g_02059	Praj.g_00430
OG0000230	Syap.g_02061	Praj.g_00432
OG0000231	Syap.g_02533	Praj.g_00443
OG0000232	Syap.g_02510, Syap.g_02511	Praj.g_00451
OG0000233	Syap.g_02133	Praj.g_00459
OG0000234	Syap.g_02755	Praj.g_00468
OG0000235	Syap.g_00732, Syap.g_02258	Praj.g_00472
OG0000236	Syap.g_02238	Praj.g_00485
OG0000237	Syap.g_00262, Syap.g_00263	Praj.g_00498
OG0000238	Syap.g_00257, Syap.g_00258	Praj.g_00504
OG0000239	Syap.g_02744	Praj.g_00516
OG0000240	Syap.g_02742	Praj.g_00517
OG0000241	Syap.g_00888	Praj.g_00521
OG0000242	Syap.g_01455	Praj.g_00523
OG0000243	Syap.g_01938	Praj.g_00534
OG0000244	Syap.g_01146, Syap.g_01145	Praj.g_00537
OG0000245	Syap.g_01148	Praj.g_00539
OG0000246	Syap.g_00308	Praj.g_00543
OG0000247	Syap.g_00288, Syap.g_00293	Praj.g_00553
OG0000248	Syap.g_00290	Praj.g_00555
OG0000249	Syap.g_01296, Syap.g_01295	Praj.g_00557
OG0000250	Syap.g_01306	Praj.g_00562
OG0000251	Syap.g_00442	Praj.g_00578
OG0000252	Syap.g_01857	Praj.g_00580
OG0000253	Syap.g_00443	Praj.g_00582
OG0000254	Syap.g_01527, Syap.g_01528	Praj.g_00599
OG0000256	Syap.g_01287	Praj.g_00615
OG0000257	Syap.g_00886	Praj.g_00618
OG0000258	Syap.g_00907	Praj.g_00631
OG0000260	Syap.g_01970	Praj.g_00651
OG0000261	Syap.g_01962, Syap.g_01961	Praj.g_00654
OG0000262	Syap.g_01954	Praj.g_00659
OG0000263	Syap.g_00432, Syap.g_00433	Praj.g_00673
OG0000266	Syap.g_00519	Praj.g_00708
OG0000267	Syap.g_02333, Syap.g_02332	Praj.g_00721
OG0000268	Syap.g_00646	Praj.g_00722
OG0000269	Syap.g_00188	Praj.g_00764
OG0000270	Syap.g_00192	Praj.g_00767
OG0000271	Syap.g_00200, Syap.g_00201	Praj.g_00775
OG0000272	Syap.g_00202	Praj.g_00776
OG0000273	Syap.g_02703	Praj.g_00801
OG0000274	Syap.g_02702	Praj.g_00802
OG0000275	Syap.g_01847	Praj.g_00804
OG0000276	Syap.g_01839, Syap.g_01838	Praj.g_00810
OG0000277	Syap.g_01837	Praj.g_00811
OG0000278	Syap.g_01834	Praj.g_00815
OG0000279	Syap.g_00829, Syap.g_00830	Praj.g_00822
OG0000280	Syap.g_00365	Praj.g_01326
OG0000281	Syap.g_01977	Praj.g_00829
OG0000282	Syap.g_01252	Praj.g_00889
OG0000283	Syap.g_01728	Praj.g_00920
OG0000284	Syap.g_01736	Praj.g_00925
OG0000285	Syap.g_01746, Syap.g_01744	Praj.g_00930
OG0000286	Syap.g_02014, Syap.g_02013	Praj.g_00945
OG0000288	Syap.g_02764, Syap.g_02763	Praj.g_00994
OG0000289	Syap.g_02784	Praj.g_01005
OG0000290	Syap.g_01552	Praj.g_01021
OG0000291	Syap.g_01554	Praj.g_01023
OG0000292	Syap.g_02314	Praj.g_01196
OG0000293	Syap.g_00240	Praj.g_01470
OG0000294	Syap.g_00239	Praj.g_01469
OG0000295	Syap.g_00206	Praj.g_01447
OG0000296	Syap.g_00204	Praj.g_01445
OG0000297	Syap.g_01887	Praj.g_01437
OG0000298	Syap.g_01888	Praj.g_01436
OG0000299	Syap.g_02620	Praj.g_01417
OG0000302	Syap.g_02444, Syap.g_02445	Praj.g_01410
OG0000303	Syap.g_02435	Praj.g_01405
OG0000304	Syap.g_02430	Praj.g_01402
OG0000305	Syap.g_01557	Praj.g_01734
OG0000306	Syap.g_01966	Praj.g_00833
OG0000307	Syap.g_02517	Praj.g_01584
OG0000308	Syap.g_02514, Syap.g_02515	Praj.g_01585
OG0000309	Syap.g_02198, Syap.g_02446	Praj.g_01589
OG0000310	Syap.g_02660, Syap.g_02661	Praj.g_01616
OG0000311	Syap.g_02657	Praj.g_01618
OG0000312	Syap.g_02114	Praj.g_01621
OG0000313	Syap.g_02473	Praj.g_01636
OG0000314	Syap.g_00007	Praj.g_01657
OG0000315	Syap.g_00017	Praj.g_01667
OG0000316	Syap.g_00030	Praj.g_01692
OG0000317	Syap.g_00618	Praj.g_01766
OG0000318	Syap.g_00622, Syap.g_02786	Praj.g_01769
OG0000319	Syap.g_01764, Syap.g_01771	Praj.g_01780
OG0000320	Syap.g_01761, Syap.g_01769	Praj.g_01782
OG0000321	Syap.g_01760, Syap.g_01768	Praj.g_01783
OG0000322	Syap.g_01759, Syap.g_01767	Praj.g_01784
OG0000323	Syap.g_01389	Praj.g_01793
OG0000324	Syap.g_01503	Praj.g_01820
OG0000325	Syap.g_02680	Praj.g_01870
OG0000326	Syap.g_00544	Praj.g_01876
OG0000327	Syap.g_01233, Syap.g_01913	Praj.g_01910
OG0000328	Syap.g_01234, Syap.g_01912	Praj.g_01911
OG0000329	Syap.g_00498	Praj.g_01928
OG0000330	Syap.g_00497	Praj.g_01929
OG0000331	Syap.g_00496	Praj.g_01930
OG0000332	Syap.g_00481	Praj.g_01944
OG0000333	Syap.g_00478	Praj.g_01946
OG0000334	Syap.g_00468	Praj.g_01955
OG0000335	Syap.g_00101, Syap.g_00463	Praj.g_01960
OG0000336	Syap.g_00417, Syap.g_00607	Praj.g_01964
OG0000337	Syap.g_01054	Praj.g_01982
OG0000338	Syap.g_01059	Praj.g_01983
OG0000339	Syap.g_01068	Praj.g_01988
OG0000340	Syap.g_01077	Praj.g_01997
OG0000341	Syap.g_01079	Praj.g_01999
OG0000342	Syap.g_01080, Syap.g_02477	Praj.g_02000
OG0000343	Syap.g_01086, Syap.g_02078	Praj.g_02001
OG0000344	Syap.g_01091	Praj.g_02004
OG0000345	Syap.g_01107, Syap.g_01470	Praj.g_02009
OG0000346	Syap.g_02423, Syap.g_01113	Praj.g_02013
OG0000347	Syap.g_01131, Syap.g_02459	Praj.g_02034
OG0000348	Syap.g_00632	Praj.g_02064
OG0000349	Syap.g_00110, Syap.g_01813	Praj.g_02082
OG0000351	Syap.g_02594	Praj.g_02128
OG0000352	Syap.g_02596, Syap.g_02597	Praj.g_02129
OG0000353	Syap.g_00054	Praj.g_02148
OG0000355	Syap.g_00056	Praj.g_00001
OG0000356	Syap.g_00057	Praj.g_00002
OG0000357	Syap.g_00058	Praj.g_00003
OG0000358	Syap.g_00063	Praj.g_00007
OG0000359	Syap.g_00065	Praj.g_00008
OG0000360	Syap.g_00067	Praj.g_00009
OG0000361	Syap.g_00068	Praj.g_00010
OG0000362	Syap.g_00070	Praj.g_00012
OG0000363	Syap.g_00072	Praj.g_00014
OG0000364	Syap.g_00620	Praj.g_00015
OG0000365	Syap.g_00081	Praj.g_00020
OG0000366	Syap.g_00082	Praj.g_00021
OG0000367	Syap.g_00083	Praj.g_00022
OG0000368	Syap.g_00085	Praj.g_00024
OG0000369	Syap.g_00086	Praj.g_00025
OG0000370	Syap.g_00087	Praj.g_00026
OG0000372	Syap.g_01805	Praj.g_00034
OG0000373	Syap.g_01806	Praj.g_00035
OG0000374	Syap.g_01807	Praj.g_00036
OG0000375	Syap.g_01808	Praj.g_00044
OG0000376	Syap.g_01811	Praj.g_00046
OG0000377	Syap.g_00128	Praj.g_00049
OG0000378	Syap.g_01326	Praj.g_00051
OG0000380	Syap.g_01687	Praj.g_00104
OG0000381	Syap.g_01690	Praj.g_00108
OG0000382	Syap.g_02548	Praj.g_00119
OG0000383	Syap.g_02359	Praj.g_00121
OG0000384	Syap.g_02360	Praj.g_00122
OG0000385	Syap.g_02361	Praj.g_00123
OG0000386	Syap.g_02362	Praj.g_00124
OG0000387	Syap.g_01864	Praj.g_00137
OG0000391	Syap.g_02234	Praj.g_00157
OG0000392	Syap.g_02225	Praj.g_00160
OG0000393	Syap.g_02222	Praj.g_00163
OG0000394	Syap.g_02221	Praj.g_00164
OG0000395	Syap.g_02220	Praj.g_00165
OG0000396	Syap.g_02217	Praj.g_00168
OG0000397	Syap.g_02215	Praj.g_00170
OG0000398	Syap.g_02211	Praj.g_00173
OG0000399	Syap.g_02210	Praj.g_00174
OG0000400	Syap.g_02209	Praj.g_00175
OG0000401	Syap.g_02208	Praj.g_00176
OG0000402	Syap.g_02206	Praj.g_01057
OG0000403	Syap.g_02205	Praj.g_00177
OG0000404	Syap.g_02204, Syap.g_02618	Praj.g_00178
OG0000405	Syap.g_02191	Praj.g_00183
OG0000406	Syap.g_02186	Praj.g_00187
OG0000407	Syap.g_02185	Praj.g_00188
OG0000408	Syap.g_02181, Syap.g_02182	Praj.g_00190
OG0000409	Syap.g_02179	Praj.g_00192
OG0000410	Syap.g_02178	Praj.g_00193
OG0000411	Syap.g_02177	Praj.g_00194
OG0000412	Syap.g_02176	Praj.g_00195
OG0000413	Syap.g_02174	Praj.g_00196
OG0000414	Syap.g_02173	Praj.g_00197
OG0000415	Syap.g_02172	Praj.g_00198
OG0000416	Syap.g_02171	Praj.g_00199
OG0000417	Syap.g_02169	Praj.g_00200
OG0000418	Syap.g_01204	Praj.g_00205
OG0000419	Syap.g_01201	Praj.g_00207
OG0000420	Syap.g_01199	Praj.g_00208
OG0000421	Syap.g_01195	Praj.g_00212
OG0000422	Syap.g_01194	Praj.g_00213
OG0000423	Syap.g_01193	Praj.g_00214
OG0000424	Syap.g_01192	Praj.g_00215
OG0000425	Syap.g_01191	Praj.g_00216
OG0000426	Syap.g_01190	Praj.g_00217
OG0000427	Syap.g_01189	Praj.g_00218
OG0000428	Syap.g_01186	Praj.g_00220
OG0000429	Syap.g_01184	Praj.g_00221
OG0000430	Syap.g_01182	Praj.g_00222
OG0000431	Syap.g_01179	Praj.g_00224
OG0000432	Syap.g_02277	Praj.g_00228
OG0000433	Syap.g_02272	Praj.g_00229
OG0000434	Syap.g_02271	Praj.g_00230
OG0000435	Syap.g_02268	Praj.g_00231
OG0000436	Syap.g_01607	Praj.g_00236
OG0000437	Syap.g_01608	Praj.g_00237
OG0000438	Syap.g_01612	Praj.g_00238
OG0000439	Syap.g_01614	Praj.g_00240
OG0000440	Syap.g_01615	Praj.g_00241
OG0000441	Syap.g_01619	Praj.g_00243
OG0000442	Syap.g_01620	Praj.g_00244
OG0000443	Syap.g_01622	Praj.g_00245
OG0000444	Syap.g_01424	Praj.g_00250
OG0000445	Syap.g_01421	Praj.g_00251
OG0000446	Syap.g_01419	Praj.g_00252
OG0000447	Syap.g_01410	Praj.g_00253
OG0000448	Syap.g_01407	Praj.g_00254
OG0000449	Syap.g_01406	Praj.g_00255
OG0000450	Syap.g_01909	Praj.g_00256
OG0000451	Syap.g_01908	Praj.g_00257
OG0000452	Syap.g_01904	Praj.g_00260
OG0000453	Syap.g_01903	Praj.g_00261
OG0000454	Syap.g_01902	Praj.g_00262
OG0000455	Syap.g_01901	Praj.g_00263
OG0000456	Syap.g_01900	Praj.g_00264
OG0000457	Syap.g_01896	Praj.g_00265
OG0000458	Syap.g_01895	Praj.g_00266
OG0000459	Syap.g_01894	Praj.g_00267
OG0000460	Syap.g_01159	Praj.g_00275
OG0000461	Syap.g_01575	Praj.g_00283
OG0000462	Syap.g_01578	Praj.g_00285
OG0000463	Syap.g_01579	Praj.g_00286
OG0000464	Syap.g_01580	Praj.g_00287
OG0000465	Syap.g_01582	Praj.g_00288
OG0000466	Syap.g_01587	Praj.g_00289
OG0000467	Syap.g_01588	Praj.g_00290
OG0000468	Syap.g_01593	Praj.g_00292
OG0000469	Syap.g_02352	Praj.g_00299
OG0000470	Syap.g_02349	Praj.g_00301
OG0000471	Syap.g_02348	Praj.g_00302
OG0000472	Syap.g_02347	Praj.g_00303
OG0000473	Syap.g_02343	Praj.g_00305
OG0000474	Syap.g_02342	Praj.g_00306
OG0000475	Syap.g_02341	Praj.g_00307
OG0000476	Syap.g_02339	Praj.g_00309
OG0000477	Syap.g_01367	Praj.g_00311
OG0000478	Syap.g_01366	Praj.g_00312
OG0000479	Syap.g_01364	Praj.g_00313
OG0000480	Syap.g_01357	Praj.g_00318
OG0000482	Syap.g_01355	Praj.g_00321
OG0000483	Syap.g_01344	Praj.g_00324
OG0000484	Syap.g_01350	Praj.g_00325
OG0000485	Syap.g_01349	Praj.g_00326
OG0000487	Syap.g_01635	Praj.g_00330
OG0000488	Syap.g_01639	Praj.g_00333
OG0000489	Syap.g_02482	Praj.g_00338
OG0000490	Syap.g_01673	Praj.g_00343
OG0000491	Syap.g_01670	Praj.g_00344
OG0000492	Syap.g_01668	Praj.g_00346
OG0000493	Syap.g_01667	Praj.g_00347
OG0000494	Syap.g_01666	Praj.g_00348
OG0000495	Syap.g_01665	Praj.g_00349
OG0000496	Syap.g_01663	Praj.g_00350
OG0000497	Syap.g_01662	Praj.g_00351
OG0000498	Syap.g_01661	Praj.g_00352
OG0000499	Syap.g_01660	Praj.g_00353
OG0000500	Syap.g_01659	Praj.g_00354
OG0000501	Syap.g_01656	Praj.g_00356
OG0000502	Syap.g_02066	Praj.g_00359
OG0000503	Syap.g_00569	Praj.g_00380
OG0000504	Syap.g_00567	Praj.g_00382
OG0000505	Syap.g_00566	Praj.g_00383
OG0000506	Syap.g_00564	Praj.g_00384
OG0000507	Syap.g_00558	Praj.g_00387
OG0000508	Syap.g_00554	Praj.g_00390
OG0000509	Syap.g_00551	Praj.g_00392
OG0000510	Syap.g_00550	Praj.g_00393
OG0000511	Syap.g_00548	Praj.g_00394
OG0000512	Syap.g_02145	Praj.g_00396
OG0000513	Syap.g_02048	Praj.g_00406
OG0000514	Syap.g_02051	Praj.g_00425
OG0000515	Syap.g_02052	Praj.g_00426
OG0000516	Syap.g_02054	Praj.g_00427
OG0000517	Syap.g_02057	Praj.g_00429
OG0000519	Syap.g_00457	Praj.g_00441
OG0000520	Syap.g_00456	Praj.g_00442
OG0000521	Syap.g_01997	Praj.g_00447
OG0000522	Syap.g_01995	Praj.g_00449
OG0000523	Syap.g_02507	Praj.g_00450
OG0000524	Syap.g_02135	Praj.g_00457
OG0000525	Syap.g_02159	Praj.g_00461
OG0000526	Syap.g_02157	Praj.g_00462
OG0000527	Syap.g_02758	Praj.g_00465
OG0000528	Syap.g_02261	Praj.g_00471
OG0000529	Syap.g_02254	Praj.g_00474
OG0000530	Syap.g_02252	Praj.g_00477
OG0000531	Syap.g_02251	Praj.g_00478
OG0000532	Syap.g_02247	Praj.g_00479
OG0000533	Syap.g_02244	Praj.g_00480
OG0000534	Syap.g_02243	Praj.g_00481
OG0000535	Syap.g_02242	Praj.g_00482
OG0000536	Syap.g_02241	Praj.g_00483
OG0000537	Syap.g_02240	Praj.g_00484
OG0000538	Syap.g_00271	Praj.g_00492
OG0000539	Syap.g_00270	Praj.g_00493
OG0000540	Syap.g_00269	Praj.g_00494
OG0000541	Syap.g_00268	Praj.g_00495
OG0000542	Syap.g_00264	Praj.g_00497
OG0000543	Syap.g_00261	Praj.g_00499
OG0000544	Syap.g_00260	Praj.g_00500
OG0000545	Syap.g_00259	Praj.g_00502
OG0000546	Syap.g_00256	Praj.g_00505
OG0000547	Syap.g_00254	Praj.g_00507
OG0000548	Syap.g_00253	Praj.g_00508
OG0000549	Syap.g_00758	Praj.g_00511
OG0000550	Syap.g_02747	Praj.g_00515
OG0000551	Syap.g_02739	Praj.g_00518
OG0000552	Syap.g_02738	Praj.g_00519
OG0000553	Syap.g_02735	Praj.g_00520
OG0000554	Syap.g_01450	Praj.g_00525
OG0000555	Syap.g_01941	Praj.g_00533
OG0000556	Syap.g_01933	Praj.g_00535
OG0000557	Syap.g_01931	Praj.g_00536
OG0000558	Syap.g_01147	Praj.g_00538
OG0000560	Syap.g_00305	Praj.g_00545
OG0000561	Syap.g_00304	Praj.g_00546
OG0000562	Syap.g_00302	Praj.g_00547
OG0000563	Syap.g_00301	Praj.g_00548
OG0000564	Syap.g_00300	Praj.g_00549
OG0000565	Syap.g_00296	Praj.g_00552
OG0000566	Syap.g_00291	Praj.g_00554
OG0000567	Syap.g_01297	Praj.g_00558
OG0000568	Syap.g_01302	Praj.g_00559
OG0000569	Syap.g_01303	Praj.g_00560
OG0000570	Syap.g_01304	Praj.g_00561
OG0000571	Syap.g_01307	Praj.g_00563
OG0000573	Syap.g_00765	Praj.g_00579
OG0000574	Syap.g_00759	Praj.g_00581
OG0000575	Syap.g_00445	Praj.g_00584
OG0000576	Syap.g_00450	Praj.g_00586
OG0000577	Syap.g_00451	Praj.g_00587
OG0000578	Syap.g_00452	Praj.g_00588
OG0000579	Syap.g_00453	Praj.g_00589
OG0000580	Syap.g_00454	Praj.g_00590
OG0000581	Syap.g_01521	Praj.g_00593
OG0000582	Syap.g_01533	Praj.g_00596
OG0000583	Syap.g_01532	Praj.g_00597
