Orthogroup	Syap	Syaj
OG0000298	Syap.g_01888	Syaj.g_00638
OG0000299	Syap.g_02620	Syaj.g_00592
OG0000302	Syap.g_02444, Syap.g_02445	Syaj.g_00582
OG0000303	Syap.g_02435	Syaj.g_00572
OG0000304	Syap.g_02430	Syaj.g_00566
OG0000305	Syap.g_01557	Syaj.g_00429
OG0000306	Syap.g_01966	Syaj.g_01126
OG0000307	Syap.g_02517	Syaj.g_00051
OG0000308	Syap.g_02514, Syap.g_02515	Syaj.g_00049
OG0000309	Syap.g_02198, Syap.g_02446	Syaj.g_00044
OG0000310	Syap.g_02660, Syap.g_02661	Syaj.g_01358
OG0000311	Syap.g_02657	Syaj.g_01362
OG0000312	Syap.g_02114	Syaj.g_01368
OG0000313	Syap.g_02473	Syaj.g_01386
OG0000314	Syap.g_00007	Syaj.g_01420
OG0000315	Syap.g_00017	Syaj.g_01430
OG0000316	Syap.g_00030	Syaj.g_01664
OG0000317	Syap.g_00618	Syaj.g_01715
OG0000318	Syap.g_00622, Syap.g_02786	Syaj.g_01722
OG0000319	Syap.g_01764, Syap.g_01771	Syaj.g_01741
OG0000320	Syap.g_01761, Syap.g_01769	Syaj.g_01743
OG0000321	Syap.g_01760, Syap.g_01768	Syaj.g_01744
OG0000322	Syap.g_01759, Syap.g_01767	Syaj.g_01745
OG0000323	Syap.g_01389	Syaj.g_01760
OG0000324	Syap.g_01503	Syaj.g_01609
OG0000325	Syap.g_02680	Syaj.g_02638
OG0000326	Syap.g_00544	Syaj.g_02645
OG0000327	Syap.g_01233, Syap.g_01913	Syaj.g_02693
OG0000328	Syap.g_01234, Syap.g_01912	Syaj.g_02694
OG0000329	Syap.g_00498	Syaj.g_02712
OG0000330	Syap.g_00497	Syaj.g_02713
OG0000331	Syap.g_00496	Syaj.g_02714
OG0000332	Syap.g_00481	Syaj.g_02729
OG0000333	Syap.g_00478	Syaj.g_02732
OG0000334	Syap.g_00468	Syaj.g_02741
OG0000335	Syap.g_00101, Syap.g_00463	Syaj.g_02746
OG0000336	Syap.g_00417, Syap.g_00607	Syaj.g_02750
OG0000337	Syap.g_01054	Syaj.g_02466
OG0000338	Syap.g_01059	Syaj.g_02462
OG0000339	Syap.g_01068	Syaj.g_02455
OG0000340	Syap.g_01077	Syaj.g_02443
OG0000341	Syap.g_01079	Syaj.g_02441
OG0000342	Syap.g_01080, Syap.g_02477	Syaj.g_02440
OG0000343	Syap.g_01086, Syap.g_02078	Syaj.g_02437
OG0000344	Syap.g_01091	Syaj.g_02433
OG0000345	Syap.g_01107, Syap.g_01470	Syaj.g_02421
OG0000346	Syap.g_02423, Syap.g_01113	Syaj.g_02416
OG0000347	Syap.g_01131, Syap.g_02459	Syaj.g_02383
OG0000348	Syap.g_00632	Syaj.g_02333
OG0000349	Syap.g_00110, Syap.g_01813	Syaj.g_02314
OG0000351	Syap.g_02594	Syaj.g_02234
OG0000352	Syap.g_02596, Syap.g_02597	Syaj.g_02235
OG0000353	Syap.g_00054	Syaj.g_02261
OG0000354	Syap.g_00075, Syap.g_02635	Syaj.g_02281
OG0000355	Syap.g_00056	Syaj.g_02263
OG0000356	Syap.g_00057	Syaj.g_02264
OG0000357	Syap.g_00058	Syaj.g_02265
OG0000358	Syap.g_00063	Syaj.g_02269
OG0000359	Syap.g_00065	Syaj.g_02271
OG0000360	Syap.g_00067	Syaj.g_02272
OG0000361	Syap.g_00068	Syaj.g_02273
OG0000362	Syap.g_00070	Syaj.g_02275
OG0000363	Syap.g_00072	Syaj.g_02277
OG0000364	Syap.g_00620	Syaj.g_02278
OG0000365	Syap.g_00081	Syaj.g_02287
OG0000366	Syap.g_00082	Syaj.g_02288
OG0000367	Syap.g_00083	Syaj.g_02289
OG0000368	Syap.g_00085	Syaj.g_02291
OG0000369	Syap.g_00086	Syaj.g_02292
OG0000370	Syap.g_00087	Syaj.g_02293
OG0000372	Syap.g_01805	Syaj.g_02307
OG0000373	Syap.g_01806	Syaj.g_02308
OG0000374	Syap.g_01807	Syaj.g_02309
OG0000375	Syap.g_01808	Syaj.g_02310
OG0000376	Syap.g_01811	Syaj.g_02312
OG0000377	Syap.g_00128	Syaj.g_02105
OG0000378	Syap.g_01326	Syaj.g_02091
OG0000380	Syap.g_01687	Syaj.g_01815
OG0000381	Syap.g_01690	Syaj.g_01819
OG0000382	Syap.g_02548	Syaj.g_01836
OG0000383	Syap.g_02359	Syaj.g_01839
OG0000384	Syap.g_02360	Syaj.g_01840
OG0000385	Syap.g_02361	Syaj.g_01841
OG0000386	Syap.g_02362	Syaj.g_01842
OG0000387	Syap.g_01864	Syaj.g_01878
OG0000391	Syap.g_02234	Syaj.g_01909
OG0000392	Syap.g_02225	Syaj.g_01918
OG0000393	Syap.g_02222	Syaj.g_01922
OG0000394	Syap.g_02221	Syaj.g_01923
OG0000395	Syap.g_02220	Syaj.g_01924
OG0000396	Syap.g_02217	Syaj.g_01928
OG0000397	Syap.g_02215	Syaj.g_01930
OG0000398	Syap.g_02211	Syaj.g_01935
OG0000399	Syap.g_02210	Syaj.g_01936
OG0000400	Syap.g_02209	Syaj.g_01937
OG0000401	Syap.g_02208	Syaj.g_01938
OG0000402	Syap.g_02206	Syaj.g_01940
OG0000403	Syap.g_02205	Syaj.g_01941
OG0000404	Syap.g_02204, Syap.g_02618	Syaj.g_01943
OG0000405	Syap.g_02191	Syaj.g_01961
OG0000406	Syap.g_02186	Syaj.g_01966
OG0000407	Syap.g_02185	Syaj.g_01967
OG0000408	Syap.g_02181, Syap.g_02182	Syaj.g_01970
OG0000409	Syap.g_02179	Syaj.g_01972
OG0000410	Syap.g_02178	Syaj.g_01973
OG0000411	Syap.g_02177	Syaj.g_01974
OG0000412	Syap.g_02176	Syaj.g_01975
OG0000413	Syap.g_02174	Syaj.g_01977
OG0000415	Syap.g_02172	Syaj.g_01978
OG0000416	Syap.g_02171	Syaj.g_01979
OG0000417	Syap.g_02169	Syaj.g_01980
OG0000418	Syap.g_01204	Syaj.g_01985
OG0000419	Syap.g_01201	Syaj.g_01987
OG0000420	Syap.g_01199	Syaj.g_01989
OG0000421	Syap.g_01195	Syaj.g_01994
OG0000422	Syap.g_01194	Syaj.g_01995
OG0000423	Syap.g_01193	Syaj.g_01996
OG0000424	Syap.g_01192	Syaj.g_01997
OG0000425	Syap.g_01191	Syaj.g_01998
OG0000426	Syap.g_01190	Syaj.g_01999
OG0000427	Syap.g_01189	Syaj.g_02000
OG0000428	Syap.g_01186	Syaj.g_02003
OG0000429	Syap.g_01184	Syaj.g_02005
OG0000430	Syap.g_01182	Syaj.g_02007
OG0000431	Syap.g_01179	Syaj.g_02010
OG0000432	Syap.g_02277	Syaj.g_02017
OG0000433	Syap.g_02272	Syaj.g_02020
OG0000434	Syap.g_02271	Syaj.g_02021
OG0000435	Syap.g_02268	Syaj.g_02023
OG0000436	Syap.g_01607	Syaj.g_02029
OG0000437	Syap.g_01608	Syaj.g_02030
OG0000438	Syap.g_01612	Syaj.g_02031
OG0000439	Syap.g_01614	Syaj.g_02033
OG0000440	Syap.g_01615	Syaj.g_02034
OG0000441	Syap.g_01619	Syaj.g_02038
OG0000442	Syap.g_01620	Syaj.g_02039
OG0000443	Syap.g_01622	Syaj.g_02040
OG0000444	Syap.g_01424	Syaj.g_02052
OG0000445	Syap.g_01421	Syaj.g_02053
OG0000446	Syap.g_01419	Syaj.g_02055
OG0000447	Syap.g_01410	Syaj.g_02058
OG0000448	Syap.g_01407	Syaj.g_02059
OG0000449	Syap.g_01406	Syaj.g_02060
OG0000450	Syap.g_01909	Syaj.g_02067
OG0000451	Syap.g_01908	Syaj.g_02068
OG0000452	Syap.g_01904	Syaj.g_02072
OG0000453	Syap.g_01903	Syaj.g_02073
OG0000454	Syap.g_01902	Syaj.g_02074
OG0000455	Syap.g_01901	Syaj.g_02075
OG0000456	Syap.g_01900	Syaj.g_02076
OG0000457	Syap.g_01896	Syaj.g_02078
OG0000458	Syap.g_01895	Syaj.g_02079
OG0000459	Syap.g_01894	Syaj.g_02080
OG0000460	Syap.g_01159	Syaj.g_02858
OG0000461	Syap.g_01575	Syaj.g_02623
OG0000462	Syap.g_01578	Syaj.g_02620
OG0000463	Syap.g_01579	Syaj.g_02619
OG0000464	Syap.g_01580	Syaj.g_02618
OG0000465	Syap.g_01582	Syaj.g_02617
OG0000466	Syap.g_01587	Syaj.g_02612
OG0000467	Syap.g_01588	Syaj.g_02610
OG0000468	Syap.g_01593	Syaj.g_02605
OG0000469	Syap.g_02352	Syaj.g_02590
OG0000470	Syap.g_02349	Syaj.g_02586
OG0000471	Syap.g_02348	Syaj.g_02585
OG0000472	Syap.g_02347	Syaj.g_02583
OG0000473	Syap.g_02343	Syaj.g_02581
OG0000474	Syap.g_02342	Syaj.g_02580
OG0000475	Syap.g_02341	Syaj.g_02579
OG0000476	Syap.g_02339	Syaj.g_02577
OG0000477	Syap.g_01367	Syaj.g_02571
OG0000478	Syap.g_01366	Syaj.g_02570
OG0000479	Syap.g_01364	Syaj.g_02569
OG0000480	Syap.g_01357	Syaj.g_02562
OG0000482	Syap.g_01355	Syaj.g_02559
OG0000483	Syap.g_01344	Syaj.g_02555
OG0000484	Syap.g_01350	Syaj.g_02554
OG0000485	Syap.g_01349	Syaj.g_02553
OG0000487	Syap.g_01635	Syaj.g_02546
OG0000488	Syap.g_01639	Syaj.g_02542
OG0000489	Syap.g_02482	Syaj.g_02529
OG0000490	Syap.g_01673	Syaj.g_02519
OG0000491	Syap.g_01670	Syaj.g_02517
OG0000492	Syap.g_01668	Syaj.g_02515
OG0000493	Syap.g_01667	Syaj.g_02514
OG0000494	Syap.g_01666	Syaj.g_02513
OG0000495	Syap.g_01665	Syaj.g_02512
OG0000496	Syap.g_01663	Syaj.g_02511
OG0000497	Syap.g_01662	Syaj.g_02510
OG0000498	Syap.g_01661	Syaj.g_02509
OG0000499	Syap.g_01660	Syaj.g_02508
OG0000500	Syap.g_01659	Syaj.g_02507
OG0000501	Syap.g_01656	Syaj.g_02504
OG0000502	Syap.g_02066	Syaj.g_02492
OG0000503	Syap.g_00569	Syaj.g_02805
OG0000504	Syap.g_00567	Syaj.g_02807
OG0000505	Syap.g_00566	Syaj.g_02808
OG0000506	Syap.g_00564	Syaj.g_02810
OG0000507	Syap.g_00558	Syaj.g_02816
OG0000508	Syap.g_00554	Syaj.g_02820
OG0000509	Syap.g_00551	Syaj.g_02822
OG0000510	Syap.g_00550	Syaj.g_02823
OG0000511	Syap.g_00548	Syaj.g_02824
OG0000512	Syap.g_02145	Syaj.g_02826
OG0000513	Syap.g_02048	Syaj.g_02833
OG0000514	Syap.g_02051	Syaj.g_02839
OG0000515	Syap.g_02052	Syaj.g_02840
OG0000516	Syap.g_02054	Syaj.g_01561
OG0000517	Syap.g_02057	Syaj.g_01556
OG0000519	Syap.g_00457	Syaj.g_01543
OG0000520	Syap.g_00456	Syaj.g_01542
OG0000521	Syap.g_01997	Syaj.g_00271
OG0000522	Syap.g_01995	Syaj.g_00273
OG0000523	Syap.g_02507	Syaj.g_00274
OG0000524	Syap.g_02135	Syaj.g_01485
OG0000525	Syap.g_02159	Syaj.g_01454
OG0000526	Syap.g_02157	Syaj.g_01451
OG0000527	Syap.g_02758	Syaj.g_01446
OG0000528	Syap.g_02261	Syaj.g_00065
OG0000529	Syap.g_02254	Syaj.g_00073
OG0000530	Syap.g_02252	Syaj.g_00076
OG0000531	Syap.g_02251	Syaj.g_00077
OG0000532	Syap.g_02247	Syaj.g_00080
OG0000533	Syap.g_02244	Syaj.g_00081
OG0000534	Syap.g_02243	Syaj.g_00082
OG0000535	Syap.g_02242	Syaj.g_00083
OG0000536	Syap.g_02241	Syaj.g_00084
OG0000537	Syap.g_02240	Syaj.g_00085
OG0000538	Syap.g_00271	Syaj.g_00096
OG0000539	Syap.g_00270	Syaj.g_00097
OG0000540	Syap.g_00269	Syaj.g_00098
OG0000541	Syap.g_00268	Syaj.g_00099
OG0000542	Syap.g_00264	Syaj.g_00102
OG0000543	Syap.g_00261	Syaj.g_00104
OG0000544	Syap.g_00260	Syaj.g_00105
OG0000545	Syap.g_00259	Syaj.g_00107
OG0000546	Syap.g_00256	Syaj.g_00109
OG0000547	Syap.g_00254	Syaj.g_00111
OG0000548	Syap.g_00253	Syaj.g_00112
OG0000549	Syap.g_00758	Syaj.g_00118
OG0000550	Syap.g_02747	Syaj.g_00123
OG0000551	Syap.g_02739	Syaj.g_00128
OG0000552	Syap.g_02738	Syaj.g_00129
OG0000553	Syap.g_02735	Syaj.g_00133
OG0000554	Syap.g_01450	Syaj.g_00145
OG0000555	Syap.g_01941	Syaj.g_00163
OG0000556	Syap.g_01933	Syaj.g_00167
OG0000557	Syap.g_01931	Syaj.g_00178
OG0000558	Syap.g_01147	Syaj.g_00181
OG0000560	Syap.g_00305	Syaj.g_00188
OG0000561	Syap.g_00304	Syaj.g_00189
OG0000562	Syap.g_00302	Syaj.g_00190
OG0000563	Syap.g_00301	Syaj.g_00191
OG0000564	Syap.g_00300	Syaj.g_00192
OG0000565	Syap.g_00296	Syaj.g_00195
OG0000566	Syap.g_00291	Syaj.g_00199
OG0000567	Syap.g_01297	Syaj.g_00203
OG0000568	Syap.g_01302	Syaj.g_00207
OG0000569	Syap.g_01303	Syaj.g_00208
OG0000570	Syap.g_01304	Syaj.g_00209
OG0000571	Syap.g_01307	Syaj.g_00213
OG0000573	Syap.g_00765	Syaj.g_00238
OG0000574	Syap.g_00759	Syaj.g_00242
OG0000575	Syap.g_00445	Syaj.g_00247
OG0000576	Syap.g_00450	Syaj.g_00249
OG0000577	Syap.g_00451	Syaj.g_00250
OG0000578	Syap.g_00452	Syaj.g_00251
OG0000579	Syap.g_00453	Syaj.g_00252
OG0000580	Syap.g_00454	Syaj.g_00253
