Orthogroup	Syap	Prav
OG0000107	Syap.g_02496	Prav.g_01001
OG0000108	Syap.g_02256, Syap.g_00733, Syap.g_02255	Prav.g_01078
OG0000109	Syap.g_00279, Syap.g_02237	Prav.g_01092
OG0000110	Syap.g_01313	Prav.g_01172
OG0000111	Syap.g_01566, Syap.g_01568	Prav.g_01297
OG0000112	Syap.g_02023	Prav.g_00364
OG0000113	Syap.g_02714	Prav.g_00419
OG0000114	Syap.g_01255	Prav.g_00499
OG0000115	Syap.g_02004	Prav.g_00010
OG0000116	Syap.g_00241	Prav.g_00055
OG0000117	Syap.g_01889	Prav.g_01390
OG0000118	Syap.g_02286	Prav.g_01450
OG0000120	Syap.g_02075	Prav.g_01513
OG0000121	Syap.g_02471	Prav.g_01580
OG0000123	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464	Prav.g_00639
OG0000124	Syap.g_02456, Syap.g_02457, Syap.g_01130	Prav.g_00705
OG0000125	Syap.g_01046, Syap.g_01047	Prav.g_00741
OG0000126	Syap.g_02317, Syap.g_02316, Syap.g_02576	Prav.g_00781
OG0000127	Syap.g_00736	Prav.g_00965
OG0000128	Syap.g_00069	Prav.g_00079
OG0000129	Syap.g_00130, Syap.g_00129	Prav.g_00115
OG0000130	Syap.g_01688, Syap.g_01689	Prav.g_00134
OG0000131	Syap.g_02189	Prav.g_00212
OG0000132	Syap.g_01205	Prav.g_00874
OG0000133	Syap.g_02017	Prav.g_01968
OG0000134	Syap.g_02047	Prav.g_00976
OG0000135	Syap.g_02090	Prav.g_00999
OG0000136	Syap.g_00089	Prav.g_01040
OG0000137	Syap.g_02756	Prav.g_01073
OG0000138	Syap.g_00278	Prav.g_01093
OG0000139	Syap.g_00410	Prav.g_01135
OG0000140	Syap.g_01976	Prav.g_01136
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Prav.g_01203
OG0000142	Syap.g_00895, Syap.g_00894	Prav.g_01233
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Prav.g_01237
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Prav.g_01250
OG0000145	Syap.g_01860, Syap.g_01859	Prav.g_00362
OG0000146	Syap.g_02024	Prav.g_00365
OG0000147	Syap.g_02025	Prav.g_00366
OG0000148	Syap.g_02720	Prav.g_00413
OG0000149	Syap.g_00824	Prav.g_00443
OG0000150	Syap.g_01540	Prav.g_00451
OG0000151	Syap.g_00142	Prav.g_00509
OG0000152	Syap.g_02012	Prav.g_00556
OG0000153	Syap.g_02682	Prav.g_00575
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Prav.g_00907
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Prav.g_01861
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Prav.g_01427
OG0000157	Syap.g_00249, Syap.g_00286	Prav.g_01428
OG0000158	Syap.g_01075	Prav.g_01505
OG0000159	Syap.g_00700	Prav.g_01506
OG0000160	Syap.g_02470, Syap.g_02469	Prav.g_01579
OG0000161	Syap.g_02476	Prav.g_01585
OG0000162	Syap.g_02531	Prav.g_01591
OG0000164	Syap.g_01391, Syap.g_01392	Prav.g_01785
OG0000165	Syap.g_01381, Syap.g_01382	Prav.g_01792
OG0000166	Syap.g_00512, Syap.g_01238	Prav.g_00596
OG0000167	Syap.g_02080	Prav.g_00663
OG0000168	Syap.g_01076	Prav.g_00673
OG0000169	Syap.g_01049, Syap.g_01093	Prav.g_00683
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Prav.g_00685
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Prav.g_00704
OG0000172	Syap.g_01143, Syap.g_00635	Prav.g_00712
OG0000173	Syap.g_01213, Syap.g_00982, Syap.g_00983	Prav.g_00727
OG0000174	Syap.g_02092	Prav.g_00755
OG0000175	Syap.g_02654	Prav.g_00765
OG0000176	Syap.g_00059	Prav.g_00790
OG0000177	Syap.g_00061, Syap.g_00060	Prav.g_00791
OG0000178	Syap.g_00062	Prav.g_00792
OG0000179	Syap.g_00077, Syap.g_02638	Prav.g_00084
OG0000180	Syap.g_00078, Syap.g_02640	Prav.g_00085
OG0000181	Syap.g_00079, Syap.g_02641	Prav.g_00086
OG0000182	Syap.g_00080, Syap.g_02642	Prav.g_00087
OG0000183	Syap.g_00084	Prav.g_00091
OG0000184	Syap.g_01337	Prav.g_00117
OG0000185	Syap.g_01322	Prav.g_00120
OG0000186	Syap.g_01684	Prav.g_00129
OG0000187	Syap.g_01686	Prav.g_00130
OG0000188	Syap.g_02547	Prav.g_00147
OG0000191	Syap.g_02233	Prav.g_00182
OG0000192	Syap.g_02224	Prav.g_00186
OG0000193	Syap.g_02187, Syap.g_02188	Prav.g_00213
OG0000194	Syap.g_02183	Prav.g_00216
OG0000195	Syap.g_02180	Prav.g_00887
OG0000196	Syap.g_01208, Syap.g_02167	Prav.g_00877
OG0000197	Syap.g_01207, Syap.g_02166	Prav.g_00876
OG0000198	Syap.g_01206	Prav.g_00875
OG0000199	Syap.g_01197	Prav.g_00868
OG0000200	Syap.g_01181	Prav.g_00854
OG0000201	Syap.g_02265	Prav.g_00846
OG0000202	Syap.g_02264	Prav.g_00845
OG0000203	Syap.g_01601	Prav.g_00844
OG0000204	Syap.g_01602	Prav.g_00843
OG0000205	Syap.g_01616	Prav.g_00836
OG0000206	Syap.g_01628	Prav.g_00831
OG0000207	Syap.g_01426, Syap.g_00424	Prav.g_00829
OG0000208	Syap.g_00426, Syap.g_01425	Prav.g_00828
OG0000209	Syap.g_01906	Prav.g_00819
OG0000210	Syap.g_01905	Prav.g_00818
OG0000211	Syap.g_01160	Prav.g_00805
OG0000212	Syap.g_02664	Prav.g_00798
OG0000213	Syap.g_00107, Syap.g_01599	Prav.g_01904
OG0000214	Syap.g_02344, Syap.g_02345	Prav.g_01914
OG0000215	Syap.g_01347, Syap.g_01629	Prav.g_01938
OG0000216	Syap.g_01634	Prav.g_01940
OG0000217	Syap.g_01638	Prav.g_01943
OG0000218	Syap.g_01641, Syap.g_01640	Prav.g_01945
OG0000219	Syap.g_01642, Syap.g_01643	Prav.g_01946
OG0000220	Syap.g_01645	Prav.g_01947
OG0000221	Syap.g_01646	Prav.g_01948
OG0000222	Syap.g_01669	Prav.g_01956
OG0000223	Syap.g_02072, Syap.g_02073	Prav.g_01969
OG0000224	Syap.g_02064	Prav.g_01971
OG0000225	Syap.g_00553, Syap.g_00552	Prav.g_01992
OG0000226	Syap.g_02029, Syap.g_02144	Prav.g_01996
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Prav.g_01998
OG0000228	Syap.g_00116, Syap.g_02041	Prav.g_00974
OG0000229	Syap.g_02059	Prav.g_01035
OG0000230	Syap.g_02061	Prav.g_01037
OG0000231	Syap.g_02533	Prav.g_01048
OG0000232	Syap.g_02510, Syap.g_02511	Prav.g_01056
OG0000233	Syap.g_02133	Prav.g_01061
OG0000234	Syap.g_02755	Prav.g_01074
OG0000235	Syap.g_00732, Syap.g_02258	Prav.g_01077
OG0000236	Syap.g_02238	Prav.g_01091
OG0000237	Syap.g_00262, Syap.g_00263	Prav.g_01104
OG0000238	Syap.g_00257, Syap.g_00258	Prav.g_01110
OG0000239	Syap.g_02744	Prav.g_01123
OG0000240	Syap.g_02742	Prav.g_01124
OG0000241	Syap.g_00888	Prav.g_01128
OG0000242	Syap.g_01455	Prav.g_01130
OG0000243	Syap.g_01938	Prav.g_01141, Prav.g_00954
OG0000244	Syap.g_01146, Syap.g_01145	Prav.g_01144
OG0000245	Syap.g_01148	Prav.g_01146
OG0000246	Syap.g_00308	Prav.g_01150
OG0000247	Syap.g_00288, Syap.g_00293	Prav.g_01160
OG0000248	Syap.g_00290	Prav.g_01162
OG0000249	Syap.g_01296, Syap.g_01295	Prav.g_01164
OG0000250	Syap.g_01306	Prav.g_01169
OG0000251	Syap.g_00442	Prav.g_01187
OG0000252	Syap.g_01857	Prav.g_01190
OG0000253	Syap.g_00443	Prav.g_01191
OG0000254	Syap.g_01527, Syap.g_01528	Prav.g_01207
OG0000256	Syap.g_01287	Prav.g_01225
OG0000257	Syap.g_00886	Prav.g_01228
OG0000258	Syap.g_00907	Prav.g_01241
OG0000260	Syap.g_01970	Prav.g_01261
OG0000261	Syap.g_01962, Syap.g_01961	Prav.g_01263
OG0000262	Syap.g_01954	Prav.g_01267
OG0000263	Syap.g_00432, Syap.g_00433	Prav.g_01279
OG0000266	Syap.g_00519	Prav.g_00316
OG0000267	Syap.g_02333, Syap.g_02332	Prav.g_00327
OG0000268	Syap.g_00646	Prav.g_00328
OG0000269	Syap.g_00188	Prav.g_00392
OG0000270	Syap.g_00192	Prav.g_00395
OG0000271	Syap.g_00200, Syap.g_00201	Prav.g_00403
OG0000272	Syap.g_00202	Prav.g_00404
OG0000273	Syap.g_02703	Prav.g_00427
OG0000274	Syap.g_02702	Prav.g_00428
OG0000275	Syap.g_01847	Prav.g_00430
OG0000276	Syap.g_01839, Syap.g_01838	Prav.g_00435
OG0000277	Syap.g_01837	Prav.g_00436
OG0000278	Syap.g_01834	Prav.g_00439
OG0000279	Syap.g_00829, Syap.g_00830	Prav.g_00446
OG0000280	Syap.g_00365	Prav.g_00447
OG0000281	Syap.g_01977	Prav.g_00452
OG0000282	Syap.g_01252	Prav.g_00501
OG0000283	Syap.g_01728	Prav.g_00533
OG0000284	Syap.g_01736	Prav.g_00538
OG0000285	Syap.g_01746, Syap.g_01744	Prav.g_00543
OG0000286	Syap.g_02014, Syap.g_02013	Prav.g_00555
OG0000288	Syap.g_02764, Syap.g_02763	Prav.g_00906
OG0000289	Syap.g_02784	Prav.g_00917
OG0000290	Syap.g_01552	Prav.g_00930
OG0000291	Syap.g_01554	Prav.g_00932
OG0000292	Syap.g_02314	Prav.g_00261
OG0000293	Syap.g_00240	Prav.g_00056
OG0000294	Syap.g_00239	Prav.g_00057
OG0000295	Syap.g_00206	Prav.g_00077
OG0000296	Syap.g_00204	Prav.g_01867
OG0000297	Syap.g_01887	Prav.g_01859
OG0000298	Syap.g_01888	Prav.g_01858
OG0000299	Syap.g_02620	Prav.g_01841
OG0000302	Syap.g_02444, Syap.g_02445	Prav.g_01835
OG0000303	Syap.g_02435	Prav.g_01828
OG0000304	Syap.g_02430	Prav.g_01824
OG0000305	Syap.g_01557	Prav.g_01465
OG0000306	Syap.g_01966	Prav.g_01468
OG0000307	Syap.g_02517	Prav.g_01482
OG0000308	Syap.g_02514, Syap.g_02515	Prav.g_01483
OG0000309	Syap.g_02198, Syap.g_02446	Prav.g_01487
OG0000310	Syap.g_02660, Syap.g_02661	Prav.g_01563
OG0000311	Syap.g_02657	Prav.g_01565
OG0000312	Syap.g_02114	Prav.g_01568
OG0000313	Syap.g_02473	Prav.g_01582
OG0000314	Syap.g_00007	Prav.g_01605
OG0000315	Syap.g_00017	Prav.g_01615
OG0000316	Syap.g_00030	Prav.g_01635
OG0000317	Syap.g_00618	Prav.g_01759
OG0000318	Syap.g_00622, Syap.g_02786	Prav.g_01762
OG0000319	Syap.g_01764, Syap.g_01771	Prav.g_01775
OG0000320	Syap.g_01761, Syap.g_01769	Prav.g_01777
OG0000321	Syap.g_01760, Syap.g_01768	Prav.g_01778
OG0000322	Syap.g_01759, Syap.g_01767	Prav.g_01779
OG0000323	Syap.g_01389	Prav.g_01788
OG0000324	Syap.g_01503	Prav.g_01815
OG0000325	Syap.g_02680	Prav.g_00269
OG0000326	Syap.g_00544	Prav.g_00275
OG0000327	Syap.g_01233, Syap.g_01913	Prav.g_00591
OG0000328	Syap.g_01234, Syap.g_01912	Prav.g_00592
OG0000329	Syap.g_00498	Prav.g_00609
OG0000330	Syap.g_00497	Prav.g_00610
OG0000331	Syap.g_00496	Prav.g_00611
OG0000332	Syap.g_00481	Prav.g_00625
OG0000333	Syap.g_00478	Prav.g_00627
OG0000334	Syap.g_00468	Prav.g_00635
OG0000335	Syap.g_00101, Syap.g_00463	Prav.g_00640
OG0000336	Syap.g_00417, Syap.g_00607	Prav.g_00644
OG0000337	Syap.g_01054	Prav.g_00661
OG0000338	Syap.g_01059	Prav.g_00662
OG0000339	Syap.g_01068	Prav.g_00666
OG0000340	Syap.g_01077	Prav.g_00674
OG0000341	Syap.g_01079	Prav.g_00676
OG0000342	Syap.g_01080, Syap.g_02477	Prav.g_00677
OG0000343	Syap.g_01086, Syap.g_02078	Prav.g_00678
OG0000344	Syap.g_01091	Prav.g_00681
OG0000345	Syap.g_01107, Syap.g_01470	Prav.g_00686
OG0000346	Syap.g_02423, Syap.g_01113	Prav.g_00690
OG0000347	Syap.g_01131, Syap.g_02459	Prav.g_00706
OG0000348	Syap.g_00632	Prav.g_00715
OG0000349	Syap.g_00110, Syap.g_01813	Prav.g_00732
OG0000351	Syap.g_02594	Prav.g_00768
OG0000352	Syap.g_02596, Syap.g_02597	Prav.g_00769
OG0000353	Syap.g_00054	Prav.g_00785
OG0000354	Syap.g_00075, Syap.g_02635	Prav.g_01352
OG0000355	Syap.g_00056	Prav.g_00787
OG0000356	Syap.g_00057	Prav.g_00788
OG0000357	Syap.g_00058	Prav.g_00789
OG0000358	Syap.g_00063	Prav.g_00793
OG0000359	Syap.g_00065	Prav.g_00794
OG0000360	Syap.g_00067	Prav.g_00795
OG0000361	Syap.g_00068	Prav.g_00078
OG0000362	Syap.g_00070	Prav.g_00080
OG0000363	Syap.g_00072	Prav.g_00082
OG0000364	Syap.g_00620	Prav.g_00083
OG0000365	Syap.g_00081	Prav.g_00088
OG0000366	Syap.g_00082	Prav.g_00089
OG0000367	Syap.g_00083	Prav.g_00090
OG0000368	Syap.g_00085	Prav.g_00092
OG0000369	Syap.g_00086	Prav.g_00093
OG0000370	Syap.g_00087	Prav.g_00094
OG0000372	Syap.g_01805	Prav.g_00103
OG0000373	Syap.g_01806	Prav.g_00104
OG0000374	Syap.g_01807	Prav.g_00105
OG0000375	Syap.g_01808	Prav.g_00111
OG0000376	Syap.g_01811	Prav.g_00113
OG0000377	Syap.g_00128	Prav.g_00116
OG0000378	Syap.g_01326	Prav.g_00118
OG0000380	Syap.g_01687	Prav.g_00131
OG0000381	Syap.g_01690	Prav.g_00135
OG0000382	Syap.g_02548	Prav.g_00146
OG0000383	Syap.g_02359	Prav.g_00148
OG0000384	Syap.g_02360	Prav.g_00149
OG0000385	Syap.g_02361	Prav.g_00150
OG0000386	Syap.g_02362	Prav.g_00151
OG0000387	Syap.g_01864	Prav.g_00164
OG0000391	Syap.g_02234	Prav.g_00181
OG0000392	Syap.g_02225	Prav.g_00185
OG0000393	Syap.g_02222	Prav.g_00187
OG0000394	Syap.g_02221	Prav.g_00188
OG0000395	Syap.g_02220	Prav.g_00189
OG0000396	Syap.g_02217	Prav.g_00192
OG0000397	Syap.g_02215	Prav.g_00194
OG0000398	Syap.g_02211	Prav.g_00196
OG0000399	Syap.g_02210	Prav.g_00197
OG0000400	Syap.g_02209	Prav.g_00198
OG0000401	Syap.g_02208	Prav.g_00199
OG0000402	Syap.g_02206	Prav.g_00201
OG0000403	Syap.g_02205	Prav.g_00202
OG0000404	Syap.g_02204, Syap.g_02618	Prav.g_00203
OG0000405	Syap.g_02191	Prav.g_00207
OG0000406	Syap.g_02186	Prav.g_00214
OG0000407	Syap.g_02185	Prav.g_00215
OG0000409	Syap.g_02179	Prav.g_00886
OG0000410	Syap.g_02178	Prav.g_00885
OG0000411	Syap.g_02177	Prav.g_00884
OG0000412	Syap.g_02176	Prav.g_00883
OG0000413	Syap.g_02174	Prav.g_00882
OG0000414	Syap.g_02173	Prav.g_00881
OG0000415	Syap.g_02172	Prav.g_00880
OG0000416	Syap.g_02171	Prav.g_00879
OG0000417	Syap.g_02169	Prav.g_00878
OG0000418	Syap.g_01204	Prav.g_00873
OG0000419	Syap.g_01201	Prav.g_00871
OG0000420	Syap.g_01199	Prav.g_00870
OG0000421	Syap.g_01195	Prav.g_00865
OG0000422	Syap.g_01194	Prav.g_00864
OG0000423	Syap.g_01193	Prav.g_00863
OG0000424	Syap.g_01192	Prav.g_00862
OG0000425	Syap.g_01191	Prav.g_00861
OG0000426	Syap.g_01190	Prav.g_00860
OG0000427	Syap.g_01189	Prav.g_00859
OG0000428	Syap.g_01186	Prav.g_00857
OG0000429	Syap.g_01184	Prav.g_00856
OG0000430	Syap.g_01182	Prav.g_00855
OG0000431	Syap.g_01179	Prav.g_00853
OG0000432	Syap.g_02277	Prav.g_00850
OG0000433	Syap.g_02272	Prav.g_00849
OG0000434	Syap.g_02271	Prav.g_00848
OG0000435	Syap.g_02268	Prav.g_00847
OG0000436	Syap.g_01607	Prav.g_00842
OG0000437	Syap.g_01608	Prav.g_00841
OG0000438	Syap.g_01612	Prav.g_00840
OG0000439	Syap.g_01614	Prav.g_00838
OG0000440	Syap.g_01615	Prav.g_00837
OG0000441	Syap.g_01619	Prav.g_00834
OG0000442	Syap.g_01620	Prav.g_00833
OG0000443	Syap.g_01622	Prav.g_00832
OG0000444	Syap.g_01424	Prav.g_00827
OG0000445	Syap.g_01421	Prav.g_00826
OG0000446	Syap.g_01419	Prav.g_00825
OG0000447	Syap.g_01410	Prav.g_00824
OG0000448	Syap.g_01407	Prav.g_00823
OG0000449	Syap.g_01406	Prav.g_00822
OG0000450	Syap.g_01909	Prav.g_00821
OG0000451	Syap.g_01908	Prav.g_00820
OG0000452	Syap.g_01904	Prav.g_00817
OG0000453	Syap.g_01903	Prav.g_00816
OG0000454	Syap.g_01902	Prav.g_00815
OG0000455	Syap.g_01901	Prav.g_00814
OG0000456	Syap.g_01900	Prav.g_00813
OG0000457	Syap.g_01896	Prav.g_00812
OG0000458	Syap.g_01895	Prav.g_00811
OG0000459	Syap.g_01894	Prav.g_00810
OG0000460	Syap.g_01159	Prav.g_00803
OG0000461	Syap.g_01575	Prav.g_01889
OG0000462	Syap.g_01578	Prav.g_01891
OG0000463	Syap.g_01579	Prav.g_01892
OG0000464	Syap.g_01580	Prav.g_01893
OG0000465	Syap.g_01582	Prav.g_01894
OG0000466	Syap.g_01587	Prav.g_01897
OG0000467	Syap.g_01588	Prav.g_01898
OG0000468	Syap.g_01593	Prav.g_01900
OG0000469	Syap.g_02352	Prav.g_01909
OG0000470	Syap.g_02349	Prav.g_01911
OG0000471	Syap.g_02348	Prav.g_01912
OG0000472	Syap.g_02347	Prav.g_01913
OG0000473	Syap.g_02343	Prav.g_01915
OG0000474	Syap.g_02342	Prav.g_01916
OG0000475	Syap.g_02341	Prav.g_01917
OG0000476	Syap.g_02339	Prav.g_01918
OG0000477	Syap.g_01367	Prav.g_01921
OG0000478	Syap.g_01366	Prav.g_01922
OG0000479	Syap.g_01364	Prav.g_01923
OG0000480	Syap.g_01357	Prav.g_01928
OG0000482	Syap.g_01355	Prav.g_01931
OG0000483	Syap.g_01344	Prav.g_01934
OG0000484	Syap.g_01350	Prav.g_01935
OG0000485	Syap.g_01349	Prav.g_01936
OG0000487	Syap.g_01635	Prav.g_01941
OG0000488	Syap.g_01639	Prav.g_01944
OG0000489	Syap.g_02482	Prav.g_01949
OG0000490	Syap.g_01673	Prav.g_01954
OG0000491	Syap.g_01670	Prav.g_01955
OG0000492	Syap.g_01668	Prav.g_01957
OG0000493	Syap.g_01667	Prav.g_01958
OG0000494	Syap.g_01666	Prav.g_01959
OG0000495	Syap.g_01665	Prav.g_01960
OG0000496	Syap.g_01663	Prav.g_01961
OG0000497	Syap.g_01662	Prav.g_01962
OG0000498	Syap.g_01661	Prav.g_01963
OG0000499	Syap.g_01660	Prav.g_01964
OG0000500	Syap.g_01659	Prav.g_01965
OG0000501	Syap.g_01656	Prav.g_01967
OG0000502	Syap.g_02066	Prav.g_01970
OG0000503	Syap.g_00569	Prav.g_01980
OG0000504	Syap.g_00567	Prav.g_01981
OG0000505	Syap.g_00566	Prav.g_01982
OG0000506	Syap.g_00564	Prav.g_01984
OG0000507	Syap.g_00558	Prav.g_01987
OG0000508	Syap.g_00554	Prav.g_01991
OG0000509	Syap.g_00551	Prav.g_01993
OG0000510	Syap.g_00550	Prav.g_01994
OG0000511	Syap.g_00548	Prav.g_01995
OG0000512	Syap.g_02145	Prav.g_01997
OG0000513	Syap.g_02048	Prav.g_00977
OG0000514	Syap.g_02051	Prav.g_01030
OG0000515	Syap.g_02052	Prav.g_01031
OG0000516	Syap.g_02054	Prav.g_01032
OG0000517	Syap.g_02057	Prav.g_01034
OG0000519	Syap.g_00457	Prav.g_01046
OG0000520	Syap.g_00456	Prav.g_01047
OG0000521	Syap.g_01997	Prav.g_01052
OG0000522	Syap.g_01995	Prav.g_01053
OG0000523	Syap.g_02507	Prav.g_01054
OG0000524	Syap.g_02135	Prav.g_01059
OG0000525	Syap.g_02159	Prav.g_01062
OG0000526	Syap.g_02157	Prav.g_01063
OG0000527	Syap.g_02758	Prav.g_01071
OG0000528	Syap.g_02261	Prav.g_01076
OG0000529	Syap.g_02254	Prav.g_01079
OG0000530	Syap.g_02252	Prav.g_01082
OG0000531	Syap.g_02251	Prav.g_01083
OG0000532	Syap.g_02247	Prav.g_01085
OG0000533	Syap.g_02244	Prav.g_01086
OG0000534	Syap.g_02243	Prav.g_01087
OG0000535	Syap.g_02242	Prav.g_01088
OG0000536	Syap.g_02241	Prav.g_01089
OG0000537	Syap.g_02240	Prav.g_01090
OG0000538	Syap.g_00271	Prav.g_01098
OG0000539	Syap.g_00270	Prav.g_01099
OG0000540	Syap.g_00269	Prav.g_01100
OG0000541	Syap.g_00268	Prav.g_01101
OG0000542	Syap.g_00264	Prav.g_01103
OG0000543	Syap.g_00261	Prav.g_01105
OG0000544	Syap.g_00260	Prav.g_01106
OG0000545	Syap.g_00259	Prav.g_01108
OG0000546	Syap.g_00256	Prav.g_01111
OG0000547	Syap.g_00254	Prav.g_01113
OG0000548	Syap.g_00253	Prav.g_01114
OG0000549	Syap.g_00758	Prav.g_01116
OG0000550	Syap.g_02747	Prav.g_01121
OG0000551	Syap.g_02739	Prav.g_01125
OG0000552	Syap.g_02738	Prav.g_01126
OG0000553	Syap.g_02735	Prav.g_01127
OG0000554	Syap.g_01450	Prav.g_01132
OG0000555	Syap.g_01941	Prav.g_01140
OG0000556	Syap.g_01933	Prav.g_01142
OG0000557	Syap.g_01931	Prav.g_01143
OG0000558	Syap.g_01147	Prav.g_01145
OG0000560	Syap.g_00305	Prav.g_01152
OG0000561	Syap.g_00304	Prav.g_01153
OG0000562	Syap.g_00302	Prav.g_01154
OG0000563	Syap.g_00301	Prav.g_01155
OG0000564	Syap.g_00300	Prav.g_01156
OG0000565	Syap.g_00296	Prav.g_01159
OG0000566	Syap.g_00291	Prav.g_01161
OG0000567	Syap.g_01297	Prav.g_01165
OG0000568	Syap.g_01302	Prav.g_01166
OG0000569	Syap.g_01303	Prav.g_01167
OG0000570	Syap.g_01304	Prav.g_01168
OG0000571	Syap.g_01307	Prav.g_01170
OG0000573	Syap.g_00765	Prav.g_01188
OG0000574	Syap.g_00759	Prav.g_01189
OG0000575	Syap.g_00445	Prav.g_01193
OG0000576	Syap.g_00450	Prav.g_01195
OG0000577	Syap.g_00451	Prav.g_01196
OG0000578	Syap.g_00452	Prav.g_01197
OG0000579	Syap.g_00453	Prav.g_01198
OG0000580	Syap.g_00454	Prav.g_01199
OG0000581	Syap.g_01521	Prav.g_01201
OG0000582	Syap.g_01533	Prav.g_01204
OG0000583	Syap.g_01532	Prav.g_01205
OG0000584	Syap.g_01530	Prav.g_01206
OG0000585	Syap.g_01526	Prav.g_01208
OG0000586	Syap.g_01525	Prav.g_01209
OG0000587	Syap.g_01523	Prav.g_01210
