Orthogroup	Syap	Pral
OG0000237	Syap.g_00262, Syap.g_00263	Pral.g_00584
OG0000238	Syap.g_00257, Syap.g_00258	Pral.g_00578
OG0000239	Syap.g_02744	Pral.g_00565
OG0000240	Syap.g_02742	Pral.g_00564
OG0000241	Syap.g_00888	Pral.g_00560
OG0000242	Syap.g_01455	Pral.g_00558
OG0000243	Syap.g_01938	Pral.g_00547
OG0000244	Syap.g_01146, Syap.g_01145	Pral.g_00544
OG0000245	Syap.g_01148	Pral.g_00542
OG0000246	Syap.g_00308	Pral.g_00538
OG0000247	Syap.g_00288, Syap.g_00293	Pral.g_00527
OG0000248	Syap.g_00290	Pral.g_00524
OG0000249	Syap.g_01296, Syap.g_01295	Pral.g_00522
OG0000250	Syap.g_01306	Pral.g_00516
OG0000251	Syap.g_00442	Pral.g_00498
OG0000252	Syap.g_01857	Pral.g_00495
OG0000253	Syap.g_00443	Pral.g_00494
OG0000254	Syap.g_01527, Syap.g_01528	Pral.g_00477
OG0000256	Syap.g_01287	Pral.g_00460
OG0000257	Syap.g_00886	Pral.g_01430
OG0000258	Syap.g_00907	Pral.g_01444
OG0000260	Syap.g_01970	Pral.g_01464
OG0000261	Syap.g_01962, Syap.g_01961	Pral.g_01467
OG0000262	Syap.g_01954	Pral.g_01471
OG0000263	Syap.g_00432, Syap.g_00433	Pral.g_01761
OG0000266	Syap.g_00519	Pral.g_01719
OG0000267	Syap.g_02333, Syap.g_02332	Pral.g_01706
OG0000268	Syap.g_00646	Pral.g_01705
OG0000269	Syap.g_00188	Pral.g_01483
OG0000270	Syap.g_00192	Pral.g_01486
OG0000271	Syap.g_00200, Syap.g_00201	Pral.g_01494
OG0000272	Syap.g_00202	Pral.g_01495
OG0000273	Syap.g_02703	Pral.g_01518
OG0000274	Syap.g_02702	Pral.g_01519
OG0000275	Syap.g_01847	Pral.g_01522
OG0000276	Syap.g_01839, Syap.g_01838	Pral.g_01527
OG0000277	Syap.g_01837	Pral.g_01528
OG0000278	Syap.g_01834	Pral.g_01531
OG0000279	Syap.g_00829, Syap.g_00830	Pral.g_01538
OG0000280	Syap.g_00365	Pral.g_01539
OG0000281	Syap.g_01977	Pral.g_01546
OG0000282	Syap.g_01252	Pral.g_01797
OG0000283	Syap.g_01728	Pral.g_01655
OG0000284	Syap.g_01736	Pral.g_01650
OG0000285	Syap.g_01746, Syap.g_01744	Pral.g_01644
OG0000286	Syap.g_02014, Syap.g_02013	Pral.g_01628
OG0000288	Syap.g_02764, Syap.g_02763	Pral.g_01594
OG0000289	Syap.g_02784	Pral.g_01609
OG0000290	Syap.g_01552	Pral.g_01564
OG0000291	Syap.g_01554	Pral.g_01562
OG0000292	Syap.g_02314	Pral.g_01316
OG0000293	Syap.g_00240	Pral.g_01357
OG0000294	Syap.g_00239	Pral.g_01358
OG0000295	Syap.g_00206	Pral.g_01382
OG0000296	Syap.g_00204	Pral.g_01384
OG0000297	Syap.g_01887	Pral.g_01394
OG0000298	Syap.g_01888	Pral.g_01395
OG0000299	Syap.g_02620	Pral.g_01415
OG0000302	Syap.g_02444, Syap.g_02445	Pral.g_01422
OG0000303	Syap.g_02435	Pral.g_01428
OG0000304	Syap.g_02430	Pral.g_00455
OG0000305	Syap.g_01557	Pral.g_01323
OG0000306	Syap.g_01966	Pral.g_01550
OG0000307	Syap.g_02517	Pral.g_01213
OG0000308	Syap.g_02514, Syap.g_02515	Pral.g_01212
OG0000309	Syap.g_02198, Syap.g_02446	Pral.g_01208
OG0000310	Syap.g_02660, Syap.g_02661	Pral.g_01181
OG0000311	Syap.g_02657	Pral.g_01179
OG0000312	Syap.g_02114	Pral.g_01176
OG0000313	Syap.g_02473	Pral.g_01157
OG0000314	Syap.g_00007	Pral.g_01133
OG0000315	Syap.g_00017	Pral.g_01123
OG0000316	Syap.g_00030	Pral.g_01095
OG0000317	Syap.g_00618	Pral.g_00104
OG0000318	Syap.g_00622, Syap.g_02786	Pral.g_00108
OG0000319	Syap.g_01764, Syap.g_01771	Pral.g_00121
OG0000320	Syap.g_01761, Syap.g_01769	Pral.g_00123
OG0000321	Syap.g_01760, Syap.g_01768	Pral.g_00124
OG0000322	Syap.g_01759, Syap.g_01767	Pral.g_00125
OG0000323	Syap.g_01389	Pral.g_00134
OG0000324	Syap.g_01503	Pral.g_00162
OG0000325	Syap.g_02680	Pral.g_00172
OG0000326	Syap.g_00544	Pral.g_00179
OG0000327	Syap.g_01233, Syap.g_01913	Pral.g_00201
OG0000328	Syap.g_01234, Syap.g_01912	Pral.g_00202
OG0000329	Syap.g_00498	Pral.g_00219
OG0000330	Syap.g_00497	Pral.g_00220
OG0000331	Syap.g_00496	Pral.g_00221
OG0000332	Syap.g_00481	Pral.g_00235
OG0000333	Syap.g_00478	Pral.g_00237
OG0000334	Syap.g_00468	Pral.g_00246
OG0000335	Syap.g_00101, Syap.g_00463	Pral.g_00251
OG0000336	Syap.g_00417, Syap.g_00607	Pral.g_00255
OG0000337	Syap.g_01054	Pral.g_00274
OG0000338	Syap.g_01059	Pral.g_00275
OG0000339	Syap.g_01068	Pral.g_00280
OG0000340	Syap.g_01077	Pral.g_00289
OG0000341	Syap.g_01079	Pral.g_00291
OG0000342	Syap.g_01080, Syap.g_02477	Pral.g_00292
OG0000343	Syap.g_01086, Syap.g_02078	Pral.g_00293
OG0000344	Syap.g_01091	Pral.g_00296
OG0000345	Syap.g_01107, Syap.g_01470	Pral.g_00302
OG0000346	Syap.g_02423, Syap.g_01113	Pral.g_00306
OG0000347	Syap.g_01131, Syap.g_02459	Pral.g_00323
OG0000348	Syap.g_00632	Pral.g_00331
OG0000349	Syap.g_00110, Syap.g_01813	Pral.g_00349
OG0000351	Syap.g_02594	Pral.g_00390
OG0000352	Syap.g_02596, Syap.g_02597	Pral.g_00391
OG0000353	Syap.g_00054	Pral.g_00409
OG0000354	Syap.g_00075, Syap.g_02635	Pral.g_01677
OG0000355	Syap.g_00056	Pral.g_00411
OG0000356	Syap.g_00057	Pral.g_00412
OG0000357	Syap.g_00058	Pral.g_00413
OG0000358	Syap.g_00063	Pral.g_00417
OG0000359	Syap.g_00065	Pral.g_00418
OG0000360	Syap.g_00067	Pral.g_00419
OG0000361	Syap.g_00068	Pral.g_00420
OG0000362	Syap.g_00070	Pral.g_00422
OG0000363	Syap.g_00072	Pral.g_01030
OG0000364	Syap.g_00620	Pral.g_01029
OG0000365	Syap.g_00081	Pral.g_01024
OG0000366	Syap.g_00082	Pral.g_01023
OG0000367	Syap.g_00083	Pral.g_01022
OG0000368	Syap.g_00085	Pral.g_01020
OG0000369	Syap.g_00086	Pral.g_01019
OG0000370	Syap.g_00087	Pral.g_01018
OG0000372	Syap.g_01805	Pral.g_01009
OG0000373	Syap.g_01806	Pral.g_01008
OG0000374	Syap.g_01807	Pral.g_01007
OG0000375	Syap.g_01808	Pral.g_01005
OG0000376	Syap.g_01811	Pral.g_01003
OG0000377	Syap.g_00128	Pral.g_00999
OG0000378	Syap.g_01326	Pral.g_00995
OG0000380	Syap.g_01687	Pral.g_00982
OG0000381	Syap.g_01690	Pral.g_00977
OG0000382	Syap.g_02548	Pral.g_00966
OG0000383	Syap.g_02359	Pral.g_00964
OG0000384	Syap.g_02360	Pral.g_00963
OG0000385	Syap.g_02361	Pral.g_00962
OG0000386	Syap.g_02362	Pral.g_00961
OG0000387	Syap.g_01864	Pral.g_00948
OG0000391	Syap.g_02234	Pral.g_00929
OG0000392	Syap.g_02225	Pral.g_00925
OG0000393	Syap.g_02222	Pral.g_00922
OG0000394	Syap.g_02221	Pral.g_00921
OG0000395	Syap.g_02220	Pral.g_00920
OG0000396	Syap.g_02217	Pral.g_00918
OG0000397	Syap.g_02215	Pral.g_00916
OG0000398	Syap.g_02211	Pral.g_00913
OG0000399	Syap.g_02210	Pral.g_00912
OG0000400	Syap.g_02209	Pral.g_00911
OG0000401	Syap.g_02208	Pral.g_00910
OG0000402	Syap.g_02206	Pral.g_00450
OG0000403	Syap.g_02205	Pral.g_00908
OG0000404	Syap.g_02204, Syap.g_02618	Pral.g_00907
OG0000405	Syap.g_02191	Pral.g_00903
OG0000406	Syap.g_02186	Pral.g_00898
OG0000407	Syap.g_02185	Pral.g_00897
OG0000408	Syap.g_02181, Syap.g_02182	Pral.g_00895
OG0000409	Syap.g_02179	Pral.g_00893
OG0000410	Syap.g_02178	Pral.g_00892
OG0000411	Syap.g_02177	Pral.g_00891
OG0000412	Syap.g_02176	Pral.g_00890
OG0000413	Syap.g_02174	Pral.g_00888
OG0000414	Syap.g_02173	Pral.g_00887
OG0000415	Syap.g_02172	Pral.g_00886
OG0000416	Syap.g_02171	Pral.g_00885
OG0000417	Syap.g_02169	Pral.g_00884
OG0000418	Syap.g_01204	Pral.g_00879
OG0000419	Syap.g_01201	Pral.g_00877
OG0000420	Syap.g_01199	Pral.g_00875
OG0000421	Syap.g_01195	Pral.g_00871
OG0000422	Syap.g_01194	Pral.g_00870
OG0000423	Syap.g_01193	Pral.g_00869
OG0000424	Syap.g_01192	Pral.g_00868
OG0000425	Syap.g_01191	Pral.g_00867
OG0000426	Syap.g_01190	Pral.g_00866
OG0000427	Syap.g_01189	Pral.g_00865
OG0000428	Syap.g_01186	Pral.g_00863
OG0000429	Syap.g_01184	Pral.g_00862
OG0000430	Syap.g_01182	Pral.g_00861
OG0000431	Syap.g_01179	Pral.g_00859
OG0000432	Syap.g_02277	Pral.g_00855
OG0000433	Syap.g_02272	Pral.g_00854
OG0000434	Syap.g_02271	Pral.g_00853
OG0000435	Syap.g_02268	Pral.g_00852
OG0000436	Syap.g_01607	Pral.g_00847
OG0000437	Syap.g_01608	Pral.g_00846
OG0000438	Syap.g_01612	Pral.g_00845
OG0000439	Syap.g_01614	Pral.g_00844
OG0000440	Syap.g_01615	Pral.g_00843
OG0000441	Syap.g_01619	Pral.g_00840
OG0000442	Syap.g_01620	Pral.g_00839
OG0000443	Syap.g_01622	Pral.g_00838
OG0000444	Syap.g_01424	Pral.g_00833
OG0000445	Syap.g_01421	Pral.g_00832
OG0000446	Syap.g_01419	Pral.g_00831
OG0000447	Syap.g_01410	Pral.g_00830
OG0000448	Syap.g_01407	Pral.g_00829
OG0000449	Syap.g_01406	Pral.g_00828
OG0000450	Syap.g_01909	Pral.g_00827
OG0000451	Syap.g_01908	Pral.g_00826
OG0000452	Syap.g_01904	Pral.g_00823
OG0000453	Syap.g_01903	Pral.g_00822
OG0000454	Syap.g_01902	Pral.g_00821
OG0000455	Syap.g_01901	Pral.g_00820
OG0000456	Syap.g_01900	Pral.g_00819
OG0000457	Syap.g_01896	Pral.g_00817
OG0000458	Syap.g_01895	Pral.g_00816
OG0000459	Syap.g_01894	Pral.g_00815
OG0000460	Syap.g_01159	Pral.g_00805
OG0000461	Syap.g_01575	Pral.g_00796
OG0000462	Syap.g_01578	Pral.g_00795
OG0000463	Syap.g_01579	Pral.g_00794
OG0000464	Syap.g_01580	Pral.g_00793
OG0000465	Syap.g_01582	Pral.g_00792
OG0000466	Syap.g_01587	Pral.g_00789
OG0000467	Syap.g_01588	Pral.g_00788
OG0000468	Syap.g_01593	Pral.g_00785
OG0000469	Syap.g_02352	Pral.g_00777
OG0000470	Syap.g_02349	Pral.g_00775
OG0000471	Syap.g_02348	Pral.g_00774
OG0000472	Syap.g_02347	Pral.g_00773
OG0000473	Syap.g_02343	Pral.g_00771
OG0000474	Syap.g_02342	Pral.g_00770
OG0000475	Syap.g_02341	Pral.g_00769
OG0000476	Syap.g_02339	Pral.g_00767
OG0000477	Syap.g_01367	Pral.g_00764
OG0000478	Syap.g_01366	Pral.g_00763
OG0000479	Syap.g_01364	Pral.g_00762
OG0000480	Syap.g_01357	Pral.g_00756
OG0000482	Syap.g_01355	Pral.g_00753
OG0000483	Syap.g_01344	Pral.g_00750
OG0000484	Syap.g_01350	Pral.g_00749
OG0000485	Syap.g_01349	Pral.g_00748
OG0000487	Syap.g_01635	Pral.g_00743
OG0000488	Syap.g_01639	Pral.g_00740
OG0000489	Syap.g_02482	Pral.g_00735
OG0000490	Syap.g_01673	Pral.g_00731
OG0000491	Syap.g_01670	Pral.g_00730
OG0000492	Syap.g_01668	Pral.g_00728
OG0000493	Syap.g_01667	Pral.g_00727
OG0000494	Syap.g_01666	Pral.g_00726
OG0000495	Syap.g_01665	Pral.g_00725
OG0000496	Syap.g_01663	Pral.g_00724
OG0000497	Syap.g_01662	Pral.g_00723
OG0000498	Syap.g_01661	Pral.g_00722
OG0000499	Syap.g_01660	Pral.g_00721
OG0000500	Syap.g_01659	Pral.g_00720
OG0000501	Syap.g_01656	Pral.g_00718
OG0000502	Syap.g_02066	Pral.g_00715
OG0000503	Syap.g_00569	Pral.g_00698
OG0000504	Syap.g_00567	Pral.g_00696
OG0000505	Syap.g_00566	Pral.g_00695
OG0000506	Syap.g_00564	Pral.g_00694
OG0000507	Syap.g_00558	Pral.g_00691
OG0000508	Syap.g_00554	Pral.g_00687
OG0000509	Syap.g_00551	Pral.g_00685
OG0000510	Syap.g_00550	Pral.g_00684
OG0000511	Syap.g_00548	Pral.g_00683
OG0000512	Syap.g_02145	Pral.g_00681
OG0000513	Syap.g_02048	Pral.g_00673
OG0000514	Syap.g_02051	Pral.g_00663
OG0000515	Syap.g_02052	Pral.g_00662
OG0000516	Syap.g_02054	Pral.g_00661
OG0000517	Syap.g_02057	Pral.g_00659
OG0000519	Syap.g_00457	Pral.g_00646
OG0000520	Syap.g_00456	Pral.g_00645
OG0000521	Syap.g_01997	Pral.g_00635
OG0000522	Syap.g_01995	Pral.g_00633
OG0000523	Syap.g_02507	Pral.g_00632
OG0000524	Syap.g_02135	Pral.g_00627
OG0000525	Syap.g_02159	Pral.g_00623
OG0000526	Syap.g_02157	Pral.g_00622
OG0000527	Syap.g_02758	Pral.g_00619
OG0000528	Syap.g_02261	Pral.g_00613
OG0000529	Syap.g_02254	Pral.g_00610
OG0000530	Syap.g_02252	Pral.g_00607
OG0000531	Syap.g_02251	Pral.g_00606
OG0000532	Syap.g_02247	Pral.g_00603
OG0000533	Syap.g_02244	Pral.g_00602
OG0000534	Syap.g_02243	Pral.g_00601
OG0000535	Syap.g_02242	Pral.g_00600
OG0000536	Syap.g_02241	Pral.g_00599
OG0000537	Syap.g_02240	Pral.g_00598
OG0000538	Syap.g_00271	Pral.g_00590
OG0000539	Syap.g_00270	Pral.g_00589
OG0000540	Syap.g_00269	Pral.g_00588
OG0000541	Syap.g_00268	Pral.g_00587
OG0000542	Syap.g_00264	Pral.g_00585
OG0000543	Syap.g_00261	Pral.g_00583
OG0000544	Syap.g_00260	Pral.g_00582
OG0000545	Syap.g_00259	Pral.g_00580
OG0000546	Syap.g_00256	Pral.g_00577
OG0000547	Syap.g_00254	Pral.g_00575
OG0000548	Syap.g_00253	Pral.g_00574
OG0000549	Syap.g_00758	Pral.g_00571
OG0000550	Syap.g_02747	Pral.g_00566
OG0000551	Syap.g_02739	Pral.g_00563
OG0000552	Syap.g_02738	Pral.g_00562
OG0000553	Syap.g_02735	Pral.g_00561
OG0000554	Syap.g_01450	Pral.g_00556
OG0000555	Syap.g_01941	Pral.g_00548
OG0000556	Syap.g_01933	Pral.g_00546
OG0000557	Syap.g_01931	Pral.g_00545
OG0000558	Syap.g_01147	Pral.g_00543
OG0000560	Syap.g_00305	Pral.g_00536
OG0000561	Syap.g_00304	Pral.g_00535
OG0000562	Syap.g_00302	Pral.g_00534
OG0000563	Syap.g_00301	Pral.g_00533
OG0000564	Syap.g_00300	Pral.g_00532
OG0000565	Syap.g_00296	Pral.g_00529
OG0000566	Syap.g_00291	Pral.g_00525
OG0000567	Syap.g_01297	Pral.g_00521
OG0000568	Syap.g_01302	Pral.g_00520
OG0000569	Syap.g_01303	Pral.g_00519
OG0000570	Syap.g_01304	Pral.g_00518
OG0000571	Syap.g_01307	Pral.g_00515
OG0000573	Syap.g_00765	Pral.g_00497
OG0000574	Syap.g_00759	Pral.g_00496
OG0000575	Syap.g_00445	Pral.g_00492
OG0000576	Syap.g_00450	Pral.g_00490
OG0000577	Syap.g_00451	Pral.g_00489
OG0000578	Syap.g_00452	Pral.g_00488
OG0000579	Syap.g_00453	Pral.g_00487
OG0000580	Syap.g_00454	Pral.g_00486
OG0000581	Syap.g_01521	Pral.g_00483
OG0000582	Syap.g_01533	Pral.g_00480
OG0000583	Syap.g_01532	Pral.g_00479
OG0000584	Syap.g_01530	Pral.g_00478
OG0000585	Syap.g_01526	Pral.g_00476
OG0000586	Syap.g_01525	Pral.g_00475
OG0000587	Syap.g_01523	Pral.g_00474
