Orthogroup	Syap	Prad
OG0000209	Syap.g_01906	Prad.g_01772
OG0000210	Syap.g_01905	Prad.g_01771
OG0000211	Syap.g_01160	Prad.g_01758
OG0000212	Syap.g_02664	Prad.g_01751
OG0000213	Syap.g_00107, Syap.g_01599	Prad.g_01734
OG0000214	Syap.g_02344, Syap.g_02345	Prad.g_01724
OG0000215	Syap.g_01347, Syap.g_01629	Prad.g_01699
OG0000216	Syap.g_01634	Prad.g_01697
OG0000217	Syap.g_01638	Prad.g_01694
OG0000218	Syap.g_01641, Syap.g_01640	Prad.g_01692
OG0000219	Syap.g_01642, Syap.g_01643	Prad.g_01691
OG0000220	Syap.g_01645	Prad.g_01690
OG0000221	Syap.g_01646	Prad.g_01689
OG0000222	Syap.g_01669	Prad.g_01681
OG0000223	Syap.g_02072, Syap.g_02073	Prad.g_01668
OG0000224	Syap.g_02064	Prad.g_01666
OG0000225	Syap.g_00553, Syap.g_00552	Prad.g_01645
OG0000226	Syap.g_02029, Syap.g_02144	Prad.g_00761
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Prad.g_00759
OG0000228	Syap.g_00116, Syap.g_02041	Prad.g_00756
OG0000229	Syap.g_02059	Prad.g_00666
OG0000230	Syap.g_02061	Prad.g_00069
OG0000231	Syap.g_02533	Prad.g_00058
OG0000232	Syap.g_02510, Syap.g_02511	Prad.g_00049
OG0000233	Syap.g_02133	Prad.g_00043
OG0000234	Syap.g_02755	Prad.g_00031
OG0000235	Syap.g_00732, Syap.g_02258	Prad.g_00028
OG0000236	Syap.g_02238	Prad.g_00014
OG0000237	Syap.g_00262, Syap.g_00263	Prad.g_00123
OG0000238	Syap.g_00257, Syap.g_00258	Prad.g_00117
OG0000239	Syap.g_02744	Prad.g_00104
OG0000240	Syap.g_02742	Prad.g_00103
OG0000241	Syap.g_00888	Prad.g_00099
OG0000242	Syap.g_01455	Prad.g_00097
OG0000243	Syap.g_01938	Prad.g_01333
OG0000244	Syap.g_01146, Syap.g_01145	Prad.g_01336
OG0000245	Syap.g_01148	Prad.g_01338
OG0000246	Syap.g_00308	Prad.g_01342
OG0000247	Syap.g_00288, Syap.g_00293	Prad.g_01352
OG0000248	Syap.g_00290	Prad.g_01354
OG0000249	Syap.g_01296, Syap.g_01295	Prad.g_01356
OG0000250	Syap.g_01306	Prad.g_01361
OG0000251	Syap.g_00442	Prad.g_01380
OG0000252	Syap.g_01857	Prad.g_01383
OG0000253	Syap.g_00443	Prad.g_01384
OG0000254	Syap.g_01527, Syap.g_01528	Prad.g_01400
OG0000256	Syap.g_01287	Prad.g_01416
OG0000257	Syap.g_00886	Prad.g_01419
OG0000258	Syap.g_00907	Prad.g_01432
OG0000260	Syap.g_01970	Prad.g_01237
OG0000261	Syap.g_01962, Syap.g_01961	Prad.g_01239
OG0000262	Syap.g_01954	Prad.g_01243
OG0000263	Syap.g_00432, Syap.g_00433	Prad.g_01255
OG0000266	Syap.g_00519	Prad.g_01059
OG0000267	Syap.g_02333, Syap.g_02332	Prad.g_01070
OG0000268	Syap.g_00646	Prad.g_01071
OG0000269	Syap.g_00188	Prad.g_01141
OG0000270	Syap.g_00192	Prad.g_01144
OG0000271	Syap.g_00200, Syap.g_00201	Prad.g_01152
OG0000272	Syap.g_00202	Prad.g_01153
OG0000273	Syap.g_02703	Prad.g_01176
OG0000274	Syap.g_02702	Prad.g_01177
OG0000275	Syap.g_01847	Prad.g_01180
OG0000276	Syap.g_01839, Syap.g_01838	Prad.g_01185
OG0000277	Syap.g_01837	Prad.g_00308
OG0000278	Syap.g_01834	Prad.g_00305
OG0000279	Syap.g_00829, Syap.g_00830	Prad.g_00298
OG0000280	Syap.g_00365	Prad.g_00297
OG0000281	Syap.g_01977	Prad.g_00292
OG0000282	Syap.g_01252	Prad.g_00243
OG0000283	Syap.g_01728	Prad.g_00209
OG0000284	Syap.g_01736	Prad.g_00204
OG0000285	Syap.g_01746, Syap.g_01744	Prad.g_00199
OG0000286	Syap.g_02014, Syap.g_02013	Prad.g_00187
OG0000288	Syap.g_02764, Syap.g_02763	Prad.g_00140
OG0000289	Syap.g_02784	Prad.g_01035
OG0000290	Syap.g_01552	Prad.g_01021
OG0000291	Syap.g_01554	Prad.g_01019
OG0000292	Syap.g_02314	Prad.g_00972
OG0000293	Syap.g_00240	Prad.g_01505
OG0000294	Syap.g_00239	Prad.g_01504
OG0000295	Syap.g_00206	Prad.g_01484
OG0000296	Syap.g_00204	Prad.g_01482
OG0000297	Syap.g_01887	Prad.g_01474
OG0000298	Syap.g_01888	Prad.g_01473
OG0000299	Syap.g_02620	Prad.g_01455
OG0000302	Syap.g_02444, Syap.g_02445	Prad.g_01449
OG0000303	Syap.g_02435	Prad.g_01442
OG0000304	Syap.g_02430	Prad.g_01438
OG0000305	Syap.g_01557	Prad.g_00602
OG0000306	Syap.g_01966	Prad.g_00599
OG0000307	Syap.g_02517	Prad.g_00585
OG0000308	Syap.g_02514, Syap.g_02515	Prad.g_00584
OG0000309	Syap.g_02198, Syap.g_02446	Prad.g_00580
OG0000310	Syap.g_02660, Syap.g_02661	Prad.g_00530
OG0000311	Syap.g_02657	Prad.g_00528
OG0000312	Syap.g_02114	Prad.g_00525
OG0000313	Syap.g_02473	Prad.g_00511
OG0000314	Syap.g_00007	Prad.g_00487
OG0000315	Syap.g_00017	Prad.g_00477
OG0000316	Syap.g_00030	Prad.g_00457
OG0000317	Syap.g_00618	Prad.g_00943
OG0000318	Syap.g_00622, Syap.g_02786	Prad.g_00940
OG0000319	Syap.g_01764, Syap.g_01771	Prad.g_00927
OG0000320	Syap.g_01761, Syap.g_01769	Prad.g_00925
OG0000321	Syap.g_01760, Syap.g_01768	Prad.g_00924
OG0000322	Syap.g_01759, Syap.g_01767	Prad.g_00923
OG0000323	Syap.g_01389	Prad.g_00914
OG0000324	Syap.g_01503	Prad.g_00887
OG0000325	Syap.g_02680	Prad.g_00878
OG0000326	Syap.g_00544	Prad.g_00872
OG0000327	Syap.g_01233, Syap.g_01913	Prad.g_00848
OG0000328	Syap.g_01234, Syap.g_01912	Prad.g_00847
OG0000329	Syap.g_00498	Prad.g_00830
OG0000330	Syap.g_00497	Prad.g_00829
OG0000331	Syap.g_00496	Prad.g_00828
OG0000332	Syap.g_00481	Prad.g_00814
OG0000333	Syap.g_00478	Prad.g_00812
OG0000334	Syap.g_00468	Prad.g_00804
OG0000335	Syap.g_00101, Syap.g_00463	Prad.g_00799
OG0000336	Syap.g_00417, Syap.g_00607	Prad.g_00795
OG0000337	Syap.g_01054	Prad.g_00779
OG0000338	Syap.g_01059	Prad.g_00778
OG0000339	Syap.g_01068	Prad.g_00774
OG0000340	Syap.g_01077	Prad.g_00766, Prad.g_01294
OG0000341	Syap.g_01079	Prad.g_00764
OG0000342	Syap.g_01080, Syap.g_02477	Prad.g_00763
OG0000343	Syap.g_01086, Syap.g_02078	Prad.g_00762
OG0000344	Syap.g_01091	Prad.g_01639
OG0000345	Syap.g_01107, Syap.g_01470	Prad.g_01634
OG0000346	Syap.g_02423, Syap.g_01113	Prad.g_01630
OG0000347	Syap.g_01131, Syap.g_02459	Prad.g_01615
OG0000348	Syap.g_00632	Prad.g_01606
OG0000349	Syap.g_00110, Syap.g_01813	Prad.g_01589
OG0000351	Syap.g_02594	Prad.g_01553
OG0000352	Syap.g_02596, Syap.g_02597	Prad.g_01552
OG0000353	Syap.g_00054	Prad.g_01537
OG0000354	Syap.g_00075, Syap.g_02635	Prad.g_01041
OG0000355	Syap.g_00056	Prad.g_01535
OG0000356	Syap.g_00057	Prad.g_01534
OG0000357	Syap.g_00058	Prad.g_01533
OG0000358	Syap.g_00063	Prad.g_01529
OG0000359	Syap.g_00065	Prad.g_01528
OG0000360	Syap.g_00067	Prad.g_01527
OG0000361	Syap.g_00068	Prad.g_01976
OG0000362	Syap.g_00070	Prad.g_01974
OG0000363	Syap.g_00072	Prad.g_01972
OG0000364	Syap.g_00620	Prad.g_01971
OG0000365	Syap.g_00081	Prad.g_01966
OG0000366	Syap.g_00082	Prad.g_01965
OG0000367	Syap.g_00083	Prad.g_01964
OG0000368	Syap.g_00085	Prad.g_01962
OG0000369	Syap.g_00086	Prad.g_01961
OG0000370	Syap.g_00087	Prad.g_01960
OG0000372	Syap.g_01805	Prad.g_01951
OG0000373	Syap.g_01806	Prad.g_01950
OG0000374	Syap.g_01807	Prad.g_01949
OG0000375	Syap.g_01808	Prad.g_01947
OG0000376	Syap.g_01811	Prad.g_01945
OG0000377	Syap.g_00128	Prad.g_01941
OG0000378	Syap.g_01326	Prad.g_01939
OG0000380	Syap.g_01687	Prad.g_01927
OG0000381	Syap.g_01690	Prad.g_01923
OG0000382	Syap.g_02548	Prad.g_01912
OG0000383	Syap.g_02359	Prad.g_01910
OG0000384	Syap.g_02360	Prad.g_01909
OG0000385	Syap.g_02361	Prad.g_01908
OG0000386	Syap.g_02362	Prad.g_01907
OG0000387	Syap.g_01864	Prad.g_01894
OG0000391	Syap.g_02234	Prad.g_01877
OG0000392	Syap.g_02225	Prad.g_01873
OG0000393	Syap.g_02222	Prad.g_01871
OG0000394	Syap.g_02221	Prad.g_01870
OG0000395	Syap.g_02220	Prad.g_01869
OG0000396	Syap.g_02217	Prad.g_01866
OG0000397	Syap.g_02215	Prad.g_01864
OG0000398	Syap.g_02211	Prad.g_01862
OG0000399	Syap.g_02210	Prad.g_01861
OG0000400	Syap.g_02209	Prad.g_01860
OG0000401	Syap.g_02208	Prad.g_01859
OG0000402	Syap.g_02206	Prad.g_01857
OG0000403	Syap.g_02205	Prad.g_01856
OG0000404	Syap.g_02204, Syap.g_02618	Prad.g_01855
OG0000405	Syap.g_02191	Prad.g_01851
OG0000406	Syap.g_02186	Prad.g_01844
OG0000407	Syap.g_02185	Prad.g_01843
OG0000408	Syap.g_02181, Syap.g_02182	Prad.g_01841
OG0000409	Syap.g_02179	Prad.g_01839
OG0000410	Syap.g_02178	Prad.g_01838
OG0000411	Syap.g_02177	Prad.g_01837
OG0000412	Syap.g_02176	Prad.g_01836
OG0000413	Syap.g_02174	Prad.g_01835
OG0000414	Syap.g_02173	Prad.g_01834
OG0000415	Syap.g_02172	Prad.g_01833
OG0000416	Syap.g_02171	Prad.g_01832
OG0000417	Syap.g_02169	Prad.g_01831
OG0000418	Syap.g_01204	Prad.g_01826
OG0000419	Syap.g_01201	Prad.g_01824
OG0000420	Syap.g_01199	Prad.g_01823
OG0000421	Syap.g_01195	Prad.g_01818
OG0000422	Syap.g_01194	Prad.g_01817
OG0000423	Syap.g_01193	Prad.g_01816
OG0000424	Syap.g_01192	Prad.g_01815
OG0000425	Syap.g_01191	Prad.g_01814
OG0000426	Syap.g_01190	Prad.g_01813
OG0000427	Syap.g_01189	Prad.g_01812
OG0000428	Syap.g_01186	Prad.g_01810
OG0000429	Syap.g_01184	Prad.g_01809
OG0000430	Syap.g_01182	Prad.g_01808
OG0000431	Syap.g_01179	Prad.g_01806
OG0000432	Syap.g_02277	Prad.g_01803
OG0000433	Syap.g_02272	Prad.g_01802
OG0000434	Syap.g_02271	Prad.g_01801
OG0000435	Syap.g_02268	Prad.g_01800
OG0000436	Syap.g_01607	Prad.g_01795
OG0000437	Syap.g_01608	Prad.g_01794
OG0000438	Syap.g_01612	Prad.g_01793
OG0000439	Syap.g_01614	Prad.g_01791
OG0000440	Syap.g_01615	Prad.g_01790
OG0000441	Syap.g_01619	Prad.g_01787
OG0000442	Syap.g_01620	Prad.g_01786
OG0000443	Syap.g_01622	Prad.g_01785
OG0000444	Syap.g_01424	Prad.g_01780
OG0000445	Syap.g_01421	Prad.g_01779
OG0000446	Syap.g_01419	Prad.g_01778
OG0000447	Syap.g_01410	Prad.g_01777
OG0000448	Syap.g_01407	Prad.g_01776
OG0000449	Syap.g_01406	Prad.g_01775
OG0000450	Syap.g_01909	Prad.g_01774
OG0000451	Syap.g_01908	Prad.g_01773
OG0000452	Syap.g_01904	Prad.g_01770
OG0000453	Syap.g_01903	Prad.g_01769
OG0000454	Syap.g_01902	Prad.g_01768
OG0000455	Syap.g_01901	Prad.g_01767
OG0000456	Syap.g_01900	Prad.g_01766
OG0000457	Syap.g_01896	Prad.g_01765
OG0000458	Syap.g_01895	Prad.g_01764
OG0000459	Syap.g_01894	Prad.g_01763
OG0000460	Syap.g_01159	Prad.g_01756
OG0000461	Syap.g_01575	Prad.g_01749
OG0000462	Syap.g_01578	Prad.g_01747
OG0000463	Syap.g_01579	Prad.g_01746
OG0000464	Syap.g_01580	Prad.g_01745
OG0000465	Syap.g_01582	Prad.g_01744
OG0000466	Syap.g_01587	Prad.g_01741
OG0000467	Syap.g_01588	Prad.g_01740
OG0000468	Syap.g_01593	Prad.g_01738
OG0000469	Syap.g_02352	Prad.g_01729
OG0000470	Syap.g_02349	Prad.g_01727
OG0000471	Syap.g_02348	Prad.g_01726
OG0000472	Syap.g_02347	Prad.g_01725
OG0000473	Syap.g_02343	Prad.g_01723
OG0000474	Syap.g_02342	Prad.g_01722
OG0000475	Syap.g_02341	Prad.g_01721
OG0000476	Syap.g_02339	Prad.g_01720
OG0000477	Syap.g_01367	Prad.g_01716
OG0000478	Syap.g_01366	Prad.g_01715
OG0000479	Syap.g_01364	Prad.g_01714
OG0000480	Syap.g_01357	Prad.g_01709
OG0000482	Syap.g_01355	Prad.g_01706
OG0000483	Syap.g_01344	Prad.g_01703
OG0000484	Syap.g_01350	Prad.g_01702
OG0000485	Syap.g_01349	Prad.g_01701
OG0000487	Syap.g_01635	Prad.g_01696
OG0000488	Syap.g_01639	Prad.g_01693
OG0000489	Syap.g_02482	Prad.g_01688
OG0000490	Syap.g_01673	Prad.g_01683
OG0000491	Syap.g_01670	Prad.g_01682
OG0000492	Syap.g_01668	Prad.g_01680
OG0000493	Syap.g_01667	Prad.g_01679
OG0000494	Syap.g_01666	Prad.g_01678
OG0000495	Syap.g_01665	Prad.g_01677
OG0000496	Syap.g_01663	Prad.g_01676
OG0000497	Syap.g_01662	Prad.g_01675
OG0000498	Syap.g_01661	Prad.g_01674
OG0000499	Syap.g_01660	Prad.g_01673
OG0000500	Syap.g_01659	Prad.g_01672
OG0000501	Syap.g_01656	Prad.g_01670
OG0000502	Syap.g_02066	Prad.g_01667
OG0000503	Syap.g_00569	Prad.g_01657
OG0000504	Syap.g_00567	Prad.g_01656
OG0000505	Syap.g_00566	Prad.g_01655
OG0000506	Syap.g_00564	Prad.g_01653
OG0000507	Syap.g_00558	Prad.g_01650
OG0000508	Syap.g_00554	Prad.g_01646
OG0000509	Syap.g_00551	Prad.g_01644
OG0000510	Syap.g_00550	Prad.g_01643
OG0000511	Syap.g_00548	Prad.g_01642
OG0000512	Syap.g_02145	Prad.g_00760
OG0000513	Syap.g_02048	Prad.g_00753
OG0000514	Syap.g_02051	Prad.g_00671
OG0000515	Syap.g_02052	Prad.g_00670
OG0000516	Syap.g_02054	Prad.g_00669
OG0000517	Syap.g_02057	Prad.g_00667
OG0000519	Syap.g_00457	Prad.g_00060
OG0000520	Syap.g_00456	Prad.g_00059
OG0000521	Syap.g_01997	Prad.g_00054
OG0000522	Syap.g_01995	Prad.g_00052
OG0000523	Syap.g_02507	Prad.g_00051
OG0000524	Syap.g_02135	Prad.g_00045
OG0000525	Syap.g_02159	Prad.g_00042
OG0000526	Syap.g_02157	Prad.g_00041
OG0000527	Syap.g_02758	Prad.g_00034
OG0000528	Syap.g_02261	Prad.g_00029
OG0000529	Syap.g_02254	Prad.g_00026
OG0000530	Syap.g_02252	Prad.g_00023
OG0000531	Syap.g_02251	Prad.g_00022
OG0000532	Syap.g_02247	Prad.g_00020
OG0000533	Syap.g_02244	Prad.g_00019
OG0000534	Syap.g_02243	Prad.g_00018
OG0000535	Syap.g_02242	Prad.g_00017
OG0000536	Syap.g_02241	Prad.g_00016
OG0000537	Syap.g_02240	Prad.g_00015
OG0000538	Syap.g_00271	Prad.g_00129
OG0000539	Syap.g_00270	Prad.g_00128
OG0000540	Syap.g_00269	Prad.g_00127
OG0000541	Syap.g_00268	Prad.g_00126
OG0000542	Syap.g_00264	Prad.g_00124
OG0000543	Syap.g_00261	Prad.g_00122
OG0000544	Syap.g_00260	Prad.g_00121
OG0000545	Syap.g_00259	Prad.g_00119
OG0000546	Syap.g_00256	Prad.g_00116
OG0000547	Syap.g_00254	Prad.g_00114
OG0000548	Syap.g_00253	Prad.g_00113
OG0000549	Syap.g_00758	Prad.g_00111
OG0000550	Syap.g_02747	Prad.g_00106
OG0000551	Syap.g_02739	Prad.g_00102
OG0000552	Syap.g_02738	Prad.g_00101
OG0000553	Syap.g_02735	Prad.g_00100
OG0000554	Syap.g_01450	Prad.g_00095
OG0000555	Syap.g_01941	Prad.g_01332
OG0000556	Syap.g_01933	Prad.g_01334
OG0000557	Syap.g_01931	Prad.g_01335
OG0000558	Syap.g_01147	Prad.g_01337
OG0000560	Syap.g_00305	Prad.g_01344
OG0000561	Syap.g_00304	Prad.g_01345
OG0000562	Syap.g_00302	Prad.g_01346
OG0000563	Syap.g_00301	Prad.g_01347
OG0000564	Syap.g_00300	Prad.g_01348
OG0000565	Syap.g_00296	Prad.g_01351
OG0000566	Syap.g_00291	Prad.g_01353
OG0000567	Syap.g_01297	Prad.g_01357
OG0000568	Syap.g_01302	Prad.g_01358
OG0000569	Syap.g_01303	Prad.g_01359
OG0000570	Syap.g_01304	Prad.g_01360
OG0000571	Syap.g_01307	Prad.g_01362
OG0000573	Syap.g_00765	Prad.g_01381
OG0000574	Syap.g_00759	Prad.g_01382
OG0000575	Syap.g_00445	Prad.g_01386
OG0000576	Syap.g_00450	Prad.g_01388
OG0000577	Syap.g_00451	Prad.g_01389
OG0000578	Syap.g_00452	Prad.g_01390
OG0000579	Syap.g_00453	Prad.g_01391
OG0000580	Syap.g_00454	Prad.g_01392
OG0000581	Syap.g_01521	Prad.g_01394
OG0000582	Syap.g_01533	Prad.g_01397
OG0000583	Syap.g_01532	Prad.g_01398
OG0000584	Syap.g_01530	Prad.g_01399
OG0000585	Syap.g_01526	Prad.g_01401
OG0000586	Syap.g_01525	Prad.g_01402
