Orthogroup	Syap	Syaf
OG0000207	Syap.g_01426, Syap.g_00424	Syaf.g_00735
OG0000208	Syap.g_00426, Syap.g_01425	Syaf.g_00734
OG0000209	Syap.g_01906	Syaf.g_00714
OG0000210	Syap.g_01905	Syaf.g_00713
OG0000211	Syap.g_01160	Syaf.g_02791
OG0000212	Syap.g_02664	Syaf.g_02781
OG0000213	Syap.g_00107, Syap.g_01599	Syaf.g_00210
OG0000214	Syap.g_02344, Syap.g_02345	Syaf.g_00226
OG0000215	Syap.g_01347, Syap.g_01629	Syaf.g_00258
OG0000216	Syap.g_01634	Syaf.g_00262
OG0000217	Syap.g_01638	Syaf.g_00266
OG0000218	Syap.g_01641, Syap.g_01640	Syaf.g_00268
OG0000219	Syap.g_01642, Syap.g_01643	Syaf.g_00269
OG0000220	Syap.g_01645	Syaf.g_00270
OG0000221	Syap.g_01646	Syaf.g_02597, Syaf.g_00273
OG0000222	Syap.g_01669	Syaf.g_00287
OG0000223	Syap.g_02072, Syap.g_02073	Syaf.g_00317
OG0000224	Syap.g_02064	Syaf.g_00324
OG0000225	Syap.g_00553, Syap.g_00552	Syaf.g_00007
OG0000226	Syap.g_02029, Syap.g_02144	Syaf.g_00003
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Syaf.g_00001
OG0000228	Syap.g_00116, Syap.g_02041	Syaf.g_02808
OG0000229	Syap.g_02059	Syaf.g_01214
OG0000230	Syap.g_02061	Syaf.g_01216
OG0000231	Syap.g_02533	Syaf.g_01236
OG0000232	Syap.g_02510, Syap.g_02511	Syaf.g_02536
OG0000233	Syap.g_02133	Syaf.g_02528
OG0000234	Syap.g_02755	Syaf.g_02497
OG0000235	Syap.g_00732, Syap.g_02258	Syaf.g_02722
OG0000236	Syap.g_02238	Syaf.g_02707
OG0000237	Syap.g_00262, Syap.g_00263	Syaf.g_02690
OG0000238	Syap.g_00257, Syap.g_00258	Syaf.g_02685
OG0000239	Syap.g_02744	Syaf.g_02669
OG0000240	Syap.g_02742	Syaf.g_02668
OG0000241	Syap.g_00888	Syaf.g_02322
OG0000242	Syap.g_01455	Syaf.g_02656
OG0000243	Syap.g_01938	Syaf.g_02634
OG0000244	Syap.g_01146, Syap.g_01145	Syaf.g_02627
OG0000245	Syap.g_01148	Syaf.g_02625
OG0000246	Syap.g_00308	Syaf.g_02621
OG0000247	Syap.g_00288, Syap.g_00293	Syaf.g_02610
OG0000248	Syap.g_00290	Syaf.g_02607
OG0000249	Syap.g_01296, Syap.g_01295	Syaf.g_02605
OG0000250	Syap.g_01306	Syaf.g_02593
OG0000251	Syap.g_00442	Syaf.g_02568
OG0000252	Syap.g_01857	Syaf.g_02565
OG0000253	Syap.g_00443	Syaf.g_02564
OG0000254	Syap.g_01527, Syap.g_01528	Syaf.g_02371
OG0000256	Syap.g_01287	Syaf.g_02329
OG0000257	Syap.g_00886	Syaf.g_02323
OG0000258	Syap.g_00907	Syaf.g_02301
OG0000260	Syap.g_01970	Syaf.g_02134
OG0000261	Syap.g_01962, Syap.g_01961	Syaf.g_02131
OG0000262	Syap.g_01954	Syaf.g_02126
OG0000263	Syap.g_00432, Syap.g_00433	Syaf.g_01585
OG0000266	Syap.g_00519	Syaf.g_01967
OG0000267	Syap.g_02333, Syap.g_02332	Syaf.g_01787
OG0000268	Syap.g_00646	Syaf.g_01788
OG0000269	Syap.g_00188	Syaf.g_02054
OG0000270	Syap.g_00192	Syaf.g_02051
OG0000271	Syap.g_00200, Syap.g_00201	Syaf.g_02043
OG0000272	Syap.g_00202	Syaf.g_02042
OG0000274	Syap.g_02702	Syaf.g_01391
OG0000275	Syap.g_01847	Syaf.g_01386
OG0000276	Syap.g_01839, Syap.g_01838	Syaf.g_01379
OG0000277	Syap.g_01837	Syaf.g_01378
OG0000278	Syap.g_01834	Syaf.g_01375
OG0000279	Syap.g_00829, Syap.g_00830	Syaf.g_01367
OG0000280	Syap.g_00365	Syaf.g_01337
OG0000281	Syap.g_01977	Syaf.g_01636
OG0000282	Syap.g_01252	Syaf.g_02101
OG0000283	Syap.g_01728	Syaf.g_01804
OG0000284	Syap.g_01736	Syaf.g_01810
OG0000285	Syap.g_01746, Syap.g_01744	Syaf.g_01842
OG0000286	Syap.g_02014, Syap.g_02013	Syaf.g_01860
OG0000288	Syap.g_02764, Syap.g_02763	Syaf.g_01929
OG0000289	Syap.g_02784	Syaf.g_01943
OG0000290	Syap.g_01552	Syaf.g_01439
OG0000291	Syap.g_01554	Syaf.g_01441
OG0000292	Syap.g_02314	Syaf.g_00505
OG0000293	Syap.g_00240	Syaf.g_01277
OG0000295	Syap.g_00206	Syaf.g_01316
OG0000296	Syap.g_00204	Syaf.g_01318
OG0000298	Syap.g_01888	Syaf.g_01606
OG0000299	Syap.g_02620	Syaf.g_01578
OG0000302	Syap.g_02444, Syap.g_02445	Syaf.g_01568
OG0000303	Syap.g_02435	Syaf.g_01559
OG0000304	Syap.g_02430	Syaf.g_01551
OG0000305	Syap.g_01557	Syaf.g_01444
OG0000306	Syap.g_01966	Syaf.g_01332
OG0000307	Syap.g_02517	Syaf.g_02742
OG0000308	Syap.g_02514, Syap.g_02515	Syaf.g_02744
OG0000309	Syap.g_02198, Syap.g_02446	Syaf.g_02749
OG0000310	Syap.g_02660, Syap.g_02661	Syaf.g_02387
OG0000311	Syap.g_02657	Syaf.g_02391
OG0000312	Syap.g_02114	Syaf.g_02397
OG0000313	Syap.g_02473	Syaf.g_02421
OG0000314	Syap.g_00007	Syaf.g_02458
OG0000315	Syap.g_00017	Syaf.g_02468
OG0000316	Syap.g_00030	Syaf.g_01088
OG0000317	Syap.g_00618	Syaf.g_01040
OG0000318	Syap.g_00622, Syap.g_02786	Syaf.g_01032
OG0000319	Syap.g_01764, Syap.g_01771	Syaf.g_01015
OG0000320	Syap.g_01761, Syap.g_01769	Syaf.g_01013
OG0000321	Syap.g_01760, Syap.g_01768	Syaf.g_01012
OG0000322	Syap.g_01759, Syap.g_01767	Syaf.g_01011
OG0000323	Syap.g_01389	Syaf.g_00997
OG0000324	Syap.g_01503	Syaf.g_01164
OG0000325	Syap.g_02680	Syaf.g_00176
OG0000326	Syap.g_00544	Syaf.g_00169
OG0000327	Syap.g_01233, Syap.g_01913	Syaf.g_00138
OG0000328	Syap.g_01234, Syap.g_01912	Syaf.g_00137
OG0000329	Syap.g_00498	Syaf.g_00119
OG0000330	Syap.g_00497	Syaf.g_00118
OG0000331	Syap.g_00496	Syaf.g_00117
OG0000333	Syap.g_00478	Syaf.g_00099
OG0000334	Syap.g_00468	Syaf.g_00090
OG0000335	Syap.g_00101, Syap.g_00463	Syaf.g_00085
OG0000336	Syap.g_00417, Syap.g_00607	Syaf.g_00081
OG0000337	Syap.g_01054	Syaf.g_00344
OG0000338	Syap.g_01059	Syaf.g_00348
OG0000339	Syap.g_01068	Syaf.g_00355
OG0000340	Syap.g_01077	Syaf.g_00366
OG0000341	Syap.g_01079	Syaf.g_00368
OG0000342	Syap.g_01080, Syap.g_02477	Syaf.g_00369
OG0000343	Syap.g_01086, Syap.g_02078	Syaf.g_00370
OG0000344	Syap.g_01091	Syaf.g_00374
OG0000345	Syap.g_01107, Syap.g_01470	Syaf.g_00384
OG0000346	Syap.g_02423, Syap.g_01113	Syaf.g_00389
OG0000347	Syap.g_01131, Syap.g_02459	Syaf.g_00415
OG0000348	Syap.g_00632	Syaf.g_00427
OG0000349	Syap.g_00110, Syap.g_01813	Syaf.g_00445
OG0000351	Syap.g_02594	Syaf.g_00528
OG0000352	Syap.g_02596, Syap.g_02597	Syaf.g_00527
OG0000353	Syap.g_00054	Syaf.g_00499
OG0000354	Syap.g_00075, Syap.g_02635	Syaf.g_00479
OG0000355	Syap.g_00056	Syaf.g_00497
OG0000356	Syap.g_00057	Syaf.g_00496
OG0000357	Syap.g_00058	Syaf.g_00495
OG0000358	Syap.g_00063	Syaf.g_00491
OG0000359	Syap.g_00065	Syaf.g_00489
OG0000360	Syap.g_00067	Syaf.g_00488
OG0000361	Syap.g_00068	Syaf.g_00487
OG0000362	Syap.g_00070	Syaf.g_00485
OG0000363	Syap.g_00072	Syaf.g_00483
OG0000364	Syap.g_00620	Syaf.g_00482
OG0000365	Syap.g_00081	Syaf.g_00473
OG0000366	Syap.g_00082	Syaf.g_00472
OG0000367	Syap.g_00083	Syaf.g_00471
OG0000368	Syap.g_00085	Syaf.g_00469
OG0000369	Syap.g_00086	Syaf.g_00468
OG0000370	Syap.g_00087	Syaf.g_00467
OG0000372	Syap.g_01805	Syaf.g_00453
OG0000373	Syap.g_01806	Syaf.g_00452
OG0000374	Syap.g_01807	Syaf.g_00451
OG0000375	Syap.g_01808	Syaf.g_00449
OG0000376	Syap.g_01811	Syaf.g_00447
OG0000377	Syap.g_00128	Syaf.g_00654
OG0000378	Syap.g_01326	Syaf.g_00668
OG0000380	Syap.g_01687	Syaf.g_00965
OG0000381	Syap.g_01690	Syaf.g_00962
OG0000382	Syap.g_02548	Syaf.g_00945
OG0000383	Syap.g_02359	Syaf.g_00941
OG0000384	Syap.g_02360	Syaf.g_00940
OG0000385	Syap.g_02361	Syaf.g_00939
OG0000386	Syap.g_02362	Syaf.g_00938
OG0000387	Syap.g_01864	Syaf.g_00912
OG0000391	Syap.g_02234	Syaf.g_00878
OG0000392	Syap.g_02225	Syaf.g_00872
OG0000393	Syap.g_02222	Syaf.g_00870
OG0000394	Syap.g_02221	Syaf.g_00869
OG0000395	Syap.g_02220	Syaf.g_00868
OG0000396	Syap.g_02217	Syaf.g_00865
OG0000397	Syap.g_02215	Syaf.g_00863
OG0000398	Syap.g_02211	Syaf.g_00858
OG0000399	Syap.g_02210	Syaf.g_00857
OG0000400	Syap.g_02209	Syaf.g_00856
OG0000401	Syap.g_02208	Syaf.g_00855
OG0000402	Syap.g_02206	Syaf.g_00852
OG0000403	Syap.g_02205	Syaf.g_00851
OG0000404	Syap.g_02204, Syap.g_02618	Syaf.g_00850
OG0000405	Syap.g_02191	Syaf.g_00835
OG0000406	Syap.g_02186	Syaf.g_00831
OG0000407	Syap.g_02185	Syaf.g_00830
OG0000408	Syap.g_02181, Syap.g_02182	Syaf.g_00828
OG0000409	Syap.g_02179	Syaf.g_00826
OG0000410	Syap.g_02178	Syaf.g_00825
OG0000411	Syap.g_02177	Syaf.g_00824
OG0000412	Syap.g_02176	Syaf.g_00823
OG0000413	Syap.g_02174	Syaf.g_00821
OG0000414	Syap.g_02173	Syaf.g_00820
OG0000415	Syap.g_02172	Syaf.g_00819
OG0000416	Syap.g_02171	Syaf.g_00818
OG0000417	Syap.g_02169	Syaf.g_00817
OG0000418	Syap.g_01204	Syaf.g_00812
OG0000419	Syap.g_01201	Syaf.g_00810
OG0000420	Syap.g_01199	Syaf.g_00808
OG0000421	Syap.g_01195	Syaf.g_00803
OG0000422	Syap.g_01194	Syaf.g_00802
OG0000423	Syap.g_01193	Syaf.g_00801
OG0000424	Syap.g_01192	Syaf.g_00800
OG0000425	Syap.g_01191	Syaf.g_00799
OG0000426	Syap.g_01190	Syaf.g_00798
OG0000427	Syap.g_01189	Syaf.g_00797
OG0000428	Syap.g_01186	Syaf.g_00794
OG0000429	Syap.g_01184	Syaf.g_00792
OG0000430	Syap.g_01182	Syaf.g_00790
OG0000431	Syap.g_01179	Syaf.g_00786
OG0000432	Syap.g_02277	Syaf.g_00779
OG0000433	Syap.g_02272	Syaf.g_00777
OG0000434	Syap.g_02271	Syaf.g_00776
OG0000435	Syap.g_02268	Syaf.g_00772
OG0000436	Syap.g_01607	Syaf.g_00767
OG0000437	Syap.g_01608	Syaf.g_00766
OG0000438	Syap.g_01612	Syaf.g_00765
OG0000439	Syap.g_01614	Syaf.g_00763
OG0000440	Syap.g_01615	Syaf.g_00762
OG0000441	Syap.g_01619	Syaf.g_00756
OG0000442	Syap.g_01620	Syaf.g_00743
OG0000443	Syap.g_01622	Syaf.g_00739
OG0000444	Syap.g_01424	Syaf.g_00733
OG0000445	Syap.g_01421	Syaf.g_00729
OG0000446	Syap.g_01419	Syaf.g_00728
OG0000447	Syap.g_01410	Syaf.g_00725
OG0000448	Syap.g_01407	Syaf.g_00724
OG0000449	Syap.g_01406	Syaf.g_00723
OG0000450	Syap.g_01909	Syaf.g_00717
OG0000451	Syap.g_01908	Syaf.g_00716
OG0000452	Syap.g_01904	Syaf.g_00712
OG0000453	Syap.g_01903	Syaf.g_00711
OG0000454	Syap.g_01902	Syaf.g_00710
OG0000455	Syap.g_01901	Syaf.g_00709
OG0000456	Syap.g_01900	Syaf.g_00708
OG0000457	Syap.g_01896	Syaf.g_00706
OG0000458	Syap.g_01895	Syaf.g_00705
OG0000459	Syap.g_01894	Syaf.g_00704
OG0000460	Syap.g_01159	Syaf.g_02789
OG0000461	Syap.g_01575	Syaf.g_00183
OG0000462	Syap.g_01578	Syaf.g_00186
OG0000463	Syap.g_01579	Syaf.g_00187
OG0000464	Syap.g_01580	Syaf.g_00188
OG0000465	Syap.g_01582	Syaf.g_00190
OG0000466	Syap.g_01587	Syaf.g_00194
OG0000467	Syap.g_01588	Syaf.g_00196
OG0000468	Syap.g_01593	Syaf.g_00206
OG0000469	Syap.g_02352	Syaf.g_00220
OG0000470	Syap.g_02349	Syaf.g_00222
OG0000471	Syap.g_02348	Syaf.g_00223
OG0000472	Syap.g_02347	Syaf.g_00225
OG0000473	Syap.g_02343	Syaf.g_00227
OG0000474	Syap.g_02342	Syaf.g_00228
OG0000475	Syap.g_02341	Syaf.g_00229
OG0000476	Syap.g_02339	Syaf.g_00231
OG0000477	Syap.g_01367	Syaf.g_00237
OG0000478	Syap.g_01366	Syaf.g_00238
OG0000479	Syap.g_01364	Syaf.g_00239
OG0000480	Syap.g_01357	Syaf.g_00247
OG0000482	Syap.g_01355	Syaf.g_00250
OG0000483	Syap.g_01344	Syaf.g_00254
OG0000484	Syap.g_01350	Syaf.g_00255
OG0000485	Syap.g_01349	Syaf.g_00256
OG0000487	Syap.g_01635	Syaf.g_00263
OG0000488	Syap.g_01639	Syaf.g_00267
OG0000489	Syap.g_02482	Syaf.g_00274
OG0000490	Syap.g_01673	Syaf.g_00284
OG0000491	Syap.g_01670	Syaf.g_00285
OG0000492	Syap.g_01668	Syaf.g_00288
OG0000493	Syap.g_01667	Syaf.g_00289
OG0000494	Syap.g_01666	Syaf.g_00290
OG0000495	Syap.g_01665	Syaf.g_00291
OG0000496	Syap.g_01663	Syaf.g_00292
OG0000497	Syap.g_01662	Syaf.g_00293
OG0000498	Syap.g_01661	Syaf.g_00294
OG0000499	Syap.g_01660	Syaf.g_00295
OG0000500	Syap.g_01659	Syaf.g_00296
OG0000501	Syap.g_01656	Syaf.g_00299
OG0000502	Syap.g_02066	Syaf.g_00319
OG0000503	Syap.g_00569	Syaf.g_00023
OG0000504	Syap.g_00567	Syaf.g_00021
OG0000505	Syap.g_00566	Syaf.g_00020
OG0000506	Syap.g_00564	Syaf.g_00018
OG0000507	Syap.g_00558	Syaf.g_00012
OG0000508	Syap.g_00554	Syaf.g_00008
OG0000509	Syap.g_00551	Syaf.g_00006
OG0000510	Syap.g_00550	Syaf.g_00005
OG0000511	Syap.g_00548	Syaf.g_00004
OG0000512	Syap.g_02145	Syaf.g_00002
OG0000513	Syap.g_02048	Syaf.g_02803
OG0000514	Syap.g_02051	Syaf.g_02796
OG0000515	Syap.g_02052	Syaf.g_02795
OG0000516	Syap.g_02054	Syaf.g_01219
OG0000517	Syap.g_02057	Syaf.g_01213
OG0000519	Syap.g_00457	Syaf.g_01231
OG0000520	Syap.g_00456	Syaf.g_01235
OG0000521	Syap.g_01997	Syaf.g_02542
OG0000522	Syap.g_01995	Syaf.g_02538
OG0000523	Syap.g_02507	Syaf.g_02537
OG0000524	Syap.g_02135	Syaf.g_02531
OG0000525	Syap.g_02159	Syaf.g_02507
OG0000526	Syap.g_02157	Syaf.g_02504
OG0000527	Syap.g_02758	Syaf.g_02500
OG0000528	Syap.g_02261	Syaf.g_02728
OG0000529	Syap.g_02254	Syaf.g_02720
OG0000530	Syap.g_02252	Syaf.g_02717
OG0000531	Syap.g_02251	Syaf.g_02716
OG0000532	Syap.g_02247	Syaf.g_02713
OG0000533	Syap.g_02244	Syaf.g_02712
OG0000534	Syap.g_02243	Syaf.g_02711
OG0000535	Syap.g_02242	Syaf.g_02710
OG0000536	Syap.g_02241	Syaf.g_02709
OG0000537	Syap.g_02240	Syaf.g_02708
OG0000538	Syap.g_00271	Syaf.g_02697
OG0000539	Syap.g_00270	Syaf.g_02696
OG0000540	Syap.g_00269	Syaf.g_02695
OG0000541	Syap.g_00268	Syaf.g_02694
OG0000542	Syap.g_00264	Syaf.g_02691
OG0000543	Syap.g_00261	Syaf.g_02689
OG0000544	Syap.g_00260	Syaf.g_02688
OG0000545	Syap.g_00259	Syaf.g_02686
OG0000546	Syap.g_00256	Syaf.g_02684
OG0000547	Syap.g_00254	Syaf.g_02682
OG0000548	Syap.g_00253	Syaf.g_02681
OG0000549	Syap.g_00758	Syaf.g_02676
OG0000550	Syap.g_02747	Syaf.g_02671
OG0000551	Syap.g_02739	Syaf.g_02666
OG0000552	Syap.g_02738	Syaf.g_02665
OG0000553	Syap.g_02735	Syaf.g_02663
OG0000554	Syap.g_01450	Syaf.g_02653
OG0000555	Syap.g_01941	Syaf.g_02635
OG0000556	Syap.g_01933	Syaf.g_02630
OG0000557	Syap.g_01931	Syaf.g_02628
OG0000558	Syap.g_01147	Syaf.g_02626
OG0000560	Syap.g_00305	Syaf.g_02619
OG0000561	Syap.g_00304	Syaf.g_02618
OG0000562	Syap.g_00302	Syaf.g_02617
OG0000563	Syap.g_00301	Syaf.g_02616
OG0000564	Syap.g_00300	Syaf.g_02615
OG0000565	Syap.g_00296	Syaf.g_02612
OG0000566	Syap.g_00291	Syaf.g_02608
OG0000567	Syap.g_01297	Syaf.g_02604
OG0000568	Syap.g_01302	Syaf.g_02599
OG0000569	Syap.g_01303	Syaf.g_02596
OG0000570	Syap.g_01304	Syaf.g_02595
OG0000571	Syap.g_01307	Syaf.g_02591
OG0000573	Syap.g_00765	Syaf.g_02567
OG0000574	Syap.g_00759	Syaf.g_02566
OG0000575	Syap.g_00445	Syaf.g_02562
OG0000576	Syap.g_00450	Syaf.g_02560
OG0000577	Syap.g_00451	Syaf.g_02559
OG0000578	Syap.g_00452	Syaf.g_02558
OG0000579	Syap.g_00453	Syaf.g_02557
OG0000580	Syap.g_00454	Syaf.g_02556
OG0000581	Syap.g_01521	Syaf.g_02550
OG0000582	Syap.g_01533	Syaf.g_02374
OG0000583	Syap.g_01532	Syaf.g_02373
OG0000584	Syap.g_01530	Syaf.g_02372
