Orthogroup	Syaf	Prbc
OG0000048	Syaf.g_00230	Prbc.g_01165
OG0000050	Syaf.g_01770	Prbc.g_01383
OG0000051	Syaf.g_00972	Prbc.g_00088
OG0000052	Syaf.g_00335	Prbc.g_00518, Prbc.g_00517
OG0000053	Syaf.g_02447	Prbc.g_00728
OG0000054	Syaf.g_02376	Prbc.g_01683
OG0000057	Syaf.g_01665, Syaf.g_01452	Prbc.g_00055, Prbc.g_01780
OG0000058	Syaf.g_00316	Prbc.g_01928
OG0000059	Syaf.g_00143	Prbc.g_00958
OG0000061	Syaf.g_01288	Prbc.g_01446
OG0000062	Syaf.g_01055	Prbc.g_00790
OG0000063	Syaf.g_00457	Prbc.g_00932
OG0000065	Syaf.g_00903	Prbc.g_00466
OG0000066	Syaf.g_02643	Prbc.g_01618
OG0000067	Syaf.g_02049	Prbc.g_01858
OG0000068	Syaf.g_02733	Prbc.g_00657
OG0000070	Syaf.g_01237	Prbc.g_01511
OG0000071	Syaf.g_01254	Prbc.g_00566
OG0000072	Syaf.g_00805	Prbc.g_00400
OG0000073	Syaf.g_02700	Prbc.g_01579
OG0000075	Syaf.g_00353	Prbc.g_00236
OG0000076	Syaf.g_00388	Prbc.g_00211
OG0000078	Syaf.g_02782	Prbc.g_00330
OG0000079	Syaf.g_00197	Prbc.g_01148
OG0000081	Syaf.g_02776	Prbc.g_01610
OG0000082	Syaf.g_02576	Prbc.g_00891
OG0000084	Syaf.g_02409	Prbc.g_00705
OG0000085	Syaf.g_01048	Prbc.g_00826
OG0000086	Syaf.g_00932	Prbc.g_00485
OG0000087	Syaf.g_00848	Prbc.g_00432
OG0000088	Syaf.g_00811	Prbc.g_00405
OG0000089	Syaf.g_02807	Prbc.g_01268
OG0000090	Syaf.g_02654	Prbc.g_01612
OG0000091	Syaf.g_02302	Prbc.g_01719
OG0000093	Syaf.g_02065	Prbc.g_01843
OG0000094	Syaf.g_01940	Prbc.g_01935
OG0000095	Syaf.g_01442	Prbc.g_02113
OG0000097	Syaf.g_01574	Prbc.g_01400
OG0000098	Syaf.g_01637	Prbc.g_00585
OG0000099	Syaf.g_00312	Prbc.g_01229
OG0000100	Syaf.g_02017	Prbc.g_00785
OG0000101	Syaf.g_00093	Prbc.g_00284
OG0000102	Syaf.g_00393	Prbc.g_00206
OG0000103	Syaf.g_00520	Prbc.g_01053
OG0000104	Syaf.g_00502	Prbc.g_01065
OG0000105	Syaf.g_00235	Prbc.g_01167
OG0000106	Syaf.g_01745	Prbc.g_00134, Prbc.g_00641
OG0000107	Syaf.g_00177, Syaf.g_00758	Prbc.g_00934
OG0000108	Syaf.g_02721	Prbc.g_01540
OG0000109	Syaf.g_02706	Prbc.g_01553
OG0000110	Syaf.g_02589	Prbc.g_01654
OG0000111	Syaf.g_01451	Prbc.g_01781
OG0000112	Syaf.g_01852	Prbc.g_02028
OG0000113	Syaf.g_02022	Prbc.g_01882, Prbc.g_00153
OG0000114	Syaf.g_02103	Prbc.g_01977
OG0000115	Syaf.g_02445	Prbc.g_00801
OG0000116	Syaf.g_01276	Prbc.g_01457
OG0000117	Syaf.g_01605	Prbc.g_00102
OG0000118	Syaf.g_02544	Prbc.g_00577
OG0000120	Syaf.g_00313	Prbc.g_01753
OG0000121	Syaf.g_02419	Prbc.g_00711
OG0000123	Syaf.g_00086	Prbc.g_00277
OG0000124	Syaf.g_00414	Prbc.g_00193
OG0000125	Syaf.g_00640	Prbc.g_00997
OG0000126	Syaf.g_00504	Prbc.g_01063
OG0000127	Syaf.g_01541	Prbc.g_01352, Prbc.g_00621
OG0000127	Syaf.g_01151	Prbc.g_01367
OG0000128	Syaf.g_00486	Prbc.g_01081
OG0000129	Syaf.g_00651	Prbc.g_01122
OG0000130	Syaf.g_00963	Prbc.g_00504
OG0000131	Syaf.g_00833	Prbc.g_00426
OG0000132	Syaf.g_00813	Prbc.g_00407
OG0000133	Syaf.g_01857	Prbc.g_01214
OG0000134	Syaf.g_02804	Prbc.g_01270
OG0000135	Syaf.g_00605	Prbc.g_02198, Prbc.g_02183
OG0000136	Syaf.g_01224	Prbc.g_01502
OG0000137	Syaf.g_02498	Prbc.g_01534
OG0000138	Syaf.g_02705	Prbc.g_01554
OG0000139	Syaf.g_02648	Prbc.g_01616
OG0000140	Syaf.g_02646	Prbc.g_01617
OG0000141	Syaf.g_02375	Prbc.g_01684
OG0000142	Syaf.g_02310	Prbc.g_01712
OG0000143	Syaf.g_02306	Prbc.g_01716
OG0000144	Syaf.g_01735	Prbc.g_01729
OG0000145	Syaf.g_02699	Prbc.g_02142
OG0000146	Syaf.g_01851	Prbc.g_02027
OG0000147	Syaf.g_01850	Prbc.g_02026
OG0000148	Syaf.g_02028	Prbc.g_01876
OG0000149	Syaf.g_01371	Prbc.g_01908
OG0000150	Syaf.g_02645	Prbc.g_01916
OG0000151	Syaf.g_02091	Prbc.g_01988
OG0000152	Syaf.g_01861	Prbc.g_02036
OG0000153	Syaf.g_01904	Prbc.g_02054
OG0000154	Syaf.g_01930	Prbc.g_02083
OG0000155	Syaf.g_01324	Prbc.g_01424
OG0000156	Syaf.g_01270	Prbc.g_00555
OG0000157	Syaf.g_01269	Prbc.g_00556
OG0000158	Syaf.g_00364	Prbc.g_00228
OG0000160	Syaf.g_02418	Prbc.g_00710
OG0000161	Syaf.g_02424	Prbc.g_00716
OG0000162	Syaf.g_02431	Prbc.g_00722
OG0000163	Syaf.g_01105	Prbc.g_00758
OG0000164	Syaf.g_00999	Prbc.g_00854
OG0000165	Syaf.g_01197	Prbc.g_00862
OG0000166	Syaf.g_00133	Prbc.g_00321
OG0000167	Syaf.g_00350	Prbc.g_00238
OG0000168	Syaf.g_00365	Prbc.g_00227
OG0000169	Syaf.g_00376	Prbc.g_00217
OG0000170	Syaf.g_00383	Prbc.g_00215
OG0000171	Syaf.g_00413	Prbc.g_00194
OG0000172	Syaf.g_00419	Prbc.g_00967
OG0000173	Syaf.g_00438	Prbc.g_00982
OG0000174	Syaf.g_00603	Prbc.g_01013
OG0000175	Syaf.g_00531	Prbc.g_01044
OG0000176	Syaf.g_00494	Prbc.g_01074
OG0000177	Syaf.g_00493	Prbc.g_01075
OG0000178	Syaf.g_00492	Prbc.g_01076
OG0000179	Syaf.g_00477	Prbc.g_01086
OG0000180	Syaf.g_00476	Prbc.g_01087
OG0000181	Syaf.g_00475	Prbc.g_01088
OG0000182	Syaf.g_00474	Prbc.g_01089
OG0000183	Syaf.g_00470	Prbc.g_01093
OG0000184	Syaf.g_00664	Prbc.g_01124
OG0000185	Syaf.g_00684	Prbc.g_01127
OG0000186	Syaf.g_00968	Prbc.g_00509
OG0000187	Syaf.g_00966	Prbc.g_00508
OG0000188	Syaf.g_00944	Prbc.g_00491
OG0000189	Syaf.g_00916	Prbc.g_00477
OG0000190	Syaf.g_00914	Prbc.g_00476
OG0000191	Syaf.g_00877	Prbc.g_00453
OG0000192	Syaf.g_00871	Prbc.g_00449
OG0000193	Syaf.g_00832	Prbc.g_00425
OG0000194	Syaf.g_00829	Prbc.g_00422
OG0000195	Syaf.g_00827	Prbc.g_00420
OG0000196	Syaf.g_00816	Prbc.g_00410
OG0000197	Syaf.g_00815	Prbc.g_00409
OG0000198	Syaf.g_00814	Prbc.g_00408
OG0000199	Syaf.g_00806	Prbc.g_00401
OG0000200	Syaf.g_00789	Prbc.g_00388
OG0000201	Syaf.g_00771	Prbc.g_00379
OG0000202	Syaf.g_00770	Prbc.g_00378
OG0000203	Syaf.g_00769	Prbc.g_00377
OG0000204	Syaf.g_00768	Prbc.g_00376
OG0000205	Syaf.g_00761	Prbc.g_00369
OG0000206	Syaf.g_00736	Prbc.g_00365
OG0000207	Syaf.g_00735	Prbc.g_00363
OG0000208	Syaf.g_00734	Prbc.g_00362
OG0000209	Syaf.g_00714	Prbc.g_00352
OG0000210	Syaf.g_00713	Prbc.g_00351
OG0000211	Syaf.g_02791	Prbc.g_00337
OG0000212	Syaf.g_02781	Prbc.g_00329
OG0000213	Syaf.g_00210	Prbc.g_01153
OG0000214	Syaf.g_00226	Prbc.g_01161
OG0000215	Syaf.g_00258	Prbc.g_01185
OG0000216	Syaf.g_00262	Prbc.g_01186
OG0000217	Syaf.g_00266	Prbc.g_01189
OG0000218	Syaf.g_00268	Prbc.g_01191
OG0000219	Syaf.g_00269	Prbc.g_01192
OG0000220	Syaf.g_00270	Prbc.g_01193
OG0000221	Syaf.g_02597, Syaf.g_00273	Prbc.g_01194
OG0000222	Syaf.g_00287	Prbc.g_01202
OG0000223	Syaf.g_00317	Prbc.g_01215
OG0000224	Syaf.g_00324	Prbc.g_01217
OG0000225	Syaf.g_00007	Prbc.g_01257
OG0000226	Syaf.g_00003	Prbc.g_01261
OG0000227	Syaf.g_00001	Prbc.g_01263
OG0000228	Syaf.g_02808	Prbc.g_01267
OG0000229	Syaf.g_01214	Prbc.g_01497
OG0000230	Syaf.g_01216	Prbc.g_01499
OG0000231	Syaf.g_01236	Prbc.g_01510
OG0000232	Syaf.g_02536	Prbc.g_01518
OG0000233	Syaf.g_02528	Prbc.g_01526
OG0000234	Syaf.g_02497	Prbc.g_01535
OG0000235	Syaf.g_02722	Prbc.g_01539
OG0000236	Syaf.g_02707	Prbc.g_01552
OG0000237	Syaf.g_02690	Prbc.g_01586
OG0000238	Syaf.g_02685	Prbc.g_01592
OG0000239	Syaf.g_02669	Prbc.g_01604
OG0000240	Syaf.g_02668	Prbc.g_01605
OG0000241	Syaf.g_02322	Prbc.g_01609
OG0000242	Syaf.g_02656	Prbc.g_01611
OG0000243	Syaf.g_02634	Prbc.g_01622
OG0000244	Syaf.g_02627	Prbc.g_01626
OG0000245	Syaf.g_02625	Prbc.g_01628
OG0000246	Syaf.g_02621	Prbc.g_01632
OG0000247	Syaf.g_02610	Prbc.g_01642
OG0000248	Syaf.g_02607	Prbc.g_01644
OG0000249	Syaf.g_02605	Prbc.g_01646
OG0000250	Syaf.g_02593	Prbc.g_01651
OG0000251	Syaf.g_02568	Prbc.g_01667
OG0000252	Syaf.g_02565	Prbc.g_01669
OG0000253	Syaf.g_02564	Prbc.g_01671
OG0000254	Syaf.g_02371	Prbc.g_01688
OG0000255	Syaf.g_02352	Prbc.g_01694
OG0000256	Syaf.g_02329	Prbc.g_01704
OG0000257	Syaf.g_02323	Prbc.g_01707
OG0000258	Syaf.g_02301	Prbc.g_01720
OG0000259	Syaf.g_02137	Prbc.g_01737
OG0000260	Syaf.g_02134	Prbc.g_01740
OG0000261	Syaf.g_02131	Prbc.g_01743
OG0000262	Syaf.g_02126	Prbc.g_01748
OG0000263	Syaf.g_01585	Prbc.g_01762
OG0000264	Syaf.g_01473	Prbc.g_01773
OG0000265	Syaf.g_01196	Prbc.g_01787
OG0000266	Syaf.g_01967	Prbc.g_01797
OG0000267	Syaf.g_01787	Prbc.g_01810
OG0000268	Syaf.g_01788	Prbc.g_01811
OG0000269	Syaf.g_02054	Prbc.g_01853
OG0000270	Syaf.g_02051	Prbc.g_01856
OG0000271	Syaf.g_02043	Prbc.g_01864
OG0000272	Syaf.g_02042	Prbc.g_01865
OG0000273	Syaf.g_01392	Prbc.g_01890
OG0000274	Syaf.g_01391	Prbc.g_01891
OG0000275	Syaf.g_01386	Prbc.g_01893
OG0000276	Syaf.g_01379	Prbc.g_01899
OG0000277	Syaf.g_01378	Prbc.g_01900
OG0000278	Syaf.g_01375	Prbc.g_01904
OG0000279	Syaf.g_01367	Prbc.g_01911
OG0000280	Syaf.g_01337	Prbc.g_00068
OG0000281	Syaf.g_01636	Prbc.g_01917
OG0000282	Syaf.g_02101	Prbc.g_01979
OG0000283	Syaf.g_01804	Prbc.g_02010
OG0000284	Syaf.g_01810	Prbc.g_02015
OG0000285	Syaf.g_01842	Prbc.g_02020
OG0000286	Syaf.g_01860	Prbc.g_02035
OG0000287	Syaf.g_01896	Prbc.g_02190
OG0000288	Syaf.g_01929	Prbc.g_02082
OG0000289	Syaf.g_01943	Prbc.g_02094
OG0000290	Syaf.g_01439	Prbc.g_02110
OG0000291	Syaf.g_01441	Prbc.g_02112
OG0000292	Syaf.g_00505	Prbc.g_00173
OG0000293	Syaf.g_01277	Prbc.g_01456
OG0000294	Syaf.g_01278	Prbc.g_01455
OG0000295	Syaf.g_01316	Prbc.g_01431
OG0000296	Syaf.g_01318	Prbc.g_01429
OG0000297	Syaf.g_01607	Prbc.g_01421
OG0000298	Syaf.g_01606	Prbc.g_01420
OG0000299	Syaf.g_01578	Prbc.g_01401
OG0000300	Syaf.g_01571	Prbc.g_01398
OG0000301	Syaf.g_01570	Prbc.g_01397
OG0000302	Syaf.g_01568	Prbc.g_01395
OG0000303	Syaf.g_01559	Prbc.g_01390
OG0000304	Syaf.g_01551	Prbc.g_01387
OG0000305	Syaf.g_01444	Prbc.g_00810
OG0000306	Syaf.g_01332	Prbc.g_01921
OG0000307	Syaf.g_02742	Prbc.g_00666
OG0000308	Syaf.g_02744	Prbc.g_00667
OG0000309	Syaf.g_02749	Prbc.g_00671
OG0000310	Syaf.g_02387	Prbc.g_00693
OG0000311	Syaf.g_02391	Prbc.g_00695
OG0000312	Syaf.g_02397	Prbc.g_00698
OG0000313	Syaf.g_02421	Prbc.g_00713
OG0000314	Syaf.g_02458	Prbc.g_00734
OG0000315	Syaf.g_02468	Prbc.g_00744
OG0000316	Syaf.g_01088	Prbc.g_00768
OG0000317	Syaf.g_01040	Prbc.g_00830
OG0000318	Syaf.g_01032	Prbc.g_00833
OG0000319	Syaf.g_01015	Prbc.g_00844
OG0000320	Syaf.g_01013	Prbc.g_00846
OG0000321	Syaf.g_01012	Prbc.g_00847
OG0000322	Syaf.g_01011	Prbc.g_00848
OG0000323	Syaf.g_00997	Prbc.g_00857
OG0000324	Syaf.g_01164	Prbc.g_00884
OG0000325	Syaf.g_00176	Prbc.g_00935
OG0000326	Syaf.g_00169	Prbc.g_00941
OG0000327	Syaf.g_00138	Prbc.g_00326
OG0000328	Syaf.g_00137	Prbc.g_00325
OG0000329	Syaf.g_00119	Prbc.g_00308
OG0000330	Syaf.g_00118	Prbc.g_00307
OG0000331	Syaf.g_00117	Prbc.g_00306
OG0000332	Syaf.g_00102	Prbc.g_00292
OG0000333	Syaf.g_00099	Prbc.g_00290
OG0000334	Syaf.g_00090	Prbc.g_00281
OG0000335	Syaf.g_00085	Prbc.g_00276
OG0000336	Syaf.g_00081	Prbc.g_00272
OG0000337	Syaf.g_00344	Prbc.g_00241
OG0000338	Syaf.g_00348	Prbc.g_00240
OG0000339	Syaf.g_00355	Prbc.g_00235
OG0000340	Syaf.g_00366	Prbc.g_00226
OG0000341	Syaf.g_00368	Prbc.g_00224
OG0000342	Syaf.g_00369	Prbc.g_00223
OG0000343	Syaf.g_00370	Prbc.g_00222
OG0000344	Syaf.g_00374	Prbc.g_00219
OG0000345	Syaf.g_00384	Prbc.g_00214
OG0000346	Syaf.g_00389	Prbc.g_00210
OG0000347	Syaf.g_00415	Prbc.g_00190
OG0000348	Syaf.g_00427	Prbc.g_00970
OG0000349	Syaf.g_00445	Prbc.g_00988
OG0000350	Syaf.g_00162	Prbc.g_01009
OG0000351	Syaf.g_00528	Prbc.g_01047
OG0000352	Syaf.g_00527	Prbc.g_01048
OG0000353	Syaf.g_00499	Prbc.g_01068
OG0000355	Syaf.g_00497	Prbc.g_01071
OG0000356	Syaf.g_00496	Prbc.g_01072
OG0000357	Syaf.g_00495	Prbc.g_01073
OG0000358	Syaf.g_00491	Prbc.g_01077
OG0000359	Syaf.g_00489	Prbc.g_01078
OG0000360	Syaf.g_00488	Prbc.g_01079
OG0000361	Syaf.g_00487	Prbc.g_01080
OG0000362	Syaf.g_00485	Prbc.g_01082
OG0000363	Syaf.g_00483	Prbc.g_01084
OG0000364	Syaf.g_00482	Prbc.g_01085
OG0000365	Syaf.g_00473	Prbc.g_01090
OG0000366	Syaf.g_00472	Prbc.g_01091
OG0000367	Syaf.g_00471	Prbc.g_01092
OG0000368	Syaf.g_00469	Prbc.g_01094
OG0000369	Syaf.g_00468	Prbc.g_01095
OG0000370	Syaf.g_00467	Prbc.g_01096
OG0000371	Syaf.g_00458	Prbc.g_01102
OG0000372	Syaf.g_00453	Prbc.g_01104
OG0000373	Syaf.g_00452	Prbc.g_01105
OG0000374	Syaf.g_00451	Prbc.g_01106
OG0000375	Syaf.g_00449	Prbc.g_01118
OG0000376	Syaf.g_00447	Prbc.g_01120
OG0000377	Syaf.g_00654	Prbc.g_01123
OG0000378	Syaf.g_00668	Prbc.g_01125
OG0000379	Syaf.g_00686	Prbc.g_01128
OG0000380	Syaf.g_00965	Prbc.g_00507
OG0000381	Syaf.g_00962	Prbc.g_00503
OG0000382	Syaf.g_00945	Prbc.g_00492
OG0000383	Syaf.g_00941	Prbc.g_00490
OG0000384	Syaf.g_00940	Prbc.g_00489
OG0000385	Syaf.g_00939	Prbc.g_00488
OG0000386	Syaf.g_00938	Prbc.g_00487
OG0000387	Syaf.g_00912	Prbc.g_00474
OG0000388	Syaf.g_00908	Prbc.g_00470
OG0000389	Syaf.g_00904	Prbc.g_00467
OG0000390	Syaf.g_00883	Prbc.g_00458
OG0000391	Syaf.g_00878	Prbc.g_00454
OG0000392	Syaf.g_00872	Prbc.g_00451
OG0000393	Syaf.g_00870	Prbc.g_00448
OG0000394	Syaf.g_00869	Prbc.g_00447
OG0000395	Syaf.g_00868	Prbc.g_00446
OG0000396	Syaf.g_00865	Prbc.g_00443
OG0000397	Syaf.g_00863	Prbc.g_00441
OG0000398	Syaf.g_00858	Prbc.g_00438
OG0000399	Syaf.g_00857	Prbc.g_00437
OG0000400	Syaf.g_00856	Prbc.g_00436
OG0000401	Syaf.g_00855	Prbc.g_00435
OG0000402	Syaf.g_00852	Prbc.g_02145
OG0000403	Syaf.g_00851	Prbc.g_00434
OG0000404	Syaf.g_00850	Prbc.g_00433
OG0000405	Syaf.g_00835	Prbc.g_00428
OG0000406	Syaf.g_00831	Prbc.g_00424
OG0000407	Syaf.g_00830	Prbc.g_00423
OG0000408	Syaf.g_00828	Prbc.g_00421
OG0000409	Syaf.g_00826	Prbc.g_00419
OG0000410	Syaf.g_00825	Prbc.g_00418
OG0000411	Syaf.g_00824	Prbc.g_00417
OG0000412	Syaf.g_00823	Prbc.g_00416
OG0000413	Syaf.g_00821	Prbc.g_00415
OG0000414	Syaf.g_00820	Prbc.g_00414
OG0000415	Syaf.g_00819	Prbc.g_00413
OG0000416	Syaf.g_00818	Prbc.g_00412
OG0000417	Syaf.g_00817	Prbc.g_00411
OG0000418	Syaf.g_00812	Prbc.g_00406
OG0000419	Syaf.g_00810	Prbc.g_00404
OG0000420	Syaf.g_00808	Prbc.g_00403
OG0000421	Syaf.g_00803	Prbc.g_00399
OG0000422	Syaf.g_00802	Prbc.g_00398
OG0000423	Syaf.g_00801	Prbc.g_00397
OG0000424	Syaf.g_00800	Prbc.g_00396
OG0000425	Syaf.g_00799	Prbc.g_00395
OG0000426	Syaf.g_00798	Prbc.g_00394
OG0000427	Syaf.g_00797	Prbc.g_00393
OG0000428	Syaf.g_00794	Prbc.g_00391
OG0000429	Syaf.g_00792	Prbc.g_00390
OG0000430	Syaf.g_00790	Prbc.g_00389
OG0000431	Syaf.g_00786	Prbc.g_00387
OG0000432	Syaf.g_00779	Prbc.g_00383
OG0000433	Syaf.g_00777	Prbc.g_00382
OG0000434	Syaf.g_00776	Prbc.g_00381
OG0000435	Syaf.g_00772	Prbc.g_00380
OG0000436	Syaf.g_00767	Prbc.g_00375
OG0000437	Syaf.g_00766	Prbc.g_00374
OG0000438	Syaf.g_00765	Prbc.g_00373
OG0000439	Syaf.g_00763	Prbc.g_00371
OG0000440	Syaf.g_00762	Prbc.g_00370
OG0000441	Syaf.g_00756	Prbc.g_00368
OG0000442	Syaf.g_00743	Prbc.g_00367
OG0000443	Syaf.g_00739	Prbc.g_00366
OG0000444	Syaf.g_00733	Prbc.g_00361
OG0000445	Syaf.g_00729	Prbc.g_00360
OG0000446	Syaf.g_00728	Prbc.g_00358
OG0000447	Syaf.g_00725	Prbc.g_00357
OG0000448	Syaf.g_00724	Prbc.g_00356
OG0000449	Syaf.g_00723	Prbc.g_00355
OG0000450	Syaf.g_00717	Prbc.g_00354
OG0000451	Syaf.g_00716	Prbc.g_00353
OG0000452	Syaf.g_00712	Prbc.g_00350
OG0000453	Syaf.g_00711	Prbc.g_00349
OG0000454	Syaf.g_00710	Prbc.g_00348
OG0000455	Syaf.g_00709	Prbc.g_00347
OG0000456	Syaf.g_00708	Prbc.g_00346
OG0000457	Syaf.g_00706	Prbc.g_00345
OG0000458	Syaf.g_00705	Prbc.g_00344
OG0000459	Syaf.g_00704	Prbc.g_00343
OG0000460	Syaf.g_02789	Prbc.g_00335
OG0000461	Syaf.g_00183	Prbc.g_01140
OG0000462	Syaf.g_00186	Prbc.g_01142
OG0000463	Syaf.g_00187	Prbc.g_01143
OG0000464	Syaf.g_00188	Prbc.g_01144
OG0000465	Syaf.g_00190	Prbc.g_01145
OG0000466	Syaf.g_00194	Prbc.g_01146
OG0000467	Syaf.g_00196	Prbc.g_01147
OG0000468	Syaf.g_00206	Prbc.g_01149
OG0000469	Syaf.g_00220	Prbc.g_01156
OG0000470	Syaf.g_00222	Prbc.g_01158
OG0000471	Syaf.g_00223	Prbc.g_01159
OG0000472	Syaf.g_00225	Prbc.g_01160
OG0000473	Syaf.g_00227	Prbc.g_01162
OG0000474	Syaf.g_00228	Prbc.g_01163
OG0000475	Syaf.g_00229	Prbc.g_01164
OG0000476	Syaf.g_00231	Prbc.g_01166
OG0000477	Syaf.g_00237	Prbc.g_01168
OG0000478	Syaf.g_00238	Prbc.g_01169
OG0000479	Syaf.g_00239	Prbc.g_01170
OG0000480	Syaf.g_00247	Prbc.g_01175
OG0000481	Syaf.g_00249	Prbc.g_01177
OG0000482	Syaf.g_00250	Prbc.g_01178
OG0000483	Syaf.g_00254	Prbc.g_01181
OG0000484	Syaf.g_00255	Prbc.g_01182
OG0000485	Syaf.g_00256	Prbc.g_01183
OG0000486	Syaf.g_00257	Prbc.g_01184
OG0000487	Syaf.g_00263	Prbc.g_01187
OG0000488	Syaf.g_00267	Prbc.g_01190
OG0000489	Syaf.g_00274	Prbc.g_01195
OG0000490	Syaf.g_00284	Prbc.g_01200
OG0000491	Syaf.g_00285	Prbc.g_01201
OG0000492	Syaf.g_00288	Prbc.g_01203
OG0000493	Syaf.g_00289	Prbc.g_01204
OG0000494	Syaf.g_00290	Prbc.g_01205
OG0000495	Syaf.g_00291	Prbc.g_01206
OG0000496	Syaf.g_00292	Prbc.g_01207
OG0000497	Syaf.g_00293	Prbc.g_01208
OG0000498	Syaf.g_00294	Prbc.g_01209
OG0000499	Syaf.g_00295	Prbc.g_01210
OG0000500	Syaf.g_00296	Prbc.g_01211
OG0000501	Syaf.g_00299	Prbc.g_01213
OG0000502	Syaf.g_00319	Prbc.g_01216
OG0000503	Syaf.g_00023	Prbc.g_01246
OG0000504	Syaf.g_00021	Prbc.g_01248
OG0000505	Syaf.g_00020	Prbc.g_01249
OG0000506	Syaf.g_00018	Prbc.g_01250
OG0000507	Syaf.g_00012	Prbc.g_01253
OG0000508	Syaf.g_00008	Prbc.g_01256
OG0000509	Syaf.g_00006	Prbc.g_01258
OG0000510	Syaf.g_00005	Prbc.g_01259
OG0000511	Syaf.g_00004	Prbc.g_01260
OG0000512	Syaf.g_00002	Prbc.g_01262
OG0000513	Syaf.g_02803	Prbc.g_01271
OG0000514	Syaf.g_02796	Prbc.g_01492
OG0000515	Syaf.g_02795	Prbc.g_01493
OG0000516	Syaf.g_01219	Prbc.g_01494
OG0000517	Syaf.g_01213	Prbc.g_01496
OG0000518	Syaf.g_01230	Prbc.g_01507
OG0000519	Syaf.g_01231	Prbc.g_01508
OG0000520	Syaf.g_01235	Prbc.g_01509
OG0000521	Syaf.g_02542	Prbc.g_01514
OG0000522	Syaf.g_02538	Prbc.g_01516
OG0000523	Syaf.g_02537	Prbc.g_01517
OG0000524	Syaf.g_02531	Prbc.g_01524
OG0000525	Syaf.g_02507	Prbc.g_01528
OG0000526	Syaf.g_02504	Prbc.g_01529
OG0000527	Syaf.g_02500	Prbc.g_01532
OG0000528	Syaf.g_02728	Prbc.g_01538
OG0000529	Syaf.g_02720	Prbc.g_01541
OG0000530	Syaf.g_02717	Prbc.g_01544
OG0000531	Syaf.g_02716	Prbc.g_01545
OG0000532	Syaf.g_02713	Prbc.g_01546
OG0000533	Syaf.g_02712	Prbc.g_01547
OG0000534	Syaf.g_02711	Prbc.g_01548
OG0000535	Syaf.g_02710	Prbc.g_01549
OG0000536	Syaf.g_02709	Prbc.g_01550
OG0000537	Syaf.g_02708	Prbc.g_01551
OG0000538	Syaf.g_02697	Prbc.g_01580
OG0000539	Syaf.g_02696	Prbc.g_01581
