Orthogroup	Syaf	Praa
OG0000047	Syaf.g_00030	Praa.g_00330
OG0000048	Syaf.g_00230	Praa.g_00373
OG0000053	Syaf.g_02447	Praa.g_01496
OG0000054	Syaf.g_02376	Praa.g_00606
OG0000055	Syaf.g_01402	Praa.g_00783
OG0000057	Syaf.g_01665, Syaf.g_01452	Praa.g_00698
OG0000058	Syaf.g_00316	Praa.g_01425
OG0000059	Syaf.g_00143	Praa.g_01723
OG0000061	Syaf.g_01288	Praa.g_01159
OG0000062	Syaf.g_01055	Praa.g_01555
OG0000063	Syaf.g_00457	Praa.g_00033
OG0000065	Syaf.g_00903	Praa.g_00107
OG0000066	Syaf.g_02643	Praa.g_00539
OG0000067	Syaf.g_02049	Praa.g_00803
OG0000068	Syaf.g_02733	Praa.g_01366
OG0000070	Syaf.g_01237	Praa.g_00449
OG0000071	Syaf.g_01254	Praa.g_01318
OG0000072	Syaf.g_00805	Praa.g_00171
OG0000073	Syaf.g_02700	Praa.g_00499
OG0000075	Syaf.g_00353	Praa.g_01808
OG0000076	Syaf.g_00388	Praa.g_01832
OG0000077	Syaf.g_00951	Praa.g_00078
OG0000078	Syaf.g_02782	Praa.g_00239
OG0000079	Syaf.g_00197	Praa.g_00252
OG0000081	Syaf.g_02776	Praa.g_00531
OG0000082	Syaf.g_02576	Praa.g_00585
OG0000084	Syaf.g_02409	Praa.g_01472
OG0000085	Syaf.g_01048	Praa.g_01628
OG0000086	Syaf.g_00932	Praa.g_00088
OG0000087	Syaf.g_00848	Praa.g_00139
OG0000088	Syaf.g_00811	Praa.g_00166
OG0000089	Syaf.g_02807	Praa.g_00355
OG0000090	Syaf.g_02654	Praa.g_00533
OG0000091	Syaf.g_02302	Praa.g_00642
OG0000093	Syaf.g_02065	Praa.g_00932
OG0000094	Syaf.g_01940	Praa.g_01020
OG0000095	Syaf.g_01442	Praa.g_01039
OG0000097	Syaf.g_01574	Praa.g_01200
OG0000098	Syaf.g_01637	Praa.g_01348
OG0000099	Syaf.g_00312	Praa.g_01394
OG0000100	Syaf.g_02017	Praa.g_01551
OG0000101	Syaf.g_00093	Praa.g_01775
OG0000102	Syaf.g_00393	Praa.g_01837
OG0000103	Syaf.g_00520	Praa.g_01916
OG0000104	Syaf.g_00502	Praa.g_01924
OG0000105	Syaf.g_00235	Praa.g_00274
OG0000106	Syaf.g_01745	Praa.g_00369
OG0000107	Syaf.g_00177, Syaf.g_00758	Praa.g_00383
OG0000108	Syaf.g_02721	Praa.g_00480
OG0000109	Syaf.g_02706	Praa.g_00494
OG0000110	Syaf.g_02589	Praa.g_00575
OG0000111	Syaf.g_01451	Praa.g_00699
OG0000112	Syaf.g_01852	Praa.g_00766
OG0000113	Syaf.g_02022	Praa.g_00826
OG0000114	Syaf.g_02103	Praa.g_00907
OG0000115	Syaf.g_02445	Praa.g_01101
OG0000116	Syaf.g_01276	Praa.g_01150
OG0000117	Syaf.g_01605	Praa.g_01255
OG0000118	Syaf.g_02544	Praa.g_01330
OG0000120	Syaf.g_00313	Praa.g_01387
OG0000121	Syaf.g_02419	Praa.g_01478
OG0000123	Syaf.g_00086	Praa.g_01782
OG0000124	Syaf.g_00414	Praa.g_01848
OG0000125	Syaf.g_00640	Praa.g_01885
OG0000126	Syaf.g_00504	Praa.g_01923
OG0000128	Syaf.g_00486	Praa.g_00011
OG0000129	Syaf.g_00651	Praa.g_00044
OG0000130	Syaf.g_00963	Praa.g_00069
OG0000131	Syaf.g_00833	Praa.g_00145
OG0000132	Syaf.g_00813	Praa.g_00164
OG0000133	Syaf.g_01857	Praa.g_00322
OG0000134	Syaf.g_02804	Praa.g_00356
OG0000135	Syaf.g_00605	Praa.g_00381
OG0000136	Syaf.g_01224	Praa.g_00440
OG0000137	Syaf.g_02498	Praa.g_00475
OG0000138	Syaf.g_02705	Praa.g_00495
OG0000139	Syaf.g_02648	Praa.g_00537
OG0000140	Syaf.g_02646	Praa.g_00538
OG0000141	Syaf.g_02375	Praa.g_00607
OG0000142	Syaf.g_02310	Praa.g_00635
OG0000143	Syaf.g_02306	Praa.g_00639
OG0000144	Syaf.g_01735	Praa.g_00652
OG0000145	Syaf.g_02699	Praa.g_00764
OG0000146	Syaf.g_01851	Praa.g_00767
OG0000147	Syaf.g_01850	Praa.g_00768
OG0000148	Syaf.g_02028	Praa.g_00820
OG0000149	Syaf.g_01371	Praa.g_00851
OG0000150	Syaf.g_02645	Praa.g_00859
OG0000151	Syaf.g_02091	Praa.g_00917
OG0000152	Syaf.g_01861	Praa.g_00964
OG0000153	Syaf.g_01904	Praa.g_00983
OG0000154	Syaf.g_01930	Praa.g_01013
OG0000155	Syaf.g_01324	Praa.g_01179
OG0000156	Syaf.g_01270	Praa.g_01307
OG0000157	Syaf.g_01269	Praa.g_01308
OG0000158	Syaf.g_00364	Praa.g_01395
OG0000160	Syaf.g_02418	Praa.g_01477
OG0000161	Syaf.g_02424	Praa.g_01483
OG0000162	Syaf.g_02431	Praa.g_01489
OG0000163	Syaf.g_01105	Praa.g_01523
OG0000164	Syaf.g_00999	Praa.g_01659
OG0000165	Syaf.g_01197	Praa.g_01667
OG0000166	Syaf.g_00133	Praa.g_01739
OG0000167	Syaf.g_00350	Praa.g_01806
OG0000168	Syaf.g_00365	Praa.g_01816
OG0000169	Syaf.g_00376	Praa.g_01826
OG0000170	Syaf.g_00383	Praa.g_01828
OG0000171	Syaf.g_00413	Praa.g_01847
OG0000172	Syaf.g_00419	Praa.g_01856
OG0000173	Syaf.g_00438	Praa.g_01871
OG0000174	Syaf.g_00603	Praa.g_01898
OG0000175	Syaf.g_00531	Praa.g_01908
OG0000176	Syaf.g_00494	Praa.g_00004
OG0000177	Syaf.g_00493	Praa.g_00005
OG0000178	Syaf.g_00492	Praa.g_00006
OG0000179	Syaf.g_00477	Praa.g_00016
OG0000180	Syaf.g_00476	Praa.g_00017
OG0000181	Syaf.g_00475	Praa.g_00018
OG0000182	Syaf.g_00474	Praa.g_00019
OG0000183	Syaf.g_00470	Praa.g_00023
OG0000184	Syaf.g_00664	Praa.g_00046
OG0000185	Syaf.g_00684	Praa.g_00049
OG0000186	Syaf.g_00968	Praa.g_00064
OG0000187	Syaf.g_00966	Praa.g_00065
OG0000188	Syaf.g_00944	Praa.g_00082
OG0000189	Syaf.g_00916	Praa.g_00096
OG0000190	Syaf.g_00914	Praa.g_00097
OG0000191	Syaf.g_00877	Praa.g_00117
OG0000192	Syaf.g_00871	Praa.g_00121
OG0000193	Syaf.g_00832	Praa.g_00146
OG0000194	Syaf.g_00829	Praa.g_00149
OG0000195	Syaf.g_00827	Praa.g_00151
OG0000196	Syaf.g_00816	Praa.g_00161
OG0000197	Syaf.g_00815	Praa.g_00162
OG0000198	Syaf.g_00814	Praa.g_00163
OG0000199	Syaf.g_00806	Praa.g_00170
OG0000200	Syaf.g_00789	Praa.g_00184
OG0000201	Syaf.g_00771	Praa.g_00192
OG0000202	Syaf.g_00770	Praa.g_00193
OG0000203	Syaf.g_00769	Praa.g_00194
OG0000204	Syaf.g_00768	Praa.g_00195
OG0000205	Syaf.g_00761	Praa.g_00202
OG0000206	Syaf.g_00736	Praa.g_00207
OG0000207	Syaf.g_00735	Praa.g_00209
OG0000208	Syaf.g_00734	Praa.g_00210
OG0000209	Syaf.g_00714	Praa.g_00219
OG0000210	Syaf.g_00713	Praa.g_00220
OG0000211	Syaf.g_02791	Praa.g_00233
OG0000212	Syaf.g_02781	Praa.g_00240
OG0000213	Syaf.g_00210	Praa.g_00257
OG0000214	Syaf.g_00226	Praa.g_00267
OG0000215	Syaf.g_00258	Praa.g_00292
OG0000216	Syaf.g_00262	Praa.g_00294
OG0000217	Syaf.g_00266	Praa.g_00297
OG0000218	Syaf.g_00268	Praa.g_00299
OG0000219	Syaf.g_00269	Praa.g_00300
OG0000220	Syaf.g_00270	Praa.g_00301
OG0000221	Syaf.g_02597, Syaf.g_00273	Praa.g_00302
OG0000222	Syaf.g_00287	Praa.g_00310
OG0000223	Syaf.g_00317	Praa.g_00323
OG0000224	Syaf.g_00324	Praa.g_00325
OG0000225	Syaf.g_00007	Praa.g_00345
OG0000226	Syaf.g_00003	Praa.g_00349
OG0000227	Syaf.g_00001	Praa.g_00351
OG0000228	Syaf.g_02808	Praa.g_00354
OG0000229	Syaf.g_01214	Praa.g_00436
OG0000230	Syaf.g_01216	Praa.g_00437
OG0000231	Syaf.g_01236	Praa.g_00448
OG0000232	Syaf.g_02536	Praa.g_00457
OG0000233	Syaf.g_02528	Praa.g_00463
OG0000234	Syaf.g_02497	Praa.g_00476
OG0000235	Syaf.g_02722	Praa.g_00479
OG0000236	Syaf.g_02707	Praa.g_00493
OG0000237	Syaf.g_02690	Praa.g_00506
OG0000238	Syaf.g_02685	Praa.g_00512
OG0000239	Syaf.g_02669	Praa.g_00525
OG0000240	Syaf.g_02668	Praa.g_00526
OG0000241	Syaf.g_02322	Praa.g_00530
OG0000242	Syaf.g_02656	Praa.g_00532
OG0000243	Syaf.g_02634	Praa.g_00544
OG0000244	Syaf.g_02627	Praa.g_00547
OG0000245	Syaf.g_02625	Praa.g_00549
OG0000246	Syaf.g_02621	Praa.g_00553
OG0000247	Syaf.g_02610	Praa.g_00563
OG0000248	Syaf.g_02607	Praa.g_00565
OG0000249	Syaf.g_02605	Praa.g_00567
OG0000250	Syaf.g_02593	Praa.g_00572
OG0000251	Syaf.g_02568	Praa.g_00591
OG0000252	Syaf.g_02565	Praa.g_00594
OG0000253	Syaf.g_02564	Praa.g_00595
OG0000254	Syaf.g_02371	Praa.g_00611
OG0000255	Syaf.g_02352	Praa.g_00617
OG0000256	Syaf.g_02329	Praa.g_00627
OG0000257	Syaf.g_02323	Praa.g_00630
OG0000258	Syaf.g_02301	Praa.g_00643
OG0000259	Syaf.g_02137	Praa.g_00660
OG0000260	Syaf.g_02134	Praa.g_00663
OG0000261	Syaf.g_02131	Praa.g_00665
OG0000262	Syaf.g_02126	Praa.g_00669
OG0000263	Syaf.g_01585	Praa.g_00681
OG0000264	Syaf.g_01473	Praa.g_00691
OG0000265	Syaf.g_01196	Praa.g_00711
OG0000266	Syaf.g_01967	Praa.g_00721
OG0000267	Syaf.g_01787	Praa.g_00732
OG0000268	Syaf.g_00307, Syaf.g_01788	Praa.g_00733
OG0000269	Syaf.g_02054	Praa.g_00798
OG0000270	Syaf.g_02051	Praa.g_00801
OG0000271	Syaf.g_02043	Praa.g_00809
OG0000272	Syaf.g_02042	Praa.g_00810, Praa.g_00811
OG0000273	Syaf.g_01392	Praa.g_00834
OG0000274	Syaf.g_01391	Praa.g_00835
OG0000275	Syaf.g_01386	Praa.g_00838
OG0000276	Syaf.g_01379	Praa.g_00843
OG0000277	Syaf.g_01378	Praa.g_00844
OG0000278	Syaf.g_01375	Praa.g_00847
OG0000279	Syaf.g_01367	Praa.g_00854
OG0000280	Syaf.g_01337	Praa.g_00855
OG0000281	Syaf.g_01636	Praa.g_00860
OG0000282	Syaf.g_02101	Praa.g_00909
OG0000283	Syaf.g_01804	Praa.g_00941
OG0000284	Syaf.g_01810	Praa.g_00946
OG0000285	Syaf.g_01842	Praa.g_00951
OG0000286	Syaf.g_01860	Praa.g_00963
OG0000287	Syaf.g_01896	Praa.g_00980
OG0000288	Syaf.g_01929	Praa.g_01012
OG0000289	Syaf.g_01943	Praa.g_01023
OG0000290	Syaf.g_01439	Praa.g_01036
OG0000291	Syaf.g_01441	Praa.g_01038
OG0000292	Syaf.g_00505	Praa.g_01089
OG0000293	Syaf.g_01277	Praa.g_01151
OG0000294	Syaf.g_01278	Praa.g_01152
OG0000295	Syaf.g_01316	Praa.g_01171
OG0000296	Syaf.g_01318	Praa.g_01173
OG0000297	Syaf.g_01607	Praa.g_01181
OG0000298	Syaf.g_01606	Praa.g_01182
OG0000299	Syaf.g_01578	Praa.g_01199
OG0000300	Syaf.g_01571	Praa.g_01202
OG0000301	Syaf.g_01570	Praa.g_01203
OG0000302	Syaf.g_01568	Praa.g_01205
OG0000303	Syaf.g_01559	Praa.g_01212
OG0000304	Syaf.g_01551	Praa.g_01216
OG0000305	Syaf.g_01444	Praa.g_01358
OG0000306	Syaf.g_01332	Praa.g_01361
OG0000307	Syaf.g_02742	Praa.g_01375
OG0000308	Syaf.g_02744	Praa.g_01376
OG0000309	Syaf.g_02749	Praa.g_01380
OG0000310	Syaf.g_02387	Praa.g_01461
OG0000311	Syaf.g_02391	Praa.g_01463
OG0000312	Syaf.g_02397	Praa.g_01466
OG0000313	Syaf.g_02421	Praa.g_01480
OG0000314	Syaf.g_02458	Praa.g_01503
OG0000315	Syaf.g_02468	Praa.g_01513
OG0000316	Syaf.g_01088	Praa.g_01533
OG0000317	Syaf.g_01040	Praa.g_01633
OG0000318	Syaf.g_01032	Praa.g_01636
OG0000319	Syaf.g_01015	Praa.g_01649
OG0000320	Syaf.g_01013	Praa.g_01651
OG0000321	Syaf.g_01012	Praa.g_01652
OG0000322	Syaf.g_01011	Praa.g_01653
OG0000323	Syaf.g_00997	Praa.g_01662
OG0000324	Syaf.g_01164	Praa.g_01690
OG0000325	Syaf.g_00176	Praa.g_01700
OG0000326	Syaf.g_00169	Praa.g_01706
OG0000327	Syaf.g_00138	Praa.g_01734
OG0000328	Syaf.g_00137	Praa.g_01735
OG0000329	Syaf.g_00119	Praa.g_01752
OG0000330	Syaf.g_00118	Praa.g_01753
OG0000331	Syaf.g_00117	Praa.g_01754
OG0000332	Syaf.g_00102	Praa.g_01768
OG0000333	Syaf.g_00099	Praa.g_01770
OG0000334	Syaf.g_00090	Praa.g_01778
OG0000335	Syaf.g_00085	Praa.g_01783
OG0000336	Syaf.g_00081	Praa.g_01787
OG0000337	Syaf.g_00344	Praa.g_01804
OG0000338	Syaf.g_00348	Praa.g_01805
OG0000339	Syaf.g_00355	Praa.g_01809
OG0000340	Syaf.g_00366	Praa.g_01817
OG0000341	Syaf.g_00368	Praa.g_01819
OG0000342	Syaf.g_00369	Praa.g_01820
OG0000343	Syaf.g_00370	Praa.g_01821
OG0000344	Syaf.g_00374	Praa.g_01824
OG0000345	Syaf.g_00384	Praa.g_01829
OG0000346	Syaf.g_00389	Praa.g_01833
OG0000347	Syaf.g_00415	Praa.g_01849
OG0000348	Syaf.g_00427	Praa.g_01859
OG0000349	Syaf.g_00445	Praa.g_01876
OG0000350	Syaf.g_00162	Praa.g_01894
OG0000351	Syaf.g_00528	Praa.g_01911
OG0000352	Syaf.g_00527	Praa.g_01912
OG0000353	Syaf.g_00499	Praa.g_01927
OG0000355	Syaf.g_00497	Praa.g_00001
OG0000356	Syaf.g_00496	Praa.g_00002
OG0000357	Syaf.g_00495	Praa.g_00003
OG0000358	Syaf.g_00491	Praa.g_00007
OG0000359	Syaf.g_00489	Praa.g_00008
OG0000360	Syaf.g_00488	Praa.g_00009
OG0000361	Syaf.g_00487	Praa.g_00010
OG0000362	Syaf.g_00485	Praa.g_00012
OG0000363	Syaf.g_00483	Praa.g_00014
OG0000364	Syaf.g_00482	Praa.g_00015
OG0000365	Syaf.g_00473	Praa.g_00020
OG0000366	Syaf.g_00472	Praa.g_00021
OG0000367	Syaf.g_00471	Praa.g_00022
OG0000368	Syaf.g_00469	Praa.g_00024
OG0000369	Syaf.g_00468	Praa.g_00025
OG0000370	Syaf.g_00467	Praa.g_00026
OG0000371	Syaf.g_00458	Praa.g_00032
OG0000372	Syaf.g_00453	Praa.g_00035
OG0000373	Syaf.g_00452	Praa.g_00036
OG0000374	Syaf.g_00451	Praa.g_00037
OG0000375	Syaf.g_00449	Praa.g_00040
OG0000376	Syaf.g_00447	Praa.g_00042
OG0000377	Syaf.g_00654	Praa.g_00045
OG0000378	Syaf.g_00668	Praa.g_00047
OG0000379	Syaf.g_00686	Praa.g_00050
OG0000380	Syaf.g_00965	Praa.g_00066
OG0000381	Syaf.g_00962	Praa.g_00070
OG0000382	Syaf.g_00945	Praa.g_00081
OG0000383	Syaf.g_00941	Praa.g_00083
OG0000384	Syaf.g_00940	Praa.g_00084
OG0000385	Syaf.g_00939	Praa.g_00085
OG0000386	Syaf.g_00938	Praa.g_00086
OG0000387	Syaf.g_00912	Praa.g_00099
OG0000388	Syaf.g_00908	Praa.g_00102
OG0000389	Syaf.g_00904	Praa.g_00106
OG0000390	Syaf.g_00883	Praa.g_00113
OG0000391	Syaf.g_00878	Praa.g_00116
OG0000392	Syaf.g_00872	Praa.g_00120
OG0000393	Syaf.g_00870	Praa.g_00122
OG0000394	Syaf.g_00869	Praa.g_00123
OG0000395	Syaf.g_00868	Praa.g_00124
OG0000396	Syaf.g_00865	Praa.g_00127
OG0000397	Syaf.g_00863	Praa.g_00129
OG0000398	Syaf.g_00858	Praa.g_00131
OG0000399	Syaf.g_00857	Praa.g_00132
OG0000400	Syaf.g_00856	Praa.g_00133
OG0000401	Syaf.g_00855	Praa.g_00134
OG0000402	Syaf.g_00852	Praa.g_00136
OG0000403	Syaf.g_00851	Praa.g_00137
OG0000404	Syaf.g_00850	Praa.g_00138
OG0000405	Syaf.g_00835	Praa.g_00142
OG0000406	Syaf.g_00831	Praa.g_00147
OG0000407	Syaf.g_00830	Praa.g_00148
OG0000408	Syaf.g_00828	Praa.g_00150
OG0000409	Syaf.g_00826	Praa.g_00152
OG0000410	Syaf.g_00825	Praa.g_00153
OG0000411	Syaf.g_00824	Praa.g_00154
OG0000412	Syaf.g_00823	Praa.g_00155
OG0000413	Syaf.g_00821	Praa.g_00156
OG0000414	Syaf.g_00820	Praa.g_00157
OG0000415	Syaf.g_00819	Praa.g_00158
OG0000416	Syaf.g_00818	Praa.g_00159
OG0000417	Syaf.g_00817	Praa.g_00160
OG0000418	Syaf.g_00812	Praa.g_00165
OG0000419	Syaf.g_00810	Praa.g_00167
OG0000420	Syaf.g_00808	Praa.g_00168
OG0000421	Syaf.g_00803	Praa.g_00173
OG0000422	Syaf.g_00802	Praa.g_00174
OG0000423	Syaf.g_00801	Praa.g_00175
OG0000424	Syaf.g_00800	Praa.g_00176
OG0000425	Syaf.g_00799	Praa.g_00177
OG0000426	Syaf.g_00798	Praa.g_00178
OG0000427	Syaf.g_00797	Praa.g_00179
OG0000428	Syaf.g_00794	Praa.g_00181
OG0000429	Syaf.g_00792	Praa.g_00182
OG0000430	Syaf.g_00790	Praa.g_00183
OG0000431	Syaf.g_00786	Praa.g_00185
OG0000432	Syaf.g_00779	Praa.g_00188
OG0000433	Syaf.g_00777	Praa.g_00189
OG0000434	Syaf.g_00776	Praa.g_00190
OG0000435	Syaf.g_00772	Praa.g_00191
OG0000436	Syaf.g_00767	Praa.g_00196
OG0000437	Syaf.g_00766	Praa.g_00197
OG0000438	Syaf.g_00765	Praa.g_00198
OG0000439	Syaf.g_00763	Praa.g_00200
OG0000440	Syaf.g_00762	Praa.g_00201
OG0000441	Syaf.g_00756	Praa.g_00204
OG0000442	Syaf.g_00743	Praa.g_00205
OG0000443	Syaf.g_00739	Praa.g_00206
OG0000444	Syaf.g_00733	Praa.g_00211
OG0000445	Syaf.g_00729	Praa.g_00212
OG0000446	Syaf.g_00728	Praa.g_00213
OG0000447	Syaf.g_00725	Praa.g_00214
OG0000448	Syaf.g_00724	Praa.g_00215
OG0000449	Syaf.g_00723	Praa.g_00216
OG0000450	Syaf.g_00717	Praa.g_00217
OG0000451	Syaf.g_00716	Praa.g_00218
OG0000452	Syaf.g_00712	Praa.g_00221
OG0000453	Syaf.g_00711	Praa.g_00222
OG0000454	Syaf.g_00710	Praa.g_00223
OG0000455	Syaf.g_00709	Praa.g_00224
OG0000456	Syaf.g_00708	Praa.g_00225
OG0000457	Syaf.g_00706	Praa.g_00226
OG0000458	Syaf.g_00705	Praa.g_00227
OG0000459	Syaf.g_00704	Praa.g_00228
OG0000460	Syaf.g_02789	Praa.g_00235
OG0000461	Syaf.g_00183	Praa.g_00242
OG0000462	Syaf.g_00186	Praa.g_00244
OG0000463	Syaf.g_00187	Praa.g_00245
OG0000464	Syaf.g_00188	Praa.g_00246
OG0000465	Syaf.g_00190	Praa.g_00247
OG0000466	Syaf.g_00194	Praa.g_00250
OG0000467	Syaf.g_00196	Praa.g_00251
OG0000468	Syaf.g_00206	Praa.g_00253
OG0000469	Syaf.g_00220	Praa.g_00262
OG0000470	Syaf.g_00222	Praa.g_00264
OG0000471	Syaf.g_00223	Praa.g_00265
OG0000472	Syaf.g_00225	Praa.g_00266
OG0000473	Syaf.g_00227	Praa.g_00268
OG0000474	Syaf.g_00228	Praa.g_00269
OG0000475	Syaf.g_00229	Praa.g_00270
OG0000476	Syaf.g_00231	Praa.g_00271
OG0000477	Syaf.g_00237	Praa.g_00275
OG0000478	Syaf.g_00238	Praa.g_00276
OG0000479	Syaf.g_00239	Praa.g_00277
OG0000480	Syaf.g_00247	Praa.g_00282
OG0000481	Syaf.g_00249	Praa.g_00284
OG0000482	Syaf.g_00250	Praa.g_00285
OG0000483	Syaf.g_00254	Praa.g_00288
OG0000484	Syaf.g_00255	Praa.g_00289
OG0000485	Syaf.g_00256	Praa.g_00290
OG0000486	Syaf.g_00257	Praa.g_00291
OG0000487	Syaf.g_00263	Praa.g_00295
OG0000488	Syaf.g_00267	Praa.g_00298
OG0000489	Syaf.g_00274	Praa.g_00303
OG0000490	Syaf.g_00284	Praa.g_00308
OG0000491	Syaf.g_00285	Praa.g_00309
OG0000492	Syaf.g_00288	Praa.g_00311
OG0000493	Syaf.g_00289	Praa.g_00312
OG0000494	Syaf.g_00290	Praa.g_00313
OG0000495	Syaf.g_00291	Praa.g_00314
OG0000496	Syaf.g_00292	Praa.g_00315
OG0000497	Syaf.g_00293	Praa.g_00316
OG0000498	Syaf.g_00294	Praa.g_00317
OG0000499	Syaf.g_00295	Praa.g_00318
OG0000500	Syaf.g_00296	Praa.g_00319
OG0000501	Syaf.g_00299	Praa.g_00321
OG0000502	Syaf.g_00319	Praa.g_00324
OG0000503	Syaf.g_00023	Praa.g_00334
OG0000504	Syaf.g_00021	Praa.g_00335
OG0000505	Syaf.g_00020	Praa.g_00336
OG0000506	Syaf.g_00018	Praa.g_00338
OG0000507	Syaf.g_00012	Praa.g_00340
OG0000508	Syaf.g_00008	Praa.g_00344
OG0000509	Syaf.g_00006	Praa.g_00346
OG0000510	Syaf.g_00005	Praa.g_00347
OG0000511	Syaf.g_00004	Praa.g_00348
OG0000512	Syaf.g_00002	Praa.g_00350
OG0000513	Syaf.g_02803	Praa.g_00357
OG0000514	Syaf.g_02796	Praa.g_00431
OG0000515	Syaf.g_02795	Praa.g_00432
OG0000516	Syaf.g_01219	Praa.g_00433
OG0000517	Syaf.g_01213	Praa.g_00435
OG0000518	Syaf.g_01230	Praa.g_00445
OG0000519	Syaf.g_01231	Praa.g_00446
OG0000520	Syaf.g_01235	Praa.g_00447
OG0000521	Syaf.g_02542	Praa.g_00452
OG0000522	Syaf.g_02538	Praa.g_00454
OG0000523	Syaf.g_02537	Praa.g_00455
OG0000524	Syaf.g_02531	Praa.g_00461
OG0000525	Syaf.g_02507	Praa.g_00464
OG0000526	Syaf.g_02504	Praa.g_00465
OG0000527	Syaf.g_02500	Praa.g_00473
OG0000528	Syaf.g_02728	Praa.g_00478
OG0000529	Syaf.g_02720	Praa.g_00481
OG0000530	Syaf.g_02717	Praa.g_00484
OG0000531	Syaf.g_02716	Praa.g_00485
OG0000532	Syaf.g_02713	Praa.g_00487
OG0000533	Syaf.g_02712	Praa.g_00488
OG0000534	Syaf.g_02711	Praa.g_00489
OG0000535	Syaf.g_02710	Praa.g_00490
OG0000536	Syaf.g_02709	Praa.g_00491
OG0000537	Syaf.g_02708	Praa.g_00492
OG0000538	Syaf.g_02697	Praa.g_00500
OG0000539	Syaf.g_02696	Praa.g_00501
OG0000540	Syaf.g_02695	Praa.g_00502
OG0000541	Syaf.g_02694	Praa.g_00503
OG0000542	Syaf.g_02691	Praa.g_00505
OG0000543	Syaf.g_02689	Praa.g_00507
OG0000544	Syaf.g_02688	Praa.g_00508
OG0000545	Syaf.g_02686	Praa.g_00510
OG0000546	Syaf.g_02684	Praa.g_00513
OG0000547	Syaf.g_02682	Praa.g_00515
OG0000548	Syaf.g_02681	Praa.g_00516
OG0000549	Syaf.g_02676	Praa.g_00518
OG0000550	Syaf.g_02671	Praa.g_00523
OG0000551	Syaf.g_02666	Praa.g_00527
OG0000552	Syaf.g_02665	Praa.g_00528
OG0000553	Syaf.g_02663	Praa.g_00529
OG0000554	Syaf.g_02653	Praa.g_00534
OG0000555	Syaf.g_02635	Praa.g_00543
OG0000556	Syaf.g_02630	Praa.g_00545
OG0000557	Syaf.g_02628	Praa.g_00546
OG0000558	Syaf.g_02626	Praa.g_00548
OG0000559	Syaf.g_02622	Praa.g_00552
OG0000560	Syaf.g_02619	Praa.g_00555
OG0000561	Syaf.g_02618	Praa.g_00556
OG0000562	Syaf.g_02617	Praa.g_00557
OG0000563	Syaf.g_02616	Praa.g_00558
OG0000564	Syaf.g_02615	Praa.g_00559
OG0000565	Syaf.g_02612	Praa.g_00562
OG0000566	Syaf.g_02608	Praa.g_00564
OG0000567	Syaf.g_02604	Praa.g_00568
