Orthogroup	Syaf	Syak
OG0000046	Syaf.g_00055	Syak.g_01269
OG0000046	Syaf.g_00062	Syak.g_01276
OG0000047	Syaf.g_00030	Syak.g_01147
OG0000048	Syaf.g_00230	Syak.g_01446
OG0000050	Syaf.g_01770	Syak.g_00106
OG0000052	Syaf.g_00335	Syak.g_01549
OG0000053	Syaf.g_02447	Syak.g_01068
OG0000055	Syaf.g_01402	Syak.g_00766
OG0000057	Syaf.g_01665	Syak.g_01676
OG0000058	Syaf.g_00316	Syak.g_01530
OG0000059	Syaf.g_00143	Syak.g_01355
OG0000060	Syaf.g_02515	Syak.g_01138
OG0000060	Syaf.g_02726	Syak.g_02572
OG0000060	Syaf.g_01603	Syak.g_00844
OG0000061	Syaf.g_01288	Syak.g_00898
OG0000062	Syaf.g_01055	Syak.g_02434
OG0000063	Syaf.g_00457	Syak.g_01752
OG0000064	Syaf.g_01063	Syak.g_00983
OG0000064	Syaf.g_02253	Syak.g_00126
OG0000064	Syaf.g_01667	Syak.g_00164
OG0000067	Syaf.g_02049	Syak.g_00434
OG0000068	Syaf.g_02733	Syak.g_02565
OG0000070	Syaf.g_01237	Syak.g_01174
OG0000071	Syaf.g_01254	Syak.g_00936
OG0000072	Syaf.g_00805	Syak.g_02099
OG0000073	Syaf.g_02700	Syak.g_02597
OG0000075	Syaf.g_00353	Syak.g_01564
OG0000076	Syaf.g_00388	Syak.g_01650
OG0000077	Syaf.g_00951	Syak.g_02243
OG0000078	Syaf.g_02782	Syak.g_02310
OG0000079	Syaf.g_00197	Syak.g_01417
OG0000080	Syaf.g_00306	Syak.g_01585, Syak.g_01583
OG0000081	Syaf.g_02776	Syak.g_00115
OG0000082	Syaf.g_02576	Syak.g_02711
OG0000084	Syaf.g_02409	Syak.g_01036
OG0000085	Syaf.g_01048	Syak.g_02427
OG0000086	Syaf.g_00932	Syak.g_02219
OG0000087	Syaf.g_00848	Syak.g_02141
OG0000088	Syaf.g_00811	Syak.g_02106
OG0000089	Syaf.g_02807	Syak.g_01215
OG0000090	Syaf.g_02654	Syak.g_02640
OG0000091	Syaf.g_02302	Syak.g_00043
OG0000093	Syaf.g_02065	Syak.g_00416
OG0000094	Syaf.g_01940	Syak.g_00656
OG0000095	Syaf.g_01442	Syak.g_00736
OG0000097	Syaf.g_01574	Syak.g_00816
OG0000098	Syaf.g_01637	Syak.g_00345, Syak.g_02651
OG0000099	Syaf.g_00312	Syak.g_01527
OG0000100	Syaf.g_02017	Syak.g_00622
OG0000101	Syaf.g_00093	Syak.g_01305
OG0000102	Syaf.g_00393	Syak.g_01661
OG0000103	Syaf.g_00520	Syak.g_01812
OG0000104	Syaf.g_00502	Syak.g_01799
OG0000105	Syaf.g_00235	Syak.g_01451
OG0000106	Syaf.g_01745	Syak.g_00096
OG0000107	Syaf.g_00758	Syak.g_01392
OG0000108	Syaf.g_02721	Syak.g_02574
OG0000109	Syaf.g_02706	Syak.g_02590
OG0000110	Syaf.g_02589	Syak.g_02698
OG0000111	Syaf.g_01451	Syak.g_00725
OG0000112	Syaf.g_01852	Syak.g_00512
OG0000113	Syaf.g_02022	Syak.g_00461
OG0000114	Syaf.g_02103	Syak.g_00373, Syak.g_00065
OG0000115	Syaf.g_02445	Syak.g_01066
OG0000116	Syaf.g_01276	Syak.g_00911
OG0000117	Syaf.g_01605	Syak.g_00846
OG0000118	Syaf.g_02544	Syak.g_00954
OG0000120	Syaf.g_00313	Syak.g_01526
OG0000121	Syaf.g_02419	Syak.g_01044
OG0000123	Syaf.g_00086	Syak.g_01299
OG0000124	Syaf.g_00414	Syak.g_01692
OG0000125	Syaf.g_00640	Syak.g_01934
OG0000126	Syaf.g_00504	Syak.g_01801
OG0000128	Syaf.g_00486	Syak.g_01782
OG0000129	Syaf.g_00651	Syak.g_01947
OG0000130	Syaf.g_00963	Syak.g_02255
OG0000131	Syaf.g_00833	Syak.g_02128
OG0000132	Syaf.g_00813	Syak.g_02108
OG0000133	Syaf.g_01857	Syak.g_00507
OG0000134	Syaf.g_02804	Syak.g_01212
OG0000135	Syaf.g_00605	Syak.g_01897
OG0000136	Syaf.g_01224	Syak.g_01186
OG0000137	Syaf.g_02498	Syak.g_01118
OG0000138	Syaf.g_02705	Syak.g_02591
OG0000139	Syaf.g_02648	Syak.g_02646
OG0000140	Syaf.g_02646	Syak.g_02650
OG0000141	Syaf.g_02375	Syak.g_02746
OG0000142	Syaf.g_02310	Syak.g_00035
OG0000143	Syaf.g_02306	Syak.g_00039
OG0000144	Syaf.g_01735	Syak.g_00260
OG0000145	Syaf.g_02699	Syak.g_02598
OG0000146	Syaf.g_01851	Syak.g_00514
OG0000147	Syaf.g_01850	Syak.g_00515
OG0000148	Syaf.g_02028	Syak.g_00455
OG0000149	Syaf.g_01371	Syak.g_00596
OG0000150	Syaf.g_02645	Syak.g_02747
OG0000151	Syaf.g_02091	Syak.g_00387
OG0000152	Syaf.g_01861	Syak.g_00503
OG0000153	Syaf.g_01904	Syak.g_00470
OG0000154	Syaf.g_01930	Syak.g_00645
OG0000155	Syaf.g_01324	Syak.g_00855
OG0000156	Syaf.g_01270	Syak.g_00919
OG0000157	Syaf.g_01269	Syak.g_00920
OG0000158	Syaf.g_00364	Syak.g_01624
OG0000159	Syaf.g_00311	Syak.g_01580
OG0000160	Syaf.g_02418	Syak.g_01043
OG0000161	Syaf.g_02424	Syak.g_01050
OG0000162	Syaf.g_02431	Syak.g_01058
OG0000163	Syaf.g_01105	Syak.g_02478
OG0000164	Syaf.g_00999	Syak.g_02384
OG0000165	Syaf.g_01197	Syak.g_02374
OG0000166	Syaf.g_00133	Syak.g_01345
OG0000167	Syaf.g_00350	Syak.g_01561
OG0000168	Syaf.g_00365	Syak.g_01625
OG0000169	Syaf.g_00376	Syak.g_01637
OG0000170	Syaf.g_00383	Syak.g_01644
OG0000171	Syaf.g_00413	Syak.g_01691
OG0000172	Syaf.g_00419	Syak.g_01713
OG0000173	Syaf.g_00438	Syak.g_01733
OG0000174	Syaf.g_00603	Syak.g_01895
OG0000175	Syaf.g_00531	Syak.g_01827
OG0000176	Syaf.g_00494	Syak.g_01790
OG0000177	Syaf.g_00493	Syak.g_01789
OG0000178	Syaf.g_00492	Syak.g_01788
OG0000179	Syaf.g_00477	Syak.g_01773
OG0000180	Syaf.g_00476	Syak.g_01772
OG0000181	Syaf.g_00475	Syak.g_01771
OG0000182	Syaf.g_00474	Syak.g_01770
OG0000183	Syaf.g_00470	Syak.g_01766
OG0000184	Syaf.g_00664	Syak.g_01955
OG0000185	Syaf.g_00684	Syak.g_01971
OG0000186	Syaf.g_00968	Syak.g_02258
OG0000187	Syaf.g_00966	Syak.g_02257
OG0000188	Syaf.g_00944	Syak.g_02235
OG0000189	Syaf.g_00916	Syak.g_02203
OG0000190	Syaf.g_00914	Syak.g_01575
OG0000191	Syaf.g_00877	Syak.g_02171
OG0000192	Syaf.g_00871	Syak.g_02165
OG0000193	Syaf.g_00832	Syak.g_02127
OG0000194	Syaf.g_00829	Syak.g_02124
OG0000195	Syaf.g_00827	Syak.g_02122
OG0000196	Syaf.g_00816	Syak.g_02111
OG0000197	Syaf.g_00815	Syak.g_02110
OG0000198	Syaf.g_00814	Syak.g_02109
OG0000199	Syaf.g_00806	Syak.g_02100
OG0000200	Syaf.g_00789	Syak.g_02083
OG0000201	Syaf.g_00771	Syak.g_02068
OG0000202	Syaf.g_00770	Syak.g_02067
OG0000203	Syaf.g_00769	Syak.g_02066
OG0000204	Syaf.g_00768	Syak.g_02065
OG0000205	Syaf.g_00761	Syak.g_02058
OG0000206	Syaf.g_00736	Syak.g_02038
OG0000207	Syaf.g_00735	Syak.g_02025
OG0000208	Syaf.g_00734	Syak.g_02024
OG0000209	Syaf.g_00714	Syak.g_01995
OG0000210	Syaf.g_00713	Syak.g_01994
OG0000211	Syaf.g_02791	Syak.g_02300
OG0000212	Syaf.g_02781	Syak.g_02311
OG0000213	Syaf.g_00210	Syak.g_01425
OG0000214	Syaf.g_00226	Syak.g_01442
OG0000215	Syaf.g_00258	Syak.g_01474
OG0000216	Syaf.g_00262	Syak.g_01478
OG0000217	Syaf.g_00266	Syak.g_01482
OG0000218	Syaf.g_00268	Syak.g_01484
OG0000219	Syaf.g_00269	Syak.g_01485
OG0000220	Syaf.g_00270	Syak.g_01486
OG0000221	Syaf.g_00273	Syak.g_01498
OG0000222	Syaf.g_00287	Syak.g_01512
OG0000223	Syaf.g_00317	Syak.g_01531
OG0000224	Syaf.g_00324	Syak.g_01532
OG0000225	Syaf.g_00007	Syak.g_01230
OG0000226	Syaf.g_00003	Syak.g_01226
OG0000227	Syaf.g_00001	Syak.g_01224
OG0000228	Syaf.g_02808	Syak.g_01216
OG0000229	Syaf.g_01214	Syak.g_01191
OG0000230	Syaf.g_01216	Syak.g_01189
OG0000231	Syaf.g_01236	Syak.g_01176
OG0000232	Syaf.g_02536	Syak.g_01156
OG0000233	Syaf.g_02528	Syak.g_01145
OG0000234	Syaf.g_02497	Syak.g_01116
OG0000235	Syaf.g_02722	Syak.g_02573
OG0000236	Syaf.g_02707	Syak.g_02589
OG0000237	Syaf.g_02690	Syak.g_02607
OG0000238	Syaf.g_02685	Syak.g_02612
OG0000239	Syaf.g_02669	Syak.g_02628
OG0000240	Syaf.g_02668	Syak.g_02629
OG0000241	Syaf.g_02322	Syak.g_00027
OG0000242	Syaf.g_02656	Syak.g_02638
OG0000243	Syaf.g_02634	Syak.g_02658
OG0000244	Syaf.g_02627	Syak.g_02665
OG0000245	Syaf.g_02625	Syak.g_02667
OG0000246	Syaf.g_02621	Syak.g_02671
OG0000247	Syaf.g_02610	Syak.g_02681
OG0000248	Syaf.g_02607	Syak.g_02684
OG0000249	Syaf.g_02605	Syak.g_02686
OG0000250	Syaf.g_02593	Syak.g_02694
OG0000251	Syaf.g_02568	Syak.g_02722
OG0000252	Syaf.g_02565	Syak.g_02725
OG0000253	Syaf.g_02564	Syak.g_02727
OG0000254	Syaf.g_02371	Syak.g_02752
OG0000255	Syaf.g_02352	Syak.g_02772
OG0000256	Syaf.g_02329	Syak.g_00020
OG0000257	Syaf.g_02323	Syak.g_00026
OG0000258	Syaf.g_02301	Syak.g_00044
OG0000259	Syaf.g_02137	Syak.g_00334
OG0000260	Syaf.g_02134	Syak.g_00338
OG0000261	Syaf.g_02131	Syak.g_00348
OG0000262	Syaf.g_02126	Syak.g_00353
OG0000263	Syaf.g_01585	Syak.g_00828
OG0000264	Syaf.g_01473	Syak.g_00698
OG0000265	Syaf.g_01196	Syak.g_00211
OG0000267	Syaf.g_01787	Syak.g_00555
OG0000268	Syaf.g_01788	Syak.g_00554
OG0000269	Syaf.g_02054	Syak.g_00429
OG0000270	Syaf.g_02051	Syak.g_00432
OG0000271	Syaf.g_02043	Syak.g_00440
OG0000272	Syaf.g_02042	Syak.g_00441
OG0000274	Syaf.g_01391	Syak.g_00615
OG0000275	Syaf.g_01386	Syak.g_00611
OG0000276	Syaf.g_01379	Syak.g_00604
OG0000277	Syaf.g_01378	Syak.g_00603
OG0000278	Syaf.g_01375	Syak.g_00600
OG0000279	Syaf.g_01367	Syak.g_00592
OG0000280	Syaf.g_01337	Syak.g_00582
OG0000281	Syaf.g_01636	Syak.g_00339
OG0000282	Syaf.g_02101	Syak.g_00375
OG0000283	Syaf.g_01804	Syak.g_00541
OG0000284	Syaf.g_01810	Syak.g_00536
OG0000285	Syaf.g_01842	Syak.g_00523
OG0000286	Syaf.g_01860	Syak.g_00504
OG0000287	Syaf.g_01896	Syak.g_00477
OG0000288	Syaf.g_01929	Syak.g_00644
OG0000289	Syaf.g_01943	Syak.g_00659
OG0000290	Syaf.g_01439	Syak.g_00738
OG0000291	Syaf.g_01441	Syak.g_00734, Syak.g_00737
OG0000292	Syaf.g_00505	Syak.g_01802
OG0000293	Syaf.g_01277	Syak.g_00910
OG0000294	Syaf.g_01278	Syak.g_00909
OG0000295	Syaf.g_01316	Syak.g_00863
OG0000296	Syaf.g_01318	Syak.g_00861
OG0000297	Syaf.g_01607	Syak.g_00848
OG0000298	Syaf.g_01606	Syak.g_00847
OG0000299	Syaf.g_01578	Syak.g_00820
OG0000300	Syaf.g_01571	Syak.g_00813
OG0000301	Syaf.g_01570	Syak.g_00812
OG0000302	Syaf.g_01568	Syak.g_00811
OG0000303	Syaf.g_01559	Syak.g_00674
OG0000304	Syaf.g_01551	Syak.g_00680
OG0000305	Syaf.g_01444	Syak.g_00732
OG0000306	Syaf.g_01332	Syak.g_00094
OG0000307	Syaf.g_02742	Syak.g_02556
OG0000308	Syaf.g_02744	Syak.g_02554
OG0000309	Syaf.g_02749	Syak.g_02549
OG0000310	Syaf.g_02387	Syak.g_00994
OG0000311	Syaf.g_02391	Syak.g_00999
OG0000312	Syaf.g_02397	Syak.g_01028
OG0000313	Syaf.g_02421	Syak.g_01046
OG0000314	Syaf.g_02458	Syak.g_01079
OG0000315	Syaf.g_02468	Syak.g_01090
OG0000316	Syaf.g_01088	Syak.g_02462
OG0000317	Syaf.g_01040	Syak.g_02419
OG0000318	Syaf.g_01032	Syak.g_02415
OG0000319	Syaf.g_01015	Syak.g_02399
OG0000320	Syaf.g_01013	Syak.g_02397
OG0000321	Syaf.g_01012	Syak.g_02396
OG0000322	Syaf.g_01011	Syak.g_02395
OG0000323	Syaf.g_00997	Syak.g_02380
OG0000324	Syaf.g_01164	Syak.g_02347
OG0000325	Syaf.g_00176	Syak.g_01391
OG0000326	Syaf.g_00169	Syak.g_01384
OG0000327	Syaf.g_00138	Syak.g_01350
OG0000328	Syaf.g_00137	Syak.g_01349
OG0000329	Syaf.g_00119	Syak.g_01331
OG0000330	Syaf.g_00118	Syak.g_01330
OG0000331	Syaf.g_00117	Syak.g_01329
OG0000332	Syaf.g_00102	Syak.g_01314
OG0000333	Syaf.g_00099	Syak.g_01311
OG0000334	Syaf.g_00090	Syak.g_01302
OG0000335	Syaf.g_00085	Syak.g_01298
OG0000336	Syaf.g_00081	Syak.g_01294
OG0000337	Syaf.g_00344	Syak.g_01555
OG0000338	Syaf.g_00348	Syak.g_01558
OG0000339	Syaf.g_00355	Syak.g_01566
OG0000340	Syaf.g_00366	Syak.g_01626
OG0000341	Syaf.g_00368	Syak.g_01628
OG0000342	Syaf.g_00369	Syak.g_01629
OG0000343	Syaf.g_00370	Syak.g_01631
OG0000344	Syaf.g_00374	Syak.g_01635
OG0000345	Syaf.g_00384	Syak.g_01645
OG0000346	Syaf.g_00389	Syak.g_01651
OG0000347	Syaf.g_00415	Syak.g_01694
OG0000348	Syaf.g_00427	Syak.g_01717
OG0000349	Syaf.g_00445	Syak.g_01740
OG0000350	Syaf.g_00162	Syak.g_01377
OG0000351	Syaf.g_00528	Syak.g_01823
OG0000352	Syaf.g_00527	Syak.g_01822
OG0000353	Syaf.g_00499	Syak.g_01796
OG0000354	Syaf.g_02680	Syak.g_02618
OG0000354	Syaf.g_00479	Syak.g_01775
OG0000355	Syaf.g_00497	Syak.g_01793
OG0000356	Syaf.g_00496	Syak.g_01792
OG0000357	Syaf.g_00495	Syak.g_01791
OG0000358	Syaf.g_00491	Syak.g_01787
OG0000359	Syaf.g_00489	Syak.g_01785
OG0000360	Syaf.g_00488	Syak.g_01784
OG0000361	Syaf.g_00487	Syak.g_01783
OG0000362	Syaf.g_00485	Syak.g_01781
OG0000363	Syaf.g_00483	Syak.g_01779
OG0000364	Syaf.g_00482	Syak.g_01778
OG0000365	Syaf.g_00473	Syak.g_01769
OG0000366	Syaf.g_00472	Syak.g_01768
OG0000367	Syaf.g_00471	Syak.g_01767
OG0000368	Syaf.g_00469	Syak.g_01765
OG0000369	Syaf.g_00468	Syak.g_01764
OG0000370	Syaf.g_00467	Syak.g_01763
OG0000371	Syaf.g_00458	Syak.g_01753
OG0000372	Syaf.g_00453	Syak.g_01748
OG0000373	Syaf.g_00452	Syak.g_01747
OG0000374	Syaf.g_00451	Syak.g_01746
OG0000375	Syaf.g_00449	Syak.g_01744
OG0000376	Syaf.g_00447	Syak.g_01742
OG0000377	Syaf.g_00654	Syak.g_01948
OG0000378	Syaf.g_00668	Syak.g_01968
OG0000379	Syaf.g_00686	Syak.g_01972
OG0000380	Syaf.g_00965	Syak.g_02256
OG0000381	Syaf.g_00962	Syak.g_02254
OG0000382	Syaf.g_00945	Syak.g_02236
OG0000383	Syaf.g_00941	Syak.g_02229
OG0000384	Syaf.g_00940	Syak.g_02228
OG0000385	Syaf.g_00939	Syak.g_02227
OG0000386	Syaf.g_00938	Syak.g_02226
OG0000387	Syaf.g_00912	Syak.g_02200
OG0000388	Syaf.g_00908	Syak.g_02196
OG0000389	Syaf.g_00904	Syak.g_02193, Syak.g_02345
OG0000390	Syaf.g_00883	Syak.g_02177
OG0000391	Syaf.g_00878	Syak.g_02172
OG0000392	Syaf.g_00872	Syak.g_02166
OG0000393	Syaf.g_00870	Syak.g_02163
OG0000394	Syaf.g_00869	Syak.g_02162
OG0000395	Syaf.g_00868	Syak.g_02161
OG0000396	Syaf.g_00865	Syak.g_02158
OG0000397	Syaf.g_00863	Syak.g_02156
OG0000398	Syaf.g_00858	Syak.g_02151
OG0000399	Syaf.g_00857	Syak.g_02150
OG0000400	Syaf.g_00856	Syak.g_02149
OG0000401	Syaf.g_00855	Syak.g_02148
OG0000402	Syaf.g_00852	Syak.g_02146
OG0000403	Syaf.g_00851	Syak.g_02145
OG0000404	Syaf.g_00850	Syak.g_02143
OG0000405	Syaf.g_00835	Syak.g_02131
OG0000406	Syaf.g_00831	Syak.g_02126
OG0000407	Syaf.g_00830	Syak.g_02125
OG0000408	Syaf.g_00828	Syak.g_02123
OG0000409	Syaf.g_00826	Syak.g_02121
OG0000410	Syaf.g_00825	Syak.g_02120
OG0000411	Syaf.g_00824	Syak.g_02119
OG0000412	Syaf.g_00823	Syak.g_02118
OG0000413	Syaf.g_00821	Syak.g_02116
OG0000415	Syaf.g_00819	Syak.g_02114
OG0000416	Syaf.g_00818	Syak.g_02113
OG0000417	Syaf.g_00817	Syak.g_02112
OG0000418	Syaf.g_00812	Syak.g_02107
OG0000419	Syaf.g_00810	Syak.g_02105
OG0000420	Syaf.g_00808	Syak.g_02103
OG0000421	Syaf.g_00803	Syak.g_02097
OG0000422	Syaf.g_00802	Syak.g_02096
OG0000423	Syaf.g_00801	Syak.g_02095
OG0000424	Syaf.g_00800	Syak.g_02094
OG0000425	Syaf.g_00799	Syak.g_02093
OG0000426	Syaf.g_00798	Syak.g_02092
OG0000427	Syaf.g_00797	Syak.g_02091
OG0000428	Syaf.g_00794	Syak.g_02088
OG0000429	Syaf.g_00792	Syak.g_02086
OG0000430	Syaf.g_00790	Syak.g_02084
OG0000431	Syaf.g_00786	Syak.g_02081
OG0000432	Syaf.g_00779	Syak.g_02075
OG0000433	Syaf.g_00777	Syak.g_02073
OG0000434	Syaf.g_00776	Syak.g_02072
OG0000435	Syaf.g_00772	Syak.g_02071
OG0000436	Syaf.g_00767	Syak.g_02064
OG0000437	Syaf.g_00766	Syak.g_02063
OG0000438	Syaf.g_00765	Syak.g_02062
OG0000439	Syaf.g_00763	Syak.g_02060
OG0000440	Syaf.g_00762	Syak.g_02059
OG0000441	Syaf.g_00756	Syak.g_02053
OG0000442	Syaf.g_00743	Syak.g_02043
OG0000443	Syaf.g_00739	Syak.g_02041
OG0000444	Syaf.g_00733	Syak.g_02022
OG0000445	Syaf.g_00729	Syak.g_02015
OG0000446	Syaf.g_00728	Syak.g_02013
OG0000447	Syaf.g_00725	Syak.g_02006
OG0000448	Syaf.g_00724	Syak.g_02005
OG0000449	Syaf.g_00723	Syak.g_02004
OG0000450	Syaf.g_00717	Syak.g_01998
OG0000451	Syaf.g_00716	Syak.g_01997
OG0000452	Syaf.g_00712	Syak.g_01993
OG0000453	Syaf.g_00711	Syak.g_01992
OG0000454	Syaf.g_00710	Syak.g_01991
OG0000455	Syaf.g_00709	Syak.g_01990
OG0000456	Syaf.g_00708	Syak.g_01989
OG0000457	Syaf.g_00706	Syak.g_01987
OG0000458	Syaf.g_00705	Syak.g_01986
OG0000459	Syaf.g_00704	Syak.g_01985
OG0000460	Syaf.g_02789	Syak.g_02303
OG0000461	Syaf.g_00183	Syak.g_01402
OG0000462	Syaf.g_00186	Syak.g_01405
OG0000463	Syaf.g_00187	Syak.g_01406
OG0000464	Syaf.g_00188	Syak.g_01407
OG0000465	Syaf.g_00190	Syak.g_01409
OG0000466	Syaf.g_00194	Syak.g_01414
OG0000467	Syaf.g_00196	Syak.g_01416
OG0000468	Syaf.g_00206	Syak.g_01421
OG0000469	Syaf.g_00220	Syak.g_01436
OG0000470	Syaf.g_00222	Syak.g_01438
OG0000471	Syaf.g_00223	Syak.g_01439
OG0000472	Syaf.g_00225	Syak.g_01441
OG0000473	Syaf.g_00227	Syak.g_01443
OG0000474	Syaf.g_00228	Syak.g_01444
OG0000475	Syaf.g_00229	Syak.g_01445
OG0000476	Syaf.g_00231	Syak.g_01447
OG0000477	Syaf.g_00237	Syak.g_01453
OG0000478	Syaf.g_00238	Syak.g_01454
OG0000479	Syaf.g_00239	Syak.g_01455
OG0000480	Syaf.g_00247	Syak.g_01462
OG0000481	Syaf.g_00249	Syak.g_01464
OG0000482	Syaf.g_00250	Syak.g_01465
OG0000483	Syaf.g_00254	Syak.g_01469
OG0000484	Syaf.g_00255	Syak.g_01470
OG0000485	Syaf.g_00256	Syak.g_01472
OG0000486	Syaf.g_00257	Syak.g_01473
OG0000487	Syaf.g_00263	Syak.g_01479
OG0000488	Syaf.g_00267	Syak.g_01483
OG0000489	Syaf.g_00274	Syak.g_01499
OG0000490	Syaf.g_00284	Syak.g_01507
OG0000491	Syaf.g_00285	Syak.g_01511
OG0000492	Syaf.g_00288	Syak.g_01513
OG0000493	Syaf.g_00289	Syak.g_01514
OG0000494	Syaf.g_00290	Syak.g_01515
OG0000495	Syaf.g_00291	Syak.g_01516
OG0000496	Syaf.g_00292	Syak.g_01517
OG0000497	Syaf.g_00293	Syak.g_01518
OG0000498	Syaf.g_00294	Syak.g_01519
OG0000499	Syaf.g_00295	Syak.g_01520
OG0000500	Syaf.g_00296	Syak.g_01521
OG0000501	Syaf.g_00299	Syak.g_01524
OG0000502	Syaf.g_00319	Syak.g_01538
OG0000503	Syaf.g_00023	Syak.g_01246
OG0000504	Syaf.g_00021	Syak.g_01244
OG0000505	Syaf.g_00020	Syak.g_01243
OG0000506	Syaf.g_00018	Syak.g_01241
OG0000507	Syaf.g_00012	Syak.g_01235
OG0000508	Syaf.g_00008	Syak.g_01231
OG0000509	Syaf.g_00006	Syak.g_01229
OG0000510	Syaf.g_00005	Syak.g_01228
OG0000511	Syaf.g_00004	Syak.g_01227
OG0000512	Syaf.g_00002	Syak.g_01225
OG0000513	Syaf.g_02803	Syak.g_01211
OG0000514	Syaf.g_02796	Syak.g_01204
OG0000515	Syaf.g_02795	Syak.g_01203
OG0000516	Syaf.g_01219	Syak.g_01199
OG0000517	Syaf.g_01213	Syak.g_01192
OG0000518	Syaf.g_01230	Syak.g_01180
OG0000519	Syaf.g_01231	Syak.g_01179
OG0000520	Syaf.g_01235	Syak.g_01178
OG0000521	Syaf.g_02542	Syak.g_01167
OG0000522	Syaf.g_02538	Syak.g_01163
OG0000523	Syaf.g_02537	Syak.g_01162
OG0000524	Syaf.g_02531	Syak.g_01149
OG0000525	Syaf.g_02507	Syak.g_01130
OG0000526	Syaf.g_02504	Syak.g_01127
OG0000527	Syaf.g_02500	Syak.g_01120
OG0000528	Syaf.g_02728	Syak.g_02570
OG0000529	Syaf.g_02720	Syak.g_02575
OG0000530	Syaf.g_02717	Syak.g_02578
OG0000531	Syaf.g_02716	Syak.g_02579
OG0000532	Syaf.g_02713	Syak.g_02582
OG0000533	Syaf.g_02712	Syak.g_02584
OG0000534	Syaf.g_02711	Syak.g_02585
OG0000535	Syaf.g_02710	Syak.g_02586
OG0000536	Syaf.g_02709	Syak.g_02587
OG0000537	Syaf.g_02708	Syak.g_02588
OG0000538	Syaf.g_02697	Syak.g_02600
OG0000539	Syaf.g_02696	Syak.g_02601
OG0000540	Syaf.g_02695	Syak.g_02602
OG0000541	Syaf.g_02694	Syak.g_02603
OG0000542	Syaf.g_02691	Syak.g_02606
OG0000543	Syaf.g_02689	Syak.g_02608
OG0000544	Syaf.g_02688	Syak.g_02609
OG0000545	Syaf.g_02686	Syak.g_02611
OG0000546	Syaf.g_02684	Syak.g_02613
OG0000547	Syaf.g_02682	Syak.g_02615
OG0000548	Syaf.g_02681	Syak.g_02616
OG0000549	Syaf.g_02676	Syak.g_02622
OG0000550	Syaf.g_02671	Syak.g_02626
OG0000551	Syaf.g_02666	Syak.g_02631
OG0000552	Syaf.g_02665	Syak.g_02632
OG0000553	Syaf.g_02663	Syak.g_02636
OG0000554	Syaf.g_02653	Syak.g_02641
