Orthogroup	Syaf	Syai
OG0000152	Syaf.g_01861	Syai.g_01503
OG0000153	Syaf.g_01904	Syai.g_01461
OG0000154	Syaf.g_01930	Syai.g_01434
OG0000155	Syaf.g_01324	Syai.g_02109
OG0000156	Syaf.g_01270	Syai.g_02162
OG0000157	Syaf.g_01269	Syai.g_02163
OG0000158	Syaf.g_00364	Syai.g_00135
OG0000160	Syaf.g_02418	Syai.g_00952
OG0000161	Syaf.g_02424	Syai.g_00946
OG0000162	Syaf.g_02431	Syai.g_00939
OG0000163	Syaf.g_01105	Syai.g_02300
OG0000164	Syaf.g_00999	Syai.g_02411
OG0000165	Syaf.g_01197	Syai.g_02244
OG0000166	Syaf.g_00133	Syai.g_00364
OG0000167	Syaf.g_00350	Syai.g_00164
OG0000168	Syaf.g_00365	Syai.g_00134
OG0000169	Syaf.g_00376	Syai.g_00123
OG0000170	Syaf.g_00383	Syai.g_00116
OG0000171	Syaf.g_00413	Syai.g_00090
OG0000172	Syaf.g_00419	Syai.g_00083
OG0000173	Syaf.g_00438	Syai.g_00064
OG0000174	Syaf.g_00603	Syai.g_02828
OG0000175	Syaf.g_00531	Syai.g_02901
OG0000176	Syaf.g_00494	Syai.g_00004
OG0000177	Syaf.g_00493	Syai.g_00005
OG0000178	Syaf.g_00492	Syai.g_00006
OG0000179	Syaf.g_00477	Syai.g_00023
OG0000180	Syaf.g_00476	Syai.g_00024
OG0000181	Syaf.g_00475	Syai.g_00025
OG0000182	Syaf.g_00474	Syai.g_00026
OG0000183	Syaf.g_00470	Syai.g_00030
OG0000184	Syaf.g_00664	Syai.g_02756
OG0000185	Syaf.g_00684	Syai.g_02734
OG0000186	Syaf.g_00968	Syai.g_02469
OG0000187	Syaf.g_00966	Syai.g_02471
OG0000188	Syaf.g_00944	Syai.g_02494
OG0000189	Syaf.g_00916	Syai.g_02530
OG0000190	Syaf.g_00914	Syai.g_02532
OG0000191	Syaf.g_00877	Syai.g_02562
OG0000192	Syaf.g_00871	Syai.g_02569
OG0000193	Syaf.g_00832	Syai.g_02609
OG0000194	Syaf.g_00829	Syai.g_02612
OG0000195	Syaf.g_00827	Syai.g_02614
OG0000196	Syaf.g_00816	Syai.g_02625
OG0000197	Syaf.g_00815	Syai.g_02626
OG0000198	Syaf.g_00814	Syai.g_02627
OG0000199	Syaf.g_00806	Syai.g_02635
OG0000200	Syaf.g_00789	Syai.g_02651
OG0000201	Syaf.g_00771	Syai.g_02667
OG0000202	Syaf.g_00770	Syai.g_02668
OG0000203	Syaf.g_00769	Syai.g_02669
OG0000204	Syaf.g_00768	Syai.g_02670
OG0000205	Syaf.g_00761	Syai.g_02677
OG0000206	Syaf.g_00736	Syai.g_02684
OG0000207	Syaf.g_00735	Syai.g_02686
OG0000208	Syaf.g_00734	Syai.g_02687
OG0000209	Syaf.g_00714	Syai.g_02699
OG0000210	Syaf.g_00713	Syai.g_02700
OG0000211	Syaf.g_02791	Syai.g_00533
OG0000212	Syaf.g_02781	Syai.g_00544
OG0000213	Syaf.g_00210	Syai.g_00292
OG0000214	Syaf.g_00226	Syai.g_00276
OG0000215	Syaf.g_00258	Syai.g_00245
OG0000216	Syaf.g_00262	Syai.g_00241
OG0000217	Syaf.g_00266	Syai.g_00237
OG0000218	Syaf.g_00268	Syai.g_00235
OG0000219	Syaf.g_00269	Syai.g_00234
OG0000220	Syaf.g_00270	Syai.g_00233
OG0000221	Syaf.g_02597, Syaf.g_00273	Syai.g_00227
OG0000222	Syaf.g_00287	Syai.g_00215
OG0000223	Syaf.g_00317	Syai.g_00194
OG0000224	Syaf.g_00324	Syai.g_00186
OG0000225	Syaf.g_00007	Syai.g_00502
OG0000226	Syaf.g_00003	Syai.g_00506
OG0000227	Syaf.g_00001	Syai.g_00508
OG0000228	Syaf.g_02808	Syai.g_00516
OG0000229	Syaf.g_01214	Syai.g_02228
OG0000230	Syaf.g_01216	Syai.g_02226
OG0000231	Syaf.g_01236	Syai.g_02208
OG0000232	Syaf.g_02536	Syai.g_00846
OG0000233	Syaf.g_02528	Syai.g_00855
OG0000234	Syaf.g_02497	Syai.g_00866
OG0000235	Syaf.g_02722	Syai.g_00637
OG0000236	Syaf.g_02707	Syai.g_00652
OG0000237	Syaf.g_02690	Syai.g_00669
OG0000238	Syaf.g_02685	Syai.g_00674
OG0000239	Syaf.g_02669	Syai.g_00691
OG0000240	Syaf.g_02668	Syai.g_00692
OG0000241	Syaf.g_02322	Syai.g_01085
OG0000242	Syaf.g_02656	Syai.g_00705
OG0000243	Syaf.g_02634	Syai.g_00726
OG0000244	Syaf.g_02627	Syai.g_00731
OG0000245	Syaf.g_02625	Syai.g_00733
OG0000246	Syaf.g_02621	Syai.g_00737
OG0000247	Syaf.g_02610	Syai.g_00748
OG0000248	Syaf.g_02607	Syai.g_00751
OG0000249	Syaf.g_02605	Syai.g_00753
OG0000250	Syaf.g_02593	Syai.g_00762
OG0000251	Syaf.g_02568	Syai.g_00789
OG0000252	Syaf.g_02565	Syai.g_00797
OG0000253	Syaf.g_02564	Syai.g_00798
OG0000254	Syaf.g_02371	Syai.g_01045
OG0000255	Syaf.g_02352	Syai.g_01061
OG0000256	Syaf.g_02329	Syai.g_01077
OG0000257	Syaf.g_02323	Syai.g_01084
OG0000258	Syaf.g_02301	Syai.g_01113
OG0000259	Syaf.g_02137	Syai.g_01229
OG0000260	Syaf.g_02134	Syai.g_01232
OG0000261	Syaf.g_02131	Syai.g_01235
OG0000262	Syaf.g_02126	Syai.g_01240
OG0000263	Syaf.g_01585	Syai.g_01776
OG0000264	Syaf.g_01473	Syai.g_01962
OG0000265	Syaf.g_01196	Syai.g_02245
OG0000266	Syaf.g_01967	Syai.g_01401
OG0000267	Syaf.g_01787	Syai.g_01569
OG0000268	Syaf.g_01788	Syai.g_01568
OG0000269	Syaf.g_02054	Syai.g_01316
OG0000270	Syaf.g_02051	Syai.g_01319
OG0000271	Syaf.g_02043	Syai.g_01327
OG0000272	Syaf.g_02042	Syai.g_01328
OG0000273	Syaf.g_01392	Syai.g_02037
OG0000274	Syaf.g_01391	Syai.g_02038
OG0000275	Syaf.g_01386	Syai.g_02043
OG0000276	Syaf.g_01379	Syai.g_02051
OG0000277	Syaf.g_01378	Syai.g_02052
OG0000278	Syaf.g_01375	Syai.g_02055
OG0000279	Syaf.g_01367	Syai.g_02063
OG0000280	Syaf.g_01337	Syai.g_02084
OG0000281	Syaf.g_01636	Syai.g_01719
OG0000282	Syaf.g_02101	Syai.g_01263
OG0000283	Syaf.g_01804	Syai.g_01554
OG0000284	Syaf.g_01810	Syai.g_01548
OG0000285	Syaf.g_01842	Syai.g_01522
OG0000286	Syaf.g_01860	Syai.g_01504
OG0000287	Syaf.g_01896	Syai.g_01469
OG0000288	Syaf.g_01929	Syai.g_01435
OG0000289	Syaf.g_01943	Syai.g_01421
OG0000290	Syaf.g_01439	Syai.g_02010
OG0000291	Syaf.g_01441	Syai.g_02008
OG0000292	Syaf.g_00505	Syai.g_02926
OG0000293	Syaf.g_01277	Syai.g_02155
OG0000294	Syaf.g_01278	Syai.g_02154
OG0000295	Syaf.g_01316	Syai.g_02117
OG0000296	Syaf.g_01318	Syai.g_02115
OG0000297	Syaf.g_01607	Syai.g_01754
OG0000298	Syaf.g_01606	Syai.g_01755
OG0000299	Syaf.g_01578	Syai.g_01783
OG0000300	Syaf.g_01571	Syai.g_01790
OG0000301	Syaf.g_01570	Syai.g_01791
OG0000302	Syaf.g_01568	Syai.g_01793
OG0000303	Syaf.g_01559	Syai.g_01802
OG0000304	Syaf.g_01551	Syai.g_01826
OG0000305	Syaf.g_01444	Syai.g_02005
OG0000306	Syaf.g_01332	Syai.g_02090
OG0000307	Syaf.g_02742	Syai.g_00619
OG0000308	Syaf.g_02744	Syai.g_00617
OG0000309	Syaf.g_02749	Syai.g_00612
OG0000310	Syaf.g_02387	Syai.g_00989
OG0000311	Syaf.g_02391	Syai.g_00985
OG0000312	Syaf.g_02397	Syai.g_00966
OG0000313	Syaf.g_02421	Syai.g_00949
OG0000314	Syaf.g_02458	Syai.g_00908
OG0000315	Syaf.g_02468	Syai.g_00897
OG0000316	Syaf.g_01088	Syai.g_02322
OG0000317	Syaf.g_01040	Syai.g_02373
OG0000318	Syaf.g_01032	Syai.g_02379
OG0000319	Syaf.g_01015	Syai.g_02395
OG0000320	Syaf.g_01013	Syai.g_02397
OG0000321	Syaf.g_01012	Syai.g_02398
OG0000322	Syaf.g_01011	Syai.g_02399
OG0000323	Syaf.g_00997	Syai.g_02413
OG0000324	Syaf.g_01164	Syai.g_02272
OG0000325	Syaf.g_00176	Syai.g_00320
OG0000326	Syaf.g_00169	Syai.g_00327
OG0000327	Syaf.g_00138	Syai.g_00359
OG0000328	Syaf.g_00137	Syai.g_00360
OG0000329	Syaf.g_00119	Syai.g_00378
OG0000330	Syaf.g_00118	Syai.g_00379
OG0000331	Syaf.g_00117	Syai.g_00380
OG0000332	Syaf.g_00102	Syai.g_00395
OG0000333	Syaf.g_00099	Syai.g_00398
OG0000334	Syaf.g_00090	Syai.g_00407
OG0000335	Syaf.g_00085	Syai.g_00412
OG0000336	Syaf.g_00081	Syai.g_00416
OG0000337	Syaf.g_00344	Syai.g_00169
OG0000338	Syaf.g_00348	Syai.g_00166
OG0000339	Syaf.g_00355	Syai.g_00160
OG0000340	Syaf.g_00366	Syai.g_00133
OG0000341	Syaf.g_00368	Syai.g_00131
OG0000342	Syaf.g_00369	Syai.g_00130
OG0000343	Syaf.g_00370	Syai.g_00129
OG0000344	Syaf.g_00374	Syai.g_00125
OG0000345	Syaf.g_00384	Syai.g_00115
OG0000346	Syaf.g_00389	Syai.g_00110
OG0000347	Syaf.g_00415	Syai.g_00087
OG0000348	Syaf.g_00427	Syai.g_00076
OG0000349	Syaf.g_00445	Syai.g_00057
OG0000350	Syaf.g_00162	Syai.g_00334
OG0000351	Syaf.g_00528	Syai.g_02904
OG0000352	Syaf.g_00527	Syai.g_02905
OG0000353	Syaf.g_00499	Syai.g_02932
OG0000354	Syaf.g_02680	Syai.g_00680
OG0000354	Syaf.g_00479	Syai.g_00019
OG0000355	Syaf.g_00497	Syai.g_00001
OG0000356	Syaf.g_00496	Syai.g_00002
OG0000357	Syaf.g_00495	Syai.g_00003
OG0000358	Syaf.g_00491	Syai.g_00007
OG0000359	Syaf.g_00489	Syai.g_00009
OG0000360	Syaf.g_00488	Syai.g_00010
OG0000361	Syaf.g_00487	Syai.g_00011
OG0000362	Syaf.g_00485	Syai.g_00013
OG0000363	Syaf.g_00483	Syai.g_00015
OG0000364	Syaf.g_00482	Syai.g_00016
OG0000365	Syaf.g_00473	Syai.g_00027
OG0000366	Syaf.g_00472	Syai.g_00028
OG0000367	Syaf.g_00471	Syai.g_00029
OG0000368	Syaf.g_00469	Syai.g_00031
OG0000369	Syaf.g_00468	Syai.g_00032
OG0000370	Syaf.g_00467	Syai.g_00033
OG0000371	Syaf.g_00458	Syai.g_00041
OG0000372	Syaf.g_00453	Syai.g_00047
OG0000373	Syaf.g_00452	Syai.g_00048
OG0000374	Syaf.g_00451	Syai.g_00049
OG0000375	Syaf.g_00449	Syai.g_00053
OG0000376	Syaf.g_00447	Syai.g_00055
OG0000377	Syaf.g_00654	Syai.g_02769
OG0000378	Syaf.g_00668	Syai.g_02751
OG0000379	Syaf.g_00686	Syai.g_02733
OG0000380	Syaf.g_00965	Syai.g_02472
OG0000381	Syaf.g_00962	Syai.g_02475
OG0000382	Syaf.g_00945	Syai.g_02493
OG0000383	Syaf.g_00941	Syai.g_02498
OG0000384	Syaf.g_00940	Syai.g_02499
OG0000385	Syaf.g_00939	Syai.g_02500
OG0000386	Syaf.g_00938	Syai.g_02501
OG0000387	Syaf.g_00912	Syai.g_02534
OG0000388	Syaf.g_00908	Syai.g_02538
OG0000389	Syaf.g_00904	Syai.g_02542
OG0000390	Syaf.g_00883	Syai.g_02556
OG0000391	Syaf.g_00878	Syai.g_02561
OG0000392	Syaf.g_00872	Syai.g_02568
OG0000393	Syaf.g_00870	Syai.g_02570
OG0000394	Syaf.g_00869	Syai.g_02571
OG0000395	Syaf.g_00868	Syai.g_02572
OG0000396	Syaf.g_00865	Syai.g_02575
OG0000397	Syaf.g_00863	Syai.g_02577
OG0000398	Syaf.g_00858	Syai.g_02582
OG0000399	Syaf.g_00857	Syai.g_02583
OG0000400	Syaf.g_00856	Syai.g_02584
OG0000401	Syaf.g_00855	Syai.g_02585
OG0000402	Syaf.g_00852	Syai.g_02588
OG0000403	Syaf.g_00851	Syai.g_02589
OG0000404	Syaf.g_00850	Syai.g_02590
OG0000405	Syaf.g_00835	Syai.g_02606
OG0000406	Syaf.g_00831	Syai.g_02610
OG0000407	Syaf.g_00830	Syai.g_02611
OG0000408	Syaf.g_00828	Syai.g_02613
OG0000409	Syaf.g_00826	Syai.g_02615
OG0000410	Syaf.g_00825	Syai.g_02616
OG0000411	Syaf.g_00824	Syai.g_02617
OG0000412	Syaf.g_00823	Syai.g_02618
OG0000413	Syaf.g_00821	Syai.g_02620
OG0000414	Syaf.g_00820	Syai.g_02621
OG0000415	Syaf.g_00819	Syai.g_02622
OG0000416	Syaf.g_00818	Syai.g_02623
OG0000417	Syaf.g_00817	Syai.g_02624
OG0000418	Syaf.g_00812	Syai.g_02629
OG0000419	Syaf.g_00810	Syai.g_02631
OG0000420	Syaf.g_00808	Syai.g_02633
OG0000421	Syaf.g_00803	Syai.g_02638
OG0000422	Syaf.g_00802	Syai.g_02639
OG0000423	Syaf.g_00801	Syai.g_02640
OG0000424	Syaf.g_00800	Syai.g_02641
OG0000425	Syaf.g_00799	Syai.g_02642
OG0000426	Syaf.g_00798	Syai.g_02643
OG0000427	Syaf.g_00797	Syai.g_02644
OG0000428	Syaf.g_00794	Syai.g_02647
OG0000429	Syaf.g_00792	Syai.g_02649
OG0000430	Syaf.g_00790	Syai.g_02650
OG0000431	Syaf.g_00786	Syai.g_02654
OG0000432	Syaf.g_00779	Syai.g_02660
OG0000433	Syaf.g_00777	Syai.g_02662
OG0000434	Syaf.g_00776	Syai.g_02663
OG0000435	Syaf.g_00772	Syai.g_02666
OG0000436	Syaf.g_00767	Syai.g_02671
OG0000437	Syaf.g_00766	Syai.g_02672
OG0000438	Syaf.g_00765	Syai.g_02673
OG0000439	Syaf.g_00763	Syai.g_02675
OG0000440	Syaf.g_00762	Syai.g_02676
OG0000441	Syaf.g_00756	Syai.g_02681
OG0000442	Syaf.g_00743	Syai.g_02682
OG0000443	Syaf.g_00739	Syai.g_02683
OG0000444	Syaf.g_00733	Syai.g_02688
OG0000445	Syaf.g_00729	Syai.g_02689
OG0000446	Syaf.g_00728	Syai.g_02690
OG0000447	Syaf.g_00725	Syai.g_02693
OG0000448	Syaf.g_00724	Syai.g_02694
OG0000449	Syaf.g_00723	Syai.g_02695
OG0000450	Syaf.g_00717	Syai.g_02696
OG0000451	Syaf.g_00716	Syai.g_02697
OG0000452	Syaf.g_00712	Syai.g_02701
OG0000453	Syaf.g_00711	Syai.g_02702
OG0000454	Syaf.g_00710	Syai.g_02703
OG0000455	Syaf.g_00709	Syai.g_02704
OG0000456	Syaf.g_00708	Syai.g_02705
OG0000457	Syaf.g_00706	Syai.g_02707
OG0000458	Syaf.g_00705	Syai.g_02708
OG0000459	Syaf.g_00704	Syai.g_02709
OG0000460	Syaf.g_02789	Syai.g_00535
OG0000461	Syaf.g_00183	Syai.g_00314
OG0000462	Syaf.g_00186	Syai.g_00311
OG0000463	Syaf.g_00187	Syai.g_00310
OG0000464	Syaf.g_00188	Syai.g_00309
OG0000465	Syaf.g_00190	Syai.g_00307
OG0000466	Syaf.g_00194	Syai.g_00303
OG0000467	Syaf.g_00196	Syai.g_00301
OG0000468	Syaf.g_00206	Syai.g_00296
OG0000469	Syaf.g_00220	Syai.g_00282
OG0000470	Syaf.g_00222	Syai.g_00280
OG0000471	Syaf.g_00223	Syai.g_00279
OG0000472	Syaf.g_00225	Syai.g_00277
OG0000473	Syaf.g_00227	Syai.g_00275
OG0000474	Syaf.g_00228	Syai.g_00274
OG0000475	Syaf.g_00229	Syai.g_00273
OG0000476	Syaf.g_00231	Syai.g_00271
OG0000477	Syaf.g_00237	Syai.g_00265
OG0000478	Syaf.g_00238	Syai.g_00264
OG0000479	Syaf.g_00239	Syai.g_00263
OG0000480	Syaf.g_00247	Syai.g_00256
OG0000481	Syaf.g_00249	Syai.g_00254
OG0000482	Syaf.g_00250	Syai.g_00253
OG0000483	Syaf.g_00254	Syai.g_00249
OG0000484	Syaf.g_00255	Syai.g_00248
OG0000485	Syaf.g_00256	Syai.g_00247
OG0000486	Syaf.g_00257	Syai.g_00246
OG0000487	Syaf.g_00263	Syai.g_00240
OG0000488	Syaf.g_00267	Syai.g_00236
OG0000489	Syaf.g_00274	Syai.g_00226
OG0000490	Syaf.g_00284	Syai.g_00218
OG0000491	Syaf.g_00285	Syai.g_00217
OG0000492	Syaf.g_00288	Syai.g_00214
OG0000493	Syaf.g_00289	Syai.g_00213
OG0000494	Syaf.g_00290	Syai.g_00212
OG0000495	Syaf.g_00291	Syai.g_00211
OG0000496	Syaf.g_00292	Syai.g_00210
OG0000497	Syaf.g_00293	Syai.g_00209
OG0000498	Syaf.g_00294	Syai.g_00208
OG0000499	Syaf.g_00295	Syai.g_00207
OG0000500	Syaf.g_00296	Syai.g_00206
OG0000501	Syaf.g_00299	Syai.g_00203
OG0000502	Syaf.g_00319	Syai.g_00192
OG0000503	Syaf.g_00023	Syai.g_00486
OG0000504	Syaf.g_00021	Syai.g_00488
OG0000505	Syaf.g_00020	Syai.g_00489
OG0000506	Syaf.g_00018	Syai.g_00491
OG0000507	Syaf.g_00012	Syai.g_00497
OG0000508	Syaf.g_00008	Syai.g_00501
OG0000509	Syaf.g_00006	Syai.g_00503
OG0000510	Syaf.g_00005	Syai.g_00504
OG0000511	Syaf.g_00004	Syai.g_00505
OG0000512	Syaf.g_00002	Syai.g_00507
OG0000513	Syaf.g_02803	Syai.g_00521
OG0000514	Syaf.g_02796	Syai.g_00528
OG0000515	Syaf.g_02795	Syai.g_00529
OG0000516	Syaf.g_01219	Syai.g_02223
OG0000517	Syaf.g_01213	Syai.g_02229
OG0000518	Syaf.g_01230	Syai.g_02211
OG0000519	Syaf.g_01231	Syai.g_02210
OG0000520	Syaf.g_01235	Syai.g_02209
OG0000521	Syaf.g_02542	Syai.g_00842
OG0000522	Syaf.g_02538	Syai.g_00844
OG0000523	Syaf.g_02537	Syai.g_00845
OG0000524	Syaf.g_02531	Syai.g_00852
OG0000525	Syaf.g_02507	Syai.g_00856
OG0000526	Syaf.g_02504	Syai.g_00859
OG0000527	Syaf.g_02500	Syai.g_00863
OG0000528	Syaf.g_02728	Syai.g_00633
OG0000529	Syaf.g_02720	Syai.g_00639
OG0000530	Syaf.g_02717	Syai.g_00642
OG0000531	Syaf.g_02716	Syai.g_00643
OG0000532	Syaf.g_02713	Syai.g_00646
OG0000533	Syaf.g_02712	Syai.g_00647
OG0000534	Syaf.g_02711	Syai.g_00648
OG0000535	Syaf.g_02710	Syai.g_00649
OG0000536	Syaf.g_02709	Syai.g_00650
OG0000537	Syaf.g_02708	Syai.g_00651
OG0000538	Syaf.g_02697	Syai.g_00662
OG0000539	Syaf.g_02696	Syai.g_00663
OG0000540	Syaf.g_02695	Syai.g_00664
OG0000541	Syaf.g_02694	Syai.g_00665
OG0000542	Syaf.g_02691	Syai.g_00668
