Orthogroup	Syaf	Pral
OG0000043	Syaf.g_01747	Pral.g_01347
OG0000044	Syaf.g_01358, Syaf.g_01992, Syaf.g_01400	Pral.g_01888
OG0000046	Syaf.g_00055, Syaf.g_00045, Syaf.g_00062	Pral.g_00711
OG0000047	Syaf.g_00030	Pral.g_00672
OG0000048	Syaf.g_00230	Pral.g_00768
OG0000052	Syaf.g_00335	Pral.g_00987
OG0000053	Syaf.g_02447	Pral.g_01139, Pral.g_00066
OG0000054	Syaf.g_02376	Pral.g_00482
OG0000057	Syaf.g_01665, Syaf.g_01452	Pral.g_01740
OG0000058	Syaf.g_00316	Pral.g_01202
OG0000059	Syaf.g_00143	Pral.g_00195
OG0000061	Syaf.g_01288	Pral.g_01367
OG0000062	Syaf.g_01055	Pral.g_01073
OG0000063	Syaf.g_00457	Pral.g_00435
OG0000064	Syaf.g_01063, Syaf.g_02253, Syaf.g_01667	Pral.g_00980
OG0000065	Syaf.g_00903	Pral.g_00940
OG0000066	Syaf.g_02643	Pral.g_00551
OG0000067	Syaf.g_02049	Pral.g_01488
OG0000068	Syaf.g_02733	Pral.g_01222
OG0000070	Syaf.g_01237	Pral.g_00643
OG0000071	Syaf.g_01254	Pral.g_01281
OG0000072	Syaf.g_00805	Pral.g_00872
OG0000073	Syaf.g_02700	Pral.g_00591
OG0000075	Syaf.g_00353	Pral.g_00279
OG0000076	Syaf.g_00388	Pral.g_00305
OG0000077	Syaf.g_00951	Pral.g_00969
OG0000078	Syaf.g_02782	Pral.g_00800
OG0000079	Syaf.g_00197	Pral.g_00787
OG0000081	Syaf.g_02776	Pral.g_00559
OG0000082	Syaf.g_02576	Pral.g_00057
OG0000084	Syaf.g_02409	Pral.g_01169
OG0000085	Syaf.g_01048	Pral.g_00099
OG0000086	Syaf.g_00932	Pral.g_00959
OG0000087	Syaf.g_00848	Pral.g_00906
OG0000088	Syaf.g_00811	Pral.g_00878
OG0000089	Syaf.g_02807	Pral.g_00676
OG0000090	Syaf.g_02654	Pral.g_00557
OG0000091	Syaf.g_02302	Pral.g_01443
OG0000093	Syaf.g_02065	Pral.g_01472
OG0000094	Syaf.g_01940	Pral.g_01604
OG0000095	Syaf.g_01442	Pral.g_01561
OG0000097	Syaf.g_01574	Pral.g_01416
OG0000098	Syaf.g_01637	Pral.g_01239
OG0000099	Syaf.g_00312	Pral.g_01201
OG0000100	Syaf.g_02017	Pral.g_01078
OG0000101	Syaf.g_00093	Pral.g_00243
OG0000102	Syaf.g_00393	Pral.g_00310
OG0000103	Syaf.g_00520	Pral.g_00397
OG0000104	Syaf.g_00502	Pral.g_00406
OG0000105	Syaf.g_00235	Pral.g_00765
OG0000106	Syaf.g_01745	Pral.g_01859
OG0000107	Syaf.g_00177, Syaf.g_00758	Pral.g_00171
OG0000108	Syaf.g_02721	Pral.g_00611
OG0000109	Syaf.g_02706	Pral.g_00596
OG0000110	Syaf.g_02589	Pral.g_00513
OG0000111	Syaf.g_01451	Pral.g_01739
OG0000112	Syaf.g_01852	Pral.g_01635
OG0000113	Syaf.g_02022	Pral.g_01511
OG0000114	Syaf.g_02103	Pral.g_01799
OG0000115	Syaf.g_02445	Pral.g_01141
OG0000116	Syaf.g_01276	Pral.g_01356
OG0000117	Syaf.g_01605	Pral.g_01396, Pral.g_01398, Pral.g_01397
OG0000118	Syaf.g_02544	Pral.g_01269
OG0000120	Syaf.g_00313	Pral.g_00702
OG0000121	Syaf.g_02419	Pral.g_01159
OG0000123	Syaf.g_00086	Pral.g_00250
OG0000124	Syaf.g_00414	Pral.g_00322
OG0000125	Syaf.g_00640	Pral.g_00358
OG0000126	Syaf.g_00504	Pral.g_00405
OG0000128	Syaf.g_00486	Pral.g_00421
OG0000129	Syaf.g_00651	Pral.g_01000
OG0000130	Syaf.g_00963	Pral.g_00978
OG0000131	Syaf.g_00833	Pral.g_00900
OG0000132	Syaf.g_00813	Pral.g_00880
OG0000133	Syaf.g_01857	Pral.g_00717
OG0000134	Syaf.g_02804	Pral.g_00674
OG0000135	Syaf.g_00605	Pral.g_01034
OG0000136	Syaf.g_01224	Pral.g_00653
OG0000137	Syaf.g_02498	Pral.g_00617
OG0000138	Syaf.g_02705	Pral.g_00595
OG0000139	Syaf.g_02648	Pral.g_00553
OG0000140	Syaf.g_02646	Pral.g_00552
OG0000141	Syaf.g_02375	Pral.g_00481
OG0000142	Syaf.g_02310	Pral.g_01436
OG0000143	Syaf.g_02306	Pral.g_01440
OG0000144	Syaf.g_01735	Pral.g_01453
OG0000145	Syaf.g_02699	Pral.g_01037
OG0000146	Syaf.g_01851	Pral.g_01636
OG0000147	Syaf.g_01850	Pral.g_01637
OG0000148	Syaf.g_02028	Pral.g_01505
OG0000149	Syaf.g_01371	Pral.g_01535
OG0000150	Syaf.g_02645	Pral.g_01545
OG0000151	Syaf.g_02091	Pral.g_01789
OG0000152	Syaf.g_01861	Pral.g_01627
OG0000153	Syaf.g_01904	Pral.g_01578
OG0000154	Syaf.g_01930	Pral.g_01595
OG0000155	Syaf.g_01324	Pral.g_01390
OG0000156	Syaf.g_01270	Pral.g_01292
OG0000157	Syaf.g_01269	Pral.g_01291
OG0000158	Syaf.g_00364	Pral.g_00287
OG0000159	Syaf.g_00311	Pral.g_01263
OG0000160	Syaf.g_02418	Pral.g_01160
OG0000161	Syaf.g_02424	Pral.g_01154
OG0000162	Syaf.g_02431	Pral.g_01148
OG0000163	Syaf.g_01105	Pral.g_01106
OG0000164	Syaf.g_00999	Pral.g_00131
OG0000165	Syaf.g_01197	Pral.g_00138
OG0000166	Syaf.g_00133	Pral.g_00206
OG0000167	Syaf.g_00350	Pral.g_00277
OG0000168	Syaf.g_00365	Pral.g_00288
OG0000169	Syaf.g_00376	Pral.g_00298
OG0000170	Syaf.g_00383	Pral.g_00301
OG0000171	Syaf.g_00413	Pral.g_00321
OG0000172	Syaf.g_00419	Pral.g_00328
OG0000173	Syaf.g_00438	Pral.g_00343
OG0000174	Syaf.g_00603	Pral.g_00375
OG0000175	Syaf.g_00531	Pral.g_00387
OG0000176	Syaf.g_00494	Pral.g_00414
OG0000177	Syaf.g_00493	Pral.g_00415
OG0000178	Syaf.g_00492	Pral.g_00416
OG0000179	Syaf.g_00477	Pral.g_01028
OG0000180	Syaf.g_00476	Pral.g_01027
OG0000181	Syaf.g_00475	Pral.g_01026
OG0000182	Syaf.g_00474	Pral.g_01025
OG0000183	Syaf.g_00470	Pral.g_01021
OG0000184	Syaf.g_00664	Pral.g_00996
OG0000185	Syaf.g_00684	Pral.g_00993
OG0000186	Syaf.g_00968	Pral.g_00984
OG0000187	Syaf.g_00966	Pral.g_00983
OG0000188	Syaf.g_00944	Pral.g_00965
OG0000189	Syaf.g_00916	Pral.g_00951
OG0000190	Syaf.g_00914	Pral.g_00950
OG0000191	Syaf.g_00877	Pral.g_00928
OG0000192	Syaf.g_00871	Pral.g_00923
OG0000193	Syaf.g_00832	Pral.g_00899
OG0000194	Syaf.g_00829	Pral.g_00896
OG0000195	Syaf.g_00827	Pral.g_00894
OG0000196	Syaf.g_00816	Pral.g_00883
OG0000197	Syaf.g_00815	Pral.g_00882
OG0000198	Syaf.g_00814	Pral.g_00881
OG0000199	Syaf.g_00806	Pral.g_00873
OG0000200	Syaf.g_00789	Pral.g_00860
OG0000201	Syaf.g_00771	Pral.g_00851
OG0000202	Syaf.g_00770	Pral.g_00850
OG0000203	Syaf.g_00769	Pral.g_00849
OG0000204	Syaf.g_00768	Pral.g_00848
OG0000205	Syaf.g_00761	Pral.g_00842
OG0000206	Syaf.g_00736	Pral.g_00837
OG0000207	Syaf.g_00735	Pral.g_00835
OG0000208	Syaf.g_00734	Pral.g_00834
OG0000209	Syaf.g_00714	Pral.g_00825
OG0000210	Syaf.g_00713	Pral.g_00824
OG0000211	Syaf.g_02791	Pral.g_00807
OG0000212	Syaf.g_02781	Pral.g_00799
OG0000213	Syaf.g_00210	Pral.g_00781
OG0000214	Syaf.g_00226	Pral.g_00772
OG0000215	Syaf.g_00258	Pral.g_00746
OG0000216	Syaf.g_00262	Pral.g_00744
OG0000217	Syaf.g_00266	Pral.g_00741
OG0000218	Syaf.g_00268	Pral.g_00739
OG0000219	Syaf.g_00269	Pral.g_00738
OG0000220	Syaf.g_00270	Pral.g_00737
OG0000221	Syaf.g_02597, Syaf.g_00273	Pral.g_00736
OG0000222	Syaf.g_00287	Pral.g_00729
OG0000223	Syaf.g_00317	Pral.g_00716
OG0000224	Syaf.g_00324	Pral.g_00714
OG0000225	Syaf.g_00007	Pral.g_00686
OG0000226	Syaf.g_00003	Pral.g_00682
OG0000227	Syaf.g_00001	Pral.g_00680
OG0000228	Syaf.g_02808	Pral.g_00677
OG0000229	Syaf.g_01214	Pral.g_00658
OG0000230	Syaf.g_01216	Pral.g_00656
OG0000231	Syaf.g_01236	Pral.g_00644
OG0000232	Syaf.g_02536	Pral.g_00631
OG0000233	Syaf.g_02528	Pral.g_00625
OG0000234	Syaf.g_02497	Pral.g_00616
OG0000235	Syaf.g_02722	Pral.g_00612
OG0000236	Syaf.g_02707	Pral.g_00597
OG0000237	Syaf.g_02690	Pral.g_00584
OG0000238	Syaf.g_02685	Pral.g_00578
OG0000239	Syaf.g_02669	Pral.g_00565
OG0000240	Syaf.g_02668	Pral.g_00564
OG0000241	Syaf.g_02322	Pral.g_00560
OG0000242	Syaf.g_02656	Pral.g_00558
OG0000243	Syaf.g_02634	Pral.g_00547
OG0000244	Syaf.g_02627	Pral.g_00544
OG0000245	Syaf.g_02625	Pral.g_00542
OG0000246	Syaf.g_02621	Pral.g_00538
OG0000247	Syaf.g_02610	Pral.g_00527
OG0000248	Syaf.g_02607	Pral.g_00524
OG0000249	Syaf.g_02605	Pral.g_00522
OG0000250	Syaf.g_02593	Pral.g_00516
OG0000251	Syaf.g_02568	Pral.g_00498
OG0000252	Syaf.g_02565	Pral.g_00495
OG0000253	Syaf.g_02564	Pral.g_00494
OG0000254	Syaf.g_02371	Pral.g_00477
OG0000255	Syaf.g_02352	Pral.g_00470
OG0000256	Syaf.g_02329	Pral.g_00460
OG0000257	Syaf.g_02323	Pral.g_01430
OG0000258	Syaf.g_02301	Pral.g_01444
OG0000259	Syaf.g_02137	Pral.g_01461
OG0000260	Syaf.g_02134	Pral.g_01464
OG0000261	Syaf.g_02131	Pral.g_01467
OG0000262	Syaf.g_02126	Pral.g_01471
OG0000263	Syaf.g_01585	Pral.g_01761
OG0000264	Syaf.g_01473	Pral.g_01750
OG0000265	Syaf.g_01196	Pral.g_01729
OG0000266	Syaf.g_01967	Pral.g_01719
OG0000267	Syaf.g_01787	Pral.g_01706
OG0000268	Syaf.g_00307, Syaf.g_01788	Pral.g_01705
OG0000269	Syaf.g_02054	Pral.g_01483
OG0000270	Syaf.g_02051	Pral.g_01486
OG0000271	Syaf.g_02043	Pral.g_01494
OG0000272	Syaf.g_02042	Pral.g_01495
OG0000273	Syaf.g_01392	Pral.g_01518
OG0000274	Syaf.g_01391	Pral.g_01519
OG0000275	Syaf.g_01386	Pral.g_01522
OG0000276	Syaf.g_01379	Pral.g_01527
OG0000277	Syaf.g_01378	Pral.g_01528
OG0000278	Syaf.g_01375	Pral.g_01531
OG0000279	Syaf.g_01367	Pral.g_01538
OG0000280	Syaf.g_01337	Pral.g_01539
OG0000281	Syaf.g_01636	Pral.g_01546
OG0000282	Syaf.g_02101	Pral.g_01797
OG0000283	Syaf.g_01804	Pral.g_01655
OG0000284	Syaf.g_01810	Pral.g_01650
OG0000285	Syaf.g_01842	Pral.g_01644
OG0000286	Syaf.g_01860	Pral.g_01628
OG0000287	Syaf.g_01896	Pral.g_00050
OG0000288	Syaf.g_01929	Pral.g_01594
OG0000289	Syaf.g_01943	Pral.g_01609
OG0000290	Syaf.g_01439	Pral.g_01564
OG0000291	Syaf.g_01441	Pral.g_01562
OG0000292	Syaf.g_00505	Pral.g_01316
OG0000293	Syaf.g_01277	Pral.g_01357
OG0000294	Syaf.g_01278	Pral.g_01358
OG0000295	Syaf.g_01316	Pral.g_01382
OG0000296	Syaf.g_01318	Pral.g_01384
OG0000297	Syaf.g_01607	Pral.g_01394
OG0000298	Syaf.g_01606	Pral.g_01395
OG0000299	Syaf.g_01578	Pral.g_01415
OG0000300	Syaf.g_01571	Pral.g_01419
OG0000301	Syaf.g_01570	Pral.g_01420
OG0000302	Syaf.g_01568	Pral.g_01422
OG0000303	Syaf.g_01559	Pral.g_01428
OG0000304	Syaf.g_01551	Pral.g_00455
OG0000305	Syaf.g_01444	Pral.g_01323
OG0000306	Syaf.g_01332	Pral.g_01550
OG0000307	Syaf.g_02742	Pral.g_01213
OG0000308	Syaf.g_02744	Pral.g_01212
OG0000309	Syaf.g_02749	Pral.g_01208
OG0000310	Syaf.g_02387	Pral.g_01181
OG0000311	Syaf.g_02391	Pral.g_01179
OG0000312	Syaf.g_02397	Pral.g_01176
OG0000313	Syaf.g_02421	Pral.g_01157
OG0000314	Syaf.g_02458	Pral.g_01133
OG0000315	Syaf.g_02468	Pral.g_01123
OG0000316	Syaf.g_01088	Pral.g_01095
OG0000317	Syaf.g_01040	Pral.g_00104
OG0000318	Syaf.g_01032	Pral.g_00108
OG0000319	Syaf.g_01015	Pral.g_00121
OG0000320	Syaf.g_01013	Pral.g_00123
OG0000321	Syaf.g_01012	Pral.g_00124
OG0000322	Syaf.g_01011	Pral.g_00125
OG0000323	Syaf.g_00997	Pral.g_00134
OG0000324	Syaf.g_01164	Pral.g_00162
OG0000325	Syaf.g_00176	Pral.g_00172
OG0000326	Syaf.g_00169	Pral.g_00179
OG0000327	Syaf.g_00138	Pral.g_00201
OG0000328	Syaf.g_00137	Pral.g_00202
OG0000329	Syaf.g_00119	Pral.g_00219
OG0000330	Syaf.g_00118	Pral.g_00220
OG0000331	Syaf.g_00117	Pral.g_00221
OG0000332	Syaf.g_00102	Pral.g_00235
OG0000333	Syaf.g_00099	Pral.g_00237
OG0000334	Syaf.g_00090	Pral.g_00246
OG0000335	Syaf.g_00085	Pral.g_00251
OG0000336	Syaf.g_00081	Pral.g_00255
OG0000337	Syaf.g_00344	Pral.g_00274
OG0000338	Syaf.g_00348	Pral.g_00275
OG0000339	Syaf.g_00355	Pral.g_00280
OG0000340	Syaf.g_00366	Pral.g_00289
OG0000341	Syaf.g_00368	Pral.g_00291
OG0000342	Syaf.g_00369	Pral.g_00292
OG0000343	Syaf.g_00370	Pral.g_00293
OG0000344	Syaf.g_00374	Pral.g_00296
OG0000345	Syaf.g_00384	Pral.g_00302
OG0000346	Syaf.g_00389	Pral.g_00306
OG0000347	Syaf.g_00415	Pral.g_00323
OG0000348	Syaf.g_00427	Pral.g_00331
OG0000349	Syaf.g_00445	Pral.g_00349
OG0000350	Syaf.g_00162	Pral.g_00370
OG0000351	Syaf.g_00528	Pral.g_00390
OG0000352	Syaf.g_00527	Pral.g_00391
OG0000353	Syaf.g_00499	Pral.g_00409
OG0000354	Syaf.g_02680, Syaf.g_00479	Pral.g_01677
OG0000355	Syaf.g_00497	Pral.g_00411
OG0000356	Syaf.g_00496	Pral.g_00412
OG0000357	Syaf.g_00495	Pral.g_00413
OG0000358	Syaf.g_00491	Pral.g_00417
OG0000359	Syaf.g_00489	Pral.g_00418
OG0000360	Syaf.g_00488	Pral.g_00419
OG0000361	Syaf.g_00487	Pral.g_00420
OG0000362	Syaf.g_00485	Pral.g_00422
OG0000363	Syaf.g_00483	Pral.g_01030
OG0000364	Syaf.g_00482	Pral.g_01029
OG0000365	Syaf.g_00473	Pral.g_01024
OG0000366	Syaf.g_00472	Pral.g_01023
OG0000367	Syaf.g_00471	Pral.g_01022
OG0000368	Syaf.g_00469	Pral.g_01020
OG0000369	Syaf.g_00468	Pral.g_01019
OG0000370	Syaf.g_00467	Pral.g_01018
OG0000371	Syaf.g_00458	Pral.g_01011
OG0000372	Syaf.g_00453	Pral.g_01009
OG0000373	Syaf.g_00452	Pral.g_01008
OG0000374	Syaf.g_00451	Pral.g_01007
OG0000375	Syaf.g_00449	Pral.g_01005
OG0000376	Syaf.g_00447	Pral.g_01003
OG0000377	Syaf.g_00654	Pral.g_00999
OG0000378	Syaf.g_00668	Pral.g_00995
OG0000379	Syaf.g_00686	Pral.g_00992
OG0000380	Syaf.g_00965	Pral.g_00982
OG0000381	Syaf.g_00962	Pral.g_00977
OG0000382	Syaf.g_00945	Pral.g_00966
OG0000383	Syaf.g_00941	Pral.g_00964
OG0000384	Syaf.g_00940	Pral.g_00963
OG0000385	Syaf.g_00939	Pral.g_00962
OG0000386	Syaf.g_00938	Pral.g_00961
OG0000387	Syaf.g_00912	Pral.g_00948
OG0000388	Syaf.g_00908	Pral.g_00944
OG0000389	Syaf.g_00904	Pral.g_00941
OG0000390	Syaf.g_00883	Pral.g_00932
OG0000391	Syaf.g_00878	Pral.g_00929
OG0000392	Syaf.g_00872	Pral.g_00925
OG0000393	Syaf.g_00870	Pral.g_00922
OG0000394	Syaf.g_00869	Pral.g_00921
OG0000395	Syaf.g_00868	Pral.g_00920
OG0000396	Syaf.g_00865	Pral.g_00918
OG0000397	Syaf.g_00863	Pral.g_00916
OG0000398	Syaf.g_00858	Pral.g_00913
OG0000399	Syaf.g_00857	Pral.g_00912
OG0000400	Syaf.g_00856	Pral.g_00911
OG0000401	Syaf.g_00855	Pral.g_00910
OG0000402	Syaf.g_00852	Pral.g_00450
OG0000403	Syaf.g_00851	Pral.g_00908
OG0000404	Syaf.g_00850	Pral.g_00907
OG0000405	Syaf.g_00835	Pral.g_00903
OG0000406	Syaf.g_00831	Pral.g_00898
OG0000407	Syaf.g_00830	Pral.g_00897
OG0000408	Syaf.g_00828	Pral.g_00895
OG0000409	Syaf.g_00826	Pral.g_00893
OG0000410	Syaf.g_00825	Pral.g_00892
OG0000411	Syaf.g_00824	Pral.g_00891
OG0000412	Syaf.g_00823	Pral.g_00890
OG0000413	Syaf.g_00821	Pral.g_00888
OG0000414	Syaf.g_00820	Pral.g_00887
OG0000415	Syaf.g_00819	Pral.g_00886
OG0000416	Syaf.g_00818	Pral.g_00885
OG0000417	Syaf.g_00817	Pral.g_00884
OG0000418	Syaf.g_00812	Pral.g_00879
OG0000419	Syaf.g_00810	Pral.g_00877
OG0000420	Syaf.g_00808	Pral.g_00875
OG0000421	Syaf.g_00803	Pral.g_00871
OG0000422	Syaf.g_00802	Pral.g_00870
OG0000423	Syaf.g_00801	Pral.g_00869
OG0000424	Syaf.g_00800	Pral.g_00868
OG0000425	Syaf.g_00799	Pral.g_00867
OG0000426	Syaf.g_00798	Pral.g_00866
OG0000427	Syaf.g_00797	Pral.g_00865
OG0000428	Syaf.g_00794	Pral.g_00863
OG0000429	Syaf.g_00792	Pral.g_00862
OG0000430	Syaf.g_00790	Pral.g_00861
OG0000431	Syaf.g_00786	Pral.g_00859
OG0000432	Syaf.g_00779	Pral.g_00855
OG0000433	Syaf.g_00777	Pral.g_00854
OG0000434	Syaf.g_00776	Pral.g_00853
OG0000435	Syaf.g_00772	Pral.g_00852
OG0000436	Syaf.g_00767	Pral.g_00847
OG0000437	Syaf.g_00766	Pral.g_00846
OG0000438	Syaf.g_00765	Pral.g_00845
OG0000439	Syaf.g_00763	Pral.g_00844
OG0000440	Syaf.g_00762	Pral.g_00843
OG0000441	Syaf.g_00756	Pral.g_00840
OG0000442	Syaf.g_00743	Pral.g_00839
OG0000443	Syaf.g_00739	Pral.g_00838
OG0000444	Syaf.g_00733	Pral.g_00833
OG0000445	Syaf.g_00729	Pral.g_00832
OG0000446	Syaf.g_00728	Pral.g_00831
OG0000447	Syaf.g_00725	Pral.g_00830
OG0000448	Syaf.g_00724	Pral.g_00829
OG0000449	Syaf.g_00723	Pral.g_00828
OG0000450	Syaf.g_00717	Pral.g_00827
OG0000451	Syaf.g_00716	Pral.g_00826
OG0000452	Syaf.g_00712	Pral.g_00823
OG0000453	Syaf.g_00711	Pral.g_00822
OG0000454	Syaf.g_00710	Pral.g_00821
OG0000455	Syaf.g_00709	Pral.g_00820
OG0000456	Syaf.g_00708	Pral.g_00819
OG0000457	Syaf.g_00706	Pral.g_00817
OG0000458	Syaf.g_00705	Pral.g_00816
OG0000459	Syaf.g_00704	Pral.g_00815
OG0000460	Syaf.g_02789	Pral.g_00805
OG0000461	Syaf.g_00183	Pral.g_00796
OG0000462	Syaf.g_00186	Pral.g_00795
OG0000463	Syaf.g_00187	Pral.g_00794
OG0000464	Syaf.g_00188	Pral.g_00793
OG0000465	Syaf.g_00190	Pral.g_00792
OG0000466	Syaf.g_00194	Pral.g_00789
OG0000467	Syaf.g_00196	Pral.g_00788
OG0000468	Syaf.g_00206	Pral.g_00785
OG0000469	Syaf.g_00220	Pral.g_00777
OG0000470	Syaf.g_00222	Pral.g_00775
OG0000471	Syaf.g_00223	Pral.g_00774
OG0000472	Syaf.g_00225	Pral.g_00773
OG0000473	Syaf.g_00227	Pral.g_00771
OG0000474	Syaf.g_00228	Pral.g_00770
OG0000475	Syaf.g_00229	Pral.g_00769
OG0000476	Syaf.g_00231	Pral.g_00767
OG0000477	Syaf.g_00237	Pral.g_00764
OG0000478	Syaf.g_00238	Pral.g_00763
OG0000479	Syaf.g_00239	Pral.g_00762
OG0000480	Syaf.g_00247	Pral.g_00756
OG0000481	Syaf.g_00249	Pral.g_00754
OG0000482	Syaf.g_00250	Pral.g_00753
OG0000483	Syaf.g_00254	Pral.g_00750
OG0000484	Syaf.g_00255	Pral.g_00749
OG0000485	Syaf.g_00256	Pral.g_00748
OG0000486	Syaf.g_00257	Pral.g_00747
OG0000487	Syaf.g_00263	Pral.g_00743
OG0000488	Syaf.g_00267	Pral.g_00740
OG0000489	Syaf.g_00274	Pral.g_00735
OG0000490	Syaf.g_00284	Pral.g_00731
OG0000491	Syaf.g_00285	Pral.g_00730
OG0000492	Syaf.g_00288	Pral.g_00728
OG0000493	Syaf.g_00289	Pral.g_00727
OG0000494	Syaf.g_00290	Pral.g_00726
OG0000495	Syaf.g_00291	Pral.g_00725
OG0000496	Syaf.g_00292	Pral.g_00724
OG0000497	Syaf.g_00293	Pral.g_00723
OG0000498	Syaf.g_00294	Pral.g_00722
OG0000499	Syaf.g_00295	Pral.g_00721
OG0000500	Syaf.g_00296	Pral.g_00720
OG0000501	Syaf.g_00299	Pral.g_00718
OG0000502	Syaf.g_00319	Pral.g_00715
OG0000503	Syaf.g_00023	Pral.g_00698
OG0000504	Syaf.g_00021	Pral.g_00696
OG0000505	Syaf.g_00020	Pral.g_00695
OG0000506	Syaf.g_00018	Pral.g_00694
OG0000507	Syaf.g_00012	Pral.g_00691
OG0000508	Syaf.g_00008	Pral.g_00687
OG0000509	Syaf.g_00006	Pral.g_00685
OG0000510	Syaf.g_00005	Pral.g_00684
OG0000511	Syaf.g_00004	Pral.g_00683
OG0000512	Syaf.g_00002	Pral.g_00681
OG0000513	Syaf.g_02803	Pral.g_00673
OG0000514	Syaf.g_02796	Pral.g_00663
OG0000515	Syaf.g_02795	Pral.g_00662
OG0000516	Syaf.g_01219	Pral.g_00661
OG0000517	Syaf.g_01213	Pral.g_00659
OG0000518	Syaf.g_01230	Pral.g_00647
OG0000519	Syaf.g_01231	Pral.g_00646
OG0000520	Syaf.g_01235	Pral.g_00645
OG0000521	Syaf.g_02542	Pral.g_00635
OG0000522	Syaf.g_02538	Pral.g_00633
OG0000523	Syaf.g_02537	Pral.g_00632
OG0000524	Syaf.g_02531	Pral.g_00627
OG0000525	Syaf.g_02507	Pral.g_00623
OG0000526	Syaf.g_02504	Pral.g_00622
OG0000527	Syaf.g_02500	Pral.g_00619
OG0000528	Syaf.g_02728	Pral.g_00613
OG0000529	Syaf.g_02720	Pral.g_00610
OG0000530	Syaf.g_02717	Pral.g_00607
OG0000531	Syaf.g_02716	Pral.g_00606
OG0000532	Syaf.g_02713	Pral.g_00603
OG0000533	Syaf.g_02712	Pral.g_00602
OG0000534	Syaf.g_02711	Pral.g_00601
OG0000535	Syaf.g_02710	Pral.g_00600
OG0000536	Syaf.g_02709	Pral.g_00599
OG0000537	Syaf.g_02708	Pral.g_00598
OG0000538	Syaf.g_02697	Pral.g_00590
OG0000539	Syaf.g_02696	Pral.g_00589
OG0000540	Syaf.g_02695	Pral.g_00588
OG0000541	Syaf.g_02694	Pral.g_00587
OG0000542	Syaf.g_02691	Pral.g_00585
OG0000543	Syaf.g_02689	Pral.g_00583
OG0000544	Syaf.g_02688	Pral.g_00582
OG0000545	Syaf.g_02686	Pral.g_00580
OG0000546	Syaf.g_02684	Pral.g_00577
OG0000547	Syaf.g_02682	Pral.g_00575
OG0000548	Syaf.g_02681	Pral.g_00574
OG0000549	Syaf.g_02676	Pral.g_00571
OG0000550	Syaf.g_02671	Pral.g_00566
OG0000551	Syaf.g_02666	Pral.g_00563
OG0000552	Syaf.g_02665	Pral.g_00562
OG0000553	Syaf.g_02663	Pral.g_00561
OG0000554	Syaf.g_02653	Pral.g_00556
OG0000555	Syaf.g_02635	Pral.g_00548
OG0000556	Syaf.g_02630	Pral.g_00546
OG0000557	Syaf.g_02628	Pral.g_00545
OG0000558	Syaf.g_02626	Pral.g_00543
OG0000559	Syaf.g_02622	Pral.g_00539
OG0000560	Syaf.g_02619	Pral.g_00536
OG0000561	Syaf.g_02618	Pral.g_00535
OG0000562	Syaf.g_02617	Pral.g_00534
OG0000563	Syaf.g_02616	Pral.g_00533
OG0000564	Syaf.g_02615	Pral.g_00532
