Orthogroup	Syaf	Syag
OG0000118	Syaf.g_02544	Syag.g_01232
OG0000120	Syaf.g_00313	Syag.g_02535
OG0000121	Syaf.g_02419	Syag.g_01414
OG0000123	Syaf.g_00086	Syag.g_02781
OG0000124	Syaf.g_00414	Syag.g_02367
OG0000125	Syaf.g_00640	Syag.g_02136, Syag.g_02134
OG0000126	Syaf.g_00504	Syag.g_02266
OG0000128	Syaf.g_00486	Syag.g_02284
OG0000129	Syaf.g_00651	Syag.g_02121
OG0000130	Syaf.g_00963	Syag.g_01819
OG0000131	Syaf.g_00833	Syag.g_01951
OG0000132	Syaf.g_00813	Syag.g_01972
OG0000133	Syaf.g_01857	Syag.g_00806
OG0000134	Syaf.g_02804	Syag.g_00008
OG0000135	Syaf.g_00605	Syag.g_02171
OG0000136	Syaf.g_01224	Syag.g_00038
OG0000137	Syaf.g_02498	Syag.g_01356
OG0000138	Syaf.g_02705	Syag.g_01511
OG0000139	Syaf.g_02648	Syag.g_01448
OG0000140	Syaf.g_02646	Syag.g_01446
OG0000141	Syaf.g_02375	Syag.g_00351
OG0000142	Syaf.g_02310	Syag.g_00410
OG0000143	Syaf.g_02306	Syag.g_00414
OG0000144	Syaf.g_01735	Syag.g_00493
OG0000145	Syaf.g_02699	Syag.g_01504
OG0000146	Syaf.g_01851	Syag.g_00800
OG0000147	Syaf.g_01850	Syag.g_00799
OG0000148	Syaf.g_02028	Syag.g_00693
OG0000149	Syaf.g_01371	Syag.g_00731
OG0000150	Syaf.g_02645	Syag.g_00352
OG0000151	Syaf.g_02091	Syag.g_00623
OG0000152	Syaf.g_01861	Syag.g_00810
OG0000153	Syaf.g_01904	Syag.g_00845
OG0000154	Syaf.g_01930	Syag.g_00870
OG0000155	Syaf.g_01324	Syag.g_01107
OG0000156	Syaf.g_01270	Syag.g_01166
OG0000157	Syaf.g_01269	Syag.g_01167
OG0000158	Syaf.g_00364	Syag.g_02422
OG0000159	Syaf.g_00311	Syag.g_02425
OG0000160	Syaf.g_02418	Syag.g_01415
OG0000161	Syaf.g_02424	Syag.g_01409
OG0000162	Syaf.g_02431	Syag.g_01402
OG0000163	Syaf.g_01105	Syag.g_01618
OG0000164	Syaf.g_00999	Syag.g_01725
OG0000165	Syaf.g_01197	Syag.g_01733
OG0000166	Syaf.g_00133	Syag.g_02733
OG0000167	Syaf.g_00350	Syag.g_02437
OG0000168	Syaf.g_00365	Syag.g_02417
OG0000169	Syaf.g_00376	Syag.g_02405
OG0000170	Syaf.g_00383	Syag.g_02398
OG0000171	Syaf.g_00413	Syag.g_02368
OG0000172	Syaf.g_00419	Syag.g_02360
OG0000173	Syaf.g_00438	Syag.g_02337
OG0000174	Syaf.g_00603	Syag.g_02175
OG0000175	Syaf.g_00531	Syag.g_02240
OG0000176	Syaf.g_00494	Syag.g_02276
OG0000177	Syaf.g_00493	Syag.g_02277
OG0000178	Syaf.g_00492	Syag.g_02278
OG0000179	Syaf.g_00477	Syag.g_02293
OG0000180	Syaf.g_00476	Syag.g_02294
OG0000181	Syaf.g_00475	Syag.g_02295
OG0000182	Syaf.g_00474	Syag.g_02296
OG0000183	Syaf.g_00470	Syag.g_02300
OG0000184	Syaf.g_00664	Syag.g_02110
OG0000185	Syaf.g_00684	Syag.g_02092
OG0000186	Syaf.g_00968	Syag.g_01815
OG0000187	Syaf.g_00966	Syag.g_01816
OG0000188	Syaf.g_00944	Syag.g_01839
OG0000189	Syaf.g_00916	Syag.g_01872
OG0000190	Syaf.g_00914	Syag.g_01874
OG0000191	Syaf.g_00877	Syag.g_01909
OG0000192	Syaf.g_00871	Syag.g_01915
OG0000193	Syaf.g_00832	Syag.g_01952
OG0000194	Syaf.g_00829	Syag.g_01955
OG0000195	Syaf.g_00827	Syag.g_01957
OG0000196	Syaf.g_00816	Syag.g_01968
OG0000197	Syaf.g_00815	Syag.g_01969
OG0000198	Syaf.g_00814	Syag.g_00108, Syag.g_01971
OG0000199	Syaf.g_00806	Syag.g_01979
OG0000200	Syaf.g_00789	Syag.g_01996
OG0000201	Syaf.g_00771	Syag.g_02023
OG0000202	Syaf.g_00770	Syag.g_02024
OG0000203	Syaf.g_00769	Syag.g_02025
OG0000204	Syaf.g_00768	Syag.g_02020, Syag.g_02026
OG0000205	Syaf.g_00761	Syag.g_02035
OG0000206	Syaf.g_00736	Syag.g_02047
OG0000207	Syaf.g_00735	Syag.g_02051
OG0000208	Syaf.g_00734	Syag.g_02052
OG0000209	Syaf.g_00714	Syag.g_02069
OG0000210	Syaf.g_00713	Syag.g_02070
OG0000211	Syaf.g_02791	Syag.g_01788
OG0000212	Syaf.g_02781	Syag.g_01777
OG0000213	Syaf.g_00210	Syag.g_02632
OG0000214	Syaf.g_00226	Syag.g_02615
OG0000215	Syaf.g_00258	Syag.g_02584
OG0000216	Syaf.g_00262	Syag.g_02580
OG0000217	Syaf.g_00266	Syag.g_02576
OG0000218	Syaf.g_00268	Syag.g_02574
OG0000219	Syaf.g_00269	Syag.g_02573
OG0000220	Syaf.g_00270	Syag.g_02572
OG0000221	Syaf.g_02597, Syaf.g_00273	Syag.g_02566
OG0000222	Syaf.g_00287	Syag.g_02550
OG0000223	Syaf.g_00317	Syag.g_02475
OG0000224	Syaf.g_00324	Syag.g_02471
OG0000225	Syaf.g_00007	Syag.g_02861
OG0000226	Syaf.g_00003	Syag.g_02865
OG0000227	Syaf.g_00001	Syag.g_02867
OG0000228	Syaf.g_02808	Syag.g_00004
OG0000229	Syaf.g_01214	Syag.g_00033
OG0000230	Syaf.g_01216	Syag.g_00035
OG0000231	Syaf.g_01236	Syag.g_00048
OG0000232	Syaf.g_02536	Syag.g_00059
OG0000233	Syaf.g_02528	Syag.g_01330
OG0000234	Syaf.g_02497	Syag.g_01358
OG0000235	Syaf.g_02722	Syag.g_01529
OG0000236	Syaf.g_02707	Syag.g_01513
OG0000237	Syaf.g_02690	Syag.g_01495
OG0000238	Syaf.g_02685	Syag.g_01490
OG0000239	Syaf.g_02669	Syag.g_01472
OG0000240	Syaf.g_02668	Syag.g_01471
OG0000241	Syaf.g_02322	Syag.g_00396
OG0000242	Syaf.g_02656	Syag.g_01456
OG0000243	Syaf.g_02634	Syag.g_00255
OG0000244	Syaf.g_02627	Syag.g_00268
OG0000245	Syaf.g_02625	Syag.g_00270
OG0000246	Syaf.g_02621	Syag.g_00274
OG0000247	Syaf.g_02610	Syag.g_00286
OG0000248	Syaf.g_02607	Syag.g_00289
OG0000249	Syaf.g_02605	Syag.g_00291
OG0000250	Syaf.g_02593	Syag.g_00299
OG0000251	Syaf.g_02568	Syag.g_00328
OG0000252	Syaf.g_02565	Syag.g_00331
OG0000253	Syaf.g_02564	Syag.g_00333
OG0000254	Syaf.g_02371	Syag.g_00356
OG0000255	Syaf.g_02352	Syag.g_00369
OG0000256	Syaf.g_02329	Syag.g_00385
OG0000257	Syaf.g_02323	Syag.g_00395
OG0000258	Syaf.g_02301	Syag.g_00423
OG0000259	Syaf.g_02137	Syag.g_00560
OG0000260	Syaf.g_02134	Syag.g_00570
OG0000261	Syaf.g_02131	Syag.g_00581
OG0000262	Syaf.g_02126	Syag.g_00586
OG0000263	Syaf.g_01585	Syag.g_01079
OG0000264	Syaf.g_01473	Syag.g_01011
OG0000265	Syaf.g_01196	Syag.g_01021
OG0000266	Syaf.g_01967	Syag.g_00907
OG0000267	Syaf.g_01787	Syag.g_00762
OG0000268	Syaf.g_01788	Syag.g_00763
OG0000269	Syaf.g_02054	Syag.g_00662
OG0000270	Syaf.g_02051	Syag.g_00665
OG0000271	Syaf.g_02043	Syag.g_00673
OG0000274	Syaf.g_01391	Syag.g_00714
OG0000275	Syaf.g_01386	Syag.g_00717
OG0000276	Syaf.g_01379	Syag.g_00723
OG0000277	Syaf.g_01378	Syag.g_00724
OG0000278	Syaf.g_01375	Syag.g_00727
OG0000279	Syaf.g_01367	Syag.g_00735
OG0000280	Syaf.g_01337	Syag.g_00741
OG0000281	Syaf.g_01636	Syag.g_00572
OG0000282	Syaf.g_02101	Syag.g_00611
OG0000283	Syaf.g_01804	Syag.g_00775
OG0000284	Syaf.g_01810	Syag.g_00780
OG0000285	Syaf.g_01842	Syag.g_00791
OG0000286	Syaf.g_01860	Syag.g_00809
OG0000287	Syaf.g_01896	Syag.g_00838
OG0000288	Syaf.g_01929	Syag.g_00869
OG0000289	Syaf.g_01943	Syag.g_00884
OG0000290	Syaf.g_01439	Syag.g_00970
OG0000291	Syaf.g_01441	Syag.g_00972
OG0000292	Syaf.g_00505	Syag.g_02265
OG0000293	Syaf.g_01277	Syag.g_01155
OG0000294	Syaf.g_01278	Syag.g_01154
OG0000295	Syaf.g_01316	Syag.g_01115
OG0000296	Syaf.g_01318	Syag.g_01113
OG0000298	Syaf.g_01606	Syag.g_01098
OG0000299	Syaf.g_01578	Syag.g_01067
OG0000300	Syaf.g_01571	Syag.g_01062
OG0000301	Syaf.g_01570	Syag.g_01061
OG0000302	Syaf.g_01568	Syag.g_01060
OG0000303	Syaf.g_01559	Syag.g_01048
OG0000304	Syaf.g_01551	Syag.g_01041
OG0000305	Syaf.g_01444	Syag.g_00977
OG0000306	Syaf.g_01332	Syag.g_00460
OG0000307	Syaf.g_02742	Syag.g_01546
OG0000308	Syaf.g_02744	Syag.g_01548
OG0000309	Syaf.g_02749	Syag.g_01553
OG0000310	Syaf.g_02387	Syag.g_01291
OG0000311	Syaf.g_02391	Syag.g_01300
OG0000312	Syaf.g_02397	Syag.g_01434
OG0000313	Syaf.g_02421	Syag.g_00966, Syag.g_01412
OG0000314	Syaf.g_02458	Syag.g_01380
OG0000315	Syaf.g_02468	Syag.g_01369
OG0000316	Syaf.g_01088	Syag.g_01641
OG0000317	Syaf.g_01040	Syag.g_01684
OG0000318	Syaf.g_01032	Syag.g_01688
OG0000319	Syaf.g_01015	Syag.g_01710
OG0000320	Syaf.g_01013	Syag.g_01712
OG0000321	Syaf.g_01012	Syag.g_01713
OG0000322	Syaf.g_01011	Syag.g_01714
OG0000323	Syaf.g_00997	Syag.g_01728
OG0000324	Syaf.g_01164	Syag.g_01757
OG0000325	Syaf.g_00176	Syag.g_02690
OG0000326	Syaf.g_00169	Syag.g_02698
OG0000327	Syaf.g_00138	Syag.g_02728
OG0000328	Syaf.g_00137	Syag.g_02729
OG0000329	Syaf.g_00119	Syag.g_02747
OG0000330	Syaf.g_00118	Syag.g_02748
OG0000331	Syaf.g_00117	Syag.g_02749
OG0000332	Syaf.g_00102	Syag.g_02764
OG0000333	Syaf.g_00099	Syag.g_02767
OG0000334	Syaf.g_00090	Syag.g_02777
OG0000335	Syaf.g_00085	Syag.g_02782
OG0000336	Syaf.g_00081	Syag.g_02786
OG0000337	Syaf.g_00344	Syag.g_02445
OG0000338	Syaf.g_00348	Syag.g_02440
OG0000340	Syaf.g_00366	Syag.g_02416
OG0000341	Syaf.g_00368	Syag.g_02414
OG0000342	Syaf.g_00369	Syag.g_02413
OG0000343	Syaf.g_00370	Syag.g_02411
OG0000344	Syaf.g_00374	Syag.g_02407
OG0000345	Syaf.g_00384	Syag.g_02397
OG0000346	Syaf.g_00389	Syag.g_02392
OG0000347	Syaf.g_00415	Syag.g_02366
OG0000348	Syaf.g_00427	Syag.g_02357
OG0000349	Syaf.g_00445	Syag.g_02330
OG0000350	Syaf.g_00162	Syag.g_02705
OG0000351	Syaf.g_00528	Syag.g_02244
OG0000352	Syaf.g_00527	Syag.g_02245
OG0000353	Syaf.g_00499	Syag.g_02271
OG0000354	Syaf.g_02680	Syag.g_01484
OG0000354	Syaf.g_00479	Syag.g_02291
OG0000355	Syaf.g_00497	Syag.g_02273
OG0000356	Syaf.g_00496	Syag.g_02274
OG0000357	Syaf.g_00495	Syag.g_02275
OG0000358	Syaf.g_00491	Syag.g_02279
OG0000359	Syaf.g_00489	Syag.g_02281
OG0000360	Syaf.g_00488	Syag.g_02282
OG0000361	Syaf.g_00487	Syag.g_02283
OG0000362	Syaf.g_00485	Syag.g_02285
OG0000363	Syaf.g_00483	Syag.g_02287
OG0000364	Syaf.g_00482	Syag.g_02288
OG0000365	Syaf.g_00473	Syag.g_02297
OG0000366	Syaf.g_00472	Syag.g_02298
OG0000367	Syaf.g_00471	Syag.g_02299
OG0000368	Syaf.g_00469	Syag.g_02301
OG0000369	Syaf.g_00468	Syag.g_02302
OG0000370	Syaf.g_00467	Syag.g_02303
OG0000371	Syaf.g_00458	Syag.g_02312
OG0000372	Syaf.g_00453	Syag.g_02317
OG0000373	Syaf.g_00452	Syag.g_02318
OG0000374	Syaf.g_00451	Syag.g_02319
OG0000375	Syaf.g_00449	Syag.g_02326
OG0000376	Syaf.g_00447	Syag.g_02328
OG0000377	Syaf.g_00654	Syag.g_02119
OG0000378	Syaf.g_00668	Syag.g_02099
OG0000379	Syaf.g_00686	Syag.g_02091
OG0000380	Syaf.g_00965	Syag.g_01817
OG0000381	Syaf.g_00962	Syag.g_01820
OG0000382	Syaf.g_00945	Syag.g_01838
OG0000383	Syaf.g_00941	Syag.g_01843
OG0000384	Syaf.g_00940	Syag.g_01844
OG0000385	Syaf.g_00939	Syag.g_01845
OG0000386	Syaf.g_00938	Syag.g_01846
OG0000387	Syaf.g_00912	Syag.g_01876
OG0000388	Syaf.g_00908	Syag.g_01880
OG0000389	Syaf.g_00904	Syag.g_01884
OG0000390	Syaf.g_00883	Syag.g_01903
OG0000391	Syaf.g_00878	Syag.g_01908
OG0000392	Syaf.g_00872	Syag.g_01914
OG0000393	Syaf.g_00870	Syag.g_01917
OG0000394	Syaf.g_00869	Syag.g_01918
OG0000395	Syaf.g_00868	Syag.g_01919
OG0000396	Syaf.g_00865	Syag.g_01922
OG0000397	Syaf.g_00863	Syag.g_01924
OG0000398	Syaf.g_00858	Syag.g_01929
OG0000399	Syaf.g_00857	Syag.g_01930
OG0000400	Syaf.g_00856	Syag.g_01931
OG0000401	Syaf.g_00855	Syag.g_01932
OG0000402	Syaf.g_00852	Syag.g_01934
OG0000403	Syaf.g_00851	Syag.g_01935
OG0000404	Syaf.g_00850	Syag.g_01937
OG0000405	Syaf.g_00835	Syag.g_01949
OG0000406	Syaf.g_00831	Syag.g_01953
OG0000407	Syaf.g_00830	Syag.g_01954
OG0000408	Syaf.g_00828	Syag.g_01956
OG0000409	Syaf.g_00826	Syag.g_01958
OG0000410	Syaf.g_00825	Syag.g_01959
OG0000411	Syaf.g_00824	Syag.g_01960
OG0000412	Syaf.g_00823	Syag.g_01961
OG0000413	Syaf.g_00821	Syag.g_01963
OG0000414	Syaf.g_00820	Syag.g_01964
OG0000415	Syaf.g_00819	Syag.g_01965
OG0000416	Syaf.g_00818	Syag.g_01966
OG0000417	Syaf.g_00817	Syag.g_01967
OG0000418	Syaf.g_00812	Syag.g_01973
OG0000419	Syaf.g_00810	Syag.g_01975
OG0000420	Syaf.g_00808	Syag.g_01977
OG0000421	Syaf.g_00803	Syag.g_01982
OG0000422	Syaf.g_00802	Syag.g_01983
OG0000423	Syaf.g_00801	Syag.g_01984
OG0000424	Syaf.g_00800	Syag.g_01985
OG0000425	Syaf.g_00799	Syag.g_01986
OG0000426	Syaf.g_00798	Syag.g_01987
OG0000427	Syaf.g_00797	Syag.g_01988
OG0000428	Syaf.g_00794	Syag.g_01991
OG0000429	Syaf.g_00792	Syag.g_01993
OG0000430	Syaf.g_00790	Syag.g_01995
OG0000431	Syaf.g_00786	Syag.g_01998
OG0000432	Syaf.g_00779	Syag.g_02007
OG0000433	Syaf.g_00777	Syag.g_02009
OG0000434	Syaf.g_00776	Syag.g_02010
OG0000435	Syaf.g_00772	Syag.g_02017
OG0000436	Syaf.g_00767	Syag.g_02028
OG0000437	Syaf.g_00766	Syag.g_02029
OG0000438	Syaf.g_00765	Syag.g_02031
OG0000439	Syaf.g_00763	Syag.g_02033
OG0000440	Syaf.g_00762	Syag.g_02034
OG0000441	Syaf.g_00756	Syag.g_02041
OG0000442	Syaf.g_00743	Syag.g_02044
OG0000443	Syaf.g_00739	Syag.g_02046
OG0000444	Syaf.g_00733	Syag.g_02053
OG0000445	Syaf.g_00729	Syag.g_02054
OG0000446	Syaf.g_00728	Syag.g_02056
OG0000447	Syaf.g_00725	Syag.g_02059
OG0000448	Syaf.g_00724	Syag.g_02060
OG0000449	Syaf.g_00723	Syag.g_02061
OG0000450	Syaf.g_00717	Syag.g_02066
OG0000451	Syaf.g_00716	Syag.g_02067
OG0000452	Syaf.g_00712	Syag.g_02071
OG0000453	Syaf.g_00711	Syag.g_02072
OG0000454	Syaf.g_00710	Syag.g_02073
OG0000455	Syaf.g_00709	Syag.g_02074
OG0000456	Syaf.g_00708	Syag.g_02075
OG0000457	Syaf.g_00706	Syag.g_02077
OG0000458	Syaf.g_00705	Syag.g_02080
OG0000459	Syaf.g_00704	Syag.g_02081
OG0000460	Syaf.g_02789	Syag.g_01786
OG0000461	Syaf.g_00183	Syag.g_02675
OG0000462	Syaf.g_00186	Syag.g_02672
OG0000463	Syaf.g_00187	Syag.g_02671
OG0000464	Syaf.g_00188	Syag.g_02670
OG0000465	Syaf.g_00190	Syag.g_02668
OG0000466	Syaf.g_00194	Syag.g_02662
OG0000467	Syaf.g_00196	Syag.g_02660
OG0000468	Syaf.g_00206	Syag.g_02636
OG0000469	Syaf.g_00220	Syag.g_02621
OG0000470	Syaf.g_00222	Syag.g_02619
OG0000471	Syaf.g_00223	Syag.g_02618
OG0000472	Syaf.g_00225	Syag.g_02616
OG0000473	Syaf.g_00227	Syag.g_02614
OG0000474	Syaf.g_00228	Syag.g_02613
OG0000475	Syaf.g_00229	Syag.g_02612
OG0000476	Syaf.g_00231	Syag.g_02610
OG0000477	Syaf.g_00237	Syag.g_02604
OG0000478	Syaf.g_00238	Syag.g_02603
OG0000479	Syaf.g_00239	Syag.g_02602
OG0000480	Syaf.g_00247	Syag.g_02595
OG0000481	Syaf.g_00249	Syag.g_02593
OG0000482	Syaf.g_00250	Syag.g_02592
OG0000483	Syaf.g_00254	Syag.g_02588
OG0000484	Syaf.g_00255	Syag.g_02587
OG0000485	Syaf.g_00256	Syag.g_02586
OG0000486	Syaf.g_00257	Syag.g_02585
OG0000487	Syaf.g_00263	Syag.g_02579
OG0000488	Syaf.g_00267	Syag.g_02575
OG0000489	Syaf.g_00274	Syag.g_02565
OG0000490	Syaf.g_00284	Syag.g_02553
OG0000491	Syaf.g_00285	Syag.g_02551
OG0000492	Syaf.g_00288	Syag.g_02549
OG0000493	Syaf.g_00289	Syag.g_02548
OG0000494	Syaf.g_00290	Syag.g_02547
OG0000495	Syaf.g_00291	Syag.g_02546
OG0000496	Syaf.g_00292	Syag.g_02545
OG0000497	Syaf.g_00293	Syag.g_02544
OG0000498	Syaf.g_00294	Syag.g_02543
OG0000499	Syaf.g_00295	Syag.g_02542
OG0000500	Syaf.g_00296	Syag.g_02541
OG0000501	Syaf.g_00299	Syag.g_02538
OG0000502	Syaf.g_00319	Syag.g_02467
OG0000503	Syaf.g_00023	Syag.g_02843
OG0000504	Syaf.g_00021	Syag.g_02845
OG0000505	Syaf.g_00020	Syag.g_02846
OG0000506	Syaf.g_00018	Syag.g_02849
OG0000507	Syaf.g_00012	Syag.g_02855
OG0000508	Syaf.g_00008	Syag.g_02860
OG0000509	Syaf.g_00006	Syag.g_02862
OG0000510	Syaf.g_00005	Syag.g_02863
OG0000511	Syaf.g_00004	Syag.g_02864
OG0000512	Syaf.g_00002	Syag.g_02866
OG0000513	Syaf.g_02803	Syag.g_00009
OG0000514	Syaf.g_02796	Syag.g_00018
OG0000515	Syaf.g_02795	Syag.g_00019
OG0000516	Syaf.g_01219	Syag.g_00025
OG0000517	Syaf.g_01213	Syag.g_00032
OG0000518	Syaf.g_01230	Syag.g_00044
OG0000519	Syaf.g_01231	Syag.g_00045
OG0000520	Syaf.g_01235	Syag.g_00046
OG0000521	Syaf.g_02542	Syag.g_00054
OG0000522	Syaf.g_02538	Syag.g_00056
OG0000523	Syaf.g_02537	Syag.g_00057
OG0000524	Syaf.g_02531	Syag.g_01327
OG0000525	Syaf.g_02507	Syag.g_01345
OG0000526	Syaf.g_02504	Syag.g_01348
OG0000527	Syaf.g_02500	Syag.g_01354
OG0000528	Syaf.g_02728	Syag.g_01532
OG0000529	Syaf.g_02720	Syag.g_01527
OG0000530	Syaf.g_02717	Syag.g_01524
OG0000531	Syaf.g_02716	Syag.g_01523
OG0000532	Syaf.g_02713	Syag.g_01520
OG0000533	Syaf.g_02712	Syag.g_01518
OG0000534	Syaf.g_02711	Syag.g_01517
OG0000535	Syaf.g_02710	Syag.g_01516
OG0000536	Syaf.g_02709	Syag.g_01515
OG0000537	Syaf.g_02708	Syag.g_01514
OG0000538	Syaf.g_02697	Syag.g_01502
OG0000539	Syaf.g_02696	Syag.g_01501
OG0000540	Syaf.g_02695	Syag.g_01500
OG0000541	Syaf.g_02694	Syag.g_01499
OG0000542	Syaf.g_02691	Syag.g_01496
OG0000543	Syaf.g_02689	Syag.g_01494
OG0000544	Syaf.g_02688	Syag.g_01493
OG0000545	Syaf.g_02686	Syag.g_01491
OG0000546	Syaf.g_02684	Syag.g_01489
OG0000547	Syaf.g_02682	Syag.g_01487
OG0000548	Syaf.g_02681	Syag.g_01486
OG0000549	Syaf.g_02676	Syag.g_01480
OG0000550	Syaf.g_02671	Syag.g_01474
OG0000551	Syaf.g_02666	Syag.g_01470
OG0000552	Syaf.g_02665	Syag.g_01469
OG0000553	Syaf.g_02663	Syag.g_01464
OG0000554	Syaf.g_02653	Syag.g_01453
