Orthogroup	Syaf	Prbm
OG0000044	Syaf.g_01358, Syaf.g_01992, Syaf.g_01400	Prbm.g_00478, Prbm.g_01281
OG0000046	Syaf.g_00055, Syaf.g_00045, Syaf.g_00062	Prbm.g_00383
OG0000047	Syaf.g_00030	Prbm.g_00390, Prbm.g_00428
OG0000048	Syaf.g_00230	Prbm.g_00329
OG0000050	Syaf.g_01770	Prbm.g_01485
OG0000051	Syaf.g_00972	Prbm.g_01267
OG0000052	Syaf.g_00335	Prbm.g_00114
OG0000053	Syaf.g_02447	Prbm.g_01729
OG0000054	Syaf.g_02376	Prbm.g_00637
OG0000057	Syaf.g_01665, Syaf.g_01452	Prbm.g_00735
OG0000058	Syaf.g_00316	Prbm.g_00881
OG0000059	Syaf.g_00143	Prbm.g_01973
OG0000060	Syaf.g_02515, Syaf.g_02726, Syaf.g_01425, Syaf.g_01603	Prbm.g_01422
OG0000061	Syaf.g_01288	Prbm.g_01549
OG0000062	Syaf.g_01055	Prbm.g_01792
OG0000063	Syaf.g_00457	Prbm.g_01947
OG0000065	Syaf.g_00903	Prbm.g_00164
OG0000066	Syaf.g_02643	Prbm.g_00572
OG0000067	Syaf.g_02049	Prbm.g_00814
OG0000068	Syaf.g_02733	Prbm.g_01660
OG0000070	Syaf.g_01237	Prbm.g_00460
OG0000071	Syaf.g_01254	Prbm.g_00468, Prbm.g_01611
OG0000072	Syaf.g_00805	Prbm.g_00230
OG0000073	Syaf.g_02700	Prbm.g_00533
OG0000075	Syaf.g_00353	Prbm.g_02069
OG0000076	Syaf.g_00388	Prbm.g_02094
OG0000078	Syaf.g_02782	Prbm.g_00300
OG0000079	Syaf.g_00197	Prbm.g_00311
OG0000081	Syaf.g_02776	Prbm.g_00564
OG0000082	Syaf.g_02576	Prbm.g_01900
OG0000084	Syaf.g_02409	Prbm.g_01706
OG0000085	Syaf.g_01048	Prbm.g_01834
OG0000086	Syaf.g_00932	Prbm.g_00145
OG0000087	Syaf.g_00848	Prbm.g_00198
OG0000088	Syaf.g_00811	Prbm.g_00225
OG0000089	Syaf.g_02807	Prbm.g_00423
OG0000090	Syaf.g_02654	Prbm.g_00566
OG0000091	Syaf.g_02302	Prbm.g_00673
OG0000093	Syaf.g_02065	Prbm.g_00799
OG0000094	Syaf.g_01940	Prbm.g_00888
OG0000095	Syaf.g_01442	Prbm.g_01064
OG0000097	Syaf.g_01574	Prbm.g_01502
OG0000098	Syaf.g_01637	Prbm.g_01630
OG0000099	Syaf.g_00312	Prbm.g_00394
OG0000100	Syaf.g_02017	Prbm.g_01787
OG0000101	Syaf.g_00093	Prbm.g_02033
OG0000102	Syaf.g_00393	Prbm.g_02099
OG0000103	Syaf.g_00520	Prbm.g_02218
OG0000104	Syaf.g_00502	Prbm.g_02229
OG0000105	Syaf.g_00235	Prbm.g_00331
OG0000106	Syaf.g_01745	Prbm.g_01172, Prbm.g_01237
OG0000107	Syaf.g_00177, Syaf.g_00758	Prbm.g_01949
OG0000108	Syaf.g_02721	Prbm.g_00506
OG0000109	Syaf.g_02706	Prbm.g_00519
OG0000110	Syaf.g_02589	Prbm.g_00607
OG0000111	Syaf.g_01451	Prbm.g_00736
OG0000112	Syaf.g_01852	Prbm.g_00980
OG0000113	Syaf.g_02022	Prbm.g_00838, Prbm.g_01191
OG0000114	Syaf.g_02103	Prbm.g_00929
OG0000115	Syaf.g_02445	Prbm.g_01803
OG0000116	Syaf.g_01276	Prbm.g_01560
OG0000117	Syaf.g_01605	Prbm.g_01522
OG0000118	Syaf.g_02544	Prbm.g_01622
OG0000120	Syaf.g_00313	Prbm.g_00707
OG0000121	Syaf.g_02419	Prbm.g_01712
OG0000123	Syaf.g_00086	Prbm.g_02040
OG0000124	Syaf.g_00414	Prbm.g_02111
OG0000125	Syaf.g_00640	Prbm.g_02176
OG0000126	Syaf.g_00504	Prbm.g_02228
OG0000127	Syaf.g_01541	Prbm.g_01460
OG0000128	Syaf.g_00486	Prbm.g_00011
OG0000129	Syaf.g_00651	Prbm.g_00053
OG0000130	Syaf.g_00963	Prbm.g_00126
OG0000131	Syaf.g_00833	Prbm.g_00204
OG0000132	Syaf.g_00813	Prbm.g_00223
OG0000133	Syaf.g_01857	Prbm.g_00377
OG0000134	Syaf.g_02804	Prbm.g_00425
OG0000135	Syaf.g_00605	Prbm.g_01389
OG0000136	Syaf.g_01224	Prbm.g_00451
OG0000137	Syaf.g_02498	Prbm.g_00500
OG0000138	Syaf.g_02705	Prbm.g_00520
OG0000139	Syaf.g_02648	Prbm.g_00570
OG0000140	Syaf.g_02646	Prbm.g_00571
OG0000141	Syaf.g_02375	Prbm.g_00638
OG0000142	Syaf.g_02310	Prbm.g_00666
OG0000143	Syaf.g_02306	Prbm.g_00670
OG0000144	Syaf.g_01735	Prbm.g_00683
OG0000145	Syaf.g_02699	Prbm.g_01094
OG0000146	Syaf.g_01851	Prbm.g_00979
OG0000147	Syaf.g_01850	Prbm.g_00978
OG0000148	Syaf.g_02028	Prbm.g_00832
OG0000149	Syaf.g_01371	Prbm.g_00862
OG0000150	Syaf.g_02645	Prbm.g_00870
OG0000151	Syaf.g_02091	Prbm.g_00940
OG0000152	Syaf.g_01861	Prbm.g_00988
OG0000153	Syaf.g_01904	Prbm.g_01006
OG0000154	Syaf.g_01930	Prbm.g_01035
OG0000155	Syaf.g_01324	Prbm.g_01527
OG0000156	Syaf.g_01270	Prbm.g_01600
OG0000157	Syaf.g_01269	Prbm.g_01601
OG0000158	Syaf.g_00364	Prbm.g_02077
OG0000160	Syaf.g_02418	Prbm.g_01711
OG0000161	Syaf.g_02424	Prbm.g_01717
OG0000162	Syaf.g_02431	Prbm.g_01723
OG0000163	Syaf.g_01105	Prbm.g_01759
OG0000164	Syaf.g_00999	Prbm.g_01863
OG0000165	Syaf.g_01197	Prbm.g_01871
OG0000166	Syaf.g_00133	Prbm.g_01996
OG0000167	Syaf.g_00350	Prbm.g_02067
OG0000168	Syaf.g_00365	Prbm.g_02078
OG0000169	Syaf.g_00376	Prbm.g_02088
OG0000170	Syaf.g_00383	Prbm.g_02090
OG0000171	Syaf.g_00413	Prbm.g_02110
OG0000172	Syaf.g_00419	Prbm.g_02146
OG0000173	Syaf.g_00438	Prbm.g_02161
OG0000174	Syaf.g_00603	Prbm.g_02192
OG0000175	Syaf.g_00531	Prbm.g_02209
OG0000176	Syaf.g_00494	Prbm.g_00004
OG0000177	Syaf.g_00493	Prbm.g_00005
OG0000178	Syaf.g_00492	Prbm.g_00006
OG0000179	Syaf.g_00477	Prbm.g_00016
OG0000180	Syaf.g_00476	Prbm.g_00017
OG0000181	Syaf.g_00475	Prbm.g_00018
OG0000182	Syaf.g_00474	Prbm.g_00019
OG0000183	Syaf.g_00470	Prbm.g_00023
OG0000184	Syaf.g_00664	Prbm.g_00055
OG0000185	Syaf.g_00684	Prbm.g_00058
OG0000186	Syaf.g_00968	Prbm.g_00121
OG0000187	Syaf.g_00966	Prbm.g_00122
OG0000188	Syaf.g_00944	Prbm.g_00139
OG0000189	Syaf.g_00916	Prbm.g_00153
OG0000190	Syaf.g_00914	Prbm.g_00154
OG0000191	Syaf.g_00877	Prbm.g_00177
OG0000192	Syaf.g_00871	Prbm.g_00181
OG0000193	Syaf.g_00832	Prbm.g_00205
OG0000194	Syaf.g_00829	Prbm.g_00208
OG0000195	Syaf.g_00827	Prbm.g_00210
OG0000196	Syaf.g_00816	Prbm.g_00220
OG0000197	Syaf.g_00815	Prbm.g_00221
OG0000198	Syaf.g_00814	Prbm.g_00222
OG0000199	Syaf.g_00806	Prbm.g_00229
OG0000200	Syaf.g_00789	Prbm.g_00243
OG0000201	Syaf.g_00771	Prbm.g_00252
OG0000202	Syaf.g_00770	Prbm.g_00253
OG0000203	Syaf.g_00769	Prbm.g_00254
OG0000204	Syaf.g_00768	Prbm.g_00255
OG0000205	Syaf.g_00761	Prbm.g_00262
OG0000206	Syaf.g_00736	Prbm.g_00266
OG0000207	Syaf.g_00735	Prbm.g_00268
OG0000208	Syaf.g_00734	Prbm.g_00269
OG0000209	Syaf.g_00714	Prbm.g_00278
OG0000210	Syaf.g_00713	Prbm.g_00279
OG0000211	Syaf.g_02791	Prbm.g_00293
OG0000212	Syaf.g_02781	Prbm.g_00301
OG0000213	Syaf.g_00210	Prbm.g_00317
OG0000214	Syaf.g_00226	Prbm.g_00325
OG0000215	Syaf.g_00258	Prbm.g_00349
OG0000216	Syaf.g_00262	Prbm.g_00350
OG0000217	Syaf.g_00266	Prbm.g_00353
OG0000218	Syaf.g_00268	Prbm.g_00355
OG0000219	Syaf.g_00269	Prbm.g_00356
OG0000220	Syaf.g_00270	Prbm.g_00357
OG0000221	Syaf.g_02597, Syaf.g_00273	Prbm.g_00358
OG0000222	Syaf.g_00287	Prbm.g_00366
OG0000223	Syaf.g_00317	Prbm.g_00378
OG0000224	Syaf.g_00324	Prbm.g_00380
OG0000225	Syaf.g_00007	Prbm.g_00411
OG0000226	Syaf.g_00003	Prbm.g_00415
OG0000227	Syaf.g_00001	Prbm.g_00417
OG0000228	Syaf.g_02808	Prbm.g_00422
OG0000229	Syaf.g_01214	Prbm.g_00446
OG0000230	Syaf.g_01216	Prbm.g_00448
OG0000231	Syaf.g_01236	Prbm.g_00459
OG0000232	Syaf.g_02536	Prbm.g_00484
OG0000233	Syaf.g_02528	Prbm.g_00492
OG0000234	Syaf.g_02497	Prbm.g_00501
OG0000235	Syaf.g_02722	Prbm.g_00505
OG0000236	Syaf.g_02707	Prbm.g_00518
OG0000237	Syaf.g_02690	Prbm.g_00540
OG0000238	Syaf.g_02685	Prbm.g_00546
OG0000239	Syaf.g_02669	Prbm.g_00558
OG0000240	Syaf.g_02668	Prbm.g_00559
OG0000241	Syaf.g_02322	Prbm.g_00563
OG0000242	Syaf.g_02656	Prbm.g_00565
OG0000243	Syaf.g_02634	Prbm.g_00576
OG0000244	Syaf.g_02627	Prbm.g_00579
OG0000245	Syaf.g_02625	Prbm.g_00581
OG0000246	Syaf.g_02621	Prbm.g_00585
OG0000247	Syaf.g_02610	Prbm.g_00595
OG0000248	Syaf.g_02607	Prbm.g_00597
OG0000249	Syaf.g_02605	Prbm.g_00599
OG0000250	Syaf.g_02593	Prbm.g_00604
OG0000251	Syaf.g_02568	Prbm.g_00620
OG0000252	Syaf.g_02565	Prbm.g_00623
OG0000253	Syaf.g_02564	Prbm.g_00625
OG0000254	Syaf.g_02371	Prbm.g_00642
OG0000255	Syaf.g_02352	Prbm.g_00648
OG0000256	Syaf.g_02329	Prbm.g_00658
OG0000257	Syaf.g_02323	Prbm.g_00661
OG0000258	Syaf.g_02301	Prbm.g_00674
OG0000259	Syaf.g_02137	Prbm.g_00691
OG0000260	Syaf.g_02134	Prbm.g_00694
OG0000261	Syaf.g_02131	Prbm.g_00697
OG0000262	Syaf.g_02126	Prbm.g_00702
OG0000263	Syaf.g_01585	Prbm.g_00716
OG0000264	Syaf.g_01473	Prbm.g_00728
OG0000265	Syaf.g_01196	Prbm.g_00742
OG0000266	Syaf.g_01967	Prbm.g_00752
OG0000267	Syaf.g_01787	Prbm.g_00765
OG0000268	Syaf.g_01788	Prbm.g_00766
OG0000269	Syaf.g_02054	Prbm.g_00809
OG0000270	Syaf.g_02051	Prbm.g_00812
OG0000271	Syaf.g_02043	Prbm.g_00820
OG0000272	Syaf.g_02042	Prbm.g_00821
OG0000273	Syaf.g_01392	Prbm.g_00845
OG0000274	Syaf.g_01391	Prbm.g_00846
OG0000275	Syaf.g_01386	Prbm.g_00848
OG0000276	Syaf.g_01379	Prbm.g_00854
OG0000277	Syaf.g_01378	Prbm.g_00855
OG0000278	Syaf.g_01375	Prbm.g_00858
OG0000279	Syaf.g_01367	Prbm.g_00865
OG0000281	Syaf.g_01636	Prbm.g_00871
OG0000282	Syaf.g_02101	Prbm.g_00931
OG0000283	Syaf.g_01804	Prbm.g_00962
OG0000284	Syaf.g_01810	Prbm.g_00967
OG0000285	Syaf.g_01842	Prbm.g_00972
OG0000286	Syaf.g_01860	Prbm.g_00987
OG0000287	Syaf.g_01896	Prbm.g_00102
OG0000288	Syaf.g_01929	Prbm.g_01034
OG0000289	Syaf.g_01943	Prbm.g_01045
OG0000290	Syaf.g_01439	Prbm.g_01061
OG0000291	Syaf.g_01441	Prbm.g_01063
OG0000292	Syaf.g_00505	Prbm.g_01210
OG0000293	Syaf.g_01277	Prbm.g_01559
OG0000294	Syaf.g_01278	Prbm.g_01558
OG0000295	Syaf.g_01316	Prbm.g_01534
OG0000296	Syaf.g_01318	Prbm.g_01532
OG0000297	Syaf.g_01607	Prbm.g_01524
OG0000298	Syaf.g_01606	Prbm.g_01523
OG0000299	Syaf.g_01578	Prbm.g_01503
OG0000300	Syaf.g_01571	Prbm.g_01500
OG0000301	Syaf.g_01570	Prbm.g_01499
OG0000302	Syaf.g_01568	Prbm.g_01497
OG0000303	Syaf.g_01559	Prbm.g_01492
OG0000304	Syaf.g_01551	Prbm.g_01489
OG0000305	Syaf.g_01444	Prbm.g_01812
OG0000306	Syaf.g_01332	Prbm.g_00875
OG0000307	Syaf.g_02742	Prbm.g_01669
OG0000308	Syaf.g_02744	Prbm.g_01670
OG0000309	Syaf.g_02749	Prbm.g_01674
OG0000310	Syaf.g_02387	Prbm.g_01694
OG0000311	Syaf.g_02391	Prbm.g_01696
OG0000312	Syaf.g_02397	Prbm.g_01699
OG0000313	Syaf.g_02421	Prbm.g_01714
OG0000314	Syaf.g_02458	Prbm.g_01735
OG0000315	Syaf.g_02468	Prbm.g_01745
OG0000316	Syaf.g_01088	Prbm.g_01770
OG0000317	Syaf.g_01040	Prbm.g_01839
OG0000318	Syaf.g_01032	Prbm.g_01842
OG0000319	Syaf.g_01015	Prbm.g_01853
OG0000320	Syaf.g_01013	Prbm.g_01855
OG0000321	Syaf.g_01012	Prbm.g_01856
OG0000322	Syaf.g_01011	Prbm.g_01857
OG0000323	Syaf.g_00997	Prbm.g_01866
OG0000324	Syaf.g_01164	Prbm.g_01893
OG0000325	Syaf.g_00176	Prbm.g_01950
OG0000326	Syaf.g_00169	Prbm.g_01956
OG0000327	Syaf.g_00138	Prbm.g_01991
OG0000328	Syaf.g_00137	Prbm.g_01992
OG0000329	Syaf.g_00119	Prbm.g_02009
OG0000330	Syaf.g_00118	Prbm.g_02010
OG0000331	Syaf.g_00117	Prbm.g_02011
OG0000332	Syaf.g_00102	Prbm.g_02025
OG0000333	Syaf.g_00099	Prbm.g_02027
OG0000334	Syaf.g_00090	Prbm.g_02036
OG0000335	Syaf.g_00085	Prbm.g_02041
OG0000336	Syaf.g_00081	Prbm.g_02045
OG0000337	Syaf.g_00344	Prbm.g_02064
OG0000338	Syaf.g_00348	Prbm.g_02065
OG0000339	Syaf.g_00355	Prbm.g_02070
OG0000340	Syaf.g_00366	Prbm.g_02079
OG0000341	Syaf.g_00368	Prbm.g_02081
OG0000342	Syaf.g_00369	Prbm.g_02082
OG0000343	Syaf.g_00370	Prbm.g_02083
OG0000344	Syaf.g_00374	Prbm.g_02086
OG0000345	Syaf.g_00384	Prbm.g_02091
OG0000346	Syaf.g_00389	Prbm.g_02095
OG0000347	Syaf.g_00415	Prbm.g_02114
OG0000348	Syaf.g_00427	Prbm.g_02149
OG0000349	Syaf.g_00445	Prbm.g_02167
OG0000350	Syaf.g_00162	Prbm.g_02188
OG0000351	Syaf.g_00528	Prbm.g_02212
OG0000352	Syaf.g_00527	Prbm.g_02213
OG0000353	Syaf.g_00499	Prbm.g_02232
OG0000354	Syaf.g_00479	Prbm.g_01220
OG0000355	Syaf.g_00497	Prbm.g_00001
OG0000356	Syaf.g_00496	Prbm.g_00002
OG0000357	Syaf.g_00495	Prbm.g_00003
OG0000358	Syaf.g_00491	Prbm.g_00007
OG0000359	Syaf.g_00489	Prbm.g_00008
OG0000360	Syaf.g_00488	Prbm.g_00009
OG0000361	Syaf.g_00487	Prbm.g_00010
OG0000362	Syaf.g_00485	Prbm.g_00012
OG0000363	Syaf.g_00483	Prbm.g_00014
OG0000364	Syaf.g_00482	Prbm.g_00015
OG0000365	Syaf.g_00473	Prbm.g_00020
OG0000366	Syaf.g_00472	Prbm.g_00021
OG0000367	Syaf.g_00471	Prbm.g_00022
OG0000368	Syaf.g_00469	Prbm.g_00024
OG0000369	Syaf.g_00468	Prbm.g_00025
OG0000370	Syaf.g_00467	Prbm.g_00026
OG0000371	Syaf.g_00458	Prbm.g_00032
OG0000372	Syaf.g_00453	Prbm.g_00033
OG0000373	Syaf.g_00452	Prbm.g_00034
OG0000374	Syaf.g_00451	Prbm.g_00035
OG0000375	Syaf.g_00449	Prbm.g_00049
OG0000376	Syaf.g_00447	Prbm.g_00051
OG0000377	Syaf.g_00654	Prbm.g_00054
OG0000378	Syaf.g_00668	Prbm.g_00056
OG0000379	Syaf.g_00686	Prbm.g_00059
OG0000380	Syaf.g_00965	Prbm.g_00123
OG0000381	Syaf.g_00962	Prbm.g_00127
OG0000382	Syaf.g_00945	Prbm.g_00138
OG0000383	Syaf.g_00941	Prbm.g_00140
OG0000384	Syaf.g_00940	Prbm.g_00141
OG0000385	Syaf.g_00939	Prbm.g_00142
OG0000386	Syaf.g_00938	Prbm.g_00143
OG0000387	Syaf.g_00912	Prbm.g_00156
OG0000388	Syaf.g_00908	Prbm.g_00160
OG0000389	Syaf.g_00904	Prbm.g_00163
OG0000390	Syaf.g_00883	Prbm.g_00172
OG0000391	Syaf.g_00878	Prbm.g_00176
OG0000392	Syaf.g_00872	Prbm.g_00179
OG0000393	Syaf.g_00870	Prbm.g_00182
OG0000394	Syaf.g_00869	Prbm.g_00183
OG0000395	Syaf.g_00868	Prbm.g_00184
OG0000396	Syaf.g_00865	Prbm.g_00187
OG0000397	Syaf.g_00863	Prbm.g_00189
OG0000398	Syaf.g_00858	Prbm.g_00192
OG0000399	Syaf.g_00857	Prbm.g_00193
OG0000400	Syaf.g_00856	Prbm.g_00194
OG0000401	Syaf.g_00855	Prbm.g_00195
OG0000402	Syaf.g_00852	Prbm.g_01096
OG0000403	Syaf.g_00851	Prbm.g_00196
OG0000404	Syaf.g_00850	Prbm.g_00197
OG0000405	Syaf.g_00835	Prbm.g_00202
OG0000406	Syaf.g_00831	Prbm.g_00206
OG0000407	Syaf.g_00830	Prbm.g_00207
OG0000408	Syaf.g_00828	Prbm.g_00209
OG0000409	Syaf.g_00826	Prbm.g_00211
OG0000410	Syaf.g_00825	Prbm.g_00212
OG0000411	Syaf.g_00824	Prbm.g_00213
OG0000412	Syaf.g_00823	Prbm.g_00214
OG0000413	Syaf.g_00821	Prbm.g_00215
OG0000414	Syaf.g_00820	Prbm.g_00216
OG0000415	Syaf.g_00819	Prbm.g_00217
OG0000416	Syaf.g_00818	Prbm.g_00218
OG0000417	Syaf.g_00817	Prbm.g_00219
OG0000418	Syaf.g_00812	Prbm.g_00224
OG0000419	Syaf.g_00810	Prbm.g_00226
OG0000420	Syaf.g_00808	Prbm.g_00227
OG0000421	Syaf.g_00803	Prbm.g_00232
OG0000422	Syaf.g_00802	Prbm.g_00233
OG0000423	Syaf.g_00801	Prbm.g_00234
OG0000424	Syaf.g_00800	Prbm.g_00235
OG0000425	Syaf.g_00799	Prbm.g_00236
OG0000426	Syaf.g_00798	Prbm.g_00237
OG0000427	Syaf.g_00797	Prbm.g_00238
OG0000428	Syaf.g_00794	Prbm.g_00240
OG0000429	Syaf.g_00792	Prbm.g_00241
OG0000430	Syaf.g_00790	Prbm.g_00242
OG0000431	Syaf.g_00786	Prbm.g_00244
OG0000432	Syaf.g_00779	Prbm.g_00248
OG0000433	Syaf.g_00777	Prbm.g_00249
OG0000434	Syaf.g_00776	Prbm.g_00250
OG0000435	Syaf.g_00772	Prbm.g_00251
OG0000436	Syaf.g_00767	Prbm.g_00256
OG0000437	Syaf.g_00766	Prbm.g_00257
OG0000438	Syaf.g_00765	Prbm.g_00258
OG0000439	Syaf.g_00763	Prbm.g_00260
OG0000440	Syaf.g_00762	Prbm.g_00261
OG0000441	Syaf.g_00756	Prbm.g_00263
OG0000442	Syaf.g_00743	Prbm.g_00264
OG0000443	Syaf.g_00739	Prbm.g_00265
OG0000444	Syaf.g_00733	Prbm.g_00270
OG0000445	Syaf.g_00729	Prbm.g_00271
OG0000446	Syaf.g_00728	Prbm.g_00272
OG0000447	Syaf.g_00725	Prbm.g_00273
OG0000448	Syaf.g_00724	Prbm.g_00274
OG0000449	Syaf.g_00723	Prbm.g_00275
OG0000450	Syaf.g_00717	Prbm.g_00276
OG0000451	Syaf.g_00716	Prbm.g_00277
OG0000452	Syaf.g_00712	Prbm.g_00280
OG0000453	Syaf.g_00711	Prbm.g_00281
OG0000454	Syaf.g_00710	Prbm.g_00282
OG0000455	Syaf.g_00709	Prbm.g_00283
OG0000456	Syaf.g_00708	Prbm.g_00284
OG0000457	Syaf.g_00706	Prbm.g_00285
OG0000458	Syaf.g_00705	Prbm.g_00286
OG0000459	Syaf.g_00704	Prbm.g_00287
OG0000460	Syaf.g_02789	Prbm.g_00295
OG0000461	Syaf.g_00183	Prbm.g_00303
OG0000462	Syaf.g_00186	Prbm.g_00305
OG0000463	Syaf.g_00187	Prbm.g_00306
OG0000464	Syaf.g_00188	Prbm.g_00307
OG0000465	Syaf.g_00190	Prbm.g_00308
OG0000466	Syaf.g_00194	Prbm.g_00309
OG0000467	Syaf.g_00196	Prbm.g_00310
OG0000468	Syaf.g_00206	Prbm.g_00312
OG0000469	Syaf.g_00220	Prbm.g_00320
OG0000470	Syaf.g_00222	Prbm.g_00322
OG0000471	Syaf.g_00223	Prbm.g_00323
OG0000472	Syaf.g_00225	Prbm.g_00324
OG0000473	Syaf.g_00227	Prbm.g_00326
OG0000474	Syaf.g_00228	Prbm.g_00327
OG0000475	Syaf.g_00229	Prbm.g_00328
OG0000476	Syaf.g_00231	Prbm.g_00330
OG0000477	Syaf.g_00237	Prbm.g_00332
OG0000478	Syaf.g_00238	Prbm.g_00333
OG0000479	Syaf.g_00239	Prbm.g_00334
OG0000480	Syaf.g_00247	Prbm.g_00339
OG0000481	Syaf.g_00249	Prbm.g_00341
OG0000482	Syaf.g_00250	Prbm.g_00342
OG0000483	Syaf.g_00254	Prbm.g_00345
OG0000484	Syaf.g_00255	Prbm.g_00346
OG0000485	Syaf.g_00256	Prbm.g_00347
OG0000486	Syaf.g_00257	Prbm.g_00348
OG0000487	Syaf.g_00263	Prbm.g_00351
OG0000488	Syaf.g_00267	Prbm.g_00354
OG0000489	Syaf.g_00274	Prbm.g_00359
OG0000490	Syaf.g_00284	Prbm.g_00364
OG0000491	Syaf.g_00285	Prbm.g_00365
OG0000492	Syaf.g_00288	Prbm.g_00367
OG0000493	Syaf.g_00289	Prbm.g_00368
OG0000494	Syaf.g_00290	Prbm.g_00369
OG0000495	Syaf.g_00291	Prbm.g_00370
OG0000496	Syaf.g_00292	Prbm.g_00371
OG0000497	Syaf.g_00293	Prbm.g_00372
OG0000498	Syaf.g_00294	Prbm.g_00373
OG0000499	Syaf.g_00295	Prbm.g_00374
OG0000500	Syaf.g_00296	Prbm.g_00375
OG0000501	Syaf.g_00299	Prbm.g_00376
OG0000502	Syaf.g_00319	Prbm.g_00379
OG0000503	Syaf.g_00023	Prbm.g_00400
OG0000504	Syaf.g_00021	Prbm.g_00402
OG0000505	Syaf.g_00020	Prbm.g_00403
OG0000506	Syaf.g_00018	Prbm.g_00404
OG0000507	Syaf.g_00012	Prbm.g_00407
OG0000508	Syaf.g_00008	Prbm.g_00410
OG0000509	Syaf.g_00006	Prbm.g_00412
OG0000510	Syaf.g_00005	Prbm.g_00413
OG0000511	Syaf.g_00004	Prbm.g_00414
OG0000512	Syaf.g_00002	Prbm.g_00416
OG0000513	Syaf.g_02803	Prbm.g_00426
OG0000514	Syaf.g_02796	Prbm.g_00440
OG0000515	Syaf.g_02795	Prbm.g_00441
OG0000516	Syaf.g_01219	Prbm.g_00442
OG0000517	Syaf.g_01213	Prbm.g_00445
OG0000518	Syaf.g_01230	Prbm.g_00456
OG0000519	Syaf.g_01231	Prbm.g_00457
OG0000520	Syaf.g_01235	Prbm.g_00458
OG0000521	Syaf.g_02542	Prbm.g_00480
OG0000522	Syaf.g_02538	Prbm.g_00482
OG0000523	Syaf.g_02537	Prbm.g_00483
OG0000524	Syaf.g_02531	Prbm.g_00490
OG0000525	Syaf.g_02507	Prbm.g_00494
OG0000526	Syaf.g_02504	Prbm.g_00495
OG0000527	Syaf.g_02500	Prbm.g_00498
OG0000528	Syaf.g_02728	Prbm.g_00504
OG0000529	Syaf.g_02720	Prbm.g_00507
OG0000530	Syaf.g_02717	Prbm.g_00510
OG0000531	Syaf.g_02716	Prbm.g_00511
OG0000532	Syaf.g_02713	Prbm.g_00512
OG0000533	Syaf.g_02712	Prbm.g_00513
OG0000534	Syaf.g_02711	Prbm.g_00514
OG0000535	Syaf.g_02710	Prbm.g_00515
OG0000536	Syaf.g_02709	Prbm.g_00516
OG0000537	Syaf.g_02708	Prbm.g_00517
OG0000538	Syaf.g_02697	Prbm.g_00534
OG0000539	Syaf.g_02696	Prbm.g_00535
OG0000540	Syaf.g_02695	Prbm.g_00536
