Orthogroup	Syaf	Praj
OG0000188	Syaf.g_00944	Praj.g_00120
OG0000189	Syaf.g_00916	Praj.g_00134
OG0000190	Syaf.g_00914	Praj.g_00135
OG0000191	Syaf.g_00877	Praj.g_00158
OG0000192	Syaf.g_00871	Praj.g_00162
OG0000193	Syaf.g_00832	Praj.g_00186
OG0000194	Syaf.g_00829	Praj.g_00189
OG0000195	Syaf.g_00827	Praj.g_00191
OG0000196	Syaf.g_00816	Praj.g_00201
OG0000197	Syaf.g_00815	Praj.g_00202
OG0000198	Syaf.g_00814	Praj.g_00203
OG0000199	Syaf.g_00806	Praj.g_00210
OG0000200	Syaf.g_00789	Praj.g_00223
OG0000201	Syaf.g_00771	Praj.g_00232
OG0000202	Syaf.g_00770	Praj.g_00233
OG0000203	Syaf.g_00769	Praj.g_00234
OG0000204	Syaf.g_00768	Praj.g_00235
OG0000205	Syaf.g_00761	Praj.g_00242
OG0000206	Syaf.g_00736	Praj.g_00246
OG0000207	Syaf.g_00735	Praj.g_00248
OG0000208	Syaf.g_00734	Praj.g_00249
OG0000209	Syaf.g_00714	Praj.g_00258
OG0000210	Syaf.g_00713	Praj.g_00259
OG0000211	Syaf.g_02791	Praj.g_00273
OG0000212	Syaf.g_02781	Praj.g_00281
OG0000213	Syaf.g_00210	Praj.g_00296
OG0000214	Syaf.g_00226	Praj.g_00304
OG0000215	Syaf.g_00258	Praj.g_00328
OG0000216	Syaf.g_00262	Praj.g_00329
OG0000217	Syaf.g_00266	Praj.g_00332
OG0000218	Syaf.g_00268	Praj.g_00334
OG0000219	Syaf.g_00269	Praj.g_00335
OG0000220	Syaf.g_00270	Praj.g_00336
OG0000221	Syaf.g_02597, Syaf.g_00273	Praj.g_00337
OG0000222	Syaf.g_00287	Praj.g_00345
OG0000223	Syaf.g_00317	Praj.g_00358
OG0000224	Syaf.g_00324	Praj.g_00360
OG0000225	Syaf.g_00007	Praj.g_00391
OG0000226	Syaf.g_00003	Praj.g_00395
OG0000227	Syaf.g_00001	Praj.g_00397
OG0000228	Syaf.g_02808	Praj.g_00402
OG0000229	Syaf.g_01214	Praj.g_00430
OG0000230	Syaf.g_01216	Praj.g_00432
OG0000231	Syaf.g_01236	Praj.g_00443
OG0000232	Syaf.g_02536	Praj.g_00451
OG0000233	Syaf.g_02528	Praj.g_00459
OG0000234	Syaf.g_02497	Praj.g_00468
OG0000235	Syaf.g_02722	Praj.g_00472
OG0000236	Syaf.g_02707	Praj.g_00485
OG0000237	Syaf.g_02690	Praj.g_00498
OG0000238	Syaf.g_02685	Praj.g_00504
OG0000239	Syaf.g_02669	Praj.g_00516
OG0000240	Syaf.g_02668	Praj.g_00517
OG0000241	Syaf.g_02322	Praj.g_00521
OG0000242	Syaf.g_02656	Praj.g_00523
OG0000243	Syaf.g_02634	Praj.g_00534
OG0000244	Syaf.g_02627	Praj.g_00537
OG0000245	Syaf.g_02625	Praj.g_00539
OG0000246	Syaf.g_02621	Praj.g_00543
OG0000247	Syaf.g_02610	Praj.g_00553
OG0000248	Syaf.g_02607	Praj.g_00555
OG0000249	Syaf.g_02605	Praj.g_00557
OG0000250	Syaf.g_02593	Praj.g_00562
OG0000251	Syaf.g_02568	Praj.g_00578
OG0000252	Syaf.g_02565	Praj.g_00580
OG0000253	Syaf.g_02564	Praj.g_00582
OG0000254	Syaf.g_02371	Praj.g_00599
OG0000255	Syaf.g_02352	Praj.g_00605
OG0000256	Syaf.g_02329	Praj.g_00615
OG0000257	Syaf.g_02323	Praj.g_00618
OG0000258	Syaf.g_02301	Praj.g_00631
OG0000259	Syaf.g_02137	Praj.g_00648
OG0000260	Syaf.g_02134	Praj.g_00651
OG0000261	Syaf.g_02131	Praj.g_00654
OG0000262	Syaf.g_02126	Praj.g_00659
OG0000263	Syaf.g_01585	Praj.g_00673
OG0000264	Syaf.g_01473	Praj.g_00684
OG0000265	Syaf.g_01196	Praj.g_00698
OG0000266	Syaf.g_01967	Praj.g_00708
OG0000267	Syaf.g_01787	Praj.g_00721
OG0000268	Syaf.g_01788	Praj.g_00722
OG0000269	Syaf.g_02054	Praj.g_00764
OG0000270	Syaf.g_02051	Praj.g_00767
OG0000271	Syaf.g_02043	Praj.g_00775
OG0000272	Syaf.g_02042	Praj.g_00776
OG0000273	Syaf.g_01392	Praj.g_00801
OG0000274	Syaf.g_01391	Praj.g_00802
OG0000275	Syaf.g_01386	Praj.g_00804
OG0000276	Syaf.g_01379	Praj.g_00810
OG0000277	Syaf.g_01378	Praj.g_00811
OG0000278	Syaf.g_01375	Praj.g_00815
OG0000279	Syaf.g_01367	Praj.g_00822
OG0000280	Syaf.g_01337	Praj.g_01326
OG0000281	Syaf.g_01636	Praj.g_00829
OG0000282	Syaf.g_02101	Praj.g_00889
OG0000283	Syaf.g_01804	Praj.g_00920
OG0000284	Syaf.g_01810	Praj.g_00925
OG0000285	Syaf.g_01842	Praj.g_00930
OG0000286	Syaf.g_01860	Praj.g_00945
OG0000287	Syaf.g_01896	Praj.g_00085
OG0000288	Syaf.g_01929	Praj.g_00994
OG0000289	Syaf.g_01943	Praj.g_01005
OG0000290	Syaf.g_01439	Praj.g_01021
OG0000291	Syaf.g_01441	Praj.g_01023
OG0000292	Syaf.g_00505	Praj.g_01196
OG0000293	Syaf.g_01277	Praj.g_01470
OG0000294	Syaf.g_01278	Praj.g_01469
OG0000295	Syaf.g_01316	Praj.g_01447
OG0000296	Syaf.g_01318	Praj.g_01445
OG0000297	Syaf.g_01607	Praj.g_01437
OG0000298	Syaf.g_01606	Praj.g_01436
OG0000299	Syaf.g_01578	Praj.g_01417
OG0000300	Syaf.g_01571	Praj.g_01414
OG0000301	Syaf.g_01570	Praj.g_01413
OG0000302	Syaf.g_01568	Praj.g_01410
OG0000303	Syaf.g_01559	Praj.g_01405
OG0000304	Syaf.g_01551	Praj.g_01402
OG0000305	Syaf.g_01444	Praj.g_01734
OG0000306	Syaf.g_01332	Praj.g_00833
OG0000307	Syaf.g_02742	Praj.g_01584
OG0000308	Syaf.g_02744	Praj.g_01585
OG0000309	Syaf.g_02749	Praj.g_01589
OG0000310	Syaf.g_02387	Praj.g_01616
OG0000311	Syaf.g_02391	Praj.g_01618
OG0000312	Syaf.g_02397	Praj.g_01621
OG0000313	Syaf.g_02421	Praj.g_01636
OG0000314	Syaf.g_02458	Praj.g_01657
OG0000315	Syaf.g_02468	Praj.g_01667
OG0000316	Syaf.g_01088	Praj.g_01692
OG0000317	Syaf.g_01040	Praj.g_01766
OG0000318	Syaf.g_01032	Praj.g_01769
OG0000319	Syaf.g_01015	Praj.g_01780
OG0000320	Syaf.g_01013	Praj.g_01782
OG0000321	Syaf.g_01012	Praj.g_01783
OG0000322	Syaf.g_01011	Praj.g_01784
OG0000323	Syaf.g_00997	Praj.g_01793
OG0000324	Syaf.g_01164	Praj.g_01820
OG0000325	Syaf.g_00176	Praj.g_01870
OG0000326	Syaf.g_00169	Praj.g_01876
OG0000327	Syaf.g_00138	Praj.g_01910
OG0000328	Syaf.g_00137	Praj.g_01911
OG0000329	Syaf.g_00119	Praj.g_01928
OG0000330	Syaf.g_00118	Praj.g_01929
OG0000331	Syaf.g_00117	Praj.g_01930
OG0000332	Syaf.g_00102	Praj.g_01944
OG0000333	Syaf.g_00099	Praj.g_01946
OG0000334	Syaf.g_00090	Praj.g_01955
OG0000335	Syaf.g_00085	Praj.g_01960
OG0000336	Syaf.g_00081	Praj.g_01964
OG0000337	Syaf.g_00344	Praj.g_01982
OG0000338	Syaf.g_00348	Praj.g_01983
OG0000339	Syaf.g_00355	Praj.g_01988
OG0000340	Syaf.g_00366	Praj.g_01997
OG0000341	Syaf.g_00368	Praj.g_01999
OG0000342	Syaf.g_00369	Praj.g_02000
OG0000343	Syaf.g_00370	Praj.g_02001
OG0000344	Syaf.g_00374	Praj.g_02004
OG0000345	Syaf.g_00384	Praj.g_02009
OG0000346	Syaf.g_00389	Praj.g_02013
OG0000347	Syaf.g_00415	Praj.g_02034
OG0000348	Syaf.g_00427	Praj.g_02064
OG0000349	Syaf.g_00445	Praj.g_02082
OG0000350	Syaf.g_00162	Praj.g_02103
OG0000351	Syaf.g_00528	Praj.g_02128
OG0000352	Syaf.g_00527	Praj.g_02129
OG0000353	Syaf.g_00499	Praj.g_02148
OG0000355	Syaf.g_00497	Praj.g_00001
OG0000356	Syaf.g_00496	Praj.g_00002
OG0000357	Syaf.g_00495	Praj.g_00003
OG0000358	Syaf.g_00491	Praj.g_00007
OG0000359	Syaf.g_00489	Praj.g_00008
OG0000360	Syaf.g_00488	Praj.g_00009
OG0000361	Syaf.g_00487	Praj.g_00010
OG0000362	Syaf.g_00485	Praj.g_00012
OG0000363	Syaf.g_00483	Praj.g_00014
OG0000364	Syaf.g_00482	Praj.g_00015
OG0000365	Syaf.g_00473	Praj.g_00020
OG0000366	Syaf.g_00472	Praj.g_00021
OG0000367	Syaf.g_00471	Praj.g_00022
OG0000368	Syaf.g_00469	Praj.g_00024
OG0000369	Syaf.g_00468	Praj.g_00025
OG0000370	Syaf.g_00467	Praj.g_00026
OG0000371	Syaf.g_00458	Praj.g_00032
OG0000372	Syaf.g_00453	Praj.g_00034
OG0000373	Syaf.g_00452	Praj.g_00035
OG0000374	Syaf.g_00451	Praj.g_00036
OG0000375	Syaf.g_00449	Praj.g_00044
OG0000376	Syaf.g_00447	Praj.g_00046
OG0000377	Syaf.g_00654	Praj.g_00049
OG0000378	Syaf.g_00668	Praj.g_00051
OG0000379	Syaf.g_00686	Praj.g_00054
OG0000380	Syaf.g_00965	Praj.g_00104
OG0000381	Syaf.g_00962	Praj.g_00108
OG0000382	Syaf.g_00945	Praj.g_00119
OG0000383	Syaf.g_00941	Praj.g_00121
OG0000384	Syaf.g_00940	Praj.g_00122
OG0000385	Syaf.g_00939	Praj.g_00123
OG0000386	Syaf.g_00938	Praj.g_00124
OG0000387	Syaf.g_00912	Praj.g_00137
OG0000388	Syaf.g_00908	Praj.g_00141
OG0000389	Syaf.g_00904	Praj.g_00144
OG0000390	Syaf.g_00883	Praj.g_00153
OG0000391	Syaf.g_00878	Praj.g_00157
OG0000392	Syaf.g_00872	Praj.g_00160
OG0000393	Syaf.g_00870	Praj.g_00163
OG0000394	Syaf.g_00869	Praj.g_00164
OG0000395	Syaf.g_00868	Praj.g_00165
OG0000396	Syaf.g_00865	Praj.g_00168
OG0000397	Syaf.g_00863	Praj.g_00170
OG0000398	Syaf.g_00858	Praj.g_00173
OG0000399	Syaf.g_00857	Praj.g_00174
OG0000400	Syaf.g_00856	Praj.g_00175
OG0000401	Syaf.g_00855	Praj.g_00176
OG0000402	Syaf.g_00852	Praj.g_01057
OG0000403	Syaf.g_00851	Praj.g_00177
OG0000404	Syaf.g_00850	Praj.g_00178
OG0000405	Syaf.g_00835	Praj.g_00183
OG0000406	Syaf.g_00831	Praj.g_00187
OG0000407	Syaf.g_00830	Praj.g_00188
OG0000408	Syaf.g_00828	Praj.g_00190
OG0000409	Syaf.g_00826	Praj.g_00192
OG0000410	Syaf.g_00825	Praj.g_00193
OG0000411	Syaf.g_00824	Praj.g_00194
OG0000412	Syaf.g_00823	Praj.g_00195
OG0000413	Syaf.g_00821	Praj.g_00196
OG0000414	Syaf.g_00820	Praj.g_00197
OG0000415	Syaf.g_00819	Praj.g_00198
OG0000416	Syaf.g_00818	Praj.g_00199
OG0000417	Syaf.g_00817	Praj.g_00200
OG0000418	Syaf.g_00812	Praj.g_00205
OG0000419	Syaf.g_00810	Praj.g_00207
OG0000420	Syaf.g_00808	Praj.g_00208
OG0000421	Syaf.g_00803	Praj.g_00212
OG0000422	Syaf.g_00802	Praj.g_00213
OG0000423	Syaf.g_00801	Praj.g_00214
OG0000424	Syaf.g_00800	Praj.g_00215
OG0000425	Syaf.g_00799	Praj.g_00216
OG0000426	Syaf.g_00798	Praj.g_00217
OG0000427	Syaf.g_00797	Praj.g_00218
OG0000428	Syaf.g_00794	Praj.g_00220
OG0000429	Syaf.g_00792	Praj.g_00221
OG0000430	Syaf.g_00790	Praj.g_00222
OG0000431	Syaf.g_00786	Praj.g_00224
OG0000432	Syaf.g_00779	Praj.g_00228
OG0000433	Syaf.g_00777	Praj.g_00229
OG0000434	Syaf.g_00776	Praj.g_00230
OG0000435	Syaf.g_00772	Praj.g_00231
OG0000436	Syaf.g_00767	Praj.g_00236
OG0000437	Syaf.g_00766	Praj.g_00237
OG0000438	Syaf.g_00765	Praj.g_00238
OG0000439	Syaf.g_00763	Praj.g_00240
OG0000440	Syaf.g_00762	Praj.g_00241
OG0000441	Syaf.g_00756	Praj.g_00243
OG0000442	Syaf.g_00743	Praj.g_00244
OG0000443	Syaf.g_00739	Praj.g_00245
OG0000444	Syaf.g_00733	Praj.g_00250
OG0000445	Syaf.g_00729	Praj.g_00251
OG0000446	Syaf.g_00728	Praj.g_00252
OG0000447	Syaf.g_00725	Praj.g_00253
OG0000448	Syaf.g_00724	Praj.g_00254
OG0000449	Syaf.g_00723	Praj.g_00255
OG0000450	Syaf.g_00717	Praj.g_00256
OG0000451	Syaf.g_00716	Praj.g_00257
OG0000452	Syaf.g_00712	Praj.g_00260
OG0000453	Syaf.g_00711	Praj.g_00261
OG0000454	Syaf.g_00710	Praj.g_00262
OG0000455	Syaf.g_00709	Praj.g_00263
OG0000456	Syaf.g_00708	Praj.g_00264
OG0000457	Syaf.g_00706	Praj.g_00265
OG0000458	Syaf.g_00705	Praj.g_00266
OG0000459	Syaf.g_00704	Praj.g_00267
OG0000460	Syaf.g_02789	Praj.g_00275
OG0000461	Syaf.g_00183	Praj.g_00283
OG0000462	Syaf.g_00186	Praj.g_00285
OG0000463	Syaf.g_00187	Praj.g_00286
OG0000464	Syaf.g_00188	Praj.g_00287
OG0000465	Syaf.g_00190	Praj.g_00288
OG0000466	Syaf.g_00194	Praj.g_00289
OG0000467	Syaf.g_00196	Praj.g_00290
OG0000468	Syaf.g_00206	Praj.g_00292
OG0000469	Syaf.g_00220	Praj.g_00299
OG0000470	Syaf.g_00222	Praj.g_00301
OG0000471	Syaf.g_00223	Praj.g_00302
OG0000472	Syaf.g_00225	Praj.g_00303
OG0000473	Syaf.g_00227	Praj.g_00305
OG0000474	Syaf.g_00228	Praj.g_00306
OG0000475	Syaf.g_00229	Praj.g_00307
OG0000476	Syaf.g_00231	Praj.g_00309
OG0000477	Syaf.g_00237	Praj.g_00311
OG0000478	Syaf.g_00238	Praj.g_00312
OG0000479	Syaf.g_00239	Praj.g_00313
OG0000480	Syaf.g_00247	Praj.g_00318
OG0000481	Syaf.g_00249	Praj.g_00320
OG0000482	Syaf.g_00250	Praj.g_00321
OG0000483	Syaf.g_00254	Praj.g_00324
OG0000484	Syaf.g_00255	Praj.g_00325
OG0000485	Syaf.g_00256	Praj.g_00326
OG0000486	Syaf.g_00257	Praj.g_00327
OG0000487	Syaf.g_00263	Praj.g_00330
OG0000488	Syaf.g_00267	Praj.g_00333
OG0000489	Syaf.g_00274	Praj.g_00338
OG0000490	Syaf.g_00284	Praj.g_00343
OG0000491	Syaf.g_00285	Praj.g_00344
OG0000492	Syaf.g_00288	Praj.g_00346
OG0000493	Syaf.g_00289	Praj.g_00347
OG0000494	Syaf.g_00290	Praj.g_00348
OG0000495	Syaf.g_00291	Praj.g_00349
OG0000496	Syaf.g_00292	Praj.g_00350
OG0000497	Syaf.g_00293	Praj.g_00351
OG0000498	Syaf.g_00294	Praj.g_00352
OG0000499	Syaf.g_00295	Praj.g_00353
OG0000500	Syaf.g_00296	Praj.g_00354
OG0000501	Syaf.g_00299	Praj.g_00356
OG0000502	Syaf.g_00319	Praj.g_00359
OG0000503	Syaf.g_00023	Praj.g_00380
OG0000504	Syaf.g_00021	Praj.g_00382
OG0000505	Syaf.g_00020	Praj.g_00383
OG0000506	Syaf.g_00018	Praj.g_00384
OG0000507	Syaf.g_00012	Praj.g_00387
OG0000508	Syaf.g_00008	Praj.g_00390
OG0000509	Syaf.g_00006	Praj.g_00392
OG0000510	Syaf.g_00005	Praj.g_00393
OG0000511	Syaf.g_00004	Praj.g_00394
OG0000512	Syaf.g_00002	Praj.g_00396
OG0000513	Syaf.g_02803	Praj.g_00406
OG0000514	Syaf.g_02796	Praj.g_00425
OG0000515	Syaf.g_02795	Praj.g_00426
OG0000516	Syaf.g_01219	Praj.g_00427
OG0000517	Syaf.g_01213	Praj.g_00429
OG0000518	Syaf.g_01230	Praj.g_00440
OG0000519	Syaf.g_01231	Praj.g_00441
OG0000520	Syaf.g_01235	Praj.g_00442
OG0000521	Syaf.g_02542	Praj.g_00447
OG0000522	Syaf.g_02538	Praj.g_00449
OG0000523	Syaf.g_02537	Praj.g_00450
OG0000524	Syaf.g_02531	Praj.g_00457
OG0000525	Syaf.g_02507	Praj.g_00461
OG0000526	Syaf.g_02504	Praj.g_00462
OG0000527	Syaf.g_02500	Praj.g_00465
OG0000528	Syaf.g_02728	Praj.g_00471
OG0000529	Syaf.g_02720	Praj.g_00474
OG0000530	Syaf.g_02717	Praj.g_00477
OG0000531	Syaf.g_02716	Praj.g_00478
OG0000532	Syaf.g_02713	Praj.g_00479
OG0000533	Syaf.g_02712	Praj.g_00480
OG0000534	Syaf.g_02711	Praj.g_00481
OG0000535	Syaf.g_02710	Praj.g_00482
OG0000536	Syaf.g_02709	Praj.g_00483
OG0000537	Syaf.g_02708	Praj.g_00484
OG0000538	Syaf.g_02697	Praj.g_00492
OG0000539	Syaf.g_02696	Praj.g_00493
OG0000540	Syaf.g_02695	Praj.g_00494
OG0000541	Syaf.g_02694	Praj.g_00495
OG0000542	Syaf.g_02691	Praj.g_00497
OG0000543	Syaf.g_02689	Praj.g_00499
OG0000544	Syaf.g_02688	Praj.g_00500
OG0000545	Syaf.g_02686	Praj.g_00502
OG0000546	Syaf.g_02684	Praj.g_00505
OG0000547	Syaf.g_02682	Praj.g_00507
OG0000548	Syaf.g_02681	Praj.g_00508
OG0000549	Syaf.g_02676	Praj.g_00511
OG0000550	Syaf.g_02671	Praj.g_00515
OG0000551	Syaf.g_02666	Praj.g_00518
OG0000552	Syaf.g_02665	Praj.g_00519
OG0000553	Syaf.g_02663	Praj.g_00520
OG0000554	Syaf.g_02653	Praj.g_00525
OG0000555	Syaf.g_02635	Praj.g_00533
OG0000556	Syaf.g_02630	Praj.g_00535
OG0000557	Syaf.g_02628	Praj.g_00536
OG0000558	Syaf.g_02626	Praj.g_00538
OG0000559	Syaf.g_02622	Praj.g_00542
OG0000560	Syaf.g_02619	Praj.g_00545
OG0000561	Syaf.g_02618	Praj.g_00546
OG0000562	Syaf.g_02617	Praj.g_00547
OG0000563	Syaf.g_02616	Praj.g_00548
