Orthogroup	Syaf	Prbg
OG0000091	Syaf.g_02302	Prbg.g_01414
OG0000093	Syaf.g_02065	Prbg.g_01385
OG0000094	Syaf.g_01940	Prbg.g_01336
OG0000095	Syaf.g_01442	Prbg.g_01234
OG0000097	Syaf.g_01574	Prbg.g_01440
OG0000098	Syaf.g_01637	Prbg.g_00505
OG0000099	Syaf.g_00312	Prbg.g_00552
OG0000100	Syaf.g_02017	Prbg.g_00670
OG0000101	Syaf.g_00093	Prbg.g_01785
OG0000102	Syaf.g_00393	Prbg.g_01852
OG0000103	Syaf.g_00520	Prbg.g_01937
OG0000104	Syaf.g_00502	Prbg.g_00763
OG0000105	Syaf.g_00235	Prbg.g_00053
OG0000106	Syaf.g_01745	Prbg.g_00388
OG0000107	Syaf.g_00177, Syaf.g_00758	Prbg.g_01714
OG0000108	Syaf.g_02721	Prbg.g_00199
OG0000109	Syaf.g_02706	Prbg.g_00213
OG0000110	Syaf.g_02589	Prbg.g_00293
OG0000111	Syaf.g_01451	Prbg.g_01144
OG0000112	Syaf.g_01852	Prbg.g_00366
OG0000113	Syaf.g_02022	Prbg.g_01182
OG0000114	Syaf.g_02103	Prbg.g_01084
OG0000115	Syaf.g_02445	Prbg.g_01555
OG0000116	Syaf.g_01276	Prbg.g_01497
OG0000117	Syaf.g_01605	Prbg.g_01459
OG0000118	Syaf.g_02544	Prbg.g_00490
OG0000120	Syaf.g_00313	Prbg.g_00549
OG0000121	Syaf.g_02419	Prbg.g_00593
OG0000123	Syaf.g_00086	Prbg.g_01792
OG0000124	Syaf.g_00414	Prbg.g_01864
OG0000125	Syaf.g_00640	Prbg.g_01900
OG0000126	Syaf.g_00504	Prbg.g_00762
OG0000128	Syaf.g_00486	Prbg.g_00778
OG0000129	Syaf.g_00651	Prbg.g_00829
OG0000130	Syaf.g_00963	Prbg.g_00800
OG0000131	Syaf.g_00833	Prbg.g_00922
OG0000132	Syaf.g_00813	Prbg.g_00942
OG0000133	Syaf.g_01857	Prbg.g_00100
OG0000134	Syaf.g_02804	Prbg.g_00139
OG0000135	Syaf.g_00605	Prbg.g_00459
OG0000136	Syaf.g_01224	Prbg.g_00161
OG0000137	Syaf.g_02498	Prbg.g_00194
OG0000138	Syaf.g_02705	Prbg.g_00214
OG0000139	Syaf.g_02648	Prbg.g_00254
OG0000140	Syaf.g_02646	Prbg.g_00255
OG0000141	Syaf.g_02375	Prbg.g_00327
OG0000142	Syaf.g_02310	Prbg.g_01422
OG0000143	Syaf.g_02306	Prbg.g_01418
OG0000144	Syaf.g_01735	Prbg.g_01404
OG0000145	Syaf.g_02699	Prbg.g_00461
OG0000146	Syaf.g_01851	Prbg.g_00365
OG0000147	Syaf.g_01850	Prbg.g_00364
OG0000148	Syaf.g_02028	Prbg.g_01176
OG0000149	Syaf.g_01371	Prbg.g_01208
OG0000150	Syaf.g_02645	Prbg.g_01218
OG0000151	Syaf.g_02091	Prbg.g_01094
OG0000152	Syaf.g_01861	Prbg.g_01287
OG0000153	Syaf.g_01904	Prbg.g_01306
OG0000154	Syaf.g_01930	Prbg.g_01326
OG0000155	Syaf.g_01324	Prbg.g_01465
OG0000156	Syaf.g_01270	Prbg.g_00466
OG0000157	Syaf.g_01269	Prbg.g_00467
OG0000158	Syaf.g_00364	Prbg.g_01829
OG0000159	Syaf.g_00311	Prbg.g_00809
OG0000160	Syaf.g_02418	Prbg.g_00592
OG0000161	Syaf.g_02424	Prbg.g_00598
OG0000162	Syaf.g_02431	Prbg.g_00604
OG0000163	Syaf.g_01105	Prbg.g_00643
OG0000164	Syaf.g_00999	Prbg.g_01674
OG0000165	Syaf.g_01197	Prbg.g_01681
OG0000166	Syaf.g_00133	Prbg.g_01748
OG0000167	Syaf.g_00350	Prbg.g_01819
OG0000168	Syaf.g_00365	Prbg.g_01830
OG0000169	Syaf.g_00376	Prbg.g_01840
OG0000170	Syaf.g_00383	Prbg.g_01843
OG0000171	Syaf.g_00413	Prbg.g_01863
OG0000172	Syaf.g_00419	Prbg.g_01870
OG0000173	Syaf.g_00438	Prbg.g_01885
OG0000174	Syaf.g_00603	Prbg.g_01915
OG0000175	Syaf.g_00531	Prbg.g_01928
OG0000176	Syaf.g_00494	Prbg.g_00771
OG0000177	Syaf.g_00493	Prbg.g_00772
OG0000178	Syaf.g_00492	Prbg.g_00773
OG0000179	Syaf.g_00477	Prbg.g_00858
OG0000180	Syaf.g_00476	Prbg.g_00857
OG0000181	Syaf.g_00475	Prbg.g_00856
OG0000182	Syaf.g_00474	Prbg.g_00855
OG0000183	Syaf.g_00470	Prbg.g_00851
OG0000184	Syaf.g_00664	Prbg.g_00825
OG0000185	Syaf.g_00684	Prbg.g_00822
OG0000186	Syaf.g_00968	Prbg.g_00806
OG0000187	Syaf.g_00966	Prbg.g_00805
OG0000188	Syaf.g_00944	Prbg.g_00788
OG0000189	Syaf.g_00916	Prbg.g_00866
OG0000190	Syaf.g_00914	Prbg.g_00868
OG0000191	Syaf.g_00877	Prbg.g_00891
OG0000192	Syaf.g_00871	Prbg.g_00896
OG0000193	Syaf.g_00832	Prbg.g_00923
OG0000194	Syaf.g_00829	Prbg.g_00926
OG0000195	Syaf.g_00827	Prbg.g_00928
OG0000196	Syaf.g_00816	Prbg.g_00939
OG0000197	Syaf.g_00815	Prbg.g_00940
OG0000198	Syaf.g_00814	Prbg.g_00941
OG0000199	Syaf.g_00806	Prbg.g_00948
OG0000200	Syaf.g_00789	Prbg.g_00962
OG0000201	Syaf.g_00771	Prbg.g_00971
OG0000202	Syaf.g_00770	Prbg.g_00972
OG0000203	Syaf.g_00769	Prbg.g_00973
OG0000204	Syaf.g_00768	Prbg.g_00974
OG0000205	Syaf.g_00761	Prbg.g_00981
OG0000206	Syaf.g_00736	Prbg.g_00986
OG0000207	Syaf.g_00735	Prbg.g_00989
OG0000208	Syaf.g_00734	Prbg.g_00990
OG0000209	Syaf.g_00714	Prbg.g_00999
OG0000210	Syaf.g_00713	Prbg.g_01000
OG0000211	Syaf.g_02791	Prbg.g_01015
OG0000212	Syaf.g_02781	Prbg.g_01023
OG0000213	Syaf.g_00210	Prbg.g_01041
OG0000214	Syaf.g_00226	Prbg.g_00046
OG0000215	Syaf.g_00258	Prbg.g_00073
OG0000216	Syaf.g_00262	Prbg.g_00074
OG0000217	Syaf.g_00266	Prbg.g_00077
OG0000218	Syaf.g_00268	Prbg.g_00079
OG0000219	Syaf.g_00269	Prbg.g_00080
OG0000220	Syaf.g_00270	Prbg.g_00081
OG0000221	Syaf.g_02597, Syaf.g_00273	Prbg.g_00082
OG0000222	Syaf.g_00287	Prbg.g_00089
OG0000223	Syaf.g_00317	Prbg.g_00101
OG0000224	Syaf.g_00324	Prbg.g_00103
OG0000225	Syaf.g_00007	Prbg.g_00129
OG0000226	Syaf.g_00003	Prbg.g_01941
OG0000227	Syaf.g_00001	Prbg.g_01943
OG0000228	Syaf.g_02808	Prbg.g_00136
OG0000229	Syaf.g_01214	Prbg.g_00156
OG0000230	Syaf.g_01216	Prbg.g_00158
OG0000231	Syaf.g_01236	Prbg.g_00169
OG0000232	Syaf.g_02536	Prbg.g_00180
OG0000233	Syaf.g_02528	Prbg.g_00186
OG0000234	Syaf.g_02497	Prbg.g_00195
OG0000235	Syaf.g_02722	Prbg.g_00198
OG0000236	Syaf.g_02707	Prbg.g_00212
OG0000237	Syaf.g_02690	Prbg.g_00225
OG0000238	Syaf.g_02685	Prbg.g_00231
OG0000239	Syaf.g_02669	Prbg.g_00242
OG0000240	Syaf.g_02668	Prbg.g_00243
OG0000241	Syaf.g_02322	Prbg.g_00247
OG0000242	Syaf.g_02656	Prbg.g_00249
OG0000243	Syaf.g_02634	Prbg.g_00260
OG0000244	Syaf.g_02627	Prbg.g_00264
OG0000245	Syaf.g_02625	Prbg.g_00266
OG0000246	Syaf.g_02621	Prbg.g_00270
OG0000247	Syaf.g_02610	Prbg.g_00280
OG0000248	Syaf.g_02607	Prbg.g_00283
OG0000249	Syaf.g_02605	Prbg.g_00285
OG0000250	Syaf.g_02593	Prbg.g_00290
OG0000251	Syaf.g_02568	Prbg.g_00310
OG0000252	Syaf.g_02565	Prbg.g_00313
OG0000253	Syaf.g_02564	Prbg.g_00314
OG0000254	Syaf.g_02371	Prbg.g_00331
OG0000255	Syaf.g_02352	Prbg.g_00337
OG0000256	Syaf.g_02329	Prbg.g_00347
OG0000257	Syaf.g_02323	Prbg.g_01427
OG0000258	Syaf.g_02301	Prbg.g_01413
OG0000259	Syaf.g_02137	Prbg.g_01396
OG0000260	Syaf.g_02134	Prbg.g_01393
OG0000261	Syaf.g_02131	Prbg.g_01390
OG0000262	Syaf.g_02126	Prbg.g_01386
OG0000263	Syaf.g_01585	Prbg.g_01122
OG0000264	Syaf.g_01473	Prbg.g_01133
OG0000265	Syaf.g_01196	Prbg.g_01151
OG0000266	Syaf.g_01967	Prbg.g_01367
OG0000267	Syaf.g_01787	Prbg.g_01355
OG0000268	Syaf.g_00307, Syaf.g_01788	Prbg.g_01354
OG0000269	Syaf.g_02054	Prbg.g_01154
OG0000270	Syaf.g_02051	Prbg.g_01157
OG0000271	Syaf.g_02043	Prbg.g_01165
OG0000272	Syaf.g_02042	Prbg.g_01166
OG0000273	Syaf.g_01392	Prbg.g_01190
OG0000274	Syaf.g_01391	Prbg.g_01191
OG0000275	Syaf.g_01386	Prbg.g_01194
OG0000276	Syaf.g_01379	Prbg.g_01200
OG0000277	Syaf.g_01378	Prbg.g_01201
OG0000278	Syaf.g_01375	Prbg.g_01204
OG0000279	Syaf.g_01367	Prbg.g_01211
OG0000280	Syaf.g_01337	Prbg.g_01212
OG0000281	Syaf.g_01636	Prbg.g_01219
OG0000282	Syaf.g_02101	Prbg.g_01086
OG0000283	Syaf.g_01804	Prbg.g_01263
OG0000284	Syaf.g_01810	Prbg.g_01268
OG0000285	Syaf.g_01842	Prbg.g_01273
OG0000286	Syaf.g_01860	Prbg.g_01286
OG0000287	Syaf.g_01896	Prbg.g_01552
OG0000288	Syaf.g_01929	Prbg.g_01325
OG0000289	Syaf.g_01943	Prbg.g_01341
OG0000290	Syaf.g_01439	Prbg.g_01237
OG0000291	Syaf.g_01441	Prbg.g_01235
OG0000292	Syaf.g_00505	Prbg.g_01531
OG0000293	Syaf.g_01277	Prbg.g_01496
OG0000294	Syaf.g_01278	Prbg.g_01495
OG0000295	Syaf.g_01316	Prbg.g_01472
OG0000296	Syaf.g_01318	Prbg.g_01470
OG0000297	Syaf.g_01607	Prbg.g_01461
OG0000298	Syaf.g_01606	Prbg.g_01460
OG0000299	Syaf.g_01578	Prbg.g_01441
OG0000300	Syaf.g_01571	Prbg.g_01438
OG0000301	Syaf.g_01570	Prbg.g_01437
OG0000302	Syaf.g_01568	Prbg.g_01435
OG0000303	Syaf.g_01559	Prbg.g_01429
OG0000304	Syaf.g_01551	Prbg.g_00352
OG0000305	Syaf.g_01444	Prbg.g_01529
OG0000306	Syaf.g_01332	Prbg.g_01223
OG0000307	Syaf.g_02742	Prbg.g_00538
OG0000308	Syaf.g_02744	Prbg.g_00539
OG0000309	Syaf.g_02749	Prbg.g_00543
OG0000310	Syaf.g_02387	Prbg.g_00577
OG0000311	Syaf.g_02391	Prbg.g_00579
OG0000312	Syaf.g_02397	Prbg.g_00582
OG0000313	Syaf.g_02421	Prbg.g_00595
OG0000314	Syaf.g_02458	Prbg.g_00618
OG0000315	Syaf.g_02468	Prbg.g_00628
OG0000316	Syaf.g_01088	Prbg.g_00653
OG0000317	Syaf.g_01040	Prbg.g_01647
OG0000318	Syaf.g_01032	Prbg.g_01651
OG0000319	Syaf.g_01015	Prbg.g_01664
OG0000320	Syaf.g_01013	Prbg.g_01666
OG0000321	Syaf.g_01012	Prbg.g_01667
OG0000322	Syaf.g_01011	Prbg.g_01668
OG0000323	Syaf.g_00997	Prbg.g_01677
OG0000324	Syaf.g_01164	Prbg.g_01704
OG0000325	Syaf.g_00176	Prbg.g_01715
OG0000326	Syaf.g_00169	Prbg.g_01722
OG0000327	Syaf.g_00138	Prbg.g_01743
OG0000328	Syaf.g_00137	Prbg.g_01744
OG0000329	Syaf.g_00119	Prbg.g_01761
OG0000330	Syaf.g_00118	Prbg.g_01762
OG0000331	Syaf.g_00117	Prbg.g_01763
OG0000332	Syaf.g_00102	Prbg.g_01777
OG0000333	Syaf.g_00099	Prbg.g_01779
OG0000334	Syaf.g_00090	Prbg.g_01788
OG0000335	Syaf.g_00085	Prbg.g_01793
OG0000336	Syaf.g_00081	Prbg.g_01797
OG0000337	Syaf.g_00344	Prbg.g_01815
OG0000338	Syaf.g_00348	Prbg.g_01816
OG0000339	Syaf.g_00355	Prbg.g_01822
OG0000340	Syaf.g_00366	Prbg.g_01831
OG0000341	Syaf.g_00368	Prbg.g_01833
OG0000342	Syaf.g_00369	Prbg.g_01834
OG0000343	Syaf.g_00370	Prbg.g_01835
OG0000344	Syaf.g_00374	Prbg.g_01838
OG0000345	Syaf.g_00384	Prbg.g_01844
OG0000346	Syaf.g_00389	Prbg.g_01848
OG0000347	Syaf.g_00415	Prbg.g_01865
OG0000348	Syaf.g_00427	Prbg.g_01873
OG0000349	Syaf.g_00445	Prbg.g_01891
OG0000350	Syaf.g_00162	Prbg.g_00419
OG0000351	Syaf.g_00528	Prbg.g_01931
OG0000352	Syaf.g_00527	Prbg.g_01932
OG0000353	Syaf.g_00499	Prbg.g_00766
OG0000355	Syaf.g_00497	Prbg.g_00768
OG0000356	Syaf.g_00496	Prbg.g_00769
OG0000357	Syaf.g_00495	Prbg.g_00770
OG0000358	Syaf.g_00491	Prbg.g_00774
OG0000359	Syaf.g_00489	Prbg.g_00775
OG0000360	Syaf.g_00488	Prbg.g_00776
OG0000361	Syaf.g_00487	Prbg.g_00777
OG0000362	Syaf.g_00485	Prbg.g_00779
OG0000363	Syaf.g_00483	Prbg.g_00860
OG0000364	Syaf.g_00482	Prbg.g_00859
OG0000365	Syaf.g_00473	Prbg.g_00854
OG0000366	Syaf.g_00472	Prbg.g_00853
OG0000367	Syaf.g_00471	Prbg.g_00852
OG0000368	Syaf.g_00469	Prbg.g_00850
OG0000369	Syaf.g_00468	Prbg.g_00849
OG0000370	Syaf.g_00467	Prbg.g_00848
OG0000371	Syaf.g_00458	Prbg.g_00841
OG0000372	Syaf.g_00453	Prbg.g_00838
OG0000373	Syaf.g_00452	Prbg.g_00837
OG0000374	Syaf.g_00451	Prbg.g_00836
OG0000375	Syaf.g_00449	Prbg.g_00834
OG0000376	Syaf.g_00447	Prbg.g_00832
OG0000377	Syaf.g_00654	Prbg.g_00828
OG0000378	Syaf.g_00668	Prbg.g_00824
OG0000379	Syaf.g_00686	Prbg.g_00821
OG0000380	Syaf.g_00965	Prbg.g_00804
OG0000381	Syaf.g_00962	Prbg.g_00799
OG0000382	Syaf.g_00945	Prbg.g_00789
OG0000383	Syaf.g_00941	Prbg.g_00787
OG0000384	Syaf.g_00940	Prbg.g_00786
OG0000385	Syaf.g_00939	Prbg.g_00785
OG0000386	Syaf.g_00938	Prbg.g_00784
OG0000387	Syaf.g_00912	Prbg.g_00870
OG0000388	Syaf.g_00908	Prbg.g_00874
OG0000389	Syaf.g_00904	Prbg.g_00877
OG0000390	Syaf.g_00883	Prbg.g_00887
OG0000391	Syaf.g_00878	Prbg.g_00890
OG0000392	Syaf.g_00872	Prbg.g_00894
OG0000393	Syaf.g_00870	Prbg.g_00897
OG0000394	Syaf.g_00869	Prbg.g_00898
OG0000395	Syaf.g_00868	Prbg.g_00899
OG0000396	Syaf.g_00865	Prbg.g_00901
OG0000397	Syaf.g_00863	Prbg.g_00903
OG0000398	Syaf.g_00858	Prbg.g_00906
OG0000399	Syaf.g_00857	Prbg.g_00907
OG0000400	Syaf.g_00856	Prbg.g_00908
OG0000401	Syaf.g_00855	Prbg.g_00909
OG0000402	Syaf.g_00852	Prbg.g_01349
OG0000403	Syaf.g_00851	Prbg.g_00911
OG0000404	Syaf.g_00850	Prbg.g_00912
OG0000405	Syaf.g_00835	Prbg.g_00916
OG0000406	Syaf.g_00831	Prbg.g_00924
OG0000407	Syaf.g_00830	Prbg.g_00925
OG0000408	Syaf.g_00828	Prbg.g_00927
OG0000409	Syaf.g_00826	Prbg.g_00929
OG0000410	Syaf.g_00825	Prbg.g_00930
OG0000411	Syaf.g_00824	Prbg.g_00931
OG0000412	Syaf.g_00823	Prbg.g_00932
OG0000413	Syaf.g_00821	Prbg.g_00934
OG0000414	Syaf.g_00820	Prbg.g_00935
OG0000415	Syaf.g_00819	Prbg.g_00936
OG0000416	Syaf.g_00818	Prbg.g_00937
OG0000417	Syaf.g_00817	Prbg.g_00938
OG0000418	Syaf.g_00812	Prbg.g_00943
OG0000419	Syaf.g_00810	Prbg.g_00945
OG0000420	Syaf.g_00808	Prbg.g_00946
OG0000421	Syaf.g_00803	Prbg.g_00951
OG0000422	Syaf.g_00802	Prbg.g_00952
OG0000423	Syaf.g_00801	Prbg.g_00953
OG0000424	Syaf.g_00800	Prbg.g_00954
OG0000425	Syaf.g_00799	Prbg.g_00955
OG0000426	Syaf.g_00798	Prbg.g_00956
OG0000427	Syaf.g_00797	Prbg.g_00957
OG0000428	Syaf.g_00794	Prbg.g_00959
OG0000429	Syaf.g_00792	Prbg.g_00960
OG0000430	Syaf.g_00790	Prbg.g_00961
OG0000431	Syaf.g_00786	Prbg.g_00963
OG0000432	Syaf.g_00779	Prbg.g_00967
OG0000433	Syaf.g_00777	Prbg.g_00968
OG0000434	Syaf.g_00776	Prbg.g_00969
OG0000435	Syaf.g_00772	Prbg.g_00970
OG0000436	Syaf.g_00767	Prbg.g_00975
OG0000437	Syaf.g_00766	Prbg.g_00976
OG0000438	Syaf.g_00765	Prbg.g_00977
OG0000439	Syaf.g_00763	Prbg.g_00979
OG0000440	Syaf.g_00762	Prbg.g_00980
OG0000441	Syaf.g_00756	Prbg.g_00983
OG0000442	Syaf.g_00743	Prbg.g_00984
OG0000443	Syaf.g_00739	Prbg.g_00985
OG0000444	Syaf.g_00733	Prbg.g_00991
OG0000445	Syaf.g_00729	Prbg.g_00992
OG0000446	Syaf.g_00728	Prbg.g_00993
OG0000447	Syaf.g_00725	Prbg.g_00994
OG0000448	Syaf.g_00724	Prbg.g_00995
OG0000449	Syaf.g_00723	Prbg.g_00996
OG0000450	Syaf.g_00717	Prbg.g_00997
OG0000451	Syaf.g_00716	Prbg.g_00998
OG0000452	Syaf.g_00712	Prbg.g_01001
OG0000453	Syaf.g_00711	Prbg.g_01002
OG0000454	Syaf.g_00710	Prbg.g_01003
OG0000455	Syaf.g_00709	Prbg.g_01004
OG0000456	Syaf.g_00708	Prbg.g_01005
OG0000457	Syaf.g_00706	Prbg.g_01007
OG0000458	Syaf.g_00705	Prbg.g_01008
OG0000459	Syaf.g_00704	Prbg.g_01009
OG0000460	Syaf.g_02789	Prbg.g_01017
OG0000461	Syaf.g_00183	Prbg.g_01025
OG0000462	Syaf.g_00186	Prbg.g_01027
OG0000463	Syaf.g_00187	Prbg.g_01028
OG0000464	Syaf.g_00188	Prbg.g_01029
OG0000465	Syaf.g_00190	Prbg.g_01030
OG0000466	Syaf.g_00194	Prbg.g_01033
OG0000467	Syaf.g_00196	Prbg.g_01034
OG0000468	Syaf.g_00206	Prbg.g_01037
OG0000469	Syaf.g_00220	Prbg.g_01045
OG0000470	Syaf.g_00222	Prbg.g_00042
OG0000471	Syaf.g_00223	Prbg.g_00043
OG0000472	Syaf.g_00225	Prbg.g_00045
OG0000473	Syaf.g_00227	Prbg.g_00047
OG0000474	Syaf.g_00228	Prbg.g_00048
OG0000475	Syaf.g_00229	Prbg.g_00049
OG0000476	Syaf.g_00231	Prbg.g_00051
OG0000477	Syaf.g_00237	Prbg.g_00054
OG0000478	Syaf.g_00238	Prbg.g_00055
OG0000479	Syaf.g_00239	Prbg.g_00056
OG0000480	Syaf.g_00247	Prbg.g_00061
OG0000481	Syaf.g_00249	Prbg.g_00064
OG0000482	Syaf.g_00250	Prbg.g_00065
OG0000483	Syaf.g_00254	Prbg.g_00068
OG0000484	Syaf.g_00255	Prbg.g_00069
OG0000485	Syaf.g_00256	Prbg.g_00071
OG0000486	Syaf.g_00257	Prbg.g_00072
OG0000487	Syaf.g_00263	Prbg.g_00075
OG0000488	Syaf.g_00267	Prbg.g_00078
OG0000489	Syaf.g_00274	Prbg.g_00083
OG0000490	Syaf.g_00284	Prbg.g_00087
OG0000491	Syaf.g_00285	Prbg.g_00088
OG0000492	Syaf.g_00288	Prbg.g_00090
OG0000493	Syaf.g_00289	Prbg.g_00091
OG0000494	Syaf.g_00290	Prbg.g_00092
OG0000495	Syaf.g_00291	Prbg.g_00093
OG0000496	Syaf.g_00292	Prbg.g_00094
OG0000497	Syaf.g_00293	Prbg.g_00095
OG0000498	Syaf.g_00294	Prbg.g_00096
OG0000499	Syaf.g_00295	Prbg.g_00097
OG0000500	Syaf.g_00296	Prbg.g_00098
OG0000501	Syaf.g_00299	Prbg.g_00099
OG0000502	Syaf.g_00319	Prbg.g_00102
OG0000503	Syaf.g_00023	Prbg.g_00117
OG0000504	Syaf.g_00021	Prbg.g_00119
OG0000505	Syaf.g_00020	Prbg.g_00120
OG0000506	Syaf.g_00018	Prbg.g_00121
OG0000507	Syaf.g_00012	Prbg.g_00124
OG0000508	Syaf.g_00008	Prbg.g_00128
OG0000509	Syaf.g_00006	Prbg.g_00130
OG0000510	Syaf.g_00005	Prbg.g_00131
OG0000511	Syaf.g_00004	Prbg.g_00132
OG0000512	Syaf.g_00002	Prbg.g_01942
OG0000513	Syaf.g_02803	Prbg.g_00140
OG0000514	Syaf.g_02796	Prbg.g_00151
OG0000515	Syaf.g_02795	Prbg.g_00152
OG0000516	Syaf.g_01219	Prbg.g_00153
OG0000517	Syaf.g_01213	Prbg.g_00155
OG0000518	Syaf.g_01230	Prbg.g_00166
OG0000519	Syaf.g_01231	Prbg.g_00167
OG0000520	Syaf.g_01235	Prbg.g_00168
OG0000521	Syaf.g_02542	Prbg.g_00176
OG0000522	Syaf.g_02538	Prbg.g_00178
OG0000523	Syaf.g_02537	Prbg.g_00179
OG0000524	Syaf.g_02531	Prbg.g_00184
OG0000525	Syaf.g_02507	Prbg.g_00188
OG0000526	Syaf.g_02504	Prbg.g_00189
OG0000527	Syaf.g_02500	Prbg.g_00192
OG0000528	Syaf.g_02728	Prbg.g_00197
OG0000529	Syaf.g_02720	Prbg.g_00200
OG0000530	Syaf.g_02717	Prbg.g_00203
OG0000531	Syaf.g_02716	Prbg.g_00204
OG0000532	Syaf.g_02713	Prbg.g_00206
OG0000533	Syaf.g_02712	Prbg.g_00207
OG0000534	Syaf.g_02711	Prbg.g_00208
OG0000535	Syaf.g_02710	Prbg.g_00209
OG0000536	Syaf.g_02709	Prbg.g_00210
OG0000537	Syaf.g_02708	Prbg.g_00211
OG0000538	Syaf.g_02697	Prbg.g_00220
OG0000539	Syaf.g_02696	Prbg.g_00221
OG0000540	Syaf.g_02695	Prbg.g_00222
OG0000541	Syaf.g_02694	Prbg.g_00223
OG0000542	Syaf.g_02691	Prbg.g_00224
OG0000543	Syaf.g_02689	Prbg.g_00226
