Orthogroup	Syaf	Syaa
OG0000412	Syaf.g_00823	Syaa.g_02463
OG0000413	Syaf.g_00821	Syaa.g_02465
OG0000415	Syaf.g_00819	Syaa.g_02466
OG0000416	Syaf.g_00818	Syaa.g_02467
OG0000417	Syaf.g_00817	Syaa.g_02468
OG0000418	Syaf.g_00812	Syaa.g_02473
OG0000419	Syaf.g_00810	Syaa.g_02475
OG0000420	Syaf.g_00808	Syaa.g_02477
OG0000421	Syaf.g_00803	Syaa.g_02482
OG0000422	Syaf.g_00802	Syaa.g_02483
OG0000423	Syaf.g_00801	Syaa.g_02484
OG0000424	Syaf.g_00800	Syaa.g_02485
OG0000425	Syaf.g_00799	Syaa.g_02486
OG0000426	Syaf.g_00798	Syaa.g_02487
OG0000427	Syaf.g_00797	Syaa.g_02488
OG0000428	Syaf.g_00794	Syaa.g_02491
OG0000429	Syaf.g_00792	Syaa.g_02493
OG0000430	Syaf.g_00790	Syaa.g_02495
OG0000431	Syaf.g_00786	Syaa.g_02498
OG0000432	Syaf.g_00779	Syaa.g_02504
OG0000433	Syaf.g_00777	Syaa.g_02513
OG0000434	Syaf.g_00776	Syaa.g_02514
OG0000435	Syaf.g_00772	Syaa.g_02516
OG0000436	Syaf.g_00767	Syaa.g_02525
OG0000437	Syaf.g_00766	Syaa.g_02526
OG0000438	Syaf.g_00765	Syaa.g_02527
OG0000439	Syaf.g_00763	Syaa.g_02529
OG0000440	Syaf.g_00762	Syaa.g_02530
OG0000441	Syaf.g_00756	Syaa.g_02534
OG0000442	Syaf.g_00743	Syaa.g_02535
OG0000443	Syaf.g_00739	Syaa.g_02536
OG0000444	Syaf.g_00733	Syaa.g_02542
OG0000445	Syaf.g_00729	Syaa.g_02543
OG0000446	Syaf.g_00728	Syaa.g_02545
OG0000447	Syaf.g_00725	Syaa.g_02548
OG0000448	Syaf.g_00724	Syaa.g_02549
OG0000449	Syaf.g_00723	Syaa.g_02550
OG0000450	Syaf.g_00717	Syaa.g_02553
OG0000451	Syaf.g_00716	Syaa.g_02554
OG0000452	Syaf.g_00712	Syaa.g_02558
OG0000453	Syaf.g_00711	Syaa.g_02559
OG0000454	Syaf.g_00710	Syaa.g_02560
OG0000455	Syaf.g_00709	Syaa.g_02561
OG0000456	Syaf.g_00708	Syaa.g_02562
OG0000457	Syaf.g_00706	Syaa.g_02564
OG0000458	Syaf.g_00705	Syaa.g_02565
OG0000459	Syaf.g_00704	Syaa.g_02566
OG0000460	Syaf.g_02789	Syaa.g_02111
OG0000461	Syaf.g_00183	Syaa.g_00318
OG0000462	Syaf.g_00186	Syaa.g_00315
OG0000463	Syaf.g_00187	Syaa.g_00314
OG0000464	Syaf.g_00188	Syaa.g_00313
OG0000465	Syaf.g_00190	Syaa.g_00311
OG0000466	Syaf.g_00194	Syaa.g_00306
OG0000467	Syaf.g_00196	Syaa.g_00304
OG0000468	Syaf.g_00206	Syaa.g_00299
OG0000469	Syaf.g_00220	Syaa.g_00285
OG0000470	Syaf.g_00222	Syaa.g_00283
OG0000471	Syaf.g_00223	Syaa.g_00282
OG0000472	Syaf.g_00225	Syaa.g_00280
OG0000473	Syaf.g_00227	Syaa.g_00278
OG0000474	Syaf.g_00228	Syaa.g_00277
OG0000475	Syaf.g_00229	Syaa.g_00276
OG0000476	Syaf.g_00231	Syaa.g_00274
OG0000477	Syaf.g_00237	Syaa.g_00268
OG0000478	Syaf.g_00238	Syaa.g_00267
OG0000479	Syaf.g_00239	Syaa.g_00266
OG0000480	Syaf.g_00247	Syaa.g_00259
OG0000481	Syaf.g_00249	Syaa.g_00257
OG0000482	Syaf.g_00250	Syaa.g_00256
OG0000483	Syaf.g_00254	Syaa.g_00252
OG0000484	Syaf.g_00255	Syaa.g_00251
OG0000485	Syaf.g_00256	Syaa.g_00250
OG0000486	Syaf.g_00257	Syaa.g_00249
OG0000487	Syaf.g_00263	Syaa.g_00243
OG0000488	Syaf.g_00267	Syaa.g_00239
OG0000489	Syaf.g_00274	Syaa.g_00228
OG0000490	Syaf.g_00284	Syaa.g_00220
OG0000491	Syaf.g_00285	Syaa.g_00218
OG0000492	Syaf.g_00288	Syaa.g_00214
OG0000493	Syaf.g_00289	Syaa.g_00213
OG0000494	Syaf.g_00290	Syaa.g_00212
OG0000495	Syaf.g_00291	Syaa.g_00211
OG0000496	Syaf.g_00292	Syaa.g_00210
OG0000497	Syaf.g_00293	Syaa.g_00209
OG0000498	Syaf.g_00294	Syaa.g_00208
OG0000499	Syaf.g_00295	Syaa.g_00207
OG0000500	Syaf.g_00296	Syaa.g_00206
OG0000501	Syaf.g_00299	Syaa.g_00203
OG0000502	Syaf.g_00319	Syaa.g_00190
OG0000503	Syaf.g_00023	Syaa.g_02182
OG0000504	Syaf.g_00021	Syaa.g_02180
OG0000505	Syaf.g_00020	Syaa.g_02179
OG0000506	Syaf.g_00018	Syaa.g_02177
OG0000507	Syaf.g_00012	Syaa.g_02171
OG0000508	Syaf.g_00008	Syaa.g_02167
OG0000509	Syaf.g_00006	Syaa.g_02165
OG0000510	Syaf.g_00005	Syaa.g_02164
OG0000511	Syaf.g_00004	Syaa.g_02163
OG0000512	Syaf.g_00002	Syaa.g_02161
OG0000513	Syaf.g_02803	Syaa.g_02145
OG0000514	Syaf.g_02796	Syaa.g_02118
OG0000515	Syaf.g_02795	Syaa.g_02117
OG0000516	Syaf.g_01219	Syaa.g_00698
OG0000517	Syaf.g_01213	Syaa.g_00702
OG0000518	Syaf.g_01230	Syaa.g_00714
OG0000519	Syaf.g_01231	Syaa.g_00715
OG0000520	Syaf.g_01235	Syaa.g_00716
OG0000521	Syaf.g_02542	Syaa.g_01864
OG0000522	Syaf.g_02538	Syaa.g_01862
OG0000523	Syaf.g_02537	Syaa.g_01859
OG0000524	Syaf.g_02531	Syaa.g_01856
OG0000525	Syaf.g_02507	Syaa.g_01851
OG0000526	Syaf.g_02504	Syaa.g_01848
OG0000527	Syaf.g_02500	Syaa.g_01844
