Orthogroup	Prau	Prac
OG0000146	Prau.g_01568	Prac.g_00374
OG0000147	Prau.g_01608	Prac.g_00334
OG0000148	Prau.g_01609	Prac.g_00333
OG0000149	Prau.g_01730	Prac.g_00627
OG0000150	Prau.g_01768	Prac.g_00589
OG0000151	Prau.g_01771	Prac.g_00586
OG0000152	Prau.g_01790	Prac.g_00471
OG0000153	Prau.g_01828	Prac.g_00507
OG0000154	Prau.g_01864	Prac.g_00543
OG0000155	Prau.g_01882	Prac.g_00560
OG0000156	Prau.g_01910	Prac.g_00026
OG0000157	Prau.g_01942	Prac.g_00057
OG0000158	Prau.g_02004	Prac.g_00118
OG0000160	Prau.g_00001	Prac.g_01946
OG0000161	Prau.g_00002	Prac.g_01945
OG0000162	Prau.g_00004	Prac.g_01943
OG0000163	Prau.g_00005	Prac.g_01942
OG0000164	Prau.g_00006	Prac.g_01941
OG0000165	Prau.g_00007	Prac.g_01940
OG0000166	Prau.g_00008	Prac.g_01939
OG0000167	Prau.g_00009	Prac.g_01938
OG0000168	Prau.g_00010	Prac.g_01937
OG0000169	Prau.g_00012	Prac.g_01935
OG0000170	Prau.g_00014	Prac.g_01933
OG0000171	Prau.g_00015	Prac.g_01932
OG0000172	Prau.g_00016	Prac.g_01931
OG0000173	Prau.g_00017	Prac.g_01930
OG0000174	Prau.g_00018	Prac.g_01929
OG0000175	Prau.g_00019	Prac.g_01928
OG0000176	Prau.g_00020	Prac.g_01927
OG0000177	Prau.g_00021	Prac.g_01926
OG0000178	Prau.g_00022	Prac.g_01925
OG0000179	Prau.g_00024	Prac.g_01923
OG0000180	Prau.g_00025	Prac.g_01922
OG0000181	Prau.g_00026	Prac.g_01921
OG0000182	Prau.g_00027	Prac.g_01920
OG0000183	Prau.g_00028	Prac.g_01919
OG0000184	Prau.g_00029	Prac.g_01918
OG0000185	Prau.g_00031	Prac.g_01915
OG0000186	Prau.g_00034	Prac.g_01911
OG0000187	Prau.g_00035	Prac.g_01910
OG0000188	Prau.g_00036	Prac.g_01909
OG0000189	Prau.g_00047	Prac.g_01892
OG0000190	Prau.g_00049	Prac.g_01890
OG0000191	Prau.g_00050	Prac.g_01889
OG0000192	Prau.g_00051	Prac.g_01888
OG0000193	Prau.g_00053	Prac.g_01886
OG0000194	Prau.g_00054	Prac.g_01885
OG0000195	Prau.g_00055	Prac.g_01884
OG0000196	Prau.g_00056	Prac.g_01883
OG0000197	Prau.g_00058	Prac.g_01881
OG0000198	Prau.g_00059	Prac.g_01880
OG0000199	Prau.g_00060	Prac.g_01879
OG0000200	Prau.g_00066	Prac.g_01867
OG0000201	Prau.g_00067	Prac.g_01866
OG0000202	Prau.g_00068	Prac.g_01865
OG0000203	Prau.g_00071	Prac.g_01862
OG0000204	Prau.g_00072	Prac.g_01861
OG0000205	Prau.g_00074	Prac.g_01858
OG0000206	Prau.g_00076	Prac.g_01856
OG0000207	Prau.g_00078	Prac.g_01854
OG0000208	Prau.g_00079	Prac.g_01853
OG0000209	Prau.g_00080	Prac.g_01852
OG0000210	Prau.g_00081	Prac.g_01851
OG0000211	Prau.g_00082	Prac.g_01850
OG0000212	Prau.g_00083	Prac.g_01849
OG0000213	Prau.g_00084	Prac.g_01848
OG0000214	Prau.g_00085	Prac.g_01847
OG0000215	Prau.g_00086	Prac.g_01846
OG0000216	Prau.g_00087	Prac.g_01845
OG0000217	Prau.g_00089	Prac.g_01843
OG0000218	Prau.g_00090	Prac.g_01842
OG0000219	Prau.g_00091	Prac.g_01841
OG0000220	Prau.g_00092	Prac.g_01840
OG0000221	Prau.g_00095	Prac.g_01837
OG0000222	Prau.g_00096	Prac.g_01836
OG0000223	Prau.g_00097	Prac.g_01835
OG0000224	Prau.g_00098	Prac.g_01834
OG0000225	Prau.g_00099	Prac.g_01833
OG0000226	Prau.g_00100	Prac.g_01832
OG0000227	Prau.g_00101	Prac.g_01831
OG0000228	Prau.g_00102	Prac.g_01830
OG0000229	Prau.g_00103	Prac.g_01829
OG0000230	Prau.g_00104	Prac.g_01828
OG0000231	Prau.g_00105	Prac.g_01827
OG0000232	Prau.g_00107	Prac.g_01825
OG0000233	Prau.g_00108	Prac.g_01824
OG0000234	Prau.g_00109	Prac.g_01823
OG0000235	Prau.g_00110	Prac.g_01822
OG0000236	Prau.g_00111	Prac.g_01821
OG0000237	Prau.g_00112	Prac.g_01820
OG0000238	Prau.g_00113	Prac.g_01819
OG0000239	Prau.g_00115	Prac.g_01817
OG0000240	Prau.g_00116	Prac.g_01816
OG0000241	Prau.g_00117	Prac.g_01815
OG0000242	Prau.g_00118	Prac.g_01814
OG0000243	Prau.g_00121	Prac.g_01811
OG0000244	Prau.g_00123	Prac.g_01809
OG0000245	Prau.g_00124	Prac.g_01808
OG0000246	Prau.g_00125	Prac.g_01807
OG0000247	Prau.g_00128	Prac.g_01804
OG0000248	Prau.g_00130	Prac.g_01802
OG0000249	Prau.g_00131	Prac.g_01801
OG0000250	Prau.g_00132	Prac.g_01800
OG0000251	Prau.g_00133	Prac.g_01799
OG0000252	Prau.g_00134	Prac.g_01798
OG0000253	Prau.g_00135	Prac.g_01797
OG0000254	Prau.g_00137	Prac.g_01795
OG0000255	Prau.g_00138	Prac.g_01794
OG0000256	Prau.g_00141	Prac.g_01791
OG0000257	Prau.g_00143	Prac.g_01789
OG0000258	Prau.g_00146	Prac.g_01785
OG0000259	Prau.g_00147	Prac.g_01784
OG0000260	Prau.g_00148	Prac.g_01783
OG0000261	Prau.g_00149	Prac.g_01782
OG0000262	Prau.g_00150	Prac.g_01781
OG0000263	Prau.g_00152	Prac.g_01779
OG0000264	Prau.g_00153	Prac.g_01778
OG0000265	Prau.g_00154	Prac.g_01777
OG0000266	Prau.g_00155	Prac.g_01776
OG0000267	Prau.g_00156	Prac.g_01775
OG0000268	Prau.g_00157	Prac.g_01774
OG0000269	Prau.g_00159	Prac.g_01772
OG0000270	Prau.g_00160	Prac.g_01771
OG0000271	Prau.g_00161	Prac.g_01770
OG0000272	Prau.g_00162	Prac.g_01769
OG0000273	Prau.g_00163	Prac.g_01768
OG0000274	Prau.g_00164	Prac.g_01767
OG0000275	Prau.g_00165	Prac.g_01766
OG0000276	Prau.g_00166	Prac.g_01765
OG0000277	Prau.g_00168	Prac.g_01763
OG0000278	Prau.g_00169	Prac.g_01762
OG0000279	Prau.g_00170	Prac.g_01761
OG0000280	Prau.g_00172	Prac.g_01759
OG0000281	Prau.g_00174	Prac.g_01757
OG0000282	Prau.g_00175	Prac.g_01756
OG0000283	Prau.g_00176	Prac.g_01755
OG0000284	Prau.g_00177	Prac.g_01754
OG0000285	Prau.g_00178	Prac.g_01753
OG0000286	Prau.g_00179	Prac.g_01752
OG0000287	Prau.g_00180	Prac.g_01751
OG0000288	Prau.g_00182	Prac.g_01749
OG0000289	Prau.g_00183	Prac.g_01748
OG0000290	Prau.g_00184	Prac.g_01747
OG0000291	Prau.g_00186	Prac.g_01745
OG0000292	Prau.g_00187	Prac.g_01744
OG0000293	Prau.g_00188	Prac.g_01743
OG0000294	Prau.g_00189	Prac.g_01742
OG0000295	Prau.g_00190	Prac.g_01741
OG0000296	Prau.g_00191	Prac.g_01740
OG0000297	Prau.g_00192	Prac.g_01739
OG0000298	Prau.g_00194	Prac.g_01737
OG0000299	Prau.g_00195	Prac.g_01736
OG0000300	Prau.g_00196	Prac.g_01735
OG0000301	Prau.g_00197	Prac.g_01734
OG0000302	Prau.g_00198	Prac.g_01733
OG0000303	Prau.g_00199	Prac.g_01732
OG0000304	Prau.g_00201	Prac.g_01730
OG0000305	Prau.g_00202	Prac.g_01729
OG0000306	Prau.g_00205	Prac.g_01726
OG0000307	Prau.g_00206	Prac.g_01725
OG0000308	Prau.g_00207	Prac.g_01724
OG0000309	Prau.g_00208	Prac.g_01723
OG0000310	Prau.g_00209	Prac.g_01722
OG0000311	Prau.g_00210	Prac.g_01721
OG0000312	Prau.g_00211	Prac.g_01720
OG0000313	Prau.g_00212	Prac.g_01719
OG0000314	Prau.g_00213	Prac.g_01718
OG0000315	Prau.g_00214	Prac.g_01717
OG0000316	Prau.g_00215	Prac.g_01716
OG0000317	Prau.g_00216	Prac.g_01715
OG0000318	Prau.g_00217	Prac.g_01714
OG0000319	Prau.g_00218	Prac.g_01713
OG0000320	Prau.g_00219	Prac.g_01712
OG0000321	Prau.g_00220	Prac.g_01711
OG0000322	Prau.g_00221	Prac.g_01710
OG0000323	Prau.g_00222	Prac.g_01709
OG0000324	Prau.g_00223	Prac.g_01708
OG0000325	Prau.g_00224	Prac.g_01707
OG0000326	Prau.g_00225	Prac.g_01706
OG0000327	Prau.g_00226	Prac.g_01705
OG0000328	Prau.g_00227	Prac.g_01704
OG0000329	Prau.g_00228	Prac.g_01703
OG0000330	Prau.g_00229	Prac.g_01702
OG0000331	Prau.g_00230	Prac.g_01701
OG0000332	Prau.g_00231	Prac.g_01700
OG0000333	Prau.g_00232	Prac.g_01699
OG0000334	Prau.g_00233	Prac.g_01698
OG0000335	Prau.g_00234	Prac.g_01697
OG0000336	Prau.g_00236	Prac.g_01695
OG0000337	Prau.g_00237	Prac.g_01694
OG0000338	Prau.g_00241	Prac.g_01690
OG0000339	Prau.g_00244	Prac.g_01688
OG0000340	Prau.g_00246	Prac.g_01686
OG0000341	Prau.g_00247	Prac.g_01685
OG0000342	Prau.g_00248	Prac.g_01684
OG0000343	Prau.g_00249	Prac.g_01683
OG0000344	Prau.g_00252	Prac.g_01680
OG0000345	Prau.g_00255	Prac.g_01678
OG0000346	Prau.g_00256	Prac.g_01677
OG0000347	Prau.g_00259	Prac.g_01674
OG0000348	Prau.g_00261	Prac.g_01672
OG0000349	Prau.g_00262	Prac.g_01671
OG0000350	Prau.g_00264	Prac.g_01669
OG0000351	Prau.g_00265	Prac.g_01668
OG0000352	Prau.g_00266	Prac.g_01667
OG0000353	Prau.g_00267	Prac.g_01666
OG0000354	Prau.g_00268	Prac.g_01665
OG0000355	Prau.g_00269	Prac.g_01664
OG0000356	Prau.g_00270	Prac.g_01663
OG0000357	Prau.g_00271	Prac.g_01662
OG0000358	Prau.g_00272	Prac.g_01661
OG0000359	Prau.g_00273	Prac.g_01660
OG0000360	Prau.g_00277	Prac.g_01656
OG0000361	Prau.g_00278	Prac.g_01655
OG0000362	Prau.g_00279	Prac.g_01654
OG0000363	Prau.g_00280	Prac.g_01653
OG0000364	Prau.g_00284	Prac.g_01649
OG0000365	Prau.g_00285	Prac.g_01648
OG0000366	Prau.g_00287	Prac.g_01646
OG0000367	Prau.g_00288	Prac.g_01645
OG0000368	Prau.g_00289	Prac.g_01644
OG0000369	Prau.g_00290	Prac.g_01643
OG0000370	Prau.g_00291	Prac.g_01642
OG0000371	Prau.g_00292	Prac.g_01641
OG0000372	Prau.g_00293	Prac.g_01640
OG0000373	Prau.g_00294	Prac.g_01639
OG0000374	Prau.g_00296	Prac.g_01637
OG0000375	Prau.g_00297	Prac.g_01636
OG0000376	Prau.g_00300	Prac.g_01633
OG0000377	Prau.g_00301	Prac.g_01632
OG0000378	Prau.g_00302	Prac.g_01631
OG0000379	Prau.g_00303	Prac.g_01630
OG0000380	Prau.g_00304	Prac.g_01629
OG0000381	Prau.g_00305	Prac.g_01628
OG0000382	Prau.g_00306	Prac.g_01627
OG0000383	Prau.g_00307	Prac.g_01626
OG0000384	Prau.g_00310	Prac.g_01623
OG0000385	Prau.g_00311	Prac.g_01622
OG0000386	Prau.g_00312	Prac.g_01621
OG0000387	Prau.g_00313	Prac.g_01620
OG0000388	Prau.g_00314	Prac.g_01619
OG0000389	Prau.g_00315	Prac.g_01618
OG0000390	Prau.g_00316	Prac.g_01617
OG0000391	Prau.g_00317	Prac.g_01616
OG0000392	Prau.g_00318	Prac.g_01615
OG0000393	Prau.g_00319	Prac.g_01614
OG0000394	Prau.g_00320	Prac.g_01613
OG0000395	Prau.g_00321	Prac.g_01612
OG0000396	Prau.g_00323	Prac.g_01610
OG0000397	Prau.g_00325	Prac.g_01608
OG0000398	Prau.g_00326	Prac.g_01607
OG0000399	Prau.g_00329	Prac.g_01604
OG0000400	Prau.g_00330	Prac.g_01603
OG0000401	Prau.g_00331	Prac.g_01602
OG0000402	Prau.g_00336	Prac.g_01200
OG0000403	Prau.g_00337	Prac.g_01199
OG0000404	Prau.g_00338	Prac.g_01198
OG0000405	Prau.g_00340	Prac.g_01196
OG0000406	Prau.g_00343	Prac.g_01193
OG0000407	Prau.g_00344	Prac.g_01192
OG0000408	Prau.g_00347	Prac.g_01189
OG0000409	Prau.g_00348	Prac.g_01188
OG0000410	Prau.g_00349	Prac.g_01187
OG0000411	Prau.g_00350	Prac.g_01186
OG0000412	Prau.g_00351	Prac.g_01185
OG0000413	Prau.g_00352	Prac.g_01184
OG0000414	Prau.g_00353	Prac.g_01183
OG0000415	Prau.g_00354	Prac.g_01182
OG0000416	Prau.g_00357	Prac.g_01179
OG0000417	Prau.g_00358	Prac.g_01178
OG0000418	Prau.g_00359	Prac.g_01177
OG0000419	Prau.g_00360	Prac.g_01176
OG0000420	Prau.g_00361	Prac.g_01175
OG0000421	Prau.g_00374	Prac.g_01162
OG0000422	Prau.g_00382	Prac.g_01154
OG0000423	Prau.g_00383	Prac.g_01153
OG0000424	Prau.g_00389	Prac.g_01148
OG0000425	Prau.g_00472	Prac.g_01116
OG0000426	Prau.g_00473	Prac.g_01115
OG0000427	Prau.g_00474	Prac.g_01114
OG0000428	Prau.g_00476	Prac.g_01112
OG0000429	Prau.g_00477	Prac.g_01111
OG0000430	Prau.g_00479	Prac.g_01109
OG0000431	Prau.g_00480	Prac.g_01108
OG0000432	Prau.g_00481	Prac.g_01107
OG0000433	Prau.g_00482	Prac.g_01106
OG0000434	Prau.g_00483	Prac.g_01105
OG0000435	Prau.g_00484	Prac.g_01104
OG0000436	Prau.g_00485	Prac.g_01103
OG0000437	Prau.g_00486	Prac.g_01102
OG0000438	Prau.g_00487	Prac.g_01101
OG0000439	Prau.g_00488	Prac.g_01100
OG0000440	Prau.g_00489	Prac.g_01099
OG0000441	Prau.g_00490	Prac.g_01098
OG0000442	Prau.g_00491	Prac.g_01097
OG0000443	Prau.g_00492	Prac.g_01096
OG0000444	Prau.g_00493	Prac.g_01095
OG0000445	Prau.g_00494	Prac.g_01094
OG0000446	Prau.g_00496	Prac.g_01092
OG0000447	Prau.g_00497	Prac.g_01091
OG0000448	Prau.g_00499	Prac.g_01089
OG0000449	Prau.g_00503	Prac.g_01084
OG0000450	Prau.g_00504	Prac.g_01083
OG0000451	Prau.g_00505	Prac.g_01082
OG0000452	Prau.g_00506	Prac.g_01081
OG0000453	Prau.g_00507	Prac.g_01080
OG0000454	Prau.g_00512	Prac.g_01073
OG0000455	Prau.g_00514	Prac.g_01071
OG0000456	Prau.g_00518	Prac.g_01067
OG0000457	Prau.g_00519	Prac.g_01066
OG0000458	Prau.g_00520	Prac.g_01065
OG0000459	Prau.g_00522	Prac.g_01063
OG0000460	Prau.g_00524	Prac.g_01061
OG0000461	Prau.g_00525	Prac.g_01060
OG0000462	Prau.g_00526	Prac.g_01059
OG0000463	Prau.g_00528	Prac.g_01057
OG0000464	Prau.g_00529	Prac.g_01056
OG0000465	Prau.g_00530	Prac.g_01055
OG0000466	Prau.g_00531	Prac.g_01054
OG0000467	Prau.g_00532	Prac.g_01053
OG0000468	Prau.g_00533	Prac.g_01052
OG0000469	Prau.g_00534	Prac.g_01051
OG0000470	Prau.g_00535	Prac.g_01050
OG0000471	Prau.g_00536	Prac.g_01049
OG0000472	Prau.g_00541	Prac.g_00871
OG0000473	Prau.g_00542	Prac.g_00870
OG0000474	Prau.g_00543	Prac.g_00869
OG0000475	Prau.g_00544	Prac.g_00868
OG0000476	Prau.g_00546	Prac.g_00866
OG0000477	Prau.g_00547	Prac.g_00865
OG0000478	Prau.g_00548	Prac.g_00864
OG0000479	Prau.g_00549	Prac.g_00863
OG0000480	Prau.g_00551	Prac.g_00861
OG0000481	Prau.g_00553	Prac.g_00859
OG0000482	Prau.g_00554	Prac.g_00858
OG0000483	Prau.g_00556	Prac.g_00857
OG0000484	Prau.g_00557	Prac.g_00856
OG0000485	Prau.g_00558	Prac.g_00855
OG0000486	Prau.g_00559	Prac.g_00854
OG0000487	Prau.g_00564	Prac.g_00849
OG0000488	Prau.g_00565	Prac.g_00847
OG0000489	Prau.g_00566	Prac.g_00846
OG0000490	Prau.g_00567	Prac.g_00845
OG0000491	Prau.g_00568	Prac.g_00844
OG0000492	Prau.g_00569	Prac.g_00843
OG0000493	Prau.g_00570	Prac.g_00842
OG0000494	Prau.g_00571	Prac.g_00841
OG0000495	Prau.g_00574	Prac.g_00838
OG0000496	Prau.g_00575	Prac.g_00837
OG0000497	Prau.g_00576	Prac.g_00836
OG0000498	Prau.g_00577	Prac.g_00835
OG0000499	Prau.g_00578	Prac.g_00834
OG0000500	Prau.g_00580	Prac.g_00832
OG0000501	Prau.g_00581	Prac.g_00831
OG0000502	Prau.g_00582	Prac.g_00830
OG0000503	Prau.g_00584	Prac.g_00828
OG0000504	Prau.g_00585	Prac.g_00827
OG0000505	Prau.g_00586	Prac.g_00826
OG0000506	Prau.g_00587	Prac.g_00825
OG0000507	Prau.g_00588	Prac.g_00824
OG0000508	Prau.g_00589	Prac.g_00823
OG0000509	Prau.g_00590	Prac.g_00822
OG0000510	Prau.g_00591	Prac.g_00821
OG0000511	Prau.g_00593	Prac.g_00819
OG0000512	Prau.g_00594	Prac.g_00818
OG0000513	Prau.g_00595	Prac.g_00817
OG0000514	Prau.g_00596	Prac.g_00816
OG0000515	Prau.g_00597	Prac.g_00815
OG0000516	Prau.g_00598	Prac.g_00814
OG0000517	Prau.g_00600	Prac.g_00812
OG0000518	Prau.g_00601	Prac.g_00811
OG0000519	Prau.g_00602	Prac.g_00810
OG0000520	Prau.g_00603	Prac.g_00809
OG0000521	Prau.g_00604	Prac.g_00808
OG0000522	Prau.g_00605	Prac.g_00807
OG0000523	Prau.g_00606	Prac.g_00806
OG0000524	Prau.g_00607	Prac.g_00805
OG0000525	Prau.g_00608	Prac.g_00804
OG0000526	Prau.g_00609	Prac.g_00803
OG0000527	Prau.g_00610	Prac.g_00802
OG0000528	Prau.g_00611	Prac.g_00801
OG0000529	Prau.g_00612	Prac.g_00800
OG0000530	Prau.g_00613	Prac.g_00799
OG0000531	Prau.g_00614	Prac.g_00798
OG0000532	Prau.g_00615	Prac.g_00797
OG0000533	Prau.g_00617	Prac.g_00795
OG0000534	Prau.g_00618	Prac.g_00794
OG0000535	Prau.g_00619	Prac.g_00793
OG0000536	Prau.g_00620	Prac.g_00792
OG0000537	Prau.g_00621	Prac.g_00791
OG0000538	Prau.g_00622	Prac.g_00790
OG0000539	Prau.g_00625	Prac.g_00787
OG0000540	Prau.g_00626	Prac.g_00786
OG0000541	Prau.g_00627	Prac.g_00785
OG0000542	Prau.g_00629	Prac.g_00782
OG0000543	Prau.g_00630	Prac.g_00780
OG0000544	Prau.g_00631	Prac.g_00779
OG0000545	Prau.g_00632	Prac.g_00778
OG0000546	Prau.g_00633	Prac.g_00777
OG0000547	Prau.g_00634	Prac.g_00776
OG0000548	Prau.g_00635	Prac.g_00775
OG0000549	Prau.g_00637	Prac.g_00772
OG0000550	Prau.g_00638	Prac.g_00771
OG0000551	Prau.g_00639	Prac.g_00770
OG0000552	Prau.g_00640	Prac.g_00769
OG0000553	Prau.g_00641	Prac.g_00768
OG0000554	Prau.g_00642	Prac.g_00767
OG0000555	Prau.g_00643	Prac.g_00766
OG0000556	Prau.g_00644	Prac.g_00765
OG0000557	Prau.g_00645	Prac.g_00764
OG0000558	Prau.g_00646	Prac.g_00763
OG0000559	Prau.g_00647	Prac.g_00762
OG0000560	Prau.g_00648	Prac.g_00761
OG0000561	Prau.g_00649	Prac.g_00760
OG0000562	Prau.g_00650	Prac.g_00759
OG0000563	Prau.g_00651	Prac.g_00758
OG0000564	Prau.g_00652	Prac.g_00757
OG0000565	Prau.g_00653	Prac.g_00756
OG0000566	Prau.g_00654	Prac.g_00755
OG0000567	Prau.g_00655	Prac.g_00754
