Orthogroup	Prau	Pras
OG0000022	Prau.g_01316	Pras.g_01093, Pras.g_00148
OG0000023	Prau.g_01680	Pras.g_00507
OG0000023	Prau.g_00367	Pras.g_01218
OG0000024	Prau.g_01344	Pras.g_00175
OG0000025	Prau.g_00796	Pras.g_01645
OG0000026	Prau.g_01352	Pras.g_00184
OG0000027	Prau.g_00712	Pras.g_01548
OG0000029	Prau.g_00835	Pras.g_01682
OG0000030	Prau.g_00836	Pras.g_01683
OG0000031	Prau.g_01932	Pras.g_00750
OG0000032	Prau.g_00032	Pras.g_00875
OG0000033	Prau.g_01618	Pras.g_00440
OG0000033	Prau.g_00788	Pras.g_01634
OG0000034	Prau.g_01528, Prau.g_01531	Pras.g_00350
OG0000035	Prau.g_01642	Pras.g_00464
OG0000035	Prau.g_01285	Pras.g_00538
OG0000036	Prau.g_01153	Pras.g_00001
OG0000037	Prau.g_01347	Pras.g_00179
OG0000037	Prau.g_01681	Pras.g_00508
OG0000039	Prau.g_00013	Pras.g_00855
OG0000040	Prau.g_00441	Pras.g_00176, Pras.g_01289
OG0000041	Prau.g_00663	Pras.g_01499
OG0000042	Prau.g_01978	Pras.g_00797
OG0000045	Prau.g_00624	Pras.g_01462
OG0000046	Prau.g_00814	Pras.g_01662
OG0000047	Prau.g_01206	Pras.g_00056
OG0000048	Prau.g_01448	Pras.g_00311
OG0000049	Prau.g_01432, Prau.g_01460	Pras.g_00290
OG0000050	Prau.g_00167	Pras.g_01017
OG0000051	Prau.g_00362	Pras.g_01213
OG0000052	Prau.g_00458, Prau.g_00432	Pras.g_01296
OG0000053	Prau.g_00755	Pras.g_01606
OG0000054	Prau.g_01725	Pras.g_00543
OG0000055	Prau.g_00037	Pras.g_00883
OG0000055	Prau.g_01925	Pras.g_00743
OG0000056	Prau.g_00030	Pras.g_00873
OG0000057	Prau.g_00158	Pras.g_01008
OG0000058	Prau.g_00373	Pras.g_01223
OG0000059	Prau.g_00579	Pras.g_01416
OG0000060	Prau.g_00768	Pras.g_01619
OG0000061	Prau.g_00808	Pras.g_01656
OG0000062	Prau.g_00876	Pras.g_01723
OG0000063	Prau.g_01162	Pras.g_00011
OG0000065	Prau.g_00238	Pras.g_01089
OG0000066	Prau.g_00516	Pras.g_01353
OG0000067	Prau.g_00738	Pras.g_01574
OG0000068	Prau.g_00790	Pras.g_01636
OG0000068	Prau.g_01703	Pras.g_00529
OG0000069	Prau.g_01172	Pras.g_00021
OG0000069	Prau.g_01035	Pras.g_01880
OG0000070	Prau.g_01089	Pras.g_01934
OG0000071	Prau.g_01318	Pras.g_00150
OG0000072	Prau.g_01371	Pras.g_00209
OG0000074	Prau.g_01430	Pras.g_00272, Pras.g_00273, Pras.g_00271
OG0000075	Prau.g_01869	Pras.g_00687
OG0000076	Prau.g_01475, Prau.g_01446	Pras.g_00326
OG0000077	Prau.g_00011	Pras.g_00853
OG0000078	Prau.g_00324	Pras.g_01174
OG0000079	Prau.g_00386	Pras.g_01236
OG0000080	Prau.g_00709	Pras.g_01545
OG0000081	Prau.g_00731	Pras.g_01567
OG0000082	Prau.g_00861	Pras.g_01708
OG0000083	Prau.g_00926	Pras.g_01772
OG0000084	Prau.g_01015	Pras.g_01859
OG0000085	Prau.g_01136	Pras.g_01982
OG0000086	Prau.g_01174	Pras.g_00023
OG0000087	Prau.g_01666	Pras.g_00494
OG0000088	Prau.g_01323	Pras.g_00155
OG0000089	Prau.g_01677	Pras.g_00504
OG0000090	Prau.g_01434, Prau.g_01491, Prau.g_01435	Pras.g_00294
OG0000091	Prau.g_01539	Pras.g_00358
OG0000092	Prau.g_01658	Pras.g_00477
OG0000093	Prau.g_01818	Pras.g_00637
OG0000094	Prau.g_01866	Pras.g_00684
OG0000095	Prau.g_01899	Pras.g_00717
OG0000096	Prau.g_01970	Pras.g_00789
OG0000097	Prau.g_01987	Pras.g_00806
OG0000097	Prau.g_01297	Pras.g_00131
OG0000098	Prau.g_00003	Pras.g_00845
OG0000099	Prau.g_00023	Pras.g_00865
OG0000100	Prau.g_00046	Pras.g_00892
OG0000100	Prau.g_00422	Pras.g_01273
OG0000101	Prau.g_00057	Pras.g_00902
OG0000102	Prau.g_00114	Pras.g_00964
OG0000103	Prau.g_00122	Pras.g_00972
OG0000104	Prau.g_00140	Pras.g_00990
OG0000105	Prau.g_00171	Pras.g_01021
OG0000106	Prau.g_00185	Pras.g_01035
OG0000107	Prau.g_00193	Pras.g_01043
OG0000108	Prau.g_00203	Pras.g_01053
OG0000109	Prau.g_00240	Pras.g_01091
OG0000110	Prau.g_00253	Pras.g_01103
OG0000111	Prau.g_00276	Pras.g_01126
OG0000112	Prau.g_00286	Pras.g_01136
OG0000113	Prau.g_00299	Pras.g_01148
OG0000114	Prau.g_00327	Pras.g_01177
OG0000115	Prau.g_00515	Pras.g_01352
OG0000116	Prau.g_00517	Pras.g_01354
OG0000117	Prau.g_00521	Pras.g_01358
OG0000118	Prau.g_00540	Pras.g_01377
OG0000119	Prau.g_00572	Pras.g_01409
OG0000120	Prau.g_00573	Pras.g_01410
OG0000121	Prau.g_00583	Pras.g_01420
OG0000122	Prau.g_00592	Pras.g_01429
OG0000123	Prau.g_00623	Pras.g_01461
OG0000124	Prau.g_00691	Pras.g_01527
OG0000125	Prau.g_00692	Pras.g_01528
OG0000126	Prau.g_00693	Pras.g_01529
OG0000127	Prau.g_00726	Pras.g_01562
OG0000128	Prau.g_00757	Pras.g_01608
OG0000129	Prau.g_00777	Pras.g_01628
OG0000130	Prau.g_00839	Pras.g_01686
OG0000131	Prau.g_00852	Pras.g_01699
OG0000132	Prau.g_00887	Pras.g_01734
OG0000133	Prau.g_00973	Pras.g_01818
OG0000134	Prau.g_00983	Pras.g_01827
OG0000135	Prau.g_01019	Pras.g_01863
OG0000136	Prau.g_01086	Pras.g_01931
OG0000137	Prau.g_01177	Pras.g_00026
OG0000138	Prau.g_01202	Pras.g_00051
OG0000139	Prau.g_01212	Pras.g_00062
OG0000140	Prau.g_01263	Pras.g_00114
OG0000141	Prau.g_01271	Pras.g_00122
OG0000142	Prau.g_01383	Pras.g_00222
OG0000143	Prau.g_01409	Pras.g_00250
OG0000144	Prau.g_01515	Pras.g_00337
OG0000145	Prau.g_01532	Pras.g_00351
OG0000146	Prau.g_01568	Pras.g_00388
OG0000147	Prau.g_01608	Pras.g_00430
OG0000148	Prau.g_01609	Pras.g_00431
OG0000149	Prau.g_01730	Pras.g_00548
OG0000150	Prau.g_01768	Pras.g_00586
OG0000151	Prau.g_01771	Pras.g_00589
OG0000152	Prau.g_01790	Pras.g_00609
OG0000153	Prau.g_01828	Pras.g_00646
OG0000154	Prau.g_01864	Pras.g_00682
OG0000155	Prau.g_01882	Pras.g_00700
OG0000156	Prau.g_01910	Pras.g_00728
OG0000157	Prau.g_01942	Pras.g_00761
OG0000158	Prau.g_02004	Pras.g_00824
OG0000160	Prau.g_00001	Pras.g_00843
OG0000161	Prau.g_00002	Pras.g_00844
OG0000162	Prau.g_00004	Pras.g_00846
OG0000163	Prau.g_00005	Pras.g_00847
OG0000164	Prau.g_00006	Pras.g_00848
OG0000165	Prau.g_00007	Pras.g_00849
OG0000166	Prau.g_00008	Pras.g_00850
OG0000167	Prau.g_00009	Pras.g_00851
OG0000168	Prau.g_00010	Pras.g_00852
OG0000169	Prau.g_00012	Pras.g_00854
OG0000170	Prau.g_00014	Pras.g_00856
OG0000171	Prau.g_00015	Pras.g_00857
OG0000172	Prau.g_00016	Pras.g_00858
OG0000173	Prau.g_00017	Pras.g_00859
OG0000174	Prau.g_00018	Pras.g_00860
OG0000175	Prau.g_00019	Pras.g_00861
OG0000176	Prau.g_00020	Pras.g_00862
OG0000177	Prau.g_00021	Pras.g_00863
OG0000178	Prau.g_00022	Pras.g_00864
OG0000179	Prau.g_00024	Pras.g_00866
OG0000180	Prau.g_00025	Pras.g_00867
OG0000181	Prau.g_00026	Pras.g_00868
OG0000182	Prau.g_00027	Pras.g_00869
OG0000183	Prau.g_00028	Pras.g_00870
OG0000184	Prau.g_00029	Pras.g_00871
OG0000185	Prau.g_00031	Pras.g_00874
OG0000186	Prau.g_00034	Pras.g_00877
OG0000187	Prau.g_00035	Pras.g_00878
OG0000188	Prau.g_00036	Pras.g_00879
OG0000189	Prau.g_00047	Pras.g_00893
OG0000190	Prau.g_00049	Pras.g_00895
OG0000191	Prau.g_00050	Pras.g_00896
OG0000192	Prau.g_00051	Pras.g_00897
OG0000193	Prau.g_00053	Pras.g_00898
OG0000194	Prau.g_00054	Pras.g_00899
OG0000195	Prau.g_00055	Pras.g_00900
OG0000196	Prau.g_00056	Pras.g_00901
OG0000197	Prau.g_00058	Pras.g_00903
OG0000198	Prau.g_00059	Pras.g_00904
OG0000199	Prau.g_00060	Pras.g_00905
OG0000200	Prau.g_00066	Pras.g_00916
OG0000201	Prau.g_00067	Pras.g_00917
OG0000202	Prau.g_00068	Pras.g_00918
OG0000203	Prau.g_00071	Pras.g_00921
OG0000204	Prau.g_00072	Pras.g_00922
OG0000205	Prau.g_00074	Pras.g_00924
OG0000206	Prau.g_00076	Pras.g_00926
OG0000207	Prau.g_00078	Pras.g_00928
OG0000208	Prau.g_00079	Pras.g_00929
OG0000209	Prau.g_00080	Pras.g_00930
OG0000210	Prau.g_00081	Pras.g_00931
OG0000211	Prau.g_00082	Pras.g_00932
OG0000212	Prau.g_00083	Pras.g_00933
OG0000213	Prau.g_00084	Pras.g_00934
OG0000214	Prau.g_00085	Pras.g_00935
OG0000215	Prau.g_00086	Pras.g_00936
OG0000216	Prau.g_00087	Pras.g_00937
OG0000217	Prau.g_00089	Pras.g_00939
OG0000218	Prau.g_00090	Pras.g_00940
OG0000219	Prau.g_00091	Pras.g_00941
OG0000220	Prau.g_00092	Pras.g_00942
OG0000221	Prau.g_00095	Pras.g_00945
OG0000222	Prau.g_00096	Pras.g_00946
OG0000223	Prau.g_00097	Pras.g_00947
OG0000224	Prau.g_00098	Pras.g_00948
OG0000225	Prau.g_00099	Pras.g_00949
OG0000226	Prau.g_00100	Pras.g_00950
OG0000227	Prau.g_00101	Pras.g_00951
OG0000228	Prau.g_00102	Pras.g_00952
OG0000229	Prau.g_00103	Pras.g_00953
OG0000230	Prau.g_00104	Pras.g_00954
OG0000231	Prau.g_00105	Pras.g_00955
OG0000232	Prau.g_00107	Pras.g_00957
OG0000233	Prau.g_00108	Pras.g_00958
OG0000234	Prau.g_00109	Pras.g_00959
OG0000235	Prau.g_00110	Pras.g_00960
OG0000236	Prau.g_00111	Pras.g_00961
OG0000237	Prau.g_00112	Pras.g_00962
OG0000238	Prau.g_00113	Pras.g_00963
OG0000239	Prau.g_00115	Pras.g_00965
OG0000240	Prau.g_00116	Pras.g_00966
OG0000241	Prau.g_00117	Pras.g_00967
OG0000242	Prau.g_00118	Pras.g_00968
OG0000243	Prau.g_00121	Pras.g_00971
OG0000244	Prau.g_00123	Pras.g_00973
OG0000245	Prau.g_00124	Pras.g_00974
OG0000246	Prau.g_00125	Pras.g_00975
OG0000247	Prau.g_00128	Pras.g_00978
OG0000248	Prau.g_00130	Pras.g_00980
OG0000249	Prau.g_00131	Pras.g_00981
OG0000250	Prau.g_00132	Pras.g_00982
OG0000251	Prau.g_00133	Pras.g_00983
OG0000252	Prau.g_00134	Pras.g_00984
OG0000253	Prau.g_00135	Pras.g_00985
OG0000254	Prau.g_00137	Pras.g_00987
OG0000255	Prau.g_00138	Pras.g_00988
OG0000256	Prau.g_00141	Pras.g_00991
OG0000257	Prau.g_00143	Pras.g_00993
OG0000258	Prau.g_00146	Pras.g_00996
OG0000259	Prau.g_00147	Pras.g_00997
OG0000260	Prau.g_00148	Pras.g_00998
OG0000261	Prau.g_00149	Pras.g_00999
OG0000262	Prau.g_00150	Pras.g_01000
OG0000263	Prau.g_00152	Pras.g_01002
OG0000264	Prau.g_00153	Pras.g_01003
OG0000265	Prau.g_00154	Pras.g_01004
OG0000266	Prau.g_00155	Pras.g_01005
OG0000267	Prau.g_00156	Pras.g_01006
OG0000268	Prau.g_00157	Pras.g_01007
OG0000269	Prau.g_00159	Pras.g_01009
OG0000270	Prau.g_00160	Pras.g_01010
OG0000271	Prau.g_00161	Pras.g_01011
OG0000272	Prau.g_00162	Pras.g_01012
OG0000273	Prau.g_00163	Pras.g_01013
OG0000274	Prau.g_00164	Pras.g_01014
OG0000275	Prau.g_00165	Pras.g_01015
OG0000276	Prau.g_00166	Pras.g_01016
OG0000277	Prau.g_00168	Pras.g_01018
OG0000278	Prau.g_00169	Pras.g_01019
OG0000279	Prau.g_00170	Pras.g_01020
OG0000280	Prau.g_00172	Pras.g_01022
OG0000281	Prau.g_00174	Pras.g_01024
OG0000282	Prau.g_00175	Pras.g_01025
OG0000283	Prau.g_00176	Pras.g_01026
OG0000284	Prau.g_00177	Pras.g_01027
OG0000285	Prau.g_00178	Pras.g_01028
OG0000286	Prau.g_00179	Pras.g_01029
OG0000287	Prau.g_00180	Pras.g_01030
OG0000288	Prau.g_00182	Pras.g_01032
OG0000289	Prau.g_00183	Pras.g_01033
OG0000290	Prau.g_00184	Pras.g_01034
OG0000291	Prau.g_00186	Pras.g_01036
OG0000292	Prau.g_00187	Pras.g_01037
OG0000293	Prau.g_00188	Pras.g_01038
OG0000294	Prau.g_00189	Pras.g_01039
OG0000295	Prau.g_00190	Pras.g_01040
OG0000296	Prau.g_00191	Pras.g_01041
OG0000297	Prau.g_00192	Pras.g_01042
OG0000298	Prau.g_00194	Pras.g_01044
OG0000299	Prau.g_00195	Pras.g_01045
OG0000300	Prau.g_00196	Pras.g_01046
OG0000301	Prau.g_00197	Pras.g_01047
OG0000302	Prau.g_00198	Pras.g_01048
OG0000303	Prau.g_00199	Pras.g_01049
OG0000304	Prau.g_00201	Pras.g_01051
OG0000305	Prau.g_00202	Pras.g_01052
OG0000306	Prau.g_00205	Pras.g_01055
OG0000307	Prau.g_00206	Pras.g_01056
OG0000308	Prau.g_00207	Pras.g_01057
OG0000309	Prau.g_00208	Pras.g_01059
OG0000310	Prau.g_00209	Pras.g_01060
OG0000311	Prau.g_00210	Pras.g_01061
OG0000312	Prau.g_00211	Pras.g_01062
OG0000313	Prau.g_00212	Pras.g_01063
OG0000314	Prau.g_00213	Pras.g_01064
OG0000315	Prau.g_00214	Pras.g_01065
OG0000316	Prau.g_00215	Pras.g_01066
OG0000317	Prau.g_00216	Pras.g_01067
OG0000318	Prau.g_00217	Pras.g_01068
OG0000319	Prau.g_00218	Pras.g_01069
OG0000320	Prau.g_00219	Pras.g_01070
OG0000321	Prau.g_00220	Pras.g_01071
OG0000322	Prau.g_00221	Pras.g_01072
OG0000323	Prau.g_00222	Pras.g_01073
OG0000324	Prau.g_00223	Pras.g_01074
OG0000325	Prau.g_00224	Pras.g_01075
OG0000326	Prau.g_00225	Pras.g_01076
OG0000327	Prau.g_00226	Pras.g_01077
OG0000328	Prau.g_00227	Pras.g_01078
OG0000329	Prau.g_00228	Pras.g_01079
OG0000330	Prau.g_00229	Pras.g_01080
OG0000331	Prau.g_00230	Pras.g_01081
OG0000332	Prau.g_00231	Pras.g_01082
OG0000333	Prau.g_00232	Pras.g_01083
OG0000334	Prau.g_00233	Pras.g_01084
OG0000335	Prau.g_00234	Pras.g_01085
OG0000336	Prau.g_00236	Pras.g_01087
OG0000337	Prau.g_00237	Pras.g_01088
OG0000338	Prau.g_00241	Pras.g_01092
OG0000339	Prau.g_00244	Pras.g_01094
OG0000340	Prau.g_00246	Pras.g_01096
OG0000341	Prau.g_00247	Pras.g_01097
OG0000342	Prau.g_00248	Pras.g_01098
OG0000343	Prau.g_00249	Pras.g_01099
OG0000344	Prau.g_00252	Pras.g_01102
OG0000345	Prau.g_00255	Pras.g_01105
OG0000346	Prau.g_00256	Pras.g_01106
OG0000347	Prau.g_00259	Pras.g_01109
OG0000348	Prau.g_00261	Pras.g_01111
OG0000349	Prau.g_00262	Pras.g_01112
OG0000350	Prau.g_00264	Pras.g_01114
OG0000351	Prau.g_00265	Pras.g_01115
OG0000352	Prau.g_00266	Pras.g_01116
OG0000353	Prau.g_00267	Pras.g_01117
OG0000354	Prau.g_00268	Pras.g_01118
OG0000355	Prau.g_00269	Pras.g_01119
OG0000356	Prau.g_00270	Pras.g_01120
OG0000357	Prau.g_00271	Pras.g_01121
OG0000358	Prau.g_00272	Pras.g_01122
OG0000359	Prau.g_00273	Pras.g_01123
OG0000360	Prau.g_00277	Pras.g_01127
OG0000361	Prau.g_00278	Pras.g_01128
OG0000362	Prau.g_00279	Pras.g_01129
OG0000363	Prau.g_00280	Pras.g_01130
OG0000364	Prau.g_00284	Pras.g_01134
OG0000365	Prau.g_00285	Pras.g_01135
OG0000366	Prau.g_00287	Pras.g_01137
OG0000367	Prau.g_00288	Pras.g_01138
OG0000368	Prau.g_00289	Pras.g_01139
OG0000369	Prau.g_00290	Pras.g_01140
OG0000370	Prau.g_00291	Pras.g_01141
OG0000371	Prau.g_00292	Pras.g_01142
OG0000372	Prau.g_00293	Pras.g_01143
OG0000373	Prau.g_00294	Pras.g_01144
OG0000374	Prau.g_00296	Pras.g_01145
OG0000375	Prau.g_00297	Pras.g_01146
OG0000376	Prau.g_00300	Pras.g_01149
OG0000377	Prau.g_00301	Pras.g_01150
OG0000378	Prau.g_00302	Pras.g_01151
OG0000379	Prau.g_00303	Pras.g_01152
OG0000380	Prau.g_00304	Pras.g_01153
OG0000381	Prau.g_00305	Pras.g_01155
OG0000382	Prau.g_00306	Pras.g_01156
OG0000383	Prau.g_00307	Pras.g_01157
OG0000384	Prau.g_00310	Pras.g_01160
OG0000385	Prau.g_00311	Pras.g_01161
OG0000386	Prau.g_00312	Pras.g_01162
OG0000387	Prau.g_00313	Pras.g_01163
OG0000388	Prau.g_00314	Pras.g_01164
OG0000389	Prau.g_00315	Pras.g_01165
OG0000390	Prau.g_00316	Pras.g_01166
OG0000391	Prau.g_00317	Pras.g_01167
OG0000392	Prau.g_00318	Pras.g_01168
OG0000393	Prau.g_00319	Pras.g_01169
OG0000394	Prau.g_00320	Pras.g_01170
OG0000395	Prau.g_00321	Pras.g_01171
OG0000396	Prau.g_00323	Pras.g_01173
OG0000397	Prau.g_00325	Pras.g_01175
OG0000398	Prau.g_00326	Pras.g_01176
OG0000399	Prau.g_00329	Pras.g_01179
OG0000400	Prau.g_00330	Pras.g_01180
OG0000401	Prau.g_00331	Pras.g_01181
OG0000402	Prau.g_00336	Pras.g_01187
OG0000403	Prau.g_00337	Pras.g_01188
OG0000404	Prau.g_00338	Pras.g_01189
OG0000405	Prau.g_00340	Pras.g_01191
OG0000406	Prau.g_00343	Pras.g_01194
OG0000407	Prau.g_00344	Pras.g_01195
OG0000408	Prau.g_00347	Pras.g_01198
OG0000409	Prau.g_00348	Pras.g_01199
OG0000410	Prau.g_00349	Pras.g_01200
OG0000411	Prau.g_00350	Pras.g_01201
OG0000412	Prau.g_00351	Pras.g_01202
OG0000413	Prau.g_00352	Pras.g_01203
OG0000414	Prau.g_00353	Pras.g_01204
OG0000415	Prau.g_00354	Pras.g_01205
OG0000416	Prau.g_00357	Pras.g_01208
OG0000417	Prau.g_00358	Pras.g_01209
OG0000418	Prau.g_00359	Pras.g_01210
OG0000419	Prau.g_00360	Pras.g_01211
OG0000420	Prau.g_00361	Pras.g_01212
OG0000421	Prau.g_00374	Pras.g_01224
OG0000422	Prau.g_00382	Pras.g_01232
OG0000423	Prau.g_00383	Pras.g_01233
OG0000424	Prau.g_00389	Pras.g_01239
OG0000425	Prau.g_00472	Pras.g_01309
OG0000426	Prau.g_00473	Pras.g_01310
OG0000427	Prau.g_00474	Pras.g_01311
OG0000428	Prau.g_00476	Pras.g_01313
OG0000429	Prau.g_00477	Pras.g_01314
OG0000430	Prau.g_00479	Pras.g_01316
OG0000431	Prau.g_00480	Pras.g_01317
OG0000432	Prau.g_00481	Pras.g_01318
OG0000433	Prau.g_00482	Pras.g_01319
OG0000434	Prau.g_00483	Pras.g_01320
OG0000435	Prau.g_00484	Pras.g_01321
OG0000436	Prau.g_00485	Pras.g_01322
OG0000437	Prau.g_00486	Pras.g_01323
OG0000438	Prau.g_00487	Pras.g_01324
OG0000439	Prau.g_00488	Pras.g_01325
OG0000440	Prau.g_00489	Pras.g_01326
OG0000441	Prau.g_00490	Pras.g_01327
OG0000442	Prau.g_00491	Pras.g_01328
OG0000443	Prau.g_00492	Pras.g_01329
OG0000444	Prau.g_00493	Pras.g_01330
OG0000445	Prau.g_00494	Pras.g_01331
OG0000446	Prau.g_00496	Pras.g_01332
OG0000447	Prau.g_00497	Pras.g_01333
OG0000448	Prau.g_00499	Pras.g_01335
OG0000449	Prau.g_00503	Pras.g_01339
OG0000450	Prau.g_00504	Pras.g_01340
OG0000451	Prau.g_00505	Pras.g_01341
OG0000452	Prau.g_00506	Pras.g_01342
OG0000453	Prau.g_00507	Pras.g_01343
OG0000454	Prau.g_00512	Pras.g_01349
OG0000455	Prau.g_00514	Pras.g_01351
OG0000456	Prau.g_00518	Pras.g_01355
OG0000457	Prau.g_00519	Pras.g_01356
OG0000458	Prau.g_00520	Pras.g_01357
OG0000459	Prau.g_00522	Pras.g_01359
OG0000460	Prau.g_00524	Pras.g_01361
OG0000461	Prau.g_00525	Pras.g_01362
OG0000462	Prau.g_00526	Pras.g_01363
OG0000463	Prau.g_00528	Pras.g_01365
OG0000464	Prau.g_00529	Pras.g_01366
OG0000465	Prau.g_00530	Pras.g_01367
OG0000466	Prau.g_00531	Pras.g_01368
OG0000467	Prau.g_00532	Pras.g_01369
OG0000468	Prau.g_00533	Pras.g_01370
OG0000469	Prau.g_00534	Pras.g_01371
OG0000470	Prau.g_00535	Pras.g_01372
OG0000471	Prau.g_00536	Pras.g_01373
OG0000472	Prau.g_00541	Pras.g_01378
OG0000473	Prau.g_00542	Pras.g_01379
OG0000474	Prau.g_00543	Pras.g_01380
OG0000475	Prau.g_00544	Pras.g_01381
OG0000476	Prau.g_00546	Pras.g_01383
OG0000477	Prau.g_00547	Pras.g_01384
OG0000478	Prau.g_00548	Pras.g_01385
OG0000479	Prau.g_00549	Pras.g_01386
OG0000480	Prau.g_00551	Pras.g_01388
OG0000481	Prau.g_00553	Pras.g_01390
OG0000482	Prau.g_00554	Pras.g_01391
OG0000483	Prau.g_00556	Pras.g_01393
OG0000484	Prau.g_00557	Pras.g_01394
OG0000485	Prau.g_00558	Pras.g_01395
OG0000486	Prau.g_00559	Pras.g_01396
OG0000487	Prau.g_00564	Pras.g_01401
OG0000488	Prau.g_00565	Pras.g_01402
OG0000489	Prau.g_00566	Pras.g_01403
OG0000490	Prau.g_00567	Pras.g_01404
OG0000491	Prau.g_00568	Pras.g_01405
OG0000492	Prau.g_00569	Pras.g_01406
OG0000493	Prau.g_00570	Pras.g_01407
OG0000494	Prau.g_00571	Pras.g_01408
OG0000495	Prau.g_00574	Pras.g_01411
OG0000496	Prau.g_00575	Pras.g_01412
OG0000497	Prau.g_00576	Pras.g_01413
OG0000498	Prau.g_00577	Pras.g_01414
OG0000499	Prau.g_00578	Pras.g_01415
OG0000500	Prau.g_00580	Pras.g_01417
OG0000501	Prau.g_00581	Pras.g_01418
OG0000502	Prau.g_00582	Pras.g_01419
OG0000503	Prau.g_00584	Pras.g_01421
OG0000504	Prau.g_00585	Pras.g_01422
OG0000505	Prau.g_00586	Pras.g_01423
OG0000506	Prau.g_00587	Pras.g_01424
OG0000507	Prau.g_00588	Pras.g_01425
OG0000508	Prau.g_00589	Pras.g_01426
OG0000509	Prau.g_00590	Pras.g_01427
OG0000510	Prau.g_00591	Pras.g_01428
OG0000511	Prau.g_00593	Pras.g_01430
OG0000512	Prau.g_00594	Pras.g_01431
OG0000513	Prau.g_00595	Pras.g_01432
OG0000514	Prau.g_00596	Pras.g_01433
OG0000515	Prau.g_00597	Pras.g_01434
OG0000516	Prau.g_00598	Pras.g_01435
OG0000517	Prau.g_00600	Pras.g_01437
OG0000518	Prau.g_00601	Pras.g_01438
OG0000519	Prau.g_00602	Pras.g_01439
OG0000520	Prau.g_00603	Pras.g_01440
OG0000521	Prau.g_00604	Pras.g_01441
OG0000522	Prau.g_00605	Pras.g_01442
OG0000523	Prau.g_00606	Pras.g_01443
OG0000524	Prau.g_00607	Pras.g_01444
OG0000525	Prau.g_00608	Pras.g_01445
OG0000526	Prau.g_00609	Pras.g_01446
OG0000527	Prau.g_00610	Pras.g_01447
OG0000528	Prau.g_00611	Pras.g_01448
OG0000529	Prau.g_00612	Pras.g_01449
OG0000530	Prau.g_00613	Pras.g_01450
OG0000531	Prau.g_00614	Pras.g_01451
OG0000532	Prau.g_00615	Pras.g_01452
OG0000533	Prau.g_00617	Pras.g_01454
OG0000534	Prau.g_00618	Pras.g_01455
OG0000535	Prau.g_00619	Pras.g_01456
OG0000536	Prau.g_00620	Pras.g_01457
OG0000537	Prau.g_00621	Pras.g_01459
OG0000538	Prau.g_00622	Pras.g_01460
OG0000539	Prau.g_00625	Pras.g_01463
OG0000540	Prau.g_00626	Pras.g_01464
OG0000541	Prau.g_00627	Pras.g_01465
OG0000542	Prau.g_00629	Pras.g_01467
OG0000543	Prau.g_00630	Pras.g_01468
OG0000544	Prau.g_00631	Pras.g_01469
OG0000545	Prau.g_00632	Pras.g_01470
OG0000546	Prau.g_00633	Pras.g_01471
OG0000547	Prau.g_00634	Pras.g_01472
OG0000548	Prau.g_00635	Pras.g_01473
OG0000549	Prau.g_00637	Pras.g_01475
OG0000550	Prau.g_00638	Pras.g_01476
OG0000551	Prau.g_00639	Pras.g_01477
OG0000552	Prau.g_00640	Pras.g_01478
OG0000553	Prau.g_00641	Pras.g_01479
