Orthogroup	Prau	Praf
OG0000139	Prau.g_01212	Praf.g_00861
OG0000140	Prau.g_01263	Praf.g_00938
OG0000141	Prau.g_01496, Prau.g_01271	Praf.g_01285
OG0000142	Prau.g_01383	Praf.g_00779
OG0000143	Prau.g_01409	Praf.g_00585, Praf.g_00583
OG0000144	Prau.g_01515	Praf.g_01778, Praf.g_01776
OG0000145	Prau.g_01532	Praf.g_01795
OG0000146	Prau.g_01568	Praf.g_01848
OG0000147	Prau.g_01608	Praf.g_00502
OG0000148	Prau.g_01609	Praf.g_00501
OG0000149	Prau.g_01730	Praf.g_00485
OG0000150	Prau.g_01768	Praf.g_00437
OG0000151	Prau.g_01771	Praf.g_00434
OG0000152	Prau.g_01790	Praf.g_00402
OG0000153	Prau.g_01828	Praf.g_02162
OG0000154	Prau.g_01864	Praf.g_02125
OG0000155	Prau.g_01882	Praf.g_02102
OG0000156	Prau.g_01910	Praf.g_02396
OG0000157	Prau.g_01942	Praf.g_00152
OG0000158	Prau.g_02004	Praf.g_02757
OG0000160	Prau.g_00001	Praf.g_00001
OG0000161	Prau.g_00002	Praf.g_00002
OG0000162	Prau.g_00004	Praf.g_00004
OG0000163	Prau.g_00005	Praf.g_00005
OG0000164	Prau.g_00006	Praf.g_00006
OG0000165	Prau.g_00007	Praf.g_00007
OG0000166	Prau.g_00008	Praf.g_00009
OG0000167	Prau.g_00009	Praf.g_00010
OG0000168	Prau.g_00010	Praf.g_00011
OG0000169	Prau.g_00012	Praf.g_00013
OG0000170	Prau.g_00014	Praf.g_00015
OG0000171	Prau.g_00015	Praf.g_00016
OG0000172	Prau.g_00016	Praf.g_00021
OG0000173	Prau.g_00017	Praf.g_00022
OG0000174	Prau.g_00018	Praf.g_00023
OG0000175	Prau.g_00019	Praf.g_00024
OG0000176	Prau.g_00020	Praf.g_00025
OG0000177	Prau.g_00021	Praf.g_00026
OG0000178	Prau.g_00022	Praf.g_00027
OG0000179	Prau.g_00024	Praf.g_00029
OG0000180	Prau.g_00025	Praf.g_00030
OG0000181	Prau.g_00026	Praf.g_00031
OG0000182	Prau.g_00027	Praf.g_00032
OG0000183	Prau.g_00028	Praf.g_00033
OG0000184	Prau.g_00029	Praf.g_00035
OG0000185	Prau.g_00031	Praf.g_00040
OG0000186	Prau.g_00034	Praf.g_00045
OG0000187	Prau.g_00035	Praf.g_00046
OG0000188	Prau.g_00036	Praf.g_00047
OG0000189	Prau.g_00047	Praf.g_00050
OG0000190	Prau.g_00049	Praf.g_00052
OG0000191	Prau.g_00050	Praf.g_02654
OG0000192	Prau.g_00051	Praf.g_02652
OG0000193	Prau.g_00053	Praf.g_02618
OG0000194	Prau.g_00054	Praf.g_02611
OG0000195	Prau.g_00055	Praf.g_02605
OG0000196	Prau.g_00056	Praf.g_02603
OG0000197	Prau.g_00058	Praf.g_02601
OG0000198	Prau.g_00059	Praf.g_02597
OG0000199	Prau.g_00060	Praf.g_02596
OG0000200	Prau.g_00066	Praf.g_00328
OG0000201	Prau.g_00067	Praf.g_00326
OG0000202	Prau.g_00068	Praf.g_00325
OG0000203	Prau.g_00071	Praf.g_00321
OG0000204	Prau.g_00072	Praf.g_00320
OG0000205	Prau.g_00074	Praf.g_00316
OG0000206	Prau.g_00076	Praf.g_00314
OG0000207	Prau.g_00078	Praf.g_00310
OG0000208	Prau.g_00079	Praf.g_00309
OG0000209	Prau.g_00080	Praf.g_00962
OG0000210	Prau.g_00081	Praf.g_00308
OG0000211	Prau.g_00082	Praf.g_00304
OG0000212	Prau.g_00083	Praf.g_00303
OG0000213	Prau.g_00084	Praf.g_00302
OG0000214	Prau.g_00085	Praf.g_00301
OG0000215	Prau.g_00086	Praf.g_00300
OG0000216	Prau.g_00087	Praf.g_00299
OG0000217	Prau.g_00089	Praf.g_00297
OG0000218	Prau.g_00090	Praf.g_00296
OG0000219	Prau.g_00091	Praf.g_00268
OG0000220	Prau.g_00092	Praf.g_00264
OG0000221	Prau.g_00095	Praf.g_00259
OG0000222	Prau.g_00096	Praf.g_00258
OG0000223	Prau.g_00097	Praf.g_00257
OG0000224	Prau.g_00098	Praf.g_00255
OG0000225	Prau.g_00099	Praf.g_00254
OG0000226	Prau.g_00100	Praf.g_00253
OG0000227	Prau.g_00101	Praf.g_00251
OG0000228	Prau.g_00102	Praf.g_00250
OG0000229	Prau.g_00103	Praf.g_00249
OG0000230	Prau.g_00104	Praf.g_00248
OG0000231	Prau.g_00105	Praf.g_00247
OG0000232	Prau.g_00107	Praf.g_00245
OG0000233	Prau.g_00108	Praf.g_00244
OG0000234	Prau.g_00109	Praf.g_00243
OG0000235	Prau.g_00110	Praf.g_00240
OG0000236	Prau.g_00111	Praf.g_00232
OG0000237	Prau.g_00112	Praf.g_00230
OG0000238	Prau.g_00113	Praf.g_00225
OG0000239	Prau.g_00115	Praf.g_00223
OG0000240	Prau.g_00116	Praf.g_00221
OG0000241	Prau.g_00117	Praf.g_00219
OG0000242	Prau.g_00118	Praf.g_00218
OG0000243	Prau.g_00121	Praf.g_00214
OG0000244	Prau.g_00123	Praf.g_00209
OG0000245	Prau.g_00124	Praf.g_00208
OG0000246	Prau.g_00125	Praf.g_00207
OG0000247	Prau.g_00128	Praf.g_02403
OG0000248	Prau.g_00130	Praf.g_02405
OG0000249	Prau.g_00131	Praf.g_02408
OG0000250	Prau.g_00132	Praf.g_02410
OG0000251	Prau.g_00133	Praf.g_02411
OG0000252	Prau.g_00134	Praf.g_02412
OG0000253	Prau.g_00135	Praf.g_02413
OG0000254	Prau.g_00137	Praf.g_02415
OG0000255	Prau.g_00138	Praf.g_02416
OG0000256	Prau.g_00141	Praf.g_02421
OG0000257	Prau.g_00143	Praf.g_02430
OG0000258	Prau.g_00146	Praf.g_02432
OG0000259	Prau.g_00147	Praf.g_02433
OG0000260	Prau.g_00148	Praf.g_02434
OG0000261	Prau.g_00149	Praf.g_02435
OG0000262	Prau.g_00150	Praf.g_02436
OG0000263	Prau.g_00152	Praf.g_02438
OG0000264	Prau.g_00153	Praf.g_02439
OG0000265	Prau.g_00154	Praf.g_02440
OG0000266	Prau.g_00155	Praf.g_02441
OG0000267	Prau.g_00156	Praf.g_02442
OG0000268	Prau.g_00157	Praf.g_02444
OG0000269	Prau.g_00159	Praf.g_02446
OG0000270	Prau.g_00160	Praf.g_02447
OG0000271	Prau.g_00161	Praf.g_02448
OG0000272	Prau.g_00162	Praf.g_02449
OG0000273	Prau.g_00163	Praf.g_02450
OG0000274	Prau.g_00164	Praf.g_02451
OG0000275	Prau.g_00165	Praf.g_02452
OG0000276	Prau.g_00166	Praf.g_02453
OG0000277	Prau.g_00168	Praf.g_02455
OG0000278	Prau.g_00169	Praf.g_02456
OG0000279	Prau.g_00170	Praf.g_02457
OG0000280	Prau.g_00172	Praf.g_02469
OG0000281	Prau.g_00174	Praf.g_02470
OG0000282	Prau.g_00175	Praf.g_02471
OG0000283	Prau.g_00176	Praf.g_02472
OG0000284	Prau.g_00177	Praf.g_02473
OG0000285	Prau.g_00178	Praf.g_02474
OG0000286	Prau.g_00179	Praf.g_02475
OG0000287	Prau.g_00180	Praf.g_02476
OG0000288	Prau.g_00182	Praf.g_01486
OG0000289	Prau.g_00183	Praf.g_02489
OG0000290	Prau.g_00184	Praf.g_02491
OG0000291	Prau.g_00186	Praf.g_02495
OG0000292	Prau.g_00187	Praf.g_02497
OG0000293	Prau.g_00188	Praf.g_02500
OG0000294	Prau.g_00189	Praf.g_02502
OG0000295	Prau.g_00190	Praf.g_02505
OG0000296	Prau.g_00191	Praf.g_02506
OG0000297	Prau.g_00192	Praf.g_02509
OG0000298	Prau.g_00194	Praf.g_02512
OG0000299	Prau.g_00195	Praf.g_02513
OG0000300	Prau.g_00196	Praf.g_02514
OG0000301	Prau.g_00197	Praf.g_02515
OG0000302	Prau.g_00198	Praf.g_02516
OG0000303	Prau.g_00199	Praf.g_02517
OG0000304	Prau.g_00201	Praf.g_02519
OG0000305	Prau.g_00202	Praf.g_02520
OG0000306	Prau.g_00205	Praf.g_02524
OG0000307	Prau.g_00206	Praf.g_02525
OG0000308	Prau.g_00207	Praf.g_02531
OG0000309	Prau.g_00208	Praf.g_02532
OG0000310	Prau.g_00209	Praf.g_02533
OG0000311	Prau.g_00210	Praf.g_02582
OG0000312	Prau.g_00211	Praf.g_02581
OG0000313	Prau.g_00212	Praf.g_02575
OG0000314	Prau.g_00213	Praf.g_02574
OG0000315	Prau.g_00214	Praf.g_02572
OG0000316	Prau.g_00215	Praf.g_02568
OG0000317	Prau.g_00216	Praf.g_02567
OG0000318	Prau.g_00217	Praf.g_02566
OG0000319	Prau.g_00218	Praf.g_02560
OG0000320	Prau.g_00219	Praf.g_02559
OG0000321	Prau.g_00220	Praf.g_02557
OG0000322	Prau.g_00221	Praf.g_02556
OG0000323	Prau.g_00222	Praf.g_02555
OG0000324	Prau.g_00223	Praf.g_02554
OG0000325	Prau.g_00224	Praf.g_02553
OG0000326	Prau.g_00225	Praf.g_02552
OG0000327	Prau.g_00226	Praf.g_02551
OG0000328	Prau.g_00227	Praf.g_02549
OG0000329	Prau.g_00228	Praf.g_02548
OG0000330	Prau.g_00229	Praf.g_02547
OG0000331	Prau.g_00230	Praf.g_00374
OG0000332	Prau.g_00231	Praf.g_00745
OG0000333	Prau.g_00232	Praf.g_00744
OG0000334	Prau.g_00233	Praf.g_00743
OG0000335	Prau.g_00234	Praf.g_00378
OG0000336	Prau.g_00236	Praf.g_00379
OG0000337	Prau.g_00237	Praf.g_00385
OG0000338	Prau.g_00241	Praf.g_00392
OG0000339	Prau.g_00244	Praf.g_02203
OG0000340	Prau.g_00246	Praf.g_02207
OG0000341	Prau.g_00247	Praf.g_02208
OG0000342	Prau.g_00248	Praf.g_02209
OG0000343	Prau.g_00249	Praf.g_02210
OG0000344	Prau.g_00252	Praf.g_02215
OG0000345	Prau.g_00255	Praf.g_02242
OG0000346	Prau.g_00256	Praf.g_02243
OG0000347	Prau.g_00259	Praf.g_02245
OG0000348	Prau.g_00261	Praf.g_02247
OG0000349	Prau.g_00262	Praf.g_02249
OG0000350	Prau.g_00264	Praf.g_02255
OG0000351	Prau.g_00265	Praf.g_00375
OG0000352	Prau.g_00266	Praf.g_02259
OG0000353	Prau.g_00267	Praf.g_02260
OG0000354	Prau.g_00268	Praf.g_02262
OG0000355	Prau.g_00269	Praf.g_02263
OG0000356	Prau.g_00270	Praf.g_02264
OG0000357	Prau.g_00271	Praf.g_02265
OG0000358	Prau.g_00272	Praf.g_02266
OG0000359	Prau.g_00273	Praf.g_02268
OG0000360	Prau.g_00277	Praf.g_02273
OG0000361	Prau.g_00278	Praf.g_02274
OG0000362	Prau.g_00279	Praf.g_02275
OG0000363	Prau.g_00280	Praf.g_02277
OG0000364	Prau.g_00284	Praf.g_02282
OG0000365	Prau.g_00285	Praf.g_02283
OG0000366	Prau.g_00287	Praf.g_02285
OG0000367	Prau.g_00288	Praf.g_02287
OG0000368	Prau.g_00289	Praf.g_02288
OG0000369	Prau.g_00290	Praf.g_02289
OG0000370	Prau.g_00291	Praf.g_02290
OG0000371	Prau.g_00292	Praf.g_02291
OG0000372	Prau.g_00293	Praf.g_02292
OG0000373	Prau.g_00294	Praf.g_02293
OG0000374	Prau.g_00296	Praf.g_02296
OG0000375	Prau.g_00297	Praf.g_02297
OG0000376	Prau.g_00300	Praf.g_02301
OG0000377	Prau.g_00301	Praf.g_02302
OG0000378	Prau.g_00302	Praf.g_02303
OG0000379	Prau.g_00303	Praf.g_02304
OG0000380	Prau.g_00304	Praf.g_02314
OG0000381	Prau.g_00305	Praf.g_02315
OG0000382	Prau.g_00306	Praf.g_02316
OG0000383	Prau.g_00307	Praf.g_02318
OG0000384	Prau.g_00310	Praf.g_02321
OG0000385	Prau.g_00311	Praf.g_02322
OG0000386	Prau.g_00312	Praf.g_02323
OG0000387	Prau.g_00313	Praf.g_02324
OG0000388	Prau.g_00314	Praf.g_02325
OG0000389	Prau.g_00315	Praf.g_02326
OG0000390	Prau.g_00316	Praf.g_02327
OG0000391	Prau.g_00317	Praf.g_02328
OG0000392	Prau.g_00318	Praf.g_02329
OG0000393	Prau.g_00319	Praf.g_02330
OG0000394	Prau.g_00320	Praf.g_02331
OG0000395	Prau.g_00321	Praf.g_02332
OG0000396	Prau.g_00323	Praf.g_02335
OG0000397	Prau.g_00325	Praf.g_02347
OG0000398	Prau.g_00326	Praf.g_02349
OG0000399	Prau.g_00329	Praf.g_02073
OG0000400	Prau.g_00330	Praf.g_02066
OG0000401	Prau.g_00331	Praf.g_02065
OG0000402	Prau.g_00336	Praf.g_02054
OG0000403	Prau.g_00337	Praf.g_02052
OG0000404	Prau.g_00338	Praf.g_02051
OG0000405	Prau.g_00340	Praf.g_02049
OG0000406	Prau.g_00343	Praf.g_02045
OG0000407	Prau.g_00344	Praf.g_02044
OG0000408	Prau.g_00347	Praf.g_02031
OG0000409	Prau.g_00348	Praf.g_02030
OG0000410	Prau.g_00349	Praf.g_02029
OG0000411	Prau.g_00350	Praf.g_02028
OG0000412	Prau.g_00351	Praf.g_02027
OG0000413	Prau.g_00352	Praf.g_02026
OG0000414	Prau.g_00353	Praf.g_02025
OG0000415	Prau.g_00354	Praf.g_02024
OG0000416	Prau.g_00357	Praf.g_02016
OG0000417	Prau.g_00358	Praf.g_02015
OG0000418	Prau.g_00359	Praf.g_02012
OG0000419	Prau.g_00360	Praf.g_02011
OG0000420	Prau.g_00361	Praf.g_01616
OG0000421	Prau.g_00374	Praf.g_00322
OG0000422	Prau.g_00382	Praf.g_00495
OG0000423	Prau.g_00383	Praf.g_01003
OG0000424	Prau.g_00389	Praf.g_02201
OG0000425	Prau.g_00472	Praf.g_02002
OG0000426	Prau.g_00473	Praf.g_02001
OG0000427	Prau.g_00474	Praf.g_01999
OG0000428	Prau.g_00476	Praf.g_01990
OG0000429	Prau.g_00477	Praf.g_01989
OG0000430	Prau.g_00479	Praf.g_01987
OG0000431	Prau.g_00480	Praf.g_01986
OG0000432	Prau.g_00481	Praf.g_01985
OG0000433	Prau.g_00482	Praf.g_01984
OG0000434	Prau.g_00483	Praf.g_01982
OG0000435	Prau.g_00484	Praf.g_01981
OG0000436	Prau.g_00485	Praf.g_01980
OG0000437	Prau.g_00486	Praf.g_01979
OG0000438	Prau.g_00487	Praf.g_01978
OG0000439	Prau.g_00488	Praf.g_01977
OG0000440	Prau.g_00489	Praf.g_01972
OG0000441	Prau.g_00490	Praf.g_01963
OG0000442	Prau.g_00491	Praf.g_01962
OG0000443	Prau.g_00492	Praf.g_01961
OG0000444	Prau.g_00493	Praf.g_01960
OG0000445	Prau.g_00494	Praf.g_01959
OG0000446	Prau.g_00496	Praf.g_01957
OG0000447	Prau.g_00497	Praf.g_01956
OG0000448	Prau.g_00499	Praf.g_01952
OG0000449	Prau.g_00503	Praf.g_01942
OG0000450	Prau.g_00504	Praf.g_01941
OG0000451	Prau.g_00505	Praf.g_01938
OG0000452	Prau.g_00506	Praf.g_01915
OG0000453	Prau.g_00507	Praf.g_01913
OG0000454	Prau.g_00512	Praf.g_01911
OG0000455	Prau.g_00514	Praf.g_01909
OG0000456	Prau.g_00518	Praf.g_00586
OG0000457	Prau.g_00519	Praf.g_00589
OG0000458	Prau.g_00520	Praf.g_00594
OG0000459	Prau.g_00522	Praf.g_00596
OG0000460	Prau.g_00524	Praf.g_00598
OG0000461	Prau.g_00525	Praf.g_00599
OG0000462	Prau.g_00526	Praf.g_00600
OG0000463	Prau.g_00528	Praf.g_00603
OG0000464	Prau.g_00529	Praf.g_00605
OG0000465	Prau.g_00530	Praf.g_00606
OG0000466	Prau.g_00531	Praf.g_00607
OG0000467	Prau.g_00532	Praf.g_00608
OG0000468	Prau.g_00533	Praf.g_00609
OG0000469	Prau.g_00534	Praf.g_00610
OG0000470	Prau.g_00535	Praf.g_00611
OG0000471	Prau.g_00536	Praf.g_00612
OG0000472	Prau.g_00541	Praf.g_00619
OG0000473	Prau.g_00542	Praf.g_00621
OG0000474	Prau.g_00543	Praf.g_00622
OG0000475	Prau.g_00544	Praf.g_00623
OG0000476	Prau.g_00546	Praf.g_00626
OG0000477	Prau.g_00547	Praf.g_00627
OG0000478	Prau.g_00548	Praf.g_00628
OG0000479	Prau.g_00549	Praf.g_00629
OG0000480	Prau.g_00551	Praf.g_00630
OG0000481	Prau.g_00553	Praf.g_00631
OG0000482	Prau.g_00554	Praf.g_00632
OG0000483	Prau.g_00556	Praf.g_00634
OG0000484	Prau.g_00557	Praf.g_00635
OG0000485	Prau.g_00558	Praf.g_00636
OG0000486	Prau.g_00559	Praf.g_00641
OG0000487	Prau.g_00564	Praf.g_00646
OG0000488	Prau.g_00565	Praf.g_00647
OG0000489	Prau.g_00566	Praf.g_00648
OG0000490	Prau.g_00567	Praf.g_00650
OG0000491	Prau.g_00568	Praf.g_00651
OG0000492	Prau.g_00569	Praf.g_00656
OG0000493	Prau.g_00570	Praf.g_01177
OG0000494	Prau.g_00571	Praf.g_01131
OG0000495	Prau.g_00574	Praf.g_00661
OG0000496	Prau.g_00575	Praf.g_00663
OG0000497	Prau.g_00576	Praf.g_00665
OG0000498	Prau.g_00577	Praf.g_00666
OG0000499	Prau.g_00578	Praf.g_00670
OG0000500	Prau.g_00580	Praf.g_00673
OG0000501	Prau.g_00581	Praf.g_00675
OG0000502	Prau.g_00582	Praf.g_00677
OG0000503	Prau.g_00584	Praf.g_00683
OG0000504	Prau.g_00585	Praf.g_00684
OG0000505	Prau.g_00586	Praf.g_00685
OG0000506	Prau.g_00587	Praf.g_00687
OG0000507	Prau.g_00588	Praf.g_00688
OG0000508	Prau.g_00589	Praf.g_00689
OG0000509	Prau.g_00590	Praf.g_00690
OG0000510	Prau.g_00591	Praf.g_00691
OG0000511	Prau.g_00593	Praf.g_00693
OG0000512	Prau.g_00594	Praf.g_00694
OG0000513	Prau.g_00595	Praf.g_00695
OG0000514	Prau.g_00596	Praf.g_00696
OG0000515	Prau.g_00597	Praf.g_00697
OG0000516	Prau.g_00598	Praf.g_00698
OG0000517	Prau.g_00600	Praf.g_00700
OG0000518	Prau.g_00601	Praf.g_00701
OG0000519	Prau.g_00602	Praf.g_00703
OG0000520	Prau.g_00603	Praf.g_00705
OG0000521	Prau.g_00604	Praf.g_00706
OG0000522	Prau.g_00605	Praf.g_00707
OG0000523	Prau.g_00606	Praf.g_00708
OG0000524	Prau.g_00607	Praf.g_00709
OG0000525	Prau.g_00608	Praf.g_00711
OG0000526	Prau.g_00609	Praf.g_00712
OG0000527	Prau.g_00610	Praf.g_00713
OG0000528	Prau.g_00611	Praf.g_00714
OG0000529	Prau.g_00612	Praf.g_00716
OG0000530	Prau.g_00613	Praf.g_00717
OG0000531	Prau.g_00614	Praf.g_00718
OG0000532	Prau.g_00615	Praf.g_00719
OG0000533	Prau.g_00617	Praf.g_00723
OG0000534	Prau.g_00618	Praf.g_00724
OG0000535	Prau.g_00619	Praf.g_00725
OG0000536	Prau.g_00620	Praf.g_00726
OG0000537	Prau.g_00621	Praf.g_00728
OG0000538	Prau.g_00622	Praf.g_00729
OG0000539	Prau.g_00625	Praf.g_00733
OG0000540	Prau.g_00626	Praf.g_00734
OG0000541	Prau.g_00627	Praf.g_00735
OG0000542	Prau.g_00629	Praf.g_00739
OG0000543	Prau.g_00630	Praf.g_00740
OG0000544	Prau.g_00631	Praf.g_00741
OG0000545	Prau.g_00632	Praf.g_00742
OG0000546	Prau.g_00633	Praf.g_00749
OG0000547	Prau.g_00634	Praf.g_00750
OG0000548	Prau.g_00635	Praf.g_00751
OG0000549	Prau.g_00637	Praf.g_00753
OG0000550	Prau.g_00638	Praf.g_00754
OG0000551	Prau.g_00639	Praf.g_00755
OG0000552	Prau.g_00640	Praf.g_00756
OG0000553	Prau.g_00641	Praf.g_00757
OG0000554	Prau.g_00642	Praf.g_00758
OG0000555	Prau.g_00643	Praf.g_00761
OG0000556	Prau.g_00644	Praf.g_00763
OG0000557	Prau.g_00645	Praf.g_00764
OG0000558	Prau.g_00646	Praf.g_00765
OG0000559	Prau.g_00647	Praf.g_00766
OG0000560	Prau.g_00648	Praf.g_00767
OG0000561	Prau.g_00649	Praf.g_00768
OG0000562	Prau.g_00650	Praf.g_00769
OG0000563	Prau.g_00651	Praf.g_00771
OG0000564	Prau.g_00652	Praf.g_00773
OG0000565	Prau.g_00653	Praf.g_01659
OG0000566	Prau.g_00654	Praf.g_01661
OG0000567	Prau.g_00655	Praf.g_01662
OG0000568	Prau.g_00656	Praf.g_01663
OG0000569	Prau.g_00661	Praf.g_01666
OG0000570	Prau.g_00662	Praf.g_01667
OG0000571	Prau.g_00664	Praf.g_01669
OG0000572	Prau.g_00665	Praf.g_01674
OG0000573	Prau.g_00666	Praf.g_01675
OG0000574	Prau.g_00667	Praf.g_01676
OG0000575	Prau.g_00668	Praf.g_01680
OG0000576	Prau.g_00669	Praf.g_01684
OG0000577	Prau.g_00670	Praf.g_01685
OG0000578	Prau.g_00671	Praf.g_01687
OG0000579	Prau.g_00672	Praf.g_01688
OG0000580	Prau.g_00673	Praf.g_01689
OG0000581	Prau.g_00674	Praf.g_01690
OG0000582	Prau.g_00675	Praf.g_01692
OG0000583	Prau.g_00676	Praf.g_01693
OG0000584	Prau.g_00678	Praf.g_01695
OG0000585	Prau.g_00679	Praf.g_01696
