Orthogroup	Prab	Praz
OG0000085	Prab.g_00023	Praz.g_00388
OG0000086	Prab.g_00038	Praz.g_00405
OG0000087	Prab.g_00048	Praz.g_00415
OG0000088	Prab.g_00104	Praz.g_00473
OG0000089	Prab.g_00112	Praz.g_00481
OG0000090	Prab.g_00129	Praz.g_00499
OG0000091	Prab.g_00160	Praz.g_00529
OG0000092	Prab.g_00161	Praz.g_00530
OG0000093	Prab.g_00175	Praz.g_00544
OG0000094	Prab.g_00193	Praz.g_00562
OG0000095	Prab.g_00198	Praz.g_00567
OG0000096	Prab.g_00241	Praz.g_00611
OG0000097	Prab.g_00262	Praz.g_00632
OG0000098	Prab.g_00272	Praz.g_00642
OG0000099	Prab.g_00282	Praz.g_00651
OG0000100	Prab.g_00285	Praz.g_00654
OG0000101	Prab.g_00344	Praz.g_00817
OG0000102	Prab.g_00371	Praz.g_00791
OG0000103	Prab.g_00480	Praz.g_01852
OG0000104	Prab.g_00484	Praz.g_01848
OG0000105	Prab.g_00503	Praz.g_01829
OG0000106	Prab.g_00536	Praz.g_01796
OG0000107	Prab.g_00537	Praz.g_01795
OG0000108	Prab.g_00547	Praz.g_01785
OG0000109	Prab.g_00556	Praz.g_01776
OG0000110	Prab.g_00573	Praz.g_01760
OG0000111	Prab.g_00656	Praz.g_01679
OG0000112	Prab.g_00657	Praz.g_01678
OG0000113	Prab.g_00745	Praz.g_01585
OG0000114	Prab.g_00838	Praz.g_01514
OG0000115	Prab.g_01010	Praz.g_01350
OG0000116	Prab.g_01006	Praz.g_01346
OG0000117	Prab.g_00932	Praz.g_01279, Praz.g_00063
OG0000118	Prab.g_01144	Praz.g_00114
OG0000119	Prab.g_01189	Praz.g_00022
OG0000120	Prab.g_01225	Praz.g_00748
OG0000121	Prab.g_01244	Praz.g_00729
OG0000122	Prab.g_01263	Praz.g_00710
OG0000123	Prab.g_01276	Praz.g_00697
OG0000124	Prab.g_01284	Praz.g_01936
OG0000125	Prab.g_01338	Praz.g_01168
OG0000126	Prab.g_01360	Praz.g_01139
OG0000127	Prab.g_01453	Praz.g_01054
OG0000128	Prab.g_01467	Praz.g_01040
OG0000129	Prab.g_01503	Praz.g_01004
OG0000130	Prab.g_01667	Praz.g_00879
OG0000131	Prab.g_01705	Praz.g_00841
OG0000132	Prab.g_01708	Praz.g_00838
OG0000133	Prab.g_01761	Praz.g_00304
OG0000134	Prab.g_01797	Praz.g_00268
OG0000135	Prab.g_01799	Praz.g_00266
OG0000136	Prab.g_01842	Praz.g_00221
OG0000137	Prab.g_01874	Praz.g_00188
OG0000138	Prab.g_01910	Praz.g_00152
OG0000139	Prab.g_01937	Praz.g_00125
OG0000140	Prab.g_00001	Praz.g_00366
OG0000141	Prab.g_00002	Praz.g_00367
OG0000142	Prab.g_00004	Praz.g_00369
OG0000143	Prab.g_00005	Praz.g_00370
OG0000144	Prab.g_00007	Praz.g_00372
OG0000145	Prab.g_00008	Praz.g_00373
OG0000146	Prab.g_00009	Praz.g_00374
OG0000147	Prab.g_00010	Praz.g_00375
OG0000148	Prab.g_00012	Praz.g_00377
OG0000149	Prab.g_00014	Praz.g_00379
OG0000150	Prab.g_00015	Praz.g_00380
OG0000151	Prab.g_00016	Praz.g_00381
OG0000152	Prab.g_00017	Praz.g_00382
OG0000153	Prab.g_00018	Praz.g_00383
OG0000154	Prab.g_00019	Praz.g_00384
OG0000155	Prab.g_00020	Praz.g_00385
OG0000156	Prab.g_00021	Praz.g_00386
OG0000157	Prab.g_00022	Praz.g_00387
OG0000158	Prab.g_00024	Praz.g_00389
OG0000159	Prab.g_00025	Praz.g_00390
OG0000160	Prab.g_00026	Praz.g_00391
OG0000161	Prab.g_00027	Praz.g_00392
OG0000162	Prab.g_00028	Praz.g_00393
OG0000163	Prab.g_00029	Praz.g_00394
OG0000164	Prab.g_00032	Praz.g_00397
OG0000165	Prab.g_00035	Praz.g_00400
OG0000166	Prab.g_00036	Praz.g_00401
OG0000167	Prab.g_00037	Praz.g_00402
OG0000168	Prab.g_00039	Praz.g_00406
OG0000169	Prab.g_00041	Praz.g_00408
OG0000170	Prab.g_00042	Praz.g_00409
OG0000171	Prab.g_00043	Praz.g_00410
OG0000172	Prab.g_00044	Praz.g_00411
OG0000173	Prab.g_00045	Praz.g_00412
OG0000174	Prab.g_00046	Praz.g_00413
OG0000175	Prab.g_00047	Praz.g_00414
OG0000176	Prab.g_00049	Praz.g_00416
OG0000177	Prab.g_00050	Praz.g_00417
OG0000178	Prab.g_00051	Praz.g_00418
OG0000179	Prab.g_00056	Praz.g_00424
OG0000180	Prab.g_00057	Praz.g_00425
OG0000181	Prab.g_00058	Praz.g_00426
OG0000182	Prab.g_00061	Praz.g_00429
OG0000183	Prab.g_00062	Praz.g_00430
OG0000184	Prab.g_00065	Praz.g_00433
OG0000185	Prab.g_00069	Praz.g_00437
OG0000186	Prab.g_00070	Praz.g_00438
OG0000187	Prab.g_00071	Praz.g_00439
OG0000188	Prab.g_00072	Praz.g_00440
OG0000189	Prab.g_00073	Praz.g_00441
OG0000190	Prab.g_00074	Praz.g_00442
OG0000191	Prab.g_00075	Praz.g_00443
OG0000192	Prab.g_00076	Praz.g_00444
OG0000193	Prab.g_00077	Praz.g_00445
OG0000194	Prab.g_00078	Praz.g_00446
OG0000195	Prab.g_00080	Praz.g_00448
OG0000196	Prab.g_00081	Praz.g_00449
OG0000197	Prab.g_00082	Praz.g_00450
OG0000198	Prab.g_00083	Praz.g_00451
OG0000199	Prab.g_00085	Praz.g_00454
OG0000200	Prab.g_00086	Praz.g_00455
OG0000201	Prab.g_00087	Praz.g_00456
OG0000202	Prab.g_00088	Praz.g_00457
OG0000203	Prab.g_00089	Praz.g_00458
OG0000204	Prab.g_00090	Praz.g_00459
OG0000205	Prab.g_00091	Praz.g_00460
OG0000206	Prab.g_00092	Praz.g_00461
OG0000207	Prab.g_00093	Praz.g_00462
OG0000208	Prab.g_00094	Praz.g_00463
OG0000209	Prab.g_00095	Praz.g_00464
OG0000210	Prab.g_00097	Praz.g_00466
OG0000211	Prab.g_00098	Praz.g_00467
OG0000212	Prab.g_00099	Praz.g_00468
OG0000213	Prab.g_00100	Praz.g_00469
OG0000214	Prab.g_00102	Praz.g_00471
OG0000215	Prab.g_00103	Praz.g_00472
OG0000216	Prab.g_00105	Praz.g_00474
OG0000217	Prab.g_00106	Praz.g_00475
OG0000218	Prab.g_00107	Praz.g_00476
OG0000219	Prab.g_00108	Praz.g_00477
OG0000220	Prab.g_00111	Praz.g_00480
OG0000221	Prab.g_00113	Praz.g_00482
OG0000222	Prab.g_00114	Praz.g_00483
OG0000223	Prab.g_00115	Praz.g_00484
OG0000224	Prab.g_00117	Praz.g_00487
OG0000225	Prab.g_00119	Praz.g_00489
OG0000226	Prab.g_00120	Praz.g_00490
OG0000227	Prab.g_00121	Praz.g_00491
OG0000228	Prab.g_00122	Praz.g_00492
OG0000229	Prab.g_00123	Praz.g_00493
OG0000230	Prab.g_00124	Praz.g_00494
OG0000231	Prab.g_00126	Praz.g_00496
OG0000232	Prab.g_00127	Praz.g_00497
OG0000233	Prab.g_00130	Praz.g_00500
OG0000234	Prab.g_00132	Praz.g_00502
OG0000235	Prab.g_00136	Praz.g_00505
OG0000236	Prab.g_00137	Praz.g_00506
OG0000237	Prab.g_00138	Praz.g_00507
OG0000238	Prab.g_00139	Praz.g_00508
OG0000239	Prab.g_00140	Praz.g_00509
OG0000240	Prab.g_00142	Praz.g_00511
OG0000241	Prab.g_00143	Praz.g_00512
OG0000242	Prab.g_00144	Praz.g_00513
OG0000243	Prab.g_00145	Praz.g_00514
OG0000244	Prab.g_00146	Praz.g_00515
OG0000245	Prab.g_00147	Praz.g_00516
OG0000246	Prab.g_00149	Praz.g_00518
OG0000247	Prab.g_00150	Praz.g_00519
OG0000248	Prab.g_00151	Praz.g_00520
OG0000249	Prab.g_00152	Praz.g_00521
OG0000250	Prab.g_00153	Praz.g_00522
OG0000251	Prab.g_00154	Praz.g_00523
OG0000252	Prab.g_00155	Praz.g_00524
OG0000253	Prab.g_00156	Praz.g_00525
OG0000254	Prab.g_00158	Praz.g_00527
OG0000255	Prab.g_00159	Praz.g_00528
OG0000256	Prab.g_00162	Praz.g_00531
OG0000257	Prab.g_00164	Praz.g_00533
OG0000258	Prab.g_00165	Praz.g_00534
OG0000259	Prab.g_00166	Praz.g_00535
OG0000260	Prab.g_00167	Praz.g_00536
OG0000261	Prab.g_00168	Praz.g_00537
OG0000262	Prab.g_00169	Praz.g_00538
OG0000263	Prab.g_00170	Praz.g_00539
OG0000264	Prab.g_00172	Praz.g_00541
OG0000265	Prab.g_00173	Praz.g_00542
OG0000266	Prab.g_00174	Praz.g_00543
OG0000267	Prab.g_00176	Praz.g_00545
OG0000268	Prab.g_00177	Praz.g_00546
OG0000269	Prab.g_00178	Praz.g_00547
OG0000270	Prab.g_00179	Praz.g_00548
OG0000271	Prab.g_00180	Praz.g_00549
OG0000272	Prab.g_00181	Praz.g_00550
OG0000273	Prab.g_00182	Praz.g_00551
OG0000274	Prab.g_00183	Praz.g_00552
OG0000275	Prab.g_00184	Praz.g_00553
OG0000276	Prab.g_00185	Praz.g_00554
OG0000277	Prab.g_00186	Praz.g_00555
OG0000278	Prab.g_00187	Praz.g_00556
OG0000279	Prab.g_00188	Praz.g_00557
OG0000280	Prab.g_00189	Praz.g_00558
OG0000281	Prab.g_00191	Praz.g_00560
OG0000282	Prab.g_00192	Praz.g_00561
OG0000283	Prab.g_00195	Praz.g_00564
OG0000284	Prab.g_00196	Praz.g_00565
OG0000285	Prab.g_00197	Praz.g_00566
OG0000286	Prab.g_00199	Praz.g_00568
OG0000287	Prab.g_00200	Praz.g_00569
OG0000288	Prab.g_00201	Praz.g_00570
OG0000289	Prab.g_00202	Praz.g_00571
OG0000290	Prab.g_00203	Praz.g_00572
OG0000291	Prab.g_00204	Praz.g_00573
OG0000292	Prab.g_00205	Praz.g_00574
OG0000293	Prab.g_00206	Praz.g_00575
OG0000294	Prab.g_00207	Praz.g_00576
OG0000295	Prab.g_00208	Praz.g_00577
OG0000296	Prab.g_00209	Praz.g_00578
OG0000297	Prab.g_00210	Praz.g_00579
OG0000298	Prab.g_00211	Praz.g_00580
OG0000299	Prab.g_00212	Praz.g_00581
OG0000300	Prab.g_00213	Praz.g_00582
OG0000301	Prab.g_00214	Praz.g_00583
OG0000302	Prab.g_00215	Praz.g_00584
OG0000303	Prab.g_00216	Praz.g_00585
OG0000304	Prab.g_00217	Praz.g_00586
OG0000305	Prab.g_00218	Praz.g_00587
OG0000306	Prab.g_00219	Praz.g_00588
OG0000307	Prab.g_00220	Praz.g_00589
OG0000308	Prab.g_00221	Praz.g_00590
OG0000309	Prab.g_00222	Praz.g_00591
OG0000310	Prab.g_00223	Praz.g_00592
OG0000311	Prab.g_00224	Praz.g_00593
OG0000312	Prab.g_00226	Praz.g_00595
OG0000313	Prab.g_00227	Praz.g_00596
OG0000314	Prab.g_00229	Praz.g_00599
OG0000315	Prab.g_00230	Praz.g_00600
OG0000316	Prab.g_00232	Praz.g_00602
OG0000317	Prab.g_00234	Praz.g_00604
OG0000318	Prab.g_00235	Praz.g_00605
OG0000319	Prab.g_00236	Praz.g_00606
OG0000320	Prab.g_00237	Praz.g_00607
OG0000321	Prab.g_00240	Praz.g_00610
OG0000322	Prab.g_00243	Praz.g_00613
OG0000323	Prab.g_00244	Praz.g_00614
OG0000324	Prab.g_00247	Praz.g_00617
OG0000325	Prab.g_00248	Praz.g_00618
OG0000326	Prab.g_00249	Praz.g_00619
OG0000327	Prab.g_00251	Praz.g_00621
OG0000328	Prab.g_00252	Praz.g_00622
OG0000329	Prab.g_00253	Praz.g_00623
OG0000330	Prab.g_00254	Praz.g_00624
OG0000331	Prab.g_00255	Praz.g_00625
OG0000332	Prab.g_00256	Praz.g_00626
OG0000333	Prab.g_00257	Praz.g_00627
OG0000334	Prab.g_00258	Praz.g_00628
OG0000335	Prab.g_00259	Praz.g_00629
OG0000336	Prab.g_00260	Praz.g_00630
OG0000337	Prab.g_00263	Praz.g_00633
OG0000338	Prab.g_00264	Praz.g_00634
OG0000339	Prab.g_00265	Praz.g_00635
OG0000340	Prab.g_00266	Praz.g_00636
OG0000341	Prab.g_00270	Praz.g_00640
OG0000342	Prab.g_00271	Praz.g_00641
OG0000343	Prab.g_00273	Praz.g_00643
OG0000344	Prab.g_00274	Praz.g_00644
OG0000345	Prab.g_00275	Praz.g_00645
OG0000346	Prab.g_00276	Praz.g_00646
OG0000347	Prab.g_00277	Praz.g_00647
OG0000348	Prab.g_00278	Praz.g_00648
OG0000349	Prab.g_00279	Praz.g_00649
OG0000350	Prab.g_00280	Praz.g_00650
OG0000351	Prab.g_00283	Praz.g_00652
OG0000352	Prab.g_00286	Praz.g_00655
OG0000353	Prab.g_00287	Praz.g_00656
OG0000354	Prab.g_00288	Praz.g_00657
OG0000355	Prab.g_00289	Praz.g_00658
OG0000356	Prab.g_00290	Praz.g_00659
OG0000357	Prab.g_00291	Praz.g_00660
OG0000358	Prab.g_00292	Praz.g_00661
OG0000359	Prab.g_00293	Praz.g_00662
OG0000360	Prab.g_00296	Praz.g_00665
OG0000361	Prab.g_00297	Praz.g_00666
OG0000362	Prab.g_00298	Praz.g_00667
OG0000363	Prab.g_00299	Praz.g_00668
OG0000364	Prab.g_00300	Praz.g_00669
OG0000365	Prab.g_00301	Praz.g_00670
OG0000366	Prab.g_00302	Praz.g_00671
OG0000367	Prab.g_00303	Praz.g_00672
OG0000368	Prab.g_00304	Praz.g_00673
OG0000369	Prab.g_00305	Praz.g_00674
OG0000370	Prab.g_00306	Praz.g_00675
OG0000371	Prab.g_00307	Praz.g_00676
OG0000372	Prab.g_00309	Praz.g_00678
OG0000373	Prab.g_00311	Praz.g_00680
OG0000374	Prab.g_00312	Praz.g_00681
OG0000375	Prab.g_00313	Praz.g_00682
OG0000376	Prab.g_00315	Praz.g_00684
OG0000377	Prab.g_00316	Praz.g_00685
OG0000378	Prab.g_00317	Praz.g_00686
OG0000379	Prab.g_00322	Praz.g_01931
OG0000380	Prab.g_00323	Praz.g_01932
OG0000381	Prab.g_00324	Praz.g_01933
OG0000382	Prab.g_00325	Praz.g_01935
OG0000383	Prab.g_00328	Praz.g_00343
OG0000384	Prab.g_00329	Praz.g_00344
OG0000385	Prab.g_00332	Praz.g_00347
OG0000386	Prab.g_00333	Praz.g_00348
OG0000387	Prab.g_00334	Praz.g_00349
OG0000388	Prab.g_00335	Praz.g_00350
OG0000389	Prab.g_00336	Praz.g_00351
OG0000390	Prab.g_00337	Praz.g_00352
OG0000391	Prab.g_00338	Praz.g_00353
OG0000392	Prab.g_00339	Praz.g_00354
OG0000393	Prab.g_00342	Praz.g_00819
OG0000394	Prab.g_00343	Praz.g_00818
OG0000395	Prab.g_00345	Praz.g_00816
OG0000396	Prab.g_00347	Praz.g_00815
OG0000397	Prab.g_00360	Praz.g_00803
OG0000398	Prab.g_00367	Praz.g_00795
OG0000399	Prab.g_00368	Praz.g_00794
OG0000400	Prab.g_00375	Praz.g_00788
OG0000401	Prab.g_00434	Praz.g_01897
OG0000402	Prab.g_00435	Praz.g_01896
OG0000403	Prab.g_00436	Praz.g_01895
OG0000404	Prab.g_00438	Praz.g_01893
OG0000405	Prab.g_00439	Praz.g_01892
OG0000406	Prab.g_00441	Praz.g_01890
OG0000407	Prab.g_00442	Praz.g_01889
OG0000408	Prab.g_00443	Praz.g_01888
OG0000409	Prab.g_00444	Praz.g_01887
OG0000410	Prab.g_00445	Praz.g_01886
OG0000411	Prab.g_00446	Praz.g_01885
OG0000412	Prab.g_00447	Praz.g_01884
OG0000413	Prab.g_00448	Praz.g_01883
OG0000414	Prab.g_00449	Praz.g_01882
OG0000415	Prab.g_00450	Praz.g_01881
OG0000416	Prab.g_00454	Praz.g_01880
OG0000417	Prab.g_00455	Praz.g_01879
OG0000418	Prab.g_00456	Praz.g_01878
OG0000419	Prab.g_00457	Praz.g_01877
OG0000420	Prab.g_00458	Praz.g_01876
OG0000421	Prab.g_00459	Praz.g_01875
OG0000422	Prab.g_00460	Praz.g_01873
OG0000423	Prab.g_00461	Praz.g_01872
OG0000424	Prab.g_00463	Praz.g_01870
OG0000425	Prab.g_00466	Praz.g_01867
OG0000426	Prab.g_00467	Praz.g_01866
OG0000427	Prab.g_00468	Praz.g_01865
OG0000428	Prab.g_00469	Praz.g_01864
OG0000429	Prab.g_00470	Praz.g_01863
OG0000430	Prab.g_00475	Praz.g_01857
OG0000431	Prab.g_00477	Praz.g_01855
OG0000432	Prab.g_00478	Praz.g_01854
OG0000433	Prab.g_00481	Praz.g_01851
OG0000434	Prab.g_00482	Praz.g_01850
OG0000435	Prab.g_00483	Praz.g_01849
OG0000436	Prab.g_00485	Praz.g_01847
OG0000437	Prab.g_00487	Praz.g_01845
OG0000438	Prab.g_00488	Praz.g_01844
OG0000439	Prab.g_00489	Praz.g_01843
OG0000440	Prab.g_00491	Praz.g_01841
OG0000441	Prab.g_00492	Praz.g_01840
OG0000442	Prab.g_00493	Praz.g_01839
OG0000443	Prab.g_00494	Praz.g_01838
OG0000444	Prab.g_00495	Praz.g_01837
OG0000445	Prab.g_00496	Praz.g_01836
OG0000446	Prab.g_00497	Praz.g_01835
OG0000447	Prab.g_00498	Praz.g_01834
OG0000448	Prab.g_00499	Praz.g_01833
OG0000449	Prab.g_00504	Praz.g_01828
OG0000450	Prab.g_00505	Praz.g_01827
OG0000451	Prab.g_00506	Praz.g_01826
OG0000452	Prab.g_00507	Praz.g_01825
OG0000453	Prab.g_00509	Praz.g_01823
OG0000454	Prab.g_00510	Praz.g_01822
OG0000455	Prab.g_00511	Praz.g_01821
OG0000456	Prab.g_00512	Praz.g_01820
OG0000457	Prab.g_00514	Praz.g_01818
OG0000458	Prab.g_00516	Praz.g_01816
OG0000459	Prab.g_00517	Praz.g_01815
OG0000460	Prab.g_00519	Praz.g_01813
OG0000461	Prab.g_00520	Praz.g_01812
OG0000462	Prab.g_00521	Praz.g_01811
OG0000463	Prab.g_00522	Praz.g_01810
OG0000464	Prab.g_00527	Praz.g_01805
OG0000465	Prab.g_00529	Praz.g_01803
OG0000466	Prab.g_00530	Praz.g_01802
OG0000467	Prab.g_00531	Praz.g_01801
OG0000468	Prab.g_00532	Praz.g_01800
OG0000469	Prab.g_00533	Praz.g_01799
OG0000470	Prab.g_00534	Praz.g_01798
OG0000471	Prab.g_00535	Praz.g_01797
OG0000472	Prab.g_00538	Praz.g_01794
OG0000473	Prab.g_00539	Praz.g_01793
OG0000474	Prab.g_00540	Praz.g_01792
OG0000475	Prab.g_00541	Praz.g_01791
OG0000476	Prab.g_00542	Praz.g_01790
OG0000477	Prab.g_00544	Praz.g_01788
OG0000478	Prab.g_00545	Praz.g_01787
OG0000479	Prab.g_00546	Praz.g_01786
OG0000480	Prab.g_00548	Praz.g_01784
OG0000481	Prab.g_00549	Praz.g_01783
OG0000482	Prab.g_00550	Praz.g_01782
OG0000483	Prab.g_00551	Praz.g_01781
OG0000484	Prab.g_00552	Praz.g_01780
OG0000485	Prab.g_00553	Praz.g_01779
OG0000486	Prab.g_00554	Praz.g_01778
OG0000487	Prab.g_00555	Praz.g_01777
OG0000488	Prab.g_00557	Praz.g_01775
OG0000489	Prab.g_00558	Praz.g_01774
OG0000490	Prab.g_00559	Praz.g_01773
OG0000491	Prab.g_00560	Praz.g_01772
OG0000492	Prab.g_00561	Praz.g_01771
OG0000493	Prab.g_00562	Praz.g_01770
OG0000494	Prab.g_00564	Praz.g_01768
OG0000495	Prab.g_00565	Praz.g_01767
OG0000496	Prab.g_00566	Praz.g_01766
OG0000497	Prab.g_00568	Praz.g_01765
OG0000498	Prab.g_00569	Praz.g_01764
OG0000499	Prab.g_00571	Praz.g_01762
OG0000500	Prab.g_00572	Praz.g_01761
OG0000501	Prab.g_00574	Praz.g_01759
OG0000502	Prab.g_00575	Praz.g_01758
OG0000503	Prab.g_00576	Praz.g_01757
OG0000504	Prab.g_00577	Praz.g_01756
OG0000505	Prab.g_00578	Praz.g_01755
OG0000506	Prab.g_00579	Praz.g_01754
OG0000507	Prab.g_00580	Praz.g_01753
OG0000508	Prab.g_00582	Praz.g_01751
OG0000509	Prab.g_00583	Praz.g_01750
OG0000510	Prab.g_00584	Praz.g_01749
OG0000511	Prab.g_00585	Praz.g_01748
OG0000512	Prab.g_00586	Praz.g_01747
OG0000513	Prab.g_00587	Praz.g_01746
OG0000514	Prab.g_00588	Praz.g_01745
OG0000515	Prab.g_00590	Praz.g_01743
OG0000516	Prab.g_00591	Praz.g_01742
OG0000517	Prab.g_00592	Praz.g_01741
OG0000518	Prab.g_00595	Praz.g_01739
OG0000519	Prab.g_00596	Praz.g_01738
OG0000520	Prab.g_00597	Praz.g_01737
OG0000521	Prab.g_00598	Praz.g_01736
OG0000522	Prab.g_00599	Praz.g_01735
OG0000523	Prab.g_00600	Praz.g_01734
OG0000524	Prab.g_00601	Praz.g_01733
OG0000525	Prab.g_00603	Praz.g_01731
OG0000526	Prab.g_00604	Praz.g_01730
OG0000527	Prab.g_00605	Praz.g_01729
OG0000528	Prab.g_00606	Praz.g_01728
OG0000529	Prab.g_00607	Praz.g_01727
OG0000530	Prab.g_00608	Praz.g_01726
OG0000531	Prab.g_00609	Praz.g_01725
OG0000532	Prab.g_00610	Praz.g_01724
OG0000533	Prab.g_00611	Praz.g_01723
OG0000534	Prab.g_00612	Praz.g_01722
OG0000535	Prab.g_00613	Praz.g_01721
OG0000536	Prab.g_00614	Praz.g_01720
OG0000537	Prab.g_00615	Praz.g_01719
OG0000538	Prab.g_00616	Praz.g_01718
OG0000539	Prab.g_00617	Praz.g_01717
OG0000540	Prab.g_00618	Praz.g_01716
OG0000541	Prab.g_00619	Praz.g_01715
OG0000542	Prab.g_00620	Praz.g_01714
OG0000543	Prab.g_00621	Praz.g_01713
OG0000544	Prab.g_00622	Praz.g_01712
OG0000545	Prab.g_00625	Praz.g_01709
OG0000546	Prab.g_00626	Praz.g_01708
OG0000547	Prab.g_00629	Praz.g_01706
OG0000548	Prab.g_00630	Praz.g_01705
OG0000549	Prab.g_00631	Praz.g_01704
OG0000550	Prab.g_00632	Praz.g_01703
OG0000551	Prab.g_00633	Praz.g_01702
OG0000552	Prab.g_00634	Praz.g_01701
OG0000553	Prab.g_00635	Praz.g_01700
OG0000554	Prab.g_00636	Praz.g_01699
OG0000555	Prab.g_00637	Praz.g_01698
OG0000556	Prab.g_00638	Praz.g_01697
OG0000557	Prab.g_00639	Praz.g_01696
OG0000558	Prab.g_00640	Praz.g_01695
OG0000559	Prab.g_00641	Praz.g_01694
OG0000560	Prab.g_00643	Praz.g_01692
OG0000561	Prab.g_00644	Praz.g_01691
OG0000562	Prab.g_00645	Praz.g_01690
OG0000563	Prab.g_00646	Praz.g_01689
OG0000564	Prab.g_00647	Praz.g_01688
OG0000565	Prab.g_00648	Praz.g_01687
OG0000566	Prab.g_00649	Praz.g_01686
OG0000567	Prab.g_00650	Praz.g_01685
OG0000568	Prab.g_00651	Praz.g_01684
OG0000569	Prab.g_00652	Praz.g_01683
OG0000570	Prab.g_00653	Praz.g_01682
OG0000571	Prab.g_00654	Praz.g_01681
OG0000572	Prab.g_00655	Praz.g_01680
OG0000573	Prab.g_00658	Praz.g_01677
OG0000574	Prab.g_00659	Praz.g_01676
OG0000575	Prab.g_00660	Praz.g_01675
