Orthogroup	Prab	Prbf
OG0000124	Prab.g_01284	Prbf.g_00253
OG0000125	Prab.g_01338	Prbf.g_00013
OG0000126	Prab.g_01360	Prbf.g_00095
OG0000127	Prab.g_01453	Prbf.g_00145
OG0000128	Prab.g_01467	Prbf.g_00158
OG0000129	Prab.g_01503	Prbf.g_00194
OG0000130	Prab.g_01667	Prbf.g_00696
OG0000131	Prab.g_01705	Prbf.g_00657
OG0000132	Prab.g_01708	Prbf.g_00654
OG0000133	Prab.g_01761	Prbf.g_00600
OG0000134	Prab.g_01797	Prbf.g_00564
OG0000135	Prab.g_01799	Prbf.g_00562
OG0000136	Prab.g_01842	Prbf.g_00512
OG0000137	Prab.g_01874	Prbf.g_00477
OG0000138	Prab.g_01910	Prbf.g_00443
OG0000139	Prab.g_01937	Prbf.g_00412
OG0000140	Prab.g_00001	Prbf.g_00392
OG0000141	Prab.g_00002	Prbf.g_00391
OG0000142	Prab.g_00004	Prbf.g_00389
OG0000143	Prab.g_00005	Prbf.g_00388
OG0000144	Prab.g_00007	Prbf.g_00386
OG0000145	Prab.g_00008	Prbf.g_00385
OG0000146	Prab.g_00009	Prbf.g_00384
OG0000147	Prab.g_00010	Prbf.g_00383
OG0000148	Prab.g_00012	Prbf.g_00381
OG0000149	Prab.g_00014	Prbf.g_01336
OG0000150	Prab.g_00015	Prbf.g_01337
OG0000151	Prab.g_00016	Prbf.g_01338
OG0000152	Prab.g_00017	Prbf.g_01339
OG0000153	Prab.g_00018	Prbf.g_01340
OG0000154	Prab.g_00019	Prbf.g_01341
OG0000155	Prab.g_00020	Prbf.g_01342
OG0000156	Prab.g_00021	Prbf.g_01343
OG0000157	Prab.g_00022	Prbf.g_01344
OG0000158	Prab.g_00024	Prbf.g_01346
OG0000159	Prab.g_00025	Prbf.g_01347
OG0000160	Prab.g_00026	Prbf.g_01348
OG0000161	Prab.g_00027	Prbf.g_01349
OG0000162	Prab.g_00028	Prbf.g_01350
OG0000163	Prab.g_00029	Prbf.g_01352
OG0000164	Prab.g_00032	Prbf.g_01355
OG0000165	Prab.g_00035	Prbf.g_01358
OG0000166	Prab.g_00036	Prbf.g_01359
OG0000167	Prab.g_00037	Prbf.g_01360
OG0000168	Prab.g_00039	Prbf.g_01362
OG0000169	Prab.g_00041	Prbf.g_01364
OG0000170	Prab.g_00042	Prbf.g_01366
OG0000171	Prab.g_00043	Prbf.g_01367
OG0000172	Prab.g_00044	Prbf.g_01368
OG0000173	Prab.g_00045	Prbf.g_01371
OG0000174	Prab.g_00046	Prbf.g_01372
OG0000175	Prab.g_00047	Prbf.g_01373
OG0000176	Prab.g_00049	Prbf.g_01375
OG0000177	Prab.g_00050	Prbf.g_01376
OG0000178	Prab.g_00051	Prbf.g_01378
OG0000179	Prab.g_00056	Prbf.g_01390
OG0000180	Prab.g_00057	Prbf.g_01391
OG0000181	Prab.g_00058	Prbf.g_01392
OG0000182	Prab.g_00061	Prbf.g_01396
OG0000183	Prab.g_00062	Prbf.g_01397
OG0000184	Prab.g_00065	Prbf.g_01400
OG0000185	Prab.g_00069	Prbf.g_01404
OG0000186	Prab.g_00070	Prbf.g_01405
OG0000187	Prab.g_00071	Prbf.g_00291
OG0000188	Prab.g_00072	Prbf.g_01406
OG0000189	Prab.g_00073	Prbf.g_01407
OG0000190	Prab.g_00074	Prbf.g_01408
OG0000191	Prab.g_00075	Prbf.g_01409
OG0000192	Prab.g_00076	Prbf.g_01410
OG0000193	Prab.g_00077	Prbf.g_01411
OG0000194	Prab.g_00078	Prbf.g_01412
OG0000195	Prab.g_00080	Prbf.g_01414
OG0000196	Prab.g_00081	Prbf.g_01415
OG0000197	Prab.g_00082	Prbf.g_01416
OG0000198	Prab.g_00083	Prbf.g_01417
OG0000199	Prab.g_00085	Prbf.g_01420
OG0000200	Prab.g_00086	Prbf.g_01421
OG0000201	Prab.g_00087	Prbf.g_01422
OG0000202	Prab.g_00088	Prbf.g_01424
OG0000203	Prab.g_00089	Prbf.g_01425
OG0000204	Prab.g_00090	Prbf.g_01426
OG0000205	Prab.g_00091	Prbf.g_01428
OG0000206	Prab.g_00092	Prbf.g_01429
OG0000207	Prab.g_00093	Prbf.g_01430
OG0000208	Prab.g_00094	Prbf.g_01431
OG0000209	Prab.g_00095	Prbf.g_01432
OG0000210	Prab.g_00097	Prbf.g_01433
OG0000211	Prab.g_00098	Prbf.g_01435
OG0000212	Prab.g_00099	Prbf.g_01436
OG0000213	Prab.g_00100	Prbf.g_01437
OG0000214	Prab.g_00102	Prbf.g_01441
OG0000215	Prab.g_00103	Prbf.g_01442
OG0000216	Prab.g_00105	Prbf.g_01444
OG0000217	Prab.g_00106	Prbf.g_01445
OG0000218	Prab.g_00107	Prbf.g_01446
OG0000219	Prab.g_00108	Prbf.g_01447
OG0000220	Prab.g_00111	Prbf.g_01450
OG0000221	Prab.g_00113	Prbf.g_01453
OG0000222	Prab.g_00114	Prbf.g_01454
OG0000223	Prab.g_00115	Prbf.g_01455
OG0000224	Prab.g_00117	Prbf.g_01457
OG0000225	Prab.g_00119	Prbf.g_01459
OG0000226	Prab.g_00120	Prbf.g_01461
OG0000227	Prab.g_00121	Prbf.g_01462
OG0000228	Prab.g_00122	Prbf.g_01463
OG0000229	Prab.g_00123	Prbf.g_01464
OG0000230	Prab.g_00124	Prbf.g_01465
OG0000231	Prab.g_00126	Prbf.g_01055
OG0000232	Prab.g_00127	Prbf.g_01467
OG0000233	Prab.g_00130	Prbf.g_01470
OG0000234	Prab.g_00132	Prbf.g_01472
OG0000235	Prab.g_00136	Prbf.g_01478
OG0000236	Prab.g_00137	Prbf.g_01479
OG0000237	Prab.g_00138	Prbf.g_01480
OG0000238	Prab.g_00139	Prbf.g_01481
OG0000239	Prab.g_00140	Prbf.g_01482
OG0000240	Prab.g_00142	Prbf.g_01484
OG0000241	Prab.g_00143	Prbf.g_01485
OG0000242	Prab.g_00144	Prbf.g_01486
OG0000243	Prab.g_00145	Prbf.g_01487
OG0000244	Prab.g_00146	Prbf.g_01488
OG0000245	Prab.g_00147	Prbf.g_01490
OG0000246	Prab.g_00149	Prbf.g_01492
OG0000247	Prab.g_00150	Prbf.g_01493
OG0000248	Prab.g_00151	Prbf.g_01494
OG0000249	Prab.g_00152	Prbf.g_01495
OG0000250	Prab.g_00153	Prbf.g_01496
OG0000251	Prab.g_00154	Prbf.g_01497
OG0000252	Prab.g_00155	Prbf.g_01498
OG0000253	Prab.g_00156	Prbf.g_01499
OG0000254	Prab.g_00158	Prbf.g_01501
OG0000255	Prab.g_00159	Prbf.g_01502
OG0000256	Prab.g_00162	Prbf.g_01505
OG0000257	Prab.g_00164	Prbf.g_01507
OG0000258	Prab.g_00165	Prbf.g_01508
OG0000259	Prab.g_00166	Prbf.g_01509
OG0000260	Prab.g_00167	Prbf.g_01510
OG0000261	Prab.g_00168	Prbf.g_01511
OG0000262	Prab.g_00169	Prbf.g_01512
OG0000263	Prab.g_00170	Prbf.g_01513
OG0000264	Prab.g_00172	Prbf.g_01515
OG0000265	Prab.g_00173	Prbf.g_01516
OG0000266	Prab.g_00174	Prbf.g_01517
OG0000267	Prab.g_00176	Prbf.g_01519
OG0000268	Prab.g_00177	Prbf.g_01521
OG0000269	Prab.g_00178	Prbf.g_01522
OG0000270	Prab.g_00179	Prbf.g_01523
OG0000271	Prab.g_00180	Prbf.g_01524
OG0000272	Prab.g_00181	Prbf.g_01525
OG0000273	Prab.g_00182	Prbf.g_01526
OG0000274	Prab.g_00183	Prbf.g_01527
OG0000275	Prab.g_00184	Prbf.g_01528
OG0000276	Prab.g_00185	Prbf.g_01529
OG0000277	Prab.g_00186	Prbf.g_01530
OG0000278	Prab.g_00187	Prbf.g_01531
OG0000279	Prab.g_00188	Prbf.g_01532
OG0000280	Prab.g_00189	Prbf.g_01533
OG0000281	Prab.g_00191	Prbf.g_01535
OG0000282	Prab.g_00192	Prbf.g_01536
OG0000283	Prab.g_00195	Prbf.g_01539
OG0000284	Prab.g_00196	Prbf.g_01540
OG0000285	Prab.g_00197	Prbf.g_01541
OG0000286	Prab.g_00199	Prbf.g_01543
OG0000287	Prab.g_00200	Prbf.g_01545
OG0000288	Prab.g_00201	Prbf.g_01546
OG0000289	Prab.g_00202	Prbf.g_01547
OG0000290	Prab.g_00203	Prbf.g_01548
OG0000291	Prab.g_00204	Prbf.g_01549
OG0000292	Prab.g_00205	Prbf.g_01550
OG0000293	Prab.g_00206	Prbf.g_01551
OG0000294	Prab.g_00207	Prbf.g_01552
OG0000295	Prab.g_00208	Prbf.g_01553
OG0000296	Prab.g_00209	Prbf.g_01554
OG0000297	Prab.g_00210	Prbf.g_01555
OG0000298	Prab.g_00211	Prbf.g_01556
OG0000299	Prab.g_00212	Prbf.g_01557
OG0000300	Prab.g_00213	Prbf.g_01558
OG0000301	Prab.g_00214	Prbf.g_01559
OG0000302	Prab.g_00215	Prbf.g_01560
OG0000303	Prab.g_00216	Prbf.g_01561
OG0000304	Prab.g_00217	Prbf.g_01563
OG0000305	Prab.g_00218	Prbf.g_01564
OG0000306	Prab.g_00219	Prbf.g_01565
OG0000307	Prab.g_00220	Prbf.g_01567
OG0000308	Prab.g_00221	Prbf.g_01568
OG0000309	Prab.g_00222	Prbf.g_01569
OG0000310	Prab.g_00223	Prbf.g_01570
OG0000311	Prab.g_00224	Prbf.g_01571
OG0000312	Prab.g_00226	Prbf.g_01573
OG0000313	Prab.g_00227	Prbf.g_01574
OG0000314	Prab.g_00229	Prbf.g_01578
OG0000315	Prab.g_00230	Prbf.g_01579
OG0000316	Prab.g_00232	Prbf.g_01581
OG0000317	Prab.g_00234	Prbf.g_01583
OG0000318	Prab.g_00235	Prbf.g_01584
OG0000319	Prab.g_00236	Prbf.g_01585
OG0000320	Prab.g_00237	Prbf.g_01586
OG0000321	Prab.g_00240	Prbf.g_01589
OG0000322	Prab.g_00243	Prbf.g_01593
OG0000323	Prab.g_00244	Prbf.g_01594
OG0000324	Prab.g_00247	Prbf.g_01597
OG0000325	Prab.g_00248	Prbf.g_01598
OG0000326	Prab.g_00249	Prbf.g_01599
OG0000327	Prab.g_00251	Prbf.g_01601
OG0000328	Prab.g_00252	Prbf.g_01602
OG0000329	Prab.g_00253	Prbf.g_01603
OG0000330	Prab.g_00254	Prbf.g_01604
OG0000331	Prab.g_00255	Prbf.g_01606
OG0000332	Prab.g_00256	Prbf.g_01607
OG0000333	Prab.g_00257	Prbf.g_01608
OG0000334	Prab.g_00258	Prbf.g_01609
OG0000335	Prab.g_00259	Prbf.g_01610
OG0000336	Prab.g_00260	Prbf.g_01612
OG0000337	Prab.g_00263	Prbf.g_01615
OG0000338	Prab.g_00264	Prbf.g_01616
OG0000339	Prab.g_00265	Prbf.g_01617
OG0000340	Prab.g_00266	Prbf.g_01618
OG0000341	Prab.g_00270	Prbf.g_01622
OG0000342	Prab.g_00271	Prbf.g_01623
OG0000343	Prab.g_00273	Prbf.g_01626
OG0000344	Prab.g_00274	Prbf.g_01627
OG0000345	Prab.g_00275	Prbf.g_01628
OG0000346	Prab.g_00276	Prbf.g_01629
OG0000347	Prab.g_00277	Prbf.g_01630
OG0000348	Prab.g_00278	Prbf.g_01632
OG0000349	Prab.g_00279	Prbf.g_01633
OG0000350	Prab.g_00280	Prbf.g_01634
OG0000351	Prab.g_00283	Prbf.g_01636
OG0000352	Prab.g_00286	Prbf.g_01639
OG0000353	Prab.g_00287	Prbf.g_01640
OG0000354	Prab.g_00288	Prbf.g_01641
OG0000355	Prab.g_00289	Prbf.g_01642
OG0000356	Prab.g_00290	Prbf.g_01643
OG0000357	Prab.g_00291	Prbf.g_01644
OG0000358	Prab.g_00292	Prbf.g_01645
OG0000359	Prab.g_00293	Prbf.g_01646
OG0000360	Prab.g_00296	Prbf.g_01648
OG0000361	Prab.g_00297	Prbf.g_01649
OG0000362	Prab.g_00298	Prbf.g_01650
OG0000363	Prab.g_00299	Prbf.g_01651
OG0000364	Prab.g_00300	Prbf.g_01652
OG0000365	Prab.g_00301	Prbf.g_01653
OG0000366	Prab.g_00302	Prbf.g_01654
OG0000367	Prab.g_00303	Prbf.g_01655
OG0000368	Prab.g_00304	Prbf.g_01656
OG0000369	Prab.g_00305	Prbf.g_01657
OG0000370	Prab.g_00306	Prbf.g_01658
OG0000371	Prab.g_00307	Prbf.g_01659
OG0000372	Prab.g_00309	Prbf.g_01660
OG0000373	Prab.g_00311	Prbf.g_01662
OG0000374	Prab.g_00312	Prbf.g_01663
OG0000375	Prab.g_00313	Prbf.g_01664
OG0000376	Prab.g_00315	Prbf.g_01665
OG0000377	Prab.g_00316	Prbf.g_01671
OG0000378	Prab.g_00317	Prbf.g_01672
OG0000379	Prab.g_00322	Prbf.g_01678
OG0000380	Prab.g_00323	Prbf.g_01680
OG0000381	Prab.g_00324	Prbf.g_01681
OG0000382	Prab.g_00325	Prbf.g_01682
OG0000383	Prab.g_00328	Prbf.g_01685
OG0000384	Prab.g_00329	Prbf.g_01686
OG0000385	Prab.g_00332	Prbf.g_01689
OG0000386	Prab.g_00333	Prbf.g_01690
OG0000387	Prab.g_00334	Prbf.g_01691
OG0000388	Prab.g_00335	Prbf.g_01692
OG0000389	Prab.g_00336	Prbf.g_01693
OG0000390	Prab.g_00337	Prbf.g_01694
OG0000391	Prab.g_00338	Prbf.g_01695
OG0000392	Prab.g_00339	Prbf.g_01696
OG0000393	Prab.g_00342	Prbf.g_01700
OG0000394	Prab.g_00343	Prbf.g_01701
OG0000395	Prab.g_00345	Prbf.g_01704
OG0000396	Prab.g_00347	Prbf.g_01190
OG0000397	Prab.g_00360	Prbf.g_00874
OG0000398	Prab.g_00367	Prbf.g_00741
OG0000399	Prab.g_00368	Prbf.g_00879
OG0000400	Prab.g_00375	Prbf.g_00629
OG0000401	Prab.g_00434	Prbf.g_01715
OG0000402	Prab.g_00435	Prbf.g_01716
OG0000403	Prab.g_00436	Prbf.g_01717
OG0000404	Prab.g_00438	Prbf.g_01719
OG0000405	Prab.g_00439	Prbf.g_01720
OG0000406	Prab.g_00441	Prbf.g_01722
OG0000407	Prab.g_00442	Prbf.g_01723
OG0000408	Prab.g_00443	Prbf.g_01724
OG0000409	Prab.g_00444	Prbf.g_01725
OG0000410	Prab.g_00445	Prbf.g_01726
OG0000411	Prab.g_00446	Prbf.g_01727
OG0000412	Prab.g_00447	Prbf.g_01728
OG0000413	Prab.g_00448	Prbf.g_01729
OG0000414	Prab.g_00449	Prbf.g_01730
OG0000415	Prab.g_00450	Prbf.g_01731
OG0000416	Prab.g_00454	Prbf.g_01732
OG0000417	Prab.g_00455	Prbf.g_01733
OG0000418	Prab.g_00456	Prbf.g_01734
OG0000419	Prab.g_00457	Prbf.g_01735
OG0000420	Prab.g_00458	Prbf.g_01736
OG0000421	Prab.g_00459	Prbf.g_01740
OG0000422	Prab.g_00460	Prbf.g_01742
OG0000423	Prab.g_00461	Prbf.g_01743
OG0000424	Prab.g_00463	Prbf.g_01744
OG0000425	Prab.g_00466	Prbf.g_01748
OG0000426	Prab.g_00467	Prbf.g_01749
OG0000427	Prab.g_00468	Prbf.g_01750
OG0000428	Prab.g_00469	Prbf.g_01752
OG0000429	Prab.g_00470	Prbf.g_01753
OG0000430	Prab.g_00475	Prbf.g_01754
OG0000431	Prab.g_00477	Prbf.g_01756
OG0000432	Prab.g_00478	Prbf.g_01757
OG0000433	Prab.g_00481	Prbf.g_01760
OG0000434	Prab.g_00482	Prbf.g_01761
OG0000435	Prab.g_00483	Prbf.g_01762
OG0000436	Prab.g_00485	Prbf.g_01764
OG0000437	Prab.g_00487	Prbf.g_01766
OG0000438	Prab.g_00488	Prbf.g_01767
OG0000439	Prab.g_00489	Prbf.g_01768
OG0000440	Prab.g_00491	Prbf.g_01770
OG0000441	Prab.g_00492	Prbf.g_01771
OG0000442	Prab.g_00493	Prbf.g_01772
OG0000443	Prab.g_00494	Prbf.g_01773
OG0000444	Prab.g_00495	Prbf.g_01774
OG0000445	Prab.g_00496	Prbf.g_01775
OG0000446	Prab.g_00497	Prbf.g_01776
OG0000447	Prab.g_00498	Prbf.g_01777
OG0000448	Prab.g_00499	Prbf.g_01778
OG0000449	Prab.g_00504	Prbf.g_01784
OG0000450	Prab.g_00505	Prbf.g_01785
OG0000451	Prab.g_00506	Prbf.g_01786
OG0000452	Prab.g_00507	Prbf.g_01787
OG0000453	Prab.g_00509	Prbf.g_01788
OG0000454	Prab.g_00510	Prbf.g_01789
OG0000455	Prab.g_00511	Prbf.g_01790
OG0000456	Prab.g_00512	Prbf.g_01791
OG0000457	Prab.g_00514	Prbf.g_01793
OG0000458	Prab.g_00516	Prbf.g_01795
OG0000459	Prab.g_00517	Prbf.g_01796
OG0000460	Prab.g_00519	Prbf.g_01798
OG0000461	Prab.g_00520	Prbf.g_01799
OG0000462	Prab.g_00521	Prbf.g_01800
OG0000463	Prab.g_00522	Prbf.g_01801
OG0000464	Prab.g_00527	Prbf.g_01805
OG0000465	Prab.g_00529	Prbf.g_01806
OG0000466	Prab.g_00530	Prbf.g_01807
OG0000467	Prab.g_00531	Prbf.g_01808
OG0000468	Prab.g_00532	Prbf.g_01809
OG0000469	Prab.g_00533	Prbf.g_01810
OG0000470	Prab.g_00534	Prbf.g_01811
OG0000471	Prab.g_00535	Prbf.g_01812
OG0000472	Prab.g_00538	Prbf.g_01815
OG0000473	Prab.g_00539	Prbf.g_01816
OG0000474	Prab.g_00540	Prbf.g_01817
OG0000475	Prab.g_00541	Prbf.g_01818
OG0000476	Prab.g_00542	Prbf.g_01819
OG0000477	Prab.g_00544	Prbf.g_01821
OG0000478	Prab.g_00545	Prbf.g_01822
OG0000479	Prab.g_00546	Prbf.g_01823
OG0000480	Prab.g_00548	Prbf.g_01825
OG0000481	Prab.g_00549	Prbf.g_01826
OG0000482	Prab.g_00550	Prbf.g_01827
OG0000483	Prab.g_00551	Prbf.g_01828
OG0000484	Prab.g_00552	Prbf.g_01829
OG0000485	Prab.g_00553	Prbf.g_01830
OG0000486	Prab.g_00554	Prbf.g_01831
OG0000487	Prab.g_00555	Prbf.g_01832
OG0000488	Prab.g_00557	Prbf.g_01834
OG0000489	Prab.g_00558	Prbf.g_01835
OG0000490	Prab.g_00559	Prbf.g_01836
OG0000491	Prab.g_00560	Prbf.g_01837
OG0000492	Prab.g_00561	Prbf.g_01838
OG0000493	Prab.g_00562	Prbf.g_01839
OG0000494	Prab.g_00564	Prbf.g_01840
OG0000495	Prab.g_00565	Prbf.g_01841
OG0000496	Prab.g_00566	Prbf.g_01843
OG0000497	Prab.g_00568	Prbf.g_01845
OG0000498	Prab.g_00569	Prbf.g_01846
OG0000499	Prab.g_00571	Prbf.g_01848
OG0000500	Prab.g_00572	Prbf.g_01849
OG0000501	Prab.g_00574	Prbf.g_01851
OG0000502	Prab.g_00575	Prbf.g_01852
OG0000503	Prab.g_00576	Prbf.g_01853
OG0000504	Prab.g_00577	Prbf.g_01854
OG0000505	Prab.g_00578	Prbf.g_01855
OG0000506	Prab.g_00579	Prbf.g_01856
OG0000507	Prab.g_00580	Prbf.g_01857
OG0000508	Prab.g_00582	Prbf.g_01859
OG0000509	Prab.g_00583	Prbf.g_01860
OG0000510	Prab.g_00584	Prbf.g_01861
OG0000511	Prab.g_00585	Prbf.g_01862
OG0000512	Prab.g_00586	Prbf.g_01863
OG0000513	Prab.g_00587	Prbf.g_01864
OG0000514	Prab.g_00588	Prbf.g_01865
OG0000515	Prab.g_00590	Prbf.g_01868
OG0000516	Prab.g_00591	Prbf.g_01869
OG0000517	Prab.g_00592	Prbf.g_01870
OG0000518	Prab.g_00595	Prbf.g_01873
OG0000519	Prab.g_00596	Prbf.g_01874
OG0000520	Prab.g_00597	Prbf.g_01875
OG0000521	Prab.g_00598	Prbf.g_01876
OG0000522	Prab.g_00599	Prbf.g_01877
OG0000523	Prab.g_00600	Prbf.g_01878
OG0000524	Prab.g_00601	Prbf.g_01879
OG0000525	Prab.g_00603	Prbf.g_01881
OG0000526	Prab.g_00604	Prbf.g_01882
OG0000527	Prab.g_00605	Prbf.g_01883
OG0000528	Prab.g_00606	Prbf.g_01884
OG0000529	Prab.g_00607	Prbf.g_01885
OG0000530	Prab.g_00608	Prbf.g_01886
OG0000531	Prab.g_00609	Prbf.g_01888
OG0000532	Prab.g_00610	Prbf.g_01889
OG0000533	Prab.g_00611	Prbf.g_01890
OG0000534	Prab.g_00612	Prbf.g_01891
OG0000535	Prab.g_00613	Prbf.g_01892
OG0000536	Prab.g_00614	Prbf.g_01893
OG0000537	Prab.g_00615	Prbf.g_01894
OG0000538	Prab.g_00616	Prbf.g_01895
OG0000539	Prab.g_00617	Prbf.g_01896
OG0000540	Prab.g_00618	Prbf.g_01897
OG0000541	Prab.g_00619	Prbf.g_01898
OG0000542	Prab.g_00620	Prbf.g_01899
OG0000543	Prab.g_00621	Prbf.g_01900
OG0000544	Prab.g_00622	Prbf.g_01901
OG0000545	Prab.g_00625	Prbf.g_01903
OG0000546	Prab.g_00626	Prbf.g_01904
OG0000547	Prab.g_00629	Prbf.g_01906
OG0000548	Prab.g_00630	Prbf.g_01908
OG0000549	Prab.g_00631	Prbf.g_01909
OG0000550	Prab.g_00632	Prbf.g_01910
OG0000551	Prab.g_00633	Prbf.g_01912
OG0000552	Prab.g_00634	Prbf.g_01913
OG0000553	Prab.g_00635	Prbf.g_00977
OG0000554	Prab.g_00636	Prbf.g_00978
OG0000555	Prab.g_00637	Prbf.g_00979
OG0000556	Prab.g_00638	Prbf.g_00980
OG0000557	Prab.g_00639	Prbf.g_00981
OG0000558	Prab.g_00640	Prbf.g_00982
OG0000559	Prab.g_00641	Prbf.g_00983
OG0000560	Prab.g_00643	Prbf.g_00985
OG0000561	Prab.g_00644	Prbf.g_00986
OG0000562	Prab.g_00645	Prbf.g_00988
