Orthogroup	Prab	Pran
OG0000080	Prab.g_01290	Pran.g_00912
OG0000080	Prab.g_00922	Pran.g_00575
OG0000081	Prab.g_01832	Pran.g_01135
OG0000082	Prab.g_01920	Pran.g_01222
OG0000083	Prab.g_00003	Pran.g_01260
OG0000084	Prab.g_00006	Pran.g_01263
OG0000085	Prab.g_00023	Pran.g_00401
OG0000086	Prab.g_00038	Pran.g_00386
OG0000087	Prab.g_00048	Pran.g_00376
OG0000088	Prab.g_00104	Pran.g_00320
OG0000089	Prab.g_00112	Pran.g_00312
OG0000090	Prab.g_00129	Pran.g_00295
OG0000091	Prab.g_00160	Pran.g_00263
OG0000092	Prab.g_00161	Pran.g_00262
OG0000093	Prab.g_00175	Pran.g_00248
OG0000094	Prab.g_00193	Pran.g_00230
OG0000095	Prab.g_00198	Pran.g_00225
OG0000096	Prab.g_00241	Pran.g_01941
OG0000097	Prab.g_00262	Pran.g_01920
OG0000098	Prab.g_00272	Pran.g_01910
OG0000099	Prab.g_00282	Pran.g_01900
OG0000100	Prab.g_00285	Pran.g_01897
OG0000101	Prab.g_00344	Pran.g_01838
OG0000102	Prab.g_00371	Pran.g_01812
OG0000103	Prab.g_00480	Pran.g_01702
OG0000104	Prab.g_00484	Pran.g_01698
OG0000105	Prab.g_00503	Pran.g_01679
OG0000106	Prab.g_00536	Pran.g_01646
OG0000107	Prab.g_00537	Pran.g_01645
OG0000108	Prab.g_00547	Pran.g_01635
OG0000109	Prab.g_00556	Pran.g_01626
OG0000110	Prab.g_00573	Pran.g_01609
OG0000111	Prab.g_00656	Pran.g_01527
OG0000112	Prab.g_00657	Pran.g_01526
OG0000113	Prab.g_00745	Pran.g_01438
OG0000114	Prab.g_00838	Pran.g_01345
OG0000115	Prab.g_01010	Pran.g_00487
OG0000116	Prab.g_01006	Pran.g_00491
OG0000117	Prab.g_00932	Pran.g_00565
OG0000118	Prab.g_01144	Pran.g_00135
OG0000119	Prab.g_01189	Pran.g_00090
OG0000120	Prab.g_01225	Pran.g_00054
OG0000121	Prab.g_01244	Pran.g_00035
OG0000122	Prab.g_01263	Pran.g_00016
OG0000123	Prab.g_01276	Pran.g_00003
OG0000124	Prab.g_01284	Pran.g_00918
OG0000125	Prab.g_01338	Pran.g_00864
OG0000126	Prab.g_01360	Pran.g_00841
OG0000127	Prab.g_01453	Pran.g_00746
OG0000128	Prab.g_01467	Pran.g_00732
OG0000129	Prab.g_01503	Pran.g_00696
OG0000130	Prab.g_01667	Pran.g_00968
OG0000131	Prab.g_01705	Pran.g_01006
OG0000132	Prab.g_01708	Pran.g_01009
OG0000133	Prab.g_01761	Pran.g_01063
OG0000134	Prab.g_01797	Pran.g_01100
OG0000135	Prab.g_01799	Pran.g_01102
OG0000136	Prab.g_01842	Pran.g_01145
OG0000137	Prab.g_01874	Pran.g_01177
OG0000138	Prab.g_01910	Pran.g_01212
OG0000139	Prab.g_01937	Pran.g_01239
OG0000140	Prab.g_00001	Pran.g_01258
OG0000141	Prab.g_00002	Pran.g_01259
OG0000142	Prab.g_00004	Pran.g_01261
OG0000143	Prab.g_00005	Pran.g_01262
OG0000144	Prab.g_00007	Pran.g_01264
OG0000145	Prab.g_00008	Pran.g_01265
OG0000146	Prab.g_00009	Pran.g_01266
OG0000147	Prab.g_00010	Pran.g_01267
OG0000148	Prab.g_00012	Pran.g_01269
OG0000149	Prab.g_00014	Pran.g_00410
OG0000150	Prab.g_00015	Pran.g_00409
OG0000151	Prab.g_00016	Pran.g_00408
OG0000152	Prab.g_00017	Pran.g_00407
OG0000153	Prab.g_00018	Pran.g_00406
OG0000154	Prab.g_00019	Pran.g_00405
OG0000155	Prab.g_00020	Pran.g_00404
OG0000156	Prab.g_00021	Pran.g_00403
OG0000157	Prab.g_00022	Pran.g_00402
OG0000158	Prab.g_00024	Pran.g_00400
OG0000159	Prab.g_00025	Pran.g_00399
OG0000160	Prab.g_00026	Pran.g_00398
OG0000161	Prab.g_00027	Pran.g_00397
OG0000162	Prab.g_00028	Pran.g_00396
OG0000163	Prab.g_00029	Pran.g_00395
OG0000164	Prab.g_00032	Pran.g_00392
OG0000165	Prab.g_00035	Pran.g_00389
OG0000166	Prab.g_00036	Pran.g_00388
OG0000167	Prab.g_00037	Pran.g_00387
OG0000168	Prab.g_00039	Pran.g_00385
OG0000169	Prab.g_00041	Pran.g_00383
OG0000170	Prab.g_00042	Pran.g_00382
OG0000171	Prab.g_00043	Pran.g_00381
OG0000172	Prab.g_00044	Pran.g_00380
OG0000173	Prab.g_00045	Pran.g_00379
OG0000174	Prab.g_00046	Pran.g_00378
OG0000175	Prab.g_00047	Pran.g_00377
OG0000176	Prab.g_00049	Pran.g_00375
OG0000177	Prab.g_00050	Pran.g_00374
OG0000178	Prab.g_00051	Pran.g_00373
OG0000179	Prab.g_00056	Pran.g_00368
OG0000180	Prab.g_00057	Pran.g_00367
OG0000181	Prab.g_00058	Pran.g_00366
OG0000182	Prab.g_00061	Pran.g_00363
OG0000183	Prab.g_00062	Pran.g_00362
OG0000184	Prab.g_00065	Pran.g_00359
OG0000185	Prab.g_00069	Pran.g_00355
OG0000186	Prab.g_00070	Pran.g_00354
OG0000187	Prab.g_00071	Pran.g_00353
OG0000188	Prab.g_00072	Pran.g_00352
OG0000189	Prab.g_00073	Pran.g_00351
OG0000190	Prab.g_00074	Pran.g_00350
OG0000191	Prab.g_00075	Pran.g_00349
OG0000192	Prab.g_00076	Pran.g_00348
OG0000193	Prab.g_00077	Pran.g_00347
OG0000194	Prab.g_00078	Pran.g_00346
OG0000195	Prab.g_00080	Pran.g_00344
OG0000196	Prab.g_00081	Pran.g_00343
OG0000197	Prab.g_00082	Pran.g_00342
OG0000198	Prab.g_00083	Pran.g_00341
OG0000199	Prab.g_00085	Pran.g_00339
OG0000200	Prab.g_00086	Pran.g_00338
OG0000201	Prab.g_00087	Pran.g_00337
OG0000202	Prab.g_00088	Pran.g_00336
OG0000203	Prab.g_00089	Pran.g_00335
OG0000204	Prab.g_00090	Pran.g_00334
OG0000205	Prab.g_00091	Pran.g_00333
OG0000206	Prab.g_00092	Pran.g_00332
OG0000207	Prab.g_00093	Pran.g_00331
OG0000208	Prab.g_00094	Pran.g_00330
OG0000209	Prab.g_00095	Pran.g_00329
OG0000210	Prab.g_00097	Pran.g_00327
OG0000211	Prab.g_00098	Pran.g_00326
OG0000212	Prab.g_00099	Pran.g_00325
OG0000213	Prab.g_00100	Pran.g_00324
OG0000214	Prab.g_00102	Pran.g_00322
OG0000215	Prab.g_00103	Pran.g_00321
OG0000216	Prab.g_00105	Pran.g_00319
OG0000217	Prab.g_00106	Pran.g_00318
OG0000218	Prab.g_00107	Pran.g_00317
OG0000219	Prab.g_00108	Pran.g_00316
OG0000220	Prab.g_00111	Pran.g_00313
OG0000221	Prab.g_00113	Pran.g_00311
OG0000222	Prab.g_00114	Pran.g_00310
OG0000223	Prab.g_00115	Pran.g_00309
OG0000224	Prab.g_00117	Pran.g_00307
OG0000225	Prab.g_00119	Pran.g_00305
OG0000226	Prab.g_00120	Pran.g_00304
OG0000227	Prab.g_00121	Pran.g_00303
OG0000228	Prab.g_00122	Pran.g_00302
OG0000229	Prab.g_00123	Pran.g_00301
OG0000230	Prab.g_00124	Pran.g_00300
OG0000231	Prab.g_00126	Pran.g_00298
OG0000232	Prab.g_00127	Pran.g_00297
OG0000233	Prab.g_00130	Pran.g_00294
OG0000234	Prab.g_00132	Pran.g_00292
OG0000235	Prab.g_00136	Pran.g_00288
OG0000236	Prab.g_00137	Pran.g_00287
OG0000237	Prab.g_00138	Pran.g_00286
OG0000238	Prab.g_00139	Pran.g_00285
OG0000239	Prab.g_00140	Pran.g_00283
OG0000240	Prab.g_00142	Pran.g_00281
OG0000241	Prab.g_00143	Pran.g_00280
OG0000242	Prab.g_00144	Pran.g_00279
OG0000243	Prab.g_00145	Pran.g_00278
OG0000244	Prab.g_00146	Pran.g_00277
OG0000245	Prab.g_00147	Pran.g_00276
OG0000246	Prab.g_00149	Pran.g_00274
OG0000247	Prab.g_00150	Pran.g_00273
OG0000248	Prab.g_00151	Pran.g_00272
OG0000249	Prab.g_00152	Pran.g_00271
OG0000250	Prab.g_00153	Pran.g_00270
OG0000251	Prab.g_00154	Pran.g_00269
OG0000252	Prab.g_00155	Pran.g_00268
OG0000253	Prab.g_00156	Pran.g_00267
OG0000254	Prab.g_00158	Pran.g_00265
OG0000255	Prab.g_00159	Pran.g_00264
OG0000256	Prab.g_00162	Pran.g_00261
OG0000257	Prab.g_00164	Pran.g_00259
OG0000258	Prab.g_00165	Pran.g_00258
OG0000259	Prab.g_00166	Pran.g_00257
OG0000260	Prab.g_00167	Pran.g_00256
OG0000261	Prab.g_00168	Pran.g_00255
OG0000262	Prab.g_00169	Pran.g_00254
OG0000263	Prab.g_00170	Pran.g_00253
OG0000264	Prab.g_00172	Pran.g_00251
OG0000265	Prab.g_00173	Pran.g_00250
OG0000266	Prab.g_00174	Pran.g_00249
OG0000267	Prab.g_00176	Pran.g_00247
OG0000268	Prab.g_00177	Pran.g_00246
OG0000269	Prab.g_00178	Pran.g_00245
OG0000270	Prab.g_00179	Pran.g_00244
OG0000271	Prab.g_00180	Pran.g_00243
OG0000272	Prab.g_00181	Pran.g_00242
OG0000273	Prab.g_00182	Pran.g_00241
OG0000274	Prab.g_00183	Pran.g_00240
OG0000275	Prab.g_00184	Pran.g_00239
OG0000276	Prab.g_00185	Pran.g_00238
OG0000277	Prab.g_00186	Pran.g_00237
OG0000278	Prab.g_00187	Pran.g_00236
OG0000279	Prab.g_00188	Pran.g_00235
OG0000280	Prab.g_00189	Pran.g_00234
OG0000281	Prab.g_00191	Pran.g_00232
OG0000282	Prab.g_00192	Pran.g_00231
OG0000283	Prab.g_00195	Pran.g_00228
OG0000284	Prab.g_00196	Pran.g_00227
OG0000285	Prab.g_00197	Pran.g_00226
OG0000286	Prab.g_00199	Pran.g_00224
OG0000287	Prab.g_00200	Pran.g_00223
OG0000288	Prab.g_00201	Pran.g_00222
OG0000289	Prab.g_00202	Pran.g_00221
OG0000290	Prab.g_00203	Pran.g_00220
OG0000291	Prab.g_00204	Pran.g_00219
OG0000292	Prab.g_00205	Pran.g_00218
OG0000293	Prab.g_00206	Pran.g_00217
OG0000294	Prab.g_00207	Pran.g_00216
OG0000295	Prab.g_00208	Pran.g_00215
OG0000296	Prab.g_00209	Pran.g_00214
OG0000297	Prab.g_00210	Pran.g_00213
OG0000298	Prab.g_00211	Pran.g_00212
OG0000299	Prab.g_00212	Pran.g_00211
OG0000300	Prab.g_00213	Pran.g_00210
OG0000301	Prab.g_00214	Pran.g_00209
OG0000302	Prab.g_00215	Pran.g_00208
OG0000303	Prab.g_00216	Pran.g_00207
OG0000304	Prab.g_00217	Pran.g_00206
OG0000305	Prab.g_00218	Pran.g_00205
OG0000306	Prab.g_00219	Pran.g_00204
OG0000307	Prab.g_00220	Pran.g_00203
OG0000308	Prab.g_00221	Pran.g_00202
OG0000309	Prab.g_00222	Pran.g_00201
OG0000310	Prab.g_00223	Pran.g_00200
OG0000311	Prab.g_00224	Pran.g_00199
OG0000312	Prab.g_00226	Pran.g_00197
OG0000313	Prab.g_00227	Pran.g_00196
OG0000314	Prab.g_00229	Pran.g_00194
OG0000315	Prab.g_00230	Pran.g_00193
OG0000316	Prab.g_00232	Pran.g_01950
OG0000317	Prab.g_00234	Pran.g_01948
OG0000318	Prab.g_00235	Pran.g_01947
OG0000319	Prab.g_00236	Pran.g_01946
OG0000320	Prab.g_00237	Pran.g_01945
OG0000321	Prab.g_00240	Pran.g_01942
OG0000322	Prab.g_00243	Pran.g_01939
OG0000323	Prab.g_00244	Pran.g_01938
OG0000324	Prab.g_00247	Pran.g_01935
OG0000325	Prab.g_00248	Pran.g_01934
OG0000326	Prab.g_00249	Pran.g_01933
OG0000327	Prab.g_00251	Pran.g_01931
OG0000328	Prab.g_00252	Pran.g_01930
OG0000329	Prab.g_00253	Pran.g_01929
OG0000330	Prab.g_00254	Pran.g_01928
OG0000331	Prab.g_00255	Pran.g_01927
OG0000332	Prab.g_00256	Pran.g_01926
OG0000333	Prab.g_00257	Pran.g_01925
OG0000334	Prab.g_00258	Pran.g_01924
OG0000335	Prab.g_00259	Pran.g_01923
OG0000336	Prab.g_00260	Pran.g_01922
OG0000337	Prab.g_00263	Pran.g_01919
OG0000338	Prab.g_00264	Pran.g_01918
OG0000339	Prab.g_00265	Pran.g_01917
OG0000340	Prab.g_00266	Pran.g_01916
OG0000341	Prab.g_00270	Pran.g_01912
OG0000342	Prab.g_00271	Pran.g_01911
OG0000343	Prab.g_00273	Pran.g_01909
OG0000344	Prab.g_00274	Pran.g_01908
OG0000345	Prab.g_00275	Pran.g_01907
OG0000346	Prab.g_00276	Pran.g_01906
OG0000347	Prab.g_00277	Pran.g_01905
OG0000348	Prab.g_00278	Pran.g_01904
OG0000349	Prab.g_00279	Pran.g_01903
OG0000350	Prab.g_00280	Pran.g_01902
OG0000351	Prab.g_00283	Pran.g_01899
OG0000352	Prab.g_00286	Pran.g_01896
OG0000353	Prab.g_00287	Pran.g_01895
OG0000354	Prab.g_00288	Pran.g_01894
OG0000355	Prab.g_00289	Pran.g_01893
OG0000356	Prab.g_00290	Pran.g_01892
OG0000357	Prab.g_00291	Pran.g_01891
OG0000358	Prab.g_00292	Pran.g_01890
OG0000359	Prab.g_00293	Pran.g_01889
OG0000360	Prab.g_00296	Pran.g_01886
OG0000361	Prab.g_00297	Pran.g_01885
OG0000362	Prab.g_00298	Pran.g_01884
OG0000363	Prab.g_00299	Pran.g_01883
OG0000364	Prab.g_00300	Pran.g_01882
OG0000365	Prab.g_00301	Pran.g_01881
OG0000366	Prab.g_00302	Pran.g_01880
OG0000367	Prab.g_00303	Pran.g_01879
OG0000368	Prab.g_00304	Pran.g_01878
OG0000369	Prab.g_00305	Pran.g_01877
OG0000370	Prab.g_00306	Pran.g_01876
OG0000371	Prab.g_00307	Pran.g_01875
OG0000372	Prab.g_00309	Pran.g_01873
OG0000373	Prab.g_00311	Pran.g_01871
OG0000374	Prab.g_00312	Pran.g_01870
OG0000375	Prab.g_00313	Pran.g_01869
OG0000376	Prab.g_00315	Pran.g_01867
OG0000377	Prab.g_00316	Pran.g_01866
OG0000378	Prab.g_00317	Pran.g_01865
OG0000379	Prab.g_00322	Pran.g_01860
OG0000380	Prab.g_00323	Pran.g_01859
OG0000381	Prab.g_00324	Pran.g_01858
OG0000382	Prab.g_00325	Pran.g_01857
OG0000383	Prab.g_00328	Pran.g_01854
OG0000384	Prab.g_00329	Pran.g_01853
OG0000385	Prab.g_00332	Pran.g_01850
OG0000386	Prab.g_00333	Pran.g_01849
OG0000387	Prab.g_00334	Pran.g_01848
OG0000388	Prab.g_00335	Pran.g_01847
OG0000389	Prab.g_00336	Pran.g_01846
OG0000390	Prab.g_00337	Pran.g_01845
OG0000391	Prab.g_00338	Pran.g_01844
OG0000392	Prab.g_00339	Pran.g_01843
OG0000393	Prab.g_00342	Pran.g_01840
OG0000394	Prab.g_00343	Pran.g_01839
OG0000395	Prab.g_00345	Pran.g_01837
OG0000396	Prab.g_00347	Pran.g_01835
OG0000397	Prab.g_00360	Pran.g_01823
OG0000398	Prab.g_00367	Pran.g_01816
OG0000399	Prab.g_00368	Pran.g_01815
OG0000400	Prab.g_00375	Pran.g_01808
OG0000401	Prab.g_00434	Pran.g_01749
OG0000402	Prab.g_00435	Pran.g_01748
OG0000403	Prab.g_00436	Pran.g_01747
OG0000404	Prab.g_00438	Pran.g_01745
OG0000405	Prab.g_00439	Pran.g_01744
OG0000406	Prab.g_00441	Pran.g_01742
OG0000407	Prab.g_00442	Pran.g_01741
OG0000408	Prab.g_00443	Pran.g_01740
OG0000409	Prab.g_00444	Pran.g_01739
OG0000410	Prab.g_00445	Pran.g_01738
OG0000411	Prab.g_00446	Pran.g_01737
OG0000412	Prab.g_00447	Pran.g_01736
OG0000413	Prab.g_00448	Pran.g_01735
OG0000414	Prab.g_00449	Pran.g_01734
OG0000415	Prab.g_00450	Pran.g_01733
OG0000416	Prab.g_00454	Pran.g_01729
OG0000417	Prab.g_00455	Pran.g_01728
OG0000418	Prab.g_00456	Pran.g_01727
OG0000419	Prab.g_00457	Pran.g_01726
OG0000420	Prab.g_00458	Pran.g_01725
OG0000421	Prab.g_00459	Pran.g_01724
OG0000422	Prab.g_00460	Pran.g_01723
OG0000423	Prab.g_00461	Pran.g_01722
OG0000424	Prab.g_00463	Pran.g_01720
OG0000425	Prab.g_00466	Pran.g_01717
OG0000426	Prab.g_00467	Pran.g_01716
OG0000427	Prab.g_00468	Pran.g_01715
OG0000428	Prab.g_00469	Pran.g_01714
OG0000429	Prab.g_00470	Pran.g_01713
OG0000430	Prab.g_00475	Pran.g_01707
OG0000431	Prab.g_00477	Pran.g_01705
OG0000432	Prab.g_00478	Pran.g_01704
OG0000433	Prab.g_00481	Pran.g_01701
OG0000434	Prab.g_00482	Pran.g_01700
OG0000435	Prab.g_00483	Pran.g_01699
OG0000436	Prab.g_00485	Pran.g_01697
OG0000437	Prab.g_00487	Pran.g_01695
OG0000438	Prab.g_00488	Pran.g_01694
OG0000439	Prab.g_00489	Pran.g_01693
OG0000440	Prab.g_00491	Pran.g_01691
OG0000441	Prab.g_00492	Pran.g_01690
OG0000442	Prab.g_00493	Pran.g_01689
OG0000443	Prab.g_00494	Pran.g_01688
OG0000444	Prab.g_00495	Pran.g_01687
OG0000445	Prab.g_00496	Pran.g_01686
OG0000446	Prab.g_00497	Pran.g_01685
OG0000447	Prab.g_00498	Pran.g_01684
OG0000448	Prab.g_00499	Pran.g_01683
OG0000449	Prab.g_00504	Pran.g_01678
OG0000450	Prab.g_00505	Pran.g_01677
OG0000451	Prab.g_00506	Pran.g_01676
OG0000452	Prab.g_00507	Pran.g_01675
OG0000453	Prab.g_00509	Pran.g_01673
OG0000454	Prab.g_00510	Pran.g_01672
OG0000455	Prab.g_00511	Pran.g_01671
OG0000456	Prab.g_00512	Pran.g_01670
OG0000457	Prab.g_00514	Pran.g_01668
OG0000458	Prab.g_00516	Pran.g_01666
OG0000459	Prab.g_00517	Pran.g_01665
OG0000460	Prab.g_00519	Pran.g_01663
OG0000461	Prab.g_00520	Pran.g_01662
OG0000462	Prab.g_00521	Pran.g_01661
OG0000463	Prab.g_00522	Pran.g_01660
OG0000464	Prab.g_00527	Pran.g_01655
OG0000465	Prab.g_00529	Pran.g_01653
OG0000466	Prab.g_00530	Pran.g_01652
OG0000467	Prab.g_00531	Pran.g_01651
OG0000468	Prab.g_00532	Pran.g_01650
OG0000469	Prab.g_00533	Pran.g_01649
OG0000470	Prab.g_00534	Pran.g_01648
OG0000471	Prab.g_00535	Pran.g_01647
OG0000472	Prab.g_00538	Pran.g_01644
OG0000473	Prab.g_00539	Pran.g_01643
OG0000474	Prab.g_00540	Pran.g_01642
OG0000475	Prab.g_00541	Pran.g_01641
OG0000476	Prab.g_00542	Pran.g_01640
OG0000477	Prab.g_00544	Pran.g_01638
OG0000478	Prab.g_00545	Pran.g_01637
OG0000479	Prab.g_00546	Pran.g_01636
OG0000480	Prab.g_00548	Pran.g_01634
OG0000481	Prab.g_00549	Pran.g_01633
OG0000482	Prab.g_00550	Pran.g_01632
OG0000483	Prab.g_00551	Pran.g_01631
OG0000484	Prab.g_00552	Pran.g_01630
OG0000485	Prab.g_00553	Pran.g_01629
OG0000486	Prab.g_00554	Pran.g_01628
OG0000487	Prab.g_00555	Pran.g_01627
OG0000488	Prab.g_00557	Pran.g_01625
OG0000489	Prab.g_00558	Pran.g_01624
OG0000490	Prab.g_00559	Pran.g_01623
OG0000491	Prab.g_00560	Pran.g_01622
OG0000492	Prab.g_00561	Pran.g_01621
OG0000493	Prab.g_00562	Pran.g_01620
OG0000494	Prab.g_00564	Pran.g_01618
OG0000495	Prab.g_00565	Pran.g_01617
OG0000496	Prab.g_00566	Pran.g_01616
OG0000497	Prab.g_00568	Pran.g_01614
OG0000498	Prab.g_00569	Pran.g_01613
OG0000499	Prab.g_00571	Pran.g_01611
OG0000500	Prab.g_00572	Pran.g_01610
OG0000501	Prab.g_00574	Pran.g_01608
OG0000502	Prab.g_00575	Pran.g_01607
OG0000503	Prab.g_00576	Pran.g_01606
OG0000504	Prab.g_00577	Pran.g_01605
OG0000505	Prab.g_00578	Pran.g_01604
OG0000506	Prab.g_00579	Pran.g_01603
OG0000507	Prab.g_00580	Pran.g_01602
OG0000508	Prab.g_00582	Pran.g_01600
OG0000509	Prab.g_00583	Pran.g_01599
OG0000510	Prab.g_00584	Pran.g_01598
OG0000511	Prab.g_00585	Pran.g_01597
OG0000512	Prab.g_00586	Pran.g_01596
OG0000513	Prab.g_00587	Pran.g_01595
OG0000514	Prab.g_00588	Pran.g_01594
OG0000515	Prab.g_00590	Pran.g_01592
OG0000516	Prab.g_00591	Pran.g_01591
OG0000517	Prab.g_00592	Pran.g_01590
OG0000518	Prab.g_00595	Pran.g_01587
OG0000519	Prab.g_00596	Pran.g_01586
OG0000520	Prab.g_00597	Pran.g_01585
OG0000521	Prab.g_00598	Pran.g_01584
OG0000522	Prab.g_00599	Pran.g_01583
OG0000523	Prab.g_00600	Pran.g_01582
OG0000524	Prab.g_00601	Pran.g_01581
OG0000525	Prab.g_00603	Pran.g_01579
OG0000526	Prab.g_00604	Pran.g_01578
OG0000527	Prab.g_00605	Pran.g_01577
OG0000528	Prab.g_00606	Pran.g_01576
OG0000529	Prab.g_00607	Pran.g_01575
OG0000530	Prab.g_00608	Pran.g_01574
OG0000531	Prab.g_00609	Pran.g_01573
OG0000532	Prab.g_00610	Pran.g_01572
OG0000533	Prab.g_00611	Pran.g_01571
OG0000534	Prab.g_00612	Pran.g_01570
OG0000535	Prab.g_00613	Pran.g_01569
OG0000536	Prab.g_00614	Pran.g_01568
OG0000537	Prab.g_00615	Pran.g_01567
OG0000538	Prab.g_00616	Pran.g_01566
OG0000539	Prab.g_00617	Pran.g_01565
OG0000540	Prab.g_00618	Pran.g_01564
OG0000541	Prab.g_00619	Pran.g_01563
OG0000542	Prab.g_00620	Pran.g_01562
OG0000543	Prab.g_00621	Pran.g_01561
OG0000544	Prab.g_00622	Pran.g_01560
OG0000545	Prab.g_00625	Pran.g_01557
OG0000546	Prab.g_00626	Pran.g_01556
OG0000547	Prab.g_00629	Pran.g_01554
OG0000548	Prab.g_00630	Pran.g_01553
OG0000549	Prab.g_00631	Pran.g_01552
OG0000550	Prab.g_00632	Pran.g_01551
OG0000551	Prab.g_00633	Pran.g_01550
OG0000552	Prab.g_00634	Pran.g_01549
OG0000553	Prab.g_00635	Pran.g_01548
OG0000554	Prab.g_00636	Pran.g_01547
OG0000555	Prab.g_00637	Pran.g_01546
