Orthogroup	Prab	Prbj
OG0000199	Prab.g_00085	Prbj.g_00605
OG0000200	Prab.g_00086	Prbj.g_00606
OG0000201	Prab.g_00087	Prbj.g_00607
OG0000202	Prab.g_00088	Prbj.g_00609
OG0000203	Prab.g_00089	Prbj.g_00610
OG0000204	Prab.g_00090	Prbj.g_00611
OG0000205	Prab.g_00091	Prbj.g_00613
OG0000206	Prab.g_00092	Prbj.g_00614
OG0000207	Prab.g_00093	Prbj.g_00615
OG0000208	Prab.g_00094	Prbj.g_00616
OG0000209	Prab.g_00095	Prbj.g_00617
OG0000210	Prab.g_00097	Prbj.g_00619
OG0000211	Prab.g_00098	Prbj.g_00620
OG0000212	Prab.g_00099	Prbj.g_00621
OG0000213	Prab.g_00100	Prbj.g_00624
OG0000214	Prab.g_00102	Prbj.g_00630
OG0000215	Prab.g_00103	Prbj.g_01550
OG0000216	Prab.g_00105	Prbj.g_01552
OG0000217	Prab.g_00106	Prbj.g_01554
OG0000218	Prab.g_00107	Prbj.g_01556
OG0000219	Prab.g_00108	Prbj.g_01557
OG0000220	Prab.g_00111	Prbj.g_01562
OG0000221	Prab.g_00113	Prbj.g_01567
OG0000222	Prab.g_00114	Prbj.g_01568
OG0000223	Prab.g_00115	Prbj.g_01569
OG0000224	Prab.g_00117	Prbj.g_01530
OG0000225	Prab.g_00119	Prbj.g_01532
OG0000226	Prab.g_00120	Prbj.g_01535
OG0000227	Prab.g_00121	Prbj.g_01537
OG0000228	Prab.g_00122	Prbj.g_01538
OG0000229	Prab.g_00123	Prbj.g_01539
OG0000230	Prab.g_00124	Prbj.g_01540
OG0000231	Prab.g_00126	Prbj.g_01542
OG0000232	Prab.g_00127	Prbj.g_01543
OG0000233	Prab.g_00130	Prbj.g_01548
OG0000234	Prab.g_00132	Prbj.g_00545
OG0000235	Prab.g_00136	Prbj.g_00543
OG0000236	Prab.g_00137	Prbj.g_00542
OG0000237	Prab.g_00138	Prbj.g_00541
OG0000238	Prab.g_00139	Prbj.g_00540
OG0000239	Prab.g_00140	Prbj.g_00539
OG0000240	Prab.g_00142	Prbj.g_00537
OG0000241	Prab.g_00143	Prbj.g_00536
OG0000242	Prab.g_00144	Prbj.g_00535
OG0000243	Prab.g_00145	Prbj.g_00534
OG0000244	Prab.g_00146	Prbj.g_00533
OG0000245	Prab.g_00147	Prbj.g_00531
OG0000246	Prab.g_00149	Prbj.g_00529
OG0000247	Prab.g_00150	Prbj.g_00528
OG0000248	Prab.g_00151	Prbj.g_00527
OG0000249	Prab.g_00152	Prbj.g_00526
OG0000250	Prab.g_00153	Prbj.g_00525
OG0000251	Prab.g_00154	Prbj.g_00524
OG0000252	Prab.g_00155	Prbj.g_00523
OG0000253	Prab.g_00156	Prbj.g_00522
OG0000254	Prab.g_00158	Prbj.g_00520
OG0000255	Prab.g_00159	Prbj.g_00519
OG0000256	Prab.g_00162	Prbj.g_00516
OG0000257	Prab.g_00164	Prbj.g_00515
OG0000258	Prab.g_00165	Prbj.g_00514
OG0000259	Prab.g_00166	Prbj.g_00513
OG0000260	Prab.g_00167	Prbj.g_00512
OG0000261	Prab.g_00168	Prbj.g_00511
OG0000262	Prab.g_00169	Prbj.g_00510
OG0000263	Prab.g_00170	Prbj.g_00509
OG0000264	Prab.g_00172	Prbj.g_02369
OG0000265	Prab.g_00173	Prbj.g_01135
OG0000266	Prab.g_00174	Prbj.g_01137
OG0000267	Prab.g_00176	Prbj.g_01141
OG0000268	Prab.g_00177	Prbj.g_01143
OG0000269	Prab.g_00178	Prbj.g_01146
OG0000270	Prab.g_00179	Prbj.g_01148
OG0000271	Prab.g_00180	Prbj.g_01151
OG0000272	Prab.g_00181	Prbj.g_01152
OG0000273	Prab.g_00182	Prbj.g_01155
OG0000274	Prab.g_00183	Prbj.g_01157
OG0000275	Prab.g_00184	Prbj.g_01158
OG0000276	Prab.g_00185	Prbj.g_01159
OG0000277	Prab.g_00186	Prbj.g_01160
OG0000278	Prab.g_00187	Prbj.g_01161
OG0000279	Prab.g_00188	Prbj.g_01162
OG0000280	Prab.g_00189	Prbj.g_01163
OG0000281	Prab.g_00191	Prbj.g_01165
OG0000282	Prab.g_00192	Prbj.g_01166
OG0000283	Prab.g_00195	Prbj.g_01173
OG0000284	Prab.g_00196	Prbj.g_01174
OG0000285	Prab.g_00197	Prbj.g_00289
OG0000286	Prab.g_00199	Prbj.g_00287
OG0000287	Prab.g_00200	Prbj.g_00234
OG0000288	Prab.g_00201	Prbj.g_00235
OG0000289	Prab.g_00202	Prbj.g_00237
OG0000290	Prab.g_00203	Prbj.g_00238
OG0000291	Prab.g_00204	Prbj.g_00240
OG0000292	Prab.g_00205	Prbj.g_00250
OG0000293	Prab.g_00206	Prbj.g_00251
OG0000294	Prab.g_00207	Prbj.g_00252
OG0000295	Prab.g_00208	Prbj.g_00258
OG0000296	Prab.g_00209	Prbj.g_00259
OG0000297	Prab.g_00210	Prbj.g_00262
OG0000298	Prab.g_00211	Prbj.g_00263
OG0000299	Prab.g_00212	Prbj.g_00264
OG0000300	Prab.g_00213	Prbj.g_00265
OG0000301	Prab.g_00214	Prbj.g_00266
OG0000302	Prab.g_00215	Prbj.g_00267
OG0000303	Prab.g_00216	Prbj.g_00268
OG0000304	Prab.g_00217	Prbj.g_00270
OG0000305	Prab.g_00218	Prbj.g_00271
OG0000306	Prab.g_00219	Prbj.g_00272
OG0000307	Prab.g_00220	Prbj.g_00181
OG0000308	Prab.g_00221	Prbj.g_01775
OG0000309	Prab.g_00222	Prbj.g_01776
OG0000310	Prab.g_00223	Prbj.g_01777
OG0000311	Prab.g_00224	Prbj.g_00177
OG0000312	Prab.g_00226	Prbj.g_00176
OG0000313	Prab.g_00227	Prbj.g_02608
OG0000314	Prab.g_00229	Prbj.g_02614
OG0000315	Prab.g_00230	Prbj.g_02615
OG0000316	Prab.g_00232	Prbj.g_02661
OG0000317	Prab.g_00234	Prbj.g_01341
OG0000318	Prab.g_00235	Prbj.g_01342
OG0000319	Prab.g_00236	Prbj.g_01343
OG0000320	Prab.g_00237	Prbj.g_01345
OG0000321	Prab.g_00240	Prbj.g_01350
OG0000322	Prab.g_00243	Prbj.g_01359
OG0000323	Prab.g_00244	Prbj.g_01360
OG0000324	Prab.g_00247	Prbj.g_01362
OG0000325	Prab.g_00248	Prbj.g_01364
OG0000326	Prab.g_00249	Prbj.g_01366
OG0000327	Prab.g_00251	Prbj.g_01372
OG0000328	Prab.g_00252	Prbj.g_00180
OG0000329	Prab.g_00253	Prbj.g_01385
OG0000330	Prab.g_00254	Prbj.g_01386
OG0000331	Prab.g_00255	Prbj.g_01388
OG0000332	Prab.g_00256	Prbj.g_01389
OG0000333	Prab.g_00257	Prbj.g_01390
OG0000334	Prab.g_00258	Prbj.g_01391
OG0000335	Prab.g_00259	Prbj.g_01392
OG0000336	Prab.g_00260	Prbj.g_01394
OG0000337	Prab.g_00263	Prbj.g_01399
OG0000338	Prab.g_00264	Prbj.g_01400
OG0000339	Prab.g_00265	Prbj.g_01401
OG0000340	Prab.g_00266	Prbj.g_01403
OG0000341	Prab.g_00270	Prbj.g_01408
OG0000342	Prab.g_00271	Prbj.g_01409
OG0000343	Prab.g_00273	Prbj.g_01411
OG0000344	Prab.g_00274	Prbj.g_01413
OG0000345	Prab.g_00275	Prbj.g_01414
OG0000346	Prab.g_00276	Prbj.g_01415
OG0000347	Prab.g_00277	Prbj.g_01416
OG0000348	Prab.g_00278	Prbj.g_01417
OG0000349	Prab.g_00279	Prbj.g_01418
OG0000350	Prab.g_00280	Prbj.g_01419
OG0000351	Prab.g_00283	Prbj.g_01423
OG0000352	Prab.g_00286	Prbj.g_01427
OG0000353	Prab.g_00287	Prbj.g_01430
OG0000354	Prab.g_00288	Prbj.g_01431
OG0000355	Prab.g_00289	Prbj.g_01432
OG0000356	Prab.g_00290	Prbj.g_01437
OG0000357	Prab.g_00291	Prbj.g_01438
OG0000358	Prab.g_00292	Prbj.g_01439
OG0000359	Prab.g_00293	Prbj.g_01441
OG0000360	Prab.g_00296	Prbj.g_01444
OG0000361	Prab.g_00297	Prbj.g_01445
OG0000362	Prab.g_00298	Prbj.g_01446
OG0000363	Prab.g_00299	Prbj.g_01448
OG0000364	Prab.g_00300	Prbj.g_01449
OG0000365	Prab.g_00301	Prbj.g_01450
OG0000366	Prab.g_00302	Prbj.g_01451
OG0000367	Prab.g_00303	Prbj.g_01452
OG0000368	Prab.g_00304	Prbj.g_01453
OG0000369	Prab.g_00305	Prbj.g_01454
OG0000370	Prab.g_00306	Prbj.g_01455
OG0000371	Prab.g_00307	Prbj.g_01456
OG0000372	Prab.g_00309	Prbj.g_01459
OG0000373	Prab.g_00311	Prbj.g_01469
OG0000374	Prab.g_00312	Prbj.g_01471
OG0000375	Prab.g_00313	Prbj.g_01480
OG0000376	Prab.g_00315	Prbj.g_00359
OG0000377	Prab.g_00316	Prbj.g_00352
OG0000378	Prab.g_00317	Prbj.g_00351
OG0000379	Prab.g_00322	Prbj.g_00341
OG0000380	Prab.g_00323	Prbj.g_00339
OG0000381	Prab.g_00324	Prbj.g_00338
OG0000382	Prab.g_00325	Prbj.g_00336
OG0000383	Prab.g_00328	Prbj.g_00331
OG0000384	Prab.g_00329	Prbj.g_00330
OG0000385	Prab.g_00332	Prbj.g_00324
OG0000386	Prab.g_00333	Prbj.g_00323
OG0000387	Prab.g_00334	Prbj.g_00322
OG0000388	Prab.g_00335	Prbj.g_00321
OG0000389	Prab.g_00336	Prbj.g_00320
OG0000390	Prab.g_00337	Prbj.g_00319
OG0000391	Prab.g_00338	Prbj.g_00318
OG0000392	Prab.g_00339	Prbj.g_00317
OG0000393	Prab.g_00342	Prbj.g_00063
OG0000394	Prab.g_00343	Prbj.g_00064
OG0000395	Prab.g_00345	Prbj.g_00068
OG0000396	Prab.g_00347	Prbj.g_02500
OG0000397	Prab.g_00360	Prbj.g_00563
OG0000398	Prab.g_00367	Prbj.g_00874
OG0000399	Prab.g_00368	Prbj.g_00689
OG0000400	Prab.g_00375	Prbj.g_02659
OG0000401	Prab.g_00434	Prbj.g_00076
OG0000402	Prab.g_00435	Prbj.g_00077
OG0000403	Prab.g_00436	Prbj.g_00089
OG0000404	Prab.g_00438	Prbj.g_00099
OG0000405	Prab.g_00439	Prbj.g_00100
OG0000406	Prab.g_00441	Prbj.g_00102
OG0000407	Prab.g_00442	Prbj.g_00103
OG0000408	Prab.g_00443	Prbj.g_00104
OG0000409	Prab.g_00444	Prbj.g_00105
OG0000410	Prab.g_00445	Prbj.g_00107
OG0000411	Prab.g_00446	Prbj.g_00108
OG0000412	Prab.g_00447	Prbj.g_00109
OG0000413	Prab.g_00448	Prbj.g_00110
OG0000414	Prab.g_00449	Prbj.g_00111
OG0000415	Prab.g_00450	Prbj.g_00112
OG0000416	Prab.g_00454	Prbj.g_00113
OG0000417	Prab.g_00455	Prbj.g_00117
OG0000418	Prab.g_00456	Prbj.g_00118
OG0000419	Prab.g_00457	Prbj.g_00119
OG0000420	Prab.g_00458	Prbj.g_00120
OG0000421	Prab.g_00459	Prbj.g_01894
OG0000422	Prab.g_00460	Prbj.g_01892
OG0000423	Prab.g_00461	Prbj.g_01891
OG0000424	Prab.g_00463	Prbj.g_01888
OG0000425	Prab.g_00466	Prbj.g_00152
OG0000426	Prab.g_00467	Prbj.g_00151
OG0000427	Prab.g_00468	Prbj.g_00148
OG0000428	Prab.g_00469	Prbj.g_00136
OG0000429	Prab.g_00470	Prbj.g_00134
OG0000430	Prab.g_00475	Prbj.g_00132
OG0000431	Prab.g_00477	Prbj.g_00130
OG0000432	Prab.g_00478	Prbj.g_00129
OG0000433	Prab.g_00481	Prbj.g_01638
OG0000434	Prab.g_00482	Prbj.g_01635
OG0000435	Prab.g_00483	Prbj.g_01631
OG0000436	Prab.g_00485	Prbj.g_01629
OG0000437	Prab.g_00487	Prbj.g_01627
OG0000438	Prab.g_00488	Prbj.g_01626
OG0000439	Prab.g_00489	Prbj.g_01625
OG0000440	Prab.g_00491	Prbj.g_01622
OG0000441	Prab.g_00492	Prbj.g_01620
OG0000442	Prab.g_00493	Prbj.g_01619
OG0000443	Prab.g_00494	Prbj.g_01618
OG0000444	Prab.g_00495	Prbj.g_01617
OG0000445	Prab.g_00496	Prbj.g_01616
OG0000446	Prab.g_00497	Prbj.g_01615
OG0000447	Prab.g_00498	Prbj.g_01614
OG0000448	Prab.g_00499	Prbj.g_01613
OG0000449	Prab.g_00504	Prbj.g_01605
OG0000450	Prab.g_00505	Prbj.g_02088
OG0000451	Prab.g_00506	Prbj.g_02089
OG0000452	Prab.g_00507	Prbj.g_02090
OG0000453	Prab.g_00509	Prbj.g_02093
OG0000454	Prab.g_00510	Prbj.g_02094
OG0000455	Prab.g_00511	Prbj.g_02095
OG0000456	Prab.g_00512	Prbj.g_02096
OG0000457	Prab.g_00514	Prbj.g_02097
OG0000458	Prab.g_00516	Prbj.g_02098
OG0000459	Prab.g_00517	Prbj.g_02099
OG0000460	Prab.g_00519	Prbj.g_02101
OG0000461	Prab.g_00520	Prbj.g_02102
OG0000462	Prab.g_00521	Prbj.g_02103
OG0000463	Prab.g_00522	Prbj.g_02108
OG0000464	Prab.g_00527	Prbj.g_02113
OG0000465	Prab.g_00529	Prbj.g_02114
OG0000466	Prab.g_00530	Prbj.g_02115
OG0000467	Prab.g_00531	Prbj.g_02117
OG0000468	Prab.g_00532	Prbj.g_02118
OG0000469	Prab.g_00533	Prbj.g_02123
OG0000470	Prab.g_00534	Prbj.g_01116
OG0000471	Prab.g_00535	Prbj.g_00765
OG0000472	Prab.g_00538	Prbj.g_02128
OG0000473	Prab.g_00539	Prbj.g_02130
OG0000474	Prab.g_00540	Prbj.g_02132
OG0000475	Prab.g_00541	Prbj.g_02133
OG0000476	Prab.g_00542	Prbj.g_02139
OG0000477	Prab.g_00544	Prbj.g_02142
OG0000478	Prab.g_00545	Prbj.g_02144
OG0000479	Prab.g_00546	Prbj.g_02146
OG0000480	Prab.g_00548	Prbj.g_02666
OG0000481	Prab.g_00549	Prbj.g_01858
OG0000482	Prab.g_00550	Prbj.g_01859
OG0000483	Prab.g_00551	Prbj.g_01861
OG0000484	Prab.g_00552	Prbj.g_01862
OG0000485	Prab.g_00553	Prbj.g_01863
OG0000486	Prab.g_00554	Prbj.g_01864
OG0000487	Prab.g_00555	Prbj.g_01865
OG0000488	Prab.g_00557	Prbj.g_01867
OG0000489	Prab.g_00558	Prbj.g_01868
OG0000490	Prab.g_00559	Prbj.g_01869
OG0000491	Prab.g_00560	Prbj.g_01870
OG0000492	Prab.g_00561	Prbj.g_01871
OG0000493	Prab.g_00562	Prbj.g_01872
OG0000494	Prab.g_00564	Prbj.g_01874
OG0000495	Prab.g_00565	Prbj.g_01875
OG0000496	Prab.g_00566	Prbj.g_01877
OG0000497	Prab.g_00568	Prbj.g_01879
OG0000498	Prab.g_00569	Prbj.g_01880
OG0000499	Prab.g_00571	Prbj.g_01882
OG0000500	Prab.g_00572	Prbj.g_01883
OG0000501	Prab.g_00574	Prbj.g_01807
OG0000502	Prab.g_00575	Prbj.g_01806
OG0000503	Prab.g_00576	Prbj.g_01805
OG0000504	Prab.g_00577	Prbj.g_01803
OG0000505	Prab.g_00578	Prbj.g_01802
OG0000506	Prab.g_00579	Prbj.g_01801
OG0000507	Prab.g_00580	Prbj.g_01800
OG0000508	Prab.g_00582	Prbj.g_01796
OG0000509	Prab.g_00583	Prbj.g_01795
OG0000510	Prab.g_00584	Prbj.g_01794
OG0000511	Prab.g_00585	Prbj.g_01793
OG0000512	Prab.g_00586	Prbj.g_01792
OG0000513	Prab.g_00587	Prbj.g_01791
OG0000514	Prab.g_00588	Prbj.g_01790
OG0000515	Prab.g_00590	Prbj.g_01787
OG0000516	Prab.g_00591	Prbj.g_01786
OG0000517	Prab.g_00592	Prbj.g_01785
OG0000518	Prab.g_00595	Prbj.g_01781
OG0000519	Prab.g_00596	Prbj.g_01780
OG0000520	Prab.g_00597	Prbj.g_01779
OG0000521	Prab.g_00598	Prbj.g_01778
OG0000522	Prab.g_00599	Prbj.g_01772
OG0000523	Prab.g_00600	Prbj.g_01771
OG0000524	Prab.g_00601	Prbj.g_01770
OG0000525	Prab.g_00603	Prbj.g_01768
OG0000526	Prab.g_00604	Prbj.g_01767
OG0000527	Prab.g_00605	Prbj.g_01766
OG0000528	Prab.g_00606	Prbj.g_01765
OG0000529	Prab.g_00607	Prbj.g_01764
OG0000530	Prab.g_00608	Prbj.g_01763
OG0000531	Prab.g_00609	Prbj.g_01760
OG0000532	Prab.g_00610	Prbj.g_01758
OG0000533	Prab.g_00611	Prbj.g_01757
OG0000534	Prab.g_00612	Prbj.g_01756
OG0000535	Prab.g_00613	Prbj.g_01755
OG0000536	Prab.g_00614	Prbj.g_01754
OG0000537	Prab.g_00615	Prbj.g_01753
OG0000538	Prab.g_00616	Prbj.g_01752
OG0000539	Prab.g_00617	Prbj.g_01750
OG0000540	Prab.g_00618	Prbj.g_01748
OG0000541	Prab.g_00619	Prbj.g_02544
OG0000542	Prab.g_00620	Prbj.g_02545
OG0000543	Prab.g_00621	Prbj.g_02546
OG0000544	Prab.g_00622	Prbj.g_02547
OG0000545	Prab.g_00625	Prbj.g_02550
OG0000546	Prab.g_00626	Prbj.g_02551
OG0000547	Prab.g_00629	Prbj.g_02553
OG0000548	Prab.g_00630	Prbj.g_02558
OG0000549	Prab.g_00631	Prbj.g_02559
OG0000550	Prab.g_00632	Prbj.g_02560
OG0000551	Prab.g_00633	Prbj.g_02563
OG0000552	Prab.g_00634	Prbj.g_02565
OG0000553	Prab.g_00635	Prbj.g_02566
OG0000554	Prab.g_00636	Prbj.g_02568
OG0000555	Prab.g_00637	Prbj.g_02569
OG0000556	Prab.g_00638	Prbj.g_02570
OG0000557	Prab.g_00639	Prbj.g_02571
OG0000558	Prab.g_00640	Prbj.g_02573
OG0000559	Prab.g_00641	Prbj.g_02574
OG0000560	Prab.g_00643	Prbj.g_02576
OG0000561	Prab.g_00644	Prbj.g_02577
OG0000562	Prab.g_00645	Prbj.g_02579
OG0000563	Prab.g_00646	Prbj.g_02580
OG0000564	Prab.g_00647	Prbj.g_02581
OG0000565	Prab.g_00648	Prbj.g_02589
OG0000566	Prab.g_00649	Prbj.g_02590
OG0000567	Prab.g_00650	Prbj.g_02591
OG0000568	Prab.g_00651	Prbj.g_02592
OG0000569	Prab.g_00652	Prbj.g_02593
OG0000570	Prab.g_00653	Prbj.g_02596
OG0000571	Prab.g_00654	Prbj.g_02597
OG0000572	Prab.g_00655	Prbj.g_02598
OG0000573	Prab.g_00658	Prbj.g_00794
OG0000574	Prab.g_00659	Prbj.g_00803
