Orthogroup	Prab	Prbn
OG0000121	Prab.g_01244	Prbn.g_00391
OG0000122	Prab.g_01263	Prbn.g_00411
OG0000123	Prab.g_01276	Prbn.g_00482
OG0000124	Prab.g_01284	Prbn.g_00886
OG0000125	Prab.g_01338	Prbn.g_01071
OG0000126	Prab.g_01360	Prbn.g_01240
OG0000127	Prab.g_01453	Prbn.g_00200
OG0000128	Prab.g_01467	Prbn.g_00213
OG0000129	Prab.g_01503	Prbn.g_00249
OG0000130	Prab.g_01667	Prbn.g_01742
OG0000131	Prab.g_01705	Prbn.g_01782
OG0000132	Prab.g_01708	Prbn.g_01785
OG0000133	Prab.g_01761	Prbn.g_01839
OG0000134	Prab.g_01797	Prbn.g_01875
OG0000135	Prab.g_01799	Prbn.g_01877
OG0000136	Prab.g_01842	Prbn.g_01012
OG0000137	Prab.g_01874	Prbn.g_00978
OG0000138	Prab.g_01910	Prbn.g_00944
OG0000139	Prab.g_01937	Prbn.g_00913
OG0000140	Prab.g_00001	Prbn.g_00301
OG0000141	Prab.g_00002	Prbn.g_00302
OG0000142	Prab.g_00004	Prbn.g_00010
OG0000143	Prab.g_00005	Prbn.g_00009
OG0000144	Prab.g_00007	Prbn.g_00007
OG0000145	Prab.g_00008	Prbn.g_00006
OG0000146	Prab.g_00009	Prbn.g_00005
OG0000147	Prab.g_00010	Prbn.g_00004
OG0000148	Prab.g_00012	Prbn.g_00001
OG0000149	Prab.g_00014	Prbn.g_00768
OG0000150	Prab.g_00015	Prbn.g_00767
OG0000151	Prab.g_00016	Prbn.g_00766
OG0000152	Prab.g_00017	Prbn.g_00765
OG0000153	Prab.g_00018	Prbn.g_00764
OG0000154	Prab.g_00019	Prbn.g_00763
OG0000155	Prab.g_00020	Prbn.g_00762
OG0000156	Prab.g_00021	Prbn.g_00761
OG0000157	Prab.g_00022	Prbn.g_00760
OG0000158	Prab.g_00024	Prbn.g_00758
OG0000159	Prab.g_00025	Prbn.g_00757
OG0000160	Prab.g_00026	Prbn.g_00756
OG0000161	Prab.g_00027	Prbn.g_00755
OG0000162	Prab.g_00028	Prbn.g_00754
OG0000163	Prab.g_00029	Prbn.g_00752
OG0000164	Prab.g_00032	Prbn.g_00749
OG0000165	Prab.g_00035	Prbn.g_00746
OG0000166	Prab.g_00036	Prbn.g_00745
OG0000167	Prab.g_00037	Prbn.g_00744
OG0000168	Prab.g_00039	Prbn.g_00742
OG0000169	Prab.g_00041	Prbn.g_00740
OG0000170	Prab.g_00042	Prbn.g_00738
OG0000171	Prab.g_00043	Prbn.g_00737
OG0000172	Prab.g_00044	Prbn.g_00736
OG0000173	Prab.g_00045	Prbn.g_00733
OG0000174	Prab.g_00046	Prbn.g_00732
OG0000175	Prab.g_00047	Prbn.g_00731
OG0000176	Prab.g_00049	Prbn.g_00729
OG0000177	Prab.g_00050	Prbn.g_00728
OG0000178	Prab.g_00051	Prbn.g_00726
OG0000179	Prab.g_00056	Prbn.g_00714
OG0000180	Prab.g_00057	Prbn.g_00713
OG0000181	Prab.g_00058	Prbn.g_00712
OG0000182	Prab.g_00061	Prbn.g_00708
OG0000183	Prab.g_00062	Prbn.g_00707
OG0000184	Prab.g_00065	Prbn.g_00704
OG0000185	Prab.g_00069	Prbn.g_01343
OG0000186	Prab.g_00070	Prbn.g_01342
OG0000187	Prab.g_00071	Prbn.g_01034
OG0000188	Prab.g_00072	Prbn.g_01341
OG0000189	Prab.g_00073	Prbn.g_01340
OG0000190	Prab.g_00074	Prbn.g_01339
OG0000191	Prab.g_00075	Prbn.g_01338
OG0000192	Prab.g_00076	Prbn.g_01337
OG0000193	Prab.g_00077	Prbn.g_01336
OG0000194	Prab.g_00078	Prbn.g_01335
OG0000195	Prab.g_00080	Prbn.g_01333
OG0000196	Prab.g_00081	Prbn.g_01332
OG0000197	Prab.g_00082	Prbn.g_01331
OG0000198	Prab.g_00083	Prbn.g_01330
OG0000199	Prab.g_00085	Prbn.g_01327
OG0000200	Prab.g_00086	Prbn.g_01326
OG0000201	Prab.g_00087	Prbn.g_01325
OG0000202	Prab.g_00088	Prbn.g_01323
OG0000203	Prab.g_00089	Prbn.g_01322
OG0000204	Prab.g_00090	Prbn.g_01321
OG0000205	Prab.g_00091	Prbn.g_01319
OG0000206	Prab.g_00092	Prbn.g_01318
OG0000207	Prab.g_00093	Prbn.g_01317
OG0000208	Prab.g_00094	Prbn.g_01316
OG0000209	Prab.g_00095	Prbn.g_01315
OG0000210	Prab.g_00097	Prbn.g_01314
OG0000211	Prab.g_00098	Prbn.g_01312
OG0000212	Prab.g_00099	Prbn.g_01311
OG0000213	Prab.g_00100	Prbn.g_01310
OG0000214	Prab.g_00102	Prbn.g_01306
OG0000215	Prab.g_00103	Prbn.g_01305
OG0000216	Prab.g_00105	Prbn.g_01303
OG0000217	Prab.g_00106	Prbn.g_01302
OG0000218	Prab.g_00107	Prbn.g_01301
OG0000219	Prab.g_00108	Prbn.g_01300
OG0000220	Prab.g_00111	Prbn.g_01297
OG0000221	Prab.g_00113	Prbn.g_01294
OG0000222	Prab.g_00114	Prbn.g_01293
OG0000223	Prab.g_00115	Prbn.g_01292
OG0000224	Prab.g_00117	Prbn.g_01290
OG0000225	Prab.g_00119	Prbn.g_01288
OG0000226	Prab.g_00120	Prbn.g_01286
OG0000227	Prab.g_00121	Prbn.g_01285
OG0000228	Prab.g_00122	Prbn.g_01284
OG0000229	Prab.g_00123	Prbn.g_01283
OG0000230	Prab.g_00124	Prbn.g_01282
OG0000231	Prab.g_00126	Prbn.g_01356
OG0000232	Prab.g_00127	Prbn.g_01280
OG0000233	Prab.g_00130	Prbn.g_01277
OG0000234	Prab.g_00132	Prbn.g_01275
OG0000235	Prab.g_00136	Prbn.g_01269
OG0000236	Prab.g_00137	Prbn.g_01268
OG0000237	Prab.g_00138	Prbn.g_01267
OG0000238	Prab.g_00139	Prbn.g_01266
OG0000239	Prab.g_00140	Prbn.g_01265
OG0000240	Prab.g_00142	Prbn.g_01263
OG0000241	Prab.g_00143	Prbn.g_01262
OG0000242	Prab.g_00144	Prbn.g_01261
OG0000243	Prab.g_00145	Prbn.g_01260
OG0000244	Prab.g_00146	Prbn.g_01259
OG0000245	Prab.g_00147	Prbn.g_01257
OG0000246	Prab.g_00149	Prbn.g_01255
OG0000247	Prab.g_00150	Prbn.g_01254
OG0000248	Prab.g_00151	Prbn.g_01253
OG0000249	Prab.g_00152	Prbn.g_01252
OG0000250	Prab.g_00153	Prbn.g_01251
OG0000251	Prab.g_00154	Prbn.g_01250
OG0000252	Prab.g_00155	Prbn.g_01249
OG0000253	Prab.g_00156	Prbn.g_01248
OG0000254	Prab.g_00158	Prbn.g_01246
OG0000255	Prab.g_00159	Prbn.g_01245
OG0000256	Prab.g_00162	Prbn.g_00383
OG0000257	Prab.g_00164	Prbn.g_00381
OG0000258	Prab.g_00165	Prbn.g_00380
OG0000259	Prab.g_00166	Prbn.g_00379
OG0000260	Prab.g_00167	Prbn.g_00378
OG0000261	Prab.g_00168	Prbn.g_00377
OG0000262	Prab.g_00169	Prbn.g_00376
OG0000263	Prab.g_00170	Prbn.g_00375
OG0000264	Prab.g_00172	Prbn.g_00373
OG0000265	Prab.g_00173	Prbn.g_00372
OG0000266	Prab.g_00174	Prbn.g_00371
OG0000267	Prab.g_00176	Prbn.g_00369
OG0000268	Prab.g_00177	Prbn.g_00367
OG0000269	Prab.g_00178	Prbn.g_00366
OG0000270	Prab.g_00179	Prbn.g_00365
OG0000271	Prab.g_00180	Prbn.g_00364
OG0000272	Prab.g_00181	Prbn.g_00363
OG0000273	Prab.g_00182	Prbn.g_00362
OG0000274	Prab.g_00183	Prbn.g_00361
OG0000275	Prab.g_00184	Prbn.g_00360
OG0000276	Prab.g_00185	Prbn.g_00359
OG0000277	Prab.g_00186	Prbn.g_00358
OG0000278	Prab.g_00187	Prbn.g_00357
OG0000279	Prab.g_00188	Prbn.g_00356
OG0000280	Prab.g_00189	Prbn.g_00355
OG0000281	Prab.g_00191	Prbn.g_00353
OG0000282	Prab.g_00192	Prbn.g_00352
OG0000283	Prab.g_00195	Prbn.g_00349
OG0000284	Prab.g_00196	Prbn.g_00348
OG0000285	Prab.g_00197	Prbn.g_00347
OG0000286	Prab.g_00199	Prbn.g_00345
OG0000287	Prab.g_00200	Prbn.g_00343
OG0000288	Prab.g_00201	Prbn.g_00342
OG0000289	Prab.g_00202	Prbn.g_00341
OG0000290	Prab.g_00203	Prbn.g_00340
OG0000291	Prab.g_00204	Prbn.g_00339
OG0000292	Prab.g_00205	Prbn.g_00338
OG0000293	Prab.g_00206	Prbn.g_00337
OG0000294	Prab.g_00207	Prbn.g_00336
OG0000295	Prab.g_00208	Prbn.g_00335
OG0000296	Prab.g_00209	Prbn.g_00334
OG0000297	Prab.g_00210	Prbn.g_00333
OG0000298	Prab.g_00211	Prbn.g_00332
OG0000299	Prab.g_00212	Prbn.g_00331
OG0000300	Prab.g_00213	Prbn.g_00330
OG0000301	Prab.g_00214	Prbn.g_00329
OG0000302	Prab.g_00215	Prbn.g_00328
OG0000303	Prab.g_00216	Prbn.g_00327
OG0000304	Prab.g_00217	Prbn.g_00325
OG0000305	Prab.g_00218	Prbn.g_00324
OG0000306	Prab.g_00219	Prbn.g_00323
OG0000307	Prab.g_00220	Prbn.g_00321
OG0000308	Prab.g_00221	Prbn.g_00320
OG0000309	Prab.g_00222	Prbn.g_00319
OG0000310	Prab.g_00223	Prbn.g_00318
OG0000311	Prab.g_00224	Prbn.g_00317
OG0000312	Prab.g_00226	Prbn.g_00315
OG0000313	Prab.g_00227	Prbn.g_00314
OG0000314	Prab.g_00229	Prbn.g_00310
OG0000315	Prab.g_00230	Prbn.g_00309
OG0000316	Prab.g_00232	Prbn.g_00307
OG0000317	Prab.g_00234	Prbn.g_00305
OG0000318	Prab.g_00235	Prbn.g_00304
OG0000319	Prab.g_00236	Prbn.g_00012
OG0000320	Prab.g_00237	Prbn.g_00013
OG0000321	Prab.g_00240	Prbn.g_00016
OG0000322	Prab.g_00243	Prbn.g_00020
OG0000323	Prab.g_00244	Prbn.g_00021
OG0000324	Prab.g_00247	Prbn.g_00024
OG0000325	Prab.g_00248	Prbn.g_00025
OG0000326	Prab.g_00249	Prbn.g_00026
OG0000327	Prab.g_00251	Prbn.g_00028
OG0000328	Prab.g_00252	Prbn.g_00029
OG0000329	Prab.g_00253	Prbn.g_00030
OG0000330	Prab.g_00254	Prbn.g_00031
OG0000331	Prab.g_00255	Prbn.g_00033
OG0000332	Prab.g_00256	Prbn.g_00034
OG0000333	Prab.g_00257	Prbn.g_00035
OG0000334	Prab.g_00258	Prbn.g_00036
OG0000335	Prab.g_00259	Prbn.g_00037
OG0000336	Prab.g_00260	Prbn.g_00039
OG0000337	Prab.g_00263	Prbn.g_00042
OG0000338	Prab.g_00264	Prbn.g_00043
OG0000339	Prab.g_00265	Prbn.g_00044
OG0000340	Prab.g_00266	Prbn.g_00045
OG0000341	Prab.g_00270	Prbn.g_00049
OG0000342	Prab.g_00271	Prbn.g_00050
OG0000343	Prab.g_00273	Prbn.g_00053
OG0000344	Prab.g_00274	Prbn.g_00054
OG0000345	Prab.g_00275	Prbn.g_00055
OG0000346	Prab.g_00276	Prbn.g_00056
OG0000347	Prab.g_00277	Prbn.g_00057
OG0000348	Prab.g_00278	Prbn.g_00059
OG0000349	Prab.g_00279	Prbn.g_00060
OG0000350	Prab.g_00280	Prbn.g_00061
OG0000351	Prab.g_00283	Prbn.g_00063
OG0000352	Prab.g_00286	Prbn.g_00066
OG0000353	Prab.g_00287	Prbn.g_00067
OG0000354	Prab.g_00288	Prbn.g_00068
OG0000355	Prab.g_00289	Prbn.g_00069
OG0000356	Prab.g_00290	Prbn.g_00070
OG0000357	Prab.g_00291	Prbn.g_00071
OG0000358	Prab.g_00292	Prbn.g_00072
OG0000359	Prab.g_00293	Prbn.g_00073
OG0000360	Prab.g_00296	Prbn.g_00075
OG0000361	Prab.g_00297	Prbn.g_00076
OG0000362	Prab.g_00298	Prbn.g_00077
OG0000363	Prab.g_00299	Prbn.g_00078
OG0000364	Prab.g_00300	Prbn.g_00079
OG0000365	Prab.g_00301	Prbn.g_00080
OG0000366	Prab.g_00302	Prbn.g_00081
OG0000367	Prab.g_00303	Prbn.g_00082
OG0000368	Prab.g_00304	Prbn.g_00083
OG0000369	Prab.g_00305	Prbn.g_00084
OG0000370	Prab.g_00306	Prbn.g_00085
OG0000371	Prab.g_00307	Prbn.g_00086
OG0000372	Prab.g_00309	Prbn.g_00087
OG0000373	Prab.g_00311	Prbn.g_00089
OG0000374	Prab.g_00312	Prbn.g_00090
OG0000375	Prab.g_00313	Prbn.g_00091
OG0000376	Prab.g_00315	Prbn.g_00092
OG0000377	Prab.g_00316	Prbn.g_00098
OG0000378	Prab.g_00317	Prbn.g_00099
OG0000379	Prab.g_00322	Prbn.g_00105
OG0000380	Prab.g_00323	Prbn.g_00107
OG0000381	Prab.g_00324	Prbn.g_00108
OG0000382	Prab.g_00325	Prbn.g_00109
OG0000383	Prab.g_00328	Prbn.g_00112
OG0000384	Prab.g_00329	Prbn.g_00113
OG0000385	Prab.g_00332	Prbn.g_00116
OG0000386	Prab.g_00333	Prbn.g_00117
OG0000387	Prab.g_00334	Prbn.g_00118
OG0000388	Prab.g_00335	Prbn.g_00119
OG0000389	Prab.g_00336	Prbn.g_00120
OG0000390	Prab.g_00337	Prbn.g_00121
OG0000391	Prab.g_00338	Prbn.g_00122
OG0000392	Prab.g_00339	Prbn.g_00123
OG0000393	Prab.g_00342	Prbn.g_00697
OG0000394	Prab.g_00343	Prbn.g_00696
OG0000395	Prab.g_00345	Prbn.g_00693
OG0000396	Prab.g_00347	Prbn.g_01491
OG0000397	Prab.g_00360	Prbn.g_01145
OG0000398	Prab.g_00367	Prbn.g_01697
OG0000399	Prab.g_00368	Prbn.g_01150
OG0000400	Prab.g_00375	Prbn.g_01810
OG0000401	Prab.g_00434	Prbn.g_00682
OG0000402	Prab.g_00435	Prbn.g_00681
OG0000403	Prab.g_00436	Prbn.g_00680
OG0000404	Prab.g_00438	Prbn.g_00678
OG0000405	Prab.g_00439	Prbn.g_00677
OG0000406	Prab.g_00441	Prbn.g_00675
OG0000407	Prab.g_00442	Prbn.g_00674
OG0000408	Prab.g_00443	Prbn.g_00673
OG0000409	Prab.g_00444	Prbn.g_00672
OG0000410	Prab.g_00445	Prbn.g_00671
OG0000411	Prab.g_00446	Prbn.g_00670
OG0000412	Prab.g_00447	Prbn.g_00669
OG0000413	Prab.g_00448	Prbn.g_00668
OG0000414	Prab.g_00449	Prbn.g_00667
OG0000415	Prab.g_00450	Prbn.g_00666
OG0000416	Prab.g_00454	Prbn.g_00665
OG0000417	Prab.g_00455	Prbn.g_00664
OG0000418	Prab.g_00456	Prbn.g_00663
OG0000419	Prab.g_00457	Prbn.g_00662
OG0000420	Prab.g_00458	Prbn.g_00661
OG0000421	Prab.g_00459	Prbn.g_00657
OG0000422	Prab.g_00460	Prbn.g_00655
OG0000423	Prab.g_00461	Prbn.g_00654
OG0000424	Prab.g_00463	Prbn.g_00653
OG0000425	Prab.g_00466	Prbn.g_00649
OG0000426	Prab.g_00467	Prbn.g_00648
OG0000427	Prab.g_00468	Prbn.g_00647
OG0000428	Prab.g_00469	Prbn.g_00645
OG0000429	Prab.g_00470	Prbn.g_00644
OG0000430	Prab.g_00475	Prbn.g_00643
OG0000431	Prab.g_00477	Prbn.g_00641
OG0000432	Prab.g_00478	Prbn.g_00640
OG0000433	Prab.g_00481	Prbn.g_00637
OG0000434	Prab.g_00482	Prbn.g_00636
OG0000435	Prab.g_00483	Prbn.g_00635
OG0000436	Prab.g_00485	Prbn.g_00633
OG0000437	Prab.g_00487	Prbn.g_00631
OG0000438	Prab.g_00488	Prbn.g_00630
OG0000439	Prab.g_00489	Prbn.g_00629
OG0000440	Prab.g_00491	Prbn.g_00627
OG0000441	Prab.g_00492	Prbn.g_00626
OG0000442	Prab.g_00493	Prbn.g_00625
OG0000443	Prab.g_00494	Prbn.g_00624
OG0000444	Prab.g_00495	Prbn.g_00623
OG0000445	Prab.g_00496	Prbn.g_00622
OG0000446	Prab.g_00497	Prbn.g_00621
OG0000447	Prab.g_00498	Prbn.g_00620
OG0000448	Prab.g_00499	Prbn.g_00619
OG0000449	Prab.g_00504	Prbn.g_00613
OG0000450	Prab.g_00505	Prbn.g_00612
OG0000451	Prab.g_00506	Prbn.g_00611
OG0000452	Prab.g_00507	Prbn.g_00610
OG0000453	Prab.g_00509	Prbn.g_00609
OG0000454	Prab.g_00510	Prbn.g_00608
OG0000455	Prab.g_00511	Prbn.g_00607
OG0000456	Prab.g_00512	Prbn.g_00606
OG0000457	Prab.g_00514	Prbn.g_00604
OG0000458	Prab.g_00516	Prbn.g_00602
OG0000459	Prab.g_00517	Prbn.g_00601
OG0000460	Prab.g_00519	Prbn.g_00599
OG0000461	Prab.g_00520	Prbn.g_00598
OG0000462	Prab.g_00521	Prbn.g_00597
OG0000463	Prab.g_00522	Prbn.g_00596
OG0000464	Prab.g_00527	Prbn.g_00592
OG0000465	Prab.g_00529	Prbn.g_00591
OG0000466	Prab.g_00530	Prbn.g_00590
OG0000467	Prab.g_00531	Prbn.g_00589
OG0000468	Prab.g_00532	Prbn.g_00588
OG0000469	Prab.g_00533	Prbn.g_00587
OG0000470	Prab.g_00534	Prbn.g_00586
OG0000471	Prab.g_00535	Prbn.g_00585
OG0000472	Prab.g_00538	Prbn.g_00582
OG0000473	Prab.g_00539	Prbn.g_00581
OG0000474	Prab.g_00540	Prbn.g_00580
OG0000475	Prab.g_00541	Prbn.g_00579
OG0000476	Prab.g_00542	Prbn.g_00578
OG0000477	Prab.g_00544	Prbn.g_00576
OG0000478	Prab.g_00545	Prbn.g_00575
OG0000479	Prab.g_00546	Prbn.g_00574
OG0000480	Prab.g_00548	Prbn.g_00572
OG0000481	Prab.g_00549	Prbn.g_00571
OG0000482	Prab.g_00550	Prbn.g_00570
OG0000483	Prab.g_00551	Prbn.g_00569
OG0000484	Prab.g_00552	Prbn.g_00568
OG0000485	Prab.g_00553	Prbn.g_00567
OG0000486	Prab.g_00554	Prbn.g_00566
OG0000487	Prab.g_00555	Prbn.g_00565
OG0000488	Prab.g_00557	Prbn.g_00563
OG0000489	Prab.g_00558	Prbn.g_00562
OG0000490	Prab.g_00559	Prbn.g_00561
OG0000491	Prab.g_00560	Prbn.g_00560
OG0000492	Prab.g_00561	Prbn.g_00559
OG0000493	Prab.g_00562	Prbn.g_00558
OG0000494	Prab.g_00564	Prbn.g_00557
OG0000495	Prab.g_00565	Prbn.g_00556
OG0000496	Prab.g_00566	Prbn.g_00554
OG0000497	Prab.g_00568	Prbn.g_00552
OG0000498	Prab.g_00569	Prbn.g_00551
OG0000499	Prab.g_00571	Prbn.g_00549
OG0000500	Prab.g_00572	Prbn.g_00548
OG0000501	Prab.g_00574	Prbn.g_00546
OG0000502	Prab.g_00575	Prbn.g_00545
OG0000503	Prab.g_00576	Prbn.g_00544
OG0000504	Prab.g_00577	Prbn.g_00543
OG0000505	Prab.g_00578	Prbn.g_00542
OG0000506	Prab.g_00579	Prbn.g_00541
OG0000507	Prab.g_00580	Prbn.g_00540
OG0000508	Prab.g_00582	Prbn.g_00538
OG0000509	Prab.g_00583	Prbn.g_00537
OG0000510	Prab.g_00584	Prbn.g_00536
OG0000511	Prab.g_00585	Prbn.g_00535
OG0000512	Prab.g_00586	Prbn.g_00534
OG0000513	Prab.g_00587	Prbn.g_00533
OG0000514	Prab.g_00588	Prbn.g_00532
OG0000515	Prab.g_00590	Prbn.g_00529
OG0000516	Prab.g_00591	Prbn.g_00528
OG0000517	Prab.g_00592	Prbn.g_00527
OG0000518	Prab.g_00595	Prbn.g_00524
OG0000519	Prab.g_00596	Prbn.g_00523
OG0000520	Prab.g_00597	Prbn.g_00522
OG0000521	Prab.g_00598	Prbn.g_00521
OG0000522	Prab.g_00599	Prbn.g_00520
OG0000523	Prab.g_00600	Prbn.g_00519
OG0000524	Prab.g_00601	Prbn.g_00518
OG0000525	Prab.g_00603	Prbn.g_00516
OG0000526	Prab.g_00604	Prbn.g_00515
OG0000527	Prab.g_00605	Prbn.g_00514
OG0000528	Prab.g_00606	Prbn.g_00513
OG0000529	Prab.g_00607	Prbn.g_00512
OG0000530	Prab.g_00608	Prbn.g_00511
OG0000531	Prab.g_00609	Prbn.g_00509
OG0000532	Prab.g_00610	Prbn.g_00508
OG0000533	Prab.g_00611	Prbn.g_00507
OG0000534	Prab.g_00612	Prbn.g_00506
OG0000535	Prab.g_00613	Prbn.g_00505
OG0000536	Prab.g_00614	Prbn.g_00504
OG0000537	Prab.g_00615	Prbn.g_00503
OG0000538	Prab.g_00616	Prbn.g_00502
OG0000539	Prab.g_00617	Prbn.g_00501
OG0000540	Prab.g_00618	Prbn.g_00500
OG0000541	Prab.g_00619	Prbn.g_00499
OG0000542	Prab.g_00620	Prbn.g_00498
OG0000543	Prab.g_00621	Prbn.g_00497
OG0000544	Prab.g_00622	Prbn.g_00496
OG0000545	Prab.g_00625	Prbn.g_00494
OG0000546	Prab.g_00626	Prbn.g_00493
OG0000547	Prab.g_00629	Prbn.g_00491
OG0000548	Prab.g_00630	Prbn.g_00489
OG0000549	Prab.g_00631	Prbn.g_00488
OG0000550	Prab.g_00632	Prbn.g_00487
OG0000551	Prab.g_00633	Prbn.g_00485
OG0000552	Prab.g_00634	Prbn.g_00484
OG0000553	Prab.g_00635	Prbn.g_00421
OG0000554	Prab.g_00636	Prbn.g_00422
OG0000555	Prab.g_00637	Prbn.g_00423
OG0000556	Prab.g_00638	Prbn.g_00424
OG0000557	Prab.g_00639	Prbn.g_00425
OG0000558	Prab.g_00640	Prbn.g_00426
OG0000559	Prab.g_00641	Prbn.g_00427
OG0000560	Prab.g_00643	Prbn.g_00429
OG0000561	Prab.g_00644	Prbn.g_00430
