Orthogroup	Prah	Prac
OG0000082	Prah.g_02533	Prac.g_00101
OG0000083	Prah.g_00004	Prac.g_01944
OG0000084	Prah.g_00007	Prac.g_01941
OG0000085	Prah.g_00029	Prac.g_01924
OG0000087	Prah.g_02458	Prac.g_01882
OG0000088	Prah.g_00194	Prac.g_01818
OG0000089	Prah.g_00176, Prah.g_00180	Prac.g_01810
OG0000090	Prah.g_02268	Prac.g_01792
OG0000091	Prah.g_02307	Prac.g_01761
OG0000092	Prah.g_02308	Prac.g_01760
OG0000093	Prah.g_02324	Prac.g_01746
OG0000094	Prah.g_02362	Prac.g_01728
OG0000095	Prah.g_02371	Prac.g_01723
OG0000096	Prah.g_02089	Prac.g_01679
OG0000097	Prah.g_02126	Prac.g_01657
OG0000098	Prah.g_02139	Prac.g_01647
OG0000099	Prah.g_02151	Prac.g_01637
OG0000100	Prah.g_02155	Prac.g_01634
OG0000101	Prah.g_00208	Prac.g_01177
OG0000102	Prah.g_02538	Prac.g_01150
OG0000103	Prah.g_00313, Prah.g_00314	Prac.g_01068
OG0000104	Prah.g_01566	Prac.g_01064
OG0000105	Prah.g_01544	Prac.g_00872
OG0000106	Prah.g_01503, Prah.g_00108	Prac.g_00840
OG0000107	Prah.g_01501	Prac.g_00839
OG0000108	Prah.g_01476	Prac.g_00829
OG0000109	Prah.g_01465	Prac.g_00820
OG0000110	Prah.g_01446	Prac.g_00804
OG0000111	Prah.g_00474	Prac.g_00720
OG0000112	Prah.g_00473	Prac.g_00719
OG0000113	Prah.g_00752	Prac.g_01538
OG0000114	Prah.g_00669, Prah.g_01823	Prac.g_01477
OG0000115	Prah.g_00796	Prac.g_01327
OG0000116	Prah.g_00805	Prac.g_01323
OG0000117	Prah.g_00912	Prac.g_01259
OG0000118	Prah.g_02597	Prac.g_01207
OG0000119	Prah.g_02526	Prac.g_01959
OG0000120	Prah.g_01315	Prac.g_00979
OG0000121	Prah.g_01254	Prac.g_00960
OG0000122	Prah.g_01276	Prac.g_00941
OG0000123	Prah.g_01237, Prah.g_01238	Prac.g_00928
OG0000124	Prah.g_00905	Prac.g_00448
OG0000125	Prah.g_01378	Prac.g_00187
OG0000126	Prah.g_01576	Prac.g_00217
OG0000127	Prah.g_00424	Prac.g_00424
OG0000128	Prah.g_00407	Prac.g_00410
OG0000129	Prah.g_00361	Prac.g_00374
OG0000130	Prah.g_01672	Prac.g_00627
OG0000131	Prah.g_01725	Prac.g_00589
OG0000132	Prah.g_01728	Prac.g_00586
OG0000133	Prah.g_02038	Prac.g_00507
OG0000134	Prah.g_02001	Prac.g_00543
OG0000135	Prah.g_01999	Prac.g_00545
OG0000136	Prah.g_02244	Prac.g_00026
OG0000137	Prah.g_00116, Prah.g_00089	Prac.g_00057
OG0000138	Prah.g_02498	Prac.g_00092
OG0000139	Prah.g_02578	Prac.g_00118
OG0000140	Prah.g_00002	Prac.g_01946
OG0000141	Prah.g_00003	Prac.g_01945
OG0000142	Prah.g_00005	Prac.g_01943
OG0000143	Prah.g_00006	Prac.g_01942
OG0000144	Prah.g_00008	Prac.g_01940
OG0000145	Prah.g_00010	Prac.g_01939
OG0000146	Prah.g_00011	Prac.g_01938
OG0000147	Prah.g_00012	Prac.g_01937
OG0000148	Prah.g_00014	Prac.g_01935
OG0000149	Prah.g_00016	Prac.g_01933
OG0000150	Prah.g_00017	Prac.g_01932
OG0000151	Prah.g_00022	Prac.g_01931
OG0000152	Prah.g_00023	Prac.g_01930
OG0000153	Prah.g_00024	Prac.g_01929
OG0000154	Prah.g_00025	Prac.g_01928
OG0000155	Prah.g_00026	Prac.g_01927
OG0000156	Prah.g_00027	Prac.g_01926
OG0000157	Prah.g_00028	Prac.g_01925
OG0000158	Prah.g_00030	Prac.g_01923
OG0000159	Prah.g_00031	Prac.g_01922
OG0000160	Prah.g_00032	Prac.g_01921
OG0000161	Prah.g_00033	Prac.g_01920
OG0000162	Prah.g_00034	Prac.g_01919
OG0000163	Prah.g_00036	Prac.g_01918
OG0000164	Prah.g_00041	Prac.g_01915
OG0000165	Prah.g_00046	Prac.g_01911
OG0000166	Prah.g_00047	Prac.g_01910
OG0000167	Prah.g_00048	Prac.g_01909
OG0000168	Prah.g_00049	Prac.g_01892
OG0000169	Prah.g_00051	Prac.g_01890
OG0000170	Prah.g_02488	Prac.g_01889
OG0000171	Prah.g_02486	Prac.g_01888
OG0000172	Prah.g_02485	Prac.g_01886
OG0000173	Prah.g_02478	Prac.g_01885
OG0000174	Prah.g_02471	Prac.g_01884
OG0000175	Prah.g_02466	Prac.g_01883
OG0000176	Prah.g_02457	Prac.g_01881
OG0000177	Prah.g_02454	Prac.g_01880
OG0000178	Prah.g_02453	Prac.g_01879
OG0000179	Prah.g_01830	Prac.g_01867
OG0000180	Prah.g_01833	Prac.g_01866
OG0000181	Prah.g_01834	Prac.g_01865
OG0000182	Prah.g_01838	Prac.g_01862
OG0000183	Prah.g_01839	Prac.g_01861
OG0000184	Prah.g_01843	Prac.g_01858
OG0000185	Prah.g_01849	Prac.g_01854
OG0000186	Prah.g_01850	Prac.g_01853
OG0000187	Prah.g_01211	Prac.g_01852
OG0000188	Prah.g_01851	Prac.g_01851
OG0000189	Prah.g_01859	Prac.g_01850
OG0000190	Prah.g_01860	Prac.g_01849
OG0000191	Prah.g_01861	Prac.g_01848
OG0000192	Prah.g_01862	Prac.g_01847
OG0000193	Prah.g_01863	Prac.g_01846
OG0000194	Prah.g_01864	Prac.g_01845
OG0000195	Prah.g_01866	Prac.g_01843
OG0000196	Prah.g_01867	Prac.g_01842
OG0000197	Prah.g_01873	Prac.g_01841
OG0000198	Prah.g_01877	Prac.g_01840
OG0000199	Prah.g_01882	Prac.g_01837
OG0000200	Prah.g_01883	Prac.g_01836
OG0000201	Prah.g_01884	Prac.g_01835
OG0000202	Prah.g_01886	Prac.g_01834
OG0000203	Prah.g_01887	Prac.g_01833
OG0000204	Prah.g_01888	Prac.g_01832
OG0000205	Prah.g_01890	Prac.g_01831
OG0000206	Prah.g_01891	Prac.g_01830
OG0000207	Prah.g_01892	Prac.g_01829
OG0000208	Prah.g_01893	Prac.g_01828
OG0000209	Prah.g_01894	Prac.g_01827
OG0000210	Prah.g_01896	Prac.g_01825
OG0000211	Prah.g_01897	Prac.g_01824
OG0000212	Prah.g_01898	Prac.g_01823
OG0000213	Prah.g_01901	Prac.g_01822
OG0000214	Prah.g_01908	Prac.g_01820
OG0000215	Prah.g_00195	Prac.g_01819
OG0000216	Prah.g_00193	Prac.g_01817
OG0000217	Prah.g_00191	Prac.g_01816
OG0000218	Prah.g_00189	Prac.g_01815
OG0000219	Prah.g_00188	Prac.g_01814
OG0000220	Prah.g_00183	Prac.g_01811
OG0000221	Prah.g_00175	Prac.g_01809
OG0000222	Prah.g_00174	Prac.g_01808
OG0000223	Prah.g_00173	Prac.g_01807
OG0000224	Prah.g_02252	Prac.g_01804
OG0000225	Prah.g_02254	Prac.g_01802
OG0000226	Prah.g_02257	Prac.g_01801
OG0000227	Prah.g_02259	Prac.g_01800
OG0000228	Prah.g_02260	Prac.g_01799
OG0000229	Prah.g_02261	Prac.g_01798
OG0000230	Prah.g_02262	Prac.g_01797
OG0000231	Prah.g_02264	Prac.g_01795
OG0000232	Prah.g_02265	Prac.g_01794
OG0000233	Prah.g_02269	Prac.g_01791
OG0000234	Prah.g_02280	Prac.g_01789
OG0000235	Prah.g_02282	Prac.g_01785
OG0000236	Prah.g_02283	Prac.g_01784
OG0000237	Prah.g_02284	Prac.g_01783
OG0000238	Prah.g_02285	Prac.g_01782
OG0000239	Prah.g_02286	Prac.g_01781
OG0000240	Prah.g_02288	Prac.g_01779
OG0000241	Prah.g_02289	Prac.g_01778
OG0000242	Prah.g_02290	Prac.g_01777
OG0000243	Prah.g_02291	Prac.g_01776
OG0000244	Prah.g_02292	Prac.g_01775
OG0000245	Prah.g_02294	Prac.g_01774
OG0000246	Prah.g_02296	Prac.g_01772
OG0000247	Prah.g_02297	Prac.g_01771
OG0000248	Prah.g_02298	Prac.g_01770
OG0000249	Prah.g_02299	Prac.g_01769
OG0000250	Prah.g_02300	Prac.g_01768
OG0000251	Prah.g_02301	Prac.g_01767
OG0000252	Prah.g_02302	Prac.g_01766
OG0000253	Prah.g_02303	Prac.g_01765
OG0000254	Prah.g_02305	Prac.g_01763
OG0000255	Prah.g_02306	Prac.g_01762
OG0000256	Prah.g_02309	Prac.g_01759
OG0000257	Prah.g_02310	Prac.g_01757
OG0000258	Prah.g_02311	Prac.g_01756
OG0000259	Prah.g_02312	Prac.g_01755
OG0000260	Prah.g_02313	Prac.g_01754
OG0000261	Prah.g_02314	Prac.g_01753
OG0000262	Prah.g_02315	Prac.g_01752
OG0000263	Prah.g_02316	Prac.g_01751
OG0000264	Prah.g_00709	Prac.g_01749
OG0000265	Prah.g_02321	Prac.g_01748
OG0000266	Prah.g_02323	Prac.g_01747
OG0000267	Prah.g_02334	Prac.g_01745
OG0000268	Prah.g_02336	Prac.g_01744
OG0000269	Prah.g_02339	Prac.g_01743
OG0000270	Prah.g_02341	Prac.g_01742
OG0000271	Prah.g_02344	Prac.g_01741
OG0000272	Prah.g_02345	Prac.g_01740
OG0000273	Prah.g_02350	Prac.g_01739
OG0000274	Prah.g_02352	Prac.g_01738
OG0000275	Prah.g_02353	Prac.g_01737
OG0000276	Prah.g_02354	Prac.g_01736
OG0000277	Prah.g_02355	Prac.g_01735
OG0000278	Prah.g_02356	Prac.g_01734
OG0000279	Prah.g_02357	Prac.g_01733
OG0000280	Prah.g_02358	Prac.g_01732
OG0000281	Prah.g_02360	Prac.g_01730
OG0000282	Prah.g_02361	Prac.g_01729
OG0000283	Prah.g_02364	Prac.g_01726
OG0000284	Prah.g_02365	Prac.g_01725
OG0000285	Prah.g_02370	Prac.g_01724
OG0000286	Prah.g_02372	Prac.g_01722
OG0000287	Prah.g_02420	Prac.g_01721
OG0000288	Prah.g_02419	Prac.g_01720
OG0000289	Prah.g_02418	Prac.g_01719
OG0000290	Prah.g_02417	Prac.g_01718
OG0000291	Prah.g_02415	Prac.g_01717
OG0000292	Prah.g_02411	Prac.g_01716
OG0000293	Prah.g_02410	Prac.g_01715
OG0000294	Prah.g_02409	Prac.g_01714
OG0000295	Prah.g_02403	Prac.g_01713
OG0000296	Prah.g_02402	Prac.g_01712
OG0000297	Prah.g_02400	Prac.g_01711
OG0000298	Prah.g_02399	Prac.g_01710
OG0000299	Prah.g_02398	Prac.g_01709
OG0000300	Prah.g_02397	Prac.g_01708
OG0000301	Prah.g_02396	Prac.g_01707
OG0000302	Prah.g_02395	Prac.g_01706
OG0000303	Prah.g_02394	Prac.g_01705
OG0000304	Prah.g_02392	Prac.g_01704
OG0000305	Prah.g_02391	Prac.g_01703
OG0000306	Prah.g_02390	Prac.g_01702
OG0000307	Prah.g_01786	Prac.g_01701
OG0000308	Prah.g_01411	Prac.g_01700
OG0000309	Prah.g_01412	Prac.g_01699
OG0000310	Prah.g_01413	Prac.g_01698
OG0000311	Prah.g_01782	Prac.g_01697
OG0000312	Prah.g_01781	Prac.g_01695
OG0000313	Prah.g_01779	Prac.g_01694
OG0000314	Prah.g_01773	Prac.g_01691
OG0000315	Prah.g_01772	Prac.g_01690
OG0000316	Prah.g_02074	Prac.g_01688
OG0000317	Prah.g_02078	Prac.g_01686
OG0000318	Prah.g_02079	Prac.g_01685
OG0000319	Prah.g_02080	Prac.g_01684
OG0000320	Prah.g_02082	Prac.g_01683
OG0000321	Prah.g_02087	Prac.g_01680
OG0000322	Prah.g_02098	Prac.g_01678
OG0000323	Prah.g_02099	Prac.g_01677
OG0000324	Prah.g_02101	Prac.g_01674
OG0000325	Prah.g_02103	Prac.g_01672
OG0000326	Prah.g_02105	Prac.g_01671
OG0000327	Prah.g_02111	Prac.g_01669
OG0000328	Prah.g_01785	Prac.g_01668
OG0000329	Prah.g_02114	Prac.g_01667
OG0000330	Prah.g_02115	Prac.g_01666
OG0000331	Prah.g_02117	Prac.g_01665
OG0000332	Prah.g_02118	Prac.g_01664
OG0000333	Prah.g_02119	Prac.g_01663
OG0000334	Prah.g_02120	Prac.g_01662
OG0000335	Prah.g_02121	Prac.g_01661
OG0000336	Prah.g_02123	Prac.g_01660
OG0000337	Prah.g_02128	Prac.g_01656
OG0000338	Prah.g_02129	Prac.g_01655
OG0000339	Prah.g_02130	Prac.g_01654
OG0000340	Prah.g_02132	Prac.g_01653
OG0000341	Prah.g_02137	Prac.g_01649
OG0000342	Prah.g_02138	Prac.g_01648
OG0000343	Prah.g_02140	Prac.g_01646
OG0000344	Prah.g_02142	Prac.g_01645
OG0000345	Prah.g_02143	Prac.g_01644
OG0000346	Prah.g_02144	Prac.g_01643
OG0000347	Prah.g_02145	Prac.g_01642
OG0000348	Prah.g_02146	Prac.g_01641
OG0000349	Prah.g_02147	Prac.g_01640
OG0000350	Prah.g_02148	Prac.g_01639
OG0000351	Prah.g_02152	Prac.g_01636
OG0000352	Prah.g_02156	Prac.g_01633
OG0000353	Prah.g_02157	Prac.g_01632
OG0000354	Prah.g_02158	Prac.g_01631
OG0000355	Prah.g_02159	Prac.g_01630
OG0000356	Prah.g_02166	Prac.g_01629
OG0000357	Prah.g_02167	Prac.g_01628
OG0000358	Prah.g_02168	Prac.g_01627
OG0000359	Prah.g_02170	Prac.g_01626
OG0000360	Prah.g_02172	Prac.g_01623
OG0000361	Prah.g_02173	Prac.g_01622
OG0000362	Prah.g_02174	Prac.g_01621
OG0000363	Prah.g_02175	Prac.g_01620
OG0000364	Prah.g_02176	Prac.g_01619
OG0000365	Prah.g_02177	Prac.g_01618
OG0000366	Prah.g_02178	Prac.g_01617
OG0000367	Prah.g_02179	Prac.g_01616
OG0000368	Prah.g_02180	Prac.g_01615
OG0000369	Prah.g_02181	Prac.g_01614
OG0000370	Prah.g_02182	Prac.g_01613
OG0000371	Prah.g_02183	Prac.g_01612
OG0000372	Prah.g_02186	Prac.g_01610
OG0000373	Prah.g_02197	Prac.g_01608
OG0000374	Prah.g_02199	Prac.g_01607
OG0000375	Prah.g_02207	Prac.g_01606
OG0000376	Prah.g_01956	Prac.g_01604
OG0000377	Prah.g_01949	Prac.g_01603
OG0000378	Prah.g_01948	Prac.g_01602
OG0000379	Prah.g_01940	Prac.g_01200
OG0000380	Prah.g_01938	Prac.g_01199
OG0000381	Prah.g_01937	Prac.g_01198
OG0000382	Prah.g_01935	Prac.g_01196
OG0000383	Prah.g_01930	Prac.g_01193
OG0000384	Prah.g_01929	Prac.g_01192
OG0000385	Prah.g_01922	Prac.g_01189
OG0000386	Prah.g_01921	Prac.g_01188
OG0000387	Prah.g_01920	Prac.g_01187
OG0000388	Prah.g_01919	Prac.g_01186
OG0000389	Prah.g_01918	Prac.g_01185
OG0000390	Prah.g_01917	Prac.g_01184
OG0000391	Prah.g_01916	Prac.g_01183
OG0000392	Prah.g_01915	Prac.g_01182
OG0000393	Prah.g_00204	Prac.g_01179
OG0000394	Prah.g_00205	Prac.g_01178
OG0000395	Prah.g_00209	Prac.g_01176
OG0000396	Prah.g_00579	Prac.g_01175
OG0000397	Prah.g_01837	Prac.g_01162
OG0000398	Prah.g_01661	Prac.g_01154
OG0000399	Prah.g_01181	Prac.g_01153
OG0000400	Prah.g_02072	Prac.g_01148
OG0000401	Prah.g_00218	Prac.g_01116
OG0000402	Prah.g_00219	Prac.g_01115
OG0000403	Prah.g_00221	Prac.g_01114
OG0000404	Prah.g_00229	Prac.g_01112
OG0000405	Prah.g_00230	Prac.g_01111
OG0000406	Prah.g_00232	Prac.g_01109
OG0000407	Prah.g_00233	Prac.g_01108
OG0000408	Prah.g_00234	Prac.g_01107
OG0000409	Prah.g_00235	Prac.g_01106
OG0000410	Prah.g_00237	Prac.g_01105
OG0000411	Prah.g_00238	Prac.g_01104
OG0000412	Prah.g_00239	Prac.g_01103
OG0000413	Prah.g_00240	Prac.g_01102
OG0000414	Prah.g_00241	Prac.g_01101
OG0000415	Prah.g_00242	Prac.g_01100
OG0000416	Prah.g_00247	Prac.g_01099
OG0000417	Prah.g_00251	Prac.g_01098
OG0000418	Prah.g_00252	Prac.g_01097
OG0000419	Prah.g_00253	Prac.g_01096
OG0000420	Prah.g_00254	Prac.g_01095
OG0000421	Prah.g_00255	Prac.g_01094
OG0000422	Prah.g_00257	Prac.g_01092
OG0000423	Prah.g_00258	Prac.g_01091
OG0000424	Prah.g_00261	Prac.g_01089
OG0000425	Prah.g_00290	Prac.g_01084
OG0000426	Prah.g_00291	Prac.g_01083
OG0000427	Prah.g_00294	Prac.g_01082
OG0000428	Prah.g_00304	Prac.g_01081
OG0000429	Prah.g_00306	Prac.g_01080
OG0000430	Prah.g_00308	Prac.g_01073
OG0000431	Prah.g_00310	Prac.g_01071
OG0000432	Prah.g_00311	Prac.g_01070
OG0000433	Prah.g_01575	Prac.g_01067
OG0000434	Prah.g_01572	Prac.g_01066
OG0000435	Prah.g_01567	Prac.g_01065
OG0000436	Prah.g_01565	Prac.g_01063
OG0000437	Prah.g_01563	Prac.g_01061
OG0000438	Prah.g_01562	Prac.g_01060
OG0000439	Prah.g_01561	Prac.g_01059
OG0000440	Prah.g_01558	Prac.g_01057
OG0000441	Prah.g_01556	Prac.g_01056
OG0000442	Prah.g_01555	Prac.g_01055
OG0000443	Prah.g_01554	Prac.g_01054
OG0000444	Prah.g_01553	Prac.g_01053
OG0000445	Prah.g_01552	Prac.g_01052
OG0000446	Prah.g_01551	Prac.g_01051
OG0000447	Prah.g_01550	Prac.g_01050
OG0000448	Prah.g_01549	Prac.g_01049
OG0000449	Prah.g_01541	Prac.g_00871
OG0000450	Prah.g_01540	Prac.g_00870
OG0000451	Prah.g_01539	Prac.g_00869
OG0000452	Prah.g_01538	Prac.g_00868
OG0000453	Prah.g_01535	Prac.g_00866
OG0000454	Prah.g_01534	Prac.g_00865
OG0000455	Prah.g_01533	Prac.g_00864
OG0000456	Prah.g_01532	Prac.g_00863
OG0000457	Prah.g_01530	Prac.g_00861
OG0000458	Prah.g_01529	Prac.g_00859
OG0000459	Prah.g_01528	Prac.g_00858
OG0000460	Prah.g_01526	Prac.g_00857
OG0000461	Prah.g_01525	Prac.g_00856
OG0000462	Prah.g_01524	Prac.g_00855
OG0000463	Prah.g_01519	Prac.g_00854
OG0000464	Prah.g_01514	Prac.g_00849
OG0000465	Prah.g_01513	Prac.g_00847
OG0000466	Prah.g_01512	Prac.g_00846
OG0000467	Prah.g_01510	Prac.g_00845
OG0000468	Prah.g_01509	Prac.g_00844
OG0000469	Prah.g_01505	Prac.g_00843
OG0000470	Prah.g_01094	Prac.g_00842
OG0000471	Prah.g_01035	Prac.g_00841
OG0000472	Prah.g_01500	Prac.g_00838
OG0000473	Prah.g_01498	Prac.g_00837
OG0000474	Prah.g_01496	Prac.g_00836
OG0000475	Prah.g_01495	Prac.g_00835
OG0000476	Prah.g_01489	Prac.g_00834
OG0000477	Prah.g_01484	Prac.g_00832
OG0000478	Prah.g_01482	Prac.g_00831
OG0000479	Prah.g_01480	Prac.g_00830
OG0000480	Prah.g_01474	Prac.g_00828
OG0000481	Prah.g_01473	Prac.g_00827
OG0000482	Prah.g_01472	Prac.g_00826
OG0000483	Prah.g_01470	Prac.g_00825
OG0000484	Prah.g_01469	Prac.g_00824
OG0000485	Prah.g_01468	Prac.g_00823
OG0000486	Prah.g_01467	Prac.g_00822
OG0000487	Prah.g_01466	Prac.g_00821
OG0000488	Prah.g_01464	Prac.g_00819
OG0000489	Prah.g_01463	Prac.g_00818
OG0000490	Prah.g_01462	Prac.g_00817
OG0000491	Prah.g_01461	Prac.g_00816
OG0000492	Prah.g_01460	Prac.g_00815
OG0000493	Prah.g_01459	Prac.g_00814
OG0000494	Prah.g_01458	Prac.g_00812
OG0000495	Prah.g_01457	Prac.g_00811
OG0000496	Prah.g_01454	Prac.g_00810
OG0000497	Prah.g_01452	Prac.g_00809
OG0000498	Prah.g_01451	Prac.g_00808
OG0000499	Prah.g_01449	Prac.g_00806
OG0000500	Prah.g_01448	Prac.g_00805
OG0000501	Prah.g_01445	Prac.g_00803
OG0000502	Prah.g_01444	Prac.g_00802
OG0000503	Prah.g_01443	Prac.g_00801
OG0000504	Prah.g_01441	Prac.g_00800
OG0000505	Prah.g_01440	Prac.g_00799
OG0000506	Prah.g_01439	Prac.g_00798
OG0000507	Prah.g_01438	Prac.g_00797
OG0000508	Prah.g_01434	Prac.g_00795
OG0000509	Prah.g_01433	Prac.g_00794
OG0000510	Prah.g_01432	Prac.g_00793
OG0000511	Prah.g_01431	Prac.g_00792
OG0000512	Prah.g_01430	Prac.g_00791
OG0000513	Prah.g_01429	Prac.g_00790
OG0000514	Prah.g_01428	Prac.g_00789
OG0000515	Prah.g_01425	Prac.g_00787
OG0000516	Prah.g_01424	Prac.g_00786
OG0000517	Prah.g_01423	Prac.g_00785
OG0000518	Prah.g_01417	Prac.g_00782
OG0000519	Prah.g_01416	Prac.g_00780
OG0000520	Prah.g_01415	Prac.g_00779
OG0000521	Prah.g_01414	Prac.g_00778
OG0000522	Prah.g_01408	Prac.g_00777
OG0000523	Prah.g_01407	Prac.g_00776
OG0000524	Prah.g_01406	Prac.g_00775
OG0000525	Prah.g_01404	Prac.g_00772
OG0000526	Prah.g_01403	Prac.g_00771
OG0000527	Prah.g_01402	Prac.g_00770
OG0000528	Prah.g_01401	Prac.g_00769
OG0000529	Prah.g_01400	Prac.g_00768
OG0000530	Prah.g_01399	Prac.g_00767
OG0000531	Prah.g_01396	Prac.g_00766
OG0000532	Prah.g_01394	Prac.g_00765
OG0000533	Prah.g_01393	Prac.g_00764
OG0000534	Prah.g_01392	Prac.g_00763
OG0000535	Prah.g_01391	Prac.g_00762
OG0000536	Prah.g_01390	Prac.g_00761
OG0000537	Prah.g_01389	Prac.g_00760
OG0000538	Prah.g_01388	Prac.g_00759
OG0000539	Prah.g_01387	Prac.g_00758
OG0000540	Prah.g_01385	Prac.g_00757
OG0000541	Prah.g_00532	Prac.g_00756
OG0000542	Prah.g_00531	Prac.g_00755
OG0000543	Prah.g_00530	Prac.g_00754
OG0000544	Prah.g_00529	Prac.g_00753
OG0000545	Prah.g_00526	Prac.g_00750
OG0000546	Prah.g_00525	Prac.g_00749
OG0000547	Prah.g_00523	Prac.g_00747
OG0000548	Prah.g_00518	Prac.g_00746
OG0000549	Prah.g_00517	Prac.g_00745
OG0000550	Prah.g_00516	Prac.g_00744
OG0000551	Prah.g_00513	Prac.g_00743
OG0000552	Prah.g_00510	Prac.g_00742
OG0000553	Prah.g_00509	Prac.g_00741
OG0000554	Prah.g_00506	Prac.g_00740
OG0000555	Prah.g_00505	Prac.g_00739
OG0000556	Prah.g_00504	Prac.g_00738
OG0000557	Prah.g_00503	Prac.g_00737
OG0000558	Prah.g_00501	Prac.g_00736
OG0000559	Prah.g_00500	Prac.g_00735
OG0000560	Prah.g_00498	Prac.g_00733
OG0000561	Prah.g_00497	Prac.g_00732
OG0000562	Prah.g_00495	Prac.g_00731
OG0000563	Prah.g_00494	Prac.g_00730
OG0000564	Prah.g_00493	Prac.g_00729
OG0000565	Prah.g_00486	Prac.g_00728
OG0000566	Prah.g_00485	Prac.g_00727
OG0000567	Prah.g_00484	Prac.g_00726
OG0000568	Prah.g_00483	Prac.g_00725
OG0000569	Prah.g_00482	Prac.g_00724
OG0000570	Prah.g_00478	Prac.g_00723
OG0000571	Prah.g_00477	Prac.g_00722
OG0000572	Prah.g_00476	Prac.g_00721
OG0000573	Prah.g_00472	Prac.g_00718
OG0000574	Prah.g_00466	Prac.g_00717
OG0000575	Prah.g_00465	Prac.g_00716
OG0000576	Prah.g_00464	Prac.g_00715
OG0000577	Prah.g_00463	Prac.g_00714
OG0000578	Prah.g_00462	Prac.g_00713
OG0000579	Prah.g_00460	Prac.g_00712
OG0000580	Prah.g_00457	Prac.g_00711
OG0000581	Prah.g_00456	Prac.g_00710
OG0000582	Prah.g_00455	Prac.g_00709
OG0000583	Prah.g_00454	Prac.g_00708
OG0000584	Prah.g_00452	Prac.g_00707
OG0000585	Prah.g_00451	Prac.g_00706
OG0000586	Prah.g_00449	Prac.g_00704
