Orthogroup	Prah	Prak
OG0000210	Prah.g_01896	Prak.g_00111
OG0000211	Prah.g_01897	Prak.g_00113
OG0000212	Prah.g_01898	Prak.g_00114
OG0000213	Prah.g_01901	Prak.g_00115
OG0000214	Prah.g_01908	Prak.g_00119
OG0000215	Prah.g_00195	Prak.g_00120
OG0000216	Prah.g_00193	Prak.g_00122
OG0000217	Prah.g_00191	Prak.g_00123
OG0000218	Prah.g_00189	Prak.g_00124
OG0000219	Prah.g_00188	Prak.g_00125
OG0000220	Prah.g_00183	Prak.g_00128
OG0000221	Prah.g_00175	Prak.g_00131
OG0000222	Prah.g_00174	Prak.g_00132
OG0000223	Prah.g_00173	Prak.g_00133
OG0000224	Prah.g_02252	Prak.g_00135
OG0000225	Prah.g_02254	Prak.g_00137
OG0000226	Prah.g_02257	Prak.g_00139
OG0000227	Prah.g_02259	Prak.g_00140
OG0000228	Prah.g_02260	Prak.g_00141
OG0000229	Prah.g_02261	Prak.g_00142
OG0000230	Prah.g_02262	Prak.g_00143
OG0000231	Prah.g_02264	Prak.g_01035
OG0000232	Prah.g_02265	Prak.g_00145
OG0000233	Prah.g_02269	Prak.g_00148
OG0000234	Prah.g_02280	Prak.g_00150
OG0000235	Prah.g_02282	Prak.g_00156
OG0000236	Prah.g_02283	Prak.g_00157
OG0000237	Prah.g_02284	Prak.g_00158
OG0000238	Prah.g_02285	Prak.g_00159
OG0000239	Prah.g_02286	Prak.g_00160
OG0000240	Prah.g_02288	Prak.g_00162
OG0000241	Prah.g_02289	Prak.g_00163
OG0000242	Prah.g_02290	Prak.g_00164
OG0000243	Prah.g_02291	Prak.g_00165
OG0000244	Prah.g_02292	Prak.g_00166
OG0000245	Prah.g_02294	Prak.g_00168
OG0000246	Prah.g_02296	Prak.g_00170
OG0000247	Prah.g_02297	Prak.g_00171
OG0000248	Prah.g_02298	Prak.g_00172
OG0000249	Prah.g_02299	Prak.g_00173
OG0000250	Prah.g_02300	Prak.g_00174
OG0000251	Prah.g_02301	Prak.g_00175
OG0000252	Prah.g_02302	Prak.g_00176
OG0000253	Prah.g_02303	Prak.g_00177
OG0000254	Prah.g_02305	Prak.g_00179
OG0000255	Prah.g_02306	Prak.g_00180
OG0000256	Prah.g_02309	Prak.g_00183
OG0000257	Prah.g_02310	Prak.g_00185
OG0000258	Prah.g_02311	Prak.g_00186
OG0000259	Prah.g_02312	Prak.g_00187
OG0000260	Prah.g_02313	Prak.g_00188
OG0000261	Prah.g_02314	Prak.g_00189
OG0000262	Prah.g_02315	Prak.g_00190
OG0000263	Prah.g_02316	Prak.g_00191
OG0000264	Prah.g_00709	Prak.g_00193
OG0000265	Prah.g_02321	Prak.g_00194
OG0000266	Prah.g_02323	Prak.g_00195
OG0000267	Prah.g_02334	Prak.g_00197
OG0000268	Prah.g_02336	Prak.g_00199
OG0000269	Prah.g_02339	Prak.g_00200
OG0000270	Prah.g_02341	Prak.g_00201
OG0000271	Prah.g_02344	Prak.g_00202
OG0000272	Prah.g_02345	Prak.g_00203
OG0000273	Prah.g_02350	Prak.g_00204
OG0000274	Prah.g_02352	Prak.g_00205
OG0000275	Prah.g_02353	Prak.g_00206
OG0000276	Prah.g_02354	Prak.g_00207
OG0000277	Prah.g_02355	Prak.g_00208
OG0000278	Prah.g_02356	Prak.g_00209
OG0000279	Prah.g_02357	Prak.g_00210
OG0000280	Prah.g_02358	Prak.g_00211
OG0000281	Prah.g_02360	Prak.g_00213
OG0000282	Prah.g_02361	Prak.g_00214
OG0000283	Prah.g_02364	Prak.g_00217
OG0000284	Prah.g_02365	Prak.g_00218
OG0000285	Prah.g_02370	Prak.g_00219
OG0000286	Prah.g_02372	Prak.g_00221
OG0000287	Prah.g_02420	Prak.g_00223
OG0000288	Prah.g_02419	Prak.g_00224
OG0000289	Prah.g_02418	Prak.g_00225
OG0000290	Prah.g_02417	Prak.g_00226
OG0000291	Prah.g_02415	Prak.g_00227
OG0000292	Prah.g_02411	Prak.g_00228
OG0000293	Prah.g_02410	Prak.g_00229
OG0000294	Prah.g_02409	Prak.g_00230
OG0000295	Prah.g_02403	Prak.g_00231
OG0000296	Prah.g_02402	Prak.g_00232
OG0000297	Prah.g_02400	Prak.g_00233
OG0000298	Prah.g_02399	Prak.g_00234
OG0000299	Prah.g_02398	Prak.g_00235
OG0000300	Prah.g_02397	Prak.g_00236
OG0000301	Prah.g_02396	Prak.g_00237
OG0000302	Prah.g_02395	Prak.g_00238
OG0000303	Prah.g_02394	Prak.g_00239
OG0000304	Prah.g_02392	Prak.g_00241
OG0000305	Prah.g_02391	Prak.g_00242
OG0000306	Prah.g_02390	Prak.g_00243
OG0000307	Prah.g_01786	Prak.g_00245
OG0000308	Prah.g_01411	Prak.g_00246
OG0000309	Prah.g_01412	Prak.g_00247
OG0000310	Prah.g_01413	Prak.g_00248
OG0000311	Prah.g_01782	Prak.g_00249
OG0000312	Prah.g_01781	Prak.g_00251
OG0000313	Prah.g_01779	Prak.g_00252
OG0000314	Prah.g_01773	Prak.g_00256
OG0000315	Prah.g_01772	Prak.g_00257
OG0000316	Prah.g_02074	Prak.g_00259
OG0000317	Prah.g_02078	Prak.g_00261
OG0000318	Prah.g_02079	Prak.g_00262
OG0000319	Prah.g_02080	Prak.g_00263
OG0000320	Prah.g_02082	Prak.g_00264
OG0000321	Prah.g_02087	Prak.g_00267
OG0000322	Prah.g_02098	Prak.g_00271
OG0000323	Prah.g_02099	Prak.g_00272
OG0000324	Prah.g_02101	Prak.g_00275
OG0000325	Prah.g_02103	Prak.g_00276
OG0000326	Prah.g_02105	Prak.g_00277
OG0000327	Prah.g_02111	Prak.g_00279
OG0000328	Prah.g_01785	Prak.g_00280
OG0000329	Prah.g_02114	Prak.g_00281
OG0000330	Prah.g_02115	Prak.g_00282
OG0000331	Prah.g_02117	Prak.g_00284
OG0000332	Prah.g_02118	Prak.g_00285
OG0000333	Prah.g_02119	Prak.g_00286
OG0000334	Prah.g_02120	Prak.g_00287
OG0000335	Prah.g_02121	Prak.g_00288
OG0000336	Prah.g_02123	Prak.g_00290
OG0000337	Prah.g_02128	Prak.g_00293
OG0000338	Prah.g_02129	Prak.g_00294
OG0000339	Prah.g_02130	Prak.g_00295
OG0000340	Prah.g_02132	Prak.g_00296
OG0000341	Prah.g_02137	Prak.g_00300
OG0000342	Prah.g_02138	Prak.g_00301
OG0000343	Prah.g_02140	Prak.g_00304
OG0000344	Prah.g_02142	Prak.g_00305
OG0000345	Prah.g_02143	Prak.g_00306
OG0000346	Prah.g_02144	Prak.g_00307
OG0000347	Prah.g_02145	Prak.g_00308
OG0000348	Prah.g_02146	Prak.g_00310
OG0000349	Prah.g_02147	Prak.g_00311
OG0000350	Prah.g_02148	Prak.g_00312
OG0000351	Prah.g_02152	Prak.g_00314
OG0000352	Prah.g_02156	Prak.g_00317
OG0000353	Prah.g_02157	Prak.g_00318
OG0000354	Prah.g_02158	Prak.g_00319
OG0000355	Prah.g_02159	Prak.g_00320
OG0000356	Prah.g_02166	Prak.g_00321
OG0000357	Prah.g_02167	Prak.g_00322
OG0000358	Prah.g_02168	Prak.g_00323
OG0000359	Prah.g_02170	Prak.g_00324
OG0000360	Prah.g_02172	Prak.g_00326
OG0000361	Prah.g_02173	Prak.g_00327
OG0000362	Prah.g_02174	Prak.g_00328
OG0000363	Prah.g_02175	Prak.g_00329
OG0000364	Prah.g_02176	Prak.g_00330
OG0000365	Prah.g_02177	Prak.g_00331
OG0000366	Prah.g_02178	Prak.g_00332
OG0000367	Prah.g_02179	Prak.g_00333
OG0000368	Prah.g_02180	Prak.g_00334
OG0000369	Prah.g_02181	Prak.g_00335
OG0000370	Prah.g_02182	Prak.g_00336
OG0000371	Prah.g_02183	Prak.g_00337
OG0000372	Prah.g_02186	Prak.g_00338
OG0000373	Prah.g_02197	Prak.g_00340
OG0000374	Prah.g_02199	Prak.g_00341
OG0000375	Prah.g_02207	Prak.g_00342
OG0000376	Prah.g_01956	Prak.g_00343
OG0000377	Prah.g_01949	Prak.g_00349
OG0000378	Prah.g_01948	Prak.g_00350
OG0000379	Prah.g_01940	Prak.g_00356
OG0000380	Prah.g_01938	Prak.g_00358
OG0000381	Prah.g_01937	Prak.g_00359
OG0000382	Prah.g_01935	Prak.g_00360
OG0000383	Prah.g_01930	Prak.g_00363
OG0000384	Prah.g_01929	Prak.g_00364
OG0000385	Prah.g_01922	Prak.g_00367
OG0000386	Prah.g_01921	Prak.g_00368
OG0000387	Prah.g_01920	Prak.g_00369
OG0000388	Prah.g_01919	Prak.g_00370
OG0000389	Prah.g_01918	Prak.g_00371
OG0000390	Prah.g_01917	Prak.g_00372
OG0000391	Prah.g_01916	Prak.g_00373
OG0000392	Prah.g_01915	Prak.g_00374
OG0000393	Prah.g_00204	Prak.g_00378
OG0000394	Prah.g_00205	Prak.g_00379
OG0000395	Prah.g_00209	Prak.g_00382
OG0000396	Prah.g_00579	Prak.g_00900
OG0000397	Prah.g_01837	Prak.g_01216
OG0000398	Prah.g_01661	Prak.g_01597
OG0000399	Prah.g_01181	Prak.g_01211
OG0000400	Prah.g_02072	Prak.g_01709
OG0000401	Prah.g_00218	Prak.g_00393
OG0000402	Prah.g_00219	Prak.g_00394
OG0000403	Prah.g_00221	Prak.g_00395
OG0000404	Prah.g_00229	Prak.g_00397
OG0000405	Prah.g_00230	Prak.g_00398
OG0000406	Prah.g_00232	Prak.g_00400
OG0000407	Prah.g_00233	Prak.g_00401
OG0000408	Prah.g_00234	Prak.g_00402
OG0000409	Prah.g_00235	Prak.g_00403
OG0000410	Prah.g_00237	Prak.g_00404
OG0000411	Prah.g_00238	Prak.g_00405
OG0000412	Prah.g_00239	Prak.g_00406
OG0000413	Prah.g_00240	Prak.g_00407
OG0000414	Prah.g_00241	Prak.g_00408
OG0000415	Prah.g_00242	Prak.g_00409
OG0000416	Prah.g_00247	Prak.g_00410
OG0000417	Prah.g_00251	Prak.g_00411
OG0000418	Prah.g_00252	Prak.g_00412
OG0000419	Prah.g_00253	Prak.g_00413
OG0000420	Prah.g_00254	Prak.g_00414
OG0000421	Prah.g_00255	Prak.g_00418
OG0000422	Prah.g_00257	Prak.g_00420
OG0000423	Prah.g_00258	Prak.g_00421
OG0000424	Prah.g_00261	Prak.g_00422
OG0000425	Prah.g_00290	Prak.g_00426
OG0000426	Prah.g_00291	Prak.g_00427
OG0000427	Prah.g_00294	Prak.g_00428
OG0000428	Prah.g_00304	Prak.g_00430
OG0000429	Prah.g_00306	Prak.g_00431
OG0000430	Prah.g_00308	Prak.g_00432
OG0000431	Prah.g_00310	Prak.g_00434
OG0000432	Prah.g_00311	Prak.g_00435
OG0000433	Prah.g_01575	Prak.g_00438
OG0000434	Prah.g_01572	Prak.g_00439
OG0000435	Prah.g_01567	Prak.g_00440
OG0000436	Prah.g_01565	Prak.g_00442
OG0000437	Prah.g_01563	Prak.g_00444
OG0000438	Prah.g_01562	Prak.g_00445
OG0000439	Prah.g_01561	Prak.g_00446
OG0000440	Prah.g_01558	Prak.g_00448
OG0000441	Prah.g_01556	Prak.g_00449
OG0000442	Prah.g_01555	Prak.g_00450
OG0000443	Prah.g_01554	Prak.g_00451
OG0000444	Prah.g_01553	Prak.g_00452
OG0000445	Prah.g_01552	Prak.g_00453
OG0000446	Prah.g_01551	Prak.g_00454
OG0000447	Prah.g_01550	Prak.g_00455
OG0000448	Prah.g_01549	Prak.g_00456
OG0000449	Prah.g_01541	Prak.g_00462
OG0000450	Prah.g_01540	Prak.g_00463
OG0000451	Prah.g_01539	Prak.g_00464
OG0000452	Prah.g_01538	Prak.g_00465
OG0000453	Prah.g_01535	Prak.g_00466
OG0000454	Prah.g_01534	Prak.g_00467
OG0000455	Prah.g_01533	Prak.g_00468
OG0000456	Prah.g_01532	Prak.g_00469
OG0000457	Prah.g_01530	Prak.g_00471
OG0000458	Prah.g_01529	Prak.g_00473
OG0000459	Prah.g_01528	Prak.g_00474
OG0000460	Prah.g_01526	Prak.g_00476
OG0000461	Prah.g_01525	Prak.g_00477
OG0000462	Prah.g_01524	Prak.g_00478
OG0000463	Prah.g_01519	Prak.g_00479
OG0000464	Prah.g_01514	Prak.g_00483
OG0000465	Prah.g_01513	Prak.g_00484
OG0000466	Prah.g_01512	Prak.g_00485
OG0000467	Prah.g_01510	Prak.g_00486
OG0000468	Prah.g_01509	Prak.g_00487
OG0000469	Prah.g_01505	Prak.g_00488
OG0000470	Prah.g_01094	Prak.g_00489
OG0000471	Prah.g_01035	Prak.g_00490
OG0000472	Prah.g_01500	Prak.g_00493
OG0000473	Prah.g_01498	Prak.g_00494
OG0000474	Prah.g_01496	Prak.g_00495
OG0000475	Prah.g_01495	Prak.g_00496
OG0000476	Prah.g_01489	Prak.g_00497
OG0000477	Prah.g_01484	Prak.g_00499
OG0000478	Prah.g_01482	Prak.g_00500
OG0000479	Prah.g_01480	Prak.g_00501
OG0000480	Prah.g_01474	Prak.g_00503
OG0000481	Prah.g_01473	Prak.g_00504
OG0000482	Prah.g_01472	Prak.g_00506
OG0000483	Prah.g_01470	Prak.g_00507
OG0000484	Prah.g_01469	Prak.g_00508
OG0000485	Prah.g_01468	Prak.g_00509
OG0000486	Prah.g_01467	Prak.g_00510
OG0000487	Prah.g_01466	Prak.g_00511
OG0000488	Prah.g_01464	Prak.g_00513
OG0000489	Prah.g_01463	Prak.g_00514
OG0000490	Prah.g_01462	Prak.g_00515
OG0000491	Prah.g_01461	Prak.g_00516
OG0000492	Prah.g_01460	Prak.g_00517
OG0000493	Prah.g_01459	Prak.g_00518
OG0000494	Prah.g_01458	Prak.g_00519
OG0000495	Prah.g_01457	Prak.g_00520
OG0000496	Prah.g_01454	Prak.g_00522
OG0000497	Prah.g_01452	Prak.g_00524
OG0000498	Prah.g_01451	Prak.g_00525
OG0000499	Prah.g_01449	Prak.g_00527
OG0000500	Prah.g_01448	Prak.g_00528
OG0000501	Prah.g_01445	Prak.g_00530
OG0000502	Prah.g_01444	Prak.g_00531
OG0000503	Prah.g_01443	Prak.g_00532
OG0000504	Prah.g_01441	Prak.g_00533
OG0000505	Prah.g_01440	Prak.g_00534
OG0000506	Prah.g_01439	Prak.g_00535
OG0000507	Prah.g_01438	Prak.g_00536
OG0000508	Prah.g_01434	Prak.g_00538
OG0000509	Prah.g_01433	Prak.g_00539
OG0000510	Prah.g_01432	Prak.g_00540
OG0000511	Prah.g_01431	Prak.g_00541
OG0000512	Prah.g_01430	Prak.g_00542
OG0000513	Prah.g_01429	Prak.g_00543
OG0000514	Prah.g_01428	Prak.g_00544
OG0000515	Prah.g_01425	Prak.g_00547
OG0000516	Prah.g_01424	Prak.g_00548
OG0000517	Prah.g_01423	Prak.g_00549
OG0000518	Prah.g_01417	Prak.g_00552
OG0000519	Prah.g_01416	Prak.g_00553
OG0000520	Prah.g_01415	Prak.g_00554
OG0000521	Prah.g_01414	Prak.g_00555
OG0000522	Prah.g_01408	Prak.g_00556
OG0000523	Prah.g_01407	Prak.g_00557
OG0000524	Prah.g_01406	Prak.g_00558
OG0000525	Prah.g_01404	Prak.g_00560
OG0000526	Prah.g_01403	Prak.g_00561
OG0000527	Prah.g_01402	Prak.g_00562
OG0000528	Prah.g_01401	Prak.g_00563
OG0000529	Prah.g_01400	Prak.g_00564
OG0000530	Prah.g_01399	Prak.g_00565
OG0000531	Prah.g_01396	Prak.g_00567
OG0000532	Prah.g_01394	Prak.g_00568
OG0000533	Prah.g_01393	Prak.g_00569
OG0000534	Prah.g_01392	Prak.g_00570
OG0000535	Prah.g_01391	Prak.g_00571
OG0000536	Prah.g_01390	Prak.g_00572
OG0000537	Prah.g_01389	Prak.g_00573
OG0000538	Prah.g_01388	Prak.g_00574
OG0000539	Prah.g_01387	Prak.g_00575
OG0000540	Prah.g_01385	Prak.g_00576
OG0000541	Prah.g_00532	Prak.g_00577
OG0000542	Prah.g_00531	Prak.g_00578
OG0000543	Prah.g_00530	Prak.g_00579
OG0000544	Prah.g_00529	Prak.g_00580
OG0000545	Prah.g_00526	Prak.g_00582
OG0000546	Prah.g_00525	Prak.g_00583
OG0000547	Prah.g_00523	Prak.g_00585
OG0000548	Prah.g_00518	Prak.g_00587
OG0000549	Prah.g_00517	Prak.g_00588
OG0000550	Prah.g_00516	Prak.g_00589
OG0000551	Prah.g_00513	Prak.g_00591
OG0000552	Prah.g_00510	Prak.g_00592
OG0000553	Prah.g_00509	Prak.g_01113
OG0000554	Prah.g_00506	Prak.g_01112
OG0000555	Prah.g_00505	Prak.g_01111
OG0000556	Prah.g_00504	Prak.g_01110
OG0000557	Prah.g_00503	Prak.g_01109
OG0000558	Prah.g_00501	Prak.g_01108
OG0000559	Prah.g_00500	Prak.g_01107
OG0000560	Prah.g_00498	Prak.g_01105
OG0000561	Prah.g_00497	Prak.g_01104
OG0000562	Prah.g_00495	Prak.g_01102
OG0000563	Prah.g_00494	Prak.g_01101
OG0000564	Prah.g_00493	Prak.g_01100
OG0000565	Prah.g_00486	Prak.g_01099
OG0000566	Prah.g_00485	Prak.g_01098
OG0000567	Prah.g_00484	Prak.g_01097
OG0000568	Prah.g_00483	Prak.g_01096
OG0000569	Prah.g_00482	Prak.g_01095
OG0000570	Prah.g_00478	Prak.g_01094
OG0000571	Prah.g_00477	Prak.g_01093
OG0000572	Prah.g_00476	Prak.g_01092
OG0000573	Prah.g_00472	Prak.g_01089
OG0000574	Prah.g_00466	Prak.g_01088
OG0000575	Prah.g_00465	Prak.g_01087
OG0000576	Prah.g_00464	Prak.g_01086
OG0000577	Prah.g_00463	Prak.g_01085
OG0000578	Prah.g_00462	Prak.g_01084
OG0000579	Prah.g_00460	Prak.g_01083
OG0000580	Prah.g_00457	Prak.g_01082
OG0000581	Prah.g_00456	Prak.g_01081
OG0000582	Prah.g_00455	Prak.g_01080
OG0000583	Prah.g_00454	Prak.g_01079
OG0000584	Prah.g_00452	Prak.g_01077
OG0000585	Prah.g_00451	Prak.g_01076
OG0000586	Prah.g_00449	Prak.g_01074
OG0000587	Prah.g_00448	Prak.g_01073
