Orthogroup	Prah	Prar
OG0000045	Prah.g_02195	Prar.g_00870, Prar.g_00362
OG0000046	Prah.g_01666	Prar.g_01150
OG0000047	Prah.g_00150	Prar.g_00653, Prar.g_00592
OG0000048	Prah.g_01256, Prah.g_00135	Prar.g_00660
OG0000050	Prah.g_00038	Prar.g_00007
OG0000051	Prah.g_02295	Prar.g_00170, Prar.g_01569
OG0000052	Prah.g_01660	Prar.g_00431
OG0000053	Prah.g_01485	Prar.g_01369
OG0000054	Prah.g_01812	Prar.g_01644
OG0000055	Prah.g_00641	Prar.g_01706
OG0000056	Prah.g_02425	Prar.g_01307
OG0000057	Prah.g_01778	Prar.g_00090
OG0000058	Prah.g_00105, Prah.g_00312	Prar.g_00525
OG0000059	Prah.g_01027	Prar.g_01528
OG0000062	Prah.g_02524	Prar.g_01296
OG0000063	Prah.g_01257	Prar.g_01003
OG0000065	Prah.g_01364	Prar.g_00955
OG0000066	Prah.g_02192	Prar.g_00880
OG0000068	Prah.g_01995	Prar.g_01027
OG0000069	Prah.g_02196, Prah.g_00358	Prar.g_00886
OG0000070	Prah.g_00341, Prah.g_00342, Prah.g_01082, Prah.g_01968, Prah.g_00543	Prar.g_00932
OG0000071	Prah.g_00013	Prar.g_00027
OG0000072	Prah.g_02187	Prar.g_00265
OG0000073	Prah.g_00445	Prar.g_01499
OG0000074	Prah.g_00974	Prar.g_01521
OG0000075	Prah.g_00660	Prar.g_01691
OG0000076	Prah.g_00915	Prar.g_01904
OG0000078	Prah.g_02191	Prar.g_00872
OG0000079	Prah.g_01654	Prar.g_00769
OG0000080	Prah.g_01609	Prar.g_01166
OG0000081	Prah.g_02230	Prar.g_00627
OG0000082	Prah.g_02533	Prar.g_00072
OG0000083	Prah.g_00004	Prar.g_00035
OG0000084	Prah.g_00007	Prar.g_00032
OG0000085	Prah.g_00029	Prar.g_00015
OG0000087	Prah.g_02458	Prar.g_00570
OG0000088	Prah.g_00194	Prar.g_00215
OG0000089	Prah.g_00176, Prah.g_00180	Prar.g_00207
OG0000090	Prah.g_02268	Prar.g_00189
OG0000091	Prah.g_02307	Prar.g_00158
OG0000092	Prah.g_02308	Prar.g_00157
OG0000093	Prah.g_02324	Prar.g_00143
OG0000094	Prah.g_02362	Prar.g_00125
OG0000095	Prah.g_02371	Prar.g_00120
OG0000096	Prah.g_02089	Prar.g_00076
OG0000097	Prah.g_02126	Prar.g_00313
OG0000098	Prah.g_02139	Prar.g_00303
OG0000099	Prah.g_02151	Prar.g_00293
OG0000100	Prah.g_02155	Prar.g_01154
OG0000101	Prah.g_00208	Prar.g_00417
OG0000102	Prah.g_02538	Prar.g_00444
OG0000103	Prah.g_00313, Prah.g_00314	Prar.g_00526
OG0000104	Prah.g_01566	Prar.g_00530
OG0000105	Prah.g_01544	Prar.g_01330
OG0000106	Prah.g_01503, Prah.g_00108	Prar.g_01362
OG0000107	Prah.g_01501	Prar.g_01363
OG0000108	Prah.g_01476	Prar.g_01373
OG0000109	Prah.g_01465	Prar.g_01382
OG0000110	Prah.g_01446	Prar.g_01398
OG0000111	Prah.g_00474	Prar.g_01481
OG0000112	Prah.g_00473	Prar.g_01482
OG0000113	Prah.g_00752	Prar.g_01621
OG0000114	Prah.g_00669, Prah.g_01823	Prar.g_01682
OG0000115	Prah.g_00796	Prar.g_01833
OG0000116	Prah.g_00805	Prar.g_01837
OG0000117	Prah.g_00912	Prar.g_01901
OG0000118	Prah.g_02597	Prar.g_01953
OG0000119	Prah.g_02526	Prar.g_01293
OG0000120	Prah.g_01315	Prar.g_01257
OG0000121	Prah.g_01254	Prar.g_01238
OG0000122	Prah.g_01276	Prar.g_01219
OG0000123	Prah.g_01237, Prah.g_01238	Prar.g_01206
OG0000124	Prah.g_00905	Prar.g_00376
OG0000125	Prah.g_01378	Prar.g_00943
OG0000126	Prah.g_01576	Prar.g_00911
OG0000127	Prah.g_00424	Prar.g_00352
OG0000128	Prah.g_00407	Prar.g_00338
OG0000129	Prah.g_00361	Prar.g_00810
OG0000130	Prah.g_01672	Prar.g_01145
OG0000131	Prah.g_01725	Prar.g_01959
OG0000132	Prah.g_01728	Prar.g_00595
OG0000133	Prah.g_02038	Prar.g_01068
OG0000134	Prah.g_02001	Prar.g_01032
OG0000135	Prah.g_01999	Prar.g_01030
OG0000136	Prah.g_02244	Prar.g_00638
OG0000137	Prah.g_00116, Prah.g_00089	Prar.g_00669
OG0000138	Prah.g_02498	Prar.g_00704
OG0000139	Prah.g_02578	Prar.g_00055
OG0000140	Prah.g_00002	Prar.g_00037
OG0000141	Prah.g_00003	Prar.g_00036
OG0000142	Prah.g_00005	Prar.g_00034
OG0000143	Prah.g_00006	Prar.g_00033
OG0000144	Prah.g_00008	Prar.g_00031
OG0000145	Prah.g_00010	Prar.g_00030
OG0000146	Prah.g_00011	Prar.g_00029
OG0000147	Prah.g_00012	Prar.g_00028
OG0000148	Prah.g_00014	Prar.g_00026
OG0000149	Prah.g_00016	Prar.g_00024
OG0000150	Prah.g_00017	Prar.g_00023
OG0000151	Prah.g_00022	Prar.g_00022
OG0000152	Prah.g_00023	Prar.g_00021
OG0000153	Prah.g_00024	Prar.g_00020
OG0000154	Prah.g_00025	Prar.g_00019
OG0000155	Prah.g_00026	Prar.g_00018
OG0000156	Prah.g_00027	Prar.g_00017
OG0000157	Prah.g_00028	Prar.g_00016
OG0000158	Prah.g_00030	Prar.g_00014
OG0000159	Prah.g_00031	Prar.g_00013
OG0000160	Prah.g_00032	Prar.g_00012
OG0000161	Prah.g_00033	Prar.g_00011
OG0000162	Prah.g_00034	Prar.g_00010
OG0000163	Prah.g_00036	Prar.g_00009
OG0000164	Prah.g_00041	Prar.g_00006
OG0000165	Prah.g_00046	Prar.g_00002
OG0000166	Prah.g_00047	Prar.g_00001
OG0000167	Prah.g_00048	Prar.g_00594
OG0000168	Prah.g_00049	Prar.g_00580
OG0000169	Prah.g_00051	Prar.g_00578
OG0000170	Prah.g_02488	Prar.g_00577
OG0000171	Prah.g_02486	Prar.g_00576
OG0000172	Prah.g_02485	Prar.g_00574
OG0000173	Prah.g_02478	Prar.g_00573
OG0000174	Prah.g_02471	Prar.g_00572
OG0000175	Prah.g_02466	Prar.g_00571
OG0000176	Prah.g_02457	Prar.g_00569
OG0000177	Prah.g_02454	Prar.g_00568
OG0000178	Prah.g_02453	Prar.g_00567
OG0000179	Prah.g_01830	Prar.g_00554
OG0000180	Prah.g_01833	Prar.g_00553
OG0000181	Prah.g_01834	Prar.g_00552
OG0000182	Prah.g_01838	Prar.g_00549
OG0000183	Prah.g_01839	Prar.g_00548
OG0000184	Prah.g_01843	Prar.g_00255
OG0000185	Prah.g_01849	Prar.g_00251
OG0000186	Prah.g_01850	Prar.g_00250
OG0000187	Prah.g_01211	Prar.g_00249
OG0000188	Prah.g_01851	Prar.g_00248
OG0000189	Prah.g_01859	Prar.g_00247
OG0000190	Prah.g_01860	Prar.g_00246
OG0000191	Prah.g_01861	Prar.g_00245
OG0000192	Prah.g_01862	Prar.g_00244
OG0000193	Prah.g_01863	Prar.g_00243
OG0000194	Prah.g_01864	Prar.g_00242
OG0000195	Prah.g_01866	Prar.g_00240
OG0000196	Prah.g_01867	Prar.g_00239
OG0000197	Prah.g_01873	Prar.g_00238
OG0000198	Prah.g_01877	Prar.g_00237
OG0000199	Prah.g_01882	Prar.g_00234
OG0000200	Prah.g_01883	Prar.g_00233
OG0000201	Prah.g_01884	Prar.g_00232
OG0000202	Prah.g_01886	Prar.g_00231
OG0000203	Prah.g_01887	Prar.g_00230
OG0000204	Prah.g_01888	Prar.g_00229
OG0000205	Prah.g_01890	Prar.g_00228
OG0000206	Prah.g_01891	Prar.g_00227
OG0000207	Prah.g_01892	Prar.g_00226
OG0000208	Prah.g_01893	Prar.g_00225
OG0000209	Prah.g_01894	Prar.g_00224
OG0000210	Prah.g_01896	Prar.g_00222
OG0000211	Prah.g_01897	Prar.g_00221
OG0000212	Prah.g_01898	Prar.g_00220
OG0000213	Prah.g_01901	Prar.g_00219
OG0000214	Prah.g_01908	Prar.g_00217
OG0000215	Prah.g_00195	Prar.g_00216
OG0000216	Prah.g_00193	Prar.g_00214
OG0000217	Prah.g_00191	Prar.g_00213
OG0000218	Prah.g_00189	Prar.g_00212
OG0000219	Prah.g_00188	Prar.g_00211
OG0000220	Prah.g_00183	Prar.g_00208
OG0000221	Prah.g_00175	Prar.g_00206
OG0000222	Prah.g_00174	Prar.g_00205
OG0000223	Prah.g_00173	Prar.g_00204
OG0000224	Prah.g_02252	Prar.g_00201
OG0000225	Prah.g_02254	Prar.g_00199
OG0000226	Prah.g_02257	Prar.g_00198
OG0000227	Prah.g_02259	Prar.g_00197
OG0000228	Prah.g_02260	Prar.g_00196
OG0000229	Prah.g_02261	Prar.g_00195
OG0000230	Prah.g_02262	Prar.g_00194
OG0000231	Prah.g_02264	Prar.g_00192
OG0000232	Prah.g_02265	Prar.g_00191
OG0000233	Prah.g_02269	Prar.g_00188
OG0000234	Prah.g_02280	Prar.g_00186
OG0000235	Prah.g_02282	Prar.g_00182
OG0000236	Prah.g_02283	Prar.g_00181
OG0000237	Prah.g_02284	Prar.g_00180
OG0000238	Prah.g_02285	Prar.g_00179
OG0000239	Prah.g_02286	Prar.g_00178
OG0000240	Prah.g_02288	Prar.g_00176
OG0000241	Prah.g_02289	Prar.g_00175
OG0000242	Prah.g_02290	Prar.g_00174
OG0000243	Prah.g_02291	Prar.g_00173
OG0000244	Prah.g_02292	Prar.g_00172
OG0000245	Prah.g_02294	Prar.g_00171
OG0000246	Prah.g_02296	Prar.g_00169
OG0000247	Prah.g_02297	Prar.g_00168
OG0000248	Prah.g_02298	Prar.g_00167
OG0000249	Prah.g_02299	Prar.g_00166
OG0000250	Prah.g_02300	Prar.g_00165
OG0000251	Prah.g_02301	Prar.g_00164
OG0000252	Prah.g_02302	Prar.g_00163
OG0000253	Prah.g_02303	Prar.g_00162
OG0000254	Prah.g_02305	Prar.g_00160
OG0000255	Prah.g_02306	Prar.g_00159
OG0000256	Prah.g_02309	Prar.g_00156
OG0000257	Prah.g_02310	Prar.g_00154
OG0000258	Prah.g_02311	Prar.g_00153
OG0000259	Prah.g_02312	Prar.g_00152
OG0000260	Prah.g_02313	Prar.g_00151
OG0000261	Prah.g_02314	Prar.g_00150
OG0000262	Prah.g_02315	Prar.g_00149
OG0000263	Prah.g_02316	Prar.g_00148
OG0000264	Prah.g_00709	Prar.g_00146
OG0000265	Prah.g_02321	Prar.g_00145
OG0000266	Prah.g_02323	Prar.g_00144
OG0000267	Prah.g_02334	Prar.g_00142
OG0000268	Prah.g_02336	Prar.g_00141
OG0000269	Prah.g_02339	Prar.g_00140
OG0000270	Prah.g_02341	Prar.g_00139
OG0000271	Prah.g_02344	Prar.g_00138
OG0000272	Prah.g_02345	Prar.g_00137
OG0000273	Prah.g_02350	Prar.g_00136
OG0000274	Prah.g_02352	Prar.g_00135
OG0000275	Prah.g_02353	Prar.g_00134
OG0000276	Prah.g_02354	Prar.g_00133
OG0000277	Prah.g_02355	Prar.g_00132
OG0000278	Prah.g_02356	Prar.g_00131
OG0000279	Prah.g_02357	Prar.g_00130
OG0000280	Prah.g_02358	Prar.g_00129
OG0000281	Prah.g_02360	Prar.g_00127
OG0000282	Prah.g_02361	Prar.g_00126
OG0000283	Prah.g_02364	Prar.g_00123
OG0000284	Prah.g_02365	Prar.g_00122
OG0000285	Prah.g_02370	Prar.g_00121
OG0000286	Prah.g_02372	Prar.g_00119
OG0000287	Prah.g_02420	Prar.g_00118
OG0000288	Prah.g_02419	Prar.g_00117
OG0000289	Prah.g_02418	Prar.g_00116
OG0000290	Prah.g_02417	Prar.g_00115
OG0000291	Prah.g_02415	Prar.g_00114
OG0000292	Prah.g_02411	Prar.g_00113
OG0000293	Prah.g_02410	Prar.g_00112
OG0000294	Prah.g_02409	Prar.g_00111
OG0000295	Prah.g_02403	Prar.g_00110
OG0000296	Prah.g_02402	Prar.g_00109
OG0000297	Prah.g_02400	Prar.g_00108
OG0000298	Prah.g_02399	Prar.g_00107
OG0000299	Prah.g_02398	Prar.g_00106
OG0000300	Prah.g_02397	Prar.g_00105
OG0000301	Prah.g_02396	Prar.g_00104
OG0000302	Prah.g_02395	Prar.g_00103
OG0000303	Prah.g_02394	Prar.g_00102
OG0000304	Prah.g_02392	Prar.g_00101
OG0000305	Prah.g_02391	Prar.g_00100
OG0000306	Prah.g_02390	Prar.g_00099
OG0000307	Prah.g_01786	Prar.g_00098
OG0000308	Prah.g_01411	Prar.g_00097
OG0000309	Prah.g_01412	Prar.g_00096
OG0000310	Prah.g_01413	Prar.g_00095
OG0000311	Prah.g_01782	Prar.g_00094
OG0000312	Prah.g_01781	Prar.g_00092
OG0000313	Prah.g_01779	Prar.g_00091
OG0000314	Prah.g_01773	Prar.g_00088
OG0000315	Prah.g_01772	Prar.g_00087
OG0000316	Prah.g_02074	Prar.g_00085
OG0000317	Prah.g_02078	Prar.g_00083
OG0000318	Prah.g_02079	Prar.g_00082
OG0000319	Prah.g_02080	Prar.g_00081
OG0000320	Prah.g_02082	Prar.g_00080
OG0000321	Prah.g_02087	Prar.g_00077
OG0000322	Prah.g_02098	Prar.g_00334
OG0000323	Prah.g_02099	Prar.g_00333
OG0000324	Prah.g_02101	Prar.g_00330
OG0000325	Prah.g_02103	Prar.g_00328
OG0000326	Prah.g_02105	Prar.g_00327
OG0000327	Prah.g_02111	Prar.g_00325
OG0000328	Prah.g_01785	Prar.g_00324
OG0000329	Prah.g_02114	Prar.g_00323
OG0000330	Prah.g_02115	Prar.g_00322
OG0000331	Prah.g_02117	Prar.g_00321
OG0000332	Prah.g_02118	Prar.g_00320
OG0000333	Prah.g_02119	Prar.g_00319
OG0000334	Prah.g_02120	Prar.g_00318
OG0000335	Prah.g_02121	Prar.g_00317
OG0000336	Prah.g_02123	Prar.g_00316
OG0000337	Prah.g_02128	Prar.g_00312
OG0000338	Prah.g_02129	Prar.g_00311
OG0000339	Prah.g_02130	Prar.g_00310
OG0000340	Prah.g_02132	Prar.g_00309
OG0000341	Prah.g_02137	Prar.g_00305
OG0000342	Prah.g_02138	Prar.g_00304
OG0000343	Prah.g_02140	Prar.g_00302
OG0000344	Prah.g_02142	Prar.g_00301
OG0000345	Prah.g_02143	Prar.g_00300
OG0000346	Prah.g_02144	Prar.g_00299
OG0000347	Prah.g_02145	Prar.g_00298
OG0000348	Prah.g_02146	Prar.g_00297
OG0000349	Prah.g_02147	Prar.g_00296
OG0000350	Prah.g_02148	Prar.g_00295
OG0000351	Prah.g_02152	Prar.g_00292
OG0000352	Prah.g_02156	Prar.g_00289
OG0000353	Prah.g_02157	Prar.g_00288
OG0000354	Prah.g_02158	Prar.g_00287
OG0000355	Prah.g_02159	Prar.g_00286
OG0000356	Prah.g_02166	Prar.g_00285
OG0000357	Prah.g_02167	Prar.g_00284
OG0000358	Prah.g_02168	Prar.g_00283
OG0000359	Prah.g_02170	Prar.g_00282
OG0000360	Prah.g_02172	Prar.g_00279
OG0000361	Prah.g_02173	Prar.g_00278
OG0000362	Prah.g_02174	Prar.g_00277
OG0000363	Prah.g_02175	Prar.g_00276
OG0000364	Prah.g_02176	Prar.g_00275
OG0000365	Prah.g_02177	Prar.g_00274
OG0000366	Prah.g_02178	Prar.g_00273
OG0000367	Prah.g_02179	Prar.g_00272
OG0000368	Prah.g_02180	Prar.g_00271
OG0000369	Prah.g_02181	Prar.g_00270
OG0000370	Prah.g_02182	Prar.g_00269
OG0000371	Prah.g_02183	Prar.g_00268
OG0000372	Prah.g_02186	Prar.g_00266
OG0000373	Prah.g_02197	Prar.g_00264
OG0000374	Prah.g_02199	Prar.g_00263
OG0000375	Prah.g_02207	Prar.g_00262
OG0000376	Prah.g_01956	Prar.g_00260
OG0000377	Prah.g_01949	Prar.g_00259
OG0000378	Prah.g_01948	Prar.g_00258
OG0000379	Prah.g_01940	Prar.g_00394
OG0000380	Prah.g_01938	Prar.g_00395
OG0000381	Prah.g_01937	Prar.g_00396
OG0000382	Prah.g_01935	Prar.g_00398
OG0000383	Prah.g_01930	Prar.g_00401
OG0000384	Prah.g_01929	Prar.g_00402
OG0000385	Prah.g_01922	Prar.g_00405
OG0000386	Prah.g_01921	Prar.g_00406
OG0000387	Prah.g_01920	Prar.g_00407
OG0000388	Prah.g_01919	Prar.g_00408
OG0000389	Prah.g_01918	Prar.g_00409
OG0000390	Prah.g_01917	Prar.g_00410
OG0000391	Prah.g_01916	Prar.g_00411
OG0000392	Prah.g_01915	Prar.g_00412
OG0000393	Prah.g_00204	Prar.g_00415
OG0000394	Prah.g_00205	Prar.g_00416
OG0000395	Prah.g_00209	Prar.g_00418
OG0000396	Prah.g_00579	Prar.g_00419
OG0000397	Prah.g_01837	Prar.g_00432
OG0000398	Prah.g_01661	Prar.g_00440
OG0000399	Prah.g_01181	Prar.g_00441
OG0000400	Prah.g_02072	Prar.g_00446
OG0000401	Prah.g_00218	Prar.g_00479
OG0000402	Prah.g_00219	Prar.g_00480
OG0000403	Prah.g_00221	Prar.g_00481
OG0000404	Prah.g_00229	Prar.g_00483
OG0000405	Prah.g_00230	Prar.g_00484
OG0000406	Prah.g_00232	Prar.g_00486
OG0000407	Prah.g_00233	Prar.g_00487
OG0000408	Prah.g_00234	Prar.g_00488
OG0000409	Prah.g_00235	Prar.g_00489
OG0000410	Prah.g_00237	Prar.g_00490
OG0000411	Prah.g_00238	Prar.g_00491
OG0000412	Prah.g_00239	Prar.g_00492
OG0000413	Prah.g_00240	Prar.g_00493
OG0000414	Prah.g_00241	Prar.g_00494
OG0000415	Prah.g_00242	Prar.g_00495
OG0000416	Prah.g_00247	Prar.g_00496
OG0000417	Prah.g_00251	Prar.g_00497
OG0000418	Prah.g_00252	Prar.g_00498
OG0000419	Prah.g_00253	Prar.g_00499
OG0000420	Prah.g_00254	Prar.g_00500
OG0000421	Prah.g_00255	Prar.g_00501
OG0000422	Prah.g_00257	Prar.g_00503
OG0000423	Prah.g_00258	Prar.g_00504
OG0000424	Prah.g_00261	Prar.g_00506
OG0000425	Prah.g_00290	Prar.g_00510
OG0000426	Prah.g_00291	Prar.g_00511
OG0000427	Prah.g_00294	Prar.g_00512
OG0000428	Prah.g_00304	Prar.g_00513
OG0000429	Prah.g_00306	Prar.g_00514
OG0000430	Prah.g_00308	Prar.g_00521
OG0000431	Prah.g_00310	Prar.g_00523
OG0000432	Prah.g_00311	Prar.g_00524
OG0000433	Prah.g_01575	Prar.g_00527
OG0000434	Prah.g_01572	Prar.g_00528
OG0000435	Prah.g_01567	Prar.g_00529
OG0000436	Prah.g_01565	Prar.g_00531
OG0000437	Prah.g_01563	Prar.g_00533
OG0000438	Prah.g_01562	Prar.g_00534
OG0000439	Prah.g_01561	Prar.g_00535
OG0000440	Prah.g_01558	Prar.g_00537
OG0000441	Prah.g_01556	Prar.g_00538
OG0000442	Prah.g_01555	Prar.g_00539
OG0000443	Prah.g_01554	Prar.g_00540
OG0000444	Prah.g_01553	Prar.g_00541
OG0000445	Prah.g_01552	Prar.g_00542
OG0000446	Prah.g_01551	Prar.g_00543
OG0000447	Prah.g_01550	Prar.g_00544
OG0000448	Prah.g_01549	Prar.g_00545
OG0000449	Prah.g_01541	Prar.g_01331
OG0000450	Prah.g_01540	Prar.g_01332
OG0000451	Prah.g_01539	Prar.g_01333
OG0000452	Prah.g_01538	Prar.g_01334
OG0000453	Prah.g_01535	Prar.g_01336
OG0000454	Prah.g_01534	Prar.g_01337
OG0000455	Prah.g_01533	Prar.g_01338
OG0000456	Prah.g_01532	Prar.g_01339
OG0000457	Prah.g_01530	Prar.g_01341
OG0000458	Prah.g_01529	Prar.g_01343
OG0000459	Prah.g_01528	Prar.g_01344
OG0000460	Prah.g_01526	Prar.g_01345
OG0000461	Prah.g_01525	Prar.g_01346
OG0000462	Prah.g_01524	Prar.g_01347
OG0000463	Prah.g_01519	Prar.g_01348
OG0000464	Prah.g_01514	Prar.g_01353
OG0000465	Prah.g_01513	Prar.g_01355
OG0000466	Prah.g_01512	Prar.g_01356
OG0000467	Prah.g_01510	Prar.g_01357
OG0000468	Prah.g_01509	Prar.g_01358
OG0000469	Prah.g_01505	Prar.g_01359
OG0000470	Prah.g_01094	Prar.g_01360
OG0000471	Prah.g_01035	Prar.g_01361
OG0000472	Prah.g_01500	Prar.g_01364
OG0000473	Prah.g_01498	Prar.g_01365
OG0000474	Prah.g_01496	Prar.g_01366
OG0000475	Prah.g_01495	Prar.g_01367
OG0000476	Prah.g_01489	Prar.g_01368
OG0000477	Prah.g_01484	Prar.g_01370
OG0000478	Prah.g_01482	Prar.g_01371
OG0000479	Prah.g_01480	Prar.g_01372
OG0000480	Prah.g_01474	Prar.g_01374
OG0000481	Prah.g_01473	Prar.g_01375
OG0000482	Prah.g_01472	Prar.g_01376
OG0000483	Prah.g_01470	Prar.g_01377
OG0000484	Prah.g_01469	Prar.g_01378
OG0000485	Prah.g_01468	Prar.g_01379
OG0000486	Prah.g_01467	Prar.g_01380
OG0000487	Prah.g_01466	Prar.g_01381
OG0000488	Prah.g_01464	Prar.g_01383
OG0000489	Prah.g_01463	Prar.g_01384
OG0000490	Prah.g_01462	Prar.g_01385
OG0000491	Prah.g_01461	Prar.g_01386
OG0000492	Prah.g_01460	Prar.g_01387
OG0000493	Prah.g_01459	Prar.g_01388
OG0000494	Prah.g_01458	Prar.g_01390
OG0000495	Prah.g_01457	Prar.g_01391
OG0000496	Prah.g_01454	Prar.g_01392
OG0000497	Prah.g_01452	Prar.g_01393
OG0000498	Prah.g_01451	Prar.g_01394
OG0000499	Prah.g_01449	Prar.g_01396
OG0000500	Prah.g_01448	Prar.g_01397
OG0000501	Prah.g_01445	Prar.g_01399
OG0000502	Prah.g_01444	Prar.g_01400
OG0000503	Prah.g_01443	Prar.g_01401
OG0000504	Prah.g_01441	Prar.g_01402
OG0000505	Prah.g_01440	Prar.g_01403
OG0000506	Prah.g_01439	Prar.g_01404
OG0000507	Prah.g_01438	Prar.g_01405
OG0000508	Prah.g_01434	Prar.g_01407
OG0000509	Prah.g_01433	Prar.g_01408
OG0000510	Prah.g_01432	Prar.g_01409
OG0000511	Prah.g_01431	Prar.g_01410
OG0000512	Prah.g_01430	Prar.g_01411
OG0000513	Prah.g_01429	Prar.g_01412
OG0000514	Prah.g_01428	Prar.g_01413
OG0000515	Prah.g_01425	Prar.g_01415
OG0000516	Prah.g_01424	Prar.g_01416
OG0000517	Prah.g_01423	Prar.g_01417
OG0000518	Prah.g_01417	Prar.g_01420
OG0000519	Prah.g_01416	Prar.g_01422
OG0000520	Prah.g_01415	Prar.g_01423
OG0000521	Prah.g_01414	Prar.g_01424
OG0000522	Prah.g_01408	Prar.g_01425
OG0000523	Prah.g_01407	Prar.g_01426
OG0000524	Prah.g_01406	Prar.g_01427
OG0000525	Prah.g_01404	Prar.g_01429
OG0000526	Prah.g_01403	Prar.g_01430
OG0000527	Prah.g_01402	Prar.g_01431
OG0000528	Prah.g_01401	Prar.g_01432
OG0000529	Prah.g_01400	Prar.g_01433
OG0000530	Prah.g_01399	Prar.g_01434
OG0000531	Prah.g_01396	Prar.g_01435
OG0000532	Prah.g_01394	Prar.g_01436
OG0000533	Prah.g_01393	Prar.g_01437
OG0000534	Prah.g_01392	Prar.g_01438
OG0000535	Prah.g_01391	Prar.g_01439
OG0000536	Prah.g_01390	Prar.g_01440
OG0000537	Prah.g_01389	Prar.g_01441
OG0000538	Prah.g_01388	Prar.g_01442
OG0000539	Prah.g_01387	Prar.g_01443
OG0000540	Prah.g_01385	Prar.g_01444
OG0000541	Prah.g_00532	Prar.g_01445
OG0000542	Prah.g_00531	Prar.g_01446
OG0000543	Prah.g_00530	Prar.g_01447
OG0000544	Prah.g_00529	Prar.g_01448
OG0000545	Prah.g_00526	Prar.g_01451
OG0000546	Prah.g_00525	Prar.g_01452
OG0000547	Prah.g_00523	Prar.g_01454
OG0000548	Prah.g_00518	Prar.g_01455
OG0000549	Prah.g_00517	Prar.g_01456
OG0000550	Prah.g_00516	Prar.g_01457
OG0000551	Prah.g_00513	Prar.g_01458
OG0000552	Prah.g_00510	Prar.g_01459
OG0000553	Prah.g_00509	Prar.g_01460
OG0000554	Prah.g_00506	Prar.g_01461
OG0000555	Prah.g_00505	Prar.g_01462
OG0000556	Prah.g_00504	Prar.g_01463
OG0000557	Prah.g_00503	Prar.g_01464
OG0000558	Prah.g_00501	Prar.g_01465
OG0000559	Prah.g_00500	Prar.g_01466
OG0000560	Prah.g_00498	Prar.g_01468
OG0000561	Prah.g_00497	Prar.g_01469
OG0000562	Prah.g_00495	Prar.g_01470
OG0000563	Prah.g_00494	Prar.g_01471
OG0000564	Prah.g_00493	Prar.g_01472
OG0000565	Prah.g_00486	Prar.g_01473
OG0000566	Prah.g_00485	Prar.g_01474
OG0000567	Prah.g_00484	Prar.g_01475
OG0000568	Prah.g_00483	Prar.g_01476
OG0000569	Prah.g_00482	Prar.g_01477
OG0000570	Prah.g_00478	Prar.g_01478
OG0000571	Prah.g_00477	Prar.g_01479
OG0000572	Prah.g_00476	Prar.g_01480
OG0000573	Prah.g_00472	Prar.g_01483
OG0000574	Prah.g_00466	Prar.g_01484
OG0000575	Prah.g_00465	Prar.g_01485
OG0000576	Prah.g_00464	Prar.g_01486
OG0000577	Prah.g_00463	Prar.g_01487
OG0000578	Prah.g_00462	Prar.g_01488
OG0000579	Prah.g_00460	Prar.g_01489
OG0000580	Prah.g_00457	Prar.g_01490
OG0000581	Prah.g_00456	Prar.g_01491
OG0000582	Prah.g_00455	Prar.g_01492
OG0000583	Prah.g_00454	Prar.g_01493
OG0000584	Prah.g_00452	Prar.g_01494
