Orthogroup	Prah	Prap
OG0000057	Prah.g_01778	Prap.g_01475
OG0000058	Prah.g_00312	Prap.g_01292
OG0000059	Prah.g_01027	Prap.g_00799
OG0000062	Prah.g_02524	Prap.g_01883
OG0000063	Prah.g_01257	Prap.g_00429
OG0000065	Prah.g_01364	Prap.g_00561
OG0000066	Prah.g_02192	Prap.g_00079
OG0000068	Prah.g_01995	Prap.g_01642
OG0000069	Prah.g_00358	Prap.g_00160
OG0000071	Prah.g_00013	Prap.g_00043
OG0000072	Prah.g_02187	Prap.g_01389
OG0000073	Prah.g_00445	Prap.g_00356
OG0000074	Prah.g_00974	Prap.g_00809
OG0000075	Prah.g_00660	Prap.g_00776
OG0000076	Prah.g_00915	Prap.g_00708
OG0000078	Prah.g_02191	Prap.g_00082
OG0000079	Prah.g_01654	Prap.g_00206
OG0000080	Prah.g_01609	Prap.g_00618
OG0000081	Prah.g_02230	Prap.g_01608
OG0000082	Prah.g_02533	Prap.g_00623
OG0000083	Prah.g_00004	Prap.g_00051
OG0000084	Prah.g_00007	Prap.g_00048
OG0000085	Prah.g_00029	Prap.g_00932
OG0000087	Prah.g_02458	Prap.g_00903
OG0000088	Prah.g_00194	Prap.g_01061
OG0000089	Prah.g_00176, Prah.g_00180	Prap.g_01052
OG0000090	Prah.g_02268	Prap.g_01035
OG0000091	Prah.g_02307	Prap.g_01001
OG0000092	Prah.g_02308	Prap.g_01000
OG0000093	Prah.g_02324	Prap.g_00986
OG0000094	Prah.g_02362	Prap.g_00967
OG0000095	Prah.g_02371	Prap.g_00962
OG0000096	Prah.g_02089	Prap.g_01460
OG0000097	Prah.g_02126	Prap.g_01436
OG0000098	Prah.g_02139	Prap.g_01425
OG0000099	Prah.g_02151	Prap.g_01415
OG0000100	Prah.g_02155	Prap.g_01412
OG0000101	Prah.g_00208	Prap.g_01347
OG0000102	Prah.g_02538	Prap.g_00543
OG0000103	Prah.g_00313, Prah.g_00314	Prap.g_01291
OG0000104	Prah.g_01566	Prap.g_01287
OG0000105	Prah.g_01544	Prap.g_01267
OG0000106	Prah.g_01503	Prap.g_01237
OG0000107	Prah.g_01501	Prap.g_01236
OG0000108	Prah.g_01476	Prap.g_01226
OG0000109	Prah.g_01465	Prap.g_01217
OG0000110	Prah.g_01446	Prap.g_01200
OG0000111	Prah.g_00474	Prap.g_00375
OG0000112	Prah.g_00473	Prap.g_00374
OG0000113	Prah.g_00752	Prap.g_00324
OG0000114	Prah.g_00669, Prah.g_01823	Prap.g_00785
OG0000115	Prah.g_00796	Prap.g_00257
OG0000116	Prah.g_00805	Prap.g_00261
OG0000117	Prah.g_00912	Prap.g_00705
OG0000118	Prah.g_02597	Prap.g_00501
OG0000119	Prah.g_02526	Prap.g_01880
OG0000120	Prah.g_01315	Prap.g_00450
OG0000121	Prah.g_01254	Prap.g_00427
OG0000122	Prah.g_01276	Prap.g_00407
OG0000123	Prah.g_01237, Prah.g_01238	Prap.g_01135
OG0000124	Prah.g_00905	Prap.g_00217
OG0000125	Prah.g_01378	Prap.g_00574
OG0000126	Prah.g_01576	Prap.g_00059
OG0000127	Prah.g_00424	Prap.g_00109
OG0000128	Prah.g_00407	Prap.g_00122
OG0000129	Prah.g_00361	Prap.g_00158
OG0000130	Prah.g_01672	Prap.g_01782
OG0000131	Prah.g_01725	Prap.g_01742
OG0000132	Prah.g_01728	Prap.g_01739
OG0000133	Prah.g_02038	Prap.g_01685
OG0000134	Prah.g_02001	Prap.g_01648, Prap.g_01649
OG0000135	Prah.g_01999	Prap.g_01646
OG0000136	Prah.g_02244	Prap.g_01596
OG0000137	Prah.g_00116, Prah.g_00089	Prap.g_01562
OG0000138	Prah.g_02498	Prap.g_01528
OG0000139	Prah.g_02578	Prap.g_01497
OG0000140	Prah.g_00002	Prap.g_00053
OG0000141	Prah.g_00003	Prap.g_00052
OG0000142	Prah.g_00005	Prap.g_00050
OG0000143	Prah.g_00006	Prap.g_00049
OG0000144	Prah.g_00008	Prap.g_00047
OG0000145	Prah.g_00010	Prap.g_00046
OG0000146	Prah.g_00011	Prap.g_00045
OG0000147	Prah.g_00012	Prap.g_00044
OG0000148	Prah.g_00014	Prap.g_00042
OG0000149	Prah.g_00016	Prap.g_00941
OG0000150	Prah.g_00017	Prap.g_00940
OG0000151	Prah.g_00022	Prap.g_00939
OG0000152	Prah.g_00023	Prap.g_00938
OG0000153	Prah.g_00024	Prap.g_00937
OG0000154	Prah.g_00025	Prap.g_00936
OG0000155	Prah.g_00026	Prap.g_00935
OG0000156	Prah.g_00027	Prap.g_00934
OG0000157	Prah.g_00028	Prap.g_00933
OG0000158	Prah.g_00030	Prap.g_00931
OG0000159	Prah.g_00031	Prap.g_00930
OG0000160	Prah.g_00032	Prap.g_00929
OG0000161	Prah.g_00033	Prap.g_00928
OG0000162	Prah.g_00034	Prap.g_00927
OG0000163	Prah.g_00036	Prap.g_00925
OG0000164	Prah.g_00041	Prap.g_00922
OG0000165	Prah.g_00046	Prap.g_00919
OG0000166	Prah.g_00047	Prap.g_00918
OG0000167	Prah.g_00048	Prap.g_00917
OG0000168	Prah.g_00049	Prap.g_00915
OG0000169	Prah.g_00051	Prap.g_00913
OG0000170	Prah.g_02488	Prap.g_00911
OG0000171	Prah.g_02486	Prap.g_00910
OG0000172	Prah.g_02485	Prap.g_00909
OG0000173	Prah.g_02478	Prap.g_00906
OG0000174	Prah.g_02471	Prap.g_00905
OG0000175	Prah.g_02466	Prap.g_00904
OG0000176	Prah.g_02457	Prap.g_00902
OG0000177	Prah.g_02454	Prap.g_00901
OG0000178	Prah.g_02453	Prap.g_00899
OG0000179	Prah.g_01830	Prap.g_00887
OG0000180	Prah.g_01833	Prap.g_00886
OG0000181	Prah.g_01834	Prap.g_00885
OG0000182	Prah.g_01838	Prap.g_00881
OG0000183	Prah.g_01839	Prap.g_00880
OG0000184	Prah.g_01843	Prap.g_00877
OG0000185	Prah.g_01849	Prap.g_01100
OG0000186	Prah.g_01850	Prap.g_01099
OG0000187	Prah.g_01211	Prap.g_00025
OG0000188	Prah.g_01851	Prap.g_01098
OG0000189	Prah.g_01859	Prap.g_01097
OG0000190	Prah.g_01860	Prap.g_01096
OG0000191	Prah.g_01861	Prap.g_01095
OG0000192	Prah.g_01862	Prap.g_01094
OG0000193	Prah.g_01863	Prap.g_01093
OG0000194	Prah.g_01864	Prap.g_01092
OG0000195	Prah.g_01866	Prap.g_01090
OG0000196	Prah.g_01867	Prap.g_01089
OG0000197	Prah.g_01873	Prap.g_01088
OG0000198	Prah.g_01877	Prap.g_01087
OG0000199	Prah.g_01882	Prap.g_01084
OG0000200	Prah.g_01883	Prap.g_01083
OG0000201	Prah.g_01884	Prap.g_01082
OG0000202	Prah.g_01886	Prap.g_01080
OG0000203	Prah.g_01887	Prap.g_01079
OG0000204	Prah.g_01888	Prap.g_01078
OG0000205	Prah.g_01890	Prap.g_01076
OG0000206	Prah.g_01891	Prap.g_01075
OG0000207	Prah.g_01892	Prap.g_01074
OG0000208	Prah.g_01893	Prap.g_01073
OG0000209	Prah.g_01894	Prap.g_01072
OG0000210	Prah.g_01896	Prap.g_01071
OG0000211	Prah.g_01897	Prap.g_01069
OG0000212	Prah.g_01898	Prap.g_01068
OG0000213	Prah.g_01901	Prap.g_01067
OG0000214	Prah.g_01908	Prap.g_01063
OG0000215	Prah.g_00195	Prap.g_01062
OG0000216	Prah.g_00193	Prap.g_01060
OG0000217	Prah.g_00191	Prap.g_01059
OG0000218	Prah.g_00189	Prap.g_01058
OG0000219	Prah.g_00188	Prap.g_01057
OG0000220	Prah.g_00183	Prap.g_01054
OG0000221	Prah.g_00175	Prap.g_01051
OG0000222	Prah.g_00174	Prap.g_01050
OG0000223	Prah.g_00173	Prap.g_01049
OG0000224	Prah.g_02252	Prap.g_01047
OG0000225	Prah.g_02254	Prap.g_01045
OG0000226	Prah.g_02257	Prap.g_01043
OG0000227	Prah.g_02259	Prap.g_01042
OG0000228	Prah.g_02260	Prap.g_01041
OG0000229	Prah.g_02261	Prap.g_01040
OG0000230	Prah.g_02262	Prap.g_01039
OG0000231	Prah.g_02264	Prap.g_00319
OG0000232	Prah.g_02265	Prap.g_01037
OG0000233	Prah.g_02269	Prap.g_01034
OG0000234	Prah.g_02280	Prap.g_01032
OG0000235	Prah.g_02282	Prap.g_01026
OG0000236	Prah.g_02283	Prap.g_01025
OG0000237	Prah.g_02284	Prap.g_01024
OG0000238	Prah.g_02285	Prap.g_01023
OG0000239	Prah.g_02286	Prap.g_01022
OG0000240	Prah.g_02288	Prap.g_01020
OG0000241	Prah.g_02289	Prap.g_01019
OG0000242	Prah.g_02290	Prap.g_01018
OG0000243	Prah.g_02291	Prap.g_01017
OG0000244	Prah.g_02292	Prap.g_01016
OG0000245	Prah.g_02294	Prap.g_01014
OG0000246	Prah.g_02296	Prap.g_01012
OG0000247	Prah.g_02297	Prap.g_01011
OG0000248	Prah.g_02298	Prap.g_01010
OG0000249	Prah.g_02299	Prap.g_01009
OG0000250	Prah.g_02300	Prap.g_01008
OG0000251	Prah.g_02301	Prap.g_01007
OG0000252	Prah.g_02302	Prap.g_01006
OG0000253	Prah.g_02303	Prap.g_01005
OG0000254	Prah.g_02305	Prap.g_01003
OG0000255	Prah.g_02306	Prap.g_01002
OG0000256	Prah.g_02309	Prap.g_00999
OG0000257	Prah.g_02310	Prap.g_00997
OG0000258	Prah.g_02311	Prap.g_00996
OG0000259	Prah.g_02312	Prap.g_00995
OG0000260	Prah.g_02313	Prap.g_00994
OG0000261	Prah.g_02314	Prap.g_00993
OG0000262	Prah.g_02315	Prap.g_00992
OG0000263	Prah.g_02316	Prap.g_00991
OG0000264	Prah.g_00709	Prap.g_00989
OG0000265	Prah.g_02321	Prap.g_00988
OG0000266	Prah.g_02323	Prap.g_00987
OG0000267	Prah.g_02334	Prap.g_00985
OG0000268	Prah.g_02336	Prap.g_00983
OG0000269	Prah.g_02339	Prap.g_00982
OG0000270	Prah.g_02341	Prap.g_00981
OG0000271	Prah.g_02344	Prap.g_00980
OG0000272	Prah.g_02345	Prap.g_00979
OG0000273	Prah.g_02350	Prap.g_00978
OG0000274	Prah.g_02352	Prap.g_00977
OG0000275	Prah.g_02353	Prap.g_00976
OG0000276	Prah.g_02354	Prap.g_00975
OG0000277	Prah.g_02355	Prap.g_00974
OG0000278	Prah.g_02356	Prap.g_00973
OG0000279	Prah.g_02357	Prap.g_00972
OG0000280	Prah.g_02358	Prap.g_00971
OG0000281	Prah.g_02360	Prap.g_00969
OG0000282	Prah.g_02361	Prap.g_00968
OG0000283	Prah.g_02364	Prap.g_00965
OG0000284	Prah.g_02365	Prap.g_00964
OG0000285	Prah.g_02370	Prap.g_00963
OG0000286	Prah.g_02372	Prap.g_00961
OG0000287	Prah.g_02420	Prap.g_00959
OG0000288	Prah.g_02419	Prap.g_00958
OG0000289	Prah.g_02418	Prap.g_00957
OG0000290	Prah.g_02417	Prap.g_00956
OG0000291	Prah.g_02415	Prap.g_00955
OG0000292	Prah.g_02411	Prap.g_00954
OG0000293	Prah.g_02410	Prap.g_00953
OG0000294	Prah.g_02409	Prap.g_00952
OG0000295	Prah.g_02403	Prap.g_00951
OG0000296	Prah.g_02402	Prap.g_00950
OG0000297	Prah.g_02400	Prap.g_00949
OG0000298	Prah.g_02399	Prap.g_00948
OG0000299	Prah.g_02398	Prap.g_00947
OG0000300	Prah.g_02397	Prap.g_00946
OG0000301	Prah.g_02396	Prap.g_00945
OG0000302	Prah.g_02395	Prap.g_00944
OG0000303	Prah.g_02394	Prap.g_00943
OG0000304	Prah.g_02392	Prap.g_01487
OG0000305	Prah.g_02391	Prap.g_01486
OG0000306	Prah.g_02390	Prap.g_01485
OG0000307	Prah.g_01786	Prap.g_01483
OG0000308	Prah.g_01411	Prap.g_01482
OG0000309	Prah.g_01412	Prap.g_01481
OG0000310	Prah.g_01413	Prap.g_01480
OG0000311	Prah.g_01782	Prap.g_01479
OG0000312	Prah.g_01781	Prap.g_01477
OG0000313	Prah.g_01779	Prap.g_01476
OG0000314	Prah.g_01773	Prap.g_01472
OG0000315	Prah.g_01772	Prap.g_01471
OG0000316	Prah.g_02074	Prap.g_01469
OG0000317	Prah.g_02078	Prap.g_01467
OG0000318	Prah.g_02079	Prap.g_01466
OG0000319	Prah.g_02080	Prap.g_01465
OG0000320	Prah.g_02082	Prap.g_01464
OG0000321	Prah.g_02087	Prap.g_01461
OG0000322	Prah.g_02098	Prap.g_01457
OG0000323	Prah.g_02099	Prap.g_01456
OG0000324	Prah.g_02101	Prap.g_01453
OG0000325	Prah.g_02103	Prap.g_01452
OG0000326	Prah.g_02105	Prap.g_01451
OG0000327	Prah.g_02111	Prap.g_01449
OG0000328	Prah.g_01785	Prap.g_01448
OG0000329	Prah.g_02114	Prap.g_01447
OG0000330	Prah.g_02115	Prap.g_01446
OG0000331	Prah.g_02117	Prap.g_01444
OG0000332	Prah.g_02118	Prap.g_01443
OG0000333	Prah.g_02119	Prap.g_01442
OG0000334	Prah.g_02120	Prap.g_01441
OG0000335	Prah.g_02121	Prap.g_01440
OG0000336	Prah.g_02123	Prap.g_01438
OG0000337	Prah.g_02128	Prap.g_01435
OG0000338	Prah.g_02129	Prap.g_01434
OG0000339	Prah.g_02130	Prap.g_01433
OG0000340	Prah.g_02132	Prap.g_01432
OG0000341	Prah.g_02137	Prap.g_01428
OG0000342	Prah.g_02138	Prap.g_01427
OG0000343	Prah.g_02140	Prap.g_01424
OG0000344	Prah.g_02142	Prap.g_01423
OG0000345	Prah.g_02143	Prap.g_01422
OG0000346	Prah.g_02144	Prap.g_01421
OG0000347	Prah.g_02145	Prap.g_01420
OG0000348	Prah.g_02146	Prap.g_01418
OG0000349	Prah.g_02147	Prap.g_01417
OG0000350	Prah.g_02148	Prap.g_01416
OG0000351	Prah.g_02152	Prap.g_01414
OG0000352	Prah.g_02156	Prap.g_01411
OG0000353	Prah.g_02157	Prap.g_01410
OG0000354	Prah.g_02158	Prap.g_01409
OG0000355	Prah.g_02159	Prap.g_01408
OG0000356	Prah.g_02166	Prap.g_01407
OG0000357	Prah.g_02167	Prap.g_01406
OG0000358	Prah.g_02168	Prap.g_01405
OG0000359	Prah.g_02170	Prap.g_01404
OG0000360	Prah.g_02172	Prap.g_01402
OG0000361	Prah.g_02173	Prap.g_01401
OG0000362	Prah.g_02174	Prap.g_01400
OG0000363	Prah.g_02175	Prap.g_01399
OG0000364	Prah.g_02176	Prap.g_01398
OG0000365	Prah.g_02177	Prap.g_01397
OG0000366	Prah.g_02178	Prap.g_01396
OG0000367	Prah.g_02179	Prap.g_01395
OG0000368	Prah.g_02180	Prap.g_01394
OG0000369	Prah.g_02181	Prap.g_01393
OG0000370	Prah.g_02182	Prap.g_01392
OG0000371	Prah.g_02183	Prap.g_01391
OG0000372	Prah.g_02186	Prap.g_01390
OG0000373	Prah.g_02197	Prap.g_01388
OG0000374	Prah.g_02199	Prap.g_01387
OG0000375	Prah.g_02207	Prap.g_01386
OG0000376	Prah.g_01956	Prap.g_01385
OG0000377	Prah.g_01949	Prap.g_01379
OG0000378	Prah.g_01948	Prap.g_01378
OG0000379	Prah.g_01940	Prap.g_01372
OG0000380	Prah.g_01938	Prap.g_01370
OG0000381	Prah.g_01937	Prap.g_01369
OG0000382	Prah.g_01935	Prap.g_01368
OG0000383	Prah.g_01930	Prap.g_01365
OG0000384	Prah.g_01929	Prap.g_01364
OG0000385	Prah.g_01922	Prap.g_01361
OG0000386	Prah.g_01921	Prap.g_01360
OG0000387	Prah.g_01920	Prap.g_01359
OG0000388	Prah.g_01919	Prap.g_01358
OG0000389	Prah.g_01918	Prap.g_01357
OG0000390	Prah.g_01917	Prap.g_01356
OG0000391	Prah.g_01916	Prap.g_01355
OG0000392	Prah.g_01915	Prap.g_01354
OG0000393	Prah.g_00204	Prap.g_01350
OG0000394	Prah.g_00205	Prap.g_01349
OG0000395	Prah.g_00209	Prap.g_01346
OG0000396	Prah.g_00579	Prap.g_00728
OG0000397	Prah.g_01837	Prap.g_00500
OG0000398	Prah.g_01661	Prap.g_01827
OG0000399	Prah.g_01181	Prap.g_00495
OG0000400	Prah.g_02072	Prap.g_01714
OG0000401	Prah.g_00218	Prap.g_01335
OG0000402	Prah.g_00219	Prap.g_01334
OG0000403	Prah.g_00221	Prap.g_01333
OG0000404	Prah.g_00229	Prap.g_01331
OG0000405	Prah.g_00230	Prap.g_01330
OG0000406	Prah.g_00232	Prap.g_01328
OG0000407	Prah.g_00233	Prap.g_01327
OG0000408	Prah.g_00234	Prap.g_01326
OG0000409	Prah.g_00235	Prap.g_01325
OG0000410	Prah.g_00237	Prap.g_01324
OG0000411	Prah.g_00238	Prap.g_01323
OG0000412	Prah.g_00239	Prap.g_01322
OG0000413	Prah.g_00240	Prap.g_01321
OG0000414	Prah.g_00241	Prap.g_01320
OG0000415	Prah.g_00242	Prap.g_01319
OG0000416	Prah.g_00247	Prap.g_01318
OG0000417	Prah.g_00251	Prap.g_01317
OG0000418	Prah.g_00252	Prap.g_01316
OG0000419	Prah.g_00253	Prap.g_01315
OG0000420	Prah.g_00254	Prap.g_01314
OG0000421	Prah.g_00255	Prap.g_01310
OG0000422	Prah.g_00257	Prap.g_01308
OG0000423	Prah.g_00258	Prap.g_01307
OG0000424	Prah.g_00261	Prap.g_01306
OG0000425	Prah.g_00290	Prap.g_01302
OG0000426	Prah.g_00291	Prap.g_01301
OG0000427	Prah.g_00294	Prap.g_01300
OG0000428	Prah.g_00304	Prap.g_01298
OG0000429	Prah.g_00306	Prap.g_01297
OG0000430	Prah.g_00308	Prap.g_01296
OG0000431	Prah.g_00310	Prap.g_01294
OG0000432	Prah.g_00311	Prap.g_01293
OG0000433	Prah.g_01575	Prap.g_01290
OG0000434	Prah.g_01572	Prap.g_01289
OG0000435	Prah.g_01567	Prap.g_01288
OG0000436	Prah.g_01565	Prap.g_01286
OG0000437	Prah.g_01563	Prap.g_01284
OG0000438	Prah.g_01562	Prap.g_01283
OG0000439	Prah.g_01561	Prap.g_01282
OG0000440	Prah.g_01558	Prap.g_01280
OG0000441	Prah.g_01556	Prap.g_01279
OG0000442	Prah.g_01555	Prap.g_01278
OG0000443	Prah.g_01554	Prap.g_01277
OG0000444	Prah.g_01553	Prap.g_01276
OG0000445	Prah.g_01552	Prap.g_01275
OG0000446	Prah.g_01551	Prap.g_01274
OG0000447	Prah.g_01550	Prap.g_01273
OG0000448	Prah.g_01549	Prap.g_01272
OG0000449	Prah.g_01541	Prap.g_01266
OG0000450	Prah.g_01540	Prap.g_01265
OG0000451	Prah.g_01539	Prap.g_01264
OG0000452	Prah.g_01538	Prap.g_01263
OG0000453	Prah.g_01535	Prap.g_01262
OG0000454	Prah.g_01534	Prap.g_01261
OG0000455	Prah.g_01533	Prap.g_01260
OG0000456	Prah.g_01532	Prap.g_01259
OG0000457	Prah.g_01530	Prap.g_01257
OG0000458	Prah.g_01529	Prap.g_01255
OG0000459	Prah.g_01528	Prap.g_01254
OG0000460	Prah.g_01526	Prap.g_01252
OG0000461	Prah.g_01525	Prap.g_01251
OG0000462	Prah.g_01524	Prap.g_01250
OG0000463	Prah.g_01519	Prap.g_01249
OG0000464	Prah.g_01514	Prap.g_01245
OG0000465	Prah.g_01513	Prap.g_01244
OG0000466	Prah.g_01512	Prap.g_01243
OG0000467	Prah.g_01510	Prap.g_01242
OG0000468	Prah.g_01509	Prap.g_01241
OG0000469	Prah.g_01505	Prap.g_01240
OG0000470	Prah.g_01094	Prap.g_01239
OG0000471	Prah.g_01035	Prap.g_01238
OG0000472	Prah.g_01500	Prap.g_01235
OG0000473	Prah.g_01498	Prap.g_01234
OG0000474	Prah.g_01496	Prap.g_01233
OG0000475	Prah.g_01495	Prap.g_01232
OG0000476	Prah.g_01489	Prap.g_01231
OG0000477	Prah.g_01484	Prap.g_01229
OG0000478	Prah.g_01482	Prap.g_01228
OG0000479	Prah.g_01480	Prap.g_01227
OG0000480	Prah.g_01474	Prap.g_01225
OG0000481	Prah.g_01473	Prap.g_01224
OG0000482	Prah.g_01472	Prap.g_01223
OG0000483	Prah.g_01470	Prap.g_01222
OG0000484	Prah.g_01469	Prap.g_01221
OG0000485	Prah.g_01468	Prap.g_01220
OG0000486	Prah.g_01467	Prap.g_01219
OG0000487	Prah.g_01466	Prap.g_01218
OG0000488	Prah.g_01464	Prap.g_01216
OG0000489	Prah.g_01463	Prap.g_01215
OG0000490	Prah.g_01462	Prap.g_01214
OG0000491	Prah.g_01461	Prap.g_01213
OG0000492	Prah.g_01460	Prap.g_01212
OG0000493	Prah.g_01459	Prap.g_01211
OG0000494	Prah.g_01458	Prap.g_01210
OG0000495	Prah.g_01457	Prap.g_01209
OG0000496	Prah.g_01454	Prap.g_01207
OG0000497	Prah.g_01452	Prap.g_01205
OG0000498	Prah.g_01451	Prap.g_01204
OG0000499	Prah.g_01449	Prap.g_01202
OG0000500	Prah.g_01448	Prap.g_01201
OG0000501	Prah.g_01445	Prap.g_01199
OG0000502	Prah.g_01444	Prap.g_01198
OG0000503	Prah.g_01443	Prap.g_01197
OG0000504	Prah.g_01441	Prap.g_01196
OG0000505	Prah.g_01440	Prap.g_01195
OG0000506	Prah.g_01439	Prap.g_01194
OG0000507	Prah.g_01438	Prap.g_01193
OG0000508	Prah.g_01434	Prap.g_01191
OG0000509	Prah.g_01433	Prap.g_01190
OG0000510	Prah.g_01432	Prap.g_01189
OG0000511	Prah.g_01431	Prap.g_01188
OG0000512	Prah.g_01430	Prap.g_01187
OG0000513	Prah.g_01429	Prap.g_01186
OG0000514	Prah.g_01428	Prap.g_01185
OG0000515	Prah.g_01425	Prap.g_01182
OG0000516	Prah.g_01424	Prap.g_01181
OG0000517	Prah.g_01423	Prap.g_01180
OG0000518	Prah.g_01417	Prap.g_01177
OG0000519	Prah.g_01416	Prap.g_01176
OG0000520	Prah.g_01415	Prap.g_01175
OG0000521	Prah.g_01414	Prap.g_01174
OG0000522	Prah.g_01408	Prap.g_01173
OG0000523	Prah.g_01407	Prap.g_01172
OG0000524	Prah.g_01406	Prap.g_01171
OG0000525	Prah.g_01404	Prap.g_01169
OG0000526	Prah.g_01403	Prap.g_01168
OG0000527	Prah.g_01402	Prap.g_01167
OG0000528	Prah.g_01401	Prap.g_01166
OG0000529	Prah.g_01400	Prap.g_01165
OG0000530	Prah.g_01399	Prap.g_01164
OG0000531	Prah.g_01396	Prap.g_01162
OG0000532	Prah.g_01394	Prap.g_01161
OG0000533	Prah.g_01393	Prap.g_01160
OG0000534	Prah.g_01392	Prap.g_01159
OG0000535	Prah.g_01391	Prap.g_01158
OG0000536	Prah.g_01390	Prap.g_01157
OG0000537	Prah.g_01389	Prap.g_01156
OG0000538	Prah.g_01388	Prap.g_01155
OG0000539	Prah.g_01387	Prap.g_01154
OG0000540	Prah.g_01385	Prap.g_01153
OG0000541	Prah.g_00532	Prap.g_01152
OG0000542	Prah.g_00531	Prap.g_01151
OG0000543	Prah.g_00530	Prap.g_01150
OG0000544	Prah.g_00529	Prap.g_01149
OG0000545	Prah.g_00526	Prap.g_01147
OG0000546	Prah.g_00525	Prap.g_01146
OG0000547	Prah.g_00523	Prap.g_01144
OG0000548	Prah.g_00518	Prap.g_01142
OG0000549	Prah.g_00517	Prap.g_01141
OG0000550	Prah.g_00516	Prap.g_01140
OG0000551	Prah.g_00513	Prap.g_01138
OG0000552	Prah.g_00510	Prap.g_01137
OG0000553	Prah.g_00509	Prap.g_00397
OG0000554	Prah.g_00506	Prap.g_00396
OG0000555	Prah.g_00505	Prap.g_00395
OG0000556	Prah.g_00504	Prap.g_00394
OG0000557	Prah.g_00503	Prap.g_00393
OG0000558	Prah.g_00501	Prap.g_00392
OG0000559	Prah.g_00500	Prap.g_00391
OG0000560	Prah.g_00498	Prap.g_00389
OG0000561	Prah.g_00497	Prap.g_00388
OG0000562	Prah.g_00495	Prap.g_00386
OG0000563	Prah.g_00494	Prap.g_00385
OG0000564	Prah.g_00493	Prap.g_00384
OG0000565	Prah.g_00486	Prap.g_00383
OG0000566	Prah.g_00485	Prap.g_00382
OG0000567	Prah.g_00484	Prap.g_00381
OG0000568	Prah.g_00483	Prap.g_00380
OG0000569	Prah.g_00482	Prap.g_00379
OG0000570	Prah.g_00478	Prap.g_00378
OG0000571	Prah.g_00477	Prap.g_00377
OG0000572	Prah.g_00476	Prap.g_00376
OG0000573	Prah.g_00472	Prap.g_00373
OG0000574	Prah.g_00466	Prap.g_00372
OG0000575	Prah.g_00465	Prap.g_00371
OG0000576	Prah.g_00464	Prap.g_00370
OG0000577	Prah.g_00463	Prap.g_00369
OG0000578	Prah.g_00462	Prap.g_00368
OG0000579	Prah.g_00460	Prap.g_00367
OG0000580	Prah.g_00457	Prap.g_00366
OG0000581	Prah.g_00456	Prap.g_00365
OG0000582	Prah.g_00455	Prap.g_00364
OG0000583	Prah.g_00454	Prap.g_00363
OG0000584	Prah.g_00452	Prap.g_00361
OG0000585	Prah.g_00451	Prap.g_00360
OG0000586	Prah.g_00449	Prap.g_00358
OG0000587	Prah.g_00448	Prap.g_00357
OG0000588	Prah.g_00444	Prap.g_00831
